GEN.1.1	Tenang tutuna' masipo' Kumponinge aa'ning paning ee'noko kansi' nkovuu'nang. 
1CO.3.3	Tenang dii' mamairo-koo otoritaa' ee'noko turanturang, arekee', dii' mono bakanavete-koo ee otoria', tamunsi'nupoong nkoarimana'? 
1CO.3.4	Tenang dii'koo narunge aa'puko, “Ning Paula'navitu-koong,” ee'noko nii'nunge aa'puko, “Ning Apolos-nung,” tee' karerima tamunsi'nupoong-pina' nkorarimang. 
1CO.3.5	Aming-koo dii'ke nee' Apolos naanka daangamerererimaatoinge? Nee'naanka tamung Kumponing-koo kara-pare'ka nanaanka, tamung dii'ke nee'koo masika'anta nkaveru'nung, Ovoringe nee' kantemureta botomuretu'na' nkoampeko. 
1CO.3.6	Ninge keempantu', napo' Apolosie duu'puu', masika', nka tee Kumponinge baka du'antavuu'nung tee sinang. 
1CO.3.7	Tee'koo tee naning keempumaung ee'noko tee nii'nung duu'pumaung baru' noru'koo makosi deea', teka tee Kumponing baka du'antavumaung noru'koo makosi. 
1CO.3.8	Tenaanka tee, keempumaung ee'noko duu'pumaung nari' basira; a'noo' tee Kumponinge tee' mintoomparetu'nung-koo moo'ureaing. 
1CO.3.9	Nee' tee Kumponing ninka mintoong nkora, ee'noko dii' teing Kumponing bakaning keenkeenanka.
1CO.3.9	Ee'noko nii'noo'ke dii' teing pavanava-pina' otoring, Kumponing-nava, ee'noko ning tee pava kani-koo okote'. 
1CO.3.10	Teie Kumponinge biraanke-antamuio' ninge matauna' konkoroompantu' ee'noko nii'nunge pora dau kanivuu'. Teka tee baa tee naning dau kanivuainge tee matauvui kanivuaing tampamang. 
1CO.3.11	Nii'nunge naninge nii'nave natuku keeng-koo makosi deea'. Teve nave ninge keempantu'nave otoaing. Teve ee'nave Jiisuu' Karistoo'nave. 
1CO.3.12	Nii'ninge kara-naunukai dee'ma tee-koo natuku-koo dau avutevu'ke kaniaava'naang, aa'ning-pina': baa'nankai, kaveera'ke ee'noko ankaro'ke; nii'noo' kooro dovange, siliva'ke ee'noko kapang pipi'daarie. 
1CO.3.13	Teka tee dama'ke Jiisuu' Karistoo' bakaang doong urumpari tane'puma kaniau'na' sira'puaing, ee'noko teie nta' ninka paaravuaing tee pava navarona' bono'eema kaniau'nung, arevaro tampavaro, arevaro oravaro. Ee'noko moo'uriaing kaniau'na'koo. 
1CO.3.14	Teing ee'ning kapoo' tampeng-koo kanisiiau'ning taivuriauka'nung ee'noko tampara moo' nkavaavaing. 
1CO.3.15	Teka teing kapoo' orara-koo kanisiiau'ning teing taivuriaining nta'ke, ee'noko teing nantoong kaniau'ninge moo' nkavaavauka', bii'ka deeko' domamparima moo'ariaing teing-pina' nta'ke taivuriko domamparipeu'ning-pina'.
1CO.3.16	Ai' dii'ke ee noru'eria' dii' teing Kumponing bakanava dootuu'nava pankava ee'noko Kumponing bakaang Tanuaang Meekung dii'koo otomaung? 
1CO.3.17	Ee'noko nii'nunge narunge Kumponing bakanava orarivupeu'nung dei Kumponinge tee orari-antavupeu', ai' Kumponing bakanava dootuu'nava pankava teva meekava ee'noko dii' teing ee'nava deentariri otoring.
1CO.3.18	Dii'koo naning baka tosiaravauka'. Nii'nunge dii'koo narunge ee' noru'uauka': “Ning norukasi' enang-navaro-koo.” Kanu' tampaavai makosi Kumponing-koo norukasi' deemparavaina'. 
1CO.3.19	Ai' aung kansi' bakaang norukasi' tee kanu'aapenung Kumponing-koo duta-koo. Daari Meekunge ee' minkuvui otoina'koo,
1CO.3.19	“Kumponinge tee norukasi'nanka tamparimaing bii'ka biikaang norukasi'koo taavi'antavurimaung.” 
1CO.3.20	Nii'noo'koo napo' ee',
1CO.3.20	“Ovoringe tee noru'ui otong teing norukasi'nuka biikaang noru', ee'noko noru'ui otong biikaang matau katuauka'nung.” 
1CO.3.21	Tee'koo dii'koo naninge nii'nung naning miring pankaing-antavuma daangamparavauka'. 
1CO.3.22	Ai' ookara dii' diikaninge, aa'ning: Paula', Apolos ee'noko Siipas, ee'noko ootukunung kansi', domang ee'noko boo', tee kapoo' enang otoing ee'noko tee kapoo' dama' tavo'aravaing – ookara teing diikaning. 
1CO.3.23	Teka dii' teing Karistoo' bakaning, ee'noko Karistoo' tee Kumponing-nung.
1CO.4.1	Dii'ke tee nii' tamung Karistoo' bakaning kara nkanuka-pina' noru'mereriaing Kumponinge makosi-antamurining-pina' bakaning kapoo' makensi'ning nau-koo. 
1CO.4.2	Kapoo' pankaing masikung botovotonaa'ke nkovuaing ee' oro': Kake'iiari nkovuaing tee kapoo'nanka bakaang pankainge bampuining nko-koo teie. 
1CO.4.3	Ning arekee'? Kake'iinunge? Tee aa' ning baru' tee-koo noru' manki'moaroo'naang dii'ke tokoona' noru'meriko deeko', napo' kapoo' nii'nunge minkuvuaing-koo. Ninka baakeenemarama masika'antamaravarupeu'. 
1CO.4.4	Tee, ning kapoo' o'noa'pina' noru'maramang, nka ninka baakeenemaravarupeu'. Teie Ovoring narunge deeko' baka baakeenemui otong. 
1CO.4.5	Tee'koo naurampimang, enang batei makotuaruko simpe'deeria' otomatoai bera te'mung Ovoring toroaravaina'mung basinoo'. Teie kapoo'nanka baku'nisining araka-koo sipuaing mutaanang-eta, ee'noko teie ee'narai oro'antavuaing niikaang domang arekee' to'bii-antamariri otoina'. Tenang ee'nang nii' bakaning botovotonaa'nuka kante makosina' daangang kompampiaing Kumponing-eta, nii'ning-eta deea'.
1CO.4.6	Mmaikori' ee, aung tee tamung paara-antavansi minkuansing nee'koo Apolos naanka-koo ning, dii' pakururii'naang Daari Meekunge minkuvui otoina' divu'eri'neeng nantoong daangamperererima bire'ereri, dii'ka mataunuka tantarima pokapoka'dariri. 
1CO.4.7	Baie dii'koonarung pankaing-antaruinge? Aming kapoo' da' okorui otoing Ovoringe arua'? Otoa'. Ee'noko teie aruio' nkavera aming-koo da' daangantaramaang nkaveaung-pina' oro'darama? 
1CO.4.8	Teing ootukuning dii' piarorimaing nkavering ee, dii'ke? Dii' teing tero makosiru'ning noru'darimang? Ee'noko ovontung deentariru'ninge tero dii'ka, nii' ninka deea'? Bakei, tero ovontung masikeng deentaripeu'ning, nii' tee', ovontung deemaripeu'ning dii' ninka. 
1CO.4.9	Ninge ee' ooamaang: Kumponinge nii' kara okomuri nkanuka ee'pina' oro'antamurining kansi'nupoong-koo: bore'koo simuru'ning-pina', taura'murira boo'koo ookarai paninaanka-kooninge kansi' oomaario', nantoonge ee'noko koosinunankai. 
1CO.4.10	Nii' teing Karistoo' Ju'deeaing-koo daankiampiko kanu'nanka-pina' noru'maarimaing; dii' teing nantoong tamung norukasi'nuka tantarimaing Karistoo'koo. Napo' nii' aruaru'nuka; dii' purinto'nuka. Dii' deto noru'daarimaing; nii' doonko o'norimaing. 
1CO.4.11	Aung teroita depeto bera enanung batei-koo nii' peeramorimaung ee'noko nukaa'morikoo'. Ata'teempima oraka' duaanamarimaung. Dimpa'nisinanka nii'. Osi oto'memuriainge nii'. 
1CO.4.12	Birenge mintoomarima takaa'morimaung bau'marii'naang. Tenang deu'maariko kara tamparai maku'arampimaung. Oraka' nkomaariko tamung dooroomarikoo'. 
1CO.4.13	Tenang oraka' minkumaariko nii'ke tampa' karavarampimaung. Nii' teing ookara kansi'nupoong-koo oreng deemariru'ning. Teroita nii' siikopaa'nanka deemariri o'norimaung ookara-koo.
1CO.4.14	Aung ninge dii' maia'anta-koo daariampa' teka dii' nari-anta-koo dii' nnurukaa' piaaru'nuka. 
1CO.4.15	Bane nantoong dakuraaku'ke dii' Karistoo'koo tanataraarimainge, nka mmau' diumatakaampi oto'deruria', teka dii' ninge pararampiru'ning-pina' deentariru'ning Jiisuu' Karistoo'koo tee tampara doorenang naurampirio'. 
1CO.4.16	Tee tee enang nia'dampimang ning paarameri siomerii'naang. 
1CO.4.17	Tee'koo ee'na'koo ninge tee Timoti dii'anko botoansing. Tee tee ee'nara piaaru' nnuring kake'iinung Ovoring-koo. Teie napo' noru'antaruriaing nkaang aarumonanka Jiisuu' Karistoo'koo tee-pina' ninge dootuu'nupoong nauaramana' ootukunairu-koo oosiarimanairu-koo. 
1CO.4.18	Nii'ninge ee' noru'erimang ning pa moaroo'naang dii'anko. Tee' noru'erima bore' pankaintarimaung. 
1CO.4.19	Teka ning moo'naang da'deng dii'anko, Ovoringe doona amuko deeko'. Ee'noko tenang nenke'ama'naang teing bii'ka daangananka biikaang kara, iri' masikung-po'nung deeko'. 
1CO.4.20	Kumponing bakaang muu' tamunsi'nung karai ima'arava', teka iri' ninka ima'ari otong. 
1CO.4.21	Arekee' dii' piarorimang? Ning dii'anko moo'naang bana' ninka ai' piaa ninka dooroomari?
1CO.5.1	Ninge doorenang orara taaravansing dii'koo narung-koo maritoroaramaung. Tee temurii' maritoro teie nkovumaung maremaarenamurii' nantoonge taura'koo makosi deea', bane mutaanang-koo-nupoonge. Tee temurii' bauma ba'aang ninka oto'. 
1CO.5.2	Bakei, arekee' daangantarimaunge pankaing noru'koo ee'noko aung orara tasi'peria' maia'doriaung? Orarunsiraripeu'nung-koo tampa'. Tee' nkorarima tee naning temurii' aarumo nkovumaung bata'eripeu' dii'ankoita. 
1CO.5.3	Ning tee mono taapo' o'nong, teka nkaang tanuaang dii' ninka otong, ee'noko teke o'noitaa' tee simpe'ansing tee naning tee' maremaare nkovumaung. 
1CO.5.4	Ninge naurampimang tee-koo niikaang Ovoring Jiisuu' bakaang miring-koo: Nari' minkunaarariai ning-koong ninka tanuaang ninka ee'noko tee purinto' niikaang Ovoring Jiisuu' bakaang ninka. 
1CO.5.5	Tee' oosirarima bata'eri tavo'eriai tee aung naning Sietani'anko bakaang mono-koo naunaua tora'purai'nange bere'arara bakaang tanuaang domamparavaina' te'mung Ovoring bakana'mung.
1CO.5.6	Tee' ee'na' daangantarimaatomana' tampa' deea'. Noru'eria' dii'ke ee narung naning oraka' nkoarama teie tee ootukunung naro'ka baaro'antavuring? 
1CO.5.7	Dii' Karistoo' boora moo'duru'ning tantarimaung deemparako, makosina' tanatarariaing Taamang Baari'koong˜ tanatana', tee paroro Karistoo'nung boo'koong uro'kanoo'nung taa'ni'anta Ju'nupoong-koo. Dii'ke noru'eri otong Baari'koong Taamang-koo berete' iisi-po'nung uro'ke dua'aako' taamang iisi-ninka baaro'arava' narung otoko, meeka'mung-koo makosining. 
1CO.5.8	Tee' nari' meeka'mariri o'noriaing urikung aarumo sipampiri ookara oraka' nkonanka, too'de dovang ninka, ee'noko domang kiiroraa'mori kara masikung-narung-po'nupoong deemariri o'noriaing.
1CO.5.9	Nkaang karavoto daariantu'nung dii'anko aa'pama, “Navurariauka' kaukauroarima otoromaing ninka.” 
1CO.5.10	Nka ninge tee' minkuama ookara kaukauro nkonuka aung kansi'kooning minkuarampa', kapoo'koo tata'arimaing, bakisipunanka, ee'noko kumponing tositosinanka siompaarimaing tovang ninka. Teka tee a'noo' teing-eta si'dariarupeu' kansi'keta tonta'dariarura deeko'. 
1CO.5.11	Tee aa' ee'pina' miru'ansi daarirerompiru'nung: Tamung navurariauka' tee ninka naning ninka nii'maikorori'koong tamparamaung ninka aing aa'ning ee' oro' nkoarama: Kaukauroarama, tata'arama, kumponing tositosinanka siompuma, nantoong miring orari-antavurima, purinto'naru'ke kanu'arama ee'noko bakiaa' nkovuma. Aing nantoong tee' oro'nuka ninka nari' taamaniria' otoai. 
1CO.5.12	Aming-koo papaararariringe nkaang karavoto deeruerima? Ninge ee simpe'aramaung teing nantoong dama'du-nupoong? Otoa'. 
1CO.5.13	Kumponing narunge simpe'uriaing. Ee'noko dii' dii'ka tee'ke, teing nari' otorimaing naing simpe'ererimaing, ape' aing? Bata'eriai tee naning orara dii'ankoita.
1CO.6.1	Tenang dii'koo narunge narung da'maiko' minkuminkuema aming-koo maia'doa' otong tee kara dootuu'koo taapo'ke minkueko simpe'aava'naang? 
1CO.6.2	Dii'ke ee noru'eria' Kumponing bakaning meekupoonge simpe'aariaing ookara kansi'nupoong biikaang aarumo. Da' ookara kansi' simpe'nko˜ deeng-antaruko aming-koo noru'ea' otong da' makosi simpe'koo teing kapoo' oki'nareka'? 
1CO.6.3	Dii'ke ee noru'eria' nii'ke tee koosinunanka biikaang aarumo dama'ke simpe'arampiaing? Tee tee masikung. Tee tee pore' deea' simpe'koo teing kapoo'nanka anke kansi'koo nkoaramaing. 
1CO.6.4	Bane teing nantoong noru' boong basi-po'nupoong dootuu'nupoong-kooning, simpe' aaripeu'! Tee'koo aming-koo nanimang da' teing nantoong dootuu'koo noru' otoroaing-anko? 
1CO.6.5	Maia'doriaing. Arekee'koo dii'ke ooveria' otong naning narung noru'po'nung dii'koo baito-nupoong-koong dii' bake-antaruripeu'nung teieta' turanturang kenaanka naninka-koo meu'ka? 
1CO.6.6	Tee'koo ee naning noru'po'nung dootuu'koo ureaamaing-koong ooveria' ako' be'antaverererimaung tuutunang-koo˜ nantoong mutaanang-koo-nupoong-koo dutakanoo'ke? 
1CO.6.7	Koonto' dua'daririning tee' dii'ka tuumpireerima. Tenang nantoonge dii'koo nii'ninge dii'maikorori'ke oraka' nkoraariko dii', ai' bakiaa'daariko, dii'koong kara-simpe' otoaruko makosi tampa' ee': Ampa'dori otoriaing dii'.
1CO.6.8	Teka dii' tee' nkoraria' otong; teka baru'noo' oraka' dii' ee'ning namaia' makosinuka dii'ka oraka' nkoreerimaung bakiaa'deerima kara ave'eri tuumpireerima. 
1CO.6.9	Noru'eria' otong teing nantoong nampeesi orariaavaining teing Kumponing bakaang muu'koo tumpariauka'nung? Aavaraariko taaraverereriauka'. 
1CO.6.10	Ai' aing ee'ning teing ee' oro'nuka tumpariauka'nunge: Kaukauroarimaing, kumponing tositosinanka siompaamaing, nampeesi orariaamaing, nantoong bii'ka avarimaing ee'noko teing paaravaamaing oraka'nko aarumo bii'ka, bakiaa' nkonuka, mamaironto'nuka, purinto'naru' naiaama kanu'arimaing, kapoo'koo tata'arimaing, oko'oko baukonanka, deu' baukonuka, ee'noko tavu' ninka bakiaa' nkoaamaing. Tevitu avitu ee' oro'navitu tumpariauka'nung te' Kumponing bakaang muu'koo. 
1CO.6.11	Nii'ning tee dii'koo tee' ee'na' nkorariko'ning, teka Tanuaang Meekunge Kumponing-etainge diikaang domang kiiroraa'antaruru', ee'noko meeka'antarurira koong-antaruru' tee Ovoring Jiisuu' Karistoo' bakaang miring-koo kuunge.
1CO.6.12	Dii'ke aa'peri otomaung, “Amutemurii' kapoo' taura'pari otong nii'ke nko-koo.” Teka nii'ning kapoo'nankai pakumuriaung. Amutemurii' kapoo' taura'pari otong ninge nko-koo, teka ning ninka boong si'maravauka'nung kapoo' nii'nung bakaang purinto'koo. 
1CO.6.13	Napo' dii'ke aa'peri otomaung, “Taamang tee pakosii'koo makosi ee'noko pakosii' tee taamang-koo makosi.” Teka ampa'doriauka' asi'noo'ka Kumponinge tee ookaanka tamunsi'naanka deeng-antavureaing. Nka niikaang mono arekee'? Kaukauro-koo makosi deea'. Niikaang mono tee Ovoring-koo makosi ee'noko Ovoring tee'ke, niikaang mono-koo makosi. 
1CO.6.14	Ee'noko asi'noo'ke teie bakaang purinto'ke deto daa'muriaing nii' niikaang mononanka tee' ee'na' Ovoring daa'antavuu'na' nari'. 
1CO.6.15	Dii'ke ee noru'eria' diikaang mononanka tee namarana' Karistoo' bakaang mono-koong? Arekee', makosie naninge taapo' tonta'ui dei namarana' Karistoo' bakaang mono-ita ee'noko baraa'upeu' nii'nani ninka bakaang mono bakiaa'koo baavearamai ninka? Bakei katua'! 
1CO.6.16	Dii'ke ee noru'eria' tee naning baka be'nu'aravaing teni ninka bakiaampa ninka beekaang mono tee narung mono deemparavaing? Tee' ee'na' Daari Meekunge minkuvumana' aa'puma,
1CO.6.16	“Tenaanka tee narung mono deempareaing.” 
1CO.6.17	Teka baa tee narung baka Ovoring-koo avaravaing beekaang tanuaang tee narung tanuaang deemparavaing.
1CO.6.18	Baari'antarariri otoriai kaukauroi oto'keta. Teing nii'ning oraka' nkonanka nkoampima tee mono-ita taapo'ke nkoampimaung, teka naning kaukauro nkovuma tee baka bakaang mono orari-antavaramaung. 
1CO.6.19	Ai' noru'ea' ee dakaang mono tee Kumponing bakaang Tanuaang bakaang pava meekava? Kumponinge te' sipuu' ee'noko te' ee'noo' otomaung. Tee ee'nara okovenung, da' deea'. 
1CO.6.20	Teie tee da' pankainge moo'ke moo'duinung napo' tororuma. Tee'koo dakaang monoi pankaing-antavei otoaing.
1CO.7.1	Enang ninge maku'derompii'naang tee diikaang kara daarimemuru'nung. Tampa' ee' makosi: Naning nampeesiarava' otoaing. 
1CO.7.2	Teka orara aarumo beremparimaung-koo tee, makosi, donkaani ba'aang oto'evuainge, ee'noko manikuma ba'ung oto'evuainge. 
1CO.7.3	Ba'unge tee kapoo' nampeesi-koo bi'ari otoining piavoko ba'aang avuaing. Tee' nari' ba'aange napo' ba'ung avuainge. 
1CO.7.4	Ba'aang baka bakaang mono tanatavarava', ba'unge deeko' makosi. Tee' nari' napo' ba'ung bakaang mono tanatavarava', teka ba'aange deeko' makosi. 
1CO.7.5	Orokoraria' otoai. A'noo' oki'nung batei-koo makosi nari' karereta kunsirarema otoree'naang deeko'. Ee'noko dama'ke mono konteereai; dii'ka tanatarariaruko Sietani'ke paararuri'neenga. 
1CO.7.6	Ninge boto siompansi minkuampa' nampeesirarii'naang, teka piarorima deeko' tee makosi. 
1CO.7.7	Ninge ee' naurampimang: Nampeesirariarui dei makosi ning-pina', nka noru'ansi o'nong nii' nari' oro'nanka deea' Kumponinge naruna' naruna' nkomuru'na'koo.
1CO.7.8	Enang ninge ee' naurampimang dii' nampeesirariaing ee'noko naaroonku: Dii' nampeesirariarui dei tampa', ning-pina' nari' otoripeu'. 
1CO.7.9	Teka dii'ka tanatarariauka'nung deeko', makosi, nampeesirariaing, karaa'ke boo' otorimaato'neenga.
1CO.7.10	Teka ninge ee' naurampimang dii' nampeesinii'nuka, a'noo' Ovoringe tee' ee'na' botoruru'na' ee'pina': Ba'aang ba'ung-eta tonta'aravauka', ee'noko ba'unge ba'aang sipuauka'. 
1CO.7.11	Ba'aang tonta'arara deeko' tee nampeesiarava' otoaing, nii'noo' napo' ba'ung-koo tampo'aravai.
1CO.7.12	Nii'ning-koo Ovoringe tero boto nkoevuria', teka teing-koo ninge aa'pamaang: Nii'nung Karistoo'koo baito-nupoong-koo narung ba'aang mutaanang-koonani ee'noko teni pinka'ari otoaing deeko' tee ninka nari' otoree'naang, teie tee, teni ba'aang sipuauka'nung. 
1CO.7.13	Ee'noko nii'nanie dootuu'koonanie ba'ung mutaanang-koong deeko' ee'noko tee pinka'ari otoaing deeko' teni ninka nari' otoree'naang, tenie tee, tee ba'ung sipuauka'nung. 
1CO.7.14	Donkaani mutaanang-koong teni manikuma ninka pinka'aresi tee beekaang nampeesi meeka'pari otong. Ee'noko nani manikuma mutaanang-koonani Karistoo'koonung ninka pinka'aresi tee beekaang nampeesi napo' meeka'pari otong. Ee'koo tee': Beekaang nampeesi meeka'pari otoaruko dei beurukaa' Karistoo' bakaninge biurukaa'pina' deempariarupeu'. Nka enang-pina' tee teing Kumponing bakaninge biurukaa'. 
1CO.7.15	Ee'noko naring-koo naveu mutaanang-koonaveu poka'koo piavoaing deeko', makosi, poka'aravaing. Poka'arako Karistoo'koonaveu tee-koo baru' noru' dai'aravauka', ai' Kumponinge tee da' mooa-koo miru'duing. 
1CO.7.16	Da' ba'aang ai' da' ba'ung Karistoo' masika'antavemaung deeko', dake noru'ea' nii'nung ninka otorekotaa' tokoona' nkoarapeu'nung: Domampepeu' ai' domampearupeu'.
1CO.7.17	Nka dii' Kumponinge bokururu'ning teing nii'namurii' otooto'koo pare'dariaina' besi'eriauka', teka tee otooto' tero naruna' naruna' Karistoo'ke tankee'duri aruru'nung komperi otoriai. Aung tee boto ninge sipamaung ookara dootuu'nupoong-koo osi kante-koo. 
1CO.7.18	Naning dopa' toto'nisi bokuvuko deeko' makosi, tee' Ju'koonung-pina' otoitaa' nanuaing. Napo' dopa' toto'paravaung bokuvuko deeko' makosi, tee' nari' Ju'deeaung-pina' otoaing. 
1CO.7.19	Dopa' toto' kapoo' deea', ee'noko toto'paravaung tee', kapoo' deea', teka Kumponing bakaang boto siong tee masikung. 
1CO.7.20	Dii' temurii' otooto'koo otorimaatoaing naruna' naruna', Kumponinge tankee'durio' otoriko'na' te'mung Karistoo'ke bakaning deentarii'naang bokuruu'na'mung. 
1CO.7.21	Da' tero naning-koo botovotonaa' deentari otoko Kumponinge bokuruu'nung deeko' tee' otoi simpiri'anta-koong taung besi'eauka'. Teka doona simpiri'anta-koong oro'parako deeko' makosi simpiri'daravaing. 
1CO.7.22	Baa naning tee bokuvuing nii'nung bakaang botovotonaa' deempari otoko tee unaa-antavuing Kumponinge, ee'noko tee' nari' tee baa bokuvuing tenang nii'nung bakaang botovotonaa' deemparava' otoko tee Karistoo' bakaang botovotonaa' deempari otong. 
1CO.7.23	Da' tee moo'duu' moo'ke. Nantoong biikaang dai'nisi deentari otoauka'. 
1CO.7.24	Mmaikori' ee, Kumponing-koo ima'mariri o'noriaing te' naro' bakaang bokubokue pe'numuring-navaro-koo naruna' naruna' teke o'noritaa'.
1CO.7.25	Enang teing nampeesiariaing-koo ning boto o'noa' Ovoring-eta, teka nkaang noru' arompimaang, Kumponinge piaamurai'nange naning dii'ke masika'antameriaing deeng-antamuu'nung. 
1CO.7.26	Ninge tee ee' noru'amaang: Nii' enang pore' kune'ampimaung-koo o'noritaa' makosi nampeesimaria' tamung o'noripeu'nung-koo tampa'. 
1CO.7.27	Arekee'? Da' da'aang-po'nunge? Teni sipeaina' besi'eauka'. Ai' da' da'aang otoaunge? Nampeainani besi'eauka'. 
1CO.7.28	Da' nemaka nampee-siraravaing deeko' oraka' nkorarava'. Ee'noko nerai'na' tee', nampee-siaravaing deeko' oraka' nkoarava'. Teka teing nampeesiariaininge tee arikung kune'aavaing kansi'koo, ee'noko ninge tee' oro' kune'eri'neeng-koo tee' minkuamaang.
1CO.7.29	Mmaikori', ninge tee naurampimang tee aung: Batei enang apuka'paring Ovoring bakana'mung-koong. Enang-eta' deto teing bii'ankaampi-po'nupoong bii'ankaampi oto'evoroaing-pina' otoroaing. 
1CO.7.30	Teing biromparimatomaing birompariaing-pina' otoroainge. Teing dotuarimatomaing dotuaria' otomaing-pina' otoroainge. Teing moo'moo' nkoaamatomaing tee moo' nkoaava' otoromaatomaing-pina' otoroainge. 
1CO.7.31	Teing nantoong kansi'koong nko-nko nkoaamatomaing teing kansi'koong nko-nko baru' aa'na' noru'ai nkoaava' otoromaing-pina' otoroaing, ai' kansi'koong avutevu' nko-nkonanka tankinuaing. 
1CO.7.32	Ninge pia-antarampimang dii' baru' norunoru'koo paa'dariri otoriauka'. Tee naning nampeesiaravaung tee Ovoring bakaang mintoong-koo kake'iiari otomaung Ovoring dotu-antavuaina' piavoitaa'. 
1CO.7.33	Tee naning nampeesiaru'nung bakaang noru' kansi'koo otomang, teni ba'aang dotu-antavuu'naang piavoma. 
1CO.7.34	Tee bakaang onou tee poka'ari otong. Teni nampeesiaravai ai' nerai'na' bakaang noru' Ovoring bakaang mintoong-koo otong. Teni Ovoring bakanani oto'koo piavomaang ookavetara-koo, mono ee'noko tanuaang. Teka teni nampeesiaru'nani tee kansi' bakaang mintoong-koo noru' otong, tenie ba'ung dotu-antavumaatoo'naang piavoma. 
1CO.7.35	Ninge tee aung dii' ee'ning dii'ka paku-koo naurampimang, dii' poterampii'naang deea', teka tampa' toosirariri otorii'naang, mataa'irariri Ovoring-koo, tunsi paakararia'.
1CO.7.36	Nii'nung naninge ee' noru'ui dei: nani manikuma nampeesi-koo kariviri'ai piokang napu'nisi tamung panka'koo makosi deea' nampeesiarava', ee'noko teie nari-antavuaing nampeesi-koo pakuvuitaa' tee, tee makosi, piavoaina' nkovuaing. Teie tee oraka'nko nkovua' nampeesi-koo miru'uma teni. 
1CO.7.37	Nii'na' napo' ee': naninge ninge minkuamana' aroo'ui dei, ee'noko tee' nari' nko-koo piavoi dei, tee' tampa'ke, teni nerai'na' nampeesiaravai tarevuaing. 
1CO.7.38	Tee tee-pina': Tee naning teni baurang nampeesiaravaing-koo pakuvumaung tee, kapoo' tampara teie nkovumaung; teka napo' tee naning teni tanatavumaung nampeesiaravaruko teie, tee kapoo' baru' tampara masikung nkovumaunge.
1CO.7.39	Teni ba'aang tee ba'ung-koo bi'ari otong tenang tee domampari otoko, teka tee ba'ung boo'pari dei teni tee makosi napo' nampeesi-koo piavoaing ninka Kumponing-koo kuunge. 
1CO.7.40	Teka teni deto basinoo' dotuari otopeu' teni nampeesiarava' otoi dei. Aung tee nkaang noru', ee'noko baru'noo' ee' noru'ansi o'nong: Ning-koo Kumponing bakaang Tanuaang otoko minkuamaa'nomaung.
1CO.8.1	Enang tee kapoo'nanka kumponing tositosinanka-koo darimpaamaung: Nii'ke tasi'pampiri otong tee' dii'ke aa'perimaung-koo, “Nii'ke tee-koo noru' deto basi kompampiri otong siompampipeu'nung.” Teka teing noru' deto basi narung siompaamaing teing tamung bii'ka daangamparimaing. Piaae deeko' nii' naro'ka puring-antameeripeu'. 
1CO.8.2	Naninge baka daangamparama ee' noru'upeu'nung: “Ninge ootukunung kapoo' noru'ansi otong.” Nka tee teie noru'ua' tee' Kumponinge pia-antavui otoina' teie noru'koo. 
1CO.8.3	Teka naninge Kumponing domange dai'ui dei Kumponinge tee bakaang naning tasi'pui noru'umaung.
1CO.8.4	Enang tee, arekee' noru'ampii'naang tee boontunang-koo Kumponing tositosinanka-koo akovitue darimpaamaung-koo? Makosie nii'ke nai-koo? Nii'ke aa' tee noru'ampiri otong kumponing tositosinankai kapoo' basi-antavaava' ookara kansi'koo, ee'noko amutemurii' kumponing otoroa', teka narung masikung Kumponing otong. 
1CO.8.5	Nantoonge tee, a'noo' aa'paamaung: Kumponinanka otorong ookaanka-koo paning ee'noko kansi'koo, mmau'nanka ookeng kumponinanka ee'noko ovontunanka. 
1CO.8.6	Teka nii'koo tee narung masikung Kumponing otong, tee Niuma. Ee'nara-ita ookara kapoo'nanka tavo'aramaung, ee'noko nii' tee-koo o'norimaunge. Ee'noko tee tee narung Ovoring otong, Jiisuu' Karistoo'. Tee ee'nara ookara kapoo'nanka teie pomaung ee'noko nii' teie domamariri o'noring.
1CO.8.7	Nka tee ookarai nantoonge aung amurii' noru' noru'aava'. Nii'ning tee nantoong dii'koo-nupoong aruaru'nanka teroita, temeng-koo datavoroi otoromaung, taamang daring mme' masika'antavai otong. Ee'noko teinge temurii' naiaama pankaruntoonge tee noru'aripeu' oraka' nkoarimaung. 
1CO.8.8	Taamange tee, bane aremurii'ke, Kumponing-aape be'antamuriauka'nung. Nii' naiampiarui dei doonko si'mariarupeu' Kumponing-koo. Ee'noko naiampiri dei deto si'mariarupeu' Kumponing-koo. 
1CO.8.9	Tanatarariai dii' purintaririning, naierima teing dii'koo aruaru'oroi otoroining orari-antaverereri'neeng. 
1CO.8.10	Tee ee'pina': Naninge boontunang-koong taamang nai-koo oraka' noru'umaunge tee da' oorupeu' boontunang naiaamanava-koo naikiko temurii' boontunang-koong taamang daang pina' noru'ei. Ee'noko teie oorura piavora paararupeu' bane pankaruntoonge oraka'pina' noru'uitaa'. 
1CO.8.11	Tee' nkorarako dakaang noru'ke tee orari-antavupeu' tee da'maiko' aruaru', Karistoo' tee-koo bou'nung. 
1CO.8.12	Nii'ning nii'maikorori'koo tunsie noru'arimana' siong-koo pore'oromaung, ee'noko biikaang tunsie noru'arimana' daang-antavariaina' nkoverima dake tee Karistoo'koo oraka'nko nkoveing. 
