GEN.1.1	太初，上帝创造了天地。 
PSA.90.16	求你让仆人们看见你的作为，
PSA.90.16	让我们的后代看见你的威荣。
PSA.90.17	愿主——我们的上帝恩待我们，
PSA.90.17	使我们所做的亨通，
PSA.90.17	使我们所做的亨通。
PSA.91.1	安居在至高者隐秘处的人，
PSA.91.1	必蒙全能者的荫庇。
PSA.91.2	我要对耶和华说：
PSA.91.2	“你是我的避难所，我的堡垒，是我所信靠的上帝。”
PSA.91.3	祂必救你脱离猎人的网罗和致命的瘟疫。
PSA.91.4	祂必用祂的羽毛遮盖你，
PSA.91.4	用祂的双翼保护你，
PSA.91.4	祂的信实是你的盾牌和壁垒。
PSA.91.5	你必不惧怕黑夜的恐怖，
PSA.91.5	或白日的飞箭，
PSA.91.6	或黑暗中横行的瘟疫，
PSA.91.6	或正午肆虐的灾难。
PSA.91.7	尽管千人扑倒在你左边，
PSA.91.7	万人扑倒在你右边，
PSA.91.7	你必安然无恙。
PSA.91.8	你必亲眼目睹恶人受惩罚。
PSA.91.9	因为你以至高者耶和华——我的避难所作你的居所，
PSA.91.10	祸患不会临到你身上，
PSA.91.10	灾难不会靠近你的住处。
PSA.91.11	因为祂必命令祂的天使随时随地保护你。
PSA.91.12	天使会用手托住你，
PSA.91.12	不让你的脚碰在石头上。
PSA.91.13	你必将狮子和毒蛇踩在脚下，
PSA.91.13	你必践踏猛狮和巨蛇。
PSA.91.14	耶和华说：“因为他爱我，我必拯救他；
PSA.91.14	因为他信靠我的名，
PSA.91.14	我必保护他。
PSA.91.15	他求告我，我就答应他；
PSA.91.15	他遭遇患难，我必与他同在。
PSA.91.15	我必拯救他，赐他尊贵的地位。
PSA.91.16	我必赐他长寿，
PSA.91.16	并让他看见我的拯救之恩。”
PSA.92.1	至高的耶和华啊，
PSA.92.1	赞美你、歌颂你的名是何等美好！
PSA.92.2+PSA.92.3	伴随十弦琴和竖琴的乐声，
PSA.92.2+PSA.92.3	早晨宣扬你的慈爱，
PSA.92.2+PSA.92.3	晚上颂赞你的信实，
PSA.92.2+PSA.92.3	是何等美好。
PSA.92.4	耶和华啊，你的作为使我快乐，
PSA.92.4	我要颂扬你手所做的工。
PSA.92.5	耶和华啊，你的作为何等伟大！
PSA.92.5	你的心思何等深奥！
PSA.92.6	无知的人不会明白，
PSA.92.6	愚蠢的人也不会了解：
PSA.92.7	恶人虽如草滋生，一时亨通，
PSA.92.7	但终必永远灭亡。
PSA.92.8	耶和华啊，
PSA.92.8	唯有你永远受尊崇。
PSA.92.9	耶和华啊，你的仇敌终必灭亡，
PSA.92.9	凡作恶的都要被驱散。
PSA.92.10	你使我强壮如野牛，
PSA.92.10	你用新油浇灌我。
PSA.92.11	我亲眼看见我的敌人被击溃，
PSA.92.11	亲耳听见那些攻击我的恶人被打败。
PSA.92.12	义人必如生机勃勃的棕榈树，
PSA.92.12	像茁壮生长的
PSA.92.13	他们栽在耶和华的殿中，
PSA.92.13	他们在我们上帝的院子里长得枝繁叶茂。
PSA.92.14	他们到老仍然结果子，
PSA.92.14	一片青翠，
PSA.92.15	宣扬说：“耶和华公正无私，
PSA.92.15	祂是我的磐石，
PSA.92.15	祂里面毫无不义。”
PSA.93.1	耶和华是王，祂身披威严；
PSA.93.1	耶和华身披威严，腰束力量。
PSA.93.1	世界坚立不动。
PSA.93.2	你从太初就坐在宝座上，
PSA.93.2	你从亘古就存在。
PSA.93.3	耶和华啊，
PSA.93.3	大海澎湃怒吼，波浪滔天。
PSA.93.4	高天之上的耶和华充满力量，
PSA.93.4	超过咆哮的洪水和怒吼的大海。
PSA.93.5	耶和华啊！你的法度不容更改，
PSA.93.5	你的殿宇永远圣洁。
PSA.94.1	耶和华啊，你是申冤的上帝；
PSA.94.1	申冤的上帝啊，
PSA.94.1	求你彰显你的荣光。
PSA.94.2	审判世界的主啊，
PSA.94.2	求你起来使骄傲人受到应得的报应。
PSA.94.3	耶和华啊，
PSA.94.3	恶人洋洋得意，要到何时呢？
PSA.94.3	要到何时呢？
PSA.94.4	他们大放厥词，狂妄自大。
PSA.94.5	耶和华啊，他们压迫你的子民，
PSA.94.5	苦害你的产业。
PSA.94.6	他们谋害寡妇、外族人和孤儿，
PSA.94.7	并说：“耶和华看不见，
PSA.94.8	愚昧的人啊，你们要思想；
PSA.94.8	无知的人啊，你们何时才能明白呢？
PSA.94.9	难道创造耳朵的上帝听不见吗？
PSA.94.9	难道创造眼睛的上帝看不见吗？
PSA.94.10	管教列国的上帝难道不惩罚你们吗？
PSA.94.10	赐知识的上帝难道不知道吗？
PSA.94.11	耶和华洞悉人的思想，
PSA.94.11	祂知道人的思想虚妄，
PSA.94.12	耶和华啊，蒙你管教并用律法训诲的人有福了！
PSA.94.13	你使他们在患难中有平安，
PSA.94.13	恶人终必灭亡。
PSA.94.14	耶和华不会丢弃祂的子民，
PSA.94.14	也不会遗弃祂的产业。
PSA.94.15	公正的审判必重现，
PSA.94.15	心地正直的人都必拥护。
PSA.94.16	谁肯为我奋起攻击恶人？
PSA.94.16	谁肯为我起来抵挡作恶的人？
PSA.94.17	耶和华若不帮助我，
PSA.94.17	我早已归入死亡的沉寂中了。
PSA.94.18	我说：“我要倒下了！”
PSA.94.18	耶和华啊，你便以慈爱扶助我。
PSA.94.19	当我忧心忡忡的时候，
PSA.94.19	你的抚慰带给我欢乐。
PSA.94.20	借律例制造不幸的首领，
PSA.94.20	岂能与你联盟？
PSA.94.21	他们结党攻击义人，
PSA.94.21	残害无辜。
PSA.94.22	但耶和华是我的堡垒，
PSA.94.22	我的上帝是保护我的磐石。
PSA.94.23	祂必使恶人自食恶果，
PSA.94.23	因他们的罪恶而毁灭他们。
PSA.94.23	我们的上帝耶和华必毁灭他们。
PSA.95.1	来吧，让我们向耶和华歌唱，
PSA.95.1	向拯救我们的磐石欢呼。
PSA.95.2	让我们怀着感恩的心来到祂面前，
PSA.95.2	向祂高唱赞美诗。
PSA.95.3	因为耶和华是伟大的上帝，
PSA.95.3	是众神明之上的大君王。
PSA.95.4	祂掌管地的深处，
PSA.95.4	祂拥有山的高峰。
PSA.95.5	海洋属于祂，是祂创造的，
PSA.95.5	陆地也是祂造的。
PSA.95.6	来吧，让我们俯伏敬拜，
PSA.95.6	在创造我们的耶和华面前跪下。
PSA.95.7	因为祂是我们的上帝，
PSA.95.7	我们是祂照管的子民，
PSA.95.7	是祂牧放的羊群。
PSA.95.7	你们今日若听见祂的声音，
PSA.95.8	不可像你们祖先在
PSA.95.8	在旷野的
PSA.95.9	耶和华说：“虽然他们见过我的作为，
PSA.95.9	却仍然试探我。
PSA.95.10	所以，我憎恶他们四十年之久，
PSA.95.10	我说，‘他们偏离正路，不遵行我的命令。’
PSA.95.11	因此我在怒中起誓说，
PSA.95.11	‘他们绝不可进入我的安息！’”
PSA.96.1	你们要向耶和华唱新歌，
PSA.96.1	普世都要向耶和华歌唱。
PSA.96.2	要向耶和华歌唱，称颂祂的名，
PSA.96.2	天天传扬祂的拯救之恩。
PSA.96.3	要在列国述说祂的荣耀，
PSA.96.3	在万民中述说祂的奇妙作为。
PSA.96.4	因为耶和华无比伟大，
PSA.96.4	当受至高的颂扬；
PSA.96.4	祂超越一切神明，当受敬畏。
PSA.96.5	列邦的神明都是假的，
PSA.96.5	唯独耶和华创造了诸天。
PSA.96.6	祂尊贵威严，
PSA.96.6	祂的圣所充满能力和荣美。
PSA.96.7	万族万民啊，
PSA.96.7	要把荣耀和能力归给耶和华，
PSA.96.7	归给耶和华！
PSA.96.8	要把耶和华当得的荣耀归给祂，
PSA.96.8	要带着祭物到祂的院宇敬拜祂。
PSA.96.9	你们当在圣洁的耶和华面前俯伏敬拜，
PSA.96.9	大地要在祂面前战抖。
PSA.96.10	要告诉列国：
PSA.96.10	“耶和华掌权，
PSA.96.10	祂使大地坚立不摇，
PSA.96.10	祂必公正地审判万民。”
PSA.96.11	愿天欢喜，愿地快乐，
PSA.96.11	愿海和其中的一切都欢呼澎湃。
PSA.96.12	愿田野和其中的万物都喜气洋洋，
PSA.96.12	愿林中的树木都欢然赞美耶和华。
PSA.96.13	因为祂要来审判大地，
PSA.96.13	祂要按公义审判世界，
PSA.96.13	凭祂的信实审判万民。
PSA.97.1	耶和华掌权，大地要欢欣！
PSA.97.1	众海岛要快乐！
PSA.97.2	密云和黑暗环绕在祂周围，
PSA.97.2	公义和公平是祂宝座的根基。
PSA.97.3	烈火做祂的先锋，
PSA.97.3	烧灭祂周围的仇敌。
PSA.97.4	祂的闪电照亮世界，
PSA.97.4	大地因此而战抖。
PSA.97.5	在天下之主耶和华面前，
PSA.97.5	群山如蜡熔化。
PSA.97.6	诸天述说祂的公义，
PSA.97.6	万民瞻仰祂的荣耀。
PSA.97.7	愿一切祭拜神像，
PSA.97.7	以神像夸口的人都蒙羞。
PSA.97.7	所有的神明啊，
PSA.97.7	你们都要向耶和华下拜。
PSA.97.8	耶和华啊，听见你的审判，
PSA.97.9	因为你耶和华是普天下的至高者，
PSA.97.9	凌驾于万神之上。
PSA.97.10	爱耶和华的人都要憎恨罪恶，
PSA.97.10	因为祂保护敬虔人的生命，
PSA.97.10	从恶人手中拯救他们。
PSA.97.11	光照亮义人，
PSA.97.11	正直人心中有喜乐。
PSA.97.12	你们义人要以耶和华为乐，
PSA.97.12	称谢祂的圣名。
PSA.98.1	你们要向耶和华唱新歌，
PSA.98.1	因为祂的作为奇妙，
PSA.98.1	祂以右手和圣洁的臂膀施行拯救。
PSA.98.2	耶和华显明了祂的拯救之恩，
PSA.98.2	向列邦彰显了祂的公义。
PSA.98.3	祂没有忘记以慈爱和信实对待
PSA.98.3	普天下都看见我们的上帝拯救了我们。
PSA.98.4	普世要向耶和华欢呼，
PSA.98.4	欢欢喜喜地高声颂扬。
PSA.98.5	要弹奏竖琴歌颂耶和华，
PSA.98.5	伴着琴声唱诗歌颂祂。
PSA.98.6	要伴随着号角声在大君王耶和华面前欢呼。
PSA.98.7	大海和海中的一切要颂扬，
PSA.98.7	大地和地上的一切要欢呼。
PSA.98.8	江河要鼓掌，
PSA.98.8	群山要在耶和华面前齐声欢唱，
PSA.98.9	因为祂要来审判大地，
PSA.98.9	要公义地审判世界，
PSA.98.9	公正地审判万民。
PSA.99.1	耶和华掌权，万民当战抖；
PSA.99.1	祂坐在基路伯天使之上，
PSA.99.1	大地当战抖。
PSA.99.2	耶和华在
PSA.99.2	超越万邦。
PSA.99.3	万国要赞美你伟大而可畏的名，
PSA.99.3	你是圣洁的。
PSA.99.4	你是大能的君王，
PSA.99.4	喜爱正义，维护公平，
PSA.99.4	在
PSA.99.5	要尊崇我们的上帝耶和华，
PSA.99.5	俯伏在祂脚凳前敬拜，
PSA.99.5	祂是圣洁的。
PSA.99.6	祂的祭司中有
PSA.99.6	呼求祂的人中有
PSA.99.6	他们求告耶和华，
PSA.99.6	祂就应允他们。
PSA.99.7	祂在云柱中向他们说话，
PSA.99.7	他们遵守祂赐下的法度和律例。
PSA.99.8	耶和华，我们的上帝啊，
PSA.99.8	你应允了他们，
PSA.99.8	向他们显明你是赦罪的上帝，
PSA.99.8	但也惩罚他们的罪恶。
PSA.99.9	要尊崇我们的上帝耶和华，
PSA.99.9	在祂的圣山上敬拜祂，
PSA.99.9	因为我们的上帝耶和华是圣洁的。
PSA.100.1	普世要向耶和华欢呼！
PSA.100.2	你们要高高兴兴地事奉耶和华，
PSA.100.2	到祂面前来欢唱。
PSA.100.3	要知道耶和华是上帝，
PSA.100.3	祂创造了我们，
PSA.100.3	我们属于祂，是祂的子民，
PSA.100.3	是祂草场上的羊。
PSA.100.4	要怀着感恩的心进入祂的门，
PSA.100.4	唱着赞美的歌进入祂的院宇；
PSA.100.4	要感谢祂，称颂祂的名。
PSA.100.5	因为耶和华是美善的，
PSA.100.5	祂的慈爱千古不变，
PSA.100.5	祂的信实世代长存。
PSA.101.1	耶和华啊，
PSA.101.1	我要歌颂你的慈爱和公正，
PSA.101.1	我要歌颂你。
PSA.101.2	我要谨慎行事，
PSA.101.2	走正直的路，
PSA.101.2	你何时来我这里？
PSA.101.2	我要在家中以正直的心行事。
PSA.101.3	我要弃绝恶事，
PSA.101.3	我憎恶背弃上帝者的行为，
PSA.101.3	不沾染他们的恶行。
PSA.101.4	我要远离心思悖逆的人，
PSA.101.4	不与邪恶的事有任何瓜葛。
PSA.101.5	我要消灭暗中毁谤邻居的人，
PSA.101.5	也不容忍心高气傲的人。
PSA.101.6	我要看顾国中忠于上帝的人，
PSA.101.6	让他们与我同住。
PSA.101.6	行事正直的人才能服侍我。
PSA.101.7	诡诈的人必不得与我同住，
PSA.101.7	口出谎言的人必不得侍立在我面前。
PSA.101.8	每天早晨我要消灭国中所有的恶人，
PSA.101.8	从耶和华的城中铲除一切作恶的人。
PSA.102.1	耶和华啊，求你听我的祷告，
PSA.102.1	垂听我的呼求！
PSA.102.2	我在危难的时候，
PSA.102.2	求你不要掩面不理我。
PSA.102.2	求你垂听我的呼求，
PSA.102.2	赶快应允我。
PSA.102.3	我的年日如烟消散，
PSA.102.3	我全身如火焚烧。
PSA.102.4	我的心被摧残，如草枯萎，
PSA.102.4	以致我不思饮食。
PSA.102.5	我因哀叹而瘦骨嶙峋。
PSA.102.6	我就像旷野中的鸮鸟，
PSA.102.6	又像废墟中的猫头鹰。
PSA.102.7	我无法入睡，
PSA.102.7	我就像屋顶上一只孤伶伶的麻雀。
PSA.102.8	我的仇敌终日辱骂我，
PSA.102.8	嘲笑我的用我的名字咒诅人。
PSA.102.9	我以炉灰为食物，
PSA.102.9	眼泪拌着水喝，
PSA.102.10	因为你向我大发烈怒，
PSA.102.10	把我抓起来丢在一边。
PSA.102.11	我的生命就像黄昏的影子，
PSA.102.11	又如枯干的草芥。
PSA.102.12	耶和华啊！唯有你永远做王，
PSA.102.12	你的大名万代长存。
PSA.102.13	你必怜悯
PSA.102.13	因为现在是你恩待她的时候了，时候到了。
PSA.102.14	你的仆人们喜爱城中的石头，
PSA.102.14	怜惜城中的尘土。
PSA.102.15	列国敬畏耶和华的名，
PSA.102.15	世上的君王都因祂的荣耀而战抖。
PSA.102.16	因为耶和华必重建
PSA.102.16	带着荣耀显现。
PSA.102.17	祂必垂听穷人的祷告，
PSA.102.17	不藐视他们的祈求。
PSA.102.18	要为后代记下这一切，
PSA.102.18	好让将来的人赞美耶和华。
PSA.102.19	耶和华从至高的圣所俯视人间，
PSA.102.19	从天上察看大地，
PSA.102.20	要垂听被囚之人的哀叹，
PSA.102.20	释放被判死刑的人。
PSA.102.21+PSA.102.22	这样，万族万国聚集、敬拜
PSA.102.21+PSA.102.22	耶和华时，
PSA.102.21+PSA.102.22	人们必在
PSA.102.21+PSA.102.22	在
PSA.102.23	祂使我未老先衰，
PSA.102.23	缩短了我的岁月。
PSA.102.24	我说：“我的上帝啊，
PSA.102.24	你世代长存，
PSA.102.24	求你不要叫我中年早逝。
PSA.102.25	太初你奠立大地的根基，
PSA.102.25	亲手创造诸天。
PSA.102.26	天地都要消亡，
PSA.102.26	但你永远长存。
PSA.102.26	天地都会像外衣渐渐破旧，
PSA.102.26	你必更换天地，如同更换衣服，
PSA.102.26	天地都要消逝。
PSA.102.27	但你永远不变，
PSA.102.27	你的年日永无穷尽。
PSA.102.28	你仆人的后代必生生不息，
PSA.102.28	在你面前安然居住。”
PSA.103.1	我的心啊，要称颂耶和华，
PSA.103.1	我要全心全意地称颂祂的圣名。
PSA.103.2	我的心啊，要称颂耶和华，
PSA.103.2	不要忘记祂的一切恩惠。
PSA.103.3	祂赦免我一切的罪恶，
PSA.103.3	医治我一切的疾病。
PSA.103.4	祂救赎我的生命脱离死亡，
PSA.103.4	以慈爱和怜悯环绕我。
PSA.103.5	祂以美物满足我的愿望，
PSA.103.5	使我如鹰一般恢复青春。
PSA.103.6	耶和华为一切受欺压的人伸张正义，主持公道。
PSA.103.7	祂让
PSA.103.7	向
PSA.103.8	耶和华有怜悯和恩典，
PSA.103.8	不轻易发怒，充满慈爱。
PSA.103.9	祂不永久责备人，
PSA.103.9	也不永远怀怒。
PSA.103.10	祂没有按我们的过犯对待我们，
PSA.103.10	也没有照我们的罪恶惩罚我们。
PSA.103.11	因为天离地有多高，
PSA.103.11	祂对敬畏祂之人的爱也多大！
PSA.103.12	东离西有多远，
PSA.103.12	祂叫我们的过犯离我们也多远！
PSA.103.13	耶和华怜爱敬畏祂的人，
PSA.103.13	如同慈父怜爱自己的儿女。
PSA.103.14	因为祂知道我们的本源，
PSA.103.14	顾念我们不过是尘土。
PSA.103.15	世人的年日如同草芥，
PSA.103.15	如野地茂盛的花，
PSA.103.16	一经风吹，便无影无踪，
PSA.103.16	永远消逝。
PSA.103.17	耶和华永永远远爱敬畏祂的人，
PSA.103.17	以公义待他们的子子孙孙，
PSA.103.18	就是那些守祂的约、
PSA.103.18	一心遵行祂命令的人。
PSA.103.19	耶和华在天上设立了宝座，
PSA.103.19	祂的王权无所不及。
PSA.103.20	听从耶和华的命令、遵行祂吩咐的大能天使啊，
PSA.103.20	你们要称颂祂！
PSA.103.21	事奉耶和华、遵从祂旨意的天军啊，
PSA.103.21	你们要称颂祂！
PSA.103.22	耶和华所造的万物啊，
PSA.103.22	要在祂掌管的各处称颂祂。
PSA.103.22	我的心啊，要称颂耶和华！
PSA.104.1	我的心啊，要称颂耶和华。
PSA.104.1	我的上帝耶和华啊，
PSA.104.1	你是多么伟大！
PSA.104.1	你以尊贵和威严为衣，
PSA.104.2	你身披光华如披外袍，
PSA.104.2	你铺展穹苍如铺幔子。
PSA.104.3	你在水中设立自己楼阁的栋梁。
PSA.104.3	你以云彩为车驾，乘风飞驰。
PSA.104.4	风是你的使者，
PSA.104.4	火焰是你的仆役。
PSA.104.5	你奠立大地的根基，
PSA.104.5	使它永不动摇。
PSA.104.6	你以深水为衣覆盖大地，
PSA.104.6	淹没群山。
PSA.104.7	你一声怒叱，众水便奔逃；
PSA.104.7	你一声雷鸣，众水就奔流，
PSA.104.8	漫过山峦，流进山谷，
PSA.104.8	归到你指定的地方。
PSA.104.9	你为众水划定不可逾越的界线，
PSA.104.9	以免大地再遭淹没。
PSA.104.10	耶和华使泉水涌流在谷地，
PSA.104.10	奔腾在山间，
PSA.104.11	让野地的动物有水喝，
PSA.104.11	野驴可以解渴。
PSA.104.12	飞鸟也在溪旁栖息，
PSA.104.12	在树梢上歌唱。
PSA.104.13	祂从天上的楼阁降雨在山间，
PSA.104.13	大地因祂的作为而丰美富饶。
PSA.104.14	祂使绿草如茵，滋养牲畜，
PSA.104.14	让人种植作物，
PSA.104.14	享受大地的出产，
PSA.104.15	有沁人心怀的醇酒、
PSA.104.15	滋润容颜的膏油、
PSA.104.15	增强活力的五谷。
PSA.104.16	耶和华种植了
PSA.104.16	使它们得到充沛的水源，
PSA.104.17	鸟儿在树上筑巢，
PSA.104.17	鹳鸟在松树上栖息。
PSA.104.18	高山是野山羊的住处，
PSA.104.18	峭壁是石獾的藏身之所。
PSA.104.19	你命月亮定节令，
PSA.104.19	使太阳自知西沉。
PSA.104.20	你造黑暗，定为夜晚，
PSA.104.20	作林中百兽出没的时间。
PSA.104.21	壮狮吼叫着觅食，
PSA.104.21	寻找上帝所赐的食物。
PSA.104.22	太阳升起，
PSA.104.22	百兽便退回自己的洞窟中休息，
PSA.104.23	人们外出工作，直到黄昏。
PSA.104.24	耶和华啊，你的创造多么繁多！
PSA.104.24	你用智慧造了这一切，
PSA.104.24	大地充满了你创造的万物。
PSA.104.25	汪洋浩瀚，
PSA.104.25	充满了无数的大小水族，
PSA.104.26	船只往来于海上，
PSA.104.26	你造的鲸鱼也在水中嬉戏。
PSA.104.27	它们都倚靠你按时供应食物。
PSA.104.28	它们从你那里得到供应，
PSA.104.28	你伸手赐下美食，
PSA.104.28	使它们饱足。
PSA.104.29	你若对它们弃而不顾，
PSA.104.29	它们会惊慌失措。
PSA.104.29	你一收回它们的气息，
PSA.104.29	它们便死亡，归于尘土。
PSA.104.30	你一吹气便创造了它们，
PSA.104.30	你使大地更新。
PSA.104.31	愿耶和华的荣耀存到永远！
PSA.104.31	愿耶和华因自己的创造而欢欣！
PSA.104.32	祂一看大地，大地就震动；
PSA.104.32	祂一摸群山，群山就冒烟。
PSA.104.33	我要一生一世向耶和华歌唱，
PSA.104.33	我一息尚存就要赞美上帝。
PSA.104.34	愿祂喜悦我的默想，
PSA.104.34	祂是我喜乐的泉源。
PSA.104.35	愿罪人从地上消逝，
PSA.104.35	愿恶人荡然无存。
PSA.104.35	我的心啊，要称颂耶和华！
PSA.104.35	你们要赞美耶和华！
PSA.105.1	你们要称谢耶和华，呼求祂的名，
PSA.105.1	在列邦传扬祂的作为。
PSA.105.2	要歌颂、赞美祂，
PSA.105.2	述说祂一切奇妙的作为。
PSA.105.3	要以祂的圣名为荣，
PSA.105.3	愿寻求耶和华的人都欢欣。
PSA.105.4	要寻求耶和华和祂的能力，
PSA.105.4	时常来到祂面前。
PSA.105.5+PSA.105.6	祂仆人
PSA.105.5+PSA.105.6	祂所拣选的
PSA.105.5+PSA.105.6	要记住祂所行的神迹奇事和祂口中的判词。
PSA.105.7	祂是我们的上帝耶和华，
PSA.105.7	祂在普天下施行审判。
PSA.105.8	祂永远记得祂的约，
PSA.105.8	历经千代也不忘祂的应许，
PSA.105.9	就是祂与
PSA.105.9	向
PSA.105.10	祂把这约定为律例赐给
PSA.105.10	定为永远的约赐给
PSA.105.11	祂说：“我必把
PSA.105.11	作为你的产业。”
PSA.105.12	那时他们人丁稀少，
PSA.105.12	在当地寄居。
PSA.105.13	他们在异国他乡流离飘零。
PSA.105.14	耶和华不容人压迫他们，
PSA.105.14	还为他们的缘故责备君王，
PSA.105.15	说：“不可难为我膏立的人，
PSA.105.15	也不可伤害我的先知。”
PSA.105.16	祂在那里降下饥荒，
PSA.105.16	断绝一切食物的供应。
PSA.105.17	祂派一个人率先前往，
PSA.105.17	这人就是被卖为奴隶的
PSA.105.18	他被戴上脚镣，套上枷锁，
PSA.105.19	直到后来他的预言应验，
PSA.105.19	耶和华的话试炼了他。
PSA.105.20	百姓的首领给他自由，
PSA.105.21	派他执掌朝政，
PSA.105.21	管理国中的一切，
PSA.105.22	有权柄管束王的大臣，
PSA.105.22	将智慧传授王的长老。
PSA.105.23	寄居在
PSA.105.24	耶和华使祂的子民生养众多，
PSA.105.24	比他们的仇敌还要强盛。
PSA.105.25	祂使仇敌憎恨他们，
PSA.105.25	用诡计虐待他们。
PSA.105.26	祂派遣祂的仆人
PSA.105.27	在
PSA.105.27	在
PSA.105.28	祂降下黑暗，使黑暗笼罩那里；
PSA.105.28	他们没有违背祂的话。
PSA.105.29	祂使
PSA.105.29	鱼都死去；
PSA.105.30	又使国中到处是青蛙，
PSA.105.30	王宫禁院也不能幸免。
PSA.105.31	祂一发命令，
PSA.105.31	苍蝇蜂拥而至，虱子遍满全境。
PSA.105.32	祂使雨变成冰雹，
PSA.105.32	遍地电光闪闪。
PSA.105.33	祂击倒他们的葡萄树和无花果树，
PSA.105.33	摧毁他们境内的树木。
PSA.105.34	祂一发声，
PSA.105.34	就飞来无数蝗虫和蚂蚱，
PSA.105.35	吃尽他们土地上的植物，
PSA.105.35	吃尽他们田间的出产。
PSA.105.36	祂又击杀他们境内所有的长子，
PSA.105.36	就是他们年轻力壮时生的长子。
PSA.105.37	祂带领
PSA.105.37	各支派中无人畏缩。
PSA.105.38	乐见他们离去。
PSA.105.39	祂铺展云彩为他们遮荫，
PSA.105.39	晚上用火给他们照明。
PSA.105.40	他们祈求，
PSA.105.40	祂就赐下鹌鹑，降下天粮，
PSA.105.40	叫他们饱足。
PSA.105.41	祂使磐石裂开、涌出水来，
PSA.105.41	在干旱之地奔流成河。
PSA.105.42	因为祂没有忘记祂赐给仆人
PSA.105.43	祂带领自己的子民欢然离去，
PSA.105.43	祂所拣选的百姓欢唱着前行。
PSA.105.44	祂把列国的土地赐给他们，
PSA.105.44	使他们获得别人的劳动成果。
PSA.105.45	祂这样做是要使他们持守祂的命令，
PSA.105.45	遵行祂的律法。
PSA.105.45	你们要赞美耶和华！
PSA.106.1	你们要赞美耶和华！
PSA.106.1	要称谢耶和华，
PSA.106.1	因为祂是美善的，
PSA.106.1	祂的慈爱永远长存！
PSA.106.2	谁能述说耶和华的大能作为？
PSA.106.2	谁能道尽祂当受赞美之处？
PSA.106.3	那些行事公正，
PSA.106.3	持守公义的人有福了。
PSA.106.4	耶和华啊！
PSA.106.4	你恩待你子民的时候，
PSA.106.4	求你别忘了我；
PSA.106.4	你拯救他们的时候，
PSA.106.4	求你帮助我，
PSA.106.5	使我看到你所拣选的人繁荣昌盛，
PSA.106.5	与他们同乐，
PSA.106.5	与你的子民一同夸耀。
PSA.106.6	我们跟祖先一样也犯了罪，
PSA.106.6	行事邪恶。
PSA.106.7	我们祖先在
PSA.106.7	忘记你向他们屡施慈爱，
PSA.106.7	在
PSA.106.8	但祂为了自己的名拯救了他们，
PSA.106.8	以彰显祂的大能。
PSA.106.9	祂斥责
PSA.106.9	祂带领他们走过深渊，
PSA.106.9	如履干地。
PSA.106.10	祂救他们逃脱敌人的追赶，
PSA.106.10	从仇敌的手中救赎了他们。
PSA.106.11	海水淹没了敌军，
PSA.106.11	没有一人生还。
PSA.106.12	那时他们才相信祂的话，
PSA.106.12	歌唱赞美祂。
PSA.106.13	然而，他们很快忘了祂的作为，
PSA.106.13	不愿等候祂的引导。
PSA.106.14	他们在旷野大起贪念，
PSA.106.14	试探上帝。
PSA.106.15	祂满足了他们的要求，
PSA.106.15	但在他们当中降下了瘟疫。
PSA.106.16	他们还在营中嫉妒
PSA.106.17	于是大地裂开，
PSA.106.17	吞没了
PSA.106.18	火在他们的党羽中烧起，
PSA.106.18	消灭了这些恶人。
PSA.106.19	他们在
PSA.106.20	他们把荣耀的上帝变成了吃草之牛的铸像。
PSA.106.21	他们忘记了拯救他们的上帝，
PSA.106.21	祂曾在
PSA.106.22	在
PSA.106.22	在
PSA.106.23	因此祂说要消灭他们。
PSA.106.23	若不是祂所拣选的
PSA.106.23	祂早已在烈怒中毁灭了他们。
PSA.106.24	他们藐视那佳美之地，
PSA.106.24	不相信祂的应许。
PSA.106.25	他们在帐篷里发怨言，
PSA.106.25	不听从祂的命令。
PSA.106.26	因此，祂举手起誓要使他们倒毙在旷野，
PSA.106.27	使他们的后代分散到各族各方去。
PSA.106.28	他们在
PSA.106.28	吃献给假神的祭物。
PSA.106.29	他们的所作所为触怒耶和华，
PSA.106.29	以致瘟疫降在他们中间，
PSA.106.30	直到
PSA.106.30	瘟疫才停止。
PSA.106.31	这就是他的义行，世代永存。
PSA.106.32	他们在
PSA.106.32	连累了
PSA.106.33	因为他们惹
PSA.106.33	以致他说了鲁莽的话。
PSA.106.34	他们没有照耶和华的命令消灭外族人，
PSA.106.35	反倒与他们混居，
PSA.106.35	仿效他们的习俗，
PSA.106.36	拜他们的神像，陷入网罗。
PSA.106.37	他们把自己的儿女当祭物献给鬼魔，
PSA.106.38	他们把自己的儿女献给
PSA.106.38	流他们儿女无辜的血，
PSA.106.38	玷污了那地方。
PSA.106.39	他们的行为玷污了自己，
PSA.106.39	使自己沦为淫妇。
PSA.106.40	耶和华因此向祂的子民发怒，
PSA.106.40	厌恶他们，
PSA.106.41	使他们落在列邦的手中，
PSA.106.41	受敌人的辖制。
PSA.106.42	他们的敌人压迫他们，
PSA.106.42	奴役他们。
PSA.106.43	祂多次拯救他们，
PSA.106.43	他们却执意背叛，
PSA.106.43	陷入罪中不能自拔。
PSA.106.44	但祂听见他们在苦难中呼求时，
PSA.106.44	仍然眷顾他们。
PSA.106.45	祂没有忘记与他们立的约，
PSA.106.45	因祂伟大无比的爱而怜悯他们。
PSA.106.46	祂使掳掠他们的人怜悯他们。
PSA.106.47	我们的上帝耶和华啊，
