LUK.3.19	Гьерод ханли гьинила истӀис ахъо Гьеродиада йоᵸкъойолъина, бади гьокцос чороклъина Ягья мотӀолиъ йакьеллъо, 
LUK.3.20	Гьероди Ягья тӀусагъийаъ голло, ханли йовагьийа бадло кешлъила̄кьа кьодо вагьли кешлъина телилъийо.
LUK.3.21	КъацӀцӀо гаьлъда-гаьгьийо аьламна мокъона лъӣд мунагьла йа̄ᵸцолцалаъ, Исана лъӣъна эᵸдокна доьъа бо̄слаъ, гьаᵸса йеᵸйагьейо. 
LUK.3.22	Илбалила суратбакьа Илагьияб Ругь мокъойо гьолцодой. Бета гьаᵸсаъкьа̄ гьокӀ тухъийо:
LUK.3.22	– Ми гей дил аццас дие Оьжо. Дӯкьа До рази гей!
LUK.3.23	Иса Аллагьлил хъуллухъ бовал уьᵸхолъийаъ, гьолцос зукъойо лъанайиглъийо лӀи. Гьолцола умумаллис вагьаддийо кьибил гейлӀо нисос зукъойо: гьолцос або Усуп, гьолцосна або Эли, бета 
LUK.3.24	Маттат, Леви, Малки, Яннай, Усуп, 
LUK.3.25	Матитя, Амос, Нагьум, Гьесли, Наггай, 
LUK.3.26	Магьат, Маттати, Шимъи, Йосех, Йода, 
LUK.3.27	Йогьанан, Реса, Зеруббабел, Шеалтиэл, Нер, 
LUK.3.28	Малки, Адди, Къасам, Алмодам, Эр, 
LUK.3.29	Ешуа, Элиэзер, Йорим, Маттат, Леви, 
LUK.3.30	Шимъон, Ягьуда, Усуп, Йонан, Элякъим, 
LUK.3.31	Мелеа, Менна, Маттата, Натан, Давуд, 
LUK.3.32	Йишай, Йобед, Боаз, Шалмон, Нагьшон, 
LUK.3.33	Аминадаб, Админ, Арам, Гьецрон, Перец, Ягьуда, 
LUK.3.34	Якъуб, Исгьакъ, Ирбагьин, Терагь, Нагьор, 
LUK.3.35	Серуг, Реу, Пелег, Эбер, Шелагь, 
LUK.3.36	Къейнан, Арпакшад, Шем, Нуьгь, Ламек, 
LUK.3.37	Метушелагь, Гьенок, Яред, Магьалалеэл, Къейнан, 
LUK.3.38	Энош, Шит, Адам, Аллагь.
LUK.4.1	Илагьияб Ругьлид оцӀийо Иса Иорданлиъис кӀаьй уьᵸхона го̄йо, бета Ругьли Гьули оᵸкъолло боьчӀчӀа авлахълиъ. 
LUK.4.2	Вагьлиъ йагъойо Иса оьᵸкъонайиг водо. Илбисли гьолцос гьаьлна бикъелло. Вагьлосинаб замаллиъ сикӀаъ лукӀма мейэш. Оьᵸкъонайиг водо йеᵸкьелъ, Гьули нукойо. 
LUK.4.3	Вагьалълъо мехлаъ илбисли нисос Гьолцохъа:
LUK.4.3	– Ми Аллагьлис Оьжо зогъда, вагьалӀо кьалхъа ниса баьбалал йуьᵸхолӀо.
LUK.4.4	Иса гьоглӀол жаваб нилӀийо:
LUK.4.4	– ТӀекликьа чахна гей: «Сид баьбалакьа боваъас инсалли гьинис оьмро».
LUK.4.5	Бета илбисли ма̄ькьана оᵸкъонна, сид лагьзатлиъ дуниялликьа гаьгьийа̄ къацӀцӀа̄ пачалихъла йегабалло Гьолцол. 
LUK.4.6	Бета гьоклӀо нисос:
LUK.4.6	– Вагьадло къацӀцӀола пачалихъла̄с ихтиярна рецна до Дул нилӀал, судлӀо нисода гьолълъос ихтияр дӣхъа нилӀна гей, до дил атӀтӀийал вагьло ницца. 
LUK.4.7	Ми дил сужда богьда, вагьли къацӀцӀо дибо йахъца.
LUK.4.8	Иса жаваб нилӀийо:
LUK.4.8	– ТӀекликьа чахна гей: «Сид Аллагьлилла̄ъ сужда бова̄къа, БетӀергьаллилла̄ъ ибадат бова̄къа».
LUK.4.9	Бета илбисли Гьули Иерусалимлиъ эжена Аллагьлила билӀола кьохъкьана гонна, Гьолцохъа нисос:
LUK.4.9	– Ми Аллагьлис Оьжо зогъда, вагьалӀоъла лӀийо огицӀ! 
LUK.4.10	ТӀекликьа чахна гаьъад: «Аллагьли малаикла̄кьа амро бовас ми цӀуми овалӀо нисона». 
LUK.4.11	Бета: «Малаикла̄ каъ охна эзас кьалил дибо хаьба мехелечӀе».
LUK.4.12	Иса жаваб бо̄йо:
LUK.4.12	– «Ми БетӀергьан, дибола Аллагьлил гьаьлбики йова̄къа» – лӀо нисона чахна ТӀекликьа.
LUK.4.13	Гьолцол къацӀцӀо гьаьлбики йогьна лъикъолъ, илбис гьоᵸс санаъатаб мех мокъоцал боъийо Гьолцодойс.
LUK.4.14	Иса оᵸкъойо Галилеялиъ Илагьияб Ругьна Гьиниъ бахъна. Гьолцос ца̄ᵸ на̄назу со̄ᵸгъой гаьгьийа̄ мица̄ъ йеᵸкьейо. 
LUK.4.15	Синагогла̄ъ эᵸкьена Гьолцо ваъза-насигьатла йовагьийо, къацӀцӀола Гьолцол рец-бакъ бо̄с зукъойо.
LUK.4.16	Бета Иса тарбийа-лъай нилӀийа Назарет шагьарбаъ эᵸкьейо, гьинила аьдатликьа шамат водиъ синагоглиъна эᵸдокийо. Гьоллол ТӀек хъовал минбарликьа кьодокийо. 
LUK.4.17	Ишая авараглис ТӀек нилӀийо Гьолцохъа. Вагьаддийо калима гаьгьийо мицаъ ТӀекна йеᵸгьена, хъо̄йо Гьолцо:
LUK.4.18+LUK.4.19	– «Дӣъ БетӀергьаллис Ругь гей, гьолцо дил ихтияр нилӀийо Рохеллис Хабар мискилла̄хъа мейал, асирлъилаъ гаьгьийа̄ тиса ба̄гъоналӀо, боцдийа̄л канлъи йоᵸкъоналӀо, азаб-акъубалиъ гаьгьийа̄ гиса мегьналӀо. Аллагьлила раьгьматлис мех мокъоналӀо нисал эᵸгьна гей До».
LUK.4.20	Бета Гьули ТӀекна йиᵸхъона, хъулухъчийахъана нилӀна, къе̄ эчейо. Синагоглиъ гаьгьийа̄ къацӀцӀолас гьаьй йеᵸхейо Гьолцокьа. 
LUK.4.21	Иса гьоллохъа нисал уьᵸхотохъийо:
LUK.4.21	– Жейса миже вагьалӀо калималихъа энекзи бахъцалаъ, чахийо жо тӀубази йахъийо.
LUK.4.22	Гьолцола каламли гьоллол букъо асар бо̄йо. Исала сикӀаъкьа̄ гугьцала вагьалълъо баркатаб каламли къацӀцӀа̄ аьжаиб бовагьийо. Бета гьолло нисойо:
LUK.4.22	– Усупис оьжод гей Гьули?
LUK.4.23	Иса нисойо гьоллохъа:
LUK.4.23	– Гьай-гьай миже Дӣхъа кицина бакъона нисас: «Ми дохтур зогъда, гьакъкъа Мизу сагъ ахълӀо. Илол Капернаумлиъ йахъийо шинаб жо тухъийо, же вагьалӀо Дибола абола ракьликьана йова!» – лӀона нисас миже Дӣхъа.
LUK.4.24	Амма Гьогцо гьоглохъа нисойо:
LUK.4.24	– Гьаькъкъаб жо гей, гьоᵸсна авараг гьинила абола ракьликьа бикӀзи оваъас. 
LUK.4.25	Гьаькъкъаб жо нисос До мизохъа: Иляс авараглила замаллиъ лъана лӀина илъна боцо бахъийо мицакьа водо гуйчӀе къацӀцӀо дуниялликьа йукъо ракъи йоᵸкъона. 
LUK.4.26	Израиллиъна тели къоролла зувакъодана, Сидонлидой гьиᵸца гаьгьийа Царепатила сид къоролайдоййаъ эᵸйэш Аллагьли Иляс. 
LUK.4.27	Элиша авараглила замаллиъ Израиллиъна барас унтилаъ кӀовабакӀова тели аьдамла ба̄хъдана, Шамлиъис гьоᵸс НаъманлӀо нисоцас сукӀова̄ъ аᵸцолеэш гьолълъо унтилаъас.
LUK.4.28	Вагьли тухъийоназу, синагоглиъ гаьгьийа̄ аьдамла гьалаг ба̄хъийо. 
LUK.4.29	Баьгъбаъна гьолло Гьули шагьарбаъаш гисана эжена бачилӀ тӀотӀаллӀо нисона, гьидес шагьар бо̄йо бизола раьъалликьа акъос зукъойо. 
LUK.4.30	Амма Иса халкъилаъас алӀос оьчона оъийо.
LUK.4.31	Бета Галилеялила КапернаумлӀо нисоцала шагьарбаъна эᵸкьена, гьоллол шамат водла̄ъ Аллагьлис калам биджи бовал уьᵸхолъийо. 
LUK.4.32	Гьолцола ваъзала̄кьа аьдамла аьжаиб ба̄хъна зувакъойо. Гьолцо нисоцас жо нисос зукъойо Гьиниъ гьаьлкӀолъи гаьгьийаъцой.
LUK.4.33	Синагоглиъ зукъона гей зинналла̄ охийо гьоᵸс сукӀо.
LUK.4.34	– ЭццакӀа! Сийод дул илоъкьа̄ йатӀна, Назаретлиъис Иса! – лӀо нисона йукъо илӀела̄л уьᵸхолъийо гьули сукӀо. – Иле пасад бовалди оᵸкъона Ми! Дил икъеш Ми Аллагьлис Илагьияб СукӀо ахъцаслъи!
LUK.4.35	Иса гьокӀ йоъиллийо гьолълъос:
LUK.4.35	– ГьокӀ йоъла, болъо Ми гьолцола магъоъос!
LUK.4.35	Синагоглиъ алӀлӀода гьули сукӀона къе̄ икьена, гьоьшшона зарал бойчӀе гьолцола магъоъос зиннал гисакийо. 
LUK.4.36	КъацӀцӀа̄ гьайран бахъийо. Гьолло̄л сидхъа гьоᵸсо бикълабашал муьхобалъийо:
LUK.4.36	– Сийо йаьжед гьули, гьинила къуватлидна къудратлидна амро богьцас зинналла̄л; гьолълъогъа муьгъатта̄ гьолло̄лна инсаллила магъоъос гисабакцас, – лӀо нисона.
LUK.4.37	На̄назу со̄ᵸгъой гаьгьийа̄ мица̄ъ митемекьейо Исас хабар.
LUK.4.38	Бета аьгъиъна, синагоглиъисна гисакна, Иса СимонлӀо нисоцала сукӀодой билӀогъа эᵸкьеш. Симонис йукъо ийо йаьчӀ-йиххала унтилаъ йилӀа кӀокӀона йиᵸхъос. Гьоло йахълалӀо нисона гьарзи йо̄с Гьолцохъа. 
LUK.4.39	КӀокӀовадой гьиᵸцана эᵸкьена, йаьжена нисона, гьолълъоъос унти болъолца. Вагьаллиъисзу йаьгъиъна, гьоллол кен-оᵸх гулал йуьᵸхолъча гьоло.
LUK.4.40	Бохъ тӀикейа анталаъ тели кӀовакӀова̄ аьдамлана ба̄къона мокъойо Гьолцодой. Исана шибаблил ко̄ йеᵸхенна гьолло̄л ба̄хъилло. 
LUK.4.41	Лади аьдамла̄ъаш зинналла йовацӀийо.
LUK.4.41	– Ми Аллагьлис Оьжо гей! – лӀо нисона илӀелабас зувакъойо гьолло̄л йоьвачошлаъ.
LUK.4.41	Амма жу Масигь гаьгьийолъи зинналла̄л икъелъ, Иса гьоллос гьокӀа йоваъиллис зукъойо.
LUK.4.42	Бета хиса водо хишейоназу гисакна Гьули боьчӀчӀа авлахълиъ эᵸкьейо. Халкъила Гьули иᵸзийо. Иᵸхъона муьгъатта̄, гьидедойс на̄на эᵸкьа̄къалӀо нисона гьардизи ба̄хъийо. 
LUK.4.43	Амма Иса гьоллохъа нисойо:
LUK.4.43	– Аллагьлис Парчагьлъи йоᵸкъоцалас Рохеллис Хабар нисал До бадло шагьарба̄ъна эᵸкьал нуцӀос, вагьалълъол э̄ᵸйо гей До.
LUK.4.44	Вагьла̄ Ягьудиялила синагогла̄ъ эᵸкьена, Гьолцо ваъза-насигьатла йовагьийо.
LUK.5.1	Аллагьлис калам тухъал батӀийа̄ аьдамла̄ со̄ᵸгъой къацӀобакна гаьгьийа мехлаъ, Гьули зукъойо ГеннисаретлӀо нисоцала ралъадбадой. 
LUK.5.2	Ралъадбаъ къона гама бегас Исал. Биса̄хъла, гамалиъис гисана гугьна, гьидеш биса̄ йовахцас къӣла низабас зувакъойо гьулиъ. 
LUK.5.3	Иса Симонила гамалкьа кьодокийо.
LUK.5.3	– Раъалликьас даьгьаб ралъадбаъ эᵸдда̄ гама беза, – лӀо нисона гьарзи йо̄йо Гьолцо Симонхъа.
LUK.5.3	Гамалкьа къе̄на эчена Гьолцо аьдамла̄л ваъза-насигьат бо̄с зукъойо. 
LUK.5.4	Ваъза-хабар болъолъ, Симонхъа нисос:
LUK.5.4	– Ралъадбала гилъилла мицаъ гамана мокъонна, тӀутӀа дибо биса̄ йовахцас къӣ.
LUK.5.5	Симони Гьолцол жаваб нилӀийо:
LUK.5.5	– Йа̄ НасигьатсукӀо! Гьуᵸлъ нише-хишей ла тӀутӀдана илол гьоᵸсна биса михъеэш. Амма Ми нисойо йаьже йугъолечӀе до гьаᵸкъкъаса̄за къӣ тӀутӀал.
LUK.5.6	Вагьла̄ нисогъа тӀулӀлӀо, гьоллол тели биса михъойо. Биса̄ла йаькъкъолъилахъа къӣ йа̄ьхал йуьᵸхолъийо. 
LUK.5.7	БалӀо гамалкьа гаьгьийа̄ гьалмагъла̄хъа ишан богьна комаклил ийалӀейо. Мокъона гьоллона къацӀо комак богьна, къонана гама̄ бисалис йовацӀилло. Давлалила йаькъкъолъилахъа къонана гама̄ ралъадбаъ гъанкъизи йа̄хъал йуьᵸхоьбалъийо. 
LUK.5.8	Вагьли йегалъ, Симон-Петри Исала мицна̄дой аьᵸйда̄ суждалкьана эчена нисойо:
LUK.5.8	– Йа̄ БетӀерчӀахъаяв, олъо дидойс Ми! До гей мунагьла̄с оцӀийо сукӀо!
LUK.5.9	Вагьла̄ нисаъасди, гьулина гьолцогъой къацӀо гаьгьийа̄на котакалда гьийабачӀена зувакъойо тели бохийо биса бегалъ. 
LUK.5.10	Вагьла̄зу, Симонил гьалмагълъилаъ гаьгьийа̄ Зебедайис оьждаь, Якъубна Иоанна, гьийабачӀейо. Бета Иса Симонхъа нисойо:
LUK.5.10	– ГьицӀа̄къа! Желагъа муьгъатта̄ ми аьдамла бисацой бовахца
LUK.5.11	Гама̄на мицакьана кьисабана, гаьлъгъа къацӀцӀо жона йечаннегьна, гьолло̄л Исагъой къацӀо мекьейо.
LUK.5.12	Гьуна Исал, сид шагьарбаъ оᵸкъолъ, къацӀцӀо магъокьа барас унти чӀалӀейо гьоᵸс кӀокӀойо сукӀо эгас. Иса эгалъ, гьули сукӀо Гьоцодой аьᵸйда̄ мотӀо лӀийода̄ къе̄на экна гьардизи ахъал уьᵸхолъча:
LUK.5.12	– Йа̄ БетӀерчӀахъаяв! Дул адда, до Дӯхъа аᵸцонна сагъ огьна ахъца!
LUK.5.13	КӀокӀовал ко̄на йеᵸхенна Иса нисойо:
LUK.5.13	– Дил атӀна гей: ми аᵸцо, сагъна ахъ!
LUK.5.13	Нисослаъзу чӀалӀейо жона магъокьа кьодос йекна, гьули сукӀо аᵸцона сагъ ахъийо.
LUK.5.14	– Гьоᵸссидихъана хабар мейчӀе, эᵸкьена бегала дибо магъо кашишлил, аьдамла̄л ми ахъийолъи икъалъгъа Мусала къанонликьа къурбан муха, – лӀо нисона лъази йо̄йо Иса гьогцохъа.
LUK.5.15	Амма Исас хабар халкъилаъ гьех митемекьейо. Гьолцохъа энекзи бахъална, унтилаъас сагъ бахъална тели аьдамла мовакъос зувакъойо. 
LUK.5.16	ГьулилӀо нисода, аьдамла гаьчӀела мицаъ эᵸкьена тӀаъатлиъ ахъца зукъойо.
LUK.5.17	Гьоᵸс водолалъ Иса ваъза-насигьат бо̄слаъ, Гьолцохъа энекзи бахъийа аьдамла̄ъ эᵸдо зувакъойо Галилеялила шибаб аьлӀаъашна, Ягьудиялиъисна, Иерусалимлиъисна мокъова̄ фарисейлана динияб аьлимлана. БетӀергьаллис къудратлъи зукъойо Гьолцоъ кӀовакӀова ба̄хълал. 
LUK.5.18	Гьуна гьоᵸс аьдамла̄ лӀоᵸвакьана гонна акъойо магъо хъохъойо сукӀо. КӀокӀо̄ сукӀо Исадой аьᵸйда̄ оᵸкъолална голална гьаьракат багъос зукъойо гьолло. 
LUK.5.19	Амма тели халкъ бахъийахъа, эзал гьино йиᵸхъеэш. Кьамакьас кӀараматӀина йолъонна, лӀоᵸвакьа голгъа Исадой аьᵸйда̄ алӀлӀода̄ лӀийо э̄ᵸйо. 
LUK.5.20	Гьули сукӀо акъона мокъова̄ сукӀоба̄с божи бегалъ, Иса нисойо:
LUK.5.20	– Аьдам, ми мунагьла̄ъас аᵸцойо!
LUK.5.21	Диниябла аьлимлана фарисейлана сидхъа-гьоᵸсо бикълабашал муьхобалъийо:
LUK.5.21	– СукӀо сукӀод ахъал нуцӀос вагьди вагьаллийо инжитаб-гьаькъираб жо йекӀцас? Аллагьлихъа̄ъ инсаллис мунагьла чурзи йовагьна йа̄хъаъас, – лӀо нисойо гьогло.
LUK.5.22	Гьоглола йакӀиъ гаьгьийо жона йикъена, Иса нисолца:
LUK.5.22	– Суд мизола йакӀиъ вагьаллийа пикрова йа̄хъийо? 
LUK.5.23	Сийод нисал пигьаяб гей: «Ми мунагьла̄ъас аᵸцойолӀод» йаги «Аьгъиъна эᵸкье-гогьлӀод»? 
LUK.5.24	Амма мизол йикъе, Аьдамлила Оьждисна ихтияр гей аьдамла̄ш мунагьла чурзи йовагьал... – Иса кӀокӀовахъа нисойо: – До дӯхъа нисос, аьгъиъна лӀоᵸна бежена билӀогъа эᵸкье!
LUK.5.25	Вагьаллиъисзу аьгъиъна, жу акъойо лӀоᵸна бокчина, Аллагьлил рецна богьгъа, гьинила билӀогъа эᵸкьейо. 
LUK.5.26	Гьайран-гьикмат бахъийа̄ гьолло къацӀцӀола Аллагьлил рец бо̄йо. ЙилӀа гьийабачӀейахъа гьолло йекӀийо:
LUK.5.26	– Гьикматаб жо йега̄йо илол жейса, – лӀо нисона.
LUK.5.27	Гьолълъогъа муьгъатта̄ Иса билӀоъос гисакийо. Гьинолис гьаькъ бокӀолцала билӀодой Гьолцол къе̄ эчена эга̄йо Левий ца̄ᵸ гаьгьийо гьоᵸс гьаькъ бокӀолцас сукӀо.
LUK.5.27	– Дӣгъой муьгъалӀ тос, – лӀо нисос гьолцохъа Иса.
LUK.5.28	КъацӀцӀо жона гаьлълъа̄чо йечаннегьна, аьгъиъна Гьолцогъой муьгъалӀ эᵸкьейо Левий. 
LUK.5.29	Гьинила билӀоъ мокъолъ, Левий йукъо гьоболлъи йо̄йо Исал. Гьулиъ зукъойо гьаькъ бокӀолцасана, гьула̄зу гьоллогъой къацӀо гагьийа̄ баддо̄л аьдамлана. 
LUK.5.30	Фарисейла̄на гьоглола диниябла аьлимла̄на Исала асгьабла̄хъа морлӀона нисолло:
LUK.5.30	– Суд миже гьаькъ бокӀолцала сукӀоба̄гъойна, мунагьла̄с бовацӀийа̄ аьдамла̄гъойна къацӀо бес-хулӀос?
LUK.5.31	Иса гьоллол жаваб богьна нисос:
LUK.5.31	– КӀовакӀовалла̄ъ, сахаб сукӀоба̄л дохтурлис комак батӀаъас. 
LUK.5.32	До гогьна гей муъмилла гаьчӀел, муна̄пикъла ийабалӀал, гьолло тавба бовал балӀлӀо.
LUK.5.33	Гьогло нисолло Исахъа:
LUK.5.33	– Ягьяла асгьабла̄на фарисейла̄ла мутаъалимла̄на дӣсда̄с как-кӀалла йовагьцала мехлаъ, гьоддо̄л Дибо асгьабла суд бес-хулӀона ба̄хъца? – лӀо нисона.
LUK.5.34	Иса гьоллохъа нисойо:
LUK.5.34	– Къимако шеблаъ гаьгьийа мехлаъ, гьолцо бейтелликьа ийабалӀейа аьдамла̄хъа, бес-хулӀечӀе кӀал йохна бечелӀо нисона йахъцади мизохъа? 
LUK.5.35	Къимако гьоллодойс агъойо водбо йоᵸвакъас, вагьалло водла̄ъ кӀал йохна гьолло̄нна ба̄хъас.
LUK.5.36	Бета Иса гьоллол вагьаддийо хабар ме̄йо:
LUK.5.36	– Лъона ицӀцӀо лъицӀона йаьхенна келла лъицӀокьа гъечӀе гуцӀаъас. ИцӀцӀо лъицӀона йугъос, келла лъицӀокьа ицӀцӀо гъечӀе гуцӀийолъина кьухъаъас. 
LUK.5.37	Лъона гитӀаъас ицӀцӀо гъино йугъал йоᵸкъова тӀикӀилаъ. Бетана ицӀцӀо гъинона къе̄ мекьас, йаьхена тӀикӀина йугъас. 
LUK.5.38	ИцӀцӀо гъино гитӀал нуцӀос ицӀцӀа тӀикӀилаъ. 
LUK.5.39	Келло гъино хулӀона муьгъатта̄, лъо̄нна кьодо ицӀцӀо гъино хулӀал батӀаъас, судлӀо нисода келлозу гъино кӀетӀо гейлӀо нисос.
LUK.6.1	Шамат водиъ хъибола майдалла̄ъкьа̄ мекьал нуцӀойо Исана Гьолцос асгьаблана. Асгьабла̄ хъибос кьоᵸва̄ ко̄ъна йуьвашинна мугьла йуьᵸвахъча зувакъойо. 
LUK.6.2	Садло фарисейла̄ гьодлохъа нисолло:
LUK.6.2	– Шамат водла̄ъ йовал йахъаъцас жо суд миже йо̄с? – лӀо.
LUK.6.3	Иса гьоллол жаваб нилӀийо:
LUK.6.3	– Хъойэшди миже, жуна къацӀо гаьгьийа̄на нувабакона гьихбалъолъ, Давуди йо̄ва жойлас? 
LUK.6.4	Аллагьлила билӀоъна эᵸдокна Давуди бокчина гей Аллагьлил бакъойо, кашишла̄йаъ муьхъал бахъаъцас баьба. Гьинина муьхъна гей, къацӀо гаьгьийа̄нна нилӀна гей.
LUK.6.5	Бетана нисойо гьоглохъа:
LUK.6.5	– Шамат водис ихтияр Аьдамлила Оьждихъа гей!
LUK.6.6	БалӀосола шамат водиъ Иса ваъза-насигьатлил синагоглиъ эᵸкьал нуцӀойо. Гьулиъ зукъона гей кӀетӀакьас ко̄ хъохъойо гьоᵸс сукӀо. 
LUK.6.7	Диниябла аьлимлана, фарисейлана Гьолцохъа гуцӀобахъна бечена зукъойо сагъ овалла̄лӀона, шамат водиъ вагьли кӀокӀо̄ ахъинналӀо нисона Исакьа аьйиб мокъолалъгъа. 
LUK.6.8	Амма гьоглола йакӀиъ гаьгьийо жона йикъена, Иса ко̄ хъохъова сукӀохъа нисойо:
LUK.6.8	– Аьгъиъна алӀлӀода̄ эче! – лӀо.
LUK.6.8	Гьуги аьгъиъна алӀлӀода̄ эᵸкьейо. 
LUK.6.9	Бета Иса гьоллохъа нисойо:
LUK.6.9	– До мизохъа гьоᵸс жо нисолал: шамат водиъ сийод йовал йахъца – кӀетӀолъид йаги кешлъид? Аьдам ахълалди йаги угъолалди нуцӀос?
LUK.6.10	Гьогло къацӀцӀолахъана говацӀона, Иса гьолцо сукӀохъа нисойо:
LUK.6.10	– Ко̄ йаᵸкъойцӀола, – лӀо.
LUK.6.10	Иса нисогъа йо̄йо гьолцо сукӀо. Хъохъойо ко̄ сагъ йахъийо. 
LUK.6.11	Гьогго̄л йилӀа гьалаг ба̄хъийо, Исал сийоди йовал нуцӀослӀо нисона сидхъа-гьоᵸсо дандибази йовал муьхобалъийо.
LUK.6.12	Вагьалло водла̄ъ Иса гьари-доьъалил сид ма̄ькьана эᵸкьена нише-хишей Аллагьлил тӀаъат богьна эчейо. 
LUK.6.13	Хискьа Иса Гьинис асгьаблана ийалӀена, гьоллоъ эᵸдос ацӀона къона сукӀона гьакӀна, гьоллокьа чапарлалӀо нисона ца̄ᵸда гувалло. Гьолло̄нна зувакъойо: 
LUK.6.14	ПетерлӀо
LUK.6.15	Маттей, Тома, Алфайлис оьжо Якъуб, Зелот
LUK.6.16	Якъубис оьжо Ягьуда ва бета Исал хиянат ахъийо Ягьуда Искариот
LUK.6.17	Гьинила асгьабла̄гъой къацӀо Иса, ма̄ькьаш лӀийона гогьна, авлахълиъ эчеш. Гьулиъ мокъос Гьолцос тели асгьаблана, къацӀцӀо Ягьудиялиъисна, Иерусалимлиъисна, гьула̄зу ралъадбадой шеблаъ гаьгьийа̄ Тирна Сидонна шагьарба̄ъаш букъо аьламна. 
LUK.6.18	Гьулиъ мокъойо Исала ваъза-насигьатлихъа энекзи бахъална, гьула̄зу унтилаъас ба̄хълаллакьа йакӀо йоᵸкъова̄на, чикейа зинналла̄ азаб ниццаса аьдамлана; гьолло̄л Иса сагъ бовагьийо. 
LUK.6.19	КъацӀцӀола халкъилал йатӀна зукъойо Исалъ ко̄ йеᵸхелал, судлӀо нисода Гьолцоъкьа̄ гугьцала букъа къудратлихъа къацӀцӀа̄ ба̄хъца зувакъойо.
LUK.6.20	Бета асгьабла̄хъа гьаьйна йеᵸхенна Иса нисос:
LUK.6.20	– Гьардарабла гей миже мискин-пакъирла,
LUK.6.20	Аллагьлис Парчагьлъи мизол йиᵸхъолъ.
LUK.6.21	Гьардарабла гей миже, же нуко-аᵸхъаба̄,
LUK.6.21	Аллагьли мизос оᵸха йовацӀлас.
LUK.6.21	Гьардарабла гей миже, же бийабацаса,
LUK.6.21	бета миже лъоᵸваба̄с.
LUK.6.22	Гьардарабла гей миже, аьдамла̄л ба̄тӀеэса,
LUK.6.22	гьогло атаба̄кӀийа, мизокьа цӀокьдаба̄йа,
LUK.6.22	мизос чикейа ца̄ᵸда гейлӀо нисона
LUK.6.22	гиса тӀуватӀас мизос ца̄ᵸда,
LUK.6.22	Аьдамлила Оьждидда̄ла.
LUK.6.23	Рази ба̄хъ, рази ба̄хъна богба̄цӀ миже,
LUK.6.23	судлӀо нисода гьаᵸсаъ мизол
LUK.6.23	букъо шапаъат гей.
LUK.6.23	Вагьалла̄зу гьоглола наслола̄ла
LUK.6.23	абола̄на аварагла̄л йо̄йо.
LUK.6.24	Амма балагь-азаб мизол
LUK.6.24	бечедлъилаъ гаьгьийа̄л,
LUK.6.24	кӀетӀо оьмро же мизол нилӀийо.
LUK.6.25	Балагь-азаб мизол,
LUK.6.25	же оᵸх йовацӀна гаьгьийа̄л,
LUK.6.25	бета миже нувабакас.
LUK.6.25	Балагь-азаб мизол, же лъоᵸваба̄йал,
LUK.6.25	бета миже бийабана макъо йагъас.
LUK.6.26	Балагь-азаб мизол,
LUK.6.26	кӀетӀа̄ аьдамла гейлӀо нисона
LUK.6.26	сикӀалъ къацӀцӀола ба̄гъова̄л.
LUK.6.26	Гьоллола умумаллина вагьалла̄
LUK.6.26	йилӀа рец-бакъ бова̄гьийо
LUK.6.26	аьйдла̄ гьересиаварагла̄л.
LUK.6.27	Дӣхъа энекзи бахъцала мизохъа нисоцас гей: мизос тушмалла ба̄тӀ, миже ба̄тӀаъцала̄л кӀетӀослъи йова. 
LUK.6.28	Мизол наьъана богьцала̄л баркат гулала, миже нуькучӀ бовагьийа̄ доьъалиъ ба̄гъа. 
LUK.6.29	Дул гога̄кьа баькьеллал, бадона гога̄ гуцӀола; дӯхъас чохъа-гужгат йагъовал, кьодос мухунна йагъона нилӀа. 
LUK.6.30	Шибабли гьарзи йо̄вал гьарзи йо̄йо жо нилӀа, нилӀийахъасна кьа̄ь йокӀа̄къа. 
LUK.6.31	Бадло дул йовакъо̄йо жо ми гьоллонна йова. 
LUK.6.32	Миже ба̄ццала̄л мизол ба̄тӀийа̄с нӣйо кирид бахъал? Мунагьла̄д бовацӀийа̄лна ба̄цца жуво̄л ба̄ццаса аьдамла. 
LUK.6.33	Мизол кӀетӀослъи йо̄вал кьа̄ь йоцӀона йо̄ва кӀетӀослъилас нӣйо кирид бахъал? Мунагьла̄д бовацӀийа̄на вагьлизу жо йо̄с. 
LUK.6.34	Кьа̄ь нилӀаллакьа кул бахъна боцӀи сукӀол къарзалаъ нилӀийа сукӀол нӣйо кирид бахъал? Мунагьла̄д бовацӀийа̄на сидил гьоᵸсо ницца йоцӀол, кьа̄ь кьодос камийойчӀе, йоᵸкъаллакьа йакӀона йоᵸкъонна. 
LUK.6.35	Амма мизол мизосзу тушмалла ба̄тӀ ва садакъа̄ йовагьа; йоцӀол нилӀийакьа кьа̄ь йоᵸкъаллакьа кул бова̄къа; бета мизол тели кири бахъца, бета миже Кьодда̄ла Аллагьлис къовалъилаъ ба̄хъца. Баркалла нилӀаъцала̄нна, кешлъи йо̄вална цӀоб гулцас гаьлълъо Гьуги. 
LUK.6.36	Мизос Аболъийозу гургьел-раьгьмо гаьгьийа ба̄хъ мижена.
LUK.6.37	Миже сукӀокьа аьйиб бова̄къа, Аллагьли мизокьана боваъас; миже аьдам какзи ова̄къа, мижена какзи боваъас; миже кьодос тилӀбак, мизокьасна тилӀбакас. 
