MAT.1.1	LLYVER 
ACT.1.26	Yno y 
ACT.2.1	A gwedy dyvot y dydd 
ACT.2.2	Ac yn ddysyfyt yd euth 
ACT.2.3	Ac yddwynt ymddangosawdd tafodae gohanedic, mal 
ACT.2.4	Ac wy y gyflawnwyt oll o’r Yspryt glan, ac a ddechreusont 
ACT.2.5	Ac ydd oedd yn preswiliaw yn Caerusalem Iuddaeon, gwyr 
ACT.2.6	A’ gwedy bot son 
ACT.2.7	Ac 
ACT.2.8	A’ pha wedd y clywn ni pop vn ein tavodiaith ein hunain in ganed ynthi? 
ACT.2.9	Parthieit ac Medieit, ac Elameteit, a’ phreswylwyr Mesopotamia, ac 
ACT.2.10	ac Phrygia, ac Pamphilia ac 
ACT.2.11	Creteit ac Arabieit: ni ei clywsam yn amadrodd yn ein tavodae ein hunain vawrion 
ACT.2.12	Yno aruthro a wnaeth ar bawp, a’ 
ACT.2.13	Ac ereill a watworynt, gan ddywedyt Llawn o win newydd 
ACT.2.14	Eithr Petr yn sefyll y gyd ar vn ar ddec, a dderchavawdd ei lef, ac a ddyvot wrthwynt, 
ACT.2.15	Can nad yw yr ei hyn yn veddw
ACT.2.16	Eithr hynn yw’r peth y ddywetpwyt y gan y Prophet Ioel: 
ACT.2.17	Ac e vydd yn y dyddiae dywethaf, medd Dew, mi 
ACT.2.18	Ac ar vy‐gweison, ac ar vy llawvorinion y dineaf o’m Yspryt y dyddiae hyny, ac wy a prophetant. 
ACT.2.19	A’ 
ACT.2.20	Yr haul a ymchwelir yn dywyllwc
ACT.2.21	Ac e ddervydd, i bwy pynac a alwo ar Enw yr Arglwydd, gahel bot yn gatwedic. 
ACT.2.22	 wyr Israelieit, clywch y geiriae hynn, Iesu o Nazaret, gwr 
ACT.2.23	hwn 
ACT.2.24	Yr hwn a gyvodes Dew i vyny
ACT.2.25	O bleit Dauid a ddywait amdanaw, Yr Arglwydd a 
ACT.2.26	Am hynn y llawenhaodd vy‐calon, ac y 
ACT.2.27	Can na adawy vy eneit yn y 
ACT.2.28	Eglureist y my ffyrdd y bywyt 
ACT.2.29	 wyr vroder, 
ACT.2.30	Can hynny, ac ef yn Prophwyt, ac yn gwybot dyngy o Ddew iddaw a’ llw, mae o ffrwyth ei lwyn ef, y cyvodei ef Christ i vyny
ACT.2.31	efe yn gwybot hyn ymblaen, a bwyllawdd am gyfodiad
ACT.2.32	Yr Ieshu hwn a gyvodes Dew y vyny
ACT.2.33	Can ddarvot yntae i dderchavael ef trwy ddeheulaw Dew, ac yddaw 
ACT.2.34	Can nad escennawdd Dauid er nef, eithyr ef a ddywait, Yr Arglwydd a ddyvot wrth vy Arglwydd, Eistedd ar vy‐dehaulaw, 
ACT.2.35	yn y osotwyf dy ’elynion yn droetvainc yty. 
ACT.2.36	Wrth hyny, gwybyddet oll tuy yr Israel yn ddiogel, bod i Ddew y wneythyt ef yn Arglwydd ac yn Christ, 
ACT.2.37	Yn ol yddynt clywet hynn, y brethit wy yn ei calonae, ac ei dywedynt wrth Petr a’r Apostolon yr eill, 
ACT.2.38	Yno y dyvot Petr wrthwynt, Gwellewch eich 
ACT.2.39	Can ys yr a ddewit a 
ACT.2.40	Ac a llawer o eiriae eraill y testolaethawdd, ac yr eiriolawdd 
ACT.2.41	Ac yno yr ei a 
ACT.2.42	A’ pharhay a wnaethant yn‐dysc yr Apostolon, a’ chymddeithas, ac yn tori bara ac 
ACT.2.43	Ac e 
ACT.2.44	A’ phawp ar y gredent, oedd yn yr vn lle, a’ phob peth oedd ganthwynt yn gyffredin. 
ACT.2.45	Ac wy werthesont ei perchenogaethae a’ ei da
ACT.2.46	Ac aros ydd oeddent beunydd yn vnvryd yn y Templ, ac yn tori bara 
ACT.2.47	gan voli Dew, ac yddwynt 
ACT.3.1	PETR ac Ioan aethant ynghyt ir Templ, ar y nawvet awr y gweddi
ACT.3.2	A’ rryw wr yr hwn oedd yn 
ACT.3.3	A’ phan welodd ef Petr ac Ioan, ar vynet ir Tem
ACT.3.4	Ac Petr yn 
ACT.3.5	Ac ef a 
ACT.3.6	Yno y dyvot Petr, Ariant ac aur nid oes genyf, and y cyfryw beth 
ACT.3.7	Ac ef ei cymerth 
ACT.3.8	A’ neitiaw o honaw i vyny
ACT.3.9	A’r oll 
ACT.3.10	Ac ydd oeddent yn ei adnabot, may ef e 
ACT.3.11	Ac mal ydd oedd yr efrydd yr hwn a iachesit, yn 
ACT.3.12	A’ phan welawdd Petr 
ACT.3.13	 Abraham, ac Isaac, ac Iaco, 
ACT.3.14	Eithyr chwi a ymwadasoch a’r sanct a’r cyfiawn, ac archosoch 
ACT.3.15	ac a laddesoch Arglwydd y bywyt, yr hwn a g
ACT.3.16	A’ y Enw a iachaodd ef 
ACT.3.17	Ac yn awr vroder, y gwn mae trwy anwybot ei gwnaethoch, mal y 
ACT.3.18	Eithr y pethae hynny ar y ragvanagawdd Dew trwy enae ei oll Prophwyti, bot i Christ ddyoddef, y gyflawnawdd ef val hyn. 
ACT.3.19	Gwellewch eich buchedd am hyny, ac ymchwelwch, 
ACT.3.20	ac ef a ddenfyn Iesu Christ, yr hwn a rag pregethwyt ychwy, 
ACT.3.21	yr vn vydd dir ir nef ei 
ACT.3.22	Can ys Moysen a ddyvot wrth y tadae, Yr Arglwydd eich Dew a gyvyd y chwy Prophwyt, 
ACT.3.23	Can ys e ddervydd, pwy bynac ny wrandaw ar y Prophwyt hwnw, Y destrywer ef 
ACT.3.24	A’ hefyt yr oll Prophwyti o Samuel, ac o hyny rac llaw, cynniuer ac a 
ACT.3.25	Chwy
ACT.3.26	Yn gyntaf y chwi pan gyvodes Dew i vyny
ACT.4.1	AC mal ydd oeddent wy yn llavaru wrth y popul, y bu ir Archoffeiriat, a 
ACT.4.2	gan vot yn ddicllawn ganthwynt eu bot yn dyscy yr bopul, ac yn praecethy yn 
ACT.4.3	Ac wynt a roesont 
ACT.4.4	Er hyny llawer o’r a wrandawsei yr gair a gredesont, 
ACT.4.5	Ac e ddarvu y 
ACT.4.6	ac Annas yr Archoffeiriat, ac Caiaphas, ac Ioan, ac Alexander, a chynniuer ac oeddynt o genedl yr Archoffeiriait. 
ACT.4.7	Ac wedy yddwynt ei gosot 
ACT.4.8	Yno Petr yn gyflawn o’r Yspryt glan, a ddyvot wrthwynt, 
ACT.4.9	can bot in 
ACT.4.10	bit wybodedit ychwy oll, ac i oll bopul 
ACT.4.11	Hwn yw’r 
ACT.4.12	Ac nid oes iechyd
ACT.4.13	A’ phan welsant 
ACT.4.14	ac wrth welet hefyt 
ACT.4.15	Eithyr gorchymyn yddwynt cilio o ywrth y 
ACT.4.16	gan ddywedyt, Pa beth a wnawn i’r dynion hynn? can ys y’n ddiau e wnaethpwyt arwydd 
ACT.4.17	Eithr rac ei gyhoeddy 
ACT.4.18	A’i galw a wnaethant, ac a ’orchymynesont yddynt na byddei yddynt ym‐modd yn y byd gympwyll na dyscu 
ACT.4.19	Ac 
ACT.4.20	Can na allwn na ddywetom y 
ACT.4.21	Ac velly ei bygyly a wnaethant, a’ ei gellyng ymaith, eb vedry cahel dim 
ACT.4.22	Can ys ydd oedd y 
ACT.4.23	Yno wedy daroedd gyntaf ei gellwng ymaith, yd aethant at ei 
ACT.4.24	A’ phan ei clywsant 
ACT.4.25	yr hwn trwy enae dy 
ACT.4.26	Brenhinedd y ddaear a ymgasclesont, a’r llywiawdron a ddaethant yn‐cyt, yn erbyn yr Arglwydd, ac yn erbyn y 
ACT.4.27	Can ys yn wir yn erbyn dy sanct Vap Iesu, yr hwn a 
ACT.4.28	i wneythy’r beth bynac a ddaroedd ith law ac ith gygcor 
ACT.4.29	Ac yn awr Arglwydd, edrych ar ei 
ACT.4.30	yd pan yw bot gwneythy’r iachay, ac arwyddion a’ ryveddodae drwy Enw dy sanct Vap Iesu. 
ACT.4.31	A’ gwedy yddwynt weddiaw, y cyffroawdd y lle ydd oeddent wedy’r ymgynnull, ac y cyflawnwyt wy oll o’r Yspryt glan, ac wy a ymadroddesont ’air Dew yn 
ACT.4.32	A’ lliaws yr ei oedd yn credy, 
ACT.4.33	Ac a mawr gadernit y rhoes yr Apostolon testiolaeth cyfodiat yr Arglwydd Iesu, a’ rrat mawr 
ACT.4.34	Ac nid oedd vn yn ei plith, ac eisie arno: can ys cynniuer ac oedd yn meddy tiredd 
ACT.4.35	a’ei 
ACT.4.36	Ac Ioses yr hwn a elwit y gan yr Apostolon Barnabas (ys ef yw hyny o ei ddeongl map diddanwch) 
ACT.4.37	o enedigaeth, ac ef yn perchenawc tir, ei gwerthawdd, ac a dduc yr ariant, ac ei gesodes wrth draet yr 
ACT.5.1	A 
ACT.5.2	ac a ddodes heibio 
ACT.5.3	Yno y dyvot Petr, Ananias, paam y cyflawnodd Satan dy galon, yd pan yw yt y ddywedyt celwydd wrth yr Yspryt glan, a’ chadw ymaith 
ACT.5.4	Tra ytoedd yn aros 
ACT.5.5	A’ pan glybu Ananias y geiriae hyn, y cwympodd y lawr, ac y 
ACT.5.6	A’ chyvody or gwyr ieuainc, a’ ei gymeryd 
ACT.5.7	Ac e ddeddyw megis ar ben yspait teirawr gwedy, bot ydd y wreic ef ddyvot y mewn, eb wybot y peth a wnaethoeddit. 
ACT.5.8	Ac Petr a ddyvot wrthei, Dywait i mi, a werthesoch chwi yr tir er cymmeint? A’ hi
ACT.5.9	Yno y dyvot Petr wrthei, Paam y darvu y chwy 
ACT.5.10	Ac yn ddiannot y dygwyddawdd i lawr wrth y draet ef ac hi diffoddes: dyvot o’r gwyr ieueinc y mewn, a’ ei chael yn varw, a’ ei dwyn allan, a’ hei chladdy geir llaw 
ACT.5.11	Ac dyvot ofn mawr ar yr oll Eccles, ac yr oll ’r ei ’ry glywsent y pethae hyn. 
ACT.5.12	Ac 
ACT.5.12	Yr Epistol ar ddydd S. Bartholomeus.
ACT.5.13	Ac o’r lleill ny veiddiai nep ymwascy ac wynt: er hyny yr popul y mawrygei 
ACT.5.14	Hefyt, 
ACT.5.15	yd pan ddugent y cleifion i’r heolydd, aei gesot mewn gwelyae a’ 
ACT.5.16	Ac e ddaeth hefeit lliaws 
ACT.5.17	Yno y cyvodes yr Archoffeiriat, a’r oll ’rei oedd gyd ac ef (yr hwn 
ACT.5.18	ac a ddodesont ddwylo ar yr Apostolion, ac ei dodesont yn y carchar cyffredin. 
ACT.5.19	Eithyr Angel yr Arglwydd, o 
ACT.5.20	Ewch ymaith, a’ sefwch yn y Templ, a’ llavarwch wrth y popul oll ’airie’r vuchedd hon. 
ACT.5.21	Wy
ACT.5.22	Anid pan ddaeth y swyddogion, ac eb y cahel 
ACT.5.23	gan ddywedyt, Diau gahel o hanam 
ACT.5.24	Yno gwedy ir archoffeiriat, ac llywodraethwr y Tem
ACT.5.25	Yno yd aeth vn, ac a venagawdd ydd‐wynt, gan ddywedyt, 
ACT.5.26	Yno ydd aeth y llywyawdraethwr ef a’r swyddogion, ac y duc hwy 
ACT.5.27	A’ gwedy yddwynt y dwyn hwy, wy ei gesodesont ger bron y Cygcor, a’r Archoffeiriat a ovynawdd yddwynt, 
ACT.5.28	gan ddywedyt, 
ACT.5.29	Yno Petr a’r Apostolon atebesant, ac a ddywedesont, 
ACT.5.30	Dew ein tadae a gyvodes Iesu y 
ACT.5.31	Hwnn a dderchavodd Dew a ei ddehaulaw, 
ACT.5.32	Ac ydd ym ni yn testion iddo am y pethae hyn y ddywedwn: ac 
ACT.5.33	A’ phan glywsant wy hyn, wy doresont ar ei traws rac dic, ac ymgygcoresont y
ACT.5.34	Yno y cyvodes y vyny
ACT.5.35	ac a ddyvot wrthwynt, 
ACT.5.36	Can ys o vlaen y 
ACT.5.37	Yn ol hwn y y codes Iudas o’r Galelaia, yn‐dyddiae yr teyrnget, ac ef a 
ACT.5.38	Ac yr awrhon y dywedaf wrthych, 
ACT.5.39	eithr a’s o Ddew y mae, ny ellwch 
ACT.5.40	A’ chytuno ac ef a wnaethant, a’ galw yr Apostolon: a’ gwedy yddwynt 
ACT.5.41	Ac wyn
ACT.5.42	Ac beunydd yn y Templ, ac o d
ACT.6.1	AC yn y dyddiae hynny, val y tyvei niveiri’r’discipulon, e godes 
ACT.6.2	Yno yr dauddec a alwasont y lliaws discipulon yn‐cyd, ac a ddywetsont, Nid yw cymmesur 
ACT.6.3	Ac am hyny vroder, edrychwch yn eich plith am seith‐wyr da ei gair, ac yn gyflawn o’r Yspryt glan, ac o ddoethinep, yr ei a ’osotom yddyn y gorchwyl hwn. 
ACT.6.4	A’ ni
ACT.6.5	Ac boddlawn vu gan yr 
ACT.6.6	yr ei ’n a osodent wy geyr bron yr Apostolon: ac wynt a weddiasont, ac a ddodesont ei dwylaw arn
ACT.6.7	A’ gair Dew a dyvodd, ac a 
ACT.6.8	Ac Stepha nyn llawn o ffydd a’ 
ACT.6.9	Yno y c
ACT.6.10	ac ny allent wrthnepy y doethinep, a’r Yspryt y gan yr hwn ydd oedd ef yn ymadrodd. 
ACT.6.11	Yno 
ACT.6.12	Ac val hynn y cyffroesant 
ACT.6.13	ac a ’osodesont dest
ACT.6.14	Can ys clywsam ef yn dywedyt, y bydd ir Iesu hwn o Nazaret ddestryw
ACT.6.15	Ac val ydd oedd yr oll r’ei y eisteddent yn y Cycgor, yn 
ACT.7.1	YNO y dyvot yr Archoffeiriat, A ytyw ’r pethae hynny velly? 
ACT.7.2	Ac 
ACT.7.3	ac a ddyvot wrthaw, Dyre
ACT.7.4	Yno yd aeth ef allan o tir y Chaldaieit, ac y preswyliawdd yn‐Charran. Ac yn ol marw ei dad, y duc 
ACT.7.5	Ac ny roddes iddaw 
ACT.7.6	Ac Dew a lavarodd val hynn, y byddei y had ef yn 
ACT.7.7	Eithyr y 
ACT.7.8	Ac ef a roddes iddaw 
ACT.7.9	A’r Patriarchae gan 
ACT.7.10	ac ei gwaredawdd oei oll gyfingdereu, ac a roddes yddaw garueiddrwydd a’ doethinep yn‐golwc Pharao Vrenhin yr 
ACT.7.11	Yno y daeth newyn dros oll tir yr Aipht, a’ Chanaan, a’ blinvyd mawr, mal na chafas ein tadae or 
ACT.7.12	Eithyr pan glybu Iaco vot 
ACT.7.13	A’r ailwaith, yr adnabuwyt Ioseph gan ei vroder, a’ chenedl Ioseph 
ACT.7.14	Yno yd anvones Ioseph 
ACT.7.15	Yno y ddaeth Iaco y waered ir Aipht, ac y bu varw, ef a ein tadae, 
ACT.7.16	ac ydd ysmutwyt hwy i Sychem, ac ei dodwyt yn y 
ACT.7.17	A’ phan 
ACT.7.18	yd pan gyvodes Brenhin arall, yr vn nyd oedd yn adnabot Ioseph. 
ACT.7.19	Hwn yma vu ddichellgar wrth ein 
ACT.7.20	Ac yn y 
ACT.7.21	Ac wedy ei vwrw allan, y c
ACT.7.22	Ac Moysen oedd ddyscedic yn oll ddoethinep yr Aiphtieit, ac ydd oedd yn 
ACT.7.23	A’ phan 
ACT.7.24	A’ phan weles ef vn 
ACT.7.25	Can ys tybiawdd ef vot ei vroder yn deall, bot i Ddew trwy y law ef roddy ymwaret yddwynt
ACT.7.26	A’r dydd nesaf, yr ymddangosawdd yddwynt ac wynt yn cynneny, ac a 
ACT.7.27	Eithyr yr hwn oedd yn gwneythy cam aei gymydawc, y cilgwthiawdd ef, gan ddywedyt, Pwy ath wnaeth di yn 
ACT.7.28	A laddy di vi
ACT.7.29	Yno y ffoes Moysen ar y gair hwnw, ac y bu yn 
ACT.7.30	A’ gwedy 
ACT.7.31	A’ phan weles Moysen, y rhyueddawdd gan y golwc: ac ef yn 
ACT.7.32	Mi yw Dew dy dadae, Dew Abraham, a’ Dew Isaac, a’ Dew Iaco. Yno ydd echrenawdd Moysen, ac ny veiddiawdd 
ACT.7.33	Yno y dyvot yr Arglwydd wrthaw, Diosc dy escidiae y dd’am dy draet: can ys y lle yn yr hwn sefy, ys y 
ACT.7.34	Gwelais, gwelais ddrug
ACT.7.35	Y Moysen hwn, yr vn a wrthddodesont 
ACT.7.36	Ef e y duc wy allan, gan wneythy ryveddodae, a’ miracle yn‐tir yr Aipht, ac yn y mor coch, ac yn y dyffeith
ACT.7.37	Llyma yr Moysen, yr hwn a ddyvot wrth plant Israel, Prophwyt a gyvyt yr Arglwydd eich Dew y chwy, 
ACT.7.38	Hwn yw ef a vu yn y Gynnullleidfa, yn y diffeith
ACT.7.39	i ba vn ny vynnai ein tadae vfyddhay, anid 
ACT.7.40	gan ddywedyt wrth Aaron, Gwna i ni Ddewiae a 
ACT.7.41	A’ lloa wnaethant yn y dyddiae hyny, ac a offrymesont aberth ir 
ACT.7.42	Yno ydd ymchwelawdd Dew 
ACT.7.43	A’ 
ACT.7.44	I ein tadae ydd oedd tabernacl y testoliaeth yn y diffaith
ACT.7.45	Ys yr hwn 
ACT.7.46	yr hwn a gavas 
ACT.7.47	Eithyr Selef a adail
ACT.7.48	Cyd na bo y Goruthaf yn trigiaw mewn Templ o waith dwylaw, megis y dywait y Prophwyt, 
ACT.7.49	Y nef 
ACT.7.50	Anid vy llaw i a wnaeth hynn 
ACT.7.52	Pwy n o’r Prophwyti nid ymlidient eich tadae chwi? ac eu lladdasant, yr ei oedd yn ragvenegy o ddyvodiat y Cyfiawn hwnw, i ba vn 
ACT.7.53	yr ei a
ACT.7.54	Eithyr pan glywsant y pethae hynn, y 
ACT.7.54	Yr Epistol ar ddiegwyl Stephan.
ACT.7.55	Ac efe yn gyflawn or Yspryt glan, a 
ACT.7.56	Ac ef a ddywedawdd, Nachaf y gwelaf y nefoedd 
ACT.7.57	Yno y 
ACT.7.58	Ac y bwriesont ef allan o’r dinas, ac ei llapyddiesent. A’r testion a ddodesont ei dillat wrth draet y 
ACT.7.59	Ac 
ACT.7.60	Ac ef a 
ACT.8.1	AC Saul a gytsynniesei 
ACT.8.2	Yno 
ACT.8.3	A’ Saul 
ACT.8.4	Ac wyntwy yr ei ’oyscaresit 
ACT.8.5	Yno yd aeth Philip i ddinas o Samareia, ac a precethawdd Christ yddwynt. 
ACT.8.6	A’r popul a ddaliodd ar yr hyn a ddywedei Philip, o vnvryd, yn gwrandaw ac yn gweled y gwyrthiae ’r ei wnaethei ef. 
ACT.8.7	Can ys ysprytion aflan gan lefain a llef vchel, a ddaeth allan o laweredd a berchenogit 
ACT.8.8	Ac ydd oedd 
ACT.8.9	Ac ydd oedd o’r blaen yn y dinas 
ACT.8.10	Wrth ba vn ydd ydd oeddent wy yn 
ACT.8.11	Ac wyntwy 
ACT.8.12	Eithyr yn gyflym ac y credesont 
ACT.8.13	Yno Simon 
ACT.8.13	Yr Epistol ddie Marth y Sul gwyn.
ACT.8.14	A’ phan glybu yr Apostolon oedd yn‐Caerusalem, 
ACT.8.15	yr ei wedy ei dyvot i waered, y weddiesont drostwynt, ar 
ACT.8.16	(Can na ddaethei ef eto ar yr vn o hanwynt, amyn ei batyddiaw a wnaethit yn vnic yn Enw yr Arglwydd Iesu. 
ACT.8.17	Yno y gesodesont 
ACT.8.18	Ac pan welawdd Simon, 
ACT.8.19	gan ddywedyt, Rowch i mi
ACT.8.20	Yno y dyvot Petr wrthaw, Coller dy ariant y gyd a thi, can ys tybieist y 
ACT.8.21	Nid oes yty ran na chymdeithas yn y 
ACT.8.22	Edivar
ACT.8.23	Can ys gwelaf dy vot ym‐bystyl chwerwder, ac yn rhwymedigaeth enwiredd. 
ACT.8.24	Yno ydd atebawdd Simon ac y dyvot, Gweddiw‐chwi drosof ar yr Arglwydd, na bo i ddim o hyn a ddywed
ACT.8.25	Ac 
ACT.8.26	Yno Angel yr Arglwydd a lavarodd wrth Philip, gan ddywedyt, Cyvot, a’ cherdd tu a’r Dehau ir ffordd ’sy yn mynet y waeret o Gaerusalem i 
ACT.8.27	Ac ef a gyvodes ac aeth rac ddaw: ac wele ryw Eunuch o Ethiopia 
ACT.8.28	Ac val ydd oedd ef yn adymchwelyt ac yn eistedd yn y 
ACT.8.29	Yno y dyvot yr Yspryt wrth Philip, Cerdda‐yn‐nes ac ymwasc a’r cerbyt acw. 
ACT.8.30	Ac Philip a redawdd 
ACT.8.31	Ac ef a ddyvot, Py wedd y metraf, o ddiethyr bot ryw vn 
ACT.8.32	A’r lle, or Scrythur ydd oedd ef yn ei ddarllen 
ACT.8.33	Yn ei ’oystyngeiddrwydd 
ACT.8.34	Yno ydd atebawdd yr Eunuch wrth Philip, ac y dyvot, atolwg yty, am pwy y dywait y Prophet hynn? am dano ehun, ai am vn arall? 
ACT.8.35	Yno ydd agores Philip ei enae, ac a ddechreawdd ar yr Scri
ACT.8.36	Ac mal ydd oeddent yn 
ACT.8.37	Ac Philip a ddyvot wrthaw, A’s credy oth oll calon, ef ellir. Ac ef atebawdd ac a ddyvot. 
ACT.8.38	Yno y gorchymynodd ef bot sefyll o’r cerbyt: ac 
ACT.8.39	Ac yn gytrym ac yr escenesont i vyny
ACT.8.40	Ac Philip a ga
ACT.9.1	AC Saul eto yn 
ACT.9.2	ac archodd lythyrae ganthaw ir Damasco at y Synagogae, a chaffaei ef neb rei oedd or ffordd 
ACT.9.3	Ac mal ydd oedd ef yn 
ACT.9.4	Ac ef a gwympodd 
ACT.9.5	Ac ef a ddyvot, Pwy 
ACT.9.6	 ac yn echrynedic ac 
ACT.9.7	A’r gwyr oedd yn cydymddeith 
ACT.9.8	Ac Saul a gyvodes o yar y ddaiar, ac a gores ei lygaid, 
ACT.9.9	Ac 
ACT.9.10	Ac ydd oedd 
ACT.9.11	Yno y 
ACT.9.12	(Ac ef a welai drwy weledigaeth ’wr a enwit Ananias yn dyvot y mewn attaw, ac yn dody ei ddwylaw arnaw, y gahel o honaw ei ’olwc. 
ACT.9.13	Yno ydd atebawdd Ananias, Arglwydd, 
ACT.9.14	Ac 
ACT.9.15	Yno y dyvot yr Arglwydd wrthaw. Dos ymaith, can ys mae ef yn llestr etholedic y mi, y ddwyn vy Enw rac bron y Cenetloedd, a’ Brenhinedd a’ phlant yr Israel. 
ACT.9.16	Can ys mi a ddangosaf iddaw, pa veint bethae 
ACT.9.17	Yno Ananias aeth ymaith, ac aeth y mewn ir tuy, ac a osodes ei ddwylo arnaw, ac a ddyvot, Brawd Saul, yr Arglwydd am danvonawdd ( 
ACT.9.18	Ac yn y man y syrthiawdd y wrth ei lygait me
ACT.9.19	ac y cymerawdd vwyt, ac y cryfhaodd. Velly y bu Saul dalm o ddiddyae gyd a’r discipulon oedd yn Damasco. 
ACT.9.20	Ac yn 
ACT.9.21	a’ chwithaw a wnaeth ar pawp ei clybu, a’ dywedyt, Anid hwn yw ef, y oedd yn destryw yr ei ’alwent ar yr Enw hwn yn‐Gaerusalem, ac a ddaeth yma er mwyn hyn 
ACT.9.22	Eithyr Saul a gynnyddodd vwy‐vwy o nerth, ac a wradwyddawdd yr Iuddaeon oedd yn preswiliaw yn Damasco, gan gadaruhay may hwn 
ACT.9.23	Ac yn ol cyflawny llawer o ddyddiae, y cyd ymgyggorawdd yr Iuddaeon, cr ei ladd ef. 
ACT.9.24	Eithyr y 
ACT.9.25	Yno yr discipulon y cymersont ef o hyd nos, ac ei 
ACT.9.26	A’ gwedy dyvot Saul i Gaerusalem, y 
ACT.9.27	Ac Barnabas y cymerawdd ef, ac ei duc at yr Apostolon, ac vanagawdd yddwynt 
ACT.9.28	Ac ydd oedd ef yn 
ACT.9.29	ac a lavarodd yn eon yn Enw yr Arglwydd Iesu, ac ef a gympwyllawdd ac a 
ACT.9.30	A’ phan wybu y broder, 
ACT.9.31	Yno ydd oedd yr Ecclesi
ACT.9.32	Ac e ddarvu, val ydd oedd Petr yn gorymddaith trwy ’r oll 
ACT.9.33	Ac yno y cauas 
ACT.9.34	Ac Petr a ddyvot wrthaw, Aineas, 
ACT.9.35	Ac oll oedd yn preswyliaw yn Lydda ac Saron, y gwelsant ef, ac ymchwelesont 
ACT.9.36	Ac ydd oedd hefyt yn Ioppa ryw discipules aei henw Tabitha (yr hon wrth hi deongl 
ACT.9.37	Ac e ddarvu y dyddiae hyny, bod iddi glefychy a’ marw: a’ gwedy yddwynt hei golchi, 
ACT.9.38	Ac erwydd bot Lydda yn 
ACT.9.39	Yno y cyvodes Petr ac yd aeth y gyd ac wynt: ac wedy ei ddyvot, wy ei dygesont ir 
ACT.9.40	Yno Petr y rhoes hwy oll y maes, ac 
ACT.9.41	Yno y rrodes ef y llaw iddhei, ac hei 
ACT.9.42	Ac e a wybuwyt dros oll Ioppa, a’ llawer a gredesont yn yr Arglwydd. 
ACT.9.43	Ac e ddarvu, yd pan oedd yddaw drigaw lawer o ddyddiae yn Ioppa, gyd ac vn Simon 
ACT.10.1	AC ydd oedd 
ACT.10.2	 devosionol ac 
ACT.10.3	Ef a welawdd drwy weledigaeth yn eglur (
ACT.10.4	A’ phan edrychawdd arnaw, ofny a wnaeth, a’ dywedyt, Pa beth 
ACT.10.5	Ac yn awrhon anfon wyr i Ioppa, a’ galw am Simon a elwir Petr. 
ACT.10.6	Hwn ys ydd yn lletya gyd ac vn Simon barker, yr hwn ’sy ei dy 
ACT.10.7	Ac wedy ymady or Angel a ymddiddanawdd a’ C
ACT.10.8	ac a vanagawdd yddwynt pop peth, ac y 
ACT.10.9	A’ thranoeth mal ydd oeddent yn mynet y ymddaith, ac yn 
ACT.10.10	Ac y ddaeth newyn arnaw, ac ewyllysiawdd gahel bwyt: ac wynt y paratoy 
ACT.10.11	Ac ef a welas y nef yn agoret, a’ rryw lestr yn descen ataw, mal llen‐lliain vawr, wedy rhwymo 
ACT.10.12	yn yr hon ydd oedd pop ryw anifal pedwar 
ACT.10.13	Ac e ddaeth llef ataw, Cyvot Petr: lladd, 
ACT.10.14	A’ P
ACT.10.15	A’r llef a 
ACT.10.16	A hyn a wnaethpwyt teirgwaith: a’r llestr a gymerwyt drachefn i vyny
ACT.10.17	Ac pan 
ACT.10.18	ac a ’alwasont, ac ’ovynesont, a 
ACT.10.19	Ac mal ydd oedd Petr yn meddwl am y weledigaeth, y dyvot yr Yspryt wrthaw, Wele, tri‐
ACT.10.20	cyvot 
ACT.10.21	Yno Petr a ddescennawdd at y gwyr, ydd anvonesit ataw ywrth Cornelius, ac a ddyvot, Wele, mi
ACT.10.22	A’hwy a ddywedent, Cornelius y captaen‐cannwr, gwr cyfiawn, ac 
ACT.10.23	Yno y galwodd ef wynt y mewn, ac ei lletyawdd: A’ thranoeth, ydd aeth Petr allan y gyd ac wynt, a’r ei o’r broder o Ioppa aeth y gyd a hwy.
ACT.10.24	A’ 
ACT.10.25	Ac e ddarvu, val ydd oedd Petr yn dyvot y mewn, bot i Cornelius 
ACT.10.26	Ac Petr y cyvodes ef, gan ddywedyt, Cyvot y 
ACT.10.27	Ac wrth ymddiddan ac ef, y daeth y mewn, ac a gavas lawer wedy dyvot yn‐cyt, 
ACT.10.28	ac ef a ddyvot wrthwynt, 
ACT.10.29	am hynny yd aethym atoch yn ddinag, pan 
ACT.10.30	Yno y dyvot Cornelius, Er 
ACT.10.31	ac y dyvot, Cornelius, e glypwyt dy weddi, ath eleesenae ynt yn‐coffa ger bron Dew. 
ACT.10.32	Yd anvon 
ACT.10.33	Yno yd anvoneis i yn ebrwydd am danat, a’ thi wnaethost yn dda ar ddyvot. Yn awr gan hynny ydd ym ni 
ACT.10.33	Yr Epistol ar ddie Llun Pasc, a’ ddie llun y Sul gwyn.
ACT.10.34	Yno ydd agores Petr 
ACT.10.35	Eithyr ym‐pop cened
ACT.10.36	 y 
ACT.10.37	 y gair y 
ACT.10.38	 darvot i Ddew 
ACT.10.39	Ac ydd ym ni yn testion o’r oll pethae a wnaeth ef yn‐
ACT.10.40	Hwn a gyvodes Dew 
ACT.10.41	nid ir oll popul, amyn ir testion etholedic or blaen gan Ddew, 
ACT.10.42	Ac ef orchymynodd y ni precethy ir popul, a’ thestolaethy, mae ef yw hwnw a 
