GEN.1.1	Na počiatku stvoril Boh nebo a zem.
JOB.31.33	Ak som skrýval svoje hriechy, ako to robia ľudia,
JOB.31.33	a tak som v hrudi utajil svoju vinu,
JOB.31.34	potom nech mlčím a nevyjdem z dverí,
JOB.31.34	veď by som sa triasol pred veľkým davom
JOB.31.34	a bál by som sa pohŕdania príbuzných!
JOB.31.35	Kiežby ma niekto počúval! Tu je moje posledné slovo!
JOB.31.35	Nech mi Všemohúci odpovie! Žalobný spis svojho odporcu
JOB.31.36	by som určite na pleci niesol
JOB.31.36	a priviazal by som si ho na hlavu ako veniec!
JOB.31.37	O všetkých svojich krokoch by som mu porozprával
JOB.31.37	a ako vojvodca by som k nemu pristúpil!
JOB.31.38	Ak proti mne kričí moja roľa
JOB.31.38	a vedno s ňou jej brázdy plačú,
JOB.31.39	ak som z jej úrody jedol a nezaplatil
JOB.31.39	a jej majiteľov umoril,
JOB.31.40	nech namiesto pšenice bodľač zarodí
JOB.31.40	a namiesto jačmeňa burinu.“
JOB.31.40	Tu sa končia slová Jóba.
JOB.32.1	Vtedy títo traja muži prestali hovoriť s Jóbom, pretože sa považoval za spravodlivého.
JOB.32.2	Nato vzplanul hnevom Elihu z Búzu, Barachelov syn z Rámovho rodu. Vzplanul hnevom proti Jóbovi, pretože sa robil spravodlivejším ako Boh.
JOB.32.3	Jeho hnev vzplanul aj proti jeho trom priateľom, pretože nenašli odpoveď a Jóba odsudzovali ako bezbožníka.
JOB.32.4	Elihu so svojou rečou k Jóbovi čakal, pretože ostatní boli vekom starší ako on. 
JOB.32.5	Elihu videl, že títo traja nemajú nijakú odpoveď, preto vzplanul hnevom. 
JOB.32.6	Elihu z Búzu, Barachelov syn, prehovoril teda takto:
JOB.32.6	„Som mladý a vy ste už vo veku,
JOB.32.6	preto som sa obával predložiť vám svoju mienku.
JOB.32.7	Povedal som si: ‚Nech prehovorí vek
JOB.32.7	a množstvo rokov nech učí múdrosti.‘
JOB.32.8	No je to duch v človeku a dych Všemohúceho,
JOB.32.8	ktorý ľudí učí rozumnosti.
JOB.32.9	Dlhovekí nie sú vždy múdri
JOB.32.9	a starší nie vždy rozumejú tomu, čo je správne.
JOB.32.10	Preto vravím: ‚Vypočuj ma,
JOB.32.10	nech i ja predložím svoju mienku!‘
JOB.32.11	Čakal som na vaše slová,
JOB.32.11	na váš dôvtip som sluch nastavil.
JOB.32.11	Kým vy ste hľadali slová,
JOB.32.12	pozorne som vás sledoval,
JOB.32.12	ale nenašiel sa taký, čo by Jóba usvedčil,
JOB.32.12	ani niet medzi vami takého, kto by mu odpovedal.
JOB.32.13	Nehovorte: ‚Našli sme múdrosť.
JOB.32.13	Boh odveje Jóba, nie človek!‘
JOB.32.14	Keďže svoje slová nenamieril proti mne,
JOB.32.14	ani ja mu nebudem vašimi slovami odpovedať.
JOB.32.15	Sú zmätení, už sa neozývajú,
JOB.32.15	nenachádzajú slov.
JOB.32.16	Mám čakať, keď prestali hovoriť,
JOB.32.16	keď zastali a už neodpovedajú?
JOB.32.17	Ponúknem aj ja svoju odpoveď,
JOB.32.17	vyjadrím aj ja svoju mienku,
JOB.32.18	pretože som plný slov,
JOB.32.18	duch v mojom vnútri ma núti hovoriť.
JOB.32.19	Moje vnútro je ako uzatvorené víno,
JOB.32.19	ako nové vínne mechy, ktoré idú prasknúť.
JOB.32.20	Budem hovoriť a uľaví sa mi,
JOB.32.20	svoje pery otvorím a budem odpovedať.
JOB.32.21	Nikoho nebudem zvýhodňovať,
JOB.32.21	ani nikomu nebudem lichotiť,
JOB.32.22	lebo to neviem.
JOB.32.22	Ak len trochu zalichotím, nech ma môj Stvoriteľ odstráni!
JOB.33.1	Ty však, Jób, vypočuj si moje slová
JOB.33.1	a nastav sluch všetkým mojim výrokom.
JOB.33.2	Pozri, otvoril som ústa
JOB.33.2	a jazyk v mojich ústach hovorí.
JOB.33.3	Moje slová sú z priameho srdca,
JOB.33.3	moje pery vyjadria jasné poznanie.
JOB.33.4	Duch Boží ma utvoril
JOB.33.4	a dych Všemohúceho mi dáva život.
JOB.33.5	Odpovedz mi, ak môžeš,
JOB.33.5	priprav sa a postav sa predo mňa!
JOB.33.6	Pozri sa, i ja som pred Bohom taký ako ty,
JOB.33.6	aj ja som stvárnený z hliny.
JOB.33.7	Nemusíš mať zo mňa hrôzu
JOB.33.7	a môj nátlak na teba nedoľahne.
JOB.33.8	Isteže som počul, čo si povedal,
JOB.33.8	hlas tvojich slov ku mne neprestajne dolieha:
JOB.33.9	‚Som čistý a bez hriechu,
JOB.33.9	som nevinný a niet vo mne neprávosti.
JOB.33.10	Nachádza proti mne zámienky,
JOB.33.10	pokladá ma za svojho nepriateľa.
JOB.33.11	Nohy mi zatvára do klady,
JOB.33.11	stráži všetky moje chodníky.‘
JOB.33.12	Pozri sa, odpoviem ti, v tomto nemáš pravdu,
JOB.33.12	pretože Boh je väčší než človek.
JOB.33.13	Prečo s ním vedieš spor,
JOB.33.13	keď nijakým slovom neodpovedá?
JOB.33.14	Veď Boh prehovorí raz i druhý raz,
JOB.33.14	ale ty to nespozoruješ.
JOB.33.15	Vo sne, v nočnom videní,
JOB.33.15	keď na ľudí prichádza hlboký spánok,
JOB.33.15	v driemotách na lôžku,
JOB.33.16	vtedy ľuďom otvára ucho
JOB.33.16	a spečaťuje v nich svoje varovania,
JOB.33.17	aby odvrátil človeka od toho, čo koná,
JOB.33.17	a uchránil muža od povýšenosti,
JOB.33.18	aby zadržal jeho dušu nad jamou
JOB.33.18	a jeho život pred smrtiacou strelou.
JOB.33.19	Karhaný je bolesťou na lôžku
JOB.33.19	a ustavičným pálením v kostiach,
JOB.33.20	takže pociťuje odpor k chlebu
JOB.33.20	a hrdlo odmieta aj pochúťky.
JOB.33.21	Jeho telo sa navidomoči stráca
JOB.33.21	a vystupujú mu kosti, ktoré inak nevidno.
JOB.33.22	Jeho duša sa približuje k jame
JOB.33.22	a jeho život k poslom smrti.
JOB.33.23	Ak je pri ňom anjel, jeden z tisíca,
JOB.33.23	ktorý oznamuje človeku, čo je pre neho správne,
JOB.33.24	Boh sa nad ním zmiluje a povie:
JOB.33.24	‚Vykúp ho, nech nezostúpi do hrobu, našiel som výkupné.‘
JOB.33.25	Jeho telo bude sviežejšie ako v detstve
JOB.33.25	a do dní svojej mladosti sa navráti.
JOB.33.26	Modliť sa bude k Bohu a on sa k nemu skloní,
JOB.33.26	s jasotom uzrie jeho tvár a on vráti človeku jeho spravodlivosť.
JOB.33.27	Spievať bude pred ľuďmi a povie:
JOB.33.27	‚Zhrešil som a prekrútil, čo je správne,
JOB.33.27	no on mi to neodplatil.
JOB.33.28	Vykúpil moju dušu, nemusí ísť do hrobu,
JOB.33.28	môj život uvidí svetlo.‘
JOB.33.29	Nuž toto všetko robí Boh s človekom
JOB.33.29	dvakrát, ba aj trikrát,
JOB.33.30	aby jeho dušu uchránil od hrobu,
JOB.33.30	aby ho osvietilo svetlo života.
JOB.33.31	Dávaj pozor, Jób, počúvaj ma!
JOB.33.31	Mlč a ja budem hovoriť!
JOB.33.32	Ak máš čo povedať, odpovedz mi!
JOB.33.32	Hovor, veď by som bol rád, keby si mal pravdu!
JOB.33.33	Ak nemáš čo povedať, počúvaj ma!
JOB.33.33	Mlč a naučím ťa múdrosti!“
JOB.34.1	Elihu znova prehovoril takto:
JOB.34.2	„Počúvajte moje slová, vy múdri,
JOB.34.2	i vy znalci, venujte mi pozornosť!
JOB.34.3	Veď ucho preveruje slová tak,
JOB.34.3	ako podnebie ochutnáva jedlo.
JOB.34.4	Zvoľme si to, čo je správne,
JOB.34.4	spoločne poznajme, čo je dobré!
JOB.34.5	Jób totiž povedal:
JOB.34.5	‚Som spravodlivý a Boh mi odňal právo.
JOB.34.6	Protiprávne som vyhlásený za luhára,
JOB.34.6	moja rana je neliečiteľná, hoci som nezhrešil.‘
JOB.34.7	Kto je taký hrdina ako Jób,
JOB.34.7	čo pije výsmech ako vodu,
JOB.34.8	spája sa s tými, čo páchajú bezprávie,
JOB.34.8	a chodieva s bezbožnými mužmi?
JOB.34.9	Veď povedal:
JOB.34.9	‚Človeku nič neosoží, keď má zaľúbenie v Bohu.‘
JOB.34.10	Preto vy, rozvážni muži, počúvajte ma!
JOB.34.10	Podlosť je ďaleko od Boha
JOB.34.10	a bezprávie od Všemohúceho!
JOB.34.11	Veď človeku odpláca podľa jeho skutkov
JOB.34.11	a s každým zaobchádza podľa jeho ciest.
JOB.34.12	Boh iste nekoná bezbožne
JOB.34.12	a Všemohúci neprekrúca právo.
JOB.34.13	Kto mu dal do opatery zem
JOB.34.13	a kto celý svet pred neho položil?
JOB.34.14	Keby svoje srdce upriamil len na seba
JOB.34.14	a svojho ducha i dych späť k sebe vzal,
JOB.34.15	všetko živé by zaraz skonalo
JOB.34.15	a človek by sa do prachu vrátil.
JOB.34.16	Ak teda máš rozum, počúvaj toto,
JOB.34.16	venuj pozornosť mojim slovám.
JOB.34.17	Vari ten, kto nenávidí právo, bude vládnuť,
JOB.34.17	alebo chceš obviniť z bezbožnosti Spravodlivého a Mocného?
JOB.34.18	Toho, čo kráľovi hovorí: ‚Ty naničhodník!‘
JOB.34.18	a kniežatám: ‚Vy bezbožníci!‘?
JOB.34.19	Toho, čo nenadŕža vládcom
JOB.34.19	a neuprednostňuje bohatého pred chudobným,
JOB.34.19	pretože oni všetci sú dielom jeho rúk?
JOB.34.20	Náhle umierajú.
JOB.34.20	O polnoci sa ľud trasie a hynie,
JOB.34.20	mocný je odstránený bez zásahu človeka.
JOB.34.21	Jeho oči sú upreté na cesty každého človeka
JOB.34.21	všetky jeho kroky pozoruje.
JOB.34.22	Niet takej tmy ani takej temnoty,
JOB.34.22	kde by sa páchatelia bezprávia poskrývali,
JOB.34.23	pretože nie je v moci človeka,
JOB.34.23	kedy má prísť na Boží súd.
JOB.34.24	Bez vyšetrovania ničí mocných
JOB.34.24	a iných stavia namiesto nich.
JOB.34.25	Poznajúc ich skutky, zvrhne ich za noci,
JOB.34.25	takže ležia rozdrvení.
JOB.34.26	Pre ich bezbožnosti ich trestá na takom mieste,
JOB.34.26	kde to ľudia vidia.
JOB.34.27	To všetko preto, lebo sa od neho odvrátili
JOB.34.27	a o nijakej z jeho ciest neuvažovali,
JOB.34.28	takže sa pred neho dostalo volanie bedárov
JOB.34.28	a začul volanie chudobných.
JOB.34.29	Keď zachováva pokoj, kto ho obviní?
JOB.34.29	Keď skryje svoju tvár, kto ho zbadá?
JOB.34.29	On predsa bdie nad všetkými národmi a ľuďmi,
JOB.34.30	aby nekraľoval nehanebník
JOB.34.30	ani nikto z tých, čo zvádzajú ľud.
JOB.34.31	Či sa Bohu hovorí: ‚Znášal som trest,
JOB.34.31	už sa viac neprehreším;
JOB.34.32	nauč ma veci, ktoré nevidím,
JOB.34.32	ak som páchal zlo, už ho neurobím?‘
JOB.34.33	Má vari on odplácať, ako chceš ty,
JOB.34.33	lebo jeho rozhodnutie si odmietol?
JOB.34.33	Ty si musíš voliť, nie ja!
JOB.34.33	Takže hovor, čo vieš!
JOB.34.34	Rozumní ľudia a aj múdry,
JOB.34.34	čo ma počúva, mi povedia,
JOB.34.35	že Jób hovorí bez rozmyslu
JOB.34.35	a jeho slová nie sú prezieravé.
JOB.34.36	Nech je Jób až do úplného konca skúšaný,
JOB.34.36	pretože odpovedá ako ničomníci,
JOB.34.37	k svojmu hriechu pridáva vzburu,
JOB.34.37	dvíha dlane na obranu a množí slová proti Bohu.“
JOB.35.1	Elihu znova prehovoril takto:
JOB.35.2	„Vari to považuješ za správne, keď hovoríš:
JOB.35.2	‚Moja spravodlivosť je väčšia ako Božia?‘
JOB.35.3	Hovoríš: ‚Čo z toho máš?
JOB.35.3	Čo mi prospeje, keď nehreším?‘
JOB.35.4	Odpoviem tebe
JOB.35.4	a zároveň i tvojim priateľom:
JOB.35.5	‚Zahľaď sa na nebo a pozoruj,
JOB.35.5	sleduj oblaky, sú vyššie ako ty!
JOB.35.6	Ak si zhrešil, čo mu tým urobíš?
JOB.35.6	A čo mu spôsobíš množstvom priestupkov?
JOB.35.7	Ak si spravodlivý, čo mu tým dáš,
JOB.35.7	alebo čo z tvojej ruky prijme?
JOB.35.8	Tvoja bezbožnosť platí len na takého, ako si ty,
JOB.35.8	a na človeka tvoja spravodlivosť.
JOB.35.9	Pre častý útlak ľudia kričia,
JOB.35.9	spod nadvlády mocných volajú o pomoc.‘
JOB.35.10	Človek sa však nepýta: ‚Kde je Boh, môj Tvorca,
JOB.35.10	ten, čo dáva piesne v noci,
JOB.35.11	ten, čo nás poučuje viac ako pozemskú zver
JOB.35.11	a robí múdrejšími nad nebeské vtáctvo?‘
JOB.35.12	Tam kričia,
JOB.35.12	ale on pre pýchu zlých neodpovedá.
JOB.35.13	Boh určite nevypočuje prázdne reči,
JOB.35.13	Všemohúci si ich nevšimne,
JOB.35.14	tým skôr tak urobí, keď povieš, že ho nevidíš.
JOB.35.14	Spor mu predložili, len naň čakaj!
JOB.35.15	Teraz, keďže jeho hnev nič netrestá
JOB.35.15	a nedbá príliš na pochabosť,
JOB.35.16	Jób môže márne otvárať ústa
JOB.35.16	a množiť slová bez rozmyslu.“
JOB.36.1	Elihu ďalej hovoril:
JOB.36.2	„Vydrž trochu a budem ti rozprávať,
JOB.36.2	lebo ešte je čo povedať v prospech Boha.
JOB.36.3	Svoje poznanie zďaleka prinášam,
JOB.36.3	svojmu Tvorcovi dám za pravdu.
JOB.36.4	Moje slová neklamú
JOB.36.4	a pred tebou je ten, čo má dokonalé poznanie.
JOB.36.5	Boh je mocný, ale nikým neopovrhuje;
JOB.36.5	mocný je v sile svojej múdrosti.
JOB.36.6	Nenechá žiť bezbožného,
JOB.36.6	ale zabezpečuje právo biednych.
JOB.36.7	Neodvracia zrak od spravodlivého.
JOB.36.7	Kráľov navždy posadí na trón, aby ich vyvýšil.
JOB.36.8	Ak sú spútaní v okovách
JOB.36.8	a povrazmi trápenia poviazaní,
JOB.36.9	oznamuje im ich čin a priestupok,
JOB.36.9	lebo boli pyšní.
JOB.36.10	Otvára im ucho na napomenutie
JOB.36.10	a hovorí, aby sa odvrátili od neprávosti.
JOB.36.11	Ak ho poslúchnu a budú mu slúžiť,
JOB.36.11	dokončia svoje dni v blahobyte
JOB.36.11	a svoje roky prežijú príjemne.
JOB.36.12	No ak nepočúvnu, strelou zahynú,
JOB.36.12	znenazdajky skonajú.
JOB.36.13	Ľudia skazeného srdca vyvolávajú hnev
JOB.36.13	a nevolajú o pomoc, ani keď sú ním spútaní.
JOB.36.14	Ich duša zomiera v mladosti
JOB.36.14	a život strácajú medzi zasvätenými smilníkmi
JOB.36.15	Biedneho pre jeho biedu vyslobodí,
JOB.36.15	pre útlak mu ucho otvára.
JOB.36.16	Veď aj teba odvábil z tlamy súženia na šírinu,
JOB.36.16	kde už niet útlaku
JOB.36.16	a kde tvoj stôl bude plný dobrôt.
JOB.36.17	Keďže sa na teba vzťahuje odsúdenie bezbožného,
JOB.36.17	súd a právo ťa zastihnú.
JOB.36.18	Nech ťa hnev nezvedie k výsmechu,
JOB.36.18	nech ťa neodradí veľkosť výkupného.
JOB.36.19	Vari sa zbavíš úzkosti krikom
JOB.36.19	či vypätím všetkých síl?
JOB.36.20	Nedychti po noci,
JOB.36.20	v ktorej národy opustia svoje miesta!
JOB.36.21	Daj si pozor, neobráť sa k neprávosti,
JOB.36.21	lebo potom zakúsiš utrpenie.
JOB.36.22	Pozri, Boh koná vznešene vo svojej moci,
JOB.36.22	kto je taký učiteľ ako on?
JOB.36.23	Kto mu určuje cestu
JOB.36.23	a kto hovorí: ‚Krivdu si spáchal?‘
JOB.36.24	Pamätaj, že máš vyvyšovať jeho dielo,
JOB.36.24	ktoré ospievali ľudia.
JOB.36.25	Každý človek naň hľadí,
JOB.36.25	smrteľník naň zrak z diaľky upiera.
JOB.36.26	Zaiste, Boh je veľký a my ho nepoznáme,
JOB.36.26	počet jeho rokov je nepreskúmateľný.
JOB.36.27	Priťahuje kvapky vody,
JOB.36.27	čo sa potom z hmly zrážajú ako dážď,
JOB.36.28	ktorý dávajú oblaky
JOB.36.28	a hojne prší na ľudí.
JOB.36.29	Vie niekto pochopiť rozpínanie oblakov,
JOB.36.29	hromobitie z jeho stanu?
JOB.36.30	Rozprestrel nad ním svetlo
JOB.36.30	a prikryl hlbiny mora.
JOB.36.31	Pretože nimi spravuje národy
JOB.36.31	aj jedlo dáva v hojnosti.
JOB.36.32	Dlane si vyzbrojuje bleskom,
JOB.36.32	prikazuje mu zasiahnuť útočníka.
JOB.36.33	Hovorí o ňom jeho hrmenie,
JOB.36.33	ktoré vzbudzuje hnev proti neprávosti.
JOB.37.1	Zaiste sa mi pri tom trasie srdce,
JOB.37.1	zo svojho miesta ide vyskočiť.
JOB.37.2	Dobre počúvajte burácanie jeho hlasu,
JOB.37.2	dunenie, ktoré vychádza z jeho úst.
JOB.37.3	Pod celé nebo ho vypustí,
JOB.37.3	jeho svetlo sa dostane do všetkých kútov zeme.
JOB.37.4	Potom jeho zvuk zarachotí,
JOB.37.4	vznešeným hlasom zahrmí hrom,
JOB.37.4	bleskom nebráni, keď počuť jeho hlas.
JOB.37.5	Boží hlas záhadne hrmí,
JOB.37.5	koná veľké veci, ale my ich nepoznáme.
JOB.37.6	Snehu hovorí: ‚Padaj na zem.‘
JOB.37.6	Dážď i lejak dokazujú jeho moc.
JOB.37.7	Na ruku každého človeka dáva pečať,
JOB.37.7	aby všetci ľudia jeho dielo poznali.
JOB.37.8	Zver zalieza do brlohu,
JOB.37.8	vo svojich norách prebýva.
JOB.37.9	Z komnaty vychádza víchrica,
JOB.37.9	so severnými vetrami prichádza chlad.
JOB.37.10	Božím dychom vzniká ľad
JOB.37.10	a vodná hladina zamŕza.
JOB.37.11	Vlahou obťažkáva oblak
JOB.37.11	a mrak rozptyľuje blesky.
JOB.37.12	Tento kolobeh sa ustavične opakuje podľa jeho príkazov,
JOB.37.12	aby sa splnilo všetko, čo im na povrchu celej zeme prikazuje.
JOB.37.13	Zosiela to buď ako trest,
JOB.37.13	alebo na prospech jeho zeme ako prejav milosrdenstva.
JOB.37.14	Toto počúvaj, Jób, postoj
JOB.37.14	a uvažuj o Božích divoch!
JOB.37.15	Vari vieš, ako im Boh dáva príkazy,
JOB.37.15	že jeho oblak vydáva svetlo?
JOB.37.16	Vari vieš, ako sa vznášajú oblaky,
JOB.37.16	úžasné diela toho, ktorý je dokonalý v poznaní,
JOB.37.17	ktorého šat sa rozohreje,
JOB.37.17	keď sa zem vetrom z juhu upokojí?
JOB.37.18	Môžeš ako on rozťahovať oblaky
JOB.37.18	pevné ako liate zrkadlo?
JOB.37.19	Daj nám poznať, čo mu máme povedať,
JOB.37.19	pre tmu sa nevieme pripraviť.
JOB.37.20	Azda mu niekto povie: ‚Chcem hovoriť!‘?
JOB.37.20	Vari povedal, že chce byť pohltený?
JOB.37.21	Teraz však nevidno svetlo,
JOB.37.21	ono zasvieti medzi mrakmi,
JOB.37.21	keď zaveje vietor a prečistí ich.
JOB.37.22	Zo severu prichádza zlatistá nádhera,
JOB.37.22	okolo Boha je hrozivá veleba.
JOB.37.23	Všemohúceho nenachádzame, veľká je jeho moc;
JOB.37.23	právom a veľkosťou svojej spravodlivosti neubližuje.
JOB.37.24	Preto sa ho ľudia boja,
JOB.37.24	na nikoho, kto je múdry vo vlastných očiach, neberie ohľad.“
JOB.38.1	Takto odpovedal Hospodin Jóbovi z búrky:
JOB.38.2	„Ktože to zatemňuje zámer
JOB.38.2	nevedomými slovami?
JOB.38.3	Opáš si teda bedrá ako chlap,
JOB.38.3	budem sa ťa pýtať a ty ma poučíš.
JOB.38.4	Kde si bol, keď som kládol základy zeme?
JOB.38.4	Povedz, ak niečo rozumné o tom vieš!
JOB.38.5	Kto určil jej rozmery? — Veď to vieš! —
JOB.38.5	Kto nad ňou natiahol meraciu šnúru?
JOB.38.6	Do čoho sú zapustené jej podstavce,
JOB.38.6	kto položil jej uholný kameň,
JOB.38.7	keď ranné hviezdy spoločne jasali
JOB.38.7	a všetci Boží synovia radostne výskali?
JOB.38.8	Kto uzatvoril more vrátami,
JOB.38.8	keď vyvrelo z lona zeme,
JOB.38.9	keď som mu dal oblak za odev
JOB.38.9	a temné mračno ho obvinulo,
JOB.38.10	keď som mu stanovil medzu,
JOB.38.10	a dal závoru a vráta,
JOB.38.11	keď som povedal: ‚Potiaľto smieš prísť, ďalej nie,
JOB.38.11	tu sa zlomí pýcha tvojich vĺn?‘
JOB.38.12	Azda si niekedy v živote dal rozkaz ránu
JOB.38.12	a dal si poznať rannej zore jej miesto,
JOB.38.13	aby uchopila zem za okraje
JOB.38.13	a boli z nej vytrasení zločinci?
JOB.38.14	Vtedy sa zem mení ako hlina pod pečatným valčekom
JOB.38.14	a všetko sa ukáže vo farbe ako šaty.
JOB.38.15	Bezbožným bude však svetlo odoprené
JOB.38.15	a ich pozdvihnuté rameno bude zlomené.
JOB.38.16	Vari si došiel až k prameňom mora
JOB.38.16	a po dne prahlbiny si sa prechádzal?
JOB.38.17	Azda sa ti odkryli brány smrti,
JOB.38.17	na vráta tieňa smrti si pozeral?
JOB.38.18	Uvedomil si si šírku zeme?
JOB.38.18	Povedz, ak si ju celú spoznal!
JOB.38.19	Kde je cesta k príbytku svetla
JOB.38.19	a kde má miesto tma?
JOB.38.20	Vedel by si ju odviesť k jej hranici
JOB.38.20	a preskúmať chodníky k jej domu?
JOB.38.21	Určite to vieš, veď vtedy si sa narodil
JOB.38.21	a veľký je už počet tvojich dní!
JOB.38.22	Došiel si k zásobám snehu
JOB.38.22	a videl si zásoby ľadovca,
JOB.38.23	ktoré udržujem na čas úzkosti,
JOB.38.23	na deň boja a vojny?
JOB.38.24	Kadiaľ vedie cesta ta, kde sa delí svetlo,
JOB.38.24	a odkiaľ sa ženie východný vietor na zem?
JOB.38.25	Kto utvoril korytá pre povodeň
JOB.38.25	a kto pripravil cestu pre búrkové mračno,
JOB.38.26	aby pršalo na ľudoprázdnu krajinu,
JOB.38.26	na púšť, kde niet človeka,
JOB.38.27	aby sa napojili spustošené a pusté miesta
JOB.38.27	a vzišla mladá tráva?
JOB.38.28	Vari má dážď otca,
JOB.38.28	alebo kto splodil kvapky rosy?
JOB.38.29	Z čieho lona vyšiel ľad
JOB.38.29	a kto porodil nebeský srieň?
JOB.38.30	Voda stuhne na kameň
JOB.38.30	a zamrzne hladina nad hlbinou.
JOB.38.31	Zviažeš vari Plejády reťazami
JOB.38.31	alebo uvoľníš povrazy Orióna?
JOB.38.32	Vyvedieš azda v pravý čas hviezdy zverokruhu
JOB.38.32	a určíš dráhu Veľkého a Malého voza?
JOB.38.33	Poznáš azda zákony nebies
JOB.38.33	a určuješ ich vládu na zemi?
JOB.38.34	Keď zakričíš na oblak,
JOB.38.34	pokryje ťa záplava vôd?
JOB.38.35	Posielaš azda po blesky, aby prišli
JOB.38.35	a povedali: ‚Tu sme!‘?
JOB.38.36	Kto dal ibisovi múdrosť
JOB.38.36	alebo kto dal kohútovi rozum?
JOB.38.37	Kto vo svojej múdrosti poráta oblaky
JOB.38.37	a kto povylieva nebeské mechy,
JOB.38.38	takže prach stuhne ako zliatina
JOB.38.38	a hrudy zeme sa zlepia?
JOB.38.39	Vari ty pre levicu ulovíš korisť
JOB.38.39	a nasýtiš hlad levíčat,
JOB.38.40	keď sa krčia v ležoviskách
JOB.38.40	a striehnu skryté v húštine?
JOB.38.41	Kto pripraví krkavcovi úlovok,
JOB.38.41	keď jeho mláďatá volajú k Bohu a blúdia bez potravy?
JOB.39.1	Poznáš čas vrhu kozorožcov?
JOB.39.1	Pozoruješ pôrodné bolesti jeleníc?
JOB.39.2	Počítaš mesiace, kým donosia mladé
JOB.39.2	a poznáš čas ich vrhu?
JOB.39.3	Schúlia sa, vrhnú mladé,
JOB.39.3	bolesti sa zbavia.
JOB.39.4	Ich mláďatá mocnejú, voľne rastú, odbehnú
JOB.39.4	a viac sa k nim nevrátia.
JOB.39.5	Kto pustil divého osla na slobodu
JOB.39.5	a kto rozviazal opraty stepnému oslovi?
JOB.39.6	Za domov som mu určil step
JOB.39.6	a za príbytok soľnú pláň.
JOB.39.7	Ruch mesta je mu na smiech,
JOB.39.7	krik pohoniča nepočúva,
JOB.39.8	na vrchoch sliedi po paši
JOB.39.8	a vyhľadáva každú zeleň.
JOB.39.9	Bude azda byvol ochotný slúžiť ti
JOB.39.9	a strávi noc pri tvojich jasliach?
JOB.39.10	Priviažeš byvola povrazom, aby oral
JOB.39.10	a v dolinách za tebou bránil?
JOB.39.11	Vari sa spoľahneš na neho, lebo má veľkú silu
JOB.39.11	a ponecháš mu svoju prácu?
JOB.39.12	Veríš mu, že ti obilie privezie
JOB.39.12	a zhromaždí na holohumnici?
JOB.39.13	Krídlo pštrosice si veselo trepoce,
JOB.39.13	nie je to však peruť ani perie bociana,
JOB.39.14	lebo vajcia necháva na zemi
JOB.39.14	a v prachu ich zohrieva,
JOB.39.15	zabúda, že ich noha môže rozšliapnuť
JOB.39.15	a poľná zver zadláviť.
JOB.39.16	So svojimi mláďatami zaobchádza tvrdo, akoby jej ani nepatrili,
JOB.39.16	nebojí sa, že jej námaha vyjde nazmar.
JOB.39.17	Pretože Boh jej dal zabudnúť na múdrosť
JOB.39.17	a nedal jej účasť na rozumnosti.
JOB.39.18	No len čo sa zdvihne a vyrazí,
JOB.39.18	koňovi s jazdcom sa vysmeje.
JOB.39.19	Azda si ty dal silu koňovi
JOB.39.19	a zaodel si jeho šiju hrivou?
JOB.39.20	Bude ti vari skákať ako kobylka?
JOB.39.20	Jeho prudké fŕkanie pôsobí strach.
JOB.39.21	Hrabe v údolí a teší sa,
JOB.39.21	je plný sily a vytiahne proti zbroji.
JOB.39.22	Vysmieva sa strachu, nedá sa vyľakať,
JOB.39.22	pred mečom neustúpi.
JOB.39.23	Tulec, blýskavá kopija a šíp
JOB.39.23	na ňom hrkocú.
JOB.39.24	S hrmotom a zúrivo sa ženie po zemi,
JOB.39.24	neobstojí, keď zaznie zvuk rohu.
JOB.39.25	Pri zvuku rohu zaerdží
JOB.39.25	a zďaleka vetrí boj, pokrik veliteľov a vojnovú vravu.
JOB.39.26	Podľa tvojho rozumu to azda sokol vzlieta
JOB.39.26	a smerom na juh rozprestiera krídla?
JOB.39.27	To na tvoje slovo sa orol vysoko vznáša
JOB.39.27	a vysoko si stavia hniezdo?
JOB.39.28	Na brale býva a hniezdi,
JOB.39.28	na skalných výbežkoch má pevnosť.
JOB.39.29	Potravu odtiaľ vyhľadáva,
JOB.39.29	jeho oči ďaleko dovidia.
JOB.39.30	Jeho mláďatá vyciciavajú krv
JOB.39.30	a tam, kde sú mŕtvoly, je aj on.“
JOB.40.1	Hospodin znova prehovoril k Jóbovi takto:
JOB.40.2	„Bude sa vari hašterivý hádať so Všemohúcim?
JOB.40.2	Ten, kto obžalúva Boha, nech odpovie!“
JOB.40.3	Jób odpovedal Hospodinovi takto:
JOB.40.4	„Pozri, čože ti ja taký nepatrný odpoviem?
JOB.40.4	Kladiem si ruku na ústa.
JOB.40.5	Raz som prehovoril, ale už sa neozvem,
JOB.40.5	ba aj druhý raz, ale už nebudem pokračovať.“
JOB.40.6	Vtedy Hospodin odpovedal Jóbovi z búrky takto:
JOB.40.7	„Opáš si teda bedrá ako chlap,
JOB.40.7	budem sa ťa pýtať a ty ma poučíš.
JOB.40.8	Naozaj chceš zrušiť môj rozsudok?
JOB.40.8	Chceš obviniť mňa, aby si ty bol spravodlivý?
JOB.40.9	Máš azda také rameno ako Boh?
JOB.40.9	Burácaš vari takým hlasom ako on?
JOB.40.10	Nuž, ozdob sa velebou a vznešenosťou,
JOB.40.10	zaodej sa slávou a nádherou.
