GEN.1.1	Na počiatku stvoril Boh nebo a zem.
PRO.5.4	ostrá ako dvojsečný meč.
PRO.5.5	"Jej nohy zostupujú k smrti,
PRO.5.5	jej kroky vedú do záhrobia;
PRO.5.5	"
PRO.5.6	aby si nezbadal chodník života,
PRO.5.6	klátivé sú jej dráhy
PRO.5.6	- a ty o tom nevieš.
PRO.5.7	Poslúchajte ma teda, synovia moji,
PRO.5.7	a neustupujte od rečí mojich úst.
PRO.5.8	Oddiaľ od nej svoju cestu
PRO.5.8	a nepribližuj sa k dverám jej domu,
PRO.5.9	aby si svoju česť nedal iným
PRO.5.9	a svoje roky ukrutníkovi,
PRO.5.10	aby sa cudzí nenasycovali
PRO.5.10	tvojou silou,
PRO.5.10	a čo máš ťažko získané,
PRO.5.10	aby nešlo do domu cudzinca.
PRO.5.11	Inak by si musel na konci stenať,
PRO.5.11	keď ti bude hynúť telo a mäso,
PRO.5.12	a musel by si povedať:
PRO.5.12	Nenávidel som napomínanie
PRO.5.12	a moje srdce pohŕdalo karhaním,
PRO.5.13	neposlúchal som hlas
PRO.5.13	svojich učiteľov
PRO.5.13	a nenakláňal som ucho k učiteľom!
PRO.5.14	Skoro by som bol upadol
PRO.5.14	do najhoršieho nešťastia
PRO.5.14	uprostred zhromaždenia a zboru.
PRO.5.15	Pi vodu z vlastnej cisterny,
PRO.5.15	vyvierajúcu vodu zo svojej studne.
PRO.5.16	Majú sa tvoje pramene
PRO.5.16	rozlievať na ulicu
PRO.5.16	a tvoje vodné toky na námestia?
PRO.5.17	Nech patria iba tebe samému,
PRO.5.17	a nie cudzím spolu s tebou!
PRO.5.18	Nech je požehnané tvoje žriedlo
PRO.5.18	a teš sa zo ženy svojej mladosti.
PRO.5.19	"Je ako ľúbezná laň
PRO.5.19	a spanilá srnka;
PRO.5.19	jej prsia nech ťa občerstvujú
PRO.5.19	v každý čas,
PRO.5.19	jej láska nech ťa opája ustavične.
PRO.5.19	"
PRO.5.20	Syn môj, prečo sa máš opájať inou
PRO.5.20	a objímať ňadrá cudzej ženy?
PRO.5.21	Lebo cesty človeka
PRO.5.21	sú pred zrakom Hospodinovým,
PRO.5.21	na všetky jeho kroky dozerá.
PRO.5.22	Vlastné neprávosti lapia bezbožného,
PRO.5.22	zachytí sa
PRO.5.22	v povrazoch svojich hriechov.
PRO.5.23	Zomrie, lebo sa nedal napomenúť,
PRO.5.23	zablúdi pre svoje veľké bláznovstvo.
PRO.6.1	Syn môj,
PRO.6.1	ak si sa zaručil za svojho blížneho
PRO.6.1	a dal si ruku cudziemu,
PRO.6.2	zaplietol si sa do slov svojich úst,
PRO.6.2	chytil si sa slovami vlastných úst,
PRO.6.3	teda urob toto, syn môj,
PRO.6.3	a zachrániš sa,
PRO.6.3	lebo si sa dostal
PRO.6.3	do rúk svojho blížneho:
PRO.6.3	Choď, ponáhľaj sa
PRO.6.3	a naliehaj na svojho blížneho!
PRO.6.4	Nedožič spánku svojim očiam
PRO.6.4	a driemot svojim mihalniciam.
PRO.6.5	Vytrhni sa ako gazela z jeho ruky
PRO.6.5	a ako vtáča z ruky vtáčnika.
PRO.6.6	Lenivec, choď k mravcovi,
PRO.6.6	pozoruj jeho cesty, aby si zmúdrel.
PRO.6.7	Hoci nemá kniežatá,
PRO.6.7	ani dozorcu, ani panovníka,
PRO.6.8	chystá si v lete svoj chlieb,
PRO.6.8	v žatve zbiera potravu.
PRO.6.9	Dokedy budeš vylihovať, lenivec?
PRO.6.9	Kedy vstaneš zo svojho spánku?
PRO.6.10	Ešte trochu pospať,
PRO.6.10	ešte trochu podriemať,
PRO.6.10	trochu ruky zložiť a ležať -
PRO.6.11	tvoja chudoba ťa prepadne
PRO.6.11	ako tulák
PRO.6.11	a nedostatok ako ozbrojenec.
PRO.6.12	Naničhodník, ničomník je,
PRO.6.12	kto chodí s falošnými rečami,
PRO.6.13	kto žmurká očami,
PRO.6.13	znamenia dáva nohami,
PRO.6.13	ukazuje prstami.
PRO.6.14	Zvrátenosť má v srdci, kuje zlé,
PRO.6.14	stále rozsieva nesvár.
PRO.6.15	Preto náhle príde naňho záhuba,
PRO.6.15	naraz bude zdrvený
PRO.6.15	a nik ho neuzdraví.
PRO.6.16	Šesť vecí nenávidí Hospodin
PRO.6.16	a sedem je pre Neho ohavnosťou:
PRO.6.17	pyšné oči, lživý jazyk a ruky
PRO.6.17	prelievajúce nevinnú krv,
PRO.6.18	srdce, čo zákerné zámery snuje,
PRO.6.18	nohy, čo chvatne bežia k zlému,
PRO.6.19	falošného svedka, ktorý sipí lož,
PRO.6.19	a toho, kto rozsieva nesvár
PRO.6.19	medzi bratmi.
PRO.6.20	Syn môj,
PRO.6.20	zachovávaj prikázanie svojho otca
PRO.6.20	a nepohŕdaj poúčaním svojej matky.
PRO.6.21	Priviaž si ich navždy na srdce,
PRO.6.21	pripni na svoje hrdlo.
PRO.6.22	Keď chodíš, nech ťa vedú,
PRO.6.22	nech ťa strážia, keď ležíš,
PRO.6.22	a keď sa zobudíš,
PRO.6.22	nech hovoria s tebou.
PRO.6.23	Lebo prikázanie je sviecou,
PRO.6.23	naučenie svetlom
PRO.6.23	a cestou života karhavé napomínanie,
PRO.6.24	aby ťa chránili od zlej ženy,
PRO.6.24	od úlisného jazyka cudzej ženy.
PRO.6.25	Netúž vo svojom srdci po jej kráse,
PRO.6.25	nech ťa nechytí svojimi mihalnicami.
PRO.6.26	Lebo neviestka stojí len peceň chleba,
PRO.6.26	ale vydatá žena poľuje
PRO.6.26	na vzácny život.
PRO.6.27	Či môže človek zhrnúť oheň
PRO.6.27	do svojho lona,
PRO.6.27	aby mu nezhoreli šaty?
PRO.6.28	Či môže niekto kráčať
PRO.6.28	po žeravom uhlí,
PRO.6.28	a nepopáliť si nohy?
PRO.6.29	Tak ani ten,
PRO.6.29	kto vchádza k žene svojho blížneho,
PRO.6.29	neujde trestu,
PRO.6.29	ktokoľvek sa jej dotkne.
PRO.6.30	"Nepohŕdajú zlodejom, ak kradne,
PRO.6.30	aby sa nasýtil, keď hladuje;
PRO.6.30	"
PRO.6.31	ak ho dochytia,
PRO.6.31	vynahradí to sedemnásobne,
PRO.6.31	dá všetko, čo má v dome.
PRO.6.32	"Avšak ten, kto cudzoloží so ženou,
PRO.6.32	nemá rozum;
PRO.6.32	chce si zničiť život, kto tak činí.
PRO.6.32	"
PRO.6.33	Stihne ho bitka i potupa
PRO.6.33	a jeho pohana nemôže byť zotretá.
PRO.6.34	Lebo žiarlivosť robí muža zúrivým,
PRO.6.34	v deň pomsty nepozná zľutovania.
PRO.6.35	Nedbá na nijaké odškodné
PRO.6.35	a nepristane ani,
PRO.6.35	keby si mu dal veľký úplatok.
PRO.7.1	Syn môj,
PRO.7.1	zachovávaj moje reči
PRO.7.1	a schovaj u seba moje prikázania.
PRO.7.2	Zachovaj moje prikázania
PRO.7.2	a budeš žiť,
PRO.7.2	i moje naučenie
PRO.7.2	sťa zrenicu svojho oka!
PRO.7.3	Priviaž si ich na prsty,
PRO.7.3	napíš na tabuľu svojho srdca.
PRO.7.4	Povedz múdrosti: Ty si moja sestra!
PRO.7.4	Rozumnosť nazývaj svojou známou,
PRO.7.5	aby ťa chránila od inej ženy,
PRO.7.5	od cudzej ženy,
PRO.7.5	ktorá sa zalieča svojimi rečami.
PRO.7.6	Keď som oknom svojho domu
PRO.7.6	cez mreže pozeral,
PRO.7.7	videl som medzi neskúsenými,
PRO.7.7	zbadal som medzi mládežou
PRO.7.7	chlapca bez rozumu,
PRO.7.8	ako šiel ulicou vedľa jej uhla
PRO.7.8	a kráčal cestou k jej domu,
PRO.7.9	keď sa zmrákalo k večeru,
PRO.7.9	keď nastávala noc a tma.
PRO.7.10	A tu mu vyšla v ústrety žena
PRO.7.10	v obleku neviestky
PRO.7.10	a so záludným srdcom,
PRO.7.11	"vzrušená a neviazaná;
PRO.7.11	jej nohy nepostoja doma:
PRO.7.11	"
PRO.7.12	hneď je na ulici,
PRO.7.12	hneď na námestiach,
PRO.7.12	striehne na každom rohu.
PRO.7.13	Chytila ho a bozkala,
PRO.7.13	s nehanebnou tvárou mu povedala:
PRO.7.14	Mala som priniesť obete spoločenstva,
PRO.7.14	a dnes som svoje sľuby splnila,
PRO.7.15	"preto som ti vyšla v ústrety,
PRO.7.15	aby som ťa hľadala; našla som ťa.
PRO.7.15	"
PRO.7.16	Prikrývkami som vystlala
PRO.7.16	svoju posteľ,
PRO.7.16	pestrým egyptským plátnom.
PRO.7.17	Pokropila som svoje lôžko myrhou,
PRO.7.17	aloou a škoricou.
PRO.7.18	Poď, opájajme sa ľúbosťou
PRO.7.18	až do rána, užime si lásky.
PRO.7.19	Lebo muž nie je doma,
PRO.7.19	odišiel na ďalekú cestu.
PRO.7.20	Mešec s peniazmi vzal so sebou,
PRO.7.20	vráti sa domov
PRO.7.20	až v deň splnu mesiaca.
PRO.7.21	Mnohými zvodnými rečami
PRO.7.21	ho zviedla,
PRO.7.21	zvábila hladkosťou svojich perí.
PRO.7.22	Ihneď šiel za ňou ako vôl,
PRO.7.22	keď ide na jatku,
PRO.7.22	a ako jeleň sa zaplieta do siete,
PRO.7.23	"kým mu šíp neprebodne pečeň;
PRO.7.23	ako keď sa vták náhli do osídla,
PRO.7.23	a nevie, že mu ide o život.
PRO.7.23	"
PRO.7.24	Teda, synovia, počúvajte ma
PRO.7.24	a dajte pozor na slová mojich úst.
PRO.7.25	"Nech ti srdce neodbočí na jej cesty;
PRO.7.25	nezatúlaj sa na jej chodníky.
PRO.7.25	"
PRO.7.26	Lebo mnoho je pobitých,
PRO.7.26	ktorých priviedla k pádu,
PRO.7.26	a početní sú tí, ktorých zmárnila.
PRO.7.27	Jej dom je cestou do záhrobia,
PRO.7.27	čo vedie dolu do siení smrti.
PRO.8.1	Či múdrosť nevolá,
PRO.8.1	či rozumnosť nevydáva svoj hlas?
PRO.8.2	Na temeni výšin, pri ceste,
PRO.8.2	na križovatkách sa postavila:
PRO.8.3	pri bránach, pri vstupe do mesta,
PRO.8.3	pri vchodoch do brán nahlas volá:
PRO.8.4	Mužovia, na vás volám,
PRO.8.4	a k synom ľudským
PRO.8.4	zaznieva môj hlas.
PRO.8.5	Naučte sa opatrnosti, vy prostí,
PRO.8.5	majte rozum, vy blázni!
PRO.8.6	Počúvajte,
PRO.8.6	lebo zvestujem ušľachtilé veci
PRO.8.6	a moje pery otvárajú sa
PRO.8.6	k správnym veciam.
PRO.8.7	Lebo moje ústa vravia pravdu
PRO.8.7	a bezbožnosť protiví sa mojim perám.
PRO.8.8	Spravodlivé sú
PRO.8.8	všetky reči mojich úst,
PRO.8.8	niet v nich prevrátenosti
PRO.8.8	ani prekrúcania.
PRO.8.9	Všetky sú priame rozumnému
PRO.8.9	a správne tým,
PRO.8.9	čo nachádzajú poznanie.
PRO.8.10	Prijmite moje napomenutie,
PRO.8.10	nie striebro,
PRO.8.10	poznanie radšej ako rýdze zlato.
PRO.8.11	Lebo cennejšia je múdrosť
PRO.8.11	ako korále,
PRO.8.11	nevyrovnajú sa jej nijaké vzácnosti.
PRO.8.12	Ja, múdrosť, bývam pri opatrnosti,
PRO.8.12	nachádzam rozvážne poznanie.
PRO.8.13	Bázeň pred Hospodinom
PRO.8.13	znamená nenávidieť zlo.
PRO.8.13	Pýchu, namyslenosť,
PRO.8.13	zlý spôsob života
PRO.8.13	a prevrátené reči nenávidím.
PRO.8.14	"U mňa je rada i rozvaha;
PRO.8.14	ja som rozumnosť; ja mám silu.
PRO.8.14	"
PRO.8.15	Mnou kraľujú králi a vladári určujú,
PRO.8.15	čo je spravodlivé.
PRO.8.16	Mnou vládnu kniežatá
PRO.8.16	a všetci vznešení spravodliví
PRO.8.16	sudcovia.
PRO.8.17	Milujem tých, čo mňa milujú,
PRO.8.17	a tí, čo ma hľadajú, nájdu ma.
PRO.8.18	U mňa je bohatstvo a česť,
PRO.8.18	trvalý blahobyt a spravodlivosť.
PRO.8.19	Moje ovocie je lepšie
PRO.8.19	ako zlato, i rýdze zlato,
PRO.8.19	a môj výnos je nad najlepšie striebro.
PRO.8.20	Chodievam cestou spravodlivosti,
PRO.8.20	po chodníkoch práva,
PRO.8.21	aby som nadelila vlastníctvo tým,
PRO.8.21	čo ma milujú,
PRO.8.21	a aby som naplnila ich pokladnice.
PRO.8.22	Hospodin ma stvoril
PRO.8.22	na počiatku svojho diela,
PRO.8.22	pred svojimi pradávnymi skutkami.
PRO.8.23	Od vekov bola som utvorená,
PRO.8.23	od prapočiatku zeme.
PRO.8.24	Keď ešte nebolo morských hlbín,
PRO.8.24	zrodila som sa,
PRO.8.24	keď ešte nebolo žriediel
PRO.8.24	bohatých na vody.
PRO.8.25	Skôr, ako boli hory
PRO.8.25	usadené na svoje miesto,
PRO.8.25	zrodila som sa skôr ako pahorky,
PRO.8.26	skôr, ako učinil zem, polia
PRO.8.26	a prvé hrudy na svete.
PRO.8.27	Keď upevnil nebesá, bola som tam,
PRO.8.27	keď vymeral obzor
PRO.8.27	nad morskými hlbinami,
PRO.8.28	keď hore upevnil oblaky,
PRO.8.28	keď posilnil žriedla morskej hlbiny,
PRO.8.29	keď postavil moru medze,
PRO.8.29	aby vody nepretekali
PRO.8.29	cez jeho brehy,
PRO.8.29	keď vymeral základy zeme,
PRO.8.30	ja som bola u Neho ako miláčik,
PRO.8.30	bola som Jeho rozkošou
PRO.8.30	deň čo deň,
PRO.8.30	hrávala som sa pred Ním
PRO.8.30	v každý čas,
PRO.8.31	hrávala som sa na Jeho svete
PRO.8.31	a rozkošou mi bolo byť s ľuďmi.
PRO.8.32	Tak teda počúvajte ma, synovia!
PRO.8.32	Blahoslavení sú tí,
PRO.8.32	ktorí zachovajú moje cesty.
PRO.8.33	Počúvajte napomenutia,
PRO.8.33	buďte múdri a nezanedbávajte ich!
PRO.8.34	Blahoslavený človek, čo ma počúva,
PRO.8.34	a deň čo deň bdie pri mojich dverách
PRO.8.34	a stráži veraje mojich brán.
PRO.8.35	Veď kto mňa nachádza,
PRO.8.35	nachádza život,
PRO.8.35	dosiahne obľubu u Hospodina,
PRO.8.36	"ale kto ma obíde, škodí sám sebe;
PRO.8.36	všetci, čo ma nenávidia, milujú smrť."
PRO.9.1	Múdrosť si postavila dom,
PRO.9.1	vytesala svojich sedem stĺpov.
PRO.9.2	Pobila svoj dobytok,
PRO.9.2	namiešala svoje víno,
PRO.9.2	prestrela si svoj stôl,
PRO.9.3	rozoslala svoje slúžky
PRO.9.3	a volá zo samého vrchu
PRO.9.3	mestskej výšiny:
PRO.9.4	Kto je neskúsený, nech pristúpi sem!
PRO.9.4	Komu chýba rozum, tomu hovorí:
PRO.9.5	Poďte, jedzte z môjho jedla
PRO.9.5	a pite z vína, čo som namiešala!
PRO.9.6	Opusťte pochabosť a budete žiť,
PRO.9.6	nastúpte cestu rozumnosti.
PRO.9.7	Kto dohovára posmievačovi,
PRO.9.7	odnáša si hanbu,
PRO.9.7	kto karhá bezbožného, potupu.
PRO.9.8	"Nekarhaj posmievača,
PRO.9.8	aby ťa neznenávidel;
PRO.9.8	pokarhaj múdreho,
PRO.9.8	bude ťa milovať.
PRO.9.8	"
PRO.9.9	Daj múdremu, bude múdrejší,
PRO.9.9	pouč spravodlivého
PRO.9.9	a zveľadí znalosti.
PRO.9.10	Počiatok múdrosti
PRO.9.10	je bázeň pred Hospodinom,
PRO.9.10	poznať Najsvätejšieho je rozumnosť.
PRO.9.11	Lebo mojím pôsobením
PRO.9.11	rozmnožia sa tvoje dni
PRO.9.11	a predĺžia sa roky tvojho života.
PRO.9.12	Ak si múdry,
PRO.9.12	sám sebe si múdry,
PRO.9.12	ak si však posmievačom,
PRO.9.12	sám ponesieš následky.
PRO.9.13	Bláznovstvo je ako neviazaná žena,
PRO.9.13	zvádza a nepozná hanbu.
PRO.9.14	Vysedáva vo dverách svojho domu
PRO.9.14	na stoličke na mestskej výšine,
PRO.9.15	aby zvala tých, čo idú cestou,
PRO.9.15	ktorí idú priamo svojimi chodníkmi:
PRO.9.16	Kto je prostý, nech pristúpi sem.
PRO.9.16	Komu chýba rozum, tomu hovorí:
PRO.9.17	Kradnutá voda je sladká
PRO.9.17	a pokútny chlieb je príjemný.
PRO.9.18	A nepozná, že sú tam tiene,
PRO.9.18	a jej hostia sú v hlbinách záhrobia.
PRO.10.1	Šalamúnove príslovia.
PRO.10.1	Múdry syn pôsobí otcovi radosť,
PRO.10.1	ale bláznivý syn
PRO.10.1	je žalosťou pre matku.
PRO.10.2	Bezbožne získané poklady neosožia,
PRO.10.2	ale spravodlivosť vytrháva zo smrti.
PRO.10.3	Hospodin nedá hladovať
PRO.10.3	spravodlivému,
PRO.10.3	ale odmieta žiadosť bezbožných.
PRO.10.4	Lenivá ruka spôsobuje chudobu,
PRO.10.4	ale ruka usilovných obohacuje.
PRO.10.5	Kto zhromažďuje v lete,
PRO.10.5	je múdry syn,
PRO.10.5	ale syn, ktorý vyspáva v žatve,
PRO.10.5	robí hanbu.
PRO.10.6	Požehnanie spočinie
PRO.10.6	na hlave spravodlivého,
PRO.10.6	ale ústa bezbožných
PRO.10.6	zastierajú surovosť.
PRO.10.7	Pamiatka spravodlivého
PRO.10.7	je požehnaná,
PRO.10.7	ale meno bezbožných spráchnivie.
PRO.10.8	Kto má múdre srdce,
PRO.10.8	prijme prikázania,
PRO.10.8	ale kto má bláznivé pery, padne.
PRO.10.9	Kto chodí bez úhony,
PRO.10.9	chodí bezpečne,
PRO.10.9	kto však krivými cestami,
PRO.10.9	ten sa prezradí.
PRO.10.10	Kto žmurká okom, spôsobuje bolesť,
PRO.10.10	ale kto má bláznivé pery, padne.
PRO.10.11	Ústa spravodlivého
PRO.10.11	sú prameňom života,
PRO.10.11	ale ústa bezbožných
PRO.10.11	ukrývajú násilie.
PRO.10.12	Nenávisť vyvoláva rozbroje,
PRO.10.12	ale láska prikrýva všetky priestupky.
PRO.10.13	Na perách rozumného
PRO.10.13	nachádza sa múdrosť,
PRO.10.13	palica však patrí na chrbát
PRO.10.13	nerozumného.
PRO.10.14	Múdri skrývajú poznanie,
PRO.10.14	ale ústa blázna sú mu blízkou skazou.
PRO.10.15	Majetok boháča je
PRO.10.15	jeho pevným mestom,
PRO.10.15	skazou slabých je ich chudoba.
PRO.10.16	Zárobok spravodlivého
PRO.10.16	vedie k životu,
PRO.10.16	dôchodok bezbožného
PRO.10.16	vedie k hriechu.
PRO.10.17	Putuje k životu,
PRO.10.17	kto si zachováva napomenutie,
PRO.10.17	ale do bludu vedie,
PRO.10.17	kto nedbá na karhanie.
PRO.10.18	"Lživé pery zastierajú nenávisť;
PRO.10.18	kto šíri klebety, je blázon.
PRO.10.18	"
PRO.10.19	Mnoho rečí nie je bez viny,
PRO.10.19	kto si však ovláda svoje pery,
PRO.10.19	koná rozumne.
PRO.10.20	Jazyk spravodlivého
PRO.10.20	je najlepšie striebro,
PRO.10.20	myseľ bezbožných je málo hodna.
PRO.10.21	Pery spravodlivého vedú mnohých,
PRO.10.21	blázni však umierajú
PRO.10.21	nerozumnosťou.
PRO.10.22	Požehnanie Hospodinovo obohacuje
PRO.10.22	a nepridáva k tomu žiaľ.
PRO.10.23	Pre blázna je radosťou podlo konať,
PRO.10.23	pre muža rozumného
PRO.10.23	je však radosťou múdrosť.
PRO.10.24	Čoho sa obáva bezbožný,
PRO.10.24	to ho stihne,
PRO.10.24	ale túžba spravodlivých sa splní.
PRO.10.25	Len čo sa preženie víchrica,
PRO.10.25	niet prevrátenca,
PRO.10.25	zbožný však má večný základ.
PRO.10.26	Čo je ocot pre zuby a dym pre oči,
PRO.10.26	to je lenivec pre tých,
PRO.10.26	ktorí ho posielajú.
PRO.10.27	Bázeň pred Hospodinom
PRO.10.27	rozmnožuje dni,
PRO.10.27	ale roky bezbožných sa krátia.
PRO.10.28	Očakávanie spravodlivých
PRO.10.28	prináša radosť,
PRO.10.28	ale nádej bezbožných sa stratí.
PRO.10.29	Cesta Hospodinova
PRO.10.29	je hradom bezúhonnému,
PRO.10.29	ale záhubou páchateľom neprávosti.
PRO.10.30	Spravodlivý sa nikdy nepohne,
PRO.10.30	bezbožní však
PRO.10.30	nebudú bývať v krajine.
PRO.10.31	Ústa spravodlivého
PRO.10.31	vynášajú múdrosť,
PRO.10.31	ale prevrátený jazyk bude vyhubený.
PRO.10.32	Pery spravodlivého poznajú,
PRO.10.32	čo je bohumilé,
PRO.10.32	ústa bezbožných, čo je prevrátené.
PRO.11.1	Falošná váha
PRO.11.1	ohavnosťou je Hospodinovi,
PRO.11.1	páči sa Mu však správne závažie.
PRO.11.2	Keď príde pýcha, príde aj hanba,
PRO.11.2	ale u pokorných je múdrosť.
PRO.11.3	Statočných vedie
PRO.11.3	ich bezúhonnosť,
PRO.11.3	neverných však zahubí
PRO.11.3	ich prevrátenosť.
PRO.11.4	Bohatstvo neosoží v deň hnevu,
PRO.11.4	ale spravodlivosť zachraňuje
PRO.11.4	pred smrťou.
PRO.11.5	Spravodlivosť urovnáva cestu
PRO.11.5	bezúhonnému,
PRO.11.5	bezbožný však padá
PRO.11.5	vlastnou bezbožnosťou.
PRO.11.6	Spravodlivosť zachraňuje statočných,
PRO.11.6	ale neverníkov prichytí
PRO.11.6	ich vlastná žiadostivosť.
PRO.11.7	Keď zomiera človek bezbožný,
PRO.11.7	hynie jeho nádej,
PRO.11.7	a očakávanie bláznov
PRO.11.7	vyjde navnivoč.
PRO.11.8	Spravodlivý sa vyslobodí zo súženia
PRO.11.8	a na jeho miesto nastúpi bezbožný.
PRO.11.9	Bohaprázdny ústami kazí
PRO.11.9	svojho blížneho,
PRO.11.9	ale spravodlivý vyslobodzuje sa
PRO.11.9	poznaním.
PRO.11.10	Mesto sa teší zo šťastia
PRO.11.10	spravodlivých,
PRO.11.10	keď hynie bezbožný,
PRO.11.10	zavládne plesanie.
PRO.11.11	Mesto sa dvíha
PRO.11.11	požehnaním statočných,
PRO.11.11	ústami bezbožných sa však rúca.
PRO.11.12	Kto znevažuje blížneho,
PRO.11.12	je nerozumný,
PRO.11.12	človek rozumný však mlčí.
PRO.11.13	Kto chodí ako ohovárač,
PRO.11.13	odhaľuje tajomstvá,
PRO.11.13	kto je však spoľahlivý duchom,
PRO.11.13	drží vec v tajnosti.
PRO.11.14	Keď niet múdrej správy, ľud upadá,
PRO.11.14	záchrana je však tam,
PRO.11.14	kde je mnoho radcov.
PRO.11.15	Kto sa zaručuje za iného,
PRO.11.15	tomu sa zle povodí,
PRO.11.15	kto však nenávidí ručiteľstvo,
PRO.11.15	je bezpečný.
PRO.11.16	Spanilá žena dosahuje česť,
PRO.11.16	ale násilníci dosahujú bohatstvo.
PRO.11.17	Dobrosrdečný človek
PRO.11.17	koná dobre sám sebe,
PRO.11.17	ale ukrutný trýzni svoje vlastné telo.
PRO.11.18	Bezbožný získava klamný zárobok,
PRO.11.18	ale rozsievač spravodlivosti
PRO.11.18	opravdivú mzdu.
PRO.11.19	Tak hľa,
PRO.11.19	spravodlivosť vedie k životu,
PRO.11.19	kto sa však ženie za zlým,
PRO.11.19	beží k vlastnej smrti.
PRO.11.20	Ohavnosťou sú Hospodinovi
PRO.11.20	prevrátené srdcia,
PRO.11.20	má však zaľúbenie v tých,
PRO.11.20	ktorých cesta je bezúhonná.
PRO.11.21	Ruku na to, že zlý neujde trestu,
PRO.11.21	ale potomstvo spravodlivých
PRO.11.21	vyviazne.
PRO.11.22	Ako zlatá obrúčka v rypáku svine
PRO.11.22	je pekná žena bez jemnocitu.
PRO.11.23	Žiadosť spravodlivých
PRO.11.23	vedie len k dobru,
PRO.11.23	ale očakávanie bezbožných k zlosti.
PRO.11.24	Niekto dáva priehrštím,
PRO.11.24	a ešte mu pribúda,
PRO.11.24	niekto šetrí viac, ako sa patrí,
PRO.11.24	a má nedostatok.
PRO.11.25	Dobročinný človek
PRO.11.25	bude bohato nasýtený,
PRO.11.25	kto občerství, bude občerstvený.
PRO.11.26	Ľudia zlorečia tomu,
PRO.11.26	kto zadržiava obilie,
PRO.11.26	ale požehnanie padá na hlavu toho,
PRO.11.26	kto predáva obilie.
PRO.11.27	Kto sa snaží o dobro,
PRO.11.27	snaží sa o priazeň,
PRO.11.27	ale kto hľadá zlo, na toho príde zlo.
PRO.11.28	Kto si zakladá na svojom bohatstve,
PRO.11.28	padne,
PRO.11.28	ale spravodlivý bude pučať ako lístie.
PRO.11.29	Kto zanedbáva svoju domácnosť,
PRO.11.29	zdedí vietor,
PRO.11.29	a blázon bude slúžiť múdremu.
PRO.11.30	Ovocie spravodlivého je strom života,
PRO.11.30	ale násilie odníma život.
PRO.11.31	Ak spravodlivý dosahuje
PRO.11.31	odplatu na zemi,
PRO.11.31	o čo viac bezbožný a hriešny!
PRO.12.1	Kto miluje kázeň,
PRO.12.1	miluje poznanie,
PRO.12.1	kto však nenávidí karhanie,
PRO.12.1	je hlúpy.
PRO.12.2	Dobrý dosahuje
PRO.12.2	priazeň Hospodina,
PRO.12.2	ale podliaka On odsúdi.
PRO.12.3	Človek nestojí pevne bezbožnosťou,
PRO.12.3	ale koreň spravodlivých sa nepohne.
PRO.12.4	Súca žena je korunou
PRO.12.4	svojho manžela,
PRO.12.4	ale tá, čo ho do hanby privádza,
PRO.12.4	je ako kostižer v jeho kostiach.
PRO.12.5	Myšlienky spravodlivých sú správne,
PRO.12.5	úmysly bezbožných sú klamstvo.
PRO.12.6	Slová bezbožných sú krvavé úklady,
PRO.12.6	ale statočných zachraňujú ich ústa.
PRO.12.7	Bezbožní budú vyvrátení
PRO.12.7	a nebude ich,
PRO.12.7	ale dom spravodlivých bude stáť.
PRO.12.8	Človeka chvália
PRO.12.8	podľa jeho rozumnosti,
PRO.12.8	ale pohrdnú tým,
PRO.12.8	kto má prevrátené srdce.
PRO.12.9	Lepšie je byť neváženým,
PRO.12.9	a pracovať pre seba,
PRO.12.9	ako sa robiť vznešeným,
PRO.12.9	a mať nedostatok chleba.
PRO.12.10	Spravodlivý pozná
PRO.12.10	potreby svojho dobytka,
PRO.12.10	ale srdce bezbožných je ukrutné.
PRO.12.11	Kto si obrába pole,
PRO.12.11	bude mať dosť chleba,
PRO.12.11	ale kto sa zháňa po márnostiach,
PRO.12.11	nemá rozum.
PRO.12.12	Pevnosť zlých bude zničená,
PRO.12.12	ale koreň spravodlivých potrvá.
PRO.12.13	Zlý sa zapletie priestupkom perí,
PRO.12.13	ale spravodlivý vyjde zo súženia.
PRO.12.14	Z ovocia svojich úst
PRO.12.14	každý bude nasýtený dobrým,
PRO.12.14	človek dostane odplatu za to,
PRO.12.14	čo spravil inému.
PRO.12.15	Bláznovi sa vidí jeho cesta správnou,
PRO.12.15	múdry však poslúcha radu.
PRO.12.16	Blázon prejaví svoju mrzutosť ihneď,
PRO.12.16	ale opatrný človek
PRO.12.16	skrýva svoju hanbu.
PRO.12.17	Kto vyslovuje pravdu,
PRO.12.17	hlása spravodlivosť,
PRO.12.17	falošný svedok však vyslovuje klam.
PRO.12.18	Kto nerozvážne hovorí,
PRO.12.18	akoby bodal mečom,
PRO.12.18	ale jazyk múdrych lieči.
PRO.12.19	Pravdivé pery obstoja naveky,
PRO.12.19	ale falošný jazyk len na chvíľu.
PRO.12.20	Podvod je v srdci tých, čo snujú zlé,
PRO.12.20	radosť však majú,
PRO.12.20	ktorí dávajú rady k pokoju.
PRO.12.21	Neprihodí sa spravodlivým
PRO.12.21	nijaké nešťastie,
PRO.12.21	ale bezbožní sú plní pohrôm.
PRO.12.22	Klamné pery sú ohavnosťou
PRO.12.22	Hospodinovi,
PRO.12.22	ale tí, čo verne konajú, sa Mu páčia.
PRO.12.23	Opatrný človek zakrýva to, čo vie,
PRO.12.23	ale srdce bláznov
PRO.12.23	vykričí svoju bláznivosť.
