GEN.1.1	In the beginning when God created
2CH.31.20	Hezekiah did this throughout all Judah; he did what was good and right and faithful before the 
2CH.31.21	And every work that he undertook in the service of the house of God, and in accordance with the law and the commandments, to seek his God, he did with all his heart; and he prospered.
2CH.32.1	After these things and these acts of faithfulness, King Sennacherib of Assyria came and invaded Judah and encamped against the fortified cities, thinking to win them for himself. 
2CH.32.2	When Hezekiah saw that Sennacherib had come and intended to fight against Jerusalem, 
2CH.32.3	he planned with his officers and his warriors to stop the flow of the springs that were outside the city; and they helped him. 
2CH.32.4	A great many people were gathered, and they stopped all the springs and the wadi that flowed through the land, saying, “Why should the Assyrian kings come and find water in abundance?” 
2CH.32.5	Hezekiah
2CH.32.6	He appointed combat commanders over the people, and gathered them together to him in the square at the gate of the city and spoke encouragingly to them, saying, 
2CH.32.7	“Be strong and of good courage. Do not be afraid or dismayed before the king of Assyria and all the horde that is with him; for there is one greater with us than with him. 
2CH.32.8	With him is an arm of flesh; but with us is the 
2CH.32.9	After this, while King Sennacherib of Assyria was at Lachish with all his forces, he sent his servants to Jerusalem to King Hezekiah of Judah and to all the people of Judah that were in Jerusalem, saying, 
2CH.32.10	“Thus says King Sennacherib of Assyria: On what are you relying, that you undergo the siege of Jerusalem? 
2CH.32.11	Is not Hezekiah misleading you, handing you over to die by famine and by thirst, when he tells you, ‘The 
2CH.32.12	Was it not this same Hezekiah who took away his high places and his altars and commanded Judah and Jerusalem, saying, ‘Before one altar you shall worship, and upon it you shall make your offerings’? 
2CH.32.13	Do you not know what I and my ancestors have done to all the peoples of other lands? Were the gods of the nations of those lands at all able to save their lands out of my hand? 
2CH.32.14	Who among all the gods of those nations that my ancestors utterly destroyed was able to save his people from my hand, that your God should be able to save you from my hand? 
2CH.32.15	Now therefore do not let Hezekiah deceive you or mislead you in this fashion, and do not believe him, for no god of any nation or kingdom has been able to save his people from my hand or from the hand of my ancestors. How much less will your God save you out of my hand!”
2CH.32.16	His servants said still more against the Lord 
2CH.32.17	He also wrote letters to throw contempt on the 
2CH.32.18	They shouted it with a loud voice in the language of Judah to the people of Jerusalem who were on the wall, to frighten and terrify them, in order that they might take the city. 
2CH.32.19	They spoke of the God of Jerusalem as if he were like the gods of the peoples of the earth, which are the work of human hands.
2CH.32.20	Then King Hezekiah and the prophet Isaiah son of Amoz prayed because of this and cried to heaven. 
2CH.32.21	And the 
2CH.32.22	So the 
2CH.32.23	Many brought gifts to the 
2CH.32.24	In those days Hezekiah became sick and was at the point of death. He prayed to the 
2CH.32.25	But Hezekiah did not respond according to the benefit done to him, for his heart was proud. Therefore wrath came upon him and upon Judah and Jerusalem. 
2CH.32.26	Then Hezekiah humbled himself for the pride of his heart, both he and the inhabitants of Jerusalem, so that the wrath of the 
2CH.32.27	Hezekiah had very great riches and honor; and he made for himself treasuries for silver, for gold, for precious stones, for spices, for shields, and for all kinds of costly objects; 
2CH.32.28	storehouses also for the yield of grain, wine, and oil; and stalls for all kinds of cattle, and sheepfolds.
2CH.32.29	He likewise provided cities for himself, and flocks and herds in abundance; for God had given him very great possessions. 
2CH.32.30	This same Hezekiah closed the upper outlet of the waters of Gihon and directed them down to the west side of the city of David. Hezekiah prospered in all his works. 
2CH.32.31	So also in the matter of the envoys of the officials of Babylon, who had been sent to him to inquire about the sign that had been done in the land, God left him to himself, in order to test him and to know all that was in his heart.
2CH.32.32	Now the rest of the acts of Hezekiah, and his good deeds, are written in the vision of the prophet Isaiah son of Amoz in the Book of the Kings of Judah and Israel. 
2CH.32.33	Hezekiah slept with his ancestors, and they buried him on the ascent to the tombs of the descendants of David; and all Judah and the inhabitants of Jerusalem did him honor at his death. His son Manasseh succeeded him.
2CH.33.1	Manasseh was twelve years old when he began to reign; he reigned fifty-five years in Jerusalem. 
2CH.33.2	He did what was evil in the sight of the 
2CH.33.3	For he rebuilt the high places that his father Hezekiah had pulled down, and erected altars to the Baals, made sacred poles,
2CH.33.4	He built altars in the house of the 
2CH.33.5	He built altars for all the host of heaven in the two courts of the house of the 
2CH.33.6	He made his son pass through fire in the valley of the son of Hinnom, practiced soothsaying and augury and sorcery, and dealt with mediums and with wizards. He did much evil in the sight of the 
2CH.33.7	The carved image of the idol that he had made he set in the house of God, of which God said to David and to his son Solomon, “In this house, and in Jerusalem, which I have chosen out of all the tribes of Israel, I will put my name forever; 
2CH.33.8	I will never again remove the feet of Israel from the land that I appointed for your ancestors, if only they will be careful to do all that I have commanded them, all the law, the statutes, and the ordinances given through Moses.” 
2CH.33.9	Manasseh misled Judah and the inhabitants of Jerusalem, so that they did more evil than the nations whom the 
2CH.33.10	The 
2CH.33.11	Therefore the 
2CH.33.12	While he was in distress he entreated the favor of the 
2CH.33.13	He prayed to him, and God received his entreaty, heard his plea, and restored him again to Jerusalem and to his kingdom. Then Manasseh knew that the 
2CH.33.14	Afterward he built an outer wall for the city of David west of Gihon, in the valley, reaching the entrance at the Fish Gate; he carried it around Ophel, and raised it to a very great height. He also put commanders of the army in all the fortified cities in Judah. 
2CH.33.15	He took away the foreign gods and the idol from the house of the 
2CH.33.16	He also restored the altar of the 
2CH.33.17	The people, however, still sacrificed at the high places, but only to the 
2CH.33.18	Now the rest of the acts of Manasseh, his prayer to his God, and the words of the seers who spoke to him in the name of the 
2CH.33.19	His prayer, and how God received his entreaty, all his sin and his faithlessness, the sites on which he built high places and set up the sacred poles
2CH.33.20	So Manasseh slept with his ancestors, and they buried him in his house. His son Amon succeeded him.
2CH.33.21	Amon was twenty-two years old when he began to reign; he reigned two years in Jerusalem. 
2CH.33.22	He did what was evil in the sight of the 
2CH.33.23	He did not humble himself before the 
2CH.33.24	His servants conspired against him and killed him in his house. 
2CH.33.25	But the people of the land killed all those who had conspired against King Amon; and the people of the land made his son Josiah king to succeed him.
2CH.34.1	Josiah was eight years old when he began to reign; he reigned thirty-one years in Jerusalem. 
2CH.34.2	He did what was right in the sight of the 
2CH.34.3	For in the eighth year of his reign, while he was still a boy, he began to seek the God of his ancestor David, and in the twelfth year he began to purge Judah and Jerusalem of the high places, the sacred poles,
2CH.34.4	In his presence they pulled down the altars of the Baals; he demolished the incense altars that stood above them. He broke down the sacred poles
2CH.34.5	He also burned the bones of the priests on their altars, and purged Judah and Jerusalem. 
2CH.34.6	In the towns of Manasseh, Ephraim, and Simeon, and as far as Naphtali, in their ruins
2CH.34.7	he broke down the altars, beat the sacred poles
2CH.34.8	In the eighteenth year of his reign, when he had purged the land and the house, he sent Shaphan son of Azaliah, Maaseiah the governor of the city, and Joah son of Joahaz, the recorder, to repair the house of the 
2CH.34.9	They came to the high priest Hilkiah and delivered the money that had been brought into the house of God, which the Levites, the keepers of the threshold, had collected from Manasseh and Ephraim and from all the remnant of Israel and from all Judah and Benjamin and from the inhabitants of Jerusalem. 
2CH.34.10	They delivered it to the workers who had the oversight of the house of the 
2CH.34.11	They gave it to the carpenters and the builders to buy quarried stone, and timber for binders, and beams for the buildings that the kings of Judah had let go to ruin. 
2CH.34.12	The people did the work faithfully. Over them were appointed the Levites Jahath and Obadiah, of the sons of Merari, along with Zechariah and Meshullam, of the sons of the Kohathites, to have oversight. Other Levites, all skillful with instruments of music, 
2CH.34.13	were over the burden bearers and directed all who did work in every kind of service; and some of the Levites were scribes, and officials, and gatekeepers.
2CH.34.14	While they were bringing out the money that had been brought into the house of the 
2CH.34.15	Hilkiah said to the secretary Shaphan, “I have found the book of the law in the house of the 
2CH.34.16	Shaphan brought the book to the king, and further reported to the king, “All that was committed to your servants they are doing. 
2CH.34.17	They have emptied out the money that was found in the house of the 
2CH.34.18	The secretary Shaphan informed the king, “The priest Hilkiah has given me a book.” Shaphan then read it aloud to the king.
2CH.34.19	When the king heard the words of the law he tore his clothes. 
2CH.34.20	Then the king commanded Hilkiah, Ahikam son of Shaphan, Abdon son of Micah, the secretary Shaphan, and the king's servant Asaiah: 
2CH.34.21	“Go, inquire of the 
2CH.34.22	So Hilkiah and those whom the king had sent went to the prophet Huldah, the wife of Shallum son of Tokhath son of Hasrah, keeper of the wardrobe (who lived in Jerusalem in the Second Quarter) and spoke to her to that effect. 
2CH.34.23	She declared to them, “Thus says the 
2CH.34.24	Thus says the 
2CH.34.25	Because they have forsaken me and have made offerings to other gods, so that they have provoked me to anger with all the works of their hands, my wrath will be poured out on this place and will not be quenched. 
2CH.34.26	But as to the king of Judah, who sent you to inquire of the 
2CH.34.27	because your heart was penitent and you humbled yourself before God when you heard his words against this place and its inhabitants, and you have humbled yourself before me, and have torn your clothes and wept before me, I also have heard you, says the 
2CH.34.28	I will gather you to your ancestors and you shall be gathered to your grave in peace; your eyes shall not see all the disaster that I will bring on this place and its inhabitants.” They took the message back to the king.
2CH.34.29	Then the king sent word and gathered together all the elders of Judah and Jerusalem. 
2CH.34.30	The king went up to the house of the 
2CH.34.31	The king stood in his place and made a covenant before the 
2CH.34.32	Then he made all who were present in Jerusalem and in Benjamin pledge themselves to it. And the inhabitants of Jerusalem acted according to the covenant of God, the God of their ancestors. 
2CH.34.33	Josiah took away all the abominations from all the territory that belonged to the people of Israel, and made all who were in Israel worship the 
2CH.35.1	Josiah kept a passover to the 
2CH.35.2	He appointed the priests to their offices and encouraged them in the service of the house of the 
2CH.35.3	He said to the Levites who taught all Israel and who were holy to the 
2CH.35.4	Make preparations by your ancestral houses by your divisions, following the written directions of King David of Israel and the written directions of his son Solomon. 
2CH.35.5	Take position in the holy place according to the groupings of the ancestral houses of your kindred the people, and let there be Levites for each division of an ancestral house.
2CH.35.6	Slaughter the passover lamb, sanctify yourselves, and on behalf of your kindred make preparations, acting according to the word of the 
2CH.35.7	Then Josiah contributed to the people, as passover offerings for all that were present, lambs and kids from the flock to the number of thirty thousand, and three thousand bulls; these were from the king's possessions. 
2CH.35.8	His officials contributed willingly to the people, to the priests, and to the Levites. Hilkiah, Zechariah, and Jehiel, the chief officers of the house of God, gave to the priests for the passover offerings two thousand six hundred lambs and kids and three hundred bulls. 
2CH.35.9	Conaniah also, and his brothers Shemaiah and Nethanel, and Hashabiah and Jeiel and Jozabad, the chiefs of the Levites, gave to the Levites for the passover offerings five thousand lambs and kids and five hundred bulls.
2CH.35.10	When the service had been prepared for, the priests stood in their place, and the Levites in their divisions according to the king's command. 
2CH.35.11	They slaughtered the passover lamb, and the priests dashed the blood that they received
2CH.35.12	They set aside the burnt offerings so that they might distribute them according to the groupings of the ancestral houses of the people, to offer to the 
2CH.35.13	They roasted the passover lamb with fire according to the ordinance; and they boiled the holy offerings in pots, in caldrons, and in pans, and carried them quickly to all the people. 
2CH.35.14	Afterward they made preparations for themselves and for the priests, because the priests the descendants of Aaron were occupied in offering the burnt offerings and the fat parts until night; so the Levites made preparations for themselves and for the priests, the descendants of Aaron. 
2CH.35.15	The singers, the descendants of Asaph, were in their place according to the command of David, and Asaph, and Heman, and the king's seer Jeduthun. The gatekeepers were at each gate; they did not need to interrupt their service, for their kindred the Levites made preparations for them.
2CH.35.16	So all the service of the 
2CH.35.17	The people of Israel who were present kept the passover at that time, and the festival of unleavened bread seven days. 
2CH.35.18	No passover like it had been kept in Israel since the days of the prophet Samuel; none of the kings of Israel had kept such a passover as was kept by Josiah, by the priests and the Levites, by all Judah and Israel who were present, and by the inhabitants of Jerusalem. 
2CH.35.19	In the eighteenth year of the reign of Josiah this passover was kept.
2CH.35.20	After all this, when Josiah had set the temple in order, King Neco of Egypt went up to fight at Carchemish on the Euphrates, and Josiah went out against him. 
2CH.35.21	But Neco
2CH.35.22	But Josiah would not turn away from him, but disguised himself in order to fight with him. He did not listen to the words of Neco from the mouth of God, but joined battle in the plain of Megiddo. 
2CH.35.23	The archers shot King Josiah; and the king said to his servants, “Take me away, for I am badly wounded.” 
2CH.35.24	So his servants took him out of the chariot and carried him in his second chariot
2CH.35.25	Jeremiah also uttered a lament for Josiah, and all the singing men and singing women have spoken of Josiah in their laments to this day. They made these a custom in Israel; they are recorded in the Laments. 
2CH.35.26	Now the rest of the acts of Josiah and his faithful deeds in accordance with what is written in the law of the 
2CH.35.27	and his acts, first and last, are written in the Book of the Kings of Israel and Judah.
2CH.36.1	The people of the land took Jehoahaz son of Josiah and made him king to succeed his father in Jerusalem. 
2CH.36.2	Jehoahaz was twenty-three years old when he began to reign; he reigned three months in Jerusalem. 
2CH.36.3	Then the king of Egypt deposed him in Jerusalem and laid on the land a tribute of one hundred talents of silver and one talent of gold. 
2CH.36.4	The king of Egypt made his brother Eliakim king over Judah and Jerusalem, and changed his name to Jehoiakim; but Neco took his brother Jehoahaz and carried him to Egypt.
2CH.36.5	Jehoiakim was twenty-five years old when he began to reign; he reigned eleven years in Jerusalem. He did what was evil in the sight of the 
2CH.36.6	Against him King Nebuchadnezzar of Babylon came up, and bound him with fetters to take him to Babylon. 
2CH.36.7	Nebuchadnezzar also carried some of the vessels of the house of the 
2CH.36.8	Now the rest of the acts of Jehoiakim, and the abominations that he did, and what was found against him, are written in the Book of the Kings of Israel and Judah; and his son Jehoiachin succeeded him.
2CH.36.9	Jehoiachin was eight years old when he began to reign; he reigned three months and ten days in Jerusalem. He did what was evil in the sight of the 
2CH.36.10	In the spring of the year King Nebuchadnezzar sent and brought him to Babylon, along with the precious vessels of the house of the 
2CH.36.11	Zedekiah was twenty-one years old when he began to reign; he reigned eleven years in Jerusalem. 
2CH.36.12	He did what was evil in the sight of the 
2CH.36.13	He also rebelled against King Nebuchadnezzar, who had made him swear by God; he stiffened his neck and hardened his heart against turning to the 
2CH.36.14	All the leading priests and the people also were exceedingly unfaithful, following all the abominations of the nations; and they polluted the house of the 
2CH.36.15	The 
2CH.36.16	but they kept mocking the messengers of God, despising his words, and scoffing at his prophets, until the wrath of the 
2CH.36.17	Therefore he brought up against them the king of the Chaldeans, who killed their youths with the sword in the house of their sanctuary, and had no compassion on young man or young woman, the aged or the feeble; he gave them all into his hand. 
2CH.36.18	All the vessels of the house of God, large and small, and the treasures of the house of the 
2CH.36.19	They burned the house of God, broke down the wall of Jerusalem, burned all its palaces with fire, and destroyed all its precious vessels. 
2CH.36.20	He took into exile in Babylon those who had escaped from the sword, and they became servants to him and to his sons until the establishment of the kingdom of Persia, 
2CH.36.21	to fulfill the word of the 
2CH.36.22	In the first year of King Cyrus of Persia, in fulfillment of the word of the 
2CH.36.23	“Thus says King Cyrus of Persia: The 
EZR.1.1	In the first year of King Cyrus of Persia, in order that the word of the 
EZR.1.2	“Thus says King Cyrus of Persia: The 
EZR.1.3	Any of those among you who are of his people—may their God be with them!—are now permitted to go up to Jerusalem in Judah, and rebuild the house of the 
EZR.1.4	and let all survivors, in whatever place they reside, be assisted by the people of their place with silver and gold, with goods and with animals, besides freewill offerings for the house of God in Jerusalem.”
EZR.1.5	The heads of the families of Judah and Benjamin, and the priests and the Levites—everyone whose spirit God had stirred—got ready to go up and rebuild the house of the 
EZR.1.6	All their neighbors aided them with silver vessels, with gold, with goods, with animals, and with valuable gifts, besides all that was freely offered. 
EZR.1.7	King Cyrus himself brought out the vessels of the house of the 
EZR.1.8	King Cyrus of Persia had them released into the charge of Mithredath the treasurer, who counted them out to Sheshbazzar the prince of Judah. 
EZR.1.9	And this was the inventory: gold basins, thirty; silver basins, one thousand; knives,
EZR.1.10	gold bowls, thirty; other silver bowls, four hundred ten; other vessels, one thousand; 
EZR.1.11	the total of the gold and silver vessels was five thousand four hundred. All these Sheshbazzar brought up, when the exiles were brought up from Babylonia to Jerusalem.
EZR.2.1	Now these were the people of the province who came from those captive exiles whom King Nebuchadnezzar of Babylon had carried captive to Babylonia; they returned to Jerusalem and Judah, all to their own towns. 
EZR.2.2	They came with Zerubbabel, Jeshua, Nehemiah, Seraiah, Reelaiah, Mordecai, Bilshan, Mispar, Bigvai, Rehum, and Baanah.
EZR.2.2	The number of the Israelite people: 
EZR.2.3	the descendants of Parosh, two thousand one hundred seventy-two. 
EZR.2.4	Of Shephatiah, three hundred seventy-two. 
EZR.2.5	Of Arah, seven hundred seventy-five. 
EZR.2.6	Of Pahath-moab, namely the descendants of Jeshua and Joab, two thousand eight hundred twelve. 
EZR.2.7	Of Elam, one thousand two hundred fifty-four. 
EZR.2.8	Of Zattu, nine hundred forty-five. 
EZR.2.9	Of Zaccai, seven hundred sixty. 
EZR.2.10	Of Bani, six hundred forty-two. 
EZR.2.11	Of Bebai, six hundred twenty-three. 
EZR.2.12	Of Azgad, one thousand two hundred twenty-two. 
EZR.2.13	Of Adonikam, six hundred sixty-six. 
EZR.2.14	Of Bigvai, two thousand fifty-six. 
EZR.2.15	Of Adin, four hundred fifty-four. 
EZR.2.16	Of Ater, namely of Hezekiah, ninety-eight. 
EZR.2.17	Of Bezai, three hundred twenty-three. 
EZR.2.18	Of Jorah, one hundred twelve. 
EZR.2.19	Of Hashum, two hundred twenty-three. 
EZR.2.20	Of Gibbar, ninety-five. 
EZR.2.21	Of Bethlehem, one hundred twenty-three. 
EZR.2.22	The people of Netophah, fifty-six. 
EZR.2.23	Of Anathoth, one hundred twenty-eight. 
EZR.2.24	The descendants of Azmaveth, forty-two. 
EZR.2.25	Of Kiriatharim, Chephirah, and Beeroth, seven hundred forty-three. 
EZR.2.26	Of Ramah and Geba, six hundred twenty-one. 
EZR.2.27	The people of Michmas, one hundred twenty-two. 
EZR.2.28	Of Bethel and Ai, two hundred twenty-three. 
EZR.2.29	The descendants of Nebo, fifty-two. 
EZR.2.30	Of Magbish, one hundred fifty-six. 
EZR.2.31	Of the other Elam, one thousand two hundred fifty-four. 
EZR.2.32	Of Harim, three hundred twenty. 
EZR.2.33	Of Lod, Hadid, and Ono, seven hundred twenty-five. 
EZR.2.34	Of Jericho, three hundred forty-five. 
EZR.2.35	Of Senaah, three thousand six hundred thirty.
EZR.2.36	The priests: the descendants of Jedaiah, of the house of Jeshua, nine hundred seventy-three. 
EZR.2.37	Of Immer, one thousand fifty-two. 
EZR.2.38	Of Pashhur, one thousand two hundred forty-seven. 
EZR.2.39	Of Harim, one thousand seventeen.
EZR.2.40	The Levites: the descendants of Jeshua and Kadmiel, of the descendants of Hodaviah, seventy-four. 
EZR.2.41	The singers: the descendants of Asaph, one hundred twenty-eight. 
EZR.2.42	The descendants of the gatekeepers: of Shallum, of Ater, of Talmon, of Akkub, of Hatita, and of Shobai, in all one hundred thirty-nine.
EZR.2.43	The temple servants: the descendants of Ziha, Hasupha, Tabbaoth, 
EZR.2.44	Keros, Siaha, Padon, 
EZR.2.45	Lebanah, Hagabah, Akkub, 
EZR.2.46	Hagab, Shamlai, Hanan, 
EZR.2.47	Giddel, Gahar, Reaiah, 
EZR.2.48	Rezin, Nekoda, Gazzam, 
EZR.2.49	Uzza, Paseah, Besai, 
EZR.2.50	Asnah, Meunim, Nephisim, 
EZR.2.51	Bakbuk, Hakupha, Harhur, 
EZR.2.52	Bazluth, Mehida, Harsha, 
EZR.2.53	Barkos, Sisera, Temah, 
EZR.2.54	Neziah, and Hatipha.
EZR.2.55	The descendants of Solomon's servants: Sotai, Hassophereth, Peruda, 
EZR.2.56	Jaalah, Darkon, Giddel, 
EZR.2.57	Shephatiah, Hattil, Pochereth-hazzebaim, and Ami.
EZR.2.58	All the temple servants and the descendants of Solomon's servants were three hundred ninety-two.
EZR.2.59	The following were those who came up from Tel-melah, Tel-harsha, Cherub, Addan, and Immer, though they could not prove their families or their descent, whether they belonged to Israel: 
EZR.2.60	the descendants of Delaiah, Tobiah, and Nekoda, six hundred fifty-two. 
EZR.2.61	Also, of the descendants of the priests: the descendants of Habaiah, Hakkoz, and Barzillai (who had married one of the daughters of Barzillai the Gileadite, and was called by their name). 
EZR.2.62	These looked for their entries in the genealogical records, but they were not found there, and so they were excluded from the priesthood as unclean; 
EZR.2.63	the governor told them that they were not to partake of the most holy food, until there should be a priest to consult Urim and Thummim.
EZR.2.64	The whole assembly together was forty-two thousand three hundred sixty, 
EZR.2.65	besides their male and female servants, of whom there were seven thousand three hundred thirty-seven; and they had two hundred male and female singers. 
EZR.2.66	They had seven hundred thirty-six horses, two hundred forty-five mules, 
EZR.2.67	four hundred thirty-five camels, and six thousand seven hundred twenty donkeys.
EZR.2.68	As soon as they came to the house of the 
EZR.2.69	According to their resources they gave to the building fund sixty-one thousand darics of gold, five thousand minas of silver, and one hundred priestly robes.
EZR.2.70	The priests, the Levites, and some of the people lived in Jerusalem and its vicinity;
EZR.3.1	When the seventh month came, and the Israelites were in the towns, the people gathered together in Jerusalem. 
EZR.3.2	Then Jeshua son of Jozadak, with his fellow priests, and Zerubbabel son of Shealtiel with his kin set out to build the altar of the God of Israel, to offer burnt offerings on it, as prescribed in the law of Moses the man of God. 
EZR.3.3	They set up the altar on its foundation, because they were in dread of the neighboring peoples, and they offered burnt offerings upon it to the 
EZR.3.4	And they kept the festival of booths,
EZR.3.5	and after that the regular burnt offerings, the offerings at the new moon and at all the sacred festivals of the 
EZR.3.6	From the first day of the seventh month they began to offer burnt offerings to the 
EZR.3.7	So they gave money to the masons and the carpenters, and food, drink, and oil to the Sidonians and the Tyrians to bring cedar trees from Lebanon to the sea, to Joppa, according to the grant that they had from King Cyrus of Persia.
EZR.3.8	In the second year after their arrival at the house of God at Jerusalem, in the second month, Zerubbabel son of Shealtiel and Jeshua son of Jozadak made a beginning, together with the rest of their people, the priests and the Levites and all who had come to Jerusalem from the captivity. They appointed the Levites, from twenty years old and upward, to have the oversight of the work on the house of the 
EZR.3.9	And Jeshua with his sons and his kin, and Kadmiel and his sons, Binnui and Hodaviah
EZR.3.10	When the builders laid the foundation of the temple of the 
EZR.3.11	and they sang responsively, praising and giving thanks to the 
EZR.3.11	“For he is good,
EZR.3.11	for his steadfast love endures forever toward Israel.”
EZR.3.11	And all the people responded with a great shout when they praised the 
EZR.3.12	But many of the priests and Levites and heads of families, old people who had seen the first house on its foundations, wept with a loud voice when they saw this house, though many shouted aloud for joy, 
EZR.3.13	so that the people could not distinguish the sound of the joyful shout from the sound of the people's weeping, for the people shouted so loudly that the sound was heard far away.
EZR.4.1	When the adversaries of Judah and Benjamin heard that the returned exiles were building a temple to the 
EZR.4.2	they approached Zerubbabel and the heads of families and said to them, “Let us build with you, for we worship your God as you do, and we have been sacrificing to him ever since the days of King Esar-haddon of Assyria who brought us here.” 
EZR.4.3	But Zerubbabel, Jeshua, and the rest of the heads of families in Israel said to them, “You shall have no part with us in building a house to our God; but we alone will build to the 
EZR.4.4	Then the people of the land discouraged the people of Judah, and made them afraid to build, 
EZR.4.5	and they bribed officials to frustrate their plan throughout the reign of King Cyrus of Persia and until the reign of King Darius of Persia.
EZR.4.6	In the reign of Ahasuerus, in his accession year, they wrote an accusation against the inhabitants of Judah and Jerusalem.
EZR.4.7	And in the days of Artaxerxes, Bishlam and Mithredath and Tabeel and the rest of their associates wrote to King Artaxerxes of Persia; the letter was written in Aramaic and translated.
EZR.4.8	Rehum the royal deputy and Shimshai the scribe wrote a letter against Jerusalem to King Artaxerxes as follows 
EZR.4.9	(then Rehum the royal deputy, Shimshai the scribe, and the rest of their associates, the judges, the envoys, the officials, the Persians, the people of Erech, the Babylonians, the people of Susa, that is, the Elamites, 
EZR.4.10	and the rest of the nations whom the great and noble Osnappar deported and settled in the cities of Samaria and in the rest of the province Beyond the River wrote—and now 
EZR.4.11	this is a copy of the letter that they sent):
EZR.4.11	“To King Artaxerxes: Your servants, the people of the province Beyond the River, send greeting. And now 
EZR.4.12	may it be known to the king that the Jews who came up from you to us have gone to Jerusalem. They are rebuilding that rebellious and wicked city; they are finishing the walls and repairing the foundations. 
EZR.4.13	Now may it be known to the king that, if this city is rebuilt and the walls finished, they will not pay tribute, custom, or toll, and the royal revenue will be reduced. 
EZR.4.14	Now because we share the salt of the palace and it is not fitting for us to witness the king's dishonor, therefore we send and inform the king, 
EZR.4.15	so that a search may be made in the annals of your ancestors. You will discover in the annals that this is a rebellious city, hurtful to kings and provinces, and that sedition was stirred up in it from long ago. On that account this city was laid waste. 
EZR.4.16	We make known to the king that, if this city is rebuilt and its walls finished, you will then have no possession in the province Beyond the River.”
EZR.4.17	The king sent an answer: “To Rehum the royal deputy and Shimshai the scribe and the rest of their associates who live in Samaria and in the rest of the province Beyond the River, greeting. And now 
EZR.4.18	the letter that you sent to us has been read in translation before me. 
EZR.4.19	So I made a decree, and someone searched and discovered that this city has risen against kings from long ago, and that rebellion and sedition have been made in it. 
EZR.4.20	Jerusalem has had mighty kings who ruled over the whole province Beyond the River, to whom tribute, custom, and toll were paid. 
EZR.4.21	Therefore issue an order that these people be made to cease, and that this city not be rebuilt, until I make a decree. 
EZR.4.22	Moreover, take care not to be slack in this matter; why should damage grow to the hurt of the king?”
EZR.4.23	Then when the copy of King Artaxerxes' letter was read before Rehum and the scribe Shimshai and their associates, they hurried to the Jews in Jerusalem and by force and power made them cease. 
EZR.4.24	At that time the work on the house of God in Jerusalem stopped and was discontinued until the second year of the reign of King Darius of Persia.
EZR.5.1	Now the prophets, Haggai
EZR.5.2	Then Zerubbabel son of Shealtiel and Jeshua son of Jozadak set out to rebuild the house of God in Jerusalem; and with them were the prophets of God, helping them.
EZR.5.3	At the same time Tattenai the governor of the province Beyond the River and Shethar-bozenai and their associates came to them and spoke to them thus, “Who gave you a decree to build this house and to finish this structure?” 
EZR.5.4	They
EZR.5.5	But the eye of their God was upon the elders of the Jews, and they did not stop them until a report reached Darius and then answer was returned by letter in reply to it.
EZR.5.6	The copy of the letter that Tattenai the governor of the province Beyond the River and Shethar-bozenai and his associates the envoys who were in the province Beyond the River sent to King Darius; 
EZR.5.7	they sent him a report, in which was written as follows: “To Darius the king, all peace! 
EZR.5.8	May it be known to the king that we went to the province of Judah, to the house of the great God. It is being built of hewn stone, and timber is laid in the walls; this work is being done diligently and prospers in their hands. 
EZR.5.9	Then we spoke to those elders and asked them, ‘Who gave you a decree to build this house and to finish this structure?’ 
EZR.5.10	We also asked them their names, for your information, so that we might write down the names of the men at their head. 
EZR.5.11	This was their reply to us: ‘We are the servants of the God of heaven and earth, and we are rebuilding the house that was built many years ago, which a great king of Israel built and finished. 
EZR.5.12	But because our ancestors had angered the God of heaven, he gave them into the hand of King Nebuchadnezzar of Babylon, the Chaldean, who destroyed this house and carried away the people to Babylonia. 
EZR.5.13	However, King Cyrus of Babylon, in the first year of his reign, made a decree that this house of God should be rebuilt. 
EZR.5.14	Moreover, the gold and silver vessels of the house of God, which Nebuchadnezzar had taken out of the temple in Jerusalem and had brought into the temple of Babylon, these King Cyrus took out of the temple of Babylon, and they were delivered to a man named Sheshbazzar, whom he had made governor. 
EZR.5.15	He said to him, “Take these vessels; go and put them in the temple in Jerusalem, and let the house of God be rebuilt on its site.” 
EZR.5.16	Then this Sheshbazzar came and laid the foundations of the house of God in Jerusalem; and from that time until now it has been under construction, and it is not yet finished.’ 
EZR.5.17	And now, if it seems good to the king, have a search made in the royal archives there in Babylon, to see whether a decree was issued by King Cyrus for the rebuilding of this house of God in Jerusalem. Let the king send us his pleasure in this matter.”
EZR.6.1	Then King Darius made a decree, and they searched the archives where the documents were stored in Babylon. 
EZR.6.2	But it was in Ecbatana, the capital in the province of Media, that a scroll was found on which this was written: “A record. 
EZR.6.3	In the first year of his reign, King Cyrus issued a decree: Concerning the house of God at Jerusalem, let the house be rebuilt, the place where sacrifices are offered and burnt offerings are brought;
EZR.6.4	with three courses of hewn stones and one course of timber; let the cost be paid from the royal treasury. 
EZR.6.5	Moreover, let the gold and silver vessels of the house of God, which Nebuchadnezzar took out of the temple in Jerusalem and brought to Babylon, be restored and brought back to the temple in Jerusalem, each to its place; you shall put them in the house of God.”
EZR.6.6	“Now you, Tattenai, governor of the province Beyond the River, Shethar-bozenai, and you, their associates, the envoys in the province Beyond the River, keep away; 
EZR.6.7	let the work on this house of God alone; let the governor of the Jews and the elders of the Jews rebuild this house of God on its site. 
