GEN.1.1	In the beginning God created the heavens and the earth. 
DAN.4.13	“I saw in the visions of my head upon my bed, and there was a holy watcher coming down from heaven. 
DAN.4.14	He cried aloud and said thus: ‘Hew down the tree and cut off its branches, shake off its leaves and scatter its fruit. Let the animals get away from under it, and the fowl from its branches. 
DAN.4.15	Nevertheless leave the stump of its roots in the earth, even with a band of iron and bronze, in the tender grass of the field.
DAN.4.15	“ ‘And let it be wet with the dew of heaven, and let its portion be with the animals in the grass of the earth. 
DAN.4.16	Let its heart be changed from that of a man, let him be given the heart of an animal. And let seven periods of time pass over it.
DAN.4.17	“ ‘This matter is by the decree of the watchers, and the demand by the word of the holy ones, in order that the living may know that the Most High rules over the kingdom of men and gives it to whomever He wills and sets up over it the basest of men.’
DAN.4.18	“This dream I, King Nebuchadnezzar, have seen. Now you, Belteshazzar, tell its interpretation to me, because all the wise men of my kingdom are not able to make known to me the interpretation. But you are able, for the Spirit of the Holy God is in you.”
DAN.4.19	Then Daniel, whose name was Belteshazzar, was astonished for a while, and his thoughts troubled him. The king spoke and said, “Belteshazzar, do not let the dream, or its interpretation, trouble you.”
DAN.4.19	Belteshazzar answered and said, “My lord, 
DAN.4.20	The tree that you saw, which grew and became strong, whose height reached to the heavens, and was visible to all the earth, 
DAN.4.21	and whose leaves were fair, and its fruit much, and in it was food for all, under which the animals of the field lived, and upon whose branches the fowl of the heavens had their habitation: 
DAN.4.22	It is you, O king, who have grown and become strong. Your greatness has grown and reaches to heaven, and your dominion to the ends of the earth.
DAN.4.23	“Whereas the king saw a watcher and a holy one coming down from heaven and saying, ‘Cut the tree down and destroy it, yet leave the stump of its roots in the ground, even with a band of iron and bronze, in the tender grass of the field. And let it be wet with the dew of heaven, and let its portion be with the animals of the field until seven periods of time pass over it’—
DAN.4.24	“This is the interpretation, O king, and this is the decree of the Most High, which has come upon my lord the king: 
DAN.4.25	You shall be driven away from men, and your dwelling shall be with the wild animals. You shall be given grass to eat like oxen, and wet with the dew of heaven. And seven times shall pass over you, until you have learned that the Most High rules over the kingdom of men and gives it to whomever He chooses. 
DAN.4.26	Inasmuch as they commanded to leave the stump of the tree roots, your kingdom shall be assured to you after you acknowledge that Heaven rules. 
DAN.4.27	Therefore, O king, let my counsel be acceptable to you, and break off your sins by righteousness and your iniquities by showing mercy to the poor, in case there may be a lengthening of your prosperity.”
DAN.4.28	All this came upon King Nebuchadnezzar. 
DAN.4.29	At the end of twelve months he walked on 
DAN.4.30	The king spoke, saying, “Is this not Babylon the Great that I myself have built as a royal residence by my mighty power and for the honor of my majesty?”
DAN.4.31	While the word was in the king’s mouth, there fell a voice from heaven: “O King Nebuchadnezzar, to you it is spoken: The kingdom has departed from you! 
DAN.4.32	And you shall be driven away from men, and your dwelling shall be with the animals of the field. You shall be given grass to eat as oxen, and seven periods of time shall pass over you until you know that the Most High rules over the kingdom of men and gives it to whomever He wills.”
DAN.4.33	Immediately the thing was fulfilled concerning Nebuchadnezzar. And he was driven from men and ate grass as oxen, and his body was wet with the dew of heaven until his hairs were grown like eagles’ 
DAN.4.34	But at the end of the days, I, Nebuchadnezzar, lifted up my eyes to heaven, and my understanding returned to me, and I blessed the Most High, and I praised and honored Him who lives forever:
DAN.4.34	 For His dominion is an everlasting dominion,
DAN.4.34	and whose kingdom endures from generation to generation.
DAN.4.35	 And all the inhabitants of the earth
DAN.4.35	are reputed as nothing;
DAN.4.35	and He does according to His will
DAN.4.35	in the army of heaven
DAN.4.35	and among the inhabitants of the earth.
DAN.4.35	And no one can stay His hand or say to Him,
DAN.4.35	“What have You done?”
DAN.4.36	At the same time my reason returned to me. And for the glory of my kingdom, my honor and splendor returned to me. And my counselors and my lords sought me out. Then I was established in my kingdom, and excellent majesty was added to me. 
DAN.4.37	Now I, Nebuchadnezzar, praise and extol and honor the King of heaven, for all His works are true and His ways just, and those who walk in pride He is able to abase.
DAN.5.1	Belshazzar the king made a great feast for a thousand of his lords and drank wine before the thousand. 
DAN.5.2	While he tasted the wine, Belshazzar commanded that they bring in the golden and silver vessels which his father Nebuchadnezzar had taken from the temple which was in Jerusalem, so that the king, and his officials, his wives, and his concubines might drink from them. 
DAN.5.3	Then they brought the golden vessels that were taken out of the temple of the house of God which was at Jerusalem. And the king and his officials, his wives and his concubines drank from them. 
DAN.5.4	They drank wine and praised the gods of gold and of silver, of bronze, of iron, of wood, and of stone.
DAN.5.5	Immediately fingers of a man’s hand appeared and wrote opposite the lampstand on the plaster of the wall of the king’s palace. And the king saw the back of the hand that wrote. 
DAN.5.6	Then the king’s countenance was changed, and his thoughts troubled him, so that the joints of his loins were loosed, and his knees struck against one another.
DAN.5.7	The king cried aloud to bring in the astrologers, the Chaldeans, and the soothsayers. And the king spoke and said to the wise men of Babylon, “Whoever shall read this writing and show me its interpretation shall be clothed with scarlet and have a chain of gold about his neck and shall be the third ruler in the kingdom.”
DAN.5.8	Then all the king’s wise men came in, but they could not read the writing, nor make known to the king its interpretation. 
DAN.5.9	Then King Belshazzar was greatly troubled, and his countenance was changed in him, and his nobles were astonished.
DAN.5.10	Now the queen came into the banquet house because of the words of the king and his nobles. And the queen spoke and said, “O king, live forever. Do not let your thoughts trouble you, or let your countenance be changed. 
DAN.5.11	There is a man in your kingdom in whom is the Spirit of the Holy God. And, in the days of your father, light and understanding and wisdom, like the wisdom of the gods, were found in him. And King Nebuchadnezzar, your father, your father the king, made him master of the magicians, astrologers, Chaldeans, and soothsayers. 
DAN.5.12	Inasmuch as an excellent spirit and knowledge and understanding, interpreting dreams and explanation of enigmas and solving of problems, were found in the same Daniel, whom the king named Belteshazzar, now let Daniel be called, and he will give the interpretation.”
DAN.5.13	Then Daniel was brought in before the king. And the king spoke and said to Daniel, “Are you that Daniel who is one of the sons of the captivity of Judah, whom the king my father brought out of Judah? 
DAN.5.14	Now I have heard of you, that the Spirit of God is in you; and that light, and understanding, and excellent wisdom have been found in you. 
DAN.5.15	Now the wise men, the astrologers, have been brought in before me, that they should read this writing and make known to me its interpretation, but they could not give the interpretation of the matter. 
DAN.5.16	And I have heard of you, that you can give interpretations and solve problems. Now if you can read the writing, and make known to me its interpretation, you shall be clothed with scarlet and have a chain of gold about your neck and shall be the third ruler in the kingdom.”
DAN.5.17	Then Daniel answered and said before the king, “Let your gifts be for yourself, or give your rewards to another. Yet I will read the writing to the king and make known to him the interpretation.
DAN.5.18	“O king, the Most High God gave Nebuchadnezzar your father a kingdom and majesty and glory and honor. 
DAN.5.19	And for the majesty that He gave him, all peoples, nations, and languages trembled and feared before him. Whom he would, he slaughtered, and whom he would, he kept alive; whom he would, he set up, and whom he would, he put down. 
DAN.5.20	But when his heart was lifted up and his mind hardened in pride, he was deposed from his kingly throne and they took his glory from him. 
DAN.5.21	And he was driven from the sons of men, and his heart was made like the animals, and his dwelling was with the wild donkeys. He was given grass to eat like oxen, and his body was wet with the dew of heaven until he knew that the Most High God rules in the kingdom of men, and that He appoints over it whomever He wills.
DAN.5.22	“Yet you, his son, O Belshazzar, have not humbled your heart, though you knew all this; 
DAN.5.23	but have lifted up yourself against the Lord of heaven. And they have brought the vessels of His house before you, and you and your lords, your wives and your concubines, have drunk wine in them. And you have praised the gods of silver and gold, of bronze, iron, wood, and stone, which see not, nor hear, nor know. And the God in whose hand is your breath, and whose are all your ways, you have not glorified. 
DAN.5.24	Then the hand was sent from Him, and this inscription was written.
DAN.5.25	“This is the inscription that was written:
DAN.5.26	“This is the interpretation of the message:
DAN.5.26	M
DAN.5.27	T
DAN.5.28	P
DAN.5.29	Then Belshazzar gave the command, and they clothed Daniel with scarlet and put a chain of gold about his neck, and made a proclamation concerning him, that he should be the third ruler in the kingdom.
DAN.5.30	That same night Belshazzar the king of the Chaldeans was slain. 
DAN.5.31	Then Darius the Mede received the kingdom, being about sixty-two years old.
DAN.6.1	It pleased Darius to set over the kingdom one hundred and twenty officials, so that they would be over the whole kingdom, 
DAN.6.2	and over them three presidents, of whom Daniel was first, so that the officials might give accounts to them and the king not suffer loss. 
DAN.6.3	Then this Daniel was preferred above the presidents and officials because an excellent spirit was in him, and the king thought to set him over the whole realm. 
DAN.6.4	Then the presidents and officials sought to find occasion against Daniel concerning the kingdom, but they could find no occasion or fault because he was faithful; nor was there any error or fault found in him. 
DAN.6.5	Then these men said, “We shall not find any occasion against this Daniel, unless we find it against him concerning the law of his God.”
DAN.6.6	Then these presidents and officials assembled together to the king, and said to him: “King Darius, live forever! 
DAN.6.7	All the presidents of the kingdom, the governors, and the officials, the counselors, and the captains have consulted together to establish a royal statute and to make a firm decree, that whoever shall ask a petition of any god or man for thirty days, save of you, O king, shall be cast into the den of lions. 
DAN.6.8	Now, O king, establish the decree and sign the writing, that it not be changed, according to the law of the Medes and Persians, which may not be altered.” 
DAN.6.9	Therefore King Darius signed the writing, even the decree.
DAN.6.10	Now when Daniel knew that the writing was signed, he went into his house. And his windows being open in his chamber toward Jerusalem, he kneeled on his knees three times a day, and prayed, and gave thanks before his God, as he had been doing previously. 
DAN.6.11	Then these men assembled and found Daniel praying and making supplication before his God. 
DAN.6.12	Then they came near and spoke before the king concerning the king’s decree: “Have you not signed a decree, that every man who asks a petition of any god or man within thirty days, save of you, O king, shall be cast into the den of lions?”
DAN.6.12	The king answered and said, “The thing is true, according to the law of the Medes and Persians, which may not be altered.”
DAN.6.13	Then they answered and said before the king, “That Daniel, who is of the sons of the captivity of Judah, does not regard you, O king, or the decree that you have signed, but makes his petition three times a day.” 
DAN.6.14	Then the king, when he heard these words, was sorely displeased with himself and set his heart on Daniel to deliver him. And he labored until sunset to deliver him.
DAN.6.15	Then these men came by agreement to the king and said to the king, “Know, O king, that it is the law of the Medes and Persians that no decree or statute which the king establishes may be changed.”
DAN.6.16	Then the king commanded, and they brought Daniel and cast him into the den of lions. Now the king spoke and said to Daniel, “Your God whom you serve continually, He will deliver you.”
DAN.6.17	A stone was brought and laid upon the mouth of the den, and the king sealed it with his own signet and with the signet of his lords so that nothing might be changed concerning Daniel. 
DAN.6.18	Then the king went to his palace and passed the night fasting, and no instruments of music were brought before him. And his sleep fled from him.
DAN.6.19	Then the king arose very early in the morning and went in haste to the den of lions. 
DAN.6.20	When he came to the den, he cried with a voice full of sorrow to Daniel. And the king spoke and said to Daniel, “Daniel, servant of the living God, has your God whom you serve continually been able to deliver you from the lions?”
DAN.6.21	Then Daniel said to the king, “O king, live forever! 
DAN.6.22	My God has sent His angel and has shut the lions’ mouths so that they have not hurt me, because innocence was found in me before Him; and also before you, O king, I have done no harm.”
DAN.6.23	Then the king was exceeding glad for him and commanded that they take Daniel up out of the den. So Daniel was taken up out of the den, and no manner of harm was found on him, because he believed in his God.
DAN.6.24	Then the king commanded, and they brought those men who had accused Daniel, and they cast them into the den of lions—them, their children, and their wives. And the lions overpowered them and broke all their bones in pieces before they came to the bottom of the den.
DAN.6.25	Then King Darius wrote:
DAN.6.25	To all peoples, nations, and languages that dwell in all the earth:
DAN.6.25	“Peace be multiplied unto you.
DAN.6.26	“I make a decree that in every dominion of my kingdom men are to fear and tremble before the God of Daniel.
DAN.6.26	 “For He is the living God,
DAN.6.26	enduring forever;
DAN.6.26	His kingdom shall never be destroyed,
DAN.6.26	and His dominion shall be forever.
DAN.6.27	 He delivers and rescues,
DAN.6.27	and He works signs and wonders
DAN.6.27	in heaven and on earth,
DAN.6.27	who has delivered Daniel
DAN.6.27	from the power of the lions.”
DAN.6.28	So this Daniel prospered in the reign of Darius and in the reign of Cyrus the Persian.
DAN.7.1	In the first year of Belshazzar king of Babylon, Daniel had a dream and visions of his mind 
DAN.7.2	Daniel spoke and said: I saw in my vision by night the four winds of the heaven striving upon the 
DAN.7.3	Four great beasts came up from the sea, diverse from one another.
DAN.7.4	The first was like a lion and had eagle’s wings. I watched until its wings were plucked and it was lifted up from the earth and made to stand on the feet as a man, and a man’s heart was given to it.
DAN.7.5	Another beast appeared, a second, like a bear, and it raised itself up on one side, and it had three ribs in its mouth between its teeth. And they said to it, “Arise, devour much flesh.”
DAN.7.6	After this I looked and there was another, like a leopard, which had on its back four wings of a fowl. The beast also had four heads. And dominion was given to it.
DAN.7.7	After this I saw in the visions at night a fourth beast, dreadful and terrible, and exceedingly strong. And it had great iron teeth. It devoured and broke in pieces, and stamped the rest with its feet. And it was different from all the beasts that were before it, and it had ten horns.
DAN.7.8	I considered the horns, when there came up among them another little horn before whom three of the first horns were plucked up by the roots. And there, in this horn, were eyes like the eyes of man, and a mouth speaking great things.
DAN.7.9	I watched until
DAN.7.9	 the thrones were cast down
DAN.7.9	and the Ancient of Days was seated,
DAN.7.9	whose garment was white as snow,
DAN.7.9	and the hair of His head like the pure wool.
DAN.7.9	His throne was like the fiery flame,
DAN.7.9	and its wheels as burning fire.
DAN.7.10	 A fiery stream issued
DAN.7.10	and came out from before Him.
DAN.7.10	A thousand thousands ministered to Him;
DAN.7.10	and ten thousand times ten thousand stood before Him.
DAN.7.10	The judgment was set,
DAN.7.10	and the books were opened.
DAN.7.11	Then I watched because of the sound of the boastful words which the horn was speaking. I watched even until the beast was slain, and his body destroyed and given to the burning flame. 
DAN.7.12	As for the rest of the beasts, they had their dominion taken away; yet their lives were prolonged for a season and time.
DAN.7.13	I saw in the night visions, and there was one like a Son of Man coming with the clouds of heaven. He came to the Ancient of Days and was presented before Him. 
DAN.7.14	There was given to Him dominion, and glory, and a kingdom, that all peoples, nations, and languages should serve Him. His dominion is an everlasting dominion, which shall not pass away, and His kingdom that which shall not be destroyed.
DAN.7.15	I, Daniel, was grieved in my spirit in the midst of my body, and the visions of my head troubled me. 
DAN.7.16	I approached one of those who were standing by and asked him the truth of all this.
DAN.7.16	So he told me and made known to me the interpretation of these things. 
DAN.7.17	“These great beasts, which are four, are four kings which shall arise out of the earth. 
DAN.7.18	But the saints of the Most High shall take the kingdom and possess the kingdom forever, even forever and ever.”
DAN.7.19	Then I desired to know the truth of the fourth beast, which was different from all the others, exceeding dreadful, whose teeth were of iron and its nails of bronze, and which devoured, broke in pieces, and stamped the rest with its feet; 
DAN.7.20	and of the ten horns that were in its head, and of the other which came up, and before whom three fell, even of that horn that had eyes and a mouth that spoke boastful words, whose look was more stout than its fellows. 
DAN.7.21	I beheld, and the same horn was warring with the saints and prevailing against them 
DAN.7.22	until the Ancient of Days came, and judgment was passed in favor of the saints of the Most High, and the time came when the saints possessed the kingdom.
DAN.7.23	Thus he said: “The fourth beast shall be the fourth kingdom upon earth, which shall be different from all kingdoms, and shall devour the whole earth and shall tread it down and break it in pieces. 
DAN.7.24	The ten horns out of this kingdom are ten kings that shall arise; and another shall rise after them, and he shall be different from the first, and he shall subdue three kings. 
DAN.7.25	He shall speak words against the Most High and shall wear out the saints of the Most High and plan to change times and law. And they shall be given into his hand until a time and times and half a time.
DAN.7.26	“But the court shall sit for judgment, and they shall take away his dominion, to consume and to destroy it forever. 
DAN.7.27	Then the kingdom and dominion, and the greatness of all the kingdoms under the whole heaven, shall be given to the people of the saints of the Most High, whose kingdom is an everlasting kingdom, and all dominions shall serve and obey Him.”
DAN.7.28	At this point the matter ended. As for me, Daniel, my thoughts troubled me much, and my countenance changed in me; but I kept the matter in my heart.
DAN.8.1	In the third year of the reign of King Belshazzar a vision appeared to me, even to me Daniel, after that which appeared to me at the first. 
DAN.8.2	I saw in the vision, and while I was looking, I was at Susa in the palace which is in the province of Elam. And I saw in the vision that I was by the canal of Ulai. 
DAN.8.3	Then I lifted up my eyes and looked, and there stood before the river a ram which had two horns, and the two horns were high. But one was higher than the other, and the higher one came up last. 
DAN.8.4	I saw the ram pushing westward and northward and southward, so that no animal might stand before him; nor was there any that could deliver out of his hand, but he did according to his will and became great.
DAN.8.5	As I was considering this, suddenly a male goat came from the west across the face of the whole earth and did not touch the ground. And the goat had a notable horn between his eyes. 
DAN.8.6	He came to the ram that had two horns, which I had seen standing before the river, and ran to him in the fury of his power. 
DAN.8.7	I saw him come close to the ram, and he was moved with rage against him, and struck the ram and broke his two horns. And there was no power in the ram to stand before him, but he cast him down to the ground and stamped on him. And there was none who could deliver the ram out of his hand. 
DAN.8.8	Therefore the male goat grew very great. And when he was strong, the great horn was broken, and four conspicuous 
DAN.8.9	Out of one of them came a little horn, which grew exceedingly great toward the south, toward the east, and toward the Pleasant 
DAN.8.10	It grew great, even to the host of heaven. And it cast down some of the host and of the stars to the ground and stamped upon them. 
DAN.8.11	Indeed, he magnified himself even to the Prince of the host, and from Him the daily sacrifice was taken away, and the place of His sanctuary was cast down. 
DAN.8.12	Because of rebellion, an army was given 
DAN.8.13	Then I heard one saint speaking, and another saint said to that certain saint which spoke, “How long shall be the vision concerning the daily sacrifice and the transgression of desolation, the giving of both the sanctuary and the host to be trodden under foot?”
DAN.8.14	And he said to me, “For two thousand three hundred evenings and mornings. Then the sanctuary shall be cleansed properly.”
DAN.8.15	When I, Daniel, had seen the vision, I sought for the meaning. Then there before me stood one who had the appearance of a man. 
DAN.8.16	I heard a man’s voice between 
DAN.8.17	So he came near where I stood. And when he came, I was afraid and fell upon my face; but he said to me, “Understand, son of man, that the vision deals with the time of the end.”
DAN.8.18	Now as he was speaking with me, I was in a deep sleep with my face toward the ground. But he touched me and set me upright.
DAN.8.19	He said, “Listen, I will make you know what shall be in the final period of the indignation, for the end shall be at the appointed time. 
DAN.8.20	The ram which you saw having two horns represents the kings of Media and Persia. 
DAN.8.21	The rough goat is the king of Greece, and the great horn that is between his eyes is the first king. 
DAN.8.22	Now the broken horn and the four horns that stood up in its place are four kingdoms that shall stand up out of his nation, but not with his power.
DAN.8.23	“In the latter time of their kingdom, when the transgressors have reached their limit, a king will arise, having a fierce countenance, skilled in intrigue. 
DAN.8.24	His power shall be mighty, but not by his own power. And he shall destroy wonderfully and shall prosper and practice his will and shall destroy the mighty men and the holy people. 
DAN.8.25	By his cunning, he shall cause deceit to succeed under his hand, and he shall magnify himself in his heart. He shall destroy many in a time of peace. He shall also rise up against the Prince of princes; but he shall be broken, not by human hands.
DAN.8.26	“And the vision of the evenings and the mornings, which was told, is true. Therefore shut up the vision, for it deals with many days 
DAN.8.27	Then I, Daniel, fainted and was sick for some days. Afterward I rose up again and did the king’s business. So I was astonished at the vision, but there was none to explain it.
DAN.9.1	In the first year of Darius the son of Ahasuerus of the lineage of the Medes, who was made king over the realm of the Chaldeans, 
DAN.9.2	in the first year of his reign, I, Daniel, observed in the books the number of the years which 
DAN.9.3	I set my face toward the Lord God to seek by prayer and supplications with fasting and sackcloth and ashes.
DAN.9.4	And I prayed to the 
DAN.9.4	“Alas, O Lord, the great and dreadful God, keeping His covenant and mercy to those who love Him, and to those who keep His commandments. 
DAN.9.5	We have sinned and have committed iniquity and have done wickedly and have rebelled, even by departing from Your precepts and from Your judgments. 
DAN.9.6	We have not listened to Your servants the prophets, who spoke in Your name to our kings, our officials, and our fathers, and to all the people of the land.
DAN.9.7	“O Lord, righteousness belongs to You, but to us shame of face, as it is this day, to the men of Judah and to the inhabitants of Jerusalem and to all Israel, who are near and who are far off, through all the countries wherever You have driven them, because of their trespass that they have trespassed against You. 
DAN.9.8	O Lord, to us belongs shame of face, to our kings, to our officials, and to our fathers, because we have sinned against You. 
DAN.9.9	To the Lord our God belong mercies and forgiveness, though we have rebelled against Him. 
DAN.9.10	We have not obeyed the voice of the 
DAN.9.11	Indeed, all Israel has transgressed Your law, even by departing that they might not obey Your voice.
DAN.9.11	“Therefore the curse has been poured upon us, and the oath that is written in the Law of Moses the servant of God, because we have sinned against Him. 
DAN.9.12	He has confirmed His words, which He had spoken against us and against our judges who judged us, by bringing on us great calamity. For under the whole heaven there has not been done such as has been done to Jerusalem. 
DAN.9.13	As it is written in the Law of Moses, great calamity has come on us. Yet we have not sought the favor of the 
DAN.9.14	Therefore, the 
DAN.9.15	“Now, O Lord our God, who brought Your people out of the land of Egypt with a mighty hand, and made Yourself a name, even to this day, we have sinned, we have done wickedly. 
DAN.9.16	O Lord, according to all Your righteousness, I beseech You, let Your anger and Your fury be turned away from Your city Jerusalem, Your holy mountain, because for our sins and for the iniquities of our fathers, Jerusalem and Your people have become a reproach to all who are around us.
DAN.9.17	“Now therefore, O God, hear the prayer of Your servant and his supplications, and for Your sake, O Lord, cause Your face to shine upon Your sanctuary, which is desolate. 
DAN.9.18	O my God, incline Your ear and hear. Open Your eyes and look at our desolations and the city which is called by Your name, for we do not present our supplications before You for our righteousness, but for Your great mercies. 
DAN.9.19	O Lord, hear! O Lord, forgive! O Lord, listen and act! Do not defer, for Your own sake, O my God. For Your city and Your people are called by Your name.”
DAN.9.20	While I was speaking and praying and confessing my sin and the sin of my people Israel, and presenting my supplication before the 
DAN.9.21	indeed, while I was speaking in prayer, the man Gabriel, whom I had seen in the vision at the beginning, being caused to fly swiftly, touched me about the time of the evening oblation. 
DAN.9.22	He informed me and talked with me, and said, “Daniel, I have now come to give you insight and understanding. 
DAN.9.23	At the beginning of your supplications the command went out, and I have come to tell you, for you are greatly beloved. Therefore understand the matter and consider the vision:
DAN.9.24	“Seventy weeks have been determined for your people and upon your holy city, to finish the transgression, and to make an end of sins, and to make atonement for iniquity, and to bring in everlasting righteousness, and to seal up the vision and prophecy, and to anoint the Most Holy 
DAN.9.25	“Know therefore and understand that from the going forth of the command to restore and to rebuild Jerusalem until the Prince Messiah shall be seven weeks, and sixty-two weeks. It shall be built again, with plaza and moat, even in times of trouble. 
DAN.9.26	After the sixty-two weeks Messiah shall be cut off and shall have nothing. And the troops of the prince who shall come shall destroy the city and the sanctuary. The end of it shall come with a flood. And until the end of the war desolations are determined. 
DAN.9.27	And he shall make a firm covenant with many for one week. But in the middle of the week he shall cause the sacrifice and the offering to cease. And on the wing of abominations shall come one who makes desolate, until the decreed destruction is poured out on the desolator.”
DAN.10.1	In the third year of Cyrus king of Persia a message was revealed to Daniel, whose name was called Belteshazzar, and the message was true and one of great conflict. And he understood the message and had understanding of the vision.
DAN.10.2	In those days I, Daniel, was mourning three full weeks. 
DAN.10.3	I ate no tasty food, no meat or wine entered my mouth, nor did I anoint myself at all until three whole weeks were fulfilled.
DAN.10.4	On the twenty-fourth day of the first month, as I was by the side of the great river which is Tigris, 
DAN.10.5	I lifted up my eyes and looked and saw a certain man clothed in linen, whose loins were girded with the fine gold of Uphaz. 
DAN.10.6	His body also was like beryl, and his face had the appearance of lightning, and his eyes were like lamps of fire, and his arms and his feet were like the gleam of polished bronze, and the sound of his words like the sound of a tumult.
DAN.10.7	I, Daniel, alone saw the vision, while the men who were with me did not see the vision; but a great quaking fell upon them, so that they fled to hide themselves. 
DAN.10.8	Therefore I was left alone and saw this great vision, and there remained no strength in me, and my countenance grew deathly pale, and I retained no strength. 
DAN.10.9	Yet I heard the sound of his words; and while I heard the sound of his words, then I was in a deep sleep on my face with my face toward the ground.
DAN.10.10	But then a hand touched me, which set me on my knees and on the palms of my hands. 
DAN.10.11	He said to me, “O Daniel, a man greatly beloved, understand the words that I speak to you, and stand upright, for I have been sent to you now.” And when he had spoken this word to me, I stood trembling.
DAN.10.12	Then he said to me, “Do not be afraid, Daniel. For from the first day that you set your heart to understand this and to humble yourself before your God, your words were heard, and I have come because of your words. 
DAN.10.13	But the prince of the kingdom of Persia withstood me for twenty-one days. So Michael, one of the chief princes, came to help me, for I had been left there with the kings of Persia. 
DAN.10.14	Now I have come to make you understand what shall befall your people in the latter days. For the vision is yet for many days.”
DAN.10.15	When he had spoken such words to me, I set my face toward the ground, and I became mute. 
DAN.10.16	Then one in the likeness of the sons of men touched my lips. Then I opened my mouth and spoke and said to him who stood before me, “O my lord, because of the vision, sorrows have come upon me, and I have retained no strength. 
DAN.10.17	How can the servant of my lord talk with you, my lord? And as for me, there remains no strength in me now, nor is there any breath left in me.”
DAN.10.18	Then again, the one having the appearance of a man came and touched me, and he strengthened me. 
DAN.10.19	He said, “O man, greatly beloved, do not fear. Peace be unto you. Be strong and courageous!”
DAN.10.19	When he spoke to me, I was strengthened and said, “Let my lord speak, for you have strengthened me.”
DAN.10.20	Then he said, “Do you understand why I have come to you? But now I shall return to fight against the prince of Persia, and when I have gone forth, then truly the prince of Greece will come. 
DAN.10.21	But I will show you what is inscribed in the Scripture of Truth. Yet there is no one who stands firmly with me against these forces, except Michael your prince.
DAN.11.1	#“Also, in the first year of Darius the Mede, I, even I, stood to confirm and to strengthen him.
DAN.11.2	“And now I will tell you the truth. Truly, there shall stand up yet three kings in Persia, and the fourth shall be far richer than all of them; and by his strength, through his riches, he shall stir up all against the realm of Greece. 
DAN.11.3	A mighty king shall stand up who shall rule with great dominion and do according to his will. 
DAN.11.4	When he shall stand up, his kingdom shall be broken and shall be divided toward the four winds of heaven, but not to his posterity, nor according to his dominion which he ruled. For his kingdom shall be plucked up, even for others besides them.
DAN.11.5	“The king of the South shall be strong, as well as one of his officials who shall be strong above him and have dominion. His dominion shall be a great dominion. 
DAN.11.6	In the end of some years they shall join themselves together. For the king’s daughter of the South shall come to the king of the North to make an agreement. But she shall not retain her position of power, and neither he nor his power shall stand. But she shall be given up with those who brought her and with him who fathered her and with him who strengthened her in those times.
DAN.11.7	“But out of a branch of her roots shall one stand up in his place, who shall come with an army and shall enter the fortress of the king of the North and shall deal against them and shall prevail. 
DAN.11.8	And he shall also carry captive into Egypt their gods, with their officials, and with their precious vessels of silver and of gold. And he shall continue more years than the king of the North, 
DAN.11.9	who will enter the kingdom of the king of the South, but shall return to his own land. 
DAN.11.10	His sons shall wage war and assemble a multitude of armed forces. One shall advance like a flood and pass through, and again shall wage the war as far as his fortress.
DAN.11.11	“The king of the South shall be moved with rage, and shall go out and fight with him, with the king of the North, who shall raise a great multitude; but that multitude shall be given into his 
DAN.11.12	When he has taken away the multitude, his heart shall be lifted up; and he shall cast down many ten thousands, but he shall not be strengthened by it. 
DAN.11.13	For the king of the North shall return and shall raise a multitude greater than the former, and shall certainly come after certain years with a great army and with much equipment.
DAN.11.14	“In those times many shall stand up against the king of the South. Also the ­robbers of your people shall exalt themselves to fulfill the vision, but they shall fall. 
DAN.11.15	Then the king of the North shall come and set up a siege mound and capture a fortified city. And the forces of the South shall not withstand him; neither shall his chosen best troops have strength to resist. 
DAN.11.16	But he who comes against him shall do according to his own will, and none shall stand before him. And he shall stand in the Pleasant Land, which shall be consumed by his hand. 
DAN.11.17	He shall also set his face to enter with the strength of his whole kingdom, bringing with him a proposal of peace which he shall put into effect. And he shall give him the daughter of women to corrupt it. But she shall not stand on his side or be for him. 
DAN.11.18	After this he shall turn his face to the coastlands and shall capture many. But a commander shall put a stop to his reproach against him, and he shall repay him for his reproach. 
DAN.11.19	Then he shall turn his face toward the fortresses of his own land, but shall stumble and fall and not be found any more.
DAN.11.20	“Then one shall stand up in his place who shall send an oppressor in the glory of his kingdom. But within a few days he shall be destroyed, but not in anger or in battle.
DAN.11.21	“In his place a vile person shall stand up, to whom they shall not give the honor of the kingdom. But he shall come in peaceably and obtain the kingdom by flatteries. 
DAN.11.22	A flood of armies shall be swept away before him and be broken, and the prince of the covenant as well. 
DAN.11.23	After the league 
DAN.11.24	He shall enter peaceably even upon the richest places of the realm. And he shall do that which his fathers have not done, nor his fathers’ fathers. He shall distribute among them the plunder and spoil and riches. And he shall plan his devices against the strongholds, but only for a time.
DAN.11.25	“He shall stir up his power and his courage against the king of the South with a great army. And the king of the South shall be stirred up to battle with a very great and mighty army. But he shall not stand, for schemes shall be devised against him. 
DAN.11.26	Indeed, those who eat his choice food shall destroy him, and his army shall overflow, and many shall fall down slain. 
DAN.11.27	As for both of these kings, their hearts shall plan on mischief, and they shall speak lies to one another at one table. But it shall not prosper, for the end shall yet be at the appointed time. 
DAN.11.28	While turning back to his land with great wealth, his heart shall be against the holy covenant. He shall 
DAN.11.29	“At the appointed time he shall return and come into the south, but this latter time shall not be as the former. 
