GEN.1.1	In the beginning God created the heavens and the earth.
NEH.8.5	Ezra stood on the platform in full view of all the people. When they saw him open the book, they all rose to their feet.
NEH.8.6	Then Ezra praised the 
NEH.8.7	The Levites—Jeshua, Bani, Sherebiah, Jamin, Akkub, Shabbethai, Hodiah, Maaseiah, Kelita, Azariah, Jozabad, Hanan, and Pelaiah—then instructed the people in the Law while everyone remained in their places. 
NEH.8.8	They read from the Book of the Law of God and clearly explained the meaning of what was being read, helping the people understand each passage.
NEH.8.9	Then Nehemiah the governor, Ezra the priest and scribe, and the Levites who were interpreting for the people said to them, “Don’t mourn or weep on such a day as this! For today is a sacred day before the 
NEH.8.10	And Nehemiah
NEH.8.11	And the Levites, too, quieted the people, telling them, “Hush! Don’t weep! For this is a sacred day.” 
NEH.8.12	So the people went away to eat and drink at a festive meal, to share gifts of food, and to celebrate with great joy because they had heard God’s words and understood them.
NEH.8.13	On October 9
NEH.8.14	As they studied the Law, they discovered that the 
NEH.8.15	He had said that a proclamation should be made throughout their towns and in Jerusalem, telling the people to go to the hills to get branches from olive, wild olive,
NEH.8.16	So the people went out and cut branches and used them to build shelters on the roofs of their houses, in their courtyards, in the courtyards of God’s Temple, or in the squares just inside the Water Gate and the Ephraim Gate. 
NEH.8.17	So everyone who had returned from captivity lived in these shelters during the festival, and they were all filled with great joy! The Israelites had not celebrated like this since the days of Joshua
NEH.8.18	Ezra read from the Book of the Law of God on each of the seven days of the festival. Then on the eighth day they held a solemn assembly, as was required by law.
NEH.9.1	On October 31
NEH.9.2	Those of Israelite descent separated themselves from all foreigners as they confessed their own sins and the sins of their ancestors. 
NEH.9.3	They remained standing in place for three hours
NEH.9.4	The Levites—Jeshua, Bani, Kadmiel, Shebaniah, Bunni, Sherebiah, Bani, and Kenani—stood on the stairway of the Levites and cried out to the 
NEH.9.5	Then the leaders of the Levites—Jeshua, Kadmiel, Bani, Hashabneiah, Sherebiah, Hodiah, Shebaniah, and Pethahiah—called out to the people: “Stand up and praise the 
NEH.9.5	“May your glorious name be praised! May it be exalted above all blessing and praise!
NEH.9.6	“You alone are the 
NEH.9.7	“You are the 
NEH.9.8	When he had proved himself faithful, you made a covenant with him to give him and his descendants the land of the Canaanites, Hittites, Amorites, Perizzites, Jebusites, and Girgashites. And you have done what you promised, for you are always true to your word.
NEH.9.9	“You saw the misery of our ancestors in Egypt, and you heard their cries from beside the Red Sea.
NEH.9.10	You displayed miraculous signs and wonders against Pharaoh, his officials, and all his people, for you knew how arrogantly they were treating our ancestors. You have a glorious reputation that has never been forgotten. 
NEH.9.11	You divided the sea for your people so they could walk through on dry land! And then you hurled their enemies into the depths of the sea. They sank like stones beneath the mighty waters. 
NEH.9.12	You led our ancestors by a pillar of cloud during the day and a pillar of fire at night so that they could find their way.
NEH.9.13	“You came down at Mount Sinai and spoke to them from heaven. You gave them regulations and instructions that were just, and decrees and commands that were good. 
NEH.9.14	You instructed them concerning your holy Sabbath. And you commanded them, through Moses your servant, to obey all your commands, decrees, and instructions.
NEH.9.15	“You gave them bread from heaven when they were hungry and water from the rock when they were thirsty. You commanded them to go and take possession of the land you had sworn to give them.
NEH.9.16	“But our ancestors were proud and stubborn, and they paid no attention to your commands. 
NEH.9.17	They refused to obey and did not remember the miracles you had done for them. Instead, they became stubborn and appointed a leader to take them back to their slavery in Egypt.
NEH.9.18	even when they made an idol shaped like a calf and said, ‘This is your god who brought you out of Egypt!’ They committed terrible blasphemies.
NEH.9.19	“But in your great mercy you did not abandon them to die in the wilderness. The pillar of cloud still led them forward by day, and the pillar of fire showed them the way through the night. 
NEH.9.20	You sent your good Spirit to instruct them, and you did not stop giving them manna from heaven or water for their thirst. 
NEH.9.21	For forty years you sustained them in the wilderness, and they lacked nothing. Their clothes did not wear out, and their feet did not swell!
NEH.9.22	“Then you helped our ancestors conquer kingdoms and nations, and you placed your people in every corner of the land.
NEH.9.23	You made their descendants as numerous as the stars in the sky and brought them into the land you had promised to their ancestors.
NEH.9.24	“They went in and took possession of the land. You subdued whole nations before them. Even the Canaanites, who inhabited the land, were powerless! Your people could deal with these nations and their kings as they pleased. 
NEH.9.25	Our ancestors captured fortified cities and fertile land. They took over houses full of good things, with cisterns already dug and vineyards and olive groves and fruit trees in abundance. So they ate until they were full and grew fat and enjoyed themselves in all your blessings.
NEH.9.26	“But despite all this, they were disobedient and rebelled against you. They turned their backs on your Law, they killed your prophets who warned them to return to you, and they committed terrible blasphemies. 
NEH.9.27	So you handed them over to their enemies, who made them suffer. But in their time of trouble they cried to you, and you heard them from heaven. In your great mercy, you sent them liberators who rescued them from their enemies.
NEH.9.28	“But as soon as they were at peace, your people again committed evil in your sight, and once more you let their enemies conquer them. Yet whenever your people turned and cried to you again for help, you listened once more from heaven. In your wonderful mercy, you rescued them many times!
NEH.9.29	“You warned them to return to your Law, but they became proud and obstinate and disobeyed your commands. They did not follow your regulations, by which people will find life if only they obey. They stubbornly turned their backs on you and refused to listen. 
NEH.9.30	In your love, you were patient with them for many years. You sent your Spirit, who warned them through the prophets. But still they wouldn’t listen! So once again you allowed the peoples of the land to conquer them. 
NEH.9.31	But in your great mercy, you did not destroy them completely or abandon them forever. What a gracious and merciful God you are!
NEH.9.32	“And now, our God, the great and mighty and awesome God, who keeps his covenant of unfailing love, do not let all the hardships we have suffered seem insignificant to you. Great trouble has come upon us and upon our kings and leaders and priests and prophets and ancestors—all of your people—from the days when the kings of Assyria first triumphed over us until now. 
NEH.9.33	Every time you punished us you were being just. We have sinned greatly, and you gave us only what we deserved. 
NEH.9.34	Our kings, leaders, priests, and ancestors did not obey your Law or listen to the warnings in your commands and laws. 
NEH.9.35	Even while they had their own kingdom, they did not serve you, though you showered your goodness on them. You gave them a large, fertile land, but they refused to turn from their wickedness.
NEH.9.36	“So now today we are slaves in the land of plenty that you gave our ancestors for their enjoyment! We are slaves here in this good land. 
NEH.9.37	The lush produce of this land piles up in the hands of the kings whom you have set over us because of our sins. They have power over us and our livestock. We serve them at their pleasure, and we are in great misery.”
NEH.9.38	The people responded, “In view of all this,
NEH.10.1	The document was ratified and sealed with the following names:
NEH.10.1	The governor:
NEH.10.1	Nehemiah son of Hacaliah, and also Zedekiah.
NEH.10.2	The following priests:
NEH.10.2	Seraiah, Azariah, Jeremiah, 
NEH.10.3	Pashhur, Amariah, Malkijah, 
NEH.10.4	Hattush, Shebaniah, Malluch, 
NEH.10.5	Harim, Meremoth, Obadiah, 
NEH.10.6	Daniel, Ginnethon, Baruch, 
NEH.10.7	Meshullam, Abijah, Mijamin, 
NEH.10.8	Maaziah, Bilgai, and Shemaiah. These were the priests.
NEH.10.9	The following Levites:
NEH.10.9	Jeshua son of Azaniah, Binnui from the family of Henadad, Kadmiel, 
NEH.10.10	and their fellow Levites: Shebaniah, Hodiah, Kelita, Pelaiah, Hanan, 
NEH.10.11	Mica, Rehob, Hashabiah, 
NEH.10.12	Zaccur, Sherebiah, Shebaniah, 
NEH.10.13	Hodiah, Bani, and Beninu.
NEH.10.14	The following leaders:
NEH.10.14	Parosh, Pahath-moab, Elam, Zattu, Bani, 
NEH.10.15	Bunni, Azgad, Bebai, 
NEH.10.16	Adonijah, Bigvai, Adin, 
NEH.10.17	Ater, Hezekiah, Azzur, 
NEH.10.18	Hodiah, Hashum, Bezai, 
NEH.10.19	Hariph, Anathoth, Nebai, 
NEH.10.20	Magpiash, Meshullam, Hezir, 
NEH.10.21	Meshezabel, Zadok, Jaddua, 
NEH.10.22	Pelatiah, Hanan, Anaiah, 
NEH.10.23	Hoshea, Hananiah, Hasshub, 
NEH.10.24	Hallohesh, Pilha, Shobek, 
NEH.10.25	Rehum, Hashabnah, Maaseiah, 
NEH.10.26	Ahiah, Hanan, Anan, 
NEH.10.27	Malluch, Harim, and Baanah.
NEH.10.28	Then the rest of the people—the priests, Levites, gatekeepers, singers, Temple servants, and all who had separated themselves from the pagan people of the land in order to obey the Law of God, together with their wives, sons, daughters, and all who were old enough to understand—
NEH.10.29	joined their leaders and bound themselves with an oath. They swore a curse on themselves if they failed to obey the Law of God as issued by his servant Moses. They solemnly promised to carefully follow all the commands, regulations, and decrees of the 
NEH.10.30	“We promise not to let our daughters marry the pagan people of the land, and not to let our sons marry their daughters.
NEH.10.31	“We also promise that if the people of the land should bring any merchandise or grain to be sold on the Sabbath or on any other holy day, we will refuse to buy it. Every seventh year we will let our land rest, and we will cancel all debts owed to us.
NEH.10.32	“In addition, we promise to obey the command to pay the annual Temple tax of one-eighth of an ounce of silver
NEH.10.33	This will provide for the Bread of the Presence; for the regular grain offerings and burnt offerings; for the offerings on the Sabbaths, the new moon celebrations, and the annual festivals; for the holy offerings; and for the sin offerings to make atonement for Israel. It will provide for everything necessary for the work of the Temple of our God.
NEH.10.34	“We have cast sacred lots to determine when—at regular times each year—the families of the priests, Levites, and the common people should bring wood to God’s Temple to be burned on the altar of the 
NEH.10.35	“We promise to bring the first part of every harvest to the 
NEH.10.36	We agree to give God our oldest sons and the firstborn of all our herds and flocks, as prescribed in the Law. We will present them to the priests who minister in the Temple of our God. 
NEH.10.37	We will store the produce in the storerooms of the Temple of our God. We will bring the best of our flour and other grain offerings, the best of our fruit, and the best of our new wine and olive oil. And we promise to bring to the Levites a tenth of everything our land produces, for it is the Levites who collect the tithes in all our rural towns.
NEH.10.38	“A priest—a descendant of Aaron—will be with the Levites as they receive these tithes. And a tenth of all that is collected as tithes will be delivered by the Levites to the Temple of our God and placed in the storerooms. 
NEH.10.39	The people and the Levites must bring these offerings of grain, new wine, and olive oil to the storerooms and place them in the sacred containers near the ministering priests, the gatekeepers, and the singers.
NEH.10.39	“We promise together not to neglect the Temple of our God.”
NEH.11.1	The leaders of the people were living in Jerusalem, the holy city. A tenth of the people from the other towns of Judah and Benjamin were chosen by sacred lots to live there, too, while the rest stayed where they were. 
NEH.11.2	And the people commended everyone who volunteered to resettle in Jerusalem.
NEH.11.3	Here is a list of the names of the provincial officials who came to live in Jerusalem. (Most of the people, priests, Levites, Temple servants, and descendants of Solomon’s servants continued to live in their own homes in the various towns of Judah, 
NEH.11.4	but some of the people from Judah and Benjamin resettled in Jerusalem.)
NEH.11.4	From the tribe of Judah:
NEH.11.4	Athaiah son of Uzziah, son of Zechariah, son of Amariah, son of Shephatiah, son of Mahalalel, of the family of Perez. 
NEH.11.5	Also Maaseiah son of Baruch, son of Col-hozeh, son of Hazaiah, son of Adaiah, son of Joiarib, son of Zechariah, of the family of Shelah.
NEH.11.6	There were 468 descendants of Perez who lived in Jerusalem—all outstanding men.
NEH.11.7	From the tribe of Benjamin:
NEH.11.7	Sallu son of Meshullam, son of Joed, son of Pedaiah, son of Kolaiah, son of Maaseiah, son of Ithiel, son of Jeshaiah. 
NEH.11.8	After him were Gabbai and Sallai and a total of 928 relatives. 
NEH.11.9	Their chief officer was Joel son of Zicri, who was assisted by Judah son of Hassenuah, second-in-command over the city.
NEH.11.10	From the priests:
NEH.11.10	Jedaiah son of Joiarib; Jakin; 
NEH.11.11	and Seraiah son of Hilkiah, son of Meshullam, son of Zadok, son of Meraioth, son of Ahitub, the supervisor of the Temple of God. 
NEH.11.12	Also 822 of their associates, who worked at the Temple. Also Adaiah son of Jeroham, son of Pelaliah, son of Amzi, son of Zechariah, son of Pashhur, son of Malkijah, 
NEH.11.13	along with 242 of his associates, who were heads of their families. Also Amashsai son of Azarel, son of Ahzai, son of Meshillemoth, son of Immer, 
NEH.11.14	and 128 of his
NEH.11.15	From the Levites:
NEH.11.15	Shemaiah son of Hasshub, son of Azrikam, son of Hashabiah, son of Bunni. 
NEH.11.16	Also Shabbethai and Jozabad, who were in charge of the work outside the Temple of God. 
NEH.11.17	Also Mattaniah son of Mica, son of Zabdi, a descendant of Asaph, who led in thanksgiving and prayer. Also Bakbukiah, who was Mattaniah’s assistant, and Abda son of Shammua, son of Galal, son of Jeduthun. 
NEH.11.18	In all, there were 284 Levites in the holy city.
NEH.11.19	From the gatekeepers:
NEH.11.19	Akkub, Talmon, and 172 of their associates, who guarded the gates.
NEH.11.20	The other priests, Levites, and the rest of the Israelites lived wherever their family inheritance was located in any of the towns of Judah. 
NEH.11.21	The Temple servants, however, whose leaders were Ziha and Gishpa, all lived on the hill of Ophel.
NEH.11.22	The chief officer of the Levites in Jerusalem was Uzzi son of Bani, son of Hashabiah, son of Mattaniah, son of Mica, a descendant of Asaph, whose family served as singers at God’s Temple. 
NEH.11.23	Their daily responsibilities were carried out according to the terms of a royal command.
NEH.11.24	Pethahiah son of Meshezabel, a descendant of Zerah son of Judah, was the royal adviser in all matters of public administration.
NEH.11.25	As for the surrounding villages with their open fields, some of the people of Judah lived in Kiriath-arba with its settlements, Dibon with its settlements, and Jekabzeel with its villages. 
NEH.11.26	They also lived in Jeshua, Moladah, Beth-pelet, 
NEH.11.27	Hazar-shual, Beersheba with its settlements, 
NEH.11.28	Ziklag, and Meconah with its settlements. 
NEH.11.29	They also lived in En-rimmon, Zorah, Jarmuth, 
NEH.11.30	Zanoah, and Adullam with their surrounding villages. They also lived in Lachish with its nearby fields and Azekah with its surrounding villages. So the people of Judah were living all the way from Beersheba in the south to the valley of Hinnom.
NEH.11.31	Some of the people of Benjamin lived at Geba, Micmash, Aija, and Bethel with its settlements. 
NEH.11.32	They also lived in Anathoth, Nob, Ananiah, 
NEH.11.33	Hazor, Ramah, Gittaim, 
NEH.11.34	Hadid, Zeboim, Neballat, 
NEH.11.35	Lod, Ono, and the Valley of Craftsmen.
NEH.11.36	Some of the Levites who lived in Judah were sent to live with the tribe of Benjamin.
NEH.12.1	Here is the list of the priests and Levites who returned with Zerubbabel son of Shealtiel and Jeshua the high priest:
NEH.12.1	Seraiah, Jeremiah, Ezra,
NEH.12.2	Amariah, Malluch, Hattush,
NEH.12.3	Shecaniah, Harim,
NEH.12.4	Iddo, Ginnethon,
NEH.12.5	Miniamin, Moadiah,
NEH.12.6	Shemaiah, Joiarib, Jedaiah,
NEH.12.7	Sallu, Amok, Hilkiah, and Jedaiah.
NEH.12.7	These were the leaders of the priests and their associates in the days of Jeshua.
NEH.12.8	The Levites who returned with them were Jeshua, Binnui, Kadmiel, Sherebiah, Judah, and Mattaniah, who with his associates was in charge of the songs of thanksgiving. 
NEH.12.9	Their associates, Bakbukiah and Unni, stood opposite them during the service.
NEH.12.10	Jeshua the high priest was the father of Joiakim.
NEH.12.10	Joiakim was the father of Eliashib.
NEH.12.10	Eliashib was the father of Joiada.
NEH.12.11	Joiada was the father of Johanan.
NEH.12.11	Johanan was the father of Jaddua.
NEH.12.12	Now when Joiakim was high priest, the family leaders of the priests were as follows:
NEH.12.12	Meraiah was leader of the family of Seraiah.
NEH.12.12	Hananiah was leader of the family of Jeremiah.
NEH.12.13	Meshullam was leader of the family of Ezra.
NEH.12.13	Jehohanan was leader of the family of Amariah.
NEH.12.14	Jonathan was leader of the family of Malluch.
NEH.12.14	Joseph was leader of the family of Shecaniah.
NEH.12.15	Adna was leader of the family of Harim.
NEH.12.15	Helkai was leader of the family of Meremoth.
NEH.12.16	Zechariah was leader of the family of Iddo.
NEH.12.16	Meshullam was leader of the family of Ginnethon.
NEH.12.17	Zicri was leader of the family of Abijah.
NEH.12.17	There was also a
NEH.12.17	Piltai was leader of the family of Moadiah.
NEH.12.18	Shammua was leader of the family of Bilgah.
NEH.12.18	Jehonathan was leader of the family of Shemaiah.
NEH.12.19	Mattenai was leader of the family of Joiarib.
NEH.12.19	Uzzi was leader of the family of Jedaiah.
NEH.12.20	Kallai was leader of the family of Sallu.
NEH.12.20	Eber was leader of the family of Amok.
NEH.12.21	Hashabiah was leader of the family of Hilkiah.
NEH.12.21	Nethanel was leader of the family of Jedaiah.
NEH.12.22	A record of the Levite families was kept during the years when Eliashib, Joiada, Johanan, and Jaddua served as high priest. Another record of the priests was kept during the reign of Darius the Persian.
NEH.12.23	A record of the heads of the Levite families was kept in 
NEH.12.24	These were the family leaders of the Levites: Hashabiah, Sherebiah, Jeshua, Binnui,
NEH.12.25	This included Mattaniah, Bakbukiah, and Obadiah.
NEH.12.25	Meshullam, Talmon, and Akkub were the gatekeepers in charge of the storerooms at the gates. 
NEH.12.26	These all served in the days of Joiakim son of Jeshua, son of Jehozadak,
NEH.12.27	For the dedication of the new wall of Jerusalem, the Levites throughout the land were asked to come to Jerusalem to assist in the ceremonies. They were to take part in the joyous occasion with their songs of thanksgiving and with the music of cymbals, harps, and lyres. 
NEH.12.28	The singers were brought together from the region around Jerusalem and from the villages of the Netophathites. 
NEH.12.29	They also came from Beth-gilgal and the rural areas near Geba and Azmaveth, for the singers had built their own settlements around Jerusalem. 
NEH.12.30	The priests and Levites first purified themselves; then they purified the people, the gates, and the wall.
NEH.12.31	I led the leaders of Judah to the top of the wall and organized two large choirs to give thanks. One of the choirs proceeded southward
NEH.12.32	Hoshaiah and half the leaders of Judah followed them, 
NEH.12.33	along with Azariah, Ezra, Meshullam, 
NEH.12.34	Judah, Benjamin, Shemaiah, and Jeremiah. 
NEH.12.35	Then came some priests who played trumpets, including Zechariah son of Jonathan, son of Shemaiah, son of Mattaniah, son of Micaiah, son of Zaccur, a descendant of Asaph. 
NEH.12.36	And Zechariah’s colleagues were Shemaiah, Azarel, Milalai, Gilalai, Maai, Nethanel, Judah, and Hanani. They used the musical instruments prescribed by David, the man of God. Ezra the scribe led this procession. 
NEH.12.37	At the Fountain Gate they went straight up the steps on the ascent of the city wall toward the City of David. They passed the house of David and then proceeded to the Water Gate on the east.
NEH.12.38	The second choir giving thanks went northward
NEH.12.39	then past the Ephraim Gate to the Old City Gate,
NEH.12.40	The two choirs that were giving thanks then proceeded to the Temple of God, where they took their places. So did I, together with the group of leaders who were with me. 
NEH.12.41	We went together with the trumpet-playing priests—Eliakim, Maaseiah, Miniamin, Micaiah, Elioenai, Zechariah, and Hananiah—
NEH.12.42	and the singers—Maaseiah, Shemaiah, Eleazar, Uzzi, Jehohanan, Malkijah, Elam, and Ezer. They played and sang loudly under the direction of Jezrahiah the choir director.
NEH.12.43	Many sacrifices were offered on that joyous day, for God had given the people cause for great joy. The women and children also participated in the celebration, and the joy of the people of Jerusalem could be heard far away.
NEH.12.44	On that day men were appointed to be in charge of the storerooms for the offerings, the first part of the harvest, and the tithes. They were responsible to collect from the fields outside the towns the portions required by the Law for the priests and Levites. For all the people of Judah took joy in the priests and Levites and their work. 
NEH.12.45	They performed the service of their God and the service of purification, as commanded by David and his son Solomon, and so did the singers and the gatekeepers. 
NEH.12.46	The custom of having choir directors to lead the choirs in hymns of praise and thanksgiving to God began long ago in the days of David and Asaph. 
NEH.12.47	So now, in the days of Zerubbabel and of Nehemiah, all Israel brought a daily supply of food for the singers, the gatekeepers, and the Levites. The Levites, in turn, gave a portion of what they received to the priests, the descendants of Aaron.
NEH.13.1	On that same day, as the Book of Moses was being read to the people, the passage was found that said no Ammonite or Moabite should ever be permitted to enter the assembly of God.
NEH.13.2	For they had not provided the Israelites with food and water in the wilderness. Instead, they hired Balaam to curse them, though our God turned the curse into a blessing. 
NEH.13.3	When this passage of the Law was read, all those of foreign descent were immediately excluded from the assembly.
NEH.13.4	Before this had happened, Eliashib the priest, who had been appointed as supervisor of the storerooms of the Temple of our God and who was also a relative of Tobiah, 
NEH.13.5	had converted a large storage room and placed it at Tobiah’s disposal. The room had previously been used for storing the grain offerings, the frankincense, various articles for the Temple, and the tithes of grain, new wine, and olive oil (which were prescribed for the Levites, the singers, and the gatekeepers), as well as the offerings for the priests.
NEH.13.6	I was not in Jerusalem at that time, for I had returned to King Artaxerxes of Babylon in the thirty-second year of his reign,
NEH.13.7	When I arrived back in Jerusalem, I learned about Eliashib’s evil deed in providing Tobiah with a room in the courtyards of the Temple of God. 
NEH.13.8	I became very upset and threw all of Tobiah’s belongings out of the room. 
NEH.13.9	Then I demanded that the rooms be purified, and I brought back the articles for God’s Temple, the grain offerings, and the frankincense.
NEH.13.10	I also discovered that the Levites had not been given their prescribed portions of food, so they and the singers who were to conduct the worship services had all returned to work their fields. 
NEH.13.11	I immediately confronted the leaders and demanded, “Why has the Temple of God been neglected?” Then I called all the Levites back again and restored them to their proper duties. 
NEH.13.12	And once more all the people of Judah began bringing their tithes of grain, new wine, and olive oil to the Temple storerooms.
NEH.13.13	I assigned supervisors for the storerooms: Shelemiah the priest, Zadok the scribe, and Pedaiah, one of the Levites. And I appointed Hanan son of Zaccur and grandson of Mattaniah as their assistant. These men had an excellent reputation, and it was their job to make honest distributions to their fellow Levites.
NEH.13.14	Remember this good deed, O my God, and do not forget all that I have faithfully done for the Temple of my God and its services.
NEH.13.15	In those days I saw men of Judah treading out their winepresses on the Sabbath. They were also bringing in grain, loading it on donkeys, and bringing their wine, grapes, figs, and all sorts of produce to Jerusalem to sell on the Sabbath. So I rebuked them for selling their produce on that day. 
NEH.13.16	Some men from Tyre, who lived in Jerusalem, were bringing in fish and all kinds of merchandise. They were selling it on the Sabbath to the people of Judah—and in Jerusalem at that!
NEH.13.17	So I confronted the nobles of Judah. “Why are you profaning the Sabbath in this evil way?” I asked. 
NEH.13.18	“Wasn’t it just this sort of thing that your ancestors did that caused our God to bring all this trouble upon us and our city? Now you are bringing even more wrath upon Israel by permitting the Sabbath to be desecrated in this way!”
NEH.13.19	Then I commanded that the gates of Jerusalem should be shut as darkness fell every Friday evening,
NEH.13.20	The merchants and tradesmen with a variety of wares camped outside Jerusalem once or twice. 
NEH.13.21	But I spoke sharply to them and said, “What are you doing out here, camping around the wall? If you do this again, I will arrest you!” And that was the last time they came on the Sabbath. 
NEH.13.22	Then I commanded the Levites to purify themselves and to guard the gates in order to preserve the holiness of the Sabbath.
NEH.13.22	Remember this good deed also, O my God! Have compassion on me according to your great and unfailing love.
NEH.13.23	About the same time I realized that some of the men of Judah had married women from Ashdod, Ammon, and Moab. 
NEH.13.24	Furthermore, half their children spoke the language of Ashdod or of some other people and could not speak the language of Judah at all. 
NEH.13.25	So I confronted them and called down curses on them. I beat some of them and pulled out their hair. I made them swear in the name of God that they would not let their children intermarry with the pagan people of the land.
NEH.13.26	“Wasn’t this exactly what led King Solomon of Israel into sin?” I demanded. “There was no king from any nation who could compare to him, and God loved him and made him king over all Israel. But even he was led into sin by his foreign wives. 
NEH.13.27	How could you even think of committing this sinful deed and acting unfaithfully toward God by marrying foreign women?”
NEH.13.28	One of the sons of Joiada son of Eliashib the high priest had married a daughter of Sanballat the Horonite, so I banished him from my presence.
NEH.13.29	Remember them, O my God, for they have defiled the priesthood and the solemn vows of the priests and Levites.
NEH.13.30	So I purged out everything foreign and assigned tasks to the priests and Levites, making certain that each knew his work. 
NEH.13.31	I also made sure that the supply of wood for the altar and the first portions of the harvest were brought at the proper times.
NEH.13.31	Remember this in my favor, O my God.
EST.1.1	These events happened in the days of King Xerxes,
EST.1.2	At that time Xerxes ruled his empire from his royal throne at the fortress of Susa. 
EST.1.3	In the third year of his reign, he gave a banquet for all his nobles and officials. He invited all the military officers of Persia and Media as well as the princes and nobles of the provinces. 
EST.1.4	The celebration lasted 180 days—a tremendous display of the opulent wealth of his empire and the pomp and splendor of his majesty.
EST.1.5	When it was all over, the king gave a banquet for all the people, from the greatest to the least, who were in the fortress of Susa. It lasted for seven days and was held in the courtyard of the palace garden. 
EST.1.6	The courtyard was beautifully decorated with white cotton curtains and blue hangings, which were fastened with white linen cords and purple ribbons to silver rings embedded in marble pillars. Gold and silver couches stood on a mosaic pavement of porphyry, marble, mother-of-pearl, and other costly stones.
EST.1.7	Drinks were served in gold goblets of many designs, and there was an abundance of royal wine, reflecting the king’s generosity. 
EST.1.8	By edict of the king, no limits were placed on the drinking, for the king had instructed all his palace officials to serve each man as much as he wanted.
EST.1.9	At the same time, Queen Vashti gave a banquet for the women in the royal palace of King Xerxes.
EST.1.10	On the seventh day of the feast, when King Xerxes was in high spirits because of the wine, he told the seven eunuchs who attended him—Mehuman, Biztha, Harbona, Bigtha, Abagtha, Zethar, and Carcas—
EST.1.11	to bring Queen Vashti to him with the royal crown on her head. He wanted the nobles and all the other men to gaze on her beauty, for she was a very beautiful woman. 
EST.1.12	But when they conveyed the king’s order to Queen Vashti, she refused to come. This made the king furious, and he burned with anger.
EST.1.13	He immediately consulted with his wise advisers, who knew all the Persian laws and customs, for he always asked their advice. 
EST.1.14	The names of these men were Carshena, Shethar, Admatha, Tarshish, Meres, Marsena, and Memucan—seven nobles of Persia and Media. They met with the king regularly and held the highest positions in the empire.
EST.1.15	“What must be done to Queen Vashti?” the king demanded. “What penalty does the law provide for a queen who refuses to obey the king’s orders, properly sent through his eunuchs?”
EST.1.16	Memucan answered the king and his nobles, “Queen Vashti has wronged not only the king but also every noble and citizen throughout your empire. 
EST.1.17	Women everywhere will begin to despise their husbands when they learn that Queen Vashti has refused to appear before the king. 
EST.1.18	Before this day is out, the wives of all the king’s nobles throughout Persia and Media will hear what the queen did and will start treating their husbands the same way. There will be no end to their contempt and anger.
EST.1.19	“So if it please the king, we suggest that you issue a written decree, a law of the Persians and Medes that cannot be revoked. It should order that Queen Vashti be forever banished from the presence of King Xerxes, and that the king should choose another queen more worthy than she. 
EST.1.20	When this decree is published throughout the king’s vast empire, husbands everywhere, whatever their rank, will receive proper respect from their wives!”
EST.1.21	The king and his nobles thought this made good sense, so he followed Memucan’s counsel. 
EST.1.22	He sent letters to all parts of the empire, to each province in its own script and language, proclaiming that every man should be the ruler of his own home and should say whatever he pleases.
EST.2.1	But after Xerxes’ anger had subsided, he began thinking about Vashti and what she had done and the decree he had made. 
EST.2.2	So his personal attendants suggested, “Let us search the empire to find beautiful young virgins for the king. 
EST.2.3	Let the king appoint agents in each province to bring these beautiful young women into the royal harem at the fortress of Susa. Hegai, the king’s eunuch in charge of the harem, will see that they are all given beauty treatments. 
EST.2.4	After that, the young woman who most pleases the king will be made queen instead of Vashti.” This advice was very appealing to the king, so he put the plan into effect.
EST.2.5	At that time there was a Jewish man in the fortress of Susa whose name was Mordecai son of Jair. He was from the tribe of Benjamin and was a descendant of Kish and Shimei. 
EST.2.6	His family
EST.2.7	This man had a very beautiful and lovely young cousin, Hadassah, who was also called Esther. When her father and mother died, Mordecai adopted her into his family and raised her as his own daughter.
EST.2.8	As a result of the king’s decree, Esther, along with many other young women, was brought to the king’s harem at the fortress of Susa and placed in Hegai’s care. 
EST.2.9	Hegai was very impressed with Esther and treated her kindly. He quickly ordered a special menu for her and provided her with beauty treatments. He also assigned her seven maids specially chosen from the king’s palace, and he moved her and her maids into the best place in the harem.
EST.2.10	Esther had not told anyone of her nationality and family background, because Mordecai had directed her not to do so. 
EST.2.11	Every day Mordecai would take a walk near the courtyard of the harem to find out about Esther and what was happening to her.
EST.2.12	Before each young woman was taken to the king’s bed, she was given the prescribed twelve months of beauty treatments—six months with oil of myrrh, followed by six months with special perfumes and ointments. 
EST.2.13	When it was time for her to go to the king’s palace, she was given her choice of whatever clothing or jewelry she wanted to take from the harem. 
EST.2.14	That evening she was taken to the king’s private rooms, and the next morning she was brought to the second harem,
EST.2.15	Esther was the daughter of Abihail, who was Mordecai’s uncle. (Mordecai had adopted his younger cousin Esther.) When it was Esther’s turn to go to the king, she accepted the advice of Hegai, the eunuch in charge of the harem. She asked for nothing except what he suggested, and she was admired by everyone who saw her.
EST.2.16	Esther was taken to King Xerxes at the royal palace in early winter
EST.2.17	And the king loved Esther more than any of the other young women. He was so delighted with her that he set the royal crown on her head and declared her queen instead of Vashti. 
EST.2.18	To celebrate the occasion, he gave a great banquet in Esther’s honor for all his nobles and officials, declaring a public holiday for the provinces and giving generous gifts to everyone.
EST.2.19	Even after all the young women had been transferred to the second harem
EST.2.20	Esther continued to keep her family background and nationality a secret. She was still following Mordecai’s directions, just as she did when she lived in his home.
EST.2.21	One day as Mordecai was on duty at the king’s gate, two of the king’s eunuchs, Bigthana
