GEN.1.1	In the beginning God created the heavens and the earth. 
PSA.7.1	save and deliver me from all who pursue me,
PSA.7.2	or they will tear me apart like a lion
PSA.7.2	and rip me to pieces with no one to rescue me.
PSA.7.3	and there is guilt on my hands—
PSA.7.4	if I have repaid my ally with evil
PSA.7.4	or without cause have robbed my foe—
PSA.7.5	then let my enemy pursue and overtake me;
PSA.7.5	let him trample my life to the ground
PSA.7.5	and make me sleep in the dust.
PSA.7.6	Arise, 
PSA.7.6	rise up against the rage of my enemies.
PSA.7.6	Awake, my God; decree justice.
PSA.7.7	Let the assembled peoples gather around you,
PSA.7.7	while you sit enthroned over them on high.
PSA.7.8	Let the 
PSA.7.8	Vindicate me, 
PSA.7.8	according to my integrity, O Most High.
PSA.7.9	Bring to an end the violence of the wicked
PSA.7.9	and make the righteous secure—
PSA.7.9	you, the righteous God
PSA.7.9	who probes minds and hearts.
PSA.7.10	My shield
PSA.7.10	who saves the upright in heart.
PSA.7.11	God is a righteous judge,
PSA.7.11	a God who displays his wrath every day.
PSA.7.12	If he does not relent,
PSA.7.12	he
PSA.7.12	he will bend and string his bow.
PSA.7.13	He has prepared his deadly weapons;
PSA.7.13	he makes ready his flaming arrows.
PSA.7.14	Whoever is pregnant with evil
PSA.7.14	conceives trouble and gives birth to disillusionment.
PSA.7.15	Whoever digs a hole and scoops it out
PSA.7.15	falls into the pit they have made.
PSA.7.16	The trouble they cause recoils on them;
PSA.7.16	their violence comes down on their own heads.
PSA.7.17	I will give thanks to the 
PSA.7.17	I will sing the praises of the name of the 
PSA.8.1	how majestic is your name in all the earth!
PSA.8.1	You have set your glory
PSA.8.1	in the heavens.
PSA.8.2	Through the praise of children and infants
PSA.8.2	you have established a stronghold against your enemies,
PSA.8.2	to silence the foe and the avenger.
PSA.8.3	When I consider your heavens,
PSA.8.3	the work of your fingers,
PSA.8.3	the moon and the stars,
PSA.8.3	which you have set in place,
PSA.8.4	what is mankind that you are mindful of them,
PSA.8.4	human beings that you care for them?
PSA.8.5	You have made them
PSA.8.5	and crowned them
PSA.8.6	You made them rulers over the works of your hands;
PSA.8.6	you put everything under their
PSA.8.7	all flocks and herds,
PSA.8.7	and the animals of the wild,
PSA.8.8	the birds in the sky,
PSA.8.8	and the fish in the sea,
PSA.8.8	all that swim the paths of the seas.
PSA.8.9	how majestic is your name in all the earth!
PSA.9.1	I will give thanks to you, 
PSA.9.1	I will tell of all your wonderful deeds.
PSA.9.2	I will be glad and rejoice in you;
PSA.9.2	I will sing the praises of your name, O Most High.
PSA.9.3	My enemies turn back;
PSA.9.3	they stumble and perish before you.
PSA.9.4	For you have upheld my right and my cause,
PSA.9.4	sitting enthroned as the righteous judge.
PSA.9.5	You have rebuked the nations and destroyed the wicked;
PSA.9.5	you have blotted out their name for ever and ever.
PSA.9.6	Endless ruin has overtaken my enemies,
PSA.9.6	you have uprooted their cities;
PSA.9.6	even the memory of them has perished.
PSA.9.7	The 
PSA.9.7	he has established his throne for judgment.
PSA.9.8	He rules the world in righteousness
PSA.9.8	and judges the peoples with equity.
PSA.9.9	The 
PSA.9.9	a stronghold in times of trouble.
PSA.9.10	Those who know your name trust in you,
PSA.9.10	for you, 
PSA.9.11	Sing the praises of the 
PSA.9.11	proclaim among the nations what he has done.
PSA.9.12	For he who avenges blood remembers;
PSA.9.12	he does not ignore the cries of the afflicted.
PSA.9.13	Have mercy and lift me up from the gates of death,
PSA.9.14	that I may declare your praises
PSA.9.14	in the gates of Daughter Zion,
PSA.9.14	and there rejoice in your salvation.
PSA.9.15	The nations have fallen into the pit they have dug;
PSA.9.15	their feet are caught in the net they have hidden.
PSA.9.16	The 
PSA.9.16	the wicked are ensnared by the work of their hands.
PSA.9.17	The wicked go down to the realm of the dead,
PSA.9.17	all the nations that forget God.
PSA.9.18	But God will never forget the needy;
PSA.9.18	the hope of the afflicted will never perish.
PSA.9.19	Arise, 
PSA.9.19	let the nations be judged in your presence.
PSA.9.20	Strike them with terror, 
PSA.9.20	let the nations know they are only mortal.
PSA.10.1	Why, 
PSA.10.1	Why do you hide yourself in times of trouble?
PSA.10.2	In his arrogance the wicked man hunts down the weak,
PSA.10.2	who are caught in the schemes he devises.
PSA.10.3	He boasts about the cravings of his heart;
PSA.10.3	he blesses the greedy and reviles the 
PSA.10.4	In his pride the wicked man does not seek him;
PSA.10.4	in all his thoughts there is no room for God.
PSA.10.5	His ways are always prosperous;
PSA.10.5	your laws are rejected by
PSA.10.5	he sneers at all his enemies.
PSA.10.6	He says to himself, “Nothing will ever shake me.”
PSA.10.6	He swears, “No one will ever do me harm.”
PSA.10.7	His mouth is full of lies and threats;
PSA.10.7	trouble and evil are under his tongue.
PSA.10.8	He lies in wait near the villages;
PSA.10.8	from ambush he murders the innocent.
PSA.10.8	His eyes watch in secret for his victims;
PSA.10.9	like a lion in cover he lies in wait.
PSA.10.9	He lies in wait to catch the helpless;
PSA.10.9	he catches the helpless and drags them off in his net.
PSA.10.10	His victims are crushed, they collapse;
PSA.10.10	they fall under his strength.
PSA.10.11	He says to himself, “God will never notice;
PSA.10.11	he covers his face and never sees.”
PSA.10.12	Arise, 
PSA.10.12	Do not forget the helpless.
PSA.10.13	Why does the wicked man revile God?
PSA.10.13	Why does he say to himself,
PSA.10.13	“He won’t call me to account”?
PSA.10.14	But you, God, see the trouble of the afflicted;
PSA.10.14	you consider their grief and take it in hand.
PSA.10.14	The victims commit themselves to you;
PSA.10.14	you are the helper of the fatherless.
PSA.10.15	Break the arm of the wicked man;
PSA.10.15	call the evildoer to account for his wickedness
PSA.10.15	that would not otherwise be found out.
PSA.10.16	The 
PSA.10.16	the nations will perish from his land.
PSA.10.17	You, 
PSA.10.17	you encourage them, and you listen to their cry,
PSA.10.18	defending the fatherless and the oppressed,
PSA.10.18	so that mere earthly mortals
PSA.10.18	will never again strike terror.
PSA.11.1	In the 
PSA.11.1	How then can you say to me:
PSA.11.1	“Flee like a bird to your mountain.
PSA.11.2	For look, the wicked bend their bows;
PSA.11.2	they set their arrows against the strings
PSA.11.2	to shoot from the shadows
PSA.11.2	at the upright in heart.
PSA.11.3	When the foundations are being destroyed,
PSA.11.3	what can the righteous do?”
PSA.11.4	The 
PSA.11.4	the 
PSA.11.4	He observes everyone on earth;
PSA.11.4	his eyes examine them.
PSA.11.5	The 
PSA.11.5	but the wicked, those who love violence,
PSA.11.5	he hates with a passion.
PSA.11.6	On the wicked he will rain
PSA.11.6	fiery coals and burning sulfur;
PSA.11.6	a scorching wind will be their lot.
PSA.11.7	For the 
PSA.11.7	he loves justice;
PSA.11.7	the upright will see his face.
PSA.12.1	Help, 
PSA.12.1	those who are loyal have vanished from the human race.
PSA.12.2	Everyone lies to their neighbor;
PSA.12.2	they flatter with their lips
PSA.12.2	but harbor deception in their hearts.
PSA.12.3	May the 
PSA.12.3	and every boastful tongue—
PSA.12.4	those who say,
PSA.12.4	“By our tongues we will prevail;
PSA.12.4	our own lips will defend us—who is lord over us?”
PSA.12.5	“Because the poor are plundered and the needy groan,
PSA.12.5	I will now arise,” says the 
PSA.12.5	“I will protect them from those who malign them.”
PSA.12.6	And the words of the 
PSA.12.6	like silver purified in a crucible,
PSA.12.6	like gold
PSA.12.7	You, 
PSA.12.7	and will protect us forever from the wicked,
PSA.12.8	who freely strut about
PSA.12.8	when what is vile is honored by the human race.
PSA.13.1	How long, 
PSA.13.1	How long will you hide your face from me?
PSA.13.2	How long must I wrestle with my thoughts
PSA.13.2	and day after day have sorrow in my heart?
PSA.13.2	How long will my enemy triumph over me?
PSA.13.3	Look on me and answer, 
PSA.13.3	Give light to my eyes, or I will sleep in death,
PSA.13.4	and my enemy will say, “I have overcome him,”
PSA.13.4	and my foes will rejoice when I fall.
PSA.13.5	But I trust in your unfailing love;
PSA.13.5	my heart rejoices in your salvation.
PSA.13.6	I will sing the 
PSA.13.6	for he has been good to me.
PSA.14.1	The fool
PSA.14.1	“There is no God.”
PSA.14.1	They are corrupt, their deeds are vile;
PSA.14.1	there is no one who does good.
PSA.14.2	The 
PSA.14.2	on all mankind
PSA.14.2	to see if there are any who understand,
PSA.14.2	any who seek God.
PSA.14.3	All have turned away, all have become corrupt;
PSA.14.3	there is no one who does good,
PSA.14.3	not even one.
PSA.14.4	Do all these evildoers know nothing?
PSA.14.4	They devour my people as though eating bread;
PSA.14.4	they never call on the 
PSA.14.5	But there they are, overwhelmed with dread,
PSA.14.5	for God is present in the company of the righteous.
PSA.14.6	You evildoers frustrate the plans of the poor,
PSA.14.6	but the 
PSA.14.7	Oh, that salvation for Israel would come out of Zion!
PSA.14.7	When the 
PSA.14.7	let Jacob rejoice and Israel be glad!
PSA.15.1	Who may live on your holy mountain?
PSA.15.2	The one whose walk is blameless,
PSA.15.2	who does what is righteous,
PSA.15.2	who speaks the truth from their heart;
PSA.15.3	whose tongue utters no slander,
PSA.15.3	who does no wrong to a neighbor,
PSA.15.3	and casts no slur on others;
PSA.15.4	who despises a vile person
PSA.15.4	but honors those who fear the 
PSA.15.4	who keeps an oath even when it hurts,
PSA.15.4	and does not change their mind;
PSA.15.5	who lends money to the poor without interest;
PSA.15.5	who does not accept a bribe against the innocent.
PSA.15.5	Whoever does these things
PSA.15.5	will never be shaken.
PSA.16.1	Keep me safe, my God,
PSA.16.1	for in you I take refuge.
PSA.16.2	I say to the 
PSA.16.2	apart from you I have no good thing.”
PSA.16.3	I say of the holy people who are in the land,
PSA.16.3	“They are the noble ones in whom is all my delight.”
PSA.16.4	Those who run after other gods will suffer more and more.
PSA.16.4	I will not pour out libations of blood to such gods
PSA.16.4	or take up their names on my lips.
PSA.16.5	you make my lot secure.
PSA.16.6	The boundary lines have fallen for me in pleasant places;
PSA.16.6	surely I have a delightful inheritance.
PSA.16.7	I will praise the 
PSA.16.7	even at night my heart instructs me.
PSA.16.8	I keep my eyes always on the 
PSA.16.8	With him at my right hand, I will not be shaken.
PSA.16.9	Therefore my heart is glad and my tongue rejoices;
PSA.16.9	my body also will rest secure,
PSA.16.10	because you will not abandon me to the realm of the dead,
PSA.16.10	nor will you let your faithful
PSA.16.11	You make known to me the path of life;
PSA.16.11	you will fill me with joy in your presence,
PSA.16.11	with eternal pleasures at your right hand.
PSA.17.1	Hear me, 
PSA.17.1	listen to my cry.
PSA.17.1	Hear my prayer—
PSA.17.1	it does not rise from deceitful lips.
PSA.17.2	Let my vindication come from you;
PSA.17.2	may your eyes see what is right.
PSA.17.3	Though you probe my heart,
PSA.17.3	though you examine me at night and test me,
PSA.17.3	you will find that I have planned no evil;
PSA.17.3	my mouth has not transgressed.
PSA.17.4	Though people tried to bribe me,
PSA.17.4	I have kept myself from the ways of the violent
PSA.17.4	through what your lips have commanded.
PSA.17.5	My steps have held to your paths;
PSA.17.5	my feet have not stumbled.
PSA.17.6	I call on you, my God, for you will answer me;
PSA.17.6	turn your ear to me and hear my prayer.
PSA.17.7	Show me the wonders of your great love,
PSA.17.7	you who save by your right hand
PSA.17.7	those who take refuge in you from their foes.
PSA.17.8	Keep me as the apple of your eye;
PSA.17.8	hide me in the shadow of your wings
PSA.17.9	from the wicked who are out to destroy me,
PSA.17.9	from my mortal enemies who surround me.
PSA.17.10	They close up their callous hearts,
PSA.17.10	and their mouths speak with arrogance.
PSA.17.11	They have tracked me down, they now surround me,
PSA.17.11	with eyes alert, to throw me to the ground.
PSA.17.12	They are like a lion hungry for prey,
PSA.17.12	like a fierce lion crouching in cover.
PSA.17.13	Rise up, 
PSA.17.13	with your sword rescue me from the wicked.
PSA.17.14	By your hand save me from such people, 
PSA.17.14	from those of this world whose reward is in this life.
PSA.17.14	May what you have stored up for the wicked fill their bellies;
PSA.17.14	may their children gorge themselves on it,
PSA.17.14	and may there be leftovers for their little ones.
PSA.17.15	As for me, I will be vindicated and will see your face;
PSA.17.15	when I awake, I will be satisfied with seeing your likeness.
PSA.18.1	I love you, 
PSA.18.2	The 
PSA.18.2	my God is my rock, in whom I take refuge,
PSA.18.2	my shield
PSA.18.3	I called to the 
PSA.18.3	and I have been saved from my enemies.
PSA.18.4	The cords of death entangled me;
PSA.18.4	the torrents of destruction overwhelmed me.
PSA.18.5	The cords of the grave coiled around me;
PSA.18.5	the snares of death confronted me.
PSA.18.6	In my distress I called to the 
PSA.18.6	I cried to my God for help.
PSA.18.6	From his temple he heard my voice;
PSA.18.6	my cry came before him, into his ears.
PSA.18.7	The earth trembled and quaked,
PSA.18.7	and the foundations of the mountains shook;
PSA.18.7	they trembled because he was angry.
PSA.18.8	Smoke rose from his nostrils;
PSA.18.8	consuming fire came from his mouth,
PSA.18.8	burning coals blazed out of it.
PSA.18.9	He parted the heavens and came down;
PSA.18.9	dark clouds were under his feet.
PSA.18.10	He mounted the cherubim and flew;
PSA.18.10	he soared on the wings of the wind.
PSA.18.11	He made darkness his covering, his canopy around him—
PSA.18.11	the dark rain clouds of the sky.
PSA.18.12	Out of the brightness of his presence clouds advanced,
PSA.18.12	with hailstones and bolts of lightning.
PSA.18.13	The 
PSA.18.13	the voice of the Most High resounded.
PSA.18.14	He shot his arrows and scattered the enemy,
PSA.18.14	with great bolts of lightning he routed them.
PSA.18.15	The valleys of the sea were exposed
PSA.18.15	and the foundations of the earth laid bare
PSA.18.15	at your rebuke, 
PSA.18.15	at the blast of breath from your nostrils.
PSA.18.16	He reached down from on high and took hold of me;
PSA.18.16	he drew me out of deep waters.
PSA.18.17	He rescued me from my powerful enemy,
PSA.18.17	from my foes, who were too strong for me.
PSA.18.18	They confronted me in the day of my disaster,
PSA.18.18	but the 
PSA.18.19	He brought me out into a spacious place;
PSA.18.19	he rescued me because he delighted in me.
PSA.18.20	The 
PSA.18.20	according to the cleanness of my hands he has rewarded me.
PSA.18.21	For I have kept the ways of the 
PSA.18.21	I am not guilty of turning from my God.
PSA.18.22	All his laws are before me;
PSA.18.22	I have not turned away from his decrees.
PSA.18.23	I have been blameless before him
PSA.18.23	and have kept myself from sin.
PSA.18.24	The 
PSA.18.24	according to the cleanness of my hands in his sight.
PSA.18.25	To the faithful you show yourself faithful,
PSA.18.25	to the blameless you show yourself blameless,
PSA.18.26	to the pure you show yourself pure,
PSA.18.26	but to the devious you show yourself shrewd.
PSA.18.27	You save the humble
PSA.18.27	but bring low those whose eyes are haughty.
PSA.18.28	You, 
PSA.18.28	my God turns my darkness into light.
PSA.18.29	With your help I can advance against a troop
PSA.18.29	with my God I can scale a wall.
PSA.18.30	As for God, his way is perfect:
PSA.18.30	The 
PSA.18.30	he shields all who take refuge in him.
PSA.18.31	For who is God besides the 
PSA.18.31	And who is the Rock except our God?
PSA.18.32	It is God who arms me with strength
PSA.18.32	and keeps my way secure.
PSA.18.33	He makes my feet like the feet of a deer;
PSA.18.33	he causes me to stand on the heights.
PSA.18.34	He trains my hands for battle;
PSA.18.34	my arms can bend a bow of bronze.
PSA.18.35	You make your saving help my shield,
PSA.18.35	and your right hand sustains me;
PSA.18.35	your help has made me great.
PSA.18.36	You provide a broad path for my feet,
PSA.18.36	so that my ankles do not give way.
PSA.18.37	I pursued my enemies and overtook them;
PSA.18.37	I did not turn back till they were destroyed.
PSA.18.38	I crushed them so that they could not rise;
PSA.18.38	they fell beneath my feet.
PSA.18.39	You armed me with strength for battle;
PSA.18.39	you humbled my adversaries before me.
PSA.18.40	You made my enemies turn their backs in flight,
PSA.18.40	and I destroyed my foes.
PSA.18.41	They cried for help, but there was no one to save them—
PSA.18.41	to the 
PSA.18.42	I beat them as fine as windblown dust;
PSA.18.42	I trampled them
PSA.18.43	You have delivered me from the attacks of the people;
PSA.18.43	you have made me the head of nations.
PSA.18.43	People I did not know now serve me,
PSA.18.44	foreigners cower before me;
PSA.18.44	as soon as they hear of me, they obey me.
PSA.18.45	They all lose heart;
PSA.18.45	they come trembling from their strongholds.
PSA.18.46	The 
PSA.18.46	Exalted be God my Savior!
PSA.18.47	He is the God who avenges me,
PSA.18.47	who subdues nations under me,
PSA.18.48	who saves me from my enemies.
PSA.18.48	You exalted me above my foes;
PSA.18.48	from a violent man you rescued me.
PSA.18.49	Therefore I will praise you, 
PSA.18.49	I will sing the praises of your name.
PSA.18.50	He gives his king great victories;
PSA.18.50	he shows unfailing love to his anointed,
PSA.18.50	to David and to his descendants forever.
PSA.19.1	The heavens declare the glory of God;
PSA.19.1	the skies proclaim the work of his hands.
PSA.19.2	Day after day they pour forth speech;
PSA.19.2	night after night they reveal knowledge.
PSA.19.3	They have no speech, they use no words;
PSA.19.3	no sound is heard from them.
PSA.19.4	Yet their voice
PSA.19.4	their words to the ends of the world.
PSA.19.4	In the heavens God has pitched a tent for the sun.
PSA.19.5	It is like a bridegroom coming out of his chamber,
PSA.19.5	like a champion rejoicing to run his course.
PSA.19.6	It rises at one end of the heavens
PSA.19.6	and makes its circuit to the other;
PSA.19.6	nothing is deprived of its warmth.
PSA.19.7	The law of the 
PSA.19.7	refreshing the soul.
PSA.19.7	The statutes of the 
PSA.19.7	making wise the simple.
PSA.19.8	The precepts of the 
PSA.19.8	giving joy to the heart.
PSA.19.8	The commands of the 
PSA.19.8	giving light to the eyes.
PSA.19.9	The fear of the 
PSA.19.9	enduring forever.
PSA.19.9	The decrees of the 
PSA.19.9	and all of them are righteous.
PSA.19.10	They are more precious than gold,
PSA.19.10	than much pure gold;
PSA.19.10	they are sweeter than honey,
PSA.19.10	than honey from the honeycomb.
PSA.19.11	By them your servant is warned;
PSA.19.11	in keeping them there is great reward.
PSA.19.12	But who can discern their own errors?
PSA.19.12	Forgive my hidden faults.
PSA.19.13	Keep your servant also from willful sins;
PSA.19.13	may they not rule over me.
PSA.19.13	Then I will be blameless,
PSA.19.13	innocent of great transgression.
PSA.19.14	May these words of my mouth and this meditation of my heart
PSA.19.14	be pleasing in your sight,
PSA.20.1	May the 
PSA.20.1	may the name of the God of Jacob protect you.
PSA.20.2	May he send you help from the sanctuary
PSA.20.2	and grant you support from Zion.
PSA.20.3	May he remember all your sacrifices
PSA.20.3	and accept your burnt offerings.
PSA.20.4	May he give you the desire of your heart
PSA.20.4	and make all your plans succeed.
PSA.20.5	May we shout for joy over your victory
PSA.20.5	and lift up our banners in the name of our God.
PSA.20.5	May the 
PSA.20.6	Now this I know:
PSA.20.6	The 
PSA.20.6	He answers him from his heavenly sanctuary
PSA.20.6	with the victorious power of his right hand.
PSA.20.7	Some trust in chariots and some in horses,
PSA.20.7	but we trust in the name of the 
PSA.20.8	They are brought to their knees and fall,
PSA.20.8	but we rise up and stand firm.
PSA.20.9	Answer us when we call!
PSA.21.1	The king rejoices in your strength, 
PSA.21.1	How great is his joy in the victories you give!
PSA.21.2	You have granted him his heart’s desire
PSA.21.2	and have not withheld the request of his lips.
PSA.21.3	You came to greet him with rich blessings
PSA.21.3	and placed a crown of pure gold on his head.
PSA.21.4	He asked you for life, and you gave it to him—
PSA.21.4	length of days, for ever and ever.
PSA.21.5	Through the victories you gave, his glory is great;
PSA.21.5	you have bestowed on him splendor and majesty.
PSA.21.6	Surely you have granted him unending blessings
PSA.21.6	and made him glad with the joy of your presence.
PSA.21.7	For the king trusts in the 
PSA.21.7	through the unfailing love of the Most High
PSA.21.7	he will not be shaken.
PSA.21.8	Your hand will lay hold on all your enemies;
PSA.21.8	your right hand will seize your foes.
PSA.21.9	When you appear for battle,
PSA.21.9	you will burn them up as in a blazing furnace.
PSA.21.9	The 
PSA.21.9	and his fire will consume them.
PSA.21.10	You will destroy their descendants from the earth,
PSA.21.10	their posterity from mankind.
PSA.21.11	Though they plot evil against you
PSA.21.11	and devise wicked schemes, they cannot succeed.
PSA.21.12	You will make them turn their backs
PSA.21.12	when you aim at them with drawn bow.
PSA.21.13	Be exalted in your strength, 
PSA.21.13	we will sing and praise your might.
PSA.22.1	My God, my God, why have you forsaken me?
PSA.22.1	Why are you so far from saving me,
PSA.22.1	so far from my cries of anguish?
PSA.22.2	My God, I cry out by day, but you do not answer,
PSA.22.2	by night, but I find no rest.
PSA.22.3	Yet you are enthroned as the Holy One;
PSA.22.3	you are the one Israel praises.
PSA.22.4	In you our ancestors put their trust;
PSA.22.4	they trusted and you delivered them.
PSA.22.5	To you they cried out and were saved;
PSA.22.5	in you they trusted and were not put to shame.
PSA.22.6	But I am a worm and not a man,
PSA.22.6	scorned by everyone, despised by the people.
PSA.22.7	All who see me mock me;
PSA.22.7	they hurl insults, shaking their heads.
PSA.22.8	“He trusts in the 
PSA.22.8	“let the 
PSA.22.8	Let him deliver him,
PSA.22.8	since he delights in him.”
PSA.22.9	Yet you brought me out of the womb;
PSA.22.9	you made me trust in you, even at my mother’s breast.
PSA.22.10	From birth I was cast on you;
PSA.22.10	from my mother’s womb you have been my God.
PSA.22.11	Do not be far from me,
PSA.22.11	for trouble is near
PSA.22.11	and there is no one to help.
PSA.22.12	Many bulls surround me;
PSA.22.12	strong bulls of Bashan encircle me.
PSA.22.13	Roaring lions that tear their prey
PSA.22.13	open their mouths wide against me.
PSA.22.14	I am poured out like water,
PSA.22.14	and all my bones are out of joint.
PSA.22.14	My heart has turned to wax;
PSA.22.14	it has melted within me.
PSA.22.15	My mouth
PSA.22.15	and my tongue sticks to the roof of my mouth;
PSA.22.15	you lay me in the dust of death.
PSA.22.16	Dogs surround me,
PSA.22.16	a pack of villains encircles me;
PSA.22.16	they pierce
PSA.22.17	All my bones are on display;
PSA.22.17	people stare and gloat over me.
PSA.22.18	They divide my clothes among them
PSA.22.18	and cast lots for my garment.
PSA.22.19	But you, 
PSA.22.19	You are my strength; come quickly to help me.
PSA.22.20	Deliver me from the sword,
PSA.22.20	my precious life from the power of the dogs.
PSA.22.21	Rescue me from the mouth of the lions;
PSA.22.21	save me from the horns of the wild oxen.
PSA.22.22	I will declare your name to my people;
PSA.22.22	in the assembly I will praise you.
PSA.22.23	You who fear the 
PSA.22.23	All you descendants of Jacob, honor him!
PSA.22.23	Revere him, all you descendants of Israel!
PSA.22.24	For he has not despised or scorned
PSA.22.24	the suffering of the afflicted one;
PSA.22.24	he has not hidden his face from him
PSA.22.24	but has listened to his cry for help.
PSA.22.25	From you comes the theme of my praise in the great assembly;
PSA.22.25	before those who fear you
PSA.22.26	The poor will eat and be satisfied;
PSA.22.26	those who seek the 
PSA.22.26	may your hearts live forever!
PSA.22.27	All the ends of the earth
PSA.22.27	will remember and turn to the 
PSA.22.27	and all the families of the nations
PSA.22.27	will bow down before him,
PSA.22.28	for dominion belongs to the 
PSA.22.28	and he rules over the nations.
PSA.22.29	All the rich of the earth will feast and worship;
PSA.22.29	all who go down to the dust will kneel before him—
PSA.22.29	those who cannot keep themselves alive.
PSA.22.30	Posterity will serve him;
PSA.22.30	future generations will be told about the Lord.
PSA.22.31	They will proclaim his righteousness,
PSA.22.31	declaring to a people yet unborn:
PSA.22.31	He has done it!
PSA.23.1	The 
PSA.23.2	He makes me lie down in green pastures,
PSA.23.2	he leads me beside quiet waters,
PSA.23.3	he refreshes my soul.
PSA.23.3	He guides me along the right paths
PSA.23.3	for his name’s sake.
PSA.23.4	Even though I walk
PSA.23.4	through the darkest valley,
PSA.23.4	I will fear no evil,
PSA.23.4	for you are with me;
PSA.23.4	your rod and your staff,
PSA.23.4	they comfort me.
PSA.23.5	You prepare a table before me
PSA.23.5	in the presence of my enemies.
PSA.23.5	You anoint my head with oil;
PSA.23.5	my cup overflows.
PSA.23.6	Surely your goodness and love will follow me
PSA.23.6	all the days of my life,
PSA.23.6	and I will dwell in the house of the 
PSA.23.6	forever.
PSA.24.1	The earth is the 
PSA.24.1	the world, and all who live in it;
PSA.24.2	for he founded it on the seas
PSA.24.2	and established it on the waters.
PSA.24.3	Who may ascend the mountain of the 
PSA.24.3	Who may stand in his holy place?
PSA.24.4	The one who has clean hands and a pure heart,
PSA.24.4	who does not trust in an idol
PSA.24.4	or swear by a false god.
PSA.24.5	They will receive blessing from the 
PSA.24.5	and vindication from God their Savior.
PSA.24.6	Such is the generation of those who seek him,
PSA.24.6	who seek your face, God of Jacob.
PSA.24.7	Lift up your heads, you gates;
PSA.24.7	be lifted up, you ancient doors,
PSA.24.7	that the King of glory may come in.
PSA.24.8	Who is this King of glory?
PSA.24.8	The 
PSA.24.8	the 
PSA.24.9	Lift up your heads, you gates;
PSA.24.9	lift them up, you ancient doors,
PSA.24.9	that the King of glory may come in.
PSA.24.10	Who is he, this King of glory?
PSA.24.10	The 
PSA.24.10	he is the King of glory.
PSA.25.1	In you, 
PSA.25.1	I put my trust.
PSA.25.2	I trust in you;
PSA.25.2	do not let me be put to shame,
PSA.25.2	nor let my enemies triumph over me.
PSA.25.3	No one who hopes in you
PSA.25.3	will ever be put to shame,
PSA.25.3	but shame will come on those
PSA.25.3	who are treacherous without cause.
PSA.25.4	Show me your ways, 
PSA.25.4	teach me your paths.
PSA.25.5	Guide me in your truth and teach me,
PSA.25.5	for you are God my Savior,
PSA.25.5	and my hope is in you all day long.
PSA.25.6	Remember, 
PSA.25.6	for they are from of old.
PSA.25.7	Do not remember the sins of my youth
PSA.25.7	and my rebellious ways;
PSA.25.7	according to your love remember me,
PSA.25.7	for you, 
PSA.25.8	Good and upright is the 
PSA.25.8	therefore he instructs sinners in his ways.
PSA.25.9	He guides the humble in what is right
PSA.25.9	and teaches them his way.
PSA.25.10	All the ways of the 
PSA.25.10	toward those who keep the demands of his covenant.
PSA.25.11	For the sake of your name, 
PSA.25.11	forgive my iniquity, though it is great.
PSA.25.12	Who, then, are those who fear the 
PSA.25.12	He will instruct them in the ways they should choose.
PSA.25.13	They will spend their days in prosperity,
PSA.25.13	and their descendants will inherit the land.
PSA.25.14	The 
PSA.25.14	he makes his covenant known to them.
PSA.25.15	My eyes are ever on the 
PSA.25.15	for only he will release my feet from the snare.
PSA.25.16	Turn to me and be gracious to me,
PSA.25.16	for I am lonely and afflicted.
PSA.25.17	Relieve the troubles of my heart
PSA.25.17	and free me from my anguish.
PSA.25.18	Look on my affliction and my distress
PSA.25.18	and take away all my sins.
PSA.25.19	See how numerous are my enemies
PSA.25.19	and how fiercely they hate me!
PSA.25.20	Guard my life and rescue me;
PSA.25.20	do not let me be put to shame,
PSA.25.20	for I take refuge in you.
PSA.25.21	May integrity and uprightness protect me,
PSA.25.21	because my hope, 
PSA.25.22	Deliver Israel, O God,
PSA.25.22	from all their troubles!
PSA.26.1	Vindicate me, 
PSA.26.1	for I have led a blameless life;
PSA.26.1	I have trusted in the 
PSA.26.1	and have not faltered.
PSA.26.2	Test me, 
PSA.26.2	examine my heart and my mind;
PSA.26.3	for I have always been mindful of your unfailing love
PSA.26.3	and have lived in reliance on your faithfulness.
PSA.26.4	I do not sit with the deceitful,
PSA.26.4	nor do I associate with hypocrites.
PSA.26.5	I abhor the assembly of evildoers
PSA.26.5	and refuse to sit with the wicked.
PSA.26.6	I wash my hands in innocence,
PSA.26.6	and go about your altar, 
PSA.26.7	proclaiming aloud your praise
PSA.26.7	and telling of all your wonderful deeds.
PSA.26.8	the place where your glory dwells.
PSA.26.9	Do not take away my soul along with sinners,
PSA.26.9	my life with those who are bloodthirsty,
PSA.26.10	in whose hands are wicked schemes,
PSA.26.10	whose right hands are full of bribes.
PSA.26.11	I lead a blameless life;
PSA.26.11	deliver me and be merciful to me.
PSA.26.12	My feet stand on level ground;
PSA.26.12	in the great congregation I will praise the 
PSA.27.1	The 
PSA.27.1	whom shall I fear?
PSA.27.1	The 
PSA.27.1	of whom shall I be afraid?
PSA.27.2	When the wicked advance against me
PSA.27.2	to devour
PSA.27.2	it is my enemies and my foes
PSA.27.2	who will stumble and fall.
PSA.27.3	Though an army besiege me,
PSA.27.3	my heart will not fear;
PSA.27.3	though war break out against me,
PSA.27.3	even then I will be confident.
PSA.27.4	One thing I ask from the 
PSA.27.4	this only do I seek:
PSA.27.4	that I may dwell in the house of the 
PSA.27.4	all the days of my life,
PSA.27.4	to gaze on the beauty of the 
