GEN.1.1	In the beginning God created the heavens and the earth.
EZK.43.8	In their setting of their threshold by my threshold, and their post by my post, and a wall between me and them, they have even defiled my holy name by their abominations that they have committed; therefore I have consumed them in my anger.
EZK.43.9	Now let them put away their whoredom, and the carcasses of their kings, far from me, and I will dwell in the midst of them for ever.
EZK.43.10	Thou son of man, show this house to the house of Israel that they may be ashamed of their iniquities; and let them understand the pattern.
EZK.43.11	And if they are ashamed of all that they have done, show them the form of the house, and its pattern, and the goings out thereof, and the comings in thereof, and all its figures, and all its descriptions, and all its paintings, and all its laws; and write it in their sight that they may keep the whole form thereof and all the ordinances thereof and do them.
EZK.43.12	This is the law of the house; Upon the top of the mountain it shall be built; the whole limit thereof round about shall be most holy. Behold, this is the law of the house.
EZK.43.13	And these are the measures of the altar in cubits: The cubit is a cubit and a hand breadth; the middle rim, one cubit, and the breadth a cubit, and the border thereof by the edge thereof round about of a span. This shall be the high bottom of the altar.
EZK.43.14	And from the middle rim of the ground even to the lower settle, two cubits, and the breadth one cubit; and from the lesser settle to the greater settle, four cubits, and the breadth a cubit.
EZK.43.15	So the altar, of four cubits; and above the altar, four horns.
EZK.43.16	And the altar was twelve cubits long, twelve broad, square on its four sides.
EZK.43.17	And the patio was fourteen cubits long and fourteen broad on all four sides; and the border about it was half a cubit; and the middle which had a rim of a cubit on all sides; and its stairs were toward the east.
EZK.43.18	And he said unto me, Son of man, thus hath the Lord GOD said: These are the ordinances of the altar in the day when they shall make it, to offer burnt offerings thereon, and to sprinkle blood thereon.
EZK.43.19	And thou shalt give to the priests the Levites that be of the seed of Zadok, which approach unto me, to minister unto me, said the Lord GOD, a young bullock as sin.
EZK.43.20	And thou shalt take of its blood and put it on the four horns of the altar and on the four corners of the patio and upon the border round about: thus shalt thou remove the sin and reconcile it.
EZK.43.21	Then thou shalt take the bullock of the sin and burn it according to the law of the house, outside the sanctuary.
EZK.43.22	And on the second day thou shalt offer a he goat without blemish as sin; and they shall remove the sin from the altar, as they removed it with the bullock.
EZK.43.23	When thou hast finished removing the sin, thou shalt offer a young bullock without blemish and a ram out of the flock without blemish.
EZK.43.24	And thou shalt offer them before the 
EZK.43.25	Seven days shalt thou prepare each day a he goat as sin; and a young bullock and a ram out of the flock, without blemish, shall they sacrifice.
EZK.43.26	Seven days shall they atone the altar, and they shall cleanse it; and they shall extend their hands.
EZK.43.27	And when these days are expired, it shall be, that upon the eighth day, and so forward, the priests shall sacrifice your burnt offerings upon the altar, and your peace offerings; and I will accept you, said the Lord GOD.
EZK.44.1	Then he brought me back toward the outer gate of the sanctuary which looks toward the east; and it was shut.
EZK.44.2	Then the 
EZK.44.3	It is for the prince; the prince, he shall sit in it to eat bread before the 
EZK.44.4	Then he brought me toward the north gate in front of the house: and I looked, and, behold, the glory of the 
EZK.44.5	And the 
EZK.44.6	And thou shalt say to the rebellious, even to the house of Israel, Thus hath the Lord GOD said: O ye house of Israel, let all your abominations cease.
EZK.44.7	In that ye have brought into my sanctuary strangers, uncircumcised in heart and uncircumcised in flesh to be in my sanctuary to pollute it, even my house, when ye offer my bread, the fat and the blood, and they have broken my covenant because of all your abominations.
EZK.44.8	And ye have not kept the charge of my holy things; but ye have set keepers of my charge in my sanctuary for yourselves.
EZK.44.9	Thus hath the Lord GOD said; No son of a stranger, uncircumcised in heart nor uncircumcised in flesh shall enter into my sanctuary, of any sons of strangers that are among the sons of Israel.
EZK.44.10	And the Levites that are gone away far from me, when Israel went astray, which went astray away from me after their idols; they shall bear their iniquity.
EZK.44.11	Yet they shall be ministers in my sanctuary, gatekeepers at the gates of the house, and servants in the house; they shall slay the burnt offering and the sacrifice for the people, and they shall stand before them to serve them.
EZK.44.12	Because they served them before their idols and caused the house of Israel to fall into iniquity; therefore I have lifted up my hand regarding them, said the Lord GOD, that they shall bear their iniquity.
EZK.44.13	And they shall not come near unto me, to serve me as priests, nor to come near to any of my holy things, to my most holy things: but they shall bear their shame and their abominations which they have committed.
EZK.44.14	But I will make them keepers of the charge of the house for all the service thereof and for all that shall be done therein.
EZK.44.15	But the priests the Levites, the sons of Zadok, that kept the charge of my sanctuary when the sons of Israel went astray from me, they shall come near to me to minister unto me, and they shall stand before me to offer unto me the fat and the blood, said the Lord GOD.
EZK.44.16	They shall enter into my sanctuary, and they shall come near to my table, to minister unto me, and they shall keep my charge.
EZK.44.17	And it shall come to pass, that when they enter in at the gates of the inner court, they shall be clothed with linen garments; and no wool shall come upon them, while they minister in the gates of the inner court and within.
EZK.44.18	They shall have linen bonnets upon their heads and shall have linen underwear upon their loins; they shall not gird themselves with any thing that causes sweat.
EZK.44.19	And when they go forth into the outer court, even into the outer court to the people, they shall put off their garments in which they ministered and lay them in the chambers of the sanctuary, and they shall put on other garments; and they shall not sanctify the people with their garments.
EZK.44.20	Neither shall they shave their heads, nor suffer their locks to grow long; they shall only cut their hair.
EZK.44.21	Neither shall any priest drink wine, when they enter into the inner court.
EZK.44.22	Neither shall they take for their wives a widow, nor her that is put away: but they shall take virgins of the seed of the house of Israel, or a widow that had a priest before.
EZK.44.23	And they shall teach my people the difference between the holy and profane and teach them to discern between the clean and the unclean.
EZK.44.24	And in controversy they shall stand to judge; and they shall judge it according to my rights; and they shall keep my laws and my statutes in all my solemn assemblies; and they shall hallow my sabbaths.
EZK.44.25	And they shall come near no dead person to defile themselves; but for father, or for mother, or for son, or for daughter, for brother, or for sister that has had no husband, they may defile themselves.
EZK.44.26	And after he is cleansed, they shall reckon unto him seven days.
EZK.44.27	And in the day that he goes into the sanctuary, unto the inner court, to minister in the sanctuary, he shall offer his sin, said the Lord GOD.
EZK.44.28	And this shall be unto them for an inheritance: I shall be their inheritance: and ye shall give them no possession in Israel: I am their possession.
EZK.44.29	They shall eat the present, and that which was offered as sin, and that which was offered as guilt they shall eat; and every dedicated thing unto God in Israel shall be theirs.
EZK.44.30	And the first of all the firstfruits of all things, and every offering of all, of every sort of your offerings, shall be the priest’s; ye shall also give unto the priest the first of your dough, that he may cause the blessing to rest in thine house.
EZK.44.31	The priests shall not eat of any thing that is dead of itself, or torn, whether it be fowl or beast.
EZK.45.1	Moreover, when ye shall divide by lot the land for inheritance, ye shall separate a lot for the 
EZK.45.2	Of this there shall be for the sanctuary five hundred in length, with five hundred in breadth, square round about; and fifty cubits round about for its suburbs.
EZK.45.3	And of this measure shalt thou measure the length of twenty-five thousand, and the breadth of ten thousand; and in it shall be the sanctuary and the most holy place.
EZK.45.4	The holy portion of the land shall be for the priests the ministers of the sanctuary, which are chosen to minister unto the 
EZK.45.5	And another twenty-five thousand of length, and the ten thousand of breadth, shall also the Levites, the ministers of the house, have for themselves, for a possession, with twenty chambers.
EZK.45.6	And ye shall appoint the possession of the city five thousand broad, and twenty-five thousand long, in front of that which was separated for the sanctuary; it shall be for the whole house of Israel.
EZK.45.7	And the portion of the prince shall be on the one side and on the other side of that which was separated for the sanctuary, and next to the possession of the city, in front of that which was separated for the sanctuary, and in front of the possession of the city, from the west corner westward, unto the east corner eastward: and the length shall be from one side to the other, from the west corner unto the east corner.
EZK.45.8	He shall have this land for possession in Israel: and my princes shall no longer oppress my people; but they shall give the land unto the house of Israel according to their tribes.
EZK.45.9	Thus hath the Lord GOD said: Let it suffice you, O princes of Israel, remove violence and spoil, and execute judgment and righteousness, take away your exactions from my people, said the Lord GOD.
EZK.45.10	Ye shall have just balances and a just ephah and a just bath.
EZK.45.11	The ephah and the bath shall be of one measure, that the bath may contain the tenth part of an homer, and the ephah the tenth part of an homer: the measure thereof shall be after the homer.
EZK.45.12	And the shekel shall be twenty gerahs; twenty shekels, with twenty-five shekels, and fifteen shekels, shall be your maneh.
EZK.45.13	This is the offering that ye shall offer; the sixth part of an ephah of an homer of wheat, and ye shall give the sixth part of an ephah of an homer of barley.
EZK.45.14	The ordinance concerning the oil shall be that ye shall offer a bath of oil, which is the tenth part of the cor, which is an homer of ten baths; for ten baths are an homer:
EZK.45.15	and one female lamb out of the flock, out of two hundred, out of the fat pastures of Israel; for a sacrifice, and for a burnt offering, and for peace offerings, to make reconciliation for you, said the Lord GOD.
EZK.45.16	All the people of the land shall give this oblation for the prince in Israel.
EZK.45.17	And it shall be the prince’s part to give the burnt offering and the sacrifice and the drink offering in the solemnities and in the new moons and in the sabbaths in all the feasts of the house of Israel: he shall offer the sin, and the present and the burnt offering and the peace offerings to reconcile the house of Israel.
EZK.45.18	Thus hath the Lord GOD said: In the first month, in the first day of the month, thou shalt take a young bullock, without blemish, and remove the sin from the sanctuary.
EZK.45.19	And the priest shall take of the blood of the sin and put it upon the posts of the house and upon the four corners of the patio of the altar and upon the posts of the gate of the inner court.
EZK.45.20	And so thou shalt do until the seventh day of the month for each one that errs, and for him that is deceived; so shall ye reconcile the house.
EZK.45.21	In the first month, in the fourteenth day of the month, ye shall have the Passover, a feast of seven days; unleavened bread shall be eaten.
EZK.45.22	And upon that day the prince shall prepare for himself and for all the people of the land a calf as sin.
EZK.45.23	And in all seven days of the solemnity he shall prepare a burnt offering to the 
EZK.45.24	And he shall prepare a present of an ephah of fine flour for a calf, and an ephah with every ram, and for every ephah a hin of oil.
EZK.45.25	In the seventh month, in the fifteenth day of the month, he shall offer again in the feast of the seven days, the sin, the burnt offering, the present, and the oil.
EZK.46.1	Thus hath the Lord GOD said: The gate of the inner court that looks toward the east shall be shut the six working days; and the day of the sabbath it shall be opened, and in the same manner it shall be opened the day of the new moon.
EZK.46.2	And the prince shall enter from outside by the way of the porch of that gate and shall stand by the threshold of the gate (while the priests shall prepare his burnt offering and his peace offerings), and he shall worship at the entrance of the gate: then he shall go forth; but the gate shall not be shut until the evening.
EZK.46.3	Likewise the people of the land shall worship at the door of this gate before the 
EZK.46.4	And the burnt offering that the prince shall offer unto the 
EZK.46.5	And the present shall be an ephah of fine flour for each ram and the present for each lamb as he shall be able to give, and a hin of oil for each ephah.
EZK.46.6	But in the day of the new moon it shall be a young bullock without blemish, and six lambs, and a ram; they shall be without blemish.
EZK.46.7	And he shall prepare a present of an ephah of fine flour with the calf, and another ephah with each ram, and for the lambs according as his hand shall attain unto, and a hin of oil with each ephah.
EZK.46.8	And when the prince shall enter, he shall go in by the way of the porch of that gate, and he shall go forth by the same way thereof.
EZK.46.9	But when the people of the land shall come before the 
EZK.46.10	And the prince, when they go in, he shall go in, in the midst of them; and when they go forth, he shall go forth.
EZK.46.11	And in the feasts and in the solemnities the present shall be an ephah of fine flour with each calf, and another ephah with each ram, and with the lambs as he is able to give, and a hin of oil with each ephah.
EZK.46.12	Now when the prince shall prepare a voluntary burnt offering or peace offerings voluntarily unto the 
EZK.46.13	Thou shalt daily prepare a burnt offering unto the 
EZK.46.14	And thou shalt prepare a present with it each morning, the sixth part of an ephah of fine flour, and the third part of a hin of oil, to temper with the fine flour; this shall be a present for the 
EZK.46.15	Thus shall they prepare the lamb and the present and the oil each morning for a continual burnt offering.
EZK.46.16	Thus hath the Lord GOD said: If the prince gives a gift of his inheritance unto any of his sons, it shall be theirs; the possession thereof shall be by inheritance.
EZK.46.17	But if he gives a gift of his inheritance to one of his slaves, then it shall be his until the year of liberty; when it shall return to the prince; but his inheritance shall be his sons’ for them.
EZK.46.18	And the prince shall take nothing from the people’s inheritance, that he not defraud them of their possession; but he shall give his sons inheritance out of his own possession that my people not be scattered each one from his possession.
EZK.46.19	After he brought me through the entry, which was at the side of the gate, into the holy chambers of the priests, which looked toward the north; and, behold, there was a place on the two sides westward.
EZK.46.20	Then he said unto me, This is the place where the priests shall boil that which was offered as guilt and that which was offered as sin, where they shall bake the present; that they not bear them out into the outer court, to sanctify the people.
EZK.46.21	Then he brought me forth into the outer court, and caused me to pass by the four corners of the court; and, behold, in each corner of the court there was a patio.
EZK.46.22	In the four corners of the court there were patios joined of forty cubits long and thirty broad; these four corners were of one measure.
EZK.46.23	And there was a wall round about in them, round about those four, and it was made with fire places all around the palaces.
EZK.46.24	Then said he unto me, These are the quarters of the cooks, where the servers of the house shall cook the sacrifice of the people.
EZK.47.1	Afterward he made me return to the entrance of the house; and, behold, waters issued out from under the threshold of the house eastward: for the forefront of the house stood toward the east, and the waters came down from under towards the right side of the house, to the south side of the altar.
EZK.47.2	Then he brought me out by the way of the north gate and led me by the way outside the gate, outside to the way that looks eastward; and, behold, there ran out waters on the right side.
EZK.47.3	And when the man went forth eastward, he had a line in his hand, and he measured a thousand cubits, and he brought me through the waters; the waters were to the ankles.
EZK.47.4	Again he measured a thousand and brought me through the waters; the waters were to the knees. Again he measured a thousand and brought me through; the waters were to the loins.
EZK.47.5	Afterward he measured a thousand; and it was a river that I could not pass over; for the waters were risen; a river that could not be passed over without swimming.
EZK.47.6	And he said unto me, Son of man, hast thou seen this? Then he brought me and caused me to return to the brink of the river.
EZK.47.7	And as I turned, behold, at the bank of the river were very many trees on the one side and on the other.
EZK.47.8	Then he said unto me, These waters issue out toward the east country and shall go down into the desert and go into the sea: which being brought forth into the sea, the waters of the sea shall be healed.
EZK.47.9	And it shall come to pass, that every living soul, which swims wherever these two rivers shall come, shall live; and there shall be a very great multitude of fish, because of these waters going there: for they shall be healed; and every thing shall live that shall enter into this river.
EZK.47.10	And it shall come to pass, that the fishermen shall stand next to it; and from Engedi even unto Eneglaim there shall be a place to spread forth nets; according to their kinds, their fish shall be as the fish of the great sea, exceeding many.
EZK.47.11	But the miry places thereof and the marshes thereof shall not be healed; they shall be given to salt.
EZK.47.12	And by the river upon the bank thereof, on this side and on that side, shall grow every fruitful tree for food, whose leaf shall not fall, neither shall its fruit be lacking; it shall bring forth mature fruit in its months, because their waters come forth out of the sanctuary; and its fruit shall be for food, and its leaf for medicine.
EZK.47.13	Thus hath the Lord GOD said: This is the border, by which ye shall divide the land in inheritance among to the twelve tribes of Israel: Joseph shall have two portions.
EZK.47.14	And ye shall inherit it, one as well as another, concerning that which I lifted up my hand that I must give it unto your fathers: therefore, this land shall fall unto you for inheritance.
EZK.47.15	And this shall be the border of the land toward the north side, from the great sea, the way of Hethlon, as men go to Zedad;
EZK.47.16	Hamath, Berothah, Sibraim, which is between the border of Damascus and the border of Hamath; Hazarhatticon, which is by the coast of Hauran.
EZK.47.17	And the border of the north shall be from the sea of Hazarenan to the border of Damascus to the north, and to the border of Hamath to the side of the north.
EZK.47.18	And to the east side through Hauran, and Damascus, and Gilead, and through the land of Israel to the Jordan, ye shall measure this from the border unto the east sea.
EZK.47.19	And to the south side southward from Tamar even to the waters of strife; from Kadesh and the river to the great sea. And this shall be the south side southward.
EZK.47.20	And to the west side the great sea shall be the border straight unto Hamath. This shall be the west side.
EZK.47.21	So shall ye divide this land among you according to the tribes of Israel.
EZK.47.22	And it shall come to pass, that ye shall divide it by lot for an inheritance unto you, and to the strangers that sojourn among you, who have begotten sons among you; and they shall be unto you as native born among the sons of Israel; they shall have cast lots with you to inherit among the tribes of Israel.
EZK.47.23	And it shall come to pass, that in the tribe in which the stranger sojourns, there shall ye give him his inheritance, said the Lord GOD.
EZK.48.1	Now these are the names of the tribes. From the side of the north by the way of Hethlon, as one goes to Hamath, Hazarenan, to the border of Damascus northward, to the coast of Hamath; Dan shall have a portion, his sides being to the east and to the west.
EZK.48.2	And next to the border of Dan, from the east side unto the side of the sea, Asher shall have a portion.
EZK.48.3	And next to the border of Asher, from the east side unto the side of the sea, a portion for Naphtali.
EZK.48.4	And next to the border of Naphtali, from the east side unto the side of the sea, a portion for Manasseh.
EZK.48.5	And next to the border of Manasseh, from the east side unto the side of the sea, a portion for Ephraim.
EZK.48.6	And next to the border of Ephraim, from the east side even unto the side of the sea, a portion for Reuben.
EZK.48.7	And next to the border of Reuben, from the east side unto the side of the sea, a portion for Judah.
EZK.48.8	And next to the border of Judah, from the east side unto the side of the sea, shall be the lot which ye shall set apart of twenty-five thousand reeds in breadth, and in length as one of the other portions; that is, from the east side unto the side of the sea: and the sanctuary shall be in the midst of it.
EZK.48.9	The lot that ye shall separate unto the 
EZK.48.10	And from there shall be the holy lot of the priests; toward the north twenty-five thousand reeds in length, and toward the west ten thousand in breadth, and toward the east ten thousand in breadth, and toward the south twenty-five thousand in length: and the sanctuary of the 
EZK.48.11	The priests that are sanctified of the sons of Zadok, which have kept my charge, which did not go astray when the sons of Israel went astray, as the Levites went astray.
EZK.48.12	They shall receive by lot, separated in the dividing of the land, the most holy part, next to the border of the Levites.
EZK.48.13	And the portion of the Levites, shall be in front the border of the priests, of twenty-five thousand reeds in length, and of ten thousand in breadth; all the length shall be twenty-five thousand, and the breadth ten thousand.
EZK.48.14	They shall not sell of it, neither exchange nor transpose the firstfruits of the land; for it is consecrated unto the 
EZK.48.15	And the five thousand reeds, that are left in the breadth over against the twenty-five thousand, shall be profane, for the city, for dwelling, and for suburbs: and the city shall be in the midst thereof.
EZK.48.16	And these shall be the measures thereof: the north side four thousand five hundred reeds, and the south side four thousand five hundred, and on the east side four thousand five hundred, and the west side four thousand five hundred.
EZK.48.17	And the suburbs of the city shall be toward the north two hundred and fifty reeds, and toward the west two hundred and fifty.
EZK.48.18	And the residue in length over against the lot of the holy portion shall be ten thousand eastward, and ten thousand westward: which shall be what is left of the lot of the holy portion; it shall be for food unto those that serve the city.
EZK.48.19	And those that serve the city shall be from all the tribes of Israel.
EZK.48.20	All the lot of twenty-five thousand by twenty-five thousand square: ye shall separate by lot for the sanctuary and for the possession of the city.
EZK.48.21	And the residue shall be for the prince, on the one side and on the other of the holy lot, and of the possession of the city, over against the twenty-five thousand reeds of the holy lot unto the east border, and westward over against the twenty-five thousand unto the west border, over against the said portions shall be of the prince; and it shall be a holy lot; and the sanctuary of the house shall be in the midst thereof.
EZK.48.22	Moreover from the possession of the Levites, and from the possession of the city, in the midst shall be that which belongs to the prince, between the border of Judah and the border of Benjamin, shall be the lot of the prince.
EZK.48.23	As for the rest of the tribes, from the east side unto the side of the sea, Benjamin shall have a portion.
EZK.48.24	And next to the border of Benjamin, from the east side unto the side of the sea, Simeon shall have a portion.
EZK.48.25	And next to the border of Simeon, from the east side unto the side of the sea, Issachar a portion.
EZK.48.26	And next to the border of Issachar, from the east side unto the side of the sea, Zebulun a portion.
EZK.48.27	And next to the border of Zebulun, from the east side unto the side of the sea, Gad a portion.
EZK.48.28	And next to the border of Gad, at the south side southward, the border shall be from Tamar unto the waters of strife, and from Kadesh, and the river unto the great sea.
EZK.48.29	This is the land which ye shall divide by lot unto the tribes of Israel for inheritance, and these are their portions, said the Lord GOD.
EZK.48.30	And these are the goings out of the city on the north side, four thousand five hundred reeds by measure.
EZK.48.31	And the gates of the city shall be according to the names of the tribes of Israel: three gates northward; the gate of Reuben, one; the gate of Judah, another; the gate of Levi, another.
EZK.48.32	And at the east side four thousand five hundred reeds: and three gates; the gate of Joseph, one; the gate of Benjamin, another; the gate of Dan, another.
EZK.48.33	And at the south side four thousand five hundred reeds by measure: and three gates; the gate of Simeon, one; the gate of Issachar, another; the gate of Zebulun, another.
EZK.48.34	At the west side four thousand five hundred reeds, and their three gates; the gate of Gad, one; the gate of Asher, another; the gate of Naphtali, another.
EZK.48.35	It was round about eighteen thousand reeds: and the name of the city from that day shall be, THE 
DAN.1.1	In the third year of the reign of Jehoiakim king of Judah Nebuchadnezzar king of Babylon came unto Jerusalem and besieged it.
DAN.1.2	And the Lord gave Jehoiakim king of Judah into his hand with part of the vessels of the house of God which he carried into the land of Shinar to the house of his god, and he brought the vessels into the treasure house of his god.
DAN.1.3	And the king spoke unto Ashpenaz the prince of his eunuchs, that he should bring certain of the sons of Israel of the royal lineage of the princes,
DAN.1.4	young men in whom there was no blemish whatsoever but who were good looking and taught in all wisdom and wise in knowledge and of good understanding, and that had strength in them to stand in the king’s palace, that they might be taught the letters and speech of the Chaldeans.
DAN.1.5	And the king appointed them a daily provision of the king’s food and of the wine which he drank, so nourishing them three years, that at the end thereof they might stand before the king.
DAN.1.6	Now among these of the sons of Judah were Daniel, Hananiah, Mishael, and Azariah:
DAN.1.7	unto whom the prince of the eunuchs gave names: for he gave unto Daniel the name of Belteshazzar; and to Hananiah, of Shadrach; and to Mishael, of Meshach; and to Azariah, of Abednego.
DAN.1.8	And Daniel purposed in his heart that he would not defile himself with the portion of the king’s food, nor with the wine which he drank; therefore he requested of the prince of the eunuchs that he might not defile himself.
DAN.1.9	(And God brought Daniel into grace and mercy with the prince of the eunuchs.)
DAN.1.10	And the prince of the eunuchs said unto Daniel, I fear my lord the king, who has appointed your food and your drink; for when he shall see your faces more downcast than the other young men who are like unto you, then ye shall condemn my head before the king.
DAN.1.11	Then Daniel said to Melzar, whom the prince of the eunuchs had set over Daniel, Hananiah, Mishael, and Azariah,
DAN.1.12	Prove, now, with thy slaves ten days, and let them give us vegetables to eat and water to drink.
DAN.1.13	Then let our countenances be looked upon before thee, and the countenances of the young men that eat of the portion of the king’s food; and as thou seest, deal with thy slaves.
DAN.1.14	So he consented to them in this matter and proved them ten days.
DAN.1.15	And at the end of ten days their countenances appeared fairer and fatter in flesh than the young men who ate the portion of the king’s food.
DAN.1.16	Thus Melzar took the portion of their food and the wine that they should drink and gave them vegetables.
DAN.1.17	And unto these four young men, God gave them knowledge and intelligence in all letters and science; furthermore Daniel had understanding in all visions and dreams.
DAN.1.18	Now at the end of the days after which the king had said he should bring them in, the prince of the eunuchs brought them in before Nebuchadnezzar.
DAN.1.19	And the king communed with them, and none among them all was found like Daniel, Hananiah, Mishael, and Azariah; and therefore they stood before the king.
DAN.1.20	And in all matters of wisdom and intelligence, that the king enquired of them, he found them ten times better than all the magicians and astrologers that were in all his realm.
DAN.1.21	And Daniel continued even unto the first year of King Cyrus.
DAN.2.1	And in the second year of the reign of Nebuchadnezzar, Nebuchadnezzar dreamed dreams, with which his spirit was troubled, and his sleep fled from him.
DAN.2.2	Then the king commanded to call magicians, astrologers, enchanters, and Chaldeans, that they might show the king his dreams. So they came and presented themselves before the king.
DAN.2.3	And the king said unto them, I have dreamed a dream, and my spirit was troubled to know the dream.
DAN.2.4	Then the Chaldeans spoke to the king in Syriack, O king, live for ever; tell thy servants the dream, and we will show the interpretation.
DAN.2.5	The king answered and said to the Chaldeans, The thing is gone from my memory; if ye will not make known unto me the dream with its interpretation, ye shall be cut in pieces, and your houses shall be made a dunghill.
DAN.2.6	But if ye show the dream and its interpretation, ye shall receive of me gifts and rewards and great honour: therefore show me the dream, and its interpretation.
DAN.2.7	They answered the second time and said, Let the king tell his servants the dream, and we will show the interpretation of it.
DAN.2.8	The king answered and said, I know of certainty that ye would gain time because ye see the thing is gone from my memory.
DAN.2.9	But if ye will not make known unto me the dream, there is but one decree for you for ye certainly prepare lying and corrupt words to speak before me, until the time is changed; therefore tell me the dream, and I shall know that ye can show me its interpretation.
DAN.2.10	The Chaldeans answered before the king, and said, There is not a man upon the earth that can show the king’s matter; furthermore there is no king, prince, nor lord that asked such a thing of any magician or astrologer or Chaldean.
DAN.2.11	Finally, the thing that the king requires is singular, and there is no one that can show it before the king except the angels of God, whose dwelling is not with flesh.
DAN.2.12	For this cause the king was angry and very furious and commanded to destroy all the wise men of Babylon.
DAN.2.13	And the decree went forth, and the wise men were taken to be slain, and they sought Daniel and his fellows to kill them.
DAN.2.14	Then Daniel spoke with counsel and wisdom to Arioch the captain of the king’s guard, who was gone forth to slay the wise men of Babylon.
DAN.2.15	He spoke and said to Arioch the king’s captain, What is the reason for which this decree has gone forth from the king with such haste? Then Arioch made the thing known to Daniel.
DAN.2.16	And Daniel went in, and asked the king that he give him time and that he would show the king the interpretation.
DAN.2.17	Then Daniel went to his house and made the thing known to Hananiah, Mishael, and Azariah, his companions,
DAN.2.18	to petition mercies of the God of heaven concerning this mystery and that Daniel and his fellows should not perish with the rest of the wise men of Babylon.
DAN.2.19	Then the mystery was revealed unto Daniel in a night vision for which Daniel blessed the God of heaven.
DAN.2.20	And Daniel spoke and said, Blessed be the name of God from age to age for wisdom and might are his;
DAN.2.21	and it is he that changes the times and the opportunities; he removes kings and sets up kings; he gives wisdom unto the wise and knowledge unto those that know understanding:
DAN.2.22	He reveals that which is deep and hidden; he knows what is in darkness, and the light dwells with him.
DAN.2.23	Unto thee, O God of my fathers, do I confess and give thee praise that thou hast given me wisdom and might and now hast shown me what we asked of thee, for thou hast shown us the king’s matter.
DAN.2.24	After this Daniel went in unto Arioch, whom the king had ordained to destroy the wise men of Babylon; he went and said thus unto him, Do not destroy the wise men of Babylon; bring me in before the king, and I will show unto the king the interpretation.
DAN.2.25	Then Arioch brought Daniel in before the king in haste and said thus unto him, I have found a man of the captives of Judah that will make known unto the king the interpretation.
DAN.2.26	The king answered and said to Daniel, whose name was Belteshazzar, Art thou able to make me understand the dream which I have seen and its interpretation?
DAN.2.27	Daniel answered in the presence of the king and said, The mystery which the king demands cannot be shown unto the king by wise men, astrologers, magicians, nor fortune-tellers.
DAN.2.28	But there is a God in the heavens who reveals the mysteries, and he has made known to the king Nebuchadnezzar what shall happen at the end of days. Thy dream, and the visions of thy head upon thy bed, is this:
DAN.2.29	Thou, O king, in thy bed, thy thoughts rose up to know what should come to pass in the future; and he that reveals the mysteries showed thee what shall come to pass.
DAN.2.30	And unto me this mystery has been revealed, not for any wisdom that is in me more than in all those living but that I notify the interpretation to the king and that thou might understand the thoughts of thy heart.
DAN.2.31	Thou, O king, didst see and behold a great image. This image, which was very large and whose glory was very sublime, stood before thee, and its form was terrible.
DAN.2.32	The head of this image was of fine gold, its breasts and its arms of silver, its belly and its thighs of brass,
DAN.2.33	its legs of iron, its feet part of iron and part of baked clay.
DAN.2.34	Thou didst see until a stone was cut out, not with hands, which smote the image upon its feet that were of iron and baked clay and broke them to pieces.
DAN.2.35	Then was the iron, the baked clay, the brass, the silver, and the gold broken to pieces together and became like the chaff of the summer threshingfloors; and the wind carried them away that no place was found for them again; and the stone that smote the image was made into a great mountain that filled the whole earth.
DAN.2.36	This is the dream, and we will tell its interpretation before the king.
DAN.2.37	Thou, O king, art king of kings, for the God of heaven has given thee the kingdom, the power, and the strength, and the majesty.
DAN.2.38	And everything that is inhabited by children of men, beasts of the field, and fowls of the heaven, he has given into thine hand, and has made thee ruler over them all. Thou art this head of gold.
DAN.2.39	And after thee shall arise another kingdom inferior to thee, and another third kingdom of brass, which shall bear rule over all the land.
DAN.2.40	And the fourth kingdom shall be strong as iron; and as iron breaks in pieces and subdues all things, and as iron that breaks all these things, it shall break in pieces and bruise.
DAN.2.41	And whereas thou didst see the feet and toes, part of baked potters’ clay and part of iron, the kingdom shall be divisive; but there shall be in it some of the strength of the iron, such as thou didst see the iron mixed with baked clay.
DAN.2.42	And as the toes of the feet were part of iron and part of baked clay, so the kingdom shall be partly strong, and partly fragile.
DAN.2.43	Concerning that which thou didst see, the iron mixed with baked clay, they shall mingle themselves with the seed of men, but they shall not cleave one to another, even as iron does not mix with clay.
DAN.2.44	And in the days of those kings the God of heaven shall raise up a kingdom which eternally shall never become corrupted, and this kingdom shall not be left to another people, but it shall break in pieces and consume all these kingdoms, and it shall stand for ever.
DAN.2.45	In the manner which thou didst see that out of the mountain was cut one stone, not with hands, and that it broke in pieces the iron, the brass, the clay, the silver, and the gold; the great God has shown the king what shall come to pass hereafter; and the dream is true, and its interpretation sure.
DAN.2.46	Then the king Nebuchadnezzar fell upon his face and humbled himself before Daniel and commanded that they should sacrifice presents and sweet odours unto him.
DAN.2.47	The king answered unto Daniel and said, Certainly the God that is your God is God of gods and the Lord of the kings and the revealer of the mysteries, seeing thou could reveal this mystery.
DAN.2.48	Then the king magnified Daniel and gave him many and great gifts and made him governor over the whole province of Babylon and prince of the governors over all the wise men of Babylon.
DAN.2.49	And Daniel requested of the king, and he set Shadrach, Meshach, and Abednego, over the affairs of the province of Babylon; but Daniel was at the gate of the king.
DAN.3.1	Nebuchadnezzar the king made a statue of gold, whose height was sixty cubits and its breadth six cubits; he set it up in the plain of Dura, in the province of Babylon.
