MAT.1.1	'E 'akapapa'anga nō te 'ui tupuna o Iēsū Mesia, 'e tamaiti nā Dāvida, 'e tamaiti nā Āberahāma.
ACT.27.14	Kāre akera i roa rava, kua tupu maira tēta'i matangi 'uri'ia nā mua mai i a rātou, mei te tua tokerau 'itinga mai. 
ACT.27.15	Nō te mea ē, kua roko'ia viviki'ia te pa'ī e te 'uri'ia, ē kāre atura i rauka i te 'akatika ki runga i te tumu matangi, kua tuku 'ua atura mātou, ē kua pāpānu 'aere 'ua. 
ACT.27.16	Kia tere atu mātou nā te pae raro matangi o tēta'i motu, ko Kāuda te ingoa, mei kore rāi i rauka i a mātou i te tāpekapeka i te poti 'akaora. 
ACT.27.17	E oti akera te reira i te 'uti'ia mai ki runga i te pa'ī, kua 'apai atura te au mātarō i te au taura nā raro ake i te takere pa'ī 'ei 'ītikitiki rāi i te pa'ī. Ē nō tō rātou mataku ko te tīria ā'ea rātou ki runga i te ngātoro one o Sūrati, kua tuku i'ora rātou i te kie pa'ī 'ei tūtau moana, ē kua vai'o i'ora i te pa'ī kia mānu 'aere 'ua. 
ACT.27.18	Nō te ririnui i tō mātou taka'uri'uri'ia'anga e te 'uri'ia, kua 'akamata atura rātou i te 'uri i te kākō ki roto i te tai, i tērā a'o mai rā. 
ACT.27.19	Ē i te toru o te rā, nā tō rātou 'ua'orāi rima i 'uri i te 'apinga 'akatere pa'ī ki roto i te tai. 
ACT.27.20	Ē nō tei kore te rā ē te au 'ētū i kitea mai 'e mānganui akera te rā, ē te ma'ata 'ua maira te 'uri'ia, kāre rava atura ō mātou manako toe ē ka 'akaora'ia mātou.
ACT.27.21	Ē kua roa akera kāre i kai i te kai, kua tū akera a Paulo i rotopū i a rātou, ē kua karanga atura, “E tama mā, nāringa i 'āriki'ia mai tāku ē, 'eia'a e tere mai mei Kēreta, kua ora kōtou i reira i tēianei kino ē tēianei pou. 
ACT.27.22	Inārā, tē pati atu nei au i a kōtou kia māro'iro'i kōtou, nō te mea, kāre rava te ora'anga o tēta'i o kōtou nei e kore, māri rā ko te pa'ī anake. 
ACT.27.23	Inapō 'oki, i tū mai ana tēta'i 'āngela a te Atua i mua i āku, nō te Atua 'oki au nei ē ko ia tāku e 'akamori nei, 
ACT.27.24	ē kua nā kō maira, ‘'Eia'a e mataku, e Paulo. Kia tū rāi koe ki mua i te aroaro o Kaisara e tikāi; ē inā 'oki, kua 'ōronga aro'a 'ua mai 'oki te Atua ki a koe i te ora o te aronga kātoatoa e tere nei kōtou.’ 
ACT.27.25	Ē nō reira, e 'akamāro'iro'i, e tama mā, kua 'irinaki tikāi au ki te Atua ē ka tupu te reira, mei tāna rāi i tuatua mai ki āku nei. 
ACT.27.26	Inārā, ka paea rāi tātou ki runga i tēta'i 'enua e tikāi.”
ACT.27.27	E tae akera ki te nga'uru mā 'ā o te pō, tē takanimonimo 'aere 'ua'ia ra mātou i runga i te Tai Ādēria, kua toko maira ki te au 'āōnga pa'ī i te tūruā'ipō ē, tē vaitata atu nei mātou ki tēta'i 'enua. 
ACT.27.28	Kua vāito akera rātou i te 'ō'onu o te tai, kite atura rātou ē, e rua nga'uru anga i te 'ō'onu; i muri poto mai i tō rātou tere'anga atu, kua vāito 'aka'ou i'ora rātou, ē kitea maira ē, e ta'i nga'uru mā rima anga i te 'ō'onu. 
ACT.27.29	Kua mataku akera rātou ko te tīria ā'ea rātou ki runga i te ngā'i tokatoka, kua tuku atura rātou i ngā tūtau e 'ā mei muri atu i te kōto'e pa'ī; tē 'inangaro ma'ata ra 'oki rātou kia ao. 
ACT.27.30	Kua tāmata i'ora te 'āōnga pa'ī i te 'akaruke mai i taua pa'ī ra, ē kia tuku'ia te poti 'akaora e rātou ki raro i te tai, mei te mea atura ē, kua tuku tūtau rātou ki mua i te pa'ī. 
ACT.27.31	Kua karanga atura a Paulo ki te rangatira 'ānere ē te au va'e'au, “Mē kāre tēianei aronga e no'o i runga i te pa'ī nei, kāre kōtou e ora.” 
ACT.27.32	Kua tīpū i'ora te au va'e'au i te au taura o te poti, ē kua tuku atura kia 'aere.
ACT.27.33	Ē tē vaitata maira te 'ākirāta, kua 'akamāro'iro'i atura a Paulo i a rātou kātoatoa kia kai i te kai, nā kō atura, “Ko te nga'uru mā 'ā tēia o te rā i tō kōtou no'o tāpapa 'ua'anga ma te kaikore, ē kāre tākiri kōtou i kaikai. 
ACT.27.34	Ē nō reira, tē pati 'akatenga atu nei au ki a kōtou kia kai i te mānga, 'ei reira 'oki kōtou e ora ai; nō te mea, kāre rava tēta'i i'o rauru 'okota'i o tō kōtou na ūpoko e tākinokino'ia.” 
ACT.27.35	E oti akera aia i te tuatua'anga atu i ēia mea nei, kua rave akera aia i te mānga, kua 'akameitaki atura i te Atua i mua i a rātou kātoatoa; kua vā'i i'ora, ē kua 'akamata i'ora i te kai. 
ACT.27.36	Māro'iro'i rava akera rātou kātoatoa, ē kua kai katoa i'ora i te mānga. 
ACT.27.37	E rua 'ānere ē 'itu nga'uru mā ono mātou i te kātoatoa'anga i runga i taua pa'ī ra. 
ACT.27.38	E merengo akera rātou i te kaikai'anga, kua 'uri atura rātou i te sītona ki raro i te tai kia māmā te pa'ī.
ACT.27.39	E ao akera, kāre rātou i runga i te pa'ī i pāpū tikāi ē, ko 'ai taua 'enua ra, kua kite atura rātou i tēta'i 'ākoko ma te one tea i ta'atai, ē kua 'akakoro i'ora rātou ē, mē ka rauka, e nā reira i te uru atu i te pa'ī ki uta. 
ACT.27.40	Kua tīpūpū atura rātou i te taura o ngā tūtau e tuku atura ki raro i te tai, ē te tatara katoa atu i te taura tāpeka 'oe i taua 'ati'anga rāi; kua 'uti akera rātou i te kie ō mua i te pa'ī kia kī i te matangi, ē kua tere tika atura rātou ki uta ki te one tea. 
ACT.27.41	E tae atura rātou ki tēta'i ngā'i rīpainga, kua 'akatūpā'oro'oro atura rātou i te pa'ī ki runga i te ngā'i pāpaku; mou piri'ākita atura te putāi'u o te pa'ī, ē kāre rava i ngāueue. Kāreka te kōto'e, kua vāvā'i'ia ia e te ruturutu'anga a te ngaru.
ACT.27.42	Kua 'akakoro i'ora te au va'e'au e tāmate i te au mou'āuri kia kore rava tēta'i o rātou e kau ki uta e ora atura. 
ACT.27.43	Nō te 'inangaro rā o te rangatira 'ānere i te 'akaora i a Paulo, kua tāpū atura aia i tā rātou e 'akakoro ra, ē kua 'akaue atura aia i te aronga tei kite i te kau ra, kia rere atu nā mua ki roto i te tai, ka kau atu ei ki uta, 
ACT.27.44	ē te aronga i toe ra, kia nā runga tēta'i pae i te tapa'anga rākau, ē tēta'i pae kia nā runga i tēta'i atu 'apinga nō te pa'ī mai. I nā reira te kātoatoa rava i tae ora ai ki uta i te 'enua.
ACT.28.1	E ora anake atura mātou, kua kite akera mātou ē, ko Mēlita te ingoa o taua 'enua ra. 
ACT.28.2	Kua tākinga meitaki ma'ata roa mai te au tangata o taua 'enua ra i a mātou: kua ta'u i'ora 'oki rātou i te a'i, ē kua arataki atura i a mātou rava rāi ki reira, nō te mea, tē topa 'ua maira te ua ē tē anu ra 'oki. 
ACT.28.3	Kua ko'iko'i i'ora a Paulo i tēta'i ruru va'ie, ē i tōna tuku'anga atu i te reira ki runga i te a'i, kua rere maira tēta'i vīpera ki va'o nō te vera 'oki o te a'i, ē kua piri maira ki runga i tōna rima. 
ACT.28.4	Kia 'ākara maira taua au tangata ra i taua ōvī ra i te tautau'anga mai mei tōna rima ra, kua kārangaranga i'ora rātou, rātou 'ua'orāi. “'E mea pāpū ē, 'e tangata tā tangata aia nei; ko te tuatua nōna kāre aia e ora mei tāna i rave, noa atu ē kua ora aia mei te moana mai.” 
ACT.28.5	Kua rūrū atura a Paulo i taua ōvī ra ki roto i te a'i, kāre tākiri rā aia i roko'ia e te kino. 
ACT.28.6	Ko rātou rā, tē tāpapa 'ua ra rātou i te 'ē'ē'anga aia ē te 'inga'anga ki raro i taua 'ati'anga rāi, ka mate rava atu ei. Kia tāpapa rā rātou e roa akera, ē kāre atura rātou i kite i tēta'i 'ua atu kino i te tupu'anga ki aia, kua taui atura rātou i tō rātou manako ē kua kārangaranga atura ē, “'E atua aia!”
ACT.28.7	Ē i vaitata ki taua ngā'i ra te au kāinga o te tūtara o taua 'enua ra, ko Pōpiliō tōna ingoa, ko tei 'ō'ō mai i a mātou, ē tei 'ākono mai i a mātou 'ei manu'iri nāna i roto i tōna 'are e toru rā. 
ACT.28.8	Tē maki'ia ra te metua tāne o Pōpiliō e te vera ma te 'eke toto, tē 'aka'āvai 'ua ra. Kua 'aere atura a Paulo e 'ātoro i aia, pure i'ora, tuku atura i ōna rima ki runga a'o i aia ē e 'akaora atura i aia. 
ACT.28.9	E oti akera taua 'akaora'anga ra, kua 'akamata akera te aronga maki kātoatoa o taua 'enua ra i te 'aere mai, ē kua 'akaora'ia i'ora, 
ACT.28.10	ē kua 'akangāteitei ma'ata maira rātou i a mātou. Ē i tō mātou 'akaruke'anga i muri roa mai, kua tuku maira rātou i te au mea umuumu'ia ki runga i te pa'ī.
ACT.28.11	E topa akera e toru marama ki muri, kua tere atura mātou nā runga i tēta'i pa'ī nō Ālekānētēria mai tei 'akaruru i te tuātau 'uri'ia i taua 'enua ra. Ko te “Mā'anga Tamāroa” te tiki 'akairo o taua pa'ī ra. 
ACT.28.12	E kake atura mātou ki uta i Sirakusa, ē kua no'o i'ora ki reira e toru rā. 
ACT.28.13	Ē tē 'ano atura mātou mei reira atu, tae atura ki Rēgio. E pō ta'i akera, kua 'akamata maira te matangi tonga i te 'arara mai, e pō rua akera 'oki, tae atura mātou ki Pūteoli. 
ACT.28.14	Ē 'e aronga taeake tei kitea'ia e mātou ki reira, ko tei pati 'akatenga mai ki a mātou kia no'o mātou ki ō rātou ra e 'itu rā. I pērā 'oki tō mātou tere ki Rōma. 
ACT.28.15	I tō te au taeake i Rōma 'akarongo'anga i te karere i a mātou, kua 'aere maira rātou e 'ārāvei mai i a mātou e tae 'ua maira ki Āpio Fora ē te 'Are Tāpae'anga Toru. Ko Paulo, i tōna kite'anga atu i a rātou, kua 'akameitaki atura i te Atua, ē māro'iro'i atura aia.
ACT.28.16	Kia tomo atu mātou ki roto i a Rōma, kua 'akatika'ia a Paulo kia no'o anake 'ua aia ē tēta'i va'e'au 'ei tiaki i aia.
ACT.28.17	E topa akera e toru rā ki muri, kua kāpiki atura a Paulo i te aronga nunui o te Ngāti Iūda ki tēta'i 'uipā'anga. Ē kia putuputu maira rātou, kua karanga atura aia ki a rātou, “E tama mā ē te au taeake nei, ko au, noa atu ē kāre au i 'apa ana i tō tātou 'iti tangata, mē kāre ra i tā tātou au peu 'ui tupuna ra, kua tuku mou'āuri'ia atu rāi au ki roto i te rima o tō Rōma i Iērūsalēma ra. 
ACT.28.18	E oti akera rātou i te uiui mai i āku, kua 'āriki rātou i te tuku i āku, nō te mea, kāre āku mea i rave e tau ei i āku te mate. 
ACT.28.19	Kia pāto'ito'i 'ua mai rā te Ngāti Iūda, kāre atu āku rāvenga, māri rā, i te karanga ē, ‘Nā Kaisara au e 'akavā’, noa atu ē, kāre āku 'ei tāpepe atu i tōku 'iti tangata. 
ACT.28.20	Ē ko tēia 'oki te tumu i pati atu ei au kia 'ārāvei au i a kōtou, ē kia 'akakite atu au ki a kōtou ē, nō te tāpapa'anga o Īserā'ela i tāpeka'ia ai au ki tēianei piri'anganaoa.”
ACT.28.21	Kua pa'u maira rātou, “Kāre ā mātou leta i rauka mai nō Iūdea mai nō runga i a koe, ē kāre katoa tēta'i o tō mātou au taeake Ngāti Iūda i tae mai ki konei i 'apai mai i te karere nō'ou, mē kāre ra, 'e tuatua kino mai nō runga i a koe. 
ACT.28.22	Tē 'inangaro nei rā mātou i te 'akarongo mai mei a koe mai ē, 'e a'a tō'ou 'ua'orāi manako, nō te mea, kua kite 'oki mātou i tēia pupu nō'ou ē, kua pāto'ito'i'ia ia i te au ngā'i kātoatoa.”
ACT.28.23	Kua 'akapāpū atura rātou i tēta'i rā nō te 'ārāvei i aia. Ē kua 'aere maira rātou 'e mānganui 'ua atu ki tōna 'are, ē mei te pōpongi mai e a'ia'i 'ua atura tōna 'akamāramarama'anga atu ki a rātou ē te 'akakitekite'anga atu i te bāsileia o te Atua, ma te 'akapāpū atu ki a rātou i te tuatua nō runga i a Iēsū mei roto mai i te Ture a Mōse ē te au peroveta ra. 
ACT.28.24	Ko tēta'i pae, kua 'āriki maira rātou i tei tuatua'ia, ko tēta'i pae rā, kāre rātou i 'āriki mai. 
ACT.28.25	Kua 'akaruke maira rātou ma te taumārōrō i rotopū i a rātou 'ua'orāi, i muri ake i tō Paulo karanga'anga atu i tēianei tuatua 'okota'i ra: “E tau rāi tā te Vaerua Tapu tuatua ki tō kōtou 'ui tupuna nā roto i te peroveta i a Īsaia, 
ACT.28.26	i te nā kō'anga mai ē,
ACT.28.26	‘Ka 'aere kōtou ki taua aronga ra, ka karanga atu ei,
ACT.28.26	Ka 'akarongo kōtou ki ō kōtou taringa, ē kāre rāi e mārama,
ACT.28.26	ē ka 'ākara kōtou ki ō kōtou mata, ē kāre rāi e kite.
ACT.28.27	Nō te mea, kua mātorutoru 'oki te ngākau o tēianei 'iti tangata
ACT.28.27	ē kua 'akarongo ngatā ō rātou taringa,
ACT.28.27	ē kua tōpiri i ō rātou mata,
ACT.28.27	ko te kite ā'ea rātou ki ō rātou mata,
ACT.28.27	ē ko te rongo ā'ea ō rātou taringa,
ACT.28.27	ē ko te mārama ā'ea ō rātou ngākau
ACT.28.27	ē ko te 'āriu ā'ea mai rātou,
ACT.28.27	ē tē 'akaora ra au i a rātou.’
ACT.28.28	“Nō reira, kua mārama kōtou ē, ko tēia rāvenga ora a te Atua, kua tono'ia ia ki te au 'ētene; ka 'akarongo 'oki rātou.”
ACT.28.30	No'o atura a Paulo e rua akera mata'iti pūpū ki roto i tōna 'ua'orāi 'are tāra'u ra, ē kua 'āriki maira aia i te tangata rava rāi tei 'aere mai e 'ārāvei i aia ra, 
ACT.28.31	ma te 'akakite atu i te bāsileia o te Atua ē te 'āpi'i atu i te karere o te Atu ra ko Iēsū Mesia ma te matakukore, ē kāre tākiri aia i ārairai'ia.
ROM.1.1	Ko au, ko Paulo, 'e tāvini nō Iēsū Mesia, i 'akariro'ia 'ei 'āpōsetolo ē i 'akataka'ia nō te 'ēvangelia a te Atua. 
ROM.1.2	Ko te 'ēvangelia 'oki tā te Atua i 'akakite mai i muatangāna ra, nā roto mai i tāna au peroveta i roto i te Tuatua Tapu i tātā'ia ra, 
ROM.1.3	nō runga i tāna Tamaiti ko Iēsū Mesia, tō tātou 'Atu, ko tei 'ānau'ia mai mei roto mai i te 'uānga o Dāvida i te pae kōpapa nei; 
ROM.1.4	i te pae rā o te Vaerua o tōna tū tapu kua 'akaāri'ia mai aia ē, ko te Tamaiti aia nā te Atua, nā roto 'oki i te mana o tōna tū'aka'ou'anga mei te mate maira. 
ROM.1.5	Ē nā roto mai 'oki i aia ē nō tōna ingoa i rauka ai i a mātou te aro'a 'ua o te tao'onga 'āpōsetolo nō te au 'iti tangata kātoatoa, kia 'irinaki ē kia kauraro rātou. 
ROM.1.6	Ē ko kōtou 'oki i Rōma na tei kāpiki'ia e te Atua kia riro nō Iēsū Mesia.
ROM.1.7	Ē nō reira, tē tātā atu nei au ki a kōtou, te aronga i Rōma na, tei 'akaperepere'ia mai e te Atua ē tei 'ākono'ia 'ei aronga tapu:
ROM.1.7	Kia 'ōronga 'ua mai te Atua tō tātou Metua ē te 'Atu ko Iēsū Mesia i te aro'a 'ua ē te 'au ki a kōtou.
ROM.1.8	Tē 'akamata nei au ma te 'akameitaki atu i taku Atua nā roto i a Iēsū Mesia ra nō kōtou rava rāi, nō te mea, kua tuatua 'aere'ia te tū o tō kōtou 'irinaki'anga i aia ē kako roa ake te ao katoa nei. 
ROM.1.9	Ko te Atua tāku e tāvini nei ma tōku vaerua katoa i te tūtū 'aere'anga i te 'ēvangelia o tāna Tamaiti, tōku kite i te putuputu i tāku 'akama'ara'anga i a kōtou 
ROM.1.10	i roto i taku au pure i te au 'ati'anga rava rāi, ē tē pure nei au kia tika i te Atua, kia 'ōronga mai ki āku i tēta'i rāvenga kia tae atu au ki a kōtou. 
ROM.1.11	Tē 'inangaro pakari nei 'oki au i te kite i a kōtou, kia 'ōronga atu au i tēta'i 'apinga aro'a vaerua ki a kōtou nō te 'akamātūtū atu i a kōtou. 
ROM.1.12	Koia 'oki, kia 'akamāro'iro'i kāpipiti'ia tātou i te 'irinaki'anga; ko au nā roto i tō kōtou 'irinaki'anga, ē ko kōtou nā roto i tōku.
ROM.1.14	E kaio'u 'oki au nā te aronga Eleni, ē pērā katoa nā te aronga o te au 'enua kekē; nā te aronga pakari, ē pērā katoa nā te aronga kitekore. 
ROM.1.15	Ē nō reira, ko tēia tōku 'inangaro ma'ata: ko te tūtū 'aere katoa i te 'ēvangelia ki a kōtou i Rōma na.
ROM.1.17	I roto 'oki i te 'ēvangelia i 'akakite'ia mai ei te tuatua tika nō kō mai i te Atua ra, nā roto mai i te 'irinaki'anga mei te 'akamata'anga mai e tae 'ua atu ki te 'openga. Kua tātā'ia 'oki ē, “Ko te tangata 'e tuatua tika tāna nā roto i te 'irinaki'anga ra, ka ora ia.”
ROM.1.18	Kua 'akaāri'ia mai 'oki te riri o te Atua mei te rangi mai ki runga i te tangata nō tō rātou 'ākonokore Atua ē tō rātou tuatua tikakore. Kua tāpū 'oki te tangata i te tuatua mou nā roto i tō rātou tū tikakore, 
ROM.1.19	nō te mea, tē mārama 'ua ra i a rātou te au mea i kitea'ia o te Atua ra. Nā te Atua 'ua'orāi 'oki i 'akakite ki a rātou. 
ROM.1.20	Nō te mea, ko te au mea nōna tei kore i 'ākara'ia ra, koia 'oki, tōna mana mutukore'anga ē tōna atua'anga, kua kitea pū'ia rāi mei te ma'ani'anga mai o tēianei ao nā roto i te au mea i 'anga'ia nei. Ē nō reira, kāre 'ua atura ā rātou kōto'e'anga.
ROM.1.22	Tē tuatua nei rātou ē, 'e aronga pakari rātou, kua riro mai rā rātou 'ei au nēneva, 
ROM.1.23	ē kua tuku rātou i te kakā o te Atua matekore ra ki tēta'i mea ma'ani'ia mei te tangata e mate 'ua nei te tū, ē mei te au manu rere, ē mei te au manu vaevae 'ā ra, ē mei te au mea torotoro 'aere nei.
ROM.1.24	Nō reira, kua 'akaruke te Atua i a rātou ki te au mea vi'ivi'i tā tō rātou ngākau i 'inangaro ra, ē kua rave rātou i te au 'anga'anga 'akamā ki tō rātou kōpapa ki a rātou 'ua'orāi. 
ROM.1.25	Kāre taua aronga ra i 'āriki mai i te tuatua mou nō te Atua ra, kua 'āriki rā i te pikika'a; ē kua 'akamori ē kua tāvini rātou i te mea i 'anga'ia ra, kāre rā i tei 'anga i te reira. Ko ia tei 'akameitaki'ia e tuātau 'ua atu. Āmene.
ROM.1.26	Ē nō reira i 'akaruke 'ua ai te Atua i a rātou ki te au noinoi vi'ivi'i ra: nā tā rātou au va'ine 'oki e ruri kē nei i te mea tika ki te mea tikakore i tō rātou tū va'ine ra. 
ROM.1.27	Ē pērā katoa 'oki te au tāne: kua 'akaruke atu rātou i te mea tika i rotopū i te tāne ē te va'ine, ē tē mura ra tō rātou noinoi i a rātou 'ua'orāi; ko te tāne, i te rave'anga i te mea 'akamā ki te tāne rāi. Ē nō reira, kua rauka mai te tūtaki i roto i a rātou i tei tau ki tō rātou 'ē'anga ra.
ROM.1.28	Ē nō te mea kāre rātou i 'inangaro i te 'āriki ē 'e Atua tēta'i, kua tuku 'ua atura te Atua i a rātou ki te 'ō'onu rava o tō rātou ngākau kino, kia rave 'ua na rātou i te mea tikakore. 
ROM.1.29	Kua kī 'oki rātou i te au tuatua tikakore rava rāi, te kanga, te noinoi 'apinga, te manava kino; kua kī rātou i te vare'ae, te tā tangata, te taumārō, te rāvenga tāpikipiki ē te 'akamoupuku. 'E aronga uruto'e rātou, 
ROM.1.30	'e aronga 'o'onitua, 'e aronga mākitakita Atua, 'e aronga va'a 'akakino, 'e aronga kōperepere, 'e aronga pūpūva'a, 'e aronga kimikimi matatio i te rave i te kino ra, 'e aronga kaurarokore i te metua ra, 
ROM.1.31	'e aronga 'ākonokore, 'e aronga 'aka'atikau kōreromotu, 'e aronga kāre 'e aro'a mou i te tangata ē te ngākau tangikore. 
ROM.1.32	Kua kite meitaki rātou i te tika a te Atua ē, ko te aronga tei rave i taua au mea ra, e tau i a rātou te mate. Noa atu ē kua kite rātou i te reira, tē 'akatinamou nei rāi rātou i te rave i taua au mea ra, ē tē taurekareka katoa nei rāi rātou i te aronga e rave ra.
ROM.2.2	Kua kite rā tātou ē, 'e 'akavā'anga tika tā te Atua i te aronga i rave i taua au mea ra. 
ROM.2.3	Tē manako āina koe, e tērā ra tangata ē, i a koe e 'akavā na i te aronga i rave i taua au mea ra, ē tē rave katoa na 'oki koe i taua au mea ra, ka ora āina koe i te 'akavā'anga a te Atua? 
ROM.2.4	Mē kāre rā, tē 'akava'ava'a 'ua āinei koe i tōna tākinga meitaki ma'ata, te 'akamouririkore ē te 'akakoromaki roa, ma te kore koe e kite ē, nā te tākinga meitaki o te Atua ra e arataki i a koe kia tatarā'ara?
ROM.2.5	Nō tō'ou mārō rā ē te tatarā'arakore o tō'ou ngākau, tē 'akaputu ra koe i te riri nō'ou 'ua'orāi nō taua rā riri ra e 'akaāri'ia mai ei te 'akavā'anga tika a te Atua ra. 
ROM.2.6	Ka tūtaki mai 'oki aia ki te tangata tātakita'i i tei tau ki tāna au 'anga'anga: 
ROM.2.7	ko te aronga tei kimi i te kakā, te ngāteitei ē te ora'anga matekore nā roto i te rave tāmou mārie'anga i te meitaki, ka 'ōronga'ia mai ki a rātou te ora mutukore; 
ROM.2.8	ko te aronga rā tei kore i 'āriki i te tuatua mou ra, kua āru rā i te tuatua tikakore nā roto i te manako'anga pu'apinga nōna 'ua'orāi, ka tae mai ei te marekakore ē te riri 'oto'oto ki runga i a rātou. 
ROM.2.9	Ka tupu 'oki te tūmatetenga ē te mamae ngākau ki te tangata kātoatoa i rave i te kino ra, ko te Ngāti Iūda ana nā mua ē ko te Eleni katoa 'oki. 
ROM.2.10	Ka 'ōronga'ia rā te kakā, te ngāteitei ē te 'au ki te tangata kātoatoa e rave i te meitaki ra, ko te Ngāti Iūda ana nā mua ē ko te Eleni katoa 'oki. 
ROM.2.11	'Āiteite 'ua te tū o tā te Atua 'ākono'anga ki te kātoatoa.
ROM.2.12	Ko te aronga katoa tei rave i te 'ara ra, ē kāre ā rātou Ture, ka mate rāi rātou ma te kore ā rātou Ture; ko te aronga katoa ra i te tika a te Ture tei rave i te 'ara, nā te Ture rāi rātou e 'akavā. 
ROM.2.13	Kāre 'oki ē ko tei 'akarongo taringa 'ua i te Ture ra, 'e aronga tuatua tika rātou i tō te Atua 'ākara'anga, ko tei 'ākono mārie rā i te Ture ka 'akariro'ia rātou 'ei aronga tuatua tika. 
ROM.2.14	I te mea ē, ko te 'ētene kāre ā rātou Ture, kua rave rāi rātou i tei tau i tā te Ture ra, noa atu ē kāre ā rātou Ture, kua riro rāi rātou 'ei ture ki a rātou 'ua'orāi. 
ROM.2.15	Kua 'akaāri mai 'oki rātou ē, i tā te Ture i 'akakoro, kua tātā'ia ia i roto i tō rātou ngākau, ē nā tō rātou 'akavā ngākau i turu katoa mai, ē nā tō rātou manako 'ō'onu i roto i a rātou 'ua'orāi e 'aka'apa atu, mē kāre, e 'akatika mai i a rātou, 
ROM.2.16	i taua rā ra e 'akavā ai te Atua nā roto i a Iēsū Mesia ra i te au mea ngaro i roto i te tangata nei, kia tau ki te 'ēvangelia e tūtū 'aere'ia nei e au.
ROM.2.17	Inā, ko koe 'oki, tē karanga na koe i a koe 'ua'orāi ē 'e tangata Ngāti Iūda, ē tē 'irinaki ra koe i te Ture, ē tē ngākau parau ra koe i tō'ou piri'anga ki te Atua. 
ROM.2.18	Kua kite 'oki koe i tōna anoano, ē tē kite na koe i te mea meitaki rava atu, nō te mea, kua 'āpi'i'ia koe e te Ture. 
ROM.2.19	Kua pāpū i a koe ē, 'e arataki koe nō tei matapō ra, 'e tūrama nō te aronga e no'o i te pōiri ra, 
ROM.2.20	'e akoako i te kitekore, 'e pū'āpi'i nō te tamariki, nō te mea, kua rauka i a koe te kī o te kite ē te tuatua mou nō roto mai i te Ture. 
ROM.2.21	Ko koe 'oki tei 'āpi'i atu i tēta'i kē ra, kāre koe e 'āpi'i i a koe 'ua'orāi? Ko koe 'oki tei ako ē, auraka e keiā, tē keiā ra koe? 
ROM.2.22	Ko koe 'oki tei karanga ē, auraka e 'akaturi, tē 'akaturi ra rā koe? Ko koe 'oki tei 'akava'ava'a i te au 'ītoro, tē keiā ra rā koe mei roto mai i te au 'iero? 
ROM.2.23	Ko koe 'oki tei ngākau parau i te Ture ra, tē tā'akamā ra koe i te Atua nā roto i te 'a'ati'anga i te Ture? 
ROM.2.24	Nō kōtou 'oki i reira “i 'akakino 'ua'ia ai te ingoa o te Atua i rotopū i te au 'ētene ra,” mei tei tātā'ia ra.
ROM.2.25	'E pu'apinga 'oki tō te peritome mē 'ākono koe i te Ture. Mē 'a'ati rā koe i te Ture, kua riro i reira tō'ou peritome 'ei peritomekore. 
ROM.2.26	Inā, ko te tangata peritomekore ra, mē tē 'ākono ra aia i tei tau i te Ture ra, kāre āinei tōna peritomekore e karanga'ia ē, 'e peritome? 
ROM.2.27	Ko ia tei kore i peritome kōpapa'ia ra ē tē 'ākono ra rā i te Ture, ka 'akavā mai ia i a koe, nō te mea, kua 'a'ati koe i te Ture, noa atu ē, tei a koe te Ture i tātā'ia ra ē te peritome. 
ROM.2.28	Kāre 'oki te Ngāti Iūda ā va'o 'ua ra i te Ngāti Iūda tikāi, ē kāre katoa 'oki te peritome kōpapa ā va'o 'ua ra i te peritome tikāi; inārā, ko te Ngāti Iūda ā roto ra ko te Ngāti Iūda tikāi ia. 
ROM.2.29	Ē ko te peritome tika tikāi ko te peritome ia o te ngākau tei tau i te Vaerua, ē kāre anake 'ua i te mea i tātā'ia ra. Ē nā te Atua e 'akameitaki i taua tū Ngāti Iūda ra, kāre e nā te tangata.
ROM.3.1	'E meitaki atu āinei te Ngāti Iūda i te aronga kē? Mē kāre ra, 'e pu'apinga āinei tēta'i kia peritome'ia? 
ROM.3.2	'E ma'ata tikāi te pu'apinga mē 'ākarakara'ia atu te au mea rava rāi. Ko te mea mua, kua tuku tikāi 'ia mai te karere a te Atua ki te Ngāti Iūda.
ROM.3.3	E 'akapē'ea rā, mei te mea ē, kāre ēta'i o rātou i 'ākono meitaki i tei tukuna'ia mai ki a rātou? Ka 'ākonokore āinei te Atua i tāna tuatua, nō te mea, kāre rātou i 'ākono i tei tukuna'ia mai ki a rātou? 
ROM.3.4	Kāre rava ia! Ka vai rāi te Atua 'ei Atua tuatua mou, noa atu ē 'e pikipikika'a te tangata rava rāi, mei tei tātā'ia ra ē,
ROM.3.4	“Ka tika 'ua rāi tā'au mē tuatua koe,
ROM.3.4	ē ka 'autū 'ua rāi tā'au mē 'akavā'ia koe.”
ROM.3.5	Mē riro rā tā tātou tuatua tikakore 'ei 'akaāri meitaki mai i te tuatua tika a te Atua ra, ka 'akapē'ea rā tātou i reira? Kua tikakore āina te Atua mē 'akautunga mai aia i a tātou? (Mei tā te tangata tāku e tuatua nei.) 
ROM.3.6	Kāre rava ia! Nāringa 'e tuatua tikakore te Atua, 'e a'a i reira e tikāi i aia kia 'akavā i tō te ao nei?
ROM.3.7	Mē riro tōku tū pikika'a 'ei 'akama'ata atu i te kakā o te Atua nō tōna tuatua mou, 'e a'a i'ora au i 'akavā'ia ai ē, 'e tangata rave 'ara? 
