MAT.1.1	Yezu Kristə wɔ́ Abəraham ǹdə́ Dəvyidi nɔ̃̌. Nyǐnə ń nàmbala bɛ́ yilə né.
ACT.18.24	Zhwifu mə̀dù yà ń tú Efɛɛzɛ ń yíl Apɔlɔɔsɛ. Ń yà ń wɔ́ Alɛsãdəri lyì byǐ. Ń yà ń zhe surhə; ń yě Yi zɔ̀mɛ̀ rɛ́ sɛ́bɛ́ rɛ́ zɔ̀mà nɛ́ náàcɛ̀nɛ́.
ACT.18.25	Bə̀ yʼà byili mu Cinu sɔ́má yá. Sə è gə wɔ́ nɛ̃̌-shɔ mɔ́ shò-kwã nɛ́, wɔ́ Zhã nɛ̃̌-shɔ mɔ́ dúdú yò ń yà ń yě. Ǹdə́ rə̀myɛ́ ga, ń yà ń nə́ ń bwə̀l Yezu yò-ècɔ̀nɔ̀ nyí rí ǹdə́ ń wu gakó, ń nə́ ń byili rə̀ kùr ré náàcɛ̀nɛ́. 
ACT.18.26	N vò Zhwifubá dwã-gùlú jì y wẽ́, n ji kùr ń nə́ ń zɔ̀m ǹdə́ wu-jɔ̀. Sə Pərishii ǹdə́ Akəlaasɛ gə́ nyɛ̀ɛ̀ ń zɔ̀mà nɛ́, bə zə mɔ bə vò bə̀ sõ, bə kwɛrhɛ bə byili mu Yi sɔ́má y yé-shò pamparɛ̃ɛ̃.
ACT.18.27	Rə̀myɛ́ kwã nɛ́, n zɛ̃̀ ń nə́ ń yâl n vò Akəyi tənà y wa. Efɛɛzɛ Kristə-lyì bí wɔ̀ bə̀ kɔn càn. Bə zɛ̃̀ bə kɛ̃ sɛ́bɛ́ bə pɔ̃, bə̀ ń gə yú sə n pə tənà y èmyɛ́ Kristə kwã-lyì bí ni, mùnì ga bə zwẽ ń zhəəle cɛ̀nɛ̀. Ń gə́ yú gàà, Yi sɛ̃ mɔ n ŋwɛ̀nɛ́ n sɛ̃ Kristə-lyì bí byɛ̀bɛ́ bə̀ ŋwɛ́nɛ́ gàà mɔ́ nɛ dɛ̃´dɛ̃´. 
ACT.18.28	Ńmyɛ̌ ǹdə́ Zhwifubá gə la zɔ̌m gakó, ń ya n zɔ̀m n ji bi tɛ̃´ lyì bí gakó yírh wə. Sə ń yà ń nə́ ń tó Yi zɔ̀mɛ̀ rɛ́ sɛ́bɛ́ rɛ́ zɔ̀mà nɛ́ dɛnnɛ ń byili bi bə̀ wɔ́ Yezu ń wɔ́ Kristə mó.
ACT.19.1	Pwəə zhǐr ǹdə́ Apɔlɔɔsɛ ŋwɛ́nɛ́ Kɔrɛ̃tɛ nɛ́, n tó cɛmɛ nɛ́ nyɛ̀bɛ́ nə̀ ŋwɛ́nɛ́ pyààrɛ́ w mɔ́ wa, n lyɛ̃ n vò Efɛɛzɛ. N yí n nə Kristə kwã-lyì jàlà gàà. 
ACT.19.2	N bwə̀rh bè n wɔ̀: “Á gə́ zù Kristə mó, Eshirhə náàcɛ̀nɛ́ só á yó?”
ACT.19.2	Bə wɔ̀ mɔ̀: “Nə́ gwẽ̌ yə̀l bə̀ Yi twĩ̀ Eshirhə náàcɛ̀nɛ́ e bə̀ yé.”
ACT.19.3	N zɛ̃̀ n bwə̀rh bè n wɔ̀: “Nɛ̃̌-shɔ mɔ̌ á nə zwẽ?”
ACT.19.3	Bə̀ wɔ̀ mɔ̀: “Wɔ́ Zhã nɛ̃̌-shɔ mɔ́ nə́ zwẽ.”
ACT.19.4	Pwəə wɔ̀ bɛ: “Zhã yà ń nə́ ń pɛ nɛ̃̌-shɔ byɛ̀bɛ́ bə̀ pyìrhí bə̀ wun mú ni, sə ń yà ń nə́ ń wə̀l Esərayɛl lyì bí ni bə̀ bə̀ zú mɔ̀bɔ́ ń la tà-kwã n bə̀ mɔ́. Wɔ́ Yezu yò Zhã yà ń nə́ ń zɔ̀mà.”
ACT.19.5	Bə̀ gə́ nyɛ̀ɛ̀ rə̀myɛ́, bə jʼa ce bə pə bɛ nɛ̃̌-shɔ Cinu Yezu yil lé yilə. 
ACT.19.6	Pwəə zɛ̃̀ n cĩ́ ń jɛ̀rh bə̀ yó, Eshirhə náàcɛ̀nɛ́ jʼa só bə̀ yó. Bə zɛ̃̀ bə̀ nʼê zɔ̀m zɔ̀mà dwí dwã, ǹdə́ zɔ̀mà nyɛ̀bɛ́ Yi byili bi mú myɛ. 
ACT.19.7	Bə̀ gakó yʼà yú nunə shí ǹdə́ bə̀lyè.
ACT.19.8	Pwəə wɛ̀rhɛ́ cànsɛ̀ sə̀tɔ̀ ǹdə́ ń nə́ ń zhə̀l Zhwifubá dwã-gùlú jì y wẽ́, ń nə́ ń zɔ̀m ǹdə́ wu-jɔ̀ ń mə́ ń bwə̀l Yi pyɛ̀lɛ̀ rɛ́ yò, sə ń yà ń nə́ ń ce jàn nɛ́ mùnì ga byɛ̀bɛ́ bə̀ nʼê cili ń zɔ̀mà nɛ́ mɔ́ zwẽ nyí bə zù Kristə. 
ACT.19.9	Sə ǹdə́ rə̀myɛ́ ga, jàlà yʼà wɔ́ yó-kùùlì cìnə́. Bə cẽ, bə̀ yə̀ nyí zwẽ yé. Bə̀ yʼà nʼê zɔ̀m bə̀ mʼê fulsi Cinu sɔ́má y lyì bí gakó yé né, sə Pwəə zə Kristə kwã-lyì bí n zhǐr n vò ń nə́ ń cèrhè bè kàrmɔ̀ jì èdù wẽ́, è cə́bal mɔ́ yà ń yíl Tirənuusi. 
ACT.19.10	Ń cèrhè kàrmɔ́ byinə nə̀lyè. Èta, Zhwifubá ǹdə́ byɛ̀bɛ́ bə̀ də̀ Zhwifubá bə̀ ŋwɛ́nɛ́ Azhi tənà y wẽ́ mó gakó nyɛ̀ɛ̀ Cinu zɔ̀mɛ̀ rɛ́.
ACT.19.11	Yi yʼà nʼê tó Pwəə dɛnnɛ rə̀ wɛ̀rhɛ́ màmyaarhɛ. 
ACT.19.12	Bá bə̀ gə zə ń yala gàndɛ̀, ráá kàmə̀-jɛ̀rh shɛ̀bɛ́ ń dwə̀rh ǹdə́ ń jɛ̃̀ myɛ cìcì bə̀ dwə̀rh nə̀bwànà bɛ́, bə yʼa wárh. Nə̀cílsi námməlwâlsɛ myɛ yẽ̌ lyì byɛ̀bɛ́ sə̀ yʼà zhe mó ne.
ACT.19.13	Zhwifubá jàlà yʼà ŋwɛ́nɛ́ bə̀ wɔ́ cə́mə́ cìnə́. Bə̀ yʼà nʼê tó dɛ̃̌ bə̀ zhə̀lə̀. Sə bə̀myɛ́ mɔ́ yʼà nʼê yâl bə zə Cinu Yezu yil lé bə jì nə̀cílsi námməlwâlsɛ. Bə̀ yʼà nʼê wə̀l nə̀cílsí ni: “À nʼâ wə̀l mó Yezu mú mɔ̀bɔ́ Pwəə nə́ ń bwə̀l ń yò w mó yil lé yilə: du!”
ACT.19.14	È yʼà wɔ́ Zhwifubá vwĩ̀-zwə́lnə bé yé né cə́bal mə̀dù ń yíl Sɛva. Wɔ́ ńmyɛ̌ byâ bwàlpyɛ̀ bə̀ yʼà nʼê wɛ̀rhɛ́ èta mɔ́. 
ACT.19.15	Sə nə̀cílí námməlwɛ̀lɛ́ yʼà zhe bal mə̀dù. È zɛ̃̀ e wɔ̀ bɛ: “À yě Yezu párá. À yě Pwəə gə́ wɔ́ lò ná-dwí yilə. Sə ámyɛ̌, yẽ̀ lyì ǹdʼába?” 
ACT.19.16	Bal mɔ́ mɔ̀bɔ́ nə̀cílí y yʼà zhe mó já n zɛ̃̀ bə̀ yó wə, n ŋwɛ̀nɛ́ bə̀ gakó, n nwɛ̀nɛ̀ bɛ̀, n cɛ̀mɛ̀ bɛ̀. Bə dùr bə du pwẽ̀ nè nánlwə̀rh.
ACT.19.17	Efɛɛzɛ Zhwifubá ǹdə́ byɛ̀bɛ́ bə̀ də̀ Zhwifubá mó gə́ nyɛ̀ɛ̀ rə̀myɛ́, bə̀ gakó wun zɛ̃̀. Sə kɔn zhí dɛ̃ rɛ́ rə̀myɛ́, Cinu Yezu yil lé nɔ còrhó. 
ACT.19.18	Byɛ̀bɛ́ bə̀ zù Kristə mó nánzhəzhɔ̌ yʼà nʼê twí bə̀ byili bə̀ tumə né pamparɛ̃ɛ̃. 
ACT.19.19	Jə̀-myaárhɛ cìnə́ nánzhəzhɔ̌ pwà bə̀ jə̀-myaárhɛ́ sábá nɛ́ bə bʼe ji myǐn lyì bí gakó yírh wə. Sə bə̀ jə̀ə̀lè sábá nɛ́ nə̀myɛ́ gakó ye yə́, bə pwírí nə̀ wársɛ́ gakó yʼà yú byinə zɔ̌m ǹdə́ shí-ènu tum wársɛ. 
ACT.19.20	Èta, Yi zɔ̀mɛ̀ rɛ́ yʼà nʼê yí jààsɛ́ gakó wẽ́ ǹdə́ Cinu jàn.
ACT.19.21	Rə̀myɛ́ kwã nɛ́, Pwəə tɛ́rɛ́ ń wẽ́ bə̀ ń mà n zhǐr n tó Masɛdwanɛ, n lyɛ̃ n tó Akəyi n vò Zhərəzalɛm, bə̀ sə ń gə yú gàà, kɔn mə̂ bə̀ ń lyɛ̃ n vò Orɔm. 
ACT.19.22	Ń gə́ tɛ́rɛ́ èta n zhɛ̀, n zɛ̃̀ n twĩ̀ ń sanna bə̀lyè bə tó yé bə vò Masɛdwanɛ, è yʼà wɔ́ Timote ǹdə́ Eraasɛ. Sə ń cìcì mú mɛ̃ Azhi tənà y wẽ́ gwẽ̌ n wɛ̀rhɛ́ dwã màngɛlɛ́.
ACT.19.23	Rə̀myɛ́ yi ní, lyì bí zɛ̃̀ bə̀ nʼê ce sɔ̀ dɛ̃´dɛ̃´ Cinu sɔ́má y shò-kwã nɛ́. 
ACT.19.24	Cìbyì-zùrhnə̀ mə̀dù yà ń ŋwɛ́nɛ́ ń yíl Dəmətərəyuusi. Ń yà ń nə́ ń zə sə̀byì-kùlì ń wɛ̀rhɛ́ yi rí tɛ̀bɛ́ bə̀ yʼà nʼê byẽ̀ bə̀ Arətəmyiisi mú jì y nyaarhɛ námpɔ́lsɛ. Sə yi rí rə̀myɛ́ mɔ́ yʼà wɔ́ kɛ̃. Dəmətərəyuusi ǹdə́ ń tó-dwã bɛ́ yʼà nʼê nɛ wársɛ dɛ̃´dɛ̃´ tum dí rə̀myɛ́ wẽ́.
ACT.19.25	Dɛ̃ rə̀dù, Dəmətərəyuusi zɛ̃̀ n byẽ̀ ń tó-dwã bɛ́ ǹdə́ byɛ̀bɛ́ gakó bə̀myɛ yʼà nʼê twĩ̀ tum dí rə̀myɛ́ mɔ́ dwã yó, n wɔ̀ bɛ: “Á yě bə̀ wɔ́ nə́ tum dí èta mɔ́ wẽ́ nə́ rʼé nɛ nyɔ̀ɔ̀rhɛ́ nɛ́. 
ACT.19.26	Sə á yírhə́ na, á zhã̌ myɛ jʼà nyɛ̌ bə̀ Pwəə mó zhe bə̀ yə né nyɛ̀bɛ́ numbyínsi nʼê wɛ̀rhɛ́ mɔ́ bə kùr zhe yé, sə Efɛɛzɛ lyì nánzhəzhɔ̌ zwẽ ń zɔ̀mà nɛ́ nə̀myɛ́ mɔ́. Sə è də̀ Efɛɛzɛ lyì bí dúdú yé. Kɔn nyɛ̌ ǹdə wɔ́ Azhi tənà y púlə́púlə́ ta. 
ACT.19.27	Sə rə̀myɛ́ bʼa ce nə́ tum dí kʼê tʼâ la kùr zal yé. Rə̀ bʼa ce Arətəmyiisi còrhó w jì y myɛ kʼê tʼâ la kùr zal yé. E jà Azhi tənà y lyì bí ǹdə́ lũ w púlə́púlə́ nʼê cèrhé Arətəmyiisi.”
ACT.19.28	Bə̀ gə́ nyɛ̀ɛ̀ rə̀myɛ́, bə̀ lyimə zɛ̃̀, bə zɛ̃̀ bə̀ nʼê bya bə̀ zhe: “Efɛɛzɛ lyì yi Arətəmyiisi jàn bə swɛ̃´ zhe yé!”
ACT.19.29	Cɔ w púlə́púlə́ jʼa dom. Bə zə Gəyuusi ǹdə́ Arəsətarkɛ bə mʼe vò cɔ w lyì bí dwã-joló jàà y wa. Bə̀myɛ́ bə̀lyè y yʼà wɔ́ Masɛdwanɛ lyì bə̀ tó Pwəə ne. 
ACT.19.30	Pwəə yà ń nə́ ń yâl n vò n zɔ̀m ǹdə́ lyì bí, sə Kristə kwã-lyì bí dwã bɛ́ yə̀ shɛ̀nɛ́ yé. 
ACT.19.31	Azhi tənà y lyì-fwààlɛ̀ jàlà yʼà wɔ́ Pwəə dɔwabá, bə̀myɛ twĩ̀ bə̀ bə̀ wál mɔ bə̀ ń bə̀ká n vò dwã-joló jàà y wẽ́ yé. 
ACT.19.32	Lyì bí gakó yʼà nʼê bya, lò gakó ǹdə́ ń nyə̀ná. E jǐrh sɔ̀ dúdú, sə bə̀ nánzhəzhɔ̌ yʼà yə̀l bə̀ dwã yó twírí y kùr yé. 
ACT.19.33	Zhwifubá vùr lò mə̀dù lyì-zhâ bɛ́ wẽ́ ń yíl Alɛsãdərɛ, bə cìrh mò bə ce yé né. Bə̀ jàlà zɛ̃̀ bə byili mu kɔn gə́ tó né. N zɛ̃̀ n zhẽ̌ ń jɛ̃̀ ń nə́ ń yâl n zɔ̀m ǹdə́ lyì bí n mə n zwẽ Zhwifubá nyí ni. 
ACT.19.34	Lyì-zhâ bɛ́ gə́ tú bə lwar bə̀ ń wɔ́ Zhwifu, bə zɛ̃̀ bə tó dwã bə̀ nʼê bya bə̀ zhe: “Efɛɛzɛ lyì yi Arətəmyiisi jàn bə swɛ̃´ zhe yé!” Sə bə̀ wɛ̀rhɛ́ èta, kɔn bwəlse lùr rə̀lyè.
ACT.19.35	Sə lò mó mɔ̀bɔ́ ń nə́ ń nyǐ cɔ w sábá nɛ́ yò mó ŋwɛ̀nɛ́ n ce lyì bí yẽ̌ bə̀ sɔ̀ w nɛ. N zɛ̃̀ n wɔ̀ bɛ: “Efɛɛzɛ lyì, lyì bí gakó yě bə̀ wɔ́ nə́myɛ̌ Efɛɛzɛ lyì bí nə́ rʼé yìlì yi rí nánfɔ̀lɔ̀ w bə̀ nʼê byẽ̀ bə̀ Arətəmyiisi mú ǹdə́ rə̀ nyɔrhɔ w ò shí dɛ̃̌ yi w o swə́rh tɛ̃´ mɔ́ jì y ni. 
ACT.19.36	Lò lò wàr rə̀myɛ́ nyə̀-pɔ̌ ń la mâ yé. Rə̀myɛ́ ce, yẽ̌nə á sɔ̀ w nɛ, á zhì shɛ́ɛ́ á tɛ́rɛ́ á wẽ́. 
ACT.19.37	Á zə lyì bí byɛ̀bɛ́ á bə̀ nyɔ̀nɔ̀, bə jʼà yə̀ lwɛlɛ nə́ yi rí jì y ni wɛ̀rhɛ́ yé, bə̀ yə̀ nə́ yi rí myɛ tùrh yé. 
ACT.19.38	Dəmətərəyuusi ǹdə́ ń kwã-lyì bí gə nʼê yâl bə ce cà lò nyí ni, bùr-kárna bɛ́ ŋwɛ́nɛ́, bùrsí myɛ zhe dɛ̃, sə bə zə mɔ bə vò gàà. 
ACT.19.39	È gə kʼê wɔ́ kɔn dõ rə̀ ŋwɛ́nɛ́ á la byilu, dwã-gùlú w nánfɔ̀lɔ̀ w lyì bí mʼa nyǐ rə̀ yò. 
ACT.19.40	È gə də̀ rə̀myɛ́, bə̀ mʼa cĩ́ kɔn dɛ́ dɛ̀bɛ́ rə̀ wɛ̀rhɛ́ zà èta mɔ́ yò nə́ yó wə, bə wɔ̀ bə̀ nə́ tʼá nyàm cɔ w yó-cìnə́ bé yé. E jà kɔn tɛ̀nɛ́ nə́ mʼâ byili bə̀ wɔ́ rə̀myɛ́ rə̀ ce nə́ bə̀ dwã yó yé.”
ACT.19.41	Ń gə́ zɔ̀m èta n zhɛ̀, n já n ce lyì bí làà dwã nɛ.
ACT.20.1	Lyì-zhâ bɛ́ gə́gã̌ mɔ́ gə́ zhɛ̀ kwã nɛ́, Pwəə zɛ̃̀ n byẽ̀ Kristə kwã-lyì bí n cĩ́ dwã yó n pə bɛ cícú, n ce bə̀ nə̀báná, n zɛ̃̀ n zhǐr ń la Masɛdwanɛ tənà y wa. 
ACT.20.2	Ń gə́ yú gàà mɔ́, ń tó cɛmɛ nɛ́ wa, n zhə̀rh ǹdə́ Kristə-lyì bí n dɛnɛ, n mə n pə bɛ cícú, n zɛ̃̀ n lyɛ̃ n vò Gərɛsɛ tənà y wa. 
ACT.20.3	N mɛ̃ gàà cànsɛ̀ sə̀tɔ̀, sə rə̀myɛ́ kwã nɛ́, ń yà ń nə́ ń yâl n byɛrhɛ ǹdə́ bǔ-bwəl n vò Siri. Sə n pwírí Zhwifubá sə̀ ǹdə́ dwã bə̀ nʼê yâl bə zə mɔ, n jà n gu ń wẽ́ bə̀ ń mà n ká n kwɛ̃̀ n tó Masɛdwanɛ. 
ACT.20.4	Ń tó-dwã bɛ́ yʼà wɔ́: Bere lyì bal Pyiruusi byǐ Sɔpatɛɛrɛ, ǹdə́ Tesəloniki lyì byâ Arəsətarkɛ ǹdə́ Səkunduusi, ǹdə́ Dɛrbɛ lyì bal Gəyuusi, ǹdə́ Timote, e súlí Azhi lyì byâ Tishiki ǹdə́ Tərofyimi. 
ACT.20.5	Bə̀myɛ́ tó yé bə vò bə dɛ̃̀ nə́ba Tərəwaasɛ nɛ́. 
ACT.20.6	È gə wɔ́ nə́myɛ̌ yilə, búrú w ò yə̀ sã̀-nə̀byẽ̌ ò wẽ́ ce mó címsí gə́ tú e lyɛ̃, nə́ zù bwəl Shilipu cɔ w wa, nə́ wɛ̀rhɛ́ dwã nə̀nu nə́ byɛrhɛ nə́ vò bə̀ sõ Tərəwaasɛ nɛ́, nə́ wɛ̀rhɛ́ dwã nyàlpyɛ̀ gàà.
ACT.20.7	Shìrhə́ y dɛ̃ rɛ́ də̀dɛ̀nɛ́ y nə́ gùlí dwã mùnì ga nə́ kə́ búrú w nə́ tə̀ ǹdə́ dwã. Pwəə yà ń mə̂ sə n zhǐr gàà è zɛ̃̀ nəkɔkɔ́lɛ́ yá. Rə̀myɛ́ ce, ń zhərh ǹdə́ Kristə-lyì bí kɔn bʼe yí ecə̃-swélé. 
ACT.20.8+ACT.20.9	Nə́ yʼâ ŋwɛ́nɛ́ dɛ̃̌-yó jì èdù wẽ́. È jìsí yʼà wɔ́ sə̀tɔ̀ sə zhílí dwã yó, sə wɔ́ sə̀tɔ̀ nyâ y wẽ́ nə́ yʼâ ŋwɛ́nɛ́. Bə̀ yʼà ju pàntámsɛ nánzhəzhɔ̌ bə cĩ́ ní. Ébɔ́-dâl mə̀dù yà ń jě tə́kwə́rə́ y yó, ń yíl Etiki. Jan yʼà zù mù dɛ̃´dɛ̃´, sə Pwəə zɔ̀mà nɛ́ gə́ dɛnɛ dɛ̃´dɛ̃´ mɔ́ ce, n dɛ̀ɛ̀ dɛ̀ɛ̀ n shí gàà n tu tɛ̃´. Bə̀ gə́ tú bə̀ la mɔ kǒ, bə pwírí ń cùwə̀. 
ACT.20.10	Pwəə jʼá só tɛ̃´, n lwəl n kwè mò, n wɔ̀: “Á wun bə̀kʼa zɛ̃̀ yé. Ń yə̀ cì yé.”
ACT.20.11	Pwəə gə́ ká n jì dɛ̃̌-yó jì y wə, n kwè búrú w n kə́ dwã w nə́ tə̀ ǹdə́ dwã, n zɛ̃̀ n jí kùjú, n kə́ n ji zɔ̀mà nɛ́ kùr n zɔ̀m zɔ̀m kɔn bʼe yí cə-lár, n zɛ̃̀ n zhǐr. 
ACT.20.12	È gə wɔ́ ébɔ́-dâl mɔ́ yilə, bə̀ zə mɔ bə kwɛ̃̀ ǹdə́ ń yírhə́. Sə rə̀myɛ́ zɔ lyì bí gakó wun ni.
ACT.20.13	Rə̀myɛ́ yó, Pwəə yà ń byili bə̀ ń mà n kwè sɔ́má y ǹdə́ ń nə̀rh, nə́myɛ̌ zɛ̃̀ nə́ zù bǔ-bwəl nə́ tó yé nə́ la Asɔɔsɛ; nə́ gə yú gàà, sə nə́ kwè mò. 
ACT.20.14	Nə́ gə́ yúwə́, Pwəə bə̀ n nə nə́ba gàà, nə́ kwè mò ǹdə́ bǔ-bwəl lé nə́ mʼé vò Myətəlɛ̃ɛ̃. 
ACT.20.15	Nə́ zhì gàà nə́ kʼé kwè bǔ-bwəl. È zɛ̃̀ nəkɔkɔ́lɛ́ yùwə̀, nə́ bwəlse Cɔɔsɛ. È lyẽ̌ yù w nə́ yí Samɔɔsɛ; è dwã nə̀tɔ̀ yù w nə́ yí Myəlɛ. 
ACT.20.16	Pwəə yà ń tá ń yâl n jíjírhí Azhi tənà y wẽ́ yé. Ń yírh yʼà lum, bə̀ ń yà ń nə́ ń yâl ǹdə́ Yi gə sɛ̃ sə n yí Zhərəzalɛm Pantəkɔtɛ címsí yilə. Rə̀myɛ́ ce, ń yə̀ Efɛɛzɛ tó yé.
ACT.20.17	Pwəə zɛ̃̀ n zhì Myəlɛ nɛ́ n twĩ̀ bə byẽ̀ Efɛɛzɛ Kristə-lyì gùlú w yé né cìnə́ bé. 
ACT.20.18	Bə̀ gə́ túwə́, n wɔ̀ bɛ: “À gə́ tú Azhi tənà y wẽ́ mó, á yě à tùntwə̃̀ə̃̀ né gə́ yàl nɛ́ ǹdʼába. 
ACT.20.19	À twĩ̀ Cinu tum dí ǹdə́ cìn-lwəl ǹdə́ yə́-nàná, ǹdə́ nɔ̀nɔ̀, bə̀ Zhwifubá yʼà nʼê pyà lwɛlɛ ǹdə́ nɛ. 
ACT.20.20	À byili ába kɔn dɛ̀bɛ́ gakó rə̀ wɔ̌ rə̀ bʼa sɛ̃ ába. A bwə̀l Yi zɔ̀mɛ̀ rɛ́ a byili ába á sõ kâlsɛ́ wẽ́, ǹdə́ lyì bí gakó yé né, a byili ába rə̀ kùrə̀. 
ACT.20.21	A ce Zhwifubá ǹdə́ byɛ̀bɛ́ bə̀ də̀ Zhwifubá mó lwar bə̀ bə̀ mə̂ sə bə pyìrhí bə̀ wun bə zâ Yi, sə bə zù nə́ Cinu Yezu.
ACT.20.22	“Èlâsɛ̃´, à la Zhərəzalɛm, sə wɔ́ Eshirhə náàcɛ̀nɛ́ è nʼê nyɛ́ɛ́ nɛ bʼà zhəl. À yə̀l kɔn dɛ̀bɛ́ rə̀ la nɛ wɔ̀rhɔ́ gàà yé. 
ACT.20.23	Sə cɛmɛ nɛ́ nyɛ̀bɛ́ gakó à tó nə̀ wẽ́ mó, Eshirhə náàcɛ̀nɛ́ nʼê byili ni bə̀ bə̀ mʼa nwɛ̀nɛ̀ nɛ̀, bə ce ne byə̀nə́-jù wə̀. Wɔ́ rə̀myɛ́ dúdú à yě. 
ACT.20.24	È gə wɔ́ àmyɛ́ yilə, à gə cù ráá à gə ŋwɛ́nɛ́ myɛ, rə̀myɛ́ də̀ kaka à yil yé, àmyɛ́ wírí a bwə̀l Yi sónó w yò-ècɔ̀nɔ̀ nyí rí a báásɛ; bə̀ wɔ́ rə̀myɛ́ Cinu Yezu pɔ nɛ bʼà twĩ̌.
ACT.20.25	“À jòm á sõ a bwə̀l Yi pyɛ̀lɛ̀ rɛ́ yò wə́. Sə èlâsɛ̃´, à yě bʼâmyɛ̌ mə̀dù ga kə́ ń tá ń la nɛ nɔ yé. 
ACT.20.26	Rə̀myɛ́ ce, à nʼâ wə̀l ába zà: á gə zɛ̃̀ á tú á yẽ̌ kɔn dɛ̀bɛ́ à bwə̀l a byili ába mó ne, rə̀myɛ́ kʼê də̀ àmyɛ́ yò yé, 
ACT.20.27	bʼà byili ába kɔn dɛ̀bɛ́ gakó Yi nʼê yàlá. À yə̀ ába kaka shèè yé. 
ACT.20.28	Ámyɛ̌ cìcì mú dɛ̃̌na á cìnə̀. Yìlìnə̀ lyì bí Eshirhə náàcɛ̀nɛ́ pɔ ába bə̀ yìlìnə̀ mó, ǹdə vwã̌-ènɔ̀n gə́ nə́ ń yìlì ń vwàmá ta, sʼá nyǐ Yi gùlú w lyì bí yò. Yi tó rə̀ cìcì Byǐ mú jal mɔ́ mə̀ ló tɛ̃´ mɔ́ dɛnnɛ rə̀ cǐ bi.
ACT.20.29	“À yě bə̀ àmyɛ́ gə tú à kʼâ tɛ̀nɛ́, lyì bʼa fwĩ́ tɛ̃´ ǹdə gɔ-kùl-bəlwâlsɛ ta, sə bə̀ tʼâ la vwàmá nɛ́ nɛ yõ̌ yé. 
ACT.20.30	Èta myɛ, lyì bʼa zɛ̃̀ ámyɛ̌ cìcì wẽ́ ǹdə́ kɔma, bə bʼe vwɛ̃ Kristə kwã-lyì nánzhəzhɔ̌ bə tó bə̀ kùrə̀. 
ACT.20.31	Rə̀myɛ́ ce, dɛ̃̌na á cìnə̀, sʼá lyǐrh bʼà yàl nɛ́ ǹdʼába byinə nə̀tɔ̀, sə à yʼà nʼâ cící ába twéé twéé ǹdə́ yə́-nàná.
ACT.20.32	“Èlâsɛ̃´, à nʼâ yẽ̌ ába à ce Yi jɔ̃̀ wà, sə rə̀ sónó zɔ̀mɛ̀ rɛ́ yìlì ába, bə̀ zɔ̀mɛ̀ rɛ́ rə̀myɛ́ wɔ̌ rə̀ bʼa súlí á jàn, rə ce á nə cəl nə̀cɛ̀ndɛ́ tɛ̀bɛ́ Yi cĩ́ rə̀ lyì bí ni mú wẽ́. 
ACT.20.33	À yə̀ lò wɛ́rɛ́ ǹdə́ lò sánə́má ǹdə́ lò gɔ̀nɔ̀ yâl yé. 
ACT.20.34	Á cìcì yě bə̀ wɔ́ à jɛ̀sɛ́ shɛ̀bɛ́ èta mɔ́ à bʼa twĩ̀ a nə àmyɛ́ ǹdə́ à tó-dwã bɛ́ ga nyí kùjú. 
ACT.20.35	À byili ába twéé gakó bə̀ twĩ̌nə èta, mùnì á ŋwɛ̀nɛ́ á sɛ̃ nə̀mwà nɛ̀, sʼá lyǐrh Cinu Yezu cìcì zɔ̀mɛ̀ rɛ́. Ń wòwə̀: ‘Lò mɔ̀bɔ́ ǹ nə́ ǹ pɛ, ǹ wɔ́ wu-nyɔ̃̀ cí du lò mɔ̀bɔ́ bə̀ nʼê pɛ mɔ.’ ”
ACT.20.36	Pwəə gə́ wò èta, n jòm ń nə̀dwə́nə́ yó, ńmyɛ̌ ǹdə́ bə̀myɛ́ ga tó dwã bə̀ nʼê ce Yi. 
ACT.20.37	Bə̀ gakó jʼa zɛ̃̀ bə̀ nʼê kúrhə́, bə̀ mʼê kwə̀ə̀lè mò. 
ACT.20.38	Wɔ́ Pwəə gə́ yà ń wò bə̀ bə̀ kʼê tʼâ la mɔ nɔ mɔ́ è ce bə̀ wun zhìlì dɛ̃´dɛ̃´. Bə zɛ̃̀ bə zhìì mù bə vò e ce bǔ-bwəl lé wə.
ACT.21.1	Rə̀myɛ́ kwã nɛ́, nə́ zhǐr nə́ yẽ̌ Efɛɛzɛ Kristə-lyì gùlú w yé né cìnə́ bé ne, nə́ zù bǔ-bwəl nə́ byɛrhɛ nə́ vò Kɔɔsɛ. È zɛ̃̀ nəkɔkɔ́lɛ́ y nə́ vò Oroode, nə́ zhì gàà nə́ lyɛ̃ nə́ vò Patara. 
ACT.21.2	Nə́ gə́ yú gàà, nə́ nə bǔ-bwəl rə̀ la Fenishi, nə́ jʼá zù rə̀myɛ́, nə́ lyɛ̃ nə́ la. 
ACT.21.3	Nə́ gə́ tú nə́ yí nə̀-fɔ̀lɔ̀ w cəcəl wə, nə́ cə̀r Shipiri nə́ ce nə́ jə̀gwã̀ nɛ̀, nə́ lyɛ̃ nə́ la Siri. Nə́ yí nə́ só Tiiri ní, bə̀ wɔ́ gàà bə̀ yʼà mə̂ sə bə só bǔ-bwəl lé wẽ̀ dé né. 
ACT.21.4	Nə́ nə gàà Kristə kwã-lyì bí, sə nə́ mɛ̃ bə̀ sõ nə́ wɛ̀rhɛ́ dwã nyàlpyɛ̀. Eshirhə náàcɛ̀nɛ́ ce bə wɔ̀ Pwəə ne bə̀ ń bə̀ká n vò Zhərəzalɛm yé. 
