MAT.1.1	Dabíii, Aavaráaa, íjcyámútsiúvúj tsɨɨménémúhaabéhjáa Jetsocríjtó íjcyáábé ɨhdé múnáaúvú ílluúme:
ACT.15.26	Diityétsíi muurá Páávorómútsí ápíchó néérónehjɨ́vú pájámeíhijcyá Máavyéjuube Jetsocríjtoke iwájyúnélliíhye. 
ACT.15.27	Áámútsima muha méwallóó ámúha éllevu Tsíírámútsikye Jóódámaá. Aamútsí ihdyu óvíi ímíñeúvú ámúhakye néé muhdú téhaamɨ́ pañe íjcyáné túkevéjtsoju nééneé. 
ACT.15.28	Aane mítyane ámúhakye muha metúhújtsótu apáhdyúré Píívyéébé Apííchó múúhakye túkévéjtsóneri ámúhakye muha menééhií: 
ACT.15.29	Tsá múu dóótu níjcyotájteke ɨ́ɨ́cúvémeíñé iyámeke. Áhdure tsá múu dóótu dótsohcáorii, majcánurii, dsɨ́jɨ́véné iyámeke. Tsá múu tsíjtyéhjɨma dómácójcatsítyúne. Áhdure tsá múu tújpacyo dóótune. Aane tehdu ámuha meíjcyáhajchíí ímí tehdújuco ámuha meíjcyaíñe. Áyu wáí meíjcyaj.” Ehdúhjáa iñéhaamɨ wallóómé Ajtiokííari íjcyáné cahcújtso múnáa éllevu.
ACT.15.30	Aanéhjáa tsúúca técoomívú iúújeténe ipíhjyúcúmeke ájcumútsí téhaamɨ́vu. 
ACT.15.31	Áhaamɨ́hjáa iéévéne mítyane ímíjyuuvéme. 
ACT.15.32	Ááné boonétúhjáa diityéké úwáábomútsí Píívyéébé ihjyu diityéké tééneri éhnííñevu itsápɨ́jtsoki. Piivyétemútsíhjyáa iúwaabóne. 
ACT.15.33	Aamútsíhjyáa tsúcájáhréjuco diityémá iíjcyátsihdyu úúballé diityéké ílluréjuco ióómiíñe. Áánélliihyéhjáa pítyajcómé dityétsí tsaímíyé ióómiki. 
ACT.15.34	Árónáacáhjáa Tsííra tétsihvúré cóévánáa Jóóda iiyéjuco óómiñe. 
ACT.15.35	Áhduréhjáa Páávorómútsí coévá tétsihvúré Ajtiokííavu. Aamútsíhjyáa tétsíi múnáama úwáábohíjcyá Píívyéébé uwááboju.
ACT.15.36	Átsihdyúhjáa pívájcoojɨ́vájuco pájtyénetu Páávoro Benabéeke nééhií:
ACT.15.36	—Cána majo ááhɨ́vemútsíyé mepéé éhnée Jetsóodítyú íjcyáné uwááboju úwáábomútsíyé mepéhíjcyá coomíjɨri íjcyáné cahcújtso múnáake mewáájácu muhdújuco ditye úraavyéne.
ACT.15.37	Áijyúhjáa Benabéé imíllerá tsiiñe Jóáa pééne diityétsima dííbyere ‘Máácoó’ némeííbye. 
ACT.15.38	Árónáacáhjáa Páávoro tsá ímílletú dibye pééne diityétsima dibyéhjáa Pajpííriá coomívú diityétsidítyú cóévánélliíhye. 
ACT.15.39	Ááné hallútúhjáa ɨtsɨ́pájújcatsíñe ílluréjuco dityétsí dówaavéne. Ááné boonéhjáa Benabéé diibye Máácóke iújcúúbema péé tsahííyí Chííperévu. 
ACT.15.40	Áánetúhjáa Páávoro Tsíírákeréjuco újcune dííbyema ipyéékií. Áámútsí hallúvúhjáa tétsíí cahcújtso múnaa Píívyéébeke pɨáábó táúmeí ímí dityétsí ipyéékií. 
ACT.15.41	Aamútsíhjyáa pehíjcyá Tsííriámá Tsiríítsiá iñújɨ́ɨ́curi íjcyáné cahcújtso múnáake tsápɨ́jtsomútsíye.
ACT.16.1	Aamútsíhjyáa Páávorómútsí Tsííráma úújeté Déébeé, Ríítaraa, íjcyácoomícyuvu. Átsiíhjyáa ájtyúmɨmútsí tsaapi cahcújtso múnáajpi Timotéoke. Dííbyéj tsɨɨjúhjáa jodíómulle íjcyalle idyé cahcújtso múnáalle. Áánetúhjáa cááni gríéégómuúbe. 
ACT.16.2	Áábedítyúhjáa Timotéodítyú tétsíí cahcújtso múnaa nehíjcyá ɨ́mɨáábé dibye íjcyane. 
ACT.16.3	Áábekéhjáa Páávoro imíllé itsájtyene dibye iñáhbénu dííbyeke. Árónáacáhjáa pámeere waajácú cááni gríéégómuube íjcyánéllii dibye kíhdyahɨ́rótsámeítyúne. Áánélliihyéhjáa tujkénúi dííbyedívú kíhdyahɨ́rótsoobe imúnaa jodíómú méénuhíjcyádú tééné hallútú diityémá ímityúné iíjcyátuki. 
ACT.16.4	Aaméhjáa ipyéhíjcyátsɨ́hjɨ múnáake úúbállehíjcyá muhdú Jerotsaréeri íjcyáné uwáábojte túkevéjtsojtémá diityéké úwáábohíjcyáné muhdú cahcújtso múnaa íjcyáiyóne. 
ACT.16.5	Aanéhjáa illéébóne Píívyéébeke cáhcujtsómé llíyaaté éhnííñevu mítyaméjuco.
ACT.16.6	Aaméhjáa Píívyéébé ihjyu Áátsiá iiñújɨ́ úwáábóíyónáa dííbyé Apííchóré diityéké túkévéjtsónej péévé tsá ditye úwáábotú tééné iiñújɨ múnáake. Áánélliihyéhjáa Pírííjiámá Garáátsiá iñújɨ́ɨ́cutúré pajtyéme. 
ACT.16.7	Aaméhjáa Míítsiá iiñújɨ́ watsíívyevu úújetémé imíllerá ipyééne Bitííniá iiñújɨvu. Arónáacáhjáa téénere Píívyéébé Apííchó Jetsóópe diityéké ájcune túkévéjtsónej péévé idyé tsá ditye téhullévú péétune. 
ACT.16.8	Áánélliihyéhjáa tsapéhdú Míítsiá iiñújɨtu pájtyeme úújeté ‘Tóróóaá’ némeí mujcóvújuco. 
ACT.16.9	Átsihvúhjáa Páávoródívú pejco naavédú nééne bóhówáávéné pañe Matsedóóniá iiñújɨ múnáajpi dííbyeke nééhií: “Muúbej, Matsedóóniá iiñújɨvu metsááne múúhakyéréjuco méuwáábo.” 
ACT.16.10	Ehdúu nééne dííbyedívú bóhówáávéné boonétú muha mepéé téhullévú Píívyéébere múúhakye wállóhullévú muha meúwááboki.
ACT.16.11	Aamée Tóróóatu muha tsahííyí mepéé tsapéhdú Tsamotáráátsiá caapáhovújuco. Ááné tsiíjyúu muha méúújeté Néááporívu. 
ACT.16.12	Átsihdyúu muha mecóhbaavémé méúújeté romáánómúhjáa Matsedóóniá iiñújɨ́ pañévú íhcyóómi ípívyéjtsocóómí Pirípovu tééné iiñújɨ́ avyéjú coomívu. Ácoomíyíikyée tsúcájá muha méícyahíjcyáhi. 
ACT.16.13	Aamée muha wáyeéévejcóójɨ́ mepéé Píívyéébema ditye íhjyúvahíjcyátsihvu téhí úniúvu. Átsihvúu muha méúwaabó walléémuke múúhadívú píhcyáávémeke. 
ACT.16.14	Áámé pañée íjcyalle Tiatíírá cóómi múnáalle Ríídia ɨ́mɨá wajyámúúné duujɨ́nuúdú néjáhjɨ́ nahjɨ́he múnáalle. Aalléhjáa ihdyu tsúúcajátújuco Píívyéébeke úráávyehíjcyárolle botsíi dííbyere pɨ́áábóneri cáhcujtsó Jetsóodítyú íjcyáné uwááboju Páávoro úwaabóne. 
ACT.16.15	Aallée ílluréjuco tsójtsótsámeíñé pámeemáyé ihyájkímuma. Ááné boonétúu múúhakye neélle:
ACT.16.15	—Áyu cána tahjyávú mepe ɨ́mɨááné Píívyéébeke o cáhcujtsóné ámuha menéhajchííjyu. Ehdúu múúhakye iñééne ihjyávú itsájtyémeke tétsihvúréi coévátsolle.
ACT.16.16	Áhdurée tsáijyu Píívyéébema ditye íhjyúvahíjcyáhullévú muha mepééme méúújeté bádsɨ́jcájadívú naavénéhjáa ípañe íjcyáábej tééveríyé ɨɨná pájtyeíñé wáájácuhíjcyálledívu. Aalléhjáa tsaaté hójtsɨ́ pañe íjcyalle mítyane dsɨ́ɨ́sɨke úcuhíjcyá diityémá tééné hallúvu. 
ACT.16.17	Aallée múúha déjutu tsáálle nehíjcyáhi:
ACT.16.17	—Íjtye muurá ɨ́htsútuube Píívyéébé wákimyéi múnaa ámúhakye pajtyéteju úwáábohíjcyáhi.
ACT.16.18	Ehdúu múúhakye nehíjcyalle píváijyúvájuco. Áánéj taíchoríi Páávoro ílluréjuco úhbane dííllé pañe íjcyaabe naavéneke. Íllúu neébe:
ACT.16.18	—Uke o néé Jetsocríjto mémeri áállé pañétú u íjchívyeki.
ACT.16.18	Ahdújucóo dibye íjchivyéné teenémáyé díílledítyu.
ACT.16.19	Áánélliihyée íavyéjujte ɨ́ɨ́né hallúvucó ɨdsɨ́ɨ́dsɨvájúcóóítyúné maatyóbá diityétsí Páávorómútsikye iékéévéne tsajtyé técoomí avyéjujté éllevu. 
ACT.16.20+ACT.16.21	Áámútsikyée diityédívú iúújetétsóne néémeé:
ACT.16.20+ACT.16.21	Íjtyetsi jodíomútsí ¿ɨ́veekí méhcóómí pañe páhduváré nénehjɨ úwáábohíjcyá tehdu mee romáánómú teene mecáhcújtsóíyónejɨ́ɨ́vari?
ACT.16.22	Ááneréjucóo pámeere nééne ɨ́mɨááné tehdu dityétsí méénuhíjcyáne. Áánélliihyée awáá ávyéjute diityéké táuhbá ditye íwajyámúúné ityácórɨ́jcómútsikye iwápáájcoki. 
ACT.16.23	Ahdújucóo ditye diityétsikye imyéénúne icyúvéhoojánúmútsidívú téhmetsóné tééjá tehméébeke. 
ACT.16.24	Áánélliihyéhjáa tsíhyooja pañe íjcyáhóójá pañévú iúácómútsikye úméhewávú ɨ́hdótsoobe ítyújkejɨ́ɨ́netu.
ACT.16.25	Aamútsíhjyáa téhoojá pañe íjcyamútsí Píívyéébema ihjyúvahíjcyá pécójpɨɨnéjuco meíjcyárónáaáca. Téhduréhjáa dííbyeke idyúúruváné dityétsí májtsiváné tsijtye teene cúvéhóójari íjcyame lleebúcunúhijcyáhi. 
ACT.16.26	Árónáacáhjáa peecútéré tétsii úúvécunúneri lléhowááné páhyúbáné tujkéveri pámeere tééjari íjcyámedítyú úwáñehííñé cóhrɨbáhi. 
ACT.16.27	Áánáacáhjáa tééjá tehméébé icyúwátsihdyu ájkyeebe ɨɨtécunú páneere lléhowááné páyújcatyéne. Aanéhjáa ɨjtsúcunúúbé tsúúca ditye úmɨváne. Áánélliihyéhjáa ícyávaájcó újcuube illííhyánúmeíki. 
ACT.16.28	Árónáacáhjáa Páávoro nééhií:
ACT.16.28	—Ehdu bo méénúmeídíñej, íjtyérero muúha.
ACT.16.29	Áánélliihyéhjáa peete ɨpɨ́úváne ɨ́ɨ́cúi diityétsi éllevu peebe íllityécunúúbére. Áánemáhjáa mɨ́móúúvetéébé diityétsí lliiñévu. 
ACT.16.30	Áánemáhjáa ílluréjuco dibye iíjchívyétsómútsikye nééneé:
ACT.16.30	—¿Aca muhdú ó pájtyetéiyáhi?
ACT.16.31	Áánélliihyéhjáa dííbyeke neemútsi:
ACT.16.31	—Ávyéjuube Jetsocríjtoke pámeere dihyájkímuma mécahcújtsó ámuha mépájtyetéki.
ACT.16.32	Ehdúhjáa dííbyeke iñétsihdyu úwáábomútsí dííbyeke pámeere ihyájkímumájuco. 
ACT.16.33	Aabéhjáa tépejco nijtyú diityétsikye ditye túúvátsonéhjɨ. Áánemáhjáa ílluréjuco dibye diityétsidívú tsójtsótsámeíñé diitye ihyájkímumájuco. 
ACT.16.34	Átsihdyúhjáa diityétsikye ihjyávú itsájtyémútsikye májchotsóme. Aaméhjáa mítyane ímíjyuuvé Píívyéébeke tsúúca icyáhcújtsóneri.
ACT.16.35	Ááné tsɨtsɨ́ɨ́vevúhjáa técoomí avyéjujte wallóó tehmé múnáake ditye iñééte diibye cúúvéjá tehméébeke ílluréjuco dibye iíjchívyétso diityétsikye. 
ACT.16.36	Ahdújucóhjáa ditye dííbyeke nééténéllii neebe Páávoróke:
ACT.16.36	—Ávyéjujtévá néé ámúhtsikye o íjchívyétsoki. Ahdícyane wa ílluréjuco mepej.
ACT.16.37	Árónáacáhjáa Páávoro néé diityéke:
ACT.16.37	—Muurá íñe múhtsikye ɨɨná néétuméré mɨ́amúnááj pɨɨnévú iwápáájcómútsikye cuvéjaanú romáánómúejtétsí téhdure muhtsi meíjcyáné waajácúháámɨma meíjcyámútsikye. Aame ¿ɨ́veekí imíllé múhtsikye iíjchívyetsóné teevétaríye? Aane tsá muhtsi áyánéwu meímílletúne. Óvíi ihdyu iiye itsááne múhtsikye ijchívyetsóváme.
ACT.16.38	Ehdúhjáa dityétsí nééne úúbálletémé ávyéjujtéke. Ááneríhjyáa mítyane íllityémé romáánómúejtétsí iíjcyáné waajácúháámɨma dityétsí íjcyáneri. 
ACT.16.39	Áánélliihyéhjáa diityétsi éllevu ipyééne ɨ́dátsójkímyeímyé diityétsidívu. Áánemáhjáa choocóréjuco ditye wálloone técoomítyu. 
ACT.16.40	Aamútsíhjyáa teene cúúvéjatu íjchívyemútsí Ríídiá javu úújetémútsí cahcújtso múnáake itsápɨ́tsohíjcyátsihdyu ílluréjuco pééneé.
ACT.17.1	Aaméhjáa Páávoroo, Tsííraá, Timotéoo, éhdume péhijcyámé pajtyé Ajpííporii, Aporóóniaa, íjcyácoomícyutu. Átsihdyúhjáa pééme Tetsaróónicávú úújetétsihyi íjcyaja imúnaa jodíómú pihcyááveja. 
ACT.17.2	Áájá pañévúhjáa wáyeéévejcóójɨ́ Páávoro imyéénuhíjcyádú úwaabóhi. Ehdúhjáa ténevá wáyeéévéjcoojɨ́vádú úwáábohíjcyaabe pápihchúúijyúva. 
ACT.17.3	Úúbállehíjcyaabéhjáa diityéké Pííyéébé ihjyú uubálle múnaáhjáa cáátúnuhíjcyáné néhdújuco Críjto ɨɨ́cúbáhrámeítsihdyu dsɨ́jɨ́veebe tsiiñe bóhɨɨ́ne. Téhduréhjáa nehíjcyaabe diityéke:
ACT.17.3	—Muurá diibyéjuco Jetsóó Mépájtyetétsoobe íjcyáábedítyú ámúhakye o úúbállehíjcyáne.
ACT.17.4	Ehdúhjáa Páávoro néénéllii tsaate imúnáadítyú tsúúca cáhcujtsómé diityémá nahbévahíjcyáhi. Téhduréhjáa mítyame gríéégómudítyú cáhcujtsó ɨ́mɨáámé íjcyame tsúúcajátújuco Píívyéébeke úráávyehíjcyáme. Áhduréhjáa diityédítyú walléémú avyéjúméhjɨúvú nééme cáhcujtsóhi. 
ACT.17.5	Ááneríhjyáa tééjá túkevéjtsojte cáhcújtsotúmé iñómíutááváne juváñeri átéréejte óvéhe múnaa péhíjcyámeke iújcúmema técoomí múnáake iííbórɨ́nútsihdyu Jatsóo jávú péé Páávorómútsi néhcovu diityétsikye itsájtye técoomí avyéjujté éllevu. 
ACT.17.6+ACT.17.7	Aaméhjáa diityétsikye iájtyúmɨ́túnéllii diibye Jatsóokéréjuco tsijtye cahcújtso múnáama tsájtyene diityé éllevu. Áámekéhjáa diityédívú iúújetétsóne néémeé:
ACT.17.6+ACT.17.7	—Éhne mɨ́amúnáake tútávátsohíjcyamútsíhya Páávorómútsí Tsíírama wájtsɨ́mútsikye áánu Jatsóó ihjyávú tsaímíyé iwáátsúcúpéjtsóne tsaméhjɨ́juco íhjyuváné ímityúné mee romáánómú avyéjúúbé taúhbajúúnetu. Nehíjcyámé tsijpívá ávyéjuube íjcyane Jetsóo.
ACT.17.8	Ehdúhjáa ditye nééne técoomí avyéjujtémá tsijtye tétsii íjcyámeke múhdurá pajtyéhi. 
ACT.17.9	Árónáacáhjáa diitye Jatsóómú múu áhdómeídyú meenú ditye iácádsɨ́jcaáyo diityéke. Ahdújucóhjáa ditye ácádsɨ́jcaáyóne.
ACT.17.10	Áijyúhjáa tépejco cahcújtso múnaa ijchívyetsó Páávoroo, Tsííraá, íjcyámútsikye diityétsí ipyéé Beréavu. Áámutsíhjyáa téhullévú iúújetédú péé imúnáá pihcyáávejávu. 
ACT.17.11	Tsáháhjáa tétsíi múnaa Tetsaróónicá múnaádú néétune. Ímíhyéhjáa lleebúcunúhijcyámé dityétsí úwaabóne. Aaméhjáa néhcohíjcyá Píívyéébé ihjyú uubálle múnaápe cáátúnuhíjcyánéhjɨ́ pañe iwáájácu ɨ́mɨááné tehdújuco dityétsí úwáábohíjcyáhajchííjyu. 
ACT.17.12	Áámedítyúhjáa mítyame cáhcujtsó jodíómuu, gríéégómuu, íjcyame wajpíímumáyé avyéjúméhjɨúvú nééné walléému. 
ACT.17.13	Aanéhjáa tsúúca Tetsaróónicárí íjcyame jodíómú waajácú Páávoro Beréari úwáábohíjcyáné Píívyéébé ihjyu. Áánélliihyéhjáa téhullévú ipyééne tsiiñe iibórɨ́nutémé diityéke. 
ACT.17.14	Áánélliihyéhjáa ɨ́ɨ́cúi wallóómé Páávoróké dibye ipyéé móóá úniúvú tétsihvúré Beréavu Timotéomútsí Tsííráma cóévánáaáca. 
ACT.17.15	Áábekéhjáa pícyohjémé Atéénavu. Aaméhjáa óómímyeke neebe ditye iñéé ɨ́ɨ́cúi dityétsí ipyéé dííbye éllevu.
ACT.17.16	Áámútsikyéhjáa téhmeebe ɨ́ɨ́tehíjcyá mítyane técoomíyí ditye dúúrúvahíjcyáné níjcyotájteke. 
ACT.17.17	Aanéhjáa múhdurá ɨɨ́jtsúcunúnéllii tééneri ihjyúvahíjcyaabe imúnáama tsijtye Píívyéébeke dúúrúvahíjcyámema pihcyáávéjá pañévu. Ihdícyátsɨhjɨ́vúhjáa icyábúúvémema ihjyúvahíjcyaabe tééneri. 
ACT.17.18	Áábemáhjáa ‘epicóóreo’ némeíñé uwááboju úráávyehíjcyámema tsijtye ‘ejtóico’ némeíñé uwááboju úráávyehíjcyámé ihjyúvahíjcyáhi. Áámedítyúhjáa tsaate néjcatsíhi:
ACT.17.18	¿Muhdúami tsáma áánu íhjyuwábá meke nehíjcyaj?
ACT.17.18	Áánetúhjáa tsijtye nééhií:
ACT.17.18	—Tsííñé piivyéébémú ihjyú uubálle múnáajpíubá diíbye. Ehdúhjáa nehíjcyámé Páávoródítyú dibyée Jetsóó dsɨ́jɨ́veebe bóhɨ́ɨ́bedítyú íjcyáné uwááboju úúbállehíjcyánélliíhye. 
ACT.17.19	Áábekéhjáa tsajtyémé ipítyácócatsíhíjcyátsihvu ‘Areóópago’ némeítsihvu. Áánemáhjáa dííbyeke néémeé:
ACT.17.19	—¿Aca tsá múúhakye u wáájácútsóítyuró ímíñeúvú béhné uwáábójuma u tsáánevu? 
ACT.17.20	Muurá múúhakye u néhijcyáné tsáhái tsáijyúubáré muha melléébotúne. Áánéllii muha méimíllé mewáájacúné ímíñeúvú ɨɨná nééiyóné múúhakye u néhijcyáne.
ACT.17.21	Ehdúhjáa dííbyeke nééme Atééna múnáama tsííñé iiñújɨ múnaa íjcyame. Aaméhjáa ɨ́ɨ́nerí íjcyatúmé paíjyuváré úbállécatsíhijcyá páhduváré nééné uwáábó illéébone.
ACT.17.22	Áámekéhjáa Páávoro nééhií:
ACT.17.22	—Ámuúha Atééna múnaaj, muurá ó waajácú ámuha panéváré tsíñehjɨ mecáánívahíjcyáne. 
ACT.17.23	Muuráhjáa ámuha medúúrúvahíjcyátsɨhjɨ́rí o péhíjcyaabe ó ájtyumɨ́ ɨɨcúvé waɨ́jɨ́ hallútú íllu nééne cáátúnúmeíñe: “Mewáájácútúné Piivyéébé wáábyuta.” Aane muurá dííbyedítyú ámúhakye ó úwáábohíjcyá eene dííbyeke wáájácutúméré ámuha medúúrúvahíjcyáábedítyu.
ACT.17.24	Diibye ihdyu Píívyéébe páneerée múhdúné tsíeméné ípívyéjtsoóbe. Diibyée muurá ípívyejtsó ííñújɨma páneere íévéhóówari íjcyanéhjɨ. Áánéllii páneere ijcyá dííbye tájpíye. Aabe tehdu apátsiíyé íjcyáíyónejɨ́ɨ́ mɨ́amúnaa méénúné duurúvájá pañe. Muurá ihdyu ihdícyátsɨhjɨ́ríyé diíbye. 
ACT.17.25	Aabe tsá mutájpí íjcyatúne. Muurá ihdyu dííbyedítyúré tsááne bóhɨɨma méijcyáhi. Áhdure panéváré íñe múhduná tééne tájpí meícyahíjcyáné dííbyedítyúré tsááhií.
ACT.17.26	Muuráhjáa tsáápihdítyúré íñe múhdumé ííñújɨri meíjcyámeke llíyaatétsoóbe. Áánemáa ɨ́hdétújuco dibye éévecúné kiáhjɨ́ meíjcyaíñé múijyúhaja. 
ACT.17.27	Ehdúu méénuube dííbyedi meɨ́tsámeíhíjcyáné nɨ́jcáutu ɨ́htsútúnetu mewáájácu méhdityu kiá íjcyátúróóbeke. 
ACT.17.28	Muurá dííbyedítyúré tsááne bóhɨɨma méijcyá éhnéhjáa tsaate íllu néhduú: “Muha méijcyá Píívyéébej tsɨ́ɨ́me.” 
ACT.17.29	Aane tsúúca dííbyej tsɨ́ɨ́mé meíjcyame tsá meɨ́jtsúcunúítyuró eene panévatúré mɨ́amúnaa óórótuú, nééwáyutuu, dsɨ́ɨ́dsɨtuu, nícyohíjcyánehjɨ́dú Píívyéébe nééneé. 
ACT.17.30	Muuráhjáa ihdyu éíjyuúvú pevénéré ɨɨtécunúhíjcyaabe mɨ́amúnaa iwáájácútúné hallúrí ehdu méénuhícyáne. Árónáa ícyooca pámeere mɨ́amúnáake neebe ímityúné meícyahíjcyáné meɨ́hvéjtsoki. 
ACT.17.31	Muurá muhdú meícyahíjcyáné iwáájacúdú mééma ímíbájchóiibye ípyée imyéménuube Jetsóoj tééveri. Aanée muurá meke waajácútsoobe dííbyeke ibóhɨ́ɨ́tsóneri.
ACT.17.32	Ehdúhjáa Páávoro dsɨ́jɨvémé tsiiñe bóhɨ́ɨ́netu íhjyúváneri íllure tsaate uuhɨ́vaté dííbyedi. Áánetúhjáa tsaate nééhií:
ACT.17.32	—Muha ihdyu méimíllé tsíijyu tsiiñe téénetu u íhjyuváné melléébúcunúne.
ACT.17.33+ACT.17.34	Áámedítyúhjáa tsúúca tsaaté múnaa cáhcujtsómé dííbyema nahbévahíjcyáhi. Áámemáhjáa íjcyaabe Dioníítsio teene ‘Areóópago’ némeítsihvu dóbéévehíjcyáméejpi. Áhduréhjáa ‘Dáámari’ némeíllema tsíjtyehjɨ ijcyá diityéma.
ACT.18.1	Aanéhjáa Páávoro teene Atéénatu péébe úújeté Coríítovu. 
ACT.18.2	Átsihdyúhjáa aahɨ́vetéébé imúnáajpi Akíírake Póótó iiñújɨ múnáájpiíkye. Téijyúhjáa téhdure botsíi wajtsɨ́ɨ́bé Itááriá iiñújɨtu mewa Piritsíírama, Ávyéjuubeváa Cáráóódio pámeere Róómári íjcyáné jodíómú íjchívyeíñé néénetu tsáámutsi. 
ACT.18.3	Aanéhjáa Páávoro diityétsimáyéjuco íjcyane diityétsikye íwákimyéityu ɨpɨ́áábo téeméné wákimyéí imyéénuhíjcyánélliíhye. Aaméhjáa méénuhíjcyá cuwájaanédú nééné nujúwááne. 
ACT.18.4	Áijyúhjáa ténevá wáyeéévéjcoojɨ́vádú pehíjcyaabe imúnaa jodíómú pihcyáávejávu. Aabéhjáa úwáábohíjcyá Jetsóodítyú íjcyáné uwááboju imúnáama tsijtye imúnaa íjcyáturómeke ditye icyáhcújtsoki.
ACT.18.5	Áánáacáhjáa tsúúca Tsíírámutsi Timotéoma wajtsɨ́ Matsedóóniá iiñújɨtu. Áijyúhjáa Páávoro tsanééríyé uwáábori íjcyaabe nehíjcyá imúnáake diibyéjuco Jetsóó dityée téhmehíjcyaabe Críjto Mépájtyetétsoobe íjcyane. 
ACT.18.6	Ehdúhjáa dibye néérónáa dííbyedítyú nehníwu ihjyúváme. Áánélliihyéhjáa ílluréjuco dibye diityédítyú ipyéé íwajyámú wátsóújcoobéré nééneé:
ACT.18.6	—Árone tsáma ámúhá hallúriyéjuco teene ámuha medsɨ́jɨ́vécooca meɨ́cúbáhrámeíiñe. Tsá táhallúrí tene íjcyatúne. Ahdícyane jodíómú íjcyátúróme éllevúréjuco o pééiñe diityékeréjuco o úwááboki.
ACT.18.7	Ehdúhjáa iñééne ílluréjuco dibye tééjatu íjchivyéne. Átsihdyúhjáa péébe úújeté Jójto jávú teenéhjáa pihcyáávéjá úníuríyé íjcyaabe tsúúcajátújuco Píívyéébeke dúúrúvahíjcyáábe jávu. 
ACT.18.8	Áijyúhjáa teene pihcyáávéjá avyéjuube ‘Críjpoó’ némeííbyé cáhcujtsó Jetsóodítyú íjcyáné uwááboju pámeere ihyájkímuma. Aaméhjáa tsójtsótsámeíhi. Áhduréhjáa tsijtye Coríító cóómi múnáadítyú cáhcujtsómé tsójtsótsámeíhi. 
ACT.18.9	Átsihdyúhjáa Páávoródívú tsápejco Jetsóó naavédú nééné pañe ibóhówáávéne néé dííbyeke:
ACT.18.9	—Imíchi díícyáne éhnííñevu dúwááboco ɨ́ɨ́nerí íllityétuubére. 
ACT.18.10	Ijcyámé mítyame ícyoomíyí tahñéjté íjcyaímye. Áánéllii ehdu uke o nééhií. Áábeke o íjcyátúcoocájɨ́ɨ́va múha uke muhdú méénuúhi. 
ACT.18.11	Ahdújucóhjáa tsáné pijcyábáj pɨɨnévú tétsii Coríítori íjcyaabe diityéké úwáábohíjcyáné Píívyéébé ihjyu.
ACT.18.12	Áijyúhjáa Acááyá iiñújɨ́ avyéjuube Garióó íjcyánáa tsaate imúnaa jodíómú cáhcújtsotúmé ipítyácójcatsíñe Páávoróké ékeevéhi. Áábekéhjáa tsajtyémé diibye ávyéjúúbe éllevu dibye ímítyunéhjɨ́ ímíbáchohíjcyátsihvu. 
ACT.18.13	Áánemáhjáa dííbyé hallúvú úúballémé dííbyeke. Nééméhjápeé:
ACT.18.13	—Áánu métaúhbaju nééné tsɨjɨ́jtoríyé mɨ́amúnáake úwááboobéré pehíjcyá dityévá Píívyéébeke idyúúrúvaki.
ACT.18.14	Ehdúhjáa Páávoró hallúvú ditye úúbállénéllii dibye íhjyúváíyóné ɨhdéré diibye ávyéjuube Garióó diityéké nééhií:
ACT.18.14	—Ihdyúhde tehdújúcooíyó dííbyema o ímíbájchóiyóné dibye ímítyuné méénuca. 
ACT.18.15	Áánetu ámúhá taúhbaju nééné tsɨjɨ́jtoríyé dibye tsáápihdítyú íjcyáné uwááboju úwáábohíjcyáhajchíí wa ihdyu ámuháyé chooco méímíbáchojcátsij. Tsá o ímílletú átéréenéhjɨ́ o ímíbajchóne.
ACT.18.16	Ehdúhjáa iñééne ílluréjuco dibye diityéké wálloone tétsihdyu. 
ACT.18.17	Árónáacáhjáa pihcyáávéjá avyéjuube Tsójtenéké tsaate gríéégomu iékéévéébeke wápáajcó diibye ávyéjúúbé úmɨwávu. Áróneríhjyáa tsá dibye ɨ́ɨ́cúvetúne.
ACT.18.18	Aanéhjáa Coríítori tsúcájá Páávoro ícyahíjcyáhi. Aabéhjáa tétsihvu ‘Tséékeréa’ némeí mujcóvú béérómeí tsanéhjáa ɨ́mɨáánetúré imyéénuíñé iñééné uubálle. Ehdúhjáa méénúmeííbyé Tsííriá iiñújɨvu ipyéétúné ɨhde. Átsihdyúhjáa botsíi tétsíí cahcújtso múnáake ipítyájcóne peebe Akííramútsima tsahííyí teene Tsííriá iiñújɨvu. 
ACT.18.19	Aaméhjáa Éépetsóvú úújeté tétsihvu Akííramútsí mewa Piritsíírama cóéváítsihvu. Átsihvúhjáa Páávoro imúnaa jodíómú pihcyáávejávú péébe úwaabó tééjavu píhcyáávémeke. 
ACT.18.20	Áábekéhjáa neerómé dibye tsuucájááneúvú dityémá iíjcyaki. Árónáacáhjáa tsá dibye ímílletúne. 
ACT.18.21	Áánemáhjáa diityéké pítyájcoobe nééhií:
ACT.18.21	—Árónáa ó imíllé o pééne Jerotsaréevu. Aabe óvíi Píívyéébe ímílléhajchíí tsiiñe ámúhakye ó uujéváhi.
ACT.18.21	Ehdúhjáa iñééne péjúcoobe tsahííyí teene Éépetsótu. Áánetúhjáa Akííramútsí dííbyedítyú coévá tétsihvu. 
ACT.18.22	Aabéhjáa Tsetsaréavu úújetéébé tétsihdyu botsíi péé Jerotsaréeri íjcyáné cahcújtso múnáa éllevu. Átsihdyúhjáa peebe Ajtiokííavu. 
