MAT.1.1	Lioar sheeloghe Yeesey Creest, mac Ghavid, mac Abraham. 
ROM.15.7	Shen-y-fa jean-jee soiaghey yn derrey yeh jeh’n jeh elley, myr ta Creest myrgeddin er n’yannoo soiagh j’in gys gloyr Yee. 
ROM.15.8	Nish ta mee gra, dy row Yeesey Creest ny hirveishagh jeh’n ghiarey-chymmylt, son firrinys Yee, dy hickyraghey ny gialdynyn va jeant da ny aryraghyn. 
ROM.15.9	As dy voddagh ny Ashoonyn-quaagh Jee y ghloyraghey son e vyghin; myr te scruit, Son yn oyr shoh ver-yms moylley dhyt mastey ny Ashoonyn-quaagh, as nee’m arrane y ghoaill gys dty ennym. 
ROM.15.10	As reesht t’eh gra, Gow-jee boggey, shiuish Ashoonyn-quaagh, marish e phobble. 
ROM.15.11	As reesht, Moylley-jee yn Chiarn, ooilley shiuish Ashoonyn-quaagh, as cur-jee moylley da, ooilley shiuish phobble. 
ROM.15.12	As reesht ta Esaias gra, Bee fraue jeh Jesse, as eshyn nee girree dy reill harrish ny Ashoonyn-quaagh; aynsyn nee ny Ashoonyn-quaagh treishteil. 
ROM.15.13	Nish dy jean y Jee dy hreishteil shiuish y lhieeney lesh dy chooilley voggey as shee ayns credjal, dy vod shiu bishaghey ayns treishteil trooid pooar y Spyrryd Noo. 
ROM.15.14	As ta mish mee hene myrgeddin ayns slane treishteil mychione eu, vraaraghyn, dy vel shiuish myrgeddin lane dy vieys, jeant magh lesh dy chooilley hushtey, fondagh myrgeddin dy choyrlaghey yn derrey yeh yn jeh elley. 
ROM.15.15	Ny-yeih, vraaraghyn, ta mee er scrieu ny ’sarryltee hiu, ayns ayrn, dy choyrt shiu ayns cooinaghtyn, er coontey yn ghrayse t’er ny choyrt dooys liorish Jee, 
ROM.15.16	Dy beign’s shirveishagh Yeesey Creest gys ny Ashoonee, shirveish sushtal Yee, dy voddagh soiagh ve jeant jeh ny Ashoonee chebbit seose son oural, er ny chasherickey liorish y Spyrryd Noo. 
ROM.15.17	Ta aym er-y-fa shen oyr dy ve boggyssagh trooid Yeesey Creest, ayns ny reddyn shen ta bentyn rish Jee. 
ROM.15.18	Son cha goym orrym dy loayrt jeh veg jeh ny reddyn shen nagh vel Creest er n’obbraghey liorym, ayns tayrn ny Ashoonee gys biallys, liorish raa as jannoo. 
ROM.15.19	Trooid cowraghyn niartal as yindyssyn, liorish pooar Spyrryd Yee; myr shen voish Jerusalem, as ooilley mygeayrt Illyricum, ta mee dy slane er phreacheil sushtal Chreest. 
ROM.15.20	As te er ve my yeearree jeean dy phreacheil y sushtal, cha nee raad va Creest hannah er ny enmys, son nagh jinnin troggal er undin dooinney elley: 
ROM.15.21	Agh myr te scruit, Dauesyn nagh row imraa er ny yannoo jeh, nee ad shoh fakin: as adsyn nagh vel er chlashtyn, nee ad toiggal. 
ROM.15.22	Er-yn-oyr shoh myrgeddin ta mee er ve dy mooar er my lhiettal veih cheet hiuish. 
ROM.15.23	Agh nish nagh vel arragh aym dy yannoo ayns ny ardjyn shoh, as myr te er ve my aigney jeean ny ymmodee bleeantyn shoh dy heet nyn raad: 
ROM.15.24	Tra ghoym my yurnah gys y Spainey, hig-ym hiu: son ta mee jerkal dy akin shiu er my yurnah, as dy der shiu mee er my raad, lurg dou hoshiaght ve jeant magh myr dy beagh eh, lesh y cheshaght eu. 
ROM.15.25	Agh ta mee goll nish gys Jerusalem, dy hirveish er ny nooghyn. 
ROM.15.26	Son s’gooidsave lhieusyn jeh Macedonia as Achaia, dy yannoo chaglym ennagh son ny Creesteenyn boghtey ta ec Jerusalem. 
ROM.15.27	As ta mee gra dy gooidsave lhieu, as t’ad ayns lhiastynys daue. Son my ta ny Ashoonee er ny ve jeant co-ayrnee jeh ny nheeghyn spyrrydoil ocsyn, yn currym oc eh myrgeddin dy hirveish orroosyn ayns nheeghyn seihltagh. 
ROM.15.28	Tra ta mee er-y fa shen er chooilleeney shoh, as er livrey daue dy sauchey yn mess shoh, goym’s shiuish er my raad gys y Spainey. 
ROM.15.29	As ta mee shickyr tra higym hiu, dy jig-ym ayns y slane towse jeh bannaght sushtal Chreest. 
ROM.15.30	Nish ta mee guee erriu, vraaraghyn, er graih nyn Jiarn Yeesey Creest, as er graih’n Spyrryd, dy jean shiu gobbraghey cooidjagh mârym ayns nyn badjeryn gys Jee er my hon’s; 
ROM.15.31	Dy voddym v’er my livrey vouseyn ayns Judea nagh vel credjal; as dy vod y toyrtys t’aym’s dy hirveish ec Jerusalem, ve goit ayns aigney-mie liorish ny nooghyn: 
ROM.15.32	Dy voddym cheet hiu lesh boggey liorish aigney Yee, as mêriuish ve er my ooraghey. 
ROM.15.33	Nish dy row yn Jee dy hee mêriu ooilley. Amen.
ROM.16.1	Ta mee moylley hiu Phebe nyn shuyr, ee ta ny sharvaant da’n agglish ta ec Cenchrea. 
ROM.16.2	Dy gow shiu r’ee ayns y Chiarn, myr te cooie da nooghyn, as dy gooin shiu lh’ee ayns cooish erbee vees feme eck erriu: son t’ee er choyrt oltagh-bea da ymmodee, as dou hene myrgeddin. 
ROM.16.3	Bannee-jee Priscilla as Aquila my cholaboree ayns Creest Yeesey: 
ROM.16.4	(Ren, dy hauail my vioys, coyrt ayns dangeyr ny mwannalyn oc hene: dauesyn cha nee mish my lomarcan ta coyrt booise, agh myrgeddin ooilley kialteenyn ny Hashoonee). 
ROM.16.5	Bannee-jee myrgeddin ny Creesteenyn t’ayns y thie oc. Bannee-jee my charrey graihagh Epenetus, yn chied-vess dy Chreest ayns Achaia. 
ROM.16.6	Bannee-jee Moirrey, t’er ve feer dooie dooin. 
ROM.16.7	Bannee-jee Andronicus as Junia my gheiney-mooinjerey as my heshaghyn-pryssoonee, ta jeh goo ooasle mastey ny ostyllyn, va myrgeddin ayns Creest roym’s. 
ROM.16.8	Bannee-jee Amplias shynney lhiam ayns y Chiarn. 
ROM.16.9	Bannee-jee Urban m’ercoonee ayns Creest, as Stachys shynney lhiam. 
ROM.16.10	Bannee-jee Apelles firrinagh ayns Creest. Bannee-jee adsyn ta jeh lught thie Aristobulus. 
ROM.16.11	Bannee-jee Herodian my ghooinney-mooinjerey. Bannee-jee adsyn ta jeh lught-thie Narcissus, ta ayns y Chiarn. 
ROM.16.12	Bannee-jee Tryphena as Tryphosa, ta laboraght ayns y Chiarn. Bannee-jee Persis ennoil, ren lane shirveish ayns obbyr y Chiarn. 
ROM.16.13	Bannee-jee Rufus reiht liorish y Chiarn, as y voir echeysyn as aym’s. 
ROM.16.14	Bannee-jee Asyncritus, Phlegon, Hermas, Patrobas, as ny braaraghyn ta mâroo. 
ROM.16.15	Bannee-jee Philologus, as Julia, Nereus, as e huyr, as Olympas, as ooilley ny nooghyn ta mâroo. 
ROM.16.16	Banne-jee y cheilley lesh paag chasherick. Ta kialteenyn Chreest dy nyn mannaghey. 
ROM.16.17	Nish ta mee guee erriu, vraaraghyn, gow-jee tastey jeusyn ta kyndagh jeh anvea as scammyltyn, ta noi’n chredjue ta shiuish er n’ynsaghey; as chea-jee voue. 
ROM.16.18	Son cha vel nyn lheid shirveish nyn Jiarn Yeesey Creest, agh nyn molg hene; as liorish goan aalin as glare vrynneragh t’ad molley creeaghyn yn vooinjer ôney. 
ROM.16.19	Son ta’n viallys euish er ny imraa mastey dy chooilley ghooinney. Ta mee er-y-fa shen goaill boggey er y lieh eu: agh ny-yeih baillym shiu ve tastagh gys shen ny ta mie, as ôney mychione olk. 
ROM.16.20	As nee’n Jee dy hee dy gerrit Noid-ny-hanmey y vroo fo nyn gassyn. Grayse nyn Jiarn Yeesey Creest dy row mêriu. Amen. 
ROM.16.21	Ta Timotheus my heshey-obbree, as Lucius, as Jason, as Sosipater my gheiney-mooinjerey, bannaghey shiu. 
ROM.16.22	Ta mish Tertius, ren shoh y scrieu, bannaghey shiu ayns y Chiarn. 
ROM.16.23	Ta Gaius ren oltagh-bea y choyrt dooys, as da’n slane agglish, dy vannaghey shiu. Ta Erastus stiurt yn ard-valley dy nyn mannaghey, as Quartus ta braar Creestee. 
ROM.16.24	Grayse nyn Jiarn Yeesey Creest dy row mêriu ooilley. Amen. 
ROM.16.25	Nish dasyn ta pooaral dy niartaghey shiu cordail rish yn sushtal aym’s, as preacheil Yeesey Creest, (cordail rish soilshaghey yn folliaght, v’er ny cheiltyn er dy hoshiaght y theihll, 
ROM.16.26	Agh ta nish jeant cronnal, as liorish scriptyryn ny phadeyryn, cordail rish sarey yn Jee dy bragh farraghtyn, er ny hoilshaghey da dy chooilley ashoon son biallys da’n chredjue). 
ROM.16.27	Gys yn ynrycan Jee creeney dy row gloyr trooid Yeesey Creest son dy bragh. Amen.
1CO.1.1	Paul eït dy ve Ostyl Yeesey Creest, liorish aigney Yee, as Sosthenes nyn mraar. 
1CO.1.2	Gys agglish Yee ta ec Corinth, hucsyn t’er nyn gasherickey ayns Creest Yeesey, er nyn eam dy ve nyn nooghyn mâroosyn ooilley ta ayns dy chooilley ynnyd geamagh er ennym Yeesey Creest, chammah yn Chiarn ocsyn as ainyn. 
1CO.1.3	Grayse dy row hiu, as shee veih Jee nyn Ayr, as veih yn Chiarn Yeesey Creest. 
1CO.1.4	Ta mee cur booise da my Yee dy kinjagh ayns y lieh eu, son grayse Yee t’er ny choyrt diu ayns Yeesey Creest; 
1CO.1.5	Son dy vel shiuish ayns dy chooilley nhee dy palchey er nyn yannoo magh liorishyn ayns dy chooilley ghlare, as ayns dy chooilley hushtey; 
1CO.1.6	Dy jarroo myr va recortys Chreest er ny hickyraghey ny vud eu: 
1CO.1.7	Myr shen nagh vel shiu cheet er-gooyl ayns gioot erbee; farkiagh son cheet y Chiarn Yeesey Creest; 
1CO.1.8	Nee myrgeddin shiuish y niartaghey gys y jerrey, dy vod shiu ve gyn loght ayns laa nyn Jiarn Creest. 
1CO.1.9	Ta Jee firrinagh, liorish va shiu er nyn eam gys sheshaght e Vac Yeesey Creest nyn Jiarn. 
1CO.1.10	Nish ta mee guee erriu, vraaraghyn, liorish ennym nyn Jiarn Yeesey Creest, dy bee shiu ooilley er yn un ockle, as nagh bee streeuaghyn ny mast’ eu; agh dy bee shiu sniemmit cooidjagh ’syn un aigney, as ’syn un smooinaght. 
1CO.1.11	Son te er ny ve soilshit dooys mychione eu, my vraaraghyn, lioroosyn jeh lught-thie Chloe, dy vel streeuaghyn nyn mast’ eu. 
1CO.1.12	As shoh ta mee dy ghra, dy vel fer as fer j’iu gra, Ta mish son Paul, as mish ’son Apollos, as mish son Cephas, as mish son Creest. 
1CO.1.13	Vel Creest er ny rheynn [ayns ayrnyn]? row Paul er ny chrossey er ny son eu? ny row shiu er nyn mashtey ayns ennym Phaul? 
1CO.1.14	Ta mee cur booise da Jee, nagh ren mee veg eu y vashtey, agh Crispus as Gaius: 
1CO.1.15	Nagh beagh oyr ec fer erbee dy ghra, dy vasht mee ayns m’ennym hene. 
1CO.1.16	As ren mee bashtey myrgeddin lught-thie Stephanas: erlhim-mey jeu shoh, cha s’aym vasht mee unnane erbee elley. 
1CO.1.17	Son cha row eh [wheesh] er my churrym veih Creest dy vashtey, as dy phreacheil yn sushtal: cha nee lesh creenaght goan, er-aggle dy beagh crosh Chreest gyn veg y vree. 
1CO.1.18	Son ta preacheil y chrosh ommijys dauesyn ta cherraghtyn; agh dooinyn t’er nyn sauail te pooar Yee. 
1CO.1.19	Son te scruit, Ver-yms mow creenaght y vooinjer chreeney, as ver-ym lhiam gys veg keeayll y vooinjer cheeayllagh. 
1CO.1.20	Cre vel y dooinney creeney? cre vel y scrudeyr? cre vel plea-deyr y theihll shoh? nagh vel Jee er n’yannoo creenaght y theihll shoh dy ve ommijys? 
1CO.1.21	Son fakin, ayns creenaght Yee, nagh dug y seihll liorish creenaght enney er Jee, ve aigney Yee liorish ommijys preacheil dy hauail adsyn ta credjal. 
1CO.1.22	Son ta ny Hewnyn shirrey cowrey, as ny Greekyn jeeaghyn son creenaght: 
1CO.1.23	Agh ta shinyn preacheil Creest v’er ny chrossey, da ny Hewnyn, scammylt, as da ny Greekyn, ommijys; 
1CO.1.24	Agh dauesyn t’er nyn eam, chammah Hewnyn as Greekyn, Creest pooar Yee, as creenaght Yee. 
1CO.1.25	Son ta shen t’adsyn genmys ommijys Yee ny s’creeney na deiney; as annooinid Yee ny s’troshey na deiney. 
1CO.1.26	Son ta shiu fakin, vraaraghyn, cre gys ta shiu er nyn eam, kys nagh nee ymmodee deiney creeney lurg yn eill, nagh nee ymmodee deiney pooaral, nagh nee ymmodee deiney ooasle t’er nyn eam. 
1CO.1.27	Agh ta Jee er reih reddyn ommijagh y theihll, dy choyrt fo chosh ny reddyn creeney; as ta Jee er reih reddyn faase y theihll, dy naaraghey ny reddyn niartal; 
1CO.1.28	As reddyn fardalagh y theihll, as reddyn nagh vel soiagh jeant jeu, ta Jee er reih, as reddyn nagh vel, dy chur mow ny reddyn t’ayn: 
1CO.1.29	Nagh jinnagh dooinney erbee boggyssagh ayns yn enish echeysyn. 
1CO.1.30	Agh jehsyn ta shiuish ayns Creest Yeesey eshyn ta liorish Jee er ny yannoo dooinyn creenaght, as cairys, as casherickys, as livrey-ys: 
1CO.1.31	Son, myr te scruit, Eshyn ta boggyssagh, lhig da boggyssagh, ayns y Chiarn.
1CO.2.1	As tra haink mish hiu, vraaraghyn, cha nee lesh yrjid dy ghlare floaoil haink mee, ny creenaght seihltagh, soilshaghey diu recortys 
1CO.2.2	Son va mee kiarit gyn dy hoiggal nhee erbee ny mast’ eu, agh Yeesey Creest, as eshyn er ny chrossey. 
1CO.2.3	As va mee nyn mast’ eu ayns annooinid, as ayns lane aggle, as er-creau. 
1CO.2.4	As va my ghlare as my phreacheil, cha nee lesh goan vrynneragh dy chreenaght dooinney, agh ayns bree yn Spyrryd, as pooar: 
1CO.2.5	Nagh beagh yn credjue eu shassoo er creenaght deiney, agh er pooar Yee. 
1CO.2.6	Agh ta shinyn loayrt creenaght nyn mast’ ocsyn ta slane 
1CO.2.7	Agh ta shin loayrt creenaght Yee ayns folliaght, dy jarroo yn chreenaght follit shen ren Jee goardaghey roish ny seihllyn gys y ghloyr ainyn: 
1CO.2.8	Shen nagh ren veg jeh princeyn y theihll shoh toiggal; son dy beagh toiggal oc jeh, cha beagh ad er chrossey yn Chiarn dy ghloyr. 
1CO.2.9	Agh myr te scruit, Cha vel sooill er vakin, ny cleaysh er chlashtyn, chamoo te ayns cree dooinney dy hoiggal ny reddyn ta Jee er chiarail er ny son ocsyn ta graihagh ersyn. 
1CO.2.10	Agh ta Jee er hoilshaghey ad dooinyn liorish e Spyrryd: son ta’n Spyrryd ronsaghey dy chooilley nhee, eer folliaghtyn dowiney Yee. 
1CO.2.11	Son quoi’n dooinney ta toiggal ny reddyn ta ayns smooinaghtyn dooinney, agh spyrryd y dooinney hene? er yn aght cheddin ny reddyn ta bentyn gys Jee cha vel dooinney erbee toiggal, agh Spyrryd Yee. 
1CO.2.12	Nish ta shinyn er gheddyn, cha nee spyrryd y theihll, agh y Spyrryd ta veih Jee; dy voddagh shin toiggal ny giootyn graysoil ta dy arryltagh er ny choyrt dooin liorish Jee. 
1CO.2.13	Ny reddyn cheddin ta shinyn neesht soilshaghey, cha nee ayns ny goan ta creenaght dooinney dy ynsaghey, agh shen ny ta’n Spyrryd Noo dy choyrt roïn; soylaghey reddyn spyrrydoil rish reddyn spyrrydoil. 
1CO.2.14	Agh cha vel y dooinney dooghyssagh goaill rish ny reddyn ta jeh Spyrryd Yee: son t’ad ommijys dasyn; chamoo oddys tushtey ve echey jeu, er yn-oyr dy vel ad er nyn doiggal ayns aght spyrrydoil. 
1CO.2.15	Agh eshyn ta spyrrydoil, t’eh briwnys dy chooilley nhee, ny yeih cha vel eh hene er ny vriwnys liorish dooinney erbee. 
1CO.2.16	Son quoi t’er hoiggal aigney yn Chiarn, dy jean eh cur roish? agh ta ainyn aigney Chreest.
1CO.3.1	As er my hon’s, vraaraghyn, cha voddym loayrt riuish myr rish sleih spyrrydoil, agh myr roosyn ta fo reill ny foalley, dy jarroo myr rish oikanyn ayns Creest. 
1CO.3.2	Ta mee er veaghey shiu lesh bainney, as cha nee lesh bee lajer: son eisht cha row shiu er y hon, chamoo ta shiu foast. 
1CO.3.3	Son ta shiu foast fo reill ny foalley: son fakin dy vel nyn mast’ eu troo, as streeu, as anvea, nagh vel shiu foalley, as gimmeeaght myr deiney? 
1CO.3.4	Son choud as ta fer gra, Ta mish son Paul, as fer elley, Ta mish son Apollos, nagh vel shiu fo reill ny foalley? 
1CO.3.5	Quoi eisht ta Paul, as quoi Apollos, agh shirveishee lioroo ren shiu credjal, dy jarroo myr ta’n Chiarn er choyrt da dagh unnane e ghioot hene? 
1CO.3.6	Ta mish er hoiaghey, ren Apollos gushtaghey, agh Jee ren bishaghey. 
1CO.3.7	Myr shen eisht, cha vel eshyn ta dy hoiaghey jeh coontey erbee, chammoo eshyn ta dy ushtaghey: agh Jee, ta dy vishaghey. 
1CO.3.8	Nish eshyn ta soiaghey, as eshyn ta gushtaghey, cha vel ad agh unnane: as yiow dy chooilley ghooinney e leagh hene, cordail rish e laboraght hene. 
1CO.3.9	Son ta shinyn co-obbreeyn fo Jee: ta shiuish farrysthie Yee, shiuish troggal Yee. 
1CO.3.10	Cordail rish grayse Yee t’er ny choyrt dooys, myr ard-vasoonagh creeney, ta mee er hoiaghey yn undin, as ta fer elley troggal er. Agh lhig da dy chooilley ghooinney kiarail y ghoaill kys t’eh troggal er. 
1CO.3.11	Son undin elley cha vod dooinney erbee y hoiaghey, agh shen ny ta er ny hoiaghey, ta shen Creest Yeesey. 
1CO.3.12	Nish my hroggys dooinney erbee er yn undin shoh, airh, argid, claghyn costal, fuygh, traagh, stubbyl: 
1CO.3.13	Bee obbyr dy chooilley ghooinney er ny hoilshaghey: son ver yn laa lesh eh gys soilshey, er-yn-oyr dy bee eh er ny hoilshaghey liorish aile; as nee’n aile obbyr dy chooilley ghooinney y hrial, cre’n sorch te jeh. 
1CO.3.14	My ta obbyr dooinney erbee t’eh er hroggal er, shassoo yn aile, yiow eh leagh. 
1CO.3.15	My vees obbyr dooinney erbee losht, yiow eh coayl: agh nee eh hene scapail, agh myr dy beagh eh trooid yn aile. 
1CO.3.16	Nagh vel fys eu dy nee shiuish chiamble Yee, as dy vel Spyrryd Yee baghey ayndiu? 
1CO.3.17	My nee dooinney erbee stroie chiamble Yee, eshyn nee Jee y stroie: son ta chiamble Yee casherick, yn chiamble shen ta shiuish. 
1CO.3.18	Ny lhig da dooinney erbee eh hene y volley: My ta dooinney erbee ny vud eu goaill er hene dy ve creeney ’sy theihll shoh, lhig da ve ny ommydan, dy voh eh ve creeney. 
1CO.3.19	Son ta creenaght y theihll shoh ommijys marish Jee: son te scruit, T’eh goaill yn vooinjer chreeney ayns y chroutys oc hene. 
1CO.3.20	As reesht, Shione da’n Chiarn smooinaghtyn yn vooinjer chreeney, nagh vel ad agh fardail. 
1CO.3.21	Shen-y-fa ny lhig da dooinney erbee boggyssagh ayns deiney: son lhieuish ta dy chooilley nhee: 
1CO.3.22	Edyr eh ve Paul, ny Apollos, ny Cephas, ny yn feihll, ny bioys, ny baase, ny reddyn ta nish ayn, ny reddyn ta ry-heet; lhieuish ad ooilley: 
1CO.3.23	As ta shiuish lesh Creest: as ta Creest lesh Jee.
1CO.4.1	Lhig da dooinney myr shen soiaghey j’inyn, myr jeh shirveishee Chreest, as stiurtyn jeh folliaghtyn Yee. 
1CO.4.2	Ny sodjey, te currym er ny yerkal rish ayns stiurtyn dy bee dooinney er ny gheddyn firrinagh. 
1CO.4.3	Agh er my hon hene cha vel mee coontey jeh agh red feer fardalagh, dy beign’s er my vriwnys lieriuish, ny liorish briwnys dooinney erbee; dy jarroo cha vel mee briwnys mee hene. 
1CO.4.4	Son ga nagh voddym coyrt nhee erbee gys my lieh hene, ny-yeih cha vel mee liorish shoh er my heyrey; agh eshyn ta dy my vriwnys yn Chiarn eh. 
1CO.4.5	Shen-y-fa ny jean-jee nhee erbee y vriwnys roish y traa, derrey hig y Chiarn, ver chammah lesh gys soilshey folliaghtyn y dorraghys, as nee soilshaghey magh smooinaghtyn ny creeaghyn; as eisht yiow dy chooilley ghooinney moylley veih Jee. 
1CO.4.6	As ny reddyn shoh, vraaraghyn, ta mee ayns co-soylaghey er ghoaill orrym pene, as er Apollos, er y ghraih euish; liorin dy voddagh shiu gynsaghey, gyn dy smooinaghtyn jeh deiney erskyn ny ta scruit, nagh bee veg eu boggyssagh ass lieh fer erskyn fer elley. 
1CO.4.7	Son quoi eh ta coyrt dhyt’s yn vondeish erskyn fer elley? as cre t’ayd nagh vel oo er gheddyn? nish my hooar oo eh, cre’n-fa t’ou boggyssagh, myr nagh beagh oo er gheddyn eh? 
1CO.4.8	Nish ta shiu jeant magh, nish ta shiu berchagh, ta shiu er reill myr reeaghyn nyn vegooish: as dy baillish Jee dy jinnagh shiu reill, dy voddagh shinyn reill myrgeddin mêriu. 
1CO.4.9	Son ta mee smooinaghtyn dy vel Jee er hoiaghey magh shinyn ny ostyllyn er-jerrey ooilley, myr deiney faagit mooie son baase. Son ta shinyn shilley yindyssagh da’n seihll, as da ainleyn, as da deiney. 
1CO.4.10	Ta shinyn goit son ommydanyn er coontey Chreest, agh ta shiuish creeney ayns Creest: ta shinyn annoon, agh ta shiuish lajer: ta shiuish ooasle; agh ta beg er ny hoiaghey j’inyn. 
1CO.4.11	Gys y traa shoh hene, ta shinyn chammah accryssagh as paagh, as ta shin feme coamrey, as er nyn mwoalley, as cha vel cummal shickyr ain ayns boayl erbee; 
1CO.4.12	As ta shin laboragh, gobbraghey lesh nyn laueyn hene: tra ta shin oltooanit, ta shin bannaghey: tra ta shin tranlaasit, ta shin dy ymmyrkey eh: 
1CO.4.13	Tra ta scammylt er ny choyrt dooin, ta shin coyrt goan mie: ta shin myr trustyr y theihll, as breinid dy chooilley nhee gys y laa t’ayn jiu. 
1CO.4.14	Cha vel mee scrieu ny reddyn shoh dy naaraghey shiu, agh myr my chloan shynney lhiam ta mee cur coyrle diu. 
1CO.4.15	Son ga dy vel eu jeih thousane fir-ynsee ayns Creest, foast cha nhimmey ayr t’eu: son ayns Creest Yeesey ta mish er gheddyn shiu trooid y sushtal. 
1CO.4.16	Shen-y-fa ta mee guee erriu, eiyr-jee orrym’s. 
1CO.4.17	Son yn oyr shoh ta mee er chur er chaghteraght hiu Timotheus, ta my vac graihagh, as firrinagh ayns y Chiarn, ver shiu ayns cooinaghtyn jeh ny raaidyn aym’s ta ayns Creest, myr ta mee gynsaghey dy chooilley raad ayns ooilley ny kialteenyn. 
1CO.4.18	Nish ta paart er n’aase mooaralagh, myr nagh darrin hiu. 
1CO.4.19	Agh hig-ym hiu dy gerrit, lesh kied y Chiarn, as toig-ym eisht, cha nee yn ghlare ocsyn ta mooaralagh, agh y phooar. 
1CO.4.20	Son cha vel reeriaght Yee [shassoo] ayns taggloo, agh ayns pooar. 
1CO.4.21	Cre sailliu? jig-ym hiu lesh slatt, ny ayns graih, as ayns y spyrryd dy veenid.
1CO.5.1	Te goo cadjin dy vel maarderys nyn mast’ eu, as lheid y vaarderys as nagh vel wheesh as er ny enmys mastey ny Ashoonyn-quaagh, dy jinnagh fer goaill da hene ben e ayrey. 
1CO.5.2	As ta shiu sheidit lesh moyrn, tra by-yeshey diu dy ghobberan, dy beagh eshyn t’er n’yannoo yn obbyr shoh, scarrit veih nyn mast’ eu. 
1CO.5.3	Son ta mish dy firrinagh, ga nagh vel mee kionfenish ayns persoon, agh mêriu ayns spyrryd, er vriwnys hannah, myr dy beign kionfenish, mychione eshyn t’er n’yannoo yn obbyr shoh; 
1CO.5.4	[Ayns ennym nyn Jiarn Yeesey Creest, tra vees shiuish er nyn jaglym cooidjagh, as y spyrryd aym’s, lesh pooar nyn Jiarn Yeesey Creest,] 
1CO.5.5	Dy livrey lheid y fer shen da’n drogh-spyrryd dy stroie yn eill, dy vod yn annym ve er ny hauail ayns laa yn Chiarn Yeesey. 
1CO.5.6	Cha vel y boggyssagh euish mie: Nagh vel fys eu dy vel red beg dy hoorid sooraghey yn slane theayst? 
1CO.5.7	Glen-jee magh er-y-fa shen yn chenn soorid, dy vod shiu ve nyn dheayst noa; myr ta shin hene gyn soorid. Son ta Creest yn Eayn-caisht ain er ny ouralley er nyn son: 
1CO.5.8	Lhig dooin er-y-fa shen freayll yn feailley; cha nee lesh y chenn soorid, chamoo lesh y soorid dy ghoanlys as olkys; agh lesh yn arran millish dy ynrickys as firrinys. 
1CO.5.9	Hug mee screeuyn hiu, dyn dy reayll sheshaght rish maarderee. 
1CO.5.10	Ny-yeih cha nee ooilley-cooidjagh rish maarderee yn theihll shoh, ny rish ny sayntoilee, ny ny tranlaasee, ny roosyn ta cur ooashley da jallooyn; son eisht beign diu dy jarroo goll ass y theihll. 
1CO.5.11	Agh nish ta mee er scrieu hiu, gyn sheshaght y reayll, my ta dooinney erbee ta enmyssit 
1CO.5.12	Son cre t’aym’s dy yannoo dy vriwnys adsyn neesht ta cheu-mooie [jeh’n agglish]? nagh vel shiuish dy vriwnys adsyn ta er cheu-sthie? 
1CO.5.13	Agh adsyn ta er cheu-mooie, ta Jee dy vriwnys. Shen-y-fa cur-jee ersooyl veih nyn mast’ eu yn persoon mee-chrauee shen.
1CO.6.1	Lhoys da fer erbee eu, as cooish echey noi fer elley, goll gys y leigh fenish y vooinjer neu-chairagh, as cha nee fenish ny nooghyn? 
1CO.6.2	Nagh vel fys eu dy jean ny nooghyn yn seihll y vriwnys? as my vees yn seihll er ny vriwnys lieriuish, vel shiuish neu-feeu dy vriwnys ny cooishyn s’fardalee? 
1CO.6.3	Nagh vel fys eu dy jean shinyn ainleyn y vriwnys? cre-woad smoo reddyn ta bentyn rish y vea shoh? 
1CO.6.4	My ta shiu eisht son briwnys cooishyn seihltagh, jean-jee adsyn y phointeil dy chur briwnys sloo ta soit jeu ayns yn agglish. 
1CO.6.5	Ta mee loayrt gys y nearey eu. Nee shen myr te, nagh vel dooinney creeney nyn mast’ eu? unnane hene vees abyl cooish y vriwnys eddyr e vraaraghyn? 
1CO.6.6	Agh ta braar goll gys y leigh rish braar, as shen ny enish ocsyn nagh vel jeh’n chredjue. 
1CO.6.7	Nish er yn oyr shen ta son shickyrys foill nyn mast’ eu, dy vel shiu gol gys y leigh ry-cheilley: nagh baare diu goaill aggair? nagh baare diu surranse molteyraght? 
1CO.6.8	Agh ta shiu jannoo aggair as molteyraght, as shen er nyn mraaraghyn. 
1CO.6.9	Nagh vel fys eu nagh vow ny mee-chrauee eiraght ayns reeriaght Yee? Ny bee-jee mollit: chamoo yiow maarderee, ny adsyn ta cur ooashley da jallooyn, ny adsyn ta brishey-poosey, ny ny soailtee, ny adsyn ta cur rish peccah noi dooghys, 
1CO.6.10	Ny maarlee, ny ny sayntoilee, ny meshtyllee, ny oltooanee, ny tranlaasee, eiraght ayns reeriaght Yee. 
1CO.6.11	As nyn lheid va paart euish: agh va shiu er nyn niee, agh va shiu er nyn gasherickey, agh va shiu er nyn seyrey ayns ennym y Chiarn Yeesey, as liorish Spyrryd yn Jee ain. 
1CO.6.12	Ta dy chooilley nhee lowal dou agh cha vel dy chooilley nhee cooie dy ve jeant; ta dy chooilley nhee lowal er my hon, agh cha bee’m er my choyrt lhiam fo pooar veg jeu. 
1CO.6.13	Bee son y volg, as y bolg son bee; agh nee Jee ad ny neesht y choyrt naardey. Nish cha vel y corp son maarderys, agh son y Chiarn; as y Chiarn son y chorp: 
1CO.6.14	As ta Jee chammah er hroggal seose y Chiarn, as nee eh myrgeddin shinyn y hroggal seose liorish e phooar hene. 
