MAT.1.1	អ្យា​នាវ​ងក៝ច​យៅ​អូ​ចែ​
1CO.7.15	លាស​អូរ មោ​លាស​ឆាយ​អី​មោ​ញឆីង​នត្លើយ​ខាន់​អៃ​មៃ អ៝ន់​ពាង់​នត្លើយ​ទោ ខាន់​អៃ​មៃ​មោ​អោស​គែស​តីស។ កោរាញ​ឞ្រាស​លែៈ​ក្វាល់​ជេស​ឞ៝ន់​គុ​ងាវ​នាវ​ដាប់​មពាន់។
1CO.7.16	អើ​ឞូ​អូរ​អី​លែៈ​គែស​ឆាយ ក្លាប់​លាស​ខាន់​អៃ​ទើយ​លែវ​ពាង់​ឆឹត​ញឆីង អើ​ឞូ​ក្លោ​អី​លែៈ​គែស​អូរ ក្លាប់​លាស​ខាន់​មៃ​ទើយ​លែវ​ពាង់​ឆឹត​ញឆីង។
1CO.7.17	តា​នាវ​អា​អេង​ជឹត នោក​កោរាញ​ឞ្រាស​ក្វាល់​ខាន់​អៃ​មៃ​ឆឹត​ញឆីង អ្យាត់​មា​រាគ៝ល់​លើយ​នូយ្ស​នហ៝ម់​អ្យើស យើន​មា​នាវ​គុ​ងាវ​ក្រាវ​ឆាច​ហោម​កើត​អី​ខាន់​អៃ​មៃ​អេ​ហ៝ៈ​ឆឹត​ញឆីង​មា​
1CO.7.18	នតឹត​លាស លាស​កោរាញ​ឞ្រាស​ក្វាល់​ទូ​ហ្វេ​ឞូនុយ្ស​តា​នាវ​គុ​ងាវ​ក្រាវ​ឆាច​ជេង​ផូង​
1CO.7.19	នាវ​ក៝ស​នតោ​មោ​ក៝ស​នតោ មោ​អោស​គែស​នាវ​ខ្លៃ។ នទើ​អី​គែស​នាវ​ខ្លៃ​ជាន​តឹង​នាវ​កោរាញ​ឞ្រាស​នើម​ដាៈ។ 
1CO.7.20	អា​មើម​បាៈ​នាវ​គុ​ងាវ​ខាន់​អៃ​មៃ​នោក​កោរាញ​ឞ្រាស​ក្វាល់​ខាន់​អៃ​មៃ​នើស អ៝ន់​គុ​ងាវ​កើត​អី​នៃ​ជឹត​ទោ។ 
1CO.7.21	លាស​កោរាញ​ឞ្រាស​ក្វាល់​ទូ​ហ្វេ​ឞូនុយ្ស​តា​នាវ​គុ​ងាវ​ក្រាវ​ឆាច​ជាន​ទឹក​ឞូ លើយ​អោស​រាង៝ត យើន​មា​លាស​ទើយ​ជេង​ក៝ន​មែ
1CO.7.22	យ៝រ​លាស​ឞូ​ម៝ស​អី​ជាន​ទឹក​ឞូ​នោក​កោរាញ​ឞ្រាស​ក្វាល់ ពាង់​អី​នៃ​ជេង​ក៝ន​មែ​តា​កោរាញ​ឞ្រាស​នើម ជេសរី​ឞូ​ម៝ស​អី​លែៈ​អើម​ក៝ន​មែ​នោក​កោរាញ​ឞ្រាស​ទែ​ក្វាល់ ពាង់​អី​នៃ​ជាន​ទឹក​
1CO.7.23	កោរាញ​ឞ្រាស​លែៈ​ត៝ម់​រាន៝ស​ខ្លៃ​អ៝ក់​ងាន់​មា​ច្វាយ​ខាន់​អៃ​មៃ។ លាស​នទ្រី​អ៝ន់​ខាន់​អៃ​មៃ​គុ​តា​ន៝ម់​កោរាញ​ឞ្រាស អ្យាត់​នាវ​
1CO.7.24	អើ​អ៝ស​នោ​តា​នាវ​ញឆីង អា​មើម​បាៈ​នាវ​គុ​ងាវ​ខាន់​អៃ​មៃ​នោក​កោរាញ​ឞ្រាស​ក្វាល់​ខាន់​អៃ​មៃ​នើស អ៝ន់​គុ​ងាវ​កើត​អី​នៃ​ជឹត​តា​នាប់​មាត់​កោរាញ​ឞ្រាស។
1CO.7.25	ល៝ង់​ផូង​ឞូ​អូរ​ទ្រោស​អី​អេ​ហ៝ៈ​គែស​ឆាយ គ៝ប់​មោ​អោស​គែស​នាវ​ដាៈ​ឞើស​កោរាញ​ឞ្រាស​តា​នាវ​ឆ៝ៈ​ឆាយ យើន​មា​កោរាញ​ឞ្រាស​យោៈ​នអាច​មា​គ៝ប់ អ៝ន់​គ៝ប់​គែស​នាវ​មឹន​គឹត​ឞ្លាវ​អី​ទី​មា​អ្យាត់ ជេសរី​គ៝ប់​មឞើស​ងក៝ច​មា​ខាន់​អៃ។ 
1CO.7.26	តឹង​មា​នាវ​គ៝ប់​មឹន យ៝រ​មា​អាបៃ​អ្យា​គែស​អ៝ក់​នាវ​ជេរ លាស​ឞូ​ម៝ស​អី​អេ​ហ៝ៈ​គែស​អូរ​អេ​ហ៝ៈ​គែស​ឆាយ អ៝ន់​ពាង់​ហោម​គុ​អេង​កើត​អើម​ជេង​អ្វែស​រាលាវ។
1CO.7.27	លាស​ឞូ​ម៝ស​អី​លែៈ​គែស​អូរ លើយ​អោស​នត្លើយ​ពាង់ លាស​ឞូ​ម៝ស​អី​អេ​ហ៝ៈ​គែស​អូរ លើយ​អោស​ឆ៝ៈ​អូរ។ 
1CO.7.28	យើន​មា​ឞូ​ម៝ស​អី​ឆ៝ៈ​អូរ​មោ​អោស​តីស ជេសរី​ឞូ​ម៝ស​អី​ឆ៝ៈ​ឆាយ​ក៝ៈ​មោ​ដ៝ង់​តីស។ យើន​មា​ខាន់​ពាង់​អី​នៃ​មរា​គែស​នាវ​ជេរ​តា​នាវ​រេស
1CO.7.29	អើ​អ៝ស​នោ​តា​នាវ​ញឆីង គ៝ប់​ទាន់​មឞើស​មា​ខាន់​អៃ​មៃ ម៝ង​នារ​
1CO.7.30	ឞូ​ម៝ស​អី​ញុម​រាង៝ត ជាន​តឹម​ឞាន​មា​មោ​ញុម​រាង៝ត​ហ៝ៈ ឞូ​ម៝ស​អី​អ្វែស​មអាក ជាន​តឹម​ឞាន​មា​មោ​អ្វែស​មអាក​ហ៝ៈ ឞូ​ម៝ស​អី​រាវាត់​ទ្រាប់​នទើ ជាន​តឹម​ឞាន​មា​មោ​ជេង​មា​ទ្រាប់​នទើ​ពាង់​នើម​ហ៝ៈ‌
1CO.7.31	ជេសរី​ឞូ​ម៝ស​អី​ទ៝ង់​ទ្រាប់​នទើ​តា​នែស​នតូ​អ្យា លើយ​តា​ពើស​មា​រាវៃ​ទ្រាប់​នទើ​អី​នៃ​ដ៝ង់ យ៝រ​លាស​នែស​នតូ​អ្យា​មរា​រ៝ស។
1CO.7.32	គ៝ប់​មោ​អុច​ខាន់​អៃ​មៃ​គែស​នាវ​រាវៃ​មា​នទើ​តា​នែស​នតូ​អ្យា។ ឞូ​ម៝ស​អី​មោ​គែស​អូរ ពាង់​រាវៃ​មា​នាវ​កោរាញ​ឞ្រាស​ទើម មឹន​អេង​លាស មើម​ជាន​គៃ​មា​អ៝ន់​កោរាញ​ឞ្រាស​ទែ​រាម់។ 
1CO.7.33	ល៝ង់​ឞូនុយ្ស​អី​លែៈ​គែស​អូរ ពាង់​រាវៃ​មា​នទើ​តា​នែស​នតូ​អ្យា មឹន​អេង​លាស មើម​ជាន​គៃ​មា​អ៝ន់​អូរ​ទែ​រាម់‌ 
1CO.7.34	ជេសរី​តា​នាវ​មឹន​ពាង់​គែស​នាវ​រាវៃ​ឞារ​នតីល រាវៃ​មា​កោរាញ​ឞ្រាស រាវៃ​មា​អូរ​ដ៝ង់។ ឞូ​អូរ​អី​មោ​គែស​ឆាយ នទ្រែល​មា​ឞូ​អូរ​ហោម​ទ្រោស​ពាង់​រាវៃ​មា​នាវ​កោរាញ​ឞ្រាស​ទើម មឹន​អេង​លាស មើម​ឆើម​កើល​ជាន​ការ​មា​កោរាញ​ឞ្រាស​មា​លែៈ​នូយ្ស​នហ៝ម់ មា​លែៈ​ឆាក់​ជាន់។ ល៝ង់​ឞូ​អូរ​អី​លែៈ​គែស​ឆាយ ពាង់​រាវៃ​មា​នទើ​តា​នែស​នតូ​អ្យា មឹន​អេង​លាស មើម​ជាន​គៃ​មា​អ៝ន់​ឆាយ​ទែ​រាម់។ 
1CO.7.35	គ៝ប់​ងើយ​នាវ​អី​នៃ​គៃ​មា​អ្វែស​មា​ខាន់​អៃ​មៃ គ៝ប់​មោ​អោស​អុច​ញច៝ប់​ខាន់​អៃ​មៃ គ៝ប់​អុច​ខាន់​អៃ​មៃ​គុ​ងាវ​អ្វែស ជាន​ការ​អ៝ន់​មា​កោរាញ​ឞ្រាស​មោ​គែស​នាវ​រាខ្វាក។ 
1CO.7.36	យើន​មា​លាស​គែស​ឞារ​ហៃ​លែៈ​ជេង​ងក្វាត់​នទ្រោយ លាស​អី​ឞូ​ក្លោ​មឹន​មោ​ទី​អោស​លាស​មោ​នអាប់​ដាស​នទ្រោយ​ពាង់​នើម​នៃ ជេសរី​លាស​នូយ្ស​នហ៝ម់​ពាង់​ដោក​ដោល​ហោ​ងាន់​អុច​នអាប់ អ៝ន់​ជាន​តឹង​នាវ​ពាង់​អុច​ទោ នអាប់​ពាង់​ដាស​ឞូ​អូរ​អី​នៃ មោ​អោស​តីស។
1CO.7.37	យើន​មា​លាស​ឞូ​ម៝ស​អី​លែៈ​មោ​អុច​អោស​តឹម​នអាប់ ទើយ​ម៝ត់​ញជ្រាង់​ឆាក់​ជាន់​ពាង់​នើម ជេសរី​ទើយ​អ៝ត់​នូយ្ស​នហ៝ម់​មោ​អោស​ដោក​ដោល ឞូនុយ្ស​អី​នៃ​ជាន​អ្វែស។ 
1CO.7.38	លាស​នទ្រី​ឞូ​ម៝ស​អី​នអាប់​ដាស​នទ្រោយ​ពាង់​នើម​ឞូនុយ្ស​អី​នៃ​ជាន​អ្វែស យើន​មា​ឞូ​ម៝ស​អី​មោ​អោស​នអាប់​គុ​ទើម​ហ៝ៈ ឞូនុយ្ស​អី​នៃ​លើ​មា​ហោ​ជាន​អ្វែស។
1CO.7.39	ល៝ង់​ឞូ​អូរ​លែៈ​គែស​ឆាយ នោក​ឆាយ​ហោម​រេស​អ្យាត់​មា​អូរ​គុ​ដាស​ឆាយ​នឹង យើន​មា​លាស​ឆាយ​លែៈ​ខឹត រី​មើ​ពាង់​ទើយ​ឆ៝ៈ​តៃ​ឆាយ​អេង​ទាស​អុច​ពាង់​នើម ទើន​ឆ៝ៈ​ឆាយ​តា​ផូង​អី​ញឆីង​មា​កោរាញ​ឞ្រាស​ហ៝ៈ។
1CO.7.40	យើន​មា​តឹង​មា​នាវ​គ៝ប់​មឹន លាស​ឞូ​អូរ​អី​នៃ​មោ​ហោម​អោស​ឆ៝ៈ​ឆាយ​ជឹត ពាង់​លើ​មា​រាម់​មអាក។ គ៝ប់​មោ​អោស​ដាៈ​នាវ​អី​នៃ គ៝ប់​ងើយ​កើត​នៃ​តាៈ​ឞើស​ឞ្រាស​ហ្វេង​អ្វែស​កោរាញ​ឞ្រាស​គុ​តា​គ៝ប់។
1CO.8.1	អាបៃ​អ្យា​ទាន់​មឹន​មា​ព្វាច់​អី​ឞូ​លែៈ​ជេស​អោប​ឞ្រាស​នៃ។ ឞ៝ន់​លែៈ​គឹត​ជេស ទឹង​លែៈ​ឞ៝ន់​គែស​នាវ​គឹត​វ៝ត់ តីស​មា​នាវ​គឹត​វ៝ត់​ជាន​អ៝ន់​កើប​អេង​ឆាក់​នើម​ក្វ៝ង់​គឹត​ឞ្លាវ​រាលាវ​ឞូ យើន​មា​នាវ​រ៝ង់​មោ​អោស​កើត​នៃ នាវ​រ៝ង់​ជាន​អ៝ន់​តឹម​កើល​រាទ៝ក់​ញជេង។
1CO.8.2	លាស​គែស​ទូ​ហ្វេ​ឞូនុយ្ស​មឹន​អេង​ឆាក់​ពាង់​នើម​លាស​លែៈ​គឹត​វ៝ត់​នាវ​ជេស លាស​នទ្រី​ពាង់​អី​នៃ​អេ​ហ៝ៈ​អោស​គឹត​វ៝ត់​ងាន់។ 
1CO.8.3	ជេសរី​ឞូ​ម៝ស​
1CO.8.4	លាស​នទ្រី​មា​នាវ​ឆោង​ឆា​នទើ​អោប​ឞ្រាស ឞ៝ន់​លែៈ​គឹត​ជេស​ឞ្រាស​អេង​តា​កាលើ​ត្រោក​តា​នែស​នតូ​អ្យា​មោ​អោស​គែស​នាវ​ខ្លៃ គែស​ទូ​ហ្វេ​កោរាញ​ឞ្រាស​នើម​ទើម​គែស​នាវ​ខ្លៃ។
1CO.8.5	ឞ៝ល​លាស​គែស​នទើ​អី​ឞូនុយ្ស​ទែ​កើប​លាស​ឞ្រាស​តា​កាលើ​ត្រោក មោ​លាស​តា​នែស​នតូ​អ្យា​កាដោយ ឞ៝ល​លាស​គែស​អ៝ក់​នទើ​ឞូ​កើប​លាស​ឞ្រាស កើប​លាស​កោរាញ‌
1CO.8.6	យើន​មា​ឞ៝ន់​គែស​ទូ​ហ្វេ​ទើម កោរាញ​ឞ្រាស​
1CO.8.7	យើន​មា​មោ​អោស​គែស​ទឹង​លែៈ​ឞូនុយ្ស​គឹត​វ៝ត់​នាវ​អី​នៃ។ ឞូនុយ្ស​អាបាៈ​នូយ្ស​នហ៝ម់​ហោម​អែ​មឹន​មា​ឞ្រាស​អេងៗ​អី​នៃ ខាន់​ពាង់​ឆា​ព្វាច់​អោប​ឞ្រាស​តឹម​ឞាន​មា​ហោម​អែ​អោប​ឞ្រាស​ដ៝ង់ យ៝រ​លាស​នូយ្ស​នហ៝ម់​ខាន់​ពាង់​មឹន​ហោម​រាអ្យា ជាន​អ៝ន់​ខាន់​ពាង់​មឹន​រាវៃ​ខាន់​ពាង់​លែៈ​ជាន​តីស។ 
1CO.8.8	យើន​មា​មោ​អោស​យ៝រ​មា​នទើ​ឆោង​ឆា​កោរាញ​ឞ្រាស​រាម់​មា​ឞ៝ន់។ លាស​ឞ៝ន់​មោ​ឆា​ក៝ៈ​
1CO.8.9	យើន​មា​អ៝ន់​ញជ្រាង់ ក្លាច​លាស​នាវ​ទើយ​អី​ខាន់​អៃ​មៃ​ទើយ​ឆា​នៃ​ជាន​អ៝ន់​ផូង​អី​រាអ្យា​តា​នាវ​ញឆីង​គែស​នាវ​រាវៃ​តា​នូយ្ស​នហ៝ម់​ច្រាវ។
1CO.8.10	លាស​គែស​ទូ​ហ្វេ​ឞូនុយ្ស​អី​រាអ្យា​តា​នាវ​ញឆីង​ឆៃ​ខាន់​អៃ​មៃ​គុ​ឆោង​ឆា​នទើ​អោប​ឞ្រាស​តា​ជៃ​នតុក​អោប​ឞ្រាស លាស​នទ្រី​នាវ​អី​នៃ​លែវ​ពាង់​ឆោង​ឆា​នទើ​អោប​ឞ្រាស​ដ៝ង់ ឞ៝ល​លាស​តា​នូយ្ស​នហ៝ម់​ពាង់​ហោម​មឹន​នទើ​អី​នៃ​ជេង​តីស។ 
1CO.8.11	លាស​នទ្រី​ឞូនុយ្ស​រាអ្យា​អី​ញឆីង​មា​
1CO.8.12	លែៈ​តីស​ជេស លាស​ខាន់​អៃ​មៃ​ជាន​តីស​អ៝ន់​មា​អ៝ស​នោ​អី​ញឆីង​រាអ្យា​ជាន​អ៝ន់​ពាង់​រាង៝ត​រាវៃ​តា​នូយ្ស​នហ៝ម់។ នទើ​អី​នៃ​ខាន់​អៃ​មៃ​លែៈ​ជាន​តីស​មា​
1CO.8.13	កើត​នទ្រី​លាស​គែស​ទូ​នតីល​នទើ​ឆោង​ឆា​អី​ជាន​អ៝ន់​ទូ​ហ្វេ​អ៝ស​នោ​តា​នាវ​ញឆីង​គែស​ជាន​តីស គ៝ប់​មោ​ហោម​អុច​អោស​ឆា​ព្វាច់​នហ៝​រ៝ គៃ​មា​លើយ​អ៝ន់​ទូ​ហ្វេ​អ៝ស​នោ​តា​នាវ​ញឆីង​គែស​ជាន​តីស។
1CO.9.1	អាស​គ៝ប់​អ្យា​អើម​មោ​គែស​បាស​ជេង​ក៝ន​មែ? អាស​គ៝ប់​អ្យា​អើម​មោ​ទី​បាស​ជេង​កោរាញ​អ៝ស​ម៝ន? អាស​គ៝ប់​អ្យា​អើម​មោ​បាស​ឆៃ​
1CO.9.2	ឞ៝ល​លាស​គែស​ឞូ​អា​អេង​មោ​កើប​គ៝ប់​ជេង​កោរាញ​អ៝ស​ម៝ន​កាដោយ យើន​មា​គ៝ប់​ជេង​កោរាញ​អ៝ស​ម៝ន​អ៝ន់​មា​ខាន់​អៃ​មៃ​ងាន់ យ៝រ​មា​ឞូ​ទើយ​គឹត​ឆៃ​គ៝ប់​ជេង​កោរាញ​អ៝ស​ម៝ន​ងាន់ តាៈ​ឞើស​ខាន់​អៃ​មៃ​ញឆីង​មា​
1CO.9.3	យើន​មា​គ៝ប់​អុច​អើស​មា​ផូង​អី​លាស​គ៝ប់​មោ​ជេង​កោរាញ​អ៝ស​ម៝ន​កើត​នអា៖ 
1CO.9.4	អាស​គ៝ប់ នទ្រែល​មា​នោ​
1CO.9.5	អាស​ហេន​អ្យា​អើម​មោ​ទី​បាស​ទើយ​មា​លែវ​ទូ​ហ្វេ​អូរ​អី​ញឆីង​ហាន់​នទ្រែល កើត​មពោល​កោរាញ​អ៝ស​ម៝ន​អាបាៈ​អេង កើត​អ៝សៗ​
1CO.9.6	មោ​លាស​អើម​គែស​ហេន​ទើម​លាស​អី​អ្យាត់​មា​ជាន​ការ​ឆ្យាម់​អេង​នាវ​រេស​ហេន​នើម​នោក​នតុម​នតី​ឞូ?
1CO.9.7	អើម​គែស​លាស​ឞូនុយ្ស​ជាន​តាហែន​ឆ៝ៈ​ទ៝ង់​ព្រាក់​ពាង់​នើម? អើម​គែស​លាស​ឞូនុយ្ស​តាម់​តើម​ព្លៃ​យុងយារ​ប៝ន​ទូ​លោក​មីរ ជេសរី​មោ​អោស​ឆ៝ៈ​ឆា​អី​ព្លៃ​នៃ? អើម​គែស​លាស​ឞូនុយ្ស​ច្យាប់​ទូ​ផូង​ឞែ​ឞ្យាប់ ជេសរី​មោ​អោស​ឆ៝ៈ​ញេត​
1CO.9.8	នាវ​គ៝ប់​ងើយ​អី​នៃ​មោ​អោស​ទើន​តាៈ​នាវ​មឹន​ឞូនុយ្ស​ទើម យើន​មា​តា​នាវ​វៃ​
1CO.9.9	យ៝រ​លាស​តា​នាវ​វៃ​
1CO.9.10	កោរាញ​ឞ្រាស​មោ​អោស​លាស​មា​នទ្រោក​ទើម 
1CO.9.11	លាស​ហេន​លែៈ​នតី​ខាន់​អៃ​មៃ​តឹម​ឞាន​មា​លែៈ​តូច​ជេស​គារ់​មពែស​ឞើស​ឞ្រាស​ហ្វេង​អ្វែស​អ៝ន់​តា​ខាន់​អៃ​មៃ លាស​នទ្រី​អា​មើម​ទឹង​មោ​ទី​លាស​ហេន​ឆ៝ៈ​នទើ​ឞើស​ខាន់​អៃ​មៃ​មា​ឆ្យាម់​ឆាក់​អី​តឹម​ឞាន​មា​រែក? 
1CO.9.12	លាស​ឞូ​អេង​អី​នតី​ខាន់​អៃ​មៃ​លែៈ​ទាស​នៃ​ទើយ​ឆ៝ៈ​នទើ​មា​ឆ្យាម់​ឆាក់​ឞើស​ខាន់​អៃ​មៃ លាស​នទ្រី​ហេន​លើ​ហោ​រាលាវ​ខាន់​ពាង់​អី​នៃ​ទើយ​ឆ៝ៈ យើន​មា​ហេន​មោ​អោស​ទ៝ង់​នាវ​ទើយ​អី​នៃ ក្លាច​លាស​ងកីង​ឞូ​អ្យាត់​នាវ​មហែ​មហាន​អ្វែស​
1CO.9.13	អើម​ខាន់​អៃ​មៃ​មោ​គឹត​បាស? ឞូ​ម៝ស​អី​ជាន​ការ​តា​ញីស​ជាន​ឞ្រាស​មា​កោរាញ​ឞ្រាស ពាង់​អី​នៃ​គែស​នទើ​ឆោង​ឆា​តាៈ​ឞើស​នទើ​ឞូ​ញហើរ​តា​ញីស​ជាន​ឞ្រាស​អី​នៃ​ដ៝ង់ ជេសរី​ឞូ​ម៝ស​អី​ជាន​ការ​តា​ញឆឺង​គុច​ពូរ​នទើ​ជាន​ឞ្រាស ពាង់​អី​នៃ​គែស​នទើ​ឆា​តាៈ​ឞើស​នទើ​ឞូ​ញហើរ​តា​ញឆឺង​អី​នៃ​ដ៝ង់។
1CO.9.14	កើត​នទ្រី​ដ៝ង់​កោរាញ​ឞ្រាស​លែៈ​ដាៈ​ជេស ឞូ​ម៝ស​អី​មឞើស​ងក៝ច​នាវ​មហែ​មហាន​អ្វែស ទី​មា​ពាង់​ឆ្យាម់​នាវ​រេស​តាៈ​ឞើស​នាវ​ជាន​ការ​អី​នៃ​ដ៝ង់។
1CO.9.15	យើន​មា​គ៝ប់ គ៝ប់​មោ​អោស​ទ៝ង់​នាវ​ទើយ​អី​នៃ ជេសរី​នាវ​គ៝ប់​ញចីស​អី​អ្យា មោ​អោស​គៃ​មា​ដាៈ​ខាន់​អៃ​មៃ​កើល​គ៝ប់​ជឹត​នាប់​តៃ។ អ្វែស​រាលាវ​អ៝ន់​គ៝ប់​ខឹត​លើយ​ដាស​មា​អ៝ន់​គ៝ប់​ជាន​នាវ​ទើយ​អី​នៃ គៃ​មា​គ៝ប់​ហោម​ទើយ​នហី​អេង​ឆាក់​មា​នាវ​មឞើស​ងក៝ច​នាវ​មហែ​មហាន​អ្វែស​ទើម​ទាម។
1CO.9.16	នាវ​គ៝ប់​មឞើស​ងក៝ច​នាវ​មហែ​មហាន​អ្វែស​នៃ មោ​ទី​អោស​គ៝ប់​អ្យា​នហី​អេង​ឆាក់​គ៝ប់​នើម យ៝រ​លាស​នាវ​អី​នៃ​តាៈ​ឞើស​កោរាញ​ឞ្រាស​ដាៈ​គ៝ប់​ជាន។ រេស​រាញាល់​ងាន់​មា​គ៝ប់ លាស​គ៝ប់​មោ​អោស​មឞើស​ងក៝ច​នាវ​មហែ​មហាន​អ្វែស!
1CO.9.17	លាស​គ៝ប់​មឞើស​ងក៝ច​នាវ​មហែ​មហាន​អ្វែស​នៃ​តាៈ​ឞើស​នូយ្ស​នហ៝ម់​គ៝ប់​នើម​អុច​ទើម ជេង​ទី​មា​គ៝ប់​គែស​នទើ​ងខោម យើន​មា​នាវ​ជាន​ការ​អី​អ្យា​មោ​អោស​ទើន​តាៈ​ឞើស​នូយ្ស​នហ៝ម់​គ៝ប់​នើម​អុច​ទើម ជេង​តាៈ​ឞើស​កោរាញ​ឞ្រាស​នើម​ជាវ​អ៝ន់​មា​គ៝ប់។
1CO.9.18	លាស​នទ្រី​ម៝ស​បាៈ​នទើ​ងខោម​មា​គ៝ប់​គែស? នទើ​ងខោម​មា​គ៝ប់​ជេង​នាវ​មឞើស​ងក៝ច​នាវ​មហែ​មហាន​អ្វែស​មោ​គែស​ឆ៝ៈ​ខ្លៃ គ៝ប់​មោ​អោស​ទ៝ង់​នាវ​ទើយ​តាៈ​ឞើស​នាវ​មឞើស​ងក៝ច​នាវ​មហែ​មហាន​អ្វែស។
1CO.9.19	ឞ៝ល​លាស​គ៝ប់​មោ​អោស​ជេង​ទឹក​ឞូ​មោ​គែស​ឞូនុយ្ស​ជាន​កោរាញ​គ៝ប់​កាដោយ គ៝ប់​ហោម​ជាន​តឹម​ឞាន​មា​ទឹក​មា​ទឹង​លែៈ​ឞូនុយ្ស គៃ​មា​លែវ​ឞូនុយ្ស​អ៝ក់​ងាន់​អ៝ន់​ឆឹត​ញឆីង​មា​
1CO.9.20	នោក​គ៝ប់​គុ​នទ្រែល​ផូង​
1CO.9.21	នោក​គ៝ប់​គុ​នទ្រែល​ផូង​អី​មោ​ទី​ផូង​
1CO.9.22	នោក​គ៝ប់​គុ​នទ្រែល​ឞូនុយ្ស​អី​រាអ្យា គ៝ប់​ជាន​តឹម​ឞាន​មា​ឞូនុយ្ស​រាអ្យា​អី​នៃ​ដ៝ង់ គៃ​មា​លែវ​ខាន់​ពាង់​ញឆីង​មា​
1CO.9.23	យ៝រ​មា​នាវ​មហែ​មហាន​អ្វែស​នៃ គ៝ប់​ញឆ្រោយ្ស​ជាន​ទឹង​លែៈ​នទើ​អី​នៃ គៃ​មា​ឆ៝ៈ​ទើន​នទ្រែល​ឞូ​នទើ​អ្វែស​អី​តាៈ​ឞើស​នាវ​មហែ​មហាន​អ្វែស​អី​នៃ​ដ៝ង់។
1CO.9.24	ខាន់​អៃ​មៃ​លែៈ​គឹត​ជេស ទឹង​លែៈ​ផូង​អី​ព៝ល់​តឹម​រាល៝ង​ញច្វាត់ ខាន់​ពាង់​ញច្វាត់​ទឹង​លែៈ​មា​ឞាល់ យើន​មា​គែស​ទូ​ហ្វេ​ទើម​អី​គែស​នទើ​ងខោម។ លាស​នទ្រី​ដាៈ​ខាន់​អៃ​មៃ​គុ​រេស​តឹម​ឞាន​មា​ព៝ល់​តឹម​រាល៝ង​ញច្វាត់​អ៝ន់​កើត​ពាង់​អី​ទូ​ហ្វេ​នៃ​ទោ គៃ​មា​គែស​នទើ​ងខោម​ឞើស​កោរាញ​ឞ្រាស។
1CO.9.25	ទឹង​លែៈ​ផូង​អី​ព៝ល់​តឹម​រាល៝ង​អី​នៃ ខាន់​ពាង់​ខ៝ម់​ញឆ្រោយ្ស​ទុត​ហោ​ងាន់ គៃ​មា​គែស​នទើ​ងខោម
1CO.9.26	នទ្រី​ទឹង​គ៝ប់​គុ​រេស​តឹម​ឞាន​មា​ញច្វាត់​អ៝ន់​កើត​នៃ គ៝ប់​មោ​អោស​ញច្វាត់​ព៝ល់​ទើម គ៝ប់​តឹម​ឞាន​មា​ឞូនុយ្ស​តឹម​ថុក​ឞាល់​គៃ​មា​ទើយ មោ​ទី​តឹម​ថុក​ដាស​ឆ្យាល​ទើម។ 
1CO.9.27	គ៝ប់​ញឆ្រោយ្ស​ញឆ្រាម​ដាប់​ឆាក់​ជាន់​គ៝ប់​នើម​អ៝ន់​ទុត​ហោ​ងាន់ ជេសរី​ជាន​កោរាញ​មា​ឆាក់​គ៝ប់​នើម គៃ​មា​លើយ​អោស​ជេស​គ៝ប់​មឞើស​ងក៝ច​នាវ​មហែ​មហាន​អ្វែស​អ៝ន់​មា​ឞូ​អេងៗ ជេសរី​បេង​មា​កោរាញ​ឞ្រាស​មអារ់​គ៝ប់។
1CO.10.1	អើ​អ៝ស​នោ​តា​នាវ​ញឆីង គ៝ប់​អុច​អ៝ន់​ខាន់​អៃ​មៃ​គឹត​នហេល នោក​
1CO.10.2	ទឹង​លែៈ​ខាន់​ពាង់​លែៈ​ហាន់​តា​ន៝ម់​តុក លែៈ​ហាន់​រាគាន់​ទាក​វាច់​ទាក​វារ់​អី​នៃ តឹម​ឞាន​មា​គែស​បាប់តែម​យុក​មា​តុក នទ្រែល​មា​ទាក​វាច់​ទាក​វារ់​អី​នៃ ជេង​នាវ​មឞេន​មា​ទឹង​លែៈ​ខាន់​ពាង់​ជេង​ផូង​ឞូនុយ្ស​អ្យាត់​តឹង​
1CO.10.3	ទឹង​លែៈ​ខាន់​ពាង់​អី​នៃ​លែៈ​ឆោង​ឆា​ជេស​
1CO.10.4	ជេសរី​ទឹង​លែៈ​ខាន់​ពាង់​អី​នៃ​លែៈ​ញេត​ទាក​អី​តាៈ​ឞើស​នាវ​ទើយ​កោរាញ​ឞ្រាស​អ៝ន់​ទាទេ។ ខាន់​ពាង់​លែៈ​ញេត​ជេស​ទាក​អី​លោស​ឞើស​លុ​ក្លេរ​អី​តាៈ​ឞើស​នាវ​ទើយ​កោរាញ​ឞ្រាស​អ៝ន់។ លុ​ក្លេរ​អី​នៃ​ជេង​នាវ​មឞេន​មា​
1CO.10.5	យើន​មា​គែស​អ៝ក់​ខាន់​ពាង់​អី​នៃ​មោ​អោស​ទី​មា​នូយ្ស​នហ៝ម់​កោរាញ​ឞ្រាស យ៝រ​លាស​ខាន់​ពាង់​ជាន​តីស នទ្រី​ទឹង​កោរាញ​ឞ្រាស​អ៝ន់​ខាន់​ពាង់​ខឹត​មឞ្រាច​តា​ឞ្រី​រាទាស។
