MAT.1.1	Aanna Yisuu Kirisiinna oyaiya kuavai. Aaparahaamooya Davuitiiya oyaivakidiri Yisuuva diiteeravai.
ACT.12.2	Ivoono tuduu ari rapira ngiaammuauya aposoroo vaidi Yuvuaanaa vayaanna Yakoopaa utida paipa avaikarauvaadiri inna nnuunaivaa rutaka kiooduu putiravai. 
ACT.12.3	Putuduu too Herooto tooduu Yutayaa vaidiiya ivaara iya yoketauduu ivo tuduu ari ngiaammuauya Petoroosaa utu raririima roo oovi nnauvaki yapa kieeravai. Yutayaiya bereetaivaa hama puuqairaivaa tasipama huda kiada buusa nneera suaivaki 
ACT.12.4	ivo tuduu Petoroosaa oovi nnauvaki yapa kiooduu ari rapira ngiaammuau vooya tuduu taarama taarama numa innara dida vaidada vuduu kava taarama taaramada numa iya mmaataidaa varada kava innara ivau diravai. Dida vaidada vuduu kava voodoono numa dida vaidada vuduu kava voodoono numa ivau diravai. Itaama rada vududuu Herooto buusa Varaigiataivaa nneera suaivo taika kino rikioo Petoroosaa vitoo Yutayaiya avuuyauvunudiri ruputinaree kiaa yaata utuoo faannairavai. 
ACT.12.5	Faannauduu rikioo Petorooso oovi nnauvaki varuduu gioonna kiaapu vaa ausa hanigieeraiya innara pinaama Anutuuqaata kua tida yaaku vareeravai.
ACT.12.6	Yaaku varada varuduu Herooto turau Petoroosaa vitoo gioonna kiaapuuya avuuyauvunu yapa kioo kua pinaivaa innaki yapaanaree kiaa uuduu heenaivaki rapira vaidi taaravaitana vuaivo Petoroosaa sainai duduu vuaivo sainai duduu Petorooso tammaivaki vuru vairavai. Vauduu yeena taaravaitanaadiri inna yaakuuvaitanau ranaa rau kiooduu vauduu rapira vaidiiya sipuuyauvo vaunavauneema mmuaavai mmuaavai dida vairavai. 
ACT.12.7	Dida vauduu too Udaangaivaa aangeraivo akiairauduu Petorooso vuru vainno varuu nnauvaki tuuduu mmeekiaivo ruvuaahooduu aangeraivo inna yaapusaivaudiri utu korokoroonno inna yuruunno tunoo: Makee tinai diitaanee, tuduu rikioo yeenaivaitana inna yaakuuvaitanaudiri takuasaa roo tuoo vuduu 
ACT.12.8	aangeraivo inna tunoo: Ai uyira rairaiyauvaa vara uyuee rainna ai yuku nnabaivaitana vara uyuanee, tuduu rikioo ivo tuuvaugiataama iima kiooduu tunoo: Ai yaapa veraayaa uyiraivaa vara uyuee ni nnaagiai ngianee, 
ACT.12.9	tuduu rikioo Petorooso inna nnaagiai oovi nnauvakidiri viravai. Vioo varioo aangeraivo kutaa inna vitoo mmaanai vuuvaara hama tuqinnama rikieerama kioo vueennama kioo yaata utuoo tunoo: Ni tinni avuuvo hanigiaikiai na taunoo, 
ACT.12.10	kiaa vida rapira ngiaammuau tauraivaa yaatarada vida nnaagiaivaa yaatarada vida tooduu yaagueeqa sipuuvaa hatuaa kiada yoosinnaivaki viraivo vaa ari mmaara hatuaa kioo vauduu teeda mmaanai viravai. Ivaitana yoosinna vuutaivaki aataru voovai vida yaatara kiada ivaudiri aangeraivo akiairauduu Petoroosaa pikioo vioo kieeravai.
ACT.12.11	Vioo kiooduu Petorooso aangeraivo inna vitoo nnuuvaara nnikiarainno arinaima rikioo tunoo: Aanna vaa makee na taunoo. Kutaa Udaangaivo ari aangeraivaa titaikio tuoo Herootaa oovi nnauvakidiri ni vitoo nninoo. Yutayaa vaidiiya ni iikiaaree kiaa aataruuvakidiri ni vitoo aapi nninoo, 
ACT.12.12	kiaa kioo arinaima rikioo vioo ngiaammuau voovai nnutuuvo Yuvuaano vuai nnutuuvo Marakaanna kaanaa nnutuuvo Mariaanna nnauvaki vuduu kaayau gioonna kiaapuuya ivaki nuunaida innara yaaku varada varuduu 
ACT.12.13	oro mmaanaidiri sipuuvau ruduu rikioo mmoori vareera kiaatanna voovai nnutuuvo Roteeva seenoo tuma sipuuvaa hatuaanaree kiaa 
ACT.12.14	rikiooduu Petoroosaa kuavai vuduu arinaima rikioo hama sipuuvaa hatueerainno sirigainno seenoo kava vara ranoo vioo gioonna kiaapuuya kiaa mmioo tunoo: Ai, aa mmiaa Petorooso mmaanai aammiavau duoo vainoo, 
ACT.12.15	tuduu rikiada inna tunoo: A yaata duunakua unnakuainna kiannanoo, tuduu rikioo ivo yaagueeqama tunoo: Kutaa Petoroosovee, tuduu rikiada gioonna kiaapuuya tunoo: Inna aangeraavoono kua tinoo. 
ACT.12.16	Itaa kua kiaa kiada varuduu Petorooso mmannammanna sipuuvau ruoo nnaasu varuduu iya nnaagiai tuma sipuuvaa hatuaa kiada inna teeda nnikiarairavai. 
ACT.12.17	Nnikiarauduu rikioo Petorooso ari yaakuuvaadiri sa kua kiateera iya ruvuaatainno Udaangaivo oovi nnauvakidiri inna vitoo mmaanai yapoovaara iya kiaa mmiravai. Kiaa mmi kioo tunoo: Oro Yakoopaata ti seena vaa ausa hanigieeraiyaatama kiaa mmiatee, kiaa kioo ivaki iya pikioo ari vo yoosinna voovakira vioo kieeravai.
ACT.12.18	Vioo kiooduu vauya patauduu heenanaanna innara duu rapira vaidiiya pinaama nnikiaraida tunoo: Petorooso deepiinno kuainnee? 
ACT.12.19	tuduu rikioo Herooto tuduu Petoroosaara buaama rada nuaidada tooduu hama iya too vairavai. Hama iya too vauduu too Herooto pinaama iya yaparainno kua pinaivaa iyaki yapa kioo ngiari vooya tuduu iya ruputuduu putiravai.
ACT.12.19	Putuduu rikioo ii suai ivaki Herooto Yutayaa mmataivaa pikioo tuma yoosinna Kaisariaa variravai.
ACT.12.20	Herooto gioonna kiaapu Turu Sitoona varuuyara inna ausaivo nnannatooduu mmuakiaaya mmuaavau nuunaida innasi kua kiaara viravai. Vidada tauraa vaidi voovai Herootaa nnauvaara haitatuura vaidiivaa nnutuuvo Parasataasaasi vida innaata kua tuduu iya kuaivaa rikiooduu Herootaasi vida inna tunoo: Fai ta hama rapiraida mmuaavau yoketaama variaaravaivee, tiravai. Ii yoosinna ivaitana Herootaa mmataivakidiri makemakee iya yeenna varada nnoovaara iya itaa kua tiravai.
ACT.12.21	Nnaagiai suaivaa Herooto mmataama kioovaki ari kieeta varira uyira rairaiyauvaa uyu rau kioo kieeta varira mmaataivau oro varioo kuaivaa hokobavai gioonna kiaapuuya kiaa mmiravai. Kiaa mmuduu rikiada iya aayanna tida rabarisoora kuaivaata innara tunoo: 
ACT.12.22	Ivo hama mmanna vaidivoono kua tinoo. Ivo anutuuvoono kua tinoo. 
ACT.12.23	Iya itaa kua tuu saivaata Herooto hama Anutuuqaa nnutuuvaa ngiau aapu yapoovaara Udaangaivaa aangeraivo inna uuduu mmimmiiyauvo inna aakiaivaki nuainno varioo inna gutududuu putiravai.
ACT.12.24	Putuduu gioonna kiaapuuya Anutuuqaa kuaivaa varada nuaida varida mmuakiaa yoosinnaiyauvaki varuuya kiaa mmuduu rikieeravai.
ACT.12.25	Rikiooduu Panapaasaya Sauruusooya ngiari mmooriivaa iima taika kiada ngiaammuau voovai nnutuuvo Yuvuaano vuai nnutuuvo Marakaannaatama vitada vida Yerusareema pikiada viravai.
ACT.13.1	Gioonna kiaapu vaa ausa hanigiada Adiookiaa varuuyakidiri vooya forofetaa vaidiya varuduu vooya vitaira vaidiya variravai. Iya nnutuuyauvo voovai nnutuuvo Panapaaso vo vaidi voovai nnutuuvo Simioono vuai nnutuuvo Naisiaava yoosinna Kureena diaa vaidi voovai nnutuuvo Rukiiva voovai tauraa kieeta vaidi Herootaa ferengaanna tasipama varuuvaa nnutuuvo Manaino voovai nnutuuvo Sauruusootama variravai. 
ACT.13.2	Iyaano Anutuuqaata kua kiaaraivaara ngiari yeenna nneeraivaara ooqoo kiaa kiada ngiari ausa mmuduuyaiyauvaa Udaanga Anutuuqaa mmida varuduu Mmannasa Yoketaivo iya tunoo: Panapaasaya Sauruusaya niini mmataama kikiai mmoori na ivaitana mmiauvaa varaatee, 
ACT.13.3	tuduu ngiari yeenna nneeraivaara ooqoo tuuvoota ngiari yaaku vareeraivootama taika kiooduu iya ngiari yaakuuyauvaa ivaitanaayaa utida titaa kiooduu viravai.
ACT.13.4	Mmannasa Yoketaivoono Panapaasaya Sauruusaya mmataama kioo titoovaitana Adiookiaa pikiada yoosinna Saraikiaa vida ivakidiri siipaivaa varada nnooriivau vidada mmata voovai nnooriivo ututuuma kioovaa nnutuuvo Kuporoo 
ACT.13.5	ivaki vau yoosinnaivaa nnutuuvo Saramii kuaaree kiaa siipaivakidiri reemi rada ivaki viravai. Ivaki vida Yutayaiya nuunaira nnauyauvaki nuaida varida Anutuuqaa mmayaayaivaa iya kiaa mmiravai. Kiaa mmida varuduu Yuvuaano Marakaava iya tasipama mmoori vareeravai.
ACT.13.6	Iya vida Kuporoo mmataivaugiataa vidada oto yoosinnaivaa nnutuuvo Papoo variravai. Ivaki varida tooduu Yutayaa vaidi saaka nnaamuruuvaa nnutuuvo Parayisuuva varioo ariiyara tunoo: Na forofetaivovee, tiravai. 
ACT.13.7	Ii mmata Kuporoo ivaa kieeta vaidiivaa nnutuuvo Serekiiva vuai nnutuuvo Pauruuso tinni yoketaa vaidivai varioo Parayisuunna seena vaidivai variravai. Varioo ivo Anutuuqaa mmayaayaivaa inna rikiaatauduu Panapaasaya Sauruusayara aayanna tuduu innasi nniravai. 
ACT.13.8	Nnuduu saaka nnaamuru vaidiivaa nnutuuvo Ereengaa kuaivakidiri tunoo: Eromaavavee, tuu vaidiivoono ivaitana kuaivaa hatoka kioo kieeta vaidiivo Yisuunnara kutaavaivee tinarainnoo kiaa inna yaata utiraivaa hanigiaanara iiravai. 
ACT.13.9	Hanigiaanara uuduu Mmannasa Yoketaivo Sauruusaa nnutu vuaivo Pauruusaa aakiaivaki suvuau kiooduu ivo saaka nnaamuru vaidiivaa puaisakama too nnaasu vainno 
ACT.13.10	tunoo: A Sataangaa mmaapukuavee. Mmoori yoketaiyauvaara a ooqoo kiannano unnakua tira maisa aataruuvo i suvuaikiai Udaanga Anutuuqaa aataru kua kutaivaara mmannammanna unnakuavaivee a tinarainna iikiannanoo. 
ACT.13.11	Aanna makee Anutuuqo irisaivaa i mminaravai. I mmino i avuuvo huruutainno fai kiisa suai homo upisivai nnaasu vainai a hama reeti reeri taanaravai. Fai vo suai kava i avuuvo tuqinnama taanaravee, tuduu tuu saivaata saaka nnaamuru vaidiivaa avuuvo upisiinno sooniruuduu ivo kumimakama roo nuainno varioo gioonna kiaapu voovoono inna yaakuuvaudiri utu varoo kuaiveeraivaara buairavai. 
ACT.13.12	Buaama roo nuauduu kieeta vaidiivo Anutuuqo itaama uuvaa too Udaanga Yisuu Kirisiinnara kutaavaivee tioo inna mmayaayaivaa Pauruuso iya kiaa mmuuvaara ivo kaayauma nnikiarairavai.
ACT.13.13	Pauruusaa ari tasipama nuairaiyaatama yoosinna Papoo pikiada ivakidiri siipaivaki karada nnidada mmataivaa nnutuuvo Paburiaa ivaki vau yoosinna voovai nnutuuvo Perekee varuduu rikioo Yuvuaano Marakaava iya pikioo kava vara ranoo Yerusareema viravai. 
ACT.13.14	Vuduu rikiada iya Perekee pikiada nnidada mmataivaa nnutuuvo Pisitiaa ivaki vau yoosinna voovai nnutuuvo Adiookiaa varida kati varira suai voovaki Yutayaiya nuunaira nnauvaki vida hara kiada variravai. 
ACT.13.15	Hara kiada varuduu vaidiiya Anutuuqaa mmaanna tuu kuaivaata forofetaiya kuaivaatama yaarummua taika kiooduu nuunaira nnauvaara dira kieetaiyaano vaidi voovai tuduu diitoo oro Pauruusaata inna tasipama nuauyaatama tunoo: Ti seenayaso, kuaivo ngiiiki vainai ngieetama nnida gioonna kiaapuuya kiaa mmiatee. Kiaa mmikio iya ausaiyauvo yoketaakiaivee, tiravai.
ACT.13.16	Tuduu rikioo Pauruuso diitoo ari yaakuuvaadiri sa kua kiateera iya ruvuaatainno iya tunoo: Ni seena Isarairaiyaata ngia ngiari voopinnaiya aavaki varida Anutuuqaara ngiingii ausa mmuduuya mmiraiyaatama ni kuaivaa rikiaatee. 
ACT.13.17	Aa gioonna kiaapu Isarairaa aaya Anutuuqo tauraa ti rubuungainna mmataama kiooduu iya ngiari voopinnaiya mmataivaa nnutuuvo Iyiipa varida kaayau gioonna kiaapuuya suvuauduu Anutuuqo ari yaagueeqaivaadiri Iyiipaivakidiri iya vitoo 
ACT.13.18	koo mmuyai gaanga yoosinnaivaki yapa kiooduu taara vaidi yuku yaaku taika kioo nuanuuvaki (40) nuaida varida Anutuuqaata nunuraanurai kiaa rada nuauduu hama ivo iyara inna nnannateeravai. 
ACT.13.19	Hama ivo Isarairaiyara inna nnannateerama kioo mmata Kanaana ivaki varuu oyai yaaku saivai karasaidiri taara oyaiya tuduu iya yaatara kiada iya mmataivaa varada ivau variravai. 
ACT.13.20	Kaayau nuanu (450) iya itaama variravai.
ACT.13.20	Varuduu ivo iyara haitatuura kieeta vaidiiya mmataama kiooduu varia rada nnidada numa forofetaivaa nnutuuvo Samueero varuu suaivaki taika kieeravai. 
ACT.13.21	Taika kiooduu iya kieeta voovaara Anutuuqaa yaparauduu rikioo vaidiivaa nnutuuvo Kisiinna mmaapuuvo Sauruuso Piniomiinaa oyaivakidiri diitoovaa iya kieetavai yapa kiooduu ivo taara vaidi yuku yaaku taika kioo nuanuuvaa (40) iya kieetavai variravai. 
ACT.13.22	Varuduu rikioo nnaagiai Anutuuqo inna pikioo ari vo vaidi voovai Davuitiinna iya kieetavai yapa kieeravai. Yapa kioo innara tunoo: Na tauko Isainna mmaapuuvaa Davuitiinnara ni mmuduuya ruainoo. Mmuakiaa kua niiki vaiyauvaa fai na inna kiaa mmino ivoono yoketaama iinaravaivee. Anutuuqo itaa kua tiravai. 
ACT.13.23	Ii vaidi Davuitiinna ivaa uru nnaakaraiyakidiri voovai nnutuuvo Yisuunna Anutuuqo tuduu diiteeravai. Vaa ivo innara tauraa ari kua kiaa teerama kioovaugiataama inna tuduu diiteeravai. Gioonna kiaapu Isarairaiya vitoo yoketaivau yapaanaraivaara inna tuduu diiteeravai. 
ACT.13.24	Hama Yisuuva diitoo suaivaki Yuvuaano mmuakiaa gioonna kiaapu Isarairaiya tunoo: Ngiingii mminnamminnaa maisaiyauvaa pikiada hanigiada yoketaama varikiai na nnooriivaa ngii apinaravaivee, 
ACT.13.25	kiaa kioo kiisa suai ari mmooriivo taikaanara uuduu ivo iya tunoo: Ngia yaata utuaani na gioononnee? Hama na vaidi ngia innara faannairaivovee. Hameetavee. Ni nnaagiai nninaraivo fai vaidi nnoonnavai nninaravai. Na vaidi kiisavai. Hama na yopeema mmoori vareera ngiaammuauya roosiima inna yuku nnabaivaitana yeenaivaitana rakuasaa kiee utu radaanaravaivee. Yuvuaano itaa kua tiravai.
ACT.13.26	Ni seenayaso, ngia Aaparahaamaa sidinnaidiiyaatama ngia ngiengie voopinnaiya aavaki varida Anutuuqaa ngiingii ausa mmuduuya mmiraiyaatama rikiaatee. Anutuuqo gioonna kiaapuuya vitoo yoketaivau yapaanara mmayaayaivo tiisi nniivaivee. 
ACT.13.27	Gioonna kiaapu Yerusareema varuuyaata ngiari kieetaiyaatama ivo ti vitoo yoketaivau yapaanaraivaara hama teeda rikieerama kiada forofetaiya kuaiyauvaa makemakee kati varira suaiyauvaki yaariraivaara hama tuqinnama rikieeravai. Hama rikieeraida iya kua pinaivaki Yisuunna yapa kiooduu putuuvaara forofetaiya tuu kuaivo kaanaivo vairavai. 
ACT.13.28	Iya Yisuuva kuaivaa koonnama kiainaaree kiaa buaida varida ivaudiri inna ruputuaaree kiaa buaidada tooduu kuminauduu rikiada Piratuusaa tunoo: Eenoo tinai iya inna ruputuatee, 
ACT.13.29	kiaa kiada Anutuuqaa kua fafaara innara roovaa iya iima taika kiooduu yatari sagaivaudiri inna nnabaivaa hitua rada oto oonau mmata nnauvaki hau kieeravai. 
ACT.13.30	Hau kiooduu Anutuuqo inna tuduu ivo putuuvakidiri diitoo 
ACT.13.31	kaayau suai mmatayaa nuauduu iya Karirayaivakidiri makemakee inna tasipama Yerusareemara vida nnidauya inna teeravai. Inna tooyaano aanna makee gioonna kiaapu Isarairaiya innara iya kiaa mmiaavai. 
ACT.13.32	Iya kiaa mmiaani ta aavaki varida aa mmayaaya yoketaa aavaa fai ngii giaa ngii mmiaaravee. Anutuuqo nnaaru ti rubuungainna ari kua kiaa teerama kioo kuaivaa iya kiaa mmuuvaa 
ACT.13.33	aanna makee iya sidinnaidiiya tiiyara iivai. Ivo Yisuuva putuuvakidiri tuduu diitoovaara ivo tiiyara itaama iivai. Kua fafaaraivo Saama nnaagiai vau kuaivaki Anutuuqo tunoo:
ACT.13.33	A ni Mmaapukuavee.
ACT.13.33	Aanna makee na i Koova variaunoo, tiravai.
ACT.13.34	Ivo putuuvakidiri inna tuduu kava diitooduu hama inna mmammaivo uudainaraivaara ivo aa kua aavaa tunoo:
ACT.13.34	Na nnaaru Davuitiinnaata
ACT.13.34	kua kiaa teerama kiaa kua ivaa
ACT.13.34	ari vookarau yoketaa tuanaa ivaa
ACT.13.34	fai na ngii minaravaivee.
ACT.13.35	Kiaa kioo Saama kuaivaki vau kua voovai ivaara tunoo:
ACT.13.35	Fai a tino i mmoori vareera vaidiivo
ACT.13.35	aiyara mmuduuya riraivaa mmammaivo
ACT.13.35	fai hama uudainaravee, tiravai.
ACT.13.36	Davuitiiva varioo Anutuuqaa mmooriivaa iima taika kioo putuduu inna nnabaivaa varada oro ari rubuungainna mmata nnau vainiivau hau kiooduu vainno nnabaivo uudairavai. 
ACT.13.37	Ivaara ii kua fafaara ivo hama innara tiivai. Vaidiivaa Anutuuqo tuduu putuuvakidiri diitoovaa nnabaivo hama uudauvaara tiivai. 
ACT.13.38+ACT.13.39	Ni seenayaso, itaama vainai ngia Yisuunnara kutaavaivee tikio ngii mminnamminnaa maisaiyauvaa rugaanaraivaara ngia mmuakiaaya arinaima rikiaateera ii kua ivaa ta ngii giaa ngii miaunnanoo. Gioonna kiaapu voovoono innara kutaavaivee tino ivo mminnamminnaa maisaivaa varaikio inna mmuaararaivo fai taikano rikioo mmamma dummukiara kati hara kioo varinaravai. Anutuuqo Musiinna mmaanna kiaa mmuu kuaivaudiri fai hama ngia itaama yopeema variaaravai. Ngia ivaara rikiaateera ta ngii giaa ngii miaunnanoo. 
ACT.13.40	Itaama vainai aa na tinara kua aavaa nnaaru forofetaiya tuu kuaivo ngiiisi nninarainnoo kiaa ngiingii variraiyauvaa tuqinnama haitatuukiatee. 
ACT.13.41	Iya tunoo:
ACT.13.41	Ngia vaidi nniki rakaida puruuka tiraiyaso, taatee.
ACT.13.41	Ngia pinaama nnikiaraida
ACT.13.41	airi yaata utida putuatee.
ACT.13.41	Ngia variaa suaivaki na mmooriivaa iikiaukai
ACT.13.41	hama ngia ivaara kutaavaivee kiaavai.
ACT.13.41	Fai vaidi voovoono ivaara ngii giaa ngii minai
ACT.13.41	hama ngia ivaara kutaavaivee kiaaravee.
ACT.13.41	Ivaara ngia pinaama nnikiaraida
ACT.13.41	airi yaata utida putuatee.
ACT.13.41	Forofetaiya tuu kuaivo itaa kua tiravaivee.
ACT.13.42	Pauruuso ii kua ivaa kiaa taika kioo Pauruusooya Panapaasaya nuunaira nnauvaa pikiada mmaanai kuaara uuduu gioonna kiaapuuya ivaitana tunoo: Vo kati varira suai voovaki kava nnida ii kua ivaa sai kuayauvaatama ti kiaa ti mmiatee, 
ACT.13.43	kiaa kiada nuunaira nnauvaa pikiada mmaanai vuduu gioonna kiaapu Yutayaiyaata ngiari voopinnaiya vaa Yutayaiya aataruuvaa teeda iya tasipama nuauyaatama ivaitana vata rada viravai. Vuduu rikiada ivaitana iyaata yamaa kua yamaa kua tida tunoo: Anutuuqo ngiiiyara yoketairaivaa ngii minai yaagueeqama inna aataruuvau kuatee, tiravai.
ACT.13.44	Ivaa nnaagiai suai kati varira suaivaki mmuakiaa gioonna kiaapu ii yoosinna ivaki varuuya numa varida Anutuuqaa kuaivaa rikiaara nniravai. 
ACT.13.45	Nnuduu teeda vaidi Yutayaiya ti kuaivaa rikiaateeraivaara kiaa iya nnannatooduu Pauruusaa kuaivaa hatokada innara rakanoo raaranoo tiravai. 
ACT.13.46	Tuduu rikiada Pauruusooya Panapaasaya hama aatuurama kiada yaagueeqama sai iyaata kua tida tunoo: Ta tauraa Anutuuqaa kuaivaa ngii giaa ngii miaunnavai. Ngii giaa ngii mmiaunnani ngia rikiada pikiada tupatupaa variraivaara ooqoo kiaavai. Ooqoo kiaivaara ta ngii pikiada ngiari voopinnaa gioonna kiaapuuyasi kuaaravai. 
ACT.13.47	Kua fafaara roovaudiri aa kua aavaa Udaanga Anutuuqo ti kiaa ti mmioo tunoo:
ACT.13.47	Vaa na ngii mmataama kiauya
ACT.13.47	ngieenoo ngiari voopinnaiya
ACT.13.47	tooba roosiima ni kuaivaa kiaa kookieekiatee.
ACT.13.47	Na iya vitee aataru yoketaivau yapaanara kuaivaa
ACT.13.47	fai ngia mmuakiaa gioonna kiaapu
ACT.13.47	mmuakiaa mmatavau variaiya
ACT.13.47	kiaa mmikiai rikiaatee, tiravaivee.
ACT.13.48	Pauruuso ii kua ivaa kiaa taika kiooduu ngiari voopinnaa gioonna kiaapuuya rikiada sirigaida Udaanga Yisuu Kirisiinna kuaivaara iya yoketairavai. Yoketauduu Anutuuqo mmataama kioo gioonna kiaapuuya fai tupatupaa variraivaa varaaraiyaano ausa hanigiada Yisuunnara kutaavaivee tiravai.
ACT.13.49	Tuduu rikiada Udaanga Yisuu Kirisiinna kuaivaa gioonna kiaapuuya ii mmata ivau varuuya kiaa mmuduu rikieeravai. 
ACT.13.50	Rikiooduu vaidi Yutayaiyaano kieeta vaidiiyaatama ngiari voopinnaa nnutu ruaa gioonnaiya Anutuuqaara ausa mmuduuya mmiraiyaatama tuduu iya ngiari seenaiyaata kiaa mmuduu rikiada vida Pauruusaya Panapaasaya mmoori maisaivaa iida ngiari mmataivaudiri ivaitana utu raririida feena rada vida titooduu viravai. 
ACT.13.51	Vida varida hama iya ivaitana kuaivaa rikioovaara ngiari yukuuvaitanaudiri kufukuufaiyauvaa hatutuooma kiada yoosinna Ikonii viravai. 
ACT.13.52	Vuduu Adiookiaa gioonna kiaapu vaa ausa hanigieeraiya Mmannasa Yoketaivo iya suvuauduu kaayauma sirigairavai.
ACT.14.1	Pauruusooya Panapaasaya yoosinna Ikonii vida ivaitana tauraa uunaquuneema oro ivaki iida Yutayaiya nuunaira nnauvaki vida yaagueeqama ari vookarau mmayaayaivaa iya kiaa mmuduu rikiada Yutayaa gioonna kiaapu vooyaata ngiari voopinnaa gioonna kiaapu vooyaatama ausa hanigiada Yisuunnara kutaavaivee tiravai. 
ACT.14.2	Tuduu Yutayaa vaidi vooya hama Yisuunnara kutaavaivee tuuya ngiari voopinnaa vaidiiyaata kuaivaa murumuru tida Pauruusaya Panapaasayara kua maisaivaa tida ivaitanaara iya nnannateeravai. 
ACT.14.3	Iya nnannatooduu ivaitana hokoba suai ivaki varida yaagueeqama Udaanga Yisuu Kirisiinna kuaivaa kiaa mmida variravai. Anutuuqo kati gioonna kiaapuuyara yoketauvaara iya kiaa mmida varuduu Anutuuqo ari yaagueeqaivaa ivaitana mmuduu ari vookara ari vookarau mmooriiyauvaa iiravai. Uuduu teeda Anutuuqo iyara yoketau aataruuvo kooyaa vairavai. 
ACT.14.4	Vauduu gioonna kiaapu ii yoosinna ivaki varuuya vooyaano voovaugiataa yaata utida Yutayaa vaidiiyara yoketauduu vooyaano voovaugiataama yaata utida aposoroo vaidiivaitanaara yoketairavai.
ACT.14.5	Yoketauduu vaidi ngiari voopinnaiyaata vaidi Yutayaiyaatama ngiari kieetaiyasi nuunaida Pauruusaya Panapaasaya mmaara kuaivaa tida sikauyauvaa habati ivaitanaayaa kagaariaaraivaara iya kua yeena rairavai. 
ACT.14.6	Kua yeena rau kiooduu ivaitana iya tuu kuaivaa rikiada ngiari toovau vida mmataivaa nnutuuvo Rukauniaa vau yoosinnaivaitana vuaivaa nnutuuvo Rusutaraa vuaivaa nnutuuvo Derevee vida mmata vainiivau vau yoosinnaiyauvakiaatama vida 
ACT.14.7	mmayaaya yoketaivaa gioonna kiaapuuya kiaa mmiaa rada viravai.
ACT.14.8	Vaidi voovoono Rusutaraa hara kioo varuuvo ari kaanaa ausaivakidiri inna yukuuvaitana maisauduu hama nuaira kogoga nnaasu hara kioo varuuvoono 
ACT.14.9	Pauruuso kua tuoo varuduu inna kuaivaa rikieeravai. Rikioo varuduu Pauruuso tooduu vaa ivo ari yaataivaki yaagueeqama tunoo: Fai ivo ni tuqinnaanaravee, kiaa varuduu Pauruuso ivo itaama yaata utuuvaa rikioo inna too nnaasu vainno 
ACT.14.10	pinaama innaata kua tioo tunoo: Diitee ai yukuuvaitanaudiri safuuma ngiau diee vakianee, tuduu rikioo akiairaama diitoo nuairavai.
ACT.14.11	Nuauduu teeda gioonna kiaapuuya Pauruuso uuvaa teeda ngiari kua Rukauniaa kuaivakidiri aayanna reeda varida tunoo: Ti anutuuya hanigiada vaidi kiada tiisi tummuaanoo, 
ACT.14.12	kiaa kiada Panapaasaara ngiari anutuu voovai nnutuuvaa innara tunoo: Suuso, kiaa kiada Pauruuso kaayau kua tuuvaara innara tunoo: Homiiso, tiravai. 
ACT.14.13	Tuduu ngiari anutuu Suusaara kati puara hudeera vaidiivo ngiari nuunaira nnau pinaivo yoosinna tooyaivaki vauvakidiri ngioo varioo puara burimakauyauvaata mauraiyauvaatama varoo vagiaamunna keegiaivaki yapa kioo ivo gioonna kiaapuuyaatama Pauruusaya Panapaasayara burimakauyauvaa kati iyara ruputu hudaara iiravai.
ACT.14.14	Ruputu hudaara uuduu rikiada aposoroo vaidiivaitana Panapaasooya Pauruusaya iya iikiaaraivaara rikiada iya iida Anutuuqaara rakanoo raaranoo kiaarainnoo kiaa vida ngiari ausaivaitana maisauvaara iya ngiari uyira rairaiyauvaa rapasi kiada gioonna kiaapuuya nuuna aakiaivaki seenada vida aayanna reeda tunoo: 
ACT.14.15	Vaidiso, ngia aaniira itaama iikiaara iikiaannee? Ta ngii roosiima mmanna vaidivaitanavee. Ta aapi ngiiisi nnida mmayaaya yoketaivaa ngii giaa ngii mikiai unnakua anutuu aayauvaa pikiada Anutuuqaa tuanaivaara kutaavaivee kiateera ta ngiaunnavai. Anutuuqo kutaa variivoono mmuakiaa ngiau mmata nnoori sorovuaraivaa iima kioo mmuakiaa mminnaa ivaki vauyauvaatama iima kieeravai. 
ACT.14.16	Tauraa varuu gioonna kiaapuuya ngiari yaata utuu aataruuyauvunugiataama iikiatauduu Anutuuqo ee-oo tuduu iiravai. 
ACT.14.17	Ivo ngiau aapuuvakidiri tikio vatiivo rikio mmuakiaa ngii yeennaiyauvo uruoo kaanaiyauvo vaikiai ngia iyauvaa nneeda kaayauma sirigakiaavai. Ivo itai mminnaa yoketaiyauvaa ngii miivaara ngia teeda rikiada innara kutaa varivaivee kiateera iivaivee. 
ACT.14.18	Ivaitana itaa kua tuduaata gioonna kiaapuuya yaagueeqama kiada iyara puara burimakauyauvaa kati ruputu hudaara uuduu ivaitana yaagueeqama ooqoo tiravai.
ACT.14.19	Ooqoo tuduu vaidi Yutayaa vooya mmata Pisitiaa vau yoosinna Adiookiaadiri nnuuyaata yoosinna Ikoniidiri nnuuyaatama gioonna kiaapuuya tasipa kua tuduu mmuaa ausa mmuaa yaatavai utida sikauyauvaa habati utida Pauruusaa mmannana utida ruputududuu ivo hanaanainno vauduu iya ivo putinoo kiaa inna nnabaivaa utu raririida yoosinna tooyaivaki yapa kiada viravai. 
ACT.14.20	Vuduu vaa ausa hanigioo gioonna kiaapuuya nnida inna ututuuma kiooduu kava diitoo yoosinnaivaki viravai. Oro vauvo patauduu Panapaasaya diitada yoosinna Derevee viravai.
