MAT.1.1	Tcgãyas Jeso Krestem dis qhàòs di sa, Dafitem ka tsgõose-coa ba, Abrahamam ka tsgõose-coa ba.
ACT.10.44	Eẽm Petere qanega hãa a ko kg'ui kam kò Tcom-tcomsam Tc'ẽe ba wèéa ne ẽe kò kg'ui ba komsana ne koe tcãà. 
ACT.10.45	Ne kò Juta di ne dtcòm̀-kg'ao ne, ncẽe ko Peterem cgoa hààraa ne kaisas ares ka tcãàè, Tcom-tcomsam Tc'ẽe ba kò abas iise tãá zi qhàò zi di ne koe igabaga thẽé tcãà khama. 
ACT.10.46	Ne kò kóḿ ne ne ko tãáka xu ta̱m xu cgoa kg'ui, a ko Nqari ba kaikagu khama. Nxãaskam ko Petere máá: 
ACT.10.47	“A c'ẽe ba hàna tshàan gha xguì ba, ncẽe ne khóè ne gha táá tcguù-tcguuè ka, ncẽe Tcom-tcomsam Tc'ẽe ba hòòa ne, sita khama?” témé. 
ACT.10.48	Me x'áè, khóè ne gha Jeso Krestem dim cg'õèm cgoa tcguù-tcguuè sa. Ne kò dtcàrà me, cáḿ-coa nem gha x'ãè cgoa ne sa.
ACT.11.1	Xu kò x'áè úú-kg'ao xu hẽé naka c'ẽe xu dtcòm̀-kg'ao xu Jutea di xu hẽéthẽé kóḿ, tãá zi qhàò zia gataga thẽé Nqarim di kg'uian dtcòm̀a hãa sa. 
ACT.11.2	Xu kò nxãaska ẽem ko Petere Jerusalema koe síí ka q'ãe nqãa-qgai khòoèa xu dtcòm̀-kg'ao xu chìbi-chibi me, 
ACT.11.3	a xu a máá: “Q'ãe nqãa-qgai khòoè tama xu khóè xu di nquuan koe tsi tcana, a tsi a gaxu cgoa síí tc'õóa,” témé.
ACT.11.4	Me Petere ba tshoa-tshoa a wèé gúùan ma qõòa sa chóà máá xu, a máá: 
ACT.11.5	“Jopa dim x'áé-dxoom koer kò hàna a ko còrè, kar ko sõokuris q'oo koe bóòkaguè, kaiam qgáím khama iim gúù ba, me nqarikg'ai koe guu a ko xõa ẽer hàna koe, 4 c'ama ba cgoa ko xòóè ba. 
ACT.11.6	Ra kò qãèse ntcáà me, kar kò kg'oo-coan bóò, x'áéan dian hẽé naka qãáka dian hẽé, naka ncãà-kg'aman cgoa ko caate kg'oo-coan hẽé, naka tsa̱rán hẽéthẽé e. 
ACT.11.7	Ra kò dòm̀ ba kóḿ Me ko bìrí te a ko máá: ‘Petereè, tẽe naka cg'õo naka kg'oo,’ témé. 
ACT.11.8	Ra kò xo̱a a máá: ‘Eẽ ẽe X'aigaè, q'ano tama zi hẽé kana tc'õókuan kg'ano tama zi hẽéthẽéa qanega tíí kg'áḿ-q'oo koe tcãà ta ga hãa,’ témé. 
ACT.11.9	Me kò dòm̀ ba gaia cám̀ di sa nqarikg'ai koe guu a kg'ui a máá: ‘Eẽ Nqarim q'anos iise kúrúas ka táá máá q'ano tama sa témé guu,’ témé. 
ACT.11.10	Ncẽe sa kò nqoana q'oro kúrúse, si wèés gúù sa gaia séèa ghùiè a nqarikg'ai koe ka̱biè. 
ACT.11.11	Eẽ x'aè kaga xu kò nqoana xu khóè xu hànar kò hãam nquum koe hàà téé, Kaesarea koe guu a tíí koe tsééèa xu. 
ACT.11.12	Me kò 
ACT.11.13	Me kò 
ACT.11.14	Kg'uia nem gha óágara máá tsi, ncẽe gha tsáá hẽé naka wèés x'áés tsari sa hẽéthẽé kgoara a ke,’ tam méé. 
ACT.11.15	Eẽr ko tshoa-tshoa a ko kg'ui cgoa ne kagam ko Tcom-tcomsam Tc'ẽe ba tcãà cgae ne, ncẽem kò ma kg'aia gatá koe ma tcana khamaga ma. 
ACT.11.16	Ra nxãaskaga X'aigam 
ACT.11.17	Ncẽè Nqarim kò gatáa cúís aba sa máà ta a, ncẽem kò máà ta as khama ii sa, gatá ncẽe X'aigam Jeso Krestem koe ko dtcòm̀ ta, ne ra tíí nxãaska dìí raà, Nqarim cgoa ga ntcoeku ra?” tam méé.
ACT.11.18	Xu ẽe xu ko ncẽe gúùan kóḿ ka táá cúí gúù ga kg'ui, a Nqari ba dqo̱m̀ a máá: “Cèè, Nqari ba gáé gatà thẽé tãá zi qhàò zi gha gane di chìbian koe tcóóse a zi a kg'õèan hòò sa kgoara máána hãa!” témé.
ACT.11.19	Stefanem kò cg'õoès qãá q'oo koe ne kò dtcòm̀-kg'ao ne tsa̱i-tsa̱ise, xgàraè ne kòo khama, ka ne kò nqúù ka qõò, Finikia koe hẽé, Kupero koe hẽé naka Antioke koe hẽéthẽé e, a ko Juta ne cúí ne Nqarim di kg'uian bìrí. 
ACT.11.20	Igaba i ko c'ẽea xu hàna, khóè xu Kupero di xu hẽé naka Kurene di xu hẽéthẽé e, ẽe xu ko Antioke koe hàà ka xu ko gataga thẽé Gerika ne cgoa kg'ui, a ko X'aigam Jesom di qãè tchõàn xgaa-xgaa ne. 
ACT.11.21	Me kò X'aigam 
ACT.11.22	I kò tchõàn ncẽe Jerusalema koe hànas kerekes koe síí kóḿse, xu Barenabase ba Antioke koe tsééa úú. 
ACT.11.23	Eẽm ko hàà a ko hàà cgóm̀kuan Nqarim di bóò, kam ko qãè-tcao, a ba a wèéa ne ga korè, X'aigam Nqarim koe ne gha tseeguse hãa sa, tòón-tcaoase. 
ACT.11.24	 ba kò qãèm khóè me e khama, Tcom-tcomsam Tc'ẽem ka kò cg'oè cgaeèa ba, kaisa dtcòm̀an kò úúa ba, ne kò káí ne khóè ne X'aigam 
ACT.11.25	Me 
ACT.11.26	A ba a ẽem ko hòò me kaga Antioke koe úú me. Tsara kò Barenabasea tsara Sauloa tsara nxãaska wèém kuri ba hẽé a kerekes di ne khóè ne cgoa xg'ae, a káí ne xgaa-xgaa. Ne kò Nqarim di ne xgaa-xgaase-kg'ao ne Antioke koe tc'ãà a dtcòm̀-kg'ao ne ta ma tciiè. 
ACT.11.27	Eẽ x'aè ka xu kò c'ẽe xu porofiti xu Jerusalema koe guu, a xu a ko Antioke koe síí. 
ACT.11.28	Me gaxu ka c'ẽem porofitim Agabose ta ko ma tciiè ba tẽe, a ba a Tcom-tcomsam Tc'ẽem ka cg'oè cgaeèase bìrí ne, kaisas xàbà sa gha wèém nqõó ba xõa cgae sa. Si kò ncẽe sa kúrúse Kelaodiam ko 
ACT.11.29	Ne xgaa-xgaase-kg'ao ne wèé ne dtcòm̀ku, gane di kg'õè-q'ooan khama ne gha ma gane ka qõesea ne hùi sa, ncẽe Jutea koe hàna ne. 
ACT.11.30	Ncẽe sa ne kò kúrú, a Barenabasea tsara Sauloa tsara cgoa aban gane di kaia xu koe tsééa úú.
ACT.12.1	Gaa x'aè kam kò x'aigam Herote ba tshoa-tshoa a kerekes di xu c'ẽe xu xgàra. 
ACT.12.2	A ba a x'áèan tcg'òó, me kò Jakobom, Johanem ka káímkhoe ba, ntcàum cgoa cg'õoè. 
ACT.12.3	Eẽm ko bóò, si ncẽe sa Juta ne tcgáí q'oo koe qãè si i, kam kò còoka qõò, a x'áèan tcg'òó, me Petere ba thẽé qáéè. Cáḿ xu ẽe xua kò péré gãé-gãe úú tamas pérés ko tc'õóè xu cáḿ xu u. 
ACT.12.4	Eẽm ko qgóó mea xg'ara kam ko qáé-nquum koe tcãà me, me 4 zi xg'ae zi ncõo-kg'ao xu di zi ka kòreè. Me kò 
ACT.12.5	Me kò Petere ba gataga ma qáé-nquum koe kòreè. Igabas kò kereke sa Nqarim cookg'ai koe qarika còrèan kúrúa máá me.
ACT.12.6	Eẽm gha Herote khóè ne koe tcg'òó a úú mem cáḿ dim ntcùúm cookg'ai koem kò Petere cám̀ tsara ncõo-kg'ao tsara xg'aeku koe x'óm̀a, a ba a cám̀ tsara táù tsara cgoa qáéèa, kòre-kg'ao xu ko nquum-kg'áḿ koe hãa, a xu a kò qáé-nquu ba kòre. 
ACT.12.7	Igabam kò kúúga moengelem X'aigam 
ACT.12.8	Me moengele ba bìrí me a máá: “Kg'ónòse naka tsia nxàboa tsi nxàbo,” témé. Me gatà hẽé. Me bìrí me a máá: “Hã̱a tsarim qgáí ba naka tsia xùri te,” témé. 
ACT.12.9	Me Petere xùri me, a tcg'oa cgoa me. Ncẽe moengelem ka ko kúrúè sa tseegu si i sam kò c'úùa hãa, sõokuris q'oo koem kòo x'áí sa bóò, tam ko tc'ẽea khama. 
ACT.12.10	Eẽ tsara ko tc'ãà di kòre-kg'aoan nqáé, a ko cám̀ dian nqáé ka tsara ko síí qano dis heke-kg'áḿs koe tcãà, heke-kg'áḿs x'áé-dxoom koe i ko tcg'oa a sííè sa. Igabas ko kg'ama cuiaga xgobekg'amsea máá tsara a. Tsara tchàa koe tcg'oa, a tsara a c'ẽem dàòm cgoa tcg'oa, me moengele ba kúúga guu me.
ACT.12.11	Eẽm ko Petere síí cuiaga bóòa q'ãa kam ko máá: “Ncẽeskar tseegukaga q'ana hãa, Nqarim Gam dim moengele ba tsééa óágara hãa sa, hààm gha Herotem tshàu-q'oo koe kgoara te ka, naka wèés gúùs Juta ne kò nqòò cgae teas koe hẽéthẽé e,” témé.
ACT.12.12	Eẽm ko ẽes gúù sa tc'ẽea xg'ara kam ko Marias dim nquum koe síí, Johanem ka xõò sa, Mareko ta ko ma tciiè ba. Káí ne khóè nea kò gaa koe xg'aea, a ko còrè. 
ACT.12.13	Nquu-kg'áḿ bam kò xg'áḿ-xg'am kas ko c'ẽes qãàs, Roda ta ko ma tciiè sa síí komsana. 
ACT.12.14	Eẽs ko Peterem dim dòm̀ ba kóḿa q'ãa kagas ko táá síí xgobekg'ama máá me, a qãè-tcaoan domka qàròa tcãà q'oo koe, a sa a síí Peterem nquu-kg'áḿ koe tẽe sa nxàe. 
ACT.12.15	Ne bìrí si a máá: “Teme si ko,” témé, si gataga cúíga ma bìrí ne, gaan ga a sa. Ne máá: “Gam dim moengele me e,” témé.
ACT.12.16	Me Petere hãa a nquu-kg'áḿ ba xg'áḿ-xg'am. Xgobekg'am ne kò, a bóò me a kaisase are. 
ACT.12.17	Me kò tshàua ba cgoa x'áí ne, nqoo ne gha ka, me chóà máá ne X'aigam 
ACT.12.18	Eẽ i ko q'uu kas ko kaias xháé sa ncõo-kg'ao xu koe tcãà, Peterem kas dùú sa kúrúsea di sa. 
ACT.12.19	Me Herote qaa a táá hòò me, kam ko kòre-kg'ao xu xgóàse tẽè, a cg'õoè xu gha di x'áèan tcg'òó. A ba a Jutea koe tcg'oa a Kaesarea koe síí, a síí gaa koe ão.
ACT.12.20	Herote ba kò Turea tsara Sitonea tsara di ne khóè ne cgoa mẽéku. Gane di tsara nqõó tsara kò Herotem kò tc'ãà-cookg'aiam qgáìm koe guu a gane di tc'õoan hòò. Kas ko xg'aes gane di sa Belasetom koe síí, tcom-tcomsam qãàm x'aigam Herotem di ba, a síí tòókuan dtcàrà.
ACT.12.21	Eẽ kò nxárá tòóèam cáḿ kam ko Herote x'aian di qgáían hã̱a, a síí x'aian dis ntcõó-q'oos koe ntcõó, a khóè ne cgoa kg'ui. 
ACT.12.22	Ne kò khóè ne 
ACT.12.23	 Nqari ba táá dqo̱m̀a máá, khamam kò Nqarim dim moengele ba qháése xg'áḿ me, me nxa̱ian ka kg'ooè, a x'óó.
ACT.12.24	Me kò Nqarim dim kg'ui ba càùse a káí.
ACT.12.25	Barenabasea tsara Sauloa tsara kò tsééa tsara kúrúa xg'ara ka tsara ko Jerusalema koe ka̱bise, Johane ba tsara ko séè, Mareko ta ko ma tciiè ba.
ACT.13.1	Antioke koe hànas kerekes q'oo koe xu ko porofiti xu hẽé, naka xgaa-xgaa-kg'ao xu hẽéthẽé xu hàna: Barenabase ba hẽé, naka Simonem ncẽe ko Nigere ta kò ma tciiè ba hẽé (
ACT.13.2	Hãa a xu a kò X'aiga ba dqo̱m̀ a ko tc'õoan carase, kam ko Tcom-tcomsam Tc'ẽe ba bìrí xu a máá: “Nxárá tcg'òóa máá Te Barenabasea tsara Sauloa tsara, naka tsara tsééan tciia Ra máá tsara síí kúrú,” témé. 
ACT.13.3	Eẽ xu ko tc'õoan carase a ko còrèa xg'aras kaga xu ko tshàua xu gatsara koe tòó a tsééa tcg'òó tsara a.
ACT.13.4	Gatsara ẽe kò Tcom-tcomsam Tc'ẽem ka tsééa tcg'òóèa tsara ko Selukia koe qõò, a tsara a gaa koe síí skepe sa q'ábà a tshàam ka nxa̱ma-nxa̱maèam nqõó-coam Kupero dim koe qõò. 
ACT.13.5	Tsara Salamise koe síí a gaa koe Nqarim dim kg'ui ba Juta ne di còrè-nquuan koe xgaa-xgaa. Me Johane ba gatsara cgoa hãa gatsara dim hùi-kg'aom iise.
ACT.13.6	Tshàam ka nxa̱ma-nxa̱maèam nqõóm wèém ẽe ba tsara kò caate, a tsara a nxãakg'aiga Pafose 
ACT.13.7	Me kò tc'ãà-cookg'aim Seregio Paulom cgoa ko hãa, tc'ẽega kò iim khóè me e. Me Barenabasea tsara Sauloa tsara tcii, Nqarim dim kg'ui bam kò kóḿ kg'oana khama. 
ACT.13.8	Igabam ko tsóò-kg'aom Bare-Jeso, Elemase ta ko ma 
ACT.13.9	Me nxãaska Saulom, ncẽe kò gataga Paulo ta ma tciiè ba, Tcom-tcomsam Tc'ẽem ka ko cg'oè cgaeèa ba qãea tòón tcgáí 
ACT.13.10	“Tsáá dxãwam di tsi cóá tseè, wèé zi gúù zi tchàno zi di tsi cg'õo-kg'ao tseè! Wèé kàan x'ooan hẽé naka xhùukuan hẽéthẽé di ka cg'oè cgaea tseè, cuiskaga tsi gáé X'aigam 
ACT.13.11	“Ncẽeska bóò, X'aigam 
ACT.13.12	Eẽm tc'ãà-cookg'aim ko dùús kúrúsea sa bóò kagam kò dtcòm̀, xgaa-xgaan ẽe X'aigam 
ACT.13.13	Pafose koem kò Paulo ba gam ka c'ẽea tsara cgoa skepe sa q'ábà, a Perega koe síí, Pamfilia di i. Me kò Johane síí gaa koe q'aa cgoa tsara a, a Jerusalema koe ka̱bise. 
ACT.13.14	Perega koe guus ka tsara kò Antioke Pisidia koe hàna koe síí. Ka tsara ko Sabata dim cáḿ ka còrè-nquum q'oo koe tcãà, a tsara a ntcõó. 
ACT.13.15	X'áèan hẽé naka porofiti xu hẽéthẽé di zi tcgãya zi ko nxáráèa xg'ara, ka xu kò còrè-nquum di xu tc'ãà-cookg'ai xu khóèan tsééa úú, i síí dtcàrà tsara a, a máá: “Gaxae ka káíkhoea tsaoè, ghùi-tcáókuan dim kg'ui ba tsao kò úúa, ncẽe khóè ne tsao gaam cgoa x'áè kg'oana ba, ne tsao khóè ne bìrí me,” témé.
ACT.13.16	Me Paulo ba tẽem ko ka, x'õàa ba cgoa nqookagu ne a máá: “Iseraele di tu khóè tuè, naka gatu c'ẽe zi qhàò zi di tu hẽéthẽé e, gatu ncẽe Nqari ba ko q'áò tu, komsana te méé tu! 
ACT.13.17	Nqarim, Iseraele di ne khóè ne di ba kò gaxae ka xõò ga xu nxárá tcg'òóa máásea, a ko khóè ne di kg'õèan qãèse qõòkagu, Egepeto koe ne ko x'ãèa ka, a ba a ko kaisa qarian cgoa gaam nqõóm koe séèa tcg'òó ne, 
ACT.13.18	a ba a kò 40 khama noo kurian tchàa-xgóós koe gane di kg'óòan qáò-tcaoa máá. 
ACT.13.19	A ba a kò Kanana koe ẽem ko 7 zi qhàò zi cg'õoa xgãá kam ko khóè ne nqõóan gane di máà, q'õò o ne gha ka.
ACT.13.20	“Wèé zi gúù zi ncẽe zia ko 450 khama noo kurian séè. Me kò ncẽe zi gúù zi qãá q'oo koe Nqari ba x'aigan máà ne, i kò nxãakg'aiga porofitim Samuelem di x'aèan síí tcãà. 
ACT.13.21	Ne kò khóè ne nxãaska x'aiga ba dtcàrà, Me Nqari ba Saulo ba máà ne, Kishem ncẽe Benjamenem dis qhàòs di ko iim ka cóáse ba, me 40 kurian tc'ãà-cookg'ai ne. 
ACT.13.22	Saulo bam ko x'aigan koe tcg'òós qãá q'oo koem kò 
ACT.13.23	Ncẽem khóèm dis qhàòs koem kò Nqari ba guu a Kgoara-kg'aom Jeso ba Iseraele ne koe tsééa óá, ncẽem kò ma nqòòkagua khama. 
ACT.13.24	Jesom hàà tamas cookg'ai koem kò Johane ba chìbian koe tcóósean di tcguù-tcguukuan ka wèé ne khóè ne Iseraele di ne xgaa-xgaa. 
ACT.13.25	Eẽm ko Johane tsééa ba cgoa xg'ara qõò kam kò tẽè a máá: ‘Tíí ra dìí ra, ta tu tc'ẽea? 
ACT.13.26	“Tíí kíí ga xaoè, a Abrahamam ka cóáse ga xaoè, naka gatu ncẽe ko Nqari ba q'áò tu, qhàò zi di tuè, kg'uian ncẽe kgoarasean dia gatá koe tsééa óágaèa. 
ACT.13.27	Jerusalema koe x'ãèa hãa ne khóè ne hẽé naka gane di xu tc'ãà-cookg'ai xu hẽéthẽéa kò Jeso ba bóòa q'ãa tama kana kóḿa q'ãa tama. Igaba ne kò chìbi-chibi a xgàra Me, a ne a ko ncẽem dàòm ka porofiti xu di kg'uian tseegukagu, ncẽe wèé cáḿan Sabata di ka ko nxáráè e. 
ACT.13.28	Táá xu kò q'ãa, dùútsa dàòm ka xu gha chìbi-chibi a cg'õo Me sa, igaba xu kò Pilato ba dtcàrà, cg'õo Mem gha sa. 
ACT.13.29	Eẽ xu ko Gam ka ko góásea gúùan wèé tseegukagua xg'ara ka xu ko xgàus
ACT.13.30	Igabam kò Nqari ba x'ooan koe ghùi Me. 
ACT.13.31	Me kò gataga káí cáḿan ga bóòè ẽe kò ko Gam cgoa Galilea koe guu a ko Jerusalema koe qõò ne ka. Ncẽes noose ga ne gatá di ne khóè ne koe Gam di ne nxàea tseegukagu-kg'ao ne e. 
ACT.13.32	Tsam ncẽe koe hààraa, hàà tsam gha qãè tchõàn xgaa-xgaa tu u ka. Nqòòkagukus Nqarim gatá ka xõò ga xu máàna hãa 
ACT.13.33	sam ncẽeska tseegukagua gatá ka, gaxu di ta cóá ta, Jeso ba x'ooan koe ghùian ka. Ncẽe i gataga ma cám̀ dim pesalemam koe ma góásea khama a ko máá:
ACT.13.33	‘Tsáá Tsia Tiri Tsi Cóá Tsi i;
ACT.13.33	Ra ncẽem cáḿ koe guu a Tsarir Xõò Ra a,’
ACT.13.33	téméè khama. 
ACT.13.34	Nqari ba x'ooan koe ghùi Mea, táám gha gaia ts'óó ka, di tseeguan di kg'uian ga ncẽe e 
ACT.13.34	‘Tcom-tcomsa a tseegu di ts'ee-ts'eekg'aikua
ACT.13.34	ner gha máà tu u,
ACT.13.34	ncẽe Dafite bar kò gaan ka nqòòkagua a,’
ACT.13.34	témé e.
ACT.13.35	I gataga c'ẽe koe ncẽeta ma góásea a ko máá:
ACT.13.35	‘Cuiskaga tsi tcom-tcomsam 
ACT.13.35	nakam ts'óóa hãa tite,’ témé.
ACT.13.36	Dafite ba kò gam di x'aèan ka Nqarim ko tc'ẽea sa kúrú, a ba a kò x'óó, a ba a gam ka xõò ga xu cgoa kg'ónòè, i tc'áróa ba ts'óó. 
ACT.13.37	Igaba Gaam ẽe Nqarim ka kò x'ooan koe ghùièam di tc'áróa ne kò táá ts'óó. 
ACT.13.38	Gaa domka méé xao q'ãa, tíí kíí ga xaoè, qgóóa-máákuan chìbian dia ncẽem Khóèm Jesom koe hàna sa. Ncẽe tchõà nea gaan xgaa-xgaa xao o tsam ko ga a. Moshem di x'áèan 
ACT.13.39	igabam ko wèém ẽe ko 
ACT.13.40	Ke méé tu q'õése, nakas táá porofiti xu nxàeas gúù sa kúrúse cgae tu u guu, ncẽe ko máá:
ACT.13.41	‘Bóò, gatu ntcoe-kg'ao tu,
ACT.13.41	are méé tu naka tua x'óóa xgãáse,
ACT.13.41	hààr gha gatu di xu cáḿ xu ka c'ẽes gúù sa kúrú,
ACT.13.41	c'ẽe ne khóè ne kòo gaas ka bìrí tu u
ACT.13.41	ne tu dtcòm̀ tite sa,’ ”
ACT.13.41	tam Paulo ba méé.
ACT.13.42	Tsara kò 
ACT.13.43	Eẽs ko xg'ae sa qõòa q'aa ka ne kò káí ne Juta ne hẽé, naka Nqari-tcáóa ne khóè ne ncẽe Juta di cauan koe dtcòm̀a ne hẽéthẽé, Pauloa tsara Barenabasea tsara xùri, ncẽe ko síí kg'ui cgoa ne, a korè ne, Nqarim di cgóm̀kuan koe méé ne kg'ama gataga cúí ma hãa sa tsara.
ACT.13.44	Xùrikom cáḿ Sabata dim ka ne ko wèé ne khóè ne x'áé-dxoom ẽem di ne hàà ne gha X'aigam 
ACT.13.45	Eẽ ne ko Juta ne xg'ae zi khóè ne di zi bóò, ka ne ko chìi di tc'ẽean ka cg'oè cgaeè, a ne a Paulo ba nco̱i, a ẽem ko kg'ui zi gúù zi ka ntcoeku cgoa me. 
ACT.13.46	Tsara nxãaska Pauloa tsara Barenabasea tsara kgoarasease xo̱a xu a máá: “Kg'aia méé tsam ga kò Nqarim dim kg'ui ba gatua bìrí tu us gúù si i. Igabaga tu xguì Mea, a gataga x'áía hãa, chõò tama kg'õèan tu kg'ano tama sa, khama tsam gha ncẽeska tãá zi qhàò zi di ne koe síí. 
ACT.13.47	Ncẽea X'aigam 
ACT.13.47	‘Tãá zi qhàò zi dim x'áà bar kúrú tu ua hãa,
ACT.13.47	nxãasega tu gha Tiri kgoarasean nqõóm chõò-q'oo koe úú ka,’
ACT.13.47	témé,” ta tsara méé.
ACT.13.48	Tãá zi qhàò zi di ne ko ncẽe gúùan kóḿ ka ne ko qãè-tcao, a ne a X'aigam 
ACT.13.49	Me kò X'aigam 
ACT.13.50	Igaba ne kò Juta ne tcom-tcomsa zi khóè zi dtcòm̀a hãa zi hẽé, naka x'áé-dxoom di xu tc'ãà-cookg'ai xu hẽéthẽé ntcàma ghùi, a khóè ne kúrú, ne Pauloa tsara Barenabasea tsara cgáé-q'oo koe téé, a ne a gane dim nqõóm koe xhàiagu tsara a. 
ACT.13.51	Tsara nxãaska gaa koe ga nqàrè tc'amkg'aia tsara di tsharàn qãè-qãe, a tsara a Ikonio dim nqõóm koe qõò. 
ACT.13.52	Gatà i ko ii igaba ne kò xgaa-xgaase-kg'ao ne qãè-tcaoan ka cg'oè cgaeè, Tcom-tcomsam Tc'ẽem ka hẽéthẽé e.
ACT.14.1	Kg'aiga tsara ko hẽé khama tsara ko 
ACT.14.2	Igaba ne kò Juta ne ẽe kò dtcòm̀an xguì ne tãá zi qhàò zi di ne kúrú ne cg'ãè tc'ẽean ka tcãàè, a ne a kò táá dtcòm̀-kg'ao ne cgoa kóḿku. 
ACT.14.3	Tsara kò 
ACT.14.4	Ne kò khóè ne x'áé-dxoom di ne q'aa-q'aaè. C'ẽe nea kò Juta ne cgoa kóḿkua, ne c'ẽe ne x'áè úú-kg'ao tsara cgoa kóḿkua. 
ACT.14.5	Qhàò zi di ne hẽé, naka Juta ne hẽé, naka gane di xu tc'ãà-cookg'ai xu hẽéthẽé ne kò qg'áìkua máá tsara a, xgáè tsara ne gha, a nxõ̱án cgoa xao tsara a ka. 
ACT.14.6	Igaba tsara kò gaas kàa sa bóòa q'ãa, a Lukonia di tsara x'áé-dxoo tsara koe bèe a qgóéa síí, Lusetera hẽé naka Derebe hẽéthẽé di tsara 
ACT.14.7	A tsara a kò gaa koe qãè tchõàn xgaa-xgaa.
ACT.14.8	Lusetera koem kò nqàrèa ba koe kò nqo̱ara hãam khóè ba hàna, kg'aiga kò gataga ma ábàèa ba, a xg'aom ko ntcõó a ábàè ne qõò tama ba. 
ACT.14.9	Paulo bam kò komsana ẽem ko ma xgaa-xgaa khama. Me kò Paulo ba qãea tòón tcgáí gam koe, a bóò me me dtcòm̀an úúa hãa kg'õèkagu me gha a. 
ACT.14.10	Kam ko q'aua kg'ui cgoa me a máá: “Tẽe naka nqàrè ka téé tchànose!” témé. Me kò gaa x'aè kaga khóè ba tc'ãò ta ma tẽe a tshoa-tshoa a qõò.
ACT.14.11	Eẽ ne ko khóè ne Paulom ncãa kúrús gúù sa bóò ka ne ko Lukonia dis kg'uis cgoa q'au a máá: “Nqárìa ne ncãa xõa-kg'ai ta a, khóèan dis iis koe,” témé. 
ACT.14.12	A ne a kò Barenabase ba Zese ta ma tcii 
ACT.14.13	Me kò peresitim Zesem di ba, ncẽe gam dim tempelem kò x'áé-dxoom cookg'ai koe hãa ba, ghòèan hẽé naka x'aa zi hẽéthẽé óá, heke-kg'áḿs x'áé-dxoom dis koe, gabá hẽé naka khóè ne hẽéthẽéa ko dàòa-mááku zi x'áè úú-kg'ao tsara kúrúa máá kg'oana khama.
ACT.14.14	Igaba ẽe tsara x'áè úú-kg'ao tsara Barenabasea tsara Pauloa tsara kò ncẽes gúùs ka kóḿ ka tsara ko qgáía tsara tòà q'aa, a khóè ne koe qgóéa síí, a tsara a q'au a máá: 
ACT.14.15	“Khóè tuè, dùúska tu ko hẽéa? Sitsam igaba tsam khóè tsam m gatu khamaga ma ka, qãè tchõàn tsam ko óágara máá tu u, cg'ãa-cg'ana zi gúù zi ncẽe zi méé tu guu, naka kg'õèa hãam Nqarim koe ka̱bise, ncẽe nqarikg'ai hẽé naka nqõókg'ai hẽé naka tshàa ba hẽé naka wèé zi gaan koe hàna zi hẽéthẽé kúrúa ba. 
ACT.14.16	Ncẽe nqáéa x'aè kam kò wèé zi qhàò zi guu, zi dàòa zi ẽe zi ko ma tc'ẽe khama ma qõò. 
ACT.14.17	Gatà i ii igabam kò nxàea tseegukagu, hàna baa sa, qãè zi gúù zi kúrúan ka, a ba a nqarikg'ai koe guu a túúan máà tu u, naka tc'õoan ko tcuùè x'aèan hẽéthẽé e, a ba a kò tcáóa tu tc'õoan cgoa xg'ãàkagu, a qãè-tcaokagu tu u,” tam méé. 
ACT.14.18	Ncẽeta xám̀ kg'uian tsara ko kg'ui igaba i kò qaria máá tsara a, xgáè-kg'am ne tsara ga sa, dàòa-máákuan kúrúa máá tsara an koe.
ACT.14.19	Nxãaska ne ko c'ẽe ne Juta ne Antioke koe hẽé naka Ikonio koe hẽéthẽé guua ne xg'ae sa kg'uia tàà 
ACT.14.20	Igaba ẽe xu ko xgaa-xgaase-kg'ao xu ko qàea ba koe nxa̱ma-nxa̱ma me kagam ko tẽe, a ba a x'áé-dxoom koe ka̱bise. Xùrikom cáḿ kam ko gabá hẽé naka Barenabase ba hẽéthẽé tsara Derebe koe qõò.
ACT.14.21	A tsara a gaam x'áé-dxoom koe qãè tchõàn xgaa-xgaa, a káí xgaa-xgaase-kg'aoan hòò. Nxãaska tsara ko Lusetera koe hẽé naka Ikonio koe hẽé naka Antioke koe hẽéthẽé ka̱bise. 
ACT.14.22	A tsara a síí xgaa-xgaase-kg'aoan qari-qari, a ntcàm ne, dtcòm̀an koe ne gha qgóóa qari ka. Tsara bìrí ne a máá: “Káí xgàrakuan koe méé ta hãa naka nxãatama Nqarim di x'aian koe tcãà,” témé. 
ACT.14.23	Ne kò kaia xu wèés kerekes koe nxárá tcg'òóa mááse. A ne a còrè a tc'õoan carase a ne a Nqarim cookg'ai koe tòó xu, ncẽe Gam koe xu dtcòm̀a hãa ba.
ACT.14.24	Eẽ tsara ko Pisidia tchoaba ka tsara ko Pamfilia koe hàà, 
ACT.14.25	a ko Perega koe 
ACT.14.26	A tsara a kò gaa koe guu a skepes cgoa Antioke koe síí, ncẽe khóè ne kò gaa koe 
ACT.14.27	Gaa koe tsara ko tcãà ka tsara ko kereke sa xg'ae-xg'ae, a tsara a wèé gúù ẽem Nqari ba kúrú cgoa tsaraà nxàe, naka Nqarim ma tãá zi qhàò zi di ne heke-kg'áḿs dtcòm̀an di sa kgoara máána hãa sa. 
ACT.14.28	Gaa koe tsara kò xgaa-xgaase-kg'ao ne cgoa qáòm x'aè ba séè a hãa.
ACT.15.1	Xu kò c'ẽe xu khóè xu Jutea koe guu a 
