MAT.1.1	'Crɩɛn ‑bʋ, ‑Yusu 'Klɩsʋ a ‑tɩ ɛ nɛ ‑mɔ lɛ. ‑Yusu 
ACT.24.27	Ɛ nɔ‑ ɛ nu ‑nunu, 'yrɩ nɩ 'hʋɛn, 'ɛ ‑hi, 'tɩ‑ Romakʋɛ 'ʋ ya ‑gʋlʋnʋma yrayrʋ, 'ɛ bi 'ʋ gbata kɩ, 'kɩ 'ʋ Felisɩ a ‑ta'. ‑Gʋlʋnʋma a 'mʋ, 'a 'nyrɛ mɔ Pɔkiusɩ Fɛtusɩ. Felisɩ ‑mɔ ‑bɩ, ɛ ‑hʋɛ bʋ blee ‑Juukʋɛ a plɔ. Ɛ nɔ‑ nu꞊o, 'kɩ ɛ 'yɩ Pɔlʋ ꞊jɩ' ‑ha.
ACT.25.1	‑Tɛ ‑gʋlʋnʋma Fɛtusɩ a 'mʋ, ɛ nyre 'lɩ Sesalɩdɩɔ 'kwli, 'a ‑nyrɔwɩ nɩ ta a ‑nyrɔwɔ, ‑ɛ ‑bɩ 'kɩ ɛ mu 'lɩ Jrusrɛdɩɔ 'kwli. 
ACT.25.2	'Kɩ Nyɩsʋa a ‑cɔhlʋnpinyʋ* gbagbɩ kɔ ‑Juukʋɛ* a ye'nanyʋ 'hʋɛn‑, ʋ pʋʋ 'lɩ꞊ɩ Pɔlʋ a ‑hawi, 'ʋ lee ‑gʋlʋnʋma Fɛtusɩ a 'mʋ, ʋ wɛn: 
ACT.25.3	«‑A ‑hʋɛ꞊ɛ nɩ, ‑bʋ ya ‑a mʋ Pɔlʋ yɩ, 'kɩ 'nɛ‑ Jrusrɛ.» Kɛɛ, sɛyɩ‑sɛyɩ, ʋ ‑yra꞊a nɩ, ‑ɛ mɔ, Pɔlʋ 'bʋ nɩ 'hru wlɔn, ʋ 'mʋ꞊ʋ 'la. 
ACT.25.4	Kɛɛ, Fɛtusɩ ꞊tu ꞊nʋ ꞊wɔn, ɛ wɛn: «'Kɩ 'lɩ Sesalɩ, 'kɩ Pɔlʋ nɩ 'lɩ ꞊jɩ'. 'Na 'mumu a 'mʋ ‑bʋ, 'n 'tɩɛ mi Sesalɩ nɩ. 
ACT.25.5	'A ‑tɩ, 'aan nyibli gbagbɩ bʋ kʋɛ 'mʋ ꞊wien, ‑ɛ di꞊e nu, Pɔlʋ 'bʋ nu dɛ ‑hʋan ꞊dʋ, ʋ 'mʋ 'lɩ꞊ɩ ‑tɩ ‑yɛɛ ‑nɩ.»
ACT.25.6	‑Tɛ ɛ nu ‑nyrɔwɩ nɩ ꞊blɩɛn꞊blɩɛn, ‑hʋʋ' ‑nyrɔwɩ nɩ ‑pu, 'kɩ 'lɩ ꞊nʋ 'nyɩ, ‑ɛ ‑bɩ ɛ ꞊hɩan ‑mɔ, 'ɛ mu 'lɩ Sesalɩ, ‑Juukʋɛ a nyibli gbagbɩ 'ʋ kʋɛ꞊ɛ ꞊wien. ‑Tɛ ‑nyrɛ ‑nyɛ, ‑ɛ ‑bɩ ɛ nɩ bʋ, 'kɩ 'lɩ 'a ‑batigbata 'kwli, 'ɛ lee nɛ 'a 'sɛyo, 'kɩ bʋ ya 'lɩ Pɔlʋ 'lɩ. 
ACT.25.7	‑Tɛ Pɔlʋ nyre 'ʋ, ‑ɛ ‑bɩ ‑Juukʋɛ a nyibli gbagbɩ ‑nɩ wɛn, ʋ ꞊gla 'lɩ꞊ɩ lɛ, 'ʋ yɩ꞊ɩ ‑tɩ ‑yɛɛ ‑nɩ, 'kɩ 'ʋ ‑tɛblɩ ‑hʋɔhʋɩ kɩ. Kɛɛ, ‑tɛblɩ a pɛpɛ a 'mʋ, ʋ nɛ ‑mɔ lɛ, ʋ 'yɩ 'lɩ꞊ɩ 'lɩ ‑wɛ, bʋ tɔɔ ꞊nɛ Fɛtusɩ, ‑ɛ mɔ, ‑tɩ a ‑tɛɛ ꞊nɩɔ. 
ACT.25.8	‑Ɛ ‑bɩ Pɔlʋ wɛn 'nɩ: «'N 'yɩ ‑Juukʋɛ a 
ACT.25.9	Fɛtusɩ ‑mɔ ‑bɩ, ɛ ‑hʋɛ bʋ blee ‑Juukʋɛ a plɔ. Ɛ nɔ‑ kɔ ‑tɩ 'ɛ 'bɛti Pɔlʋ, ɛ wɛn: «꞊Bɩ ‑hʋɛ ‑bʋ mu 'lɩ Jrusrɛ, ‑ɛ di꞊e nu, 'mʋ 'lɩ ‑mʋ ‑bati lɛ ‑pʋʋ ‑nɩ, 'kɩ 'ʋ ‑tɩ ‑bʋ a ‑ta'?» 
ACT.25.10	‑Ɛ ‑bɩ Pɔlʋ ꞊tu꞊o ꞊wɔn, ɛ wɛn: «'N ‑hʋɛ꞊ɛ nɩ, 'a mʋ Romakʋɛ a 'kɩɩn gbagbʋ, nɔ‑ ‑bʋ pʋʋ 'mʋ ‑bati lɛ, 'kɩ 'lɩ 'a ‑batipʋkayu bʋ. ‑Na ꞊gbɛtʋ, ‑yru ti lɛ, ‑ɛ mɔ, 'n 'yɩ ‑Juukʋɛ dɛ ‑hʋan ꞊dʋ ‑mɔ ‑nu. 
ACT.25.11	'Bʋ mɔ, 'nɩ nu ꞊dedede, ‑ɛ blɛɛ 'kʋkʋʋ yɩ, 'n 'yɩ lɛ ‑pʋ, ‑ɛ mɔ, ʋ 'nɩ 'laa 'lɩ 'mʋ. Kɛɛ, 'bʋ mɔ, ‑tɩ a pɛpɛ, ʋ yɩ 'mʋ ‑yɛɛ ‑nɩ, 'bʋ 'yɩ ‑tɩ a ‑tɛɛ 'pa‑, nyiblo ꞊dʋ 'yɩ 'lɩ꞊ɩ 'lɩ ‑wɛ, bʋ pʋ 'mʋ ‑Juukʋɛ ‑jɩ', ʋ 'mʋ 'mʋ 'la a ‑tɩ. 'N ‑hʋɛ꞊ɛ nɩ, Romakʋɛ a 'kɩɩn gbagbʋ, nɔ‑ ‑bʋ pʋʋ 'mʋ ‑bati lɛ.» 
ACT.25.12	‑Tɛ Pɔlʋ pʋ 'kɩ lɛ, ‑ɛ ‑bɩ Fɛtusɩ kɔ 'a ꞊tɔpʋnyʋ 'hʋɛn‑, ʋ 'yiye 'li. ‑Tɛ ʋ 'yiye 'li, ‑ɛ ‑bɩ ʋ wɛn: «‑Tɛ ‑pʋ lɛ, ‑ɛ mɔ, ‑a mʋ Romakʋɛ a 'kɩɩn gbagbʋ, nɔ‑ ‑bʋ pʋʋ ‑mʋ ‑bati lɛ, 'a ‑tɩ, 'kɩɩn gbagbʋ a 'mʋ, nɔ‑ kɔ yɩ ‑di 'lɩ mu.»
ACT.25.13	‑Nyrɔwɩ gbi bʋ ‑hi, ‑ɛ ‑bɩ 'kɩɩn Aglipa kɔ 'a 'dɩayɩ nyrɔyu Belenisɩ 'hʋɛn‑, nʋ‑ 'ya Sesalɩdɩɔ 'kwli, 'ʋ di Fɛtusɩ yɩ ‑mɛ ‑mɔ. 
ACT.25.14	‑Tɛ ʋ ‑hi 'kɩ 'ʋ ‑nyrɔwɩ gbi, ‑ɛ ‑bɩ Fɛtusɩ lee ꞊nɛ Pɔlʋ a ‑tɩ, ɛ wɛn: «Nyiblo ꞊dʋ nɩ 'nɛ‑, Felisɩ 'yɩ꞊ɩ ꞊jɩ' ‑ha, 'ɛ ‑mu. 
ACT.25.15	‑Tɛ 'n mu la 'lɩ Jrusrɛ, Nyɩsʋa a ‑cɔhlʋnpinyʋ* gbagbɩ kɔ ‑Juukʋɛ* a ye'nanyʋ, nʋ‑ pʋ la 'mʋ 'a ‑hawi, 'ʋ lee 'mʋ, ‑ɛ mɔ, bʋ 'hrɩ 'lɩ 'mʋ wlɔn, ‑ɛ mɔ, ɛ nu dɛ ‑hʋan, ‑ɛ blɛɛ 'kʋkʋʋ yɩ. 
ACT.25.16	'N ‑hɩhɩa la ꞊nʋ klɛ, ‑ɛ mɔ, ‑a mʋ Romakʋɛ, ‑aan tete ꞊nɩɔ, 'kɩ nyiblo ‑bʋ, ʋ yɩ ‑tɩ ‑yɛɛ ‑nɩ, bʋ kɔ 'hru, bʋ ‑hɩhɩa 'a ‑tɩyɛɛnyʋ klɛ, 'kɩ 'lɩ ‑batipʋʋlɛ', 'tɩ‑ ‑a 'mʋ ‑bati 'bɛ.
ACT.25.17	‑Tɛ 'n pʋ 'kɩ lɛ, ‑ɛ ‑bɩ 'n kɔ ꞊nʋ 'hʋɛn‑, ‑a di 'nɛ‑ Sesalɩdɩɔ 'kwli. 'N 'yɩ 'lɩ ke' lɛ ‑mu, ‑tɛ ‑nyrɛ ‑nyɛ, 'nɩ mu 'lɩ ‑batipʋʋlɛ', 'nɩ lee 'na 'sɛyo, ‑ɛ mɔ, bʋ ya 'lɩ Pɔlʋ 'lɩ. 
ACT.25.18	‑Tɛ Pɔlʋ a 'mʋ, ɛ ‑nyre, ti nɩ ‑do a ti 'yri, ‑ɛ ‑bɩ 'a yraanyibli 'du ye', 'ʋ ‑tʋa 'a ‑tɩ a yɛɛlɛ. Kɛɛ, yɩnyre‑tɛblɩ a pɛpɛ ‑mʋ', 'n yɩ la 'lu ‑mɔ lɛ ‑hie, ʋ 'yɩ la꞊a 'a ꞊dedede a ‑tɩ ‑yɛɛ ‑nɩ. 
ACT.25.19	Kɛɛ, dɛ ʋ yɩ 'ʋ kɩ ‑hlee ‑nɩ, ɛ nɔ‑ mɔ, ‑tɛ ʋ ni nyɩsʋadɛ a nunuo, ɛ kɔ, nyiblo ꞊dʋ, ʋ dɛɛ ‑Yusu, ‑ɛ 'kʋ la, nɔ‑ Pɔlʋ pʋ lɛ, ‑ɛ 'hrɩ 'klɔ. 
ACT.25.20	‑Tɛ ꞊bʋ di mɔ ‑batidʋ a 'mʋ, 'a 'bɩbɛ nu, 'n 'yɩ la꞊a ‑yi. Ɛ nɔ‑ nu꞊o, 'nɩ 'bɛti la Pɔlʋ, 'bʋ mɔ, 'bʋ ‑hʋɛ la꞊a, bʋ mu la 'lɩ Jrusrɛ, ‑a 'mʋ la 'lɩ꞊ɩ ‑bati lɛ ‑pʋʋ ‑nɩ, 'kɩ 'ʋ ‑tɛblɩ a 'mʋ a ‑ta'. 
ACT.25.21	Kɛɛ, ɛ wɛn 'nɩ, ɛ ‑hʋɛ ꞊bʋ gba 'lɩ꞊ɩ ‑a mʋ Romakʋɛ a 'kɩɩn 
ACT.25.22	‑Ɛ ‑bɩ kɛ‑ 'kɩɩn Aglipa pɩ Fɛtusɩ yɩ, ɛ wɛn: «'Na 'mumu, 'n ‑hʋɛ ꞊bʋ 'wɩn 'a win.» ‑Ɛ ‑bɩ Fɛtusɩ wɛn: «‑Ŋɩŋa, ‑di ‑hʋan 'a win 'nɩ 'wɩn.»
ACT.25.23	‑Tɛ ‑nyrɛ ‑nyɛ, Aglipa a 'mʋ, ɛ kɔ 'a 'dɩayɩ nyrɔyu Belenisɩ 'hʋɛn‑, ‑tɛ ʋ yɩ nɩ di, ‑ɛ ‑bɩ nyibli ‑tʋa 'waa ‑tɩ a 'yi'bʋalɛ, 'ʋ pa 'lɩ ‑gbolugbokayu bʋ, ʋ kɔ 'sɛyo a nyibli gbagbɩ, kɔ 'dɩɔ a ye'nanyʋ 'hʋɛn‑, Fɛtusɩ 'ɛ lee nɛ 'a 'sɛyo bʋ ya꞊a Pɔlʋ yɩ, 'ʋ ya꞊a. 
ACT.25.24	‑Tɛ ɛ ‑di, ‑ɛ ‑bɩ Fɛtusɩ wɛn: «'Kɩɩn Aglipa, kɔ 'aan pɛpɛ ‑bʋ, ‑ʋ nɩ ‑tuo ‑bʋ kɩ, 'aan ‑kafinia. A yɩ nyiblo ‑bʋ 'nɩ 'ye. Ɛ nɔ‑ kɔ ‑tɩ ‑Juukʋɛ a pɛpɛ ‑mʋ', ‑ʋ nɩ 'lɩ Jrusrɛdɩɔ 'kwli, kɔ, ‑ʋ nɩ 'nɛ‑ Sesalɩ, 'ʋ ya 'mʋ ‑hawi, 'ʋ pɩ ‑cici lɛ, 'ʋ pʋ lɛ, ‑ɛ mɔ, ɛ kɔ bʋ 'kʋ. 
ACT.25.25	'Mɔ ‑bʋ, 'nɩ 'ye꞊e 'lɩ꞊ɩ ꞊dedede, bʋ nu, ‑bʋ blɛɛ 'kʋkʋʋ yɩ. Kɛɛ, ‑tɛ ɛ pʋ lɛ, ‑a mʋ Romakʋɛ a 'kɩɩn gbagbʋ, nɔ‑ ‑bʋ pʋʋ ꞊nɛ ‑bati lɛ, ɛ nɔ‑ nu꞊o, 'nɩ pʋ 'lɩ꞊ɩ 'lɩ, 'kɩ ꞊bʋ gba ꞊nɛ꞊ɛ yɩ. 
ACT.25.26	Sɛyɩ‑sɛyɩ, dɛ ꞊bʋ di 'crɩ, 'kɩ 'ʋ Pɔlʋ a 'mʋ kɩ, ꞊bʋ di ‑aan 'kɩɩn gbagbʋ yɩ gba, 'nɩ 'ye꞊e lɩ꞊ɩ. Ɛ nɔ‑ nu꞊o, 'nɩ da꞊a, ‑ɛ di꞊e nu, ɛ 'mʋ ‑mɔ lɛ na, kɩ mɔ 'a mʋ ye', sɛyɩ‑sɛyɩ kɩ mɔ ‑mɔ 'kɩɩn Aglipa ye', ‑ɛ di꞊e nu, ꞊nɩ 'bɛti꞊e, dɛ 'n di 'crɩ, 'mʋ꞊ʋ yi. 
ACT.25.27	Ɛ mɔ ‑tɛɛ, 'kɩ 'lɩ 'mʋ 'yi, ɛ 'yɩ 'ʋ lɛ ‑nɔɔ ‑nɩ, 'kɩ ꞊bʋ gba ꞊jɩklapi ‑aan 'kɩɩn gbagbʋ yɩ, 'tɩ‑ ‑tɩ ‑mʋ', ʋ yɩ ꞊jɩklapi a 'mʋ ‑yɛɛ ‑nɩ, ꞊bʋ 'yɛ nɩ ‑hɩhɩa꞊a klɛ ‑tɛɛ, 'kɩ 'lɩ 'crɩɛn 'kwli.»
ACT.26.1	‑Ɛ ‑bɩ kɛ‑ 'kɩɩn Aglipa pɩ Pɔlʋ yɩ, ɛ wɛn: «‑Wɛ 'lɩ ‑bʋ pʋ win nɩ, ‑ɛ di꞊e nu, nyibli ‑mʋ', ‑ʋ yɩ ‑mʋ ‑tɩ ‑yɛɛ ‑nɩ, ꞊mʋ ꞊nʋ ꞊wɔn ꞊tu.»
ACT.26.1	‑Ɛ ‑bɩ Pɔlʋ 'du dabʋ ye', ‑ɛ di꞊e nu, nyibli 'mʋ wien ma, ʋ 'mʋ꞊ʋ nʋa yɩ bʋ pʋ. ‑Tɛ ʋ ma wien, ‑ɛ ‑bɩ dɛ ‑bʋ, ‑ɛ mu 'lu ‑mɔ, ɛ ‑tʋa 'a klɛ‑hɩhɩalɛ, ɛ wɛn: 
ACT.26.2	«'Kɩɩn Aglipa, ‑na ‑kafinia. ‑Tɛblɩ a pɛpɛ ‑bʋ, ‑ɛ kɔ kɩ ‑Juukʋɛ* yɩ 'ʋ 'mʋ ‑tɩ ‑yɛɛ ‑nɩ, ɛ mɔ kɛ 'na plɔbleelɛ ꞊nɩɔ, 'kɩ ꞊bʋ ‑hɩhɩa kɛ ‑mɔ꞊ɔ klɛ, 
ACT.26.3	‑kɔtɩ ‑yi 'waa 'bli‑tɛblɩ kɔ 'waa 
ACT.26.4	Kʋɛ la 'lɩ 'na gblodɛ 'yie bʋ, ‑tɛblɩ a pɛpɛ, 'n nuu 'lɩ 'na 'klɔ 'nyɩ, ‑Juukʋɛ a pɛpɛ yi꞊e nɩ, ‑ɛ nu꞊o, 'kɩ 'n nɩ la 'lɩ Jrusrɛ, 'kɩ 'lɩ 'na dakɔ 'nyɩ. 
ACT.26.5	See la, 'ʋ yi la 'mʋ. 'A ‑tɩ, 'bʋ mɔ, 'bʋ ‑hʋɛ꞊ɛ, ʋ ‑wɛ 'lɩ bʋ hla꞊a nɩ, ‑ɛ mɔ, 'kɩ 'n nɩ la 'lɩ Falisi꞊tumu* a nyibli 'nyɩ. Ɛ mɔ ꞊tumu ꞊nɩɔ, ‑ɛ kɔ tete ‑hʋ, 'kɩ 'ʋ Nyɩsʋa a dɩda a ‑ta'. 
ACT.26.6	Kɩkɛ ‑bʋ, ʋ pɩɩ kɛ 'mʋ ‑bati lɛ, ‑ɛ nu꞊o, dɛ ‑mʋ', Nyɩsʋa pʋ la 'lɩ ‑aan 'baɩnʋ, ɛ di la nu, ɛ nɔ‑ 'n yɩ ‑ple, 'tɩ‑ 'n kuo ꞊wlʋ yɩ. 
ACT.26.7	Dɛ a 'mʋ, ɛ nɔ‑ 
ACT.26.8	'A mʋ ‑Juukʋɛ, dɛ‑ kɔ ‑tɩ 'a pɩ lɛ, ‑ɛ mɔ, ɛ 'yɩ 'lɩ꞊ɩ 'lɩ ‑wɛ, 'kɩ ‑ba kuo ꞊nɛ ꞊wlʋ yɩ, ‑ɛ mɔ, Nyɩsʋa di 'lɩ nyibli 'kʋkʋnyibli 'nyɩ 'nɩ ‑ha, ɛ 'mʋ ꞊nʋ 'klɔ ‑ha?
ACT.26.9	Ɛ mɔ ꞊han‑tɩ ꞊nɩɔ, 'na 'mumu, 'n 'ye la꞊a nɩ, ‑ɛ mɔ, ɛ nɔɔ 'ʋ lɛ, 'kɩ ꞊bʋ naa la 'lɩ 'a ‑nɛ ꞊dedede 'kwli, 'mʋ Nasalɛtɩ a ‑Yusu a ‑tɩ yɩ ‑wɔn. 
ACT.26.10	Ɛ nɔ‑ 'n ni la, 'kɩ 'lɩ Jrusrɛdɩɔ 'kwli. Nyɩsʋa a ‑cɔhlʋnpinyʋ* gbagbɩ, nʋ‑ ‑nyi la 'mʋ 'klɩ, 'kɩ ꞊bʋ pʋ la ‑Yusu a nyibli ‑hʋɔhʋɩ ꞊jɩ' lɛ. 'Bʋ mɔ, 'bʋ pʋ lɛ, ʋ blɛɛ 'kʋkʋʋ yɩ, ‑ɛ ‑bɩ 'na 'mumu, 'n yɩ wɛn la꞊a kɩ. 
ACT.26.11	Ɛ kɔ ti, 'nɩ ꞊tui la ꞊nʋ ꞊hɩʋɛn, 'kɩ 'lɩ Nyɩsʋa a 
ACT.26.12	«Ɛ nɔ‑ kɔ ‑tɩ, 'nɩ bi la Damasɩkʋɛhru wlɔn, 'n kɔ 'na 'bio 'hʋɛn‑. Nyɩsʋa a ‑cɔhlʋnpinyʋ* gbagbɩ, nʋ‑ ‑nyi la 'mʋ 'klɩ, kɔ, ʋ nʋ‑ lee la 'lɩ 'mʋ. 
ACT.26.13	'Kɩɩn Aglipa o, 'hru, nɔ‑ 'n nɩ la 'kɩ wlɔn, muu 'ʋ 'yrʋ bʋ nyra bʋ a ti 'yie, ‑ɛ ‑bɩ 'n 'ye ‑nyrɛ, 'ɛ ‑hɔn 'lɩ yakɔ 'kwli, 'ɛ yɩ wlɩn. 'A wɩnwlɩɩn ‑hi 'ʋ 'yrʋ a wɩnwlɩɩn nɩ, 'ɛ ꞊glaa 'lɩ ‑a mʋ, 'n kɔ 'na 'bio 'hʋɛn‑, 
ACT.26.14	‑aan pɛpɛ a 'mʋ, ꞊a bi ꞊hlɔn lɛ, 'tɩ‑ 'nɩ 'wɩn win, 'ɛ yɩ 'lɩ 'mʋ ‑mɔ ‑hlee ‑nɩ, 'kɩ 'lɩ ‑Juukʋɛwin 'kwli, ‑ɛ mɔ: Sɔlʋ o, dɛ‑ kɔ 'mɔ ꞊tui ꞊hɩʋɛn 'lɩ? ‑Wɛn 'mʋ yɩ, ꞊wɩ yɩ, ‑tɛ bli ni, 'ɛ ‑wɛn 'a kʋkɔnyɔ a kotu yɩ. Kɛɛ, 'kɩ 'lɩ dadʋke 'kwli, ‑nii 'lɩ꞊ɩ. 
ACT.26.15	‑Ɛ ‑bɩ 'n 'bɛti nɩ: Nyiblo a 'dɩ ‑bɩ ‑mɔ 'lɩ? ‑Ɛ ‑bɩ Kʋkɔnyɔ ꞊tu 'mʋ ꞊wɔn, ɛ wɛn: 'Mɔ ‑Yusu ꞊nɩɔ, ꞊tui ꞊hɩʋɛn. 
ACT.26.16	Kɛɛ, 'du ye', ‑bʋ nyra bʋ. 'N 'hrɩɩ ‑mʋ yɩ, ‑ɛ di꞊e nu, 'mʋ ‑mʋ 'na ‑kʋannunyɔ ‑mɔ nu, dɛ ‑bʋ, ꞊ye kɛ, ɛ kɔ ‑tɛblɩ ‑bɩ ‑mʋ', 'n di ‑mʋ ‑tɔɔ ‑nɩ, ꞊mʋ 'a ‑tɩ ‑mɔ lɛ na, 'kɩ 'ʋ nyibli yɩ. 
ACT.26.17	'N kɔ ꞊bʋ tɛ 'lɩ ‑mʋ 'na dakɔ ‑Juukʋɛ ‑mɔ, ɛ kɔ dakɔ ‑mʋ', ‑ʋ 'yɩ ‑Juukʋɛ 'pa‑. 'Bʋ mɔ, ꞊nɩ mu 'lɩ ꞊nʋ 'nyɩ, 'n kɔ ꞊bʋ ꞊tu ‑mʋ 'yie. 
ACT.26.18	'N di ‑mʋ 'nɩ le, ꞊mʋ꞊ʋ nu, ʋ 'mʋ 'mʋ yru, kɔ, ꞊mʋ 'lɩ ꞊nʋ halɔ 'nyɩ ‑ha, ꞊mʋ 'lɩ ꞊nʋ ‑nyrɛ yɩ gba, kɔ, ꞊mʋ 'lɩ ꞊nʋ 'kuo ‑hʋɩn* a nyiblo gbagbʋ 
ACT.26.19	‑Ɛ ‑bɩ kɛ‑ Pɔlʋ pɩ 'kɩ de, ɛ wɛn: «'Kɩɩn Aglipa, ‑Yusu ‑mʋ', ‑ɛ 'hrɩɩ 'mʋ yɩ, ‑ɛ yɩ la 'lɩ 'mʋ ‑mɔ ‑hlee ‑nɩ, ɛ nɔ‑ 'n ꞊tuu 'ʋ. 
ACT.26.20	Yɩ‑hɛnyibli, 'n hlee 'lɩ ‑mɔ, ʋ nʋ‑ mɔ nyibli ‑mʋ', ‑ʋ nɩ 'lɩ Damasɩdɩɔ 'kwli, kɔ nyibli ‑mʋ', ‑ʋ nɩ 'lɩ Jrusrɛ, 'tɩ‑ 'nɩ hlee 'lɩ nyibli a pɛpɛ ‑mʋ' ‑mɔ, ‑ʋ nɩ 'lɩ Sudeblʋgba 'kwli, ɛ kɔ dakɔ a nyibli ‑mʋ' 'hʋɛn‑, ‑ʋ 'yɩ ‑Juukʋɛ* 'pa‑. Nyibli a 'mʋ, 'n lee ꞊nʋ nɩ, 'kɩ bʋ hie 'ʋ 'waa ‑tɛblɩ 
ACT.26.21	‑Tɩ a 'mʋ, ɛ nɔ‑ 'n yɩ nyibli ‑lee ‑nɩ. Ɛ nɔ‑ kɔ ‑tɩ ‑Juukʋɛ a nyibli gbagbɩ 'ʋ klɔ 'mʋ, 'kɩ 'lɩ Nyɩsʋa a 
ACT.26.22	Kɛɛ, Nyɩsʋa, nɔ‑ ꞊tu 'mʋ 'yie ‑tutu, 'nɩ yɛ kɛ ‑nyrɔwɔ ‑bʋ kɩ, 'nɩ 'tɩɛ nɩ mɔ, ‑tɩ ‑mʋ', 'n ‑yi, 'kɩ 'ʋ ‑Yusu kɩ, 'mʋ꞊ʋ hla, 'kɩ 'ʋ nyibli ‑mʋ', ʋ 'yɛ nɩ daa nyibli yɩ, kɔ 'kɩ 'ʋ nyibli gbagbɩ yɩ ‑wɛ. ‑Tɩ ‑mʋ', Nyɩsʋa a winwlɔn‑hanyʋ* kɔ 
ACT.26.23	‑Tɩ a 'mʋ, ɛ nɔ‑ ‑bʋ: Wanyɔ ‑mʋ', Nyɩsʋa pʋ la lɛ, ɛ di la ya, ɛ kɔ bʋ 'ye ꞊hɩʋɛn, 'tɩ‑ ɛ 'mʋ 'kʋ. Ɛ nɔ‑ kɔ ‑bʋ mɔ yɩ‑hɛnyiblo, ‑bʋ ‑hɔn 'lɩ 'kʋkʋnyibli 'nyɩ, ‑bʋ 'hrɩ 'klɔ. Ɛ nɔ‑ di ‑Juukʋɛ ‑nyrɛ ‑nyi, ɛ kɔ dakɔ ‑mʋ' 'hʋɛn‑, ‑ʋ 'yɩ ‑Juukʋɛ 'pa‑.»
ACT.26.24	‑Tɛ Pɔlʋ ni 'pʋplɛ lɛ, ‑ɛ ‑bɩ ‑gʋlʋnʋma Fɛtusɩ 'yaa 'lɩ win, ɛ wɛn: «Pɔlʋ, ‑na 'lu ‑hɔn 'ʋ 'hru wlɔn. 'Crɩɩn, ꞊nyɩ, ɛ ‑hʋ nɩ dɩakɩ. Ɛ nɔ‑ ‑hɛ 'ʋ ‑na 'lu 'hru wlɔn.» 
ACT.26.25	‑Ɛ ‑bɩ Pɔlʋ wɛn: «Nyɩbɛyu gbagbʋ Fɛtusɩ o, ‑na ‑kafinia. 'Na 'lu 'yɩ 'ʋ 'hru wlɔn ‑hɔn. ‑Tɩ ‑bʋ, 'n hlɛ, ɛ mɔ ‑tɩ a ‑tɛɛ ꞊nɩɔ, ɛ kɔ 'ʋ nɩ. 
ACT.26.26	‑Tɛblɩ a pɛpɛ ‑bʋ, ‑kɔtɩ 'n hlɛ, 'kɩɩn Aglipa yi 'a pɛpɛ nɩ. 'A ‑tɩ, hʋannʋ 'nɩ ‑nu꞊o 'mʋ, 'nɩ yɩ mɔ ꞊nɛ꞊ɛ yɩ nɩ ‑hlɛɛ ‑nɩ. 'Nɩ ‑hli꞊e lɩ꞊ɩ ꞊dedede 'yi kɩ. 'N yi꞊e nɩ ‑tɛɛ, ‑ɛ mɔ, ɛ yi ‑tɛblɩ a pɛpɛ a 'mʋ, ‑ɛ mu 'lu ‑mɔ nɩ, 'kɩ 'ʋ ‑Yusu a ‑ta', ‑ɛ nu꞊o, ‑tɛblɩ a 'mʋ, ‑ɛ mu 'lu ‑mɔ, 'a ꞊dedede 'yɩ ‑hli, 'kɩ 'ʋ ‑tɩtɛ ꞊dʋ. 
ACT.26.27	'Kɩɩn Aglipa, ꞊bɩ ‑tɩ ‑mʋ', Nyɩsʋa a winwlɔn‑hanyʋ* ‑hla, ‑pʋ꞊ʋ ꞊han‑tɩ? 'N yi꞊e nɩ, ‑ɛ mɔ, ‑pʋ꞊ʋ ꞊han‑tɩ.» 
ACT.26.28	‑Ɛ ‑bɩ Aglipa ꞊tu꞊o ꞊wɔn, ɛ wɛn: «Ɛ 'yɩ 'lɩ ti ‑hʋɔhʋɩ ꞊dʋ 'lɩ ‑hie, ꞊mʋ꞊ʋ nu, 'mʋ꞊ʋ ‑hʋa, 'kɩ ꞊bʋ ‑hɛ ‑Yusu 'Klɩsʋ a nyiblo.» 
ACT.26.29	‑Ɛ ‑bɩ Pɔlʋ wɛn: «'Ye ꞊bɩɩ ɛ mɔ ‑tɛ ti nɛ ‑bʋ, 'ye ꞊bɩɩ ɛ 'yɩ ‑tɛ ti nɛ ‑bʋ 'pa‑, 'n dɛ Nyɩsʋa nɩ, 'kɩ 'ʋ ‑na ‑ta', ɛ kɔ 'kɩ 'ʋ nyibli a pɛpɛ ‑bʋ, ‑ʋ pɩ 'mʋ nʋa yɩ bʋ a ‑ta', ‑ɛ di꞊e nu, ‑tɛ 'n nɩ 'mʋ, ʋ 'mʋ 'mʋ lɛ nɩ ‑wɛ. Kɛɛ, ʋ 'nɩ 'pʋʋ 'lɩ ꞊nʋ ꞊jɩ' lɛ.» 
ACT.26.30	‑Tɛ Pɔlʋ pʋ 'kɩ lɛ, ‑ɛ ‑bɩ ‑gʋlʋnʋma bi 'lɩ yɩ, 'kɩɩn, kɔ 'a 'dɩayɩ nyrɔyu Belenisɩ 'hʋɛn‑, kɔ nyibli a pɛpɛ ‑mʋ', ‑ʋ nɩ 'ʋ ‑tuo a 'mʋ kɩ, ʋ 'du ye', 
ACT.26.31	'ʋ bii yɩ, ‑ɛ ‑bɩ kɛ‑ ʋ pɩ: «Nyiblo ‑bʋ, ɛ 'yɩ ꞊dedede ‑nu, ‑ɛ blɛɛ 'kʋkʋʋ kɔ ꞊jɩ 'hʋɛn‑ yɩ.» 
