GEN.1.1	Talfut kese ding dim bakate, Sunbin-Got e abiil so kawin so mesesem alik alik be kilkese kale. 
ACT.11.18	Em yangse ding dim bakate, ka biliw kunum i Fita em yangse weng be kiliko, “Be ken ati kai!”, angeko, eso ibolow ki kesomi, Sunbin-Got em wiin fian daolewko, bokolomeliw: “Isalael kawtiw num ibik biliw kawtiw biim dulum elo nu kame kilele kal keluwete: Nimin kawtiw ite mak ibolow famdeko, Sunbin-Got elo ‘Fein!’, dangiw tewe, kanekabiliw kunum waneng bi fein finik so bin kulokoliw kai!”, angsiliw kale.
ACT.11.19	Beli, Stiben em asiliw ding dim kabalak e, kawtiw i Yesus em angin mali mak ikal yenomin ibolow kesiliw kasike, i fonsangin unsiliw kale. Mali mak i Fonisia aneng kalo uniwi, mali mak i okgung Saibulus aneng kalo uniwi, iti mali mak i Antiok abiw mutuk fian kalo unsiliw kale. Im fonsengeko, unsiliw ding dim bakate, i Yesus em Weng Kal Ken Ati be Suda kunum waneng ite kuw bakayem tem bakayem tem unsiliw kale.
ACT.11.20	Unsiliw kate, mali Saibulus okgung kawtiw so, Sailini kawtiw so, fein ibolow so kunum waneng bi Antiok abiw mutuk fian kalo uneko, Isalael kawtiw im ibik biliw kawtiw biilo Kamok Fian Yesus em Weng Kal Ken Ati be bakayem tem bakayem tem unsiliw kale. 
ACT.11.21	Unbomeliwi, Kamok Fian e im yangbiliw weng be auk so kitil so kelewei, kawtiw mak banso im weng be kilisomi, ibolow famdeko, Kamok Fian elo “Fein!”, dangsiliw kale. 
ACT.11.22	Kaneko beli, Selusalem abiw mutuk fian ka biliw Yesus em angin i im dulum elo kaneyemse sang be kiliko, Balnabas elo Antiok abiw mutuk fian kalo dabalasiliw kale.
ACT.11.23+ACT.11.24	Balnabas be kukuw ken so kunum ete kale. Em fein ibolow e kitil kesomelei, Sunbin-Finik e em ibolow mutuk be wense kasike, e kunum waneng banban mak Kamok Fian em mit elo yemde telei, i em angin kesiliw kale. Keyemiwi, Balnabas e yetemete: “Sunbin-Got e kunum waneng biilo ibolow folok duyembe kai!”, angeko, yetemse kasike, e kakat fian kesomi, kewkew weng bokoyemomele: “Kamok Fian elo kilele net kelewko, atin kuw gelewemoliwka!”, yangse kale. 
ACT.11.25	Yangeko, Talsus abiw mutuk fian kalo Sol elo fenem unse kale.
ACT.11.26	Uneko, elo atemse ding dim bakate, e elo Antiok abiw mutuk fian kalo debele talse kale.
ACT.11.26	Keko beli, aso i itol makmak ding ka kel bomeliwi, Antiok abiw mutuk fian kasel ilo Sunbin-Got em Weng Kal Ken Ati be kukuyembisiliw kale.
ACT.11.26	Kaem ding dim bakate, emisik ding e, mali kawtiw i Yesus em angin ilo kikis wiin “Kilisten
ACT.11.27	Bakalem ding dim bakate, mali Sunbin-Got em bontem dim bakamin kunum i Selusalem abiw mutuk fian koleweko, Antiok abiw mutuk fian elo talsiliw kale. 
ACT.11.28	Kunum biim kunum mak em wiin e Agabus ete kale. E moko, Sunbin-Finik em weng mak bokoyemomele: “Sowem ding kabalak e, aneng aneng alik alik angom kale olfut fian mak keloke te.”, angse kale. Angei, Ulom em emisik kamok fian Klodius em kamok kese ding dim kabalak e, em yangse weng be fein dem so kelei, olfut be kese kale.
ACT.11.29	Keko beli, Antiok abiw mutuk fian ka kel alenaliw Yesus em gelewkabiliw kunum waneng i weng kitokoko, bokolomeliw: “Nu Sudia aneng fian ka biliw nakunum kusel ilo dokoyemoluwka!”, angeko, bokolew bokolew kesomi, ikalem beem ki dabalayemomin eisneng eisneng mak dukuyemsiliw kale. 
ACT.11.30	Dukuyemsomi, i Balnabas so, Sol so, aso ilo yemdaliwi, aso i uneko, dukuliw eisneng be Yesus em kak gelewkabiliw kunum im teing dim duyemsiliw kale.
ACT.12.1	Beli, kaem ding dim bakate, emisik kamok Agliwba Kelot
ACT.12.2	Duyemeko, Sion em fik Sekow
ACT.12.3	Kuanei, e atemete: ‘Mali Yesus em gelewinba kekabiliw Suda kawtiw i em kanele be ibolow kelewiw kai!’, angse kasike, ^belet wanin fasulinba wanakabiliw ding dim bakate, Kelot e akalem wonuk so kunum mak ilo weng mak bokoyemei, i uneko, Fita elo aulewko, 
ACT.12.4	sok am tem da kolewomin unsiliw kale. Keko beli, Kelote e ibolow fukunomele: “^Abanggayemse Ding dim banimoke ding dim kabalak e, ne elo debele teleko, kawtiw im kiin dim kel geelewboki te.”, angeko, elo kalun kel wonuk so kunum mak im teing dim dalei, i elo sok am tem da kolewsomi, kilele kutesiliw kale.
ACT.12.5	Kanese ding dim be, Yesus em gelewkabiliw kunum waneng i kutiliw banim taw banim diwkuw diwkuw Sunbin-Got elo weng bokolewomeliw: “Ku Fita elo dokolew kemolewka!”, dangsiliw kale.
ACT.12.6	Kelot em Fita elo geelewomin ding em kutiliw mutuk ding dim bakate, Fita e alew wonuk so kunum mak im mutuk ka kel akalse kale. Akalem teing so, wonuk so kunum alew biim teing so, alik alik biim teing be makuw sok kitil nam so net kelewsiliw kale. Kelewsomeliwi, wonuk so kunum alew mak ikati sok am tem beem abisom kut elote mosomi, ka kel kutesiliw kale.
ACT.12.7	Kaneko beli, Kamok Fian em dabalakamin finik mak fiteweko, akalem be abin beelo ailbin so ailse kale. Aileko, Fita elo teing bakabaka keleweko, bokolewomele: “Ku fongate akate teina!”, dangei, Fita em teing dim net kelewbiliw sok kitil nam be emikel kuw gulas kuminse kale. 
ACT.12.8	Gulas kuminei, Sunbin-Got em dabalakamin finik be elo bokolewomele: “Ku moko, ilim so, yan aom so, asolow ilim so, alik alik be minggisomi, nelo nenggelewa!”, dangse kale. 
ACT.12.9	Dangei, Fita e weng be kiliko, elo geleweko, fein kut unse kale. Kut unse kate, em kanelewse eisneng beem dulum elo “Sak kiin dem kebi kai!”, angse kale. 
ACT.12.10	Keko beli, aso im uneko, emisik kutebiliw wonuk so kunum so, ibik kutebiliw wonuk so kunum iso, alik alik im mobiliw dim bakiyemeko, sok am tem em fefe abisom kitil nam sel em mit mewso talsiliw ding dim bakate, abisom be emikel kuw busulei, aso i sak kut elo unsiliw kale. Aso biim kut elo uneko, imikel kuw deiwkim ka unbiliw ding dim bakate, fongate akate Sunbin-Got em dabalakamin finik be Fita elo iti koleweko, unse kale.
ACT.12.11	Kaneko beli, Fita em iti kilele ibolow fukunin kuluse ding dim bakate, e bokolomele: “Kame ne atin kuw kal kelite: Nem Kamok Fian e akalem dabalakamin finik mak dabalalei, e teleko, nelo dokonemse kasike, emisik kamok fian Kelot so, mali Suda kawtiw iso, alik alik im ‘Fita elo kanelewokoluw te!’, ange ange kebiliw weng be sakoke te.”, angse kale.
ACT.12.12	Kaem ding dim bakate, fein ibolow so kunum waneng banban mak i Sion Mak em auk Malia um am ka kel bongguko, Sunbin-Got eso weng bakabiliw kasike, Fita e yat biim am kalo unse kale. 
ACT.12.13	Ka uneko, em ka wensansiliw kunum waneng im am biliw abisom dim feiwse ding dim bakate, weng afak waneng Oloda u abisom busulomin unsu kale. 
ACT.12.14	Uneko, kililute: “Fita akalem weng kele kai!”, angomi, kiliko, am buselinba kesu kate, kakat fian mak kesomi, iti am kawtem elo yako unesomi, gaanomelu: “Yakai! Fita e abisom dim teleko, mobe te!”, yangsu kale. 
ACT.12.15	Yangui, i ulo bokoumomeliw: “Mamtel ibolow kulew sako?”, wangsiliw kate, u kitil keko, bokoyemomelu: “Babo! Fein weng bakabi te!”, yangui, i bokolomeliw: “Fita em sawkal ete sako?”, ange ange kesiliw kale. 
ACT.12.16	Kesiliw kate, Fita e diwkuw diwkuw abisom dim kel gogo kebelei, fe kabalak e, i uneko, am busok keleweko, fein atemiwte: “Fita e abisom mobe kai!”, angeko, atemomi, yol angsiliw kale. 
ACT.12.17	Beli, Fita em iso makuw am kawtem elo unse ding dim bakate, e teing fakmiw keyemei, i kimi angiwi, e akalem dulum em kane kembe eisneng be ilo bokoyemomele: “Kamok Fian e nelo dokonemei, ne sok am tem be koleweko, kaleelo tele kembi te.”, yangse kale. Yangeko, ilo bokoyemomele: “Sekow
ACT.12.18	Aneng danse ding dim bakate, wonuk so kunum i atemiwete: “Fita banim kembe kai!”, angeko, yol angeko, finganin fian mak kulusiliw kale.
ACT.12.19	Keko beli, Kelot e wonuk so kunum ilo bokoyemomele: “Yu uneko, Fita elo fenem yak yak unina!”, yangse kate, i elo ateminba kesiliw kasike, e wonuk so kunum biilo kilele diwyemeko, “Kane kembe sang be kilele bokonemina!”, yangeko, ilo geeyemeko, “Yeniw kano, kuanina!”, yangeko, akalem am dim Sudia aneng fian be koleweko, Sisalia abiw mutuk fian kalo uneko, ka kel alenale kale.
ACT.12.20	Beli, emisik kamok Agliwba Kelot beem ka kel alenale ding dim bakate, e Saidon so, Tail so, abiw mutuk fian alew biim kasel ilo kaisuw fian mak keyemse kale. Kaisuw keyembe kasike, abiw mutuk fian biim kasel i ibolow fukuniwete: “Num wanin soul kulamin deng e Kelot em alakabe dim aneng kel kasike kame, nu uneko, nuso eso menew ibolow weng mak bokoluma!”, angsiliw kale. Angiwi, mali kunum mak uneko, Balastus em fukun unsiliw kale. Balastus e wiin ken so kunum kebomi, emisik kamok Kelot beem akalkemin am beem atebe kunum ete kale. E im menew weng be kiliko, “Feinka!”, yangeko, dokoyemse kale. 
ACT.12.21	Dokoyemei, Kelot e ding mak kitokoko, “Beem ding dim kabalak e, kitakamin weng mak bokolokoluw te!”, yangse kale.
ACT.12.21	Yange, beem ding dim bakate, kawtiw alik alik i em mit mewso teliwi, Kelot e emisik kamok em kait atite minggisomi, akalem teinkemin abin ayem dim ka kel teineko, weng fian mak duyemse kale. 
ACT.12.22	Em weng yangse ding dim bakate, ka biliw kawtiw i kiliko, gaanomeliw: “Yakai! Kun so kal so kunum em weng atew bate! Got mak em weng emdiw angbe kai!”, angenaliw kale. 
ACT.12.23	Kate, im angsiliw ding dim bakate, fongate akate Kamok Fian em dabalakamin finik mak Kelot elo yakok kelewei, e wakamin fian mak kuko, anggus so, kasen so, alik alik i elo ful wane kolewei, e kuanse kale. Nimtew angom? Kelot e Sunbin-Got em wiin daolewinba keko, akalem wiin ete kuw daolewse kasike.
ACT.12.24	Beli, Sunbin-Got em weng be kitil keko, aneng aneng angom biliw kasel i elo kiliko, gelewemaliw kale.
ACT.12.25	Beli, kaem ding dim bakate, Balnabas so, Sol so, aso i Selusalem abiw mutuk fian be iti koleweko, Antiok abiw mutuk fian kalo unsiliw kale. Selusalem abiw mutuk fian ka kel, i Antiok abiw mutuk fian em Yesus elo gelewkabiliw kunum waneng im bongguko, dukuyemsiliw eisneng be Selusalem abiw mutuk fian em Yesus elo gelewkabiliw kunum waneng im kak kunum im teing dim da koyemsomi, iti talsiliw kale. Kaem ding dim bakate, i Sion Mak eso makuw unsiliw kale.
ACT.13.1	Keko beli, Antiok abiw mutuk fian kaem sios kunum waneng biim mutuk e teingabi kel kunum mak alenaliw kale. Kunum bi Sunbin-Got em bontem dim bakamin kunum kesomi, em Weng Kal Ken Ati be mali ilo kukuyemkabiliw kunum keko, alenaliw kale. Kunum biim wiin e kanekote:
ACT.13.1	mak e Balnabas e,
ACT.13.1	mak e Simeon Nigel e,
ACT.13.1	mak e Sailini abiw mutuk fian kayak Ilusius e,
ACT.13.1	mak e Sol e,
ACT.13.1	mak e Manain ete kale. Manain so, emisik kamok Antibas Kelot eso, aso im aul dim dak akate, i ken kunum ke alenaliw kale.
ACT.13.2	Keko beli, deiw mak ding mak kabalak e, sios kunum waneng biim Sunbin-Got em wiin fian daolewsomi, wanin tokoko, kolewsiliw ding dim bakate, Sunbin-Finik e bokoyemomele: “Ne Balnabas so, Sol so, aso ilo nakalem wiin so amkoko, ‘Nem aluwbamin kenemoliwka!’, yangbi kasike, yu aso ilo beem dulum elo mo koyemoliwka!”, yangse kale.
ACT.13.3	Yangei, i wanin tokoko, kolewsomi, Sunbin-Got eso weng bokosomi, ikalem teing e aso im dim dukuko, bamki so keyemeko, aso ilo yamdasiliw kale.
ACT.13.4	Sunbin-Finik em aso ilo yamdase ding dim bakate, aso i uneko, Selusia abiw mutuk fian uneko, ^siw fian mak kuluko, Selusia abiw mutuk fian koleweko, okgung Saibulus aneng kalo unsiliw kale. 
ACT.13.5	Im okgung Saibulus talsiliw ding dim bakate, i Salamis abiw mutuk fian kalo uneko, Suda im wensankabiliw am kawtem elo Sunbin-Got em weng be bakayem tem unsiliw kale.
ACT.13.5	(Kaem ding dim bakate, kunum mak em wiin e Sion Mak e aso ilo dakayem diliko, unse kale.)
ACT.13.6	Keko beli, i Salamis abiw mutuk fian iti koleweko, okgung be digeko, Bafos abiw mutuk fian kalo talsiliw kale. Ka teleko, Suda kawtiw im selew selew kunum mak em wiin e Bal-Yesus elo atemsiliw kale. Gilik im weng sin e beem wiin mak e Elimas ete kale. 
ACT.13.7	E aneng beem kamok kunum Selgius Faulus em akunum kese kale. Kate, kamok kunum be ibolow fukunin ken so kunum ke alenale kale. E Balnabas so, Sol so, aso ilo gaayemeko, bokoyemomele: “Yu nelo Sunbin-Got em weng bokonemina!”, yangse kale. 
ACT.13.8	Kate, selew selew kunum be ibolow fukunomele: “Nakunum be kanelom Yesus elo gelewin kunum keloke te!”, angeko, aso im weng dawkatiko, koyemse kale. 
ACT.13.9	Beli, Sunbin-Finik e Sol (mak em wiin e Fol) em mutuk gekei, e Elimas elo kiin sen so doung atemeko, 
ACT.13.10	weng kitil weng mak bokolewomele: “Seten-Ataanim em min kutaka! Ku ibolow sili sili nam so, ibolow bangbang so gek kokembe kunum kute te. Diwkuw diwkuw ku ken eisneng elo maka kelewkabelew kunum kesomi, Sunbin-Got em deiw kiol ati be diwkuw diwkuw fimdi famde keleweko, kasi kolewkabelew kunum kute te. 
ACT.13.11	Kame kilila! Kamok Fian em teing kitil nam e kom kiin elo kasi kokemoke te. Kokemei, sukum ding mak kiin milil kekemei, ataan kais be nam atemew te!”, dangse kale. Dangei, fein, yukam atew mak em kiin milil kelewei, e teifuluko, “Ibo! Mak kunum mak teleko, nem teing nauleko, deiw kukunemoka!”, angeko, olse kale.
ACT.13.12	Olei, kamok Selgius Faulus e kanese be atemeko, fein ibolow kese kale. Nimtew angom? E Kamok Fian em kukuyemin weng beem kitil atemeko, yol angse kasike.
ACT.13.13	Beli, Fol so, akalem akunum kusel iso, alik alik i Bafos abiw mutuk fian be kolewsomi, ^siw mak kuluko, Bamfilia aneng fian em abiw mutuk fian Belga kalo unsiliw kale. Ka kel e, im akunum Sion Mak e ilo koyemeko, iti Selusalem abiw mutuk fian kalo unse kale.
ACT.13.14	Em ilo koyem unse ding dim bakate, aso i Belga abiw mutuk fian iti koleweko, Bisidia aneng fian em abiw mutuk fian Antiok kalo unsiliw kale. Ka unesomi, Suda kawtiw im finengdakamin ding Sabat kese ding dim bakate, aso i Suda kawtiw im wensankabiliw am kawtem elo uneko, ka kel teinsiliw kale. 
ACT.13.15	Teinbiliwi, mali kunum i Moses em kukuyemin fut so, mali Sunbin-Got em bontem dim bakayemin kunum mak im fut so, fut alew be teing bokosiliw kale. Keko beli, wensankabiliw am beem kak yetebiliw kunum i mali kunum mak yamdaliwi, i Fol so, em akunum kumel eso, aso biim mit teleko, bokoyemomeliw: “Nakunum kusel yutaka! Aso yom dim e temtem weng mak be tewe, yu kame teleko, kunum waneng nulo bokoyemoliwka!”, yangsiliw kale. 
ACT.13.16	Yangiwi, Fol e fokfok moko, teing so fakmiw fakmiw keyemei, im kimi tete angsiliw ding dim bakate, e weng mak bokoyemomele:
ACT.13.16	“Isalael kawtiw kunum waneng yuso, num ibik biliw kawtiw yuso, alik alik Sunbin-Got em wiin daolewkabiliw kunum waneng yutaka! Yu nem weng kale kilele wosulina!
ACT.13.17	Isalael kawtiw num Sunbin-Got e nukalem awalik kumel ilo akalem wiin so amkose kale. Keko beli, im ikalem kawin kolewko, Isiw aneng fian elo uneko, ka kel alenaliw ding dim bakate, Sunbin-Got e ilo bamki so keyemeko, kunum mongom so keyemse kale. Keyemsomi, akalem kitil ete ilo iti kuluko, yemde unse kale.
ACT.13.18	Yemde unei, im 40 kel itol keko, kawtiw banim, ok banim aneng tiow dim ka kel kakameliw ding dim bakate, e im kukuw wa be ateminba tew kesomi, ilo menew ibolow kukuyemeko, yetemalenale kale.
ACT.13.19	Keko beli, Kenan aneng fian ka kel e, Sunbin-Got e ben kel kunum mongom mak im muluwel dow yeneko, ikalem kawin be Isalael kawtiw nulo atin kuw fan atew duyemse kale.
ACT.13.20	Kaneko eisneng beem kanese ding dim bakate, 450 kel itol atew kese dim ete kale.
ACT.13.20	Keko beli, Sunbin-Got e Isalael kunum waneng nulo diwyemin kak kunum banban mak duyemse kale. Diwyemin kunum biim fefe e Sunbin-Got em bontem dim bakamin kunum Samuel ete kale.
ACT.13.21	Kaem ding dim bakate, kawtiw i gaaneko, bokolomeliw: ‘Nu emisik kamok fian mak kulomin ibolow keluma!’, angsiliw kasike, Sunbin-Got e im gaanin be kiliko, im emisik kamok fian Sol elo mo kolewse kale. Sol be Benyamin em mulki Kis em min ete kale. Keko beli, e emisik kamok kebelei, uneko, 40 kel itol kese kale.
ACT.13.22	40 kel itol banimse ding dim bakate, Sunbin-Got e Sol beelo sak kulu koleweko, Debit elo Isalael kawtiw im emisik kamok fian kelewse kale. Keleweko, bokolomele: ‘Nakalem ete Sesi em min Debit beelo atemite: E nem ibolow fukunin gelewkabe kunum angomi, nem weng bokolewkabi weng alik alik be kilele aluwko, gelewkabe kunum ete te!’, angse kale.
ACT.13.23	Angeko, Sunbin-Got e ‘Kaneloki te!’, angse weng kitil mak Isalael kawtiw nulo bokoyemomele: ‘Deiw mak ding mak, ne Debit em mulkis mak yuso amkoko, koyemoki te. Kunum be yulo yemdeko, finik so bin kulomin deiw ka kel mo koyemoke te.’, yangse kale. Yangeko, Yesus elo dabalase te.
ACT.13.24	Em teleko, kawtiw im kiin dim fitewinba kese ding dim bakate, Sion emisik Isalael kawtiw alik alik nulo weng mak bakayem tem bakayem tem teleko, bokoyemomele: ‘Ibolow famdeko, sili sili kukuw kolewboliwka! Kolewiwi, ne yulo ok da koyemoki te!’, yangse kale.
ACT.13.25	Yangei, em aluwbamin be mewso banimse ding dim bakate, e bokolomele: ‘Yu ibolow fukuneko, bokolomeliw: ‘Ne yom ding fen alakabiliw kunum ^Mesaya nete te!’, nangeko, ibolow fukunkabiliw sako? Kate yu kililina! Nemteben toloke kunum be auk so kitil so kamok fian keloke kasike, ne ki keko, elo dokoleweko, em yan aum sok e ne nam sileli te.’, yangse kale.
ACT.13.26	Kame, Abalakam em muluwel dow so, Isalel num ibik biliw kawtiw yuso, alik alik yu Sunbin-Got em wiin daolewkabiliw nakunum kumel yutaka! Nulo dokoyemomin beem dulum elo Sunbin-Got em Weng Kal Ken Ati be talse kate, 
ACT.13.27	Selusalem abiw mutuk fian kasel so, ikalem kak yetebiliw kunum iso, alik alik i Yesus elo kilele atemeko, dolon kelinba kesiliw kasike, i elo ibolow wa keleweko, geelewsiliw te. Geelewsiliw kasike, im Sabat fingendakamin ding dim fut tem bakameliw weng be fein dem gilase kale. Nimtew angom? Sua kel akate, Sunbin-Got em bontem dim bakamin kunum i bokolomeliw: ‘I Mesaya elo aliwi, e kuanoke te!’, angsiliw kasike.
ACT.13.28	Feinka! I elo mongom banim so akate geeleweko, kak kunum Failat elo bokolewomeliw: ‘Elo alew kano, e kuanoka!’, dangsiliw te.
ACT.13.29	Dangesomi, elo ais dim sil bikiko, aliwi, e kuanse te. Kuanei, mali kunum mak em fom be debeleko, kawin tem dawkusiliw kate,
ACT.13.30	Sunbin-Got e elo fomkamin dim elo dawkalfolse te. 
ACT.13.31	Keko beli, ding banban ding mak kelei, mali Yesus eso Galili aneng koleweko, Selusalem abiw mutuk fian kawtem elo uneko, eso makuw kakameliw kunum waneng i elo iti kiin so atemeko, Suda kawtiw ilo bakayem tem bakayem tem unakabiliw te.
ACT.13.32	Feinka! Nu yulo Sunbin-Got em num awalik kumel ilo ‘Kaneloki te!’, yangse Weng Kal Ken Ati be bakayem talbuluw te. 
ACT.13.33	Weng Kal Ken Ati be kanekote: Sunbin-Got em nukalem awalik kumel ilo ‘Kaneloki te!’, yangse weng be num dim fein dem so keko, dem gilase te. Nimtew angom? E Yesus elo fomkamin dim elote dawkalfolse kasike. Kanese be, auk teben sim Sim Fut tem beem weng be ki kelewkabe te. Weng be bokolomele:
ACT.13.33	‘Ku nakalem min te.
ACT.13.33	Kame akate, ne kom kalew kebi te.’,
ACT.13.33	angakabe te.
ACT.13.34	Yu kililina! Sunbin-Got e Yesus elo fomkamin dim elote dawkalfolse kasike, Yesus e fomkamin ka kel kiloninba kese te. Kate kame, e diwkuw diwkuw finik so be te. Sunbin-Got e beem dulum elo bokolomele:
ACT.13.34	‘Nem emisik kamok Debit elo dulewsi fein so, sen banim so, bamki be
ACT.13.34	yulo akati duyemoki te.’,
ACT.13.34	angse kale.
ACT.13.35	Angeko, ^Mesaya em dulum elo iti bokolomele:
ACT.13.35	‘Sunbin-Got e akalem wiin so amkose kunum elo nam fomkamin dim kabalak kel kolewei, e kilone te.’,
ACT.13.35	angse kale.
ACT.13.36	Yu kilele kililina! Emisik kamok Debit em finik so bise ding dim bakate, e Sunbin-Got em weng kiliko, gelewemale kunum ete kale. Kate, e kuanei, i elo akalem awalik kumel im fomkamin tem mewso ka kel dawkuliwi, em fom be fein kilonse kale. 
ACT.13.37	Kilonse kate, Sunbin-Got e Yesus elo fomkamin dim elo dawkalfolei, e kawin tem ka kel kiloninba kese te.
ACT.13.38	Nakunum kumel yutaka! Num bakayembuluw Weng Kal Ken Ati kale kilele kililoliwka! Moses em kukuyemse weng be yom ibolow sili sili nam beem sen e kilele banim keyeminba kese kate, Yesus e yom sili sili kukuw beelo sak misim kuw atin kuw kulu koyemeko, yulo fein dokoyemoke te. 
ACT.13.39	Kasike, nimin kunum waneng ite mak kunum Yesus beelo ‘Fein!’, dangiw tewe, e ilo Sunbin-Got em kiin dim e, kiol kuw sen so banim kunum waneng keyemkabe te.
ACT.13.40	Yu kilelbiko, boliwka! Mesik esik Sunbin-Got em bontem dim bakamin kunum im yangenaliw weng be yom dim telemoke kasike! I bokolomeliw:
ACT.13.41	‘Sunbin-Got elo weng minin kuw kelewkabiliw kawtiw yutaka!
ACT.13.41	Yu kilelbiko, boliwka!
ACT.13.41	Yom kakameliw ding dim kabalak e, ne auk so kitil so eisneng mak kaneloki te.
ACT.13.41	Kaneloki kate, mali kawtiw mak yulo bokoyemomeliw: ‘Sunbin-Got e kitil so auk so be kanelewse kai!’, yangiw tewe, yu kiliko, yan weng bokoyemomeliw: ‘Babo! Dasuw weng bakayembiliw te!’, yangeko,
ACT.13.41	kaneloki auk so kitil so eisneng be atemeko, yol angokoliw kate, yu atin kuw banimokoliw te.’,
ACT.13.41	angsiliw te.”,
ACT.13.41	yangse kale.
ACT.13.42+ACT.13.43	Yangesomelei, im wensanbiliw am be kolewsiliw ding dim bakate, aso iso kut elo unsiliw kunum waneng alik alik bi aso biilo bokoyemomeliw: “Kame Sabat finengadakamin ding dim banim kembe kasike, sowem finengdakamin ding Sabat keloke ding dim kabalak e, kaso yu iti teleko, nulo weng makso bakayemboliwka!”, yangsiliw kale. Yangesomi, mali Suda kunum waneng banban so, Isalael kawtiw im ibik biliw keko, Sunbin-Got em wiin daolewsiliw kawtiw iso, alik alik bi makuw Fol so, Balnabas so, aso ilo yenggelew unsiliw kale. Yenggelew uniwi, aso i kunum waneng biim fukunin be kitil keyemeko, bokoyemomeliw: “Sunbin-Got e yulo ibolow folok keyemeko, ken kuw kukuw kukuyemse kasike kame, e yulo diwkuw ibolow folok kukuw keyemkabe te. Yu kitil kuw keko, elo gelewemoliwka!”, yanganaliw kale.
ACT.13.44	Keko beli, ben kel ding banimeko, iti Suda im finengdakamin ding Sabat kese ding dim bakate, abiw mutuk fian kasel banban i Suda im wensankabiliw am dim kalo talsiliw kale. Nimtew angom? Alik alik i Fol so, Balnabas so, aso im Kamok Fian em bakayembiliw weng be “Nukati kililuma!”, angeko, talsiliw kasike. 
ACT.13.45	Talsiliw kate, mali Suda kunum im talsiliw kawtiw demdem biilo yetemsiliw ding dim bakate, i aso ilo ibolow mesem keyemeko, Fol em yangbe weng beelo sakalaw keko, weng bo bo keleweko, eso weng on ganesomi, em weng beelo ankiw dasiliw kale. 
ACT.13.46	Daliwi, aso ikati kalaing kuw keko, kitil weng mak biilo bokoyemomeliw: “Aso nu kiol kuw kukuw geleweko, emisik ding e, Sunbin-Got em weng kale Suda kawtiw yom dulum elo ‘Yu kulina!’, yangeko, de talbuluw te. Kate, yu sakalaw keko, weng bo bo keko, yukalem ibolow kuw bokolomeliw: ‘Nu sunsun finik so bin be nam kuluw te!’, angbiliw kasike, aso nu beem dulum elo kilele yetemuwete: ‘Yu fein sunsun finik so kulomin kawtiw bate!’, angeko, yetemuw te. Kasike kame, aso nu yulo Weng Kal Ken Ati kale nam makso bokoyemuw te. Aso nu Isalael kawtiw num ibik biliw kawtiw ite kuw bakayem tem bakayem tem kemokoluw te.
ACT.13.47	Nimtew angom? Kamok Fian e aso nulo kitil weng mak bokoyemomele:
ACT.13.47	‘Ne yulo ailbin atew keyemii, yu yongom dong atew fung angiwi,
ACT.13.47	ne yulo Isalael kawtiw im ibik biliw kawtiw im ailbin atew keyemboki te.
ACT.13.47	Keyemii, yu aneng aneng angom biim kawtiw im kuankemin kakameliw deiw be aileko,
ACT.13.47	ilo Sunbin-Got em finik so kulomin deiwkim dim elo yemde telemokoliw te.’,
ACT.13.47	yangse kale.”, yangsiliw kale.
ACT.13.48	Yangiwi, Suda kawtiw im ibik biliw kawtiw i aso biim weng be kiliko, im ibolow e kalfong ati kesomi, Kamok Fian em weng be kiliko, daolewsiliw kale.
ACT.13.48	Keko beli, nimin kunum waneng im dulum elo Sunbin-Got e bokolomele: “I sunsun finik so bin kulukoliw te!”, yangse kunum waneng alik alik bi em weng kiliko, “Fein te!”, dangsiliw kale.
ACT.13.49	Keko beli i Kamok Fian em weng be aneng aneng angom elo deko, bakam unsiliw kale. 
ACT.13.50	Unsilw kate, mali Suda kawtiw i abiw mutuk fian beem Sunbin-Got em wiin daolew kebiliw wiin so wanggel so, kak kunum iso, alik alik biim mit mewso uneko, im ibolow silikmoyemsiliw kasike, i Fol so, Balnabas so, aso ilo yenomin ibolow keyemeko, kitil weng mak bokoyemomeliw: “Yu fongate akate num buluw aneng kale koleweko, unina!”, yangeko, yenbakalasiliw kale. 
ACT.13.51+ACT.13.52	Yenbakalaliwi, aso i uneko, man kukun im yan dim alakabe be abiw ka kel yel kalis koleweko, fein unsiliw kale. Beem mongom ete aso i kawtiw biilo kukuyemomeliw: “Abiw kasel yu Sunbin-Got em weng kulinba kebiliw kawtiw yute te!”, yangeko, kukuyemsiliw kale.
ACT.13.51+ACT.13.52	Kanesomeliwi, Sunbin-Finik e Antiok abiw mutuk fian kaem Yesus elo “Fein!”, dangsiliw kawtiw biim mutuk weneko, gekei, i kalfong fian kesiliw kale.
ACT.13.51+ACT.13.52	Keko beli, aso i Antiok abiw mutuk fian be koleweko, Aikoniam abiw mutuk fian elo unsiliw kale.
ACT.14.1	Beli, Fol so, Balnabas so, aso im Aikoniam abiw mutuk fian bisiliw ding dim bakate, aso i ikalem kukuw geleweko, Suda im wensankabiliw am dim kawtem uneko, ka biliw kawtiw ilo Sunbin-Got em Weng Kal Ken Ati be bokoyemsiliw kale. Bokoyemiwi, Suda kunum waneng banban so, mali Suda kawtiw im ibik biliw kawtiw banban iso, alik alik i makuw aso biim dekabiliw Weng Kal Ken Ati be kiliko, Yesus elo “Fein!”, dangsiliw kale. 
