GEN.1.1	En el comienzo de todo, Dios creó
ISA.26.1	“Tenemos una ciudad fuerte.
ISA.26.1	Para salvarnos
ISA.26.1	levantó el Señor murallas y fortificaciones.
ISA.26.2	Abrid las puertas
ISA.26.2	que se mantiene fiel.
ISA.26.3	Señor, tú conservas en paz a los de carácter firme,
ISA.26.3	porque confían en ti.
ISA.26.4	Confiad siempre en el Señor,
ISA.26.4	porque él es refugio eterno.
ISA.26.5	Él hace caer a los orgullosos
ISA.26.5	y humilla a la ciudad soberbia
ISA.26.5	derribándola hasta el suelo,
ISA.26.6	para que los humildes y los pobres
ISA.26.6	la pisoteen con sus pies.”
ISA.26.7	El camino de los justos es recto;
ISA.26.7	tú, Señor, allanas su camino.
ISA.26.8	Nosotros también nos sentimos seguros
ISA.26.8	en el camino señalado por tus leyes, Señor.
ISA.26.8	Lo que nuestro corazón desea es pensar en ti.
ISA.26.9	De todo corazón suspiro por ti en la noche;
ISA.26.9	desde lo profundo de mi ser te busco.
ISA.26.9	Cuando tú juzgues la tierra,
ISA.26.9	los hombres aprenderán lo que es justicia.
ISA.26.10	Aunque tengas compasión de los malos,
ISA.26.10	ellos no aprenderán a ser rectos;
ISA.26.10	son perversos en tierra de gente honrada
ISA.26.10	y no tienen en cuenta la grandeza del Señor.
ISA.26.11	Señor, tienes el castigo preparado,
ISA.26.11	pero no quieren darse cuenta;
ISA.26.11	cuando vean tu ardiente amor por tu pueblo,
ISA.26.11	quedarán en ridículo.
ISA.26.11	¡Ojalá que el fuego de tu ira los devore!
ISA.26.12	Señor, tú nos concedes bienestar;
ISA.26.12	eres tú, en verdad,
ISA.26.12	quien realizas todas nuestras obras.
ISA.26.13	Señor y Dios nuestro,
ISA.26.13	otros señores han sido nuestros amos,
ISA.26.13	pero tan solo a ti reconocemos por Señor.
ISA.26.14	Ellos están muertos y no volverán a vivir;
ISA.26.14	no son sino sombras que no volverán a levantarse;
ISA.26.14	pues los has castigado, los has destruido,
ISA.26.14	has acabado con todo recuerdo de ellos.
ISA.26.15	Tú hiciste crecer la nación, Señor;
ISA.26.15	la hiciste crecer para gloria tuya,
ISA.26.15	extendiste todas las fronteras del país.
ISA.26.16	En la aflicción te buscamos, Señor,
ISA.26.16	cuando nos corriges con un simple murmullo.
ISA.26.17	Delante de ti estábamos, Señor,
ISA.26.17	como cuando a una mujer encinta
ISA.26.17	se le acerca el momento del parto
ISA.26.17	y se retuerce y grita de dolor.
ISA.26.18	Concebimos, sentimos los dolores del parto
ISA.26.18	y dimos a luz, pero no era más que viento.
ISA.26.18	No hemos traído la salvación al país
ISA.26.18	ni va a nacer más gente que pueble el mundo.
ISA.26.19	Pero tus muertos sí volverán a vivir;
ISA.26.19	sus cadáveres resucitarán.
ISA.26.19	Los que duermen en la tierra se despertarán
ISA.26.19	y darán gritos de alegría.
ISA.26.19	Porque tú envías tu luz como rocío,
ISA.26.19	y los muertos volverán a nacer de la tierra.
ISA.26.20	Ve, pueblo mío, entra en tu casa
ISA.26.20	y cierra las puertas detrás de ti.
ISA.26.20	Escóndete un poco, hasta que pase la ira del Señor.
ISA.26.21	Porque el Señor va a salir de su palacio
ISA.26.21	para castigar por sus pecados
ISA.26.21	a los habitantes de la tierra;
ISA.26.21	y la tierra no ocultará más a sus víctimas,
ISA.26.21	sino que dejará ver los crímenes cometidos en ella.
ISA.27.1	Aquel día, el Señor castigará
ISA.27.1	con su espada terrible, inmensa, poderosa,
ISA.27.1	a Leviatán, la serpiente enroscada,
ISA.27.1	a Leviatán, la serpiente tortuosa,
ISA.27.1	y matará al dragón que está en el mar.
ISA.27.2	Aquel día el Señor dirá:
ISA.27.2	“Cantad a la viña deliciosa.
ISA.27.3	Yo, el Señor, soy quien la cuido
ISA.27.3	y la riego con frecuencia.
ISA.27.3	La cuido día y noche,
ISA.27.3	para que no sufra ningún daño.
ISA.27.4	No estoy enojado con ella.
ISA.27.4	Si tuviera espinos y maleza,
ISA.27.4	saldría a hacerles la guerra
ISA.27.4	y los quemaría por completo.
ISA.27.5	Si quiere que yo la proteja,
ISA.27.5	que haga las paces conmigo;
ISA.27.5	sí, que haga las paces conmigo.”
ISA.27.6	En el futuro, el pueblo de Jacob echará raíces;
ISA.27.6	Israel retoñará, florecerá
ISA.27.6	y llenará el mundo con sus frutos.
ISA.27.7	Dios no ha castigado a Israel
ISA.27.7	como castigó a sus opresores,
ISA.27.7	ni ha dado muerte a Israel
ISA.27.7	como dio muerte a sus asesinos.
ISA.27.8	Dios castigó a su pueblo mandándolo al destierro;
ISA.27.8	lo expulsó con su soplo terrible,
ISA.27.8	como cuando sopla el viento del este.
ISA.27.9	Pero perdonará el pecado de Jacob
ISA.27.9	y borrará sus faltas, a condición
ISA.27.9	de que haga polvo todos sus altares paganos
ISA.27.9	como si triturase piedra de cal,
ISA.27.9	y que no queden más troncos sagrados
ISA.27.9	ni altares de incienso en honor de los dioses.
ISA.27.10	La ciudad fortificada
ISA.27.10	como casa abandonada,
ISA.27.10	como desierto sin gente.
ISA.27.10	Es un lugar donde pace el ganado,
ISA.27.10	donde come las ramas y se echa a descansar.
ISA.27.11	Las ramas de un árbol se quiebran cuando se secan;
ISA.27.11	entonces las mujeres las recogen y hacen fuego con ellas.
ISA.27.11	Es un pueblo sin inteligencia.
ISA.27.11	Por eso su Creador, el que lo hizo,
ISA.27.11	no le tendrá compasión ni misericordia.
ISA.27.12	Aquel día, el Señor actuará
ISA.27.12	desde el Éufrates hasta el río de Egipto,
ISA.27.12	como quien trilla las espigas;
ISA.27.12	pero vosotros, israelitas, seréis recogidos uno por uno.
ISA.27.13	Aquel día se tocará la gran trompeta,
ISA.27.13	y los que estaban perdidos en Asiria,
ISA.27.13	lo mismo que los desterrados en Egipto,
ISA.27.13	vendrán a adorar al Señor
ISA.27.13	en Jerusalén, en el monte santo.
ISA.28.1	¡Ay de Samaria, orgullo y corona
ISA.28.1	de Efraín,
ISA.28.1	adorno glorioso de flores marchitas,
ISA.28.1	que se alza por encima del fértil valle;
ISA.28.1	ciudad de gente dominada por el vino!
ISA.28.2	El Señor tiene reservado un hombre fuerte,
ISA.28.2	poderoso como tormenta de granizo,
ISA.28.2	como tempestad destructora, como lluvia torrencial,
ISA.28.2	como terrible inundación.
ISA.28.2	Con la mano echará por tierra,
ISA.28.3	y con los pies aplastará
ISA.28.3	a la que es orgullo y corona
ISA.28.3	de ese pueblo borracho de Efraín.
ISA.28.4	Y el adorno glorioso de flores marchitas
ISA.28.4	que se alza por encima del fértil valle,
ISA.28.4	será como los primeros higos de la temporada,
ISA.28.4	que en cuanto alguien los ve
ISA.28.4	y los tiene a mano, se los come.
ISA.28.5	Aquel día,
ISA.28.5	el Señor todopoderoso será una corona gloriosa,
ISA.28.5	un adorno magnífico para los que queden de su pueblo,
ISA.28.6	e inspirará justicia a los jueces en el tribunal
ISA.28.6	y valor a los soldados que defiendan la ciudad.
ISA.28.7	También hay otros que se tambalean por el vino
ISA.28.7	y dan traspiés por el licor:
ISA.28.7	sacerdotes y profetas se tambalean
ISA.28.7	por el licor,
ISA.28.7	se atontan con el vino;
ISA.28.7	dan traspiés por el licor,
ISA.28.7	se tambalean al tener visiones
ISA.28.7	y están borrachos al dictar sentencia.
ISA.28.8	Todas las mesas están llenas de vómito asqueroso,
ISA.28.8	y no hay un solo lugar limpio.
ISA.28.9	Hablan de mí y dicen:
ISA.28.9	“¡Venir a darnos lecciones a nosotros,
ISA.28.9	a enseñarnos lo que Dios ha revelado!
ISA.28.9	¡Como si fuéramos niños pequeños
ISA.28.10	que apenas estuvieran aprendiendo a leer:
ISA.28.10	ba be bi bo bu!”
ISA.28.11	Pues bien, si no hacen caso,
ISA.28.11	será en lenguaje enredado, en idioma extraño,
ISA.28.11	como Dios hablará a este pueblo.
ISA.28.12	Ya él les había dicho antes:
ISA.28.12	“Aquí está la calma,
ISA.28.12	aquí está el descanso.
ISA.28.12	Que descanse el fatigado.”
ISA.28.12	Pero no quisieron hacerle caso.
ISA.28.13	Por eso, el Señor les hablará
ISA.28.13	como si fueran niños chiquitos
ISA.28.13	que estuvieran aprendiendo a leer.
ISA.28.13	Y así, al caminar, caerán de espaldas,
ISA.28.13	se herirán, caerán en la trampa,
ISA.28.13	quedarán atrapados.
ISA.28.14	Escuchad, pues, la palabra del Señor,
ISA.28.14	hombres insolentes
ISA.28.14	que gobernáis a este pueblo de Jerusalén.
ISA.28.15	Vosotros decís:
ISA.28.15	“Hemos hecho un pacto con la muerte,
ISA.28.15	un contrato con el reino de los muertos,
ISA.28.15	para que cuando venga la terrible calamidad,
ISA.28.15	no nos alcance;
ISA.28.15	hemos buscado refugio en las mentiras,
ISA.28.15	protección en el engaño.”
ISA.28.16	Por eso, el Señor dice:
ISA.28.16	“Voy a poner en Sión una piedra,
ISA.28.16	una piedra escogida y muy valiosa,
ISA.28.16	que será la piedra principal
ISA.28.16	y servirá de fundamento.
ISA.28.16	El que tenga confianza podrá estar tranquilo.
ISA.28.17	En esa construcción usaré por plomada
ISA.28.17	y por nivel la rectitud.”
ISA.28.17	El refugio que habíais buscado en las mentiras
ISA.28.17	lo destruirá el granizo,
ISA.28.17	y el agua arrasará vuestro lugar de protección.
ISA.28.18	Vuestro pacto con la muerte será anulado
ISA.28.18	y vuestro contrato con el reino de los muertos quedará sin valor.
ISA.28.18	Vendrá la terrible calamidad,
ISA.28.18	y os aplastará.
ISA.28.19	Cada vez que venga, os arrastrará.
ISA.28.19	Vendrá mañana tras mañana, de día y de noche.
ISA.28.19	Solo oir la noticia os hará temblar.
ISA.28.20	Será como acostarse en una cama estrecha
ISA.28.20	y abrigarse con una manta corta.
ISA.28.21	El Señor actuará como en el monte Perasim,
ISA.28.21	intervendrá como en el valle de Gabaón
ISA.28.21	para realizar su acción, por extraña que parezca,
ISA.28.21	para llevar a cabo su obra, su obra misteriosa.
ISA.28.22	Así pues, ¡no más insolencia!,
ISA.28.22	no sea que vuestras cadenas se os aprieten más;
ISA.28.22	porque he oído que el Señor todopoderoso
ISA.28.22	ha decretado la destrucción de todo el país.
ISA.28.23	Poned atención, escuchad lo que digo,
ISA.28.23	oíd con cuidado mis palabras:
ISA.28.24	Cuando un labrador va a sembrar,
ISA.28.24	no se pasa todo el tiempo arando,
ISA.28.24	rompiendo o rastrillando el terreno.
ISA.28.25	¿No es verdad que, después de haberlo aplanado,
ISA.28.25	esparce semillas de eneldo o comino,
ISA.28.25	y que luego siembra trigo en hileras,
ISA.28.25	y que en los bordes siembra cebada y centeno?
ISA.28.26	Dios le enseña cómo debe hacerlo.
ISA.28.27	Porque el eneldo no se trilla,
ISA.28.27	ni se hace rodar sobre el comino una carreta;
ISA.28.27	sino que el eneldo se sacude con un palo
ISA.28.27	y el comino con una vara.
ISA.28.28	El trigo se trilla, sí, pero no sin parar;
ISA.28.28	se hacen pasar las ruedas de la carreta
ISA.28.28	y se separa el grano, pero sin machacarlo.
ISA.28.29	Así también hace sus planes el Señor todopoderoso.
ISA.28.29	Él tiene planes admirables
ISA.28.29	y los lleva a cabo con gran sabiduría.
ISA.29.1	¡Ay de Ariel, Ariel,
ISA.29.1	la ciudad donde acampó David!
ISA.29.1	Que pasen algunos años
ISA.29.1	siguiendo su curso las fiestas,
ISA.29.2	y yo pondré a Ariel en apuros,
ISA.29.2	y habrá llanto y gemidos.
ISA.29.2	La ciudad será para mí realmente como Ariel.
ISA.29.3	Enviaré mi ejército para que te rodee,
ISA.29.3	pondré un cerco de fortalezas en tu derredor
ISA.29.3	y levantaré trincheras para atacarte.
ISA.29.4	Quedarás humillada, tendida en el suelo;
ISA.29.4	tu voz parecerá la de un fantasma;
ISA.29.4	tus palabras sonarán como un susurro.
ISA.29.5+ISA.29.6	Pero de pronto, en un instante,
ISA.29.5+ISA.29.6	el Señor todopoderoso castigará a tus enemigos
ISA.29.5+ISA.29.6	con truenos, terremotos, gran estruendo,
ISA.29.5+ISA.29.6	tormenta, tempestad e incendios destructores.
ISA.29.5+ISA.29.6	Tus innumerables enemigos quedarán hechos polvo fino;
ISA.29.5+ISA.29.6	tus muchos perseguidores serán arrastrados como paja.
ISA.29.7	Todos esos pueblos incontables
ISA.29.7	que hacen la guerra a Ariel,
ISA.29.7	todos los que la combaten
ISA.29.7	y atacan sus fortificaciones,
ISA.29.7	los mismos que la oprimen
ISA.29.7	serán como un sueño o una visión nocturna.
ISA.29.8	Será como cuando un hambriento sueña
ISA.29.8	y cree que está comiendo,
ISA.29.8	pero luego se despierta con el estómago vacío;
ISA.29.8	o como cuando un sediento sueña
ISA.29.8	y cree que está bebiendo,
ISA.29.8	pero luego se despierta sediento
ISA.29.8	y reseca la garganta.
ISA.29.8	Así sucederá con todos esos innumerables pueblos
ISA.29.8	que atacan el monte Sión.
ISA.29.9	¡Seguid siendo estúpidos!
ISA.29.9	¡Seguid siendo ciegos, sin ver nada!
ISA.29.9	¡Seguid tambaleándoos como borrachos,
ISA.29.9	aunque no hayáis tomado bebidas embriagadoras!
ISA.29.10	Pues el Señor ha enviado sobre vosotros
ISA.29.10	un sueño profundo.
ISA.29.10	Los profetas son los ojos del pueblo,
ISA.29.10	pero el Señor los ha cubierto con un velo.
ISA.29.11	Toda visión se ha convertido para vosotros
ISA.29.11	en algo así como lo escrito
ISA.29.11	en un pliego enrollado y sellado.
ISA.29.11	Si se le da a uno que sabe leer
ISA.29.11	y se le dice: “Lee esto”,
ISA.29.11	él responderá:
ISA.29.11	“No puedo, porque está sellado.”
ISA.29.12	Y si se le da a uno que no sabe leer
ISA.29.12	y se le dice: “Lee esto”,
ISA.29.12	él responderá: “No sé leer.”
ISA.29.13	El Señor me dijo:
ISA.29.13	“Este pueblo me sirve de palabra
ISA.29.13	y me honra de labios afuera,
ISA.29.13	pero su corazón está lejos de mí,
ISA.29.13	y el culto que me rinde
ISA.29.13	es invento de hombres
ISA.29.13	y cosas aprendidas de memoria.
ISA.29.14	Por eso, con prodigios y milagros
ISA.29.14	dejaré otra vez maravillado a este pueblo.
ISA.29.14	La sabiduría de sus sabios
ISA.29.14	y la inteligencia de sus inteligentes desaparecerán.”
ISA.29.15	¡Ay de aquellos que se esconden del Señor
ISA.29.15	para ocultar sus planes;
ISA.29.15	que hacen sus maldades en la sombra
ISA.29.15	y dicen: “Nadie nos ve. Nadie se da cuenta”!
ISA.29.16	¡Qué modo de pervertir las cosas!
ISA.29.16	Como si el barro fuera igual
ISA.29.16	a aquel que lo trabaja.
ISA.29.16	Un objeto no va a decir al que lo hizo:
ISA.29.16	“Tú no me hiciste”,
ISA.29.16	ni una pieza de barro al que la fabrica:
ISA.29.16	“No sabes lo que estás haciendo.”
ISA.29.17	Dentro de poco tiempo,
ISA.29.17	el bosque se convertirá en campos de cultivo,
ISA.29.17	y los campos de cultivo parecerán un bosque.
ISA.29.18	Aquel día los sordos podrán oir
ISA.29.18	cuando alguien les lea,
ISA.29.18	y los ciegos podrán ver,
ISA.29.18	libres de oscuridad y de tinieblas.
ISA.29.19	Los humildes volverán a alegrarse en el Señor;
ISA.29.19	los más pobres se gozarán
ISA.29.19	en el Dios Santo de Israel.
ISA.29.20	Se acabarán los insolentes,
ISA.29.20	dejarán de existir los arrogantes
ISA.29.20	y desaparecerán los que solo piensan en hacer el mal,
ISA.29.21	esos que acusan de crímenes a otros,
ISA.29.21	y ponen trampas al juez,
ISA.29.21	y con engaños niegan justicia al inocente.
ISA.29.22	Por eso, el Señor, el Dios de Israel,
ISA.29.22	el que rescató a Abraham, dice:
ISA.29.22	“De ahora en adelante, Jacob no sentirá vergüenza
ISA.29.22	ni su rostro se enrojecerá,
ISA.29.23	porque cuando sus descendientes
ISA.29.23	vean lo que he hecho en su pueblo,
ISA.29.23	reconocerán mi santidad y me temerán a mí,
ISA.29.23	el Dios Santo de Israel.
ISA.29.24	Los que estaban confundidos aprenderán a ser sabios,
ISA.29.24	y los murmuradores aceptarán las enseñanzas.”
ISA.30.1	El Señor afirma:
ISA.30.1	“¡Ay de los hijos rebeldes,
ISA.30.1	que hacen planes sin contar conmigo
ISA.30.1	y preparan proyectos que yo no les inspiro,
ISA.30.1	de manera que amontonan pecado sobre pecado!
ISA.30.2	Se van a toda prisa a Egipto,
ISA.30.2	y a mí no me consultan;
ISA.30.2	buscan apoyo bajo la protección del faraón,
ISA.30.2	se refugian a la sombra de Egipto.
ISA.30.3	Pero la protección del faraón los defraudará,
ISA.30.3	y el refugio a la sombra de Egipto será su humillación.
ISA.30.4	Aunque hayáis enviado embajadores
ISA.30.4	hasta las ciudades de Soan y de Hanés,
ISA.30.5	todos quedaréis defraudados por esa nación inútil
ISA.30.5	que no os trae ayuda ni provecho,
ISA.30.5	sino solo desilusión y desgracia.”
ISA.30.6	Profecía acerca de los animales del Négueb:
ISA.30.6	Por territorio lleno de peligros,
ISA.30.6	habitado por leones que rugen
ISA.30.6	y por víboras y dragones voladores,
ISA.30.6	llevan sus tesoros y riquezas
ISA.30.6	a lomos de burro y de camello
ISA.30.6	a Egipto, pueblo inútil,
ISA.30.7	impotente, incapaz de ayudar.
ISA.30.7	Por eso le he puesto este nombre:
ISA.30.7	“Monstruo que ruge y no hace nada”.
ISA.30.8	Ven ahora y escríbelo en una tabla;
ISA.30.8	ponlo en una inscripción
ISA.30.8	que quede ahí para el futuro,
ISA.30.8	como testimonio eterno.
ISA.30.9	Esta gente es un pueblo rebelde, infiel,
ISA.30.9	que no quiere escuchar las enseñanzas del Señor.
ISA.30.10	A los videntes dicen: “No tengáis visiones”,
ISA.30.10	y a los profetas: “No nos contéis revelaciones verdaderas,
ISA.30.10	sino habladnos palabras suaves
ISA.30.10	y no nos quitéis nuestras ilusiones.
ISA.30.11	Apartaos del camino,
ISA.30.11	desviaos del sendero recto,
ISA.30.11	no nos pongáis delante al Dios Santo de Israel.”
ISA.30.12	Por eso, el Dios Santo de Israel dice:
ISA.30.12	“Vosotros rechazáis esta advertencia,
ISA.30.12	confiáis en la violencia y la maldad
ISA.30.12	y os apoyáis en ellas;
ISA.30.13	por eso, sois culpables.
ISA.30.13	Parecéis un alto muro agrietado
ISA.30.13	que, cuando menos se piensa, se derrumba;
ISA.30.14	seréis destruidos como un jarrón de barro,
ISA.30.14	que se quiebra tan completamente
ISA.30.14	que no queda entre sus pedazos
ISA.30.14	ni uno que sirva para recoger las brasas del fogón
ISA.30.14	o sacar agua de un pozo.”
ISA.30.15	El Señor, el Dios Santo de Israel, dice:
ISA.30.15	“Volved, quedad tranquilos y estaréis a salvo.
ISA.30.15	En la tranquilidad y la confianza
ISA.30.15	estará vuestra fuerza.”
ISA.30.15	Pero vosotros no quisisteis,
ISA.30.16	antes bien, dijisteis: “No, sino que huiremos a caballo.”
ISA.30.16	Bueno, así tendréis que huir.
ISA.30.16	También dijisteis: “Montaremos en carros veloces.”
ISA.30.16	Bueno, veloces serán los que os persigan.
ISA.30.17	Mil huirán amenazados por un solo hombre,
ISA.30.17	y todos vosotros huiréis amenazados por cinco,
ISA.30.17	hasta que queden tan pocos
ISA.30.17	como queda un palo en la cumbre de un monte
ISA.30.17	o una señal levantada sobre una colina.
ISA.30.18	Pero el Señor os espera para tener compasión de vosotros; él está ansioso por mostraros su amor, porque el Señor es un Dios de justicia. ¡Dichosos todos los que esperan en él!
ISA.30.19	Pueblo de Sión, que vives en Jerusalén: ya no llorarás más. El Señor tendrá compasión de ti al oir que gritas pidiendo ayuda; y apenas te oiga, te responderá. 
ISA.30.20	Y aunque el Señor te dé el pan del sufrimiento y el agua de la aflicción, él, que es tu maestro, no se esconderá más. Con tus propios ojos le verás.
ISA.30.21	Y si te desvías a la derecha o a la izquierda, oirás una voz detrás de ti, que te dirá: “Por aquí es el camino, id por aquí.” 
ISA.30.22	Y despreciarás como cosas impuras tus imágenes de plata y tus ídolos recubiertos de oro. Los rechazarás como algo impuro y los considerarás basura.
ISA.30.23	El Señor te dará lluvia para la semilla que siembres en la tierra, y la tierra producirá trigo abundante y fértil. Aquel día tu ganado tendrá lugar en abundancia para pastar. 
ISA.30.24	Hasta los bueyes y los burros que trabajan en tus campos tendrán para comer el mejor y más exquisito forraje. 
ISA.30.25	Cuando llegue el día de la gran matanza y caigan las fortalezas, habrá ríos y torrentes de agua en todas las altas montañas y en las colinas elevadas. 
ISA.30.26	El Señor curará y vendará las heridas de su pueblo. Entonces la luna alumbrará como el sol, y la luz del sol será siete veces más brillante, como la luz de siete soles juntos.
ISA.30.27	Mirad, el Señor en persona viene de lejos;
ISA.30.27	su furor está ardiendo con espesa humareda,
ISA.30.27	sus labios están llenos de ira,
ISA.30.27	su lengua es como fuego destructor,
ISA.30.28	su aliento, como un río desbordado
ISA.30.28	que llega hasta el cuello.
ISA.30.28	Él viene a poner un yugo a las naciones
ISA.30.28	para llevarlas a la ruina,
ISA.30.28	a poner un freno en la boca de los pueblos
ISA.30.28	para hacerlos extraviar.
ISA.30.29	Para vosotros, en cambio, habrá cantos,
ISA.30.29	como en noche de fiesta sagrada;
ISA.30.29	vuestro corazón estará alegre,
ISA.30.29	como el de quien camina al son de la flauta
ISA.30.29	para ir al monte del Señor,
ISA.30.29	al refugio de Israel.
ISA.30.30	El Señor dejará oir su voz majestuosa
ISA.30.30	y mostrará su poder, que actuará con ira terrible,
ISA.30.30	con las llamas de un fuego devorador,
ISA.30.30	con rayos, aguacero y granizo.
ISA.30.31	Al oir la voz del Señor y recibir su castigo,
ISA.30.31	Asiria se llenará de terror,
ISA.30.32	y a cada golpe que descargue el Señor sobre ella,
ISA.30.32	sonarán tambores y arpas.
ISA.30.32	El Señor le hará una guerra terrible.
ISA.30.33	Desde hace mucho tiempo
ISA.30.33	está preparado para Asiria y para su rey
ISA.30.33	el lugar del tormento, ancho y profundo,
ISA.30.33	una hoguera encendida con leña abundante.
ISA.30.33	La encenderá el soplo del Señor
ISA.30.33	como un torrente de azufre.
ISA.31.1	¡Ay de los que van a Egipto a buscar ayuda,
ISA.31.1	de los que confían en los caballos,
ISA.31.1	de los que ponen su confianza en que tienen muchos carros
ISA.31.1	y en que es muy numerosa su caballería,
ISA.31.1	y no vuelven la vista al Dios Santo de Israel,
ISA.31.1	no buscan al Señor!
ISA.31.2	Pero él también es hábil y sabe causar desgracias,
ISA.31.2	y cuando dice una cosa, no se vuelve atrás.
ISA.31.2	Él actuará contra la gente malvada,
ISA.31.2	contra los que ayudan a los malhechores.
ISA.31.3	Los egipcios son hombres, no dioses;
ISA.31.3	sus caballos son de carne, no espíritus.
ISA.31.3	El Señor extenderá su mano para castigarlos,
ISA.31.3	y tanto el protector como el protegido caerán;
ISA.31.3	todos perecerán a la vez.
ISA.31.4	El Señor me dijo:
ISA.31.4	“Así como el león que ha matado una oveja
ISA.31.4	no se deja asustar por los pastores,
ISA.31.4	aunque todos ellos se reúnan
ISA.31.4	y traten de asustarlo con sus gritos,
ISA.31.4	así vendrá el Señor todopoderoso
ISA.31.4	a defender a su pueblo en el monte Sión.
ISA.31.5	Como el ave que protege su nido volando por encima de él,
ISA.31.5	así protegerá el Señor todopoderoso a Jerusalén;
ISA.31.5	la cuidará, la salvará,
ISA.31.5	la defenderá, la librará.”
ISA.31.6	Hijos de Israel, volved a aquel
ISA.31.6	a quien habéis ofendido tan gravemente.
ISA.31.7	Porque el día en que todos vosotros
ISA.31.7	rechacéis los ídolos de oro y de plata
ISA.31.7	que habéis hecho con vuestras manos culpables,
ISA.31.8	Asiria caerá a filo de espada,
ISA.31.8	pero no por un poder humano.
ISA.31.8	La guerra hará huir a su gente,
ISA.31.8	y a sus jóvenes guerreros los harán esclavos;
ISA.31.9	a causa del miedo, su rey saldrá corriendo
ISA.31.9	y sus capitanes desertarán de su bandera.
ISA.31.9	Esto lo afirma el Señor,
ISA.31.9	que en Jerusalén tiene una hoguera encendida
ISA.31.9	para castigar a sus enemigos.
ISA.32.1	Habrá un rey que reinará con rectitud,
ISA.32.1	y gobernantes que gobernarán con justicia.
ISA.32.2	Cada uno de ellos será como refugio contra el viento
ISA.32.2	y protección contra la tempestad,
ISA.32.2	como canales de riego en tierra seca,
ISA.32.2	como la sombra de una gran roca en el desierto.
ISA.32.3	Tendrán los ojos bien abiertos
ISA.32.3	y estarán dispuestos a escuchar con atención;
ISA.32.4	no actuarán con precipitación, sino con prudencia,
ISA.32.4	y dirán las cosas con toda claridad.
ISA.32.5	La gente no llamará noble al canalla
ISA.32.5	ni tratará al pícaro como a persona importante,
ISA.32.6	porque el canalla habla como canalla
ISA.32.6	y en su mente hace planes malvados;
ISA.32.6	busca cometer el crimen
ISA.32.6	y profiere mentiras contra el Señor;
ISA.32.6	deja ir con las manos vacías al hambriento
ISA.32.6	y no da de beber al que tiene sed.
ISA.32.7	El pícaro se vale de artimañas
ISA.32.7	y trama cosas infames;
ISA.32.7	perjudica con mentiras a los pobres
ISA.32.7	y al necesitado que pide justicia.
ISA.32.8	En cambio, el que es noble tiene planes nobles,
ISA.32.8	y en esos planes se mantiene firme.
ISA.32.9	Y vosotras, mujeres despreocupadas,
ISA.32.9	oíd lo que voy a deciros.
ISA.32.9	Mujeres confiadas, escuchad mis palabras.
ISA.32.10	Ahora estáis confiadas,
ISA.32.10	pero en poco más de un año os estremeceréis,
ISA.32.10	porque se acabará la vendimia
ISA.32.10	y no recogeréis más uvas.
ISA.32.11	Vosotras, que vivís despreocupadas, temblad;
ISA.32.11	vosotras, que os sentís confiadas, estremeceos,
ISA.32.11	quitaos esos vestidos
ISA.32.11	y poneos ropas ásperas en señal de dolor.
ISA.32.12	Haced demostraciones de dolor
ISA.32.12	por los campos risueños y los fértiles viñedos.
ISA.32.13	Espinos y matorrales crecerán en mi país,
ISA.32.13	en toda casa alegre de la ciudad amiga de las diversiones.
ISA.32.14	El palacio estará abandonado;
ISA.32.14	la ciudad, tan poblada, quedará desierta;
ISA.32.14	las fortificaciones, abandonadas para siempre;
ISA.32.14	allí vivirán contentos los asnos salvajes
ISA.32.14	y podrá comer el ganado.
ISA.32.15	Pero el poder creador del Señor
ISA.32.15	vendrá de nuevo sobre nosotros,
ISA.32.15	y el desierto se convertirá en tierra de cultivo,
ISA.32.15	y la tierra de cultivo será mucho más fértil.
ISA.32.16	La rectitud y la justicia reinarán
ISA.32.16	en todos los lugares del país.
ISA.32.17	La justicia producirá paz,
ISA.32.17	tranquilidad y confianza para siempre.
ISA.32.18	Mi pueblo vivirá en un lugar pacífico,
ISA.32.18	en habitaciones seguras,
ISA.32.18	en residencias tranquilas,
ISA.32.19	aunque el bosque sea talado
ISA.32.19	y humillada la ciudad.
ISA.32.20	Entonces viviréis felices,
ISA.32.20	con riego abundante para vuestros sembrados
ISA.32.20	y pastos seguros para el asno y el buey.
ISA.33.1	¡Ay de ti, destructor no destruido,
ISA.33.1	traidor no traicionado!
ISA.33.1	Cuando acabes de destruir, serás destruido;
ISA.33.1	cuando acabes de traicionar, serás traicionado.
ISA.33.2	Señor, ten compasión de nosotros,
ISA.33.2	que esperamos en ti.
ISA.33.2	Sé nuestro apoyo todas las mañanas,
ISA.33.2	nuestra salvación en tiempos de dificultad.
ISA.33.3	Al oir tus amenazas huyen los pueblos,
ISA.33.3	cuando tú intervienes se dispersan las naciones;
ISA.33.4	sus enemigos, como nube de langostas,
ISA.33.4	se lanzan sobre ellos y les quitan sus riquezas.
ISA.33.5	El Señor es soberano, pues vive en el cielo;
ISA.33.5	él ha llenado a Sión de rectitud y justicia,
ISA.33.6	y siempre le dará seguridad.
ISA.33.6	La sabiduría y el conocimiento son un tesoro que salva;
ISA.33.6	el temor del Señor es una riqueza.
ISA.33.7	¡Oye cómo gritan los valientes en la calle,
ISA.33.7	y cómo lloran los enviados a negociar la paz!
ISA.33.8	Los caminos están desiertos;
ISA.33.8	nadie transita por ellos.
ISA.33.8	Se rompen los pactos y convenios;
ISA.33.8	no hay respeto para nadie.
