GEN.1.1	O konmansman, Bondye ti kree lesyel ek later. 
ISA.11.7	zot bann piti pou dormi obor kanmarad;
ISA.11.7	lyon pou manz zerb sek parey bef.
ISA.11.8	Pti baba pou zwe obor trou serpan.
ISA.11.8	Pti zanfan pou met son lanmen dan trou viper.
ISA.11.9	Pou nepli annan nanryen ki fer dimal
ISA.11.9	lo mon montanny sen;
ISA.11.9	parey delo sale i ranpli losean,
ISA.11.9	konnesans SENYER pou ranpli later.
ISA.11.10	Sa zour, desandan Zese pou debout
ISA.11.10	koman en bannyer pour tou bann zabitan later;
ISA.11.10	bann nasyon pou vin kot li
ISA.11.10	e son demer pou ranpli avek son prezans.
ISA.11.11	Sa zour, SENYER pou lev son lanmen ankor en fwa
ISA.11.11	pour li liber restan son pep;
ISA.11.11	bann ki ti Asiri, Lezip, Patros, Kous,
ISA.11.11	bann ki dan Elanm, Sinear, Hamat
ISA.11.11	e bann ki reste lo bann zil lanmer.
ISA.11.12	I pou lev en bannyer pour bann nasyon,
ISA.11.12	reinir bann ki dan Izrael
ISA.11.12	e rasanble pep Zida
ISA.11.12	disperse dan kat kwen later.
ISA.11.13	Efraim pou nepli zalou,
ISA.11.13	bann lennmi Zida pou ganny detri.
ISA.11.13	Efraim pou nepli zalou Zida
ISA.11.13	e Zida pou nepli lennmi Izrael.
ISA.11.14	Ansanm, zot pou atak bann Filisten dan Was.
ISA.11.14	Ansanm, zot pou depouy bann zabitan dan Les.
ISA.11.14	Edonm ek Moab pou tonm dan zot lanmen
ISA.11.14	e bann Amonit pou anba zot dominasyon.
ISA.11.15	SENYER pou detri konpletman
ISA.11.15	labe ki dan lanmer Lezip;
ISA.11.15	i pou balans son lanmen lo larivyer Efrat;
ISA.11.15	avek son souf pwisan, i pou diviz li an set
ISA.11.15	kot dimoun ava kapab travers apye.
ISA.11.16	Pou annan en larout sorti Asiri
ISA.11.16	pour restan son pep ki pou ankor laba,
ISA.11.16	parey ti annan enn pour Izrael
ISA.11.16	ler i ti sorti Lezip.
ISA.12.1	Sa zour, ou pou dir:
ISA.12.1	Mon loue ou, SENYER!
ISA.12.1	Menm si ou ti ankoler avek mwan.
ISA.12.1	Ou ti ankoler avek mwan,
ISA.12.1	me aprezan, ou lakoler in tonbe
ISA.12.1	e ou konsol mwan.
ISA.12.2	Bondye i mon sover.
ISA.12.2	Mon pou fer li konfyans,
ISA.12.2	mon pa pou per,
ISA.12.2	akoz Senyer BONDYE
ISA.12.2	i mon lafors e mon pwisans.
ISA.12.2	Li menm ki sov mwan.
ISA.12.3	Avek lazwa, ou pou tir delo
ISA.12.3	dan bann sours lavi.
ISA.12.4	Sa zour, ou pou dir:
ISA.12.4	Loue SENYER, envok son non.
ISA.12.4	Fer bann nasyon konnen
ISA.12.4	tou bann mervey ki i'n fer.
ISA.12.5	Sante devan SENYER
ISA.12.5	akoz in fer gran mervey.
ISA.12.5	Anons tousala lo later antye.
ISA.12.6	Zabitan Siyon kriy byen for!
ISA.12.6	Sant zot lazwa,
ISA.12.6	akoz Bondye sen Izrael i gran parmi zot.
ISA.13.1	La mesaz ki Ezai, garson Amoz, ti gannyen dan en vizyon:
ISA.13.2	Lev en bannyer lo latet en montanny dezer.
ISA.13.2	Kriy byen for; fer siny avek zot lanmen
ISA.13.2	pour zot antre par laport bann gran dimoun.
ISA.13.3	Mwan menm ki'n donn lord
ISA.13.3	bann zonm ki mon'n konsakre.
ISA.13.3	Mon'n rasanble mon bann brav gerye,
ISA.13.3	ki selebre mon laviktwar
ISA.13.3	e egzekit mon lakoler.
ISA.13.4	Ekout sa tapaz ki sorti dan montanny!
ISA.13.4	I parey en gran lafoul.
ISA.13.4	Ekout sa soulevman bann rwayonm,
ISA.13.4	bann nasyon ki'n rasanble!
ISA.13.4	Sa SENYER liniver
ISA.13.4	ki pe enspekte son bann troup avan konba.
ISA.13.5	Zot sorti dan en pei byen lwen,
ISA.13.5	dan lot bout lesyel.
ISA.13.5	SENYER ek bann zarm son lakoler
ISA.13.5	ki pou detri later antye.
ISA.13.6	Lamante! Akoz zour SENYER i pros.
ISA.13.6	I pe vini parey en dezas
ISA.13.6	ki'n ganny anvoye par Bondye pwisan.
ISA.13.7	Pour sa rezon, tou lebra pou tonbe,
ISA.13.7	tou dimoun pou tonm dan dekourazman.
ISA.13.8	Dimoun pou per.
ISA.13.8	Soufrans atros pou anvai zot.
ISA.13.8	Zot pou ganny douler
ISA.13.8	parey en fanm dan lakousman.
ISA.13.8	Efare, zot pou get kanmarad avek etonnman.
ISA.13.8	Zot figir pou vin rouz.
ISA.13.9	Sa zour SENYER pe vini,
ISA.13.9	en zour terib, deborde avek gran lakoler.
ISA.13.9	En zour ki pou fer later vin en landrwa devaste
ISA.13.9	e ekstermin tou sa bann ki fer pese.
ISA.13.10	Annefe, bann zetwal ek zot bann konstelasyon
ISA.13.10	pa pou donn okenn lalimyer.
ISA.13.10	Soley leve pou sonm
ISA.13.10	e lalin pa pou donn son laklerte.
ISA.13.11	Mon pou pini lemonn pour son mesanste
ISA.13.11	e bann move dimoun pour zot krim.
ISA.13.11	Mon pou met en lafen avek dimoun ki arogan.
ISA.13.11	Mon pou tenny lorgey bann diktater.
ISA.13.12	Zonm ava vin pli rar ki lor pir.
ISA.13.12	Bann imen ava vin pli rar ki lor ki sorti Ofir.
ISA.13.13	Alor, mon pou fer lesyel tranble.
ISA.13.13	Later pou ganny sekwe lo son fondasyon
ISA.13.13	devan lakoler SENYER liniver,
ISA.13.13	dan sa zour terib.
ISA.13.14	Alor, parey en gazel ki pe ganny pourswiv,
ISA.13.14	oubyen, parey troupo mouton
ISA.13.14	san personn pour rasanble zot,
ISA.13.14	zot pou retourn kot zot prop pep;
ISA.13.14	sakenn pou sov dan son pei.
ISA.13.15	Bann ki ganny atrape pou ganny transperse;
ISA.13.15	bann ki ganny arete pou ganny masakre.
ISA.13.16	Zot bann zanfan pou ganny kraze devan zot,
ISA.13.16	zot lakaz pou ganny sakaze
ISA.13.16	e zot bann fanm pou ganny vyole.
ISA.13.17	Mon pe eksit bann Med kont zot.
ISA.13.17	Larzan napa valer pour zot
ISA.13.17	e lor pa nanryen pour zot.
ISA.13.18	Zot pou zet ater bann zennzan avek zot dart;
ISA.13.18	zot pou san pitye anver bann ti baba;
ISA.13.18	zot pou kriyel anver bann zanfan.
ISA.13.19	Babilonn! Sa pli zoli lavil dan rwayonm,
ISA.13.19	lafyerte bann Babilonyen,
ISA.13.19	pou vin parey Sodonm ek Gomor
ISA.13.19	zour Bondye ti detri zot.
ISA.13.20	Zanmen personn pou vin reste la;
ISA.13.20	i pou reste san zabitan pour touzour.
ISA.13.20	Bann nomad pa pou vin dres zot latant ankor,
ISA.13.20	ni bann berze pa pou anmenn zot troupo.
ISA.13.21	Zannimo sovaz ki pou reste la;
ISA.13.21	bann lakaz pou ranpli avek ibou;
ISA.13.21	bann lotris pou vin reste la
ISA.13.21	e bann bouk pou donn bal ladan.
ISA.13.22	Ou pou antann irlman bann yenn dan bann tour,
ISA.13.22	bann sakal dan bann pale.
ISA.13.22	Sa letan i pros, i pe vini,
ISA.13.22	son bann zour in fini,
ISA.13.22	son lafen pa lwen.
ISA.14.1	Me SENYER pou pran konpasyon pour Zakob e swazir Izrael ankor; i pou fer li viv anpe lo son prop later. Bann etranze ava zwenn avek li pour form parti desandan Zakob. 
ISA.14.2	Lezot pep etranze ava akey Izrael, pour anmenn li dan son pei. La, lo later ki pou SENYER, pep Izrael pou fer zot vin son lesklav, zonm koman fanm. Izrael pou fer prizonnyen sa bann menm dimoun ki ti'n anmenn li an kaptivite; i pou domin sa bann ki ti kraz li.
ISA.14.3	Zour ki SENYER ava'n donn ou repo
ISA.14.3	apre bann letan douler ek tourman
ISA.14.3	e apre bann letan lesklavaz ki ou ti pas ladan,
ISA.14.4	ou ava sant sa sanson lo lerwa Babilonn:
ISA.14.4	Ki'n arive avek sa diktater?
ISA.14.4	Son larogans in disparet?
ISA.14.4	I nepli kapab ensilte?
ISA.14.5	SENYER in kas baton bann move dimoun.
ISA.14.5	In kas baton pouvwar bann diktater
ISA.14.6	ki ti bat bann pep avek vyolans e san pitye;
ISA.14.6	ki ti domin zot avek lakoler
ISA.14.6	e persekit zot kontinyelman.
ISA.14.7	Aprezan, later antye i dan lape ek latrankilite;
ISA.14.7	dimoun pe sant dan lazwa.
ISA.14.8	Menm bann pye dibwa i dan lazwa akoz ou,
ISA.14.8	bann pye sed Liban i sante:
ISA.14.8	Depi ki ou'n ganny zet ater,
ISA.14.8	personn pa vin koup nou.
ISA.14.9	Lemonn lanmor i la pour akey ou ler ou vini.
ISA.14.9	Dan lemonn lanmor bann mor pe leve pour akey ou;
ISA.14.9	pour akey tou bann dirizan lo later.
ISA.14.9	I fer leve lo zot tronn
ISA.14.9	tou lerwa bann nasyon.
ISA.14.10	Zot tou, zot pou koze. Zot pou dir:
ISA.14.10	Ou osi, ou'n perdi tou ou lafors!
ISA.14.10	Aprezan, ou'n vin parey nou.
ISA.14.11	Ou lantouraz in desann dan lemonn lanmor,
ISA.14.11	akonpannyen avek lanmizik laarp.
ISA.14.11	Ou pou dormi dan lapouritir.
ISA.14.11	Ou pou kouver avek lever.
ISA.14.12	Ki'n arive! Ou'n tonbe sorti dan lesyel!
ISA.14.12	Ou, sa zetwal klate, garson loror,
ISA.14.12	ou'n ganny zet ater,
ISA.14.12	ou ki ti abes bann nasyon!
ISA.14.13	Ou ti dir dan ou leker:
ISA.14.13	Mon pou mont dan lesyel;
ISA.14.13	Mon pou met mon tronn
ISA.14.13	par lao bann zetwal Bondye.
ISA.14.13	Mon pou enstal mwan
ISA.14.13	lo montanny lasanble Bondye.
ISA.14.14	Mon pou mont lo latet nyaz;
ISA.14.14	mon pou vin parey Bondye Treo.
ISA.14.15	Me o kontrer, ou'n ganny zet anba
ISA.14.15	dan lemonn lanmor,
ISA.14.15	dan fon en gran lafos.
ISA.14.16	Bann dimoun ki war ou,
ISA.14.16	pe fikse zot regar avek etonnman.
ISA.14.16	Dan zot menm, zot demande:
ISA.14.16	Li menm li sa zonm ki ti fer later tranble,
ISA.14.16	ki ti sekwe bann rwayonm?
ISA.14.17	Li menm ki'n fer lemonn vin en dezer,
ISA.14.17	e ki'n kraz bann lavil?
ISA.14.17	Li menm ki ti refize larg bann prizonnyen?
ISA.14.18	Tou bann lerwa bann nasyon
ISA.14.18	pe repoz avek loner,
ISA.14.18	sakenn dan son prop latonm.
ISA.14.19	Me ou, ou'n ganny zete deor ou latonm.
ISA.14.19	Ou parey en zanfan ki'n mor an nesan.
ISA.14.19	Ou parey bann lekor mor
ISA.14.19	ki'n ganny perse avek lepe
ISA.14.19	e ki'n ganny zete lo ros dan trou,
ISA.14.19	parey en kadav ki'n ganny kraze anba lipye.
ISA.14.20	Me ou pa pou ganny antere avek zot,
ISA.14.20	akoz ou'n detri ou pei,
ISA.14.20	ou'n detri ou pep.
ISA.14.20	Laras bann kriminel
ISA.14.20	pou ganny oubliye pour touzour!
ISA.14.21	Prepar masak bann zanfan
ISA.14.21	akoz krim zot papa.
ISA.14.21	Zot pa pou lev ankor pour al anvai lemonn,
ISA.14.21	oubyen konstri lavil partou lo later.
ISA.14.22	La sa ki SENYER liniver i deklare:
ISA.14.22	Mon pou leve kont zot;
ISA.14.22	mon pou fer disparet sa non Babilonn,
ISA.14.22	son bann zabitan ki'n reste vivan,
ISA.14.22	son bann zanfan e tou zot bann desandan apre zot.
ISA.14.23	La sa ki SENYER liniver i deklare:
ISA.14.23	Mon pou fer sa lavil vin en lanmar
ISA.14.23	en landrwa pour tang reste.
ISA.14.23	Mon pou detri li avek en balye destriksyon.
ISA.14.24	SENYER liniver in fer en serman:
ISA.14.24	Tou pou arive parey mon'n predir;
ISA.14.24	tou pou arive parey mon'n deside.
ISA.14.25	Mon pou detri bann Asiriyen dan mon pei;
ISA.14.25	lo mon bann montanny,
ISA.14.25	mon pou kraz li anba mon lipye;
ISA.14.25	mon pou tir sa fardo ki zot in met lo mon pep
ISA.14.25	e mon pou tir sa pwa ki lo zepol mon pep.
ISA.14.26	Sanmenm sa plan ki'n ganny prepare
ISA.14.26	pour later antye.
ISA.14.26	Sanmenm sa lanmen ki'n leve
ISA.14.26	kont tou nasyon.
ISA.14.27	SENYER liniver ki'n form sa proze.
ISA.14.27	Lekel ki kapab fer li sanz sa?
ISA.14.27	In lev son lanmen.
ISA.14.27	Lekel ki kapab sanz sa?
ISA.14.28	La mesaz ki ti ganny delivre dan lannen ki lerwa Akaz ti mor:
ISA.14.29	Bann Filisten pa bezwen rezoui,
ISA.14.29	akoz sa baton ki pe tap lo zot in ganny kase.
ISA.14.29	Annefe, en viper pou sorti dan kadav en serpan,
ISA.14.29	dan sa viper pou sorti en dragon volan.
ISA.14.30	Lene zanfan ki sorti dan bann fanmir pov
ISA.14.30	ava ganny dekwa manze;
ISA.14.30	bann malere ava dormi anpe.
ISA.14.30	Me ou lennmi pou fer ou mor lafen
ISA.14.30	e mon pou touy sa bann ki ava ankor vivan.
ISA.14.31	Bann laport lavil! Plere!
ISA.14.31	Bann lavil! Kriye!
ISA.14.31	Tou bann Filisten i fonn avek lafreyer,
ISA.14.31	akoz en gro lafimen pe monte sorti dan Nor;
ISA.14.31	personn pa pe sove parmi bann konbatan.
ISA.14.32	Ki larepons fodre donn mesaze bann nasyon?
ISA.14.32	SENYER in etabli Siyon.
ISA.14.32	Bann malere parmi son pep
ISA.14.32	i an sekirite kot li.
ISA.15.1	La mesaz lo Moab:
ISA.15.1	Dan en lannwit, Ar-Moab ti ganny detri;
ISA.15.1	i ti ganny plonze dan silans.
ISA.15.1	Dan en lannwit, Kir-Moab ti ganny detri;
ISA.15.1	i ti ganny plonze dan silans.
ISA.15.2	Zabitan Bayit ek Dibonn in monte
ISA.15.2	dan bann landrwa sakre pour plere.
ISA.15.2	Zot pe lamante
ISA.15.2	lo Nebo ek Medba.
ISA.15.2	Moab pe plennyen.
ISA.15.2	Zot tou, zot in raz zot latet;
ISA.15.2	zot tou, zot in koup zot labarb.
ISA.15.3	Zot lo semen dan lenz dey.
ISA.15.3	Lo twa bann lakaz e dan bann plas piblik,
ISA.15.3	tou dimoun i an larm, pe plere.
ISA.15.4	Zabitan Hesbonn ek Eleale pe kriye.
ISA.15.4	Ou antann zot lavwa ziska Yahatz.
ISA.15.4	Pour sa rezon, bann solda Moab pe kriye;
ISA.15.4	zot in dekouraze.
ISA.15.5	Mon leker pe lamante pour Moab.
ISA.15.5	Son bann zabitan pe sove ziska Soar
ISA.15.5	e ziska Eglat-Selisya.
ISA.15.5	Dan monte Louit zot pe plere.
ISA.15.5	Zot pous en kri dezespwar
ISA.15.5	lo semen ki al Horonaim.
ISA.15.6	Delo Nimrim in sek,
ISA.15.6	zerb in brile, gazon nepli pouse,
ISA.15.6	nepli annan okenn verdir.
ISA.15.7	Alor, sa ki zot ti annan ki'n reste,
ISA.15.7	zot anmenn avek zot pli lwen
ISA.15.7	lo lot kote larivyer bann pye sol.
ISA.15.8	Tou teritwar Moab i rezonnen avek lapel osekour.
ISA.15.8	Sa bann lamantasyon i ariv ziska Eglaim;
ISA.15.8	i ganny tande ziska Beer-Elim.
ISA.15.9	Larivyer Dibonn i ranpli ek disan.
ISA.15.9	Me plis maler pou ariv lo dimoun:
ISA.15.9	En lyon pou atak bann sirvivan Moab
ISA.15.9	ek bann ki'n reste deryer dan pei.
ISA.16.1	Anvoy mouton kot dirizan sa pei
ISA.16.1	depi Sela, an pasan par dezer,
ISA.16.1	ver montanny Siyon.
ISA.16.2	Bann fiy Moab
ISA.16.2	pe espere lo bor larivyer Arnon kot i sek.
ISA.16.2	Zot parey bann zwazo ki pe anvole partou
ISA.16.2	akoz zot in ganny pouse dan zot nik.
ISA.16.3	Annou diskit ansanm
ISA.16.3	pour pran en desizyon.
ISA.16.3	Fer midi vin lannwit;
ISA.16.3	protez nou avek ou lonbraz.
ISA.16.3	Kasyet bann refizye,
ISA.16.3	pa denons sa ki pe sove.
ISA.16.4	Les bann refizye ki sorti Moab
ISA.16.4	vin reste kot ou!
ISA.16.4	Donn zot labri kot ou.
ISA.16.4	Protez zot kont sa destrikter.
ISA.16.4	Zour bann devastasyon ava'n arete,
ISA.16.4	e ki bann destriksyon ava'n fini,
ISA.16.4	bann diktater ava'n disparet dan pei.
ISA.16.5	Alor, par ou fidelite,
ISA.16.5	en tronn pou ganny etabli.
ISA.16.5	Parmi desandan David,
ISA.16.5	en dirizan pou leve
ISA.16.5	ki pou gouvern avek lazistis e avek ladrwatir.
ISA.16.6	Nou'n antann koz lo lorgey Moab,
ISA.16.6	son lorgey ekstrenm,
ISA.16.6	son larogans, son lorgey ek son lensolans;
ISA.16.6	me tousala i vid.
ISA.16.7	Aprezan, zabitan Moab i kapab lamante;
ISA.16.7	zot tou, zot kapab plere.
ISA.16.7	Kriye, lamante, pour bann pake rezen sorti Kir-Hareset.
ISA.16.8	Annefe, bann plantasyon Hesbonn in fletri;
ISA.16.8	plantasyon rezen Sibma osi.
ISA.16.8	Dirizan bann nasyon in kraz sa bann plan rezen
ISA.16.8	ki ti pouse ziska Yazer e dan bordir dezer;
ISA.16.8	son bann bourzon ti file ziska lot kote lanmer.
ISA.16.9	Pour sa rezon, mon plere avek bann zabitan Yazer,
ISA.16.9	pour plantasyon rezen Sibma.
ISA.16.9	Hesbonn! Eleale! Mon larm i koule pour ou
ISA.16.9	akoz nou nepli antann sante
ISA.16.9	dan letan rekolt rezen e rekolt dible.
ISA.16.10	Lazwa ek kontantman in disparet dan bann vale.
ISA.16.10	Napa okenn sanson ki sorti dan plantasyon rezen,
ISA.16.10	personn pa kriye avek kontantman.
ISA.16.10	Personn pa vin kraz rezen pour fer diven;
ISA.16.10	nepli antann okenn sanson avek lakadans.
ISA.16.11	Alor, konmsi en laarp anndan mwan pe plennyen lo Moab,
ISA.16.11	mon leker i plere pour Kir Eres.
ISA.16.12	Lepep Moab pe fatig li
ISA.16.12	ler i al lo montanny sakre,
ISA.16.12	ler i antre dan son sanktyer pour priye.
ISA.16.12	Tousala pa pou servi nanryen.
ISA.16.13	Sa i parol ki SENYER ti deklare konsernan Moab depi lontan. 
ISA.16.14	Me aprezan, SENYER i deklare: Dan 3 an, parey letan ki en travayer i ganny anploye, laglwar Moab pou diminyen malgre son gran popilasyon. Leres bann sirvivan pou vin nanryen ditou e san okenn lenportans.
ISA.17.1	Mesaz konsernan Damas.
ISA.17.1	Damas pou nepli en lavil;
ISA.17.1	i pou vin zis en ta debri.
ISA.17.2	Son bann lavil in ganny abandonnen pour touzour.
ISA.17.2	Zot ava bann landrwa kot troupo ava vin repoze,
ISA.17.2	e personn pa pou fer zot per.
ISA.17.3	Tou bann miray proteksyon otour Efraim pou ganny detri.
ISA.17.3	Damas pou nepli en rwayonm
ISA.17.3	e bann restan Siriyen pou pas parey
ISA.17.3	laglwar bann zanfan Izrael.
ISA.17.3	SENYER liniver ki deklare.
ISA.17.4	Sa zour, Izrael pou perdi son pwa e i pou deperi.
ISA.17.5	Izrael pou parey apre rekolt
ISA.17.5	ler bann zepi dible in ganny met an ta,
ISA.17.5	ler tou rekolt i ganny ranmase
ISA.17.5	dan Vale Refaim.
ISA.17.6	Pa pou reste bokou keksoz dan Izrael.
ISA.17.6	Sa pei pou parey en pye zoliv apre rekolt,
ISA.17.6	ler in ganny sekwe pour ranmas son fri
ISA.17.6	e i reste anler dan leker apre rekolt, detrwa fri
ISA.17.6	e dan brans ki pli gran,
ISA.17.6	ankor detrwa dan bann bout brans.
ISA.17.6	SENYER Bondye Izrael ki deklare.
ISA.17.7	Sa zour, lepep pou tourn son regar ver son Kreater
ISA.17.7	e zot lizye pou war Bondye Sen Izrael.
ISA.17.8	Zot pou nepli pran kont bann lotel
ISA.17.8	ki travay zot prop lanmen;
ISA.17.8	ni sa ki zot in fabrike avek zot ledwa.
ISA.17.8	Zot pou nepli annan lentere
ISA.17.8	pour bann poto sakre Asera
ISA.17.8	ni bann lotel lansan.
ISA.17.9	Sa zour, son bann lavil fortifye
ISA.17.9	pou ganny abandonnen,
ISA.17.9	parey bann lavil bann Hivit ek bann Amorit
ISA.17.9	ti ganny abandonnen otrefwa,
ISA.17.9	ler bann Izraelit ti vini.
ISA.17.9	Tou pou ganny devaste.
ISA.17.10	Izrael! Ou'n oubliy Bondye ki sov ou.
ISA.17.10	Ou'n oubliy ou Ros ki protez ou.
ISA.17.10	Alor, ou'n plant bann zoli pye dibwa
ISA.17.10	pour ou san dout ador en bondye etranze.
ISA.17.11	Sa menm zour ki ou ti plant zot,
ISA.17.11	ou ti war zot pouse,
ISA.17.11	e son lannmen bomaten, i ti fleri.
ISA.17.11	Ou pa pou ganny okenn rekolt,
ISA.17.11	akoz napa okenn remed pour son maladi.
ISA.17.12	Maler! Tapaz en gran kantite dimoun i parey loraz.
ISA.17.12	Tapaz ki zot fer i parey ronfleman lanmer.
ISA.17.13	Bann nasyon i gronnyen parey bann gro laroul.
ISA.17.13	Me SENYER pou rezet zot,
ISA.17.13	e zot ava sov byen lwen.
ISA.17.13	Zot ganny pouse parey lapay
ISA.17.13	dan divan lo montanny,
ISA.17.13	parey en tourbiyon lapousyer avan tanpet.
ISA.17.14	Aswar, i annan en lafreyer terib.
ISA.17.14	Avan bomaten, tou in disparet.
ISA.17.14	Lala sa ki arive
ISA.17.14	avek sa bann ki depouy nou;
ISA.17.14	sanmenm sor sa bann ki vol tou nou posesyon.
ISA.18.1	Maler lo sa pei! Pei ki annan bato de lavwal,
ISA.18.1	ki tou dilon larivyer Kous
ISA.18.2	e ki anvoy bann anbasader par larivyer Nil,
ISA.18.2	dan bann bato fer avek papiris.
ISA.18.2	Ale! Zot bann mesaze rapid.
ISA.18.2	Al kot en nasyon ki gran e ki annan lapo listre;
ISA.18.2	kot en pep ki tou dimoun i per partou dan lemonn;
ISA.18.2	kot en nasyon pwisan ki ganny laviktwar lo son lennmi;
ISA.18.2	dan en pei ki ganny separe par larivyer.
ISA.18.3	Zot tou, bann zabitan lemonn, zot ki reste lo later!
ISA.18.3	Ler en siny i ganny plase lo montanny, get byen!
ISA.18.3	Ler tronpet i soufle, ekoute!
ISA.18.4	Annefe, la sa ki SENYER in dir mwan:
ISA.18.4	Mon pou reste trankil
ISA.18.4	e depi kot mon reste, mon pou gete
ISA.18.4	parey gro larder soley dan lazournen,
ISA.18.4	parey en nyaz laroze dan lasaler pandan letan rekolt.
ISA.18.5	Akoz avan letan rekolt, ler bann fler in fini fleri,
ISA.18.5	ler fler in vin grap ki pe mir,
ISA.18.5	i pou koup bann bourzon initil avek en zouti;
ISA.18.5	i pou tay bann brans ki pe file partou.
ISA.18.6	Zot tou pou ganny abandonnen
ISA.18.6	avek bann zwazo rapas ki dan montanny
ISA.18.6	ek bann zannimo sovaz ki lo later.
ISA.18.6	Bann zwazo rapas ava manz zot pandan lete,
ISA.18.6	bann zannimo sovaz ava ganny manze pandan liver.
ISA.18.7	Alor, dan sa letan, SENYER liniver pou ganny bann kado sorti kot sa pep ki gran e ki zot lapo i listre; en pep ki tou bann nasyon i per; en nasyon pwisan ki ganny laviktwar lo son lennmi; ki viv dan en pei ki ganny separe par larivyer. I pou anmenn bann kado ziska Montanny Siyon, kot SENYER liniver i ete.
ISA.19.1	En mesaz konsernan Lezip:
ISA.19.1	Gete! SENYER in mont lo en nyaz rapid.
ISA.19.1	I pe vin Lezip.
ISA.19.1	Bann zidol dan Lezip pou tranble devan li;
ISA.19.1	bann Ezipsyen pou paralize e zot pou perdi kouraz.
ISA.19.2	Mon pou fer bann Ezipsyen lager antre zot,
ISA.19.2	vwazen kont vwazen,
ISA.19.2	lavil kont lavil, rwayonm kont rwayonm.
ISA.19.3	Bann Ezipsyen pou perdi lespri e dekouraze.
ISA.19.3	Mon pou met dezord dan zot plan.
ISA.19.3	Zot pou konsilte bann zidol, bann mazisyen,
ISA.19.3	bann sorsye ek bann deviner.
ISA.19.4	La sa ki Senyer BONDYE, SENYER liniver i deklare:
ISA.19.4	Mon pou livre bann Ezipsyen
ISA.19.4	dan lanmen en met kriyel,
ISA.19.4	en lerwa feros ki pou renny lo zot.
ISA.19.5	Larivyer Nil pou sek;
ISA.19.5	i pou vin konpletman sek.
ISA.19.6	Delo dan bann brans larivyer Nil pou diminyen e vin sek,
ISA.19.6	zot pou ganny enfekte; zon ek zerb lanmar pou pouri.
ISA.19.7	Pou annan zis landrwa sek obor larivyer Nil,
ISA.19.7	e obor son lanbousir.
ISA.19.7	Tou sa ki'n ganny senmen obor Nil pou desese;
ISA.19.7	zot pou ganny trennen dan divan e disparet.
ISA.19.8	Bann peser pou dan lapenn.
ISA.19.8	Zot tou ki lapes avek lanmson pou lamante.
ISA.19.8	Bann ki pas lasenn pou perdi kouraz.
ISA.19.9	Bann dimoun ki travay latwal
ISA.19.9	e bann ki trikot lalenn pou dezespere.
ISA.19.9	Zot telman enkyet ki zot figir i vin pal.
ISA.19.10	Bann ki trikot lalenn pou dan lafreyer;
ISA.19.10	tou bann zouvriye pou dan latristes.
ISA.19.11	Bann sef lavil Soann i vreman fou;
ISA.19.11	Bann saz ki konsey Faraon
ISA.19.11	i donn bann konsey bet.
ISA.19.11	Koman eski ou kapab dir avek Faraon:
ISA.19.11	Mon en garson sa bann saz
ISA.19.11	en desandan bann ansyen lerwa?
ISA.19.12	Aprezan, oli ou bann zonm saz?
ISA.19.12	Fer zot dir ou e fer ou konnen
ISA.19.12	ki plan SENYER liniver i annan kont Lezip.
ISA.19.13	Bann sef ki sorti Soann i'n vin fou,
ISA.19.13	bann sef sorti Menmfis in perdi latet.
ISA.19.13	Bann sef enportan dan zot tribi
ISA.19.13	i'n anmenn Lezip lo move semen.
ISA.19.14	SENYER in met dan zot latet en lespri konfize
ISA.19.14	ki fer Lezip bite dan tou sa ki i antreprann.
ISA.19.14	In vin parey en soular ki drive dan son vomi.
ISA.19.15	Personn pa pou kapab fer keksoz pour Lezip:
ISA.19.15	Ni latet, ni lake, ni brans palmye, ni zon.
ISA.19.16	Sa zour, bann Ezipsyen pou parey bann fanm: Zot pou tranble avek lafreyer devan lanmen ki SENYER liniver in leve kont zot. 
ISA.19.17	Later Zida pou fer per bann Ezipsyen; tou dimoun ki pou antann nonm son non pou per akoz plan ki SENYER liniver in monte kont zot.
ISA.19.18	Sa zour, pou annan senk lavil dan pei Lezip ki pou konn koz langaz Kanaan e fer serman lo non SENYER liniver. Enn sa bann lavil pou ganny apele Lavil Soley. 
ISA.19.19	Sa zour, pou annan en lotel pour SENYER dan milye pei Lezip e en kolonn pour SENYER lo son frontyer. 
ISA.19.20	Sa i pou en siny e en temwannyaz anver SENYER liniver dan pei Lezip. Ler zot ava kriy ver SENYER akoz lopreser, i pou anvoy zot en sover, i pou defann zot e delivre zot. 
ISA.19.21	SENYER ava fer bann Ezipsyen konn li, e sa zour, zot ava konn SENYER. Zot ava ador li e ofer li bann sakrifis e bann sakrifis konplet; zot ava gard bann ve ki zot ava fer anver SENYER. 
ISA.19.22	SENYER pou pini Lezip. I pou pini li, me i pou geri li e bann Ezipsyen ava retourn ver SENYER ki ava ekout zot siplikasyon e geri zot.
ISA.19.23	Sa zour, pou annan en larout ki pou relye Lezip avek Asiri. Bann Asiriyen pou vin Lezip e bann Ezipsyen pou al Asiri. Bann Ezipsyen pou ador avek bann Asiriyen. 
ISA.19.24	Sa zour, Izrael pou vin trwazyenm avek Lezip ek Asiri ki pou vin en benediksyon pour later 
ISA.19.25	ki SENYER liniver pou beni ler i dir: Lezip mon pep, Asiri ki mon'n kree e Izrael mon posesyon ava ganny beni.
ISA.20.1	Dan lannen ki Sargon, lerwa Asiri ti anvoy son komandan an sef kot Asdod, e fer lager kont sa lavil e kaptir li. 
