MAT.1.1	Jesucristo e-dadgan-siki ilekwaa-danikid e-garda. Jesucristo, David-e-wagwa, degi, Abraham-e-wagwabar.
ACT.7.42	¿Bemarde Israel-dorgan,
ACT.7.42	ar birga-dulabo nega-dule-sulidganba gudigusgua,
ACT.7.42	anga wis ib-durgande ogumakar uksamarsi?
ACT.7.43	Suli, anga uksasurmalad.
ACT.7.43	Bur Moloc be-bab-dummadga bemar imaksamalad,
ACT.7.43	degi, a-surba bur be sesmalad.
ACT.7.43	Degi niskwa-Refán bab-dummadyob
ACT.7.43	bemar na dukin sobsamalad,
ACT.7.43	a bur be-bab-dummadga bemar imaksamalad.
ACT.7.43	A-ulale, Babilonia-neggwebur-obinale
ACT.7.43	an be-barmidmaloed, sabsur be-odurdakmalagar.
ACT.7.43	Am. 5:25-27
ACT.7.44	“Nega-dule-sulidganba anmar-dadgan bipirmakdigu, Bab-Dummadse-goled-neg-sunna-seleged nika-gusmalad. A-neg Bab-ebo na igar-mesisad mag daklegega anmar-dadganga uklesad. We-negde igi Bab Dummad Moisésga oyosa, deyob Moisés neg-sobsa-gusad.
ACT.7.45	“Degi anmar-dadgande we-neg abingasmarsunnad, e-dadgan-burgwisad-sorba. A-neg anmar-dadgan-Josuémala sear-gusmalad, deun we-yarse ubononimargu, Bab Dummad gandikidba dulemar-e-idu-bukwadi onosgu. We-negde, David reyga-megisadse sii-gusad. 
ACT.7.46	Nabir Bab Dummad Davidgi binsassoggu, David Bab-Dummadse-goled-neg sobe-sokalinad, adi Jacob-e-wagan-Bab-Dummad na neg-meged nikuegar. 
ACT.7.47	Degi-inigwele, geb e-machi, Salomón-nugad, Bab-Dummadse-goled-neg sobsa-gusad. 
ACT.7.48	Bab-Dummad-Bur-Dummadid dulemar-neg-sobedgi gwen megosurguoed, Bab-Dummad-gaya-burba-berbeged sogsadyob:
ACT.7.49	Bab Dummad soged:
ACT.7.49	‘Nibnega an-olo-ganad,
ACT.7.49	degi, napnega an-nag-onakwed-ganad.
ACT.7.49	¿Degite, ibi-neg bemar anga sobmalosunna?
ACT.7.49	¿Ar bia degite an-obunnoged-neg
ACT.7.49	be anga ukmalosunna?
ACT.7.50	¿Ar belagwapa we-ibmarmarde
ACT.7.50	an obinnissursi?’ ”
ACT.7.50	Is. 66:1-2
ACT.7.51	Degi, Esteban sogdebar: “Bemar gusgu Bab Dummad Burba Nuedgi yoledigumalad, bemar-dadgan-gusadyobmo. Bemar uaya-gwen-niksurmalad, degi, bemar gwagegi dulemar-Bab-Dummad-aku-dakmaladyob damalad. 
ACT.7.52	¿Ar be-dadgan biti Bab-Dummad-gaya-burba-berbemalad wiossurmar be insae? Bela wiosmaladbiid. Bab-Dummad-gaya-burba-berbemalad sogsa-gusmalad, yoedse dule-wargwen, dule-gwage-swilidikid, bemarse danikoye. Degi-sogsamalad, be-dadgan amar-oburgwis-gusmalad. Degite, emigindi we-dule-gwage-swilidikid bemarse nonigu, bemar, darba manigi uksamalad, degi, bemar oburgwismarbalid. 
ACT.7.53	Bab Dummad igar-mesisad na e-angermarba bemarga uksadi, degite, a-igarba bemar gwen ibmar imaksasurmalad.”
ACT.7.54	Esteban weyob emarga ibmar-soge itosmargu, Judio-igar-nabiromalad-dummagan na e-gwagegi sae-itodmalad, degi, bela nugar gunnar-gunnar Estebangi uludmalad. 
ACT.7.55	Estebandi Bab Dummad Burba Nued nue nikasoggu, niba atakdegu, Bab-Dummad-gangued-yeer-daklegedi daksad, degi, Jesús Bab-Dummad-argan-nuedsik gwichi daksabalid. 
ACT.7.56	Degi Esteban sogdesun:
ACT.7.56	—¡Be dakmar! Nibneg argaar an daked, degi, Dule-Machi Bab-Dummad-argan-nuedsik gwichi an dakbalid.
ACT.7.57	Judiomar mer Esteban itomalagala na uaya edismalad, degi, binnasur oimakdemargu, bela Estebangi duurmakdemalad. 
ACT.7.58	Esteban-gasmargu, neggwebur-magaba ebipidmalad, geb agi akwagi Esteban-maksamalad. Dulemar akwagi-Esteban-maknanaid na e-mor sapin-wargwen Saulo-nugadga uksamalad, adi ega gamalagar.
ACT.7.59	Akwagi Esteban maknanaimargu, Estebandi Bab Dummadse gote, sogded: “Dummad-Jesús, an-san-burba be sue.” 
ACT.7.60	A-sorba Esteban yokorgi sindigar sigisad, geb binnasur gote, sogded: “Dummad, we-dulemar-sabsur-an-imaknanaidgi mer istar be binsao, iskunanaisurmalayobi be dakoed.”
ACT.7.60	Wegi-sogsad-sorba, Esteban burgwissunnad.
ACT.8.1	Judiomar Esteban-iblosmargu, Saulo yeer itogwichi-gusmogad.
ACT.8.1	Deunni Jerusalén-neggweburgi Bab-Jesúsba-nanaimalad-danar-ambikunoni-damalad nue-ise-wilegar baregillearmalad. Degisoggu, bela amar duurmakde-gusmalad, Judea-yalaganba, degi, Samariase. Unnila Jesús-nuggi-barmilesmaladbi Jerusaléngi besa-gusmalad. 
ACT.8.2	Dulemar-Bab-Jesúsba-nue-nanaimaladi Esteban-sesmarsun, neg-uangi digega. Amar nue Estebanba bobukwa-gusmalad. 
ACT.8.3	Deun Saulodi Bab-Jesúsba-nanaimalad-danar-ambikunoni-damalad baregindii-gualid, negaya-negayase machergan, degi, omegan barimakdigualid, eskaryase metenaegar.
ACT.8.4	Bab-Jesúsba-nanaimalad Jerusaléngi-ainidmaladi bela aisakidmargu, amar Bab-Jesúsgi-abonoleged-igargi bela dulemarga sognadap-gusmalad. 
ACT.8.5	Degi aisakidmalad-wargwen, Felipe-nugadi, Samaria-neggweburse nade-gusad, agi Cristogine amarga sunmakdesunnad. 
ACT.8.6	Dulemar itosmargu, Felipe ibmar-wilubgan-dakledisulid nue imaknaiye, degine, daksamarbargu, bela-dulemar Felipe-emarga-ibmar-sognaid nue itobukwa-gusmalad. 
ACT.8.7	Deginbali, bukidar niaburba-nikamaladi, binnasur gote, niaburbamar egi ainid-damalad, degi, bukidar dule-abgan-burgwar-nikamaladi, degi, dule-muya-muya-nanamaladi, Felipe amar-onudaksad. 
ACT.8.8	Degisoggu, Samaria-neggweburgi nue-weligwar itobukwa-gusmalad.
ACT.8.9	Samaria-neggweburgine a-ibagi dule-wargwen, Simón-nugadi, gudigusmogad. A-dulede neled, iduar dulemar yardakdii-gusad, ar ade bukidar ibmar-dakledisurmalad imakdisoggu, dule-dummadye na san sadiid. 
ACT.8.10	Bela dulemar-burwigana, degi, serganse-bakar nue boo itobukwa-damalad, degi, bukidar sogmalad: “We-dule, Bab-Dummad-gangued-nue-nikad-duleye.”
ACT.8.11	Bukidar Simón-ibmar-sogedba imakde-damalad, ar ade dikasurgus Simón dulemar-yardakar, ibmar-dakledisulid imakdisoggu, ese binsaed-galed-damarsunnad. 
ACT.8.12	Felipe gaya-burba-nued, Bab-Dummad-neg-dakmaidgi, degi, Jesucristo-nuggi sunmakdiidi, Samaria-dulemar e-gwagegi abingasmargu, machergan, degi, omeganse-bakar Bab-Jesús-digi-ogleged-igar imaksamarsunnad. 
ACT.8.13	Simón Bab-Jesúsgi bengussurmogad. Simón Bab-Jesús-digi-oglesad-sorba, Felipe-walikaa bipirmakdii-gualid, ar ade Felipe ibmar-wilubgan, degine, ibmar-dakledisurmalad-dummagan-imakdiid geger daked.
ACT.8.14	Jerusaléngi Jesús-nuggi-barmilesmalad wisguarmargu, Samaria-dulemar Bab-Dummad-gaya-burba gwagegi abingasmarmoye, Pedro, degi, Juan-ebogwa, ega barmid-gusmalad. 
ACT.8.15	Pedro, Juan-ebogwa Samariase mosmargu, Bab-Jesús-abingasmaladga Bab Dummadse gotemalad, adi Bab-Dummad-Burba-Nued-nikumarmogagar. 
ACT.8.16	Ar ade Samaria-dorgan amba yo Bab-Dummad-Burba-Nued-abingamalad, unnila Jesús-nugginbi digi oglesmalad. 
ACT.8.17	Degi, Pedro, Juan-ebo, Samaria-dorgangi argan mesismargu, amar Bab-Dummad-Burba-Nued-nikunonimarmosunnad.
ACT.8.18	Jesús-nuggi-barmilesmalad e-argan dulemargi mesisale, Bab-Dummad-Burba-Nued-abingas-damar Simón daksagu, Jesús-nuggi-barmilesmaladga mani ukbi-gualid, 
ACT.8.19	degi, amarga sogdesunnad: “We-gangued bemar nikad anga udamoye, adi doa-dulegi an-argan an mesisale, nabir Bab-Dummad-Burba-Nued-nikuegarmoye.”
ACT.8.20	Degi Pedro, abin-imakdesun: “Be, degi, be-mani, beba bela soo-sailase naena-gadin, ar Bab-Dummad-nabir-anmargi-binsaed, anmarga ibmar-uked, manigi bakleye be bidager. 
ACT.8.21	Degisoggu, bega igar-gwen-maisulid anmarba Bab-Dummad-Burba-Nued-uked, ar ade be-gwage Bab Dummadgi dikasur bangus naid. 
ACT.8.22	Degisoggu be-gwagegi be-sunnasur-binsasad bukib be binsasun, na be nugusun, Bab Dummadse be gole, adi abakalegi be-gwagegi-sunnasur-binsasad Bab Dummad bega osuloalile. 
ACT.8.23	Ar an be-dakgua, be-ulubgi ibmar-gaibidyob aimargi-nobed begi naid, degine, iskuedse be bipirmas-gudii an be-daked.”
ACT.8.24	Simón, Pedroga, degi, Juanga sogdesun: “Anga Bab Dummadse be gormar, adi bela be-anga-ibmar-sogsad mer degi-guegar.”
ACT.8.25	Pedro, Juan-ebogwa, Bab-Dummad-gaya-burba-nued-barsogsamalad-sorba, degi, Jesús-nuggi sunmaksamargu, gannar Jerusalénse armarsunnad. Jerusalénse danimargu, igarba Samaria-yargi neggwebur-burwigana-bukmaladga Bab-Dummad-gaya-burba-nuedgi sunmakdani-gusmalad.
ACT.8.26	We degi-gusad-sorbali, Bab-Dummad-e-anger Felipega sognonikid: “Be nae, dad-argwaned-argan-nuedsik. Jerusalénse be mosale, neggwebur-Gazase-nanaed-igar nega-dule-sulidba-nanalemaid-igarba be naoed.” 
ACT.8.27	Deyob, anger ega sogsagu, Felipe nade-gussun. Igarba nadapgu, dule-wargwen dakar, Etiopíagined, dule-alugwag-gwasualed. A-dulede dule-dummadid, ar ade Etiopíamar-reina-Candacega mani-daked-duled. A-dulede Jerusalén-neggweburse arbi-gusad, Bab-Dummadse-goledgi Bab-nug odummogegar. 
ACT.8.28	Etiopía-dorde gannar na e-negse nadapgu, e-moli-urgi sii, Bab-Dummad-gaya-burba-berbeged, Isaías narmaksa-gusad, a-absonadapid.
ACT.8.29	Agi Bab Dummad Burba Nued Felipega sogded: “Ese walik be nae, e-moli-uryase.” 
ACT.8.30	Felipe ese nadsun, degi, walikgusgu, Bab-Dummad-gaya-burba-berbeged, Isaías-narmaksadi, a-absonadap itoalid. Degi Felipe ese egisdesunnad:
ACT.8.30	—¿Degite be-absonadapid mag be itoge?
ACT.8.31	Dule-Etiopíagined, abin-sogded:
ACT.8.31	—¿Sunna mag an itogosi, ar dule anga odulosulir, we ibi obare?
ACT.8.31	Degisoggu, Felipega sogdesun:
ACT.8.31	—An-moli-urse be nakwe, an-dikarba be sigdage.
ACT.8.32	Etiopía-dule, Bab-Dummad-Garda-narmakaled-absonadapid wegi-narmakar naido:
ACT.8.32	Sibad-wawaad-oburgwilenadapile,
ACT.8.32	boo nadap-daedyob,
ACT.8.32	we-dulede oburgwilegedse nade-gusad.
ACT.8.32	Ar igi sibad-wawaad-sapin
ACT.8.32	ei e-absar ibmiarmalar wichur boe,
ACT.8.32	deyobi we-dulede gwen gaya nikudsulid.
ACT.8.33	Bela-bela egi dodosmaladgi,
ACT.8.33	igar-maidba gwen ega imaksasurmalad,
ACT.8.33	igar gwen nabirossurmalad.
ACT.8.33	Degisoggu, ¿doa e-wagangi
ACT.8.33	bar sunmakosunna?
ACT.8.33	Ar ade oburgwismalad.
ACT.8.33	Is. 53:7-8
ACT.8.34	Etiopía-dule Felipese egisdesun:
ACT.8.34	—Anga be soge, ¿we doagi Bab-Dummad-gaya-burba-berbeged sunmake? ¿An na dukin soge, ar igi, dule-baidgi sunmake?
ACT.8.35	Degi Felipe, abin-imakdegu, ega sogdesun, Bab-Dummad-Gardagi narmakar naidba, agi ega onoded, geb degi Bab-Dummad-gaya-burba-nued-Jesúsgi-soglesadgi ega sunmaksabalid. 
ACT.8.36	Degi, igarba nadapmargu, dii-nai dakarmalad. Agi Etiopía-dule Felipega sogdesun:
ACT.8.36	—Dii be dake. Degisoggu, ¿Bab-Jesús-digi-ogleged-igargi geg an oglege?
ACT.8.37	Felipe, abin-imakded:
ACT.8.37	—Ar na be Jesucristogi nue bensulile, be sunna Jesús-nuggi digi oglegodo.
ACT.8.37	Etiopía-dule, Felipe-abin sogded:
ACT.8.37	—Gwen an bensulid, Jesucristo Bab-Dummad-Machi-sunnadid.
ACT.8.38	Degi Etiopía-dule moli-ur bogi-nasiked imaksasunnad. Degine, ebo dise aidesmarsunnad. Geb Felipe Etiopía-dule Bab-Jesús-digi-ogleged-igargi ogsasunnad.
ACT.8.39	Diyagi gwichi nakwiarmargu, Bab Dummad Burba Nued ukiar Felipe-sesa-gusad. Etiopía-duledi bar gwen Felipe-daksasulid, degi-inigwele, bela-bela weligwar e-negse nadap-gusad. 
ACT.8.40	Felipedi bato Azotogi gudii daklealid. Felipe neggwebur-ilibali Bab-Dummad-gaya-burba-nuedgi sunmaknadap-gusad, deyob Cesarease warmaksad.
ACT.9.1	Ar Saulodi Bab-Jesúsba-nanaimalad-istar-daksoggu, sae-itogedba unnila amar-ogilogedginbi binsadisunnad. A-ulale, Saulo dule-irwa-Bab-Dummadse-gormalad-bur-dummadse nade-gusad, 
ACT.9.2	garda amiega, adi nabir Damascogi Judiomar-onmaked-neg-bukmaladse dogegar. Ade a-gardade Sauloga igar-uknaid, adi nabir machergan, degi, omegan Bab-Jesúsba-nanaimalad gaegar, degi, amar gugmakar Jerusalénse sedagegar.
ACT.9.3	Saulo igarba nadapgu, Damasco omodanigu, ukiar nibneggi gwallu mee egi ganonikid. 
ACT.9.4	Agi Saulo napase aimukud-gusad. Geb degi nibneggi dule ega soge itoalid: “Saulo, Saulo, ¿ibiga be an-baregindii?”
ACT.9.5	Degi Saulo ese egisdesun: “Dummad, ¿be doa-sunna?” Dule, abin-imakdebar: “Ani an Jesús, ar doa-dule be baregindiid, ani an a-duled. Iko be sarsoye sogele, na be dukin nunmaked amioed. Deyobmodo, Bab-Jesús-igargi be dodoye soger, na be dukin san wiogoed.” 
ACT.9.6	Saulo nue dobe itoge, wawanmakde, sogded: “Dummad, degite, ¿ibi imakbi be an-abesunna?” Dummad, abin-imakde, ega sogdesun: “Be gwisgu, neggweburse be nae, agi bega sogmaloed, ibu be imakoe.”
ACT.9.7	Dulemar-Sauloba-nadapgusmalad nue-dobe itodmalad, geg sunmake-gudmalad, ar ade gaya-burba itosmalad, degi-inigwele, dule-gwen-daksurmalad. 
ACT.9.8	Saulo napagi-mai gwisgudgu, ibya na egadengu, dulemar-aku-dake naded. Degisoggu, argangi e-sordamar Saulo-gani Damascose sesmarsunnad. 
ACT.9.9	Saulo, Damasco-neggweburgi ibapaa aku-atak megisad, degi, gwen mas guchasulid, agi gwen gobsasurbalid.
ACT.9.10	Deun Damasco-neggweburgi Bab-Jesúsba-naid-wargwen mai-gusad. A-dulede Ananíasye-nugad. Ase Bab-Jesús gabgi gabdakeyob ega ibmar sognonikid: “¡Ananías!” A-dulede Bab-Jesús-abin imas: “Degite Dummad, wegi an mai, an be-itomai.”
ACT.9.11	Agi Bab-Jesús ega sogded: “Be gwisgu, be nae, Igar-Inikigwad-nugadse, Judas-negse. A-neggi be egisdapoed Tarso-dola, Saulo-nugad. Ar a-neggi a-dule, Bab Dummadse gormaid. 
ACT.9.12	Agi a-dule-maid na gabgi bato dule-wargwen Ananías-nugad daksad, ese dogdani, e-sangi e-argan mesnai, adi nabir gannar atakegar.”
ACT.9.13	Ananías, Bab-Jesús ega degi-soge itosgu, sogded: “Dummad, nabir be sogendo, degi-inigwele, dule-bukidar we-dulegi sunmakmar an-itodiid igi Jerusaléngi begi-akananaimalad beedse wiodiid. 
ACT.9.14	Deginbali, wese Damascose nonibargu, dule-irwa-Bab-Dummadse-gormalad-e-dummagan-garda-nika nonikid, adi nabir beba-nanaimalad bela gaegar, eskaryagi metegar.”
ACT.9.15	Bab-Jesús, abin-imakded: “Be nae, ar we-dule an susad an-sapinga guegarmo, adi nabir Judiosurmaladga an-nuggi sunmakegar, degi, reymarga sunmakbaligar, degi, amba Israel-dulemarga sunmakbaligar. 
ACT.9.16	Degisoggu, ani an Sauloga oyogoed, an-sapinga guedi, beedse an-nug-ular wileger-gebye.”
ACT.9.17	Deyob Bab-Jesús ega sogsagu, Ananías nadsun, Judas-negse. A-negse modapgu, Ananías na e-argan Saulogi mesisgu, ega sogded:
ACT.9.17	—Gwenad-Saulo, Dummad-Jesús, igarba danigu bese magarosad-dule, a an-barmialid, adi nabir gannar be atakbaligar, degi, Bab Dummad Burba Nued bela-bela be nikubaligar.
ACT.9.18	Degi-ega-sogsagu, Saulo-ibyagi ua-ukayobi naidi, yog babatiar-gusad, geb degi nabir gannar atak-naded. Geb Saulo a-sorba yog Bab-Jesús-digi-ogleged-igargi oglessunnad. 
ACT.9.19	Saulo geb mas guchagu, wis gannaledsunnad. Agi Damascogi dulemar-Bab-Jesúsba-nanaimalad-walik ibbigbasaar gudigusad.
ACT.9.20	A-sorba Saulo Damascogi Judiomar-onmaked-neg-irba Bab-Jesús-igargi sunmakde, sogdesunnad: “Jesús Bab-Dummad-Machi-sunnadye.” 
ACT.9.21	Belagwapa-Saulo-itobukmalad geger dakdemalad, sogdemarsunnad: “¿We-dule Jerusaléngine dulemar-Jesúsba-nanaimalad-baregindii-dasursi? ¿Ar amba we-dule wese nonisursi, dulemar-Jesúsba-nanaimalad gaegar, degi, Jerusalénse sedegar, adi dule-irwa-Bab-Dummadse-gormalad-e-dummaganga ukegar?”
ACT.9.22	Ar Saulodi aka-bur-bule Bab-Jesús-igargi sunmakdigualid, nue-ise-oyodiguarsunnad, Jesús, we Cristo-sunnadye, Bab-Dummad-dule-wargwen-barmidagoye-sogsad-duleye. Degisoggu, Damascogi Judiomar-bukwadi geg Pablo-abin imakgusmarsunnad.
ACT.9.23	A-ibbigbagwad-sorba, Judiomar na igar-amismalad, Saulo-oburgwemalagar. 
ACT.9.24	Saulodi wisgusad e-oburgwebimalad. Saulo-oburgwemalagala Judiomar bane-bane neggwebur-yawagak-nagaba, mutikidba, degi, ibginse-bakar Saulo-edarbebukwa-gusmalad. 
ACT.9.25	Bab-Jesúsba-nanaimaladdi mutikidba neggwebur-galu-dikarba garbagi Saulo-mai odesmarsunnad, adi nabir wakinnegar.
ACT.9.26	Saulo Jerusalén mosgu, Bab-Jesúsba-nanaimaladba ambikubigualinad, ar Bab-Jesúsba-nanaimaladdi dobe itomalad, ar ade Bab-Jesúsba-naimo-deeye gwen Saulogi binsasurmalad. 
ACT.9.27	Degi-inigwele, Bernabédi Saulo-sesa-gusad, bia Jesús-nuggi-barmilesmalad-bukwadse. Amarga sogdesunnad, igi Saulo Damasco-igarba nadapgu, Bab-Jesús-daksagusa. Agine, igi Jesús ega sogsagusbali, deginbali, igi Saulo dobsuli, nue-gandikidba Damascogi Jesús-nuggine sunmaksa-gusbalidgi.
ACT.9.28	Agi, Saulo Jerusaléngi bessunnad, degi, Jesús-nuggi-barmilesmaladba bipirmakdii-guarsunnad. 
ACT.9.29	Deun Saulo, Bab-Jesús-nuggi, dobsuli sunmakdii-gualid, Judiomar-Griego-gaya-sunmakmalad-ebo dobsuli na abin-abin imakdii-gualid. Amardi Saulo-oburgwebi-gusmalanad, degite gwen oburgwissurmalad. 
ACT.9.30	Gwenadgan-Bab-Jesúsba-nanaimalad degi-wisguarmargu, Cesarea-neggweburse Saulo-sesmalad, geb degi Tarso-neggweburse Saulo-barmismarsunnad.
ACT.9.31	Degisoggu, Bab-Jesúsba-nanaimalad-danar-ambikunoni-damalad bela Judea-yalagi, Galileagi, degi, Samariagi, nue bogidiki, dule e-bareginned-suli bukwa-gusmarsunnad. A-ulale, Bab-Jesúsba-nanaimalad burbar nue gangumai, Bab-Jesús dobee nanabukwa-gusmalad. Degine, Bab Dummad Burba Nued amar-ogannomai-gussunnad, ega Bab-Jesúsba-nanaimalad omelomai.
ACT.9.32	Pedro bela gwenadgan-bukmaladse atakdigua, Lida-neggweburgi gwenadgan-Jesucristogi-akananaimaladse ataknad-gusmogad. 
ACT.9.33	A-neggweburgi Pedro dule-wargwen Eneas-nugad dakdapid, birga-baabakgus mai, geg nanae, ar ade bela e-abgan burgwaled. 
ACT.9.34	Pedro Eneasga sogdesun: “Eneas, Jesucristo be-nudakoed. Be gwisgu, be-maid na be nudake, be nae.”
ACT.9.34	Agi Eneas nugusgu, yog gwisguar imaksad. 
ACT.9.35	Pedro, Eneas-onudaksad-sorba belagwapa Lidagi, degi, Saróngi-bukwamalad daksamalad Eneas, nue-nugus gudii. A-ulale, amar Bab-Jesúsba nue nagunonimarsunnad.
ACT.9.36	A-ibagangi Jope-neggweburgi ome-wargwen Bab-Jesúsba-nue-nai gusmogad, a-omede Tabita-nugad, Griego-gayabardi, Dorcasye-bileged. A-omede igar-nueganbi imakdiid, degi, wilegana nue bendakdii-daed-duled. 
ACT.9.37	A-ibagangi Dorcasde uelealid, degine, burgwisad. Burgwisgu, nue ogsamalad-sorba, niba ailabirgi mesismalad. 
ACT.9.38	Jope-neggwebur Lida-neggweburgi itakasaarsoggu, Bab-Jesúsba-nanaimalad Pedro Lida-neggweburgi gudiiye wisguarmargu, dule-warbo barmis-gusmalad, Pedro-sunamalagar. Amar Pedroga sogdapmalad: “Gwae Jopese dagoye, mer yoggudoye.”
ACT.9.39	Pedro dulemar-warbogwadba arsunnad. Jopese mosmargu, bia ailabirgi mui mai, ase Pedro-sesmalad. Mukwamar-ei-sui-burgwismalad Pedro-ebilis ambikusmargu, bela boedbimalad, suba, degi, mola ega oyodmalad, igi Dorcas dula gudigua, emarga mor maksamalad. 
ACT.9.40	A-sorba Pedro bela dulemar-onosgua, yokorgi sindigar sigisgu, Bab Dummadse goted. Pedro ome-burgwar-maid-sik dakdegu, ega sogded: “Tabita, gwisgu.”
ACT.9.40	Degi a-ome ibya egad, agi Pedro-dakargu, sigiis imaksad. 
ACT.9.41	Pedro, argangi Dorcas gasaa imasgu, geb degi ogwichisad. Pedro a-sorba-Jesucristogi-akananaimaladse, degi, mukwamar-sui-ei-burgwismaladse, dula Dorcas-senonisunnad.
ACT.9.42	Wegi-gusadi, bela Jope-neggweburgi wisgusmalad, degi, bukidar a-neggweburginmalad Bab-Jesúsgi bensur-gunonimalad. 
ACT.9.43	Agi Pedro Jopegi undar megialid, ibmar-ukagi-arbaed-walik, Simón-nugad-neggi.
ACT.10.1	Deun Cesarea-neggweburgi dule-wargwen, Cornelio-nugadi, mai-gusmogad. A-dulede, Roma-sordamar-dulatar-sediid-duled, Roma-sordamar-danagwen-Italianaye-nugad, e-dummadid. 
ACT.10.2	Ade, bane-bane Bab Dummadgi binsadiid-duled, nue bela e-neg-yaginmaladba Bab-Dummad-dobee-nanadimogad-dulebalid. Corneliode nue dule-wileganaga mani ukdibalid, deginbali, bane-bane Bab Dummadse gordii-dabalid-duled. 
ACT.10.3	We-dulede e-ibya-apurud-gabdakeyob nue neg daksad, deun sedo wachi-irbaa-gusgu.
ACT.10.3	Bab-Dummad-anger, Cornelio-maidse dognonikid, ega sognonikid: “Cornelio.” 
ACT.10.4	Cornelio nue-nuu anger-dakdegu, dobe itoded, ega sogded: “Dummad, ¿wede igid barsunna?” Anger, abin-sogde: “Be Bab Dummadse goledi, degi, be wileganaga mani ukedi, we-ibmar Bab Dummadse nakwisad, Bab Dummad we-ibmar gwen iegosulid. 
ACT.10.5	Degisoggu, Jope-neggweburse dulemar be barmid, adi Simón-sunamalagar. A-Simón, Pedroye-bimarbalid. 
ACT.10.6	We-Simónde, dule Simónye-nugmogad, ibmar-ukagi-arbaed, a-neggi maid. A-neg demar-gakasik siid. A-Simón-Pedro bega sogoed, ibu be imakoe.”
ACT.10.7	Anger Cornelioga ibmar-sogsad-sorba nadgu, Cornelio ega-warbo-arbamaladse gochasun, degi, suar-ibed-wargwense gochabar, a-dulede Bab-Dummadse-nue-goled-dulemogad. Degisoggu, Cornelio a-dule-bensulid ega ibmar saoed. 
ACT.10.8	Corneliode amarga bela ibmar sogsagu, Jope-neggweburse barmissun, Pedro-sunamalagar.
ACT.10.9	Banedgine, Pedro-sunadapmalad igarba nadapmargu, bato Jope-neggwebur walikgusmargu, Pedro yorukudbali neg-uas-birgi nakwisad, Bab Dummadse golega. 
ACT.10.10	A-wachigi Pedro nue-ukuur itoargu, mas gunbi-gualid. Mas imaknanaid edarbesigu, e-ibya apurud, gabdakeyob neg dakalid.
ACT.10.11	Agi Pedro dakar nibneg argad, mor-sibu-dummadyob e-dukumar-bakegwadgi atinnar nibneggi aidedani, napnegse. 
ACT.10.12	Mor-sibu-dummad-yagi ibdula-unimalad, ibdula napgi muski-muski nanamalad, degi, ibdula-gukualemalad, galagwensuli bukwa dakalid. 
ACT.10.13	Degi, dule ega soge itoalid: “Pedro, be gwisgu, ibmar-dula be oburgwe, be gunne.”
ACT.10.14	Degi Pedro, abin-sogded: “Dummad, suli, an gunnosuli, ar ibmar-iskana, ibmar-isemaladi gwen an-gaya-yaba dogdisulid.” 
ACT.10.15	Degi, gaya-burba gannar gollarbalid, ega sogded: “Bab Dummad ibmar-ised-osulosadi, geg bar isedye be soged.”
ACT.10.16	Deyob ilapaa Pedrose gaya-burba gocha-gusad. A-sorba ibmar mor-sibuyob-daklegedi gannar nibnegse nakwid-gusad. 
ACT.10.17	Pedro gabdakeyob na ibmar-daksadgi binsamai-gualid, wede, ibi nue obar-dibeye na ulubgi binsadsunnad. Pedro degi-binsamai, Cornelio machergan-walapaa-barmialidi, Simón-neg aminonimalad, degi, Simón-yawagak-naba gwisgunonimarsunnad. 
ACT.10.18	A-neggi, egisdemalad, “Wegi Simón-nugad, Pedroye-bimarbalid, mai sogeye.”
ACT.10.19	Pedro neg-burgan-daksadgi amba binsamai, Bab Dummad Burba Nued ega sognonikid: “Simón, be dake, dule-warbaa be-amididimalad. 
ACT.10.20	Degisoggu be gwisgu, be aide, degi, amarba be nae. Igi neg-burgan be daksa, ayobi we-dulemar an nudaksad, geg bar iseye be soged. Degisoggu, mer amar be benguo, eba be nao, ar ani an bese wemar-barmialid.”
ACT.10.21	Degisoggu, Pedro aidearsun, bia Cornelio-dulemar-barmialid bukwadse, degi, amarga sognonikid: “Ani an Pedro, be an-amidimalad. ¿Degite, ibiga bemar an-amidimarsunna?”
ACT.10.22	Amar, Pedro-abin sogded: “Roma-sordamar-dulatar-sediid, Cornelio-nugad, a-nuggi anmar danikid. A-dulede igar-napiragwadba-daed-duled, Bab-Dummad-dobegwaa-nanadiid-dulebalid. Deginbali, Judiomar bela a-dule nabir dakmalad, degi, bela bina sogedbimarbalid. Bab Dummad e-anger-swilidikba Cornelioga sogsad bese gordaye, ‘A ibmar-bega-sogoed, be nue itogoye.’ ”
ACT.10.23	Pedro itosgu, degi-ega-ibmar-sogmala, neg-yaba amar-odossunnad. Agi ibagwen Pedro-walik gabismalad. Banedgine, amarba Pedro arsunnad, degi, gwenadgan-Jopegi-mamaid eba ali-gusmarmogad.
ACT.10.24	A-banedgine, Pedroba-nadapmalad Cesarea-neggweburse modapmalad. Agi Cornelio, degi, e-gwenadgan, degine, e-aimar-nuegan, Pedro-edarbe bukwa-gusmalad. 
ACT.10.25	Pedro, Cornelio-negse dogdegu, Cornelio, Pedro-abin magaba noalid, degi, yokorgi Pedro-abin sindigar signonikid, Bab Dummadyob Pedro-odummogegar. 
ACT.10.26	Pedrodi Cornelio ogwichiis imaksad, ega sogded: “Mer Bab Dummadyob be an-imako. Be gwisgu, ar be-sunnaa an dulemogad.”
