GEN.1.1	Na počiatku stvoril Boh nebo a zem.
1CH.14.12	Zanechali tam i svoje modly, ktoré dal Dávid spáliť.
1CH.14.13	Filištínci znovu plienili v údolí. 
1CH.14.14	Keď sa Dávid spytoval Boha, dostal od neho odpoveď: „Nechoď za nimi, ale ich obíď a napadni od balzamovníkov. 
1CH.14.15	Len čo začuješ vo vrcholcoch balzamovníkov šuchot krokov, ihneď vyraz do boja, lebo to Boh vyšiel pred tebou poraziť vojsko Filištíncov.“ 
1CH.14.16	Dávid poslúchol Boží príkaz a porážal vojsko Filištíncov od Gibeónu až po Gezer. 
1CH.14.17	Povesť o Dávidovi sa rozniesla do všetkých krajín a Hospodin spôsobil, že sa ho báli všetky národy.
1CH.15.1	V Dávidovom meste si Dávid postavil budovy, pripravil pre Božiu archu miesto, roztiahol nad ňou stan
1CH.15.2	a vyhlásil: „Nikto nesmie nosiť Božiu archu, iba leviti. Ich si totiž vyvolil Hospodin, aby ju nosili a vykonávali pri nej službu navždy.“
1CH.15.3	Dávid zhromaždil celý Izrael do Jeruzalema, aby vyniesli Hospodinovu archu na miesto, ktoré pre ňu pripravil.
1CH.15.4	Nato zvolal Dávid Áronovcov a levitov: 
1CH.15.5	z Kohátovcov predstaveného Uríela a stodvadsať jeho bratov, 
1CH.15.6	z Merariovcov predstaveného Asaju a dvestodvadsať jeho bratov, 
1CH.15.7	z Geršómovcov predstaveného Joela a stotridsať jeho bratov, 
1CH.15.8	z Elicafánovcov predstaveného Šemaju a dvesto jeho bratov, 
1CH.15.9	z Chebrónovcov predstaveného Elíela a osemdesiat jeho bratov, 
1CH.15.10	z Uzzíelovcov predstaveného Amminadába a stodvanásť jeho bratov. 
1CH.15.11	Potom povolal Dávid kňazov Cadóka a Ebjatára i levitov Uríela, Asaju, Joela, Šemaju, Elíela a Amminadába
1CH.15.12	a prikázal im: „Ste predstavenými levitských rodín. Posväťte sa spolu s vašimi bratmi a vyneste archu Hospodina, Boha Izraela, na miesto, ktoré som jej pripravil.
1CH.15.13	Pretože sa to predošlé dialo bez vás, dopustil na nás Hospodin, náš Boh, pohromu, lebo sme sa nedopytovali na jeho vôľu podľa predpisu.“
1CH.15.14	Kňazi a leviti sa posvätili a vyniesli archu Hospodina, Boha Izraela. 
1CH.15.15	Leviti niesli Božiu archu, ako prikázal Mojžiš, podľa Hospodinovho slova: so žrďami na pleciach.
1CH.15.16	Dávid prikázal levitským vodcom, aby určili svojich bratov za spevákov. Mali za sprievodu hudobných nástrojov — hárf, citár a cimbalov — vzbudzovať radostnú náladu.
1CH.15.17	Leviti ustanovili Hemána, Joelovho syna, a z jeho bratov Asáfa, Berechjovho syna, z Merariovcov, svojich bratov, Etána, Kušajaovho syna, 
1CH.15.18	s nimi ich bratov, ktorí ich mali striedať: Zecharju mladšieho, Jaazíela, Šemiramóta, Jechíela, Unniho, Eliába, Benaju, Maaseju, Mattitju, Eliflehua, Mikneju, Obéd-Edóma, Jeíela, vrátnikov, 
1CH.15.19	spevákov: Hemána, Asáfa a Etána, aby hrali na bronzové cimbaly.
1CH.15.20	Zecharju, Azíela, Šemiramóta, Jechíela, Unniho, Eliába, Maaseju, Benaju s harfami pre vysoký hlas,
1CH.15.21	Mattitju, Eliflehua, Mikneju, Obéd-Edóma, Jeíela, Azazju, aby s citarami viedli hlboký hlas.
1CH.15.22	Kenanja, vedúci levitov, pri nosení mal riadiť prenášanie, lebo sa v tom vyznal. 
1CH.15.23	Berechja a Elkana boli vrátnikmi pri arche. 
1CH.15.24	Kňazi Šebanja, Jošafát, Netaneel, Amasaj, Zecharja, Benaja, Eliezer boli trubačmi pred Božou archou. Obéd-Edóm a Jechija boli vrátnikmi pri arche.
1CH.15.25	Dávid, starší Izraela a tisícnici šli nadšene vyniesť archu Hospodinovej zmluvy z Obéd-Edómovho domu. 
1CH.15.26	Pretože Boh pomáhal levitom, ktorí niesli archu Hospodinovej zmluvy, obetovali sedem býčkov a sedem baranov.
1CH.15.27	Dávid bol odetý do jemného ľanového plášťa i všetci leviti, ktorí niesli archu, speváci a Kenanja, vedúci pri prenášaní. Dávid mal na sebe ľanový efód. 
1CH.15.28	Celý Izrael sprevádzal archu Hospodinovej zmluvy hlučne, za zvuku rohu, trúb a cimbalov, hrou na harfách a citarách. 
1CH.15.29	Keď archa Hospodinovej zmluvy vošla do Dávidovho mesta, Šaulova dcéra Michal sa práve pozerala von oknom. Keď zbadala, ako kráľ Dávid poskakuje a tancuje, pohrdla ním v srdci.
1CH.16.1	Božiu archu preniesli a uložili v stane, ktorý pre ňu roztiahol Dávid. Potom prinášali pred Bohom spaľované obety a obety spoločenstva.
1CH.16.2	Keď Dávid dokončil spaľovanú obetu a obety spoločenstva, požehnal ľud v Hospodinovom mene.
1CH.16.3	Potom nadelil všetkým Izraelitom, mužovi i žene, každému bochník chleba, datľový a hrozienkový koláč.
1CH.16.4	Niektorých levitov určil na službu pred Hospodinovou archou, aby vyznávali, chválili a oslavovali Hospodina, Boha Izraela.
1CH.16.5	Vedúcim bol Asáf, jeho zástupcom Zecharja; Jeíel, Šemiramót, Jechíel, Mattitja, Eliáb, Benaja, Obéd-Edóm a Jeíel hrali na harfách a citarách, Asáf na cimbale. 
1CH.16.6	Kňazi Benaja a Jachazíel neprestajne hrali na trúbach pred archou Božej zmluvy. 
1CH.16.7	V ten deň Dávid prvý raz poveril Asáfa a jeho bratov, aby vzdávali vďaku Hospodinovi takto:
1CH.16.8	„Ďakujte Hospodinovi, vzývajte jeho meno!
1CH.16.8	Medzi národmi oznamujte jeho skutky!
1CH.16.9	Spievajte mu, hrajte mu!
1CH.16.9	Rozprávajte o všetkých jeho divoch!
1CH.16.10	Chváľte sa jeho svätým menom!
1CH.16.10	Nech sa raduje srdce tých,
1CH.16.10	čo hľadajú Hospodina!
1CH.16.11	Dopytujte sa na Hospodina a jeho moc,
1CH.16.11	ustavične hľadajte jeho tvár!
1CH.16.12	Spomínajte na divy, ktoré konal,
1CH.16.12	na znamenia a na rozsudky jeho úst,
1CH.16.13	vy, potomstvo Izraela, jeho služobníka,
1CH.16.13	synovia Jákoba, jeho vyvolení!
1CH.16.14	On, Hospodin, je náš Boh,
1CH.16.14	jeho rozhodnutia platia na celej zemi.
1CH.16.15	Večne pamätajte na jeho zmluvu,
1CH.16.15	na slovo, ktoré prikázal tisícim pokoleniam.
1CH.16.16	Uzavrel ju s Abrahámom
1CH.16.16	a prísahou potvrdil Izákovi,
1CH.16.17	ako zákon ju určil Jákobovi
1CH.16.17	Izraelovi ako večnú zmluvu,
1CH.16.18	keď povedal: ‚Tebe dám krajinu Kanaán
1CH.16.18	do dedičného vlastníctva.‘
1CH.16.19	Keď vás bolo ešte malý počet, sotva hŕstka,
1CH.16.19	a boli ste v nej len cudzincami,
1CH.16.20	keď putovali od národa k národu
1CH.16.20	a z jedného kráľovstva k inému ľudu,
1CH.16.21	nedovolil, aby ich niekto utláčal,
1CH.16.21	pre nich pokarhal aj kráľov:
1CH.16.22	‚Nedotýkajte sa mojich pomazaných,
1CH.16.22	neubližujte mojim prorokom!‘
1CH.16.23	Spievaj Hospodinovi, celá zem,
1CH.16.23	deň čo deň ohlasujte jeho spásu!
1CH.16.24	Hovorte medzi pohanmi o jeho sláve,
1CH.16.24	o jeho divoch medzi všetkými národmi,
1CH.16.25	lebo Hospodin je veľký a hoden všetkej chvály,
1CH.16.25	báť sa ho treba viac než všetkých bohov.
1CH.16.26	Všetci pohanskí bohovia sú len modly,
1CH.16.26	Hospodin však stvoril nebesia.
1CH.16.27	Predchádza ho velebná dôstojnosť,
1CH.16.27	moc a radosť je tam, kde prebýva.
1CH.16.28	Rody národov, vzdávajte Hospodinovi,
1CH.16.28	vzdávajte Hospodinovi slávu a moc!
1CH.16.29	Vzdávajte Hospodinovi slávu hodnú jeho mena!
1CH.16.29	Prineste obetný dar a vstúpte pred neho!
1CH.16.29	Klaňajte sa Hospodinovi v jeho svätej nádhere.
1CH.16.30	Chvej sa pred ním, celá zem!
1CH.16.30	Svet je založený pevne, nepohne sa!
1CH.16.31	Nech sa radujú nebesia a plesá zem,
1CH.16.31	nech vravia medzi národmi: ‚Hospodin je kráľom!‘
1CH.16.32	Nech hučí more i to, čo je v ňom!
1CH.16.32	Nech jasá pole i všetko, čo je na ňom!
1CH.16.33	Nech plesajú všetky lesné stromy
1CH.16.33	pred Hospodinom, lebo prichádza súdiť zem.
1CH.16.34	Ďakujte Hospodinovi, lebo je dobrý,
1CH.16.34	lebo naveky trvá jeho milosť.
1CH.16.35	Volajte: ‚Zachráň nás, Bože, náš záchranca!
1CH.16.35	Spomedzi pohanov nás zhromaždi a vysloboď,
1CH.16.35	aby sme mohli ďakovať tvojmu svätému menu
1CH.16.35	a honosiť sa tvojou chválou!
1CH.16.36	Zvelebený buď Hospodin, Boh Izraela,
1CH.16.36	od vekov až naveky!‘“
1CH.16.36	A všetok ľud odpovedal: „Amen“ a „Haleluja.“
1CH.16.37	Pred archou Hospodinovej zmluvy ponechal Asáfa a jeho bratov, aby tam ustavične konali službu podľa každodenného poriadku, 
1CH.16.38	ďalej Obéd-Edóma a jeho šesťdesiatosem bratov. Jedutúnov syn Obéd-Edóm a Chosa boli vrátnikmi. 
1CH.16.39	Kňaza Cadóka a kňazov, jeho bratov, ponechal pred príbytkom Hospodina na výšine v Gibeóne.
1CH.16.40	Mali prinášať na oltári na spaľované obety Hospodinovi ustavične ráno i večer spaľované obety, a to presne tak, ako je predpísané v zákone Hospodina, ktorý prikázal Izraelu.
1CH.16.41	S nimi boli Hemán, Jedutún a ostatní vybraní a vymenovaní, aby vzdávali Hospodinovi vďaku za to, že naveky trvá jeho milosť. 
1CH.16.42	Hemán a Jedutún mali pri sebe trúby a cimbaly a nástroje pre náboženské piesne. Jedutúnovci boli pri bráne.
1CH.16.43	Potom sa všetok ľud rozišiel domov. Pobral sa i Dávid pozdraviť si rodinu.
1CH.17.1	Keď sa už Dávid usadil vo svojom paláci, povedal prorokovi Nátanovi: „Ja síce bývam v cédrovom paláci, ale archa Hospodinovej zmluvy je len pod stanovými závesmi.“
1CH.17.2	Nátan odvetil Dávidovi: „Urob všetko, čo máš na mysli, lebo Boh je s tebou.“ 
1CH.17.3	Tej istej noci zaznelo slovo Boha Nátanovi: 
1CH.17.4	„Odkáž môjmu služobníkovi Dávidovi: Takto vraví Hospodin: ‚Nie, nepostavíš mi dom na bývanie.
1CH.17.5	Veď som nebýval v dome odvtedy, ako som vyviedol Izrael, až dodnes, ale som sa sťahoval zo stanu do stanu a z príbytku do príbytku.
1CH.17.6	Keď som tak putoval s celým Izraelom, či som sa zmienil niektorým sudcom Izraela, ktorým som prikázal viesť môj ľud: Prečo mi nestaviate cédrový dom?‘ 
1CH.17.7	Môjmu služobníkovi Dávidovi teda odkáž: Takto vraví Hospodin zástupov: ‚Vzal som ťa od pastvy, od zavracania oviec, aby si sa stal vojvodcom môjho izraelského ľudu. 
1CH.17.8	Sprevádzal som ťa, kam si len šiel a vyhnal som spred teba všetkých tvojich nepriateľov. Urobím ťa slávnym, ako sú pozemskí velikáni. 
1CH.17.9	Určím miesto pre môj izraelský ľud, zasadím ho, takže bude mať svoj domov a nemusí sa už znepokojovať. Ničomníci nebudú s ním už tvrdo zaobchádzať ako predtým, 
1CH.17.10	ako za čias, keď som ustanovil sudcov nad svojím izraelským ľudom. Pokorím všetkých tvojich nepriateľov. Oznamujem ti, že Hospodin postaví dom tebe. 
1CH.17.11	Keď nadíde čas tvojho odchodu k predkom, ustanovím ti nástupcu spomedzi vlastných synov a upevním mu kráľovstvo. 
1CH.17.12	On mi postaví dom a ja mu natrvalo upevním trón.
1CH.17.13	Budem mu otcom a on mi bude synom. Priazeň mu neodnímem, ako som ju odňal tvojmu predchodcovi,
1CH.17.14	ale ho ponechám vo svojom dome a vo svojom kráľovstve navždy, jeho trón bude vždy pevný.‘“ 
1CH.17.15	Všetko, čo Nátan povedal Dávidovi, bolo v súlade s týmito slovami a celým týmto videním.
1CH.17.16	Kráľ Dávid si šiel sadnúť pred Hospodina a zvolal: „Ani ja, ani moja rodina sme si nezaslúžili to, že si ma doviedol až sem, Hospodin, Bože.
1CH.17.17	Ani to ti, Bože, nestačilo, ale si hovoril o budúcnosti domu svojho služobníka a pohliadol si na mňa, Hospodin, Bože, ako na významného človeka. 
1CH.17.18	Čím môže Dávid ešte prispieť k sláve, ktorou si vyznačil svojho služobníka? Ty ho predsa poznáš. 
1CH.17.19	Hospodin, pre svojho služobníka a podľa svojho srdca si uskutočnil celé toto veľké dielo a oznámil si všetky významné udalosti. 
1CH.17.20	Podľa toho, čo sme sami počuli, sa ti, Hospodin, nikto nevyrovná a okrem teba niet Boha.
1CH.17.21	Kto je ako tvoj ľud Izrael, jediný národ na zemi, ktorý prišiel Boh vykúpiť za svoj ľud a preslávil sa veľkými a úžasnými skutkami, keď si vyhnal národy spred svojho ľudu, ktorý si vykúpil z Egypta? 
1CH.17.22	Svoj izraelský ľud si si navždy privlastnil a sám si sa, Hospodin, stal ich Bohom. 
1CH.17.23	Nuž teda, Hospodin, nech prísľuby, ktoré si vyslovil o svojom služobníkovi a jeho dome, platia navždy. Čo si sľúbil, splň! 
1CH.17.24	Nech tvoje meno nikdy nestráca platnosť a význam, aby sa hovorilo: ‚Hospodin zástupov, Boh Izraela, je pre Izrael Bohom!‘ A dom tvojho služobníka Dávida nech je pevný pred tebou. 
1CH.17.25	Veď ty, Bože môj, si vyjavil svojmu služobníkovi, že mu postavíš dom. Preto sa tvoj služobník osmelil modliť sa pred tebou. 
1CH.17.26	Teraz však, Hospodin, ty sám si Boh, keď si vyslovil o svojom služobníkovi tento priaznivý prísľub, 
1CH.17.27	požehnaj láskavo dom svojho služobníka, aby vždy obstál pred tebou. Veď čo ty, Hospodin, požehnáš, je navždy požehnané.“
1CH.18.1	Po nejakom čase porazil Dávid Filištíncov, podrobil si ich a odňal im Gat s priľahlými osadami.
1CH.18.2	Porazil aj Moáb, takže sa Moábčania stali Dávidovými poddanými a poplatníkmi. 
1CH.18.3	Ďalej porazil Dávid Hadad-Ezera, kráľa Coby, pri Chamáte, ktorý si šiel upevniť moc na rieke Eufrat. 
1CH.18.4	Dávid mu odňal tisíc vozov, sedemtisíc jazdcov a dvadsaťtisíc pešiakov. Ochromil kone k bojovým vozom a ponechal len sto záprahov. 
1CH.18.5	Keď prišli Aramejčania z Damasku na pomoc Hadad-Ezerovi, kráľovi Coby, Dávid z nich pobil dvadsaťdvatisíc mužov a 
1CH.18.6	rozmiestnil v damaskom Arame posádky. Tak sa stali Aramejčania Dávidovými poplatníkmi. Hospodin pomáhal Dávidovi, kamkoľvek šiel. 
1CH.18.7	Dávid vzal zlaté štíty, čo používali Hadad-Ezerovi služobníci, a dopravil ich do Jeruzalema. 
1CH.18.8	Z Tibchatu a Kúnu, Hadad-Ezerových miest, nabral Dávid značné množstvo bronzu. Z neho potom vyhotovil Šalamún bronzové more, stĺpy a bronzové predmety.
1CH.18.9	Keď sa kráľ Chamátu Tóu dopočul, že Dávid porazil celé vojsko Hadad-Ezera, kráľa Coby, 
1CH.18.10	vyslal svojho syna Hadoráma ku kráľovi Dávidovi, aby ho pozdravil a blahoželal mu k víťazstvu v boji proti Hadad-Ezerovi. Bol totiž s Hadad-Ezerom vo vojnovom stave. Poslal mu i rozličné zlaté, strieborné a bronzové predmety. 
1CH.18.11	Tie zasvätil kráľ Dávid Hospodinovi spolu so striebrom a zlatom, ktoré priniesol od rôznych národov: od Edómčanov, Moábčanov, Ammónčanov, Filištíncov a Amalékov.
1CH.18.12	Abšaj, Cerujin syn, porazil v Soľnom údolí osemnásťtisíc Edómčanov
1CH.18.13	a po Edómsku rozmiestnil posádky. Tak si Dávid podrobil všetkých Edómčanov. Hospodin pomáhal Dávidovi, kamkoľvek šiel.
1CH.18.14	Dávid vládol nad celým Izraelom a vysluhoval právo a spravodlivosť všetkému svojmu ľudu. 
1CH.18.15	Joáb, Cerujin syn, velil vojsku, Achilúdov syn Jošafát bol kancelárom,
1CH.18.16	Achitúbov syn Cadók a Ebjatárov syn Abimelech boli kňazmi, Šavša bol pisárom,
1CH.18.17	Jojadov syn Benaja velil Kereťanom a Peleťanom a Dávidovi synovia zaujímali popredné postavenie pri kráľovi.
1CH.19.1	Neskôr, keď zomrel ammónsky kráľ Nacháš, stal sa namiesto neho kráľom jeho syn.
1CH.19.2	Dávid uvažoval: „Preukážem dobrú vôľu Nachášovmu synovi Chanúnovi, pretože i jeho otec sa tak zachoval ku mne.“ Tak vypravil Dávid poslov, aby mu vyslovili sústrasť nad smrťou jeho otca. Dávidovi služobníci prišli k Chanúnovi do krajiny Ammónčanov vysloviť sústrasť. 
1CH.19.3	Ammónski hodnostári však povedali Chanúnovi: „Nazdávaš sa, že si chce Dávid uctiť pamiatku tvojho otca, keď k tebe posiela tešiteľov? Jeho služobníci prišli k tebe skôr preto, aby preskúmali, prepátrali a presliedili krajinu.“ 
1CH.19.4	Nato uchopil Chanún Dávidových služobníkov, oholil ich, odrezal im polovicu šiat až po rozkrok a prepustil ich. 
1CH.19.5	Keď odišli, dostal Dávid hlásenie o tých mužoch. Vypravil im naproti poslov, lebo tí muži boli veľmi zhanobení. Kráľ odkázal: „Zostaňte v Jerichu, kým vám nenarastú brady, až potom sa vráťte!“
1CH.19.6	Keď Ammónčania vybadali, že sa Dávidovi zošklivili, Chanún a Ammónčania poslali tisíc talentov striebra, aby si najali vozy a jazdcov z Mezopotámie, z Aram-Maachy a z Coby.
1CH.19.7	Najali si tridsaťdvatisíc vozov i kráľa Maachy s jeho ľudom. Tí prišli a utáborili sa pred Medebou, kým Ammónčania sa dohrnuli zo svojich miest a nastúpili do boja.
1CH.19.8	Keď sa to Dávid dopočul, vyslal Joába s celým vojskom udatných hrdinov. 
1CH.19.9	Ammónčania vyrazili a zoradili sa do boja pri vchode do ich mesta. Králi, čo prišli, stáli osobitne v poli. 
1CH.19.10	Keď Joáb zbadal, že mu hrozí boj spredu i zozadu, vybral si z celého Izraela tých najschopnejších a rozostavil sa proti Aramejčanom do boja. 
1CH.19.11	Ostatok ľudu zveril veleniu svojho brata Abšaja a oni zaujali bojové postavenie proti Ammónčanom.
1CH.19.12	Povedal: „Ak by boli Aramejčania u mňa v presile, prídeš mi na pomoc. Ak by však u teba boli v presile Ammónčania, pomôžem ja tebe. 
1CH.19.13	Buď udatný a udatne si počínajme za svoj ľud a za mestá svojho Boha. Hospodin nech urobí, čo uzná za dobré.“
1CH.19.14	Joáb so svojím ľudom pritiahol k Aramejčanom do boja a tí pred ním zutekali. 
1CH.19.15	Keď Ammónčania zbadali, že Aramejčania utekajú, dali sa na útek aj oni pred jeho bratom Abšajom a stiahli sa do mesta. Nato Joáb odišiel do Jeruzalema.
1CH.19.16	Keď Aramejčania videli, že ich Izraeliti porazili, vypravili poslov, ktorí priviedli Aramejčanov spoza Eufratu. Viedol ich Šofach
1CH.19.17	Keď o tom dostal Dávid hlásenie, zhromaždil celý Izrael, prebrodil sa cez Jordán, postúpil k nim a prichystal sa proti nim do boja. Dávid sa pripravil na bojové stretnutie s Aramejčanmi, ktorí naňho zaútočili. 
1CH.19.18	No Aramejčania pred Izraelitmi utiekli a Dávid pobil sedemtisíc jazdcov a štyridsaťtisíc pešiakov a usmrtil i veliteľa vojska Šofacha.
1CH.19.19	Keď Hadad-Ezerovi služobníci videli, že ich Izrael porazil, uzavreli s Dávidom mier a podriadili sa mu. Aramejčania už nikdy nechceli ísť na pomoc Ammónčanom.
1CH.20.1	Nasledujúceho roku, v čase kráľovských výprav, viedol Joáb ozbrojené sily a spustošil krajinu Ammónčanov. Potom prišiel k Rabbe a dobyl ju. Kým sa Dávid zdržiaval v Jeruzaleme, Joáb ju po dobytí zrúcal.
1CH.20.2	Dávid sňal z hlavy ich kráľa korunu, ktorej zlato vážilo asi talent a bol v nej drahokam. Bola potom na Dávidovej hlave. Z mesta odvliekol úžasnú korisť.
1CH.20.3	Ľud, ktorý tam bol, vyviedol von a pridelil k pílam, železným čakanom a k sekerám. Tak naložil Dávid so všetkými ammónskymi mestami. Potom sa so všetkým ľudom vrátil do Jeruzalema.
1CH.20.4	Neskôr došlo pri Gezeri k boju proti Filištíncom. Vtedy Sibbechaj z Chuše zabil Safa
1CH.20.5	V ďalšom boji proti Filištíncom zabil Jaírov syn Elchanán Lachmiho, brata Goliáša z Gatu, ktorého drevená časť kopije bola ako tkáčsky návoj.
1CH.20.6	V inom boji, ktorý sa viedol pri Gate, bol aj ozrutný muž, čo mal po šesť, dovedna dvadsaťštyri prstov. I ten pochádzal z obrov. 
1CH.20.7	Keď však hanobil Izrael, zabil ho Jonatán, syn Šimeu, Dávidovho brata.
1CH.20.8	Tí pochádzali z obrov v Gate. Padli rukou Dávida a jeho služobníkov.
1CH.21.1	Proti Izraelu povstal satan a naviedol Dávida, aby sčítal Izrael.
1CH.21.2	Dávid prikázal Joábovi a hodnostárom ľudu: „Choďte a spočítajte Izrael od Beér-Šeby po Dán. Prineste mi výsledok, aby som vedel, koľko ho je.“ 
1CH.21.3	Joáb však namietal: „Nech Hospodin stonásobne rozmnoží svoj ľud! Beztak sú všetci, môj pán a kráľ, sluhami môjho pána. Prečo si to môj pán žiada? Prečo by sa tým mal Izrael previniť?“
1CH.21.4	Kráľov príkaz však Joába prinútil. Tak sa Joáb vydal na cestu, prešiel celý Izrael a prišiel do Jeruzalema. 
1CH.21.5	Joáb oznámil Dávidovi výsledok sčítania ľudu: celý Izrael vykazoval milión stotisíc mužov, ktorí narábali mečom, a Júdovcov bolo štyristosedemdesiattisíc mužov, schopných narábať mečom. 
1CH.21.6	Léviho a Benjamína medzi nich nezarátal, lebo kráľov príkaz sa Joábovi sprotivil.
1CH.21.7	Ani Bohu sa tá vec nepáčila, a preto Izrael potrestal. 
1CH.21.8	Vtedy Dávid Bohu povedal: „Veľmi som zhrešil, keď som vykonal sčítanie. Teraz, prosím, odpusť svojmu služobníkovi vinu, lebo som konal veľmi nerozvážne.“
1CH.21.9	Hospodin povedal Dávidovmu vidcovi Gádovi: 
1CH.21.10	„Odkáž Dávidovi: Takto vraví Hospodin: ‚Dávam ti na výber tri možnosti, jednu z nich si zvoľ a ja ti ju splním.‘“ 
1CH.21.11	Nato odišiel Gád k Dávidovi a povedal mu: „Takto vraví Hospodin: ‚Vyber si: 
1CH.21.12	buď tri roky hladu, alebo tri mesiace porážok od tvojich nepriateľov, takže by ťa stíhal nepriateľov meč, alebo tri dni Hospodinovho meča, takže by v krajine nastal mor a anjel Hospodina by pustošil na celom území Izraela.‘ Premysli si teda, čo mám odkázať tomu, ktorý ma poslal.“ 
1CH.21.13	Dávid povedal Gádovi: „Je mi veľmi úzko. Nech sa radšej dostanem do Hospodinovej ruky, lebo je nesmierne jeho milosrdenstvo, len nech sa nedostanem do ruky človeka.“ 
1CH.21.14	Hospodin dopustil na Izrael mor, takže naň zahynulo sedemdesiattisíc Izraelitov. 
1CH.21.15	Boh poslal na pustošenie Jeruzalema anjela. Keď anjel pustošil, Hospodin sa pozrel a oľutoval pohromu. Pustošiacemu anjelovi prikázal: „To stačí! Prestaň!“ Hospodinov anjel stál pri humne Jebúseja Ornána. 
1CH.21.16	Keď sa Dávid rozhliadol, uvidel medzi zemou a nebom stáť Hospodinovho anjela s vytaseným mečom v ruke, zamiereným na Jeruzalem. Vtedy padol Dávid i starší, odiati vrecovinou, na tvár. 
1CH.21.17	Dávid povedal Bohu: „Ja som nariadil sčítať ľud a dopustil sa zlého. Čo však urobilo toto stádo? Hospodin, Bože môj, treba potrestať mňa a moju rodinu, nie však tvoj ľud.“
1CH.21.18	Vtedy odkázal Hospodinov anjel po Gádovi Dávidovi, aby šiel postaviť na humne Jebúseja Ornána Hospodinovi oltár. 
1CH.21.19	Dávid odišiel na výzvu Gáda, ktorý hovoril v mene Hospodina. 
1CH.21.20	Keď sa Ornán obrátil, uzrel anjela. Jeho štyria synovia, ktorí boli s ním, sa skryli. Ornán práve mlátil pšenicu. 
1CH.21.21	Dávid sa pobral k nemu. Keď sa Ornán obzrel a uvidel Dávida, vyšiel z humna a poklonil sa mu tvárou po zem. 
1CH.21.22	Dávid navrhol Ornánovi: „Prepusť mi pozemok, na ktorom je humno, aby som na ňom postavil Hospodinovi oltár. Tak sa zastaví na ľude pohroma. Predaj mi ho za plnú cenu.“ 
1CH.21.23	Ornán odpovedal Dávidovi: „Vezmi si ho. Nech môj pán, kráľ, urobí, čo uzná za vhodné. Pozri, dávam dobytok na spaľované obety, náradie na mlátenie ako palivo i pšenicu na pokrmovú obetu; všetko dávam.“ 
1CH.21.24	Kráľ Dávid však povedal Ornánovi: „To nie! Odkúpim to len za plnú cenu. Neprinesiem predsa Hospodinovi to, čo je tvoje, ani nebudem obetovať spaľovanú obetu, ktorá ma nič nestojí.“ 
1CH.21.25	Dávid odvážil Ornánovi za ten pozemok šesťsto šeklov zlata. 
1CH.21.26	Dávid tam postavil Hospodinovi oltár, na ktorom prinášal spaľované obety a obety spoločenstva. Keď vzýval Hospodina, odpovedal mu zoslaním ohňa z neba na oltár na spaľované obety.
1CH.21.27	Na príkaz Hospodina si anjel zastrčil meč do pošvy. 
1CH.21.28	Odvtedy, ako Dávid videl, že mu Hospodin na humne Jebúseja Ornána odpovedal, obetoval tam.
1CH.21.29	Príbytok Hospodina, ktorý zhotovil Mojžiš na púšti, a oltár na spaľované obety sa vtedy nachádzali na výšine v Gibeóne.
1CH.21.30	Dávid však nemohol k nemu zájsť, aby sa poradil s Bohom, lebo ho vydesil meč Hospodinovho anjela.
1CH.22.1	Dávid vyhlásil: „Toto bude dom Hospodina, Boha, a tu bude mať Izrael oltár na spaľované obety.“
1CH.22.2	Dávid dal sústrediť cudzincov, ktorí boli v Izraeli, a určil kamenárov na okresávanie kamenných kvádrov na stavbu Božieho domu.
1CH.22.3	Dávid zaobstaral množstvo železa na klince do krídel brán i na skoby, množstvo bronzu, ktoré sa nedalo odvážiť, 
1CH.22.4	a nesmierne veľa cédrového dreva. Sidončania a Týrčania totiž dodávali Dávidovi mnoho cédrového dreva. 
1CH.22.5	Dávid povedal: „Môj syn Šalamún je ešte neskúsený mladík, dom však, ktorý sa má postaviť Hospodinovi, treba vybudovať tak, aby vzbudzoval obdiv a nádheru vo všetkých krajinách. Musím na to urobiť prípravy.“ Dávid zaobstaral ešte pred svojou smrťou množstvo materiálu.
1CH.22.6	Potom si zavolal syna Šalamúna a prikázal mu postaviť dom Hospodinovi, Bohu Izraela.
1CH.22.7	Dávid hovoril svojmu synovi Šalamúnovi: „Sám som pomýšľal postaviť dom menu Hospodina, svojho Boha. 
1CH.22.8	Hospodin mi však vyčítal: ‚Prelial si veľa krvi a zviedol urputné boje. Nepostavíš dom môjmu menu, lebo si predo mnou prelial veľa krvi na zem.
1CH.22.9	Narodí sa ti však syn, ktorý prinesie pokoj. Zaistím mu mier od všetkých jeho okolitých nepriateľov. Veď sa bude volať Šalamún. Za jeho vlády dám Izraelu mier a spokojnosť.
1CH.22.10	On postaví môjmu menu dom. Bude mi synom a ja jemu otcom. Jeho kráľovský trón nad Izraelom natrvalo upevním.‘
1CH.22.11	Teraz, syn môj, nech ťa sprevádza Hospodin, aby si úspešne vybudoval dom Hospodina, svojho Boha, ako o tebe povedal. 
1CH.22.12	Len nech ti dá Hospodin múdrosť a um. Nech ťa ustanoví nad Izraelom, aby si zachovával zákon Hospodina, svojho Boha.
1CH.22.13	Úspech dosiahneš vtedy, keď budeš dbať na plnenie ustanovení a právnych predpisov, ktoré vydal Hospodin Mojžišovi pre Izrael. Buď silný a odvážny! Neboj sa a nestrachuj!
