GEN.1.1	O konmansman, Bondye ti kree lesyel ek later. 
NEH.12.31	Mon ti fer tou bann sef Zida mont lo miray e mon ti form de gran lakoral. Premye group ti konmans mars lo kote drwat lo miray, dan direksyon laport Fimyen. 
NEH.12.32	Oze ti mars deryer zot avek lanmwatye bann sef Zida, 
NEH.12.33	Azarya, Esdras, Mesoulanm, 
NEH.12.34	Zida, Benzamen, Semaya, ek Zeremi, 
NEH.12.35	bann garson bann pret avek bann tronpet, Zakari, garson Zonatan, garson Semaya, garson Matanya, garson Mise, garson Zakour, garson Asaf, 
NEH.12.36	avek son bann frer, Semaya, Azarel, Milalai, Gilalai, Maai, Netaneel, Zida ek Hanani, avek bann lenstriman lanmizik David, serviter Bondye. Skrib Esdras ti mars devan. 
NEH.12.37	Kot laport Sours e drwat devan zot, zot ti mont bann mars lavil David lo miray par lao lakaz David, ziska laport Delo, lo kote Les.
NEH.12.38	Dezyenm lakoral ti mont lo kote gos. Mon ti par deryer li lo miray avek lot lanmwatye lepep. Parlao tour bann Four, mon ti al ziska kot miray ti elarzi. 
NEH.12.39	Apre, par lao laport Efraim, Vye laport, laport Pwason, tour Hananeel, tour Mea, ziska laport Mouton. Nou ti aret kot laport Gard. 
NEH.12.40	Sa de lakoral ti aret dan tanp Bondye. Mwan osi, avek bann mazistra ki ti avek mwan, nou ti fer parey; 
NEH.12.41	Bann pret Eliakim, Maaseya, Minyamin, Mise, Eliohenai, Zakari, Hananya, avek bann tronpet, 
NEH.12.42	e Maaseya, Semaya, Eleazar, Ouzi, Yohanann, Malkiya, Elanm ek Ezer. Bann santer ti sante anba direksyon Yizraya.
NEH.12.43	Sa zour, lepep ti ofer en kantite sakrifis, e anmiz zot, akoz Bondye ti'n donn zot en gran lokazyon pour rezouir. Bann fanm avek bann zanfan ti osi dan lazwa; tapaz selebrasyon ti ganny tande lwen an deor Zerizalenm.
NEH.12.44	Sa lepok, zot ti nonm bann zonm pour sirvey bann lasal kot ti konserv bann lofrann bann premye fri, bann premye rekolt avek bann ladim. Zot ti ganny lord pour kolekte, dan teritwar antye, dan bann lavil, bann par ki dapre lalwa, ti al pour bann pret ek bann levit, akoz Zida ti kontan ki bann pret ek bann levit ti pe byen fer sa travay. 
NEH.12.45	Zot ti pe asir tou sa ki ti konsern servis anver zot Bondye ek servis pirifikasyon, ensi ki bann santer ek bann portye, dapre lord ki David ek son garson Salomon, ti'n donnen. 
NEH.12.46	Annefe, dan sa lepok, dan letan David ek Asaf, ti annan bann sef lakoral, ki ti diriz bann san pour loue e selebre Bondye. 
NEH.12.47	Dan lepok Zorobabel ek Nehemi, dapre lord sak zour, pep Izrael antye ti donn bann santer ek bann portye zot par. Zot ti osi donn bann levit zot porsyon sakre, e bann levit ti donn bann garson Aaron zot porsyon sakre.
NEH.13.1	En zour, zot ti lir dan liv Moiz devan lepep, ki okenn Amonit, ni okenn Moabit pa pou zanmen antre dan lasanble Bondye, 
NEH.13.2	akoz zot pa ti anmenn dipen ek delo pour bann Izraelit, e akoz zot ti pey Balaanm pour modi pep Izrael. Me nou Bondye ti tourn sa malediksyon an benediksyon. 
NEH.13.3	Kan bann Izraelit ti'n antann lektir lalwa, zot ti sas bann etranze dan zot kominote.
NEH.13.4	Avan sa, pret Eliasib ki ti annan responsabilite bann lasal tanp nou Bondye e ki ti fanmir avek Tobiya, 
NEH.13.5	ti'n prepar en gran lasanm pour Tobiya. Dan sa landrwa, oparavan, zot ti plas bann lofrann vezetal, lansan, bann istansil, ladim dible, diven ek delwil, bann par pour bann levit, bann santer, bann portye, ek kontribisyon pour bann pret. 
NEH.13.6	Kan tousala ti arive, mon pa ti Zerizalenm, akoz mon ti'n retourn kot lerwa, dan tranndezyenm lannen renny Artakzerzes, lerwa Babilonn. Ver lafen lannen, mon ti demann lerwa permisyon 
NEH.13.7	pour retourn Zerizalenm. Alor, mon ti dekouver fot ki Eliasib ti'n fer par donn Tobiya en lasal dan bann lakour tanp Bondye. 
NEH.13.8	Mon ti pran en gran lakoler, e fer zet deor tou sa ki ti pour Tobiya. 
NEH.13.9	Mon ti donn lord pour pirifye sa lasal, e fer retourn bann istansil tanp Bondye, bann lofrann vezetal ek lansan.
NEH.13.10	Mon ti osi aprann ki bann levit pa ti'n resevwar zot par; ki bann levit ek bann santer ki ti responsab servis, ti'n sove sakenn dan son plantasyon. 
NEH.13.11	Mon ti repros bann zofisye. Mon ti demann zot akoz tanp Bondye in ganny abandonnen? Mon ti rasanble bann levit ek bann santer e fer zot repran zot plas. 
NEH.13.12	Alor, pep Zida antye ti anmenn ladim dible, diven ek delwil dan bann magazen. 
NEH.13.13	Mon ti donn responsabilite bann magazen, avek pret Selemia, skrib Sadok ek levit Pedaya. Hanann, garson Zakour, garson Natanya ti zot asistan, akoz zot ti annan bon repitasyon koman bann zonm onnet. Zot ti ganny responsabilite pour distribye lofrann avek zot bann frer.
NEH.13.14	Mon Bondye! Mazin mwan, akoz sa. Pa efas bann bon aksyon ki mon'n fer avek fidelite pour tanp mon Bondye e pour son servis.
NEH.13.15	Dan sa lepok, mon ti war bann zonm dan Zida pe kraz rezen zour saba, anmenn bann pake legren ki zot ti sarz lo zot bann bourik, ensi ki diven, rezen, fig e toudsort fardo ki zot ti anmenn Zerizalenm zour saba. Mon ti donn zot bann avertisman zour zot ti pe vann zot danre. 
NEH.13.16	Ti osi annan bann Tiryen ki ti pe reste dan lavil, ki ti anmenn pwason ek toudsort marsandiz ki zot ti vann zour saba avek bann zabitan Zida dan Zerizalenm. 
NEH.13.17	Mon ti repros bann personnaz enportan dan Zida. Mon ti demann zot: Ki savedir sa bann move aksyon ki zot pe fer? Zot pe mepriz zour saba. 
NEH.13.18	Konmsa menm ki zot zanset ti azir. Pour sa rezon, nou Bondye in anvoy tou sa bann maler lo nou e lo sa lavil. Zot, zot pe ogmant son lakoler kont Izrael par mepriz son saba.
NEH.13.19	Apre sa, de ki fernwanr ti konmans fer dan Zerizalenm avan saba, mon ti fer ferm bann laport, e mon ti donn lord ki zot ouver li apre saba. Mon ti plas detrwa mon bann serviter kot bann laport, pour anpes antre okenn gro pake zour saba. 
NEH.13.20	Alor, bann marsan ek bann vander toudsort prodwi, ti pas lannwit enn ou de fwa, an deor Zerizalenm. 
NEH.13.21	Mon ti averti zot: Akoz zot pas lannwit devan miray? Si zot rekonmanse, mon pou servi lafors zot. Depi sa, zot pa ti vin ankor pandan saba. 
NEH.13.22	Mon ti osi demann bann levit pour pirifye zot, pour vin vey bann laport pour fer sir ki saba i reste en zour sakre.
NEH.13.22	Pour sa osi, mon Bondye, mazin mwan e protez mwan dan ou gran fidelite!
NEH.13.23	Dan sa menm lepok, mon ti war bann Zwif ki ti marye avek bann fanm sorti Asdod, Amonn, Moab. 
NEH.13.24	Lanmwatye parmi zot bann garson ti koz langaz asdodit e pa ti konn koz lalang bann Zideen. Zot ti koz zis langaz tel ou tel pep etranze. 
NEH.13.25	Mon ti repros zot e mon ti modi zot; mon ti bat en bann e aras zot seve; mon ti fer zot pret serman o non Bondye: Zot pa pou donn zot bann fiy avek zot bann garson, ni pran zot bann fiy pour zot garson, ni pour zot. 
NEH.13.26	Konmsa menm ki Salomon, lerwa Izrael ti fer pese. Ti napa okenn lerwa parey li parmi tou sa kantite nasyon. Son Bondye ti kontan li, e Bondye ti'n etabli li koman lerwa lo Izrael antye. Sepandan, bann fanm etranze ti osi trenn li dan pese. 
NEH.13.27	Alor, nou aprann ki zot komet en si gran krim, en sakrilez anver nou Bondye ler zot marye avek bann fanm etranze?
NEH.13.28	Enn bann garson Yoyada, garson Gran-Pret Eliasib, ti zann Sanbalat en Horonit. Mon ti sas li lwen avek mwan.
NEH.13.29	Mazin zot, mon Bondye, akoz zot in sali saserdos ek lalyans bann pret ek bann levit.
NEH.13.30	Mon ti pirifye zot avek bann etranze e mon ti retabli servis bann pret ek bann levit, sakenn dapre son fonksyon. 
NEH.13.31	Mon ti osi retabli bann lofrann dibwa, dan lepok fikse, ensi ki bann premye fri.
NEH.13.31	Mazin mwan, mon Bondye e azir dan mon faver!
EST.1.1	Sa ti ariv dan letan Zerzes, sa menm lerwa Zerzes ki ti renny lo 127 provens, depi Lenn ziska Letyopi. 
EST.1.2	Dan sa lepok, lerwa Zerzes ti renny lo son tronn rwayal dan Siz, son kapital. 
EST.1.3	Dan trwazyenm lannen son renny, i ti donn en festen pour tou son bann o fonksyonner ek son bann minis. Bann sef larme Lapers ek Medi, bann nob, bann gouverner provens, ti prezan. 
EST.1.4	I ti montre gran larises son rwayonm e splander ek son mazeste pandan plizyer zour. An tou 180 zour.
EST.1.5	Alafen sa bann zour, lerwa ti donn pandan set zour, en festen o plenn er dan zarden rwayal, pour lepep antye ki ti dan Siz, son kapital, depi pli gran ziska pli pti. 
EST.1.6	Ti annan bann rido latwal koton kouler blan ek ble, atase avek bann kordon an linenn blan e vyolet, ki'n pas dan bann bag annarzan, fikse avek bann kolonn an marb. Ti annan osi bann divan annor e annarzan lo en pave mozaik an marb, nak ek marb nwanr. 
EST.1.7	Bann labwason ti ganny servi dan bann lakoup annor, dan diferan laform; diven sorti kot lerwa ti annabondans. 
EST.1.8	Sak envite ti kapab bwar kantite ki i ti anvi. Annefe, lerwa ti'n donn lord tou bann serviter dan son pale, pour satisfer dezir sak envite. 
EST.1.9	Larenn Vasti ti osi donn en festen pour bann fanm, dan pale lerwa Zerzes.
EST.1.10	Setyenm zour lafet, kan i ti'n konmans soule avek diven, lerwa ti apel Mehoumann, Bizta, Harbona, Bigta, Abagta, Zetar ek Karkas, set enik ki ti dan servis lerwa Zerzes. 
EST.1.11	I ti donn zot lord fer larenn Vasti vin devan li, abiye dan son kouronn rwayal, pour montre son labote avek bann pep, bann o fonksyonner. Annefe, larenn ti en zoli fanm. 
EST.1.12	Me larenn Vasti ti refize obeir lord ki lerwa ti'n transmet par lentermedyer son bann enik. Lerwa ti pran en gran lakoler.
EST.1.13	Lerwa ti konsilte son bann saz ki ti konn byen lalwa. Annefe, bann zafer rwayal, ti touzour ganny regle avek led bann dimoun ki konn lalwa ek bann koutim. 
EST.1.14	Parmi bann konseye pros avek lerwa, ti annan Karsena, Setar, Admata, Tarsis, Meres, Marsena ek Memoukann. Sa set konseye Lapers ek Medi ki ti pros avek lerwa e okip bann premye plas dan rwayonm. 
EST.1.15	Lerwa ti demann zot: Dapre lalwa, ki fodre fer avek larenn Vasti ki pa'n obei lord ki lerwa Zerzes ti'n donnen par lentermedyer bann enik?
EST.1.16	Alor, Memoukann ti dir an prezans lerwa ek bann o fonksyonner, “Larenn Vasti pa'n fer ditor zis lerwa, me osi tou bann fonksyonner enportan e tou lepep dan bann provens lerwa Zerzes. 
EST.1.17	Annefe, tou bann fanm pou konn aksyon larenn; sa pou fer zot mepriz zot mari, akoz zot pou dir: Lerwa Zerzes in ordonn larenn Vasti pour prezant devan li e i pa'n vini. 
EST.1.18	Ozordi menm, fanm bann sef Lapers ek Medi ki'n okouran konportman larenn, pou revolte kont bann zofisye lerwa e sa pou anmenn mepri ek lakoler. 
EST.1.19	Si sa i paret bon pour ou, Mazeste, lerwa, fer en deklarasyon ki pa kapab sanze, ki ganny ekri dan bann lalwa Medi ek Lapers, ki Vasti napa drwa vin ankor kot lerwa Zerzes, ki lerwa i donn son tit rwayal avek en lot fanm ki pli merite ki li. 
EST.1.20	Kan sa deklarasyon enportan ava'n ganny pibliye par lerwa partou dan son gran rwayonm, tou bann fanm ava annan respe pour zot mari, depi pli gran ziska pli pti.”
EST.1.21	Sa deklarasyon ti fer plezir lerwa ek bann fonksyonner, e lerwa ti azir dapre sa ki Memoukann ti'n propoze. 
EST.1.22	I ti anvoy bann let dan tou bann provens rwayal, dan sak provens dapre zot lekritir e sak pep dapre zot langaz, ki deklare ki tou zonm i devre sef dan son prop lakaz.
EST.2.1	Apre sa bann levennman, ler lakoler lerwa Zerzes ti'n tonbe, i ti mazin Vasti, sa ki i ti'n fer e desizyon ki i ti'n pran kont li. 
EST.2.2	Son bann enik ti dir li, “Fer rod bann zoli zenn fiy vyerz pour ou. 
EST.2.3	Nonm bann enspekter dan tou bann provens ou rwayonm, pour zot rasanble bann zoli zenn fiy vyerz, pour met dan lakour rwayal ki dan kapital Siz, anba sirveyans Hegai, enik lerwa ki annan responsabilite tou son bann fanm; fourni zot avek tou zot bann prodwi labote. 
EST.2.4	Sa zenn fiy ki lerwa ava pli kontan, ava vin larenn dan plas Vasti.” Sa propozisyon ti fer plezir lerwa e i ti swiv.
EST.2.5	Dan lavil kapital Siz, ti annan en Zwif ki ti apel Mardose, garson Yair, en desandan Simei, garson Kis, ki sorti dan tribi Benzamen. 
EST.2.6	I ti parmi sa bann ki ti ganny anvoye annegzil depi Zerizalenm, avek Yekonya, lerwa Zida, par Naboukodonozor lerwa Babilonn. 
EST.2.7	Mardose ti'n elve son kouzin Hadasa, ki apel osi Ester. Annefe, Ester ti napa ni papa ni manman. Sa zenn fiy ti zoli en kantite. Kan son papa ek son manman ti mor, Mardose ti adopte li koman son prop fiy.
EST.2.8	Alor, kan lord ek desizyon lerwa ti'n ganny pibliye, en kantite zenn fiy ti'n ganny rasanble dan Siz, lavil kapital, anba lotorite Hegai. Ester osi ti ganny anmennen dan pale lerwa anba sirveyans Hegai ki ti ansarz bann fanm. 
EST.2.9	Sa fiy ti fer li plezir e i ti ganny son faver. Deswit, i ti fourni li tou bann prodwi labote neseser, ek son rasyon manze. I ti osi swazir pour li set servant dan pale lerwa e plas li avek son bann zenn servant dan meyer plas dan lakour rwayal. 
EST.2.10	Ester pa ti les konnen lekel son fanmir, ni kote i sorti, akoz Mardose ti'n defann li dir. 
EST.2.11	Tou le zour, Mardose ti ale vini dan zanviron lakour rwayal, pour ganny nouvel Ester e konnen ki mannyer i pe ganny trete.
EST.2.12	Alafen 12 mwan, dapre regilasyon pour bann fanm, tour sakenn bann zenn fiy pour al kot lerwa Zerzes ti arive. Bann zenn fiy dan lakour rwayal ti devre swiv tretman labote pour bann fanm pandan enn an. Pandan sis mwan avek delwil lamir, e apre, sis mwan avek bann prodwi parfen ek lezot prodwi pour fanm. 
EST.2.13	Ler sa zenn fiy ti al kot lerwa, i ti ganny tou sa ki i ti demande dan lakour rwayal pour anmenn avek li dan pale rwayal. 
EST.2.14	I ti al kot lerwa aswar; lannmen bomaten i ti al dan en lot lakour rwayal, anba sirveyans Saasgaz, enik lerwa ki ti ansarz son bann menazer. I pa ti retourn kot lerwa ankor, sof si lerwa ti anvi war li e i ti apel li par son non.
EST.2.15	Ler tour Ester, fiy Abihail, tonton Mardose, e ki Mardose ti'n adopte koman son prop fiy, ti arive pour li al kot lerwa, i pa ti demann nanryen, eksepte sa ki Hegai, enik lerwa, ki ti ansarz bann fanm, ti'n konsey li. Tou dimoun ki ti war Ester ti admir li. 
EST.2.16	Ester ti ganny anmennen kot lerwa Zerzes dan son pale rwayal, dan dizyenm mwan ki ti mwan Tebet, dan setyenm lannen son renny. 
EST.2.17	Lerwa ti kontan Ester plis ki tou lezot fanm, e parmi tou bann zenn fiy vyerz, i ti ganny faver lerwa. Alor, lerwa ti plas kouronn rwayal lo son latet e fer li larenn dan plas Vasti. 
EST.2.18	Lerwa ti donn en gran festen pour tou son bann fonksyonner ek son bann minis; i ti donn sa festen an loner Ester. I ti tir taks dan tou bann provens e i ti donn bann kado avek en zenerozite rwayal.
EST.2.19	Kan tou bann zenn fiy ti ganny rasanble pour dezyenm fwa, Mardose ti'n ganny apwente dan en pozisyon, par lerwa. 
EST.2.20	Ester pa ti ankor fer konnen ni son fanmir, ni son lorizin, parey Mardose ti'n ordonn li. Ester ti egzekit tou lord Mardose parey ler i ti anba son responsabilite.
EST.2.21	Dan sa bann zour, alor ki Mardose ti dan son fonksyon de enik lerwa ki ti gard lantre pale lerwa, Bigtan ek Teres, ti pran lakoler e fer en konplo pour asasin lerwa Zerzes. 
EST.2.22	Ler Mardose ti aprann sa, i ti fer konnen larenn Ester. Larenn Ester ti dir sa avek lerwa, lo non Mardose. 
EST.2.23	En lanket ti prouve ki sa ti vre; sa de zonm ti ganny pann. Sa ti ganny ekri dan Liv Listwar, dan prezans lerwa.
EST.3.1	En pe letan apre sa bann levennman, lerwa Zerzes ti donn promosyon Haman, garson Hamedata, en Agagit: I ti donn li en pozisyon par lao tou bann o zofisye dan son ran. 
EST.3.2	Tou bann serviter dan pale rwayal ti tonm azenou e prosternen devan Haman, parey lord ki lerwa ti'n donnen. Me Mardose pa ti ni tonm azenou ni prosternen. 
EST.3.3	Bann serviter lerwa ki ti devan laport pale rwayal ti demann Mardose, “Akoz ou dezobei lord lerwa?” 
EST.3.4	Zot ti poz li sa kestyon tou le zour, me i pa ti reponn zot. Alor, zot ti raport li avek Haman pour war si Mardose ki ti'n dir i en Zwif, pou persiste. 
EST.3.5	Ler Haman ti remarke ki Mardose pa ti tonm azenou ni prosternen devan li, i ti pran en gran lakoler. 
EST.3.6	Me i pa ti oze poz lanmen lo Mardose tousel, akoz zot ti'n osi dir li ki Mardose i en Zwif. Haman ti pe fer konplo pour detri tou bann Zwif, ki fer parti pep Mardose, dan rwayonm Zerzes antye.
EST.3.7	Dan premye mwan ki ti mwan Nizan, dan douzyenm lannen renny lerwa Zerzes, devan Haman, zot ti tir osor, ki zot ti apel Pourim, lo sak zour e sak mwan; sor ti tonm lo trezyenm zour, douzyenm mwan, ki mwan Adar. 
EST.3.8	Apre, Haman ti dir lerwa Zerzes, “I annan en serten pep apar, disperse parmi bann pep, dan tou bann provens ou rwayonm. Zot bann lalwa i diferan avek bann lalwa tou lezot pep, e zot pa obei bann lord lerwa. Napa okenn rezon pour lerwa toler sa bann zans. 
EST.3.9	Si lerwa i war bon, fer pibliy en dekre ki ordonn zot destriksyon, e mwan, mon ava pey 300 tonn larzan, dan lanmen bann zofisye ki ansarz ladministrasyon bann zafer lerwa, pour depoz dan trezor lerwa.”
EST.3.10	Alor, lerwa ti pran son bag ki port son stanp e donn Haman, garson Hamedata, en Agagit, lennmi bann Zwif. 
EST.3.11	Lerwa ti dir Haman, “Mon donn ou larzan, mon donn ou sa pep osi; fer sa ki ou oule avek zot.”
EST.3.12	Trezyenm zour premye mwan, bann sekreter lerwa ti ganny konvoke. Parey sa ki Haman ti'n ordonnen, en lord ti ganny ekri e anvoye kot tou bann reprezantan lerwa e bann gouverner dan tou bann provens e kot tou bann sef parmi lepep, kot sak nasyon dapre son lekritir ek son langaz. Sa lord ti'n ganny ekri e sinyen o non lerwa Zerzes e sele avek stanp lerwa. 
EST.3.13	Sa bann let ki ti ganny anvoye par bann mesaze dan tou bann provens, ti donn lord pour detri, touye e fer disparet tou Zwif, zenn koman vye, fanm ek zanfan, dan en sel zour: Trezyenm zour, dan douzyenm mwan, ki mwan Adar. Permisyon pour fer piyaz zot bann byen ti ganny donnen. 
EST.3.14	En kopi sa dokiman ti ganny pibliye koman en lalwa dan sak provens pour ki tou lepep i pare pour sa zour. 
EST.3.15	Bann mesaze ti al toudswit, lo lord lerwa. Dekre ti ganny pibliye dan Siz, lavil kapital. Lerwa avek Haman ti asize pour bwar, tandis ki lavil Siz ti dan boulvers.
EST.4.1	Kan Mardose ti tande tou sa ki ti'n ganny fer, i ti desir son lenz, met lenz dey ek lasann. I ti al partou dan lavil e pous bann kriy gro douler. 
EST.4.2	I ti al ziska lantre laport pale lerwa akoz personn pa ti annan drwa antre dan laport pale lerwa dan lenz dey.
EST.4.3	Dan sak provens, partou kot lord lerwa ek son dekre ti arive, bann Zwif ti plere en kantite; zot ti zene, plere e lamante, bokou parmi zot ti dormi dan lenz dey e kouver avek lasann.
EST.4.4	Ler son bann servant ek bann enik ti vin anons li sa nouvel, larenn ti dan en gran sagren. I ti anvoy lenz kot Mardose pour li tir sa lenz dey. Me i pa ti aksepte. 
EST.4.5	Alor, Ester ti apel Hatak, enn bann enik ki lerwa ti'n apwente pour servi li. I ti ordonn li pour al kot Mardose, pour konnen sa ki ti pe pase e pour ki rezon. 
EST.4.6	Hatak ti al kot Mardose lo laplas piblik ki devan laport pale lerwa. 
EST.4.7	Mardose ti dir li tou sa ki ti'n ariv li, e sa sonm egzakt ki Haman ti'n promet pour vers dan trezor lerwa pour fer disparet bann Zwif. 
EST.4.8	Mardose ti osi donn li en kopi sa dekre ki ti ordonn destriksyon bann Zwif e ki ti'n ganny pibliye dan Siz, pour li al montre Ester, eksplik li, demann li pour al sipliy lerwa e pled avek li an faver son pep. 
EST.4.9	Hatak ti ale e raport avek Ester tou sa ki Mardose ti'n dir li. 
EST.4.10	Ester ti koz avek Hatak e donn li sa mesaz pour Mardose: 
EST.4.11	Swit a en lalwa ki aplik pour tou dimoun, tou bann serviter lerwa, ensi ki lepep ki reste dan tou bann provens rwayal i konnen ki okenn dimoun, zonm oubyen fanm ki al kot lerwa dan lakour enteryer, san ki i'n ganny konvoke, pour ganny touye; eksepte sa enn avek ki lerwa i prezant li son baton annor. Mwan menm, mon pa'n ankor ganny envite kot lerwa depi 30 zour.
EST.4.12	Zot ti raport Mardose sa ki Ester ti'n dir. 
EST.4.13	Mardose ti dir zot reponn Ester: Pa krwar ki akoz ou viv dan pale lerwa, ou pou ganny sans sove plis ki nenport ki Zwif. 
EST.4.14	Si ou reste trankil dan en tel sityasyon, led ek delivrans bann Zwif ava sorti dan en lot landrwa; me ou, avek lafanmir ou papa, zot pou ganny detri. Dayer, lekel ki dir si ou pa'n ganny o plase dan sa rwayonm pour en letan parey?
EST.4.15	Alor, Ester ti donn zot sa larepons pour Mardose: 
EST.4.16	Ale, rasanble tou bann Zwif ki i annan dan lavil Siz. Fer en zenn pour mwan pandan trwa zour, san manze ni bwar, aswar koman lizour. Mwan osi, mon pou fer parey, ansanm avek mon bann servant. Answit, menm si i kont lalwa, mon ava al kot lerwa; si fodre mor mon ava mor! 
EST.4.17	Mardose ti ale e fer tou sa ki Ester ti'n ordonn li.
EST.5.1	Son trwazyenm zour, Ester ti met bann lenz rwayal e antre dan lakour enteryer pale rwayal vizavi pale. Lerwa ti pe asiz lo son tronn rwayal dan pale vizavi lantre. 
EST.5.2	Ler i ti war larenn Ester pe debout dan lakour, sa ti fer li gran plezir; i ti prezant Ester son baton annor ki ti dan son lanmen. Ester ti aprose e tous bout sa baton. 
EST.5.3	Lerwa ti demann li, “Ki i annan, larenn Ester? Ki reket ou annan pour fer? Mon pare pour mwan donn ou ziska lanmwatye mon rwayonm.”
EST.5.4	Ester ti reponn, “Mazeste, si i fer ou plezir, ganny labonte vin ozordi kot mwan avek Haman, pour en festen ki mon pe prepare an loner lerwa.”
EST.5.5	Alor, lerwa ti dir, “Apel Haman deswit pour ki nou akonpli dezir larenn Ester.” Apre, lerwa avek Haman ti al dan festen ki Ester ti'n prepare.
EST.5.6	Pandan ki zot ti pe bwar diven, lerwa ti dir Ester, “Sa ki ou demande pour ganny akorde. Ki reket ou annan, ou ava gannyen menm ziska lanmwatye mon rwayonm.”
EST.5.7	Ester ti reponn, “La sa ki mon demande, la mon reket: 
EST.5.8	Si lerwa i kontan pour fer mwan en faver e si lerwa i pare pour aksepte mon demann ek akonpli mon reket, mon ti ava kontan ki lerwa avek Haman zot retourn demen pour en festen ki mon pou prepare pour zot; demen, mon ava fer lerwa konn mon demann.”
EST.5.9	Sa zour, Haman ti sorti kontan avek leker zwaye. Me ler i ti war Mardose devan lantre pale e ki Mardose pa ti ni leve, ni montre respe devan li, i ti ranpli avek lakoler kont li. 
EST.5.10	Me Haman ti kontrol son lekor e i ti al se li. Apre, i ti anvoy sers son bann zanmi ek son fanm, Zeres. 
EST.5.11	Haman ti rakont zot splander son larises, kantite garson ki i annan e bann loner ki lerwa in fer li avek son promosyon ki plas li par lao bann o zofisye ek bann minis dan lakour lerwa. 
EST.5.12	I ti azoute, “Menm larenn Ester pa'n envit personn apard mwan, dan festen ki i'n prepare pour lerwa. I'n envit mwan demen ankor, avek lerwa. 
EST.5.13	Me tousala napa lenportans pour mwan, osi lontan ki mon war sa Zwif Mardose pe travay dan pale lerwa.”
EST.5.14	Alor, Zeres, son fanm, ek tou son bann zanmi ti dir li, “Fer en lesafo 25 met oter e demen bomaten ou ava demann lerwa pour ki Mardose i ganny pann. Apre, ou ava kapab al ou festen avek lerwa dan lazwa.” Sa konsey ti fer plezir Haman, e i ti fer mont son lesafo.
EST.6.1	Sa swar, lerwa pa ti ganny sonmey. I ti donn lord pou anmenn Liv Listwar rwayonm ki ti ganny lir devan li. 
EST.6.2	Zot ti lir kot i rakonte koman Mardose ti koz lo size Bigtan ek Teres, sa de enik ki ti gardyen laport e ki ti'n fer konplo pour touy lerwa Zerzes. 
EST.6.3	Lerwa ti demande, “Ki promosyon oubyen distenksyon Mardose ti gannyen pour sa?”
EST.6.3	Bann enik ti reponn, “Nanryen pa'n ganny fer pour li.”
EST.6.4	Lerwa ti demande, “Lekel fonksyonner ki dan lakour?” Haman ti'n fek antre dan lakour eksteryer pale lerwa pour demann lerwa fer pann Mardose lo sa lesafo ki i ti'n prepare pour li. 
EST.6.5	Bann enik ti dir, “Haman ki dan lakour.”
EST.6.5	Lerwa ti dir, “Fer li antre.”
EST.6.6	Haman ti antre, e lerwa ti demann li, “Ki devre fer pour sa enn ki lerwa i anvi onore?”
EST.6.6	Haman ti dir dan li menm: Lekel sa enn ki lerwa i anvi fer loner plis ki mwan? 
EST.6.7	Alor, Haman ti dir lerwa, “Pour en zonm ki lerwa i dezire onore, 
EST.6.8	fodre anmenn labi rwayal ki lerwa i mete, en seval ki lerwa i monte, avek en kouronn rwayal lo son latet. 
EST.6.9	Donn sa labi rwayal ek sa seval avek enn bann pli gran fonksyonner parmi bann nob. Fer li abiy sa zonm ki lerwa i oule onore e ki i anmenn li lo seval ziska laplas piblik dan lavil e proklanm devan li: La ki mannyer lerwa i tret sa enn ki i dezire onore.”
EST.6.10	Alor, lerwa ti dir Haman, “Depese, pran sa bann vetman ek sa seval; al fer parey ou'n dir, anver sa Zwif, Mardose, ki asiz dan lantre pale rwayal. Pa mank okenn detay ki ou'n mansyonnen.”
EST.6.11	Alor, Haman ti pran sa vetman ek sa seval, abiy Mardose, e fer li travers laplas piblik dan lavil e proklanmen: La sa ki fodre fer pour sa zonm ki lerwa i annan gran plezir fer loner.
EST.6.12	Apre, Mardose ti retourn dan son plas dan pale rwayal, tandis ki Haman ti depese pour retourn se li, tou kanmi, e latet kouver. 
EST.6.13	Ler Haman ti rakont son fanm Zeres ek tou son bann zanmi, sa ki ti'n ariv li, zot ti dir li, “Si Mardose, devan ki ou'n konmans abese i sorti dan pep Zwif, ou pa pou reisi fer nanryen kont li; ou pou sirman tonbe devan li.”
EST.6.14	Zot ti ankor pe koze, ler bann enik lerwa ti arive. Zot ti depese pour anmenn Haman kot festen ki Ester ti'n prepare.
EST.7.1	Lerwa ek Haman ti arive pour pran par dan festen larenn Ester. 
EST.7.2	Dezyenm zour, letan zot ti pe bwar diven, lerwa ti demann Ester ankor en fwa, “Larenn Ester! Demann mwan sa ki ou anvi, i ava ganny akorde. Ki ou reket? Menm si ou demann ziska lanmwatye mon rwayonm i ava ganny akorde.”
EST.7.3	Alor, larenn Ester ti reponn, “Mazeste, si mon ganny ou faver e si i fer plezir lerwa, la mon demann: Sov mon lavi; la mon reket: Sov lavi mon pep. 
EST.7.4	Annefe, nou'n ganny vann. Mwan avek mon pep, nou pou ganny detri, touye e eksterminen. Si nou ti'n ganny vann, zonm ek fanm, zis koman lesklav, mon ti ava'n reste trankil. Akoz i pa ti vo lapenn deranz lerwa pour en tel domaz.”
EST.7.5	Lerwa Zerzes ti dir larenn Ester, “Lekel sa enn e kote i ete, sa dimoun ki'n mazinen fer sa?”
