GEN.1.1	元始、上帝創造天地、  
PSA.49.12	人居尊位、不能久長、猶死亡之畜兮、  
PSA.49.13	斯乃愚人之道、而後人猶韙其言兮、  
PSA.49.14	彼如羣羊、定其歸於陰府、死亡為其牧者、迨及黎明、正人治之、彼之美麗、銷於陰府、無地以存兮、  
PSA.49.15	惟上帝必納我、贖我魂於陰府之權兮、○  
PSA.49.16	人殖貨財、門庭炫赫、爾毋懼兮、  
PSA.49.17	因其臨沒、毫無所攜、彼之尊榮、不隨之往兮、  
PSA.49.18	彼生存時、自慶其福、爾若利己、人則慶之兮、  
PSA.49.19	然彼歸其歷代之祖、永不見光兮、  
PSA.49.20	人居尊位、而不通達、猶死亡之畜兮、  
PSA.50.1	大能之上帝耶和華、有言詔天下、自日出之鄉、迄日入之處兮、  
PSA.50.2	乃盡美、上帝自此發其光輝兮、  
PSA.50.3	我之上帝蒞臨、必不緘默、有火燬於其前、烈風雷雨環之兮、  
PSA.50.4	彼欲鞫其民、乃詔上天下地兮、  
PSA.50.5	集聖民於我前、即以獻祭、與我立約之人兮、  
PSA.50.6	諸天必宣上帝公義、因其自為士師兮、○  
PSA.50.7	我民歟、爾其聽之、我則宣言、
PSA.50.8	我不因爾祭品而加責、爾之燔祭、恆在我前兮、  
PSA.50.9	不取牡牛於爾家、不取山羊於爾牢兮、  
PSA.50.10	叢林百獸、千山羣畜、悉屬我兮、  
PSA.50.11	山嶽之禽、皆我所知、原野之獸、為我所有兮、  
PSA.50.12	我若飢、不告爾、世界與充其中者、咸屬我兮、  
PSA.50.13	我豈食牡牛之肉、飲山羊之血乎、  
PSA.50.14	其以感謝為祭、獻於上帝、向至高者償爾願兮、  
PSA.50.15	患難之日、爾當籲我、我必援爾、爾亦榮我兮、○  
PSA.50.16	上帝語惡人曰、爾奚稱道我律、口言我約、  
PSA.50.17	實則厭我訓誨、委我言於後兮、  
PSA.50.18	見盜者則樂附之、淫者則與共兮、  
PSA.50.19	爾口惡言是騁、爾舌詭詐是造兮、  
PSA.50.20	坐則謗爾昆弟、讒爾同胞兮、  
PSA.50.21	此爾所行、而我緘默、遂意我與爾同、其實我必責爾、列斯事於爾前兮、  
PSA.50.22	爾曹忘上帝者、當思及此、免我磔爾、無人救援兮、  
PSA.50.23	以感謝為祭者、即尊榮我、遵正道者、我必示以上帝之拯救兮、  
PSA.51.1	上帝歟、依爾恩惠憫我躬、循爾鴻慈塗我過兮、  
PSA.51.2	洗盡我愆尤、潔除我罪戾兮、  
PSA.51.3	蓋我自知己過、我罪恆在目前兮、  
PSA.51.4	我惟獲罪於爾、行爾所惡、致爾出詞顯公義、行鞫顯清正兮、  
PSA.51.5	我生於愆尤、在母妊中、即負罪兮、  
PSA.51.6	中懷誠實、為爾所悅、必使我衷通達智慧兮、  
PSA.51.7	爾其以牛膝草潔我、我則潔兮、滌我、我則白於雪兮、  
PSA.51.8	令我得聞喜樂之聲、俾爾所折之骨踴躍兮、  
PSA.51.9	掩面勿視我罪、塗我諸愆兮、  
PSA.51.10	上帝歟、為我造清潔之心、復正直之神於我衷兮、  
PSA.51.11	勿屏我於爾前、勿收回爾聖神兮、  
PSA.51.12	復我拯救之樂、以悅懌之神扶我兮、  
PSA.51.13	我則以爾道訓有過者、罪人必歸於爾兮、  
PSA.51.14	上帝拯我之上帝歟、宥我流血之罪、我口大聲歌頌爾公義兮、  
PSA.51.15	主歟、其啟我脣、我口稱揚爾聲譽兮、  
PSA.51.16	爾不喜祭品、否則我必獻之、燔祭非爾所悅兮、  
PSA.51.17	所以祭上帝者、乃憂傷之神、憂傷痛悔之心、爾不蔑視兮、○  
PSA.51.18	依爾美意、優待
PSA.51.19	斯時也、義祭燔祭、及全牲之燔祭、爾必悅之、人必獻牡牛於爾壇兮、  
PSA.52.1	強暴者歟、何為以惡自詡、上帝之慈惠永存兮、  
PSA.52.2	爾舌運用邪惡、如銛利之薙刀、詭譎是行兮、  
PSA.52.3	爾好惡逾於善、好誑逾於義兮、  
PSA.52.4	詭詐之舌、毀滅之言是好兮、  
PSA.52.5	上帝必傾覆爾、永不復起、除爾於幕中、拔爾於生人之地兮、  
PSA.52.6	義人見之而懼、且將哂之、  
PSA.52.7	曰、試觀斯人、不以上帝為力、惟恃多財、以惡自固兮、  
PSA.52.8	若我、在上帝室中、如青橄欖樹、賴上帝之慈惠、永久不已兮、  
PSA.52.9	爾既行此、我必永久頌讚、在爾聖民前、仰望爾名、以其為美兮、  
PSA.53.1	愚人心中謂無上帝、彼皆敗壞、行可憎之邪惡、無一行善兮、  
PSA.53.2	上帝自天俯視世人、欲察有無明哲是具、上帝是尋兮、  
PSA.53.3	乃皆卻退、同變為污、無行善者、並無其一兮、  
PSA.53.4	作惡者猶無知乎、吞噬我民如食餅、不籲上帝兮、  
PSA.53.5	於無可畏之境、悚然大懼、建營攻爾者、上帝散其骨、上帝棄之、爾則使之蒙羞兮、  
PSA.53.6	惟願
PSA.54.1	上帝歟、以爾名救我躬、以爾力伸我冤兮、  
PSA.54.2	上帝歟、聞我所祈、側耳聽我口中之言兮、  
PSA.54.3	外人起而攻我、強暴者索我命、目無上帝兮、  
PSA.54.4	上帝為我助者、主扶我命兮、  
PSA.54.5	我敵之惡、彼必報之、祈以誠實滅之兮、  
PSA.54.6	耶和華歟、我以樂獻之祭奉爾、稱頌爾名、以其為美兮、  
PSA.54.7	彼救我於諸難、我敵遭報、我目得睹兮、  
PSA.55.1	上帝歟、傾聽我祈禱、勿自隱匿、不聽我懇求兮、  
PSA.55.2	尚其顧恤我、俞允我、我悲悼而不安、嘅其歎兮、  
PSA.55.3	蓋仇敵恐嚇、惡人暴虐、加我以罪、迫我以怒兮、  
PSA.55.4	我心痛甚、死亡之懼臨我兮、  
PSA.55.5	恐怖戰慄及我、悚惶沒我兮、  
PSA.55.6	我則曰、惟願有翼如鳩、飛去而得安居兮、  
PSA.55.7	我必遠遊、棲於曠野、  
PSA.55.8	速詣避所、脫於烈風暴雨兮、  
PSA.55.9	主歟、我在邑中、見有強暴紛爭、尚其施行翦滅、變亂其舌兮、  
PSA.55.10	彼在城上、晝夜遶行、中有罪孽邪慝兮、  
PSA.55.11	奸惡在於其中、暴虐詭譎、不離其衢兮、  
PSA.55.12	非敵我者詬我、若然、尚可容忍、非憾我者驕我、若然、則必退避兮、  
PSA.55.13	乃爾也、我之同儔、我之伴侶、我之密友兮、  
PSA.55.14	素昔和衷共議、偕眾行於上帝室兮、  
PSA.55.15	奸惡在其室、在其衷、願死亡倏臨之、生墮陰府兮、  
PSA.55.16	若我、必呼籲上帝、耶和華則救我兮、  
PSA.55.17	晨昏卓午、悲哀歎息、彼必聽我聲兮、  
PSA.55.18	我敵雖眾、彼贖我命、脫於戰鬥、俾得平康、敵不近我兮、  
PSA.55.19	處常不畏上帝者、亙古而有之上帝、必聞而報之兮、  
PSA.55.20	彼伸厥手、攻其和好之人、背其盟約兮、  
PSA.55.21	其口滑如酥、心乃為戰、其言柔於膏、實則露刃兮、  
PSA.55.22	所負之任、當付諸耶和華、彼必扶持、永不令義人動搖兮、  
PSA.55.23	維彼惡人、爾上帝必使之墜於陷阱、嗜殺與行詐者、生存不及半世、我則惟爾是恃兮、  
PSA.56.1	上帝歟、尚其憫我、人欲噬我、終日攻我虐我兮、  
PSA.56.2	我敵終日欲噬我、傲然攻我者眾多兮、  
PSA.56.3	我恐懼時、惟爾是恃、  
PSA.56.4	我恃上帝、而頌其言、我恃上帝、而不恐懼、血氣之人、其奈我何兮、  
PSA.56.5	彼終日反我言、對我所思、皆屬邪惡兮、  
PSA.56.6	集而潛伏、察我行蹤、伺隙以害我命兮、  
PSA.56.7	恃惡豈能免罰、上帝歟、尚其發怒、傾覆斯族兮、  
PSA.56.8	我屢流離、爾盡數之、祈以我淚貯於爾囊、非悉錄於爾册乎、  
PSA.56.9	我呼籲時、敵必卻退、上帝佑我、我所知兮、  
PSA.56.10	我恃上帝、而頌其言、我恃耶和華、而頌其言兮、  
PSA.56.11	我恃上帝、而不恐懼、世人其奈我何兮、  
PSA.56.12	上帝歟、我負所許之願、必獻酬恩之祭於爾兮、  
PSA.56.13	蓋爾拯我魂於死亡、豈不佑我足、不至顚蹶、俾我行於生命光中、在上帝前兮、  
PSA.57.1	上帝歟、尚其憫我、尚其憫我、我心託庇於爾、在爾翼之蔭下、待斯災禍之逝兮、  
PSA.57.2	我將呼籲至上上帝、為我成事之上帝兮、  
PSA.57.3	欲噬我者詬詈我時、彼必自天施援、上帝必發其慈惠誠實兮、  
PSA.57.4	我處獅中、與火性之世人共臥、其齒為戈矢、其舌為利刃兮、  
PSA.57.5	上帝歟、願爾崇高越於諸天、尊榮越於全地兮、○  
PSA.57.6	彼眾設網、窒我步履、我心抑鬱、彼掘阱於我前、自陷其中兮、  
PSA.57.7	上帝歟、我心堅定、我心堅定、我必謳歌、我必頌讚兮、  
PSA.57.8	我靈其起、琴瑟其興、我企望黎明兮、  
PSA.57.9	主歟、我必於諸民中稱謝爾、於列邦中歌頌爾、  
PSA.57.10	爾之慈惠峻極於天、誠實及於霄漢兮、  
PSA.57.11	上帝歟、願爾崇高越於諸天、尊榮越於全地兮、  
PSA.58.1	世人歟、爾緘口豈公義、鞫人豈正直乎、  
PSA.58.2	非也、爾心造惡、且於地上、衡施強暴兮、  
PSA.58.3	惡人出胎、即遠於善、有生以來、趨歧言誑兮、  
PSA.58.4	其毒如蛇、如塞耳之聾虺、  
PSA.58.5	術士雖施靈呪、亦罔聞兮、  
PSA.58.6	上帝歟、折其口中之齒、耶和華歟、折稚獅之巨齒兮、  
PSA.58.7	願彼消融、如水急流、如射擬準、而折其矢兮、  
PSA.58.8	如蝸消滅而逝、如婦不及期而產者、未睹日光兮、  
PSA.58.9	荊棘為薪、其釜未熱、青者、焦者、俱為旋風吹去兮、  
PSA.58.10	義人見其慘報則喜、必濯足於惡人之血兮、  
PSA.58.11	人則曰、義人果得賞賚、誠有上帝行鞫於世兮、  
PSA.59.1	我上帝歟、援我於仇敵、置我於崇高、脫諸起而攻我者兮、  
PSA.59.2	拯我於作孽者、救我於嗜殺者兮、  
PSA.59.3	彼眾潛伏、欲害我命、強者集而敵我、耶和華歟、非因我過、非因我罪兮、  
PSA.59.4	我雖無過、彼乃疾趨而備攻、尚其興起、鑒察而輔助兮、  
PSA.59.5	萬軍之主耶和華、
PSA.59.6	彼暮而歸、叫嘷如犬、環城而走兮、  
PSA.59.7	彼口嘵嘵、脣裏藏刀、自謂誰聞之兮、  
PSA.59.8	耶和華歟、爾將哂之、嗤笑萬邦、  
PSA.59.9	我力歟、我必企望爾、上帝為我高臺兮、  
PSA.59.10	我上帝以慈惠迎我、潛伏以害我者、上帝使我見其遭報兮、  
PSA.59.11	勿殺戮之、免我民遺忘之、我主我盾歟、以爾之力、使彼流離傾覆兮、  
PSA.59.12	因其口之罪、脣之辭、及其呪詛誑誕、任其為驕慢所縛兮、  
PSA.59.13	以怒滅之、滅之務盡、俾知上帝主治
PSA.59.14	任彼暮歸、叫嘷如犬、環城而走、  
PSA.59.15	流離求食、若不得飽、終夜而待兮、  
PSA.59.16	惟我謳歌爾能力、侵晨高唱爾慈惠、蓋爾為我高臺、在急難時、為我避所兮、  
PSA.59.17	我力歟、我將歌頌爾、上帝為我高臺、矜憫我之上帝兮、  
PSA.60.1	上帝歟、爾棄我儕、而破敗之、加以忿怒、尚其復興我儕兮、  
PSA.60.2	爾使地震、而破裂之、因其顫動、祈治其缺兮、  
PSA.60.3	爾使爾民遇難、以致眩之酒飲我兮、  
PSA.60.4	敬畏爾者、賜之以旗、使為真理揚起兮、○  
PSA.60.5	求爾俞允我、拯以右手、俾爾所愛者得釋兮、  
PSA.60.6	上帝以其聖而言曰、我必歡欣、分割
PSA.60.7	屬我、
PSA.60.8	為我浴盤、將於
PSA.60.9	誰導我入堅城、誰引我至
PSA.60.10	上帝歟、爾非棄我乎、上帝歟、爾不與我軍偕出兮、  
PSA.60.11	求爾助我攻敵、人之輔助、乃徒然兮、  
PSA.60.12	我恃上帝、毅然而行、彼乃踐踏我敵兮、  
PSA.61.1	上帝歟、垂聽我呼籲、注意我祈禱兮、  
PSA.61.2	我心頹敗時、必自地極呼籲爾、尚其導我、至高於我之磐石兮、  
PSA.61.3	爾素為我避所、為我堅臺、以免於敵兮、  
PSA.61.4	我將永居爾幕、託庇於爾翼下、在其密處兮、  
PSA.61.5	上帝歟、我所許之願、爾曾垂聽、敬爾名者、賜之以業兮、  
PSA.61.6	爾必延王之壽、其年歷至多世兮、  
PSA.61.7	彼永居上帝前、祈以慈惠誠實、保佑之兮、  
PSA.61.8	我則永頌爾名、日償我願兮、  
PSA.62.1	我心默俟上帝、我之拯救、自彼而施兮、  
PSA.62.2	惟彼為我磐石、為我拯救、我之高臺、我不至於大震兮、  
PSA.62.3	爾眾攻人而擊之、如排欹斜之牆、將傾之壁、伊於胡底兮、  
PSA.62.4	彼眾協謀、欲自其位推而下之、誑言是喜、口祝心詛兮、  
PSA.62.5	我心歟、默俟上帝、我望在彼兮、  
PSA.62.6	惟彼為我磐石、為我拯救、我之高臺、我不至於動搖兮、  
PSA.62.7	我之拯救尊榮、盡在上帝、我能力之磐石、我之避所、亦在上帝兮、  
PSA.62.8	惟爾眾民、宜時恃之、傾心其前、上帝乃我儕之避所兮、  
PSA.62.9	斯世之人、卑者虛無、尊者妄誕、置之於衡則起、皆輕於氣兮、  
PSA.62.10	勿惟暴虐是恃、勿因刦奪而驕、貨財增益、勿繫念兮、  
PSA.62.11	上帝一再言之、我已聞之、能力屬於上帝兮、  
PSA.62.12	主歟、慈惠亦屬爾、爾依人所行而報之兮、  
PSA.63.1	上帝歟、爾為我上帝、我懇切尋爾、在旱乾困人、無水之地、我心渴想爾、我身切慕爾兮、  
PSA.63.2	似曾瞻爾於聖所、欲見爾能與榮兮、  
PSA.63.3	爾之慈惠、逾於生命、我口必讚爾兮、  
PSA.63.4	我畢生頌美爾、奉爾名而舉手兮、  
PSA.63.5	我魂必飽、如饜以髓與肥、我以喜樂之口讚爾兮、  
PSA.63.6	我在牀憶爾、中夜思爾兮、  
PSA.63.7	爾素為我助、於爾翼之蔭下、我必歡欣兮、  
PSA.63.8	我心追隨爾後、爾右手扶我兮、  
PSA.63.9	惟索滅我命者、必適地下兮、  
PSA.63.10	必付於刃、為野犬所食兮、  
PSA.63.11	惟王因上帝而喜、指之而誓者必誇詡、言誑者之口必見塞兮、  
PSA.64.1	上帝歟、聽我悲歎之聲、保我生命、免懼仇敵兮、  
PSA.64.2	其藏匿我、脫於行惡者之陰謀、作孽者之喧擾兮、  
PSA.64.3	彼眾礪舌如刃、以苦語為矢、而擬準兮、  
PSA.64.4	欲暗射完人、遽發而無懼兮、  
PSA.64.5	謀惡相勉、暗議設網、謂誰見之兮、  
PSA.64.6	圖維奸惡、自謂我成妙策兮、所存心意、乃甚深兮、  
PSA.64.7	上帝將射之、猝受箭傷兮、  
PSA.64.8	彼必顚蹶、其舌即其敵、見者必搖首兮、  
PSA.64.9	眾皆驚懼、述上帝之經營、明晰思其作為兮、  
PSA.64.10	義人必因耶和華而喜、託庇於彼、凡心正者、必誇詡兮、  
PSA.65.1	上帝歟、人在
PSA.65.2	爾垂聽祈禱、凡有血氣者、必詣爾兮、  
PSA.65.3	罪戾勝我、至我愆尤、爾必宥之兮、  
PSA.65.4	爾所遴選、俾進居爾院者、其人福矣、我因爾室聖殿之美、而自慊兮、  
PSA.65.5	拯我之上帝歟、爾秉義施威應我、為地極遠海之人所恃兮、  
PSA.65.6	自束、以能奠山兮、  
PSA.65.7	靜諸海之洶湧、平波濤之漰渤、息眾民之喧譁兮、  
PSA.65.8	居地極者、畏爾異蹟、爾使日出日入之區、靡不歡欣兮、  
PSA.65.9	眷顧下土、而灌溉之、廣加滋潤、上帝之川、充盈以水、爾既備地、給人以糧兮、  
PSA.65.10	深潤其阡陌、平治其土壤、柔之以甘霖、錫嘏其所產兮、  
PSA.65.11	冠年以恩澤、爾所經之路、滴瀝以恩膏兮、  
PSA.65.12	滴瀝於野間草場、岡陵束以歡樂兮、  
PSA.65.13	草場被以羣羊、諸谷盈以禾稼、皆歡呼而謳歌兮、  
PSA.66.1	全地其向上帝歡呼、  
PSA.66.2	歌頌其名之榮、歸榮以讚之兮、  
PSA.66.3	對上帝云、爾之作為、何其可畏、因爾大能、仇敵服於爾兮、  
PSA.66.4	全地必敬拜爾、歌頌爾、歌頌爾名兮、○  
PSA.66.5	來觀上帝之經營、其於世人所為、乃可懼兮、  
PSA.66.6	變海為陸、俾眾徒步涉河、我儕因彼而喜兮、  
PSA.66.7	以能永掌其權、目鑒萬邦、悖逆者勿自高兮、  
PSA.66.8	諸民其稱讚我上帝、俾頌聲遠聞兮、  
PSA.66.9	彼使我命得存、不任我足顚蹶兮、  
PSA.66.10	上帝歟、爾曾試我、鍊我如鍊銀兮、  
PSA.66.11	引我罹網、置重負於我身兮、  
PSA.66.12	使人乘車而過我首、我經水火、爾終導我、入豐富之區兮、  
PSA.66.13	我將奉燔祭詣爾室、在爾前償我願、  
PSA.66.14	即於急難時、我脣所發、我口所言兮、  
PSA.66.15	我將獻爾以肥牲之燔祭、與牡羊之馨香、牡牛偕山羊而獻兮、○  
PSA.66.16	凡寅畏上帝者、其來聽之、彼為我魂所行、我必述之兮、  
PSA.66.17	我曾以口呼籲之、以舌尊崇之、  
PSA.66.18	我心若注於罪、主必不聽兮、  
PSA.66.19	惟上帝實聽之、聞我祈禱之聲兮、  
PSA.66.20	上帝宜頌美兮、未卻我祈禱、未靳其慈惠兮、  
PSA.67.1	祈上帝矜憫我、錫嘏我、以容光燭我兮、  
PSA.67.2	使爾道途、見知於寰宇、使爾拯救、見知於萬民兮、  
PSA.67.3	上帝歟、願列邦稱讚爾、萬民稱讚爾兮、  
PSA.67.4	願萬國喜樂而歡呼、因爾秉公以鞫諸民、引導世上萬國兮、  
PSA.67.5	上帝歟、願列邦稱讚爾、萬民稱讚爾兮、  
PSA.67.6	地出其產、上帝我之上帝、必錫嘏於我兮、  
PSA.67.7	上帝必錫嘏我、地之四極、必寅畏之兮、  
PSA.68.1	願上帝興起、使敵潰散、憾之者遁於其前兮、  
PSA.68.2	使之被逐、如烟之散、使惡人滅於上帝前、如蠟之鎔於火兮、  
PSA.68.3	義人尚其欣喜、踴躍於上帝前、忻然而樂兮、  
PSA.68.4	宜向上帝謳歌、歌頌其名、為駕車行於野者、平治大道、厥名耶和華、當踴躍於其前兮、  
PSA.68.5	上帝在其聖所、為孤兒之父、嫠婦之士師兮、  
PSA.68.6	上帝使孤獨者有家、出幽囚者、俾得亨通、惟悖逆者處於燥土兮、○  
PSA.68.7	上帝歟、昔爾行於民前、經歷曠野、  
PSA.68.8	維時、地顫天漏於上帝前、
PSA.68.9	上帝歟、爾沛霖雨、爾業困乏、俾其堅固兮、  
PSA.68.10	爾之會眾居於其中、上帝歟、爾為貧者備其恩澤兮、  
PSA.68.11	主發命令、傳報嘉音之女甚眾兮、  
PSA.68.12	統軍諸王、遁矣、遁矣、居家之婦、得分所掠之物兮、  
PSA.68.13	爾曹臥於羊牢、有若班鳩、其羽鍍銀、其翎鍍金兮、  
PSA.68.14	大能者於此逐散諸王、則如
PSA.68.15	山乃上帝之山、
PSA.68.16	高山歟、爾何睥睨上帝願居之山、耶和華將永居之兮、  
PSA.68.17	上帝之車、累萬盈千、主在其中、如在
PSA.68.18	爾已升高、攜厥俘虜、受供品於人間、悖逆者亦供之、欲耶和華上帝居於其中兮、○  
PSA.68.19	主救我之上帝、日日荷我重負、當頌美之兮、  
PSA.68.20	上帝乃屢救我之上帝、得免死亡、在於主耶和華兮、  
PSA.68.21	上帝必擊破敵首、恆干罪者之髮顚兮、  
PSA.68.22	主云、我必使敵歸自
PSA.68.23	俾爾碎之、足浸其血、爾犬得食其肉兮、  
PSA.68.24	上帝歟、我上帝我王入聖所、爾之步履、眾人目睹兮、  
PSA.68.25	謳歌者行於前、作樂者隨於後、在於播鼗童女之間兮、  
PSA.68.26	之源所出者、當在諸會中、頌主上帝兮、  
PSA.68.27	在彼、小
PSA.68.28	上帝歟、其施爾力、為我成事之上帝歟、其著爾能兮、  
PSA.68.29	為在
PSA.68.30	其叱葦中之獸、牡牛之羣、民眾之犢、踐其銀於足下、驅散好鬥之民兮、  
PSA.68.31	牧伯將自
PSA.68.32	地上諸國、其向上帝謳歌、歌頌乎主、  
PSA.68.33	即駕行太古天上之天者、彼發厥聲、其聲甚巨兮、  
PSA.68.34	歸能力於上帝、其威嚴在
PSA.68.35	上帝歟、爾自聖所、顯為可畏、
PSA.69.1	上帝歟、尚其救我、諸水迫我兮、  
PSA.69.2	我陷淤泥、立足無地、我入深水、洪濤淹沒兮、  
PSA.69.3	我呼籲而疲倦、我喉乾燥、企望我上帝、目為之瞶兮、  
PSA.69.4	無端憾我者、多於我首之髮、無理仇我、欲滅我者、強而有力、我未嘗奪諸人、必須償之兮、  
PSA.69.5	上帝歟、我之愚昧、為爾所知、我之罪愆、未隱於爾兮、  
PSA.69.6	萬軍之主耶和華歟、勿使企望爾者、因我而蒙羞、
PSA.69.7	我為爾受詬詈、羞慚蔽我面兮、  
PSA.69.8	我於昆弟為外人、我於同胞為異族兮、  
PSA.69.9	為爾室之熱衷灼我、斥爾者之詬詈歸我兮、  
PSA.69.10	我流涕禁食、以苦己心、反為我辱兮、  
PSA.69.11	以麻為衣、則為人之話柄兮、  
PSA.69.12	坐於邑門者品評我、酒徒以我為歌兮、  
PSA.69.13	耶和華歟、於見納時、我祈禱爾、上帝歟、依爾慈惠之盛、拯救之誠、俞允我兮、  
PSA.69.14	拯我於淤泥、勿使陷溺、援我於憾我者、出我於深水兮、  
PSA.69.15	勿容大水沒我、深淵滅我、阱口封於我上兮、  
PSA.69.16	耶和華歟、爾之慈惠佳美、尚其俞允我、依爾鴻慈、轉而顧我兮、  
PSA.69.17	勿向爾僕掩面、我在難中、速允我兮、  
PSA.69.18	近我而救之、因我敵而贖我兮、  
PSA.69.19	我受詬詈、羞恥凌辱、爾悉知之、我敵咸在爾前兮、  
PSA.69.20	詬詈傷我心、憂鬱滿我懷、望得矜恤、而無其人、望人慰藉、未見其一兮、  
PSA.69.21	彼乃食我以膽、渴時飲我以醯兮、  
PSA.69.22	願其筵席、變為網羅於其前、平安之時、變為機檻兮、  
PSA.69.23	其目昏眊不見、其腰戰慄不已兮、  
PSA.69.24	爾以恚忿傾之、以烈怒迫之兮、  
PSA.69.25	願其住址荒寂、幕無居人兮、  
PSA.69.26	蓋彼迫爾所擊者、道爾所傷者之苦兮、  
PSA.69.27	願爾以罪加於其罪、勿容與於爾義兮、  
PSA.69.28	願彼塗於生命册、不與義人同錄兮、  
PSA.69.29	我困苦憂傷、上帝歟、願爾拯救、置我於高處兮、  
PSA.69.30	我則以詩歌頌上帝之名、以稱謝尊之為大兮、  
PSA.69.31	此耶和華所悅、愈於獻牛、蹄角兼備之牡牛兮、  
PSA.69.32	謙遜者見之則喜、爾求上帝者、其蘇乃心兮、  
PSA.69.33	耶和華俯聽貧者、不蔑視其俘囚兮、  
PSA.69.34	願天地頌美之、海與其中動物、咸讚揚之兮、  
PSA.69.35	蓋上帝必救
PSA.69.36	其僕之裔嗣之、愛其名者、居於其中兮、  
PSA.70.1	上帝歟、尚其援我、耶和華歟、速助我兮、  
PSA.70.2	願索我命者、抱愧蒙羞、幸我災者、卻退受辱兮、  
PSA.70.3	向我嘻嘻者、因羞愧而卻退兮、  
PSA.70.4	凡求爾者、因爾欣喜歡忭、凡悅爾拯救者、恆言宜尊上帝為大兮、  
PSA.70.5	我乃貧乏、上帝歟、其速蒞臨、爾為我輔助、我救者、耶和華歟、祈勿延緩兮、  
PSA.71.1	耶和華歟、我託庇於爾、俾我永不羞愧兮、  
PSA.71.2	依爾之義、釋我援我、側耳垂聽、而救我兮、  
PSA.71.3	為我所居之磐石、我可恆詣之、爾曾發令救我兮、蓋爾為我巉巖、為我保障兮、  
PSA.71.4	我上帝歟、援我於惡人之手、脫不義及強暴者之手兮、  
PSA.71.5	主耶和華歟、爾為我望、我自幼冲、惟爾是恃兮、  
PSA.71.6	我自出胎、為爾所扶、離乎母腹、蒙爾恩寵、我恆頌爾兮、  
PSA.71.7	爾為我堅固之避所、視我為異者眾兮、  
PSA.71.8	頌讚爾、尊榮爾、終日盈我口兮、  
PSA.71.9	我年老時勿我棄、我力衰時勿我離兮、  
PSA.71.10	蓋敵論我、伺索我命者同謀兮、  
PSA.71.11	曰、上帝棄之、其追捕之、無人救援兮、  
PSA.71.12	上帝歟、勿遠我、我上帝歟、速助我兮、  
PSA.71.13	抵敵我命者、願其抱愧被滅、謀害我躬者、願其受辱蒙羞、  
PSA.71.14	我則企望恆切、讚美日多兮、  
PSA.71.15	爾公義、爾拯救、不可勝數、我口終日述之兮、  
PSA.71.16	我以主耶和華大能之作為而來、祇道爾義兮、  
PSA.71.17	上帝歟、自幼訓我、我素宣爾奇行兮、  
PSA.71.18	上帝歟、我老年皓首時、勿遺棄我、俟我宣爾力於後世、述爾能於來者兮、  
PSA.71.19	上帝歟、爾義崇高、行大事之上帝歟、誰似爾兮、  
PSA.71.20	昔爾使我屢遭大難、今必甦我、援我於地之深處兮、  
PSA.71.21	尚其使我昌熾、轉而慰我兮、  
PSA.71.22	我上帝歟、我必以瑟讚美爾、讚美爾之誠實、
PSA.71.23	歌頌爾時、我口歡呼、我魂爾所贖者、亦懽忭兮、  
PSA.71.24	我舌終日必述爾義、謀害我者、受辱蒙羞兮、  
PSA.72.1	上帝歟、以爾讞才賜王、以爾公義賜王子兮、  
PSA.72.2	彼必判爾民以義、判爾貧民以公兮、  
PSA.72.3	山嶽岡陵、必因公義、使民得安兮、  
PSA.72.4	彼必為貧民伸冤、拯窮乏之子、摧強暴之徒兮、  
PSA.72.5	日月猶存、人必畏爾、迄於萬世兮、  
PSA.72.6	彼之蒞臨、如雨降於已芟之草、甘霖潤澤土壤兮、  
PSA.72.7	其時義者必興、平康之盛、如月之恆兮、  
PSA.72.8	其權所及、自此海至彼海、自大河至地極兮、  
PSA.72.9	居於野者必跽其前、其敵舐土兮、  
PSA.72.10	暨島嶼之王納貢、
PSA.72.11	諸王跪拜、列國奉事兮、  
PSA.72.12	窮乏者呼籲、彼必救之、困苦者無助、彼必援之兮、  
PSA.72.13	矜恤窮苦之輩、拯救貧人之命兮、  
PSA.72.14	必贖其命、脫於欺凌強暴、視其血為寶兮、  
PSA.72.15	彼必生存、人將奉以
PSA.72.16	山巔平壤、禾稼繁盛、穀實搖曳、若
PSA.72.17	其名永存、其名必昌、如日悠久、人必因之受祜、萬國稱其有福兮、○  
PSA.72.18	耶和華上帝、
PSA.72.19	願其榮名永受頌揚、榮光遍滿全地、誠所願兮、誠所願兮、○  
PSA.72.20	子
PSA.73.2	惟我幾失足、步履幾滑跌兮、  
PSA.73.3	我見惡人利達、因嫉狂傲之人兮、  
PSA.73.4	彼死時無痛苦、身力強健兮、  
PSA.73.5	不似世人受艱苦、不似他人遘災難兮、  
PSA.73.6	故驕肆如鏈懸其項、暴戾如服蔽其體兮、  
PSA.73.7	彼體胖而目突、所得逾於心所望兮、  
PSA.73.8	姍笑乎人、以惡意發暴語、吐屬高狂兮、  
PSA.73.9	口談上天、舌遊全地、  
PSA.73.10	斯民因而歸之、滿杯之水吸盡兮、  
PSA.73.11	彼曰、上帝焉得知、至高者豈有識乎、  
PSA.73.12	惡人如此、恆享綏安、遂增貨財兮、  
PSA.73.13	我潔己心、盥手以表無辜、乃徒然兮、  
PSA.73.14	蓋我終日遭難、每晨受責兮、  
PSA.73.15	我若自謂必為是言、乃行詐於爾眾子兮、  
PSA.73.16	我思此事、而欲悉之、視為極苦兮、  
