MAT.1.1	Kabuttuanna Yesus Kristus peampoanna tomaraya Daud, peampoanna Abraham, susi inde laoannae:
ACT.20.3	Tallu bulanni dio Yunani moraimi Paulus la ma'kappala' lamban lian Siria. Sapo' napekareba Paulus kumua dengan pa'bunu' penawanna to Yahudi la umpateii, napolalan kalebu dio penawanna la ma'pasule ummola lako Makedonia. 
ACT.20.4	Dengan pira-pira tau ussolanni iamo Sopater anakna Pirus to Berea anna Aristarkhus anna Sekundus bassi to Tesalonika, anna Gayus to Derbe anna Timotius anna duapi solana bassi to Asia, disanga Tikhikus anna Trofimus. 
ACT.20.5	Sapo' mengkalao asammia yolo ma'kappala' lako Troas annu la naampai diokan.
ACT.20.6	Lessu'i allo kamai disanga Roti Tae' Diboloi Ragi mane ma'kappala'rakan mengkalao dio Filipi. Limangngallokan ma'kappala' angki mane sae lako Troas, kipolalan silambi'mo solaki to yolomo sae lako. Pitungngallopakan torro dio.
ACT.20.7	Allo Sattu bongi, ma'mesamokan umpia'-piak roti. Mantula'mi Paulus sae lako tangnga bongi sola angganna to mangngorean dio Troas, annu moraimi la mengkalao makale'. 
ACT.20.8	Illalan inde banua kingeie, ma'mesa yaokan tanda langngan nangei buda ballo mian. 
ACT.20.9	Dengan mesa anak muane disanga Eutikhus ma'loko yao sulewa'. Nataloimi matanna napolalan mamma' annu masae sigalimi mantula' Paulus napolalan metobang rokko, mengkalao yao katallu todo'na langngan. Naangka'mi tau sapo innang bonno'mi. 
ACT.20.10	Turun siami Paulus umpellambi'i anna lumbangngi naraka' anna mane ma'kada nakua: “Daua' pomasussa penawammu annu ummambuk penawa sule.” 
ACT.20.11	Mangkaii, sulemi Paulus langngan banua anna umpiak-piak roti anna andei pada-pada. Mangkai ummande, mantula' pole omi Paulus lako to mangngorean sae lako nannari. Tibungka'i masiang, mengkalaomokan. 
ACT.20.12	Mengkalaomi duka' to ma'rempun sitonda kamasannangan ummanta' inde to metobang lako banuannae, aka tuoria sule.
ACT.20.13	Mengkalaomokan yolo langngan kappala' la lu lako Asos. Situru' pa'kua penawanna Paulus la diopi anna mane langngan kappala' kingei annu la menono' ia lako. 
ACT.20.14	Silambi'kan Paulus dio Asos kisolaammi langngan kappala', angki mane tarru' lako Metilene. 
ACT.20.15	Mengkalao dio Metilene menono' liumi kappala'ki, napolalan masiangngii untingngayomokan libukan disanga Khios. Masiang polei saemokan lako Samos, sangngallo polepakan ma'kappala' angki mane sae lako Miletus. 
ACT.20.16	Annu situru' pa'bunu'-bunu' penawanna Paulus, ta'mo la lempang dio Efesus, indana masae sigali torro dio Asia annu ma'sirra' umba aka anna saemo lako Yerusalem anna mane lambi'i allo kamai iamo Pentakosta.
ACT.20.17	Diokan Miletus ussuami tau Paulus lako Efesus untambai angganna perepi' dio anna sae untammuii. 
ACT.20.18	Saei, napantula'imi Paulus nakua: “Muissanammia' umba nakua katuoangku illalan alla'-alla'mua', mengkalao dio angku mane sae inde Asia. 
ACT.20.19	Ummampa'na' penawa anna sitonda wai mata umpengkarangan Dewata anna ussa'dinganna' ma'rupa-rupa kamasussaan. 
ACT.20.20	Muissanan toia' kumua tae'na' malaya' untulasangko la ma'gunanna lako kalemua'. Kupa'guru manappakoa' susi dio tingngayona tau buda tenni illalan pa'rempunan lako banuammua'. 
ACT.20.21	Umpalanda' liuna' pepakilala lako to Yahudi anna lako tau senga' salianna to Yahudi, anna malara mengkatoba' langngan Puang Allata'alla napolalan ummorean Puang Yesus Dewatanta.
ACT.20.22	Temo la lu lakomo' Yerusalem situru' pesuanna Penawa Masero, sapo' tae' kuissanan aka la dadi lako kaleku dio. 
ACT.20.23	Anggami kuissanan kumua illalan simesa-mesa tondok mangkanna kuola sinapakawanan Penawa Masero lako kaleku kumua la didarrana' anna la ditarungkun. 
ACT.20.24	Sapo ta'mokkao umpikki' sunga'ku moi sangkanuku malotongmo ke mala siai suppik manappa pengkarangan mangka napapassannianna' Puang Yesus, iamo la umpalanda' Kareba Kadoresan pa'kamasena Puang Allata'alla.
ACT.20.25	Temo kuissanammi kumua anggammua' to mangka kupellambi'i kutetteranan kaparentaanna Puang Allata'alla, ta'mo' dengan la muita polea'. 
ACT.20.26	Iamo too kupokadangkoa' temo kumua yaona' tanarambui, diongna' tanato'doi ke dengangkoa' tae' ullolongan kasalamasan. 
ACT.20.27	Annu tae'na' lembe untulasangkoa' angganna pa'kuanna Puang Allata'alla. 
ACT.20.28	Dadi, dagai manappakoa' kalemu anna angganna pa'kambi'mu annu ikomoa' to naponto bannangngi Penawa Masero la urrepi' kombonganna to mangngorean. Iamo too la ungkambi' manappakoa' kombonganna to mangngorean langngan Puang Allata'alla, to mangka naalli rara, iamo rarana Anakna. 
ACT.20.29	Annu kuissanan kumua ianna le'bamo', la saemi tama alla'-alla'mua' to kadake urrenggang kombonganna to mangngorean sirapan aramau ussesseran pa'kambi'mua'. 
ACT.20.30	Anna la dengan duka' buttu illalan mai alla'-alla'mua' to ussewangan pepa'guruan sala la umpapusa to mangngorean napolalan naturu'. 
ACT.20.31	Iamo too kenamala matangkin tongan-tongangkoa' ammu pengkilalaii kumua tallu taun kuola tae' dengan torro, allo-bongi sitonda wai mata unnanna' simesa-mesakoa'.
ACT.20.32	Temo, kusorongkoa' rokko lisu pala'na Puang Allata'alla. La umpengnganda'koa' battakadanna Puang Allata'alla untetteranni pa'kamasena. Annu inde battakadannae malakoa' napakatoto' illalan kapangngoreanammu, anna la natandoikoa' tamba'na Puang Allata'alla mangka napatokaan angganna petauanna. 
ACT.20.33	Tae' dengan kendek illalan penawangku morai la natandoi pera' tau, battu bulawan, battu sampin. 
ACT.20.34	Muissanan kumua simelolona' duka' mengkarang anna malara ganna' kaparalluangku sola kaparalluanna angganna to kusolaan. 
ACT.20.35	Mangkamokoa' kupaitai tandengan illalan mentu'na kara-kara umba la dipasusi mengkarang manappa, anta malara la umpamoloi to tanabela mengkarang. Anna la umpengnganda'kia' battakadanna Puang Yesus kumua: ‘Marru kerongko' ia to ma'petando anna la to ditandoi.’ ”
ACT.20.36	Mangkai mantula' Paulus, malimuntu' asammi anna ma'sambayang. 
ACT.20.37	Sitangi'-tangisammi anna mane urraka' Paulus naudung. 
ACT.20.38	Rantang asammi buana, la'bi-la'binna annu dengan kadanna Paulus kumua ta'mo dengan la siita pole. Mangkai tee naanta'mi sae langngan kappala'.
ACT.21.1	Sisarakmokan perepi'na to Efesus, ma'kappala'mokan ma'maloloan lako Kos. Masiangngi saemokan lako Rodos angki mane tarru' lako Patara.
ACT.21.2	Saekan lako Patara dengan kappala' la mengkalao lako Fenisia. Langngammokan inde kappala'e, angki mengkalao. 
ACT.21.3	Tapakala ummitamokan libukan Siprus dio tandai kairi, sapo tarru' liukan lako Siria. Saekan lako Tirus torromi kappala' annu la dipaturun bawaanna. 
ACT.21.4	Umpellambi'imokan pira-pira to mangngorean dio angki torro sola saminggu. Umpakari'di'mi Paulus annu naparunduk Penawa Masero kumua daumo anna lao lako Yerusalem. 
ACT.21.5	Sapo nalambi'i attunna la mengkalaokan, umpatarru'mokan penonosangki. Naanta'kan to mangngorean sitonda baine sola anak suun illalan mai tondok. Saekan lako biring tasik, pada-padamokan malimuntu' angki ma'sambayang. 
ACT.21.6	Mangkakan ma'sambayang, sisarak-sarakmokan. Langngammokan kappala' anna ma'pasule duka' lako banuanna.
ACT.21.7	Mengkalaokan dio Tirus umpatarru' penonosangki kipolalan sae lako Ptolemais. Silambi'mokan duka' angganna to mangngorean dio, sisalama'-lama'mokan anna torropakan sola sangngallo. 
ACT.21.8	Masiangngii, mengkalao omokan tarru' lako Kaisarea. Saekan lako melolo lakomokan banuanna Filipus mesa duka' to siumpalanda' Kareba Kadoresan. Inde Filipus-e iamo to nakala' bilanganna to pitu to mangka dipilei la untawa-tawa kammandean dio Yerusalem. Iamo kingei torro.
ACT.21.9	Dengan appa' anakna, anak dara asammi, ummampui kapaissanan umpalanda' battakada napaombo' Puang Allata'alla lako kalena.
ACT.21.10	Pira-pira bongikan dio, saemi mesa nabi disanga Agabus dio mai Yudea. 
ACT.21.11	Saemokan napellambi'i, ummalami beke'na Paulus anna umpungo limanna sola lentekna anna mane ma'kada nakua: “Nakua kadanna Penawa Masero: ‘La dipasusimi te puangna inde beke'e, la napungo to Yahudi dio Yerusalem anna soronganni rokko lisu pala'na tau senga' salianna to Yahudi.’ ”
ACT.21.12	Kirangnginna inde battakadae, pada-padamokan sola to mangngorean dio melau lako Paulus kenamala ta'mo lao lako Yerusalem. 
ACT.21.13	“Maakari ammu tumangi' umparosso buaku? Annu kutarima asammi kao, tae' angga la dipungo, sapo' moi la dipateina' dio Yerusalem ura'na sanganna Puang Yesus.” 
ACT.21.14	Sapo tae' umperangngii tula'ki Paulus kipolalan monda umpakilalai. Anggami kikuanni: “Dewatamo pawa.”
ACT.21.15	Pira-pirangngallokan dio Kaisarea, ma'patakkammokan la mengkalao lako Yerusalem. 
ACT.21.16	Nasolaammokan pira-pira to mangngorean to lu dio mai Kaisarea, naanta' lako banuanna Manason to Siprus, mesa to masaemo mangngorean, annu la torro diokan.
ACT.21.17	Saekan lako Yerusalem, dore' asammi angganna to mangngorean untammuikan. 
ACT.21.18	Masiangngii, laomokan sola Paulus umpellambi'i Yakobus, dio asammi reen perepi' kilambi' lako. 
ACT.21.19	Nasalama' asammi Paulus anna mane untetteran angganna kara-kara mangka napogau' Puang Allata'alla ummolai pengkaranganna illalan alla'-alla'na tau senga' salianna to Yahudi.
ACT.21.20	Umpakasalle asammi Puang Allata'alla anna urrangngimo tula'na Paulus, anna mane ma'kada lako nakua: “O sa'do'dorangku, messa'bumi duka' to Yahudi inde ummorean Puang Yesus anna matutu unturu' pepa'guruanna Musa. 
ACT.21.21	Sapo' napekareba pepa'guruammu lako to Yahudi dio lembang senga' kumua tae' la unturu' pepa'guruanna Musa. Annu umpa'guruko ade' tau tae' la ussunna' anakna anna tae' la unturu' kabeasaanna to Yahudi. 
ACT.21.22	Dadi, umbamo la takua temo, annu innang la naissanan kumua saeko? 
ACT.21.23	Dadi kenamala muperangngi tula'ki ammu turu'i. Dengan appa' solaki mangka ma'dandi langngan Puang Allata'alla. 
ACT.21.24	Laomokoa' sola umpalako sara' usseroi kalemu, sapo iko la umpatoka angganna kaparalluan la mupakea' napolalan mala dikotti asan beluakna. La kawanammi pole' lako tau kumua angganna kareba untula'ko narangngi to Yahudi tae' tonganna, sangngadinna tontongko umpengnganda' pepa'guruanna Musa. 
ACT.21.25	Sapo lako to salianna to Yahudi to ummoreammo Puang Yesus, mangkami kipopebanni sura' kumua tae' la ummande nande mangka dipopemala' lako dewata senga', tae' la ummande rara, balena olo'-olo' mate ditekke, anna tae' la ullullu' pa'bannetauan.”
ACT.21.26	Masiangngi, mengkalaomi Paulus ussolaan inde appa' taue, lao usseroi kalena situru' alukna to Yahudi. Lu tamami Banua Ada'na Puang Allata'alla lao umpa'peissanan attunna la nangei suppik sara' usseroi kalena, anna attunna la nangei umbaa bua pemala'na simesa-mesai.
ACT.21.27	La nalambi'i kapitungngallona nangei usseroi kalena, dengammi pira-pira to Yahudi to lu dio mai Asia ummita Paulus illalan Banua Ada'na Puang Allata'alla. Urrasimi tau kamban anna mane umpealai Paulus, 
ACT.21.28	napasiolaan meoli-oli nakua: “O anggammua' to Israel, pamoloikan kami! Iamo te to silao ma'leleanne umpa'guru tau la umbelle'kia' to Israel anna pepa'guruanna Musa anna Banua Ada'na Puang Allata'alla. Temo ussolaan pole omi to Yunani tama Banua Ada'na Puang Allata'alla ungkadakei angngenan masero.” 
ACT.21.29	Annu mangka ummita Trofimus to lu dio mai Efesus sola leen Paulus illalan Yerusalem, napolalan nasanga nasolaan Paulus tama Banua Ada'na Puang Allata'alla.
ACT.21.30	Ramba siami tau illalan Yerusalem anna sikakondong sae umpealai Paulus anna rui' sesse'i illalan mai Banua Ada'na Puang Allata'alla. Tappa ditutu'i asammi ba'bana Banua Ada'na Puang Allata'alla. 
ACT.21.31	Marassanni la umpatei Paulus, sae siami kareba lako randan ponggawana tantarana to ma'parenta Roma kumua ramba issinna Yerusalem. 
ACT.21.32	Mengkalao siami randan ponggawana tantara sola pira-pira ponggawa senga', ussolaan tantarana lao lako angngenan nangei tau buda. Tappana ummita tantara, monda siami ungkambei Paulus.
ACT.21.33	Umpellambi'imi Paulus inde randan ponggawana tantarae anna sakkai. Ussuami tantarana umpungoi dua rante bassi anna pekutananni kumua bennannara inde taue anna aka napogau'. 
ACT.21.34	Sapo' mongngo' babang tau sitimba'-timba' meoli-oli tae' dengan tanapokada, dadi tae' dengan ma'lesoan narangngi randan ponggawana tantara. Napolalan ussua tantarana umbaa Paulus lako angngenanna tantara. 
ACT.21.35	Saei lako sa'de eran, nasirande-randeimi tantara annu ma'dallo'mi tau buda. 
ACT.21.36	Bu'dak tau ummula'i menge sipealo'-alosan nakua: “Pateii.”
ACT.21.37	Inde anna la dipatamamo angngenanna tantara Paulus-e, nakuamo lako randan ponggawana tantara: “Malarokoka kupantula'i sappalli'?” Natimba' nakua: “Muissan ma'basa Yunani? 
ACT.21.38	Dadi tangngiako to Mesir, to mane mangka la umbali to ma'parenta napolalan ussolaan appa' tasa'bu gurilla lako padang alla'?”
ACT.21.39	Natimba' Paulus nakua: “To Yahudina', to lu dio mai Tarsus, mesa tondok kalelean sanganna dio Kilikia. Kupelau matin kenamala mupabeaina' mantula' lako inde tau kambanne.”
ACT.21.40	Napatiolaimi randan ponggawana tantara. Ke'de'mi Paulus yao eran anna ummangka' limanna umpakamma' tau kamban.
ACT.21.40	Mattanni tau, mantula'mi ma'basa Ibrani nakua:
ACT.22.1	“O anggammua' sa'do'dorangku anna mentu'na to matua, tanan talingaii kada la kupalanda' tama alla'-alla'mua' temo, la umpa'timpasan kaleku.” 
ACT.22.2	Tappana urrangngi Paulus ma'basa Ibrani, tuttuan mattan pole' tau buda.
ACT.22.2	Nakuamo Paulus: 
ACT.22.3	“To Yahudina', dadi diona' Tarsus lembangna Kilikia. Sapo' kamai indena' Yerusalem, anna naparundukna' tuangguru disanga Gamaliel situru' alukna neneta. Napolalan barringna' unturu' Puang Allata'alla susikoa' temo. 
ACT.22.4	Buda duka' to unturu' Lalanna Puang Yesus mangka kupakario-rio lambisan mate, susi muane tenni baine kupealai angku mane popetarungkunni. 
ACT.22.5	Kara-kara iatee nasa'bii Pongkena Imam sola pa'bisara aluk annu nabenganna' sura' parenta kubaa lako solaki to Yahudi dio Damsyik annu la umpealaina' to unturu' Puang Yesus la kubaa sae inde Yerusalem dipabambanni sangka'.
ACT.22.6	Sapo ummolana' lalan, la sae kalemo' lako Damsyik umbai tangngamo allo, tokke'mi dengan pangngarrang yao mai langi' ungkabu'na'. 
ACT.22.7	Songka siamo', kurangngimi kamara nakua: ‘O Saulus, O Saulus, maakari ammu pakario-riona'?’
ACT.22.8	Kukuamo untimba'i: ‘O Puang, bennaroko Iko?’ Nakuammo': ‘Kaomo te Puang Yesus to Nazaret to mupakario-rioe.’ 
ACT.22.9	Inde to kusolaanne ummita duka' pangngarrang, sapo' tae' urrangngi
ACT.22.10	Kukuamo: ‘O Puang, akamo la sipato' kupogau'?’ Nakuammo': ‘Millikmoko ammu tarru' lako Damsyik, annu la diopoko ammu mane ditulasan aka mangka napatantu Puang Allata'alla la mupogau'.’ 
ACT.22.11	Natettemo' solaku menono' tarru' lako Damsyik annu ta'mo' paita napobua' pangngarrang yao mai langi'.
ACT.22.12	Dio Damsyik, dengan mesa tau disanga Ananias, iamo mesa to maiman anna to matutu ummanda'i pepa'guruanna Musa. Inde taue napakasalle angganna to Yahudi illalan tondok iatoo. 
ACT.22.13	Saemo' naollongngi anna ke'de' dio sa'deku ma'kada lako kaleku nakua: ‘O sa'do'dorangku Saulus, paitako sule!’ Paita siamo' kupolalan ummita inde taue.
ACT.22.14	Anna mane ma'kada pole nakua: ‘Puang Allata'alla to napenombai neneta mangka unturoko la umpengngissananni pa'kuanna. Anna la ummitako Puang Yesus To Malolo anna la urrangngiko kamara suun dio pudukna. 
ACT.22.15	Annu la mupa'pesa'bian lako ma'rupa tau kara-kara mangka muita anna mangka murangngi. 
ACT.22.16	Dadi daumo anna selang penawammu. Millikmoko, ammu ditedok ammu pelaui langngan Puang Allata'alla anna nagarri'iangko kasalaammu.’
ACT.22.17	Saena' sule inde Yerusalem, marassanna' ma'sambayang illalan Banua Ada'na Puang Allata'alla, tokke'mo' taman. 
ACT.22.18	Ummitamo' Puang Yesus ma'kada nakua: ‘Ma'sirra'ko umpellei Yerusalem annu tae' dengan tau inde la ummorean kasa'biammu untetteranna'.’ 
ACT.22.19	Sapo' kutimba' kukua: ‘O Puang Yesus, naissanan asan tau inde kumua kaomo siullelean banua pa'sambayangan untambak puso to ummoreangko angku mane patamai tarungkun. 
ACT.22.20	Susi duka' anna dipatei mesa sa'bimmu disanga Stefanus, diona' reen ussituru'i kadipateianna anna kaomo undagai bayu rui'na to umpateii.’
ACT.22.21	Sapo' natimba' Puang Yesus nakua: ‘Mengkalaoko, annu la kusuako lako angngenan mambela umpellambi'i tau senga' salianna to Yahudi.’ ”
ACT.22.22	Tappana urrangngi tula'na Paulus kumua la lu lako tau senga' salianna to Yahudi, sipealo'-alosammi tau buda nakua: “Pa'deanni illalan lino itin tauo. Tae' sipato' tuo liu.”
ACT.22.23	Menge liumi sipealo'-alosan tau buda napasiolaan umpa'tibean leen bayu rui'na anna ussembu' soyok langngan loa.
ACT.22.24	Iamo nangei mesua randan ponggawana tantara la dibaa Paulus tama angngenanna tantara annu la diparessa dipasiolaan ditambak puso anna malara diissanan balayanna nangei sipealo'-alosan tau lako kalena. 
ACT.22.25	Marassanni disangke' limanna la ditambak puso, nakuamo Paulus lako mesa ponggawana tantara to ke'de' dio sa'dena: “Malarokoka tokke' untambak puso mesa to Roma ke ta'pa mangka dibisara?”
ACT.22.26	Tappana urrangngi tula'na Paulus, lao siami umpellambi'i randan ponggawana anna kuanni: “Akamo la tapogau' annu to Romaria?”
ACT.22.27	Lao siami umpellambi'i Paulus inde randan ponggawana tantarae anna kuanni: “Pokada manappai, to Roma tongarrokoka?” Natimba' Paulus nakua: “Io, tonganna.”
ACT.22.28	Nakuamo inde randan ponggawana tantarae: “Masulli' kao kubayasanni angku mane mala digente' to Roma.” Natimba' Paulus nakua: “Innang to Romanakkao annu to Roma undadianna'.”
ACT.22.29	Marea' asammi to disua untambak puso Paulus napolalan soro'. Marea'mi duka' randan ponggawana tantara naissanannamo kumua to Romaria Paulus, to napopepungo.
ACT.22.30	Sapo' moi susi too, morai tappa' randan ponggawana tantara la umpengngissananni ura'na nangei dipasala Paulus. Iamo nangei, masiangna, untambaimi angganna kapala imam sola pa'bisara alukna to Yahudi anna urrappanan Paulus illalan mai tarungkun anna mane baai tama alla'-alla'na to ma'mesa.
ACT.23.1	Pantan unnenne'imi pa'bisara alukna to Yahudi Paulus anna mane ma'kada nakua: “O anggammua' sa'do'dorangku, tae' dengan kendek illalan penawangku kumua kasalaanna' dio olona Puang Allata'alla sae lako allo temo.” 
ACT.23.2	Tappa mesua siami Ananias Pongkena Imam lako to ke'de' dio sa'dena Paulus anna sappai sadangna. 
ACT.23.3	Nakuamo Paulus: “Anna Puang Allata'allamora umbala'i pa'palakomu, annu siumpa'paitangko kalemu takuananta to masero. Anna tongkongko temo umparessana' situru' pepa'guruanna Musa, sapo' sitonganna tae' situru' pepa'guruanna Musa pa'palakomu ussua tau ussappa sadangku.”
ACT.23.4	Nakuamo to dio reen lako Paulus: “Maakari ammu telle Pongkena Imamna Puang Allata'alla?”
ACT.23.5	Natimba' Paulus nakua: “O anggammua' sa'do'dorangku, tae' kuissanan kumua Pongkena Imam. Tonganna, dengan tiuki' nakua: ‘Dau untula' kadake perepi'mu.’ ”
ACT.23.6	Innang naissanan Paulus kumua inde pa'bisara alukke dengan to Saduki dengan duka' to Farisi, napolalan napemandui mantula' nakua: “O anggammua' sa'do'dorangku, to Farisina' duka', peampoanna to Farisi. Ia kungei dibisara annu ummoreanna' katuoanna sule to mate.” 
ACT.23.7	Tappana ma'kada susi Paulus, kendek siami kasipekkaan illalan alla'-alla'na to Saduki anna to Farisi, napolalan sipa'barean inde to ma'rempunne. 
ACT.23.8	Annu nasanga to Saduki kumua tae' dengan katuoanna sule to mate, tae' dengan malaeka' anna anitu. Mengke'de' to Farisi ummorean katuoanna sule to mate anna naorean kumua dengan malaeka' sola setang.
ACT.23.9	Sipealo'-alosammi tau sipekka-pekka. Pira-pira to untarru' issinna sura'na Musa to nakala' kombonganna to Farisi ke'de' anna meoli nakua: “Sitonganna tae' dengan kikabattui kasalaanna inde taue, annu umbai dengan anitu battu malaeka' umpantula'i.” 
ACT.23.10	Tuttuan maroa' pole' tau sipekka, napolalan marea' randan ponggawana tantara annu napikki' kumua ullimbui mani Paulus. Ussuami tantara lao ummala karra' Paulus tama alla'-alla'na tau, anna baai lako angngenanna tantara.
ACT.23.11	Bongi polei saemi Puang Yesus ke'de' dio sa'dena Paulus anna pantula'i nakua: “Pomatoroi penawammu, annu umba mukua umpa'pesa'bianna' inde Yerusalem, la susimi duka' mupalako dio Roma.”
ACT.23.12+ACT.23.13	Masiangngi, ma'mesami to Yahudi la'bi appa' tapulo urrapa' kada la umpatei Paulus anna ummoton pinda kumua tae' la ummande sola ummiru' ke ta'pa mangka napatei. 
ACT.23.14	Laomi umpellambi'i kapala imam anna angganna perepi'na to Yahudi anna kuanni: “Mangkamokan ummoton pinda kumua tae'kan la ummande sola ummiru' ke ta'pa umpatei Paulus. 
ACT.23.15	Dadi, ma'mesakoa' anggammu pa'bisara aluk ammu pelaui lako randan ponggawana tantara anna umpopengngolo pole Paulus tama pa'rempunammua', susi to la diparessa pole kara-karana. Sapo innang la diomokan salian ummadangngi napolalan ta'pa la sae tama pa'rempunammua' angki pateimi.”
ACT.23.16	Sapo' dengan anak urena Paulus, anakna sirondongna baine urrangngi kara-kara iatoo. Laomi tama angngenanna tantara anna palanda'i lako Paulus.
ACT.23.17	Untambaimi mesa ponggawana tantara Paulus anna kuanni: “Laopoko ussolaan inde anak muane lako randan ponggawana tantarae annu dengan la napokada.”
ACT.23.18	Saei lako randan ponggawana tantara, nakuamo: “Natambaina' Paulus iato to ditarungkunno anna kuanna': ‘Laopoko ussolaan inde anak muane lako randan ponggawana tantarae annu dengan la napokada.’ ”
ACT.23.19	Ummanda'imi limanna anak muane inde randan ponggawana tantarae anna bawai lako kasalaanna, anna kutanaii nakua: “Aka la mupokada?” 
ACT.23.20	Natimba' inde anak muanee nakua: “Buda to Yahudi mangka urrapa' kada la napelau matin anna malara makale' mupopengngolo pole Paulus lako pa'bisara aluk, susi to la diparessa pole kara-karana. 
ACT.23.21	Sapo' kenamala tae' mupatiolai annu la'bi appa' tapulo tau mangngadang la umpatei Paulus. Mangkami ummoton pinda kumua tae' la ummande sola ummiru' ke ta'pa umpatei Paulus. Dadi tula'mu mandami naampai.”
ACT.23.22	Ussuami anak muane sule, anna pakari'di'i nakua: “Dau pokadai lako tau moi benna, kumua kara-kara iatoo iko sae untulasanna'.”
ACT.23.23	Untambaimi dua ponggawana tantara inde randan ponggawana tantarae, anna kuanni: “Patokai dua ratu' tantara, pitu pulo to ma'darang anna dua ratu' to ma'doke, annu la mengkalao lako Kaisarea temo bongi umbai tettek kasera. 
ACT.23.24	Patokai duka' pira-pira darang la nasakei Paulus ammu solaan manappai lako gubernur Feliks.”
ACT.23.25	Ummuki'mi sura' randan ponggawana tantara, nakua:
ACT.23.26	“Salama'ku, Klaudius Lisias lako gubernur Feliks to kupakasalle.
ACT.23.27	Inde taue napealai to Yahudi la napatei. Sapo marassanni la napatei, saemo' ussolaan tantara undapaii napolalan narappanan, annu kurangngi kumua to Roma. 
ACT.23.28	Kupopengngolomi lako pa'bisara alukna to Yahudi la kuola ummissananni ura'na nangei ditanda'. 
ACT.23.29	Napolalan kuissanan kumua angga ullenda kabeasaanna to Yahudi nangei ditanda', sapo tae' dengan pa'tanda'na la mala dipoisungan umpateii battu ditarungkun. 
ACT.23.30	Lambisan dengami tau sae untulasanna' kumua ma'mesa to Yahudi urrapa' kada la umpateii napolalan kusua matin umpellambi'iko. Mangkami duka' kukuanni to patanda' anna matin ammu bisarai.”
ACT.23.31	Laomi ummala Paulus inde mai tantarae situru' parentana ponggawana anna baa bongii lako Antipatris. 
ACT.23.32	Masiangna, anggami to ma'darang tarru' ussolaan Paulus, mengke'de' tantara menono' ma'pasule lako angngenanna. 
ACT.23.33	Saei lako Kaisarea, umpebeemmi sura' inde mai to ma'darangnge anna ussorongan Paulus rokko lisu pala'na gubernur. 
ACT.23.34	Mangkai umbaca sura' gubernur, ungkutanaimi Paulus kumua lembang umba nangei buttu. Narangnginna kumua to Kilikia, 
ACT.23.35	nakuamo lako Paulus: “La kubisarakoa' ke saemi to untanda'ko.” Anna mane ussua tantara umbaa Paulus lako banua kaparentaan disanga Istana Herodes anna didagai dio.
ACT.24.1	Limangngalloi mangkanna, saemi Pongkena Imam disanga Ananias sola pira-pira perepi'na to Yahudi anna mesa to manarang umpantulasan to ma'kara-kara disanga Tertulus. Umpellambi'imi gubernur anna tulasanni aka ura'na nangei untanda' Paulus. 
ACT.24.2	Dipopengngolomi Paulus lako gubernur. Naparandukmi Tertulus ummulelean pa'tanda'na nakua: “Feliks to kipakasalle, tontongkan ussa'dingan liu kamasannangan ura'na pengkarangammu anna tibangummo lembangki ura'na kakeakasammu. 
ACT.24.3	Angganna te maie tontong kikurru'i sumanga' kipolei paraya umba-umba angngenan kingei torro. 
ACT.24.4	Sapo indana budamo attummu dilewa'i, kupelau kenamala la muperangngipakan sappai' sitonda kamalennasan penawammu.
ACT.24.5	Ianna kiita inde taue innang to la pasanggangan, annu umpakendek kasipekkaan illalan alla'-alla'na to Yahudi sangkalebu lino. Iamo duka' mesa perepi'na kombonganna to Sarani. 
ACT.24.6	La'bi-la'binna mangkami nasandak untunai kamaseroanna Banua Ada'na Puang Allata'alla napolalan kisakka [la kibisara situru' alukki.]
ACT.24.7	Sapo sae randan ponggawana tantara disanga Lisias ummala karra'i dio mai kaleki, 
ACT.24.8	anna ussua to patanda' mengngolo lako kalemu.] Ianna muparessamo inde taue, la muissanan asammi kara-kara kitandasanni.”
ACT.24.9	Angganna tula'na Tertulus natonganan asan duka' to Yahudi.
ACT.24.10	Umbengammi tanda Paulus inde gubernur-e kumua la malami mantula'. Nakuamo Paulus: “Kuissanan kumua ma'taummi muola ma'bisara illalan inde lembangnge, iamo nangei menumpu penawangku la umpa'timpasan kaleku dio tingngayomu. 
ACT.24.11	La mupesa'man manappa ammu issananni kumua ta'pa nalewan sapulo dua allona mangkangku lao lako Yerusalem ma'sambayang. 
ACT.24.12	Tae'na' dengan dilambi' menge sipekka tau, battu usse'dek tau umpakendek kamarukkaan, susi illalan Banua Ada'na Puang Allata'alla tenni illalan pa'sambayangan battu lako angngenan senga' dio Yerusalem. 
ACT.24.13	Tae' toi nabela umpomanassa pa'tanda'na lako kaleku temo. 
ACT.24.14	Sapo kuakui dio olomu kumua umpenombaina' Puang Allata'alla, Dewatanna neneki situru' Lalanna Puang Yesus, iamo nasanga kadanna lalan sala. Kuorean asan issinna sura'na Musa anna issinna sura'na nabi. 
ACT.24.15	Parannuna' langngan Puang Allata'alla, susi siamokan inde mai taue kumua dengan katuoanna sule to mate, susi to malolo tenni to kadake. 
ACT.24.16	Iamo kungei siumpeang liu lalan anna malara angganna kedoku la mengkalao illalan unak penawangku, susi langngan Dewata tenni lako padangku ma'rupa tau.
ACT.24.17	Pira-pira taunna' umpellei Yerusalem, laomo' lako sule umbaa doi' la ditawa lako to mase-mase sitonda laona' memala' langngan Dewata. 
