MAT.1.1	Ri' ri jb'ijak yak jmam Kakaj Jesucristo ri rijajl David y Abraham. 
JHN.21.15	Simón Pedro xij re: Wajawl, awetami' chi in chwaji' awch, xche' re.
JHN.21.15	Kakaj Jesús xij chic re: Chajaj tral incarner, xche' re.
JHN.21.16	Y xij chic jca'mul re: Simón, jc'ajol Juan, ¿inalok'ajni'n? xche' re.
JHN.21.16	Simón Pedro xij chic re: Awetami' chi chwaji' awch, xche' chic re.
JHN.21.16	Kakaj Jesús xij chic re: Chajaj tral incarner, xche' chic re.
JHN.21.17	Y xij chic roxmul re: Simón, jc'ajol Juan, ¿chawajni' inwch? xche' re.
JHN.21.17	Pedro laj or xpe jun c'ax laj ranm jwi'l chi roxmulchak titz'onaj re wi raji' jwich Kakaj Jesús, re xij chic: Wajawl, at awetami' juntir y awetami' chi chwaji' awch, xche' re.
JHN.21.17	Kakaj Jesús xij chic re: Chajaj tral incarner. 
JHN.21.18	Kes tz'etel tz'et tamb'ij chawe, cuando aj ati' c'ojol winak at tacoj awitz'ik chawij y atb'i' lamas chawaj atb'e'w. Pero cuando atri'jab'c, xichak tatelej atelb' y jalanchak ticojow awitz'ik chawij y atjc'amtakb'i lamas ta' chawaj atb'e'w, xche' re.
JHN.21.19	Kakaj Jesús xij jilonli re Pedro chi resaj chi sakil nen chi camic tioc re Pedro y jwi'l jcamic li tijnimirsaj jk'ij Kakaj Dios. Cuando xijmaj re Pedro jwi'l jilonli, xij chic re: ¡Xamb'eren chwij! xche' re.
JHN.21.20	Simón Pedro b'esal chirij Kakaj Jesús xna'tun chirij, ri'chak xril man jun ajtijol rib' chirij Kakaj Jesús ri sub'laj tilok'aj jwi'l Kakaj Jesús b'esali' chirijak. Ri' re ri xtzalb'a'b'i rib' laj jxuct Kakaj Jesús cuando xwi'ntak re sinar y xin re Kakaj Jesús jilonri: Wajawl, ¿nen atjachow pi camic? xche' re.
JHN.21.21	Pedro, cuando xril chi b'esali' chirijak, xij re Kakaj Jesús: Wajawl, ruc' jun ri, ¿nen tib'an re? xche' re.
JHN.21.22	Kakaj Jesús xij re: Wi chwaj in aj yo'lna re cuando ink'aj chicch y at, ¿nen acwent re? At, xamb'eren chwij, xche' re.
JHN.21.23	Xel jtaquil chijxo'lak juntir yak ajtakeltak re Kakaj Jesucristo chi man ajtijol rib' li ri sub'laj tilok'aj jwi'l Kakaj Jesús ta' ticamc, pero Kakaj Jesús ta' xij chi ta' ticamc, re xike xij jilonri: Wi chwaj in aj yo'lna re cuando ink'aj chicch y at, ¿nen acwent re? xche' Kakaj Jesús.
JHN.21.24	Y ri' man jun ajtijol rib' li chirij Kakaj Jesucristo tib'in jcholajl juntir ri ilan jwi'l y juntir li xtz'ib'aji'n. Y ketami' chi juntir ri tijb'ij re tz'etel tz'eti'n.
JHN.21.25	Ajwi' mas ri xan Kakaj Jesús ri ta' tz'ib'al li man wuj ri. Y witi xtz'ib'aj chi jujunal ri xan Kakaj Jesús, tamb'ij in, ta' chiqui' titz'akat mak wuj neri wich ulew ri lamas titz'ib'ajwi'.
ACT.1.1	At wichc'ulchi' Teófilo, li nab'e inwuj ri xintz'ib'ajb'i pi awe, xintz'ib'aji' juntir ri b'analch jwi'l Kakaj Jesús y juntir tijon ri xan cuando xwa'x neri wich ulew 
ACT.1.2	asta cuando xc'amsajb'i lecj jwi'l Kakaj Dios. Cuando ajqui' chi c'amsajb'i lecj, la' jcwinel Lok'laj Jsantil Kakaj Dios xcan jb'ij rechak yak jtako'n ri cha'l jwi'l chi trantak lawi' raj Kakaj Dios trantak. 
ACT.1.3	Chiwch ca'winak (40) k'ij cuando jorok c'astasaji' jwich Kakaj Jesús laj jcamnakl, q'uilaj b'welt xilsaj jwich pi cristianil jwi'lak yak jtako'n chi jc'utic chi kes tz'etel tz'et xc'astasaji' jwich laj jcamnakl. Y Kakaj Jesús xij rechak nen mo titakon Kakaj Dios chib'ak juntir cristian.
ACT.1.4	Cuando ajwi' Kakaj Jesús riq'uilak, xij rechak: Mat eltaknab'i Jerusalén, ulb'ejtakna, tiye'saj Lok'laj Jsantil Kakaj Dios chawechak ri b'il jwi'l Kakaj Dios chapca' ximb'ij chawechak. 
ACT.1.5	Tz'eti'n, Juan Ajb'anal Ja'tiox xana' ja'tiox rechak cristian la' ja'. Pero atak pi quib' uxib' k'ij tina b'ansajna ja'tiox chawechak la' Lok'laj Jsantil Kakaj Dios, xche' rechak.
ACT.1.6	Y yak jtako'n Kakaj Jesucristo ri mulb'em rib'ak riq'uil, xtz'onajtak re: Kajawl, ¿roni' k'ij ri tawesaj k'atb'itzij laj jk'ab'ak yak ri ma' kawinaktak ta'n y tajach k'atb'itzij laj kak'b' oj ri oj rijajl Israel? xche'tak re.
ACT.1.7	Kakaj Jesús xij rechak: Atak ta' ye'l luwar chawechak tawetemajtak, xike Kakaj Dios retam nen or tran ri chomorsal jwi'l y xike re wi' k'atb'itzij laj jk'ab' chi jb'anic y atak ta' ye'l luwar chawechak tawetemajtak. 
ACT.1.8	Pero cuando tac'ultak Lok'laj Jsantil Kakaj Dios laj awanmak, ajruc're' tiye'saj acwinelak pire ateltak chi jb'ij li tilmit Jerusalén, juntir luwar re Judea, Samaria y juntir luwar re wich ulew chi kes tz'et xawila'taka' juntir ri ximb'an, xche' rechak.
ACT.1.9	Xantaj jb'ij rechak jilonli jwi'l Kakaj Jesús, xc'amsajb'i lecj jwi'l Kakaj Dios chiwchak y xch'uksajb'i rij jwi'l jun sutz'.
ACT.1.10	Y aj tijintaka' chi rilic nen mo jawic Kakaj Jesús lecj, etke xriltak wa'lchak quib' winak chijc'ulelak, sub'laj sak ritz'ikak. 
ACT.1.11	Y yak quib' winak li xijtak rechak: Atak winak aj Galilea, ¿nen tawiltak lecj? Kakaj Jesús ri xwa'x chaxo'lak ri xc'amsajb'i lecj, tina pena chic. Nen mo jb'ic cuando xe' lecj, jilon jpetic cuando tipe chic, xche'tak rechak.
ACT.1.12	Yak jtako'n Kakaj Jesucristo xeltakch b'a witz ri jb'ij Olivos, xk'ajtak Jerusalén. B'a witz ri jb'ij Olivos raj wi' jun kilometro jnajtil re Jerusalén, ji'ke jnajtil chapca' jnajtil b'e ri ye'l luwar tib'emb'ej lak k'ij re uxlan chapca' tijb'ij Jpixb' Kakaj Dios. 
ACT.1.13	Cuando xtawtak Jerusalén, xjawtak laj jcab' wik re man ja lamas wi' jposadak. Yak ri xjawtak laj jcab' wik re man ja, ri'taka' Pedro, Juan, Santiago, Andrés, Felipe, Tomás, Bartolomé, Mateo, Santiago ri jc'ajol Alfeo, Simón ri tib'ijsaj Zelote re y Judas ri jc'ajol Santiago. 
ACT.1.14	Juntir rib'ilak tijmulb'a' rib'ak chi ch'a'wem riq'ui Kakaj Dios pach yak jk'un Kakaj Jesús, María ri jchuch Kakaj Jesús y nic'j anm chic.
ACT.1.15	La' mak k'ij li xmulb'a' rib'ak sub'laj ajtakeltak re Kakaj Jesucristo, raj wi'taka' jun cient pach junwinak (120) chi cristian ri xmulb'a' rib'ak. Xpe Pedro, xwa'r laj xo'lak, xij rechak jilonri: 
ACT.1.16	Atak wech'elxic chirij Kakaj Jesucristo, awetamaki' chi lajori xtawi' chiwch juntir ri b'il jwi'l Lok'laj Jsantil Kakaj Dios chirij Judas ri xcan jtz'ib'aj David li wuj re Lok'laj Jyolj Kakaj Dios ri tijb'ij chirij Judas ri xc'amow jb'eak mak ri xtawtak chi jchapic Kakaj Jesús. 
ACT.1.17	Judas kapachi'n y ri' jun chi chac chikaxo'l. 
ACT.1.18	Xpe Judas, xlok' jun q'uer ulew la' man pwak ri jtojb'l ri xye'saj re jwi'l man etzl no'j ri xan. Xantaj li jwi'l, xtzaak pi xulan jb'a lak ulew, xpax jch'ol y xelch juntir rixcolb'. 
ACT.1.19	Juntir cristian Jerusalén xtatak jtaquil chirij Judas, xcojtak jb'ij man ulew pi Acéldama. Ri jcholajl tielwi' man yoloj Acéldama, luwar lamas xtix jquiq'uel camnak.
ACT.1.20	Jwi'l tz'ib'ali' li wuj re Salmos ri tijb'ij jilonri:
ACT.1.20	Rulew tican chi ta' chiqui' rajw, ta' chiqui' ni jonok tiwa'x chiwch.
ACT.1.20	Y jalanchak tioc pi jq'uexwach, tiche', xche' Pedro rechak.
ACT.1.21	Y Pedro xij chic: Lajori rajwaxi' ticha'saj jun rechak yak cristian ri xojjpachijtak cuando xwo'cot Kakaj Jesús ri Kajawl chikaxo'l 
ACT.1.22	y cuando xansaj ja'tiox re jwi'l Juan Ajb'anal Ja'tiox asta cuando xc'amsajb'i lecj. Rajwaxi' jun rechak yak ri xiliwtak re juntir li tioc pi jq'uexwach Judas, pire tiwa'x laj kaxo'l chi jb'ij chi kes tz'eti' xc'astasaji' jwich Kakaj Jesús laj jcamnakl, xche' rechak.
ACT.1.23	Ajruc're' yak ri mulb'em rib'ak cla' xcha'tak quib', xk'asajtak chijxo'lak. Yak quib' ri xcha'tak, ri'taka' José ri tib'ijsaj Barsabás y tib'ijsaj Justo re, pach Matías.
ACT.1.24	Ajruc're' xch'a'wtak riq'ui Kakaj Dios, xijtak: Kajawl, at awetami' nen wi' laj ranmak juntir cristian. C'ut chikawch nen rechak yak quib' ri, ri cha'l awi'l 
ACT.1.25	pire tioc pi tako'n chikaxo'l pi jq'uexwach Judas ri xkej li mac, ri xe' li man luwar ri tosol pire re, xche'tak.
ACT.1.26	Ajruc're' xoctak chi jtzakic suert chirijak chi rilic nen rechak yak quib' tican pi jq'uexwach Judas y ri' Matías xcanc. Jilonli Matías wi'chak laj rajlalak yak junlajuj (11) chi jtako'n Kakaj Jesucristo.
ACT.2.1	Cuando xtaw nimak'ij Pentecostés, juntir yak ajtakeltak re Kakaj Jesucristo c'amem rib'ak li jun ja. 
ACT.2.2	Etke xtatak jun kelen tijumum petzal lecj chapca' jtaic jun quiek'ek' tew y sub'laj xjumum la ja lamas cub'ultak. 
ACT.2.3	Ajruc're' chirib'il rib'ak xriltak nic'j kelen ri chapca' rilic jxak k'ak' xkej chib'ak chi jujunalak. 
ACT.2.4	Y juntir rib'ilak xnojsaj ranmak la' Lok'laj Jsantil Kakaj Dios y etke xretemajtak jaljojtak tzijb'al, tichak yolowtak lak jaljojtak tzijb'al chi jujunalak chapca' ri xye'saj rechak jwi'l Lok'laj Jsantil Kakaj Dios.
ACT.2.5	Y la' mak k'ij re man nimak'ij li ri xaan li tilmit Jerusalén, wi'taka' sub'laj q'ui yak rijajl Israel ri tijcojtak Jpixb' Kakaj Dios jekeltak cla' ri tipetak lak juntir tilmit. 
ACT.2.6	Rechak, cuando xtatak xjumum lecj, xmulb'a' rib'ak riq'uilak yak ajtakeltak re Kakaj Jesucristo. Y sub'laj xsaach jch'olak jwi'l chi jujunalak yak ajtakeltak re Kakaj Jesucristo tichak ch'a'wtak laj jtzijb'alak chi jujunalak, 
ACT.2.7	jilonli sub'laj xsaach jch'olak y xijtak chirib'il rib'ak jilonri: Mak cristian ri tijin tich'a'wtak aj Galileataka'n. 
ACT.2.8	¿Nen mo ticwintak chi yoloj laj katzijb'al ri xojq'uiywi'ch chi kajujunal? 
ACT.2.9	Chikaxo'l neri wi'taka' cristian aj Partia, aj Media, aj Elam, aj Mesopotamia, aj Judea, aj Capadocia, aj Ponto, aj Asia, 
ACT.2.10	aj Frigia, aj Panfilia, aj Egipto, yak ri tipetak lak luwar re Libia chi nakaj re Cirene, aj Roma, 
ACT.2.11	wi' jujun rijajltaka' Israel, wi' jujun ri ma' rijajltak ta' Israel, pero xcoja'taka' Jpixb' Kakaj Dios, wi'taka' aj Creta y aj Arabia. Oj juntir laj katzijb'al tijb'ijtakwi' chike juntir ri kus jtaic ri xan Kakaj Dios, xche'tak chirib'il rib'ak.
ACT.2.12	Juntir sachal jch'olak jwi'l ta' retamak jcholajl nen tijb'ijtak, xoctak chi jtz'onaj chirib'il rib'ak: ¿Nen chiqui' jcholajl li? xche'tak.
ACT.2.13	Pero nic'j chic xtze'jtake y xijtak: K'ab'reltaka'n, xche'tak chirijak yak ajtakeltak re Kakaj Jesucristo.
ACT.2.14	Ajruc're' xpe Pedro, xwa'r chijxo'lak yak junlajuj (11) jtako'n Kakaj Jesucristo, cow xch'a'wc, xij rechak juntir cristian: Atak rijajl Israel ri inwinak y juntir ri watak Jerusalén, tatak, tamb'ij jcholajl chawechak. 
ACT.2.15	Yak winak ri ta' k'ab'reltak chapca' tab'ijtak, lajori aj ak'ab'i'n, ajri'ne' b'elejeb' (9) or re ak'ab'.
ACT.2.16	Ri' ri xtaw chiwch ri xcan jb'ij Joel ri ajk'asal Jyolj Kakaj Dios ri tijb'ij jilonri:
ACT.2.17	Lak q'uisb'itak k'ij re jwich k'ijsak, Kakaj Dios xij jilonri:
ACT.2.17	Tina intaknab'i Insantil chib'ak juntir cristian.
ACT.2.17	Arab'inak y ac'ajolak tina jk'asajtakna Inyolj rechak cristian.
ACT.2.17	Y yak winak ri ajqui' mas ri'jtak tina riltakna ri tanc'ut chiwchak, yak ri'jtaklaj cristian tina riltakna laj richc'ak ri tanc'ut chiwchak.
ACT.2.18	Y la' mak k'ij li tantakch Insantil chib'ak, chi anm chi winak tik'asintak Inyolj.
ACT.2.19	Lecj y wich ulew tina imb'anna kelen ri sachom ch'olal rilic, tina imb'anna c'utb'i incwinel y tina inc'utna quic', k'ak' y tib'ukuk sib'.
ACT.2.20	K'ij tina uku'marna jwich y tran quiek jwich ic' chapca' quic'.
ACT.2.20	Ri' li retal tiilsaj nab'e, ajruc're' titaw k'ij tipet Kajawl, ri' jun k'ij li sub'laj nim jk'ij.
ACT.2.21	Y juntir ri tich'a'wtak riq'ui Rajawl wi tijtz'onajtak re chi ticolsajtak, ticolsajtaka'n, xche' Kakaj Dios, xche' Joel, xche' Pedro rechak.
ACT.2.22	Pedro xij chic rechak: Atak aj Israel, tatak jcholajl nen tamb'ij chawechak. Kakaj Jesús aj Nazaret xan nimaktak c'utb'i jcwinel Kakaj Dios y xan kelen sachom ch'olal rilic chaxo'lak. Ri' li retal xan chawchak pi c'utb'ire chi Kakaj Diosi' takowinakch re chaxo'lak y atak xawetemajtaka' chi re tz'etel tz'et Kakaj Diosi' takowinakch re. 
ACT.2.23	Pero atak, cuando xjachsaj Kakaj Jesús laj ak'b'ak, atak xachaptak y xajachtak laj jk'ab'ak mak cristian ri etzl jno'jak pire xcamsajtak wich curs. Jilon xab'antak re chapca' jchomorsa'n Kakaj Dios chirij ojrtaktzij. 
ACT.2.24	Onque jilonli xab'antak re Kakaj Jesús, xpe Kakaj Dios xresaj laj jk'ab' camic y xc'astasaj jwich laj jcamnakl xo'lak camnakib', jwi'l man camic ta' ticwin chirij.
ACT.2.25	David xij chirij Kakaj Jesús ojr jilonri:
ACT.2.25	In coc'xo'l twil jwich Wajawl jwi'l re wi' laj impaach chi lak'j chi lak'ab' pire ma' tanquib'aj wanm.
ACT.2.26	Jwi'li'li jor tiqui'cot wanm y imb'ixan jwi'l inqui'cotem y cuando incamc, cub'uli' inch'ol chi ta' tib'e intije' c'ax, li uxlani' tib'e'w wanm
ACT.2.27	jwi'l at, ma' kus ta'ke chawe tican insantil li man luwar lamas tic'olsaj jsantilak camnakib', ni ta' taye' luwar tik'a'y jtio'jl lok'laj atako'n.
ACT.2.28	Xac'uta' b'e chinwch re tzilaj c'aslemal y wi' jun qui'cotemal laj wanm jwi'l wati' wiq'uil, xche' David chirij Kakaj Jesús.
ACT.2.29	Pero in tz'etel tz'et tamb'ij chawechak atak inwinak ri ojtak rijajl Israel chi kamam David xcami'n, xmuksaji'n y aj na'li' lajori lamas xmuksajwi'. 
ACT.2.30	David ajk'asal Jyolji' Kakaj Dios y re retami' chi b'ili' jwi'l Kakaj Dios chi kes tz'et re tina jcha'na jun rechak yak rijajl pire tijye' takon laj jk'ab' chapca' takon ri xwa'x laj jk'ab' re. 
ACT.2.31	David cuando xijch ojr chapca' chi taem tichak tijin chi rilic ri xij chirij ri b'il jwi'l Kakaj Dios chi tina jtaknach wich ulew chi tina c'astasajna jwich laj jcamnakl y ta' tican jsantil li man luwar lamas tic'olsaj jsantilak camnakib' y xij chi ta' tijye' luwar tik'a'y jtio'jl li ulew.
ACT.2.32	Ri' Kakaj Jesús li ri xc'astasaj jwich laj jcamnakl jwi'l Kakaj Dios y oj juntir xkila' chi tz'eti' xc'astasaji' jwich laj jcamnakl.
ACT.2.33	Kakaj Dios xc'amb'i Kakaj Jesús lecj pire xcub'a' laj jpaach. Y xye' Lok'laj Jsantil re chapca' ri b'il jwi'l pire tijtakch chikab' ojtak juntir y ri' li ri attijintak chi rilic y attijintak chi jtaic lajori.
ACT.2.34	Ma' ri' ta' David ri xe' lecj, pero ri' re xin chirij Kakaj Jesucristo jilonri:
ACT.2.34	Kakaj Dios ri Kajawl xiji' re Wajawl:
ACT.2.34	Cub'ren laj impaach asta
ACT.2.35	tina injachna laj ak'b' yak ri atcontrinc, xche' Kakaj Dios re, xche' David.
ACT.2.36	Atak juntir rijajl Israel, etemajtak chi tz'etel tz'et Kakaj Jesús ri Kajawl ri xataktak jcamsaj wich curs, xye'saji' rekle'n pire titakon chib'ak juntir cristian y ri' re ri b'il jwi'l Kakaj Dios chi tina jtaknach wich ulew, xche' Pedro rechak.
ACT.2.37	Cuando xtatak mak cristian chi jilon xijsaj rechak, xc'axc'ob' laj ranmak, xtz'onajtak re Pedro y rechak yak nic'j jtako'n Kakaj Jesucristo: Atak kawinak, ¿nen rajwax tikab'an lajori? xche'tak.
ACT.2.38	Xpe Pedro, xij chic rechak: Lajori q'uex ano'jak y c'am jk'ab'al amacak chiwch Kakaj Dios pire ticuysaj amacak y tib'ansaj ja'tiox chawechak chi ajujunalak laj jb'ij Kakaj Jesucristo y Kakaj Dios tijya' Lok'laj Jsantil chawechak. 
ACT.2.39	Ri' li ri b'il jwi'l chi tina jye'na chawechak y tina ye'sajna re awalc'walak y tina ye'sajna rechak yak ri wi'tak chinaj y rechak juntir yak ri tisiq'uijtak jwi'l Kakaj Dios ri Kajawl pire tiwa'xtak riq'uil, xche' Pedro rechak.
ACT.2.40	Pedro xij chic nic'j yoloj rechak chi jtijojcak y chi jye'ic jno'jak: Col ayb'ak re jk'atb'itzij Kakaj Dios ri tran chib'ak mak cristian ri wi'tak re mak junab' ri, ri tib'anowtak mak etzltak no'j, xche' rechak.
ACT.2.41	Y jilonli yak ri xcojowtak tzilaj jtaquil chirij Kakaj Jesucristo ri xij Pedro, xansaj ja'tiox rechak. La' man k'ij li sub'laj xq'uiyantak yak ajtakeltak re Kakaj Jesucristo, raj xoctaka' uxib' mil (3,000) chi cristian chijxo'lak yak ajtakeltak re Kakaj Jesucristo. 
ACT.2.42	Y juntir rib'ilak, nojel ranmak chi jcojic ri tib'ijsaj rechak jwi'lak yak jtako'n Kakaj Jesucristo y juntir nic' jwichak. Tijc'am rib'ak chi ch'a'wem riq'ui Kakaj Dios y juntir tijmulb'a' rib'ak chi wic'.
ACT.2.43	Juntir cristian sub'laj xsaach jch'olak chi rilic nimaktak c'utb'i jcwinel Kakaj Dios ri xansaj chiwchak jwi'lak yak jtako'n Kakaj Jesucristo. 
ACT.2.44	Juntir yak ri xjach rib'ak laj jk'ab' Kakaj Jesucristo nic' jwichak y xjach chiwchak juntir kelen rechak chirib'il rib'ak. 
ACT.2.45	Tijc'ayaj rulewak y juntir kelen rechak y tijjachtak man pwak li chiwchak pire tijlok'tak kelen ri rajwax rechak chi jujunalak.
ACT.2.46	Nojel k'ij tijmulb'a' rib'ak li nimi richoch Kakaj Dios chi jnimirsaj jk'ij Kakaj Dios y tijmulb'a' rib'ak laj richochak chirib'il rib'ak y trantak comon wic'. Tijjach jwaak chiwchak chirib'il rib'ak pi qui'cotemal y ta' ni jun tiq'uixib' chiwch jun chic, jwi'l ta' ni jono rechak tijcoj jk'ij chiwch jun chic. 
ACT.2.47	Rechak tib'ixantak chi jnimirsaj jk'ij Kakaj Dios y jor tzi tiilsajtak jwi'lak juntir cristian y Kakaj Dios ri Kajawl tran chi nojel k'ij tijin tiq'uiyantak yak ajtakeltak re Kakaj Jesucristo pire ticolsajtak laj jk'ab' jmacak.
ACT.3.1	Jun k'ij Pedro pach Juan xe'tak li nimi richoch Kakaj Dios laj jrox or re b'esal k'ij, ri or re tib'an ch'a'wem riq'ui Kakaj Dios. 
ACT.3.2	Y cla' wi' jun sic' winak co'x, sic' winak li co'xchak pi relexb'al. Nojel k'ij tic'amsajb'ic, tiye'saj chi' oqueb' ri tib'ijsaj Kus re, ri man oqueb' re man tz'aak ri wi' chirij nimi richoch Kakaj Dios. Cla' tijtz'onaj limoxn rechak cristian ri tib'etak li nimi richoch Kakaj Dios. 
ACT.3.3	Y sic' co'x, cuando xril tijin tioctakb'i Pedro pach Juan chi' man oqueb' re man tz'aak li, xtz'onaj limoxn rechak. 
ACT.3.4	Rechak cow xriltak, xpe Pedro, xij re: Ojawile', xche' re.
ACT.3.5	Re cow xna'tun riq'uilak Pedro pach Juan, ulb'elchak jwi'l nen tiye'saj re. 
ACT.3.6	Xpe Pedro, xij re: Ta' nen tanye' chawe, ta' plata, ni oro, xike ri ye'l chwe, tanye' chawe. Lajori laj jb'ij Kakaj Jesucristo aj Nazaret, b'iiten y wo'coten, xche' re.
ACT.3.7	Cuando xijmaj jilonli jwi'l Pedro, xchap la' jpaach jk'ab' sic' winak co'x, xb'it y etke xyuk jchok'b' jb'akel rakan. 
ACT.3.8	Y sic' winak co'x xch'opinc, xwa'rja', xchol wo'cotem y la'chak rakan xocb'i chirij Pedro y Juan li nimi richoch Kakaj Dios y tichak ch'opin chi jnimirsaj jcojic jk'ij Kakaj Dios. 
ACT.3.9	Juntir cristian ri wi'tak cla', cuando xriltak chi tichak wo'cot sic' winak y tichak tijin chi jnimirsaj jk'ij Kakaj Dios, 
ACT.3.10	sub'laj xsaach jch'olak chi rilic nen xan sic' winak co'x, jwi'l ch'ob'oli' jwich jwi'lak y retamaki' chi ri' re ticub'ar chi jtz'onaj limoxn chi' man oqueb' ri jb'ij Kus.
ACT.3.11	Sic' winak co'x ri xtzib'c, ta' chiqui' raj tican jye' Pedro pach Juan. Mak cristian aj sachali' jch'olak chi rilic ri xansaj, tijolin xe'tak riq'uilak Pedro pach Juan b'atz'aak re nimi richoch Kakaj Dios, la' man b'atz'aak ri cojol jb'ij pi b'atz'aak re Salomón.
ACT.3.12	Pedro xril chi aj sachali' jch'olak yak cristian, xij rechak: Atak rijajl Israel, ¿nen chac sub'laj tisaach ach'olak? ¿Nen chac cow ojawiltak? Ri' chach'olak chi ojke xojtzib'san re winak ri la' kacwinel o jwi'lke sub'laj ojcojon chiwch Kakaj Dios xkab'an chi xwo'cotc. 
ACT.3.13	Ri jDios Abraham, Isaac, Jacob y kamam ri' li xye'w jnimal jk'ij Kakaj Jesús ri rajchac ri xajachtak laj jk'ab'ak mak k'atb'itzij. Cuando Pilato raj roj xtake', atak ta' xaye'tak luwar, 
ACT.3.14	pi jq'uexwach xab'ijtak re Pilato chi titaksajb'i jun ri ta' jmac y suc'ul ranm chiwch Kakaj Dios, ri' chiqui' xab'ijtak chi titaksajb'i jun ajcamsanl pi jq'uexwach re.
ACT.3.15	Atak xataktak jcamsaj Kakaj Jesús ri quiek jwi'l tikata'tak tzilaj c'aslemal. Pero Kakaj Dios xc'astasaji' jwich laj jcamnakl xo'lak camnakib'. Juntir li oj xkila'n y tijin tikab'ij lajori chi tz'eti'n. 
ACT.3.16	Winak ri, ri tach'ob'tak jwich, xtzib'i'n, pero laj jb'ijke Kakaj Jesús y jwi'l xcub'ar jch'ol chirij. Jilonli xtzib'c, xcan chapca' rilic tijin tawiltak lajori.
ACT.3.17	Atak inwinak, in wetami' chi cuando xataktak jcamsaj Kakaj Jesús pach yak ab'ab'alak, ta' awetamak nen attijintak chi jb'anic. 
ACT.3.18	Jilonli xtaw chiwch chapca' ri b'il jwi'lak yak ajk'asaltak Jyolj Kakaj Dios ojr cuando xijtak chi tina camsajna Kakaj Jesús ri b'il jwi'l Kakaj Dios chi tina jtaknach wich ulew.
ACT.3.19	Jwi'li'li lajori atak q'uex ano'jak, c'am jk'ab'al amacak chiwch Kakaj Dios ri Kajawl, oquentak laj jk'ab' Kakaj Dios y re tijcuya' juntir amacak 
ACT.3.20	y Kakaj Dios ri Kajawl tijya' utzil laj awanmak jwi'l tina jtaknach Kakaj Jesucristo ri xijsaj chi tina taksajnach pi awechak. 
ACT.3.21	Lajori Kakaj Jesús wi' lecj, cla' tiwa'x asta tib'ansaj jwa'x juntir jwi'l Kakaj Dios chapca' ri b'il jwi'lak yak ajk'asaltak Jyolj ojrtaktzij. 
ACT.3.22	Moisés xiji' rechak kamam ojrtaktzij jilonri:
ACT.3.22	Kakaj Dios ri Awajawlak tina jtaknach jun ajk'asal Jyolj chaxo'lak chapca' in. Re ji' tiq'uisi'y chijxo'lak yak awijajlak.
ACT.3.22	Cojtak juntir nen tijb'ij chawechak.
ACT.3.23	Y nen ri ta' tijcoj jyolj ri ajk'asal Jyolj Kakaj Dios li, tiesajb'i chijxo'lak yak jwinak Kakaj Dios pire tisachsaj jwich, xche' Moisés.
ACT.3.24	Juntir ri tijin tamb'ij chawechak, b'ili'ch jwi'lak yak ajk'asaltak Jyolj Kakaj Dios ojrtaktzij, xcholmajch jb'ij jwi'l Samuel asta man q'uisb'i ajk'asal Jyolj Kakaj Dios.
ACT.3.25	Atak tawechb'ejtaka' ri xijtak yak ajk'asaltak Jyolj Kakaj Dios ojrtaktzij y ri chomorsa'n ri xan Kakaj Dios riq'uilak kamam ojr cuando Kakaj Dios xij re kamam Abraham jilonri:
ACT.3.25	Tina inye'na ink'b' chib'ak juntir cristian wich ulew nen or jwi'lke jun re yak awijajl, xche'.
ACT.3.26	Kakaj Dios xc'astasaj jwich rajchac laj jcamnakl y nab'e xtak chaxo'lak pire tijye' jk'ab' chab'ak pire chi ajujunalak taq'uex ano'jak y tican aye'tak mak etzltak no'j ri tijin tab'antak pire ticuysaj amacak, xche' Pedro rechak.
ACT.4.1	Aj tijintaka' Pedro pach Juan chi yoloj riq'uilak mak cristian cuando xtawtak yak ajc'amaltak jb'eak cristian riq'ui Kakaj Dios pach man jb'ab'alak mak ajchajaltak re nimi richoch Kakaj Dios y mak saduceo. 
ACT.4.2	Sub'laj xpe retzalak cuando xriltak chi tijintak Pedro pach Juan chi jtijoj cristian y tijin tijb'ijtak rechak chi xc'astasaji' jwich Kakaj Jesús laj jcamnakl. Ri' li tic'utuw chi tic'astasaji' jwichak camnakib'.
ACT.4.3	Xpe rechak, xchaptak Pedro pach Juan y jwi'l b'esal k'ijchak xichak xcan jcoje'tak li cars pire tijchomorsajtak laj jcab' k'ij nen jmacak. 
ACT.4.4	Pero sub'laj cristian ri xtatak jyoljak, xjach rib'ak laj jk'ab' Kakaj Jesús y jilonli xq'uiyantak yak ajtakeltak re Kakaj Jesucristo, xike winak raj wi' job' mil (5,000) rib'ilak.
ACT.4.5	Y laj jcab' k'ij mak jb'ab'alak y mak ajililtak jcholajl chijxo'lak yak rijajl Israel pach yak ajtijoltak cristian re Jpixb' Kakaj Dios xmulb'a' rib'ak Jerusalén. 
ACT.4.6	Y wi'taka' Anás cla' ri man nimlaj jb'ab'alak yak ajc'amaltak jb'eak cristian riq'ui Kakaj Dios, wi'taka' Caifás, Juan, Alejandro y juntir yak rech'elxicak mak nimaktak jb'ab'alak yak ajc'amaltak jb'eak cristian riq'ui Kakaj Dios. 
ACT.4.7	Xijtak chi tic'amsajtakch Pedro pach Juan riq'uilak. Cuando wi'takchak Pedro pach Juan riq'uilak, xwab'a'tak chijxo'lak y xtz'onajtak rechak: ¿Nen xatakowtak o nen quiek laj jb'ij xab'antak juntir li? xche'tak rechak.
