GEN.1.1	En el comienzo de todo, Dios creó
PSA.52.9	esperaré en ti delante de tus fieles,
PSA.52.9	porque eres bueno.
PSA.53.1	todos se han pervertido,
PSA.53.1	han hecho cosas malvadas;
PSA.53.1	¡no hay nadie que haga lo bueno!
PSA.53.2	para ver si hay alguien con entendimiento,
PSA.53.2	alguien que busque a Dios.
PSA.53.3	todos por igual se han pervertido.
PSA.53.3	¡Ya no hay quien haga lo bueno!
PSA.53.3	¡No hay ni siquiera uno!
PSA.53.4	los que se comen a mi pueblo como quien come pan,
PSA.53.4	los que no invocan el nombre de Dios.
PSA.53.5	ellos temblarán de miedo,
PSA.53.5	porque Dios esparce los huesos del enemigo.
PSA.53.5	Quedarán en ridículo, porque Dios los rechaza.
PSA.53.6	venga la salvación de Israel!
PSA.53.6	Cuando Dios cambie la suerte de su pueblo,
PSA.53.6	se alegrarán los descendientes de Jacob,
PSA.53.6	todo el pueblo de Israel.
PSA.54.1	¡Defiéndeme con tu poder!
PSA.54.2	presta oído a mis palabras,
PSA.54.3	se ha puesto en contra mía y quiere matarme.
PSA.54.3	¡No tienen presente a Dios!
PSA.54.4	el Señor me mantiene con vida.
PSA.54.5+PSA.54.6	se vuelva contra ellos mismos.
PSA.54.5+PSA.54.6	¡Destrúyelos, Señor, pues tú eres fiel!
PSA.54.5+PSA.54.6	Yo te ofreceré sacrificios voluntarios
PSA.54.5+PSA.54.6	y alabaré tu nombre, porque eres bueno,
PSA.54.7	y he visto vencidos a mis enemigos.
PSA.55.1	no desatiendas mi súplica.
PSA.55.2+PSA.55.3	en mi angustia te invoco.
PSA.55.2+PSA.55.3	Me hacen temblar la voz del enemigo
PSA.55.2+PSA.55.3	y los gritos de los malvados.
PSA.55.2+PSA.55.3	Me han cargado de aflicciones;
PSA.55.2+PSA.55.3	me atacan rabiosamente.
PSA.55.4	el terror de la muerte ha caído sobre mí.
PSA.55.5	¡estoy temblando de miedo!
PSA.55.6	«Ojalá tuviera yo alas como de paloma;
PSA.55.6	volaría entonces y podría descansar.
PSA.55.7	me quedaría a vivir en el desierto.
PSA.55.8	de la furia del viento y de la tempestad.»
PSA.55.9	pues tan solo veo
PSA.55.10	Hay en ella maldad e intrigas;
PSA.55.10	hay en ella corrupción;
PSA.55.12	lo cual yo podría soportar;
PSA.55.12	ni se ha alzado contra mí el que me odia,
PSA.55.12	de quien yo podría esconderme.
PSA.55.13	mi más íntimo amigo,
PSA.55.14	para conversar amigablemente,
PSA.55.14	con quien caminaba entre la multitud!
PSA.55.15	¡Que caigan vivos en el sepulcro,
PSA.55.15	pues la maldad está en su corazón!
PSA.55.16	el Señor me salvará.
PSA.55.17	mañana, tarde y noche,
PSA.55.17	y él escuchará mi voz.
PSA.55.18	me salvará la vida,
PSA.55.18	aunque sean muchos mis adversarios.
PSA.55.19	me oirá y los humillará,
PSA.55.19	pues ellos no cambian de conducta
PSA.55.19	ni tienen temor de Dios.
PSA.55.20	no cumplen su promesa de amistad.
PSA.55.21	pero sus pensamientos son de guerra.
PSA.55.21	Usan palabras más suaves que el aceite,
PSA.55.21	pero no son sino espadas afiladas.
PSA.55.22	y él te mantendrá firme;
PSA.55.22	nunca dejará que caiga
PSA.55.22	el hombre que lo obedece.
PSA.55.23	los asesinos y mentirosos no vivirán
PSA.55.23	ni la mitad de su vida;
PSA.55.23	tú harás que caigan al fondo del sepulcro,
PSA.55.23	pero yo confío en ti.
PSA.56.1	pues hay gente que me persigue;
PSA.56.1	a todas horas me atacan y me oprimen.
PSA.56.2	son muchos los que me atacan con altanería.
PSA.56.4	confío en Dios y no tengo miedo.
PSA.56.4	¿Qué me puede hacer el hombre?
PSA.56.5	solo piensan en hacerme daño.
PSA.56.6	siguiéndome los pasos,
PSA.56.6	esperando el momento de matarme.
PSA.56.7	Oh, Dios, humilla a los pueblos con tu enojo.
PSA.56.8	tú recoges cada una de mis lágrimas.
PSA.56.8	¿Acaso no las tienes anotadas en tu libro?
PSA.56.9	cuando yo te pida ayuda.
PSA.56.9	Yo sé muy bien que Dios está de mi parte.
PSA.56.10	confío en el Señor y alabo su palabra;
PSA.56.11	¿Qué me puede hacer el hombre?
PSA.56.12	te las cumpliré con alabanzas,
PSA.56.13	porque me has librado de caer,
PSA.56.13	a fin de que yo ande en la luz de la vida,
PSA.56.13	en la presencia de Dios.
PSA.57.1	pues en ti busco protección.
PSA.57.1	Quiero protegerme debajo de tus alas
PSA.57.1	hasta que el peligro haya pasado.
PSA.57.2	al Dios que en todo me ayuda.
PSA.57.3	y me salvará de quienes con rabia me persiguen.
PSA.57.4	entre leones que se comen a la gente;
PSA.57.4	sus dientes son como lanzas y flechas,
PSA.57.4	su lengua es una espada afilada.
PSA.57.5	¡Tu gloria llena toda la tierra!
PSA.57.6	para doblegar mi ánimo;
PSA.57.6	hicieron un hoyo a mi paso,
PSA.57.6	pero ellos mismos cayeron en él.
PSA.57.7	mi corazón está dispuesto a cantarte himnos.
PSA.57.8	despierten, arpa y salterio;
PSA.57.8	¡despertaré al nuevo día!
PSA.57.9	en medio de pueblos y naciones.
PSA.57.10	tu lealtad alcanza al cielo azul.
PSA.57.11	¡Tu gloria llena toda la tierra!
PSA.58.1	¿en verdad dictan sentencias justas
PSA.58.1	y juzgan rectamente a los hombres?
PSA.58.2	abren camino a la violencia en el país.
PSA.58.3	los mentirosos se descarrían desde antes de nacer.
PSA.58.4	son como una serpiente venenosa
PSA.58.4	que se hace la sorda, que se tapa los oídos
PSA.58.5	del experto en encantamientos.
PSA.58.6	Señor, ¡rómpeles los colmillos a esos leones!
PSA.58.7	que se sequen, como la hierba del camino;
PSA.58.8	¡como el niño abortado que nunca vio la luz!,
PSA.58.9	que sean arrancados con furia, como hierba verde.
PSA.58.10	¡empapará sus pies en la sangre del malvado!
PSA.58.11	«¡Vale la pena ser fiel!
PSA.58.11	¡Hay un Dios que juzga al mundo!»
PSA.59.1	ponme a salvo de mis agresores.
PSA.59.2	sálvame de los asesinos,
PSA.59.3	que esperan el momento de matarme.
PSA.59.3	Señor, no he sido rebelde ni he pecado;
PSA.59.4	y, sin embargo, se apresuran a atacarme.
PSA.59.4	¡Despierta! ¡Ven a mi encuentro y mira!
PSA.59.5	Dios todopoderoso, Dios de Israel,
PSA.59.5	despierta y castiga a esos paganos;
PSA.59.5	no tengas compasión de esos malvados traidores.
PSA.59.6	y rondan la ciudad.
PSA.59.7	dicen con tono hiriente:
PSA.59.7	«¡No hay nadie que nos oiga!»
PSA.59.8	tú te burlas de esos paganos.
PSA.59.9	pues tú eres mi fortaleza y protección.
PSA.59.10	me hará ver la derrota de mis enemigos.
PSA.59.11	para que mi pueblo lo tenga presente;
PSA.59.11	dispérsalos con tu poder, y humíllalos.
PSA.59.11	¡El Señor es nuestro protector!
PSA.59.12	¡pues que sean presa de su propio orgullo
PSA.59.12	y de sus falsos juramentos!
PSA.59.13	¡Que dejen de existir!
PSA.59.13	¡Que se sepa que Dios es Rey
PSA.59.13	en Jacob
PSA.59.14+PSA.59.15	y ronden la ciudad en busca de comida,
PSA.59.14+PSA.59.15	aullarán por no encontrar suficiente.
PSA.59.16	anunciaré a voz en cuello tu amor y tu poder.
PSA.59.16	Pues tú has sido mi protección,
PSA.59.16	mi refugio en momentos de angustia.
PSA.59.17	pues tú eres mi fortaleza y protección;
PSA.59.17	¡tú eres el Dios que me ama!
PSA.60.1	nos has deshecho;
PSA.60.1	¡devuélvenos ahora nuestra fuerza!
PSA.60.2	¡cierra ahora sus grietas, pues se desmorona!
PSA.60.3	nos has dado un vino que enloquece.
PSA.60.4	para que escaparan de las flechas.
PSA.60.5	¡Libera a los que amas!
PSA.60.6	«¡Con qué alegría dividiré Siquem
PSA.60.6	y repartiré el valle de Sucot!
PSA.60.7	Efraín es el casco que cubre mi cabeza;
PSA.60.7	Judá es mi bastón de mando;
PSA.60.8	sobre Edom arrojaré mi sandalia;
PSA.60.8	¡gritaré de triunfo sobre los filisteos!»
PSA.60.9	¿Quién me guiará hasta Edom?
PSA.60.10	¡no sales ya con nuestras tropas!
PSA.60.11	pues nada vale la ayuda del hombre.
PSA.60.12	¡él aplastará a nuestros enemigos!
PSA.61.1	¡atiende a mi oración!
PSA.61.2	pues mi corazón desfallece.
PSA.61.2	Ponme a salvo sobre una alta roca,
PSA.61.3	¡Eres como una torre fuerte
PSA.61.3	que me libra del enemigo!
PSA.61.4	protegido debajo de tus alas.
PSA.61.5	y me has dado la herencia
PSA.61.5	de los que honran tu nombre.
PSA.61.6	que viva muchos, muchísimos años,
PSA.61.7	Cuídalo con tu amor y fidelidad;
PSA.61.8	y cumpliré mis promesas día tras día.
PSA.62.1	mi salvación viene de él.
PSA.62.2	No caeré, porque él es mi refugio.
PSA.62.3	y tratarán de echarme abajo,
PSA.62.3	cual si fuera una pared que se derrumba
PSA.62.3	o una cerca a punto de caer al suelo?
PSA.62.4	su mayor placer es la mentira.
PSA.62.4	Me alaban con los labios,
PSA.62.4	pero me maldicen con el pensamiento.
PSA.62.5	pues mi esperanza viene de él.
PSA.62.6	No caeré, porque él es mi refugio.
PSA.62.7	él es mi protección y mi refugio.
PSA.62.8	¡Háblenle en oración con toda confianza!
PSA.62.8	¡Dios es nuestro refugio!
PSA.62.9	tanto el pobre como el rico;
PSA.62.9	si en una balanza
PSA.62.9	pesarían menos que nada.
PSA.62.10	¡no se endiosen con el pillaje!
PSA.62.10	Si llegan a ser ricos,
PSA.62.10	no pongan su confianza en el dinero.
PSA.62.11+PSA.62.12	esto que Dios ha dicho:
PSA.62.11+PSA.62.12	que el poder y el amor le pertenecen,
PSA.62.11+PSA.62.12	y que él recompensa a cada uno
PSA.62.11+PSA.62.12	conforme a lo que haya hecho.
PSA.63.1	Con ansias te busco, pues tengo sed de ti;
PSA.63.1	mi ser entero te desea,
PSA.63.1	cual tierra árida, sedienta, sin agua.
PSA.63.2	y contemplar tu poder y tu gloria,
PSA.63.3	Con mis labios te alabaré;
PSA.63.4	y a ti levantaré mis manos en oración.
PSA.63.5	como el que disfruta de un banquete delicioso,
PSA.63.5	y mis labios te alabarán con alegría.
PSA.63.6	te recuerdo y pienso en ti;
PSA.63.7	¡Soy feliz bajo tus alas!
PSA.63.8	tu mano derecha no me suelta.
PSA.63.9	caerán al fondo del sepulcro;
PSA.63.10	y serán devorados por los lobos!
PSA.63.11	cantarán alabanzas todos los que juran por él,
PSA.63.11	pero a los que mienten se les tapará la boca.
PSA.64.1	protege mi vida de terribles enemigos.
PSA.64.2	y de sus planes secretos;
PSA.64.2	líbrame de la conspiración de los malvados,
PSA.64.3	y lanzan como flechas palabras venenosas.
PSA.64.4	disparan por sorpresa y sin temor.
PSA.64.5	planean poner trampas escondidas
PSA.64.5	y piensan que nadie podrá verlos,
PSA.64.6	Pero aquel que puede conocer
PSA.64.6	los pensamientos más íntimos del hombre,
PSA.64.6	hará la investigación.
PSA.64.7	los herirá por sorpresa;
PSA.64.8	y quienes los vean se burlarán de ellos.
PSA.64.9	y hablarán de sus acciones;
PSA.64.9	comprenderán lo que él ha hecho.
PSA.64.10	y buscará protección en él,
PSA.64.10	y todos los hombres honrados
PSA.64.10	se sentirán satisfechos.
PSA.65.1	¡tú eres digno de alabanza!,
PSA.65.1	¡tú mereces que te cumplan lo prometido,
PSA.65.2	Todo el mundo viene a ti.
PSA.65.3	pero tú perdonas nuestros pecados.
PSA.65.4	y lo llevas a vivir cerca de ti,
PSA.65.4	en las habitaciones de tu templo.
PSA.65.4	¡Que seamos colmados con lo mejor de tu casa,
PSA.65.4	con la santidad de tu templo!
PSA.65.5	tú nos respondes
PSA.65.5	con maravillosos actos de justicia;
PSA.65.5	la tierra entera confía en ti,
PSA.65.5	y también el mar lejano;
PSA.65.6	con tu poder y tu fuerza.
PSA.65.7	y el alboroto de los pueblos;
PSA.65.8	tiemblan ante tus maravillas;
PSA.65.8	por ti hay gritos de alegría
PSA.65.8	del oriente al occidente.
PSA.65.9	le envías lluvia y la haces producir;
PSA.65.9	tú, con arroyos caudalosos,
PSA.65.9	haces crecer los trigales.
PSA.65.9	¡Así preparas el campo!
PSA.65.10	y nivelas sus terrones;
PSA.65.10	ablandas la tierra con lluvias abundantes
PSA.65.10	y bendices sus productos.
PSA.65.11	tus nubes
PSA.65.12	y los montes se visten de gala;
PSA.65.13	los valles se revisten de trigales;
PSA.65.13	¡todos cantan y gritan de alegría!
PSA.66.1	habitantes de toda la tierra;
PSA.66.2	canten himnos a su glorioso nombre;
PSA.66.2	cántenle gloriosas alabanzas.
PSA.66.3	Díganle a Dios:
PSA.66.3	«Tus obras son maravillosas.
PSA.66.3	Por tu gran poder
PSA.66.3	tus enemigos caen aterrados ante ti;
PSA.66.4	todo el mundo te adora
PSA.66.4	y canta himnos a tu nombre.»
PSA.66.5	Vengan a ver las obras de Dios,
PSA.66.5	las maravillas que ha hecho por los hombres:
PSA.66.6	convirtió el mar en tierra seca,
PSA.66.6	y nuestros antepasados cruzaron el río a pie;
PSA.66.6	¡alegrémonos en Dios!
PSA.66.7	Con su poder, gobierna para siempre;
PSA.66.7	vigila su mirada a las naciones,
PSA.66.7	para que los rebeldes
PSA.66.7	no se levanten contra él.
PSA.66.8	¡Naciones, bendigan a nuestro Dios!,
PSA.66.8	¡hagan resonar himnos de alabanza!
PSA.66.9	Porque nos ha mantenido con vida;
PSA.66.9	no nos ha dejado caer.
PSA.66.10	Dios nuestro, tú nos has puesto a prueba,
PSA.66.10	¡nos has purificado como a la plata!
PSA.66.11	Nos has hecho caer en la red;
PSA.66.11	nos cargaste con un gran peso.
PSA.66.12	Dejaste que un cualquiera nos pisoteara;
PSA.66.12	hemos pasado a través de agua y fuego,
PSA.66.12	pero al fin nos has dado respiro.
PSA.66.13	Entraré en tu templo y te ofreceré holocaustos;
PSA.66.13	así cumpliré mis promesas,
PSA.66.14	las promesas que te hice
PSA.66.14	cuando me hallaba en peligro.
PSA.66.15	Te presentaré holocaustos de animales engordados;
PSA.66.15	te ofreceré toros y machos cabríos,
PSA.66.15	y sacrificios de carneros.
PSA.66.16	¡Vengan todos ustedes,
PSA.66.16	los que tienen temor de Dios!
PSA.66.16	¡Escuchen, que voy a contarles
PSA.66.16	lo que ha hecho por mí!
PSA.66.17	Con mis labios y mi lengua
PSA.66.17	lo llamé y lo alabé.
PSA.66.18	Si yo tuviera malos pensamientos,
PSA.66.18	el Señor no me habría escuchado;
PSA.66.19	¡pero él me escuchó y atendió mis oraciones!
PSA.66.20	¡Bendito sea Dios,
PSA.66.20	que no rechazó mi oración
PSA.66.20	ni me negó su amor!
PSA.67.1	que nos mire con buenos ojos,
PSA.67.2	conozcan su voluntad y salvación.
PSA.67.3	que te alaben los pueblos;
PSA.67.3	¡que todos los pueblos te alaben!
PSA.67.4	pues tú gobiernas los pueblos con justicia;
PSA.67.4	¡tú diriges las naciones del mundo!
PSA.67.5	que te alaben los pueblos;
PSA.67.5	¡que todos los pueblos te alaben!
PSA.67.6	¡nuestro Dios nos ha bendecido!
PSA.67.7	¡Que le rinda honor el mundo entero!
PSA.68.1	sus enemigos se dispersan;
PSA.68.1	los que le odian huyen de su presencia;
PSA.68.2	se derriten como la cera
PSA.68.2	¡ante Dios están perdidos los malvados!
PSA.68.3	ante Dios se llenan de gozo,
PSA.68.3	¡saltan de alegría!
PSA.68.4	canten himnos a su nombre;
PSA.68.4	alaben al que cabalga sobre las nubes.
PSA.68.4	¡Alégrense en el Señor!
PSA.68.4	¡Alégrense en su presencia!
PSA.68.5	es padre de los huérfanos
PSA.68.5	y defensor de las viudas;
PSA.68.6	libera a los prisioneros y les da prosperidad;
PSA.68.6	pero los rebeldes vivirán en tierra estéril.
PSA.68.7	marchando a través del desierto,
PSA.68.8	la lluvia cayó del cielo,
PSA.68.8	el Sinaí tembló delante de Dios,
PSA.68.8	delante del Dios de Israel.
PSA.68.9	tu pueblo estaba agotado, y tú le diste fuerza.
PSA.68.10	y tú, oh Dios, por tu bondad,
PSA.68.10	le diste al pobre lo necesario.
PSA.68.11	muchas mujeres lo anunciaban:
PSA.68.12	En casa, las mujeres se repartían
PSA.68.12	lo que se le había quitado al enemigo,
PSA.68.13	¡Alas de paloma cubiertas de plata!
PSA.68.13	¡Sus plumas cubiertas de oro fino!
PSA.68.14	nevaba sobre el monte Salmón.
PSA.68.15	y qué elevadas sus cumbres!
PSA.68.16	¿por qué miran con envidia
PSA.68.16	el monte donde Dios quiso residir?
PSA.68.16	¡El Señor vivirá allí para siempre!
PSA.68.17	del Sinaí vino en ellos a su templo.
PSA.68.18	recibiste tributo entre los hombres
PSA.68.18	y hasta los rebeldes se rindieron a ti,
PSA.68.19	que día tras día lleva nuestras cargas!
PSA.68.20	y que puede librarnos de la muerte.
PSA.68.21	la cabeza de los que siguen pecando.
PSA.68.22	«Te haré volver de Basán;
PSA.68.22	te haré volver del mar profundo,
PSA.68.23	en la sangre de tus enemigos
PSA.68.23	y tus perros se la beban.»
PSA.68.24	en tu santuario se ven las procesiones
PSA.68.24	que celebran en tu honor.
PSA.68.25	y los músicos detrás,
PSA.68.25	y en medio las jovencitas
PSA.68.25	van tocando panderetas.
PSA.68.26	¡Bendígalo todo Israel reunido!
PSA.68.27	con muchos jefes de Judá,
PSA.68.27	de Zabulón y de Neftalí.
PSA.68.28	¡reafirma lo que has hecho por nosotros!
PSA.68.29	adonde los reyes te traen regalos,
PSA.68.30	a esa manada de toros bravos y de becerros
PSA.68.30	que en su afán de riquezas humillan a los pueblos;
PSA.68.30	¡dispersa a la gente que ama la guerra!
PSA.68.31	Etiopía levantará sus manos a Dios.
PSA.68.32	canten himnos al Señor,
PSA.68.33	en los cielos eternos!
PSA.68.33	Escuchen cómo resuena su voz,
PSA.68.33	su voz poderosa.
PSA.68.34	su majestad se extiende sobre Israel,
PSA.68.34	su poder alcanza el cielo azul.
PSA.68.35	el Dios de Israel da poder y fuerza a su pueblo.
PSA.68.35	¡Bendito sea Dios!
PSA.69.1	porque estoy a punto de ahogarme;
PSA.69.2	y no tengo dónde apoyar los pies.
PSA.69.2	He llegado a lo más hondo del agua
PSA.69.2	y me arrastra la corriente.
PSA.69.3	la garganta me duele;
PSA.69.3	¡mis ojos están cansados
PSA.69.3	de tanto esperar a mi Dios!
PSA.69.4	que los pelos de mi cabeza;
PSA.69.4	han aumentado mis enemigos,
PSA.69.4	los que sin razón me destruyen
PSA.69.4	y me exigen que devuelva lo que no he robado.
PSA.69.5	no puedo esconderte mis pecados.
PSA.69.6	¡que no pasen vergüenza por mi culpa
PSA.69.6	los que confían en ti!
PSA.69.6	Dios de Israel,
PSA.69.6	¡que no se decepcionen por mi causa
PSA.69.6	los que con ansia te buscan!
PSA.69.7	mi cara se ha cubierto de vergüenza;
PSA.69.8	para mis propios hermanos!
PSA.69.9	en mí han recaído las ofensas
PSA.69.9	de los que te insultan.
PSA.69.12	y los borrachos me hacen canciones.
PSA.69.13	Dios mío, ¡ayúdame ahora!
PSA.69.13	Por tu gran amor, ¡respóndeme!
PSA.69.13	Por tu constante ayuda, ¡sálvame!
PSA.69.14	¡Ponme a salvo de los que me odian
PSA.69.14	y de las aguas profundas!
PSA.69.15	¡No dejes que el profundo remolino
PSA.69.15	me trague y se cierre tras de mí!
PSA.69.16	¡tú eres bueno y todo amor!
PSA.69.16	Por tu inmensa ternura, fíjate en mí;
PSA.69.17	 ¡no rechaces a este siervo tuyo!
PSA.69.17	¡Respóndeme pronto, que estoy en peligro!
PSA.69.18	¡líbrame de mis enemigos!
PSA.69.19	la vergüenza y la deshonra que he sufrido;
PSA.69.19	tú sabes quiénes son mis enemigos.
PSA.69.20	¡estoy sin ánimo y sin fuerzas!
PSA.69.20	Inútilmente he buscado
PSA.69.20	quien me consuele y compadezca.
PSA.69.21	y cuando tuve sed me dieron a beber vinagre.
PSA.69.22	se conviertan en trampa para ellos!
PSA.69.23	y que siempre les tiemblen las piernas!
PSA.69.24	¡que tu furia encendida los alcance!
PSA.69.25	y que nadie viva en sus tiendas;
PSA.69.26	y se burlan del dolor del que has herido.
PSA.69.27	¡que no alcancen tu perdón!
PSA.69.28	¡No los pongas en la lista de los justos!
PSA.69.29	levántame, Dios mío, y sálvame.
PSA.69.30	lo alabaré con gratitud,
PSA.69.31	que si le ofreciera un toro en sacrificio
PSA.69.31	o un novillo con cuernos y pezuñas.
PSA.69.32	y se animará el corazón de los que buscan a Dios;
PSA.69.33	y no desprecia a los suyos que están presos.
PSA.69.34	y todos los seres que en ellos viven!
PSA.69.35+PSA.69.36	y reconstruirá las ciudades de Judá.
PSA.69.35+PSA.69.36	Los hijos de sus siervos heredarán la ciudad;
PSA.69.35+PSA.69.36	allí vivirán y tomarán posesión de ella;
PSA.69.35+PSA.69.36	¡los que aman su nombre la habitarán!
PSA.70.1	Señor, ¡ven pronto en mi ayuda!
PSA.70.2	los que tratan de matarme!
PSA.70.2	¡Que huyan en forma vergonzosa
PSA.70.2	los que quieren hacerme daño!
PSA.70.3	los que se burlan de mí!
PSA.70.4	se llenen de alegría;
PSA.70.4	que los que desean tu salvación
PSA.70.4	digan siempre: «¡Dios es grande!»
PSA.70.5	Dios mío, ¡ven pronto a ayudarme!
PSA.70.5	Tú eres quien me ayuda y me liberta;
PSA.70.5	¡no te tardes, Señor!
PSA.71.1	Señor, en ti busco protección;
PSA.71.1	¡no me defraudes jamás!
PSA.71.2	¡Líbrame, ponme a salvo,
PSA.71.2	pues tú eres justo!
PSA.71.2	Dígnate escucharme, y sálvame.
PSA.71.3	Sé tú mi roca protectora,
PSA.71.3	¡sé tú mi castillo de refugio
PSA.71.3	¡Tú eres mi roca y mi castillo!
PSA.71.4	Dios mío,
PSA.71.4	líbrame de las manos del malvado,
PSA.71.4	de las manos del criminal y del violento,
PSA.71.5	pues tú, Señor, desde mi juventud
PSA.71.5	eres mi esperanza y mi seguridad.
PSA.71.6	Aún estaba yo en el vientre de mi madre
PSA.71.6	y ya me apoyaba en ti.
PSA.71.6	¡Tú me hiciste nacer!
PSA.71.6	¡Yo te alabaré siempre!
PSA.71.7	He sido motivo de asombro para muchos,
PSA.71.7	pero tú eres mi refugio.
PSA.71.8	Todo el día están llenos mis labios
PSA.71.8	de alabanzas a tu gloria;
PSA.71.9	no me desprecies cuando ya sea viejo;
PSA.71.9	no me abandones cuando ya no tenga fuerzas.
PSA.71.10	Mis enemigos, los que quieren matarme,
PSA.71.10	se han aliado y hacen planes contra mí.
PSA.71.11	Dicen: «¡Persíganlo y agárrenlo,
PSA.71.11	pues Dios lo ha abandonado
PSA.71.11	y nadie puede salvarlo!»
PSA.71.12	No te alejes de mí, Dios mío;
PSA.71.12	¡ven pronto a ayudarme!
PSA.71.13	¡Que sean avergonzados y destruidos
PSA.71.13	los enemigos de mi vida!
PSA.71.13	¡Que sean puestos en ridículo
PSA.71.13	los que quieren mi desgracia!
PSA.71.14	Pero yo esperaré en todo momento,
PSA.71.14	y más y más te alabaré;
PSA.71.15	todo el día anunciaré con mis labios
PSA.71.15	que tú nos has salvado y nos has hecho justicia.
PSA.71.15	¡Esto es algo que no alcanzo a comprender!
PSA.71.16	Contaré las grandes cosas que tú, Señor, has hecho;
PSA.71.16	¡proclamaré que solo tú eres justo!
PSA.71.17	Dios mío,
PSA.71.17	tú me has enseñado desde mi juventud,
PSA.71.17	y aún sigo anunciando tus grandes obras.
PSA.71.18	Dios mío, no me abandones
PSA.71.18	aun cuando ya esté yo viejo y canoso,
PSA.71.18	pues aún tengo que hablar de tu gran poder
PSA.71.18	a esta generación y a las futuras.
PSA.71.19	Tu justicia, oh Dios, llega hasta el cielo;
PSA.71.19	tú has hecho grandes cosas;
PSA.71.19	¡no hay nadie como tú!
PSA.71.20	Aunque me has hecho ver
PSA.71.20	muchas desgracias y aflicciones,
PSA.71.20	me harás vivir de nuevo;
PSA.71.20	me levantarás
PSA.71.21	aumentarás mi grandeza
PSA.71.21	y volverás a consolarme.
PSA.71.22	Yo, por mi parte,
PSA.71.22	cantaré himnos y alabaré tu lealtad
PSA.71.22	al son del arpa y del salterio,
PSA.71.22	Dios mío, Santo de Israel.
PSA.71.23	Mis labios se alegrarán al cantarte,
PSA.71.23	lo mismo que todo mi ser, que tú has salvado.
PSA.71.24	También mi lengua dirá a todas horas
PSA.71.24	que tú eres justo,
PSA.71.24	pues los que querían mi desgracia
PSA.71.24	han quedado cubiertos de vergüenza.
PSA.72.1	tu propia justicia y rectitud,
PSA.72.2	para que con rectitud y justicia
PSA.72.2	gobierne a tu pueblo y a tus pobres.
PSA.72.3	Ofrezcan las montañas y los cerros
PSA.72.3	paz y rectitud al pueblo.
PSA.72.4	¡Que haga justicia el rey a los pobres!
PSA.72.4	¡Que salve a los hijos de los necesitados
PSA.72.4	y aplaste a los explotadores!
PSA.72.5	¡Que tenga el rey temor de ti por siempre,
PSA.72.5	mientras el sol y la luna existan!
PSA.72.6	¡Que sea como la lluvia y el rocío
PSA.72.6	que riegan la tierra y los pastos!
PSA.72.7	¡Que abunden la paz y la rectitud
PSA.72.7	en los días de su reinado,
PSA.72.7	hasta que la luna deje de existir!
PSA.72.8	¡Que domine de mar a mar,
PSA.72.8	del río Éufrates al último rincón del mundo!
PSA.72.9	¡Que sus enemigos, que habitan en el desierto,
PSA.72.9	se rindan humillados ante él!
PSA.72.10	¡Que le traigan regalos y tributos
PSA.72.10	los reyes de Tarsis y de las islas,
PSA.72.10	los reyes de Sabá y de Sebá!
PSA.72.11	¡Que todos los reyes se arrodillen ante él!
PSA.72.11	¡Que todas las naciones le sirvan!
PSA.72.12	Pues él salvará al pobre que suplica
PSA.72.12	y al necesitado que no tiene quien lo ayude.
PSA.72.13	Tendrá compasión de los humildes
PSA.72.13	y salvará la vida a los pobres.
PSA.72.14	Los salvará de la opresión y la violencia,
PSA.72.14	pues sus vidas le son de gran valor.
PSA.72.15	¡Viva el rey!
PSA.72.15	¡Que le den el oro de Sabá!
PSA.72.15	¡Que siempre se pida a Dios por él!
PSA.72.15	¡Que sea siempre bendecido!
PSA.72.16	¡Que haya mucho trigo en el país
PSA.72.16	y que abunde en la cumbre de los montes!
PSA.72.16	¡Que brote el grano como el Líbano
PSA.72.16	y que haya tantas espigas
PSA.72.17	¡Que el nombre del rey permanezca siempre;
PSA.72.17	que su fama dure tanto como el sol!
PSA.72.17	¡Que todas las naciones del mundo
PSA.72.17	reciban bendiciones por medio de él!
PSA.72.17	¡Que todas las naciones lo llamen feliz!
PSA.72.18	Bendito sea Dios, Señor y Dios de Israel,
PSA.72.18	el único que hace grandes cosas;
PSA.72.19	bendito sea por siempre su glorioso nombre.
PSA.72.19	¡Que toda la tierra se llene de su gloria!
PSA.72.19	¡Amén!
PSA.72.20	Aquí terminan las oraciones de David, el hijo de Jesé.
PSA.73.1	con los de limpio corazón!
PSA.73.2	Un poco más, y yo hubiera caído;
PSA.73.2	mis pies casi resbalaron.
PSA.73.3	Pues tuve envidia al ver cómo prosperan
PSA.73.3	los orgullosos y malvados.
PSA.73.4	A ellos no les preocupa la muerte,
PSA.73.4	pues están llenos de salud;
PSA.73.5	no han sufrido las penas humanas
PSA.73.5	ni han estado en apuros como los demás.
PSA.73.6	Por eso el orgullo es su collar
PSA.73.6	y la violencia su vestido;
PSA.73.7	están tan gordos que los ojos se les saltan,
PSA.73.7	y son demasiadas sus malas intenciones.
PSA.73.8	Con burla, orgullo y descaro,
PSA.73.8	amenazan hacer maldad y violencia;
PSA.73.9	atacan al cielo con sus labios
PSA.73.9	y recorren la tierra con su lengua.
PSA.73.10	Por eso la gente los alaba
PSA.73.10	y no encuentra ninguna falta en ellos.
PSA.73.11	Preguntan: «¿Acaso Dios va a saberlo?
PSA.73.11	¿Acaso se dará cuenta el Altísimo?»
PSA.73.12	¡Miren a estos malvados!
PSA.73.12	Con toda tranquilidad aumentan sus riquezas.
