GEN.1.1	En el principio creó Dios los cielos y la tierra. 
1CH.3.4	Estos seis le nacieron en Hebrón, desde donde reinó durante siete años y medio. Después de esto, cambió la capital a Jerusalén, desde donde reinó por treinta y tres años más.
1CH.3.5	Allí en Jerusalén le nacieron: Simá, Sobab, Natán y Salomón. Estos cuatro los tuvo con Betsabé,
1CH.3.6+1CH.3.7+1CH.3.8	David tuvo también otros nueve hijos: Ibjar, Elisama, Elifelet, Noga, Néfeg, Jafía, Elisama, Eliadá y Elifelet.
1CH.3.9	Y hay que añadir a los hijos de sus concubinas y a una hija llamada Tamar.
1CH.3.10+1CH.3.11+1CH.3.12+1CH.3.13+1CH.3.14	Los siguientes son los descendientes del rey Salomón, que fueron reyes de Judá: Roboán, Abías, Asá, Josafat, Jorán,
1CH.3.15	Los hijos de Josías fueron: Johanán,
1CH.3.16	Los hijos de Joacim fueron Jeconías
1CH.3.17+1CH.3.18	Los siguientes son los hijos del rey Jeconías, el que fue llevado a Babilonia: Salatiel, Malquirán, Pedaías, Senazar, Jecamías, Hosamá y Nedabías.
1CH.3.19+1CH.3.20	Pedaías fue el padre de Zorobabel y Simí.
1CH.3.19+1CH.3.20	Los hijos de Zorobabel fueron: Mesulán, Jananías, Jasubá, Ohel, Berequías, Jasadías y Yusab Jésed. También tuvo una hija llamada Selomit.
1CH.3.21+1CH.3.22	Los hijos de Jananías fueron Pelatías e Isaías. Los descendientes de Isaías fueron: Refaías, Arnán, Abdías y Secanías.
1CH.3.21+1CH.3.22	Los descendientes de Secanías fueron: Semaías y sus hijos, Jatús, Igal, Barías, Nearías y Safat.
1CH.3.23	Los hijos de Nearías fueron Elihoenay, Ezequías y Azricán.
1CH.3.24	Los siete hijos de Elihoenay fueron: Hodavías; Eliasib, Pelaías, Acub, Johanán, Delaías y Ananí.
1CH.4.1	Los siguientes son los descendientes de Judá: Fares, Jezrón, Carmí, Jur y Sobal.
1CH.4.2	Reaías hijo de Sobal, fue padre de Yajat, quien a su vez fue padre de Ajumay y Lajad. Estos fueron miembros del clan de los zoratitas.
1CH.4.3+1CH.4.4	Los descendientes de Etam fueron: Jezrel, Ismá e Ibdás, una hija llamada Jazelelponi, Penuel, padre de Guedor, y Ezer, padre de Jusá.
1CH.4.3+1CH.4.4	Estos fueron hijos de Jur, hijo mayor de Efrata, y padre de Belén.
1CH.4.5	Asur, padre de Tecoa, tuvo dos esposas, Helá y Nara.
1CH.4.6	Nara le dio a luz a Ajusán, Héfer, Temeni y Ajastarí. Así que estos fueron los hijos de Nara. 
1CH.4.7	Helá le dio a luz a Zéret, Yezojar y Etnán.
1CH.4.8	Cos fue el padre de Anub y Zobebá, así como de las familias de Ajarjel hijo de Harún.
1CH.4.9	Jabés tenía más prestigio que cualquiera de sus hermanos. Su madre lo llamó Jabés (Angustia) debido al gran dolor que tuvo al darlo a luz. 
1CH.4.10	Fue el mismo que oró al Dios de Israel diciendo: «¡Te ruego que me bendigas más todavía. Que ensanches mis fronteras y que estés conmigo para librarme del mal y que nadie me dañe!». Y Dios le concedió su ruego.
1CH.4.11+1CH.4.12	Los descendientes de Reca fueron: Quelub, hermano de Sujá y padre de Mejir, quien fue el padre de Estón; Estón fue el padre de Bet Rafá, de Paseaj y de Tejiná; Tejiná fue padre de Ir Najás.
1CH.4.13	Los hijos de Quenaz fueron Otoniel y Seraías.
1CH.4.13	Los hijos de Otoniel fueron Jatat y Meonotay;
1CH.4.14	Meonotay fue el padre de Ofra;
1CH.4.14	Seraías fue el padre de Joab. Joab fue el progenitor de los habitantes del valle de Carisín, o valle de los artesanos.
1CH.4.14	(Se le daba este nombre porque allí vivían muchos artesanos).
1CH.4.15	Los hijos de Caleb, el cual era el hijo de Jefone, fueron Ir, Elá y Noán. Entre los hijos de Elá se incluye a Quenaz.
1CH.4.16	Los hijos de Yalelel fueron: Zif, Zifá, Tirías y Asarel.
1CH.4.17	Los hijos de Esdras fueron: Jéter, Méred, Éfer y Jalón.
1CH.4.17	Méred contrajo matrimonio con una princesa egipcia llamada Bitiá. Esta fue la madre de Miriam, Samay e Isba, antepasado de Estemoa.
1CH.4.18	La otra mujer de Estemoa era judía, y con ella tuvo a Jéred, a Héber y a Jecutiel. Jéred fue el padre de Guedor; Héber fue el padre de Soco, y Jecutiel fue el padre de Zanoa.
1CH.4.19	La esposa de Hodías era la hermana de Naján; uno de los hijos de ella fue Queilá, el garmita, y otro hijo suyo fue Estemoa, el macateo.
1CH.4.20	Los hijos de Simón fueron: Amnón, Riná, Ben Janán y Tilón.
1CH.4.20	Los hijos de Isi fueron Zojet y Ben Zojet.
1CH.4.21	Los hijos de Selá hijo de Judá, fueron Er, padre de Lecá;
1CH.4.21	Ladá, padre de Maresá y de las familias que trabajaban el lino en Bet Asbea.
1CH.4.22	Además, Joaquín, los clanes de Cozebá, Joás, y Saraf, que se casaron en Moab antes de volver a Belén.
1CH.4.22	Todos estos nombres provienen de registros de la antigüedad. 
1CH.4.23	Todos ellos eran alfareros que vivían en Netaín y Guederá, y prestaban sus servicios al rey.
1CH.4.24	Los descendientes de Simeón fueron: Nemuel, Jamín, Jarib, Zera, y Saúl.
1CH.4.25	El hijo de Saúl fue Salún, su nieto fue Mibsán y su bisnieto fue Mismá.
1CH.4.26	Entre los hijos de Mismá se incluye a Jamuel, padre de Zacur y abuelo de Simí.
1CH.4.27	Simí tuvo dieciséis hijos y seis hijas, pero ninguno de sus hermanos tuvo familia numerosa, sino que todos tuvieron menos hijos de los que tuvieron los hijos de Judá.
1CH.4.28	Vivían en las siguientes ciudades: Berseba, Moladá, Jazar Súal, 
1CH.4.29	Bilhá, Esen, Tolad, 
1CH.4.30	Betuel, Jormá, Siclag, 
1CH.4.31	Bet Marcabot, Jazar Susín, Bet Biray, y Sajarayin.
1CH.4.31	Estas ciudades estuvieron bajo el control de ellos hasta el tiempo del reinado de David.
1CH.4.32+1CH.4.33	Sus descendientes también vivían en pueblos tales como Etam, Ayin, Rimón, Toquén y Asán, o cerca de ellos. Algunos de estos pueblos se encontraban tan lejos como el de Baal. (Estos hechos están registrados en sus genealogías).
1CH.4.34+1CH.4.35+1CH.4.36+1CH.4.37+1CH.4.38+1CH.4.39	Estos son los nombres, de algunos príncipes de los clanes que poseían mayor riqueza, y que viajaron hacia el lado oriental del valle de Guedor buscando pasto para su ganado: Mesobab, Jamlec, Josías hijo de Amasías, Joel, Jehú hijo de Josibías, hijo de Seraías, hijo de Asiel; Elihoenay, Jacoba, Yesojaías, Asaías, Adiel, Jesimiel, Benaías, Ziza hijo de Sifi, hijo de Alón, hijo de Jedaías, hijo de Simri, hijo de Semaías.
1CH.4.40+1CH.4.41	Allí en Guedor encontraron buenos pastizales, y vivieron muy tranquilos y a sus anchas. Allí habían vivido antes los descendientes de Cam. Todos estos príncipes llegaron a la región durante el gobierno del rey Ezequías, de Judá; invadieron la tierra, derribaron las carpas y las casas de los descendientes de Cam, mataron a los habitantes de esta tierra, tomaron posesión de ella y la ocuparon. 
1CH.4.42	Después, quinientos de estos invasores, pertenecientes a la tribu de Simeón, fueron al monte de Seír. (Sus dirigentes eran Pelatías, Nearías, Refaías y Uziel, quienes eran hijos de Isí). 
1CH.4.43	Allí destruyeron a los últimos sobrevivientes de la tribu de Amalec, y se quedaron viviendo en esa tierra definitivamente.
1CH.5.1	El primer hijo de Israel fue Rubén, pero desde que deshonró a su padre por haber dormido con una de sus esposas, perdió su derecho de primogenitura, el cual se le otorgó a su medio hermano José. De consiguiente, la genealogía oficial no menciona a Rubén como primogénito.
1CH.5.2	Aun cuando Judá fue más poderoso que sus hermanos, y hasta llegó a ser el jefe de todos, fue José quien recibió el derecho de primogenitura.
1CH.5.3	Los hijos de Rubén hijo de Israel, fueron: Janoc, Falú, Jezrón y Carmí.
1CH.5.4	Los descendientes de Joel fueron su hijo Semaías, su nieto Gog y su bisnieto Simí.
1CH.5.5	El hijo de Simí fue Micaías, su nieto fue Reaías y su bisnieto fue Baal.
1CH.5.6	El hijo de Baal fue Beerá, jefe de los rubenitas, y fue llevado cautivo por Tiglat Piléser, rey de Asiria.
1CH.5.7+1CH.5.8	Familiares suyos llegaron a ser jefes de clanes y fueron incluidos en la genealogía oficial, como sigue: Jeyel, Zacarías, Bela hijo de Azaz, nieto de Semá y bisnieto de Joel.
1CH.5.7+1CH.5.8	Estos rubenitas vivían en Aroer, y en lugares tan remotos como el monte Nebo y Baal Megón.
1CH.5.9	Joel era ganadero y pastoreaba sus animales en el costado oriental del desierto hasta el río Éufrates, porque su ganadería aumentó mucho en la tierra de Galaad. 
1CH.5.10	Durante el gobierno del rey Saúl, los hombres de la tribu de Rubén le declararon la guerra a los agarenos y los derrotaron, y se quedaron en la región oriental de Galaad.
1CH.5.11	Los descendientes de Gad habitaron en la región de Basán, hasta Salcá, que está al frente de la región de los rubenitas. Los descendientes de Gad fueron: 
1CH.5.12	Joel era el principal; en segundo lugar estaba Safán; en tercer lugar, Janay, y por último, Safat. 
1CH.5.13	Sus parientes, los jefes de los siete clanes, eran Micael, Mesulán, Sabá, Joray, Jacán, Zía y Éber.
1CH.5.14	Los descendientes de Buz, en el orden de sus generaciones, fueron: Yadó, Jesisay, Micael, Galaad, Jaroa, Jurí y Abijaíl.
1CH.5.15	Ahí, hijo de Abdiel y nieto de Guní, era el dirigente del clan. 
1CH.5.16	El clan vivía en Galaad y sus alrededores (en la tierra de Basán) y a través de todo el campo de pastizales de Sarón. 
1CH.5.17	Todos fueron incluidos en la genealogía oficial en los días de Jotán, rey de Judá, y de Jeroboán, rey de Israel.
1CH.5.18	Las tribus de Rubén, Gad y la media tribu de Manasés contaban con cuarenta y cuatro mil setecientos sesenta hombres bien adiestrados para la guerra, y hábiles en el manejo del arco, la espada y el escudo. 
1CH.5.19	Una vez le declararon la guerra a los agarenos, a los jeturitas, a los nafisitas y a los nodabitas.
1CH.5.20	Clamaron a Dios pidiéndole ayuda, la cual les fue concedida por cuanto confiaban en él. Como consecuencia, los agarenos y todos sus aliados fueron derrotados. 
1CH.5.21	Al derrotar a sus enemigos, se quedaron con su ganado, que se componía de cincuenta mil camellos, doscientas cincuenta mil ovejas y dos mil burros; además capturaron a cien mil personas. 
1CH.5.22	Un gran número de enemigos pereció en la batalla, porque Dios estaba peleando contra ellos. Por lo tanto, los rubenitas vivieron en el territorio de los agarenos hasta el tiempo del exilio.
1CH.5.23	La media tribu de Manasés llegó a ser muy numerosa y se extendió a través del campo de Basán hasta Baal Hermón, Senir y el monte Hermón.
1CH.5.24	Los jefes de sus clanes eran los siguientes: Éfer, Isí, Eliel, Azriel, Jeremías, Hodavías y Yadiel.
1CH.5.24	Cada uno de estos hombres gozaba de una gran reputación como guerrero y como dirigente. 
1CH.5.25	Pero no eran fieles al Dios de sus padres, pues adoraban a los ídolos de las gentes a quienes Dios había destruido. 
1CH.5.26	Por lo tanto, Dios permitió a Pul, rey de Asiria, (conocido también como Tiglat Piléser) que invadiera la tierra y desterrara a los integrantes de las tribus de Rubén, de Gad y de la media tribu de Manasés, los cuales fueron conducidos a Jalaj, a Jabor, a Hará y al río Gozán, lugares en que se quedaron viviendo definitivamente.
1CH.6.1	Los nombres de los hijos de Leví fueron Guersón, Coat y Merari.
1CH.6.2	Los hijos de Coat fueron: Amirán, Izar, Hebrón y Uziel.
1CH.6.3	Entre los descendientes de Amirán se anotan Aarón, Moisés y Miriam.
1CH.6.3	Los hijos de Aarón fueron: Nadab, Abiú, Eleazar e Itamar.
1CH.6.4	Los hijos mayores en las generaciones sucesivas de Aarón fueron los siguientes: Eleazar, quien fue padre de Finés, quien fue padre de Abisúa, 
1CH.6.5	quien fue padre de Buquí, quien fue padre de Uzi, 
1CH.6.6	quien fue padre de Zeraías, quien fue padre de Merayot, 
1CH.6.7	quien fue padre de Amarías, quien fue padre de Ajitob, 
1CH.6.8	quien fue padre de Sadoc, quien fue padre de Ajimaz, 
1CH.6.9	quien fue padre de Azarías, quien fue padre de Johanán, 
1CH.6.10	quien fue padre de Azarías —sumo sacerdote del templo que Salomón edificó en Jerusalén—, 
1CH.6.11	quien fue padre de Amarías, quien fue padre de Ajitob, 
1CH.6.12	quien fue padre de Sadoc, quien fue padre de Salún, 
1CH.6.13	quien fue padre de Jilquías, quien fue padre de Azarías, 
1CH.6.14	quien fue padre de Seraías, quien fue padre de Josadac, 
1CH.6.15	llevado al exilio cuando el 
1CH.6.16	Como se dijo antes, los hijos de Leví fueron Guersón, Coat y Merari.
1CH.6.17	Los hijos de Guersón fueron Libní y Simí.
1CH.6.18	Los hijos de Coat fueron: Amirán, Izar, Hebrón y Uziel.
1CH.6.19+1CH.6.20+1CH.6.21	Los hijos de Merari fueron Majlí y Musí.
1CH.6.19+1CH.6.20+1CH.6.21	Los descendientes de Guersón fueron: Libní, Yajat, Zimá, Joa, Idó, Zera Yatray.
1CH.6.22+1CH.6.23+1CH.6.24	Los descendientes de Coat fueron: Aminadab, Coré, Asir, Elcaná, Ebiasaf, Asir, Tajat, Uriel, Uzías y Saúl.
1CH.6.25+1CH.6.26+1CH.6.27	Los descendientes de Elcaná fueron: Amazay, Ajimot, Elcaná, Zofay, Najat, Eliab, Jeroán, y Elcaná.
1CH.6.28	Los hijos de Samuel fueron Vasni, el primero, y Abías.
1CH.6.29+1CH.6.30	Los descendientes de Merari fueron: Majlí, Libní, Simí, Uza, Simá, Jaguías y Asaías.
1CH.6.31	El rey David designó directores de canto y coros para alabar a Dios en el templo del 
1CH.6.32	Entonces, cuando Salomón construyó el templo del 
1CH.6.33+1CH.6.34+1CH.6.35+1CH.6.36+1CH.6.37+1CH.6.38	Estos son los nombres y las genealogías de los cantores: Hemán, el cantor, era del clan de Coat, y sus antepasados fueron:
1CH.6.33+1CH.6.34+1CH.6.35+1CH.6.36+1CH.6.37+1CH.6.38	Joel, Samuel, Elcaná, Jeroán, Eliel, Toa, Zuf, Elcaná, Mahat, Amasay, Elcaná, Joel, Azarías, Sofonías, Tajat, Asir, Ebiasaf, Coré, Izar, Coat, Leví, e Israel.
1CH.6.39+1CH.6.40+1CH.6.41+1CH.6.42+1CH.6.43	Su ayudante era su pariente Asaf, cuyos antepasados fueron: Berequías, Simá, Micael, Baseías, Malquías, Etní, Zera, Adaías, Etán, Zimá, Simí, Yajat, Guersón y Leví.
1CH.6.44+1CH.6.45+1CH.6.46+1CH.6.47	El segundo ayudante de Hemán fue Etán. Sus antepasados fueron: Quisi, Abdí, Maluc, Jasabías, Amasías, Jilquías, Amsí, Baní, Sémer, Majlí, Musí, Merari, Leví.
1CH.6.48	Sus parientes, que eran todos los demás levitas, fueron designados para varias otras tareas en el templo de Dios. 
1CH.6.49	Pero solamente Aarón y sus descendientes eran sacerdotes. Sus deberes, entre otros, consistían en presentar holocaustos, quemar ofrendas e incienso, y realizar todas las tareas relacionadas con el santuario interior —el Lugar Santísimo— y las tareas relacionadas con el día anual de expiación para Israel. Se preocupaban de que se cumplieran, al pie de la letra, todos los detalles que manda la ley de Moisés, siervo de Dios.
1CH.6.50+1CH.6.51+1CH.6.52+1CH.6.53	Los siguientes son los descendientes de Aarón: Eleazar, Finés, Abisúa, Buquí, Uzi, Zeraías, Merayot, Amarías, Ajitob, Sadoc, y Ajimaz.
1CH.6.54	La relación que sigue es la inscripción de las ciudades y terrenos repartidos por sorteo a los descendientes de Aarón, todos los cuales eran miembros del clan de Coat: 
1CH.6.55+1CH.6.56+1CH.6.57+1CH.6.58+1CH.6.59	Hebrón en Judá, junto con sus terrenos de pastizales, Libná, Jatir, Estemoa, Hilén, Debir, Asán y Bet Semes.
1CH.6.55+1CH.6.56+1CH.6.57+1CH.6.58+1CH.6.59	A Caleb hijo de Jefone le asignaron los terrenos alrededor de la ciudad y sus aldeas.
1CH.6.60	Del territorio de la tribu de Benjamín les dieron las ciudades de Gueba, Alemet y Anatot, con sus respectivos terrenos de pastizales. En total les dieron trece ciudades.
1CH.6.61	Se hizo entonces un sorteo para asignar terrenos al resto de los descendientes de Coat, y les tocaron diez ciudades del territorio de la media tribu de Manasés.
1CH.6.62	Los descendientes del clan de Guersón recibieron, por sorteo, trece ciudades en la región de Basán, que habían sido de las tribus de Isacar, de Aser, de Neftalí y de la media tribu de Manasés.
1CH.6.63	Los descendientes de Merari recibieron, por sorteo, doce ciudades de las tribus de Rubén, Gad y Zabulón.
1CH.6.64+1CH.6.65	También se adjudicaron, por sorteo, las tierras de pastoreo a los levitas, como asimismo ciudades (a las que les cambiaron el nombre) que pertenecían a las tribus de Judá, Simeón y Benjamín.
1CH.6.66+1CH.6.67+1CH.6.68+1CH.6.69	La tribu de Efraín entregó las siguientes ciudades de refugio con los terrenos de pastizales circundantes a los descendientes de Coat: Siquén, en los montes de Efraín; Guézer, Jocmeán, Bet Jorón, Ayalón y Gat Rimón.
1CH.6.70	La media tribu de Manasés hizo entrega a los hijos de los coatitas de los siguientes pueblos y sus terrenos de pastizales Aner y Bileán.
1CH.6.71	La media tribu de Manasés entregó a los descendientes de Guersón los pueblos y terrenos de pastoreo Golán (en Basán), y Astarot.
1CH.6.72	La tribu de Isacar les entregó Cedes, Daberat, 
1CH.6.73	Ramot y Anén, y sus terrenos de pastoreo circundantes.
1CH.6.74	La tribu de Aser les dio Abdón, Masal, 
1CH.6.75	Hucoc y Rejob, y los terrenos de pastoreo de sus inmediaciones.
1CH.6.76	La tribu de Neftalí les dio Cedes de Galilea, Hamón y Quiriatayin, con sus terrenos de pastoreo.
1CH.6.77	Los demás descendientes de Merari recibieron las siguientes ciudades de la tribu de Zabulón, Rimón y Tabor, con sus terrenos de pastoreo. 
1CH.6.78+1CH.6.79	De la tribu de Rubén, que está al otro lado del río Jordán, frente a Jericó, recibieron las ciudades de Béser, que está en el desierto, Jaza, Cademot y Mefat, y sus respectivas tierras de pastoreo. 
1CH.6.80	La tribu de Gad les dio Ramot de Galaad, Majanayin, 
1CH.6.81	Hesbón y Jazer, todas con sus respectivos terrenos de pastoreo.
1CH.7.1	Los descendientes de Isacar fueron: Tola, Fuvá, Yasub y Simrón.
1CH.7.2	Los hijos de Tola, cada uno de los cuales era jefe de un clan, fueron: Uzi, Refaías, Jeriel, Yamay, Ibsán y Samuel.
1CH.7.2	En el tiempo del rey David, el número total de hombres en pie de guerra, de estas familias, era de veintidós mil seiscientos.
1CH.7.3	El hijo de Uzi fue Israías, y los hijos de este fueron: Micael, Abdías, Joel e Isías, todos jefes de clanes. 
1CH.7.4	Los descendientes de ellos, en el tiempo del rey David, contaban con treinta y seis hombres armados para la guerra, porque tuvieron muchas mujeres e hijos. 
1CH.7.5	El número total de hombres disponibles para la guerra, de todas las familias de la tribu de Isacar, ascendía a ochenta y siete mil guerreros valientes, todos incluidos en la genealogía oficial.
1CH.7.6	Los hijos de Benjamín fueron Bela, Béquer y Jediael.
1CH.7.7	Los hijos de Bela fueron: Esbón, Uzi, Uziel, Jerimot e Irí.
1CH.7.7	Estos cinco guerreros de extraordinario valor eran jefes de clanes y generales a cargo de veintidós mil treinta y cuatro soldados (todos los cuales quedaron registrados en las genealogías oficiales).
1CH.7.8	Los hijos de Béquer fueron: Zemirá, Joás, Eliezer, Elihoenay, Omrí, Jerimot, Abías, Anatot y Alamet. 
1CH.7.9	Entre los descendientes de estos, en los tiempos de David, había un número de veinte mil doscientos guerreros valerosos, los cuales estaban dirigidos por sus jefes de clanes.
1CH.7.10	El hijo de Jediael fue Bilhán.
1CH.7.10	Los hijos de Bilhán fueron: Jeús, Benjamín, Aod, Quenaná, Zetán, Tarsis y Ajisajar.
1CH.7.11	Estos últimos eran jefes de los clanes de Jediael y entre sus descendientes se contaban diecisiete mil doscientos guerreros.
1CH.7.12	Los hijos de Ir fueron Supín y Jupín. Jusín fue uno de los hijos de Ajer.
1CH.7.13	Los hijos de Neftalí (que descendieron de Bilhá, esposa de Jacob), fueron: Yazel, Guní, Jéser y Salún.
1CH.7.14	Los hijos de Manasés, nacidos de su concubina aramea, fueron Asriel y Maquir. (Este último llegó a ser el padre de Galaad). 
1CH.7.15	La esposa de Maquir fue Macá, quien pertenecía a la familia de Jupín y Supín. Otro de los descendientes fue Zelofejad, quien tuvo solamente hijas. 
1CH.7.16	Macá, la esposa de Maquir, dio a luz a Peres y a Seres. Los hijos de este último fueron Ulán y Requen. 
1CH.7.17	El hijo de Ulán fue Bedán.
1CH.7.17	Estos fueron, pues, los hijos de Galaad, nietos de Maquir, y bisnietos de Manasés.
1CH.7.18	Hamoléquet, hermana de Maquir, dio a luz a Isod, Abiezer y Majlá.
1CH.7.19	Los hijos de Semidá fueron: Ahián, Siquén, Liquejí y Anián.
1CH.7.20+1CH.7.21	Los descendientes de Efraín fueron: Sutela, Béred, Tajat, Eladá, Tajat, Zabad, Sutela, Ezer y Elad.
1CH.7.20+1CH.7.21	Elad y Ezer fueron a robar ganado en Gat, pero los agricultores de la zona les dieron muerte. 
1CH.7.22	Efraín, su padre, guardó luto por largo tiempo y sus parientes fueron a consolarlo. 
1CH.7.23	Posteriormente, su esposa concibió y dio a luz un hijo a quien llamó Beriá debido a la desgracia que había acontecido.
1CH.7.24	El nombre de la hija de Efraín fue Será. Ella construyó tanto la alta como la baja Bet Jorón, y además Uzén Será.
1CH.7.25+1CH.7.26+1CH.7.27	La descendencia de Beriá fue Refa, quien fue padre de Résef, quien fue padre de Télaj, quien fue padre de Taján, quien fue padre de Ladán, quien fue padre de Amiud, quien fue padre de Elisama, quien fue padre de Nun, quien fue padre de Josué. 
1CH.7.28	Vivían en una región cuyo límite, a un lado, era Betel y sus pueblos cercanos; por el oriente limitaba con Narán; por el occidente, con Guézer y sus aldeas, y finalmente con Siquén y sus aldeas, hasta llegar a Ayah y sus aldeas. 
1CH.7.29	La tribu de Manasés hijo de José y nieto de Israel, controlaba los siguientes pueblos y regiones circundantes: Betseán, Tanac, Meguido y Dor.
1CH.7.30	Los hijos de Aser fueron: Imná, Isvá, Isví, Bería, y Sera (su hermana).
1CH.7.31	Los hijos de Beriá fueron Héber y Malquiel (padre de Birzávit).
1CH.7.32	Los hijos de Héber fueron: Jaflet, Semer, Jotán y Suá (su hermana).
1CH.7.33	Los hijos de Jaflet fueron Pasac, Bimal y Asvat.
1CH.7.34	Los hijos de su hermano Semer fueron Rohegá, Yehubá y Aram.
1CH.7.35	Los hijos de su hermano Hélem fueron: Zofa, Imná, Seles y Amal.
1CH.7.36+1CH.7.37	Los hijos de Zofa fueron: Súaj, Harnéfer, Súal, Berí, Imrá, Béser, Hod, Sama, Silsa, Itrán y Beerá.
1CH.7.38	Los hijos de Jéter fueron Jefone, Pispa y Ará.
1CH.7.39	Los hijos de Ula fueron Araj, Janiel y Risiyá.
1CH.7.40	Estos descendientes de Aser eran jefes de clanes, y todos ellos eran guerreros valientes. Sus descendientes, según los registros en la genealogía oficial, eran veintiséis mil hombres, aptos para la guerra.
1CH.8.1	Los hijos de Benjamín, de acuerdo con su edad, fueron:
1CH.8.2+1CH.8.3+1CH.8.4+1CH.8.5	Bela, el primero; Asbel, el segundo; Ajará, el tercero; Noja, el cuarto, y Rafá, el quinto.
1CH.8.2+1CH.8.3+1CH.8.4+1CH.8.5	Los hijos de Bela fueron: Adar, Guerá, Abiud, Abisúa, Naamán, Ajoaj, Guerá, Sefufán e Hiram.
1CH.8.6+1CH.8.7	Los hijos de Aod, jefes de los clanes que vivían en Gueba, fueron capturados en guerra y desterrados a Manajat. Ellos fueron: Naamán, Ahías y Guerá, padre de Uza y Ajiud. Guerá fue el que los llevó a Manajat.
1CH.8.8+1CH.8.9+1CH.8.10	Sajarayin se divorció de sus mujeres Jusín y Bará, pero en la tierra de Moab tuvo hijos con Hodes, su nueva esposa, que fueron: Jobab, Sibia, Mesá, Malcán, Jeús, Saquías y Mirma.
1CH.8.8+1CH.8.9+1CH.8.10	Todos estos hijos llegaron a ser jefes de clanes.
1CH.8.11	Su esposa Jusín le dio a luz a Abitob y a Elpal.
1CH.8.12	Los hijos de Elpal fueron Éber, Misán y Sémed (el cual edificó las ciudades de Ono y Lod, y sus pueblos cercanos).
1CH.8.13	Los otros hijos suyos fueron Beriá y Semá, jefes de clanes que vivían en Ayalón, y expulsaron a los habitantes de Gat.
1CH.8.14	Otros hijos de Elpal fueron Ajío, Sasac, y Jeremot.
1CH.8.15+1CH.8.16	Los hijos de Beriá fueron: Zebadías, Arad, Ader, Micael, Ispá y Yojá.
1CH.8.17+1CH.8.18	Entre los hijos de Elpal también están: Zebadías, Mesulán, Hizqui, Éber, Ismeray, Jezlías y Jobab.
1CH.8.19+1CH.8.20+1CH.8.21	Los hijos de Simí fueron: Yaquín, Zicrí, Zabdí, Elienay, Ziletay, Eliel, Adaías, Beraías, y Simrat.
1CH.8.22+1CH.8.23+1CH.8.24+1CH.8.25	Los hijos de Sasac fueron: Ispán, Éber, Eliel, Abdón, Zicrí, Janán, Jananías, Elam, Anatotías, Ifdaías, y Peniel.
1CH.8.26+1CH.8.27	Los hijos de Jeroán fueron: Samseray, Seharías, Atalías, Jaresías, Elías y Zicrí.
1CH.8.28	Estos fueron los jefes de clanes que vivían en Jerusalén.
1CH.8.29	Jehiel, padre de Gabaón, vivía en Gabaón, y el nombre de su esposa era Macá.
1CH.8.30+1CH.8.31+1CH.8.32	Su hijo mayor fue Abdón, y los otros fueron: Zur, Quis, Baal, Nadab, Guedor, Ajío, Zéquer y Miclot, el cual era padre de Simá.
1CH.8.30+1CH.8.31+1CH.8.32	Todas estas familias vivían juntas, cerca de Jerusalén.
1CH.8.33	Ner fue padre de Quis, y Quis fue padre de Saúl.
1CH.8.33	Los hijos de Saúl fueron: Jonatán, Malquisúa, Abinadab y Esbaal.
1CH.8.34	El hijo de Jonatán fue Meribaal.
1CH.8.34	El hijo de Meribaal fue Micaías.
1CH.8.35	Los hijos de Micaías fueron: Pitón, Mélec, Tarea y Acaz.
1CH.8.36	Acaz fue el padre de Joada; Joada fue el padre de Alemet, Azmávet y Zimri. El hijo de Zimri fue Mosá.
1CH.8.37	Mosá fue el padre de Biná; Biná fue el padre de Rafá;
1CH.8.37	Rafá fue el padre de Elasá, y Elasá fue el padre de Azel.
1CH.8.38	Azel tuvo seis hijos, que fueron:
1CH.8.38	Azricán, Bocrú, Ismael, Searías, Abdías y Janán.
1CH.8.39	Ésec, hermano de Azel, tuvo tres hijos: Ulán, el primogénito; Jeús, el segundo, y Elifelet, el tercero.
1CH.8.40	Los hijos de Ulán eran guerreros valientes, muy hábiles en el manejo del arco. Tuvieron ciento cincuenta hijos y nietos, todos ellos miembros de la tribu de Benjamín.
1CH.9.1	El árbol genealógico al cual pertenecía cada israelita, está registrado cuidadosamente en el libro de los reyes de Israel.
1CH.9.1	Los habitantes de Judá, debido a su infidelidad a Dios, fueron llevados cautivos a Babilonia.
1CH.9.2	Los primeros en regresar y establecer otra vez su hogar en los pueblos en que antes vivían, fueron familias de las tribus de Israel, como también los sacerdotes, los levitas, y los ayudantes del templo. 
1CH.9.3	Posteriormente llegaron a Jerusalén algunas familias de las tribus de Judá, Benjamín, Efraín, y Manasés.
1CH.9.4	De los descendientes de Judá, regresaron: Utay hijo de Amiud, hijo de Omrí, hijo de Imrí, hijo de Baní, del clan de Fares hijo de Judá.
1CH.9.5	De los descendientes de los silonitas, Asaías, hijo mayor de Silón, y sus hijos. 
1CH.9.6	De los zeraítas regresaron Jeuel y sus parientes, seiscientas noventa personas en total.
1CH.9.7+1CH.9.8	Entre los integrantes de la tribu de Benjamín que regresaron, estaban los siguientes: Salú hijo de Mesulán, hijo de Hodavías, hijo de Senuá; Ibneías hijo de Jeroán; Elá hijo de Uzi, hijo de Micri; y Mesulán hijo de Sefatías, hijo de Reuel, hijo de Ibnías.
1CH.9.9	Todos estos eran jefes de núcleos familiares. El grupo que regresó fue de novecientos cincuenta y seis miembros de la tribu de Benjamín.
