GEN.1.1	En el principio creó Dios los cielos y la tierra. 
ISA.50.1	Así dijo Jehová: ¿Qué es de la carta de repudio de vuestra madre, con la cual yo la repudié? ¿O quiénes son mis acreedores, a quienes yo os he vendido? He aquí que por vuestras maldades sois vendidos, y por vuestras rebeliones fue repudiada vuestra madre. 
ISA.50.2	¿Por qué cuando vine, no hallé a nadie, y cuando llamé, nadie respondió? ¿Acaso se ha acortado mi mano para no redimir? ¿No hay en mí poder para librar? He aquí que con mi reprensión hago secar el mar; convierto los ríos en desierto; sus peces se pudren por falta de agua, y mueren de sed. 
ISA.50.3	Visto de oscuridad los cielos, y hago como cilicio su cubierta.
ISA.50.4	Jehová el Señor me dio lengua de sabios, para saber hablar palabras al cansado; despertará mañana tras mañana, despertará mi oído para que oiga como los sabios. 
ISA.50.5	Jehová el Señor me abrió el oído, y yo no fui rebelde, ni me volví atrás. 
ISA.50.6	Di mi cuerpo a los heridores, y mis mejillas a los que me mesaban la barba; no escondí mi rostro de injurias y de esputos.
ISA.50.7	Porque Jehová el Señor me ayudará, por tanto no me avergoncé; por eso puse mi rostro como un pedernal, y sé que no seré avergonzado. 
ISA.50.8	Cercano está de mí el que me salva; ¿quién contenderá conmigo? Juntémonos. ¿Quién es el adversario de mi causa? Acérquese a mí. 
ISA.50.9	He aquí que Jehová el Señor me ayudará; ¿quién hay que me condene? He aquí que todos ellos se envejecerán como ropa de vestir, serán comidos por la polilla.
ISA.50.10	¿Quién hay entre vosotros que teme a Jehová, y oye la voz de su siervo? El que anda en tinieblas y carece de luz, confíe en el nombre de Jehová, y apóyese en su Dios. 
ISA.50.11	He aquí que todos vosotros encendéis fuego, y os rodeáis de teas; andad a la luz de vuestro fuego, y de las teas que encendisteis. De mi mano os vendrá esto; en dolor seréis sepultados.
ISA.51.1	Oídme, los que seguís la justicia, los que buscáis a Jehová. Mirad a la piedra de donde fuisteis cortados, y al hueco de la cantera de donde fuisteis arrancados. 
ISA.51.2	Mirad a Abraham vuestro padre, y a Sara que os dio a luz; porque cuando no era más que uno solo lo llamé, y lo bendije y lo multipliqué. 
ISA.51.3	Ciertamente consolará Jehová a Sion; consolará todas sus soledades, y cambiará su desierto en paraíso, y su soledad en huerto de Jehová; se hallará en ella alegría y gozo, alabanza y voces de canto.
ISA.51.4	Estad atentos a mí, pueblo mío, y oídme, nación mía; porque de mí saldrá la ley, y mi justicia para luz de los pueblos. 
ISA.51.5	Cercana está mi justicia, ha salido mi salvación, y mis brazos juzgarán a los pueblos; a mí me esperan los de la costa, y en mi brazo ponen su esperanza. 
ISA.51.6	Alzad a los cielos vuestros ojos, y mirad abajo a la tierra; porque los cielos serán deshechos como humo, y la tierra se envejecerá como ropa de vestir, y de la misma manera perecerán sus moradores; pero mi salvación será para siempre, mi justicia no perecerá.
ISA.51.7	Oídme, los que conocéis justicia, pueblo en cuyo corazón está mi ley. No temáis afrenta de hombre, ni desmayéis por sus ultrajes. 
ISA.51.8	Porque como a vestidura los comerá polilla, como a lana los comerá gusano; pero mi justicia permanecerá perpetuamente, y mi salvación por siglos de siglos.
ISA.51.9	Despiértate, despiértate, vístete de poder, oh brazo de Jehová; despiértate como en el tiempo antiguo, en los siglos pasados. ¿No eres tú el que cortó a Rahab, y el que hirió al dragón? 
ISA.51.10	¿No eres tú el que secó el mar, las aguas del gran abismo; el que transformó en camino las profundidades del mar para que pasaran los redimidos? 
ISA.51.11	Ciertamente volverán los redimidos de Jehová; volverán a Sion cantando, y gozo perpetuo habrá sobre sus cabezas; tendrán gozo y alegría, y el dolor y el gemido huirán.
ISA.51.12	Yo, yo soy vuestro consolador. ¿Quién eres tú para que tengas temor del hombre, que es mortal, y del hijo de hombre, que es como heno? 
ISA.51.13	Y ya te has olvidado de Jehová tu Hacedor, que extendió los cielos y fundó la tierra; y todo el día temiste continuamente del furor del que aflige, cuando se disponía para destruir. ¿Pero en dónde está el furor del que aflige? 
ISA.51.14	El preso agobiado será libertado pronto; no morirá en la mazmorra, ni le faltará su pan. 
ISA.51.15	Porque yo Jehová, que agito el mar y hago rugir sus ondas, soy tu Dios, cuyo nombre es Jehová de los ejércitos. 
ISA.51.16	Y en tu boca he puesto mis palabras, y con la sombra de mi mano te cubrí, extendiendo los cielos y echando los cimientos de la tierra, y diciendo a Sion: Pueblo mío eres tú.
ISA.51.17	Despierta, despierta, levántate, oh Jerusalén, que bebiste de la mano de Jehová el cáliz de su ira;
ISA.51.18	De todos los hijos que dio a luz, no hay quien la guíe; ni quien la tome de la mano, de todos los hijos que crió. 
ISA.51.19	Estas dos cosas te han acontecido: asolamiento y quebrantamiento, hambre y espada. ¿Quién se dolerá de ti? ¿Quién te consolará? 
ISA.51.20	Tus hijos desmayaron, estuvieron tendidos en las encrucijadas de todos los caminos, como antílope en la red, llenos de la indignación de Jehová, de la ira del Dios tuyo. 
ISA.51.21	Oye, pues, ahora esto, afligida, ebria, y no de vino: 
ISA.51.22	Así dijo Jehová tu Señor, y tu Dios, el cual aboga por su pueblo: He aquí he quitado de tu mano el cáliz de aturdimiento, los sedimentos del cáliz de mi ira; nunca más lo beberás. 
ISA.51.23	Y lo pondré en mano de tus angustiadores, que dijeron a tu alma: Inclínate, y pasaremos por encima de ti. Y tú pusiste tu cuerpo como tierra, y como camino, para que pasaran.
ISA.52.1	Despierta, despierta, vístete de poder, oh Sion; vístete tu ropa hermosa, oh Jerusalén, ciudad santa;
ISA.52.2	Sacúdete del polvo; levántate y siéntate, Jerusalén; suelta las ataduras de tu cuello, cautiva hija de Sion.
ISA.52.3	Porque así dice Jehová: De balde fuisteis vendidos; por tanto, sin dinero seréis rescatados. 
ISA.52.4	Porque así dijo Jehová el Señor: Mi pueblo descendió a Egipto en tiempo pasado, para morar allá, y el asirio lo cautivó sin razón. 
ISA.52.5	Y ahora ¿qué hago aquí, dice Jehová, ya que mi pueblo es llevado injustamente? Y los que en él se enseñorean, lo hacen aullar, dice Jehová, y continuamente es blasfemado mi nombre
ISA.52.6	Por tanto, mi pueblo sabrá mi nombre por esta causa en aquel día; porque yo mismo que hablo, he aquí estaré presente.
ISA.52.7	¡Cuán hermosos son sobre los montes los pies del que trae alegres nuevas, del que anuncia la paz,
ISA.52.8	¡Voz de tus atalayas! Alzarán la voz, juntamente darán voces de júbilo; porque ojo a ojo verán que Jehová vuelve a traer a Sion. 
ISA.52.9	Cantad alabanzas, alegraos juntamente, soledades de Jerusalén; porque Jehová ha consolado a su pueblo, a Jerusalén ha redimido. 
ISA.52.10	Jehová desnudó su santo brazo ante los ojos de todas las naciones, y todos los confines de la tierra verán la salvación del Dios nuestro.
ISA.52.11	Apartaos, apartaos, salid de ahí, no toquéis cosa inmunda;
ISA.52.12	Porque no saldréis apresurados, ni iréis huyendo; porque Jehová irá delante de vosotros, y os congregará el Dios de Israel.
ISA.52.13	He aquí que mi siervo será prosperado, será engrandecido y exaltado, y será puesto muy en alto. 
ISA.52.14	Como se asombraron de ti muchos, de tal manera fue desfigurado de los hombres su parecer, y su hermosura más que la de los hijos de los hombres, 
ISA.52.15	así asombrará él a muchas naciones; los reyes cerrarán ante él la boca, porque verán lo que nunca les fue contado, y entenderán lo que jamás habían oído.
ISA.53.1	¿Quién ha creído a nuestro anuncio?
ISA.53.2	Subirá cual renuevo delante de él, y como raíz de tierra seca; no hay parecer en él, ni hermosura; le veremos, mas sin atractivo para que le deseemos. 
ISA.53.3	Despreciado y desechado entre los hombres, varón de dolores, experimentado en quebranto; y como que escondimos de él el rostro, fue menospreciado, y no lo estimamos.
ISA.53.4	Ciertamente llevó él nuestras enfermedades, y sufrió nuestros dolores;
ISA.53.5	Mas él herido fue por nuestras rebeliones, molido por nuestros pecados; el castigo de nuestra paz fue sobre él, y por su llaga fuimos nosotros curados.
ISA.53.6	Todos nosotros nos descarriamos como ovejas,
ISA.53.7	Angustiado él, y afligido, no abrió su boca; como cordero fue llevado al matadero;
ISA.53.8	Por cárcel y por juicio fue quitado; y su generación, ¿quién la contará? Porque fue cortado de la tierra de los vivientes,
ISA.53.9	Y se dispuso con los impíos su sepultura, mas con los ricos fue en su muerte; aunque nunca hizo maldad, ni hubo engaño en su boca.
ISA.53.10	Con todo eso, Jehová quiso quebrantarlo, sujetándole a padecimiento. Cuando haya puesto su vida en expiación por el pecado, verá linaje, vivirá por largos días, y la voluntad de Jehová será en su mano prosperada. 
ISA.53.11	Verá el fruto de la aflicción de su alma, y quedará satisfecho; por su conocimiento justificará mi siervo justo a muchos, y llevará las iniquidades de ellos. 
ISA.53.12	Por tanto, yo le daré parte con los grandes, y con los fuertes repartirá despojos; por cuanto derramó su vida hasta la muerte, y fue contado con los pecadores,
ISA.54.1	Regocíjate, oh estéril, la que no daba a luz; levanta canción y da voces de júbilo, la que nunca estuvo de parto; porque más son los hijos de la desamparada que los de la casada,
ISA.54.2	Ensancha el sitio de tu tienda, y las cortinas de tus habitaciones sean extendidas; no seas escasa; alarga tus cuerdas, y refuerza tus estacas. 
ISA.54.3	Porque te extenderás a la mano derecha y a la mano izquierda; y tu descendencia heredará naciones, y habitará las ciudades asoladas.
ISA.54.4	No temas, pues no serás confundida; y no te avergüences, porque no serás afrentada, sino que te olvidarás de la vergüenza de tu juventud, y de la afrenta de tu viudez no tendrás más memoria. 
ISA.54.5	Porque tu marido es tu Hacedor; Jehová de los ejércitos es su nombre; y tu Redentor, el Santo de Israel; Dios de toda la tierra será llamado. 
ISA.54.6	Porque como a mujer abandonada y triste de espíritu te llamó Jehová, y como a la esposa de la juventud que es repudiada, dijo el Dios tuyo: 
ISA.54.7	Por un breve momento te abandoné, pero te recogeré con grandes misericordias. 
ISA.54.8	Con un poco de ira escondí mi rostro de ti por un momento; pero con misericordia eterna tendré compasión de ti, dijo Jehová tu Redentor.
ISA.54.9	Porque esto me será como en los días de Noé, cuando juré que nunca más las aguas de Noé pasarían sobre la tierra;
ISA.54.10	Porque los montes se moverán, y los collados temblarán, pero no se apartará de ti mi misericordia, ni el pacto de mi paz se quebrantará, dijo Jehová, el que tiene misericordia de ti.
ISA.54.11	Pobrecita, fatigada con tempestad, sin consuelo; he aquí que yo cimentaré tus piedras sobre carbunclo, y sobre zafiros te fundaré. 
ISA.54.12	Tus ventanas pondré de piedras preciosas, tus puertas de piedras de carbunclo, y toda tu muralla de piedras preciosas.
ISA.54.13	Y todos tus hijos serán enseñados por Jehová;
ISA.54.14	Con justicia serás adornada; estarás lejos de opresión, porque no temerás, y de temor, porque no se acercará a ti. 
ISA.54.15	Si alguno conspirare contra ti, lo hará sin mí; el que contra ti conspirare, delante de ti caerá. 
ISA.54.16	He aquí que yo hice al herrero que sopla las ascuas en el fuego, y que saca la herramienta para su obra; y yo he creado al destruidor para destruir. 
ISA.54.17	Ninguna arma forjada contra ti prosperará, y condenarás toda lengua que se levante contra ti en juicio. Ésta es la herencia de los siervos de Jehová, y su salvación de mí vendrá, dijo Jehová.
ISA.55.1	A todos los sedientos: Venid a las aguas;
ISA.55.2	¿Por qué gastáis el dinero en lo que no es pan, y vuestro trabajo en lo que no sacia? Oídme atentamente, y comed del bien, y se deleitará vuestra alma con grosura. 
ISA.55.3	Inclinad vuestro oído, y venid a mí; oíd, y vivirá vuestra alma; y haré con vosotros pacto eterno, las misericordias firmes a David.
ISA.55.4	He aquí que yo lo di por testigo a los pueblos, por jefe y por maestro a las naciones. 
ISA.55.5	He aquí, llamarás a gente que no conociste, y gentes que no te conocieron correrán a ti, por causa de Jehová tu Dios, y del Santo de Israel que te ha honrado.
ISA.55.6	Buscad a Jehová mientras puede ser hallado, llamadle en tanto que está cercano. 
ISA.55.7	Deje el impío su camino, y el hombre inicuo sus pensamientos, y vuélvase a Jehová, el cual tendrá de él misericordia, y al Dios nuestro, el cual será amplio en perdonar. 
ISA.55.8	Porque mis pensamientos no son vuestros pensamientos, ni vuestros caminos mis caminos, dijo Jehová. 
ISA.55.9	Como son más altos los cielos que la tierra, así son mis caminos más altos que vuestros caminos, y mis pensamientos más que vuestros pensamientos.
ISA.55.10	Porque como desciende de los cielos la lluvia y la nieve, y no vuelve allá, sino que riega la tierra, y la hace germinar y producir, y da semilla al que siembra, y pan al que come,
ISA.55.11	así será mi palabra que sale de mi boca; no volverá a mí vacía, sino que hará lo que yo quiero, y será prosperada en aquello para que la envié.
ISA.55.12	Porque con alegría saldréis, y con paz seréis vueltos; los montes y los collados levantarán canción delante de vosotros, y todos los árboles del campo darán palmadas de aplauso. 
ISA.55.13	En lugar de la zarza crecerá ciprés, y en lugar de la ortiga crecerá arrayán; y será a Jehová por nombre, por señal eterna que nunca será raída.
ISA.56.1	Así dijo Jehová: Guardad derecho, y haced justicia; porque cercana está mi salvación para venir, y mi justicia para manifestarse. 
ISA.56.2	Bienaventurado el hombre que hace esto, y el hijo de hombre que lo abraza; que guarda el día de reposo
ISA.56.3	Y el extranjero que sigue a Jehová no hable diciendo: Me apartará totalmente Jehová de su pueblo. Ni diga el eunuco: He aquí yo soy árbol seco. 
ISA.56.4	Porque así dijo Jehová: A los eunucos que guarden mis días de reposo,
ISA.56.5	yo les daré lugar en mi casa y dentro de mis muros, y nombre mejor que el de hijos e hijas; nombre perpetuo les daré, que nunca perecerá. 
ISA.56.6	Y a los hijos de los extranjeros que sigan a Jehová para servirle, y que amen el nombre de Jehová para ser sus siervos; a todos los que guarden el día de reposo
ISA.56.7	yo los llevaré a mi santo monte, y los recrearé en mi casa de oración; sus holocaustos y sus sacrificios serán aceptos sobre mi altar; porque mi casa será llamada casa de oración para todos los pueblos.
ISA.56.8	Dice Jehová el Señor, el que reúne a los dispersos de Israel: Aún juntaré sobre él a sus congregados.
ISA.56.9	Todas las bestias del campo, todas las fieras del bosque, venid a devorar. 
ISA.56.10	Sus atalayas son ciegos, todos ellos ignorantes; todos ellos perros mudos, no pueden ladrar; soñolientos, echados, aman el dormir. 
ISA.56.11	Y esos perros comilones son insaciables; y los pastores mismos no saben entender; todos ellos siguen sus propios caminos, cada uno busca su propio provecho, cada uno por su lado. 
ISA.56.12	Venid, dicen, tomemos vino, embriaguémonos de sidra; y será el día de mañana como éste, o mucho más excelente.
ISA.57.1	Perece el justo, y no hay quien piense en ello; y los piadosos mueren, y no hay quien entienda que de delante de la aflicción es quitado el justo. 
ISA.57.2	Entrará en la paz; descansarán en sus lechos todos los que andan delante de Dios. 
ISA.57.3	Mas vosotros llegaos acá, hijos de la hechicera, generación del adúltero y de la fornicaria. 
ISA.57.4	¿De quién os habéis burlado? ¿Contra quién ensanchasteis la boca, y alargasteis la lengua? ¿No sois vosotros hijos rebeldes, generación mentirosa, 
ISA.57.5	que os enfervorizáis con los ídolos debajo de todo árbol frondoso, que sacrificáis los hijos en los valles, debajo de los peñascos? 
ISA.57.6	En las piedras lisas del valle está tu parte; ellas, ellas son tu suerte; y a ellas derramaste libación, y ofreciste presente. ¿No habré de castigar estas cosas? 
ISA.57.7	Sobre el monte alto y empinado pusiste tu cama; allí también subiste a hacer sacrificio. 
ISA.57.8	Y tras la puerta y el umbral pusiste tu recuerdo; porque a otro, y no a mí, te descubriste, y subiste, y ensanchaste tu cama, e hiciste con ellos pacto; amaste su cama dondequiera que la veías. 
ISA.57.9	Y fuiste al rey con ungüento, y multiplicaste tus perfumes, y enviaste tus embajadores lejos, y te abatiste hasta la profundidad del Seol. 
ISA.57.10	En la multitud de tus caminos te cansaste, pero no dijiste: No hay remedio; hallaste nuevo vigor en tu mano, por tanto, no te desalentaste.
ISA.57.11	¿Y de quién te asustaste y temiste, que has faltado a la fe, y no te has acordado de mí, ni te vino al pensamiento? ¿No he guardado silencio desde tiempos antiguos, y nunca me has temido? 
ISA.57.12	Yo publicaré tu justicia y tus obras, que no te aprovecharán.
ISA.57.13	Cuando clames, que te libren tus ídolos; pero a todos ellos llevará el viento, un soplo los arrebatará; mas el que en mí confía tendrá la tierra por heredad, y poseerá mi santo monte. 
ISA.57.14	Y dirá: Allanad, allanad; barred el camino, quitad los tropiezos del camino de mi pueblo. 
ISA.57.15	Porque así dijo el Alto y Sublime, el que habita la eternidad, y cuyo nombre es el Santo: Yo habito en la altura y la santidad, y con el quebrantado y humilde de espíritu, para hacer vivir el espíritu de los humildes, y para vivificar el corazón de los quebrantados. 
ISA.57.16	Porque no contenderé para siempre, ni para siempre me enojaré; pues decaería ante mí el espíritu, y las almas que yo he creado. 
ISA.57.17	Por la iniquidad de su codicia me enojé, y le herí, escondí mi rostro y me indigné; y él siguió rebelde por el camino de su corazón. 
ISA.57.18	He visto sus caminos; pero le sanaré, y le pastorearé, y le daré consuelo a él y a sus enlutados; 
ISA.57.19	produciré fruto de labios: Paz, paz al que está lejos y al cercano,
ISA.57.20	Pero los impíos son como el mar en tempestad, que no puede estarse quieto, y sus aguas arrojan cieno y lodo. 
ISA.57.21	No hay paz, dijo mi Dios, para los impíos.
ISA.58.1	Clama a voz en cuello, no te detengas; alza tu voz como trompeta, y anuncia a mi pueblo su rebelión, y a la casa de Jacob su pecado. 
ISA.58.2	Que me buscan cada día, y quieren saber mis caminos, como gente que hubiese hecho justicia, y que no hubiese dejado la ley de su Dios; me piden justos juicios, y quieren acercarse a Dios. 
ISA.58.3	¿Por qué, dicen, ayunamos, y no hiciste caso; humillamos nuestras almas, y no te diste por entendido? He aquí que en el día de vuestro ayuno buscáis vuestro propio gusto, y oprimís a todos vuestros trabajadores. 
ISA.58.4	He aquí que para contiendas y debates ayunáis y para herir con el puño inicuamente; no ayunéis como hoy, para que vuestra voz sea oída en lo alto. 
ISA.58.5	¿Es tal el ayuno que yo escogí, que de día aflija el hombre su alma, que incline su cabeza como junco, y haga cama de cilicio y de ceniza? ¿Llamaréis esto ayuno, y día agradable a Jehová?
ISA.58.6	¿No es más bien el ayuno que yo escogí, desatar las ligaduras de impiedad, soltar las cargas de opresión, y dejar ir libres a los quebrantados, y que rompáis todo yugo? 
ISA.58.7	¿No es que partas tu pan con el hambriento, y a los pobres errantes albergues en casa; que cuando veas al desnudo, lo cubras, y no te escondas de tu hermano? 
ISA.58.8	Entonces nacerá tu luz como el alba, y tu salvación se dejará ver pronto; e irá tu justicia delante de ti, y la gloria de Jehová será tu retaguardia.
ISA.58.9	Entonces invocarás, y te oirá Jehová; clamarás, y dirá él: Heme aquí. Si quitares de en medio de ti el yugo, el dedo amenazador, y el hablar vanidad; 
ISA.58.10	y si dieres tu pan al hambriento, y saciares al alma afligida, en las tinieblas nacerá tu luz, y tu oscuridad será como el mediodía. 
ISA.58.11	Jehová te pastoreará siempre, y en las sequías saciará tu alma, y dará vigor a tus huesos; y serás como huerto de riego, y como manantial de aguas, cuyas aguas nunca faltan. 
ISA.58.12	Y los tuyos edificarán las ruinas antiguas; los cimientos de generación y generación levantarás, y serás llamado reparador de portillos, restaurador de calzadas para habitar.
ISA.58.13	Si retrajeres del día de reposo
ISA.58.14	entonces te deleitarás en Jehová; y yo te haré subir sobre las alturas de la tierra, y te daré a comer la heredad de Jacob tu padre; porque la boca de Jehová lo ha hablado.
ISA.59.1	He aquí que no se ha acortado la mano de Jehová para salvar, ni se ha agravado su oído para oír; 
ISA.59.2	pero vuestras iniquidades han hecho división entre vosotros y vuestro Dios, y vuestros pecados han hecho ocultar de vosotros su rostro para no oír. 
ISA.59.3	Porque vuestras manos están contaminadas de sangre, y vuestros dedos de iniquidad; vuestros labios pronuncian mentira, habla maldad vuestra lengua. 
ISA.59.4	No hay quien clame por la justicia, ni quien juzgue por la verdad; confían en vanidad, y hablan vanidades; conciben maldades, y dan a luz iniquidad. 
ISA.59.5	Incuban huevos de áspides, y tejen telas de arañas; el que comiere de sus huevos, morirá; y si los apretaren, saldrán víboras. 
ISA.59.6	Sus telas no servirán para vestir, ni de sus obras serán cubiertos; sus obras son obras de iniquidad, y obra de rapiña está en sus manos. 
ISA.59.7	Sus pies corren al mal, se apresuran para derramar la sangre inocente; sus pensamientos, pensamientos de iniquidad; destrucción y quebrantamiento hay en sus caminos. 
ISA.59.8	No conocieron camino de paz,
ISA.59.9	Por esto se alejó de nosotros la justicia, y no nos alcanzó la rectitud; esperamos luz, y he aquí tinieblas; resplandores, y andamos en oscuridad. 
ISA.59.10	Palpamos la pared como ciegos, y andamos a tientas como sin ojos; tropezamos a mediodía como de noche; estamos en lugares oscuros como muertos. 
ISA.59.11	Gruñimos como osos todos nosotros, y gemimos lastimeramente como palomas; esperamos justicia, y no la hay; salvación, y se alejó de nosotros. 
ISA.59.12	Porque nuestras rebeliones se han multiplicado delante de ti, y nuestros pecados han atestiguado contra nosotros; porque con nosotros están nuestras iniquidades, y conocemos nuestros pecados: 
ISA.59.13	el prevaricar y mentir contra Jehová, y el apartarse de en pos de nuestro Dios; el hablar calumnia y rebelión, concebir y proferir de corazón palabras de mentira. 
ISA.59.14	Y el derecho se retiró, y la justicia se puso lejos; porque la verdad tropezó en la plaza, y la equidad no pudo venir. 
ISA.59.15	Y la verdad fue detenida, y el que se apartó del mal fue puesto en prisión; y lo vio Jehová, y desagradó a sus ojos, porque pereció el derecho. 
ISA.59.16	Y vio que no había hombre, y se maravilló que no hubiera quien se interpusiese; y lo salvó su brazo, y le afirmó su misma justicia.
ISA.59.17	Pues de justicia se vistió como de una coraza,
ISA.59.18	como para vindicación, como para retribuir con ira a sus enemigos, y dar el pago a sus adversarios; el pago dará a los de la costa. 
ISA.59.19	Y temerán desde el occidente el nombre de Jehová, y desde el nacimiento del sol su gloria; porque vendrá el enemigo como río, mas el Espíritu de Jehová levantará bandera contra él. 
ISA.59.20	Y vendrá el Redentor a Sion, y a los que se volvieren de la iniquidad en Jacob,
ISA.59.21	Y éste será mi pacto con ellos, dijo Jehová: El Espíritu mío que está sobre ti, y mis palabras que puse en tu boca, no faltarán de tu boca, ni de la boca de tus hijos, ni de la boca de los hijos de tus hijos, dijo Jehová, desde ahora y para siempre.
ISA.60.1	Levántate, resplandece; porque ha venido tu luz, y la gloria de Jehová ha nacido sobre ti. 
ISA.60.2	Porque he aquí que tinieblas cubrirán la tierra, y oscuridad las naciones; mas sobre ti amanecerá Jehová, y sobre ti será vista su gloria. 
ISA.60.3	Y andarán las naciones a tu luz, y los reyes al resplandor de tu nacimiento.
ISA.60.4	Alza tus ojos alrededor y mira, todos estos se han juntado, vinieron a ti; tus hijos vendrán de lejos, y tus hijas serán llevadas en brazos. 
ISA.60.5	Entonces verás, y resplandecerás; se maravillará y ensanchará tu corazón, porque se haya vuelto a ti la multitud del mar, y las riquezas de las naciones hayan venido a ti. 
ISA.60.6	Multitud de camellos te cubrirá; dromedarios de Madián y de Efa; vendrán todos los de Sabá; traerán oro e incienso, y publicarán alabanzas de Jehová. 
ISA.60.7	Todo el ganado de Cedar será juntado para ti; carneros de Nebaiot te serán servidos; serán ofrecidos con agrado sobre mi altar, y glorificaré la casa de mi gloria.
ISA.60.8	¿Quiénes son éstos que vuelan como nubes, y como palomas a sus ventanas? 
ISA.60.9	Ciertamente a mí esperarán los de la costa, y las naves de Tarsis desde el principio, para traer tus hijos de lejos, su plata y su oro con ellos, al nombre de Jehová tu Dios, y al Santo de Israel, que te ha glorificado.
ISA.60.10	Y extranjeros edificarán tus muros, y sus reyes te servirán; porque en mi ira te castigué, mas en mi buena voluntad tendré de ti misericordia. 
ISA.60.11	Tus puertas estarán de continuo abiertas; no se cerrarán de día ni de noche, para que a ti sean traídas las riquezas de las naciones,
ISA.60.12	Porque la nación o el reino que no te sirviere perecerá, y del todo será asolado. 
ISA.60.13	La gloria del Líbano vendrá a ti, cipreses, pinos y bojes juntamente, para decorar el lugar de mi santuario; y yo honraré el lugar de mis pies. 
ISA.60.14	Y vendrán a ti humillados los hijos de los que te afligieron, y a las pisadas de tus pies se encorvarán todos los que te escarnecían,
ISA.60.15	En vez de estar abandonada y aborrecida, tanto que nadie pasaba por ti, haré que seas una gloria eterna, el gozo de todos los siglos. 
ISA.60.16	Y mamarás la leche de las naciones, el pecho de los reyes mamarás; y conocerás que yo Jehová soy el Salvador tuyo y Redentor tuyo, el Fuerte de Jacob.
ISA.60.17	En vez de bronce traeré oro, y por hierro plata, y por madera bronce, y en lugar de piedras hierro; y pondré paz por tu tributo, y justicia por tus opresores. 
ISA.60.18	Nunca más se oirá en tu tierra violencia, destrucción ni quebrantamiento en tu territorio, sino que a tus muros llamarás Salvación, y a tus puertas Alabanza.
ISA.60.19	El sol nunca más te servirá de luz para el día, ni el resplandor de la luna te alumbrará, sino que Jehová te será por luz perpetua, y el Dios tuyo por tu gloria.
ISA.60.20	No se pondrá jamás tu sol, ni menguará tu luna; porque Jehová te será por luz perpetua, y los días de tu luto serán acabados. 
ISA.60.21	Y tu pueblo, todos ellos serán justos, para siempre heredarán la tierra; renuevos de mi plantío, obra de mis manos, para glorificarme. 
ISA.60.22	El pequeño vendrá a ser mil, el menor, un pueblo fuerte. Yo Jehová, a su tiempo haré que esto sea cumplido pronto.
ISA.61.1	El Espíritu de Jehová el Señor está sobre mí, porque me ungió Jehová; me ha enviado a predicar buenas nuevas a los abatidos,
ISA.61.2	a proclamar el año de la buena voluntad de Jehová,
ISA.61.3	a ordenar que a los afligidos de Sion se les dé gloria en lugar de ceniza, óleo de gozo en lugar de luto, manto de alegría en lugar del espíritu angustiado; y serán llamados árboles de justicia, plantío de Jehová, para gloria suya. 
ISA.61.4	Reedificarán las ruinas antiguas, y levantarán los asolamientos primeros, y restaurarán las ciudades arruinadas, los escombros de muchas generaciones.
ISA.61.5	Y extranjeros apacentarán vuestras ovejas, y los extraños serán vuestros labradores y vuestros viñadores. 
ISA.61.6	Y vosotros seréis llamados sacerdotes de Jehová, ministros de nuestro Dios seréis llamados; comeréis las riquezas de las naciones, y con su gloria seréis sublimes. 
ISA.61.7	En lugar de vuestra doble confusión y de vuestra deshonra, os alabarán en sus heredades; por lo cual en sus tierras poseerán doble honra, y tendrán perpetuo gozo.
ISA.61.8	Porque yo Jehová soy amante del derecho, aborrecedor del latrocinio para holocausto; por tanto, afirmaré en verdad su obra, y haré con ellos pacto perpetuo. 
ISA.61.9	Y la descendencia de ellos será conocida entre las naciones, y sus renuevos en medio de los pueblos; todos los que los vieren, reconocerán que son linaje bendito de Jehová.
ISA.61.10	En gran manera me gozaré en Jehová, mi alma se alegrará en mi Dios; porque me vistió con vestiduras de salvación, me rodeó de manto de justicia, como a novio me atavió, y como a novia adornada con sus joyas.
ISA.61.11	Porque como la tierra produce su renuevo, y como el huerto hace brotar su semilla, así Jehová el Señor hará brotar justicia y alabanza delante de todas las naciones.
ISA.62.1	Por amor de Sion no callaré, y por amor de Jerusalén no descansaré, hasta que salga como resplandor su justicia, y su salvación se encienda como una antorcha. 
ISA.62.2	Entonces verán las gentes tu justicia, y todos los reyes tu gloria; y te será puesto un nombre nuevo, que la boca de Jehová nombrará. 
ISA.62.3	Y serás corona de gloria en la mano de Jehová, y diadema de reino en la mano del Dios tuyo. 
ISA.62.4	Nunca más te llamarán Desamparada, ni tu tierra se dirá más Desolada; sino que serás llamada Hefzi-bá,
ISA.62.5	Pues como el joven se desposa con la virgen, se desposarán contigo tus hijos; y como el gozo del esposo con la esposa, así se gozará contigo el Dios tuyo.
ISA.62.6	Sobre tus muros, oh Jerusalén, he puesto guardas; todo el día y toda la noche no callarán jamás. Los que os acordáis de Jehová, no reposéis, 
ISA.62.7	ni le deis tregua, hasta que restablezca a Jerusalén, y la ponga por alabanza en la tierra. 
ISA.62.8	Juró Jehová por su mano derecha, y por su poderoso brazo: Que jamás daré tu trigo por comida a tus enemigos, ni beberán los extraños el vino que es fruto de tu trabajo; 
ISA.62.9	sino que los que lo cosechan lo comerán, y alabarán a Jehová; y los que lo vendimian, lo beberán en los atrios de mi santuario.
ISA.62.10	Pasad, pasad por las puertas; barred el camino al pueblo; allanad, allanad la calzada, quitad las piedras, alzad pendón a los pueblos. 
