MAT.1.1	Iesu Keriso ena rama kupu torina Aberahamo mai Davida bibirakiai emai.
ACT.23.19	Huari poki hauna Paulo uana imanai e'ebe teao haiahaiai ba ebakaina, “Emu nuatae 'abina taba haia'uai kohinana?” 
ACT.23.20	Ia e'abi etibaha, “Iuda haukia aba tehina haeamona katenoini'o, ‘Mara Paulo koaoaina bakai apa'uana haukia herekia, katebakai haraina herenai 'abi berona katea'ina.’ ṉa katehoma. 
ACT.23.21	Ia aiakia a'i kona pokina maearima haukia ikoinai bariabui reana hanona katebai'ima Paulo katehe abuna. Te'abi'uai Tirama wairanai a'i kateani 'ao bei a'i kateinu keao mo Paulo kateahu 'arina. Bariu maearima weiakia hanona aba te'oru kate babaina, ekia noi mo koa'i taeana hanona tibahubahu aina.” 
ACT.23.22	Huari poki hauna hau 'aru'aruna weiana eharabuna etibaha, “Ohina bena'u 'abina neiana pouna hanona hau ha haianai a'i kohinana.” Ba euhuna eka'a.
ACT.23.23	Weiana huari poki hauna ehore huari haukia hinabu tipoki ainakia haukia rua eaparinakia ehina benakia etibaha, “Huari haukia hinabu rua, hoti ai ṯehuari haukia ikoinai imabui harau rua mai 'arawai haukia ikoinai hinabu rua katoba'orunakia. Bariu rabi beraura hoana 'ababani hamomo hanona katoao Kaisarea. 
ACT.23.24	Hoti baika abomo katoba'orunakia Paulo kemia'au, kato'ima haraina katoaoaina Kabana hauna Feliki herena.” 
ACT.23.25	Ba huari poki hauna marere ha ererena keao Kabana hauna herena, ṉa erere aihona.
ACT.23.26	“Au Klaudio Lusia,
ACT.23.26	ao'u namonai oi Feliki Kabana
ACT.23.26	haumu namomu banamo nabeni'o.
ACT.23.27	Iuda haukia hau neiana tea'ina teahuna aba kateahu 'arina aonai, e'u huari haukia kipokia taeao 'arana tabamaurina. Pokina a'iobina ia hanona Roma hauna. 
ACT.23.28	Au anuatae ka'iobina taba buonai tikai ahina buonai aeaoaina Iuda haukia ekia bakai apa'uana aonai. 
ACT.23.29	Weia a'iobina hau neiana taba ua'a ha a'i ebabaina weiana ke'ari 'ao kewapuraina, ia kipokia ekia rauhubu aonai bakaibakai baika buokiai tea'ina. 
ACT.23.30	Haeamona Iuda haukia baika terobahu kateahu 'arina ṉa teho, pouna aona raninai beronai mo auhuna heremu. Tehinau aina haukia abomo ahina benakia ekia hinau 'abikia katewahi ainakia heremu.”
ACT.23.31	Ua buonai huari haukia ekia poki hauna aiana teka'aina ihobonai rabi weiana aonai Paulo teaoaina Antipatri ai tekarahi. 
ACT.23.32	Erani hanona aekiai teka'a haukia temue ekia aka 'ekana teao, ia hotiai haukia Paulo teaoaina. 
ACT.23.33	Hotiai teao haukia Kaisareai tekara'au raninai, marere weiana Kabana hauna atana Feliki tebena, ba Paulo abonamo Feliki ena iha'ini ba'anai tehabona. 
ACT.23.34	Kabana hauna marere weiana etuabina murinai, ia Paulo ebakaina ia hanona 'eka tabana hauna. Ia e'iobina Paulo hanona Kilikia hauna raninai, 
ACT.23.35	e'abi etibaha, “Oi beho 'ekanai tihorotini'o haukia katemai raninai, oi emu pou kohina aiamu kaona.” Epua ia ena huari haukia ehina benakia Paulo weia Heroda obia hauna ena itu aonai kateiha 'inina.
ACT.24.1	Wapu ima teore murinai Anania robe haukia arakiai hauna, aiara haukia apa'uakia mai Roma ekia rauhubu e'iobi haraina hauna atana Teretulo kipokia teriri teao Kaisarea, Kabana hauna Feliki wairanai Paulo katehinau aina. 
ACT.24.2	Ba Feliki 'abi euhuna eao Paulo temaiaina, weiana Teretulo emikiri ena hinau 'abina ea'i ramana etibaha, “Feliki, Kabana haumu namomu e, ihau rarina o'uaiai harainamai baibua aonai ṯamiaho. Emu aotipai emai hano neiana aonai taba namokia bo'okia terama. 
ACT.24.3	Ua buonai 'eka maikoinai mai taeara ikoikiai ai hanona oi ṯa'i taeani'o. Feliki Kabana haumu namomu, ai mai aomai ikoikiai oi ṯabanamoni'o.
ACT.24.4	Bariu a'i kabaro'arini'o, ia nanoini'o koaoko'o ainamai, emai 'abi papana uruna kona. 
ACT.24.5	'Abina hanona neiana. Hau neiana tatabu ahina ia hanona ripuripu hauna. Hanopaka maikoina aonai Iuda maearimakia ikoikiai herekiai atetua nibarama barama bena hauna, abomo Nasareta maearimakia ki'a obokia ne'uai ainakia ekia a'i to'u aokiai. 
ACT.24.6	Ia nihore Marea Robe niba'opuna buonai ta'ina. (Emai rauhubu tainai katababakaina. 
ACT.24.7	Ia Lusia huari poki hauna apa'uana emai ebatabura ki'a heremaiai epuhu boina. 
ACT.24.8	Ba tehinau aina haukia ehina benakia katewahi heremu.) Ba oi kipomu hau naiana kobakaina, ai ia ṯahinau aina hauna aiana kona hanona ko'iobina.” 
ACT.24.9	Weiana Iuda haukia abomo Teretulo tebaruana te'abi ena 'abi ikoikiai hanona tohakia.
ACT.24.10	Kabana hauna 'ekuna ekaina Paulo ke'abi, ba Paulo e'abi etibaha, “Ihau rarina eka hanopaka aonai bakai bo'ona obabainakia buonai au ao'u namonai kipo'u pou'u kahinana oi wairamuai. 
ACT.24.11	Oi kipomu 'uri'uri neiana pokina kotabuna raninai aba ko'iobina, weiana wapu harau haea rua aba teao aonai au akara'au Ierusalema aeao kabahuba'ari. 
ACT.24.12	Aonai Iuda haukia here'uai beho ha a'i tetabu ahina, marea robe aonai hau ha ohi a'i tabaiara 'ao marea aokiai 'ao aiara weiana aonai a'i abatetua. 
ACT.24.13	Hau neiakia bariu ṯehinau aina'u 'abikia hanona a'i mo kateba tohanakia oi wairamuai.
ACT.24.14	“Iamo au wairamuai kahina pouna hanona neiana, hau neiakia ti'abi kuti bai'oina taearanai au hanona 'aba'abamai ekia Tirama nakuti aina, taba ikoikiai Mose ena rauhubuai mai mahabanai haukia ekia pukai tererenakia ikoikiai ṉa'i taeanakia. 
ACT.24.15	E'u buabeni Tirama herenai hanona ihobonamo maearima neiakia. Emai buabeni hanona bero haukia mai ki'a haukia ikoikiai 'ariai katemikiri mue. 
ACT.24.16	Ua buonai rani ikoinai nabatabura ao'u beronai kamiaho Tirama mai maearima wairakiai.
ACT.24.17	“Ihau baika atau'ai amiaho murinai amue aeao Ierusalema e'u maearima herekia beruberu kaeao ainakia uraru haukia kabenakia haeamona ki'a ihina haona banamona kababaina paunai. 
ACT.24.18	Au hanona robe hoahoana ababaina abamaha mahana'u aonai marea robe ai teihana'u, mako ua'a aha'i, abomo 'uri'uri ua'a ha a'i ababaina. 
ACT.24.19	Ia Iuda haukia baika Asiai temai haukia abomo weia, e'u beho ha teihana raninai bariu wairamuai patewaira tina patehina pouna. 
ACT.24.20	Aha'i raninai Iuda haukia neiakia aba temai haukia teme'abi, bakai apa'uana haukia wairakiai tebabakaina'u aonai e'u beho tabana tetabu ahina. 
ACT.24.21	Ia wairakiai akoroti raninai aio 'abi ha neiana ahinana atibaha, ‘'Ari haukia katemikiri mue mo paunai bariu toa'ina'u bakai 'ekanai tohorotina'u.’”
ACT.24.22	Ba Feliki a'ikakauma taearana e'iobi haraina paunai bakai ekaiabuna ba e'abi etibaha, “Huari poki hauna Lusia kemai raninai emi bakai karaonana.” 
ACT.24.23	Ia ehore huari haukia hinabu nipoki ainakia hauna ehina bena Paulo keiha 'ini haraina, ia a'i kekaiabu ki'a bahana, ena hau katemai katetoana haeamona ena nuatae tabakia re'a katebabai.
ACT.24.24	Rani baika teao murinai Feliki atawana Drusila ohi temai, Drusila hanona Iuda babi'ena Feliki ebaiuhu eao Paulo emai, ba Paulo a'ikakauma Keriso Iesu aonai hauna pouna ehinana aiana teona. 
ACT.24.25	Ia Paulo ehore aka bero, bakiro mai bakaibakai rarina kemai hauna robakia eahuna, weiana Feliki hanona eta'u e'abi etibaha, “Abetaina naia, bariu hanona komue koao, rani ha namona kehaea 'eu'uai raninai kapari mueni'o.” 
ACT.24.26	Rani weianai Feliki eraonana Paulo moni baika ia kebena ba keba karahina, weiana buonai rani bo'ona ebaiuhu Paulo eao terarua te'abi'abi.
ACT.24.27	Weiana ihau rua teao murinai Porokio Festo ehore Feliki 'ekana ea'ina. Ia Feliki Iuda haukia aokia keana paunai Paulo wapura itunai ehabona.
ACT.25.1	Festo ke'imana hanonai ekara'au ena aka ea'i ramana wapu aihau murinai Kaisareai eao Ierusalema. 
ACT.25.2	Robe haukia apa'uakia mai Iuda haukia apa'uakia teao herenai ua'a Paulo tehinau aina. 
ACT.25.3	Festo teba'amena ṯenuatae bariu Paulo keuhuna kemai Ierusalema. Pokina Paulo kekara'au hanona kateba'oru, taearai katehe abuna kateahu 'arina teraonana. 
ACT.25.4	Ia Festo e'abi etibaha, “Paulo hanona Kaisarea wapura itunai tekai abuna, rani papana haeamona aba kamue kaeao. 
ACT.25.5	Namona hanona ṯeuai ainimi haukia katemai kipokia kataeao Kaisareai hau weiana mai ena beho re'a katehinau aina.”
ACT.25.6	Wapu 'ababani 'ao harau haea 'abana kipokia temiaho murinai Festo eao Kaisarea. Erani eao bakai 'ekanai emiati 'abi euhuna eao Paulo kate maiaina. 
ACT.25.7	Ba Paulo emai raninai, Iuda haukia Ierusalemai temai haukia teao Paulo tekori kaiarona 'abi bo'okia pumakia 'akikia tehina herenai, ikoikiai a'i mo katebatoha 'abikia 'abaeana. 
ACT.25.8	Paulo ekia 'abi arana ebamuena etibaha, “Au taba ha a'i ababaina, Iuda haukia ekia rauhubu a'i mo abakai hurina, marea robe abomo a'i a'iki'ana, 'ao Roma ekia obia 'arana Kaisa herenai beho mo ha a'i ababaina.”
ACT.25.9	Ia Festo Iuda haukia ketainakia aokia kebanamona ṉa ehoma Paulo ebakaina, “Nonuatae kokara'au koao Ierusalema hinau 'abikia neiakia paukiai ua'a waira'uai kobakai?” 
ACT.25.10	Paulo e'abi etibaha, “Au bariu Kaisa ena bakai 'ekanai nakoroti, au bariu mo neianai mebakaina'u. Pokina oi o'iobi ki'a bahana, Iuda haukia herekiai taba ha a'i a'iki'ana. 
ACT.25.11	Ia pabeho mo ba beho 'arana 'ari pate'uahina, a'i naubo pa'ari. Ia Iuda haukia ekia hinau 'abikia aha'uai tene'eti ikoikiai a'i tetoha, hau ha ena bero aha'i kea'ina'u ia imakiai keutana. Nanoi Kaisa wairanai kakoroti kabakai.” 
ACT.25.12	Festo bakai haukia kipokia terobahu epua hanona Paulo ehina bena etibaha, “Oi onoi Kaisa herenai buonai koao Kaisa herena kobakai.”
ACT.25.13	Wapu baika teao murinai obia 'arana hauna Agripa haibuna Berenike ohi Festo itoana ibanamona paunai teao Kaisarea. 
ACT.25.14	Rani homa'ana temiaho aonai Festo ehore Paulo robana eahuna obia 'arana Agripa herenai, “Feliki wapura hauna ha ṉa'a ehabona wapura itunai. 
ACT.25.15	Aeao Ierusalema raninai, robe haukia apa'uakia mai Iuda haukia apa'uakia kipokia temai here'u tehinau tenoina'u kabawapurana. 
ACT.25.16	Ahina benakia atibaha, ‘Roma haukia ekia hoahoa hanona nahomana aha'i, maearima hanona a'i ṯakaiabu 'abaeana keao mo ehinau aina hauna ohi bakai 'ekanai katekoroti ia mai ena bero kipona pouna kehinana.’
ACT.25.17	Kipokia tamai neia raninai, a'i abahoma'ana erani aeao bakai 'ekanai, abaiuhu eao hau weiana kemai, ba emai. 
ACT.25.18	Tehinau haukia temikiri te'abi raninai beho araonanakia haukia a'i tehina. 
ACT.25.19	Ia ae'emo ekia bahuba'ari taearana te'uri'uri aina mai 'ari hauna ha atana Iesu e'ari weiana Paulo e'abi emauri hauna buonai kipokia tebaiara hauna robana teahuna. 
ACT.25.20	Taba neiana itabuna ababataina here'uai a'i etaina buonai, Paulo abakaina, kenuatae re'a keao Ierusalema ua'a kebakai. 
ACT.25.21	'A enoi ena bakai Kaisa keihana, ua buonai a'abi katekaiabuna wapura itunai kemiaho keaomo kauhuna keao Kaisa herena.” 
ACT.25.22	Ba Agripa ehore Festo ehina bena etibaha, “Au abomo nanuatae hau weiana aiana kipo'u haia'uai kaona.” Festo ia ena 'abi ebamuena etibaha, “Mara ia aiana aba kona.”
ACT.25.23	Erani Agripa mai Berenike ekia habuni namokia mai nuabikia ekia apa'ua hoana ibawaira tinana haukia tebatotonakia, huari poki haukia mai aiara haukia apa'uakia kipokia tetoto teao to'u ituna. Festo ena 'abiai Paulo temaiaina. 
ACT.25.24	Festo emikiri e'abi, “Obia arana haumu Agripa mai towaira tina haumi ikoimiai! Hau neiana ṯoihana. Iuda haukia Ierusalemai ua'a mai neia Kaisareai ṯemiaho haukia maikoina hau neiana here'uai tehinau aina teioaina tetibaha, ‘Ia kemiaho hanona ena namo aha'i, ia ke'ari.’ 
ACT.25.25	Ia beho tabai ke'ari hanona au a'i atabu ahina, haeamona kipona enoina'u ena bakai Kaisa keihana buonai, naraonana kauhuna keao Roma. 
ACT.25.26	Ia a'i na'iobina ahanai 'abi tabana mo karere keao Kaisa herena. Ua buonai amaiaina ikoimiai wairamiai, tohana hana obia 'arana hauna Agripa wairamuai, kahabakai haraina ia 'abina namona kahatabu ahina karerena. 
ACT.25.27	Naraonana a'i ebero wapura hauna kauhu 'abaeana ia ena beho a'i karere pouna.”
ACT.26.1	Agripa ehore Paulo ehina bena etibaha, “Aba bero nabeni'o kipomu poumu mohinana.” Ba Paulo imana ea'i taeanakia e'abi etibaha, 
ACT.26.2	“Obia 'arana hauna Agripa e, au kipo'u nababataina bariu rani neianai oi wairamuai akoroti hanona enamo, pokina Iuda haukia ekia hinau 'abikia here'uai hauna kipo'u pouna kahinana. 
ACT.26.3	Neiana hanona taba tohana, oi o'iobina Iuda haukia ekia hoahoa mai ekia atetua, ua buonai nanoini'o kobai'ima au ka'abi.
ACT.26.4	“Iuda haukia ikoikiai te'iobina'u ko'iko'i'uai a'iramana emai mo bariu, e'u miaho maurina kipo'u e'u aiarai abomo Ierusalema ai. 
ACT.26.5	Aba wa'i baha te'iobina'u abomo au hanona Parisea haunai tebaona'u, ekia kuti rauhubukia pahihikia katebabai aokiai au abomo baiatakiai, ia katenuatae hanona katehina pouna. 
ACT.26.6	Bariu bakai 'ekanai akoroti, pokina Tirama e'abi 'uai 'aba'abaka herekiai hauna nabuabena paunai. 
ACT.26.7	Itubu harauhaea rua rabi mai mararani Tirama nahakuti aina mai 'abi'uai neiana nahabuabena kerama. Hau apa'uana e, buabeni weiana paunai Iuda haukia au ṯehinau aina'u. 
ACT.26.8	Taba buonai wai tu'abi Tirama nihore maearima 'ariai nibamikiri muenakia a'i katoa'i taeana ṉa tuho?
ACT.26.9	“Au abomo ao'uai araonana Iesu Nasareta hauna atana a'oatana ia'i ki'ana akakia bo'ona pababai hanona penamo. 
ACT.26.10	Au Ierusalemai ua ababai aiho, robe haukia apa'uakia hiabu tebena'u, aeao Tirama ena maearima a'inakia abawapuranakia, abomo kateahu 'arinakia 'abina tehinana au ima'u a'itaeana. 
ACT.26.11	Rani bo'ona aeao marea ha ha aokiai ahunakia abahaiaranakia, abahobona ahina benakia ekia a'ikakauma kate buniaina, au aopuereai ki'a bahanakia, weiana hanopaka haeai abomo aeao ahunakia.
ACT.26.12	“Raona neiana paunai au rani ha robe haukia apa'uakia hiabu tebena'u teuhuna'u kaeao Damaseko. 
ACT.26.13	Obiamu, taearai atiaha tohanai ea ha aihana kupa 'ubinai, ea ki'a baha ba beraura, te'abana'u haukia kipokia ebaea obonamai. 
ACT.26.14	Ikoimaiai ta'eho 'anoai aia ha aona Heberu maeakia ehina bena'u etibaha, ‘Saulo e, Saulo e, taba buonai au nu'oatana'u? Au nubaki'ana'u hanona kipomu kobahaiarani'o akana nubabaina.’ 
ACT.26.15	Abakaina atibaha, ‘Obiapaka e, oi tai?’ Obiapaka e'abi, ‘Au Iesu oi nu'oatana'u hau'u. 
ACT.26.16	Momikiri aemu tohanai mokoroti, au heremuai awaira tina hanona ka'itaeaini'o e'u ta'ara'i haunai koao, bariu oi aea oiha aihona'u abomo wairai kabaihani'o haukia poukia maearima kohina benakia. 
ACT.26.17	Au Iuda mai rama haeai haukia imakiai oi kabamaurini'o, haeamona kauhuni'o rama haeai haukia herekiai. 
ACT.26.18	Mahakia kobano'anakia wapurai koba kabanainakia katemai ea, ba Satani ena hiabuai katekabanai katemai Tirama herena, weiana kate a'ikakaumana'u ekia ki'a ihina hao mai ekia 'eka katea'ina Tirama ena maearima robekia baiatakiai.’
ACT.26.19	“Obia 'arana haumu Agripa e, kupai aia weiana aona hauna aka'ai tohana. 
ACT.26.20	Kori'uaina hanona weia Damasekoai, haeamona Ierusalemai mai Iudea aiarakia ikoinai eaomo rama haeai haukia herekiai airoro aina kateraona kabe katemue Tirama herenai, aka namokia katebabainakia weiana ia aba teraona kabe haukia katebatohanakia. 
ACT.26.21	Weiana buonai Iudea haukia marea robe aonai tea'ina'u, ekia nuatae hanona kateahu 'arina'u. 
ACT.26.22	Au hanona Tirama ebarai to'ona'u emai mo bariu au wairamiai akoroti nabatohana, maearima papakia 'ao apa'uakia ikoikiai herekiai teihobo. Au nahinana hauna hanona taba hamona mo mahabanai haukia mai Mose ia robana teahuna kerama hauna. 
ACT.26.23	Keriso hanona kehaiara ba 'ariai kemikiri 'uai, Isaraela haukia mai rama haeai haukia ikoikiai herekiai ena bamauri eana kemaiaina.”
ACT.26.24	Paulo kipona pouna nehinana aonai Festo eio etibaha, “Paulo e, oi hanona aba nubeau 'ari, emu aotipa apa'uana ehore aba ebabeau 'arini'o.” Paulo ia ehina bena etibaha, 
ACT.26.25	“Festo Apa'uamu e, au hanona a'i nabeau'ari, au nahina haukia hanona 'abi tohakia abomo mai anikia. 
ACT.26.26	Au ahina 'abikia hanona obia 'arana hauna abomo neiakia e'iobi buonai au mai ao'u ikoinai na'abi. Au a'iobina ia neiakia ikoikiai aba ea'i harainakia, pokina taba neiakia hanona eua'a haiahaiai a'i terama. 
ACT.26.27	Agripa Obia haumu e, oi mahabanai haukia nubatohanakia? Au a'iobina oi ia nubatohanakia.”
ACT.26.28	Agripa Paulo ehina bena etibaha, “Rani papana neiana aonai oi nuraonana au Keriso ena maearima ai aba kobaona'u, 'u?” 
ACT.26.29	Paulo e'abi etibaha, “Rani eko'o ko'o 'ao rani ehoma'a, ia au Tirama nanoina, oi ikupaiamu aha'i, ia aia'u tuona haumi ikoimiai bariu beraura neianai hanona patomai au 'abanai patoao, iamo heremiai tabiri hamona ṉahomana a'i nanuatae aina.”
ACT.26.30	Ba Obia 'arana hauna, Kabana hauna, Berenike mai weia temiati haukia ikoikiai temikiri, 
ACT.26.31	ikaihuri weiana tehabona tekarahi, ha ha te'abi'abi tetibaha, “Hau neiana taba ha a'i ebabai ki'ana weiana ia ke'ari 'ao kewapura hauna a'i ebabaina.” 
ACT.26.32	Agripa ehore Festo ehina bena etibaha, “Hau neiana hanona pahabakarahina, ia Kaisa mo atana ehinana ua'a kebakai.”
ACT.27.1	Weiakia ekia raona tebatohana ai hanona aunohi ai kataeao Italia, ba Paulo mai wapura haukia baika hanona huari haukia hinabu ha ne'imanakia hauna ha atana Iulio imanai teutanakia, ia hanona obia 'arana Augusto ena huari hauna ha. 
ACT.27.2	Ai Adramutio aunohina ha ai taehe'au ba Asia 'abirakia poekia katabeauna tabeau ahi, Aristako Makedonia hauna weia Tesalonika ai emai hauna abomo ai baiatamai ai. 
ACT.27.3	Erani hanona Sidono ai tabeau'au, ba weia hanona Iulio ena namo hoana Paulo herenai ebabaina ehabona keao ena hau herekia keihanakia ena nuatae tabakia re'a katebena. 
ACT.27.4	'Eka weiana tahabona tabeau ahi mue 'akupakanai taeao Kupuro kereibua murinai tabeauna pokina baura wairamaiai emai paunai. 
ACT.27.5	'Akupaka 'abaeanai tabeauna Kilikia mai Pamfulia poekia tahabonakia taeao Lukia hanonai 'eka atana Mura ai tabeau 'au.
ACT.27.6	Weia hanona huari poki hauna weiana Alesanderea aunohina ha Italia niao hauna etabu ahina, ba weia ebaehe banainamai. 
ACT.27.7	Wapu bo'ona maharimahari tabeau ba mai aro'arimai taeao Kenido ai tabeau 'au. Emai nuatae 'ekana ṯabeau bena aonai baura wairamaiai emai paunai Salmone pauna tabeau banai tabeau taeao Krete kereibua bunianai. 
ACT.27.8	Mai aro'arimai poe haiana tabeauna tamai 'eka ha atana ‘Ihoahoa Namoabuna’, 'eka weiana mai Lasea aiarana baiatakia hanona a'i ehoma'a.
ACT.27.9	Wapu bo'ona hanona ua'a eore ba rani ena ki'ai 'akuai beau hanona aba keki'a ki'a baha pokina bariu Iuda haukia ekia ani robe ranina hanona aba ekabanai. Ua buonai Paulo eba'iobi baihanakia etibaha, 
ACT.27.10	“Hau ikoimiai e, au eka harima naihana bariu neia keao hanona aba keki'a ki'a baha eka taba rarina hanona kate 'akauma aunohi ke'iti'iti mai eka mauri abomo kahane'enakia.” 
ACT.27.11	Iamo huari poki hauna Paulo e'abi hanona aiana a'i ebatohana ia aunohi pokina hauna mai aunohi kapena hauna mo aiakia eka'aina. 
ACT.27.12	'Amari rarina 'akina aunohi weia ketai'au hanona emai miaho a'i kenamo, ua buonai hau bo'okia hanona tenuatae patabeau ahi mue ba petaina raninai Foenikia ai patabeau 'au ba 'amari rarina ranina hanona weia mo patamiaho. Krete aonai ihoahoa weiana mo enamo pokina ahitaina tibotaina ohi baiatakia mai tototaina tibotaina ohi baiatakia taina ewairana.
ACT.27.13	Tibo baurana namona eabu raninai, ia teraonana ekia nuatae baurana aba eabu 'au, buonai to'o teberi 'auna ba Krete poena haiahaiana tabeauna taeao. 
ACT.27.14	Iamo tabeau ahi homa'ana aha'i hanona baura taburana 'akina atana Kou hanona kereibua tainai eabu 'au emai. 
ACT.27.15	Kou weiana aunohi etabu ahina raninai, aunohi Kou ketarina hanona a'i etai 'apuana, ua buonai ta'i 'ororo ia baura mo eabunamai taeao. 
ACT.27.16	Kereibua papana ha atana Kauda abirana ahitainai taru banai raninai, tai'oro papana tatabu ahina, emai 'epi tabiri 'auna aonai aro'ari takaiai haraina. 
ACT.27.17	Ba ia weiakia 'epi teberi 'auna raninai 'anaua baika aunohi ba'anai teberi banainakia tebiri 'ininakia, weiana Libia poenai bauru ai a'i metoto ta'una parae teba ririnakia mai to'o tane'ena, ba aunohi earu eao. 
ACT.27.18	Kou ki'a obona hanona ekai 'inina eao wapu ibaruanai hanona maearima ekia taba baika tekapo uhunakia. 
ACT.27.19	Haeamona eao wapu ibaihaunai hanona aunohi tabana tohakia tekapokapo uhunakia. 
ACT.27.20	Wapu bo'ona aokiai beraura mai bihiu ha a'i taihana mai Kou pahihina eabu a'i epua 'apua, emai raona eore taraonana a'i katamauri.
ACT.27.21	Hau ikoikiai a'i teaniani 'apua rani ehoma'a ki'a murinai Paulo wairakiai ekoroti e'abi etibaha, “Hau ikoimiai e, wai au aia'u patona Krete ai a'i pahabeau ahi raninai, ki'a neiana a'i pahatabu ahina taba ha a'i peki'a mai taba ha a'i pahaba 'akaumana. 
ACT.27.22	Ia bariu au wai nanoinimi, aomi katoba taburanakia, pokina neia hau ha ena mauri a'i ke'akauma, ia aunohi kiponamo ke'akauma. 
ACT.27.23	Pokina warani rabi e'u Tirama nakuti aina hauna ena aneru euhuna emai here'uai ekoroti, 
ACT.27.24	ba e'abi etibaha, ‘Paulo e, a'i kota'u. Oi hanona Kaisa wairanai kokoroti kobakai, Tirama ena banamo oi heremuai paunai maearima naiakia aunohiai toehe'au haukia ikoikiai katemauri.’ 
ACT.27.25	Ua buonai hau ikoimiai aomi katoba taburanakia, au hanona Tirama nabatohana ia ehina bena'u ihobonai kebabaina. 
ACT.27.26	Iamo aika hanona kaharu kahaeao kereibua ha ai kahabure 'au.”
ACT.27.27	Wapu ibaharau haea banina rabinai ai hanona Adria 'akupakai tabure ohomo. Wapuka'a ibuanai aunohi haukia weiana tebabataina hanopaka aba tabarina. 
ACT.27.28	Buonai 'anaua tebaririna roio ena 'oura tehobona hanona roba harau rua, tamiaho 'apua homa'ana aha'i haeamona 'oura tehobo muena hanona aba emue roba harau haea ima. 
ACT.27.29	Weia aunohi haukia teta'u emai aunohi piharai a'i meahu 'auna paunai to'o bani tebaririnakia, ba tenuatae perani biai. 
ACT.27.30	Aunohi ai tiaka haukia tenuatae katebeau 'akauma, 'epi ha tebaririna ba tebai'oi matoha aunohi paunai to'o baika katebaririnakia. 
ACT.27.31	Aonai Paulo huari haukia mai ekia poki hauna ehina benakia etibaha, “Hau neiakia aunohi ahanai a'i katemiaho raninai wai hanona a'i katomauri.” 
ACT.27.32	Ua buonai huari haukia 'epi warona tekabe hurina ba tehabona e'eho roioai earu ahina.
ACT.27.33	Aba kerani aonai, Paulo ikoikiai enoinakia aniani ha kateana ba e'abi etibaha, “Bariu wapu harau haea bani aba teao wai hanona tobai'ima tomiaho mo taba ha a'i toana. 
ACT.27.34	Bariu hana nanoinimi aniani baika katoani, katoaniani hanona mauri katoa'ina. 'Aramiai bui ha hamona a'i ke'akauma.” 
ACT.27.35	Neiana ehinana murinai, Paulo parawa baika ea'inakia ia ikoikiai wairakiai banamo 'abina Tirama herenai ehinana murinai ehobina eani ramana. 
ACT.27.36	Ikoikiai aokia ebataburanakia kipokia abomo aniani teani. 
ACT.27.37	Aunohiai taehe'au haumai ikoinai hanona hinabu rua imabui harau rua 'abaihau (276). 
ACT.27.38	Ikoikiai teaniani eao teani 'ari harai raninai aunohi kateba'ama 'amana hanona aniani tekapo kapo uhunakia 'akuai.
ACT.27.39	Rani ererena aonai, hano teihana ia 'eka tabana a'i te'iobina, iamo aopaka ha poe namona teihana, ba aokia tea'ia'i haraina aunohi hanona poe weianai patebahaha 'auna. 
ACT.27.40	To'o warokia tekabe hurinakia, to'o tehabonakia 'akuai hari warona tebatataenakia ba parae teberi taeana baura kehao uta kateao poeai katebahaha 'au. 
ACT.27.41	Ia aunohi hanona rema ai ebamia'auna wairana hanona eahu to'ona a'i eibiuibiu 'apua, aonai roio apa'uakia tehore aunohi murina teahu 'iti'itina. 
ACT.27.42	Huari haukia ekia raona hanona wapura haukia kateahu 'arinakia pokina a'i temena'u 'au a'i temebeau 'akaumana paunai. 
ACT.27.43	Ia huari haukia ekia poki hauna enuatae Paulo kebamaurina paunai huari haukia ekia raona akana katebabaina hauna ekaiabuna. Ba ehina benakia na'u te'iobina haukia katerobo uhu 'uai katena'u kateao poe. 
ACT.27.44	Ia harina maikoina hanona aunohi bahana puapuakia tea'i baika aunohi tabana papakia tea'i tena'u. Eṉa tebabai aiho hanona ikoikiai poeai tekara'au mai namokia.
ACT.28.1	Ikoimaiai namomai poeai takoroti raninai ta'iobina kereibua weiana atana hanona Melita. 
ACT.28.2	Kereibua weiana haukia terabo harai heremaiai. Abara etibo mai 'ama rarina buonai ia iruba teba'arana ikoimai haumai ehiabu tea'i taeanamai. 
ACT.28.3	Paulo matiu mai i'akena ea'ina iruba ahanai ehore 'auna, 'erau iruba hiabuna eonobaina hanona erobo ahi Paulo imanai e'uri to'o ekapa oreore. 
ACT.28.4	Kereibua weiana haukia 'erau Paulo imanai teihana raninai ha ha te'abi tetibaha, “Pa'e hau neiana hanona ahuahu hauna, 'akuai a'i e'ari maurinai ekara'au, bariu neiana erama hanona ena beho 'arana.” 
ACT.28.5	'A Paulo ehore imanai 'erau weiana ebaure obona eao iruba aonai e'eho, ia haiara ha a'i eonobaina. 
ACT.28.6	Maearima weia haukia teraonana imana kebua 'ao kebata'u ke'eho ke'ari, ia tebai'ima rani ehoma'a ia herenai taba ha a'i erama, ba aokia tebahaeaina tetibaha, “Ia tirama mo ha.”
ACT.28.7	Ia temiaho herena tainai ua'a hanona kereibua obiana hauna atana Pubilio ena 'eka, mai aonamona ebakara'aunamai ena ituai, ba wapu aihau ai hanona ia ena baki haumai e'ima harainamai. 
