GEN.1.1	Haa fuɗɗam Allah tagi asamanji e lesdi. 
PSA.51.18	guleteeɗi pottantaa ma.
PSA.51.19	Dokkal pottananŋgal ma, ɗum ɓernde suniinde,
PSA.51.19	ɓernde suniinde, mimsitannde hakkeeji, a salataako nde, yaa Allah.
PSA.51.20	Woonan Siyona fodde mo'ere ma!
PSA.51.20	Nyiɓta mahi Urusaliima!
PSA.51.21	Nden a seyorto kirseteeɗi pottuɗi, waato guleteeɗi,
PSA.51.21	ɓe lii'oto ga'i dow hirsirde ma.
PSA.52.1	Ngam kaliifaajo gime. Yimre Daawuda ekkitinoore. 
PSA.52.2	O winndi nde ɓaawo Do'ek Edoomiijo yehi haa Sawulu, wi'i mo: Daawuda ɗon nder saare Ahimelek
PSA.52.3	Koni mantortooɗa halleende ma, an cuusɗo?
PSA.52.3	Mbooɗeeŋga Allah ɗon koo ndey fuu.
PSA.52.4	An naafikiijo, a ɗon haɓɓa dabareeji ngam halkugo woɗɓe,
PSA.52.4	ɗemŋgal ma nanndi bee beluhi belnaaki.
PSA.52.5	A ɓuri yiɗugo halleende dow mbooɗeeŋga,
PSA.52.5	a ɓuri yiɗugo fewre dow gooŋga.
PSA.52.6	A yiɗi wolwugo bolle bonnooje,
PSA.52.6	a pewoowo!
PSA.52.7	Ngam maajum Allah halkete haa foroy,
PSA.52.7	o naŋngete, o wiftete diga suudu laymaaru ma,
PSA.52.7	o ɗoofete diga lesdi yeeɗɓe.
PSA.52.8	Adili'en ngi'an ɗum, kultoran.
PSA.52.8	Ɓe njalete, ɓe mbi'an:
PSA.52.9	“Ndaa goɗɗo mo laaraay Allah bana hisrude muuɗum,
PSA.52.9	ammaa o hooli risku maako ɗuuɗŋgu,
PSA.52.9	o tammi o semmbiɗi daliila halleende maako.”
PSA.52.10	Ammaa min mi ɗon bana jaytunhi bilititki nder suudu Allah,
PSA.52.10	mi ɗon hooli mbooɗeeŋga Allah haa foroy.
PSA.52.11	Mi maŋgtete haa foroy ngam ko mbaɗɗa.
PSA.52.11	Mi ɗon tammoro innde ma ngam a booɗɗo heedi hoolaaɓe ma.
PSA.53.1	Ngam kaliifaajo gime. Yimre Daawuda ekkitinoore fodde daande “mahalat”
PSA.53.2	Faataaɓe ɗon mbi'a: “Allah walaa!”
PSA.53.2	Fakat ɓe mbonnake, ɓe ɗon mbaɗa sooynde adilaaku hulniinde.
PSA.53.2	Walaa baɗanɗo ko wooɗi, walaa koo gooto!
PSA.53.3	Diga asama, Allah jimmiti, o ɗon laara ɓiɓɓe Aadama,
PSA.53.3	haa o yi'a to woodi marɗo hakkiilo,
PSA.53.3	ɓaditanɗo mo
PSA.53.4	Ammaa ɓe fuu ɓe celi laawol gooŋga, ɓe mbonnake.
PSA.53.4	Walaa baɗanɗo ko wooɗi, walaa koo gooto!
PSA.53.5	“Waɗooɓe zunuuba ɓe'e fuu,
PSA.53.5	ngalaa hakkiilo na?
PSA.53.5	Ɓe ɗon nyaama ummaatoore am
PSA.53.5	bana nyaamugo nyaamdu,
PSA.53.5	ammaa ɓe ewnataa innde Allah.”
PSA.53.6	Kanjum ɓe ndiwnan ngam kulol,
PSA.53.6	koo to daliila kulol walaa.
PSA.53.6	Allah saŋkitan i'e hippooɓe ma,
PSA.53.6	ɓe mbustan, ngam Allah wudini ɓe.
PSA.53.7	Moy hokkata kisndam haa Isra'iila diga Siyona?
PSA.53.7	To Allah wartiri ummaatoore muuɗum diga jeyaaŋgu,
PSA.53.7	nden kam danygol Yaakubu welweltan, Isra'iila seyoto.
PSA.54.1	Ngam kaliifaajo gime bee moolooji. Yimre Daawuda ekkitinoore. 
PSA.54.2	O winndi nde ɓaawo Zifa'en njehi haa Sawulu, mbi'i mo: “Daawuda ɗon nyukki haa amin
PSA.54.3	Yaa Allah, hisnam bee baawɗe innde ma!
PSA.54.3	Waɗanam kiita ndarnuka bee semmbe ma!
PSA.54.4	Yaa Allah, jaɓ tornde am,
PSA.54.4	heɗita bolle am!
PSA.54.5	Ngam jananɓe ummanake yam,
PSA.54.5	toonyooɓe ngiɗi mbarugo yam,
PSA.54.5	walaa ko yaali ɓe bee Allah.
PSA.54.6	Ammaa ndaa Allah woni balloowo yam.
PSA.54.6	Jawmiraawo ɗon wondi bee wallooɓe yam.
PSA.54.7	Halleende konne'en am loro dow ko'e muuɗum'en,
PSA.54.7	nattin ɓe fodde gooŋgaaku ma!
PSA.54.8	Yaa Jawmiraawo, mi lii'anto ma kirseteeɗi bee seyo,
PSA.54.8	mi maŋgtan innde ma, ngam a booɗɗo.
PSA.54.9	Ngam a hisni yam ɓillaaje am fuu,
PSA.54.9	gite am ngi'i halkere konne'en am.
PSA.55.1	Ngam kaliifaajo gime bee moolooji. Yimre Daawuda ekkitinoore.
PSA.55.2	Yaa Allah, heɗita do'aare am,
PSA.55.2	taa sala nanugo tornde am!
PSA.55.3	Nanam, jaabam!
PSA.55.3	Mi cakliiɗo, mi ɗon siŋka, mi ɗon yiilo koo toy,
PSA.55.4	daliila purka konne'en am
PSA.55.4	e toonyaare halluɓe.
PSA.55.4	Ɓe ɗon ukka halkere dow am,
PSA.55.4	ɓe ɗon taasnammi bee nganyŋgu e tikkere.
PSA.55.5	Ɓernde am ɗon diwna,
PSA.55.5	kulol maayde ukkanake yam.
PSA.55.6	Kultoreeŋgol e diwŋgol naŋngi yam,
PSA.55.6	kulol caatuŋgol suddi yam.
PSA.55.7	Mi wi'i: “To mi woodino bileeji bana poola,
PSA.55.7	mi fiiranno, mi jooɗoyo ego!
PSA.55.8	Mi fiiranno daayiiɗum,
PSA.55.8	mi yahanno mi hoɗoya nder ladde.
PSA.55.9	Mi yaawanno haa mi hisa henndu saatundu bee law.”
PSA.55.10	Jiiɓu hakkiilooji e ɗemɗe maɓɓe, yaa Allah!
PSA.55.10	Ngam mi ɗon yi'a toonyaare e jokkirgol nder berniwol.
PSA.55.11	Jemma e naaŋge fuu ɓe ɗon taaro ngol dow mahol maagol,
PSA.55.11	ngol heewi zunuuba e zammba.
PSA.55.12	Halkere ɗon nder maagol,
PSA.55.12	ɓillaare e rikici ceedataa bee luumo maagol.
PSA.55.13	To ɗum konneejo am mo huɗi yam,
PSA.55.13	mi munyananno mo.
PSA.55.13	To ɗum ganyɗo yam mo ummani yam,
PSA.55.13	mi heɓanno suuɗaago yeeso maako.
PSA.55.14	Ammaa ɗum an, goɗɗo nannduɗo bee am!
PSA.55.14	Soobaajo am mo anndumi laaɓɗum!
PSA.55.15	En njooɗodino nder kawtal booɗŋgal,
PSA.55.15	en njahduno haa suudu Allah nder mooɓre.
PSA.55.16	Sey waade juha konne'en am!
PSA.55.16	Ɓe nasta joonde maayɓe ɓe yeeɗɓe!
PSA.55.16	Ngam halleende heewi ɓerɗe maɓɓe.
PSA.55.17	Ammaa min mi ɗon wookana Allah,
PSA.55.17	Jawmiraawo hisnatam.
PSA.55.18	Maŋngariba e fajiri e caka nyalawma fuu
PSA.55.18	mi ɗon siŋka, mi ɗon uuma, o ɗon nanammi.
PSA.55.19	O hooratam jam diga konuuji am
PSA.55.19	bee konne'en am ɗuuɗɓe.
PSA.55.20	Diga ɓooyma Allah woni laamiiɗo.
PSA.55.20	Kaŋko o nanatam, o semtinan ɓe,
PSA.55.20	ngam ɓe mbootataa, ɓe kulataa Allah.
PSA.55.21	Kawtunooɗo bee am go ummani sooba'en mum,
PSA.55.21	fiisti alkawal ngal o haɓɓuno bee maɓɓe.
PSA.55.22	Bolle maako ɓuri leeɓol ɗelmugo,
PSA.55.22	ammaa ɓernde maako heewi konu!
PSA.55.22	Bolle maako ɗon ila bana nebbam,
PSA.55.22	ammaa ɗe ta'an bana kaafaaje belɗe!
PSA.55.23	Yowan Jawmiraawo doŋngal ɓernde ma, o jogoto ma,
PSA.55.23	o accataa koolaaɗo maako dimmbo sam.
PSA.55.24	Ammaa an, yaa Allah, a wuboto ɓe nder ngaska halkere,
PSA.55.24	rufooɓe ƴiiƴam e rikici'en njottataako reeta balɗe maɓɓe.
PSA.55.24	Ammaa min kam, mi ɗon hoolo ma.
PSA.56.1	Ngam kaliifaajo gime, bana yimre “Poola dow leɗɗe mawɗe daayiiɗe
PSA.56.2	Hinnam, yaa Allah, ngam yimɓe ɗon taasnammi,
PSA.56.2	tum hippooɓe ɗon ɓillammi.
PSA.56.3	Nde weeti fuu konne'en am ɗon taasnammi,
PSA.56.3	yaa Ɓaŋiiɗo, ɗuuɗɓe ɗon kippo yam.
PSA.56.4	Ammaa to mi hultori,
PSA.56.4	an mi hooloto.
PSA.56.5	Mi ɗon maŋgta Allah daliila wolde mum,
PSA.56.5	mi ɗon hoolo mo, mi hulataa koo ɗume.
PSA.56.5	Ɗume neɗɗo waawata waɗugo yam?
PSA.56.6	Nde weeti fuu, konne'en am ɗon kallina bolle am,
PSA.56.6	foroy ɓe ɗon nufo sarru dow am.
PSA.56.7	Ɓe ɗon kaɓɓa dabare, ɓe ɗon korammi,
PSA.56.7	ɓe ɗon ayna palanɗe am, haa ɓe mbarammi.
PSA.56.8	Ɓe mbaɗi zunuuba. Nden kam ɓe kisan na?
PSA.56.8	Yaa Allah, do'u ummaatooje ɗe'e bee tikkere ma.
PSA.56.9	A limi nyalɗe ɗe ndoggumi yeeso konne'en am,
PSA.56.9	a mooɓti gonɗi am fuu nder faandu ma,
PSA.56.9	a winndi limgal maaji nder deftere ma.
PSA.56.10	Nyalaade nde mi toroto ma,
PSA.56.10	konne'en am loroto ɓaawo.
PSA.56.10	Mi anndi fakat, an, yaa Allah, a ɗon wondi bee am.
PSA.56.11	Mi ɗon mantoro Allah daliila wolde mum,
PSA.56.11	mi ɗon maŋgta Allah daliila wolde mum,
PSA.56.11	mi ɗon maŋgta Jawmiraawo daliila wolde mum.
PSA.56.12	Mi ɗon hoolo Allah, mi hulataa koo ɗume.
PSA.56.12	Ɗume neɗɗo waawata waɗugo yam?
PSA.56.13	Yaa Allah, sey mi hebbinane 
PSA.56.13	mi lii'ano ma gettooje.
PSA.56.14	Ngam a hisni yoŋki am e maayde,
PSA.56.14	a ayni kosɗe am, ngam taa mi do'o.
PSA.56.14	Ngam haa mi yaha yeeso Allah
PSA.56.14	nder annoora ka yaynanta yeeɗɓe.
PSA.57.1	Ngam kaliifaajo gime, fodde daande “Taa wonnu”
PSA.57.2	Hinnam, yaa Allah, hinnam!
PSA.57.2	Ngam haa maaɗa nyukkotoomi.
PSA.57.2	Mi suuɗoto les bileeji ma,
PSA.57.2	sey to sarru saalake.
PSA.57.3	Mi ɗon wookana Allah Ɓaŋiiɗo,
PSA.57.3	kaŋko o timminan haala am jam.
PSA.57.4	Diga asama Allah neldatam kisndam,
PSA.57.4	o do'an taasnanɗo yam,
PSA.57.4	o waŋginantam mbooɗeeŋga e gooŋgaaku maako.
PSA.57.5	Mi ɗon caka barooɗe,
PSA.57.5	mi ɗon waali caka dabbaaji kalluɗi nyaamanɗi yimɓe.
PSA.57.5	Nyii'e maaji nanndi bee labbe e kuri,
PSA.57.5	ɗemɗe maaji nanndi bee kaafaaje belɗe.
PSA.57.6	Yaa Allah, maŋngu ma ɓaŋgo dow asamanji!
PSA.57.6	Tedduŋgal ma ɓaŋgo dow duniyaaru fuu!
PSA.57.7	Konne'en am tuufani yam tuuforgol,
PSA.57.7	seɗɗa mi do'o nder maagol.
PSA.57.7	Ɓe ngasi ngaska haa laawol am,
PSA.57.7	ammaa ɓe njolli nder maaka bee ko'e maɓɓe.
PSA.57.8	Mi hoolake ma, yaa Allah, mi hoolake ma fakat!
PSA.57.8	Mi yiman, mi maŋgtete.
PSA.57.9	Hiddeko weeta, mi fina,
PSA.57.9	mi fiya moolooru am bee hoodu am!
PSA.57.10	Mi yettete caka ummaatooje,
PSA.57.10	yaa Jawmiraawo!
PSA.57.10	Mi yimante caka jama'aaje!
PSA.57.11	Ngam mbooɗeeŋga ma yottake asamanji,
PSA.57.11	gooŋgaaku ma boo yottake duule.
PSA.57.12	Yaa Allah, maŋngu ma ɓaŋgo dow asamanji!
PSA.57.12	Tedduŋgal ma ɓaŋgo dow duniyaaru fuu!
PSA.58.1	Ngam kaliifaajo gime fodde daande “Taa wonnu”
PSA.58.2	Onon mawɓe, on ɗon kiitoro gooŋga bee jeeɗaago na?
PSA.58.2	On ɗon mbaɗana ɓiɓɓe Aadama kiita ngooŋɗuka na?
PSA.58.3	Walaa! On ɗon kiito bee sooynde adilaaku bee anniya,
PSA.58.3	on ɗon mbaɗa toonyaare nder lesdi.
PSA.58.4	Halluɓe mbonnake diga reedu daada muuɗum'en,
PSA.58.4	fewooɓe ɗon mboofa diga danyeeki muuɗum'en.
PSA.58.5	Ɓe keewi tooke bana poosokje, ɓe ɗon cukka noppi maɓɓe bana culanndi pahri,
PSA.58.6	ndi nanataa sawtu pijiroowo ndi,
PSA.58.6	koo sawtu annduɗo bolle hiilugo ndi.
PSA.58.7	Yaa Allah, yew nyii'e maɓɓe!
PSA.58.7	Fusu galaŋge barooɗe ɗe'e, yaa Jawmiraawo!
PSA.58.8	Sey ɓe majja bana ndiyamji ilanɗi,
PSA.58.8	kuri ɗi ɓe piɗata, taa ɗi kaldo.
PSA.58.9	Ɓe njoora bana ɓii hoonyoldu wurtiindu suudu maaru,
PSA.58.9	ɓe laato bana ɓiŋngel dufaaŋgel ngel meeɗaay yi'ugo naaŋge.
PSA.58.10	Hiddeko payanɗe mooɗon ngaywa,
PSA.58.10	Allah ruuynan leɗɗe koo jamnaaɗe koo ɗe njamnaaka, gonɗe les maaje
PSA.58.11	Adiliijo seyoto to o yi'i no Allah waatirto halluɓe,
PSA.58.11	o lootan kosɗe maako bee ƴiiƴam hakke'en.
PSA.58.12	Yimɓe mbi'an: “Fakat, adiliijo heɓan mbarjaari!
PSA.58.12	Fakat Allah kiitoowo duniyaaru ɗon!”
PSA.59.1	Ngam kaliifaajo gime fodde daande “Taa wonnu”
PSA.59.2	Yaa Allah am, hisnam juuɗe konne'en am,
PSA.59.2	daaynam bee ummantooɓe yam.
PSA.59.3	Wurtinam juuɗe waɗooɓe zunuuba,
PSA.59.3	hisnam juuɗe rufooɓe ƴiiƴam.
PSA.59.4	Ngam ndaa ɓe ɗon mbaaltani yam, haa ɓe itta yoŋki am,
PSA.59.4	yimɓe semmbiɗɓe ɗon carwootira dow am.
PSA.59.4	Ammaa min mi tuurtanaay ma, mi waɗaay hakke, yaa Jawmiraawo.
PSA.59.5	Walaa aybewol ngol mbaɗmi,
PSA.59.5	ɓe ɗon njaawɗo, ɓe ɗon taasko ukkanaago yam.
PSA.59.5	Umma! War haa am yaa Allah! Laar!
PSA.59.6	Yaa Jawmiraawo, an woni Allah honooɓe asama,
PSA.59.6	Allah Isra'iila.
PSA.59.6	Umma, hiita heefeerɓe fuu!
PSA.59.6	Taa enɗa zammbotooɓe, halluɓe ɓe'e sam!
PSA.59.7	Kiikiiɗe ɓe ɗon lorta, nguuro bana dawaaɗi,
PSA.59.7	ɓe ɗon taaro berniwol.
PSA.59.8	Ndaa kunnduɗe maɓɓe ɗon keewi halleende,
PSA.59.8	ɗemɗe maɓɓe nanndi bee kaafaaje,
PSA.59.8	ɓe ɗon mbi'a: “Moy nanata en?”
PSA.59.9	Ammaa an, yaa Jawmiraawo, a ɗon jala ɓe,
PSA.59.9	a ɗon janca heefeerɓe fuu.
PSA.59.10	An woni semmbe am, ngam mi ɗon hooli ma,
PSA.59.10	an woni hisrude am townde, yaa Allah,
PSA.59.11	a waran haa am, yaa Allah mo woonantam,
PSA.59.11	a yi'natam do'ere konne'en am.
PSA.59.12	Taa mbar ɓe, ngam taa ummaatoore am yejjita ɗum.
PSA.59.12	Saŋkitit ɓe bee baawɗe ma!
PSA.59.12	Do'u ɓe, yaa Jawmiraawo, wawarde amin.
PSA.59.13	Ɓe ɗon mbaɗa hakke nder bolle maɓɓe fuu.
PSA.59.13	Mawnitaare maɓɓe do'a ɓe,
PSA.59.13	ngam ɓe ɗon pewa, ɓe ɗon naala.
PSA.59.14	Nattin ɓe bee ɓernuki ma,
PSA.59.14	nattin ɓe, taa koo gooto maɓɓe lutta!
PSA.59.14	Nden ɓe anndan Allah woni laamiiɗo dow danygol Yaakubu,
PSA.59.14	o laamiiɗo dow keeri duniyaaru fuu.
PSA.59.15	Kiikiiɗe ɓe ɗon lorta, nguuro bana,
PSA.59.15	ɓe ɗon taaro berniwol.
PSA.59.16	Ɓe ngiiloto koo toy fuu ngam tefugo nyaamdu,
PSA.59.16	ammaa to ɓe kaaraay, ɓe mbaalan ngurŋgurtugo.
PSA.59.17	Min kam, mi maŋgtan baawɗe ma!
PSA.59.17	Fajiri mi seyorto mbooɗeeŋga ma.
PSA.59.17	Ngam an a laatanake yam hisrude townde,
PSA.59.17	a nyukkorde am nder wakkati ɓillaare am.
PSA.59.18	An woni semmbe am, mi yimante.
PSA.59.18	Ngam an woni hisrude am townde, yaa Allah mo woonantam!
PSA.60.1	Ngam kaliifaajo gime fodde daande “gurguli seedamku”
PSA.60.2	O winndi nde ɓaawo o haɓi bee Siriya'en Mesopotamiya e Siriya'en Soba, nde Yo'ab mawɗo ardiiɓe sooje'en maako lori, mbari Edoomi'en ujine sappo e ɗiɗo nder Waadiwol Mannda.
PSA.60.3	Yaa Allah, a wudini min, a saŋkiti min,
PSA.60.3	a ɓernani min! Ammaa jonta lortana min!
PSA.60.4	A dimmbini lesdi, a seeki ndi.
PSA.60.4	Jonta maɓɓu ceekli maari, ngam ndi ɗon dimmbo.
PSA.60.5	A holli yimɓe ma kuuɗe caatuɗe,
PSA.60.5	a yarni min nguykinoojam ɗam liilni min.
PSA.60.6	A darnani hulɓe ma tuutawal,
PSA.60.6	ngam ɓe ndogga, ɓe kisa kuri konne'en maɓɓe,
PSA.60.7	ngam haa yiɗaaɓe ma kisa!
PSA.60.7	Hisnu min bee nyaamo ma!
PSA.60.8	Allah wolwi nder haykaliiru mum seniindu, wi'i:
PSA.60.8	“Mi jaaloto, mi senndan Sikem,
PSA.60.8	mi foondan waadiwol Sukkot.
PSA.60.9	Gile'at min jeyi, non boo Manassa,
PSA.60.9	Efrayim woni hufneere am njamndiire,
PSA.60.9	Yahuuda woni sawru laamu am.
PSA.60.10	Mo'ab woni yiiworde am,
PSA.60.10	mi sakkinan faɗo am dow lesdi Edoom,
PSA.60.10	mi umminan gookaali dow Filistiya.
PSA.60.11	Moy yahratammi nder berniwol cemmbiɗŋgol?
PSA.60.11	Moy ɗowatammi haa Edoom?”
PSA.60.12	Yaa Allah, gooŋga a wudini min na?
PSA.60.12	A acci wondugo bee jama'aaje konu amin na?
PSA.60.13	Wallu min jaalaago konne'en amin!
PSA.60.13	Ngam ballal yimɓe nafataa sam!
PSA.60.14	To Allah ɗon wondi bee meeɗen,
PSA.60.14	en keɓan jaalorgal, ngam kaŋko dammata konne'en meeɗen!
PSA.61.1	Ngam kaliifaajo gime bee moolooji. Yimre Daawuda.
PSA.61.2	Yaa Allah, nan gookaali am!
PSA.61.2	Heɗita tornde am!
PSA.61.3	Diga keerol duniyaaru,
PSA.61.3	mi ɗon toro ma,
PSA.61.3	ɓernde am ta'i,
PSA.61.3	yahram dow tapaare hisnoore townde,
PSA.61.3	haa mi waawataa yottaago bee semmbe am.
PSA.61.4	Ngam an woni hisrude am,
PSA.61.4	a ayni yam diga juuɗe konneejo am bana suudu semmbiɗndu towndu.
PSA.61.5	Accu mi jooɗo nder suudu laymaaru ma haa foroy,
PSA.61.5	mi suuɗo les bileeji ma.
PSA.61.6	A nani 
PSA.61.6	a hokki hulɓe innde ma maral.
PSA.61.7	Juutin balɗe laamiiɗo,
PSA.61.7	ɓesdan mo duuɓi haa foroy!
PSA.61.8	Tabitin leeso laamu maako yeeso maaɗa haa foroy,
PSA.61.8	aynu mo bee mbooɗeeŋga ma e gooŋgaaku ma!
PSA.61.9	Min kam mi yiman maŋgtoore innde ma haa foroy!
PSA.61.9	Nyalɗe fuu mi hebbinante togayeeje am!
PSA.62.1	Ngam kaliifaajo gime. Yimre Daawuda fodde daande “Yedutuun”
PSA.62.2	Haa kommbi ma tan, yaa Allah, mi heɓi de'ere,
PSA.62.2	kisndam am ɗon iwa haa maako.
PSA.62.3	Kaŋko tan woni tapaare am, kisndam am e hisrude am townde.
PSA.62.3	Mi dimmbataako sam.
PSA.62.4	Ndey accoton ukkanaago goɗɗo gooto?
PSA.62.4	On fuu on ngiɗi do'ugo mo bana mahol guuriiŋgol,
PSA.62.4	bana mahdi ɓadiindi yibbugo na?
PSA.62.5	On ɗon nufo ittugo daraja maako makka.
PSA.62.5	On ngiɗi pewe,
PSA.62.5	kunnduɗe mon ɗon mbarkiɗina mo,
PSA.62.5	ammaa ɓerɗe mon ɗon naala mo.
PSA.62.6	Haa kommbi ma tan, yaa Allah keɓmi de'ere,
PSA.62.6	kisndam am ɗon iwa haa maako.
PSA.62.7	Kaŋko tan woni tapaare am, kisndam am e hisrude am townde.
PSA.62.7	Mi dimmbataako.
PSA.62.8	Kisndam am e tedduŋgal am iwi haa Allah,
PSA.62.8	kaŋko woni tapaare hisrude am semmbiɗnde e nyukkorde am.
PSA.62.9	Onon yimɓe am, koole mo koo ndey fuu!
PSA.62.9	Ngecce mo ko woni nder ɓerɗe mon fuu!
PSA.62.9	Ngam kaŋko woni hisrude meeɗen.
PSA.62.10	Ɓiɓɓe Aadama ɗum henndu, ɗum huunde meere,
PSA.62.10	to a waɗi ɓe dow awnorɗum, ɓe ngalaa teddeeŋga,
PSA.62.10	koo henndu boo ɓuran ɓe fuu teddugo.
PSA.62.11	Taa tamme toonyaare nafan on,
PSA.62.11	taa tamme kuuje jaɓtaaɗe ndiskinan on.
PSA.62.11	To jawdi mon ɗon ɓesdo,
PSA.62.11	taa ɓerɗe mon ɗakkotira bee maari.
PSA.62.12	Baawɗe fuu iwi diga Allah,
PSA.62.12	mi nani o wi'i ɗum, naa nde woore tan.
PSA.62.13	An, yaa Jawmiraawo, a mari mbooɗeeŋga, ngam
PSA.62.13	a warjoto koo moy fodde kuuɗe mum
PSA.63.1	Yimre Daawuda, yaake o ɗonno nder ladde hamaadaare haa Yahudiya
PSA.63.2	Yaa Allah, an woni Allah am, mi yiɗi ɗakkotirgo bee ma masin,
PSA.63.2	mi ɗon yenwa gondal bee maaɗa.
PSA.63.2	Mi ɗon nder lesdi njoorndi laatiindi harde ndi walaa ndiyam,
PSA.63.2	ɓanndu am fuu ɗon yenwe.
PSA.63.3	Mi laari ma nder suudu ma seniindu,
PSA.63.3	mi yi'i baawɗe ma e tedduŋgal ma.
PSA.63.4	Ngam mbooɗeeŋga ma ɓuri ngeendam,
PSA.63.4	ngam man mi maŋgtete.
PSA.63.5	Mi maŋgtete balɗe am fuu,
PSA.63.5	bee innde ma, mi ɓaŋgtan juuɗe am ngam toraago ma.
PSA.63.6	Ɓernde am welweltan bana caftuɗo nyaamduuji ɓurɗi welugo,
PSA.63.6	hunnduko am yettete bee seyo.
PSA.63.7	Mi siftorte to mi waalake dow be'itte am,
PSA.63.7	mi numtan haala ma jemmaare fuu.
PSA.63.8	Ngam an woni balloowo yam,
PSA.63.8	mi yiman bee seyo les bileeji ma.
PSA.63.9	Mi ɗon ɗakkotiri bee ma,
PSA.63.9	nyaamo ma ɗon jogi yam.
PSA.63.10	Ammaa yiɗɓe mbarugo yam,
PSA.63.10	ɓe nastan joonde maayɓe.
PSA.63.11	Kaafahi mbaran ɓe,
PSA.63.11	ɓe laatoto geɗal cuuli.
PSA.63.12	Laamiiɗo seyoto ngam daliila Allah,
PSA.63.12	hunortooɓe innde maako mantoto,
PSA.63.12	ngam o sukkan kunnduɗe fewooɓe.
PSA.64.1	Ngam kaliifaajo gime. Yimre Daawuda.
PSA.64.2	Yaa Allah, heɗita siŋkuye am!
PSA.64.2	Mi ɗon hula konne'en am, hisnu yoŋki am!
PSA.64.3	Hisnam dabareeji halluɓe
PSA.64.3	e mooɓre waɗooɓe zunuuba.
PSA.64.4	Ɓe mbelni ɗemɗe maɓɓe bana kaafaaje,
PSA.64.4	bolle maɓɓe kaaɗɗe ɗon bana kuri ɗi ɓe taaskoto fiɗugo.
PSA.64.5	Ɓe ɗon mbaali haa nyukkorɗe
PSA.64.5	ngam ɓe piɗa goɗɗo mo walaa aybe,
PSA.64.5	ɓe piɗan bee juhuki, ɓe kulataa.
PSA.64.6	Ɓe ɗon tiɗɗina ɓerɗe maɓɓe waɗugo kalluɗum,
PSA.64.6	ɓe ɗon carwootira haa ɓe mbaɗata tuuforli,
PSA.64.6	ɓe ɗon mbi'a: “Moy yi'ata ɗi?”
PSA.64.7	Ɓe ɗon nufo kuuje kalluɗe,
PSA.64.7	ɓe ɗon numa walaa mo heɓtata dabare maɓɓe.
PSA.64.7	Walaa mo waawata linyugo lugguɗum ɓernde neɗɗo.
PSA.64.8	Ammaa Allah fiɗan ɓe bee juhuki.
PSA.64.8	Ndaa, kuri maako naawni ɓe.
PSA.64.9	Bolle maɓɓe ndo'i ɓe.
PSA.64.9	Koo moy yi'i ɗum, dimmban hoore.
PSA.64.10	Yimɓe fuu kultoran,
PSA.64.10	ɓe mbolwan ko Allah waɗi,
PSA.64.10	ɓe paaman kuuɗe maako.
PSA.64.11	Adili'en ceyorto Jawmiraawo,
PSA.64.11	ɓe nyukkoto haa maako,
PSA.64.11	gooŋɗa-ɓerɗe'en fuu mantorto mo.
PSA.65.1	Ngam kaliifaajo gime. Yimre Daawuda.
PSA.65.2	Yaa Allah, sey yimɓe fuu maŋgte haa Siyona!
PSA.65.2	Ɓe kebbinane 
PSA.65.3	Ngam an a ɗon jaɓa do'aaje maɓɓe.
PSA.65.3	Yimɓe fuu ngaran haa maaɗa.
PSA.65.4	Aybeeji am ɗuuɗi,
PSA.65.4	ɓuri semmbe am,
PSA.65.4	ammaa an a yaafoto tuurtolji am.
PSA.65.5	Barka laatani cuɓaaɗo ma
PSA.65.5	mo nduŋaniiɗa ɓaditaago ma haa o jooɗo nder saare maaɗa!
PSA.65.5	Min kaaran barkaaji suudu ma,
PSA.65.5	haykaliiru ma seniindu.
PSA.65.6	A jaaboto tornde amin, yaa Allah, Kisnoowo min bee kuuɗe kaayeefiije.
PSA.65.6	Jooɗiiɓe haa keeri duniyaaru e beeli ɓurɗi daayaago fuu, kooloto ma.
PSA.65.7	A tabitini kooseeje bee baawɗe ma,
PSA.65.7	ngam a baawɗo masin.
PSA.65.8	A de'itini hoolo beeli, hoolo ƴuuge maaji,
PSA.65.8	a de'itini tuurtol ummaatooje.
PSA.65.9	Jooɗiiɓe haa keeri duniyaaru fuu kultori ngam alaamaaji ma,
PSA.65.9	diga fuunaaŋge haa hiirnaaŋge fuu, a ɗon seyna yimɓe.
PSA.65.10	A ɗon hakkilana lesdi, a ɗon yarna ndi,
PSA.65.10	a ɗon riskina ndi masin, maayo ma ɓeeɓataa.
PSA.65.10	A ɗon taaskitina aawdi maɓɓe.
PSA.65.10	A ɗon taaskitina ɗum bana ni'i:
PSA.65.11	A ɗon yarna kaatorooji maari,
PSA.65.11	a ɗon momlita giri maari,
PSA.65.11	a ɗon ɗelmina ndi bee waabiliije,
PSA.65.11	a ɗon barkiɗina ko ndi fuɗnata.
PSA.65.12	A timminan hitaande bee ƴaamle ɗuuɗɗe ngam daliila mbooɗeeŋga ma,
PSA.65.12	a ɗuɗɗinan jeynitaaje haa njahata fuu.
PSA.65.13	Durduɗe keewan huɗo hecco,
PSA.65.13	towndiije boo keewan gimi seyo.
PSA.65.14	Durduɗe keewan tokke,
PSA.65.14	waadiiji keewan alkamaari,
PSA.65.14	yimɓe ngiman bee seyo.
PSA.66.1	Ngam kaliifaajo gime. Yimre.
PSA.66.1	Ngimane Allah bee welwelo, onon yimɓe lesdi fuu.
PSA.66.2	Ngime ngam tedduŋgal innde maako,
