MAT.1.1	Yàrɨ́ nɨ́ Yěsù 
ACT.22.29	Nɨ́ ányɨ̀rɔ̌ rɔ̀ tɨ́, kɔ̌kɔ̀ Pɔlɔ̀-tsʉ̌ àmbɛ̀nà dhu ɔ̀ngʉ̀ pbànówí ʉbhà Pɔlɔ̀ ʉrɔ́. Ndɨrɔ̀, ɔdɔ náadʉ̀ ɨ̀sɨ̌ wɔ̀ pbànówí dɔ̌ ádrʉ̀ngbǎlɛ ɔ̀, ɨwà ndɨ̀ ndàbhʉnà Pɔlɔ̀ kʉtsɨ̀ rɔ́rɔ̀ ndɨ̀ ndàrà dhu ʉ̀nɨ Pbàrɔ́má tɔ́ pbìrì ɔ̌ alɛ nyʉ́ ràrɨ̌ ka dhu-okú dɔ̀ rɔ̀.
ACT.22.30	Tsútsǎ nɨ́nganɨ́, wɔ̀ pbànówí dɔ̌ ádrʉ̀ngbǎlɛ azè ndɨ̀ ndʉ̀nɨ Pbàyàhúdí ɔ̀bhʉ̀ Pɔlɔ̀ dɔ̀ná dhu tɔ́ obhónga nyʉ́. Nɨ́, kǎbhʉ̀ Pɔlɔ̀ rɔ̌ imbi kʉnga. Wɔ̀ dhu-dzidɔ̌, kǎdʉ̀ pbàkùhánɨ́ tɔ́ ádrɔ̀drɔ̌ alɛ mà, Pbàyàhúdí-bvʉ̌ ádrɔ̀drɔ̌ anya ɨ̀tdɨ̀ arɨ́ ngʉ̌kpà alɛ mànà àvi ràndu ɨ̀. Ndɨ dhu-dzidɔ̌ nɨ́ ndɨ, kǎdʉ̀ Pɔlɔ̀ àvi kiwǔ nà, kiwǔ ùvò nà kɔ̌kɔ̀ alɛ-ɔ̀nzɨ̌.
ACT.23.1	Kɔ̌kɔ̀ ádrɔ̀drɔ̌ alɛ-ɔ̀nzɨ̌ ka kìwǔ ùvò ndɨ̀ nà rɔ̀, Pɔlɔ̀ ʉdɨ́ nyɨ̀kpɔ́na abádhí rɔ̌ ndàndà abádhí, ndàdʉ̀ àtɨ̀nà: «Àbanɨ̌nzó, rɨ̀rà àhʉ indo nga ɔ̀, ma marúbhi Kàgàwà bhà otu ɔ̌ ídzì afídu nyʉ́ nà, ɨ̀mbǎ nzɛ́rɛ dhu tɨ́ ka kɔ́zʉ̀na atdí dhu mà rɨ̀’ɨ̀ nyʉdutsì.» 
ACT.23.2	Nɨ́, wɔ̀ dhu Pɔlɔ̀ ʉ̀nɔ̀ rɔ̀, pbàkùhánɨ́ tɔ́ ádrɔ̀drɔ̌ alɛ dɔ̌ kamà, Ànànɨyà, náavì Pɔlɔ̀-tɨ́ ìkò alɛ rɔ̀pbɨ̀ Pɔlɔ̀-tsʉ̀. 
ACT.23.3	Nɨ́rɔ̀ nɨ́ ndɨ Pɔlɔ̀ adʉ̀ àtɨ̀nà: «Kàgàwà rɨ̌ ndɨ nyɔpbɨ, wɔ̀ mʉ̀kʉ̌ngbà nɨ̌ ka kùtri ɨdza-kutì bhěyi nyɨ nyɔ̀wʉ̀ rɔ̀! Nyɨ nyàdɨ ʉrɔ́ nyambɛ ìndrǔ-ànyǎ ʉ̀nɔ̀ dɔ̌ àdhàdhɨ̀ Músà bhà Ʉyátá òzè ka dhu bhěyi, pbɛ́tʉ̀ ɨnyɨ kɛ̀lɛ̌ nyadʉ̀ ndɨ Ʉyátá nʉ́kɔ̀ ɨma nyɨ nyàvi kɔpbɨ̀ rɔ̀.» 
ACT.23.4	Nɨ́, Pɔlɔ̀-tɨ́ ɨ̀’ɨ̀ alɛ náadʉ̀ kɨ̀sɔ, ’àtɨ: «Ìnzě! Nzʉ̌nɔ dhu wɔ̀ dhu bhěyi Kàgàwà bhà pbàkùhánɨ́ tɔ́ ádrɔ̀drɔ̌ alɛ dɔ̌ kamà nɨ̌!» 
ACT.23.5	Nɨ́, Pɔlɔ̀ adʉ̀ àtɨ̀nà abádhí nɨ̌: «Àbanɨ̌nzó, ɨnzá nɨ́ ma mʉ̀nɨ pbàkùhánɨ́ tɔ́ ádrɔ̀drɔ̌ alɛ dɔ̌ kamà tɨ́ kà rɨ̌’ɨ̀ dhu. Obhó tɨ́, Kàgàwà bhà Andítá rǎtɨna ɨnzá nyɨ ràkǎ nyʉnɔ̀ dhu pbʉ̀kʉ̀ pbìrì ɔ̌ ádrʉ̀ngbǎlɛ nɨ̌
ACT.23.6	Pɔlɔ̀ ʉnɨ wà dhu, kɔ̌kɔ̀ ànyǎna ʉnɔ rɨ́ alɛ nzínzì ɔ̌, atdídhená alɛ ràrɨ̌ 
ACT.23.7	Wɔ̀ dhu bhěyi Pɔlɔ̀ òrì dhu adʉ̀ Pbàfàrìsáyó mà, Pbàsàdùkáyó mànà àbhʉ ràmbɛ ’àgò dɔ̌ atdídɔ̌, ndɨ dhu ràdʉ̀ ihé-yà-ɔ̌nga àbhʉ rʉ̀ndɔ̀ ndɨ̀. 
ACT.23.8	Obhó tɨ́, Pbàsàdùkáyó ongónà àtɨ̀nà ɨ̀nzɨ̌ ʉ̀vʉvɛ̀ kʉtdʉ̌ ɨ̀ alɛ rʉngbɛya ɨ̀ ɔvɛ-bvʉ̀ rɔ̀. Ndɨrɔ̀ abádhí a’u nzá dhu ìnè màlàyíká mà, ndɨrɔ̀ nzɛ́rɛ-alafí mà ràrɨ̌’ɨ̀. Pbɛ́tʉ̀, Pbàfàrìsáyó nɨ’ɨ̀ kɔ́rɔ́ kɔ̌kɔ̀ dhu ná’ù alɛ. 
ACT.23.9	Nɨ́, ádrʉ̀ngbǎ wɔ̀gɔ̀ nyʉ́ níifí ndɨ̀ kɔ̀rɨ́ alɛ nzínzì ɔ̌. Nɨ́rɔ̀ nɨ́ ndɨ Pbàfàrìsáyó nzínzì ɔ̌ Músà bhà Ʉyátá tɔ́ ngúfe màlímó náapɛ̀ ’àgò ɨ̀ ɔbɨ nyʉ́ nà, ’àmbɛ àtɨ̀nà dɔ̌: «Mǎ mabà nzá atdí afátá mà yàrɨ́ alɛ dɔ̌. Atdí alafí mà, ndɨrɔ̀ ngǎtsi nɨ̌ màlàyikà mà pbɔ̀vɔ̀ tɨ́ nzá wà dhu kà tɔ̀!» 
ACT.23.10	Wɔ̀ dhu bhěyi Músà bhà Ʉyátá tɔ́ màlímó ʉ̀nɔ̀ dhu náabhʉ̀ Pbàsàdùkáyó mà, Pbàfàrìsáyó mànà ràgò ɨ̀ abhɔ nyʉ́ tdɨ́tdɔ̌. Nɨ́rɔ̀ nɨ́ ndɨ Pɔlɔ̀ àpà ka kɨ́ ndɨ́nɨ̌ ka kʉdrʉ tɨ́ ɔ̀ná nga dhu ɔdɔ̀ ɔ̀nzɨ ndɨ̀ ndɨ́ rɔ̀, pbànówí dɔ̌ ádrʉ̀ngbǎlɛ avì pbɨ̀ndà pbànówí rìwǔ Pɔlɔ̀ òdyì ihé-yà nzínzì ɔ̌ rɔ̀, ’òwù òrùnà fɨ̀yɔ́ lubhà ɔ̀.
ACT.23.11	Ndɨ iku ɔ̌ tɨ́, Ádrʉ̀ngbǎlɛ Yěsù adʉ̀ ndàvi Pɔlɔ̀ tɔ̀, ndàtɨ: «Ótù afínʉ! Àdhàdhɨ̀ wɔ̀ nyɨ nyìdè pbàkà ngàmbì tɨ́ Yèrùsàlɛmà tɔ́ kɨgɔ̀ ɔ̌ dhu bhěyi, dhu àkǎ nyɔnzɨ̀ dhu ndɨ dhu bhěyi tɨ́ Rɔmà tɔ́ kɨgɔ̀ ɔ̀ nyɨ nyárà àhʉ rɔ̀.»
ACT.23.12	Tsútsǎ nɨ́nganɨ́ kútsingá, ngúfe Pbàyàhúdí ɨrɨ ɨ̀ ’ɔ̀tsɔ̀ dhu nyʉ́ ’àtɨ, ɨ̀nzɨ̌ nɨ́ Pɔlɔ̀ kɛ̀lɛ̌ ɨ̀ òhò rɔ̀vɛ̀ nɨ̌, ɨ̀ ràrɨ̌ nzɨ̌ atdí dhu mà ɔ̀nyʉ, ɨ̀nzɨ̌ ’àdʉ̀ atdí dhu mà ɔ̀mvʉ̀. 
ACT.23.13	Wɔ̀ dhu natsɔ̀ alɛ nɨ’ɨ̀ mbɛ̀mbɛ̀ ɨ̀fɔ kumì dɔ̀nǎ bvʉ̀ya rǒse alɛ. 
ACT.23.14	Nɨ́, abádhí awù pbàkùhánɨ́ tɔ́ ádrɔ̀drɔ̌ alɛ mà, pbàkʉ̀rʉ̌ mànà-tɨ’ɔ̀, ’àdʉ̀ ìtsi dhu ɔ̀vɔ̀ fɨ̌yɔ̀, ’àtɨ: «Mǎ mɔ̀tsɔ̀ wà dhu atdídɔ̌ nyʉ́ mǎtɨ mǎ ràrɨ̌ nzɨ̌ atdí dhu mà àfɔ̌ lika ɔ̀, ɨnzá nɨ́ Pɔlɔ̀ kɛ̀lɛ̌ mǎ mòhò rɔ̀vɛ̀ nɨ̌. 
ACT.23.15	Nɨ́ kòmbí, dhu àkǎ nyɨ̌ mà, yà ádrɔ̀drɔ̌ anya ʉ̀nɔ arɨ́ ngʉ̌kpà alɛ mànà, nyǒwù Pbàrɔ́má tɔ́ pbìrì ɔ̌ atdí lʉfʉ̀ pbànówí dɔ̌ ádrʉ̀ngbǎlɛ-tɨ’ɔ̀. Nyɨ̌ nyówu Pɔlɔ̀ ʉ̀tsɨ kà rɨ̀rà nà pbɨ̀ndà dhu-ɔ̀nga àndà nyɨ̌ nyɨ́ mběyi dhu-abhɛ̀ ɔ̌. Pbɛ́tʉ̀ wɔ̀ ndɨ kàsʉmɨ̀ ɔ̌, mǎ madʉ̀na ɔbɨ ɔ̀nzɨ̀ mǒhò ka ɨnzá àpɛ̀ àrà àhʉ ɔnzɨ̀kʉ́ rɔ́rɔ̀.»
ACT.23.16	Nɨ́ Pɔlɔ̀ t’áwɛ̀nà bh’ɨ̀ngba nɨ́ɨ’ɨ̀ ìnè wɔ̀ dhu ɔtɛ ka kɨ́ rɔ́. Nɨ́ kɔ̌kɔ̀ alɛ ùyǐ Pɔlɔ̀ tɨ́ dhu ndɨ̀ ndɨ̀rɨ̀ rɔ̀, àbadhi arà lubhà ɔ̀ Pɔlɔ̀ rɨ̌’ɨ̀ ɨ, ndàdʉ̀ kɔ́rɔ́ dhu àwɛ kà tɔ̀. 
ACT.23.17	Nɨ́ wɔ̀ dhu ndɨ̀ ndɨ̀rɨ̀ rɔ̀, Pɔlɔ̀ adʉ̀ pbànówí tɔ́ atdí ádrʉ̀ngbǎlɛ nánzì. Kǎdʉ̀ dhu ɔ̀vɔ̀ kà tɔ̀, ndàtɨ: «Ʉ́nda yàrɨ́ kpatsìbhíngba, nyarà nà dʉ̀kʉ́ ádrʉ̀ngbǎlɛ rɨ̌’ɨ̀ ɨ, kà rɨ̌’ɨ̀ àbadhi tɔ̀ ndɨ̀ ndɔ́vɔna atdí dhu nà nɨ́dhunɨ̌.» 
ACT.23.18	Nɨ́ wɔ̀ ádrʉ̀ngbǎlɛ idyi wɔ̀ kpatsìbhíngba ndʉ̀ndà, ndàrà àhʉ nà wɔ̀ ndɨ fɨ̀yɔ́ ádrʉ̀ngbǎlɛ-tɨ’ɔ̀. Kǎdʉ̀ ìtsi àtɨ̀nà ndɨ ádrʉ̀ngbǎlɛ nɨ̌: «Wɔ̀ imbi ɔ̀ ka kósò atdí alɛ, Pɔlɔ̀ tɨ́ kátɨna nánzì ɨma, ndàdʉ̀ mivì mʉndà yàrɨ́ kpatsìbhíngba tɨnʉ ɔ̀. Nɨ́ kà rɨ̌’ɨ̀ ɨndʉ̀ ndɨ̀ ndɔ́vɔna atdí dhu nà.» 
ACT.23.19	Nɨ́ wɔ̀ pbànówí dɔ̌ ádrʉ̀ngbǎlɛ alʉ́ wɔ̀ kpatsìbhíngba ɔtsʉ́na rɔ̌, ndìndrǐ ndɨ̀ nà igi, ndàdʉ̀ dhu ìvu tsʉ̀ná, ndàtɨ: «Ádhu nyʉ́ nyɨ nyòzè nyʉnɔ̀ idù?» 
ACT.23.20	Nɨ́ wɔ̀ kpatsìbhíngba adʉ̀ dhu àwɛ kà tɔ̀, ndàtɨ: «Ádrʉ̀ngbǎlɛ́, Pbàyàhúdí ɨ̀rɨ̀ wà ɨ̀ ndɨ́nɨ̌ tsútsǎ ɨ̀ iwúna tɨ́ Pɔlɔ̀ ʉ̀tsɨ, nyɨrà nà ádrɔ̀drɔ̌ anya ɨ̀tdɨ̀ arɨ́ alɛ-ɔ̀nzɨ̌, pbɨ̀ndà dhu-ɔ̀nga àndà ka kɨ́ mběyi dhu àbhɛ̀ ɔ̌. 
ACT.23.21	Nɨ́, àpɛ́ nya’u abádhí rʉ̌nɔna ɨndʉ̀ dhu. Wɔ̀ abádhí ùpe Pɔlɔ̀ rɔ̌ dhu nɨ́ àdà. Obhó tɨ́, mbɛ̀mbɛ̀ ɨ̀fɔ kumì dɔ̀nǎ bvʉ̀ya rǒse alɛ nɨ́rɨ̀ wà ɨ̀, ’ɔ̀tsɔ̀ dhu nyʉ́, ɨ̀ ràrɨ̌ nzɨ̌ dhu ɔ̀nyʉ, ndɨrɔ̀ ɨ̀ ràrɨ̌ nzɨ̌ dhu ɔ̀mvʉ̀ ɨnzá ɨ̀ òhò Pɔlɔ̀ rɔ̀vɛ̀ rɔ́rɔ̀. Nɨ́ kòmbí, abádhí ùdhe wà ɨ̀ ’àmbɛ nyɨ nyʉ́ nyɨ nyʉ́nɔna fɨ̌yɔ̀ dhu kɛ̀lɛ̌ ɔ̀dɔ̀ dɔ̌.» 
ACT.23.22	Nɨ́ wɔ̀ ádrʉ̀ngbǎlɛ adʉ̀ àtɨ̀nà wɔ̀ kpatsìbhíngba nɨ̌: «Àpɛ́ nyʉnɔ dhu atdí alɛ tɔ̀ màtɨ́, nyatɨ ɨwà nyɨ ràwɛ ndɨ dhu dzǎkà.» Wɔ̀ dhu-dzidɔ̌, kǎdʉ̀ wɔ̀ kpatsìbhíngba návi ràrà fɨ̀ndá dhu nɨ̌.
ACT.23.23	Wɔ̀ kpatsìbhíngba àrà dhu-dzidɔ̌, pbànówí dɔ̌ ádrʉ̀ngbǎlɛ náanzi atdátdí mɨyà pbànówí dɔ̌ ádrɔ̀drɔ̌ alɛ ɔyɔ rìwǔ tɨna ɔ̀. Kǎdʉ̀ dhu ɔ̀vɔ̀ abádhí tɔ̀, ndàtɨ: «Nyàndà ɔ́yɔ̌ mɨyà pbànówí mà, àrʉ̀bhʉ̀ kumì pbànówí, yà mʉ̀hàgʉ̀ dɔ̌ arúbhi mà, ndɨrɔ̀ fɔyá àlɨ̌ nà ɔ́yɔ̌ mɨyà pbànówí mànà, ndɨ́nɨ̌ nyɨ̌ nyɔpɛ́ tɨ́ abhi mànà ɨ̀bhʉ adyifɔ̀-sɨsɨ̀ kúbhingá nga tɔ́ ɔ̌, nyǒwù nà Kàyìsàriyà tɔ́ kɨgɔ̀ ɔ̀. 
ACT.23.24	Ndɨrɔ̀, nyàdʉ̀ nyɨ̌ randá mʉ̀hàgʉ̀ átɔ̀ Pɔlɔ̀ tɔ̀, ndɨ́nɨ̌ ka nʉnda tɨ́ ɨ̀nzɨ̌ ngbɔ̌na ràvɔ akɛkpá màtɨ́, ràrà àhʉ 
ACT.23.25	Wɔ̀ dhu ndɨ̀ ndʉ̀nɔ̀ rɔ̀ nɨ́ ndɨ, kǎdʉ̀ bhàrʉwà àndi yà dhu bhěyi, ndàtɨ: 
ACT.23.26	«Ɨfʉta nà àkǎ atdídɔ̌ lɨ̀walɨ̀ Fèlisǐ, ɨma Klòdiyò Lìsiyà, ma mòvì nyɨ mběyi nyʉ́ atdídɔ̌. 
ACT.23.27	Yàrɨ́ alɛ, yà ma mòvì kowù nà tɨnʉ ɔ̀, nɨ́ Pbàyàhúdí álʉ̌, ’àdʉ̀ ɔ̀nzɨ̀nà ndɨ́nɨ̌ ɨ̀ oho tɨ́. Nɨ́, ma mítdègu dhu ʉ̀nɨ̌ Pbàrɔ́má tɔ́ pbìrì ɔ̌ alɛ nyʉ́ ràrɨ̌ ndɨ, nɨ́ ma múgù pbànówí, mǒwù kɨ̀dha mànà abádhí-fɔ́ rɔ̀. 
ACT.23.28	Wɔ̀ dhu-dzidɔ̌, ma mózè mʉnɨ Pbàyàhúdí ɔ̀bhʉ̀ ka okúna dɔ̀ rɔ̀ dhu-tɨ̀. Nɨ́, ma mádʉ̀ kàbhʉ kowù ùvò nà yà abádhí-bvʉ̌ ádrɔ̀drɔ̌ anya ɨ̀tdɨ̀ arɨ́ alɛ-ɔ̀nzɨ̌. 
ACT.23.29	Nɨ́, kàbhà dhu-ɔ̀nga kɔ̌kɔ̀ alɛ àndà rɔ̀, ma mótù dhu nɨ́ Pbàyàhúdí rɔ̀bhʉ̀ ka ɨnzá kɨ̌fʉ fɨ̀yɔ́ Ʉyátá dhu-okú dɔ̀ rɔ̀. Pbɛ́tʉ̀, ɨma nyʉ́ ma mála nzá atdí afátá mà, yà kàbhʉ rádʉ̀ kɔtdɨ̀ ànyǎna kohò, ndɨrɔ̀ ngǎtsi nɨ̌ kàbhʉ rádʉ̀ kosò. 
ACT.23.30	Ndɨrɔ̀ kànɨ̌, ka kɔ̀vɔ̀ wà dhu idù ɨwà Pbàyàhúdí rɨ̀rɨ̀ ɨ̀ ndɨ́nɨ̌ ɨ̀ oho tɨ́ ka rɔ̀vɛ̀. Nɨ́rɔ̀ nɨ́ ndɨ ma madʉ̀ kòvì ányɨ̀rɔ̌ rɔ̀ tɨ́ kowù nà dʉ̀nʉ̀, madʉ̀ dhu ʉ̀nɔ̀ kɔ̌kɔ̀ kɔ̀bhʉ arɨ́ alɛ tɔ̀, ndɨ́nɨ̌ adʉ̀ tɨ́ òwu kɔ̀bhʉ̀ fʉnʉ́.»
ACT.23.31	Wɔ̀ dhu-dzidɔ̌, kɔ̌kɔ̀ pbànówí anzɨ̀ fɨ̌yɔ̀ ádrʉ̀ngbǎlɛ àvi dhu. Nɨ́ abádhí idyi Pɔlɔ̀, ’àdʉ̀ ʉ̀ndànà kúbhingá tɨ́, ’òwù ùvònà Àtìpatrì tɨ́ kátɨna kɨgɔ̀ ɔ̀. 
ACT.23.32	Tsútsǎ nɨ́nganɨ́, kɔ̌kɔ̀ pfɔ̌ya dɔ̌ ùbhi pbànówí adʉ̀ ’àdu fɨ̀yɔ́ lubhà ɔ̀ Yèrùsàlɛmà tɔ́ kɨgɔ̀ ɔ̀, ’àdʉ̀ mʉ̀hàgʉ̀ dɔ̌ rúbhi-tsí kɛ̀lɛ̌ ʉ̀bhà rʉ̀ndà Pɔlɔ̀, ’òwù ùvò nà Kàyìsàriyà tɔ́ kɨgɔ̀ ɔ̀. 
ACT.23.33	Nɨ́ ányɨ̀ ɨ̀ òwù ùvò rɔ̀, kɔ̌kɔ̀ pbànówí abhʉ̀ yà fɨ̀yɔ́ ádrʉ̀ngbǎlɛ àndǐnà bhàrʉwà lɨ̀walɨ̀-fɔ́, ’àdʉ̀ Pɔlɔ̀ ɨ̀tɛ̀ kà tɔ̀. 
ACT.23.34	Nɨ́, wɔ̀ bhàrʉwà ndɨ̀ ndɔ̀zʉ̀ dhu-dzidɔ̌, lɨ̀walɨ̀ Fèlisì ivú dhu Pɔlɔ̀-tsʉ̌, ndàtɨ: «Ɨnyɨ nɨ́ ɨ̀ngbà pbìrì ɔ̌ alɛ?» Nɨ́ Kìlìkiyà tɔ́ pbìrì ɔ̌ alɛ tɨ́ Pɔlɔ̀ rɨ̌’ɨ̀ dhu ndɨ̀ ndʉ̀nɨ rɔ̀, kǎdʉ̀ àtɨ̀nà Pɔlɔ̀ nɨ̌: 
ACT.23.35	«Tdʉ̌ ma mɨ́ pbʉ̀kʉ̀ dhu-ɔ̀nga nándà ɨnyɨ nɔ́bhʉ̀ alɛ rǐwu ùvò rɔ̀.» Wɔ̀ dhu-dzidɔ̌, kǎdʉ̀ Pɔlɔ̀ àbhʉ kowù nà, kowù ɔ̀dɔ̀nà ádrʉ̀ngbǎ kamà 
ACT.24.1	Imbò ɨdhɔ-dzidɔ̌, pbàkùhánɨ́ tɔ́ ádrɔ̀drɔ̌ alɛ dɔ̌ kamà, Ànànɨyà tɨ́ kátɨna, nɨ́ɨra Yèrùsàlɛmà rɔ̀, ndɨ̀rà àhʉ Kàyìsàriyà tɔ́ kɨgɔ̀ ɔ̀. Abádhí iwú atdíkpá ngúfe pbàkʉ̀rʉ̌ mà, ndɨrɔ̀ Tɛ̀rtulò tɨ́ kátɨna atdí alɛ mànà, ndɨ́nɨ̌ ɨ̀ ɔbhʉ tɨ́ Pɔlɔ̀ lɨ̀walɨ̀ Fèlisì-fɔ́. Ndɨ Tɛ̀rtulò nɨ’ɨ̀ 
ACT.24.2	Nɨ́rɔ̀ nɨ́ ndɨ lɨ̀walɨ̀ avì Pɔlɔ̀ kanzì. Nɨ́ Pɔlɔ̀ ɨ̀rà àhʉ tɨyá rɔ̀, Tɛ̀rtulò adʉ̀ kɔ̀bhʉ̀ lɨ̀walɨ̀-fɔ́, ndàtɨ: «Ɨfʉta nà àkǎ ádrʉ̀ngbǎlɛ Fèlisǐ, mǎ maróko màrʉ̀ngà ɔ̌ okúnʉ dɔ̀ rɔ̀. Ndɨrɔ̀ pbʉ̀kʉ̀ ídzì ʉndata-okú dɔ̀ rɔ̀, nyɨ nyàbhʉ wà ábhɔ̌ dhu nyʉ́ rʉ̀wʉ ɨ̀, rɨ̀’ɨ̀ mběyi yàrɨ́ Pbàyàhúdí tɔ́ pbìrì ɔ̌. 
ACT.24.3	Nɨ́ mǎ mɨ́ wɔ̀ nyɨ nyɔ́nzɨna ɨ dhu nákɔ̌ ádrʉ̀ngbǎ ɔ̀tsɔ̀ nyʉ́ nà kɔ́rɔ́ kàsʉmɨ̀ ɔ̌, ndɨrɔ̀ kɔ́rɔ́ ngari ɔ̀nǎ. 
ACT.24.4	Pbɛ́tʉ̀, akyɛ ma miwína pbʉ̀kʉ̀ kàsʉmɨ̀ abhɔ nɨ̌, ma mɨ̀tdɛ̀ nyɨ ɨ̀tdɛ̀ tɨ́ pbʉ̀kʉ̀ ídzìnga ɔ̌, ndɨ́nɨ̌ nyɨ nyɨrɨ tɨ́ ɨndʉ̀ ma máwɛ̌na ídǒ kàsʉmɨ̀ ɔ̌ tɨ́ dhu. 
ACT.24.5	Obhó tɨ́, yàrɨ́ alɛ nɨ́ nzɛ́rɛ alɛ nyʉ́ ròsè. Ndɨrɔ̀, àbadhi nɨ́ yà rɔ̀ká rɔ̀ ɨ̀ nútù Nàzàretì ɔ̌ bhà tɔ́ ádrʉ̀ngbǎlɛ. Kǎrɨ́ kɔ́rɔ́ Pbàyàhúdí-dɔ ɨ̀dzɨ̌ ádrɔ̀drɔ̌ alɛ rɔ̌ kɔ́rɔ́ ngari ɔ̀nǎ yà adzɨ ɔ̌. 
ACT.24.6	Ndɨrɔ̀, kǒmvù wà ndɨ̀ ndɨ̀tɨ Kàgàwà bhà ɨdza mà Kàgàwa-nyɨ̀kpɔ́ ɔ̌ átɔ̀. Nɨ́, mǎ mádʉ̀ kàlʉ mǒsò. [Mǎ mátsǔ mʉ̌nɔ̀ kà-ànyǎ àdhàdhɨ̀ yà àlɛ̌ tɔ́ Ʉyátá nózè ka dhu bhěyi. 
ACT.24.7	Pbɛ́tʉ̀, Pbàrɔ́má tɔ́ pbànówí dɔ̌ ádrʉ̀ngbǎlɛ, Lìsiyà tɨ́ kátɨna, nádʉ̀ ɨ̀rà ɔbɨ nyʉ́ nà, ndɨ̀dhǎ ka fɔká rɔ̀. 
ACT.24.8	Wɔ̀ dhu-dzidɔ̌, ndɨ ádrʉ̀ngbǎlɛ ádʉ̀ ka nɔ̀bhʉ̀ alɛ àvi rìwǔ kɔ̀bhʉ̀ fʉnʉ́.] Nɨ́rɔ̀ nyɨ nyɨ́ ndɨ dhu ɔ̀ngʉ̀ kà-tsʉ̌ nyɨ-tɨ́rɔ̀, ndɨ́nɨ̌ nyɨ nyʉnɨ tɨ́ mǎ mɔ̀bhʉ̀ ka okúna dɔ̀ rɔ̀ dhu.» 
ACT.24.9	Pbàyàhúdí adʉ̀ wɔ̀ Tɛ̀rtulò àwɛ dhu kɛ̀lɛ̌ ná’ù ’àtɨ, obhó dhu ràrɨ̌ ndɨ.
ACT.24.10	Wɔ̀ dhu-dzidɔ̌, lɨ̀walɨ̀ Fèlisì nʉ́ʉfà rʉsà Pɔlɔ̀ tɔ̀, ndɨ́nɨ̌ ɔtɛ tɨ́. Nɨ́rɔ̀ nɨ́ ndɨ Pɔlɔ̀ apɛ̀ ɔtɛ, ndàtɨ: «Ádrʉ̀ngbǎlɛ́, ma mʉ̀nɨ wà dhu nyɨ nyɔ́pɛ̀ nyʉnɔ̀ yàrɨ́ pbìrì ɔ̌ alɛ-ànyǎ rɔ́ atɔ ráhʉ wà abhɔ nyʉ́. Ndɨ dhu-okú dɔ̀ rɔ̀ nɨ́ ndɨ ma mɨ́ rùdú dhu àwɛ̌ ɔnzɨ̀nʉ́, madʉ̀ dhu à’ù ɨ̀rɨ nyɨ ràrɨ̌ kɨ̀rɨ mběyi nyʉ́. 
ACT.24.11	Nyɨ nyɨ́’ɨ̀ ìnè nyɔnɛ̀ yà ma mʉ́nɔna dhu tɔ́ obhónga nyʉnɨ. Ɨdhɔ àpɛ̀ nzá òse atdí kumì dɔ̀ná ɔ́yɔ̌ nà ɨdhɔ dɔ̀nǎ màtɨ́, yà ma márà Yèrùsàlɛmà tɔ́ kɨgɔ̀ ɔ̀, marà Kàgàwà ʉ̀lɛ rɔ́. 
ACT.24.12	Nɨ́ ányɨ̀, kǎkà mɔbhʉ rɨ́ alɛ mà nótù nzá ɨma Kàgàwà bhà ɨdzá màtɨ́, unduta-dzà ɔ̌ màtɨ́, ndɨrɔ̀ ngǎtsi ngari ɔ̌ kɨgɔ̀ ɔ̌ màtɨ́ mǎ mɨ́ mǎgò ìndrǔ nà rɔ́, ndɨrɔ̀ ngǎtsi nɨ̌ mǎ mɨ́ ihé-yà-dɔ mà nɨ́dzɨ̌ rɔ́. 
ACT.24.13	Ndɨrɔ̀ kɔ̌kɔ̀ ɨ alɛ mà rɨ̌ ɨ̀ ɔ̀bhʉ ma kòmbí okúna dɔ̀ rɔ̀ dhu tɔ́ obhónga ɨ̀tɛ̀ tɨ́ dhu mà rɨ̌’ɨ̀ ɨ̀mbǎ.
ACT.24.14	Pbɛ́tʉ̀, ʉ̀nɨ̌ tɨ́ ma mʉ̀nɨ ɔnzɨ̀nʉ́ rɔ̀ dhu nɨ́, ma marɨ́ ùbhi ɔ̀ná otu nɨ́ Ádrʉ̀ngbǎlɛ Kàgàwà bhà otu. Nɨ́, abádhí arádʉ̀ ndɨ otu àtɨ̀ nzɛ́rɛ otu tɨ́. Pbɛ́tʉ̀, ma marɨ́ ʉ̀lɛ̌na alɛ nɨ́ abhúka tɔ́ Kàgàwà. Ndɨrɔ̀, ma má’ù wà Músà bhà Ʉyátá mà, yà Kàgàwà bhà pbànábí andí dhu mànà kɔ́rɔ́. 
ACT.24.15	Ndɨrɔ̀, ma má’ù wà dhu Kàgàwà ràrɨ̌ atdí dhu ɔ̀nzɨ ɔ̀nzɨ. Ndɨrɔ̀, abádhí mà ná’ù wà ndɨ dhu átɔ̀. Ndɨ dhu nɨ́, atdíku Kàgàwà rɨ̌ yà ídzìnga ɔ̀nzɨ ɨ̀ arɨ́ rɔ́ rɔ̀ ʉvɛ̀ alɛ mà, nzɛ́rɛnga ɔ̀nzɨ ɨ̀ arɨ́ rɔ́rɔ̀ ʉvɛ̀ alɛ mànà nábhʉ̌ rʉ̀ngbɛ ɨ̀ ɔvɛ-bvʉ̀ rɔ̀ dhu. 
