MAT.1.1	Kou Iesu Keliso buluve deiadaike ko. Iesuu Ebalahamuta Deividita valadamo lohonu.
JHN.16.8	Auna lohoniege vatae ata haivege abuna abu vaveve toela hilokai Dilava vaveve dua keta hilokai. Isi Dilavau atae vaveve abuemo kaovaveve keta abuna hilokai. 
JHN.16.9	Ataeau vaveve toela vai abu uvu mai daemo mavoholiale ke auna vaveveabe loui. 
JHN.16.10	Di hatai hovelahai di Mamae tige la bae di elehalivebene. Isito Munanae Tumu kena di vaveve ata haivege abuna hilokage di vaveveu inutolotoloanu. 
JHN.16.11	Dilavau Vatae Kosive vaveve kaovaliho louale kemo Munanae Tumuu nahi haivege nahi hilokage seleveta Dilavau Setene vaveve kaovage vuvunevena bae uoholisi.
JHN.16.12	“Di isiviai hoto degomoleta loui la haivei. Isito dana hoto keta louge ke vavevena laemo isuai. 
JHN.16.13	Isito hoto seleve loumale Munanae Tumu kena lohoniege la haivege lana hoto seleve bahata hilokave. Keu bae au kinae hoto loui la haivelivebene. Isito auna au ehue eviale ke loui gabie vaveveu lohoveve keta loui la haivei. 
JHN.16.14	Munanae Tumu kena di hoto di vaveve ke bahata loui la haivege kemo di ivina balugai. 
JHN.16.15	Di Mamae onobenobe bahata keau di onoea. Iale kemo di la namigevei kosea, ‘Munanae Tumu kena di vaveve bahata loui la haivei.’”
JHN.16.16	Iesuu kateai au esemuho louito tota namigevei avoe, “Dana aike la halevege la bae di elehalivebene. Iniege ke iae vanie ni degomoleau uoholige lana tota bae di elehave. 
JHN.16.17	Kateai louge esemuiabe degomoleau moleho loui avoe, “Keu hoto vadeike au ke lounu. Au loui avoe, ‘Dana aike la halevege la bae di elehalivebene. Iniege ke iae vanie ni degomoleau uoholige lana tota bae di elehave.’ Isi tota loui avoe, ‘Dana hoilahai tota di Mamae tai.’ 
JHN.16.18	Vanie ni degomoleau uoholige nahi tota elehaveve ke ihuike ono vade. Nahi hotove ke evisi kemo daudaulahalu.” 
JHN.16.19	Kateai lousege Iesuu hilokage abu isivialeike belahai. Iale kemo Iesuu namigevei avoe, “Ose di laheho louale keike la ko loui mole belagevema. Di laheho loui kosea, ‘Di aike la halevege la bae tota di elehalivebene. Iniege ke iae vanie ni degomoleau uoholige lana tota bae di elehave.’ Hoto kenike la moleho louma, ani. 
JHN.16.20	La katelahalelua di hoto seleve laheho louge evive. Lana bae uvulahai ninalahave. Isege vatae ataeabuna vahaeholahai. Keau katelahasege la uvu kena ekovehage lana lata vahaeholahave. 
JHN.16.21	Di louale keu koseanu. Keate mole eseu uho vage tumuu hamage auna vatehani malei kemo ue toela vai. Iniege ese kena uge vateve hani keu uoholige keate kena vahaehoai. Kosealemo eseveu ua. 
JHN.16.22	Vaveve ke nahate lana vave. La nova uvulahalu. Isito gabie di hatai hovelahage lana tota di elehai vahaeholahave. Ige ataeau la aiogevege la vahaeho keu bae laemo gabialivebene.
JHN.16.23	“Iale di Mamae tiveve vani kela la bae onobeho di namihalivebene. Isito di louge evive. Lana di ivimo onoleho isiviai di Mama imihage auna la isivi ke laovei. 
JHN.16.24	La subuta di ivimo onobeho di Mama imihaholilu. Isito nova komo lana lavisi di ivimo onoleho imihage auna la isivi ke laovei. Ige kemo la vahaehona balugai.”
JHN.16.25	“Di subuta laheho dovudovue hotomo la haivenu. Isito vani mole di bae dovudovue hoto loulivebene. Isito dana vani kemo inuta di Mamae hotoe ihu laheho loui. 
JHN.16.26	Iale vani keu lohoge la biaeabuna di ivimo di Mama imihave. Di louale keu koseanu. Di laheho di Mama imihaveve ke louholinu. Isito la biaeabuna di ivimo imihave. 
JHN.16.27	Ige biagena laheho isiviai la isivi ke vai. Di Mamau laheho isiviale keu koseanu. La daho isivilahai la uvu mai daemo mavoi hilokage dau Dilavamo lohonu. 
JHN.16.28	Di seleveta di Mamaemo lohoi vata kove lohonu. Isito dana tota vata halei hoilahai di Mamae tai.”
JHN.16.29	Iesuu hoto ke louge esemuiabeau avuho loui avoe, “A keu nova dovudovumo louholisito inutaike a ko noheho lounu. 
JHN.16.30	Ige no nova a hoto kemo hilokage a keu onobenobe bahatamo luleleanu. Iale kemo atabeu bae onobe loui a haivulivebene. Kemoike no no uvu mai aemo mavoi hilokage au Dilavamo lohonu.” 
JHN.16.31	Ige Iesuu hotoeabe ibina vai namigevei avoe, “Seleveta lana nova la uvu mai daemo mavolu. 
JHN.16.32	Di louge evive. Di louale vani keu aike lohoma. Iale ataeabuna di maliho lohoge lana di halevai detuluvisi la o igaegae tisege dana dahuvela ui. Isito di bae dahuvela ulivebene. Di Mamana daiti ui. 
JHN.16.33	Di hoto ke loui isivialeike la la uvu mai daemo mavoime uveve dua vai. Vatae ataeabuna la aiogevege lana kemo vatehani maleve. Isito kemo vabu halevaito negolahave. Kosealemo di vatae vaveve toela vaholisi aehale ke nahate lata ke aehave.”
JHN.17.1	Iesuu hoto ke loui gabiaito otogoe niai au Mama imihai avoe, “Mamai, di hativeve vaniu lohonu. Iale di ivi ebagemanela. Ige dana data a ivi ebagemai. 
JHN.17.2	A di ebagemai vuvune daoge ata bahata keau di adae valamo ua. Iale dana ukolikoli malei a ata malevei daoale kebia ovei. 
JHN.17.3	Ukolikoli maleveve keu koseanu. Ataeabuna hilokage a igae Dilava seleve. Isi abuna hilokage a di hanavoge di lohonu. Abuna katelahai abu uvu mai daemo mavoliege ukolikoli malei. 
JHN.17.4	A lovi mai daoale ke bahata di vai gabianu. Ige kemo a iviu vatae ataemo baluganu. 
JHN.17.5	Subuta mole vatau uoholisege di aiti uge a di ivi ebagemanu. Iale Mamai, tota di ivi ebagemai vuvune kateale mai daonela.
JHN.17.6	“Di a vaveve loui a vatae ata malevei daoale kebia haivenu. A kebia malevege keau a ataea. Iale di kebia haivege keau a hoto evisi malu. 
JHN.17.7	Iale keau hilokage di onobenobe bahata maleale keau aemo loholu. 
JHN.17.8	A daho hoto louale ke di loui kebia namigevege keau ke evisi malu. Iale keau hilokage di seleveta aemo lohonu. Isi keau hilokage ailike di hanavonu.
JHN.17.9	“Iale kebiaho di guliguli ko vama. Di vatae ata bahataho guliguliholima. Isito a malevei daoale kebiahoike di guliguli ko vama. Kosealemo keau a ataea. 
JHN.17.10	Di ata maleveale keau bahata a ataea. Ige a ata maleveale keau bahata di ataea. Iale nahi ata kebia maleveale keau di ivi ebagevalu. 
JHN.17.11	Iale dana nova vata halei ae tai. Di bae kove ulivebene. Isito di esemuiabuna kove ui. Di Mama, au tumute. Ige a iviu vuvuneanu. Iale a ivie vuvune kemo di esemu kobia nibieve tumutumuanela. Ige elike keau naiti uvu igaeale ke nahate abuta uvu igaeai. 
JHN.17.12	Keau daluvuta usege di a ivie vuvunemo kebia nibieve tumutumuanu. Di kebia nalievege keau di halevaholilu. Isito kebia vigomo ata mole igae Diudasi keu di halei hatihatie humahamo tima. Ige vaveveve keu Bukae Hoto mai selevetinu. 
JHN.17.13	Iale dana nova vata halei ae tai. Isito di kove ui hoto ko loui isivialeike di vahaeho vaveve keu di esemue uvumo ui balugai. 
JHN.17.14	Di a hoto loui kebia haiveale kemo vatae ataeau aiogevelu. Kosealemo keau vatae ata holioholilu. Ige data vatae ata holioholinu. 
JHN.17.15	A kobia vatamo maleveliho di a imihaholinu. Isito di a imihai isivialeike koeau vatae usege a neniai kebia nalievege Seteneu kebia maleveholisi. 
JHN.17.16	Di vatae ata holioholiale ke nahate di esemu kebiata vatae ata holioholilu. 
JHN.17.17	Iale a hoto seleve kemo kebia hoesegevege abu atae tumu holievei. 
JHN.17.18	A di hanavoge di vatae lohoale ke nahate dana kebia hanavege abuna vata bahatae tai a hoto loui ata haivei. 
JHN.17.19	Di debika mai aoi isivialeike kebiata seleveta abu ebika mai aoge ana kebia hoesegevei.
JHN.17.20	“Di ata kobia unahaho guliguliholima. Isito ata degomoleau di esemu kobia hoto evisi abu uvu mai daemo mavoveve kebiatahoike di guliguliai a imihama. 
JHN.17.21	Mamai, di a imihai isivialeike di esemu koeau isi gabie daemo uvu mavoveve keau bahata uvu igaeai. Di isivialeike a daiti usege di aiti uale ke nahate abu vai nahehi igaetolahai. Ige elike vatae ataeau hilokage a di hanavonu. 
JHN.17.22	A di ebagemale ke nahate di kebia tabagevenu. Ige elike naiti uvu igaeale ke nahate keau uvu igaeai. 
JHN.17.23	A daiti uge di kebiahi ua. Iale keabuna seleveta uvu igaelahai. Ige kemo vatae ataeabuna hilokage a di hanavonu. Isi abuna hilokage a daho isiviale ke nahate a kebiaho isivianu.
JHN.17.24	“Mamai, a di esemu kobia malevei daonu. Iale di isivialeike keau di oleve uale keve abu daluvuta ui. Ilive elike a di ivi ebagemale ke abu elehai. A di ivi ebagemale keu koseanu. Subuta vatau uoholisege a daho isivi balugai di ivi ebagemanu. 
JHN.17.25	Di Mama, au inutolotolote kosive. Vatae ataeau a hilokaholilu. Isito di a hilokanu. Ige esemu koeau hilokage ailike di hanavonu. 
JHN.17.26	Di a vaveve loui kebia haivenu. Iale dana vani bahata kateigei. Ige elike a daho isiviale ke nahate abuna moleho isivilahai. Abuna katelahage dana abuhi ugei.”
JHN.18.1	Iesuu kateai guliguliai au Mama imihage uoholige ke iae au esemu leveni (11) holoevei abuhi e mole ivi Kidoloni ke houi bulu moleve tiale ua. 
JHN.18.2	Isege Iesuho haiale Diudasi keu matama ke hilokanu. Kosealemo vani moaga Iesuna matama keve au esemu bevuevei abuhi keve ugei. 
JHN.18.3	Iale keau keve usege Diudasiu tuvali ata holoevei abuhi keve loholu. Ige dubue kosiveau Balisia atahi dubue udaha nalimale bukate hanavege kebiata keve lamebata hatita malei loholu. Isi Iesu hamaveve kudavata malei loholu. 
JHN.18.4	Lohoale matama keve velehovoge Iesuu kebia elegevei vaveve bahata avuemo lohoveve ke hilokanu. Iale keu vabuholisito kebia beiavei tiale abuho loui avoe, “Ata vadeike la kaovama.” 
JHN.18.5	Ige abu namihai avoe, “Nasaleta ata Iesu keike no kaovama.” Ige Iesuu loui avoe, “Ke dailike ko.” Kateai lousege avuho haiale Diudasi keu keve abuhi lamisi ua. 
JHN.18.6	Iesuu kateai abuho loui avoe, “Ke dailike, ko.” Ige abu ke evisi vikolahai vatamo dobuluvilu. 
JHN.18.7	Vatamo dobuluvige Iesuu tota belagevei avoe, “Ata oleike la kaovama.” Ige abu avuho loui avoe, “Nasaleta ata Iesu keike no kaovama.” 
JHN.18.8	Ige Iesu namigevei avoe, “Di subuta laheho loui kosea, ‘Ke dailike ko.’ Iale la da igae kaovaliege di esemu kobia iovege abu tai.” 
JHN.18.9	Kateai loui isivialeike au subuta louale hoto ke mai selevetisi. Au subuta au Mama imihai avoe, “Mamai, a kobia daoveale ke di bebe haleveholinu.” 
JHN.18.10	Kateai louge Saimoni Bitau au siga mai dubu nalimale kosive baluga ke esemue golema inute heisi etulenu. Esemu ke ivilike Malakasi. 
JHN.18.11	Ige Iesuu Bita namihai avoe, “A siga mai lovovemo mamo. A huhuige di Mamau daho e mole hale ke di bae ilivebene. Ba, dana ke isi kemo vatehani malei.”
JHN.18.12	Ige tuvali ataeau abu kosivehi isi Diue dubue bukate keau Iesu evudei mai umuvalu. 
JHN.18.13	Isi vasohuta mai Anasi oe tilu. Dubu nalimale kosive baluga Kaiabasi ke valuike Anasi. Vagana kemo Kaiabasi keu Diue atae kosive baluga holinu. 
JHN.18.14	Iale Kaiabasi keike subuta Diue kosive namigevei avoe, “Nahi ata ke igae hamage au hatige duave. Ige kemo nahi bahata haluvi halevai.”
JHN.18.15	Abu Iesu mai Anasi oe tisege Saimoni Bitau Iesu esemu moleti ehovei tilu. Esemu mole ke dubue kosive baluga keu ke hilokanu. Iale esemu keu Iesu ehomai dubue kosive baluga ke oe uvue tinu. 
JHN.18.16	Isege Bitau heie lamisi ua. Ige esemu keu tota hoilahai tiale dubue kosive baluga ke udaha nalimale ma ke namihage keu udaha alavoge Bitau oe uvue tinu. 
JHN.18.17	Oe uvue tisege udaha nalimale ma keu avuho loui avoe, “Ose au Iesu esemu mole ailike ko.” Ige Bitau namihai avoe, “Ba, dau ke esemu holioholinu.”
JHN.18.18	Kateai lousege dabau lohoge dubue kosive baluga ke esemuiau dubue bukate kebiahi vene beisi hevemo lavisi ua. Isege Bitau tiale abuhi vene ke hemo ua.
JHN.18.19	Keve usege dubue kosive baluga keu oe uvue Iesu belahama. Keu isivialeike Iesu esemu kebia hilokaevei. Isi isivialeike Iesuu hoto onole loui ata haivemale hoto keta hilokai. 
JHN.18.20	Ige Iesuu namihai avoe, “Di vani bahata ata bahatae vudimo lamisi di hoto loui haivema. Diue dubu baluga kemo isi dubue ese igaegae kela nahie ataeau mole bevuevei igaetoai uale kebia di hogohogomo loui kebia haiveholinu. 
JHN.18.21	Iale osialemoike a hoto kateale loui di belahama. Ainaho di belahalive. Isito di ata haivesege abu di hoto eviale ata kebia belagevenela. Keau di louale hoto ke hilokalu. Iale ana kebia belagevege keabuna di hoto onole louale ke abuna aho loui.” 
JHN.18.22	Iesuu hoto kateale louge dubue bukate moleu vavavemo lamiale keu Iesu golema beisi avuho loui avoe, “Osialemoike a hoto kateale dubue kosive balugaho lounu.” 
JHN.18.23	Ige Iesuu namihai avoe, “Di hotoe toela onole louge ke daho lounela. Isito di hoto louale keu inutolotoloige osialemoike a daho loui dahamonu.”
JHN.18.24	Kateai louge Anasiu louge abu Iesu umuvale keta melavei dubue kosive baluga Kaiabasi oe tilu.
JHN.18.25	Keau keve tisege Bitau sohu venehemo uma. Ige ata degomoleau avuho loui avoe, “Ani, a keu Iesu esemu mole.” Ige Bitau hotoeabe hamai loui avoe, “Dau ke esemu holioholinu.” 
JHN.18.26	Ige dubue kosive baluga ke esemu moleu Bita namihanu. Esemu ke ata mole golemaike Bitau heisi etulenu. Iale esemu keu Bita belahai avuho loui avoe, “Ose a koike Iesuluvuta bulue usege di a elehanu.” 
JHN.18.27	Ige Bitau tota loui avoe, “Ba, dau ke holioholinu.” Kateai lousege solekavesite kokoluguu hotoanu.
JHN.18.28	Iniale vavita vau alamosege abu tota Iesu melavei Kaiabasi o ke halevai gamani baluga oe tilu. Tialeau velehovoito gamani baluga ke oe uvue tioholilu. Kosealemo vaveve katealemo Diue menakau ua. Menaka keu koseanu. Diue ata keau Diue ata holioholiale ke oe uvue bae talivebene. Abuna o ke uvue tiliege bae Basova lovi ke ilivebene. Katealemoike abu tiale gamani oe uvue tioholisito heie lavisi ua. 
JHN.18.29	Iale kemo gamani baluga Bailoti keu heie lohoale ata kebia belagevei avoe, “Ata kou vaveve vade vaike vage la mai loholu.” 
JHN.18.30	Ige abu namihai avoe, “Malaha kou vaveve toela vaholivatege no ko mai lohoholilu. Isito kou vaveve toela baluga vaike vage no mai loholu.” 
JHN.18.31	Ige Bailotiu namigevei avoe, “La biaeau ke mai talive la menakamo vaveveve avuemo kaovave.” Ige Diue ata keau Bailoti namihai avoe, “No isiviale hamai. Isito a gamaniau menaka mavoale kemo no bae atabe hamalivebene.” 
JHN.18.32	Abu hoto kateale louale keu Iesu hoto mole mai selevetinu. Iesuu subuta loui avoe, “Ataeabuna di mai idie domo hamage dana hatai.” Iale abu hoto kateale louale keu Iesu hoto mai selevetinu. 
JHN.18.33	Ige Bailotiu au o uvue tiale Iesu hohavoge au avue lohonu. Ige Bailotiu belahai avoe, “A Diue kosive anike ko.” 
JHN.18.34	Ige Iesuu namihai avoe, “A kinamo nike a hoto ke lounu. Mena ata moleu di vaveve aho louike vage a hoto ke lounu.” 
JHN.18.35	Ige Bailotiu belahai avoe, “A huhuige dau Diue ata. Dau Diue ata holioholinu. Isito a ata isi a dubue kosive keau a mai dae loholu. Iale a vadeu vale ke daho lounela.” 
JHN.18.36	Ige Iesuu namihai avoe, “Dau vata ko kosive holioholinu. Isito di vata ko kosive holivatege di ata keau di tedahoge Diue ata keau di mai kove lohoholilu. Isito dau vata ko kosive holioholinu.” 
JHN.18.37	Ige Bailotiu tota belahai avoe, “A hoto louale kemo seleveta au kosive baluga, e.” Kateai louge Iesuu namihai avoe, “A louale keu seleve. Dau kosive baluga. Isito di vatae lohoi uale ke ihuu koseanu. Di isivialeike hoto seleve loui ata haivei. Ige oleuoleu abuemo hoto seleve umale keabuna di hoto ke evisi mai.” 
JHN.18.38	Ige Bailotiu Iesu belahai avoe, “Hoto seleve keu hoto vade.”
JHN.18.38	Kateai Iesu belahaito halei tota heie tiale Diue ataho loui avoe, “Di vaveveve avuemo kaovage vavevebe toelau avuemo uoholinu. 
JHN.18.39	Isito la vaveve keu koseanu. Vagana bahata Basova vani keu lohoge lana louge dana dibulae ata mole iomage auna tigei. Iale lana isiviage di ke nahate vai Diue kosive ke iomage au tai.” 
JHN.18.40	Ige Diue ata keau itumulahai baita avuho loui avoe, “Ke ioma hale. Isito malaha mole Balabasi ke iomanela.” Kateai loui Bailoti namihalu. Isito Balabasi keu vavoloe ata.
JHN.19.1	Bailotiu au tuvali ata namigevege abu Iesu mai visuhavoi aiohavolu. 
JHN.19.2	Isi kinaveho hote mole beikabeikate mai viliai kinave hanubelu. Isi ogo tahote vatae kosiveau hatumale ke nahate mai avuemo hatulu. 
JHN.19.3	Isi lohoaleau vudivemo lavisi hehavoi avuho loui avoe, “Diue kosive baluga, ana duave.” Katelahai hehavoi golema beisi aiohavolu.
JHN.19.4	Katelahasege Bailotiu tota dobai tiale Diue ata namigevei avoe, “Elehave. Dana mai lohoge lana ke elehai hilokage di vaveveve avuemo kaovaito vavevebe toela avuemo elehaholinu.” 
JHN.19.5	Kateai namigeveito louge Iesuu heie lohonu. Abu hote beikate mai viliai kinave hanubei ogo nehe tahote mai avuemo hatuale keta heie lohonu. Ige Bailotiu Diue ata namigevei avoe, “Elehave. Malaha nehe keike ko.” 
JHN.19.6	Ige dubu nalimale kosiveau abu bukatehi Iesu elehai baita loui avoe, “Mai idie domo hamave. Mai idie domo hamave.” Ige Bailotiu abuho loui avoe, “La biaeau mai idie domo hamave. Di vaveveve kaovage vavevebe toelau avuemo uoholiale kemo di ke hamaveveu daemo anekianu.” 
JHN.19.7	Ige Diue kosiveau avuho loui avoe, “Ata keu subuta loui avoe, ‘Dau Dilava mo.’ Iale kemo no menakau loui avoe, ‘Ata kateale hamage au hatai.’ Iale keu hoto kateale louale kemo no isivialeike a ke hamage au hatai.”
JHN.19.8	Abu hoto kateale louge Bailotiu ke evisi vabu baluganu. 
JHN.19.9	Isi Iesu melamei au oe uvue tiale Iesu belahai avoe, “A oleve lohonu.” Kateai louge Iesuu hotove ibina louholinu. 
JHN.19.10	Kateige Bailotiu avuho loui avoe, “A daho hoto louliho isiviholinu, ani. A hilokage dau gamani baluga. Iale dana isivianiege a iomage tenela. O dana isivianiege a mai idie domo hamai.” 
JHN.19.11	Ige Iesuu avuho loui avoe, “A vuvune maleale ke Dilavaike aonu. Iale ata moleu di mai aoale ata keu a vaveve ko evihai vaveve toela baluga vanu.” 
JHN.19.12	Kateige Bailotiu Iesu hoto ke evisi humaha kaovai isivialeike iomage au tai. Kateaito halei tiale hoto ke loui Diue ata namigevege abu avuho loui avoe, “Ana ke iomage keu tige a keu Loma kosive baluga Sisa ke haoka holioholinu. Kosealemo ata keu loui avoe, ‘Dau kosive baluga.’ Iale ata oleu isiviai kosive baluga holiale keu Loma kosive baluga ke aiohavonu.” 
JHN.19.13	Kateai louge Bailotiu hotoeabe evisi Iesu melamei heie tiale kotae matama keve ugulamonu. Matama keu abu mune detiale matama. Iale Diue hotomo abu matama ke ivihai avoe, “Gabata.”
JHN.19.14	Iale bulae esemo abu Basova lovi ke iho vage vani ke lilimo Bailotiu Iesu melamei kotae matamae lohonu. Isi Diue ata namigevei avoe, “La kosive baluga keike ko.” 
JHN.19.15	Ige abu hovedevei baita loui avoe, “Hamage au hatai. Mai idie domo hamave.” Ige Bailotiu belagevei avoe, “Kou la kosive baluga. Iale lana isiviage dana mai idie domo hamai.” Ige dubu nalimale kosiveau namihai avoe, “Ata keu no kosive holioholinu. Isito Loma kosive baluga ke igaeike no kosive baluga.”
JHN.19.16	Kateai louge Bailotiu hotoeabe evisi Iesu mai hamaliho tuvali ata ovenu. Ige abu Iesu mai tilu. 
JHN.19.17	Mai tiale keau idie do mai omige au ke ebamoge abu tiale keau matama mole ivi Gologota keve velehovolu. Diue hotomo hoto ke ihuu koseanu. Lolokue matama. 
JHN.19.18	Abu keve velehovoi Iesu mai idie domo hamalu. Isi malaha abuitata malevei avuluvuta igaetolahai havelu. Moleu adave agiteatae. Isege moleu adave inuteatae. 
JHN.19.19	Ige Bailotiu idie vakimo hoto mole hisaliage abu ke mai kinave tatamo hamale keu koseanu. Avoe, “Nasaleta ata Iesu keike ko. Kou Diue atae kosive baluga.” 
JHN.19.20	Iale Diue ata moagaeau hisali ke elehai dodavema. Kosealemo abu Iesu mai hamale matama keu haeava holioholinu. Isito keu Dielusalema vavamo ua. Ige Bailotiu Diue hotomo Loma hotomo isi Giliki hotomo hoto ke igae hisalianu. 
JHN.19.21	Ige Diue dubu nalimale kosiveau Bailoti namihai avoe, “Ainaho hisaliai loui kosea, ‘Kou Diue atae kosive baluga.’ Keu no kosive baluga holioholinu. Isito hisaliai kosea, ‘Kou au ebika ebagemai loui avoe, Dau Diue atae kosive baluga.’” 
JHN.19.22	Ige Bailotiu namigevei avoe, “Di hisaliai gabianu. Iale di bae tota ke ekovehalivebene.”
JHN.19.23	Ige ke iae tuvalie ata abuita abuitaeau Iesu mai hamale keau ogove mai dikohai mole ovelu. Isi tota Iesu dabae ogo mai elehage keu ogo egete igae. 
JHN.19.24	Iale kemo abu moleho loui avoe, “Nahi ko dikoha halevai. Isito nahi ogo ko mai kasilahage oleu kasi kemo negoaniege bae ogo ko mai.” Abu vaveve kateale vale keu Bukae Hoto mai selevetinu. Hoto keu loui avoe, “Keau di ogo dikohai mole ovelu. Isi di dabae ogo keho kasilahalu.” Iale tuvalie ataeau Bukae Hotou louale ke nahate valu.
JHN.19.25	Keau katelahasege Iesu neinau abu tatati Iesu valamo lavisi ua. Ige Kolobasi mahina Meli isi keate mole Meli Magidaleni keau abuhi lavisi ua. 
JHN.19.26	Ige Iesuu elehage neinaveu uvuve esemu moleti keve lavisi ua. Ige Iesuu au neinaho loui avoe, “Amia, esemu keu a moike.” 
JHN.19.27	Kateai au neinaho louito esemu ke namihai avoe, “Keu a neinaike.” Hoto ke louge esemu keu vani kemo keate ke melamege au neinave holisi avuti ua.
JHN.19.28	Iesuu hilokage loviveu bahata gabianu. Iale kemo keu isiviale Bukae Hoto mole mai selevetisi. Isi loui avoe, “Di enuanu.” 
JHN.19.29	Kateai louge abu uaini mai baidisimo ehosivale kemo ono mole ogomu ke nahate mai uaini e kemo maneveito ke kavitisi mai aivemo mavolu. 
JHN.19.30	Ige Iesuu uaini ke teveito loui avoe, “Elemua.” Kateai louito hatige tuveu dakolahanu.
JHN.19.31	Iniale gutuige Diue ataeau tiliale Bailoti namihai isivialeike au louge tuvalie ataeau talive idie domo haveale kebia velo havei bokoevege abu haluvisi. Keau isiviholialeike ata keau bulamo idie domo uliho. Kosealemo vani keu vanie tumu seleve. 
JHN.19.32	Ige Bailotiu tuvalie ata namigevege abu tiale keau vasohuta mole velo hamai bokoige keu hatinu. Ige abu halevai mole velo hamai bokoige keta hatinu. 
JHN.19.33	Ige abu halevai lohoale isiviai Iesu velota hamai bokoai. Isito abu elehage keu subuta hatinu. Iale kemo abu velove hamai bokoholilu. 
JHN.19.34	Isito tuvalie esemu mole igae keu bi mai Iesu etekamo binu. Ige solekavesite kemo tahou eti laluvai loholu. 
JHN.19.35	Kateisege di ke elehanu. Iale kemo di ko hisaliai isivialeike lata ko evisi la uvu mai avuemo mavove. Di louale kou loboe hoto holioholinu. Isito di hilokage di louale hoto kou hoto seleve. 
JHN.19.36	Tuvalie atau vaveve ke vale keu Bukae Hoto mole mai selevetinu. Bukae Hoto keu loui avoe, “Itavavebeu bae bokolahalivebene.” 
JHN.19.37	Ige Bukae hotou tota loui avoe, “Ataeabuna abu biale ke elehai.”
JHN.19.38	Vaveve ke iae Alimatia malaha mole Dioseba keu isiviai Iesu vava mai abavui. Iale keu tiale keho Bailoti belahanu. Dioseba keu Iesu ehomamale ata mole. Isito keu Diue kosive vabugeveale kemo au evievi ke mahogovanu. Iale keu Bailoti belahage Bailotiu avuho loui avoe, “Talive vavave mai abavu.” Ige Diosebau tiale vavave manu. 
JHN.19.39	Isege malaha moleu subuta vavimo Iesue tiale Nikodimasi keu Diosebati tinu. Tiale mulamula hagote balugataho malei lohonu. 
JHN.19.40	Iale malaha abui keau mulamula ke bahata malei Iesu vavamo keiohai ogota viliai tilu. Diue ataeabuna ata abavueveliho vaveve kateale vagei. 
JHN.19.41	Abu Iesu mai hamale ke vavae bulu moleu uale keve abata moleu ua. Abu subuta lovoi kemo atabe mai abavuholilu. 
JHN.19.42	Iale abata kemo abu Iesu vava mai mavolu. Bulau lohoveveu vuguvuguike vage abu Iesu vava mai vuguta hamale ke vavamo abavulu.
JHN.20.1	Sande vavita vae alamo Meli Magidaleniu Iesu vutae tinu. Tiale elehage abu mune baluga mai gulive ili bamuale keu uoholinu. 
JHN.20.2	Ige keu ke elehai hoilahai bibuai tiale Saimoni Bita namihai Iesu uvue esemu mole keta namihanu. Namigevei avoe, “Ataeau nahie Kosive ke vava vavololahai mai tilu. Mai tiale oleve mavoale ke no hilokaholilu.” 
JHN.20.3	Ige Bitau esemu mole keti hoto ke evisi halevai Iesu vuta elehaliho tilu. 
JHN.20.4	Bibuluvisi tilage esemu mole keu Bita halei uli holisi tiale vasohuta Iesu vutae velemanu. 
JHN.20.5	Keve velemaito abata ke uvue tioholinu. Isito abu Iesu mai mavoale ke ilimo holumai elehage abu ogota viliale ogo ke unahaeau ua. 
JHN.20.6	Ige ke iae Saimoni Bitau tiale velemai inuta abata ke uvue tinu. Tiale elehage abu ogota viliale keau ua. 
JHN.20.7	Isege abu kinave viliale ogo keu ogo kebiahi igaetoai uoholinu. Isito ogo keu lilikateve bokoai ua. Iale keta Bitau elehanu. 
JHN.20.8	Ige esemu moleu uli holisi tiale abatae velemale keta bae ke uvue tinu. Tiale ogo elegevei hilokage Iesuu hovelahanu. 
JHN.20.9	Bukae Hotou louale Iesuna hatihatimo hovelahai. Iale keau subuta kemo luleleholisito ke elehalemo Bukae Hotou louale kemo lulelelahalu. 
JHN.20.10	Keau ke elehaito hoidevei abu oe tilu.
JHN.20.11	Isege iaeabe Meliu lohoale guli keve lamisi ui ninama. Keve ninanata holumai abu Iesu mai mavoale lovo ke elehanu. 
JHN.20.12	Elehasege anelu abuiau ogo taete holoevealeta Iesu lovo kemo uguiavoi ua. Moleu kinaveu uale keve ugulamonu. Isege moleu veloveu uale keve ugulamonu. 
JHN.20.13	Iale keau Meli belahai avoe, “Osiohoike a ninama.” Ige keu namigevei avoe, “Ataeau di Kosive vava vavoloai mai tilu. Keau mai tiale oleve keve mavoale ke di hilokaholinu.” 
JHN.20.14	Kateai louito hoilahai au iae niai elehage Iesuu lamisi ua. Isito keate keu Iesu hilokaholinu. Keu huhuai avoe, “Mesoho ata moleiko.” 
JHN.20.15	Ige Iesuu belahai avoe, “A osiohoike ninama. Ata vadeike a kaovama.” Ige Meliu huhuai avoe, “Mesoho malaha kou bulu ko biage.” Isi kateai avuho loui avoe, “A Iesu vava mai oleve keve mamoniege daho louge di talive mai.” 
JHN.20.16	Ige Iesuu ivive iviloi loui avoe, “Meli.” Kateai louge Meliu hoilahai valitisi Diue hotomo avuho loui avoe, “Laboni.” Hoto ke ihuu koseanu. Kosive. 
JHN.20.17	Ige Iesuu avuho loui avoe, “Ainaho di levelive. Kosealemo di sohu di Mamae veatisi tioholinu. Iale talive di haokuvu namigevei kosea, ‘Di di Mamae veatisi tima. Keu di Mama isi la Mama. Keu di Dilava isi la Dilava.’” 
