MAT.1.1	Huā'mā' lista ū'tza' ī'xū'nāpap Jesucristo ē xla' ī'xū'nātā'nat David ē nā Abraham.
JHN.11.32	―Māpa'ksīni', palh ixtahui'la' huā'tzā', jā ixtinīlh quintā'tin.
JHN.11.33	Jesús laktzī'lh tzuculh calhuan María ē israelitas tī ixtatā'mimā'nalh. Lhpipeklalh ē līpuhuanli. 
JHN.11.34	Cākelhasqui'nīlh:
JHN.11.34	―¿Jāchu mā'cnū'tit?
JHN.11.34	Tahuanilh:
JHN.11.34	―Māpa'ksīni', cata't laktzī'na'.
JHN.11.35	Jesús calhuanli. 
JHN.11.36	Israelitas talāhuanilh:
JHN.11.36	―Calaktzī'ntit chī ixpāxquī'.
JHN.11.37	Ā'makapitzīn tahuanli:
JHN.11.37	―Ū'tza' huā'mā' tī mālacahuānīlh lakatzī'n. ¿Ē jāla ixtlahualh Lázaro jā ixtinīlh?
JHN.11.38	Jesús līpuhuampālh ā'maktin. Chā'lh nac pūtā'cnūn. A'ktin lhu'cu' ixtlahuacanī't ē ixlīlakatalacanī't a'ktin chihuix. 
JHN.11.39	Jesús huanli:
JHN.11.39	―Camāpānū'tit chihuix.
JHN.11.39	Marta, ixtā'tin nīn, huanilh:
JHN.11.39	―Māpa'ksīni', ka'lhī a'ktā'ti' quilhtamacuj nīnī't ē chuhua'j pu'csantza'.
JHN.11.40	Jesús huanilh:
JHN.11.40	―¿Ē jā icuanin palh na'a'ka'ī'ya', nalaktzī'na' ixlītli'hui'qui Dios tū natlahua?
JHN.11.41	Palaj tunca māpānūca chihuix. Jesús talacayāhualh nac tālhmā'n ē huanli:
JHN.11.41	―Tāta', icmaxquī'yān tapāxcatca'tzīn ixpālacata hui'x quinkexpa'tni'nī'ta'. 
JHN.11.42	Quit icca'tzī tihua'na' quinkexpa'tni'ya'. Quit icuaniyāntza' ixpālacataca'n tachi'xcuhuī't tī tahui'lāna'lh huā'tzā' xlaca'n chuntza' nata'a'ka'ī' hui'x quimacata'nī'ta'.
JHN.11.43	A'cxni' huankō'lh huā'mā', Jesús palha' huanli:
JHN.11.43	―¡Lázaro, cataxtu!
JHN.11.44	Ta'a'cxtulh tī xanīntza' ixuanī't. Ixlīmakchī'canī't ē ixlīlacchī'canī't ē ixlīlakatlapacanī't lu'xu'. Jesús cāhuanilh:
JHN.11.44	―Calacxcutit ē camacaxcutit ē chuntza' camakxtektit.
JHN.11.45	A'cxni' talaktzī'lh Jesús tū tlahualh, ta'a'ka'ī'lh lhūhua' israelitas tī ixtamāmakxtokmā'nalh María. 
JHN.11.46	Makapitzīn talaka'lh līfariseos ē cāhuanica tū ixtlahuanī't Jesús. 
JHN.11.47	Fariseos ē xanapuxcu'nu' pālejni' ē māpa'ksīni'nī'n talāmāstokli ē talāhuanilh:
JHN.11.47	―¿Tū natlahuayāuj chuhua'j? Huā'mā' chi'xcu' tlahuamā'lh lhūhua' lī'a'cnīn. 
JHN.11.48	Palh jā tū natlahuani'yāuj, nata'a'ka'ī'ni'kō' ū'tza', ē xanapuxcu'nu' romanos natamin ē natalactlahua xaka'tla' templo ē quincā'lacchicni'ca'n.
JHN.11.49	Chā'tin chī ū'tunu'n ixuanican Caifás. Xla' ū'tza' xapuxcu' pālej ixuanī't tzamā' cā'ta. Cāhuanilh:
JHN.11.49	―Hui'xina'n jā ca'tzīyā'tit. 
JHN.11.50	Hui'xina'n jā kexpa'tā'tit. Ā'chulā' tze palh chā'tin chi'xcu' nanī quimpālacataca'n. Chuntza' ixlīpō'ktu cā'lacchicni' jā catilaksputli.
JHN.11.51	Tū huanli Caifás, jā ixa'cstu ixtalacapāstacni'. Caifás xapuxcu' pālej ixuanī't tzamā' cā'ta, ē Dios māhuanīlh chī Jesús nalīnī ixpālacataca'n tachi'xcuhuī't. 
JHN.11.52	Jā xmān israelitas ixticālīnīlh; nā ixlīpō'ktuca'n xala' makat, ē ū'tza' tzē nacālīmākēxtimī ē kēxtim natala. 
JHN.11.53	Tzamā' quilhtamacuj xanapuxcu'nu' israelitas tatzuculh talīchihuīna'n chī tzē natalīmaknī Jesús.
JHN.11.54	Ū'tza' Jesús jātza' ixcālītasu'yuni' israelitas. Taxtulh nac Judea ē a'lh ā'lacatin cā'lacchicni' tū ixuanican Efraín, na ixlacatzuna'j nac cā'tzaya'nca ti'ya't. A'ntza' cātā'tahuī'lh ī'scujnu'nī'n.
JHN.11.55	Ixtalacatzuna'jītēlhatza' ixcā'tani'ca'n israelitas tū huanican pascua. A'cxni' jāna'j ixtzucu cā'tani', lhūhua' tachi'xcuhuī't ta'a'lh nac Jerusalén natatalacpa'lha chuntza' chī ixtahui'latca'n. 
JHN.11.56	Xlaca'n ixtaputza Jesús. A'cxni' ixtatanūmā'nalhtza' xaka'tla' nac templo, ixtalākelhasqui'nī:
JHN.11.56	―¿Chī puhua'nā'tit hui'xina'n? ¿Namin Jesús o jā catimilh?
JHN.11.57	Fariseos ē xanapuxcu'nu' pālejni' ixtamāstā'nī't līmāpa'ksīn palh ixuī'lh tī ixca'tzī jā ixuī'lh Jesús, cacāmāca'tzīnīca ē chuntza' tzē nalīchi'pacan.
JHN.12.1	Ixtalacatzuna'jītēlhatza' cā'tani' tū ixuanican pascua. Xmān a'kchāxan quilhtamacuj ī'sputa. Jesús a'lh nac Betania jā ixui'lacha' Lázaro tī ixmālacastālancuanīnī't. 
JHN.12.2	A'ntza' cāxtlahuaca ixlīhua' Jesús. Marta ixcāmaxquī' ixpulātuca'n. Lázaro ē makapitzīn lacxtim ixtatā'hui'lāna'lh Jesús jā ixtahuā'yamā'nalh. 
JHN.12.3	María līmilh i'tāt litro xaxcān xa'nat nardo tū mu'csun ē lhūhua' ixtapalh. Lītantūtlahualh Jesús ē palaj tunca lītantūxacalh ixya'j. Ixlīpūchakānmu'csun chic. 
JHN.12.4	Judas Iscariote, ixka'hua'cha Simón, tī nā ī'scujni' ixuanī't ē tī namacamāstā' Jesús, huanli:
JHN.12.5	―¿Tū ixpālacata jā līstā'ca huā'mā' xaxcān xa'nat? Hua'chi a'ktu'tun ciento tumīn ixtapalh. Huā'mā' tumīn tzē ixcāmaxquī'ca xcamanīnī'n.
JHN.12.6	Judas jā ixcālakalhu'man xcamanīnī'n. Huanli huā'mā' chū'nu xla' ka'lhāna' ixuanī't. Xla' ixmāmāquī'nīcanī't tumīn ē a'ntza' ixka'lhantēlha. 
JHN.12.7	Jesús huanilh:
JHN.12.7	―Jā camāmakchu'yi' huā'mā' puscāt. Xla' māquī'nī't huā'mā' xaxcān xa'nat hasta naquilītlahua ixpālacata a'cxni' na'icnī ē naquimā'cnūcan. 
JHN.12.8	Pō'ktu quilhtamacuj na'a'nan xcamanīnī'n. Quit jā pō'ktu quilhtamacuj icticātā'latamān.
JHN.12.9	A'cxni' taca'tzīlh Jesús ixui'lacha' nac Betania, lhūhua' israelitas ta'a'lh talaktzī'n. Jā xmān Jesús ixtalaktzī'ncu'tun. Nā ixtalaktzī'ncu'tun Lázaro tī ixmālacastālancuanīnī't Jesús. 
JHN.12.10	Chuntza' xanapuxcu'nu' pālejni' nā xlaca'n talīchihuīna'mpālh nā natamaknī Lázaro. 
JHN.12.11	Ixpālacata Lázaro, lhūhua' israelitas ixtatalakaspi'tnī'ttza' pālejni' ē ixta'a'ka'ī'ni'nī'ttza' Jesús. Ū'tza' ixtalīmaknīcu'tun Lázaro.
JHN.12.12	Ixlīlakalī lhūhua' tachi'xcuhuī't tī ixtachinī't nac Jerusalén jā ixlamā'lh cā'tani', xlaca'n taca'tzīlh Jesús ixmimā'lh nac Jerusalén. 
JHN.12.13	Talē'lh ixpeken palhma ē ta'a'lh talāpāxtoka Jesús ē ixtamāta'sīmā'nalh:
JHN.12.13	―¡Camakapāxuī'tit Dios! ¡Dios casicua'lanātlahualh tī līmimā'lh ixlītli'hui'qui Māpa'ksīni'! Ū'tza' quimPuxcu'ca'n quina'n israelitas.
JHN.12.14	Jesús ixmaclanī't lakatin burro ē ixkēhuī'lh. Chuntza' tatzo'kni' na ixtachihuīn Dios:
JHN.12.15	Jā cajicua'ntit hui'xina'n xalanī'n nac Sión;
JHN.12.15	chuhua'j mimPuxcu'ca'n mimā'lh
JHN.12.15	ē kēhuī'lh lakatin xaska'ta' burro.
JHN.12.16	Xapūla ī'scujnu'nī'n jā ixtaca'tzī tū ixuanicu'tun huā'mā'. A'cxni' Jesús lacastālancuana'nli, a'cxni' talacapāstacli chī ixtatzo'kni' ē chuntza' mākentaxtūlh Jesús.
JHN.12.17	Tachi'xcuhuī't tī ixtatā'hui'lāna'lh Jesús a'cxni' xla' ta'sani'lh Lázaro nac pūtā'cnūn jā ixmā'cnūcanī't ē mālacastālancuanīlh, ē xlaca'n ixtalīchihuīna'mā'nalh tū ixtalaktzī'nī't. 
JHN.12.18	Ū'tza' talī'a'lh talīpāxtoka Jesús lhūhua' tachi'xcuhuī't ixpālacata xlaca'n ixtaca'tzī ixtlahuanī't huā'mā' lī'a'cnīn. 
JHN.12.19	Fariseos talāhuanilh:
JHN.12.19	―Calaktzī'ntit chī tastālani'kō'. Jāla tū tlahuani'yāuj.
JHN.12.20	Makapitzīn griegos nā xlaca'n ixta'a'nī't nac Jerusalén natalaktaquilhpūta Dios a'cxni' ixlamā'lh cā'tani'. 
JHN.12.21	Xlaca'n talaka'lh Felipe xala' nac Betsaida nac Galilea. Tahuanilh:
JHN.12.21	―Señor, quina'n ictā'chihuīna'ncu'tunāuj Jesús.
JHN.12.22	Felipe laka'lh Andrés ē huanilh tū tahuanli. Ixchā'tu'ca'n ta'a'lh tahuanī Jesús. 
JHN.12.23	Jesús cāhuanilh:
JHN.12.23	―Quit Chi'xcu' xala' Tālhmā'n. Chilhtza' quilhtamacuj tū naquimpūlakachi'xcuhuī'can ixpālacata palaj na'icnī. 
JHN.12.24	Ū'tza' ixlīcāna'. Palh a'ktin līcha'nat namāstā' ixtahua'ca't, ixlacasqui'nca namā'cnūcan nac ti'ya't. A'cxni' namā'cnūcan, pūla tasu'yu hua'chi ixnīnī't. Ā'līstān namāstā' ixtahua'ca't. Nā chuntza' naquina'kspula a'cxni' naquimā'cnūcan. 
JHN.12.25	Nā chuntza' tachi'xcuhuī't. Tī tatlahua tū ixtalacasqui'nīnca'n, xlaca'n nacāsputni' ixlatamatca'n. Tī tatlahua ixtalacasqui'nīn Dios, taka'lhī xasāsti' ixlatamatca'n tū jā makstin caticāsputni'lh. 
JHN.12.26	Tī quintatā'scujcu'tun, caquintastālani'lh. Jā na'ictahui'la quit nac a'kapūn, nā a'ntza' naquintatā'tahui'la tī quintatā'scuja. QuinTāta' nacālakachi'xcuhuī' ixlīpō'ktuca'n tī quintatā'scuja.
JHN.12.27	’Chuhua'j quit ictamakchuyīnī't. ¿Chī na'icuan? Jā ictihuanilh quinTāta': “Tāta', caquimakapūtaxtū tū na'icpātī.” Jāla icuan chuntza'. Ixlacasqui'nca na'icpātīni'n. Ū'tza' iclīminī't nac cā'quilhtamacuj. 
JHN.12.28	Tāta', calakachi'xcuhuī'ca' hui'x.
JHN.12.28	Palaj tunca kexmatca a'ktin tachihuīn nac a'kapūn tū huanli:
JHN.12.28	―Quilakachi'xcuhuī'canī'ttza' ē naquilakachi'xcuhuī'palacan.
JHN.12.29	Tachi'xcuhuī't, a'cxni' takexmatli huā'mā', tahuanli:
JHN.12.29	―Jililh.
JHN.12.29	Ā'makapitzīn tahuampālh:
JHN.12.29	―Chā'tin ángel tā'chihuīna'lh.
JHN.12.30	Jesús cāhuanilh:
JHN.12.30	―Huā'mā' tachihuīn chihuīna'nli mimpālacataca'n ē jā quimpālacata. 
JHN.12.31	Chuhua'j natzucucan cāputzāna'nīcan xalanī'n nac cā'quilhtamacuj. Namaktīcan ixlītli'hui'qui tī māpa'ksī huā'mā' cā'quilhtamacuj. 
JHN.12.32	Quit a'cxni' naquimā'kayāhuacan nac cruz, na'iccāmāpāstaquī ixlīpō'ktuca'n tachi'xcuhuī't palh naquintakexmatni'.
JHN.12.33	Jesús huanli huā'mā' ixpālacata chuntza' naca'tzīcan chī nalīnī. 
JHN.12.34	Tachi'xcuhuī't takelhtīlh:
JHN.12.34	―Quilīmāpa'ksīnca'n quincāmāsu'yuni'yān Cristo natahui'la ixlīpō'ktu quilhtamacuj. ¿Chī līhua'na' hui'x Chi'xcu' xala' Tālhmā'n namā'kayāhuaca'na' nac cruz? ¿Ē tīchu huā'mā' Chi'xcu' xala' Tālhmā'n?
JHN.12.35	Jesús cāhuanilh:
JHN.12.35	―Jātza' makās catika'lhī'tit taxkaket. Catlā'hua'ntit hui'xina'n līhuancus ka'lhī'yā'tit taxkaket ē jāna'j lakatzī'suanā'tit. Tī talatlā'huan cā'pucsua' jā taca'tzī jā ta'a'n. 
JHN.12.36	Quit taxkaket ixpālacata icmāsu'yu tū ixlīcāna'. Caquilā'a'ka'ī'ni'uj ē chuntza' naca'tzīyā'tit tū ixlīcāna'.
JHN.12.36	A'cxni' ixuanī'ttza' huā'mā', Jesús a'lh ē cātatzē'kni'lh.
JHN.12.37	Israelitas jā ixta'a'ka'ī'ni' Jesús masqui ixtlahuanī'ttza' lhūhua' lī'a'cnīn ixlacatīnca'n. 
JHN.12.38	Chuntza' mākentaxtūlh tū ixtzo'knī't a'kchihuīna' Isaías:
JHN.12.38	Māpa'ksīni', jā tī a'ka'ī'nī't tū icmāsu'yūj.
JHN.12.38	Jā tī a'ka'ī'lh masqui laktzī'nca chī Dios ka'lhī lītli'hui'qui.
JHN.12.39	Isaías līchihuīna'nli chī jāla ixta'a'ka'ī'. Ē ū'tza' līhuampālh:
JHN.12.40	Dios cāmālakatzī'lh ē cālactlahuani'lh ixtalacapāstacni'ca'n.
JHN.12.40	Chuntza' jāla natalacahuāna'n
JHN.12.40	ē jā natalīlacapāstaca ixlīstacna'ca'n
JHN.12.40	ē jā quintalakmin na'iccālīmātzeyī.
JHN.12.41	Isaías huanli huā'mā' ixpālacata ixlaktzī'nī'ttza' chī ixlītli'hui'qui Jesús. Chuntza' līchihuīna'nli Jesús.
JHN.12.42	Lhūhua' xanapuxcu'nu' ta'a'ka'ī'ni'lh Jesús. Xlaca'n xmān tzē'k ta'a'ka'ī'lh ixpālacata ixtajicua'ni' līfariseo. Ixtajicua'n nacātamacxtucan nac templo. 
JHN.12.43	Xlaca'n ā'chulā' ixtalakatī catalakachi'xcuhuī'lh tachi'xcuhuī't; ē jā ixtatlahuacu'tun tū Dios lacasqui'n.
JHN.12.44	Jesús palha' chihuīna'nli ē huanli:
JHN.12.44	―Tī quinta'a'ka'ī'ni'nī't jā xmān quina'cstu quinta'a'ka'ī'ni'nī't. Xlaca'n ta'a'ka'ī'ni'nī't nā quinTāta' tī quimacaminī't. 
JHN.12.45	Tī quintalaktzī'n hua'chi talaktzī'mā'nalh nā quinTāta' tī quimacaminī't. 
JHN.12.46	Quit taxkaket. Icminī't nac cā'quilhtamacuj nacāmāxkakēni'ni' tachi'xcuhuī't. Chuntza' tī naquinta'a'ka'ī'ni' jātza' catitatahuī'lh nac cā'pucsua', ixpālacata nata'a'ka'ī' tū ixlīcāna'. 
JHN.12.47	Tī takexmata quintachihuīn ē jā ta'a'ka'ī', jā quit icticāputzāna'nīlh. Quit icminī't na'iccāmakapūtaxtū xalanī'n nac cā'quilhtamacuj, ē jā icminī't na'iccāputzāna'nī. 
JHN.12.48	Tī quintalakmaka'n ē jā ta'a'ka'ī' quintachihuīn, xlaca'n nacāputzāna'nīcan. A'cxni' ā'xmān quilhtamacuj, nacālīputzāna'nīcan tū icuanī't. 
JHN.12.49	Quit jā xmān icchihuīna'n tū quintalacapāstacni'. QuinTāta' tī quimacamilh xla' quimāpa'ksīlh tū icuan ē tū icmāsu'yu. 
JHN.12.50	Quit icca'tzī quinTāta' quimāpa'ksīlh tū iccāmāsu'yuni' tachi'xcuhuī't chī natalīka'lhī xasāsti' ixlatamatca'n tū jā catilaksputli. Tū quihuaninī't quinTāta', ū'tza' iclīchihuīna'n.
JHN.13.1	A'cxni' jāna'j ixtzucu cā'tani', Jesús ca'tzīlh ā'macsti'na'j ī'sputni' nalatama ē nalaka'mpala ixTāta'. Xla' pō'ktu quilhtamacuj ixcāpāxquī'nī't tī ixla' xala' nac cā'quilhtamacuj. Jātza' lātma'j namāsu'yu chī lhūhua' ixcāpāxquī'.
JHN.13.2	Jesús ixcātā'huā'yamā'lh ī'scujnu'nī'n. Skāhuī'ni' ixmālacpuhuanīnī'ttza' Judas Iscariote, ixka'hua'cha Simón, namacamāstā' Jesús. 
JHN.13.3	Jesús ixca'tzī ixTāta' ixmaxquī'kō'nī't līmāpa'ksīn. Nā ixca'tzī ixminī'ta'ncha' jā huī'lh Dios ē nalaka'mpala. 
JHN.13.4	Ā'līstān tāyalh jā ixuā'yamā'lh ē tamakxtulh ixlu'xu' tū ixmākelhalīnī't ē tampātahuī'lh a'ktin ixlīmacaxaca. 
JHN.13.5	Palaj tunca mojōlh xcān nac a'ktin pūmakacha'ka'. Tzuculh cātantūche'kē' ī'scujnu'nī'n ē cālītantūxacalh ixlīmacaxaca tū ixtampāhuī'lh.
JHN.13.6	A'cxni' ixtantūche'kē'cu'tumā'lhtza' Simón Pedro huanli:
JHN.13.6	―Māpa'ksīni', ¿hui'x naquintantūche'kē'ya'?
JHN.13.7	Jesús kelhtīlh:
JHN.13.7	―Chuhua'j hui'x jā ca'tzīya' tū ictlahuamā'lh. Ā'līstān nalacapāstaca.
JHN.13.8	Pedro huanilh:
JHN.13.8	―Quit jā makstin quintitantūche'ke'.
JHN.13.8	Jesús huanilh:
JHN.13.8	―Palh jā ictitantūche'kē'n, hui'x jātza' quintitā'scujti.
JHN.13.9	Simón Pedro huanilh:
JHN.13.9	―Jā xmān quintujan, nā quimacan caquimakache'ke', ē nā quina'kxāk caquina'kche'ke'.
JHN.13.10	Jesús huanilh:
JHN.13.10	―Tī paxni'cus, xmān ixlacasqui'nca natantūche'kē'can ixpālacata pō'ktu ixmacni' xatache'kē'n. Hui'xina'n lactze. Xmān chā'tin jā tze.
JHN.13.11	Jesús ixca'tzītza' tī namacamāstā'. Ū'tza' līhuanli: “Hui'xina'n lactze. Xmān chā'tin jā tze.”
JHN.13.12	Jesús a'cxni' cātantūche'kē'kō'lh ī'scujnu'nī'n, lhakā'pālh ixlu'xu' ē tahui'lapālh ē cāhuanilh:
JHN.13.12	―¿Ē lacaca'tzīyā'tit tū iccātlahuani'nī'ta'n? 
JHN.13.13	Hui'xina'n quilāmāpācuhuīyāuj Mākelhtahua'kē'ni' ē Māpa'ksīni'. Tze chī hua'nā'tit. Ū'tza' quit. 
JHN.13.14	Quit Mākelhtahua'kē'ni' ē Māpa'ksīni', ē iccātantūche'kē'nī'ta'n. Nā chuntza' ixlacasqui'nca hui'xina'n nalātantūche'kē'yā'tit. 
JHN.13.15	Quit iccātlahuani'n huā'mā' hua'chi xalīlaktzī'ntēn. Nā chuntza' natlahua'yā'tit hui'xina'n. 
JHN.13.16	Ixlīcāna' tū iccāhuaniyān. Hui'xina'n jā ā'chulā' xaka'tla' chī quit. Hui'xina'n hua'chi quintasācua'n ē quit mintēcu'ca'n. Hui'xina'n quilacscujnī'n ē quit iccāmālacscujūyān. Chuntza' ixlacasqui'nca natlahua'yā'tit tū ictlahua. 
JHN.13.17	Hui'xina'n ca'tzīyā'tit tū iccāhuaninī'ta'ncus. Palh natlahua'yā'tit, līpāxuhua nalatapāyā'tit.
JHN.13.18	’Jā milīpō'ktuca'n iccālīchihuīna'nān. Quit icca'tzī tī iccālacsacnī't. Namākentaxtū chuntza' chī tatzo'kni' na ixtachihuīn Dios:
JHN.13.18	Ū'tza' tī quintā'huā'yan ū'tza' jā quilaktzī'ncu'tun.
JHN.13.19	Quit iccāhuanimā'n tū na'a'kspula. A'cxni' nala huā'mā', hui'xina'n naca'tzīyā'tit tīchu quit. 
JHN.13.20	Quit ixlīcāna' iccāhuaniyān. Tī takexmatni' tī icmacā'n, quit quintakexmatni' ē nā takexmatni' tī quimacaminī't.
JHN.13.21	A'cxni' huankō'lh huā'mā', Jesús līpuhuanli ē lacatancs huanli:
JHN.13.21	―Ixlīcāna' iccāhuaniyān, chā'tin chī hui'xina'n naquimacamāstā'.
JHN.13.22	Ē tatzuculh talālakalaktzī'n ī'scujnu'nī'n ixpālacata jā ixtaca'tzī tī ixlīchihuīna'mā'lh. 
JHN.13.23	Chā'tin ī'scujni' ixuā'yamā'lh na ixpāxtūn. Ū'tza' tī ā'chulā' ixpāxquī' Jesús. 
JHN.13.24	Simón Pedro macahuanilh tzamā' scujni':
JHN.13.24	―Cakelhasqui'ni' tīchu līchihuīna'mā'lh.
JHN.13.25	Xla' ā'chulā' laktalacatzuna'jīlh Jesús ē kelhasqui'nīlh:
JHN.13.25	―Māpa'ksīni', ¿tīchu līchihuīna'mpā't?
JHN.13.26	Jesús kelhtīlh:
JHN.13.26	―Na'icmāchū'huī' līhua' pītzuna'j pāntzīn. Ē tī na'icmaxquī' ū'tza' iclīchihuīna'mā'lh.
JHN.13.26	Māchū'huī'lh pītzuna'j pāntzīn ē maxquī'lh Judas Iscariote, ixka'hua'cha Simón. 
JHN.13.27	A'cxni' Judas maktīni'lh pāntzīn, tanūni'lh skāhuī'ni' na ixlīstacna'. Palaj tunca Jesús huanilh:
JHN.13.27	―Tū tla'hua'cu'tuna', palaj tunca catla'hua'.
JHN.13.28	Makapitzīn tī ixtahuā'yamā'nalh jā ixtalacaca'tzī tū chuntza' ixlīhuanimā'lh. 
JHN.13.29	Judas ū'tza' ixmāmāquī'nīcanī't tumīn, ē makapitzīn tapuhuanli Jesús ixuaninī't natamāhua tū ixtamaclacasqui'n ixpālacata cā'tani', o ixuaninī't nacāmaxquī' macasti'n xcamanīnī'n. 
JHN.13.30	A'cxni' ixua'nī'ttza' pāntzīn, Judas taxtulh. Tzī'satza' ixuanī't.
JHN.13.31	A'cxni' Judas ixtaxtunī'ttza', Jesús huanli:
JHN.13.31	―Chuhua'j Dios quimāka'tlī'nī't quit, Chi'xcu' xala' Tālhmā'n. Ē xla' quilītaka'tlī'nī't. 
JHN.13.32	Namāka'tlī'can Dios ixpālacata tū ictlahua, ē chuntza' Dios naquilīmāka'tlī'. Palaj tunca nakentaxtu. 
JHN.13.33	Quilacstīn, jātza' makās icticātā'tahui'lan. Hui'xina'n naquilāputzayāuj. Chuntza' chī iccāhuanilh israelitas, nā hui'xina'n chu chuntza' chuhua'j na'iccāhuaniyān: Jā na'ica'n, hui'xina'n jāla catipintit. 
JHN.13.34	Iccāmaxquī'yān xasāsti' līmāpa'ksīn: Calāpāxquī'tit hui'xina'n. Chuntza' chī iccāpāxquī'yān quit, nā chuntza' nalāpāxquī'yā'tit. 
JHN.13.35	Palh hui'xina'n nalāpāxquī'yā'tit, chuntza' natalīca'tzī ixlīpō'ktuca'n tachi'xcuhuī't hui'xina'n quiscujnu'nī'n.
JHN.13.36	Simón Pedro kelhasqui'nīlh Jesús:
JHN.13.36	―Māpa'ksīni', ¿jāchu pimpā't?
JHN.13.36	Jesús kelhtīlh:
JHN.13.36	―Jā na'ica'n, jāla quintitā'pi chuhua'j. Ā'līstān naquistālani'ya'.
JHN.13.37	Pedro huanilh:
JHN.13.37	―Māpa'ksīni', ¿tū ixpālacata jāla ictitā'a'n chuhua'j? Iclīnīcu'tun mimpālacata.
JHN.13.38	Jesús kelhtīlh:
JHN.13.38	―¿Ē ixlīcāna' quilīnīcu'tuna'? Ixlīcāna' tū icuaniyān. A'cxni' jāna'j ta'sa puyux, hui'x nakelhtatzē'ka' maktu'tun.
JHN.14.1	Jesús cāhuanipālh:
JHN.14.1	―Hui'xina'n jātza' catamakchuyī'tit. Calīpāhua'ntit Dios ē nā chuntza' quit caquilālīpāhuanui. 
JHN.14.2	Jā hui'lacha' quinTāta', a'ntza' a'nan lhūhua' pūtahuī'lh. Palh jā cahuālh chuntza', xa'iccāhuanin. Ica'nā iccāxui'lī pūtahuī'lh jā natahui'la'yā'tit. 
JHN.14.3	A'cxni' na'ica'n ē na'iccāxui'līkō'yācha', na'icmimpala ē na'iccālē'nān. Chuntza' jā na'ictahui'la, nā hui'xina'n a'ntza' natahui'la'yā'tit. 
JHN.14.4	Hui'xina'n ca'tzīyā'tit jā ica'mā'lh ē ca'tzīyā'tit chī tzē līchā'ncan.
JHN.14.5	Tomás huanilh:
JHN.14.5	―Māpa'ksīni', quina'n jā icca'tzīyāuj jā pimpā't. ¿Chī na'iclīca'tzīyāuj chī līchā'ncan?
JHN.14.6	Jesús kelhtīlh:
JHN.14.6	―Quit xatze tej, ē quit tū ixlīcāna', ē quit latamat. Xmān tī quinta'a'ka'ī'ni' tzē natalakchā'n quinTāta'. 
JHN.14.7	Palh hui'xina'n ixca'tzītit tīchu quit, ixlakapastit quinTāta'. Chuhua'j lakapasā'tittza' quinTāta' ē laktzī'nī'ta'ntit.
JHN.14.8	Felipe huanilh:
JHN.14.8	―Māpa'ksīni', caquilāmāsu'yuni'uj minTāta'. Xmān ū'tza' iccāsqui'ni'yān.
JHN.14.9	Jesús kelhtīlh:
JHN.14.9	―Felipe, makās iccātā'hui'lan. ¿Tū ixpālacata jāna'j quilakapasa'? Tī quintalaktzī'nī't, nā talaktzī'nī't quinTāta'. ¿Tū ixpālacata līhua'na': “Caquilāmāsu'yuni'uj minTāta'?” 
JHN.14.10	¿Ē jā a'ka'ī'ya' quinTāta' ē quit chu chā'tin? Tū iccāhuaniyān, jā quintalacapāstacni'. QuinTāta' quintā'lahuī'lh, ē māni' ū'tza' quintā'tlahua tū ixtascujūt. 
JHN.14.11	Ca'a'ka'ī'tit chu chā'tin quina'n, quit ē quinTāta'. Palh jāla na'a'ka'ī'yā'tit huā'mā', calī'a'ka'ī'tit lī'a'cnīn tū ictlahua. 
JHN.14.12	Ixlīcāna' tū iccāhuaniyān. Tī quinta'a'ka'ī'ni', nā xlaca'n natatlahua tū ictlahua quit. Ā'chulā' xalaka'tla' natatlahua ixpālacata quit na'iclaka'n quinTāta'. 
JHN.14.13	Tū nasqui'nā'tit hui'xina'n na quintacuhuīni' quit na'ictlahua ixpālacata quit ī'Ska'ta' Dios. Chuntza' tzē na'iclīmāsu'yukō' chī ixlīka'tla' ixlītli'hui'qui quinTāta'. 
JHN.14.14	Quit na'ictlahua pō'ktu tū nasqui'nā'tit na quintacuhuīni'.
JHN.14.15	Jesús cāhuanipālh:
JHN.14.15	―Palh hui'xina'n quilāpāxquī'yāuj, cakexpa'ttit quilīmāpa'ksīn. 
JHN.14.16	Quit na'icsqui'ni' quinTāta' ē xla' nacālakmacamimpalayān ā'chā'tin tī nacāmaktāyayān. Xla' ū'tza' nacātā'tahui'layān chī ixlīpō'ktu quilhtamacuj. Ū'tza' Espíritu Santo tī māsu'yu tū ixlīcāna'. 
JHN.14.17	Xalanī'n nac cā'quilhtamacuj jāla catitamaktīni'lh Espíritu Santo ixpālacata xlaca'n jā catitalaktzī'lh ē jā catitalakapasli. Hui'xina'n lakapasā'tit ixpālacata xla' cātā'hui'lan. 
JHN.14.18	Jā icticāmakxtekni' mina'cstuca'n. Na'iccālakmimpalayān. 
JHN.14.19	Jātza' makās quintitalaktzī'lh xalanī'n nac cā'quilhtamacuj. Hui'xina'n naquilālaktzī'nāuj. Nalatahui'la'yā'tit ixpālacata quit iclahuī'lh. 
JHN.14.20	A'cxni' namin Espíritu Santo, hui'xina'n naca'tzīyā'tit quinTāta' quintā'huī'lh ē nā iccātā'hui'lan. 
JHN.14.21	Tī taca'tzī quilīmāpa'ksīn ē tamākentaxtū, ū'tza' lītasu'yu quintapāxquī'. QuinTāta' nā nacāpāxquī' tī quintapāxquī'. Nā quit na'iccāpāxquī' ē na'iccātasu'yuni'.
