MAT.1.1	Huā'mā' lista ū'tza' ixnapapna' Jesucristo lā' xla' ixtā'nat David lā' nā Abraham.
JHN.12.42	Lā' lej lhūhua' xanapuxcu'nu' takalhlaka'ī'lh Jesús. Xlaca'n xmān tzē'k taca'tzīlh porque ixtajicua'ni' huan fariseosnu'. Ixtajicua'n que nacāmātuxtekēcan de huan lītokpān. 
JHN.12.43	Xlaca'n lej ixtalacasqui'n que cata'a'cnīni'ni'lh tachi'xcuhuī't; lā' tū' tanto ixtatlahuacu'tun a'ntū Dios lacasqui'n.
JHN.12.44	Jesús chihuīna'lh lej pa'lha lā' hualh:
JHN.12.44	―A'ntī quintakalhlaka'ī' quit, tū' xmān quē'cstu quintakalhlaka'ī'. Xlaca'n takalhlaka'ī' nā quinTāta' a'ntī quimacamilh. 
JHN.12.45	Lā' a'ntī quintalaktzī'n quit, hua'chilh xlaca'n talaktzī'n nā quinTāta' a'ntī quimacamilh. 
JHN.12.46	Quit huan Xkakana'. Quit icminī't nac quilhtamacuj para nacāmakskoni' tachi'xcuhuī't. Chuntza' a'ntī naquintakalhlaka'ī' quit, tū'tza' catitatahui'lalh xlaca'n a'nlhā cā'pucsua', como natamāchekxī a'ntū ixlīstu'ncua'. 
JHN.12.47	A'ntīn takaxmata quintachihuīn lā' tū' takalhlaka'ī', tū' iccālacāxtlahua quit. Quit icminī't para na'iccāmāpūtaxtū xalanī'n nac quilhtamacuj, lā' tū' para na'iccālacāxtlahua. 
JHN.12.48	Lā' a'ntī quintalakmaka'n lā' tū' takalhlaka'ī' quintachihuīn, xlaca'n nacālacāxtlahuacan. A'ntū ā'xmān chi'chini' nala, xlaca'n nacālacāxtlahuacan por ixpālacata a'ntū icuanī't. 
JHN.12.49	Lā' quit tū' xmān icchihuīna'n por quimpātunca'tzi. QuinTāta' a'ntī quimacamilh xla' quimāpa'ksīlh a'ntū icuan lā' a'ntū icmāsu'yu. 
JHN.12.50	Lā' quit icca'tzī que quinTāta' quimāpa'ksīlh que iccāmāsu'ni'lh huan tachi'xcuhuī't a'nchī nataka'lhī xasāsti' ixquilhtamacujca'n para pō'ktu. A'ntū quihuaninī't quinTāta', ū'tza' icchihuīna'n quit.
JHN.13.1	Lā' a'xni'ca' tūna'j ixtzucu huan cā'tani', Jesús ca'tzīlh que ā'macsti'na'j ī'sputni' para namakxteka huan quilhtamacuj lā' para nalaka'mpala ixTāta'. Lā' xla' pō'ktu ixcāpāxquī'nī't a'ntī ixla' xalanī'n nac quilhtamacuj. Lā' tū' ixlīmakān xla' namāsu'yu a'nchī lej ixcāpāxquī'.
JHN.13.2	Lā' Jesús ixcātā'huā'yamā' ī'sca'txtunu'nī'n cā'smalanka'n. Lā' huan ko'ti'ti' ixmāpuhuanīnī'ttza' Judas Iscariote, ixo'kxa' Simón, palh namacamāstā' Jesús. 
JHN.13.3	Jesús, xla' ixca'tzī que huan xaTāta', xla' ixmaxquī'kō'nī't ixlīhuāk līmāpa'ksīn. Lā' nā ixca'tzī palh ixminī'ta'ncha' de Dios lā' chu nalaka'mpala Dios. 
JHN.13.4	Lā' tuncan tāyalh a'nlhā ixuā'yamā' lā' tamakxtulh ixlu'xu' xala' ixkalhni' lā' chā'xpātahui'lalh kalhtin ixlīmacaxaca. 
JHN.13.5	Lā' chu tuncan mojōlh xcān nac lakatin pūmakacha'ka'. Lā' chu tuncan tzuculh cātantūche'kē' huan ī'sca'txtunu'nī'n lā' cālītantūxacalh huan līmacaxaca a'ntū ixchā'xpāhuī'.
JHN.13.6	Lā' a'xni'ca' ixtantūche'kē'cu'tumā'tza' huan Simón Pedro, xla' hualh:
JHN.13.6	―Māpa'ksīni', lā' ¿chu hui'x naquintantūche'kē'ya'?
JHN.13.7	Lā' Jesús kalhtīlh:
JHN.13.7	―Chuhua'j hui'x tū' māchekxī'ya' a'ntū ictlahuamā' quit. A'calīstān namāchekxī'ya' hui'x.
JHN.13.8	Lā' Pedro huanilh:
JHN.13.8	―Quit tū' maktin quintitantūche'ke'.
JHN.13.8	Lā' Jesús huanilh:
JHN.13.8	―Palh quit tū' ictitantūche'kē'ni' hui'x tūlalhtza' catila't quisca'xtunu'.
JHN.13.9	Lā' Simón Pedro huanilh:
JHN.13.9	―Lā' tū' xmān quintojon, nā quimacan caquimakache'ke', lā' nā qui'a'kxāk caquimūche'ke'.
JHN.13.10	Lā' Jesús huanilh:
JHN.13.10	―A'ntī paxnī'tcus, xmān tasqui'nī natantūcha'ka'n porque ixlīhuāk ixmacni' makcha'ka'nī't. Hui'xina'n lactzey. Xmān kalhatin de hui'xina'n tū' tzey.
JHN.13.11	Lā' Jesús ixca'tzītza' a'ntī namacamāstā'. Lā' ū'tza' līhualh: “Hui'xina'n lactzey. Xmān kalhatin de hui'xina'n tū' tzey”.
JHN.13.12	Lā' Jesús a'xni'ca' cātantūche'kē'kō'lh huan ī'sca'txtunu'nī'n, chu hui'līpā ixlu'xu' huan xala' ixkalhni' lā' xla' tahui'lapā lā' cāhuanilh:
JHN.13.12	―¿Chā māchekxī'yā'tit hui'xina'n huā' a'ntū iccātlahuani'nī'ta'ni'? 
JHN.13.13	Hui'xina'n quilāmāpācuhuīyāuj Mākalhtō'kē'ni' lā' Māpa'ksīni'. Chuntza' tzey porque ū'tza' quit. 
JHN.13.14	Como quit Mākalhtō'kē'ni' lā' Māpa'ksīni', lā' iccātantūche'kē'nī'ta'ni' hui'xina'n lā' nā chuntza' tasqui'nī que hui'xina'n nā nalātantūche'kē'yā'tit. 
JHN.13.15	Quit iccātlahuani'ni' huā'mā' hua'chi tamālacastuc; lā' nā chuntza' natlahua'yā'tit nā hui'xina'n. 
JHN.13.16	Ixlīstu'ncua' a'ntū iccāhuaniyāni'. Hui'xina'n tū' más laka'tla'n que quit. Hui'xina'n hua'chi quintasācua'nī'n lā' quit hua'chi mimpatronca'n. Hui'xina'n quilacscujnī'n lā' quit iccāmālacscujūyāni'. Chuntza' tasqui'nī natlahua'yā'tit a'ntū ictlahua. 
JHN.13.17	Hui'xina'n ca'tzīyā'tit a'ntū iccāhuaninī'ta'ni'cus. Lā' palh natlahua'yā'tit, lej līpāxūj nalatahui'la'yā'tit.
JHN.13.18	’Lā' tū' milīhuākca'n iccālīchihuīna'nāni'. Quit icca'tzī a'ntī iccālacsacnī't. Natlōkentaxtū chu a'nchī tatzo'kni' na ixtachihuīn Dios:
JHN.13.18	U'tza' a'ntī ictā'huā'yan ū'tza' lalh hua'chi quintā'ca'tza'.
JHN.13.19	Quit iccāhuanimā'ni' a'ntū napātle'ke. Lā' chuntza' a'xni'ca' nala huā'mā', hui'xina'n nakalhlaka'ī'yā'tit tichū quit. 
JHN.13.20	Quit ixlīstu'ncua' iccāhuaniyāni'. A'ntī ta'a'cnīni'ni' a'ntī icmālakachā', nā quit quinta'a'cnīni'ni' lā' nā ta'a'cnīni'ni' a'ntī quimacamilh.
JHN.13.21	Lā' a'xni'ca' huankō'lh huā'mā', Jesús lej tamakchuyīlh lā' lacastu'nc hualh:
JHN.13.21	―Ixlīstu'ncua' iccāhuaniyāni', chā'tin de hui'xina'n ū'tza' naquimacamāstā'.
JHN.13.22	Lā' ū'tza' tatzuculh talālīlakalaktzī'n huan sca'txtunu'nī'n porque xlaca'n tū' ixtaca'tzī a'ntī ixlīchihuīna'mā'ca. 
JHN.13.23	Kalhatin ī'sca'txtunu' ixuā'yamā' na ixpāxtūn Jesús. U'tza' a'ntī lej ixpāxquī' Jesús. 
JHN.13.24	Lā' Simón Pedro lacahuanilh huanmā' sca'txtunu' lā' huanilh:
JHN.13.24	―Cakalhasqui'ni' tichū līchihuīna'mā'.
JHN.13.25	Lā' xla' ū'tza' ā'chulā' līlaktapajtzūlh huan Jesús lā' kalhasqui'nīlh:
JHN.13.25	―Māpa'ksīni', ¿tichū līchihuīna'mpā't?
JHN.13.26	Lā' Jesús kalhtīlh:
JHN.13.26	―Na'iclīmāchū'huī' xaxcān līhua't pītzina'j pāntzi. Lā' a'ntī na'icmaxquī' ū'tza' nala.
JHN.13.26	Lā' māchū'huī'lh huan pītzina'j pāntzi lā' maxquī'lh huan Judas Iscariote, ixo'kxa' Simón. 
JHN.13.27	Lā' a'xni'ca' Judas maklhtīni'lh huan pāntzi tanūni'lh huan ko'ti'ti' na ixa'clhcunuc. Lā' chu tuncan Jesús huanilh:
JHN.13.27	―Catla'hua' tuncan a'ntū tla'hua'cu'tuna'.
JHN.13.28	Lā' huan ā'makapitzīn a'ntī ixtahuā'yamā'na, xlaca'n tū' tamāchekxīlh a'chī' huanilh huanmā'. 
JHN.13.29	Lā' como Judas ū'tza' ixmāmāquī'nīcanī't huan tumīn, makapitzīn tapuhualh que Jesús ixuaninī't que natamāhua catūhuā a'ntū ixtamaclacasqui'n para huan cā'tani', o ixuaninī't que nacāmaxquī' macsti'na'j huan pobres. 
JHN.13.30	Lā' a'xni'ca' ixmaklhtīni'nī'ttza' huan pāntzi, Judas taxtulh. Lā' tzī'satza' ixuanī't.
JHN.13.31	Lā' a'xni'ca' Judas ixtaxtunī'ttza', Jesús hualh:
JHN.13.31	―Chuhua'j qui'a'cnīni'ni'can quit, como quit huan Chi'xcu' xala' Tālhmā'n. Lā' chuhua'j a'cnīni'ni'can Dios por ixpālacata a'ntū ictlahua. 
JHN.13.32	Lā' como a'cnīni'ni'can Dios por ixpālacata a'ntū ictlahua, lā' chuntza' Dios naqui'a'cnīni'ni' quit. Lā' palaj natlahua. 
JHN.13.33	Quilakska'tā'n, tū'tza' makān icticātā'latahui'lani' hui'xina'n. Lā' hui'xina'n naquilāputzayāuj. Chuntza' a'nchī iccāhuanilh huan israelitas, nā hui'xina'n chuntza' chuhua'j na'iccāhuaniyāni': “A'nlhā na'ica'n quit, hui'xina'n tūlalh catipintit”. 
JHN.13.34	Lā' hui'xina'n iccāmaxquī'yāni' xasāsti' līmāpa'ksīn: Calāpāxquī'tit. Chuntza' a'nchī iccāpāxquī'yāni' quit, nā chuntza' nalāpāxquī'yā'tit hui'xina'n. 
JHN.13.35	Palh hui'xina'n nalāpāxquī'yā'tit, chuntza' nataca'tzī ixlīhuāk tachi'xcuhuī't palh hui'xina'n quisca'txtunu'nī'n.
JHN.13.36	Simón Pedro kalhasqui'nīlh Jesús:
JHN.13.36	―Māpa'ksīni', ¿lhachū pimpā't?
JHN.13.36	Lā' Jesús kalhtīlh:
JHN.13.36	―A'nlhā na'ica'n quit, tūlalh quintitā'pi chuhua'j. Naquistālani'ya' ā'calīstān.
JHN.13.37	Lā' Pedro huanilh:
JHN.13.37	―Māpa'ksīni', lā' ¿a'chī' tūla ictitā'a'ni' chuhua'j? Quit xa'iclīnīlh por hui'x.
JHN.13.38	Lā' Jesús kalhtīlh:
JHN.13.38	―¿Chā stu'ncua' palh ixnī't por quit? Stu'ncua' a'ntū icuaniyāni'. A'xni'ca' tūna'j ta'sa huan gallo, hui'x naquinkalhtatzē'ka' maktu'tun.
JHN.14.1	lā' Jesús cāhuanipā:
JHN.14.1	―Lā' hui'xina'n tū'tza' catamakchuyī'tit. Calīpāhua'ntit Dios lā' nā chuntza' quit caquilālīpāhuáuj. 
JHN.14.2	A'nlhā hui'lacha' quinTāta', a'ntza' a'nan lhūhua' pūtahuī'lhni'. Palh tū' cahuā chuntza', xa'iccāhuanini' hui'xina'n. Ica'nā quit iccāxui'lī lacatin a'nlhā natahui'la'yā'tit a'ntza'. 
JHN.14.3	Lā' a'xni'ca' na'ica'n quit lā' na'iccāxui'līkō'yācha', quit na'icmimpala lā' na'iccālē'nāni' hui'xina'n. Lā' chuntza' a'nlhā na'ictahui'la quit, nā hui'xina'n a'ntza' natahui'la'yā'tit. 
JHN.14.4	Hui'xina'n ca'tzīyā'tit a'nlhā ica'mā' lā' ca'tzīyā'tit a'nchī tzē līchā'ncan.
JHN.14.5	Lā' Tomás huanilh:
JHN.14.5	―Māpa'ksīni', quina'n tū' icca'tzīyāuj a'nlhā pimpā't. ¿Chichū na'iclīca'tzīyāuj a'nchī līchā'ncan?
JHN.14.6	Jesús kalhtīlh:
JHN.14.6	―Quit huan xatzey tej, lā' quit icmāsu'yu a'ntū ixlīstu'ncua', lā' quit iccāmaxquī'yāni' xasāsti' minquilhtamacujca'n. Lā' xmān a'ntī quintakalhlaka'ī', xmān xlaca'n tzē natalakchā'n quinTāta'. 
JHN.14.7	Palh hui'xina'n ixca'tzītit tichūn quit, ixlakapastit quinTāta'. Chuhua'j lakapasā'tit quinTāta' lā' laktzī'nī'ta'ntit hui'xina'n.
JHN.14.8	Lā' Felipe huanilh:
JHN.14.8	―Māpa'ksīni', caquilāmāsu'ni'uj minTāta'. Lā' xmān ū'tza' iccāsqui'ni'yāni'.
JHN.14.9	Jesús kalhtīlh:
JHN.14.9	―Felipe, lejtza' makān iccātā'lahui'lani' hui'xina'n, lā' ¿a'chī' tūna'j quilakapasa'? A'ntī quintalaktzī'nī't quit, nā talaktzī'nī't quinTāta'. Lā' ¿a'chī' hua'na': “Caquilāmāsu'ni'uj minTāta'”? 
JHN.14.10	¿Chu tū' a'ka'ī'ya' que quinTāta' lā' quit chu lakatin quina'n? A'ntū iccāhuaniyāni', tū' xmān quimpātunca'tzi. QuinTāta' quintā'lahuī', lā' māni' ū'tza' tlahua a'ntū ixtascujūt. 
JHN.14.11	Cakalhlaka'ī'tit que chu lakatin quina'n, quit lā' quinTāta'. Lā' palh tūla nakalhlaka'ī'yā'tit huā'mā' xmān por ixpālacata a'ntū iccāhuanini', caquilākalhlaka'ī'uj por ixpālacata huan lē'cnīn a'ntū ictlahua. 
JHN.14.12	Ixlīstu'ncua' a'ntū iccāhuaniyāni'. A'ntī quintakalhlaka'ī' quit, nā xlaca'n natatlahua huan catūhuā a'ntū ictlahua quit. Lā' ā'līhua'ca' xalaka'tla'n catūhuā natatlahua porque quit na'iclaka'n quinTāta'. 
JHN.14.13	A'ntū nasqui'nā'tit hui'xina'n por quinquilhtampān quit na'ictlahua porque quit xa'O'kxa'; chuntza' tzē na'iclīmālacsu'yu a'nchī ixlīka'tla' ixlīmāpa'ksīn quinTāta'. 
JHN.14.14	Quit na'ictlahua chuxatū a'ntū nasqui'nā'tit hui'xina'n por quinquilhtampān.
JHN.14.15	Lā' Jesús cāhuanipā:
JHN.14.15	―Palh hui'xina'n quilāpāxquī'yāuj, ca'a'kahuāna'ni'tit quilīmāpa'ksīn. 
JHN.14.16	Quit na'icsqui'ni' quinTāta' lā' xla' nacālakmacamimpalayāni' ā'kalhatin a'ntī nacāmaktāyayāni'. Lā' xla' ū'tza' natachoko con hui'xina'n para pō'ktu. Xla' ū'tza' huan Espíritu Santo a'ntī māsu'yu a'ntū ixlīstu'ncua'. 
JHN.14.17	Xalanī'n nac quilhtamacuj xlaca'n tūlalh catitamaklhtīni'lh huan Espíritu Santo porque xlaca'n tūlalh catitalaktzī'lh lā' tūlalh catitalakapasli. Lā' hui'xina'n lakapasā'tit porque xla' cātā'lahui'lani' hui'xina'n lā' nacā'o'kska'lhīyāni'. 
JHN.14.18	Lā' tū' icticāmakxtekni' mi'a'cstuca'n. Na'iccālakmimpalayāni' hui'xina'n. 
JHN.14.19	A'macsti'na'j tū'tza' quintitalaktzī'lh huan xalanī'n nac quilhtamacuj. Pero hui'xina'n naquilālaktzī'nāuj. Hui'xina'n nalatahui'la'yā'tit porque quit iclahuī'. 
JHN.14.20	Lā' a'xni'ca' namin huan Espíritu Santo, hui'xina'n naca'tzīyā'tit que quinTāta' quintā'lahuī' lā' nā iccātā'lahui'lani'. 
JHN.14.21	A'ntīn taca'tzī quilīmāpa'ksīn lā' ta'a'kahuāna'ni', chuntza' lītasu'yu palh quintapāxquī'. Lā' quinTāta' nā nacāpāxquī' a'ntī quintapāxquī' quit. Lā' nā quit nā na'iccāpāxquī' lā' na'iccātalacsu'yuni' xlaca'n.
JHN.14.22	Lā' Judas (ā'chā'tin Judas lā' tū' huan Iscariote) huanilh:
JHN.14.22	―Māpa'ksīni', lā' ¿a'chī' naquilātalacsu'yuni'yāuj quina'n lā' tū' huan tachi'xcuhuī't xalanī'n nac quilhtamacuj?
JHN.14.23	Lā' Jesús kalhtīlh:
JHN.14.23	―A'ntī quintapāxquī' quit, xlaca'n nata'a'kahuāna'ni' a'ntū icuan quit. Lā' quinTāta' nacāpāxquī'. Lā' quinTāta' lā' quit na'iccālakmināuj para na'iccātā'latahui'layāuj xlaca'n. 
JHN.14.24	Lā' a'ntīn tū' quintapāxquī' xlaca'n tū' ta'a'kahuāna'ni' a'ntū icuan quit. Lā' huan līmāsca'tīn a'ntū kaxpa'tpā'na'ntit hui'xina'n, xla' tū' quila'; ixla' quinTāta' a'ntī quimacaminī't.
JHN.14.25	’Lā' huāk huā'mā' iccāhuanimā'kō'ni' līhuan iccātā'lahui'lani' hui'xina'n. 
JHN.14.26	QuinTāta' namacamin huan Espíritu Santo lā' xla' namāsu'yu por quimpālacata. U'tza' huan maktāyana' lā' nacāmāsu'ni'kō'yāni' ixlīhuāk lā' nacāmāpāstaquīyāni' ixlīhuāk a'ntū iccāhuaninī'ta'ni' quit.
JHN.14.27	’Hui'xina'n quilākalhlaka'ī'yāuj lā' ū'tza' līpāxuhua'yā'tit hua'chi quit icpāxuhua. Lā' a'nchī pāxuhua'yā'tit tū' hua'chi xalanī'n nac quilhtamacuj. Lā' tū' catamakchuyī'tit lā' tū' cajicua'ntit. 
JHN.14.28	Hui'xina'n kaxpa'ttit a'nchī iccāhuanini': “Quit ica'nā lā' na'iccālakmimpalayāni' hui'xina'n”. Palh lej stu'ncua' ixquilāpāxquī'uj, lej ixlīpāxuhua'tit hui'xina'n porque quit iclaka'mā' quinTāta'. Lā' xla' ū'tza' más xaka'tla' que quit. 
JHN.14.29	Iccāhuanimā'ni' a'ntū napātle'ke. Lā' a'xni'ca' nala, hui'xina'n nakalhlaka'ī'yā'tit.
JHN.14.30	’Lā' tū'tza' lej icticātā'chihuīna'ni' hui'xina'n porque mimā'tza' a'ntī māpa'ksī huā' quilhtamacuj. Lā' xla', quit tūlalh quintimāpa'ksīlh. 
JHN.14.31	Quit ictlahua ū'tza' a'ntū quihuani quinTāta'. Chuntza' huan xalanī'n nac quilhtamacuj tzē nataca'tzī palh quit icpāxquī' quinTāta'.
JHN.14.31	Lā' a'xni'ca' Jesús cāhuanikō'lh huā'mā', cāhuanipā:
JHN.14.31	―Lā' chuhua'j catāya'tit lā' cā'hui'tit.
JHN.15.1	Lā' Jesús cāhuanipā:
JHN.15.1	―Quit hua'chi xatzey mayāc lā' quinTāta' hua'chi xamaktaka'lhna' huā'mā' mayāc. 
JHN.15.2	Lā' huāk huan ixpekenī'n a'ntū tū' māstā' ixtō'ca't, xla' ū'tza' cācā'tē. Lā' ixlīhuāk huan ixpekenī'n a'ntū tatō'ca', xla' xmān cāpekesita. Lā' chuntza' ā'chulā' māstā' ixtō'ca't. 
JHN.15.3	Lā' nā chuntza' Dios cāmāpānūni'nī'ta'ni' a'ntū ko'hua'jua' porque hui'xina'n kalhlaka'ī'nī'ta'ntit huan līmāsca'tīn a'ntū iccāhuaninī'ta'ni'. 
JHN.15.4	Caquilātā'latahui'lauj quit lā' chuntza' quit na'iccātā'latahui'layāni' hui'xina'n. Kentin ixpeken huan xamayāc xmān ixa'cstu tūlalh catika'lhīlh ixtō'ca't. Maclacasqui'n xa'nca nachi'pāna'n nac xamayāc. Palh hui'xina'n namāstā'yā'tit mintō'ca'tca'n, maclacasqui'n naquilātā'tahui'layāuj hua'chi huan ixpekenī'n mayāc chi'pāna'n na ixtojon. Xmān hui'xina'n mē'cstuca'n tūlalh catimāstā'tit mintō'ca'tca'n; tūlalh catitlahua'tit a'ntū Dios lacasqui'n.
JHN.15.5	’Quit hua'chi xamayāc lā' hui'xina'n hua'chi ixpekenī'n. Lā' a'ntī pō'ktu quintatā'latahui'la, xlaca'n natamāstā' ixtō'ca'tca'n; natatlahua a'ntū Dios lacasqui'n. Hui'xina'n mē'cstuca'n tūlalh catitlahua'tit catūhuā porque lej maclacasqui'n quit na'iccāmaktāyayāni'. 
JHN.15.6	Lā' a'ntīn tū' quintatā'latahui'la, xlaca'n nacālakmaka'ncan hua'chi huan ixpekenī'n a'ntū cāpeksitmaka'ncanī't lā' scōhuan lā' mākēxtimīcan lā' lhcuyucan.
JHN.15.7	’Palh hui'xina'n macaxtim naquilātā'latahui'layāuj, lā' palh tū' napātza'nkāyā'tit quintachihuīn, casqui'ntit chu a'ntū lacasqui'nā'tit lā' hui'xina'n nacātamaxquī'yāni'. 
JHN.15.8	Palh hui'xina'n lej māstā'yā'tit mintō'ca'tca'n, palh lej tlahua'yā'tit a'ntū Dios lacasqui'n, chuntza' lī'a'cnī'ni'ni'yā'tit quinTāta'. Lā' chuntza' tasu'yu palh hui'xina'n stu'ncua' quisca'txtunu'nī'n. 
JHN.15.9	Quit iccāpāxquī'yāni' hui'xina'n chuntza' hua'chi quinTāta' quimpāxquī' quit. Lā' hui'xina'n pō'ktu caquilāpāxquī'uj quit. 
JHN.15.10	QuinTāta' quimpāxquī' porque ica'kahuāna'ni' ixtachihuīn. Lā' nā hui'xina'n palh na'a'kahuāna'ni'yā'tit quintachihuīn, nā chuntza' na'iccāpāxquī'yāni'.
JHN.15.11	’Lā' quit iccāhuaninī'ta'ni' huā'mā' para que naka'lhī'yā'tit huan tapāxuhuān a'ntū icmāstā'. Lā' chuntza' lej naka'lhī'yā'tit tapāxuhuān. 
JHN.15.12	Quilīmāpa'ksīn xla' ū'tza' huā'mā': calāpāxquī'tit hui'xina'n chu a'nchī quit iccāpāxquī'yāni' hui'xina'n. 
JHN.15.13	Kalhatin a'ntī līnīlh para namāpūtaxtū ixamigo, ū'tza' lej pāxquī'. 
JHN.15.14	Hui'xina'n qui'amigos palh natlahua'yā'tit a'ntū iccālīmāpa'ksīyāni'. 
JHN.15.15	Tū'tza' icticāmāpācuhuīni' quintasācua'nī'n porque huan tasācua' xla' tū' ca'tzī tuchū tlahuacu'tumā' ixpatrón. Hui'xina'n iccāhuaniyāni' qui'amigos porque quit iccāmāca'tzīnīyāni' ixlīhuāk a'ntū quihuanī quinTāta'. 
JHN.15.16	Lā' tū' hui'xina'n quilālacsacui quit. Quit iccālacsacni' hui'xina'n. Lā' iccālīmāmacū'yāni' que napinā'tit lā' lej namāstā'yā'tit mintō'ca'tca'n a'ntū natāyani' para pō'ktu. Lā' nā chuntza' quinTāta' nacāmaxquī'yāni' ixlīhuāk a'ntū nasqui'ni'yā'tit por quinquilhtampān. 
JHN.15.17	Lā' ū'tza' huā'mā' iccālīmāpa'ksīyāni' hui'xina'n que calāpāxquī'tit milīhuākca'n.
JHN.15.18	Lā' Jesús cāhuanipā:
JHN.15.18	―Palh huan xalanī'n nac quilhtamacuj cātaca'tzalaktzī'nāni' hui'xina'n, tū' natamakchuyī'yā'tit, porque nā quit xapū'la quintaca'tzalaktzī'lh. 
JHN.15.19	Palh hui'xina'n cahuā xalanī'n nac cā'quilhtamacuj, ixcātapāxquī'ni' huan xalanī'n nac quilhtamacuj, hua'chi talāpāxquī' xlaca'n. Quit iccālacsacni' lā' chuntza' hui'xina'n tū'tza' xalanī'n nac quilhtamacuj. Lā' ū'tza' cātalīca'tzalaktzī'nāni' hui'xina'n huan xalanī'n nac cā'quilhtamacuj. 
JHN.15.20	Capāstactit a'nchī iccāhuanini' que hui'xina'n tū' más laka'tla'n que quit. Hui'xina'n hua'chi quintasācua'nī'n lā' quit hua'chi mimpatronca'n. Como makapitzīn quintamacaputzanī't quit, nā hui'xina'n chuntza' nacātamacaputzayāni' makapitzīn. Lā' como ā'makapitzīn ta'a'kahuāna'ni'nī't quintachihuīn, nā hui'xina'n nacāta'a'kahuāna'ni'yāni' makapitzīn a'ntū namāsu'yuyā'tit. 
JHN.15.21	Lā' huāk huā'mā' nā nacātatlahuani'yāni' hui'xina'n por quimpālacata, porque xlaca'n tū' talakapasa a'ntī quimacaminī't.
JHN.15.22	’Palh quit tū' cahuā xa'icmilh iccāhuanī quintachihuīn, xlaca'n tū' ixtalē'lh cuenta por ixtalaclē'i'ca'n. Pero chuhua'j tūlalh catitahualh palh tū' talē'n cuenta por ixtalaclē'i'ca'n, como iccāhuaninī'ttza'. 
JHN.15.23	A'ntī quintaca'tzalaktzī'n quit, nā chuntza' quinTāta' taca'tzalaktzī'n. 
JHN.15.24	Xlaca'n nīn tuntū'yā cuenta ixtaka'lhīlh, palh quit cahuā tū' xa'ictlahualh na ixlacapūnca'n a'ntū tūla tlahua ā'chā'tin. Lā' a'yuj talaktzī'nī't huā'mā', quintaca'tzalaktzī'n quit, lā' nā quinTāta' taca'tzalaktzī'n. 
JHN.15.25	Chuntza' pātle'ke porque maclacasqui'n natlōkentaxtū a'nchī tatzo'kni' na ixleyca'n:
JHN.15.25	Quintaca'tzalaktzī'lh por nīn tuntū' ixpālacata.
JHN.15.26	’Namin huan Maktāyana'. U'tza' huan Espíritu Santo a'ntī nahuan ixlīstu'ncua'. U'tza' naminācha' a'nlhā hui'lacha' huan xaTāta'. Lā' quit na'iccālakmacā'nāchāni' a'nlhā hui'lacha' quinTāta'. Lā' namāsu'yu por quimpālacata. 
JHN.15.27	Lā' nā hui'xina'n nalīchihuīna'nā'tit por quimpālacata porque ixquintā'lahui'lāna'ntit quit desde iclītzuculh quilītlōt huā'tzā' nac cā'quilhtamacuj.
JHN.16.1	’Quit iccāhuanimā'ni' huā'mā' para que chuntza' tū' natatonkopūyā'tit a'xni'ca' napātīni'nā'tit. 
JHN.16.2	Hui'xina'n nacātamātuxtekēyāni' de huan nac lītokpānna'. Namin lakatin chi'chini' a'ntū nacātapūmaknīyāni' hui'xina'n. Lā' a'ntī nacātamaknīyāni', xlaca'n natapuhuan que tatlahuamā'na a'ntū ixtapuhuān Dios. 
JHN.16.3	Huā'mā' natatlahua porque tū' maktin talakapasnī't quinTāta' lā' nā quit tū' quintalakapasnī't. 
JHN.16.4	Iccāhuaniyāni' huā'mā' para que chuntza' a'xni'ca' nacātamacaputzayāni', nalīpāstacā'tit a'nchī iccāhuanini' xapū'la.
JHN.16.4	Lā' Jesús cāhuanipā:
JHN.16.4	―Quit tū' iccāhuanini' huā'mā' xapū'la porque quit xa'iccātā'lahui'lani' hui'xina'n. 
JHN.16.5	Chuhua'j na'iclaka'mpala a'ntī quimacaminī't. Lā' hui'xina'n milīhuākca'n tū' quilākalhasqui'nī'nī'ta'uj: “¿Lhām pimpā't?” 
JHN.16.6	Chuhua'j hui'xina'n lej līlakaputzayā'tit porque iccāhuanimā'ni' huā'mā'. 
JHN.16.7	Quit iccāhuaniyāni' ixlīstu'ncua'. Xalītzey para hui'xina'n palh quit na'ica'n. Palh quit tū' na'ica'n, tū' caticālakmini' a'ntī nacāmaktāyayāni' hui'xina'n. Lā' palh na'ica'n quit na'iccālakmacamināni' a'ntī nacāmaktāyayāni' hui'xina'n. 
JHN.16.8	Lā' xla', a'xni'ca' namin, nacāmāca'tzīnī huan tachi'xcuhuī't nac quilhtamacuj a'nchī talaclē'n chā'tunu' de xlaca'n. Lā' nacāmāca'tzīnī tichū xatzey na ixlacapūn Dios. Lā' nacāmāca'tzīnī a'nchī Dios nacālacāxtlahua. 
JHN.16.9	Nacāmāca'tzīnī xlaca'n que talaclē'n porque tū' quintakalhlaka'ī'. 
JHN.16.10	Nacāmāca'tzīnī que Dios quit quilaktzī'n palh xatzey, porque quit iclaka'mā' quinTāta' lā' hui'xina'n tū'tza' quintilālaktzī'uj. 
JHN.16.11	Nacāmāca'tzīnī a'nchī Dios nacālacāxtlahua porque chuhua'j lacāxtlahuacanī'ttza' a'ntī māpa'ksī huā'mā' quilhtamacuj.
