MAT.1.1	ibrAhImaH santAno dAyUd tasya santAno yIzukhrISTastasya pUrvvapuruSavaMzazreNI|
ACT.7.7	aparam Izvara enAM kathAmapi kathitavAn, ye lokAstAn dAsatve sthApayiSyanti tAllokAn ahaM daNDayiSyAmi, tataH paraM te bahirgatAH santo mAm atra sthAne seviSyante|
ACT.7.8	pazcAt sa tasmai tvakchedasya niyamaM dattavAn, ata ishAkanAmni ibrAhIma ekaputre jAte, aSTamadine tasya tvakchedam akarot| tasya ishAkaH putro yAkUb, tatastasya yAkUbo'smAkaM dvAdaza pUrvvapuruSA ajAyanta|
ACT.7.9	te pUrvvapuruSA IrSyayA paripUrNA misaradezaM preSayituM yUSaphaM vyakrINan|
ACT.7.10	kintvIzvarastasya sahAyo bhUtvA sarvvasyA durgate rakSitvA tasmai buddhiM dattvA misaradezasya rAjJaH phirauNaH priyapAtraM kRtavAn tato rAjA misaradezasya svIyasarvvaparivArasya ca zAsanapadaM tasmai dattavAn|
ACT.7.11	tasmin samaye misara-kinAnadezayo rdurbhikSahetoratikliSTatvAt naH pUrvvapuruSA bhakSyadravyaM nAlabhanta|
ACT.7.12	kintu misaradeze zasyAni santi, yAkUb imAM vArttAM zrutvA prathamam asmAkaM pUrvvapuruSAn misaraM preSitavAn|
ACT.7.13	tato dvitIyavAragamane yUSaph svabhrAtRbhiH paricito'bhavat; yUSapho bhrAtaraH phirauN rAjena paricitA abhavan|
ACT.7.14	anantaraM yUSaph bhrAtRgaNaM preSya nijapitaraM yAkUbaM nijAn paJcAdhikasaptatisaMkhyakAn jJAtijanAMzca samAhUtavAn|
ACT.7.15	tasmAd yAkUb misaradezaM gatvA svayam asmAkaM pUrvvapuruSAzca tasmin sthAne'mriyanta|
ACT.7.16	tataste zikhimaM nItA yat zmazAnam ibrAhIm mudrAdatvA zikhimaH pitu rhamoraH putrebhyaH krItavAn tatzmazAne sthApayAJcakrire|
ACT.7.17	tataH param Izvara ibrAhImaH sannidhau zapathaM kRtvA yAM pratijJAM kRtavAn tasyAH pratijJAyAH phalanasamaye nikaTe sati isrAyellokA simaradeze varddhamAnA bahusaMkhyA abhavan|
ACT.7.18	zeSe yUSaphaM yo na paricinoti tAdRza eko narapatirupasthAya
ACT.7.19	asmAkaM jJAtibhiH sArddhaM dhUrttatAM vidhAya pUrvvapuruSAn prati kuvyavaharaNapUrvvakaM teSAM vaMzanAzanAya teSAM navajAtAn zizUn bahi rnirakSepayat|
ACT.7.20	etasmin samaye mUsA jajJe, sa tu paramasundaro'bhavat tathA pitRgRhe mAsatrayaparyyantaM pAlito'bhavat|
ACT.7.21	kintu tasmin bahirnikSipte sati phirauNarAjasya kanyA tam uttolya nItvA dattakaputraM kRtvA pAlitavatI|
ACT.7.22	tasmAt sa mUsA misaradezIyAyAH sarvvavidyAyAH pAradRSvA san vAkye kriyAyAJca zaktimAn abhavat|
ACT.7.23	sa sampUrNacatvAriMzadvatsaravayasko bhUtvA isrAyelIyavaMzanijabhrAtRn sAkSAt kartuM matiM cakre|
ACT.7.24	teSAM janamekaM hiMsitaM dRSTvA tasya sapakSaH san hiMsitajanam upakRtya misarIyajanaM jaghAna|
ACT.7.25	tasya hastenezvarastAn uddhariSyati tasya bhrAtRgaNa iti jJAsyati sa ityanumAnaM cakAra, kintu te na bubudhire|
ACT.7.26	tatpare 'hani teSAm ubhayo rjanayo rvAkkalaha upasthite sati mUsAH samIpaM gatvA tayo rmelanaM karttuM matiM kRtvA kathayAmAsa, he mahAzayau yuvAM bhrAtarau parasparam anyAyaM kutaH kuruthaH?
ACT.7.27	tataH samIpavAsinaM prati yo jano'nyAyaM cakAra sa taM dUrIkRtya kathayAmAsa, asmAkamupari zAstRtvavicArayitRtvapadayoH kastvAM niyuktavAn?
ACT.7.28	hyo yathA misarIyaM hatavAn tathA kiM mAmapi haniSyasi?
ACT.7.29	tadA mUsA etAdRzIM kathAM zrutvA palAyanaM cakre, tato midiyanadezaM gatvA pravAsI san tasthau, tatastatra dvau putrau jajJAte|
ACT.7.30	anantaraM catvAriMzadvatsareSu gateSu sInayaparvvatasya prAntare prajvalitastambasya vahnizikhAyAM paramezvaradUtastasmai darzanaM dadau|
ACT.7.31	mUsAstasmin darzane vismayaM matvA vizeSaM jJAtuM nikaTaM gacchati,
ACT.7.32	etasmin samaye, ahaM tava pUrvvapuruSANAm Izvaro'rthAd ibrAhIma Izvara ishAka Izvaro yAkUba Izvarazca, mUsAmuddizya paramezvarasyaitAdRzI vihAyasIyA vANI babhUva, tataH sa kampAnvitaH san puna rnirIkSituM pragalbho na babhUva|
ACT.7.33	paramezvarastaM jagAda, tava pAdayoH pAduke mocaya yatra tiSThasi sA pavitrabhUmiH|
ACT.7.34	ahaM misaradezasthAnAM nijalokAnAM durddazAM nitAntam apazyaM, teSAM kAtaryyoktiJca zrutavAn tasmAt tAn uddharttum avaruhyAgamam; idAnIm Agaccha misaradezaM tvAM preSayAmi|
ACT.7.35	kastvAM zAstRtvavicArayitRtvapadayo rniyuktavAn, iti vAkyamuktvA tai ryo mUsA avajJAtastameva IzvaraH stambamadhye darzanadAtrA tena dUtena zAstAraM muktidAtAraJca kRtvA preSayAmAsa|
ACT.7.36	sa ca misaradeze sUphnAmni samudre ca pazcAt catvAriMzadvatsarAn yAvat mahAprAntare nAnAprakArANyadbhutAni karmmANi lakSaNAni ca darzayitvA tAn bahiH kRtvA samAninAya|
ACT.7.37	prabhuH paramezvaro yuSmAkaM bhrAtRgaNasya madhye mAdRzam ekaM bhaviSyadvaktAram utpAdayiSyati tasya kathAyAM yUyaM mano nidhAsyatha, yo jana isrAyelaH santAnebhya enAM kathAM kathayAmAsa sa eSa mUsAH|
ACT.7.38	mahAprAntarasthamaNDalImadhye'pi sa eva sInayaparvvatopari tena sArddhaM saMlApino dUtasya cAsmatpitRgaNasya madhyasthaH san asmabhyaM dAtavyani jIvanadAyakAni vAkyAni lebhe|
ACT.7.39	asmAkaM pUrvvapuruSAstam amAnyaM katvA svebhyo dUrIkRtya misaradezaM parAvRtya gantuM manobhirabhilaSya hAroNaM jagaduH,
ACT.7.40	asmAkam agre'gre gantuुm asmadarthaM devagaNaM nirmmAhi yato yo mUsA asmAn misaradezAd bahiH kRtvAnItavAn tasya kiM jAtaM tadasmAbhi rna jJAyate|
ACT.7.41	tasmin samaye te govatsAkRtiM pratimAM nirmmAya tAmuddizya naivedyamutmRjya svahastakRtavastunA AnanditavantaH|
ACT.7.42	tasmAd IzvarasteSAM prati vimukhaH san AkAzasthaM jyotirgaNaM pUjayituM tebhyo'numatiM dadau, yAdRzaM bhaviSyadvAdinAM grantheSu likhitamAste, yathA, isrAyelIyavaMzA re catvAriMzatsamAn purA| mahati prAntare saMsthA yUyantu yAni ca| balihomAdikarmmANi kRtavantastu tAni kiM| mAM samuddizya yuSmAbhiH prakRtAnIti naiva ca|
ACT.7.43	kintu vo molakAkhyasya devasya dUSyameva ca| yuSmAkaM rimphanAkhyAyA devatAyAzca tArakA| etayorubhayo rmUrtI yuSmAbhiH paripUjite| ato yuSmAMstu bAbelaH pAraM neSyAmi nizcitaM|
ACT.7.44	aparaJca yannidarzanam apazyastadanusAreNa dUSyaM nirmmAhi yasmin Izvaro mUsAm etadvAkyaM babhASe tat tasya nirUpitaM sAkSyasvarUpaM dUSyam asmAkaM pUrvvapuruSaiH saha prAntare tasthau|
ACT.7.45	pazcAt yihozUyena sahitaisteSAM vaMzajAtairasmatpUrvvapuruSaiH sveSAM sammukhAd IzvareNa dUrIkRtAnAm anyadezIyAnAM dezAdhikRtikAle samAnItaM tad dUSyaM dAyUdodhikAraM yAvat tatra sthAna AsIt|
ACT.7.46	sa dAyUd paramezvarasyAnugrahaM prApya yAkUb IzvarArtham ekaM dUSyaM nirmmAtuM vavAJcha;
ACT.7.47	kintu sulemAn tadarthaM mandiram ekaM nirmmitavAn|
ACT.7.48	tathApi yaH sarvvoparisthaH sa kasmiMzcid hastakRte mandire nivasatIti nahi, bhaviSyadvAdI kathAmetAM kathayati, yathA,
ACT.7.49	parezo vadati svargo rAjasiMhAsanaM mama| madIyaM pAdapIThaJca pRthivI bhavati dhruvaM| tarhi yUyaM kRte me kiM pranirmmAsyatha mandiraM| vizrAmAya madIyaM vA sthAnaM kiM vidyate tviha|
ACT.7.50	sarvvANyetAni vastUni kiM me hastakRtAni na||
ACT.7.51	he anAjJAgrAhakA antaHkaraNe zravaNe cApavitralokAH yUyam anavarataM pavitrasyAtmanaH prAtikUlyam Acaratha, yuSmAkaM pUrvvapuruSA yAdRzA yUyamapi tAdRzAH|
ACT.7.52	yuSmAkaM pUrvvapuruSAH kaM bhaviSyadvAdinaM nAtADayan? ye tasya dhArmmikasya janasyAgamanakathAM kathitavantastAn aghnan yUyam adhUnA vizvAsaghAtino bhUtvA taM dhArmmikaM janam ahata|
ACT.7.53	yUyaM svargIyadUtagaNena vyavasthAM prApyApi tAM nAcaratha|
ACT.7.54	imAM kathAM zrutvA te manaHsu biddhAH santastaM prati dantagharSaNam akurvvan|
ACT.7.55	kintu stiphAnaH pavitreNAtmanA pUrNo bhUtvA gagaNaM prati sthiradRSTiM kRtvA Izvarasya dakSiNe daNDAyamAnaM yIzuJca vilokya kathitavAn;
ACT.7.56	pazya,meghadvAraM muktam Izvarasya dakSiNe sthitaM mAnavasutaJca pazyAmi|
ACT.7.57	tadA te proccaiH zabdaM kRtvA karNeSvaGgulI rnidhAya ekacittIbhUya tam Akraman|
ACT.7.58	pazcAt taM nagarAd bahiH kRtvA prastarairAghnan sAkSiNo lAkAH zaulanAmno yUnazcaraNasannidhau nijavastrANi sthApitavantaH|
ACT.7.59	anantaraM he prabho yIze madIyamAtmAnaM gRhANa stiphAnasyeti prArthanavAkyavadanasamaye te taM prastarairAghnan|
ACT.7.60	tasmAt sa jAnunI pAtayitvA proccaiH zabdaM kRtvA, he prabhe pApametad eteSu mA sthApaya, ityuktvA mahAnidrAM prApnot|
ACT.8.1	tasya hatyAkaraNaM zaulopi samamanyata| tasmin samaye yirUzAlamnagarasthAM maNDalIM prati mahAtADanAyAM jAtAyAM preritalokAn hitvA sarvve'pare yihUdAzomiroNadezayo rnAnAsthAne vikIrNAH santo gatAH|
ACT.8.2	anyacca bhaktalokAstaM stiphAnaM zmazAne sthApayitvA bahu vyalapan|
ACT.8.3	kintu zaulo gRhe gRhe bhramitvA striyaH puruSAMzca dhRtvA kArAyAM baddhvA maNDalyA mahotpAtaM kRtavAn|
ACT.8.4	anyacca ye vikIrNA abhavan te sarvvatra bhramitvA susaMvAdaM prAcArayan|
ACT.8.5	tadA philipaH zomiroNnagaraM gatvA khrISTAkhyAnaM prAcArayat;
ACT.8.6	tato'zuci-bhRtagrastalokebhyo bhUtAzcItkRtyAgacchan tathA bahavaH pakSAghAtinaH khaJjA lokAzca svasthA abhavan|
ACT.8.7	tasmAt lAkA IdRzaM tasyAzcaryyaM karmma vilokya nizamya ca sarvva ekacittIbhUya tenoktAkhyAne manAMsi nyadadhuH|
ACT.8.8	tasminnagare mahAnandazcAbhavat|
ACT.8.9	tataH pUrvvaM tasminnagare zimonnAmA kazcijjano bahvI rmAyAkriyAH kRtvA svaM kaJcana mahApuruSaM procya zomiroNIyAnAM mohaM janayAmAsa|
ACT.8.10	tasmAt sa mAnuSa Izvarasya mahAzaktisvarUpa ityuktvA bAlavRddhavanitAH sarvve lAkAstasmin manAMsi nyadadhuH|
ACT.8.11	sa bahukAlAn mAyAvikriyayA sarvvAn atIva mohayAJcakAra, tasmAt te taM menire|
ACT.8.12	kintvIzvarasya rAjyasya yIzukhrISTasya nAmnazcAkhyAnapracAriNaH philipasya kathAyAM vizvasya teSAM strIpuruSobhayalokA majjitA abhavan|
ACT.8.13	zeSe sa zimonapi svayaM pratyait tato majjitaH san philipena kRtAm AzcaryyakriyAM lakSaNaJca vilokyAsambhavaM manyamAnastena saha sthitavAn|
ACT.8.14	itthaM zomiroNdezIyalokA Izvarasya kathAm agRhlan iti vArttAM yirUzAlamnagarasthapreritAH prApya pitaraM yohanaJca teSAM nikaTe preSitavantaH|
ACT.8.15	tatastau tat sthAnam upasthAya lokA yathA pavitram AtmAnaM prApnuvanti tadarthaM prArthayetAM|
ACT.8.16	yataste purA kevalaprabhuyIzo rnAmnA majjitamAtrA abhavan, na tu teSAM madhye kamapi prati pavitrasyAtmana AvirbhAvo jAtaH|
ACT.8.17	kintu preritAbhyAM teSAM gAtreSu kareSvarpiteSu satsu te pavitram AtmAnam prApnuvan|
ACT.8.18	itthaM lokAnAM gAtreSu preritayoH karArpaNena tAn pavitram AtmAnaM prAptAn dRSTvA sa zimon tayoH samIpe mudrA AnIya kathitavAn;
ACT.8.19	ahaM yasya gAtre hastam arpayiSyAmi tasyApi yathetthaM pavitrAtmaprApti rbhavati tAdRzIM zaktiM mahyaM dattaM|
ACT.8.20	kintu pitarastaM pratyavadat tava mudrAstvayA vinazyantu yata Izvarasya dAnaM mudrAbhiH krIyate tvamitthaM buddhavAn;
ACT.8.21	IzvarAya tAvantaHkaraNaM saralaM nahi, tasmAd atra tavAMzo'dhikArazca kopi nAsti|
ACT.8.22	ata etatpApahetoH khedAnvitaH san kenApi prakAreNa tava manasa etasyAH kukalpanAyAH kSamA bhavati, etadartham Izvare prArthanAM kuru;
ACT.8.23	yatastvaM tiktapitte pApasya bandhane ca yadasi tanmayA buddham|
ACT.8.24	tadA zimon akathayat tarhi yuvAbhyAmuditA kathA mayi yathA na phalati tadarthaM yuvAM mannimittaM prabhau prArthanAM kurutaM|
ACT.8.25	anena prakAreNa tau sAkSyaM dattvA prabhoH kathAM pracArayantau zomiroNIyAnAm anekagrAmeSu susaMvAdaJca pracArayantau yirUzAlamnagaraM parAvRtya gatau|
ACT.8.26	tataH param Izvarasya dUtaH philipam ityAdizat, tvamutthAya dakSiNasyAM dizi yo mArgo prAntarasya madhyena yirUzAlamo 'sAnagaraM yAti taM mArgaM gaccha|
ACT.8.27	tataH sa utthAya gatavAn; tadA kandAkInAmnaH kUzlokAnAM rAjJyAH sarvvasampatteradhIzaH kUzadezIya ekaH SaNDo bhajanArthaM yirUzAlamnagaram Agatya
ACT.8.28	punarapi rathamAruhya yizayiyanAmno bhaviSyadvAdino granthaM paThan pratyAgacchati|
ACT.8.29	etasmin samaye AtmA philipam avadat, tvam rathasya samIpaM gatvA tena sArddhaM mila|
ACT.8.30	tasmAt sa dhAvan tasya sannidhAvupasthAya tena paThyamAnaM yizayiyathaviSyadvAdino vAkyaM zrutvA pRSTavAn yat paThasi tat kiM budhyase?
ACT.8.31	tataH sa kathitavAn kenacinna bodhitohaM kathaM budhyeya? tataH sa philipaM rathamAroDhuM svena sArddham upaveSTuJca nyavedayat|
ACT.8.32	sa zAstrasyetadvAkyaM paThitavAn yathA, samAnIyata ghAtAya sa yathA meSazAvakaH| lomacchedakasAkSAcca meSazca nIravo yathA| Abadhya vadanaM svIyaM tathA sa samatiSThata|
ACT.8.33	anyAyena vicAreNa sa ucchinno 'bhavat tadA| tatkAlInamanuSyAn ko jano varNayituM kSamaH| yato jIvannRNAM dezAt sa ucchinno 'bhavat dhruvaM|
ACT.8.34	anantaraM sa philipam avadat nivedayAmi, bhaviSyadvAdI yAmimAM kathAM kathayAmAsa sa kiM svasmin vA kasmiMzcid anyasmin?
ACT.8.35	tataH philipastatprakaraNam Arabhya yIzorupAkhyAnaM tasyAgre prAstaut|
ACT.8.36	itthaM mArgeNa gacchantau jalAzayasya samIpa upasthitau; tadA klIbo'vAdIt pazyAtra sthAne jalamAste mama majjane kA bAdhA?
ACT.8.37	tataH philipa uttaraM vyAharat svAntaHkaraNena sAkaM yadi pratyeSi tarhi bAdhA nAsti| tataH sa kathitavAn yIzukhrISTa Izvarasya putra ityahaM pratyemi|
ACT.8.38	tadA rathaM sthagitaM karttum AdiSTe philipaklIbau dvau jalam avAruhatAM; tadA philipastam majjayAmAsa|
ACT.8.39	tatpazcAt jalamadhyAd utthitayoH satoH paramezvarasyAtmA philipaM hRtvA nItavAn, tasmAt klIbaH punastaM na dRSTavAn tathApi hRSTacittaH san svamArgeNa gatavAn|
ACT.8.40	philipazcAsdodnagaram upasthAya tasmAt kaisariyAnagara upasthitikAlaparyyanataM sarvvasminnagare susaMvAdaM pracArayan gatavAn|
ACT.9.1	tatkAlaparyyanataM zaulaH prabhoH ziSyANAM prAtikUlyena tADanAbadhayoH kathAM niHsArayan mahAyAjakasya sannidhiM gatvA
ACT.9.2	striyaM puruSaJca tanmatagrAhiNaM yaM kaJcit pazyati tAn dhRtvA baddhvA yirUzAlamam AnayatItyAzayena dammeSaknagarIyaM dharmmasamAjAn prati patraM yAcitavAn|
ACT.9.3	gacchan tu dammeSaknagaranikaTa upasthitavAn; tato'kasmAd AkAzAt tasya caturdikSu tejasaH prakAzanAt sa bhUmAvapatat|
ACT.9.4	pazcAt he zaula he zaula kuto mAM tADayasi? svaM prati proktam etaM zabdaM zrutvA
ACT.9.5	sa pRSTavAn, he prabho bhavAn kaH? tadA prabhurakathayat yaM yIzuM tvaM tADayasi sa evAhaM; kaNTakasya mukhe padAghAtakaraNaM tava kaSTam|
ACT.9.6	tadA kampamAno vismayApannazca sovadat he prabho mayA kiM karttavyaM? bhavata icchA kA? tataH prabhurAjJApayad utthAya nagaraM gaccha tatra tvayA yat karttavyaM tad vadiSyate|
ACT.9.7	tasya saGgino lokA api taM zabdaM zrutavantaH kintu kamapi na dRSTvA stabdhAH santaH sthitavantaH|
ACT.9.8	anantaraM zaulo bhUmita utthAya cakSuSI unmIlya kamapi na dRSTavAn| tadA lokAstasya hastau dhRtvA dammeSaknagaram Anayan|
ACT.9.9	tataH sa dinatrayaM yAvad andho bhUtvA na bhuktavAn pItavAMzca|
ACT.9.10	tadanantaraM prabhustaddammeSaknagaravAsina ekasmai ziSyAya darzanaM datvA AhUtavAn he ananiya| tataH sa pratyavAdIt, he prabho pazya zRNomi|
ACT.9.11	tadA prabhustamAjJApayat tvamutthAya saralanAmAnaM mArgaM gatvA yihUdAnivezane tArSanagarIyaM zaulanAmAnaM janaM gaveSayan pRccha;
ACT.9.12	pazya sa prArthayate, tathA ananiyanAmaka eko janastasya samIpam Agatya tasya gAtre hastArpaNaM kRtvA dRSTiM dadAtItthaM svapne dRSTavAn|
ACT.9.13	tasmAd ananiyaH pratyavadat he prabho yirUzAlami pavitralokAn prati so'nekahiMsAM kRtavAn;
ACT.9.14	atra sthAne ca ye lokAstava nAmni prArthayanti tAnapi baddhuM sa pradhAnayAjakebhyaH zaktiM prAptavAn, imAM kathAm aham anekeSAM mukhebhyaH zrutavAn|
ACT.9.15	kintu prabhurakathayat, yAhi bhinnadezIyalokAnAM bhUpatInAm isrAyellokAnAJca nikaTe mama nAma pracArayituM sa jano mama manonItapAtramAste|
ACT.9.16	mama nAmanimittaJca tena kiyAn mahAn klezo bhoktavya etat taM darzayiSyAmi|
ACT.9.17	tato 'naniyo gatvA gRhaM pravizya tasya gAtre hastArpraNaM kRtvA kathitavAn, he bhrAtaH zaula tvaM yathA dRSTiM prApnoSi pavitreNAtmanA paripUrNo bhavasi ca, tadarthaM tavAgamanakAle yaH prabhuyIzustubhyaM darzanam adadAt sa mAM preSitavAn|
ACT.9.18	ityuktamAtre tasya cakSurbhyAm mInazalkavad vastuni nirgate tatkSaNAt sa prasannacakSu rbhUtvA protthAya majjito'bhavat bhuktvA pItvA sabalobhavacca|
ACT.9.19	tataH paraM zaulaH ziSyaiH saha katipayadivasAn tasmin dammeSakanagare sthitvA'vilambaM
ACT.9.20	sarvvabhajanabhavanAni gatvA yIzurIzvarasya putra imAM kathAM prAcArayat|
ACT.9.21	tasmAt sarvve zrotArazcamatkRtya kathitavanto yo yirUzAlamnagara etannAmnA prArthayitRlokAn vinAzitavAn evam etAdRzalokAn baddhvA pradhAnayAjakanikaTaM nayatItyAzayA etatsthAnamapyAgacchat saeva kimayaM na bhavati?
ACT.9.22	kintu zaulaH kramaza utsAhavAn bhUtvA yIzurIzvareNAbhiSikto jana etasmin pramANaM datvA dammeSak-nivAsiyihUdIyalokAn niruttarAn akarot|
ACT.9.23	itthaM bahutithe kAle gate yihUdIyalokAstaM hantuM mantrayAmAsuH
ACT.9.24	kintu zaulasteSAmetasyA mantraNAyA vArttAM prAptavAn| te taM hantuM tu divAnizaM guptAH santo nagarasya dvAre'tiSThan;
ACT.9.25	tasmAt ziSyAstaM nItvA rAtrau piTake nidhAya prAcIreNAvArohayan|
ACT.9.26	tataH paraM zaulo yirUzAlamaM gatvA ziSyagaNena sArddhaM sthAtum aihat, kintu sarvve tasmAdabibhayuH sa ziSya iti ca na pratyayan|
ACT.9.27	etasmAd barNabbAstaM gRhItvA preritAnAM samIpamAnIya mArgamadhye prabhuH kathaM tasmai darzanaM dattavAn yAH kathAzca kathitavAn sa ca yathAkSobhaH san dammeSaknagare yIzo rnAma prAcArayat etAn sarvvavRttAntAn tAn jJApitavAn|
ACT.9.28	tataH zaulastaiH saha yirUzAlami kAlaM yApayan nirbhayaM prabho ryIzo rnAma prAcArayat|
ACT.9.29	tasmAd anyadezIyalokaiH sArddhaM vivAdasyopasthitatvAt te taM hantum aceSTanta|
ACT.9.30	kintu bhrAtRgaNastajjJAtvA taM kaisariyAnagaraM nItvA tArSanagaraM preSitavAn|
ACT.9.31	itthaM sati yihUdiyAgAlIlzomiroNadezIyAH sarvvA maNDalyo vizrAmaM prAptAstatastAsAM niSThAbhavat prabho rbhiyA pavitrasyAtmanaH sAntvanayA ca kAlaM kSepayitvA bahusaMkhyA abhavan|
ACT.9.32	tataH paraM pitaraH sthAne sthAne bhramitvA zeSe lodnagaranivAsipavitralokAnAM samIpe sthitavAn|
ACT.9.33	tadA tatra pakSAghAtavyAdhinASTau vatsarAn zayyAgatam aineyanAmAnaM manuSyaM sAkSat prApya tamavadat,
ACT.9.34	he aineya yIzukhrISTastvAM svastham akArSIt, tvamutthAya svazayyAM nikSipa, ityuktamAtre sa udatiSThat|
ACT.9.35	etAdRzaM dRSTvA lodzAroNanivAsino lokAH prabhuM prati parAvarttanta|
ACT.9.36	aparaJca bhikSAdAnAdiSu nAnakriyAsu nityaM pravRttA yA yAphonagaranivAsinI TAbithAnAmA ziSyA yAM darkkAM arthAd hariNImayuktvA Ahvayan sA nArI
ACT.9.37	tasmin samaye rugnA satI prANAn atyajat, tato lokAstAM prakSAlyoparisthaprakoSThe zAyayitvAsthApayan|
ACT.9.38	lodnagaraM yAphonagarasya samIpasthaM tasmAttatra pitara Aste, iti vArttAM zrutvA tUrNaM tasyAgamanArthaM tasmin vinayamuktvA ziSyagaNo dvau manujau preSitavAn|
ACT.9.39	tasmAt pitara utthAya tAbhyAM sArddham Agacchat, tatra tasmin upasthita uparisthaprakoSThaM samAnIte ca vidhavAH svAbhiH saha sthitikAle darkkayA kRtAni yAnyuttarIyANi paridheyAni ca tAni sarvvANi taM darzayitvA rudatyazcatasRSu dikSvatiSThan|
ACT.9.40	kintu pitarastAH sarvvA bahiH kRtvA jAnunI pAtayitvA prArthitavAn; pazcAt zavaM prati dRSTiM kRtvA kathitavAn, he TAbIthe tvamuttiSTha, iti vAkya ukte sA strI cakSuSI pronmIlya pitaram avalokyotthAyopAvizat|
ACT.9.41	tataH pitarastasyAH karau dhRtvA uttolya pavitralokAn vidhavAzcAhUya teSAM nikaTe sajIvAM tAM samArpayat|
ACT.9.42	eSA kathA samastayAphonagaraM vyAptA tasmAd aneke lokAH prabhau vyazvasan|
ACT.9.43	aparaJca pitarastadyAphonagarIyasya kasyacit zimonnAmnazcarmmakArasya gRhe bahudinAni nyavasat|
ACT.10.1	kaisariyAnagara itAliyAkhyasainyAntargataH karNIliyanAmA senApatirAsIt
ACT.10.2	sa saparivAro bhakta IzvaraparAyaNazcAsIt; lokebhyo bahUni dAnAdIni datvA nirantaram Izvare prArthayAJcakre|
ACT.10.3	ekadA tRtIyapraharavelAyAM sa dRSTavAn Izvarasyaiko dUtaH saprakAzaM tatsamIpam Agatya kathitavAn, he karNIliya|
ACT.10.4	kintu sa taM dRSTvA bhIto'kathayat, he prabho kiM? tadA tamavadat tava prArthanA dAnAdi ca sAkSisvarUpaM bhUtvezvarasya gocaramabhavat|
ACT.10.5	idAnIM yAphonagaraM prati lokAn preSya samudratIre zimonnAmnazcarmmakArasya gRhe pravAsakArI pitaranAmnA vikhyAto yaH zimon tam AhvAyaya;
ACT.10.6	tasmAt tvayA yadyat karttavyaM tattat sa vadiSyati|
ACT.10.7	ityupadizya dUte prasthite sati karNIliyaH svagRhasthAnAM dAsAnAM dvau janau nityaM svasaGginAM sainyAnAm ekAM bhaktasenAJcAhUya
ACT.10.8	sakalametaM vRttAntaM vijJApya yAphonagaraM tAn prAhiNot|
ACT.10.9	parasmin dine te yAtrAM kRtvA yadA nagarasya samIpa upAtiSThan, tadA pitaro dvitIyapraharavelAyAM prArthayituM gRhapRSTham Arohat|
ACT.10.10	etasmin samaye kSudhArttaH san kiJcid bhoktum aicchat kintu teSAm annAsAdanasamaye sa mUrcchitaH sannapatat|
ACT.10.11	tato meghadvAraM muktaM caturbhiH koNai rlambitaM bRhadvastramiva kiJcana bhAjanam AkAzAt pRthivIm avArohatIti dRSTavAn|
ACT.10.12	tanmadhye nAnaprakArA grAmyavanyapazavaH khecarorogAmiprabhRtayo jantavazcAsan|
ACT.10.13	anantaraM he pitara utthAya hatvA bhuMkSva tampratIyaM gagaNIyA vANI jAtA|
ACT.10.14	tadA pitaraH pratyavadat, he prabho IdRzaM mA bhavatu, aham etat kAlaM yAvat niSiddham azuci vA dravyaM kiJcidapi na bhuktavAn|
ACT.10.15	tataH punarapi tAdRzI vihayasIyA vANI jAtA yad IzvaraH zuci kRtavAn tat tvaM niSiddhaM na jAnIhi|
ACT.10.16	itthaM triH sati tat pAtraM punarAkRSTaM AkAzam agacchat|
ACT.10.17	tataH paraM yad darzanaM prAptavAn tasya ko bhAva ityatra pitaro manasA sandegdhi, etasmin samaye karNIliyasya te preSitA manuSyA dvArasya sannidhAvupasthAya,
ACT.10.18	zimono gRhamanvicchantaH sampRchyAhUya kathitavantaH pitaranAmnA vikhyAto yaH zimon sa kimatra pravasati?
ACT.10.19	yadA pitarastaddarzanasya bhAvaM manasAndolayati tadAtmA tamavadat, pazya trayo janAstvAM mRgayante|
ACT.10.20	tvam utthAyAvaruhya niHsandehaM taiH saha gaccha mayaiva te preSitAH|
ACT.10.21	tasmAt pitaro'varuhya karNIliyapreritalokAnAM nikaTamAgatya kathitavAn pazyata yUyaM yaM mRgayadhve sa janohaM, yUyaM kinnimittam AgatAH?
ACT.10.22	tataste pratyavadan karNIliyanAmA zuddhasattva IzvaraparAyaNo yihUdIyadezasthAnAM sarvveSAM sannidhau sukhyAtyApanna ekaH senApati rnijagRhaM tvAmAhUya netuM tvattaH kathA zrotuJca pavitradUtena samAdiSTaH|
ACT.10.23	tadA pitarastAnabhyantaraM nItvA teSAmAtithyaM kRtavAn, pare'hani taiH sArddhaM yAtrAmakarot, yAphonivAsinAM bhrAtRNAM kiyanto janAzca tena saha gatAH|
ACT.10.24	parasmin divase kaisariyAnagaramadhyapravezasamaye karNIliyo jJAtibandhUn AhUyAnIya tAn apekSya sthitaH|
ACT.10.25	pitare gRha upasthite karNIliyastaM sAkSAtkRtya caraNayoH patitvA prANamat|
ACT.10.26	pitarastamutthApya kathitavAn, uttiSThAhamapi mAnuSaH|
ACT.10.27	tadA karNIliyena sAkam Alapan gRhaM prAvizat tanmadhye ca bahulokAnAM samAgamaM dRSTvA tAn avadat,
