MAT.1.1	Yesu Kristo, Owíe 
ACT.8.10	Nyebí ahandɛ fɛ́ɛ́ bʋtobú mʋ, blɩ́ bɛɛ, “Oyin ánfɩ dɛ́ Bulu túmi kpɔnkpɔntɩ ámʋ.” 
ACT.8.11	Ɩ́nɩá ɔdɛpʋ mʋ asuma bwɛ́ ofúla suná amʋ́, ɩlawá ɔpá sʋ á, amʋ́ fɛ́ɛ́ bɔhɔ mʋ gyi. 
ACT.8.12	Támɛ brɛ́á Filipo lɛ́ba bɛda 
ACT.8.13	Simon onutó ɛ́ lóhogyi, ɔlɛha Filipo lɔ́bɔ mʋ asú. Mʋ asúbɔ ɔma a, ɔlɔpʋ ɩwɩ mantáa Filipo. Brɛ́á olowun alɩá Filipo dɛ́ ofúla mʋ́a osúna bwɛ á, ɔnɔ́ lobwie mʋ.
ACT.8.14	Sumbí ayɔpʋ́ ámʋ́ʋ́ bʋbʋ Yerusalem amʋ bonu ánɩ́ Samariafɔ bahɔ Bulu asʋ́n ámʋ. Mʋ́ sʋ bɔwa Petro mʋa Yohane amʋ́ wá. 
ACT.8.15	Brɛ́á boyówie ɩnʋ á, bɔbɔ mpáɩ há Samariafɔ ahógyipʋ amʋ bɛɛ, bʋnyáa Ɔŋɛ Wankɩ́hɛ́. 
ACT.8.16	Tsúfɛ́ asú kɛkɛ babɔ́ amʋ́ anɩ Wíe Yesu dátɔ́, támɛ amʋ́tɔ́ ɔkʋkʋ mɔ́kʋ́nyá Ɔŋɛ Wankɩ́hɛ́ amʋ. 
ACT.8.17	Ɩnʋ Petro mʋa Yohane bɔpʋ ɩbɩ dɩ́nká amʋ́ nwunsʋ, Bulu lɛ́ha amʋ́ Ɔŋɛ Wankɩ́hɛ́ amʋ.
ACT.8.18	Simon lówun ánɩ́ ɩbɩ kɛkɛ sumbí ayɔpʋ́ amʋ bapʋ́ dɩ́nká ahógyipʋ amʋ nwunsʋ, Bulu lahá amʋ́ Ɔŋɛ Wankɩ́hɛ́. Mʋ́ sʋ ɔlɛlɛ kɔ́ba há Petro mʋa Yohane, 
ACT.8.19	ɔlɛbláa amʋ́ ɔbɛ́ɛ, “Mlɩha mɩ́ túmi ánfɩ kʋ, mɛ́nɩ nɩ́ mɩ́ ɛ́ nɔpʋ́ ɩbɩ dɩ́nká ɔkʋ nwunsʋ á, Bulu ɔbɛ́ha mʋ Ɔŋɛ Wankɩ́hɛ́.”
ACT.8.20	Támɛ Petro lɛ́bláa mʋ ɔbɛ́ɛ, “Fʋ́a fʋ́ kɔ́ba ámʋ nyɔ fɛ́ɛ́ mlɩhɩ. Tsúfɛ́ fʋkɩ fɛɛ, fɛ́talɩ́ pʋ́ kɔ́ba hɔ Bulu itokiehɛ́ ánfɩ. 
ACT.8.21	Fʋma ogyíkpá ntɛ́ɛ ɔlɩɩ́kpá anɩ gyumagyihɛ anfɩtɔ, tsúfɛ́ fʋ́ klʋntɔ mɛtɩn Bulu ansɩ́tɔ́. 
ACT.8.22	Damli klʋntɔ tsu fʋ́ lakpan ánfɩtɔ, afʋkʋlɩ anɩ Wíe Bulu. Fíalɩ obési agywɩɩn laláhɛ anfɩ́ fabwɛ́ ánfɩ kíé fʋ́. 
ACT.8.23	Tsúfɛ́ nawun ánɩ́ fʋhɩ́ɛ́ fʋ́bʋ ɔnsɩpɛ, lakpan lagyi fʋsʋ.”
ACT.8.24	Simon lɛ́bláa Petro mʋa Yohane ɔbɛ́ɛ, “Nobwíí ɩpa, mlɩkokoli mlɩ Wíe Bulu ha mɩ, mɛ́nɩ ɔmɛ́ɛha asʋ́n ánfɩ fablɩ́ ánfɩtɔ kʋkʋ mɛ́ɛba mɩsʋ.”
ACT.8.25	Brɛ́á Petro mʋa Yohane begyi adánsɩɛ, dá Yesu ɩwɩ asʋ́n ámʋ ɔkan tá á, beyinkí yɔ́ Yerusalem. Brɛ́á bʋna bɔyɔ́ á, bɛda asʋn wankláán ámʋ ɔkan Samaria nkuda tsɔtsɔɔtsɔ asɩ.
ACT.8.26	Alɩ brɛ́ ámʋtɔ á, Bulu-ɔbɔpʋ lɛ́bláa Filipo ɔbɛ́ɛ, “Kʋsʋ pʋ ɔsaasɩ́ 
ACT.8.27	Mʋ́ʋ́ Filipo lɔ́kʋsʋ́ pʋ́ ɔkpa. Brɛ́á ɔyɔ́ á, ɔlɔtʋ Etiopia ɔmá ɔhandɛ ɔkʋá baflo mʋ. Ɔhandɛ amʋ gyí Etiopia owíe tsɩhɛ́ Kandake sikasʋ ɔkɩ́pʋ. Oyin ánfɩ layɔ́ Yerusalem yósum Bulu, 
ACT.8.28	yínkí ɔyɔ́ wóyí, otsie mʋ kekétɔ́, mpɔnkɔ bʋdɛ mʋ bɩtɩ́. Ɔdɛ Bulu ɔnɔ́sʋ́ ɔtɔɩ́pʋ́ 
ACT.8.29	Mʋ́ʋ́ Ɔŋɛ Wankɩ́hɛ́ lɛ́bláa Filipo ɔbɛ́ɛ, “Kpʋkpɛ manta keké ánfɩ.” 
ACT.8.30	Filipo lɛ́srɩ́ tʋ́ keké ámʋ wun ánɩ́ Bulu ɔnɔ́sʋ́ ɔtɔɩ́pʋ́ 
ACT.8.31	Ɔhandɛ amʋ lɛ́lɛ mʋ́ ɔnɔ́ ɔbɛ́ɛ, “Nkálɩ ɩbɔ́bwɛ nónu mʋ́ asɩ nɩ́ ɔkʋ mɛ́lɛ mʋ́ asɩ súná mɩ́?” Mʋ́ sʋ ɔlɛbláa Filipo ɔbɛ́ɛ, “Dʋ tsia mɩ́ wá ayɔ.” 
ACT.8.32	Bulu asʋ́n ánɩ́ ɔdɛkláa ɔwʋlʋ́ ámʋtɔ gyí:
ACT.8.32	“Ɔlɔbwɛ díín fɛ́ kufa ánɩ́ bapʋ́ bɛya ɔmɔkpá. Ɔmobwií mʋ nnonyɔ.
ACT.8.32	Ɔlɔbwɛ díín fɛ́ alɩá kufa tɔbwɛ́
ACT.8.32	nɩ́ bʋdɛ mʋ ɩwɩ imi dɩnkɩ́.
ACT.8.33	Bɔkpɔɩ́ mʋ, bʋmegyi mʋ asʋ́n ɔnɔkwalɩsʋ.
ACT.8.33	Ɔhaa mɛ́ɛtalɩ́ súná mʋ abí-aná,
ACT.8.33	tsúfɛ́ bɛka mʋ nkpa tin ɔsʋlʋ́ʋ anfɩsʋ.”
ACT.8.34	Mʋ́ʋ́ ɔmá ɔhandɛ amʋ lɛ́fɩtɛ́ Filipo ɔbɛ́ɛ, “Ma ɩwɩ asʋ́n Bulu ɔnɔ́sʋ́ ɔtɔɩ́pʋ́ anfɩ dɛ́blɩ́, mʋ onutó ntɛ́ɛ ɔha bambá?” 
ACT.8.35	Ɩnʋ Filipo lɛ́lɩɩ́ Yesaia asʋn wanlɩ́nhɛ́ anfɩsʋ bláa mʋ Yesu ɩwɩ asʋn wankláán ámʋ. 
ACT.8.36+ACT.8.37	Bɔpʋ bɔyɔ́ á, bɔtʋ ntsu kʋ. Mʋ́ʋ́ ɔmá ɔhandɛ amʋ lɛ́fɩtɛ́ Filipo ɔbɛ́ɛ, “Ntsu dá a, ntɔ létin mɩ́ asúbɔ ɔkpa?”
ACT.8.38	Mʋ́ sʋ ɔmá ɔhandɛ amʋ lɛ́ha mʋ keké ámʋ ɔbɩtɩ́pʋ́ lɛ́lɩɩ́. Mʋa Filipo bɛkplɩ́ wíé ntsu ámʋtɔ, Filipo lɔ́bɔ mʋ asú. 
ACT.8.39	Brɛ́á bɛdalɩ ntsu ámʋtɔ á, anɩ Wíe Ɔŋɛ́ lotsu Filipo nátɩ́. Ɔmá ɔhandɛ amʋ mɛ́trá wun mʋ, támɛ ɔlɔpʋ ansigyí natɩ́ ɔyɔ́ wóyí. 
ACT.8.40	Filipo ɛ́ lɛ́yɛdalɩ Asoto wúlutɔ. Ɔlɛnatɩ́ kí ɩnʋ awúlusʋ dá asʋn wankláán ámʋ ɔkan alɩɩ, oloyówie Kaesarea wúlutɔ.
ACT.9.1+ACT.9.2	Alɩ brɛ́ ánfɩtɔ fɛ́ɛ́ á, Saulo mɔ́kʋ́sí Yesu akasɩ́pʋ́ amʋ bláa ɔbɛ́ɛ, mɔ́mɔ amʋ́. Mʋ́ sʋ ɔlɔyɔ Bulu igyí ɔhapʋ́ dɛhɛn wá yɔ́kʋlɩ́ mʋ ɔbɛ́ɛ, ɔwánlɩn ɔwʋlʋ́ pʋlɛ mʋ suna Damasko Yudafɔ 
ACT.9.3	Saulo lɔ́pʋ ɔkpa ɔyɔ́ Damasko. Ɔlɛta wie tá á, nsaɩntɔ lɛkpa ogyá wa mʋ. 
ACT.9.4	Ɔlɛdɩda ɔsʋlʋ́tɔ kpla. Ɩnʋ olonu ɔmɛ kʋ. Ɔmɛ amʋ lɛ́fɩtɛ́ mʋ ɔbɛ́ɛ, “Saulo, Saulo, ntogyi sʋ́ fʋ́dɩn mɩ́sʋ́ alɩ?”
ACT.9.5	Saulo lɛ́fɩtɛ́ ɔbɛ́ɛ, “Fʋ́ ma nɩ, mɩ́ Wíé?” Mʋ́ʋ́ ɔmɛ amʋ lɛ́bláa mʋ ɔbɛ́ɛ, “Mɩ́ Yesu nɩ. Mɩ́sʋ́ fʋdɩn nɩ́. 
ACT.9.6	Kʋsʋ, afʋyɔ wúlutɔ ɩnʋ. Ɔkʋ obósuná fʋ́ tɔ́á lehián ánɩ́ fɔ́bwɛ.”
ACT.9.7	Saulo aba ánɩ́ mʋa amʋ́nyɔ bʋna besi lɩ́ɩ́ díín. Bonu ɔmɛ amʋ, támɛ bʋmowun ɔhaa. 
ACT.9.8	Saulo lɔ́kʋsʋ́ lɩ́ɩ́. Olobwií ansíbi, támɛ ɔmɛdɛ́ atɔ́ wúun. Mʋ́ sʋ bɛkɩtá mʋ ɩbɩ, kpá mʋ ya Damasko wúlutɔ. 
ACT.9.9	Oletsiá nkɛnsá owítɔ́ omowun atɔ́. Omegyi atɔ́, omonu tɔtɔ ɛ́ alɩ brɛ́ ámʋtɔ.
ACT.9.10	Alɩ brɛ́ ámʋtɔ á, Yesu ɔkasɩ́pʋ́ ɔkʋ bʋ Damasko, bʋtɛtɩ́ mʋ Anania. Olowun atɔ́. Mʋ́tɔ́ á, anɩ Wíe Yesu lókpolí mʋ ɔbɛ́ɛ, “Anania!”
ACT.9.10	Olotsulá ɔbɛ́ɛ, “Mɩ́ Wíé, mɩ́ nɩ́.”
ACT.9.11	Mʋ́ʋ́ anɩ Wíe lɛ́bláa mʋ ɔbɛ́ɛ, “Kʋsʋ, yɔ brɔnʋ ámʋ́ʋ́ bʋtɛtɩ́ mʋ́ ‘Ɔkpa Tswííhɛ́’ amʋsʋ. Wie Yuda wóyítɔ́, afʋfɩtɛ oyin ámʋ́ʋ́ otsú Tarso, bʋtɛtɩ́ mʋ Saulo amʋsʋ. Alaba, ɔbʋ ɩnʋ ɔdɛ mpáɩ bɔ. 
ACT.9.12	Alawun ánɩ́ oyin ɔkʋá bʋtɛtɩ́ mʋ Anania laba bɔpʋ ɩbɩ dɩ́nká mʋsʋ, mʋ ansíbi labwíí.”
ACT.9.13	Mʋ́ʋ́ Anania lɛ́bláa anɩ Wíe ɔbɛ́ɛ, “Mɩ́ Wíé, nanú oyin ánfɩ ɩwɩ asʋ́n. Alɩá ɔdɛpʋ lalahɛ gyi fʋ́ ahá ánɩ́ bʋbʋ Yerusalem. 
ACT.9.14	Igyí ahapʋ́ dɛhɛn amʋ ɛ́ bahá mʋ túmi bɛɛ, ɔbá Damasko bɛkɩtá ahá ánɩ́ bʋtɔbɔ́ mpáɩ fʋ́ dátɔ́ fɛ́ɛ́.”
ACT.9.15	Anɩ Wíe lɛ́bláa mʋ ɔbɛ́ɛ, “Yɔ, mɩ́lalɛ́ mʋ mbɛ́ɛ, ɔbwɛ́ɛ mɩ́ osúmpʋ́, ɔha ɔmá bámbátɔ́fɔ, amʋ́ awíe pʋ́ Israelfɔ fɛ́ɛ́ abʋbɩ mɩ́. 
ACT.9.16	Mɩ́ onutó nósuná mʋ alɩá ɔbɔ́kʋkʋ wun ipian mɩ́ sʋ.”
ACT.9.17	Mʋ́ sʋ Anania lɔ́yɔ Yuda wóyítɔ́, yɔ́pʋ ɩbɩ dɩ́nká Saulosʋ, bláa mʋ ɔbɛ́ɛ “Opíó Saulo, anɩ Wíe Yesu amʋ́ʋ́ ɔlɛlɛ ɩwɩ ɔwan súná fʋ́ brɛ́ ámʋ́ʋ́ fɛbá nfɩ ámʋ láwá mɩ́ fʋ́ wá. Ɔbɛ́ɛ, mbɛha fʋ́ afʋlawun atɔ́, Ɔŋɛ Wankɩ́hɛ́ ɔbʋla fʋ́tɔ́.” 
ACT.9.18	Tɔkʋá igyi fɛ́ klɛmɛtɩ́ afwɩ lɛ́maɩ́n lɛ́ mʋ ansíbisʋ kpádá ɩnʋnʋ. Mʋ́ sʋ ɔlɛla ɔdɛ atɔ́ wúun. Ɩnʋ ɔlɔkʋsʋ́, bɔbɔ mʋ asú. 
ACT.9.19	Bɛha mʋ atɔ́ olegyi, ɔwʋnlɩ́n lɛlawíé mʋ.
ACT.9.19	Saulo létsiá akasɩ́pʋ́ amʋ wá nkɛ kpalobí. 
ACT.9.20	Ɩnʋnʋ ɔlɛnatɩ́ yɔ́ amʋ́ ofíakpa, yéfi Yesu ɩwɩ asʋ́n ɔkan da asɩ ɔbɛ́ɛ, “Yesu gyí Bulu mʋ bi ámʋ nɩ.”
ACT.9.21	Ahá ánɩ́ bonu mʋ asʋn blɩ́hɛ́ anfɩ fɛ́ɛ́ ɔnɔ́ lobwie amʋ́. Mʋ́ sʋ bɛfɩtɛ́ bɛɛ, “Megyí mʋdɛ́ Yesu asúmpʋ́ mɔ Yerusalem nɩ? Megyí amʋ́ ɔkɩtákpá ɔlɛba nfɩ, ɔkpa amʋ́ ya igyí ahapʋ́ dɛhɛn amʋ?”
ACT.9.22	Támɛ Saulo lɛ́lanyá túmi blɩ́ asʋ́n ámʋ ɔwʋnlɩ́nsʋ́ ɔbɛ́ɛ, lɛ́lɛ́ Yesu gyí Kristo, (ɔhá ámʋ́ʋ́ Bulu ladá mʋ ofúli amʋ). Alɩá ɔlɛhɩɛ lɛ́ asʋ́n ámʋtɔ lɛha Yudafɔ ánɩ́ bʋbʋ Damasko ɩnʋ bɔbwɛ basaa. Bʋmowun mʋ́á bótsu.
ACT.9.23	Nkɛ tsɔtsɔɔtsɔ ɔma a, Yudafɔ ámʋ befia kɩ́tá agywɩɩn bɛɛ bɔ́mɔ Saulo. 
ACT.9.24	Mʋ́ sʋ betsiá gyo wúlu amʋ ɔnɔ́ ɔpa onyé, mɛ́nɩ bénya mʋ mɔ́ mʋ. Támɛ akʋ bowi tsá Saulosʋ bɛɛ, alɩ́ Yudafɔ ámʋ babwɛ́ agywɩɩn nɩ́. 
ACT.9.25	Mʋ́ sʋ ɛkɛ ɔkʋ onyé á, Saulo abúopʋ amʋtɔ akʋ botsu mʋ wá lakpátɔ́, pʋ́ mʋ tsʋn ikwitɔ kplɩ́ mʋ yi ɩban ɔma, ɔlɛsrɩ́ nátɩ́.
ACT.9.26	Brɛ́á Saulo lówie Yerusalem a, ɔlɔtsʋn ɔkpa kugyíkʋsʋ ánɩ́ obówie Yesu akasɩ́pʋ́ amʋtɔ. Támɛ bʋmohogyi ánɩ́ alabwɛ́ ɔkasɩ́pʋ́. Mʋ́ sʋ benya mʋ ifú. 
ACT.9.27	Ɩnʋ Barnaba lɛ́kpa mʋ ya, yɛ́lɛ mʋ súná 
ACT.9.28	Mʋ́ sʋ Saulo lówie amʋ́tɔ́, beki Yerusalem wúlutɔ. Ɔlɔwa klʋn blɩ́ Bulu asʋ́n ámʋ Yesu dátɔ́. 
ACT.9.29	Mʋa Yudafɔ ámʋ́ʋ́ bʋtɛblɩ́ Griiki ɔblɩ́ɩ amʋ betsiá tɔ́ɩ́, gyi aba nwɛ́ɛn. Támɛ alɩ brɛ́ ámʋtɔ fɛ́ɛ́ á, bʋdɛ agywɩɩn bwɛ ánɩ́ bɔ́mɔ mʋ. 
ACT.9.30	Brɛ́á mʋ́ afú lɔwʋlɩ́ ahógyipʋ amʋ a, bɛkpa mʋ yáa Kaesarea, há mʋ ɔlɛnatɩ́ yɔ́ Tarso.
ACT.9.31	Mʋ́ sʋ ɩwɩ lolwií ɔpasua ánɩ́ bʋ Yudea, Galilea pʋ́ Samaria ɔmátɔ́. Ɔŋɛ Wankɩ́hɛ́ lɛ́kpa amʋ́ bɛklɛɩ́, dan hógyitɔ, betsiá tsiátɔ́á ilegyi anɩ Wíe Yesu ansɩ́.
ACT.9.32	Petro lɛ́natɩ́ ki Samaria nkudasɩ. Ɛkɛ ɔkʋ ɔlɛyɛ́kɩ Bulu ahá ánɩ́ bʋbʋ Lida wúlutɔ. 
ACT.9.33	Ɩnʋ á, oleyéfia oyin ɔkʋá bʋtɛtɩ́ mʋ Enea, olesin tsukʋlɛ nfikwe nɩ́. 
ACT.9.34	Petro lɛ́bláa mʋ ɔbɛ́ɛ, “Enea, Yesu Kristo latsá fʋ́ ɩlɔ. Kʋsʋ kunta fʋ́ ɔklan.” Ɩnʋ Enea lɔ́kʋsʋ́. 
ACT.9.35	Ahá ánɩ́ bʋtsie Lida wúlutɔ pʋ́ Saron nsáɩntɔ fɛ́ɛ́ bowun oyin ámʋ. Mʋ́ sʋ bohogyi, bobuo anɩ Wíe.
ACT.9.36	Ɔtsɩ ɔkʋ bʋ Yopa wúlutɔ, ogyi ɔkasɩ́pʋ́. Bʋtɛtɩ́ mʋ Tabita. Mʋ dá ámʋ asɩ Griiki ɔblɩ́tɔ gyí, “Dorka.” Mʋ́ asɩ gyí, “Abrɛ.” Yilé ɔbwɛpʋ́ ogyi. Ɔbʋ awɩtɔlɛ há ahiánfɔ. 
ACT.9.37	Brɛ́á Petro bʋ Lida a, ɩlɔ lɛda Tabitasʋ. Olowu, bebie mʋ ntsu, sí mʋ tswɩ abansʋ́rʋ kʋtɔ. 
ACT.9.38	Yopa mʋ́a Lida awúlu ɩmafɔ́ aba wá. Mʋ́ sʋ brɛ́á akasɩ́pʋ́ amʋ́ʋ́ bʋbʋ Yopa amʋ bonu lowu ánfɩ á, bɔwa abi anyɔ sɩ́sɩ́ Petro bɛɛ, bobwíí ɩpa há mʋ, ɔwáa ɔsa tʋ amʋ́. 
ACT.9.39	Ɩnʋ Petro lɔ́wa ɔsa bwɛ́, mʋ́a amʋ́nyɔ bɛnatɩ́. Brɛ́á olobowie ɩnʋ á, bɛkpa mʋ ya abansʋ́rʋ amʋtɔ. Wúlu amʋtɔ asʋrapʋ fɛ́ɛ́ bʋbʋ fúli amʋ asɩ. Bɛkpa pútá Petro bʋdesú, bʋdɛ atadɩɛá Dorka lɔ́bwɛ brɛ́á otsie nkpa pʋsúná mʋ. 
ACT.9.40	Petro légya asʋrapʋ amʋ fɛ́ɛ́ lɛ́ obu ámʋtɔ. Mʋ́ʋ́ ɔlɛda akpawunu bɔ́ mpáɩ, asa ɔlɛdamlɩ́ kɩ fúli amʋ blɩ́ ɔbɛ́ɛ, “Tabita, kʋsʋ.” Ɩnʋ Tabita lóbwií ansíbi. Brɛ́á olowun Petro a, ɔlɔkʋsʋ́ tsíá. 
ACT.9.41	Ɩnʋ Petro lɛ́kɩtá mʋ bɩ, ɔlɔkʋsʋ́ lɩ́ɩ́. Petro lɛ́tɩ asʋrapʋ amʋ pʋ́ ahógyipʋ atráhɛ amʋ. Mʋ́ʋ́ ɔlɔpʋ Tabita súná amʋ́ ánɩ́ alatsínkí. 
ACT.9.42	Asʋ́n ánfɩ lɛklɛɩ́ wá Yopa wúlutɔ. Mʋ́ sʋ ahá tsɔtsɔɔtsɔ bɔhɔ anɩ Wíe gyi. 
ACT.9.43	Petro létsiá Simon ánɩ́ ɔtɔyɔ́ ɔwʋlʋ́-kpákpá ɩwɩ agyʋ́má wá Yopa ɩnʋ wá ɔpá.
ACT.10.1	Oyin ɔkʋ létsiá Kaesarea ɩnʋ, bʋtɛtɩ́ mʋ Konelio. Ogyi Romafɔ ɩsá akɔpʋ́ ɔpasua kʋá bʋtɛtɩ́ mʋ́ Italia ɔhandɛ. 
ACT.10.2	Ɔbʋ nsi Bulusúm ɩwɩ. Mʋa mʋ wóyítɔ́fɔ fɛ́ɛ́ bʋtosúm Bulu. Konelio tekíé Yudafɔ ahiánfɔ atɔ́. Ɔtɔbɔ́ mpáɩ há Bulu brégyíbrɛ́. 
ACT.10.3	Ɛkɛ ɔkʋ Konelio lówun atɔ́ ntʋ́pwɛ dɔsatɔ. Mʋ atowunhɛ amʋtɔ á, olowun Bulu-ɔbɔpʋ ansɩ́ káɩ́n, Bulu-ɔbɔpʋ amʋ lókpolí mʋ ɔbɛ́ɛ, “Konelio!”
ACT.10.4	Ifú lɛkɩtá mʋ. Mʋ́ sʋ olesi ɔdɛ Bulu-ɔbɔpʋ amʋ kɩ́ɩ. Mʋ́ʋ́ ɔlɛfɩtɛ́ Bulu-ɔbɔpʋ amʋ ɔbɛ́ɛ, “Mɩ́ Wíé, nkálɩ́ igyi?”
ACT.10.4	Bulu-ɔbɔpʋ amʋ lɛ́bláa mʋ ɔbɛ́ɛ, “Bulu lahɔ fʋ́ mpáɩ. Fʋ́ ahá atɔ́ kie ɛ́ lagyi mʋ ansɩ́. 
ACT.10.5	Wa abí abʋyɔ Yopa yɛtɩ Simon Petro ba. 
ACT.10.6	Ɔlɔyɔ́swɩɩ́ ɔwʋlʋ́-kpákpá ɩwɩ agyʋ́má ɔyɔpʋ́ Simon wóyítɔ́, mantáa ɔpʋ ɔnɔ́.” 
ACT.10.7	Brɛ́á Bulu-ɔbɔpʋ amʋ lɛ́natɩ́ á, Konelio lɛ́tɩ mʋ asúmpʋ́ abanyɔ́ ánɩ́ bʋbʋ mʋ wóyítɔ́ pʋ́ mʋ ɔbɩsʋfɛ ánɩ́ ogyi ɩsá ɔkɔpʋ́, otenyá Bulu ifú. 
ACT.10.8	Ɔlɛbláa amʋ́ asʋ́n ánɩ́ ɩlaba fɛ́ɛ́, ɔlɔwa amʋ́ sɩ́sɩ́ Yopa.
ACT.10.9	Mʋ́ ɔyɩ kɛhɛ bɔkʋsʋ́ bɔyɔ́ Yopa. Bɛta ɩnʋ wie tá á, ɩbɔ́bwɛ fɛ́ ɔpa dódúanyɔtɔ. Petro ɛ́ dɛ́dʋ ɔyɔ́ obu awunso mpáɩ ɔbɔkpá. 
ACT.10.10	Akʋ́n ɩhɩ́ɛ́ dɛ mʋ. Mʋ́ sʋ olekle ánɩ́ obénya tɔkʋ wá ɔnɔ́. Brɛ́á bʋdɛ atɔ́ ámʋ nɩná há mʋ a, Petro lówun atɔ́. 
ACT.10.11	Atowunhɛ amʋtɔ á, olowun ánɩ́ ɔsʋ́sʋ́ lafínkí, tɔkʋá igyi fɛ́ ɔhráda tɛ́ɩ́hɛ́, bʋdɛ mʋ nsiebí ana, ɩdɛkplɩ́ ɩbá ɔsʋlʋ́sʋ. 
ACT.10.12	Ɔyɩ́tɔ́ mbwɩ ɔtsan-ɔtsan, mbwɩá bʋbʋ ayín, támɛ bʋtɛká abɔnɔ pʋ́ ɔyɩ́tɔ́ mbubwi fɛ́ɛ́ bʋbʋ ɔhráda ámʋtɔ. 
ACT.10.13	Mʋ́ʋ́ olonu ɔmɛ kʋ lɛ́dalɩ ɔbɛ́ɛ, “Petro, kʋsʋ mɔ mbwɩ ánfɩ afʋwɩ.”
ACT.10.14	Támɛ Petro lɛ́lɛ mʋ́ ɔnɔ́ ɔbɛ́ɛ, “Ó-o! Mɩ́ Wíé, bɔkwɩɩ́ mɩ́ ɔpá á, mmɔkʋ́gyi tɔ́á Yudafɔ amándɩ́ɛ́ lekisí ntɛ́ɛ mʋ́ 
ACT.10.15	Ɔmɛ amʋ lɛ́la bláa mʋ ɔbɛ́ɛ, “Mátɩ tɔ́á Bulu latɩn mʋ́ ɩwɩ atokisíhɛ́.” 
ACT.10.16	Atowunhɛ amʋ pʋ́ ɔmɛ amʋ lɛ́ba tse sa. Mʋ ansɩ́tɔ́ ɩnʋ á, botsu ɔhráda ámʋ ya ɔsʋ́sʋ́ ɔtsáwʋlɛ pɛ́.
ACT.10.17	Brɛ́á Petro dɛ́ nwuntɔ bu tsú atowunhɛ anfɩ ɩwɩ á, Konelio abí ámʋ ɛ́ bafɩ́tɛ́ wun Simon wóyítɔ́, ba bʋlɩɩ́ ɔkpa ɔnɔ́. 
ACT.10.18	Konelio abí ámʋ bokpolí fɩ́tɛ́ bɛɛ, “Ɔfɔɔ́ ɔkʋ tsie nfɩ, bʋtɛtɩ́ mʋ Simon Petro?”
ACT.10.19	Petro trá ɔdɛ nwuntɔ bu tsú atowunhɛ amʋ ɩwɩ, Ɔŋɛ Wankɩ́hɛ́ lɛ́bláa mʋ ɔbɛ́ɛ, “Simon, ahá abasá akʋ baba bʋdɛ fʋ́ dunká. 
ACT.10.20	Kʋsʋ bwɛ, afʋkplɩ yefia amʋ́ amlɩnatɩ. Mágyi nwɛ́ɛn, tsúfɛ́ mɩ́lawá amʋ́ fʋ́ wá.” 
ACT.10.21	Ɩnʋ Petro lɛ́kplɩ́ yɔ́tʋ amʋ́, bláa amʋ́ ɔbɛ́ɛ, “Mɩ́gyí ɔhá ámʋ́ʋ́ mlɩdédunká ámʋ nɩ. Ntogyi sʋ́ mlɩná?”
ACT.10.22	Ahá ámʋ bɛlɛ mʋ́ ɔnɔ́ bɛɛ, “Anɩmɛ́dɛ́ tsitsa. Ɩsá akɔpʋ́ ɔhandɛ Konelio ánɩ́ otenyá Bulu ifú, Yudafɔ fɛ́ɛ́ bʋtɛtɩ́ mʋ ɩdayilé lɔ́wa anɩ fʋ́ wá. Bulu-ɔbɔpʋ ɔkʋ labɛbláa mʋ ɔbɛ́ɛ, ɔbá bɛtɩ fʋ́ afʋba mʋ wóyítɔ́, mɛ́nɩ obónu asʋ́n ánɩ́ fʋ́bʋ blɩ́.” 
ACT.10.23	Mʋ́ʋ́ Petro lɛ́kpa amʋ́ wá wóyítɔ́, ɔlɛha amʋ́ ɔdɩkpa.
ACT.10.23	Ɔyɩ kɛhɛ a, Petro mʋa amʋ́nyɔ bɔkʋsʋ́ pʋ́ ɔkpa bɔyɔ́ Kaesarea. Brɛ́á bɔyɔ́ á, ahógyipʋ akʋá bʋbʋ Yopa ɩnʋ ɛ́ bobuo amʋ́ yɔ́. 
ACT.10.24	Mʋ́ ɔyɩ kɛhɛ a, boyówie Kaesarea wúlutɔ. Botsutsúa abʋwie ɩnʋ á, Konelio latɩ́ mʋ wóyítɔ́ ahá pʋ́ mʋ anyawíe kláklá befia, ɔdɛ amʋ́ ɔkpa kɩ́ɩ. 
ACT.10.25	Brɛ́á Petro lówie wóyí ámʋ ɔnɔ́ á, Konelio lɔ́kʋsʋ́ yéfia mʋ, dá akpawunu mʋ ayabitɔ súm mʋ. 
ACT.10.26	Támɛ Petro lɛ́ha mʋ ɔlɔkʋsʋ́. Ɔlɛbláa Konelio ɔbɛ́ɛ, “Kʋsʋ, máda akpawunu há mɩ́. Nyankpʋsa mɩ́ ɛ́ ngyi.” 
ACT.10.27	Petro mʋa mʋnyɔ bʋna bʋdɛtɔɩ́ alɩɩ olowie wóyítɔ́. Ɩnʋ olowun ánɩ́ ahá tsɔtsɔɔtsɔ bafia. 
ACT.10.28	Mʋ́ʋ́ ɔlɛbláa amʋ́ ɔbɛ́ɛ, “Mlɩ onutó mlɩyin ánɩ́ Yudafɔ mbla mɛha ɔkpa ánɩ́ Yudayin mʋa ɔmá bámbátɔ́yin bʋbwɛ́ɛ anyawíe ntɛ́ɛ ɔbɔ́yɔ mʋ wá kpán. Támɛ Bulu lahá mɩ́ nabɩ́ ánɩ́ mmákɩ mbɛ́ɛ ɔkʋ 
