GEN.1.1	 In the beginning
ACT.8.38	 So he ordered the chariot to stop, and both Philip and the eunuch went down into the water,
ACT.8.39	 Now when they came up out of the water, the Spirit of the Lord snatched Philip away, and the eunuch did not see him any more, but
ACT.8.40	 Philip, however, found himself
ACT.9.1	 Meanwhile Saul, still breathing out threats
ACT.9.2	 and requested letters from him to the synagogues
ACT.9.3	 As he was going along, approaching
ACT.9.4	 He
ACT.9.5	 So he said, “Who are you, Lord?” He replied, “I am Jesus whom you are persecuting! 
ACT.9.6	 But stand up
ACT.9.7	 (Now the men
ACT.9.8	 So Saul got up from the ground, but although his eyes were open,
ACT.9.9	 For
ACT.9.10	 Now there was a disciple in Damascus named Ananias. The
ACT.9.11	 Then the Lord told him, “Get up and go to the street called ‘Straight,’
ACT.9.12	 and he has seen in a vision
ACT.9.13	 But Ananias replied,
ACT.9.14	 and here he has authority from the chief priests to imprison
ACT.9.15	 But the Lord said to him, “Go, because this man is my chosen instrument
ACT.9.16	 For I will show him how much he must suffer for the sake of my name.”
ACT.9.17	 So Ananias departed and entered the house, placed
ACT.9.18	 Immediately
ACT.9.19	 and after taking some food, his strength returned.
ACT.9.19	For several days
ACT.9.20	 and immediately he began to proclaim Jesus in the synagogues,
ACT.9.21	 All
ACT.9.22	 But Saul became more and more capable,
ACT.9.23	 Now after some days had passed, the Jews plotted
ACT.9.24	 but Saul learned of their plot against him.
ACT.9.25	 But his disciples took him at night and let him down through an opening
ACT.9.26	 When he arrived in Jerusalem,
ACT.9.27	 But Barnabas took
ACT.9.28	 So he was staying with them, associating openly with them
ACT.9.29	 He was speaking and debating
ACT.9.30	 When the brothers found out about this, they brought him down to Caesarea
ACT.9.31	 Then
ACT.9.32	 Now
ACT.9.33	 He found there a man named Aeneas who had been confined to a mattress for eight years because
ACT.9.34	 Peter
ACT.9.35	 All
ACT.9.36	 Now in Joppa
ACT.9.37	 At that time
ACT.9.38	 Because Lydda
ACT.9.39	 So Peter got up and went with them, and
ACT.9.40	 But Peter sent them all outside,
ACT.9.41	 He gave
ACT.9.42	 This became known throughout all
ACT.9.43	 So
ACT.10.1	 Now there was a man in Caesarea
ACT.10.2	 He
ACT.10.3	 About three o’clock one afternoon
ACT.10.4	 Staring at him and becoming greatly afraid, Cornelius
ACT.10.5	 Now
ACT.10.6	 This man is staying as a guest with a man named Simon, a tanner,
ACT.10.7	 When the angel who had spoken to him departed, Cornelius
ACT.10.8	 and when he had explained everything to them, he sent them to Joppa.
ACT.10.9	 About noon
ACT.10.10	 He became hungry and wanted to eat, but while they were preparing the meal, a trance came over him.
ACT.10.11	 He
ACT.10.12	 In it
ACT.10.13	 Then
ACT.10.14	 But Peter said, “Certainly not, Lord, for I have never eaten anything defiled and ritually unclean!”
ACT.10.15	 The voice
ACT.10.16	 This happened three times, and immediately the object was taken up into heaven.
ACT.10.17	 Now while Peter was puzzling over
ACT.10.18	 They
ACT.10.19	 While Peter was still thinking seriously about
ACT.10.20	 But get up,
ACT.10.21	 So Peter went down
ACT.10.22	 They said, “Cornelius the centurion,
ACT.10.23	 So Peter
ACT.10.23	On the next day he got up and set out
ACT.10.24	 The following day
ACT.10.25	 So when
ACT.10.26	 But Peter helped him up,
ACT.10.27	 Peter
ACT.10.28	 He said to them, “You know that
ACT.10.29	 Therefore when you sent for me,
ACT.10.30	 Cornelius
ACT.10.31	 and said, ‘Cornelius, your prayer has been heard and your acts of charity
ACT.10.32	 Therefore send to Joppa and summon Simon, who is called Peter. This man is staying as a guest in the house of Simon the tanner,
ACT.10.33	 Therefore I sent for you at once, and you were kind enough to come.
ACT.10.34	 Then Peter started speaking:
ACT.10.35	 but in every nation
ACT.10.36	 You know
ACT.10.37	 you know what happened throughout Judea, beginning from Galilee after the baptism that John announced:
ACT.10.38	 with respect to Jesus from Nazareth,
ACT.10.39	 We
ACT.10.40	 but
ACT.10.41	 not by all the people, but by us, the witnesses God had already chosen,
ACT.10.42	 He
ACT.10.43	 About him all the prophets testify,
ACT.10.44	 While Peter was still speaking these words, the Holy Spirit fell on
ACT.10.45	 The
ACT.10.46	 for they heard them speaking in tongues and praising
ACT.10.47	 “No one can withhold the water for these people to be baptized, who have received the Holy Spirit just as we did,
ACT.10.48	 So he gave orders to have them baptized
ACT.11.1	 Now the apostles and the brothers who were throughout Judea heard that the Gentiles too had accepted
ACT.11.2	 So when Peter went up to Jerusalem,
ACT.11.3	 saying, “You went to
ACT.11.4	 But Peter began and explained it to them point by point,
ACT.11.5	 “I was in the city of Joppa praying, and in a trance I saw a vision,
ACT.11.6	 As I stared
ACT.11.7	 I also heard a voice saying to me, ‘Get up, Peter; slaughter
ACT.11.8	 But I said, ‘Certainly not, Lord, for nothing defiled or ritually unclean
ACT.11.9	 But the voice replied a second time from heaven, ‘What God has made clean, you must not consider
ACT.11.10	 This happened three times, and then everything was pulled up to heaven again. 
ACT.11.11	 At that very moment,
ACT.11.12	 The Spirit told me to accompany them without hesitation. These six brothers
ACT.11.13	 He informed us how he had seen an angel standing in his house and saying, ‘Send to Joppa and summon Simon, who is called Peter, 
ACT.11.14	 who will speak a message
ACT.11.15	 Then as I began to speak, the Holy Spirit fell on
ACT.11.16	 And I remembered the word of the Lord,
ACT.11.17	 Therefore if God
ACT.11.18	 When they heard this,
ACT.11.19	 Now those who had been scattered because of the persecution that took place over Stephen
ACT.11.20	 But there were some men from Cyprus
ACT.11.21	 The
ACT.11.22	 A report
ACT.11.23	 When
ACT.11.24	 because he was a good man, full of the Holy Spirit and of faith, and a significant number of people
ACT.11.25	 Then Barnabas departed for Tarsus to look for Saul, 
ACT.11.26	 and when he found him, he brought him to Antioch.
ACT.11.27	 At that time
ACT.11.28	 One of them, named Agabus, got up
ACT.11.29	 So the disciples, each in accordance with his financial ability,
ACT.11.30	 They did so,
ACT.12.1	 About that time King Herod
ACT.12.2	 He had James, the brother of John, executed with a sword.
ACT.12.3	 When he saw that this pleased the Jews,
ACT.12.4	 When he had seized him, he put him in prison, handing him over to four squads
ACT.12.5	 So Peter was kept in prison, but those in the church were earnestly
ACT.12.6	 On that very night before Herod was going to bring him out for trial,
ACT.12.7	 Suddenly
ACT.12.8	 The angel said to him, “Fasten your belt
ACT.12.9	 Peter
ACT.12.10	 After they had passed the first and second guards,
ACT.12.11	 When
ACT.12.12	 When Peter
ACT.12.13	 When he knocked at the door of the outer gate, a slave girl named Rhoda answered.
ACT.12.14	 When she recognized Peter’s voice, she was so overjoyed she did not open the gate, but ran back in and told
ACT.12.15	 But they said to her, “You’ve lost your mind!”
ACT.12.16	 Now Peter continued knocking, and when they opened the door
ACT.12.17	 He motioned to them
ACT.12.18	 At daybreak
ACT.12.19	 When Herod
ACT.12.20	 Now Herod
ACT.12.21	 On a day determined in advance, Herod
ACT.12.22	 But the crowd
ACT.12.23	 Immediately an angel of the Lord
ACT.12.24	 But the word of God
ACT.12.25	 So Barnabas and Saul returned to
ACT.13.1	 Now there were these prophets and teachers in the church at Antioch:
ACT.13.2	 While they were serving
ACT.13.3	 Then, after they had fasted
ACT.13.4	 So Barnabas and Saul,
ACT.13.5	 When
ACT.13.6	 When they had crossed over
ACT.13.7	 who was with the proconsul
ACT.13.8	 But the magician Elymas
ACT.13.9	 But Saul (also known as Paul),
ACT.13.10	 and said, “You who are full of all deceit and all wrongdoing,
ACT.13.11	 Now
ACT.13.12	 Then when the proconsul
ACT.13.13	 Then Paul and his companions put out to sea
ACT.13.14	 Moving on from
ACT.13.15	 After the reading from the law and the prophets,
ACT.13.16	 So Paul stood up,
ACT.13.16	“Men of Israel,
ACT.13.17	 The God of this people Israel
ACT.13.18	 For
ACT.13.19	 After
ACT.13.20	 All this took
ACT.13.21	 Then they asked for a king, and God gave them Saul son of Kish, a man from the tribe of Benjamin, who ruled
ACT.13.22	 After removing him, God
ACT.13.23	 From the descendants
ACT.13.24	 Before
ACT.13.25	 But while John was completing his mission,
ACT.13.26	 Brothers,
ACT.13.27	 For the people who live in Jerusalem and their rulers did not recognize
ACT.13.28	 Though
ACT.13.29	 When they had accomplished
ACT.13.30	 But God raised
ACT.13.31	 and
ACT.13.32	 And we proclaim to you the good news about the promise to our ancestors,
ACT.13.33	 that this promise
ACT.13.34	 But regarding the fact that he has raised Jesus
ACT.13.35	 Therefore he also says in another psalm,
ACT.13.36	 For David, after he had served
ACT.13.37	 but the one
ACT.13.38	 Therefore let it be known to you, brothers, that through this one
ACT.13.39	 and by this one
ACT.13.40	 Watch out,
ACT.13.41	 ‘
ACT.13.41	’”
ACT.13.42	 As Paul and Barnabas
ACT.13.43	 When the meeting of the synagogue
ACT.13.44	 On the next Sabbath almost the whole city assembled together to hear the word of the Lord.
ACT.13.45	 But when the Jews saw the crowds, they were filled with jealousy,
ACT.13.46	 Both Paul and Barnabas replied courageously,
ACT.13.47	 For this
ACT.13.48	 When the Gentiles heard this, they began to rejoice
ACT.13.49	 So the word of the Lord was spreading
ACT.13.50	 But the Jews incited
ACT.13.51	 So after they shook
ACT.13.52	 And the disciples were filled with joy
ACT.14.1	 The same thing happened in Iconium
ACT.14.2	 But the Jews who refused to believe
ACT.14.3	 So they stayed there
ACT.14.4	 But the population
ACT.14.5	 When both the Gentiles and the Jews (together with their rulers) made
ACT.14.6	 Paul and Barnabas
ACT.14.7	 There
ACT.14.8	 In
ACT.14.9	 This man was listening to Paul as he was speaking. When Paul
ACT.14.10	 he said with a loud voice, “Stand upright on your feet.”
ACT.14.11	 So when the crowds saw what Paul had done, they shouted
ACT.14.12	 They began to call
ACT.14.13	 The priest of the temple
ACT.14.14	 But when the apostles
ACT.14.15	 “Men, why are you doing these things? We too are men, with human natures
ACT.14.16	 In
ACT.14.17	 yet he did not leave himself without a witness by doing good,
ACT.14.18	 Even by saying
ACT.14.19	 But Jews came from Antioch
ACT.14.20	 But after the disciples had surrounded him, he got up and went back
ACT.14.21	 After they had proclaimed the good news in that city and made many disciples, they returned to Lystra,
ACT.14.22	 They strengthened
ACT.14.23	 When they had appointed elders
ACT.14.24	 Then they passed through
ACT.14.25	 and when they had spoken the word
ACT.14.26	 From there they sailed back to Antioch,
ACT.14.27	 When they arrived and gathered the church together, they reported
ACT.14.28	 So they spent
ACT.15.1	 Now some men came down from Judea
ACT.15.2	 When Paul and Barnabas had a major argument and debate
ACT.15.3	 So they were sent on their way by the church, and as they passed through both Phoenicia
ACT.15.4	 When they arrived in Jerusalem, they were received
ACT.15.5	 But some from the religious party of the Pharisees
ACT.15.6	 Both the apostles and the elders met together to deliberate
ACT.15.7	 After there had been much debate,
ACT.15.8	 And God, who knows the heart,
ACT.15.9	 and he made no distinction
ACT.15.10	 So now why are you putting God to the test
ACT.15.11	 On the contrary, we believe that we are saved through
ACT.15.12	 The whole group kept quiet
ACT.15.13	 After they stopped speaking,
ACT.15.14	 Simeon
ACT.15.15	 The
ACT.15.16	 ‘
ACT.15.17	’
ACT.15.19	 “Therefore I conclude
ACT.15.20	 but that we should write them a letter
ACT.15.21	 For Moses has had those who proclaim him in every town from ancient times,
ACT.15.22	 Then the apostles and elders, with the whole church, decided
ACT.15.23	 They sent this letter with them:
ACT.15.23	From the apostles
ACT.15.24	 Since we have heard that some have gone out from among us with no orders from us and have confused
ACT.15.25	 we have unanimously
ACT.15.26	 who
ACT.15.27	 Therefore we are sending
ACT.15.28	 For it seemed best to the Holy Spirit and to us
ACT.15.29	 that you abstain from meat that has been sacrificed to idols
ACT.15.30	 So when they were dismissed,
ACT.15.31	 When they read it aloud,
ACT.15.32	 Both Judas and Silas, who were prophets themselves, encouraged and strengthened the brothers with a long speech.
ACT.15.33	 After
ACT.15.35	 But Paul and Barnabas remained in Antioch,
ACT.15.36	 After some days Paul said to Barnabas, “Let’s return
ACT.15.37	 Barnabas wanted to bring John called Mark along with them too, 
ACT.15.38	 but Paul insisted
ACT.15.39	 They had
ACT.15.40	 but Paul chose Silas and set out, commended
ACT.15.41	 He passed through Syria and Cilicia, strengthening
ACT.16.1	 He also came to Derbe
ACT.16.2	 The brothers in Lystra
ACT.16.3	 Paul wanted Timothy
ACT.16.4	 As they went through the towns,
ACT.16.5	 So the churches were being strengthened in the faith and were increasing in number every day.
ACT.16.6	 They went through the region of Phrygia
ACT.16.7	 When they came to
ACT.16.8	 so they passed through
ACT.16.9	 A
ACT.16.10	 After Paul
ACT.16.11	 We put out to sea
ACT.16.12	 and from there to Philippi,
ACT.16.13	 On the Sabbath day we went outside the city gate to the side of the river, where we thought there would be a place of prayer, and we sat down
ACT.16.14	 A
ACT.16.15	 After she and her household were baptized, she urged us,
ACT.16.16	 Now
ACT.16.17	 She followed behind Paul and us and kept crying out,
ACT.16.18	 She continued to do this for many days. But Paul became greatly annoyed,
ACT.16.19	 But when her owners
ACT.16.20	 When
ACT.16.21	 and are advocating
ACT.16.22	 The crowd joined the attack
ACT.16.23	 After they had beaten them severely,
ACT.16.24	 Receiving such orders, he threw them in the inner cell
ACT.16.25	 About midnight Paul and Silas were praying
ACT.16.26	 Suddenly a great earthquake occurred, so that the foundations of the prison were shaken. Immediately all the doors flew open, and the bonds
ACT.16.27	 When the jailer woke up
ACT.16.28	 But Paul called out loudly,
ACT.16.29	 Calling for lights, the jailer
ACT.16.30	 Then he brought them outside
ACT.16.31	 They replied,
ACT.16.32	 Then
ACT.16.33	 At
ACT.16.34	 The jailer
ACT.16.35	 At daybreak
ACT.16.36	 The jailer reported these words to Paul, saying,
ACT.16.37	 But Paul said to the police officers,
ACT.16.38	 The police officers reported these words to the magistrates. They were frightened when they heard Paul and Silas
ACT.16.39	 and came
ACT.16.40	 When they came out of the prison, they entered Lydia’s house, and when they saw the brothers, they encouraged them and then
ACT.17.1	 After they traveled through
ACT.17.2	 Paul went to the Jews in the synagogue,
ACT.17.3	 explaining and demonstrating
ACT.17.4	 Some of them were persuaded
ACT.17.5	 But the Jews became jealous,
ACT.17.6	 When they did not find them, they dragged
ACT.17.7	 and
ACT.17.8	 They caused confusion among
ACT.17.9	 After
ACT.17.10	 The brothers sent Paul and Silas off to Berea
ACT.17.11	 These Jews
ACT.17.12	 Therefore many of them believed, along with quite a few
ACT.17.13	 But when the Jews from Thessalonica
ACT.17.14	 Then the brothers sent Paul away to the coast
ACT.17.15	 Those who accompanied Paul escorted him as far as Athens,
ACT.17.16	 While Paul was waiting for them in Athens,
ACT.17.17	 So he was addressing
ACT.17.18	 Also some of the Epicurean
ACT.17.19	 So they took Paul and
ACT.17.20	 For you are bringing some surprising things
ACT.17.21	 (All the Athenians and the foreigners who lived there used to spend their time
ACT.17.22	 So Paul stood
ACT.17.23	 For as I went around and observed closely your objects of worship,
ACT.17.24	 The God who made the world and everything in it,
ACT.17.25	 nor is he served by human hands, as if he needed anything,
ACT.17.26	 From one man
ACT.17.27	 so that they would search for God and perhaps grope around
ACT.17.28	 For in him we live and move about
ACT.17.29	 So since we are God’s offspring, we should not think the deity
ACT.17.30	 Therefore, although God has overlooked
ACT.17.31	 because he has set
ACT.17.32	 Now when they heard about
ACT.17.33	 So Paul left the Areopagus.
ACT.17.34	 But some people
ACT.18.1	 After this
ACT.18.2	 There he
ACT.18.3	 and because he worked at the same trade, he stayed with them and worked with them
ACT.18.4	 He addressed
ACT.18.5	 Now when Silas and Timothy arrived
ACT.18.6	 When they opposed him
ACT.18.7	 Then Paul
ACT.18.8	 Crispus, the president of the synagogue,
ACT.18.9	 The Lord said to Paul by a vision
ACT.18.10	 because I am with you, and no one will assault
ACT.18.11	 So he stayed there
ACT.18.12	 Now while Gallio
ACT.18.13	 saying, “This man is persuading
ACT.18.14	 But just as Paul was about to speak,
ACT.18.15	 but since it concerns points of disagreement
ACT.18.16	 Then he had them forced away
ACT.18.17	 So they all seized Sosthenes, the president of the synagogue,
ACT.18.18	 Paul, after staying
ACT.18.19	 When they reached Ephesus,
ACT.18.20	 When they asked him to stay longer, he would not consent,
ACT.18.21	 but said farewell to
ACT.18.22	 and when he arrived
ACT.18.23	 After he spent
ACT.18.24	 Now a Jew named Apollos, a native of Alexandria, arrived in Ephesus.
ACT.18.25	 He had been instructed in
ACT.18.26	 He began to speak out fearlessly
ACT.18.27	 When Apollos
ACT.18.28	 for he refuted the Jews vigorously
ACT.19.1	 While
ACT.19.2	 and said to them, “Did you receive the Holy Spirit when you believed?”
ACT.19.3	 So Paul
ACT.19.4	 Paul said, “John baptized with a baptism of repentance, telling the people to believe in the one who was to come after him,
ACT.19.5	 When they heard this, they were baptized in the name of the Lord Jesus, 
ACT.19.6	 and when Paul placed
ACT.19.7	 (Now there were about twelve men in all.)
ACT.19.8	 So Paul
ACT.19.9	 But when
ACT.19.10	 This went on for two years, so that all who lived in the province of Asia,
ACT.19.11	 God was performing extraordinary
ACT.19.12	 so that when even handkerchiefs or aprons that had touched his body
ACT.19.13	 But some itinerant
ACT.19.14	 (Now seven sons of a man named
ACT.19.15	 But the evil spirit replied to them,
ACT.19.16	 Then the man who was possessed by
ACT.19.17	 This became known to all who lived in Ephesus,
ACT.19.18	 Many of those who had believed came forward,
ACT.19.19	 Large numbers
ACT.19.20	 In this way the word of the Lord
ACT.19.21	 Now after all these things had taken place,
ACT.19.22	 So after sending
ACT.19.23	 At
ACT.19.24	 For a man named Demetrius, a silversmith who made silver shrines
ACT.19.25	 He gathered
ACT.19.26	 And you see and hear that this Paul has persuaded
ACT.19.27	 There is danger not only that this business of ours will come into disrepute,
ACT.19.28	 When
ACT.19.29	 The
ACT.19.30	 But when Paul wanted to enter the public assembly,
ACT.19.31	 Even some of the provincial authorities
ACT.19.32	 So then some were shouting one thing, some another, for the assembly was in confusion, and most of them did not know why they had met together.
ACT.19.33	 Some of the crowd concluded
ACT.19.34	 But when they recognized
ACT.19.35	 After the city secretary
ACT.19.36	 So because these facts
ACT.19.37	 For you have brought these men here who are neither temple robbers
ACT.19.38	 If then Demetrius and the craftsmen who are with him have a complaint
ACT.19.39	 But if you want anything in addition,
ACT.19.40	 For
ACT.19.41	 After
ACT.20.1	 After the disturbance had ended, Paul sent for the disciples, and after encouraging
ACT.20.2	 After he had gone through those regions
ACT.20.3	 where he stayed
ACT.20.4	 Paul
ACT.20.5	 These had gone on ahead
ACT.20.6	 We
ACT.20.7	 On the first day
ACT.20.8	 (Now there were many lamps
ACT.20.9	 A young man named Eutychus, who was sitting in the window,
ACT.20.10	 But Paul went down,
ACT.20.11	 Then Paul
ACT.20.12	 They took the boy home alive and were greatly
ACT.20.13	 We went on ahead
ACT.20.14	 When he met us in Assos,
ACT.20.15	 We set sail
ACT.20.16	 For Paul had decided to sail past Ephesus
ACT.20.17	 From Miletus
ACT.20.18	 When they arrived, he said to them, “You yourselves know how I lived
ACT.20.19	 serving the Lord with all humility
ACT.20.20	 You know that I did not hold back from proclaiming
ACT.20.21	 testifying
ACT.20.22	 And now,
ACT.20.23	 except
ACT.20.24	 But I do not consider my life
ACT.20.25	 “And now
ACT.20.26	 Therefore I declare
ACT.20.27	 For I did not hold back from
ACT.20.28	 Watch out for
ACT.20.29	 I know that after I am gone
ACT.20.30	 Even from among your own group
ACT.20.31	 Therefore be alert,
ACT.20.32	 And now I entrust
ACT.20.33	 I have desired
ACT.20.34	 You yourselves know that these hands of mine
ACT.20.35	 By all these things,
ACT.20.36	 When
ACT.20.37	 They all began to weep loudly,
ACT.20.38	 especially saddened
ACT.21.1	 After
ACT.21.2	 We found
ACT.21.3	 After we sighted Cyprus
ACT.21.4	 After we located
ACT.21.5	 When
ACT.21.6	 we said farewell
ACT.21.7	 We continued the voyage from Tyre
ACT.21.8	 On the next day we left
ACT.21.9	 (He had four unmarried
ACT.21.10	 While we remained there for a number of days,
ACT.21.11	 He came
ACT.21.12	 When we heard this, both we and the local people
ACT.21.13	 Then Paul replied, “What are you doing, weeping and breaking
ACT.21.14	 Because he could not be persuaded,
ACT.21.15	 After these days we got ready
ACT.21.16	 Some of the disciples from Caesarea
ACT.21.17	 When we arrived in Jerusalem, the brothers welcomed us gladly.
ACT.21.18	 The next day Paul went in with us to see James, and all the elders were there.
ACT.21.19	 When Paul
ACT.21.20	 When they heard this, they praised
ACT.21.21	 They have been informed about you – that you teach all the Jews now living
ACT.21.22	 What then should we do? They will no doubt
ACT.21.23	 So do what
ACT.21.24	 take them and purify
ACT.21.25	 But regarding the Gentiles who have believed, we have written a letter, having decided
ACT.21.26	 Then Paul took the men the next day,
ACT.21.27	 When the seven days were almost over,
ACT.21.28	 shouting, “Men of Israel,
ACT.21.29	 (For they had seen Trophimus the Ephesian in the city with him previously, and
ACT.21.30	 The whole city was stirred up,
ACT.21.31	 While they were trying
ACT.21.32	 He
ACT.21.33	 Then the commanding officer
ACT.21.34	 But some in the crowd shouted one thing, and others something else,
ACT.21.35	 When he came to the steps, Paul
ACT.21.36	 for a crowd of people
ACT.21.37	 As Paul was about to be brought into the barracks,
ACT.21.38	 Then you’re not that Egyptian who started a rebellion
ACT.21.39	 Paul answered,
ACT.21.40	 When the commanding officer
ACT.22.1	 “Brothers and fathers, listen to my defense
ACT.22.2	 (When they heard
ACT.22.3	 “I am a Jew,
ACT.22.4	 I
ACT.22.5	 as both the high priest and the whole council of elders
ACT.22.6	 As
ACT.22.7	 Then I
ACT.22.8	 I answered, ‘Who are you, Lord?’ He said to me, ‘I am Jesus the Nazarene, whom you are persecuting.’ 
ACT.22.9	 Those who were with me saw the light, but did not understand
ACT.22.10	 So I asked,
ACT.22.11	 Since I could not see because of
ACT.22.12	 A man named Ananias,
ACT.22.13	 came
ACT.22.14	 Then he said, ‘The God of our ancestors
ACT.22.15	 because you will be his witness
ACT.22.16	 And now what are you waiting for?
ACT.22.17	 When
ACT.22.18	 and saw the Lord
ACT.22.19	 I replied,
ACT.22.20	 And when the blood of your witness
ACT.22.21	 Then
ACT.22.22	 The crowd
ACT.22.23	 While they were screaming
ACT.22.24	 the commanding officer
ACT.22.25	 When they had stretched him out for the lash,
ACT.22.26	 When the centurion
ACT.22.27	 So the commanding officer
ACT.22.28	 The commanding officer
ACT.22.29	 Then those who were about to interrogate him stayed away
ACT.22.30	 The next day, because the commanding officer
ACT.23.1	 Paul looked directly
ACT.23.2	 At that
ACT.23.3	 Then Paul said to him, “God is going to strike you, you whitewashed wall!
ACT.23.4	 Those standing near him
ACT.23.5	 Paul replied,
ACT.23.6	 Then when Paul noticed
ACT.23.7	 When he said this,
ACT.23.8	 (For the Sadducees say there is no resurrection, or angel, or spirit, but the Pharisees acknowledge them all.)
ACT.23.9	 There was a great commotion,
ACT.23.10	 When the argument became
ACT.23.11	 The following night the Lord
ACT.23.12	 When morning came,
ACT.23.13	 There were more than forty of them who formed this conspiracy.
ACT.23.14	 They
ACT.23.15	 So now you and the council
ACT.23.16	 But when the son of Paul’s sister heard about the ambush,
ACT.23.17	 Paul called
ACT.23.18	 So the centurion
ACT.23.19	 The commanding officer
ACT.23.20	 He replied,
ACT.23.21	 So do not let them persuade you to do this,
ACT.23.22	 Then the commanding officer
ACT.23.23	 Then
ACT.23.24	 and provide mounts for Paul to ride
ACT.23.25	 He wrote
ACT.23.31	 So the soldiers, in accordance with their orders,
ACT.23.32	 The next day they let
ACT.23.33	 When the horsemen
ACT.23.34	 When the governor
ACT.23.35	 he said, “I will give you a hearing
ACT.24.1	 After five days the high priest Ananias
ACT.24.2	 When Paul
ACT.24.3	 Most excellent Felix,
ACT.24.4	 But so that I may not delay
ACT.24.5	 For we have found
ACT.24.6	 He
ACT.24.8	 When you examine
ACT.24.9	 The Jews also joined in the verbal attack,
ACT.24.10	 When the governor gestured for him to speak, Paul replied, “Because I know
ACT.24.11	 As you can verify
ACT.24.12	 They did not find me arguing
ACT.24.13	 nor can they prove
ACT.24.14	 But I confess this to you, that I worship
ACT.24.15	 I have
ACT.24.16	 This is the reason
ACT.24.17	 After several years
ACT.24.18	 which I was doing when they found me in the temple, ritually purified,
ACT.24.19	 But there are some Jews from the province of Asia
ACT.24.20	 Or these men here
ACT.24.21	 other than
ACT.24.22	 Then Felix,
ACT.24.23	 He ordered the centurion
ACT.24.24	 Some days later, when Felix
ACT.24.25	 While Paul
ACT.24.26	 At the same time he was also hoping that Paul would give him money,
ACT.24.27	 After two years
ACT.25.1	 Now
ACT.25.2	 So the chief priests and the most prominent men
ACT.25.3	 Requesting him to do them a favor against Paul,
ACT.25.4	 Then Festus
ACT.25.5	 “So,” he said, “let your leaders
ACT.25.6	 After Festus
ACT.25.7	 When he arrived, the Jews who had come down from Jerusalem stood around him,
ACT.25.8	 Paul said in his defense,
ACT.25.9	 But Festus,
ACT.25.10	 Paul replied,
ACT.25.11	 If then I am in the wrong
ACT.25.12	 Then, after conferring with his council,
ACT.25.13	 After several days had passed, King Agrippa
ACT.25.14	 While
ACT.25.15	 When I was in Jerusalem,
ACT.25.16	 I answered them
ACT.25.17	 So after they came back here with me,
ACT.25.18	 When his accusers stood up, they did not charge
ACT.25.19	 Rather they had several points of disagreement
ACT.25.20	 Because I was at a loss
ACT.25.21	 But when Paul appealed to be kept in custody for the decision of His Majesty the Emperor,
ACT.25.22	 Agrippa
ACT.25.23	 So the next day Agrippa
ACT.25.24	 Then Festus
ACT.25.25	 But I found that he had done nothing that deserved death,
ACT.25.26	 But I have nothing definite
ACT.25.27	 For it seems unreasonable to me to send a prisoner without clearly indicating
ACT.26.1	 So Agrippa
ACT.26.2	 “Regarding all the things I have been accused of by the Jews, King Agrippa,
ACT.26.3	 because you are especially
ACT.26.4	 Now all the Jews know the way I lived
ACT.26.5	 They know,
ACT.26.6	 And now I stand here on trial
ACT.26.7	 a promise
ACT.26.8	 Why do you people
ACT.26.9	 Of course,
ACT.26.10	 And that is what I did in Jerusalem: Not only did I lock up many of the saints in prisons by the authority I received
ACT.26.11	 I punished
ACT.26.12	 “While doing this very thing,
ACT.26.13	 about noon along the road, Your Majesty,
ACT.26.14	 When we had all fallen to the ground, I heard a voice saying to me in Aramaic,
ACT.26.15	 So I said, ‘Who are you, Lord?’ And the Lord replied,
ACT.26.16	 But get up and stand on your feet, for I have appeared to you for this reason, to designate you in advance
ACT.26.17	 I will rescue
ACT.26.18	 to open their eyes so that they turn
ACT.26.19	 “Therefore, King Agrippa,
ACT.26.20	 but I declared to those in Damascus first, and then to those in Jerusalem and in all Judea,
ACT.26.21	 For this reason the Jews seized me in the temple courts
ACT.26.22	 I have experienced
ACT.26.23	 that
ACT.26.24	 As Paul
ACT.26.25	 But Paul replied,
ACT.26.26	 For the king knows about these things, and I am speaking freely
ACT.26.27	 Do you believe the prophets,
ACT.26.28	 Agrippa
ACT.26.29	 Paul replied, “I pray to God that whether in a short or a long time
ACT.26.30	 So the king got up, and with him the governor and Bernice and those sitting with them, 
ACT.26.31	 and as they were leaving they said to one another,
ACT.26.32	 Agrippa
ACT.27.1	 When it was decided we
ACT.27.2	 We went on board
ACT.27.3	 The next day we put in
ACT.27.4	 From there we put out to sea
ACT.27.5	 After we had sailed across the open sea
ACT.27.6	 There the centurion
ACT.27.7	 We sailed slowly
ACT.27.8	 With difficulty we sailed along the coast
ACT.27.9	 Since considerable time had passed and the voyage was now dangerous
ACT.27.10	 “Men, I can see the voyage is going to end
ACT.27.11	 But the centurion
ACT.27.12	 Because the harbor was not suitable to spend the winter in, the majority decided
ACT.27.13	 When a gentle south wind sprang up, they thought
ACT.27.14	 Not long after this, a hurricane-force
ACT.27.15	 When the ship was caught in it
ACT.27.16	 As we ran under the lee of
ACT.27.17	 After the crew
ACT.27.18	 The next day, because we were violently battered by the storm,
ACT.27.19	 and on the third day they threw the ship’s gear
ACT.27.20	 When neither sun nor stars appeared for many days and a violent
ACT.27.21	 Since many of them had no desire to eat,
ACT.27.22	 And now I advise
ACT.27.23	 For last night an angel of the God to whom I belong
ACT.27.24	 and said,
ACT.27.25	 Therefore keep up your courage, men, for I have faith in God
ACT.27.26	 But we must
