GEN.1.1	In the beginning God created the heaven and the earth. 
1CH.5.8	and Bela the son of Azaz, the son of Shema, the son of Joel, who dwelt in Aroer, even unto Nebo and Baal-meon: 
1CH.5.9	and eastward he dwelt even unto the entering in of the wilderness from the river Euphrates: because their cattle were multiplied in the land of Gilead. 
1CH.5.10	And in the days of Saul they made war with the Hagrites, who fell by their hand: and they dwelt in their tents throughout all the 
1CH.5.11	And the sons of Gad dwelt over against them, in the land of Bashan unto Salecah: 
1CH.5.12	Joel the chief, and Shapham the second, and Janai, and Shaphat in Bashan: 
1CH.5.13	And their brethren of their fathers' houses; Michael, and Meshullam, and Sheba, and Jorai, and Jacan, and Zia, and Eber, seven. 
1CH.5.14	These were the sons of Abihail the son of Huri, the son of Jaroah, the son of Gilead, the son of Michael, the son of Jeshishai, the son of Jahdo, the son of Buz; 
1CH.5.15	Ahi the son of Abdiel, the son of Guni, chief of their fathers' houses. 
1CH.5.16	And they dwelt in Gilead in Bashan, and in her towns, and in all the suburbs of Sharon, as far as their borders. 
1CH.5.17	All these were reckoned by genealogies in the days of Jotham king of Judah, and in the days of Jeroboam king of Israel.
1CH.5.18	The sons of Reuben, and the Gadites, and the half tribe of Manasseh, of valiant men, men able to bear buckler and sword, and to shoot with bow, and skilful in war, were forty and four thousand seven hundred and threescore, that were able to go forth to war. 
1CH.5.19	And they made war with the Hagrites, with Jetur, and Naphish, and Nodab. 
1CH.5.20	And they were helped against them, and the Hagrites were delivered into their hand, and all that were with them: for they cried to God in the battle, and he was entreated of them; because they put their trust in him. 
1CH.5.21	And they took away their cattle; of their camels fifty thousand, and of sheep two hundred and fifty thousand, and of asses two thousand, and of men an hundred thousand. 
1CH.5.22	For there fell many slain, because the war was of God. And they dwelt in their stead until the captivity. 
1CH.5.23	And the children of the half tribe of Manasseh dwelt in the land: they increased from Bashan unto Baal-hermon and Senir and mount Hermon. 
1CH.5.24	And these were the heads of their fathers' houses; even Epher, and Ishi, and Eliel, and Azriel, and Jeremiah, and Hodaviah, and Jahdiel, mighty men of valour, famous men, heads of their fathers' houses. 
1CH.5.25	And they trespassed against the God of their fathers, and went a whoring after the gods of the peoples of the land, whom God destroyed before them. 
1CH.5.26	And the God of Israel stirred up the spirit of Pul king of Assyria, and the spirit of Tilgath-pilneser king of Assyria, and he carried them away, even the Reubenites, and the Gadites, and the half tribe of Manasseh, and brought them unto Halah, and Habor, and Hara, and to the river of Gozan, unto this day.
1CH.6.1	The sons of Levi; Gershon, Kohath, and Merari. 
1CH.6.2	And the sons of Kohath; Amram, Izhar, and Hebron, and Uzziel. 
1CH.6.3	And the children of Amram; Aaron, and Moses, and Miriam. And the sons of Aaron; Nadab and Abihu, Eleazar and Ithamar. 
1CH.6.4	Eleazar begat Phinehas, Phinehas begat Abishua; 
1CH.6.5	and Abishua begat Bukki, and Bukki begat Uzzi; 
1CH.6.6	and Uzzi begat Zerahiah, and Zerahiah begat Meraioth; 
1CH.6.7	Meraioth begat Amariah, and Amariah begat Ahitub; 
1CH.6.8	and Ahitub begat Zadok, and Zadok begat Ahimaaz; 
1CH.6.9	and Ahimaaz begat Azariah, and Azariah begat Johanan; 
1CH.6.10	and Johanan begat Azariah, (he it is that executed the priest's office in the house that Solomon built in Jerusalem:) 
1CH.6.11	and Azariah begat Amariah, and Amariah begat Ahitub; 
1CH.6.12	and Ahitub begat Zadok, and Zadok begat Shallum; 
1CH.6.13	and Shallum begat Hilkiah, and Hilkiah begat Azariah; 
1CH.6.14	and Azariah begat Seraiah, and Seraiah begat Jehozadak; 
1CH.6.15	And Jehozadak went 
1CH.6.16	The sons of Levi; Gershom, Kohath, and Merari. 
1CH.6.17	And these be the names of the sons of Gershom; Libni and Shimei. 
1CH.6.18	And the sons of Kohath were Amram, and Izhar, and Hebron, and Uzziel. 
1CH.6.19	The sons of Merari; Mahli and Mushi. And these are the families of the Levites according to their father's 
1CH.6.20	Of Gershom; Libni his son, Jahath his son, Zimmah his son; 
1CH.6.21	Joah his son, Iddo his son, Zerah his son, Jeatherai his son. 
1CH.6.22	The sons of Kohath; Amminadab his son, Koran his son, Assir his son; 
1CH.6.23	Elkanah his son, and Ebiasaph his son, and Assir his son; 
1CH.6.24	Tahath his son, Uriel his son, Uzziah his son, and Shaul his son. 
1CH.6.25	And the sons of Elkanah; Amasai, and Ahimoth. 
1CH.6.26	As for Elkanah: the sons of Elkanah; Zophai his son, and Nahath his son; 
1CH.6.27	Eliab his son, Jeroham his son, Elkanah his son. 
1CH.6.28	And the sons of Samuel; the firstborn 
1CH.6.29	The sons of Merari; Mahli, Libni his son, Shimei his son, Uzzah his son; 
1CH.6.30	Shimea his son, Haggiah his son, Asaiah his son.
1CH.6.31	And these are they whom David set over the service of song in the house of the 
1CH.6.32	And they ministered with song before the tabernacle of the tent of meeting, until Solomon had built the house of the 
1CH.6.33	And these are they that waited, and their sons. Of the sons of the Kohathites: Heman the singer, the son of Joel, the son of Samuel; 
1CH.6.34	the son of Elkanah, the son of Jeroham, the son of Eliel, the son of Toah; 
1CH.6.35	the son of Zuph, the son of Elkanah, the son of Mahath, the son of Amasai; 
1CH.6.36	the son of Elkanah, the son of Joel, the son of Azariah, the son of Zephaniah; 
1CH.6.37	the son of Tahath, the son of Assir, the son of Ebiasaph, the son of Korah; 
1CH.6.38	the son of Izhar, the son of Kohath, the son of Levi, the son of Israel. 
1CH.6.39	And his brother Asaph, who stood on his right hand, even Asaph the son of Berechiah, the son of Shimea; 
1CH.6.40	the son of Michael, the son of Baaseiah, the son of Malchijah; 
1CH.6.41	the son of Ethni, the son of Zerah, the son of Adaiah; 
1CH.6.42	the son of Ethan, the son of Zimmah, the son of Shimei; 
1CH.6.43	the son of Jahath, the son of Gershom, the son of Levi. 
1CH.6.44	And on the left hand their brethren the sons of Merari: Ethan the son of Kishi, the son of Abdi, the son of Malluch; 
1CH.6.45	the son of Hashabiah, the son of Amaziah, the son of Hilkiah; 
1CH.6.46	the son of Amzi, the son of Bani, the son of Shemer; 
1CH.6.47	the son of Mahli, the son of Mushi, the son of Merari, the son of Levi. 
1CH.6.48	And their brethren the Levites were appointed for all the service of the tabernacle of the house of God. 
1CH.6.49	But Aaron and his sons offered upon the altar of burnt offering, and upon the altar of incense, for all the work of the most holy place, and to make atonement for Israel, according to all that Moses the servant of God had commanded. 
1CH.6.50	And these are the sons of Aaron; Eleazar his son, Phinehas his son, Abishua his son; 
1CH.6.51	Bukki his son, Uzzi his son, Zerahiah his son; 
1CH.6.52	Meraioth his son, Amariah his son, Ahitub his son; 
1CH.6.53	Zadok his son, Ahimaaz his son.
1CH.6.54	Now these are their dwelling places according to their encampments in their borders: to the sons of Aaron, of the families of the Kohathites, for theirs was the 
1CH.6.55	to them they gave Hebron in the land of Judah, and the suburbs thereof round about it; 
1CH.6.56	but the fields of the city, and the villages thereof, they gave to Caleb the son of Jephunneh. 
1CH.6.57	And to the sons of Aaron they gave the cities of refuge, Hebron; Libnah also with her suburbs, and Jattir, and Eshtemoa with her suburbs; 
1CH.6.58	and Hilen with her suburbs, Debir with her suburbs; 
1CH.6.59	and Ashan with her suburbs, and Beth-shemesh with her suburbs: 
1CH.6.60	and out of the tribe of Benjamin; Geba with her suburbs, and Allemeth with her suburbs, and Anathoth with her suburbs. All their cities throughout their families were thirteen cities. 
1CH.6.61	And unto the rest of the sons of Kohath 
1CH.6.62	And to the sons of Gershom, according to their families, out of the tribe of Issachar, and out of the tribe of Asher, and out of the tribe of Naphtali, and out of the tribe of Manasseh in Bashan, thirteen cities. 
1CH.6.63	Unto the sons of Merari 
1CH.6.64	And the children of Israel gave to the Levites the cities with their suburbs. 
1CH.6.65	And they gave by lot out of the tribe of the children of Judah, and out of the tribe of the children of Simeon, and out of the tribe of the children of Benjamin, these cities which are mentioned by name. 
1CH.6.66	And some of the families of the sons of Kohath had cities of their borders out of the tribe of Ephraim. 
1CH.6.67	And they gave unto them the cities of refuge, Shechem in the hill country of Ephraim with her suburbs; Gezer also with her suburbs; 
1CH.6.68	and Jokmeam with her suburbs, and Beth-horon with her suburbs; 
1CH.6.69	and Aijalon with her suburbs, and Gath-rimmon with her suburbs: 
1CH.6.70	and out of the half tribe of Manasseh; Aner with her suburbs, and Bileam with her suburbs, for the rest of the family of the sons of Kohath. 
1CH.6.71	Unto the sons of Gershom 
1CH.6.72	and out of the tribe of Issachar; Kedesh with her suburbs, Daberath with her suburbs; 
1CH.6.73	and Ramoth with her suburbs, and Anem with her suburbs: 
1CH.6.74	and out of the tribe of Asher; Mashal with her suburbs, and Abdon with her suburbs; 
1CH.6.75	and Hukok with her suburbs, and Rehob with her suburbs: 
1CH.6.76	and out of the tribe of Naphtali; Kedesh in Galilee with her suburbs, and Hammon with her suburbs, and Kiriathaim with her suburbs. 
1CH.6.77	Unto the rest of 
1CH.6.78	and beyond the Jordan at Jericho, on the east side of Jordan, 
1CH.6.79	and Kedemoth with her suburbs, and Mephaath with her suburbs: 
1CH.6.80	and out of the tribe of Gad; Ramoth in Gilead with her suburbs, and Mahanaim with her suburbs, 
1CH.6.81	and Heshbon with her suburbs, and Jazer with her suburbs.
1CH.7.1	And of the sons of Issachar; Tola, and Puah, Jashub, and Shimron, four. 
1CH.7.2	And the sons of Tola; Uzzi, and Rephaiah, and Jeriel, and Jahmai, and Ibsam, and Shemuel, heads of their fathers' houses, 
1CH.7.3	And the sons of Uzzi; Izrahiah: and the sons of Izrahiah; Michael, and Obadiah, and Joel, Isshiah, five: all of them chief men. 
1CH.7.4	And with them, by their generations, after their fathers' houses, were bands of the host for war, six and thirty thousand: for they had many wives and sons. 
1CH.7.5	And their brethren among all the families of Issachar, mighty men of valour, reckoned in all by genealogy, were fourscore and seven thousand. 
1CH.7.6	 Benjamin; Bela, and Becher, and Jediael, three. 
1CH.7.7	And the sons of Bela; Ezbon, and Uzzi, and Uzziel, and Jerimoth, and Iri, five; heads of fathers' houses, mighty men of valour; and they were reckoned by genealogy twenty and two thousand and thirty and four. 
1CH.7.8	And the sons of Becher; Zemirah, and Joash, and Eliezer, and Elioenai, and Omri, and Jeremoth, and Abijah, and Anathoth, and Alemeth. All these were the sons of Becher. 
1CH.7.9	And they were reckoned by genealogy, after their generations, heads of their fathers' houses, mighty men of valour, twenty thousand and two hundred. 
1CH.7.10	And the sons of Jediael; Bilhan: and the sons of Bilhan; Jeush, and Benjamin, and Ehud, and Chenaanah, and Zethan, and Tarshish, and Ahishahar. 
1CH.7.11	All these were sons of Jediael; according to the heads of their father's 
1CH.7.12	Shuppim also, and Huppim, the sons of Ir, Hushim, the sons of Aher. 
1CH.7.13	The sons of Naphtali; Jahziel, and Guni, and Jezer, and Shallum, the sons of Bilhah. 
1CH.7.14	The sons of Manasseh; Asriel, whom 
1CH.7.15	and Machir took a wife of Huppim and Shuppim, whose sister's name was Maacah;) and the name of the second was Zelophehad: and Zelophehad had daughters. 
1CH.7.16	And Maacah the wife of Machir bare a son, and she called his name Peresh; and the name of his brother was Sheresh; and his sons were Ulam and Rakem. 
1CH.7.17	And the sons of Ulam; Bedan. These were the sons of Gilead the son of Machir, the son of Manasseh. 
1CH.7.18	And his sister Hammolecheth bare Ishhod, and Abiezer, and Mahlah. 
1CH.7.19	And the sons of Shemida were Ahian, and Shechem, and Likhi, and Aniam.
1CH.7.20	And the sons of Ephraim; Shuthelah, and Bered his son, and Tahath his son, and Eleadah his son, and Tahath his son, 
1CH.7.21	and Zabad his son, and Shuthelah his son, and Ezer, and Elead, whom the men of Gath that were born in the land slew, because they came down to take away their cattle. 
1CH.7.22	And Ephraim their father mourned many days, and his brethren came to comfort him. 
1CH.7.23	And he went in to his wife, and she conceived, and bare a son, and he called his name Beriah, because it went evil with his house. 
1CH.7.24	And his daughter was Sheerah, who built Beth-horon the nether and the upper, and Uzzen-sheerah. 
1CH.7.25	And Rephah was his son, and Resheph, and Telah his son, and Tahan his son; 
1CH.7.26	Ladan his son, Ammihud his son, Elishama his son; 
1CH.7.27	Nun his son, Joshua his son. 
1CH.7.28	And their possessions and habitations were Beth-el and the towns thereof, and eastward Naaran, and westward Gezer, with the towns thereof; Shechem also and the towns thereof, unto Azzah and the towns thereof: 
1CH.7.29	and by the borders of the children of Manasseh, Beth-shean and her towns, Taanach and her towns, Megiddo and her towns, Dor and her towns. In these dwelt the children of Joseph the son of Israel. 
1CH.7.30	The sons of Asher; Imnah, and Ishvah, and Ishvi, and Beriah, and Serah their sister. 
1CH.7.31	And the sons of Beriah; Heber, and Malchiel, who was the father of Birzaith. 
1CH.7.32	And Heber begat Japhlet, and Shomer, and Hotham, and Shua their sister. 
1CH.7.33	And the sons of Japhlet; Pasach, and Bimhal, and Ashvath. These are the children of Japhlet. 
1CH.7.34	And the sons of Shemer; Ahi, and Rohgah, Jehubbah, and Aram. 
1CH.7.35	And the sons of Helem his brother; Zophah, and Imna, and Shelesh, and Amal. 
1CH.7.36	The sons of Zophah; Suah, and Harnepher, and Shual, and Beri, and Imrah; 
1CH.7.37	Bezer, and Hod, and Shamma, and Shilshah, and Ithran, and Beera. 
1CH.7.38	And the sons of Jether; Jephunneh, and Pispah, and Ara. 
1CH.7.39	And the sons of Ulla; Arah, and Hanniel, and Rizia. 
1CH.7.40	All these were the children of Asher, heads of the fathers' houses, choice and mighty men of valour, chief of the princes. And the number of them reckoned by genealogy for service in war was twenty and six thousand men.
1CH.8.1	And Benjamin begat Bela his firstborn, Ashbel the second, and Aharah the third; 
1CH.8.2	Nohah the fourth, and Rapha the fifth. 
1CH.8.3	And Bela had sons, Addar, and Gera, and Abihud; 
1CH.8.4	and Abishua, and Naaman, and Ahoah; 
1CH.8.5	and Gera, and Shephuphan, and Huram. 
1CH.8.6	And these are the sons of Ehud: these are the heads of fathers' 
1CH.8.7	and Naaman, and Ahijah, and Gera, he carried them captive; and he begat Uzza and Ahihud: 
1CH.8.8	And Shaharaim begat children in the field of Moab, after he had sent them away; Hushim and Baara were his wives. 
1CH.8.9	And he begat of Hodesh his wife, Jobab, and Zibia, and Mesha, and Malcam; 
1CH.8.10	and Jeuz, and Shachia, and Mirmah. These were his sons, heads of fathers' 
1CH.8.11	And of Hushim he begat Abitub and Elpaal. 
1CH.8.12	And the sons of Elpaal; Eber, and Misham, and Shemed, who built Ono and Lod, with the towns thereof: 
1CH.8.13	and Beriah, and Shema, who were heads of fathers' 
1CH.8.14	and Ahio, Shashak, and Jeremoth; 
1CH.8.15	and Zebadiah, and Arad, and Eder; 
1CH.8.16	and Michael, and Ishpah, and Joha, the sons of Beriah; 
1CH.8.17	and Zebadiah, and Meshullam, and Hizki, and Heber; 
1CH.8.18	and Ishmerai, and Izliah, and Jobab, the sons of Elpaal; 
1CH.8.19	and Jakim, and Zichri, and Zabdi; 
1CH.8.20	and Elienai, and Zillethai, and Eliel; 
1CH.8.21	and Adaiah, and Beraiah, and Shimrath, the sons of Shimei; 
1CH.8.22	and Ishpan, and Eber, and Eliel; 
1CH.8.23	and Abdon, and Zichri, and Hanan; 
1CH.8.24	and Hananiah, and Elam, and Anthothijah; 
1CH.8.25	and Iphdeiah, and Penuel, and sons of Shashak; 
1CH.8.26	and Shamsherai, and Shehariah, and Athaliah; 
1CH.8.27	and Jaareshiah, and Elijah, and Zichri, the sons of Jeroham. 
1CH.8.28	These were heads of fathers' 
1CH.8.29	And in Gibeon there dwelt the father of Gibeon, 
1CH.8.30	and his firstborn son Abdon, and Zur, and Kish, and Baal, and Nadab; 
1CH.8.31	and Gedor, and Ahio, and Zecher. 
1CH.8.32	And Mikloth begat Shimeah. And they also dwelt with their brethren in Jerusalem, over against their brethren.
1CH.8.33	And Ner begat Kish; and Kish begat Saul; and Saul begat Jonathan, and Malchi-shua, and Abinadab, and Eshbaal. 
1CH.8.34	And the son of Jonathan was Merib-baal; and Merib-baal begat Micah. 
1CH.8.35	And the sons of Micah; Pithon, and Melech, and Tarea, and Ahaz. 
1CH.8.36	And Ahaz begat Jehoaddah; and Jehoaddah begat Alemeth, and Azmaveth, and Zimri; and Zimri begat Moza: 
1CH.8.37	And Moza begat Binea; Raphah was his son, Eleasah his son, Azel his son: 
1CH.8.38	And Azel had six sons, whose names are these; Azrikam, Bocheru, and Ishmael, and Sheariah, and Obadiah, and Hanan. All these were the sons of Azel. 
1CH.8.39	And the sons of Eshek his brother; Ulam his firstborn, Jeush the second, and Eliphelet the third. 
1CH.8.40	And the sons of Ulam were mighty men of valour, archers, and had many sons, and sons' sons, an hundred and fifty. All these were of the sons of Benjamin.
1CH.9.1	So all Israel were reckoned by genealogies; and, behold, they are written in the book of the kings of Israel: and Judah was carried away captive to Babylon for their transgression. 
1CH.9.2	Now the first inhabitants that dwelt in their possessions in their cities were, Israel, the priests, the Levites, and the Nethinim. 
1CH.9.3	And in Jerusalem dwelt of the children of Judah, and of the children of Benjamin, and of the children of Ephraim and Manasseh; 
1CH.9.4	Uthai the son of Ammihud, the son of Omri, the son of Imri, the son of Bani, of the children of Perez the son of Judah. 
1CH.9.5	And of the Shilonites; Asaiah the firstborn, and his sons. 
1CH.9.6	And of the sons of Zerah; Jeuel, and their brethren, six hundred and ninety. 
1CH.9.7	And of the sons of Benjamin; Sallu the son of Meshullam, the son of Hodaviah, the son of Hassenuah; 
1CH.9.8	and Ibneiah the son of Jeroham, and Elah the son of Uzzi, the son of Michri, and Meshullam the son of Shephatiah, the son of Reuel, the son of Ibnijah; 
1CH.9.9	and their brethren, according to their generations, nine hundred and fifty and six. All these men were heads of fathers 
1CH.9.10	And of the priests; Jedaiah, and Jehoiarib, and Jachin; 
1CH.9.11	and Azariah the son of Hilkiah, the son of Meshullam; the son of Zadok, the son of Meraioth, the son of Ahitub, the ruler of the house of God; 
1CH.9.12	and Adaiah the son of Jeroham, the son of Pashhur, the son of Malchijah, and Maasai the son of Adiel, the son of Jahzerah, the son of Meshullam, the son of Meshillemith, the son of Immer; 
1CH.9.13	and their brethren, heads of their fathers' houses, a thousand and seven hundred and threescore; very able men for the work of the service of the house of God.
1CH.9.14	And of the Levites; Shemaiah the son of Hasshub, the son of Azrikam, the son of Hashabiah, of the sons of Merari; 
1CH.9.15	and Bakbakkar, Heresh, and Galal, and Mattaniah the son of Mica, the son of Zichri, the son of Asaph; 
1CH.9.16	and Obadiah the son of Shemaiah, the son of Galal, the son of Jeduthun, and Berechiah the son of Asa, the son of Elkanah, that dwelt in the villages of the Netophathites. 
1CH.9.17	And the porters; Shallum, and Akkub, and Talmon, and Ahiman, and their brethren: Shallum was the chief; 
1CH.9.18	who hitherto 
1CH.9.19	And Shallum the son of Kore, the son of Ebiasaph, the son of Korah, and his brethren, of his father's house, the Korahites, were over the work of the service, keepers of the gates of the tabernacle: and their fathers had been over the camp of the 
1CH.9.20	And Phinehas the son of Eleazar was ruler over them in time past, 
1CH.9.21	Zechariah the son of Meshelemiah was porter of the door of the tent of meeting. 
1CH.9.22	All these which were chosen to be porters in the gates were two hundred and twelve. These were reckoned by genealogy in their villages, whom David and Samuel the seer did ordain in their set office. 
1CH.9.23	So they and their children had the oversight of the gates of the house of the 
1CH.9.24	On the four sides were the porters, toward the east, west, north, and south. 
1CH.9.25	And their brethren, and their villages, were to come in every seven days from time to time to be with them: 
1CH.9.26	for the four chief porters, who were Levites, were in a set office, and were over the chambers and over the treasuries in the house of God. 
1CH.9.27	And they lodged round about the house of God, because the charge 
1CH.9.28	And certain of them had charge of the vessels of service; for by tale were they brought in and by tale were they taken out. 
1CH.9.29	Some of them also were appointed over the furniture, and over all the vessels of the sanctuary, and over the fine flour, and the wine, and the oil, and the frankincense, and the spices: 
1CH.9.30	And some of the sons of the priests prepared the confection of the spices. 
1CH.9.31	And Mattithiah, one of the Levites, who was the firstborn of Shallum the Korahite, had the set office over the things that were baked in pans. 
1CH.9.32	And some of their brethren, of the sons of the Kohathites, were over the shewbread, to prepare it every sabbath. 
1CH.9.33	And these are the singers, heads of fathers' 
1CH.9.34	These were heads of fathers' 
1CH.9.35	And in Gibeon there dwelt the father of Gibeon, Jeiel, whose wife's name was Maacah: 
1CH.9.36	and his firstborn son Abdon, and Zur, and Kish, and Baal, and Ner, and Nadab; 
1CH.9.37	and Gedor, and Ahio, and Zechariah, and Mikloth. 
1CH.9.38	And Mikloth begat Shimeam. And they also dwelt with their brethren in Jerusalem, over against their brethren. 
1CH.9.39	And Ner begat Kish; and Kish begat Saul; and Saul begat Jonathan, and Malchi-shua, and Abinadab, and Eshbaal. 
1CH.9.40	And the son of Jonathan was Merib-baal; and Merib-baal begat Micah. 
1CH.9.41	And the sons of Micah; Pithon, and Melech, and Tahrea, 
1CH.9.42	And Ahaz begat Jarah; and Jarah begat Alemeth, and Azmaveth, and Zimri; and Zimri begat Moza: 
1CH.9.43	and Moza begat Binea; and Rephaiah his son, Eleasah his son, Azel his son: 
1CH.9.44	And Azel had six sons, whose names are these; Azrikam, Bocheru, and Ishmael, and Sheariah, and Obadiah, and Hanan: these were the sons of Azel.
1CH.10.1	Now the Philistines fought against Israel: and the men of Israel fled from before the Philistines, and fell down slain in mount Gilboa. 
1CH.10.2	And the Philistines followed hard after Saul and after his sons; and the Philistines slew Jonathan, and Abinadab, and Malchi-shua, the sons of Saul. 
1CH.10.3	And the battle went sore against Saul, and the archers overtook him; and he was distressed by reason of the archers. 
1CH.10.4	Then said Saul unto his armourbearer, Draw thy sword, and thrust me through therewith: lest these uncircumcised come and abuse me. But his armourbearer would not; for he was sore afraid. Therefore Saul took his sword, and fell upon it. 
1CH.10.5	And when his armourbearer saw that Saul was dead, he likewise fell upon his sword, and died. 
1CH.10.6	So Saul died, and his three sons; and all his house died together. 
1CH.10.7	And when all the men of Israel that were in the valley saw that they fled, and that Saul and his sons were dead, they forsook their cities, and fled; and the Philistines came and dwelt in them.
1CH.10.8	And it came to pass on the morrow, when the Philistines came to strip the slain, that they found Saul and his sons fallen in mount Gilboa. 
1CH.10.9	And they stripped him, and took his head, and his armour, and sent into the land of the Philistines round about, to carry the tidings unto their idols, and to the people. 
1CH.10.10	And they put his armour in the house of their gods, and fastened his head in the house of Dagon. 
1CH.10.11	And when all Jabesh-gilead heard all that the Philistines had done to Saul, 
1CH.10.12	all the valiant men arose, and took away the body of Saul, and the bodies of his sons, and brought them to Jabesh, and buried their bones under the oak in Jabesh, and fasted seven days. 
1CH.10.13	So Saul died for his trespass which he committed against the 
1CH.10.14	and inquired not of the 
1CH.11.1	Then all Israel gathered themselves to David unto Hebron, saying, Behold, we are thy bone and thy flesh. 
1CH.11.2	In times past, even when Saul was king, it was thou that leddest out and broughtest in Israel: and the 
1CH.11.3	So all the elders of Israel came to the king to Hebron; and David made a covenant with them in Hebron before the 
1CH.11.4	And David and all Israel went to Jerusalem (the same is Jebus); and the Jebusites, the inhabitants of the land, were there. 
1CH.11.5	And the inhabitants of Jebus said to David, Thou shalt not come in hither. Nevertheless David took the strong hold of Zion; the same is the city of David. 
1CH.11.6	And David said, Whosoever smiteth the Jebusites first shall be chief and captain. And Joab the son of Zeruiah went up first, and was made chief. 
1CH.11.7	And David dwelt in the strong hold; therefore they called it the city of David. 
1CH.11.8	And he built the city round about, from Millo even round about: and Joab repaired the rest of the city. 
1CH.11.9	And David waxed greater and greater; for the 
1CH.11.10	Now these are the chief of the mighty men whom David had, who shewed themselves strong with him in his kingdom, together with all Israel, to make him king, according to the word of the 
1CH.11.11	And this is the number of the mighty men whom David had: Jashobeam, the son of a Hachmonite, the chief of the thirty; he lifted up his spear against three hundred and slew them at one time. 
1CH.11.12	And after him was Eleazar the son of Dodo, the Ahohite, who was one of the three mighty men. 
1CH.11.13	He was with David at Pasdammim, and there the Philistines were gathered together to battle, where was a plot of ground full of barley; and the people fled from before the Philistines. 
1CH.11.14	And they stood in the midst of the plot, and defended it, and slew the Philistines; and the 
1CH.11.15	And three of the thirty chief went down to the rock to David, into the cave of Adullam; and the host of the Philistines were encamped in the valley of Rephaim. 
1CH.11.16	And David was then in the hold, and the garrison of the Philistines was then in Beth-lehem. 
1CH.11.17	And David longed, and said, Oh that one would give me water to drink of the well of Beth-lehem, which is by the gate! 
1CH.11.18	And the three brake through the host of the Philistines, and drew water out of the well of Beth-lehem, that was by the gate, and took it, and brought it to David: but David would not drink thereof, but poured it out unto the 
1CH.11.19	and said, My God forbid it me, that I should do this: shall I drink the blood of these men that have put their lives in jeopardy? for with 
1CH.11.20	And Abishai, the brother of Joab, he was chief of the three: for he lifted up his spear against three hundred and slew them, and had a name among the three. 
1CH.11.21	Of the three, he was more honourable than the two and was made their captain: howbeit he attained not to the 
1CH.11.22	Benaiah the son of Jehoiada, the son of a valiant man of Kabzeel, who had done mighty deeds, he slew the two 
1CH.11.23	And he slew an Egyptian, a man of great stature, five cubits high; and in the Egyptian's hand was a spear like a weaver's beam; and he went down to him with a staff, and plucked the spear out of the Egyptian's hand, and slew him with his own spear. 
1CH.11.24	These things did Benaiah the son of Jehoiada, and had a name among the three mighty men. 
1CH.11.25	Behold, he was more honourable than the thirty, but he attained not to the 
1CH.11.26	Also the mighty men of the armies; Asahel the brother of Joab, Elhanan the son of Dodo of Beth-lehem; 
1CH.11.27	Shammoth the Harorite, Helez the Pelonite; 
1CH.11.28	Ira the son of Ikkesh the Tekoite, Abiezer the Anathothite; 
1CH.11.29	Sibbecai the Hushathite, Ilai the Ahohite; 
1CH.11.30	Maharai the Netophathite, Heled the son of Baanah the Netophathite; 
1CH.11.31	Ithai the son of Ribai of Gibeah of the children of Benjamin, Benaiah the Pirathonite; 
1CH.11.32	Hurai of the brooks of Gaash, Abiel the Arbathite; 
1CH.11.33	Azmaveth the Baharumite, Eliahba the Shaalbonite; 
1CH.11.34	the sons of Hashem the Gizonite, Jonathan the son of Shage the Hararite; 
1CH.11.35	Ahiam the son of Sacar the Hararite, Eliphal the son of Ur; 
1CH.11.36	Hepher the Mecherathite, Ahijah the Pelonite; 
1CH.11.37	Hezro the Carmelite, Naarai the son of Ezbai; 
1CH.11.38	Joel the brother of Nathan, Mibhar the son of Hagri; 
1CH.11.39	Zelek the Ammonite, Naharai the Berothite, the armourbearer of Joab the son of Zeruiah; 
1CH.11.40	Ira the Ithrite, Gareb the Ithrite; 
1CH.11.41	Uriah the Hittite, Zabad the son of Ahlai; 
1CH.11.42	Adina the son of Shiza the Reubenite, a chief of the Reubenites, and thirty with him; 
1CH.11.43	Hanan the son of Maacah, and Joshaphat the Mithnite; 
1CH.11.44	Uzzia the Ashterathite, Shama and Jeiel the sons of Hotham the Aroerite; 
1CH.11.45	Jediael the son of Shimri, and Joha his brother, the Tizite; 
1CH.11.46	Eliel the Mahavite, and Jeribai, and Joshaviah, the sons of Elnaam, and Ithmah the Moabite; 
1CH.11.47	Eliel, and Obed, and Jaasiel the Mezobaite.
1CH.12.1	Now these are they that came to David to Ziklag, while he yet kept himself close because of Saul the son of Kish: and they were among the mighty men, his helpers in war. 
1CH.12.2	They were armed with bows, and could use both the right hand and the left in slinging stones and in shooting arrows from the bow; they were of Saul's brethren of Benjamin. 
1CH.12.3	The chief was Ahiezer, then Joash, the sons of Shemaah the Gibeathite; and Jeziel, and Pelet, the sons of Azmaveth; and Beracah, and Jehu the Anathothite; 
1CH.12.4	and Ishmaiah the Gibeonite, a mighty man among the thirty and over the thirty; and Jeremiah, and Jahaziel, and Johanan, and Jozabad the Gederathite; 
1CH.12.5	Eluzai, and Jerimoth, and Bealiah, and Shemariah, and Shephatiah the Haruphite; 
1CH.12.6	Elkanah, and Isshiah, and Azarel, and Joezer, and Jashobeam, the Korahites; 
1CH.12.7	and Joelah, and Zebadiah, the sons of Jeroham of Gedor. 
1CH.12.8	And of the Gadites there separated themselves unto David to the hold in the wilderness, mighty men of valour, men trained for war, that could handle shield and spear; whose faces were like the faces of lions, and they were as swift as the roes upon the mountains; 
