GEN.1.1	In the beginning God created the heavens and the earth. 
JER.23.10	Their course is evil, their power misused.
JER.23.11	“Both prophet and 
JER.23.11	In my own house I find their wickedness,” says 
JER.23.12	“Therefore their way will be slippery for them;
JER.23.12	they will be driven into darkness and fall there.
JER.23.12	For I will bring disaster upon them,
JER.23.12	their year of punishment,” says 
JER.23.13	“I have seen inappropriate conduct
JER.23.13	in the prophets of Shomron —
JER.23.13	they prophesied by Ba‘al
JER.23.13	and led my people Isra’el astray.
JER.23.14	But in the prophets of Yerushalayim
JER.23.14	I have seen a horrible thing —
JER.23.14	they commit adultery, live in lies,
JER.23.14	so encouraging evildoers
JER.23.14	that none returns from his sin.
JER.23.14	For me they have all become like S’dom,
JER.23.14	its inhabitants like ‘Amora.”
JER.23.15	Therefore, this is what 
JER.23.15	“I will feed them bitter wormwood
JER.23.15	and make them drink poisonous water,
JER.23.15	for ungodliness has spread through all the land
JER.23.15	from the prophets of Yerushalayim.”
JER.23.16	-
JER.23.16	“Don’t listen to the words of the prophets
JER.23.16	who are prophesying to you.
JER.23.16	They are making you act foolishly,
JER.23.16	telling you visions from their own minds
JER.23.16	and not from the mouth of 
JER.23.17	They keep reassuring those who despise me,
JER.23.17	‘
JER.23.17	and saying to all living by their own stubborn hearts,
JER.23.17	‘Nothing bad will happen to you.’
JER.23.18	But which of them has been present at the council
JER.23.18	of 
JER.23.18	Who has paid attention to
JER.23.18	his word enough to hear it?”
JER.23.19	Look! The storm of 
JER.23.19	bursting out in fury,
JER.23.19	a whirling storm, whirling down
JER.23.19	upon the heads of the wicked!
JER.23.20	’s anger will not abate
JER.23.20	till he fully accomplishes the purpose in his heart.
JER.23.20	In the 
JER.23.20	you will understand everything.
JER.23.21	“I did not send these prophets; yet they ran.
JER.23.21	I did not speak to them; yet they prophesied.
JER.23.22	If they have been present at my council,
JER.23.22	they should let my people hear my words
JER.23.22	and turn them from their evil way
JER.23.22	and the evil of their actions.
JER.23.23	Am I God only when near,” asks 
JER.23.23	“and not when far away?
JER.23.24	Can anyone hide in a place so secret
JER.23.24	that I won’t see him?” asks 
JER.23.24	 says, “Do I not
JER.23.24	fill heaven and earth?
JER.23.25	“I have heard what these prophets prophesying lies in my name are saying: ‘I’ve had a dream! I’ve had a dream!’ 
JER.23.26	How long will this go on? Is [my word] in the hearts of prophets who are prophesying lies, who are prophesying the deceit of their own minds? 
JER.23.27	With their dreams that they keep telling each other, they hope to cause my people to forget my name; just as their ancestors forgot my name when they worshipped Ba‘al.
JER.23.28	“If a prophet has a dream,
JER.23.28	let him tell it as a dream.
JER.23.28	But someone who has my word
JER.23.28	should speak my word faithfully.
JER.23.28	What do chaff and wheat
JER.23.28	have in common?” asks 
JER.23.29	“Isn’t my word like fire,” asks 
JER.23.29	“like a hammer shattering rocks?
JER.23.30	So, I am against the prophets,” says 
JER.23.30	“who steal my words from each other.
JER.23.31	Yes, I am against the prophets,” says 
JER.23.31	“who speak their own words, then add, ‘He says.’
JER.23.32	“I am against those who concoct prophecies out of fake dreams,” says 
JER.23.33	“When [someone from] this people, a prophet or a 
JER.23.34	As for a prophet, 
JER.23.35	So, when you speak with your neighbor or brother, ask, “What answer has 
JER.23.36	Don’t use the expression, “burden of 
JER.23.37	So, when speaking to a prophet, ask, “What answer has 
JER.23.38	But if you talk about “the burden of 
JER.23.39	I will lift you up, burden that you are, and throw you off, away from my presence — you and the city I gave you and your ancestors. 
JER.23.40	Then I will subject you to everlasting disgrace — eternal, unforgettable shame.”
JER.24.1	It was after N’vukhadretzar king of Bavel had carried Y’khanyahu the son of Y’hoyakim, king of Y’hudah, along with the leaders of Y’hudah, the artisans and the skilled workers into exile from Yerushalayim and brought them to Bavel, that 
JER.24.2	One of the baskets had in it very good figs, like those that ripen first; while the other basket had very bad figs, so bad that they were inedible. 
JER.24.3	Then 
JER.24.4	The word of 
JER.24.5	“Here is what 
JER.24.6	“‘I will look after them for their good,
JER.24.6	I will bring them back to this land;
JER.24.6	I will build them up and not tear them down,
JER.24.6	plant them and not pull them up.
JER.24.7	I will give them a heart to know me
JER.24.7	that I am 
JER.24.7	They will be my people,
JER.24.7	and I will be their God;
JER.24.7	for they will return to me
JER.24.7	with all their heart.’
JER.24.8	“But concerning the bad figs that are so bad as to be inedible, 
JER.24.9	Everywhere I drive them I will make them an object of horror, repulsive to all the kingdoms of the earth, a disgrace, a byword, a laughingstock and a curse; 
JER.24.10	and I will send sword, famine and plague among them until they have disappeared from the land I gave them and their ancestors.’”
JER.25.1	This is the word that came to Yirmeyahu concerning all the people of Y’hudah in the fourth year of Y’hoyakim the son of Yoshiyahu, king of Y’hudah; this was also the first year of N’vukhadretzar king of Bavel. 
JER.25.2	Yirmeyahu the prophet proclaimed it before all the people of Y’hudah and all the inhabitants of Yerushalayim: 
JER.25.3	“For twenty-three years, since the thirteenth year of Yoshiyahu the son of Amon, king of Y’hudah, until today, the word of 
JER.25.4	Moreover, 
JER.25.5	The message was always: ‘Every one of you, turn back from his evil way, from the evil of your actions. Then you will live in the land 
JER.25.6	Don’t follow other gods by serving and worshipping them. “Don’t provoke my anger with things your own hands have made; then I will do you no harm. 
JER.25.7	But you wouldn’t listen to me,” says 
JER.25.8	“Therefore, here is what 
JER.25.9	I’m going to send for all the families of the north,’ says 
JER.25.10	Moreover, I will silence among them the sounds of joy and gladness, the voices of bridegroom and bride, the grinding of millstones and the light of lamps. 
JER.25.11	This entire land will become a ruin, a waste; and these nations will serve the king of Bavel for seventy years. 
JER.25.12	But when the seventy years are over, I will punish the king of Bavel and that nation for their sin,’ says 
JER.25.13	I will inflict on that land all my words that I have decreed against it, everything written in this book, in which Yirmeyahu has prophesied against all the nations. 
JER.25.14	For they too will become slaves to many nations and to powerful kings; I will pay them back according to their deeds and the work of their own hands.’
JER.25.15	“For here is what 
JER.25.16	They will drink, stagger to and fro and behave like crazy people because of the sword that I will send among them.’”
JER.25.17	Then I took the cup from 
JER.25.18	Yerushalayim and the cities of Y’hudah, along with their kings and leaders, to make them a ruin and an object of horror, ridicule and cursing, as it is today; 
JER.25.19	Pharaoh king of Egypt, with his servants and leaders and all his people, both native 
JER.25.20	and foreign; all the kings of the land of ‘Utz; all the kings of the land of the P’lishtim, Ashkelon, ‘Azah, ‘Ekron and those remaining in Ashdod; 
JER.25.21	Edom, Mo’av, and the people of ‘Amon; 
JER.25.22	all the kings of Tzor, of Tzidon and of the coastlands across the sea; 
JER.25.23	D’dan, Teima, Buz and all who cut the corners of their beards; 
JER.25.24	all the kings of Arabia and of the mixed peoples living in the desert; 
JER.25.25	all the kings of Zimri, of ‘Eilam and of the Medes; 
JER.25.26	and all the kings of the north, far and near, one after another — indeed, all the kingdoms of the world that there are on the surface of the earth. And the king of Sheshakh will drink last of all.
JER.25.27	“You are to say to them, ‘Here is what 
JER.25.28	If they refuse to take the cup from your hand and drink it, then say to them, ‘Here is what 
JER.25.29	For, look! — if I am bringing disaster on the city that bears my own name, do you expect to go unpunished? Yes, I will summon a sword for all the inhabitants of the earth,’ says 
JER.25.30	“As for you, [Yirmeyahu,] prophesy all these words against them; say to them,
JER.25.30	‘
JER.25.30	raising his voice from his holy dwelling,
JER.25.30	roaring with might against his own habitation,
JER.25.30	shouting out loud, like those who tread grapes,
JER.25.30	against everyone living on earth.
JER.25.31	The sound resounds to the ends of the earth,
JER.25.31	for 
JER.25.31	about to pass judgment on all humankind;
JER.25.31	the wicked he has handed over to the sword,’
JER.25.31	says 
JER.25.32	Thus says 
JER.25.32	“Disaster is spreading from nation to nation,
JER.25.32	a mighty tempest is being unleashed
JER.25.32	from the farthest ends of the earth.”
JER.25.33	On that day, those killed by 
JER.25.33	from one end of the earth to the other;
JER.25.33	they will not be mourned or gathered or buried,
JER.25.33	but will lie on the ground like dung.
JER.25.34	“Wail, shepherds! Cry!
JER.25.34	Wallow in the dust, you lords of the flock!
JER.25.34	For the days for your slaughter have come.
JER.25.34	I will break you in pieces,
JER.25.34	and like a prized vase you will fall.”
JER.25.35	The shepherds have no way to flee,
JER.25.35	the lords of the flock no way to escape.
JER.25.36	Hear the cry of the shepherds,
JER.25.36	the wails of the lords of the flock!
JER.25.36	For 
JER.25.37	the peaceful grazing grounds are silenced,
JER.25.37	because of 
JER.25.38	Like a lion, he has abandoned his lair;
JER.25.38	for their land has become desolate
JER.25.38	because of the oppressor’s fierce sword
JER.25.38	and because of 
JER.26.1	At the beginning of the reign of Y’hoyakim the son of Yoshiyahu, king of Y’hudah, this word came from 
JER.26.2	“
JER.26.3	Maybe they will listen, and each of them turn from his evil way; then I will be able to relent from the disaster I intend to bring on them because of how evil their deeds are. 
JER.26.4	So tell them that this is what 
JER.26.5	and listen to what my servants the prophets, whom I send to you, say — I have sent them frequently, but you haven’t listened — 
JER.26.6	then I will make this house like Shiloh, and I will make this city an object of cursing for all the nations of the earth.”’”
JER.26.7	The 
JER.26.8	When Yirmeyahu had finished saying everything 
JER.26.9	Why have you prophesied in the name of 
JER.26.10	When the officials of Y’hudah heard about it, they came up from the king’s palace to 
JER.26.11	The 
JER.26.12	Then Yirmeyahu said to the officials and all the people, “
JER.26.13	Therefore now, improve your ways and your doings; and listen to the voice of 
JER.26.14	But as for me, here, I am in your hands; do with me whatever seems good and right to you. 
JER.26.15	Only know for certain that if you put me to death, you will bring innocent blood on yourselves, on this city and on its inhabitants; because the fact is that 
JER.26.16	The officials and all the people then said to the 
JER.26.17	At this point some of the leaders of the land stood up and addressed all the people assembled: 
JER.26.18	“Back in the time of Hizkiyahu king of Y’hudah, Mikhah from Moreshet was a prophet. He told all the people of Y’hudah, ‘
JER.26.18	“Tziyon will be plowed under like a field,
JER.26.18	Yerushalayim will become heaps of ruins,
JER.26.18	and the mountain of the house like a forested height.”’
JER.26.19	“Did Hizkiyahu king of Y’hudah and all Y’hudah put him to death? Not at all. Rather, he feared 
JER.26.20	On the other hand, there was also a man who prophesied in the name of 
JER.26.21	When Y’hoyakim the king, with all his military men and other officials, heard what he was saying, the king wanted to have him killed. On hearing of this, Uriyahu became frightened, fled and went to Egypt. 
JER.26.22	Y’hoyakim the king sent men to Egypt — Elnatan the son of ‘Akhbor and some others. 
JER.26.23	They brought Uriyahu back from Egypt and took him to Y’hoyakim the king, who put him to the sword and threw his corpse into the burial-ground of the common people.
JER.26.24	But in this situation concerning Yirmeyahu, Achikam the son of Shafan used his influence to help him, so that he was not handed over to the people to be put to death.
JER.27.1	At the beginning of the reign of Y’hoyakim the son of Yoshiyahu, king of Y’hudah, this word came to Yirmeyahu from 
JER.27.2	“
JER.27.3	Send [similar yokes] to the kings of Edom, of Mo’av, of the people of ‘Amon, of Tzor, and of Tzidon by means of the envoys they send to Yerushalayim, and to Tzidkiyahu king of Y’hudah. 
JER.27.4	Give them this message for their masters by telling their envoys that 
JER.27.5	“‘“I made the earth, humankind, and the animals on the earth by my great power and my outstretched arm; and I give it to whom it seems right to me. 
JER.27.6	For now, I have given over all these lands to my servant N’vukhadnetzar the king of Bavel; I have also given him the wild animals to serve him. 
JER.27.7	All the nations will serve him, his son and his grandson, until his own country gets its turn — at which time many nations and great kings will make him their slave. 
JER.27.8	The nation and kingdom that refuses to serve this N’vukhadnetzar king of Bavel, that will not put their necks under the yoke of the king of Bavel, I will punish,” says 
JER.27.9	“‘“You, therefore, don’t listen to your prophets, diviners, dreamers, magicians or sorcerers, when they tell you that you won’t be subject to the king of Bavel; 
JER.27.10	for they are prophesying lies to you that will result in your being removed far from your land, with my driving you out, so that you perish. 
JER.27.11	But the nation that puts its neck under the yoke of the king of Bavel and serves him, that nation I will allow to remain on their own soil,” says 
JER.27.12	Then I spoke to Tzidkiyahu king of Y’hudah in just the same way: “Put your necks under the yoke of the king of Bavel, serve him and his people, and you will live. 
JER.27.13	Why would you want to die, you and your people, by sword, famine and plague — which is what 
JER.27.14	Don’t listen to the words of the prophets who say to you, ‘You will not serve the king of Bavel’; because they are prophesying lies to you. 
JER.27.15	‘For I have not sent them,’ says 
JER.27.16	I also spoke to the 
JER.27.17	Don’t listen to them. Serve the king of Bavel, and stay alive; why should this city become a ruin?’ 
JER.27.18	But if they are in fact prophets, and if the word of 
JER.27.19	For this is what 
JER.27.20	that N’vukhadnetzar, king of Bavel did not seize when he carried off captive Y’khanyahu the son of Y’hoyakim, king of Y’hudah, from Yerushalayim to Bavel, along with all the leading men of Y’hudah and Yerushalayim — 
JER.27.21	yes, this is what 
JER.27.22	‘They will be carried to Bavel; and there they will stay until the day I remember them, bring them back and restore them to this place,’ says 
JER.28.1	That same year, at the beginning of the reign of Tzidkiyahu king of Y’hudah, in the fifth month of the fourth year, Hananyah the son of ‘Azur the prophet, from Giv‘on, spoke to me in 
JER.28.2	“This is what 
JER.28.3	Within two years I will restore to this place all the articles from 
JER.28.4	Also I will bring back here Y’khanyah the son of Y’hoyakim, king of Y’hudah, along with all those from Y’hudah who were taken captive to Bavel,’ says 
JER.28.5	Then the prophet Yirmeyahu said to the prophet Hananyah in front of the 
JER.28.6	the prophet Yirmeyahu said, “
JER.28.7	Nevertheless, listen now to this word that I am speaking for you to hear and for all the people to hear. 
JER.28.8	The prophets who were here before me and before you prophesied in times past against many countries and against great kingdoms about war, disaster and plagues. 
JER.28.9	As for a prophet who prophesies peace — when the word of that prophet is fulfilled, it will be evident concerning that prophet that 
JER.28.10	At this point Hananyah the prophet took the crossbar off the prophet Yirmeyahu’s neck and broke it. 
JER.28.11	Then Hananyah, in front of all the people, said, “Thus says 
JER.28.11	The prophet Yirmeyahu left them; 
JER.28.12	but then this word of 
JER.28.13	“Go and tell Hananyah that 
JER.28.14	For here is what 
JER.28.15	Then the prophet Yirmeyahu said to Hananyah the prophet, “Listen here, Hananyah! 
JER.28.16	Therefore, here is what 
JER.28.17	Hananyah the prophet died that same year, in the seventh month.
JER.29.1	Following is the text of the letter Yirmeyahu the prophet sent from Yerushalayim to the leaders remaining in exile, as well as to the 
JER.29.2	This was after Y’khanyah the king, the queen mother, the officers, the leaders of Y’hudah and Yerushalayim, and the artisans and skilled workers had left Yerushalayim. 
JER.29.3	The letter was entrusted to El‘asah the son of Shafan and G’maryah the son of Hilkiyah; Tzidkiyah king of Y’hudah sent them to Bavel, to N’vukhadnetzar king of Bavel. The letter said:
JER.29.4	“Here is what 
JER.29.5	‘Build yourselves houses, and live in them. Plant gardens, and eat what they produce. 
JER.29.6	Choose women to marry, and have sons and daughters. Choose wives for your sons, and give your daughters in marriage to men, so that they can have sons and daughters — increase your numbers there, don’t decrease. 
JER.29.7	Seek the welfare of the city to which I have caused you to go in exile, and pray to 
JER.29.8	For this is what 
JER.29.9	For they are prophesying falsely in my name; I have not sent them,’ says 
JER.29.10	“For here is what 
JER.29.11	For I know what plans I have in mind for you,’ says 
JER.29.12	When you call to me and pray to me, I will listen to you. 
JER.29.13	When you seek me, you will find me, provided you seek for me wholeheartedly; 
JER.29.14	and I will let you find me,’ says 
JER.29.15	“You say that 
JER.29.16	But here is what 
JER.29.17	thus says 
JER.29.18	I will pursue them with sword, famine and plague and make them an object of horror to all the kingdoms of the earth; and they will bring on themselves cursing, astonishment, ridicule and reproach among all the nations where I have driven them; 
JER.29.19	because they have not paid attention to my words,’ says 
JER.29.20	“So pay attention now to the word of 
JER.29.21	Here is what 
JER.29.22	In fact, all those exiled from Y’hudah who are in Bavel will take up this formula for cursing: “May 
JER.29.23	because they have done vile things in Isra’el, committing adultery with their neighbors’ wives and speaking words in my name, falsely, which I did not order them to say. For I am he who knows; I am witness to this,’ says 
JER.29.24	“To Sh’ma‘yah the Nechelami you are to communicate this message: 
JER.29.25	‘This is a word from 
JER.29.26	Your letter said, “
JER.29.27	So why haven’t you rebuked Yirmeyahu of ‘Anatot, who makes himself out to be a prophet for you? 
JER.29.28	He even sends word to us in Bavel saying that the exile will last a long time; so build houses and live in them, plant gardens and eat what they produce.” 
JER.29.29	Tz’fanyah the 
JER.29.30	the word of 
JER.29.31	instructing him to send to all those in exile this message: “Here is what 
JER.29.32	Because of this,’ 
JER.30.1	This word came to Yirmeyahu from 
JER.30.2	“This is what 
JER.30.3	For the day is coming,’ says 
JER.30.4	These are the words 
JER.30.5	Here is what 
JER.30.5	“We have heard a cry of terror,
JER.30.5	of fear and not of peace.
JER.30.6	Ask now and see:
JER.30.6	can men give birth to children?
JER.30.6	Why, then, do I see all the men
JER.30.6	with their hands on their stomachs like women in labor,
JER.30.6	with every face turned pale?
JER.30.7	How dreadful that day will be! —
JER.30.7	there has never been one like it:
JER.30.7	a time of trouble for Ya‘akov,
JER.30.7	but out of it he will be saved.
JER.30.8	“On that day,” says 
JER.30.8	“I will break his yoke from off your neck,
JER.30.8	I will snap your chains.
JER.30.8	Foreigners will no longer enslave him.
JER.30.9	Instead, they will serve 
JER.30.9	and David their king, whom I will raise up for them.
JER.30.10	“So don’t be afraid, Ya‘akov my servant,”
JER.30.10	says 
JER.30.10	for I will return you from far away
JER.30.10	and your offspring from their country of exile.
JER.30.10	Ya‘akov will again be quiet, at rest;
JER.30.10	and no one will make him afraid.
JER.30.11	“For I am with you to save you,” says 
JER.30.11	“I will finish off all the nations
JER.30.11	where I have scattered you.
JER.30.11	However, you I will not finish off,
JER.30.11	but will discipline only as you deserve;
JER.30.11	I will not completely destroy you.”
JER.30.12	For here is what 
JER.30.12	“Your wound is past healing,
JER.30.12	your injury most severe;
JER.30.13	no one thinks your wound can be bandaged;
JER.30.13	you have no medicines that can heal you.
JER.30.14	All your friends have forgotten you,
JER.30.14	they no longer seek you out.
JER.30.14	I have struck you down as an enemy would,
JER.30.14	punished as a cruel man would,
JER.30.14	because of your great wickedness,
JER.30.14	because of your many sins.
JER.30.15	Why cry that your wound and pain are past healing?
JER.30.15	I have done these things to you
JER.30.15	because of your great wickedness,
JER.30.15	because of your many sins.
JER.30.16	“But all who devour you will be devoured,
JER.30.16	all your enemies will go into exile,
JER.30.16	those who plunder you will be plundered,
JER.30.16	those who pillage you will be pillaged.
JER.30.17	For I will restore your health,
JER.30.17	I will heal you of your wounds,” says 
JER.30.17	“because they called you an outcast,
JER.30.17	Tziyon, with no one who cares about her.”
JER.30.18	Thus says 
JER.30.18	“I will return Ya‘akov’s captives to their tents;
JER.30.18	I will take pity on his dwellings.
JER.30.18	Cities will be rebuilt on their own 
JER.30.18	with palaces where they’re supposed to be.
JER.30.19	From them will come thanksgiving
JER.30.19	and the sound of people celebrating.
JER.30.19	I will increase them; they will not be decreased;
JER.30.19	I will honor them; they will not be despised.
JER.30.20	Their children will be as they used to be,
JER.30.20	their community confirmed in my presence;
JER.30.20	and I will punish everyone
JER.30.20	who oppresses them.
JER.30.21	Their leader will be one of their own,
JER.30.21	their ruler will come from among them.
JER.30.21	I will cause him to come close
JER.30.21	and let him approach me;
JER.30.21	for, otherwise, who would guarantee his heart
JER.30.21	enough to approach me?” says 
JER.30.22	“You will be my people,
JER.30.22	and I will be your God.”
JER.30.23	Look! The storm of 
JER.30.23	bursting out in fury,
JER.30.23	a sweeping storm, whirling down
JER.30.23	upon the heads of the wicked!
JER.30.24	’s fierce anger will not abate
JER.30.24	till he accomplishes the purpose in his heart.
JER.30.24	In the 
JER.30.24	you will understand.
JER.30.25	“When that time comes,” says 
JER.30.25	“I will be God of all the clans of Isra’el,
JER.30.25	and they will be my people.”
JER.31.1	Here is what 
JER.31.1	“The people escaping the sword
JER.31.1	found favor in the desert —
JER.31.1	I have brought Isra’el to its rest.”
JER.31.2	From a distance 
JER.31.2	“I love you with an everlasting love;
JER.31.2	this is why in my grace I draw you to me.
JER.31.3	Once again, I will build you; you will be rebuilt,
JER.31.3	virgin of Isra’el.
JER.31.3	Once again, equipped with your tambourines,
JER.31.3	you will go out and dance with the merrymakers.
JER.31.4	Once again, you will plant vineyards on the hills of Shomron,
JER.31.4	and those doing the planting will have the use of its fruit.
JER.31.5	For a day will come when the watchmen
JER.31.5	on Mount Efrayim will call,
JER.31.5	‘Come, let’s go up to Tziyon,
JER.31.5	to 
JER.31.6	For here is what 
JER.31.6	“Sing with joy for Ya‘akov!
JER.31.6	shout for the chief of the nations!
JER.31.6	Proclaim your praise, and say:
JER.31.6	‘
JER.31.6	the remnant of Isra’el!’
JER.31.7	Look! I am bringing them from the land in the north,
JER.31.7	gathering them from the far ends of the earth;
JER.31.7	among them are the blind and lame,
JER.31.7	women with children, women in labor,
JER.31.7	all together, a vast throng
JER.31.7	returning here.
JER.31.8	They will come weeping and praying
JER.31.8	as I bring them back.
JER.31.8	I will lead them by streams of water
JER.31.8	on smooth paths, so that they won’t stumble.
JER.31.8	For I am a father to Isra’el,
JER.31.8	and Efrayim is my firstborn son.”
JER.31.9	Nations, hear the word of 
JER.31.9	Proclaim it in the coastlands far away. Say:
JER.31.9	“He who scattered Isra’el is gathering him,
JER.31.9	guarding him like a shepherd his flock.”
JER.31.10	For 
JER.31.10	redeemed him from hands too strong for him.
JER.31.11	They will come and sing on the heights of Tziyon,
JER.31.11	streaming to the goodness of Adonai,
JER.31.11	to the grain, the wine, the olive oil,
JER.31.11	and the young of the flock and the herd.
JER.31.11	They themselves will be like a well-watered garden,
JER.31.11	never to languish again.
JER.31.12	“Then the virgin will dance for joy,
JER.31.12	young men and old men together;
JER.31.12	for I will turn their mourning into joy,
JER.31.12	comfort and gladden them after their sorrow.
JER.31.13	I will give the 
JER.31.13	and my people will be satisfied with my bounty,” says 
JER.31.14	This is what 
JER.31.14	“A voice is heard in Ramah,
JER.31.14	lamenting and bitter weeping.
JER.31.14	It is Rachel weeping for her children,
JER.31.14	refusing to be comforted for her children,
JER.31.14	because they are no longer alive.”
JER.31.15	This is what 
JER.31.15	“Stop your weeping, and dry your eyes,
JER.31.15	for your work will be rewarded,” says 
JER.31.15	“They will return from the enemy’s land;
JER.31.16	so there is hope for your future,” says 
JER.31.16	“Your children will return
JER.31.16	to their own territory.
JER.31.17	“I hear Efrayim bemoaning himself:
JER.31.17	‘You disciplined me, and I took your discipline
JER.31.17	like a young ox not used to a yoke.
JER.31.17	Let me return, and I will return,
JER.31.17	for you are 
JER.31.18	Yes, I turned away;
JER.31.18	but later I repented.
JER.31.18	When I had been made to understand,
JER.31.18	I struck my thigh in shame and remorse,
JER.31.18	bearing the weight of the disgrace
JER.31.18	acquired when I was young.’
JER.31.19	“Isn’t Efrayim my very dear son,
JER.31.19	a child who delights me so?
JER.31.19	I speak about him all the time,
JER.31.19	I can’t help but recall him to mind.
JER.31.19	In sum, I deeply yearn for him;
JER.31.19	I will surely show him favor,” says 
JER.31.20	Set up road signs, erect guideposts,
JER.31.20	pay attention to the highway,
JER.31.20	the path on which you traveled.
JER.31.20	Come back, virgin Isra’el,
JER.31.20	come back to these cities of yours!
JER.31.21	How long will you hesitate,
JER.31.21	you unruly daughter?
JER.31.21	For 
JER.31.21	a woman with the strengths of a man.
JER.31.22	Here is what 
JER.31.22	the God of Isra’el, says:
JER.31.22	“This expression will be used again
JER.31.22	in the land of Y’hudah and its cities
JER.31.22	after I have returned their exiles:
JER.31.22	‘May 
JER.31.22	home of justice, holy mountain!’
JER.31.23	In it will live together
JER.31.23	Y’hudah and all its cities,
JER.31.23	the farmer and those who lead the flocks.
JER.31.24	For I have satisfied the weary
JER.31.24	and filled the needs of all in distress.”
JER.31.25	At this point I woke up and looked around, but I had enjoyed my sleep.
JER.31.26	“Here, the days are coming,” says 
JER.31.27	At that time, just as I used to watch over them with the intent to uproot, break down, overthrow, destroy and do harm; so then I will watch over them to build and plant,” says 
JER.31.28	“When those days come they will no longer say,
JER.31.28	‘The fathers have eaten sour grapes,
JER.31.28	and the children’s teeth are set on edge.’
JER.31.29	Rather, each will die for his own sin;
JER.31.29	every one who eats sour grapes,
JER.31.29	his own teeth will be set on edge.
JER.31.30	“Here, the days are coming,” says 
JER.31.31	It will not be like the covenant I made with their fathers on the day I took them by their hand and brought them out of the land of Egypt; because they, for their part, violated my covenant, even though I, for my part, was a husband to them,” says 
JER.31.32	“For this is the covenant I will make with the house of Isra’el after those days,” says 
JER.31.33	No longer will any of them teach his fellow community member or his brother, ‘Know 
JER.31.34	This is what 
JER.31.34	who gives the sun as light for the day,
JER.31.34	who ordained the laws for the moon and stars
JER.31.34	to provide light for the night,
JER.31.34	who stirs up the sea until its waves roar —
JER.31.34	 is his name:
JER.31.35	“If these laws leave my presence,” says 
JER.31.35	“then the offspring of Isra’el will stop being
JER.31.35	a nation in my presence forever.”
JER.31.36	This is what 
JER.31.36	“If the sky above can be measured
JER.31.36	and the foundations of the earth be fathomed,
JER.31.36	then I will reject all the offspring of Isra’el
JER.31.36	for all that they have done,” says 
JER.31.37	“Look, the days are coming,” says 
JER.31.38	The measuring line will be stretched straight to Garev Hill, then turn to Go‘ah. 
JER.31.39	The whole valley of corpses and ashes, including all the fields as far as 
JER.32.1	This is the word that came to Yirmeyahu from 
JER.32.2	At that time the army of the king of Bavel was besieging Yerushalayim; and Yirmeyahu the prophet was imprisoned in the guards’ quarters attached to the king of Y’hudah’s palace, 
JER.32.3	where Tzidkiyahu king of Y’hudah had imprisoned him after demanding, “How dare you prophesy that 
JER.32.4	Tzidkiyahu king of Y’hudah will not escape from the Kasdim but will certainly be handed over to the king of Bavel, who will address him face to face, with their eyes meeting; 
JER.32.5	and he will lead Tzidkiyahu to Bavel, where he will stay until I remember him,’ says 
JER.32.6	Yirmeyahu said, “This word of 
JER.32.7	‘Hanam’el, the son of your uncle Shalum, will approach you and say, “Buy my field at ‘Anatot; you have next-of-kin’s right to redeem it; so buy it.”’” 
JER.32.9	So I bought the field at ‘Anatot which belonged to my cousin Hanam’el and weighed out the money for him, seven ounces of silver 
JER.32.10	I signed on the purchase contract, sealed it, called witnesses and weighed out the money for him on a balance scale. 
JER.32.11	I took the purchase contract, both the sealed copy with the terms and conditions, and the unsealed copy, 
JER.32.12	and gave the purchase contract to Barukh the son of Neriyah, the son of Machseyah, in the presence of my cousin Hanam’el, the witnesses who had signed the purchase contract and the people from Y’hudah sitting by the guards’ quarters. 
JER.32.13	In their presence I instructed Barukh as follows: 
JER.32.14	“Here is what 
JER.32.15	For 
JER.32.16	After giving the purchase contract to Barukh son of Neriyah, I prayed to 
JER.32.17	“
JER.32.18	You display your grace to thousands but also repay the guilt of the fathers into the lap of their children who follow them. Great, powerful God, whose name is 
JER.32.19	great in counsel, mighty in deed! Your eyes are open to all the ways of human beings in order to repay each one according to his ways, according to the consequences of what he does. 
JER.32.20	You gave signs and performed miracles in the land of Egypt which continue to this day, also in Isra’el and among other people; thus you made yourself the reputation you have today. 
JER.32.21	You brought your people of Isra’el out of the land of Egypt with signs and miracles, with a strong hand and an outstretched arm and with great terror. 
JER.32.22	Then you gave them this land, which you had sworn to their ancestors that you would give them, a land flowing with milk and honey. 
JER.32.23	They entered and took possession of it; but they did not pay attention to your voice, did not live according to your 
JER.32.24	the siege-works are already there; they have come to the city to capture it; and the city, by means of sword, famine and plague, is being handed over to the Kasdim fighting against it. What you foretold is being fulfilled; here, you see it, yourself. 
JER.32.25	Yet you, 
JER.32.26	Then this word of 
JER.32.27	“Look, I am 
JER.32.28	Therefore, here is what 
JER.32.29	The Kasdim who are fighting against this city will enter and set this city on fire; they will burn it down, including its houses, on whose roofs they offered to Ba‘al and poured out drink offerings to other gods, in order to make me angry. 
JER.32.30	For from their youth, the people of Isra’el and the people of Y’hudah have done only what is evil from my perspective; the people of Isra’el have done nothing but provoke me with what their hands make,’ says 
JER.32.31	‘This city has so provoked my anger and fury from the day they built it to this day that I ought to remove it from my presence, 
JER.32.32	because of all the evil that the people of Isra’el and the people of Y’hudah have done in order to make me angry — they, their kings, their leaders, their 
JER.32.33	They have turned their backs on me, not their faces; and although I taught them, taught them frequently, they have not listened so as to receive instruction. 
JER.32.34	Instead they put their detestable idols in the house that bears my name, to defile it; 
