MAT.1.1	Ya ra taa yang listaan yang mga kinaampu ni Jesu-Cristo. Tanya sasang kanubli ni Adi David
ACT.23.16	Numanyan yang nag̱atima nirang atii natiktikan da yang angken ni Pablo. Diritsyung minangay tung ni Pablo duun tung kuartil ang nagkig̱a. 
ACT.23.17	Pagkagngel da ni Pablo tia, dayun na rang ginuuyan yang sasang kapitan ang mag̱aning, “Maginuung Kapitan, kung maimu ilem tung nuyu, iated mu ra kanay ang patigayun taning mulang nani duun tung koronel. May ibalita na rin tung anya,” mag̱aning. 
ACT.23.18	Numanyan, ingkelan da yang kapitan tung koronel ang mag̱aning, “Maginuung Koronel, ginuuyanaw ni Pablong atiang prisu ta. Inarabaw anya ang naning mula eklanu ra kanay ang patigayun unu taa tung nuyu, ay may gustu na rin unu ang ibalita tung nuyu,” ag̱aaning. 
ACT.23.19	Atii pinggesan da yang koronel yang mula tung kalima nang ipinaligbin tung binit ang durua ilem tanira. Tinalimaan nang mag̱aning, “Ta, unu pay gustu mung ibalita tung yeen?” 
ACT.23.20	Mag̱aning ka yang mulang nagtuw̱al, “Maginuung Koronel, may mga Judiong namagsarangyug da ang andamal mamag̱ingaluk da tung nuyu ang ti Pablo eklan mu si tung intirung pamagpakigmaepet duun tung aranek. Ipaseen da ilem nira ang gustu nirang maimbistigaran ta ustu. 
ACT.23.21	Piru kung maimu ilem tung nuyu, india ra mamati tung nira. Kipurki may sumubra pa tung epat ang puluk nga tauan ang mga kaarumanan ka nira ang pamag̱eleg tung anya. Tanirang tanan namagsumpa ra nganing ang baklu ra mamangan ubin manginem ta wai, ang tanya napatay ra nira. Numaan simpan da tanira. Pamag̱elat da ilem tung nuyung magpauyun tung kalelyag̱an nira,” ag̱aaning duun yang mula. 
ACT.23.22	Mag̱aning yang koronel ang minles, “India ra ilem mag̱ugtul maskin tung ninu pa ang yang mga bag̱ay ang naa ibinalita mu taa tung yeen,” ag̱aaning. Pagkatapus tia, yang mula dayun na rang pinaulik.
ACT.23.23	Taa numanyan yang koronel dayun dang nagpaguuy tung mga kapitan ang durua ang mag̱aning tung nira, “Magsimpanamu ra kanay ta mga duruang gatus nga sundaluan ang para mamag̱angay duun tung Cesarea. Kasiraan da ka tanira yang pitung puluk ang mga manigsaay ta kabayu may durua pang gatus ang mga manigpamangkaw. Ay muya tung mga alas nuibing kalalaw̱iien, lumargaamu ra. 
ACT.23.24	Ti Pablo simpanan mi ka ta mga kabayung masaayan nang pagpakli-paklian na ug̱ud matinlu ka yang pag̱ated mi tung anya duun tung ni Gubirnadur Felix ang indi ka maunu pa,” mag̱aning. 
ACT.23.25	Atii, dayun dang nagsulat ang maning taa yang kamtangan na:
ACT.23.26	“Maginuung Gubirnadur Felix, Yuung may sulat taa ti Claudio Lisias. Tukaw-tukaw tung tanan pagpakumustaw asan tung nuyu kung maayen yang paninanguni mu. 
ACT.23.27	Yang taung atiang ipinateru ra asan tung nuyu, dineep yang mga Judio tani ang pagkatapus puntu ilem inimatay nira. Pagkasapuu ang tanya may linya nang pariu ka tung dating mga tag̱a Roma, lag̱i-lag̱ing pinaranekan yamen yang mga sundaluung binawi. 
ACT.23.28	Pagkatapus tia, kumus may gustuung magpasadsad tung nag̱ibangdan nirang atia tung anya, ingkelanu ra tung intirung pamagpakigmaepet tung nasyun nira ang ipinatalunga. 
ACT.23.29	Baklu ra ngaskeayu ang naa pala, yang nag̱ipagbangdan nirang atia tung anya ay natetenged ilem tung pag̱atuuan nirang mga Judio ang yay pagsuruayan nira. Piru kung tung lai ta telengay, andang pisan ay binuatan nang dapat da rin ang matumbasan ta linawa na ubin ya ra rin ay ipagpakalabus ta tung anya. 
ACT.23.30	Numanyan, atiing pagkabalitaw ra ang tanya nag̱atimaan da yang mga Judiong imatayen, lag̱i-lag̱ing ipinaangayu ra asan tung nuyu. Pati yang pamagbangdan tung anya, pinaglalanganu ra ka ang asan da ilem idimandaay nira tung katalungaan mu.
ACT.23.30	Maning tia yang isinulat yang koronel tung ni Gubirnadur Felix.
ACT.23.31	Taa numanyan, tinuman da ka man yang mga sundalung atia yang itinuw̱ul yang koronel tung nira. Tung law̱iing atii, ti Pablo ingkelan da nira ang asta duun tung siudad ang Antipatris. 
ACT.23.32	Pagkapangayag, yang kadaklan ang mga sundalung atia, baklu ra namagbalik tung Jerusalem duun tung kuartil nira, ipiniar da nira ti Pablo tung mga kaarumanan ka nirang mga manigsaay ta kabayu ang para ya ray mamagpadayun ang mamag̱ated tung anya duun tung Cesarea. 
ACT.23.33	Purisu numanyan duun da ka man inated nira. Pagkaw̱ut nira, pagpakdul nira yang sulat tung ni Gubirnadur Felix, dayun da nirang inintriga ti Pablo tung anya. 
ACT.23.34+ACT.23.35	Numanyan pagbasa ni Gubirnadur Felix yang sulat ang atia, dayun na rang tinalimaan ti Pablo kung ay pang banwaay nga sakep. Pagkasapu na ang tanya sakep yang Cilicia, dayun na rang inaning, “Kung mansikaw̱ut da nganing taa yang pamagbangdan tung nuyu, bistaena ra yeen,” mag̱aning. Pagkatapus, nagkalalangan da ang ti Pablo bantayan da ilem duun tung munisipiu ang tukaw ya kay balay ang dakulu ang pinagtiniran ang tukaw ni Adi Herodes.
ACT.24.1	Taa numanyan, pagtaklib yang limang kaldaw, nanikad da duun tung Cesarea ti Ananias ang atiang paring pinakalandaw kasiraan da ka tanira yang mga pamagpakigmaepet ang duma may ti Tertulo ang yay sasang abugadung taralig̱an nira. Ay mamagdimanda ra tung ni Pablo duun tung katalungaan ni Gubirnadur Felix. 
ACT.24.2	Numanyan, pinaguuyan da ti Pablong para magpabista. Atiing asan da, inimpisaan da ni Tertulo ta pagbangdan ang maning taa: “Maginuung Gubirnadur, durug kalimeng yang banwang naa ay natetenged tung pag̱erekelen mu ig duru kang mga kaayenan ang nag̱apakinaw̱angan yang nasyun yamen ekel tung pagpadag̱en-dag̱en mu. 
ACT.24.3	Yang mga bag̱ay ang atia, pirmi ra ilem ang nag̱ademdem yamen ang mga kinasakpan mung maskin ariami pag pagtinir ang ya kay nag̱apasalamatan yamen tung nuyu ta dakulung pagpasalamat. 
ACT.24.4	Numaan, kumus indiami ka malelyag ang maatrasu yang uras mu ta masyadu, kung maimu ilem tung nuyu, yang riklamu yamen ang naa, pamatian mu ra kanay ta gesyeng uras ilem. 
ACT.24.5	Yang taung atia nag̱apaniiran ka yamen ang sasang sarut. Ay pagtukud ta gulu tung mga masigkanasyun yamen tung maskin ay pang banwaay. Ay ya pa ag̱ari, tanya sasang pagmangulu tung sasang grupung pamag̱usuy tung itinulduk yang sasang taung buklien ang nag̱aranan tung ni Jesus ang tag̱a Nazaret. 
ACT.24.6+ACT.24.7	Tinag̱aman na pa rin nganing ang dinamangen yang pagtuuan yamen ang pinakalusu, piru inag̱apan dang lag̱i yamen ang dineep
ACT.24.8	Kung bistaen mu tanya, makdekan mu ka tung anya natetenged tung mga bag̱ay ang naang nag̱ipagbangdan yamen tung anya,” ag̱aaning ti Tertulo. 
ACT.24.9	Atii, yang mga bitala ni Tertulong atia, pinaugtunan da yang mga kaarumanan nang mga Judio ang talagang matuud.
ACT.24.10	Pagkatapus tia, tinelengan ni Felix ti Pablong sininyasan ang puidi rang manuw̱al. Purisu mag̱aning ti Pablong nagbitala, “Maginuung Gubirnadur, nag̱askeanu ang tung pira pira rang takun yaway dating manig̱usgad tung nasyun yamen. Purisu pagpasalamataw ka ang taanaw ka tung katalungaan mu manuw̱al para tung sadiliu. 
ACT.24.11	Malpes da ilem ang masiguru mu ang indi ilem maglampas tung sam puluk may duruang kaldaw ang yuu minangayaw duun tung Jerusalem ang para magtuuaw tung Dios. 
ACT.24.12	Atiing pagkaita nira tung yeen duun, indiaw pagpakigsug̱a maskin tung ninu pa duun tung pagtuuan ang pinakalusu, indiaw ka pagtukud ta gulu. Maskin duun tung mga pagsaragpunan nira, maskin ay pa duun tung siudad, andang pisan ay binuatanung maning tia. 
ACT.24.13	Anda kay pruiba ang sarang mapaita nira tung nuyu, Maginuung Gubirnadur, natetenged tung nag̱ibangdan nirang atia tung yeen. 
ACT.24.14+ACT.24.15	Ug̱aring yang sasang sarang ang aminenu tung nuyu ya ra taa: pag̱usuyaw ka man tung pag̱irintindien ang naang baklu ang yay pag̱aningen nirang kabuklian. Yang pag̱urusuyunung naa ya kay pagturuuenu ta ustu tung Dios ang atiing tinuuan ka yang mga kinaampu yamen nuntukaw. Ay ya pa ag̱ari, panangeraw ka tung tanan ang napabtang tung kasulatan ang ipinagsulat ni Moises pati yang nagkarasulat yang mga manig̱ulang tukaw. Purisu duunaw ra ngaeyangay ta nag̱ipagpakisew̱atu tung Dios ang pariung pisan tung nag̱aelatan yang mga taung naa mismu ang talagang pamuien na si ka enged ang uman yang tanan ang mga taung patay mag̱ing salu ra tung pagterelengen na kag belag. 
ACT.24.16	Purisu pagprusigiraw ngani ang yang mga buat-buatu pulus tung nag̱auyunan yang Dios pati mga masigkatauu ug̱ud pirming lumpiu yang sadiling paininuu ang anday mabasul na tung yeen.
ACT.24.17	“Numanyan atiing pira rang takun ang andanaw ra duun tung Jerusalem, minangayaw si duun ang para mag̱ateraw tung mga masigkanasyunung maliliwag̱en yang kuartang itinalig tung yeen, yadwa pa ang para magpakdulaw ka ta mga ibuluntaru tung Dios. 
ACT.24.18	Numanyan tung pag̱irintindienu tung mga bag̱ay ang atia, duunaw ra kaw̱utay yang duma tung pagtuuan ang pinakalusu atiing bakluaw ra ilem nagtuman yang sasang urdinansa ang para liw̱ianuaw rang magpakled. 
ACT.24.19	Piru may mga Judiong tag̱a Asia duun ang nangaita tung yeen. Dapat da rin ang taniray mamagdimanda taa tung katalungaan mu, kung may ibangdan nira tung yeen. 
ACT.24.20	Maski pa yang mga taung naang pamagbangdan da tung yeen, abir, pasuliten mu kung unu pang malainay ang napruibaan nira tung yeen atiing pagbista tung yeen yang intirung pamagpakigmaepet. 
ACT.24.21	Ug̱aring, inay ilem kung muya ag̱ipakusalak nira tung yeen yang sasang ipinagkendalu duun tung pinagtaralungaan yamen ang mag̱aningaw tung nira, ‘Anday dumang nag̱ipagbista mi tung yeen numaan, ang indi, yuu pananged ang yang mga taung patay pamuien si kang uman yang Dios,’” ag̱aaning ti Pablo.
ACT.24.22	Atii, kumus biasa kang lag̱i ti Felix natetenged tung pag̱irintindien tung Dios ang atiang baklu, indi na ra pinadayun yang bista. Mag̱aning tung nira, “Makaw̱ut ilem taa ti Koronel Lisias, bakluamu ra usgarayu,” mag̱aning. 
ACT.24.23	Numanyan dayun dang naglalang tung kapitan ang atiang pagbantay kang lag̱i tung ni Pablo ang maskin bantayan na, indi ilem igpitan ta masyadu. Dispuis, kung alimbawa, may gustu yang mga ungkuy nang magbisita tung anyang mag̱asikasu, pakdulan na ka ta libri.
ACT.24.24	Numanyan, pagpanaw ra ta pira pang kaldaw, minangay si ti Felix duun tung munisipiu durua tanirang magkasawa ni Drusila ang sasang Judio kang lag̱i yang nasyun na. Pagkaw̱ut nira, pinaguuyan ni Felix ti Pablo ang pagkatapus namamati tanirang magkasawa tung anyang nagpasanag kung unu pay lagpakan yang pagtaralig̱en yang sasang tau tung ni Jesu-Cristo. 
ACT.24.25	Yang kamtangan yang nag̱ipagpasanag na tung nira ay natetenged tung pagturumanen yang nag̱auyunan yang Dios may natetenged tung pagsuruspindien tung sadiling kalelyag̱an may natetenged tung sintinsia yang Dios tung kalainan. Numanyan ya rag delaay ti Felix ang pamati. Purisu ya ra ilem ag̱aningay na ti Pablong, “Ustu ra kanay basu tia, Pablo. Kung may timpuu tung dumang uras, baklua si paguuyayung uman,” mag̱aning. 
ACT.24.26	Napag̱aning da ta maning tii, ay naa pala, gustu na rin ang ti Pablo magbagsak ta kuarta tung anya ang para mapalpasan na. Purisu muya-muyang pag̱apaguuyan na ang para magkesen da tanira.
ACT.24.27	Numanyan, pagtaklib yang duruang takun, ti Felix pinaklian da ni Porcio Festo tung pagkagubirnadur. Ang asta nagpapakli ra ilem ti Felix, indi na ra inintindi yang kasu ni Pablo, kung indi, pinaw̱ayaan na ra ilem tung prisuan, ay pagluak ta utang ang kaneeman tung mga Judio.
ACT.25.1	Taa numanyan pagkatapus yang tulung kaldaw ang ikakarungun ni Gubirnadur Festo tung puistu, nagliit da tung Cesareang minangay duun tung Jerusalem. 
ACT.25.2+ACT.25.3	Kumaw̱ut duun, yang mga paring arabubwat may yang mga manig̱erekelen tung nasyun yang mga Judio, ya ray namansiangay tung anyang namagbangdan tung ni Pablo. Namangamu-amu ra tung anyang mag̱aning, “Kung maimu ilem tung nuyu, Maginuung Gubirnadur, patuw̱ulan mu ti Pablong iated taa ug̱ud taa ra bistaay mu,” mag̱aning. Maning tia yang iningaluk nira ay may natima ra nirang paelg̱an da nira ti Pablong ipaimatay. 
ACT.25.4	Numanyan mag̱aning ti Festong tuminuw̱al, “Ti Pablo ya nga kalabus duun tung Cesarea. Indi ra ka ilem buay, duunaw ra ka magbalik. 
ACT.25.5	Maayen pa, yang may mga katengdanan asan tung numyu mansinunut da ilem tung yeen. Kung may binuatan na, duun da ilem idimandaay mi,” ag̱aaning ti Festo.
ACT.25.6	Atii, nagtinir pa duun ta indi nagsubra tung sam puluk ang kaldaw, baklu naglekat duun tung Cesarea. Pagkapangayag, pagkarung na tung pag̱usgaran, dayun na rang pinaguuyan ti Pablo. 
ACT.25.7	Pagkaw̱ut ni Pablo, dayun dang tinaripukpukan yang mga Judiong atiang namagliit duun tung Jerusalem. Inimpisaan da nira ta bangdan ta mga malelbat ang kasalanan ang indi ka ilem mapapruibaan nira. 
ACT.25.8	Matapus, ti Pablo nanuw̱al dang mag̱aning, “Anday kasalanan ang binuatanu. Indiaw nagliked tung mga urdinansang pag̱ausuy yamen ang mga Judio, indiaw ka nagpalangaas ang para dinamangenu yang pagtuuan yamen ang atiang pinakalusu, ig indiaw ka nagbatuk tung katuw̱ulan ni Maginuung Adi Cesar duun tung Roma,” mag̱aning. 
ACT.25.9	Piru ti Gubirnadur Festo tanya, kumus may gustu nang magluak ta utang ang kaneeman tung mga Judio, dayun na rang tinalimaan ti Pablong mag̱aning, “Ta, unu pa? Gustu mung mangay duun tung Jerusalem ang para duuna ra bistaayu natetenged tung nag̱ibangdan nirang atia tung nuyu?” 
ACT.25.10	Mag̱aning ti Pablong minles, “Naanaw ra sakpay yang kausgaran ni Maginuung Adi Cesar ang itinalig na tung nuyu. Dapat taanaw ra ilem bistaay. Nag̱askean mu ra ka ang anday binuatanung malain tung mga masigkanasyunung mga Judio. 
ACT.25.11	Kung alimbawa man, yuu may kasalanan ang dapat ang tumbasan ta linawaw, indiaw magpalias. Ug̱aring kung belag̱an matuud yang nag̱ibangdan nira tung yeen, indi puiding iintrigaaw pa tung pudir nira. Yuu pag̱ingalukaw ra ta apilar tung ni Maginuung Adi Cesar!” mag̱aning. 
ACT.25.12	Atii, nagpainunuku ra ti Festo tung mga manigkunsiu na kung unu pay maayen ang buaten. Pagkatapus tia, mag̱aning tung ni Pablo, “Kumus tung ni Maginuung Adi Cesar nag̱ingaluka ta apilar, duuna ra ilem tung anya ipaangayayu,” mag̱aning.
ACT.25.13	Numanyan pagtaklib yang pira pang kaldaw, may sasang Ading nag̱aranan tung ni Agripa ang nagkaw̱ut duun tung Cesarea, durua tanira ni Bernice ang ari nang baw̱ay. Yang inangay nira duun, mamanggalang tung ni Gubirnadur Festong baklung nakarung tung puistu. 
ACT.25.14	Atiing nabuay-w̱uay ra duun, nagpasanag da ti Gubirnadur Festo tung ni Adi Agripa natetenged tung asuntu ni Pablo ang mag̱aning, “May sasang tau taa ang ibinutwan da ilem ni Felix tung kalabus. 
ACT.25.15	Atiing duunaw pa tung Jerusalem, ya ray binangdanan yang mga paring arabubwat may yang mga pamagpakigmaepet tung nasyun nirang mga Judio. Namag̱ingaluk da tung yeen ang sintinsiaanu rang lag̱i tung kalainan. 
ACT.25.16	Piru nagtuw̱alaw ang lag̱i duun tung nira ang belag̱an ug̱ali yamen ang mga tag̱a Roma ang yang taung nag̱idimanda, sintinsiaan dang lag̱i, ang indi, kaministiran magtaralungaan da kanay tanira tung katalungaan yang sasang usgadu ig yang taung nag̱idimanda nira pakdulan da ka ta rugal nang manuw̱al tung nag̱ibangdan tung anya. 
ACT.25.17	Purisu atiing pagnunut yang duma tung yeen ang nagbalik taa, indi pinaw̱ayaanu yang kasung atia, kung indi, pagkapangayag, pagkakarungu tung pag̱urusgaran, pinatuw̱ulanung lag̱i ti Pablong magpabista ra. 
ACT.25.18	Numaan pagkereng yang pamagdimanda tung anya, naa pala yang nag̱ibangdan nira tung anya belag̱an pala mga malain ang buat ang katulad ka tung nag̱alaumu. 
ACT.25.19	Kung indi, yang nag̱ipagsuay nira tung anya ay natetenged ilem tung pag̱atuuan nirang mga Judio may tung sasang taung patay ra ang nag̱aranan tung ni Jesus ang ya ray ag̱aningen ni Pablong talagang nabui si ka unung uman. 
ACT.25.20	Ta yeen, tanya, kumus indi ilem maintindianu kung ya pa ag̱ari yang pagpasadsaru tung kapungul yang pinagsuruayan nirang atia, tinalimaanu ra ti Pablo kung malelyag ang mangay duun tung Jerusalem ang para duun da bistaay natetenged tung mga bag̱ay ang atia. 
ACT.25.21	Piru indi ra nalelyag, kung indi, nag̱ingaluk da ta apilar ang yang asuntu na ditinien da kanay ang ipakaw̱ut tung ni Maginuung Adi Cesar duun tung Roma kung unu pay disisiun na. Purisu nagkalalanganaw ra ang tanya bantayan da kanay ta mga sundalu ang asta mapaateru duun tung ni Maginuung Adi Cesar,” ag̱aaning ti Festo. 
ACT.25.22	Mag̱aning ti Adi Agripang minles, “Pati yuu, gustuu kang mamati tung taung atia.” Mag̱aning ka ti Gubirnadur Festong tuminuw̱al, “Andamal, mapamatian mu ra ka tia,” mag̱aning.
ACT.25.23	Purisu pagkapangayag minangay ra ti Adi Agripa durua ni Bernice duun tung munisipiu. Yang bisti nira durug tinlu ig yang pagparakleran nira tung pagmitingan, pag̱agalang da ta mupia yang mga tau. May mga koronel may darakulung mga tau ang tag̱a siudad ang atia ang pamagkumpanya tung anya. Numanyan pinaguuyan da ni Gubirnadur Festo ti Pablo. 
ACT.25.24	Pagkaw̱ut na, nagpasanag da ti Gubirnadur Festong mag̱aning, “Maginuung Adi Agripa may yamung tanan ang pagsaragpun taa tung yaten, ya rag dawalay mi yang taung naang ipinagriklamu tung yeen yang intirung nasyun yang mga Judio duun tung Jerusalem pati taa tung siudad ang naa. Teed mi, ya rag ilpakay nira tung katalungaanu ang tanya unu belag dang bag̱ay ang pabuien pa. 
ACT.25.25	Piru ta yeen, anday kasalanan ang naitaw tung anya ang dapat tumbasan ta linawa na. Numanyan, kumus napag̱ingaluk da tanya ta apilar tung ni Maginuung Adi Cesar, pinagdisisiunanung ipaateru duun tung anya. 
ACT.25.26	Ug̱aring indi ilem maskeanu kung unu pa enged ay sarang ang ipabtangu tung sulat ang ipaekelu duun tung ni Maginuung Adi Cesar. Purisu numanyan, nani ra ag̱ipatalungaw ra tung numyu, kapin pa enged tung nuyu, Adi Agripa, ug̱ud kung mabista mu ra nganing, may masulatu tung anya. 
ACT.25.27	Ay sipurki kung isip-isipenu enged, midyu anday kapulutan na ang yang sasang prisu ipaated duun tung Roma ang indi ka ipasanag ta maayen kung unu pay nag̱ibangdan tung anya,” ag̱aaning ti Gubirnadur Festo.
ACT.26.1	Numanyan mag̱aning ti Adi Agripa tung ni Pablo, “Puidia rang magbitala ang para magdipinsaa yang sadili mu,” mag̱aning. Purisu ti Pablo tanya, dayun na rang inunat yang kalima na, bilang ya ray sinyas na tung mga tau ang tanya magbitala ra. Maning taa yang pagkererengen na tung sadili na: 
ACT.26.2	“Maginuung Adi Agripa, kung natetenged tung tanan ang nag̱ipagbangdan ang atia tung yeen yang mga masigkanasyunung mga Judio, tung yeen ang pag̱intindi, durug dakul ang pabur ang ipinakdul tung yeen ang naawaw ra tung katalungaan mu manuw̱al. 
ACT.26.3	Ag̱aaningaw ra ta maning tia ay yawa enged ay sag̱ad tung tanan ang kinaug̱alian yang nasyun yamen ang naang mga Judio pati yang mga bag̱ay ang pagbaratiran yamen ang pagsurug̱aan. Purisu sasa ilem ang ingalukunu tung nuyu, Maginuung Adi, ang kung maimu ilem tung nuyu, pasinsiaayaw ra kanay nuyung pabitalaay ta abwat-abwat ang uras.
ACT.26.4	“Kung natetenged tung pagkatauu disti pa tung primiru ang paran-paranaw pa duun tung banwang natauanu ubin duun ka tung Jerusalem, kunisidu ra yang mga masigkanasyunung tanan. 
ACT.26.5	Tung tantung kabuay ra, nag̱askean da nira ang disti pa tung primiru yuu kinasakpan ang lag̱i yang sasang grupung pag̱aningen ang mga Pariseo ang yang pagturuuen nira tung Dios pinakasulipet tung tanan ang mga grupu tung nasyun yamen. Kung mangalelyag ilem tanira, puiding pasistigusan nirang talagang matuud yang bitalaung atia. 
ACT.26.6	Ta, numanyan ang mga uras ang naa, anday dumang nag̱ipagbista tung yeen, ang indi, natetenged panangeraw ra ang talagang matuud yang sasang pinangakuan yang Dios tung mga kinaampu yamen atiing tukaw pa
ACT.26.7	Yang pinangakuan nang atii ya pa ka man mismu yang nag̱aelatan yang intirung nasyun yamen ang sam puluk may durua nga palanaan ang basi pa ra ilem mapakinaw̱angan da nira. Yay nag̱atengeran yang pagturuuen nira tung Dios ang durug derep tung uras ang tanan. Teed mu tia, Maginuung Adi, natetenged tung nag̱apanangerung naa sigun tung pinangakuan yang Dios ang atii tung nasyun yamen ya ra ka pala ay nag̱ipagbangdan tung yeen yang mga masigkasayunu mismu! 
ACT.26.8	Ayw̱a kaya durug liwag tung mga isip ming mananged ang yang Dios pagpabuing uman tung mga patay?
ACT.26.9	“Maskin yuu ngani atii kanay, kanisipu ang yang nag̱ibandilyung atia natetenged tung ni Jesus ang atiang tag̱a Nazaret yay dapat ang batukanu ta ustu. 
ACT.26.10	Ya ra ka man tiing binuatu duun tung Jerusalem. Kumu yuuy pinakdulan da ta katengdanan yang mga paring arabubwat, kadakel da yang mga tauan yang Dios ang ipinampakalabusu. Kada sintinsiaan dang dapat ang imatayen, nagpauyunaw ka. 
ACT.26.11	Muya-muyang pinampaparasanung pinampaanut kung may nagkarapanawanu duun tung mga pagsaragpunan yamen ang mga Judio. Ay tinag̱amanu ra rin ang panregsen ang para magbitala ta malain tung ni Jesus ang aningen nirang buklien. Pinanikaru pa nganing ang pinanrutus asta duun tung mga siudad ang alalawiren, yang kasisilag̱enung duru tung nira. 
ACT.26.12	Ya kay inangayu duun tung Damasco. May ekelung kabakeran ang pagpailala tung yeen ang pinakdulanaw ka man ta katengdanan yang mga paring arabubwat ig pag̱atuw̱ulaw nira. 
ACT.26.13	Numanyan atiing pagparanawenu tung karsadang panganing duun, atiing kereng da yang kaldaw, Maginuung Adi, naitaw ra ta sasang masadlaw ang nagliit tung langit ang makilaw pa tung kaldaw ang ya ray sumininggat tung yeen may tung mga arumanu. 
ACT.26.14	Pagpadagpa yamen ang tanan tung tanek, unaw̱is may nagngelung busis ang pag̱aning tung yeen tung bitalang Hinebreo ang mag̱aning, ‘Ay Saulo, ayw̱at nag̱adereeg-deeg̱anaw nuyu? Yang kaalimbawaan mu maning pa tung sasang bakang panagbeng tung ayung matarem ang nag̱ipagtudyuk-tudyuk tung anya. Yang nag̱atigbak mu yang sadili mu mismu,’ ag̱aaning. 
ACT.26.15	Mag̱aningaw ka ta yeen ang minles, ‘Ayw̱a, tinua pa?’ Mag̱aning tung yeen, ‘Yuu ra ti Jesus ang nag̱adereeg-deeg̱an mu. 
ACT.26.16	Ala, magbungkarasa ra! Nagpaitaw ra nganing tung nuyu ay pinilika ra yeen ang magparaturuw̱ulun tung yeen. Ay magpaingmatuura ra tung mga tau kung unu pay linagpakan yang naita mung naa tung yeen numaan pati yang ipaitaw pa tung nuyu tung magdarasun. 
ACT.26.17	Dispuis bawiena yeen tung mga karisguan ang mapanawan mu tung mga masigkanasyun mung mga Judio pati tung mga tag̱a duma-rumang nasyun ang yay ituw̱ulu tung nuyung pampakaw̱utan. 
ACT.26.18	Pampasanag̱an mu yang mga painu-inu nira ug̱ud mapanalyud da tung makiklep ang mapakled tung masadlaw. Bilang mapuklut da tung pagkeremkemen ni Satanas ang mapalg̱ud da tung pagpereg̱esen yang Dios. Ya ray prusigiran mu ug̱ud ekel tung pagtalig nira tung yeen, asan da tanira nga patawaray yang Dios tung mga kasalanan nira ig asan da ka nga laket tung kadaklan ang binuatung mga tauan yang Dios ang sadili,’ ag̱aaning duun tung yeen.
ACT.26.19+ACT.26.20	“Kapurisu, Maginuung Adi, indiaw nagpasuag tung itinuw̱ul ang atia tung yeen atiing may ipinadakat da tung panelengu ang liit ka man tung langit, kung indi, nagparakaw̱utunaw ra ka man tung mga tau. Atiing primiru, duunaw ra kang lag̱i tung Damasco nagparakaw̱utun, magdasun duun tung Jerusalem, pati duun tung intirung sinakepan yang Judea, asta ra duun enged tung belag̱an mga masigkanasyunung tag̱a duma-rumang nasyun. Tanirang tanan pinanganingu ang kaministiran ang magsug̱at da tanira tung mga kasalanan ang pagkarabuat nira ang para ya ray panalyuran nirang magbalik tung Dios. Yadwa pa kaministiran ka ang may maita tung mga ubra-ubra nirang yay magpailala ang talagang nanligna ra ka man ang matuud tung mga kasalanan nira. 
ACT.26.21	Kapurisu yang pagparakaw̱utunu tung mga tau ang anday pinilikan maskin unu pang nasyunay, ya ray natengeran yang pagdeep tung yeen yang mga masigkanasyunu duun tung pagtuuan yamen ang pinakalusu ang pagkatapus tinag̱amanaw ra nirang imatayen. 
ACT.26.22	Piru nag̱ataw̱anganaw ka enged yang Dios ang asta ra ilem simanyan. Purisu naniaw rag kekdeng ang pagpaingmatuud tung numyung tanan, maskin aranekamu ta pagkabetang maskin abwat. Anday dumang nag̱ipagpakaw̱utu ang indi turunung pisan tung nagkaraulang tukaw yang mga manigpalatay may ni Moises ang ya ka man unu ay dapat ang magkarainabu. 
ACT.26.23	Bilang yang pag̱aningen ang Cristo, kung kumaw̱ut da nganing unu, dapat unung mapasaran ta kamatayen ang durug kapinitinsia ig dapat kang tukaw tung tanan ang mabui si kang uman ug̱ud magpasanag tung mga painu-inu yang mga masigka Judio na pati tung mga tag̱a duma-rumang nasyun kung ya pa ag̱ari yang pagpakled nira tung masadlaw ang asan da ka tanira nga tapnayay na,” ag̱aaning ti Pablo.
ACT.26.24	Numanyan atiing pagkereng ni Pablo ta maning tia tung sadili na, tinabkaw ra ni Gubirnadur Festong ginaseran ang mag̱aning, “Eey, Pablo, bariadua! Yang pinag̱aralan mung atia kumus duru ra, ya ray pagpabariadu tung nuyu!” 
ACT.26.25	Mag̱aning ka ti Pablong nagtimales, “Maginuung Festo, belag̱anaw bariadu, ang indi, tung katamtaman ilem yang isipu. Pulus matuud yang mga bitalang atiang nag̱ipagpadapatu. 
ACT.26.26	Kunisidu ni Maginuung Adi yang mga bag̱ay ang atia ig tung anya puiding ianingu tung diritsyaan. Ay indiaw kumpurmi ang anda pay kaliw̱utan na natetenged tung mga bag̱ay ang atia, ay belag̱an tung taluk ngainabu. 
ACT.26.27	Maginuung Adi Agripa, yawa pag̱ingmatuura ka tung nagkarasulat yang mga manigpalatay yang bitala yang Dios atiing tukaw? Piru nag̱askeanung talagang panangera.” 
ACT.26.28	Mag̱aning ti Adi Agripang nagtimales, “Ayw̱a kalaum mu ang makali-kaliaw ra ilem nuyung mapapananged ang ti Jesus ang atiang nag̱asambit mu ya ra yang pag̱aningen ang Cristo ang para yuu magpagaem ka tung anyang mag̱ing tauan na?” 
