MAT.1.1	˻Isirele yembomanga ou pulu pulu anda kolepa˼ Eporayamo kinie
JHN.11.40	Yesusini yundu nimbendo: “Nane nundu “Na molio mele nindu ungumu
JHN.11.41	Aku nirimu kinie enone kou akumu wendo lsingi.
JHN.11.41	Kanu kinie Yesusini olando sipe kanopalie nimbendo: “Tata, nuni na pilienumunge nane nu “Ange. Paa tenu.” nikiru. 
JHN.11.42	Nuni nanga ungumu alieli pilino, nuni pilino mele na pilio nalo ‘Yembo ya i angilkimilimene ‘Na nuni mundorunu yemo.’ ningu piliengi!’ nimbu nane nundu “Napilienumunge ange.” nindu.” nirimu.
JHN.11.43	Aku nimbelie nirimumuni, tondolo walsipelie nimbendo: “LLasirasi, nu makiliku wendo ou.” nirimu. 
JHN.11.44	Kanu kinie ye kolorumu kanumu makilipe wendo orumu. Yu wendo orumu kinie yunge kimbu kime banisini ka toko yunge kumbikeremo kepe maminiane okoko yu ono teringime wendo naa lipe we omba angilierimu kulu Yesusini enondo nimbendo: “Yu okongi mulumbalemo wendo lieyo. Yu omba pupili.” nirimu.
JHN.11.45	LLasirasi kolorumu kinie Yesusini yu topa makinjinderimu kulu Juda yembo kola-ulke oringimenga awisilini yuni aku terimu ulumu kanokolie ‘Yu molemo nilimo mele sike akumu molemo.’ ningu tondolo munduku pilieringi. 
JHN.11.46	Nalo mare Parisi yema Jerusalleme moloringine puku Yesusini terimu mele temane toko siringi.
JHN.11.47	Aku ungumu pilkulie Parisime kinie Pulu Yemo popo tondoringi ye awilime kinie enone “Olio Judamanga kanjolloma
JHN.11.48	“Olione yu aku sipe tepa molopili siye kolomulu liemo yembomane paa pali ‘Yu molemo nilimo mele sike akumu molemo.’ ningu tondolo munduku pilkulie ˻yu lombili andonge˼ kinie Romo gapomanomo olio kinie ‘Opa temolo.’ konopu lekolie ningemone, ongo olionga Pulu Yemo popo topo kalemolo ulke tembelemo toko tekisiku olionga yemboma toko bulu-balu siku mundunge.” niringi.
JHN.11.49	Kanu kinie enonga ye ‘Kayapasi’ nili ye te, yu akuponiemonga Pulu Yemo popo tondoringi ye awili olandopamo
JHN.11.50	Yembo te yembomanga pali kolo wangopa kolondomu liemo papu. Te kolo wangopa naa kolondomba kinie yemboma pali kolongi liemo kapola naa temba.” nirimu.
JHN.11.51	Yuni aku nirimumu yuyu pilipe naa nirimu. Yu aku poniemonga Pulu Yemo popo tondoringi ye awili olandopamo molorumumunge Pulu Yemone yunge konopune sukundu ungu umbu te tondopa nimbe panjerimu kinie pilipelie aku sipe walu nirimu. ˻Akunirimu ungumunge sike pulumu naa pilierimu.˼ Yesusi yu temba mele Kayapasini nirimumunge pulumu isipe: Yesusi Juda yembomanga pali nimbe kolo wangopa kolondomba.
JHN.11.52	Nalo Juda yembomanga manjipe molo. Pulu Yemonga ambolango koleamanga pali molemele akume pea telune lipe memba omba maku tombamonga
JHN.11.53	Kanu kinie Kayapasini kerena nirimu mele pilkulie kanjollomane Yesusi tongendo pulu polko langi niringi.
JHN.11.54	Kanu kinie Juda ye awilimene yu tongendo langi niringi pilipelie Yesusi eno moloringine yu we mona naa andorumu. Yu eno mundupe siye kolopa kolea ku lieline nondopa lierimu kolea kanga Ipereme pupe, akune yunge lombili andolime pea moloringi.
JHN.11.55	˻Juda yembomane ponie tenga tenga kolea awili Jerusalleme ongo akune suku˼ Pulu Yemone enonga anda-kolepalime Naa Topa We Omba Purumu mele pilieringi walema
JHN.11.56	Akune pukulie Yesusi korokolie, Pulu Yemo popo toko kaloringi ulke tembelena maku toko angilkulie anjo yando kerepale ningulie ningendo: “Eno nambolka konopu lekemeleye? Pulu Yemone olionga anda-kolepalime Naa Topa We Omba Purumu mele pilimolondo Pulu Yemo-kinie ulu temoloma ‘pea teamili.’ nimbe naa ombáye?” niringi. 
JHN.11.57	Nalo Pulu Yemo popo tondoringi ye awilime kinie
JHN.12.1	˻Juda yembomane ponie tenga tenga kolea awili Jerusalleme ongo akune suku˼ Pulu Yemone enonga anda-kolepalime Naa Topa We Omba Purumu mele pilieringi walema
JHN.12.2	Betani kanune ulke tenga yemboma langi Yesusi pea nongendo teko mimi teringi. LLasirasi kemulu Matane langime moke terimu. Yesusi pea langi nongo moloringi yembomanga te LLasirasi yu.
JHN.12.3	Kanu kinie LLasirasi kemulu Mariane kopongo-wele ‘sipaikenate’ nili mingi te lipe Yesusi molorumune memba orumu. Kanu kopongo welemo yunge mingi tenga sikele ape llita mele, kanumu kou mone paa awili tepa purumu. Lipe memba ombalie nirimumuni, Yesusinge kimbuselonga ape kandondopalie Maria yunge penge lapisemo lipe kimbuselo kulu tondorumu. Ulkena suku kopongo wele mune paa awili tepa torumu.
JHN.12.4	Nalo Yesusi yunge lombili andoli ye te, Judasi Isikeriote, yuni Yesusi pe lipe Yesusi yunge opa puluema sirimu ye kanumu, yuni nimbendo: 
JHN.12.5	“˻Yuni nambemune ikopongo-wele mune paa toli mingi pali we naa simuye? Silkenje˼ aku welemo kou mone limelanje kou awisili, kou mongo wane tausini mele, lipulie yembo koropama moke tepo silimela.” nirimu. 
JHN.12.6	Nalo yuni koropama kondo kolopalie aku sipe naa nirimu. Yu wa limbendo nirimu. Yu Yesusi lombili andoli yemanga kou walemo nokopa mendepa, enonga kou mone lakilieringime alieli yu wa lsimu.
JHN.12.7	˻Judasi Isikeriote yuni aku nirimu kinie˼ Yesusini topondopalie nimbendo: “Ambomone temumunge unguri naa ni! Na ono tengemonga kandondombando papu noserimu. 
JHN.12.8	Yembo koropama eno-kinie alieli molonge nalona eno-kinie alieli naa molombo.” nirimu.
JHN.12.9	Yesusi kolea kanga Betani ulke tenga molorumu Juda yembo awisili pilkulie yu molorumune oringi. Yesusi mindi kanongendo naa oringi. LLasirasi ou kolorumu Yesusini topa makinjinderimu kanu yemo konde molorumu mele
JHN.12.10	Aku teringi-ne Pulu Yemo popo tondoringi ye awilimene
JHN.12.11	LLasirasi kinie ulu tondolo te wendo orumumunge Juda yembo awisili enonga Juda ye awilime munduku siye kolko Yesusi molemo nilimo mele ‘Sike.’ ningu tondolo munduku pilku yu lombili andoringi kulu LLasirasi yu kepe “Tamili.” ningu langi niringi.
JHN.12.12	˻Pulu Yemone enonga anda-kolepalime Naa Topa We Omba Purumu mele˼ pilinge ulume tengendo kolea awili Jerusalleme sukundu sukundu ongo maku toko moloringi. Yesusi ˻oleanga mele kolea kanga Betani LLasirasinge ulkena molorumu.˼ Pe orili-oukundu yu Jerusalleme ombá orumu mele kanu yembo maku toko moloringimene pilkulie niringimuni, 
JHN.12.13	enone kipiyala gomo mare langoko mengo puku, aulkena Yesusi linge pukulie tondolo mundukulie ningendo:
JHN.12.13	“Kinié olio lipe tapondomba ye peangamo okomo.
JHN.12.13	Pulu Ye Yawene lipe mundorumu-ne
JHN.12.13	yunge kongonomo tendemba okomo yemo
JHN.12.13	molopa kondopili.
JHN.12.13	˻Olio˼ Isirele yembomanga ye nomi kingimu
JHN.12.13	molopa kondopili.”
JHN.12.13	niliku puringi.
JHN.12.14	Yesusi kongi dongi te kanopa lipe, ola pupe bulu mingine molopa ˻orumu˼. Aku terimu kinie Pulu Yemonga bokune ungu te, pe wendo ombá koronga ou niringi mele, wendo orumu. Aku ungumu isipe:
JHN.12.15	‘Jerusalleme yemboma, pipili naa kolayo.
JHN.12.15	Enonga ye nomi kingimu kongi dongi walo tenga
JHN.12.15	bulu mingine molopa okomo kanaa’
JHN.12.15	nirimu mele bokune molemo. 
JHN.12.16	Ou Yesusi naa tangi enokinie molorumu kinie yu lombili andolimene
JHN.12.17	Yembomane Yesusi aulkena we naa li-poringi. Ou kolea kanga Betani LLasirasi kolopa ono koleana perimu kinie Yesusini yu topa makinjinderimu yembo maku toko moloringimene kanoringi.
JHN.12.18	Yembomane yu Pulu Yemone lipe mundorumu, yu kinie tapu toko molembele mele lipe ora sirimu kanu ulu tondolo terimumu
JHN.12.19	Kanu kinie Parisi yemane 
JHN.12.20	˻Pulu Yemone Juda yembomanga anda-kolepalime Naa Topa We Omba Purumu mele˼
JHN.12.21	Kanu Giriki yemboma kolea Gallilli disiriki lierimu kolea Besaida taono ye Pillipu molorumune ongo mawa tekolie ningendo: “Awilimu, olio Yesusi kanamili.” niringi. 
JHN.12.22	Niringi mele Pillipuni pilipelie anjo pupe Enderu nimbe sirimu. Kanu kinie Yesusi lombili andoli ye Pillipu kinie Enderuselo elo pukulu Yesusi ningu siringili.
JHN.12.23	Yesusini topondopa yu nondopa temba mele nimbe sipelie nimbendo: “Manie Omba Mana Ye A Lierimu Yemo
JHN.12.24	Nane enondo paa sike nimbu sikirumu: Langi mongo naa kolomu liemo yuyu telu mindi we lemba. Nalo yu kolopa mana manie pemu liemo poka topa wendo omba mongo awisili tomba.
JHN.12.25	“Yembo te ya mana ‘Na molopo kondopo, na nondopo naa kolambo.’ konopu lemo yembo te yu kolopalie kolea kerine mindili nomba molopa mindi pumbe. Nalo yembo te na lombili andopa nanga kongono tendembando ‘Na ya mana mindili nombo molombo mandala, kolombo mandala.’ konopu lemo yembo te yu pe kamu-kumu molopa kondopa mindi pumbe. 
JHN.12.26	Yembo nanga kongono tendelemo yembo te yu na lombili andopa na telio mele tepili. Na yemboma lipu tapondopo, Pulu Yemonga ungumu enondo nimbu simbondo mindili nombo molio molombo mele kanu yembomone aku sipe nanga kongono tendepili. Kanu kinie na molombo koleana nanga kendemandemo kepe pea tapu topo molombolomo. Yembo te nanga kongono tendepa molomu liemo pe Tatane kanu yembomonga imbi lipe ola mundundumbe.” ˻nirimu.˼
JHN.12.27	˻Aku nimbelie Yesusini ungu te pea nimbendo:˼
JHN.12.27	“Yembomane na tongemonga kinié na mini-wale pupemo. Nambolka nimbonje? Tatando “Tata, kinié na ulupulu wendo ombá okomomo ‘Naa wendo opili.’ ni.” niembonje? Molo. Na ‘Iulu pulumu wendo opili.’ nimbu orundu-ne aku sipu paa naa nimbo. 
JHN.12.28	Tata, nunge imbi ‘Ola pupili.’ ni.” nirimu.
JHN.12.28	Kanu kinie ungu te mulu koleana wendo ombalie nimbendo: “Nu terinu telenomonga nanga imbimu koronga ola purumu. Pe kinié tenimunge kamu ola pumbe.” nirimu.
JHN.12.29	Maku toko moloringi yembomane aku ungumu pilkulie niringimuni, “Mulu topamo.” niringi.
JHN.12.29	Marene ningendo: “Mulu koleana angello tene yundu ungu te nimu.” niringi.
JHN.12.30	Yesusini nimbendo: “I ungu wendo omumu na ‘Liputapondambo.’ nimbe iungumu naa nimu. ‘Ulu pulu wendo ombá okomomo wendo ombá kinie eno konopu enge nipili molangi.’ nimbe iungumu nimu. 
JHN.12.31	Kinié Pulu Yemone ma koleana yemboma mongo lipe simbe walemo nondopa wendo ombá tekemo. Na kolombo kinie ma koleamo kolea ye nomi Setenenga tondolomo manie pumbe.
JHN.12.32	Nalo na liku ola mondonge kinie
JHN.12.33	(Yuni “Na liku ola panjinge.” nirimumunge ‘Na ‘Kolopili.’ ningu unjo perana uku toko ola panjinge yunge lombili andolime piliengi!’ nimbe yuni aku nirimu.)
JHN.12.34	Yuni aku nirimumunge yembo maku toringimene ningendo: “Pulu Yemonga bokune
JHN.12.35	Kanu kinie Yesusini enondo nimbendo: “Wale laye-kolo pa telimu eno kinie molomba.
JHN.12.36	Kinié patelimu eno kinie molemo kene ‘Olio patelimunge yemboma molamili.’ ningu ‘Patelimu sike.’ ningu tondolo munduku piliengi!” nirimu.
JHN.12.36	Ungume nimbe pora sipelie nirimumuni, ‘Na naa kanangi.’ nimbe Yesusi yemboma mundupe siye kolopa tenga pupe lopi te-porumu.
JHN.12.37	Yesusini ˻Pulu Yemone yu ‘kongono tendepili.’ nimbe lipe mundorumu, yu pea tapu toko moloringili mele˼ lipe ora sirimu ulu tondolo awisili
JHN.12.38	Pulu Yemone ungu umbu tondorumume pilipe yemboma nimbe sirimu ye Aisayane ou nirimu mele pe kamu wendo ombámonga enone aku siku ningu naa pilieringi. Aisayane nimbendo:
JHN.12.38	“Awilimu, olione nimbu sirimulu ungume
JHN.12.38	nawene ‘Sike nikimili.’ nimbe piliemuye?
JHN.12.38	Awilimuni yunge tondolomo nawe lipe ora sirimuye?”
JHN.12.38	nirimu. 
JHN.12.39	Aisayane aku nirimu akumunge eno Yesusi molemo nilimo mele ‘Sike.’ ningu tondolo munduku pilinge aulke te naa lierimu. Aku ningu pilinge aulke te naa lierimumunge Aisayane ungu te pea nirimu, yuni bokune torumu molemo, akumu isipe:
JHN.12.40	“Pulu Yemone enonga mongoma pipi sindipe,
JHN.12.40	enonga konopume pipila sindilimo.
JHN.12.40	Pulu Yemone nimbendo:
JHN.12.40	“Nane eno tepo konde naa liembo kene
JHN.12.40	eno mongone naa kanoko,
JHN.12.40	konopuni melte naa pilku,
JHN.12.40	konopu alowa teko na moliona naa wangi.”
JHN.12.40	nimbelie enonga mongo konopuselo aku sipe terimu.” 
JHN.12.40	nirimu. 
JHN.12.41	Aisayane Yesusinge tondolomo kanopalie
JHN.12.42	Sike Juda ye awili awisilini Yesusi molemo nilimo mele ‘Kolo tokomo. Aku yemo naa molemo.’ ningu pilieringi nalo enonga ye awisilini ‘Yu aku yemo sike omba molemo.’ ningu tondolo munduku pilieringi. Nalo eno Parisi yema
JHN.12.43	Eno ‘Pulu Yemone kapi nimbé kinie papu.’ ningu naa pilku, ‘Yembomane olio kapi ninge kinie papu.’ ningu aku siku we molko, yu ‘Sike.’ ningu tondolo munduku pilieringi mele ningu para naa siringi.
JHN.12.44	Kanu kinie Yesusini tondolo ru nimbelie nimbendo: “Yemboma ‘Na molio nilio mele sike.’ ningu tondolo munduku pilimele yemboma na manjiku ‘Sike’ ningu tondolo munduku naa pilimele. Na lipe mundorumu yemo kepe ‘Sike’ ningu tondolo munduku pilimelela.
JHN.12.45	Yembo ‘Na sike.’ ningu tondolo munduku pilimele yembomane nakanolemele akumu na lipe mundorumu yemo kanolemelela.
JHN.12.46	Yembo tene ‘Na molio nilio mele sike.’ nimbe tondolo mundupe pilimbe yembo te sumbulu toline naa molopili.’ nimbu na ma koleamanga pali patendelimu ma koleana orundu.
JHN.12.47	“Nalo yembo te nanga ungumu pilipelie tenge panjipe naa temu liemo nane yu kote naa tendembo. Nanemana yembomanga kote pilipu ‘mindili nongo molangi.’ nimbu naa orundu kanumu. ‘Eno lipu tapondopo mindili nolemela aulkena wendo lipu, na-kinie molko kondonge aulkena lipu mondombo.’
JHN.12.48+JHN.12.49	Yembo te na bulu sipe nanga ungume ‘Sike.’ nimbe naa pilipe limbe yembomo kotena pilipe apurumbe mélemo pelemo. Mulu ma pora nimbé wale kinie ungu nimbu silio ungumene yu kote tendemba. Na nanu konopuni pilipulie iungume naa nilio. Tatane na lipe mundorumu-ne orundu yemone “Ni.” nilimo mele pilipulie niliomonga, nilio ungumene kanu yembomo kote tendemba. 
JHN.12.50	Na pilkiru, ‘Tatane “Ni.” nimu-ne nilio ungumuni yemboma alieli molko kondoko mindi punge ulu pulumu silimo.’ nimbu piliomonga yuni “Aku siku ningu si.” nilimo mele nimbu silio.” nirimu.
JHN.13.1	˻Juda yembomane ponie tenga tenga kolea awili Jerusalleme ongo akune suku˼ Pulu Yemone enonga anda-kolepalime Naa Topa We Omba Purumu mele pilingendo kongi sipisipi nonge walemo opali mele wendo ombá terimu.
JHN.13.2	Yesusi yunge opa pulue yema Saimono Isikeriote malo Judasini lipe simbe ungumu ˻kurumenga nomi˼ depelemone
JHN.13.3	Yesusini pilipelie, Lapane melema pali yu “Nokou.” nirimu, yu Pulu Yemo mundupe siye kolopa manie orumu, altopa Pulu Yemo molombana olando kelepa pumbe terimu mele pilipe molorumu.
JHN.13.4	Aku sipe pilipelie, yu langi nongo moloringimu mundupe siye kolopa ola angilipelie yunge ola wale pakoli pakorumumu kulupe wendo lipe nosipe, kendemandemane yembomanga kimbu kulumiye tondongendo teringi mele
JHN.13.5	pellete tenga no ondopa mundupe yu lombili andolimenga
JHN.13.6	Kulumiye topa kulu tondolipe ombalie Saimono Pita molorumune orumu kinie Pitane yundu nimbendo: “Awilimu, nuni nanga kimbumu kulumiye tondoni tekenoye? Paa manda molo!” nirimu.
JHN.13.7	Yesusini topondopa yundu nimbendo: “I tekero mele nu kinié naa pilkinu nalo pe pilieni.” nirimu.
JHN.13.8	Pitane yundu nimbendo: “Nu nanga ye awilimu kene kinié kepe pe kepe nuni nanga kimbuselo kulumiye paa naa tondoni, molo.” nirimu.
JHN.13.8	Yesusini nimbendo: “Kulumiye naa tondondu liemo nu kinie na kinie pea tapu topo naa molombolo.” nirimu.
JHN.13.9	Yesusini aku nirimu kulu pilipelie Saimono Pitane ˻‘Kimbu ki kepe kangime pali kulumiye tondomba kinie paa kamu-kumu pea tapu topo andombolonje.’ konopu lepalie˼ nimbendo: “Awilimu, aku temba kene kimbu mindi molo! Kimbu ki kepe kangime pali kulumiye tondou!” nirimu.
JHN.13.10	Yesusini nimbendo: “Yembo te yunge kangime pali kulumiye topalie pe yu kolea tenga pulimo kinie yunge kimbune ma angilimoma kelepa kulumiye tolemo kinie yukangime pali altopa kake telemo. Kinié eno kake tepili molemele, nalo eno pali molo.” nirimu. 
JHN.13.11	Yuni pilipelie ‘Eno molemelemanga ye tene na lipe nanga opa puluema simbe tekemo.’ nimbe pilipelie ‘Kanu yemo konopu kalaro molopili molemo.’ nimbendo ungu iko topa “Eno pali kake tepili naa molemele.” nirimu.
JHN.13.12	Kanu kinie yuni enonga kimbume kulumiye topa pora sindipe, yunge ola wale pakolimu lipe pakopa kelepa manie molopalie nirimumuni, eno walsipe pilipelie nimbendo: “Nane kinié enonga tendendumunge ulu pulumu enone pilkimiliye? 
JHN.13.13	Enone na imbi lekolie “Ungu Mane Silimu” nilimelela, “Awilimu”
JHN.13.14	Na enonga Awilimu molopo enonga Ungu Mane Silimu molio nalo pe kinié kendemande koropamane telemele mele tepo enonga kimbume kulumiye tondondu kene eno kepe ‘Kendemande koropama mele molamili.’ ningu anjo yando enono kimbu kulumiye tondangila.
JHN.13.15	Iulu pulumu nane ‘Eno teangi.’ nimbu lipu ora sindu kene enone aku siku pe pe kepe teangi. ˻Kimbumundu mindi naa nikiru. ‘Eno ‘Yembo peangama molopolie yemboma lipu naa tapondomolo.’ naa ningu, ‘Kendemandema mele molamili.’ ningu molangi.’ nimbu iulumu tendu.˼
JHN.13.16	“Nane enondo paa sike nimbu sikirumu: Kongono tendeli yembo tene yunge nokoli yemo ‘Manie mele pupili.’ yu ‘Ola mele pambo.’ manda naa nimbé.
JHN.13.17	Enone iungume pilku kondokolie nikiru mele tenge kinie eno molko kondoko konopu singe.” nirimu.
JHN.13.18	“Nane “enondo” nikiru akumu enondo pali naa nikiru. Nane enonga konopume kanopolie ‘Nanga yema molangi.’ nimbu ou mako torundu,
JHN.13.18	“Na-kinie pea ga nombo molemolo ye te
JHN.13.18	na-kinie opa pulue molomba.”
JHN.13.18	nilimo.
JHN.13.19	“‘Aku ulumu wendo ombá kinie ‘Na sike ou molorumu, kinié molopa mindi pulimo yemo.’
JHN.13.20	Nane enondo paa sike nimbu sikirumu: Yembo te “Nanga kongono tende-pou.” nimbu lipu mundulio yembomo kolea tenga pupe yembo te molemona pulimo kinie ‘Papu okono. Pea molambili ou.’ nilimo yembomone na kepe ‘Pea molambili ou.’ nilimola. Kanu kinie kanu yembo nando “Pea molambili ou.” nilimo yembomone na lipe mundorumu ye Tata kepe “Pea molambili ou.” nilimola.” nirimu.
JHN.13.21	Yesusini aku nimbelie nirimumuni, yunge konopumu paa umbune terimu kulu yu lombili andoli yemando nimbe sipelie nimbendo: “Nane eno paa sike nimbu sikirumu: Eno molkomele yemanga tene na lipe nanga opa puluema simbe.” nirimu.
JHN.13.22	Yuni aku nirimu kulu pilkulie lombili andolime enonoanjo yando kumbikerena neme-neme ningu kanokolie ‘Nawene aku tembamondo nikimunje?’ konopu lieringi.
JHN.13.23	Enonga ye te, kanumu Yesusini paa konopu mondorumu,
JHN.13.24	Akumunge Saimono Pitane aku yemondo olo topa kiyengo nimbelie nimbendo: “Yu nawendo nikimunje? Walsiku piliei.” nirimu.
JHN.13.25	Kanu kinie lombili andoli kanumu Yesusi molorumune nondopa pupe molopalie yundu komune olo topalie nimbendo: “Awilimu, nawendo ninuye?” nirimu.
JHN.13.26	Yesusini topondopa nimbendo: “Nane langi te lipu simbo ye akumundu nindu.” nirimu. Aku nimbelie langi telipe Saimono Isikeriote malo Judasi sirimu.
JHN.13.27	Yesusini langi sirimumu Judasi lsimu kinie yunge konopune ˻kurumenga nomi˼ Setene
JHN.13.28	nalo langi pea nongo moloringi yema Yesusini Judasindu ungu nirimumunge pulumu naa pilieringi. 
JHN.13.29	Judasini enonga kou walemo nokondole momonga marene pilkulie, “Pulu Yemone olionga anda-kolepalime Naa Topa We Omba Purumu mele
JHN.13.30	Judasi langi sirimumu lipelie walsikele omba pena purumu. Omba pena purumu kinie kolea sumbulu topa pepili omba pena purumu.
JHN.13.31	Judasi Isikeriote pena purumu kinie Yesusini we lombili andoli ulkena pea moloringimendo nimbendo: “Kinié Manie Omba Mana Ye A Lierimu Yemonga imbimu paa olandopa molomba tekemo.
JHN.13.32	Kanu kinie Manie Omba Mana Ye A Lierimu Yemonga imbi paa olandopa molombamonga Pulu Yemonga imbimu paa olandopa molomu liemo
JHN.13.33	“Nanga ambolangoma, na eno-kinie laye-kolo molkoro. Pe enone na koroko kelenge. Juda ye awilime ou aku sipu nindu mele kinié
JHN.13.34	“Nane ‘eno teangi.’ nimbu ungu mane kondengamo eno nimbu sikirumu: Eno anjo yando konopu mondangi. Nane eno konopu mondondu mele eno anjo yando aku siku konopu mondangila. 
JHN.13.35	Eno anjo yando konopu mondongi liemo aku siku tenge kinie we yembomane kanokolie ‘Eno nanga lombili andolime molemele.’ ningu kanonge.” nirimu.
JHN.13.36	Saimono Pitane yu walsipelie nimbendo: “Awilimu, nu tena puniye?”
JHN.13.36	Yesusini topondopa nimbendo: “Na pumbona nu isili-ou manda naa oni. Nalo pe nu sike lombili oni.” nirimu.
JHN.13.37	Pitane walsipelie nimbendo: “Awilimu, nu puni aulkena na isili-ou nambemune manda lombili naa omboye? Na nu lipu tapondopo kolondu liemo mandala.” nirimu.
JHN.13.38	Yesusini topondopa nimbendo: “Nu sike na liku tapondoko koloniye? Nane nundu paa sike nimbu sikirumu: Kera gulta ou ko naa topili nuni ˻pipili kolkolie˼ wale yepoko nando kolo toko “Yu naweye? Na naa kanolio.” nini.” nirimu.
JHN.14.1	Yesusini yunge lombili andolimendo kelepa nimbendo: “Eno konopune umbune tepili mini-wale munduku naa molayo. Pulu Yemo eno ‘Lipe tapondomba.’ ningu tondolo munduku piliengi! Nane eno ‘Lipe tapondomba.’ ningu tondolo munduku piliengila! 
JHN.14.2	Nanga Tatanga ulkena suluminia awisili lemo. Naa lelkanje nane enondo “Naa lemo.” nimbu, nimbu silke. Nalo sike lemomonga nane enonga molonge koleamo pupu tepo mimi tende-pukuru.
JHN.14.3	We naa latendembo. Enonga molonge koleamo pupu tepo mimi tendepolie nimbomone, pe na molombona ‘Eno pea molamili.’ nimbu eno ombo limbo. 
JHN.14.4	Pumbo koleamonga aulkemo eno kanolemele.” nirimu.
JHN.14.5	Lombili andoli ye Tomasini yundu nimbendo: “Awilimu,
JHN.14.5	nu puni koleamo olio naa kanolemolo. Pe kinié olio aku koleamonga aulkemo nambepo kanolemoloye?” nirimu.
JHN.14.6	Yesusini yundu nimbendo: “Na aulkemo, na sike ungumu, na konde molko mindi punge ulu pulumu.
JHN.14.7	Enone na pilku kondoko molemelanje Tata pilimelala. Nalo kinié nimbu sikiru kinie Tata yu pulu polko kanoko imbi sikimili.” nirimu.
JHN.14.8	Yu lombili andoli ye Pillipuni yundu nimbendo: “Awilimu, Lanie liku ora siyo. Kanopolie olione “Manda.” nimolo.” nirimu.
JHN.14.9	Yesusini yundu nimbendo: “Pillipu, eno wale awisili na pea molemolo nalo na Tata mele molio naa pilimele lemo. Na kanolemelemane Tata kanolemele. Pe kinié “Tataliku ora si.” nikinu akumu nambemune nikinuye? 
JHN.14.10	Na Tatanga konopune sukundu molopo yu-kinie tapu topo molio, yu nanga konopune sukundu molopa na-kinie tapu topa molemo, kanumu nane ‘Kolo topa nilimo.’ ningu pilimeleye? Ungu enondo nilioma nanga nanu konopuni pilipu naa nilio. Tata nanga konopune sukundu molopalie na ulu telioma yuni yunge mindi telemo. 
JHN.14.11	“Na Tata-kinie konopune sukundu molio, yu na-kinie konopune sukundu molemo.” nikiru akumu ‘Sike nikimu.’ ningu tondolo munduku pilieyo. Molo ungumu mindi pilkulie ‘Sike nikimu.’ ningu we naa piliengi liemo nane ulu telioma kanokolie ‘Tatane manda telemo ulu tondoloma mele mindi nane sike aku sipe telemo.’ ningu kanokolie “Tata kinie na kinie ye telumu molembolo.” nikiru ‘Sike nikimu.’ ningu tondolo munduku piliee.” nirimu.
JHN.14.12	“Nane enondo paa sike nimbu sikirumu: Nane molio nilio mele ‘Sike nikimu.’ ningu tondolo munduku pilinge
JHN.14.13	Nanga imbi leko ˻‘Nanga ningu tenderinumunge nu molenona ombo mawa tekero.’ ningu˼
JHN.14.14	Nando ulu te molo mele te nanga imbi leko mawa tengi liemo nane mawa tenge mele pali tembo.” nirimu.
JHN.14.15	Yesusini ungu te pea nimbendo: “Enone na konopu mondongi liemo nanga ungu mane silioma pilku liku tenge.
JHN.14.16+JHN.14.17	Aku tenge kinie nane Tata enonga nimbu mawa tendembo kinie yu Lipe Tapondopa Konopu Enge Sindeli te lupe ‘Eno kinie kamu molopili.’ nimbe akumu eno simbe. Yu Sike Ungume Lipe Ora Sili Minimu. We yembomane yu naa kanoko yu naa pilimelemonga kanu yembomane yu yando manda naa linge. Nalo na lombili andolime, yu eno kinie molemo, pe enonga konopune molomba-na
JHN.14.18	“Eno mundupu siye kolopo pupulie nimbomone, nane ‘Eno enono ambolango kolu-mulume mele molangi.’ nimbu naa tembo, molo. Kelepo eno molongena ombó. 
JHN.14.19	Pe nondoko we yembomane na kamu naa kanonge. Nalo enone na kanonge. Na konde molopo mindi pulio-na eno kepe konde molko mindi punge. 
JHN.14.20	Aku enamonga enone pilkulie, ‘Na Tatanga konopune sukundu molio mele kepe, eno nanga konopune sukundu molemele mele kepe, na enonga konopune sukundu molio mele kepe’ pilinge. 
JHN.14.21	Yembo te yu nane “Teaa.” nilio ungu manema pilipe molemo yembomo yuni na konopu mondolemo. Yembo tene na konopu mondolemo yembomo Tatane kanu yembomo konopu mondomba. Nane kanu yembomo konopu mondopolie ‘Na pilipu molio mele piliepili.’ nimbu yu molombana ombo telune kopu tepo molopolie molio mele lipu ora simbo.” nirimu.
JHN.14.22	Yesusini aku nirimu kinie yu lombili andoli ye ‘Judasi’ nili te, Judasi Isikeriote molo, Judasi te lupe, yuni Yesusi yundu nimbendo: “Awilimu, nuni olio manjipu “lipu ora simbo.” nikinu, we yemboma nambemune “Naa lipu ora simbo.” nikinuye? Nambe-ekolie aku teniye?” nirimu.
JHN.14.23	Kanu kinie Yesusini topondopa yu lombili andolimendo nimbendo: “Yembo tene na konopu mondomu liemo yuni nanga ungu manema pilipe lipe temba. Kanu kinie kanu yembomo nanga Tatane konopu mondopalie Tata kinie olto ‘Yu pea telune molamili.’ nimbulu yu molombana ombolo. 
JHN.14.24	Na konopu naa mondolemo yembomone nanga ungu manema pilipe lipe naa telemo. Inikiru pilkimili ungumu nanga molo. Tatane na lipe mundorumu yemonga ungumu mindi.” ˻nirimu.˼
JHN.14.25	“Na eno-kinie molopolie iungume pali nilio. 
