GEN.1.1	起初，上帝创造天地。 
JER.49.3	要哭号，在篱笆中往来奔跑；
JER.49.3	因
JER.49.3	官长要一同被掳去。
JER.49.4	背道的民
JER.49.4	你为何因有山谷，
JER.49.4	因有水流的山谷夸耀呢？
JER.49.4	为何倚靠自己的财宝，说：
JER.49.4	“谁能来到我们这里呢？”
JER.49.5	万军之主耶和华说：
JER.49.5	看哪，我要使惊吓从四围的邻邦临到你们；
JER.49.5	你们必被赶出，
JER.49.5	各人一直往前，
JER.49.5	无人收容难民。
JER.49.6	但后来，我却要使被掳的
JER.49.7	论
JER.49.7	万军之耶和华如此说：
JER.49.7	聪明人的谋略都用尽了吗？
JER.49.7	他们的智慧尽归无有了吗？
JER.49.8	住在深密处；
JER.49.8	因为我惩罚
JER.49.8	必使灾殃临到他。
JER.49.9	摘葡萄的若来到你那里，
JER.49.9	岂不留下几串吗？
JER.49.9	贼若夜间来到，
JER.49.9	岂不是只毁坏他们要毁坏的吗？
JER.49.10	我却使
JER.49.10	暴露他的藏身处；
JER.49.10	他不能隐藏自己。
JER.49.10	他的后裔、弟兄、邻舍全都灭绝，
JER.49.10	他也归于无有。
JER.49.11	你撇下孤儿，我必保全他们的性命；
JER.49.11	你的寡妇可以倚靠我。
JER.49.12	耶和华如此说：“看哪，既然原不该喝那杯的一定要喝，你能免去惩罚吗？必不能免，一定要喝！ 
JER.49.13	我指着自己起誓，
JER.49.14	我从耶和华那里听见消息，
JER.49.14	有使者被差往列国去，说：
JER.49.14	“你们要聚集前来攻击
JER.49.14	要起来争战。”
JER.49.15	看哪，我使你在列国中为最小，
JER.49.15	在世人中被藐视。
JER.49.16	住在山穴中盘据山顶的啊，
JER.49.16	你被自己的声势与心中的狂傲所蒙蔽；
JER.49.16	你虽如大鹰高高搭窝，
JER.49.16	我却要从那里拉你下来。
JER.49.16	这是耶和华说的。
JER.49.18	耶和华说：它要像
JER.49.19	看哪，就像狮子从
JER.49.20	你们要听耶和华攻击
JER.49.21	因他们仆倒的声音，地就震动，哀号的声音传到
JER.49.22	看哪，仇敌必如大鹰飞起，展开翅膀攻击
JER.49.23	论
JER.49.23	因为他们听见凶恶的消息就融化；
JER.49.23	焦虑像海浪汹涌，不得平静。
JER.49.24	战兢将它捉住，
JER.49.24	痛苦忧愁将它抓住，
JER.49.24	如临产的妇人一样。
JER.49.25	我所喜乐受称赞的城，
JER.49.25	怎能被撇弃
JER.49.26	它的壮丁必仆倒在街上，
JER.49.26	当那日，战士全都静默无声。
JER.49.26	这是万军之耶和华说的。
JER.49.27	我必用火点燃
JER.49.27	烧灭
JER.49.28	论
JER.49.28	耶和华如此说：
JER.49.28	毁灭东方人。
JER.49.29	人要夺去他们的帐棚和羊群，
JER.49.29	人要带走他们的幔子、一切器皿，和骆驼，占为己有。
JER.49.29	人向他们喊着说：
JER.49.29	四围都有惊吓。
JER.49.30	住在深远之处；
JER.49.30	因为
JER.49.30	起意攻击你们。
JER.49.30	这是耶和华说的。
JER.49.31	上到安逸无虑的国民那里去，
JER.49.31	他们是无门无闩、单独居住的。
JER.49.31	这是耶和华说的。
JER.49.32	他们的骆驼必成为掠物，
JER.49.32	他们众多的牲畜必成为掳物。
JER.49.32	我要将剃鬓发的人分散四方
JER.49.32	使灾殃从四围临到他们。
JER.49.32	这是耶和华说的。
JER.49.33	永远荒废；
JER.49.33	无人住在那里，
JER.49.33	也无人在其中寄居。
JER.49.35	“万军之耶和华如此说：看哪，我必折断
JER.49.36	我要使风从天的四方刮来，临到
JER.49.37	我必使
JER.49.38	我要在
JER.49.39	“到末后，我却要使被掳的
JER.50.1	以下是耶和华藉
JER.50.2	你们要在万国中传扬，宣告，
JER.50.2	竖立大旗；
JER.50.2	要宣告，不可隐瞒，说：
JER.50.2	“
JER.50.2	它的偶像都惊惶。”
JER.50.3	因有一国从北方上来攻击它，使它的地荒凉，无人居住，连人带牲畜都逃走了。
JER.50.4	在那日、在那时，
JER.50.5	他们要问到
JER.50.6	我的百姓成了失丧的羊，牧人使他们走迷了路，转入丛山之间。他们从大山走到小山，竟忘了自己安歇之处。 
JER.50.7	凡遇见他们的，就把他们吞灭。敌人说：“我们不算有罪；因他们得罪了那可作真正
JER.50.8	“你们要逃离
JER.50.9	看哪，因我必激起大国联盟，带领他们从北方来攻击
JER.50.10	要成为掠物，凡掳掠它的都必心满意足。这是耶和华说的。”
JER.50.11	抢夺我产业的啊，
JER.50.11	你们因欢喜快乐，
JER.50.11	像踹谷
JER.50.11	又像发嘶声的壮马。
JER.50.12	你们的母亲极其抱愧，
JER.50.12	生你们的必然蒙羞。
JER.50.12	看哪，她要列在诸国之末，
JER.50.12	成为旷野、旱地、沙漠；
JER.50.13	因耶和华的愤怒，
JER.50.13	全然荒凉，
JER.50.13	凡经过的都要受惊骇，
JER.50.13	又因它所遭的灾殃嗤笑。
JER.50.14	所有拉弓的啊，要在
JER.50.14	射箭攻击它，
JER.50.14	不用爱惜箭枝，
JER.50.14	因为它得罪了耶和华。
JER.50.15	要在它四围呐喊：
JER.50.15	“它已经投降，
JER.50.15	堡垒坍塌了，
JER.50.15	城墙拆毁了！”
JER.50.15	这是耶和华所报的仇。
JER.50.15	你们要向它报仇；
JER.50.15	它怎样待人，你们也要怎样待它。
JER.50.16	你们要将
JER.50.16	和收割时拿镰刀的全都剪除。
JER.50.16	他们各人因躲避欺压的刀剑，
JER.50.16	必归回本族，逃到本土。
JER.50.18	所以万军之耶和华－
JER.50.19	我必领
JER.50.20	在那日、在那时，你寻找
JER.50.21	你要上去攻击
JER.50.21	又攻击
JER.50.21	将他们追杀灭尽，
JER.50.21	照我所吩咐你的一切去做。
JER.50.21	这是耶和华说的。
JER.50.22	境内有打仗和大毁灭的响声。
JER.50.23	全地的大锤竟然砍断破坏！
JER.50.24	你被缠住，竟不自觉。
JER.50.24	你被寻着，也被捉住，
JER.50.24	因为你对抗耶和华。
JER.50.25	耶和华已经打开军械库，
JER.50.25	拿出他恼恨的兵器；
JER.50.25	这是万军之主耶和华
JER.50.25	在
JER.50.26	你们要从极远的边界前来攻击它
JER.50.26	要开它的仓廪，
JER.50.26	将它堆起如高堆，
JER.50.26	毁灭净尽，丝毫不留。
JER.50.27	要杀它一切的牛犊，
JER.50.27	使它们下去遭杀戮。
JER.50.27	他们有祸了，
JER.50.27	因为他们的日子，就是他们受罚的时刻已经来到。
JER.50.28	从
JER.50.29	你们要招集一切弓箭手来攻击
JER.50.30	所以它的壮丁必仆倒在街上。当那日，它的士兵全都静默无声。这是耶和华说的。
JER.50.31	“看哪，你这狂傲的啊，我与你为敌，
JER.50.31	因为你的日子，
JER.50.31	我惩罚你的时刻已经来到。
JER.50.31	这是万军之主耶和华说的。
JER.50.32	狂傲的必绊跌仆倒，无人扶起。
JER.50.32	我必用火点燃他的城镇，
JER.50.32	将他四围所有的尽行烧灭。”
JER.50.33	万军之耶和华如此说：“
JER.50.34	他们的救赎主大有能力，万军之耶和华是他的名。他必定为他们伸冤，使全地得享平静；他却要搅扰
JER.50.35	有刀剑临到
JER.50.35	临到它的领袖与智慧人。
JER.50.35	这是耶和华说的。
JER.50.36	有刀剑临到矜夸的人，
JER.50.36	他们就变为愚昧；
JER.50.36	有刀剑临到它的勇士，
JER.50.36	他们就惊惶。
JER.50.37	有刀剑临到它的马匹、战车，
JER.50.37	和其中混居的各族，
JER.50.37	他们变成与妇女一样；
JER.50.37	有刀剑临到它的宝物，
JER.50.37	宝物就被抢夺。
JER.50.38	有干旱
JER.50.38	它们就必干涸；
JER.50.38	因为这是雕刻偶像之地，
JER.50.38	人因偶像颠狂
JER.50.39	所以野兽和土狼必住在那里，鸵鸟也住在其中，永远无人居住，世世代代无人定居。 
JER.50.40	要像上帝所倾覆的
JER.50.41	看哪，有一民族从北方而来，
JER.50.41	有一大国和许多君王被激起，从地极来到。
JER.50.42	他们拿弓和枪，
JER.50.42	性情残忍，毫不留情；
JER.50.42	他们的声音像海浪澎湃。
JER.50.42	他们骑着马，
JER.50.42	如上战场的人摆列队伍，
JER.50.42	要攻击你。
JER.50.43	手就发软，
JER.50.43	痛苦将他抓住，
JER.50.43	仿佛临产的妇人疼痛一般。
JER.50.44	“看哪，就像狮子从
JER.50.45	你们要听耶和华攻击
JER.50.46	因
JER.51.1	耶和华如此说：
JER.51.1	看哪，我必刮起毁灭的风，
JER.51.1	攻击
JER.51.2	我要差陌生人
JER.51.2	他们要簸扬它，使它的地空无一物。
JER.51.2	在它遭祸的日子，
JER.51.2	他们要四围攻击它。
JER.51.3	不要叫拉弓的拉弓，
JER.51.3	不要叫他佩戴盔甲
JER.51.3	不要怜惜
JER.51.3	要灭尽它的全军。
JER.51.4	他们必在
JER.51.4	在
JER.51.5	却没有被他的上帝－万军之耶和华所遗弃。
JER.51.6	你们要奔逃，离开
JER.51.6	各救自己的性命！
JER.51.6	不要陷在它的罪孽中一同灭亡，
JER.51.6	因为这是耶和华报仇的时刻，
JER.51.6	他必向
JER.51.7	使全地沉醉，
JER.51.7	列国喝了它的酒就颠狂。
JER.51.8	要为它哀号，
JER.51.8	拿乳香来止它的疼痛，
JER.51.8	或者可以治好。
JER.51.9	我们想医治
JER.51.9	它却未获痊愈。
JER.51.9	离开它吧！让我们各人归回本国，
JER.51.9	因为它受的审判通于上天，达到穹苍。
JER.51.10	耶和华已经彰显出我们的义。
JER.51.10	来吧！我们要在
JER.51.10	传扬耶和华－我们上帝的作为。
JER.51.11	你们要磨尖箭头，
JER.51.11	抓住盾牌。
JER.51.11	论到
JER.51.12	你们要竖立大旗，
JER.51.12	攻击
JER.51.12	要坚固了望台，
JER.51.12	派定守望的设下埋伏；
JER.51.12	因为耶和华指着
JER.51.12	他不但这样定意，也已成就。
JER.51.13	住在众水之上多有财宝的啊，
JER.51.13	你的结局已到！
JER.51.13	你贪婪之量已满盈
JER.51.14	万军之耶和华指着自己起誓说：
JER.51.14	我必使人遍满各处像蝗虫一样，
JER.51.14	他们必呐喊攻击你。
JER.51.15	耶和华以能力创造大地，
JER.51.15	以智慧建立世界，
JER.51.15	以聪明铺张穹苍。
JER.51.16	他一出声，天上就有众水澎湃；
JER.51.16	他使云雾从地极上腾，
JER.51.16	造电随雨而闪，
JER.51.16	从仓库中吹出风来。
JER.51.17	人人都如同畜牲，毫无知识；
JER.51.17	银匠都因偶像羞愧，
JER.51.17	他所铸的偶像本为虚假，
JER.51.17	它们里面并无气息。
JER.51.18	它们都是虚无的，
JER.51.18	是迷惑人的东西，
JER.51.18	到它们受罚的时刻必被除灭。
JER.51.19	因主
JER.51.19	万军之耶和华是他的名。
JER.51.20	你是我争战的斧子和打仗的兵器。
JER.51.20	我要用你打碎列邦，
JER.51.20	毁灭列国；
JER.51.21	用你打碎马和骑马的，
JER.51.21	打碎战车和坐在其上的；
JER.51.22	用你打碎男人和女人，
JER.51.22	打碎老人和少年，
JER.51.22	打碎壮丁和少女；
JER.51.23	用你打碎牧人和他的羊群，
JER.51.23	打碎农夫和他的一对耕牛，
JER.51.23	打碎省长和官员。
JER.51.24	我必在你们眼前报复
JER.51.25	行毁灭的山，看哪，我与你为敌，
JER.51.25	你毁灭全地，
JER.51.25	我必伸手攻击你，
JER.51.25	将你从山岩滚下去，
JER.51.25	使你成为烧毁了的山。
JER.51.25	这是耶和华说的。
JER.51.26	人必不从你那里取石头为房角石，
JER.51.26	也不取石头来作根基，
JER.51.26	因为你必永远荒废。
JER.51.26	这是耶和华说的。
JER.51.27	你们要在境内竖立大旗，
JER.51.27	在列邦中吹角，
JER.51.27	使列邦预备攻击
JER.51.27	要招集
JER.51.27	派将军攻击它，
JER.51.27	使马匹上来如粗暴的蝗虫；
JER.51.28	使列邦和
JER.51.28	他们所管的全地，都预备攻击它。
JER.51.29	地必震动而移转；
JER.51.29	因耶和华向
JER.51.29	要使
JER.51.30	躲在堡垒之中。
JER.51.30	他们的力气耗尽，
JER.51.30	他们变成与妇女一样。
JER.51.30	门闩都折断了。
JER.51.31	通报的彼此相遇，
JER.51.31	送信的彼此相遇，
JER.51.31	报告
JER.51.31	城的四方都被攻下了，
JER.51.32	渡口被占据了，
JER.51.32	芦苇被火焚烧，
JER.51.32	战士都惊慌。
JER.51.33	万军之耶和华－
JER.51.33	再过片时，它收割的时候就到了。
JER.51.34	使我成为空器皿。
JER.51.34	他如大鱼将我吞下，
JER.51.34	以我的美物充满他的肚腹，
JER.51.34	又把我赶出去。
JER.51.35	愿我和我骨肉之亲所受的残暴
JER.51.35	归给
JER.51.35	愿我们所流的血
JER.51.35	归给
JER.51.36	所以，耶和华如此说：
JER.51.36	看哪，我必为你伸冤，为你报仇；
JER.51.36	我必使
JER.51.36	使它的泉源干涸。
JER.51.37	为野狗的住处，
JER.51.37	令人惊骇、嗤笑，
JER.51.37	并且无人居住。
JER.51.38	他们要像少壮狮子一同咆哮，
JER.51.38	像小狮子吼叫。
JER.51.39	他们食欲一来的时候，
JER.51.39	我必为他们摆设酒席，
JER.51.39	使他们沉醉，好叫他们快乐；
JER.51.39	他们睡了长觉，永不醒起。
JER.51.39	这是耶和华说的。
JER.51.40	我必使他们像羔羊、
JER.51.40	像公绵羊和公山羊被牵去宰杀。
JER.51.41	全地所称赞的被占据！
JER.51.42	海水涨起，漫过
JER.51.42	澎湃的海浪遮盖了它。
JER.51.43	它的城镇变废墟，
JER.51.43	地变干旱，成为沙漠，
JER.51.43	成为无人居住、
JER.51.43	无人经过之地。
JER.51.44	我要惩罚
JER.51.44	使它吐出所吞之物。
JER.51.44	列国必不再流归到它那里，
JER.51.45	我的子民哪，你们要离开
JER.51.45	各人逃命，躲避耶和华的烈怒。
JER.51.46	不要因境内所听见的风声
JER.51.46	心惊胆怯或惧怕；
JER.51.46	因为这年有风声传来，
JER.51.46	那年也有风声传来；
JER.51.46	境内有残暴的事，
JER.51.46	官长攻击官长。
JER.51.47	所以，看哪，日子将到，
JER.51.47	我必惩罚
JER.51.47	它的全地必然抱愧，
JER.51.47	它被杀的人必仆倒在其上。
JER.51.48	那时，天地和其中所有的，
JER.51.48	必因
JER.51.48	因为行毁灭的要从北方来到它那里。
JER.51.48	这是耶和华说的。
JER.51.49	正如全地被刺杀的人是因
JER.51.50	你们躲避刀剑的要快走，
JER.51.50	不要站住！
JER.51.50	要在远方怀念耶和华，
JER.51.50	心中追想
JER.51.51	我们听见辱骂就蒙羞，满面惭愧，
JER.51.51	因为外邦人进入耶和华殿的圣所。
JER.51.52	所以，看哪，日子将到，
JER.51.52	我必惩罚
JER.51.52	在全境内到处都有刺伤的人在呻吟。
JER.51.52	这是耶和华说的。
JER.51.53	虽使它坚固的高处更坚固，
JER.51.53	我也要差毁灭者到它那里。
JER.51.53	这是耶和华说的。
JER.51.54	有哀号的声音从
JER.51.54	有大毁灭从
JER.51.55	耶和华使
JER.51.55	使其中喧哗的大声灭绝。
JER.51.55	仇敌仿佛众水，
JER.51.55	波浪澎湃，发出响声；
JER.51.56	这是行毁灭的临到
JER.51.56	他们的弓折断了；
JER.51.56	因为耶和华是施行报应的上帝，
JER.51.56	他必施行报应。
JER.51.57	我必使
JER.51.57	智慧人、省长、官员和勇士都喝醉，
JER.51.57	使他们永远沉睡，不再醒起。
JER.51.57	这是名为万军之耶和华的君王说的。
JER.51.58	万军之耶和华如此说：
JER.51.58	它高大的城门必被火焚烧。
JER.51.58	万民所劳碌的必致虚空，
JER.51.58	万族所劳碌的被火焚烧，
JER.51.58	他们都必困乏。
JER.51.60	把一切要临到
JER.51.61	对
JER.51.62	说：‘耶和华啊，你曾论到这地方说：要剪除它，不再有人与牲畜居住此地，必永远荒凉。’ 
JER.51.63	你读完这书卷，就要把一块石头拴在其上，投入
JER.51.64	说：‘
JER.52.2	行耶和华眼中看为恶的事，像
JER.52.3	因此，耶和华向
JER.52.4	他作王第九年十月初十，
JER.52.5	城被围困，直到
JER.52.6	四月初九，城里的饥荒非常严重，当地的百姓都没有粮食。 
JER.52.7	城被攻破，士兵全都在夜间从靠近王园两城墙中间的门逃跑出城；
JER.52.8	的军队追赶
JER.52.9	人就拿住王，带他到
JER.52.10	王在
JER.52.11	并且挖了
JER.52.13	他焚烧了耶和华的殿、王宫和
JER.52.14	跟随护卫长的
JER.52.15	那时
JER.52.16	但
JER.52.17	耶和华殿的铜柱并殿内的盆座和铜海，
JER.52.18	他们又带走锅、铲子、钳子、盘子、勺子，和供奉用的一切铜器； 
JER.52.19	杯、火盆、碗、锅、灯台、勺子、酒杯，无论金的银的，护卫长都带走了； 
JER.52.20	还有
JER.52.21	至于柱子，这一根柱子高十八肘，厚四指，周围十二肘，中间是空的； 
JER.52.22	柱上有铜顶，每个铜顶高五肘；铜顶的周围有网子和石榴，也都是铜的。另一根柱子与此相同，也有石榴。 
JER.52.23	柱子四面有九十六个石榴，在网子周围，总共有一百个石榴。
JER.52.24	护卫长拿住
JER.52.25	又从城中拿住一个管理士兵的官
JER.52.26	护卫长把这些人带到
JER.52.27	王击杀他们，在
JER.52.28	这是
JER.52.29	十八年从
JER.52.30	二十三年，
JER.52.32	对他说好话，使他的位高过与他一同被掳、在
JER.52.33	又给他脱了囚服，使他终身常在
JER.52.34	王赐给他日常需用的食物，日日一份，终身都是这样，直到他死的日子。
LAM.1.1	唉！先前人口稠密的城市，
LAM.1.1	现在为何独坐！
LAM.1.1	先前在列国中为大的，
LAM.1.1	现在竟如寡妇！
LAM.1.1	先前在各省中为王后的，
LAM.1.1	现在竟成为服苦役的人！
LAM.1.2	她
LAM.1.2	在所有亲爱的人中，找不到一个安慰她的。
LAM.1.2	她的朋友都以诡诈待她，
LAM.1.2	成为她的仇敌。
LAM.1.3	被掳，
LAM.1.3	遭遇苦难，多服劳役。
LAM.1.3	她住在列国中，得不着安息；
LAM.1.3	追逼她的在狭窄之地追上她。
LAM.1.4	的道路因无人前来过节就哀伤，
LAM.1.4	她的城门荒凉，
LAM.1.4	祭司叹息，
LAM.1.4	少女悲伤；
LAM.1.4	她自己充满痛苦。
LAM.1.5	她的敌人作主，
LAM.1.5	她的仇敌亨通；
LAM.1.5	耶和华因她过犯多而使她受苦，
LAM.1.5	她的孩童在敌人面前去作俘虏。
LAM.1.6	的威荣全都失去。
LAM.1.6	她的领袖如找不着草场的鹿，
LAM.1.6	在追赶的人面前无力行走。
LAM.1.7	在困苦窘迫之时，
LAM.1.7	就追想古时一切的荣华。
LAM.1.7	她的百姓落在敌人手中，无人帮助；
LAM.1.7	敌人看见，就因她的毁灭嗤笑。
LAM.1.8	犯了大罪，
LAM.1.8	因此成为不洁净；
LAM.1.8	素来尊敬她的，见她裸露就都藐视她，
LAM.1.8	她自己也叹息退后。
LAM.1.9	她的污秽是在下摆上；
LAM.1.9	她未曾思想自己的结局，
LAM.1.9	她的败落令人惊诧，
LAM.1.9	无人安慰她。
LAM.1.9	“耶和华啊，求你看顾我的苦难，
LAM.1.9	因为仇敌强大。”
LAM.1.10	敌人伸手夺取她的一切贵重物品；
LAM.1.10	她眼见列国侵入她的圣所，
LAM.1.10	你曾吩咐他们不可进入你的集会。
LAM.1.11	她的百姓都叹息，寻求食物；
LAM.1.11	他们用贵重物品换取粮食，要救性命。
LAM.1.11	“耶和华啊，求你观看，
LAM.1.11	留意我多么卑微。”
LAM.1.12	所有过路的人哪，愿这事不要发生在你们身上
LAM.1.12	你们要留意观看，
LAM.1.12	有像这样临到我的痛苦没有？
LAM.1.12	耶和华在他发烈怒的日子使我受苦。
LAM.1.13	他从高处降火进入我的骨头，
LAM.1.13	克制了我；
LAM.1.13	他张开网，绊我的脚，
LAM.1.13	使我退后，
LAM.1.13	又令我终日凄凉发昏。
LAM.1.14	他用手绑我罪过的轭，
LAM.1.14	卷绕着加在我颈项上；
LAM.1.14	他使我力量衰败。
LAM.1.14	主将我交在我不能抵挡的人手中。
LAM.1.15	主弃绝我们当中所有的勇士，
LAM.1.15	聚集会众攻击我，
LAM.1.15	要压碎我的年轻人。
LAM.1.15	主踹下少女
LAM.1.15	在醡酒池中。
LAM.1.16	我因这些事哭泣，
LAM.1.16	眼泪汪汪；
LAM.1.16	因为那安慰我、使我重新得力的，
LAM.1.16	离我甚远。
LAM.1.16	我的儿女孤苦，
LAM.1.16	因为仇敌得胜了。
LAM.1.17	伸出双手，却无人安慰。
LAM.1.17	论到
LAM.1.17	使四围的人作他的仇敌；
LAM.1.17	在他们中间成为不洁净。
LAM.1.18	耶和华是公义的！
LAM.1.18	我违背了他的命令。
LAM.1.18	万民哪，请听，
LAM.1.18	来看我的痛苦；
LAM.1.18	我的少女和壮丁都被掳去。
LAM.1.19	我招呼我所亲爱的，
LAM.1.19	他们却欺骗了我。
LAM.1.19	我的祭司和长老寻找食物，要救性命的时候，
LAM.1.19	就在城中断了气。
LAM.1.20	耶和华啊，求你观看，
LAM.1.20	因为我在急难中；
LAM.1.20	我的心肠烦乱，
LAM.1.20	我心在我里面翻转，
LAM.1.20	因我大大背逆。
LAM.1.20	在外，刀剑使人丧亡；
LAM.1.20	在家，犹如死亡。
LAM.1.21	有人听见我叹息
LAM.1.21	却无人安慰我！
LAM.1.21	我所有的仇敌听见我的患难就喜乐，
LAM.1.21	因这是你所做的。
LAM.1.21	你使你所宣告的日子来临，
LAM.1.21	愿他们像我一样。
LAM.1.22	愿他们的恶行都呈现在你面前；
LAM.1.22	你怎样因我一切的罪过待我，
LAM.1.22	求你也照样待他们；
LAM.1.22	因我叹息甚多，心中发昏。
LAM.2.1	唉！主竟发怒，使黑云遮蔽
LAM.2.1	他将
LAM.2.1	在他发怒的日子并不顾念自己的脚凳。
LAM.2.2	主吞灭
LAM.2.2	他发怒倾覆
LAM.2.2	将它们夷为平地，
LAM.2.2	凌辱这国与她的领袖。
LAM.2.3	他发烈怒，砍断
LAM.2.3	在仇敌面前收回右手。
LAM.2.3	他将
LAM.2.4	他张弓好像仇敌，
LAM.2.4	他站立举起右手，
LAM.2.4	如同敌人杀戮我们眼目所喜爱的。
LAM.2.4	他在
LAM.2.4	倾倒愤怒，如火一般。
LAM.2.5	主如仇敌吞灭
LAM.2.5	吞灭它一切的宫殿，
LAM.2.5	毁坏境内的堡垒；
LAM.2.5	在
LAM.2.6	他摧毁自己的帐幕如摧毁园子，
LAM.2.6	毁坏自己的会幕。
LAM.2.6	耶和华使节庆和安息日在
LAM.2.6	又在极其愤怒中厌弃君王与祭司。
LAM.2.7	耶和华撇弃自己的祭坛，
LAM.2.7	憎恶自己的圣所，
LAM.2.7	把宫殿的墙交给仇敌。
LAM.2.7	他们在耶和华的殿中喧嚷，
LAM.2.7	如在节庆之日一样。
LAM.2.8	耶和华定意拆毁
LAM.2.8	他拉了准绳，
LAM.2.8	不将手收回，定要毁灭。
LAM.2.8	他使城郭和城墙都悲哀，
LAM.2.8	一同衰败。
LAM.2.9	的门陷入地里，
LAM.2.9	主毁坏，折断她的门闩。
LAM.2.9	她的君王和官长都置身列国中，没有律法；
LAM.2.9	她的先知也不再从耶和华领受异象。
LAM.2.10	的长老坐在地上，默默无声；
LAM.2.10	他们扬起尘土落在头上，腰束麻布；
LAM.2.10	的少女垂头至地。
LAM.2.11	我的眼睛流泪，以致失明；
LAM.2.11	我的心肠烦乱，肝胆落地，
LAM.2.11	都因我的百姓
LAM.2.11	又因孩童和吃奶的在城内的广场上昏厥。
LAM.2.12	他们如受伤的人在城内广场上昏厥，
LAM.2.12	在母亲的怀里将要丧命时，
LAM.2.12	就对母亲说：“饼和酒在哪里呢？”
LAM.2.13	啊，我可用什么向你证明
LAM.2.13	我可用什么与你相比呢？
LAM.2.13	少女
LAM.2.13	因你的裂伤大如海；
LAM.2.13	谁能医治你呢？
LAM.2.14	你的先知为你看见虚假和粉饰的异象，
LAM.2.14	并未揭露你的罪孽，
LAM.2.14	使你被掳的归回；
LAM.2.14	却传给你虚假与误导人的默示。
LAM.2.15	凡过路的都向你拍掌。
LAM.2.15	他们向
LAM.2.15	“这就是人称为全美的、
LAM.2.15	称为全地所喜悦的城吗？”
LAM.2.16	你所有的仇敌
LAM.2.16	张口来攻击你；
LAM.2.16	他们嗤笑，切齿，说：
LAM.2.16	“我们把她吞灭了，
LAM.2.16	这是我们所盼望的日子！
LAM.2.16	我们终于等到了，亲眼看见了！”
LAM.2.17	耶和华成就了他所定的，
LAM.2.17	应验了他古时所命定的。
LAM.2.17	他倾覆，并不顾惜，
LAM.2.17	他使仇敌向你夸耀，
LAM.2.17	使你敌人的角高举。
LAM.2.18	他们的心哀求主。
LAM.2.18	的城墙啊，
LAM.2.18	愿你日夜泪流如河，不让自己休息，
LAM.2.18	你眼中的瞳人也不歇息。
LAM.2.19	夜间每逢时辰开始，要起来呼喊，
LAM.2.19	在主面前倾心吐意如水。
LAM.2.19	你的孩童在街头上挨饿昏厥，
LAM.2.19	你要为他们的性命向主举手。
LAM.2.20	耶和华啊，求你观看，
LAM.2.20	留意你向谁这样行。
LAM.2.20	妇人岂可吃自己所生、所抚育的婴孩吗？
LAM.2.20	祭司和先知岂可在主的圣所中被杀吗？
LAM.2.21	年轻人和老年人躺卧在街上，
LAM.2.21	我的少女和壮丁都倒在刀下。
LAM.2.21	你在发怒的日子杀了他们，
LAM.2.21	你杀戮，并不顾惜。
LAM.2.22	你从四围招聚使我惊吓的人，
LAM.2.22	像在节庆的日子一样。
LAM.2.22	耶和华发怒的日子，
LAM.2.22	无人逃脱，无人生还。
LAM.2.22	我所抚育养大的，
LAM.2.22	仇敌都杀尽了。
LAM.3.1	因耶和华愤怒的杖，
LAM.3.1	我是遭遇困苦的人。
LAM.3.2	他驱赶我走入黑暗，
LAM.3.2	没有光明。
LAM.3.3	他反手攻击我，
LAM.3.3	终日不停。
LAM.3.4	他使我皮肉枯干，
LAM.3.4	折断我的骨头。
LAM.3.5	他筑垒攻击我，
LAM.3.5	以苦楚和艰难围困我；
LAM.3.6	使我住在幽暗之处，
LAM.3.6	像死了许久的人一样。
LAM.3.7	他围住我，使我无法脱身；
LAM.3.7	他使我的铜链沉重。
LAM.3.8	尽管我哀号求救，
LAM.3.8	他仍拦阻我的祷告。
LAM.3.9	他用凿过的石头挡住我的道路，
LAM.3.9	使我的路径弯曲。
LAM.3.10	他向我如埋伏的熊，
LAM.3.10	如在隐密处的狮子。
LAM.3.11	他使我转离正路，
LAM.3.11	把我撕碎
LAM.3.12	他拉弓，命我站立，
LAM.3.12	作为箭靶；
LAM.3.13	把箭袋中的箭
LAM.3.13	射入我的肺腑。
LAM.3.14	我成了全体百姓的笑柄，
LAM.3.14	成了他们终日的歌曲。
LAM.3.15	他使我受尽苦楚，
LAM.3.15	饱食茵蔯；
LAM.3.16	用沙石磨断我的牙，
LAM.3.16	以灰尘覆盖我。
LAM.3.17	你使我远离平安，
LAM.3.17	我忘了何为福乐。
LAM.3.18	于是我说：“我的力量衰败，
LAM.3.18	在耶和华那里我毫无指望！”
LAM.3.19	求你记得我的困苦和流离，
LAM.3.19	它如茵蔯和苦胆一般；
LAM.3.20	我心想念这些，
LAM.3.20	就在我里面忧闷
LAM.3.21	但我的心回转过来，
LAM.3.21	因此就有指望；
LAM.3.22	因耶和华的慈爱，我们不致灭绝
LAM.3.22	因他的怜悯永不断绝，
LAM.3.23	每早晨，这些都是新的；
LAM.3.23	你的信实极其广大！
LAM.3.24	我心里说：“耶和华是我的福分，
LAM.3.24	因此，我要仰望他。”
LAM.3.25	凡等候耶和华，心里寻求他的，
LAM.3.25	耶和华必施恩给他。
LAM.3.26	人仰望耶和华，
LAM.3.26	安静等候他的救恩，
LAM.3.26	这是好的。
LAM.3.27	人在年轻时负轭，
LAM.3.27	这是好的。
LAM.3.28	他当安静独坐，
LAM.3.28	因为这是耶和华加在他身上的。
LAM.3.29	让他脸伏于地
LAM.3.29	或者还会有指望。
LAM.3.30	让人打他耳光，
LAM.3.30	使他饱受凌辱吧！
