GEN.1.1	起初，神创造诸天和大地。
MAT.14.1	那时候，分封王
MAT.14.2	就对他的臣仆说：“这个人是施洗者
MAT.14.3	原来，
MAT.14.4	这是因为
MAT.14.5	想要杀
MAT.14.6	到了
MAT.14.7	故此王就起誓承诺，无论她求什么都给她。 
MAT.14.8	女儿受母亲的指使，就说：“请把施洗者
MAT.14.9	王就忧忧愁愁，但因所起的誓，又因一同坐席的人，就下令给她。 
MAT.14.10	于是派人去，在监狱里砍下了
MAT.14.11	把他的头放在盘子上，端给女孩，女孩就拿去给她母亲。 
MAT.14.12	后来，
MAT.14.13	耶稣听了这事，就上船离开那里，独自到一个荒僻的地方去。众人听到了，就从各城镇徒步来跟随他。 
MAT.14.14	耶稣下了船，看见一大群人，就对他们动了怜悯之心，使其中的病人痊愈。
MAT.14.15	黄昏的时候，门徒们来到耶稣面前，说：“这是个荒僻的地方，而且天已经晚了。请遣散人群，好让他们到村庄去为自己买些食物。”
MAT.14.16	但耶稣说：
MAT.14.17	门徒们对耶稣说：“我们这里除了五个饼和两条鱼，就没有什么了。”
MAT.14.18	耶稣说：
MAT.14.19	于是耶稣吩咐众人坐在草地上，就拿起这五个饼和两条鱼，抬头望天，祝福了，然后掰开饼，递给门徒们，他们又分给众人。 
MAT.14.20	大家都吃了，并且吃饱了。他们把剩下的碎块收拾起来，装满了十二个篮子。 
MAT.14.21	吃的人，不算妇女和孩子，约有五千。
MAT.14.22	耶稣立刻催促门徒们上船，要他们先往对岸去；这期间，他自己遣散了人群。 
MAT.14.23	他遣散了人群以后，就独自上山去祷告。到了晚上，只有他一个人在那里。 
MAT.14.24	那时，船已经离岸有几百公尺
MAT.14.25	天快亮的时候
MAT.14.26	门徒们看见耶稣在湖面上行走，就惊慌不安，说：“是幽灵！”他们害怕得喊叫起来。
MAT.14.27	耶稣立刻对他们说：
MAT.14.29	耶稣说：
MAT.14.30	但是，他一看到风极大
MAT.14.31	耶稣立刻伸手拉住他，说：
MAT.14.32	他们一上船，风就停了。 
MAT.14.33	船上的人都
MAT.14.34	他们渡过去，到
MAT.14.35	那里的人一认出是耶稣，就派人到周围整个地区，把所有患病的都带到耶稣那里， 
MAT.14.36	恳求耶稣只要让他们摸一下他的衣服穗子。凡是摸着的人，都得了救治。
MAT.15.1	那时，有些
MAT.15.2	“你的门徒们为什么违犯古人的传统呢？他们吃饭
MAT.15.3	耶稣回答他们，说：
MAT.15.10	耶稣召来众人，对他们说：
MAT.15.12	那时，门徒们前来对他说：“
MAT.15.13	耶稣回答说：
MAT.15.16	耶稣说：
MAT.15.21	耶稣离开那地方，退到
MAT.15.22	这时候，忽然来了一个住在那地区的
MAT.15.23	耶稣一句话也不回应，他的门徒们上前来求他，说：“这妇人一直跟在我们后面喊叫，请让她走吧。”
MAT.15.24	耶稣回答说：
MAT.15.25	那妇人来拜他，说：“主啊，求你帮助我！”
MAT.15.26	耶稣回答说：
MAT.15.27	妇人说：“是的，主啊！不过连小狗也吃得到主人桌子上掉下来的碎渣！”
MAT.15.28	于是耶稣回答她，说：
MAT.15.29	耶稣离开那地方，来到
MAT.15.30	有一大群人来到他面前，带着瘸腿的、瞎眼的、残疾的、聋哑的还有许多其他人，把他们放在耶稣脚前；耶稣就使他们痊愈了。 
MAT.15.31	结果众人看见聋哑的说话，残疾的康复，瘸腿的行走，瞎眼的看见，都感到惊奇，就荣耀
MAT.15.32	耶稣召来他的门徒们，说：
MAT.15.33	门徒们说：“我们在旷野，从哪里得这么多的食物让这么大一群人吃饱呢？”
MAT.15.34	耶稣问他们：
MAT.15.34	他们回答说：“七个，还有几条小鱼。”
MAT.15.35	耶稣就吩咐众人坐在地上， 
MAT.15.36	于是拿起这七个饼和几条小鱼，祝谢以后，掰开，不断递给门徒们，他们又分给众人。 
MAT.15.37	大家都吃了，并且吃饱了。然后，他们把剩下的碎块收拾起来，装满了七个筐子。 
MAT.15.38	吃的人，不算妇女和孩子，就有四千。 
MAT.15.39	耶稣遣散了人群以后，就上了船，来到
MAT.16.1	有些
MAT.16.2	耶稣回答他们，说：
MAT.16.4	然后耶稣就离开他们走了。
MAT.16.5	门徒们到了对岸，忘了带饼。
MAT.16.6	耶稣对他们说：
MAT.16.7	门徒们就彼此讨论说：“这是因为我们没有带饼吧。”
MAT.16.8	耶稣知道了，就说：
MAT.16.12	门徒们这才领悟耶稣所说的不是要他们提防饼的酵母，而是要他们提防
MAT.16.13	耶稣来到
MAT.16.14	他们回答说：“有的说是施洗者
MAT.16.15	耶稣问他们：
MAT.16.17	耶稣对他说：
MAT.16.20	接着耶稣吩咐门徒们，不要对任何人说他就是基督。
MAT.16.21	从那时候起，耶稣开始向他的门徒们指示他必须到
MAT.16.22	把耶稣拉到一边，开始劝阻他，说：“主啊，千万不可，这事绝不能临到你身上。”
MAT.16.23	但耶稣转身对
MAT.16.24	于是，耶稣对他的门徒们说：
MAT.17.1	过了六天，耶稣带着
MAT.17.2	在他们面前，耶稣变了形像，脸面光耀如日，衣服洁白如光。 
MAT.17.3	这时候，忽然
MAT.17.5	“这是我的爱子，
MAT.17.5	我所喜悦的。
MAT.17.5	你们当听从他！”
MAT.17.6	门徒们听见了，就把脸伏在地上，极其惧怕。
MAT.17.7	耶稣前来，拍拍他们说：
MAT.17.8	他们抬头一看，只看见耶稣一个人，没有别人。 
MAT.17.9	他们下山的时候，耶稣吩咐他们：
MAT.17.10	门徒们问耶稣，说：“那么，经文士们为什么说
MAT.17.11	耶稣回答说：
MAT.17.13	门徒们这才领悟，耶稣向他们说的是指施洗者
MAT.17.14	他们来到众人那里，有一个人来到耶稣面前，跪下来， 
MAT.17.15	说：“主啊，可怜我的儿子吧！他患了癫痫病，十分痛苦，经常跌进火里，也经常跌进水里。 
MAT.17.16	我带他到你的门徒们那里，可是他们不能使他痊愈。”
MAT.17.17	耶稣回答说：
MAT.17.18	耶稣斥责那鬼魔，鬼魔就从孩子身上出来；从那一刻起，孩子就痊愈了。
MAT.17.19	门徒们悄悄地前来问耶稣：“我们为什么不能赶出那鬼魔呢？”
MAT.17.20	耶稣回答说：
MAT.17.22	他们聚集在
MAT.17.23	门徒们就极其忧伤。
MAT.17.24	他们来到
MAT.17.26	耶稣说：
MAT.18.1	那时，门徒们前来问耶稣：“在天国里究竟谁更大？”
MAT.18.2	耶稣叫来一个小孩子，让他站在他们当中， 
MAT.18.3	说：
MAT.18.21	那时，
MAT.18.22	耶稣对他说：
MAT.19.1	当耶稣讲完了这些话，就离开
MAT.19.2	有一大群人跟随他，他就在那里使他们痊愈。 
MAT.19.3	有些
MAT.19.4	耶稣回答说：
MAT.19.7	他们问耶稣：“那么，为什么
MAT.19.8	耶稣对他们说：
MAT.19.10	他的门徒们对耶稣说：“如果丈夫与妻子的关系是这样，结婚就没有益处了。”
MAT.19.11	耶稣就对他们说：
MAT.19.13	那时，有一些小孩子被带到耶稣那里，好让耶稣按手在他们身上，给他们祷告。门徒们却责备那些人。 
MAT.19.14	耶稣就说：
MAT.19.15	于是，耶稣按手在他们身上，然后离开那地方。
MAT.19.16	看哪，有一个人上前来对耶稣说：“老师
MAT.19.17	耶稣对他说：
MAT.19.18	那个人就问：“哪些诫命呢？”
MAT.19.18	耶稣回答说：
MAT.19.20	那年轻人对耶稣说：“这一切
MAT.19.21	耶稣对他说：
MAT.19.22	那年轻人听了这话，就忧忧愁愁地走开了，因为他有很多财产。
MAT.19.23	耶稣对他的门徒们说：
MAT.19.25	门徒们听了这话，极其惊讶，就说：“究竟谁能得救呢？”
MAT.19.26	耶稣注视着他们，说：
MAT.19.27	这时候，
MAT.19.28	耶稣对他们说：
MAT.20.17	耶稣上
MAT.20.20	那时，
MAT.20.21	耶稣问她：
MAT.20.21	她说：“请准许我这两个儿子，在你的国里，一个坐在你的右边，一个坐在你的左边。”
MAT.20.22	耶稣就回答说：
MAT.20.22	他们说：“我们能。”
MAT.20.23	耶稣对他们说：
MAT.20.24	其他十个使徒听了，就对这兄弟两个人很不满。 
MAT.20.25	于是耶稣把他们召来，说：
MAT.20.29	他们离开
MAT.20.30	这时候有两个瞎眼的坐在路边，他们听说是耶稣经过那里，就呼叫说：“主啊，
MAT.20.31	众人责备他们，叫他们不要做声。可是他们越发呼叫说：“主啊，
MAT.20.32	耶稣就停住，叫他们过来，说：
MAT.20.33	他们说：“主啊，愿你开我们的眼睛。” 
MAT.20.34	耶稣动了怜悯之心，摸了他们的眼睛。他们立刻重见光明，于是跟随了耶稣。
MAT.21.1	当耶稣和门徒们临近
MAT.21.2	对他们说：
MAT.21.4	这件事发生，是为要应验那藉着先知所说的话：
MAT.21.6	两个门徒就去，照着耶稣所吩咐的做了。 
MAT.21.7	他们牵来了驴和驴驹，把外衣搭在它们背上，耶稣就坐在上面。 
MAT.21.8	有一大群人把自己的外衣铺在路上，也有人从树上砍下枝子铺在路上。 
MAT.21.9	前行后随的人群呼喊说：
MAT.21.9	“
MAT.21.9	在至高之处——
MAT.21.10	耶稣进了
MAT.21.11	众人说：“这就是从
MAT.21.12	耶稣进了
MAT.21.13	对他们说：
MAT.21.14	耶稣在圣殿里，一些瞎眼的和瘸腿的来到他面前，耶稣就使他们痊愈了。 
MAT.21.15	祭司长们和经文士们看见耶稣所行的神迹，又见孩子们在圣殿里呼喊说：“和散那归于
MAT.21.16	他们问耶稣：“你听见这些小孩在说什么吗？”
MAT.21.16	耶稣回答他们，说：
MAT.21.17	然后，耶稣离开他们，出城到
MAT.21.18	清晨，回城的时候，耶稣饿了。 
MAT.21.19	他看见路边有一棵无花果树，就上前去，可是树上除了叶子，什么也找不到。于是他对那棵树说：
MAT.21.20	门徒们看见了，感到惊奇，说：“这棵无花果树怎么立刻枯萎了呢？”
MAT.21.21	耶稣回答他们，说：
MAT.21.23	耶稣进了圣殿，正教导人的时候，祭司长们和民间的长老们前来问他：“你凭什么权柄做这些事？是谁给你这权柄的？”
MAT.21.24	耶稣回答他们，说：
MAT.21.25	他们就彼此讨论，说：“如果我们说‘是来自天上’，他就会问我们‘那么你们为什么不相信他呢？’ 
MAT.21.26	但如果说‘是来自人间’——我们又怕民众，因为大家都认为
MAT.21.27	于是他们回答耶稣，说：“我们不知道。”
MAT.21.27	耶稣就对他们说：
MAT.21.31	他们回答说：“大儿子。”
MAT.21.31	耶稣说：
MAT.21.41	他们回答说：“他会狠狠地除灭那些恶人，把葡萄园另租给按时交果子的农夫们。”
MAT.21.42	耶稣对他们说：
MAT.21.45	祭司长们和
MAT.21.46	就想拘捕他，可是怕民众，因为他们都认为耶稣是先知。
MAT.22.1	耶稣又用比喻对他们说： 
MAT.22.16	他们派了自己的门徒们与
MAT.22.17	请告诉我们，你认为向凯撒纳税，可以不可以呢？”
MAT.22.18	耶稣看出他们的恶意，就说：
MAT.22.19	他们就拿来了一个银币
MAT.22.20	耶稣问他们：
MAT.22.21	他们回答说：“是凯撒的。”
MAT.22.21	耶稣对他们说：
MAT.22.22	他们听了，感到惊奇，就离开耶稣走了。
MAT.22.23	在那一天，
MAT.22.24	说：“老师，
MAT.22.25	我们这里曾经有兄弟七人，第一个结了婚，死了，没有后裔，留下妻子给他的一个兄弟。 
MAT.22.26	第二个、第三个、一直到第七个，都是如此。 
MAT.22.27	到了最后，这妇人也死了。 
MAT.22.28	既然他们都娶过她，那么，在复活的时候，她将是这七个人中哪一个的妻子呢？”
MAT.22.29	耶稣回答说：
MAT.22.33	众人听了这话，对他的教导惊叹不已。
MAT.22.35	他们当中有一个是律法师，
MAT.22.36	“老师，律法中最大的诫命是哪一条呢？”
MAT.22.37	耶稣对他说：
MAT.22.42	说：
MAT.22.42	他们说：“是
MAT.22.43	耶稣问他们：
MAT.22.46	没有人能回答他一句话。从那天起，再也没有人敢质问耶稣了。
MAT.23.1	那时，耶稣对众人和自己的门徒们说： 
MAT.24.1	耶稣从圣殿出来，往前走的时候，他的门徒们上前来，把圣殿的建筑指给他看。 
MAT.24.2	耶稣回应说：
MAT.24.3	耶稣在
MAT.24.4	耶稣回答他们，说：
MAT.26.1	当耶稣讲完了这一切话，就对自己的门徒们说： 
MAT.26.3	那时，祭司长们
MAT.26.4	商议要用诡计拘捕耶稣，把他杀掉。 
MAT.26.5	不过他们说：“不可在节日期间，免得民中发生骚乱。”
MAT.26.6	耶稣在
MAT.26.7	有一个女人拿着一个盛了极其贵重香液的玉瓶上前来，在耶稣坐席的时候，把香液浇在他的头上。 
MAT.26.8	门徒们看见了就很不满，说：“为什么这样浪费？ 
MAT.26.9	这香液
MAT.26.10	耶稣知道了，就对他们说：
MAT.26.14	那时候，十二使徒
MAT.26.15	说：“如果我把他交给你们，你们愿意给我什么？”他们就约定给他三十个银钱。 
MAT.26.16	从那时候起，
MAT.26.17	除酵节的第一日，门徒们前来问耶稣：“你要我们到哪里去预备，好让你吃逾越节的晚餐呢？”
MAT.26.18	耶稣说：
MAT.26.19	门徒们就依照耶稣所吩咐的去做，预备了逾越节的晚餐。 
MAT.26.20	到了晚上，耶稣与十二使徒一同坐席。 
MAT.26.21	在他们吃的时候，耶稣说：
MAT.26.22	他们极其忧伤，就一个一个地开始问耶稣：“主啊，不会是我吧？”
MAT.26.23	耶稣回答说：
MAT.26.25	那出卖耶稣的
MAT.26.25	耶稣对他说：
MAT.26.26	在他们吃的时候，耶稣拿起饼来，祝福了，就掰开，递给门徒们，说：
MAT.26.27	接着，他拿起杯来，祝谢了，递给他们，说：
MAT.26.30	他们唱了赞美诗
MAT.26.31	那时，耶稣对他们说：
MAT.26.34	耶稣对他说：
MAT.26.36	随后，耶稣与他们来到一个叫
MAT.26.37	他带了
MAT.26.38	就对他们说：
MAT.26.39	耶稣稍往前走，把脸伏在地上祷告说：
MAT.26.40	耶稣回到门徒们那里，看见他们睡着了，就对
MAT.26.42	耶稣第二次又去祷告说：
MAT.26.43	他又回来，看见他们在睡觉，因为他们的眼皮发沉。
MAT.26.44	耶稣又离开他们，第三次去祷告，又说了同样的话。 
MAT.26.45	然后，他回到门徒们那里，对他们说：
MAT.26.47	耶稣还在说话的时候，忽然十二使徒之一的
MAT.26.48	那出卖耶稣的人已经和他们定了一个暗号，说：“我如果亲吻谁，谁就是那个人。你们把他抓住。” 
MAT.26.49	立刻上前来对耶稣说：“拉比，愿你欢喜！”然后亲吻了他。
MAT.26.50	耶稣对他说：
MAT.26.50	于是，那些人上前来，下手拘捕了耶稣。 
MAT.26.51	这时候，忽然有一个与耶稣在一起的人伸手拔出刀来，向大祭司的奴仆砍去，削掉了他的一个耳朵。
MAT.26.52	耶稣就对他说：
MAT.26.55	这时候，耶稣对那群人说：
MAT.26.56	这时候，所有的门徒都离开他，逃跑了。
MAT.26.57	拘捕耶稣的人把他带到大祭司
MAT.26.58	远远地跟着耶稣，一直到大祭司的院子。他进到里面，与差役们坐在一起，想看看结果如何。
MAT.26.59	当时，祭司长们
MAT.26.60	虽然有许多假见证人上前来，可是他们找不出什么。后来有两个人
MAT.26.61	说：“这个人说过：‘我能拆毁神的圣所，三天内又建起来。’”
MAT.26.62	于是大祭司就站起来，问耶稣：“对这些人控告你的事，你什么都不回应吗？” 
MAT.26.63	耶稣却沉默不语。大祭司又对他说：“我命令你指着永生的神起誓，告诉我们你是不是基督——神的儿子？”
MAT.26.64	耶稣回答他，说：
MAT.26.65	大祭司就撕裂自己的衣服，说：“他说了亵渎的话！难道我们还需要什么见证人吗？看，现在你们都听见了这亵渎的话。 
MAT.26.66	你们怎么看？”
MAT.26.66	他们回答说：“他是该死的！” 
MAT.26.67	当时他们就往他脸上吐唾沫，用拳头打他，也有人用手掌打他， 
MAT.26.68	说：“给我们说预言吧！基督！打你的是谁？”
MAT.26.71	他出去到门口，另有一个女仆看见他，对那里的人说：“这个人与
MAT.26.73	过了一会儿，旁边站着的人过来对
MAT.26.75	想起耶稣说过的话：
MAT.27.1	到了清晨，所有的祭司长和民间的长老商议对付耶稣，为要处死他。 
MAT.27.2	他们把耶稣捆起来带走，交给总督
MAT.27.3	这时候，那出卖耶稣的
MAT.27.4	说：“我出卖了无辜人的血，我有罪了。”
MAT.27.4	但是他们说：“这与我们有什么关系？你自己看着办吧！”
MAT.27.6	祭司长们捡起银钱，说：“这既然是血钱，不可以放到圣殿奉献里。” 
MAT.27.7	他们商议之后，就用那钱买了陶匠的一块地，做为外国人的坟地。 
MAT.27.8	因此，那块地就被称为“血田”，直到今天。 
MAT.27.9	这就应验了藉着先知
MAT.27.11	耶稣站在总督面前，总督问他，说：“你是
MAT.27.11	耶稣说：
MAT.27.12	可是当他被祭司长们和长老们控告的时候，什么都不回应。
MAT.27.14	耶稣连一句话也不回答，以致总督感到非常惊奇。
MAT.27.15	每逢这节日，总督会照惯例，给民众释放一个他们所要的囚犯。 
MAT.27.16	那时有一个出名的囚犯，叫
MAT.27.17	当民众聚集的时候，
MAT.27.18	其实
MAT.27.20	祭司长们和长老们挑唆众人，叫他们要
MAT.27.21	总督问他们，说：“这两个人中，你们要我给你们释放哪一个呢？”
MAT.27.21	他们回答说：“
MAT.27.22	他们都说：“把他钉上十字架！”
MAT.27.25	全体民众都回答说：“他的血归在我们和我们儿女的身上！” 
MAT.27.26	于是
MAT.27.27	那时，总督的士兵们把耶稣带进总督府，召集了全队士兵在他周围。 
MAT.27.28	他们剥下耶稣的衣服，给他套上一件深红色的袍子， 
MAT.27.29	用荆棘编了冠冕，戴在他的头上，又把一根芦苇放在他的右手里，然后跪在他面前，戏弄他说：“万岁，
MAT.27.30	接着向他吐唾沫，拿芦苇打他的头。 
MAT.27.31	他们戏弄完了，就脱下他深红色的袍子，给他穿上他自己的衣服，然后把他带走，要钉上十字架。
MAT.27.32	他们出去的时候，遇见一个名叫
MAT.27.33	他们来到一个地方，叫“
MAT.27.34	他们把胆汁调和的酒
MAT.27.35	他们把耶稣钉上十字架以后，抽签分了他的衣服，
MAT.27.36	然后坐在那里看守着他， 
MAT.27.37	又在他的头上方，安了他的罪状牌，上面写道：“这是耶稣，
MAT.27.38	那时，有两个强盗与耶稣一起被钉十字架，一个在右边，一个在左边。 
MAT.27.39	那些路过的人辱骂耶稣，摇着头， 
MAT.27.40	说：“你这个要拆毁圣所、三天内又建起来的人哪，救救你自己吧！你如果是神的儿子，就从十字架上下来吧！” 
MAT.27.41	同样，祭司长们也与经文士们和长老们
MAT.27.42	“他救了别人，却不能救自己！他是
MAT.27.43	他依靠神，如果神喜悦他，就让神现在救他吧！因为他说过‘我是神的儿子。’” 
MAT.27.44	与耶稣一起被钉十字架的强盗也同样地责骂他。
MAT.27.45	从中午十二点
MAT.27.46	下午三点左右，耶稣大声呼叫：
MAT.27.47	站在那里的一些人听见了，就说：“这个人在呼唤
MAT.27.48	其中有一个人立刻跑去，拿了海绵蘸满了酸酒，套在芦苇上，要给他喝。 
MAT.27.49	其他的人说：“等着吧，我们看
MAT.27.50	耶稣又大喊一声，就交出了灵魂。 
MAT.27.51	忽然，圣所里的幔子从上到下裂成两半。大地震动，岩石裂开。 
MAT.27.52	坟墓也开了，许多已睡了的圣徒的身体复活了。 
MAT.27.53	耶稣复活以后，他们从坟墓里出来，进了圣城，向许多人显现。
MAT.27.54	百夫长和那些与他一起看守耶稣的人，看见地震和所发生的事，就极其惧怕，说：“这个人真是神的儿子！”
MAT.27.55	那里有许多妇女从远处观看，她们从
MAT.27.56	其中有
MAT.27.57	到了傍晚，来了一个
MAT.27.58	他来到
MAT.27.59	领了耶稣的遗体，用洁白的细麻布裹好， 
MAT.27.60	安放在自己的新墓穴里，这墓穴是他凿在岩石里的。他又滚来一块大石头，堵住墓穴口，就离开了。 
MAT.27.61	的
MAT.27.62	第二天，就是预备日的后一天，祭司长们和
MAT.27.63	说：“大人，我们想起当那个迷惑人的还活着时曾经说过：‘在第三天我要复活。’ 
MAT.27.64	所以，请你下令严密看守那坟墓，一直到第三天，免得他的门徒们
MAT.27.66	于是，他们带着卫兵去，用印封上墓口的
MAT.28.1	过了安息日，在一周的头一天
MAT.28.2	忽然发生了强烈的地震，主的一位天使从天上降下来，上前把那石头
MAT.28.3	他的容貌像闪电，衣服洁白如雪。 
MAT.28.4	看守的卫兵们因怕天使就浑身发抖，变得像死人那样。
MAT.28.5	天使对妇女们说：“你们不要怕！我知道你们是在寻找被钉十字架的耶稣。 
MAT.28.6	他不在这里，因为他已经复活
MAT.28.7	赶快去告诉他的门徒们：‘他从死人中复活了。看哪，他要在你们之前到
MAT.28.8	她们立即离开墓穴，又惧怕，又大大欢喜，跑去告诉耶稣的门徒们。 
MAT.28.9	这时候
MAT.28.10	耶稣对她们说：
MAT.28.11	她们离去的时候，正好有一些卫兵进了城，把所发生的事都报告给祭司长们。 
MAT.28.12	祭司长们就与长老们一起聚集商议，给了士兵们许多银钱， 
MAT.28.13	说：“你们要说：‘他的门徒们夜里来，趁我们睡着的时候，把他偷走了。’ 
MAT.28.14	如果这事被总督听见了，我们会说服他，保证你们无事。” 
MAT.28.15	士兵们收了银钱，就照所指示的去做。于是这说法就流传在
MAT.28.16	十一个门徒往
MAT.28.17	他们看见耶稣，就拜他，不过还有人疑惑。 
MAT.28.18	耶稣前来，对他们说：
MRK.1.1	神的儿子耶稣基督福音的开始
MRK.1.2	正如先知
MRK.1.4	于是
MRK.1.5	全
MRK.1.6	穿的是骆驼毛的衣服
MRK.1.7	他宣讲，说：“在我之后，有一位比我更强有力的要来。我就是弯腰为他解鞋带也不配。 
MRK.1.8	我用水
MRK.1.9	在那些日子里，耶稣从
MRK.1.10	耶稣一从水里上来，就看见诸天裂开了，圣灵好像鸽子降临在他身上。 
MRK.1.11	这时候，有声音从诸天传来，说：
MRK.1.11	“你是我的爱子，
MRK.1.11	我喜悦你。”
MRK.1.12	圣灵立刻催促耶稣到旷野里去。 
MRK.1.13	他在旷野里四十天，受
MRK.1.15	说：
MRK.1.16	耶稣从
MRK.1.17	耶稣就对他们说：
MRK.1.18	他们立刻舍弃渔网，跟从了耶稣。 
MRK.1.19	稍往前走，耶稣看见
MRK.1.20	耶稣随即召唤他们。他们就离开了在船上的父亲
MRK.1.21	他们来到
MRK.1.22	众人对耶稣的教导都惊叹不已，因为他教导他们，就像有权柄的人，不像经文士们。
MRK.1.23	忽然
MRK.1.24	说：“
MRK.1.25	耶稣斥责污灵说：
MRK.1.26	污灵使那个人抽疯，然后大声喊叫着从他里面出来了。
MRK.1.27	结果大家都惊讶不已，彼此谈论说：“这是怎么回事？！一个带有权柄的新的教导！他命令污灵
MRK.1.28	于是耶稣的消息很快地传遍了
MRK.1.29	他们从会堂出来，随即到
MRK.1.30	的岳母正发烧躺着，他们立刻把她的事告诉耶稣。 
MRK.1.31	耶稣上前去，握着她的手，扶她起来，烧就
MRK.1.32	到了傍晚，日落的时候，人们带着所有患病的、有鬼魔附身的，到耶稣那里去。 
MRK.1.33	全城的人都聚集在门前。 
MRK.1.34	耶稣就使许多患有各种疾病的人痊愈，又驱赶了很多鬼魔。他不准鬼魔说话，因为那些鬼魔知道他是谁。
MRK.1.35	大清早，天还没亮，耶稣就起来，走出去，到一个荒僻的地方，在那里祷告。 
MRK.1.36	和那些与他在一起的人去寻找耶稣， 
MRK.1.37	找到了，就对他说：“大家都在找你呢！”
MRK.1.38	耶稣对他们说：
MRK.1.39	于是耶稣在全
MRK.1.40	有一个麻风病人来到耶稣面前，跪下来
MRK.1.41	耶稣动了怜悯之心，就伸出手来摸他，说：
MRK.1.42	麻风病立刻离开他，他就被洁净了。 
MRK.1.43	耶稣当下催他离开，并严厉地告诫他， 
MRK.1.44	说：
MRK.1.45	但那个人一出去，就开始大加宣扬，把这件事传开了，结果耶稣不能再公开进城，只好留在外面荒僻的地方。可是人们还是从各处来到他那里。
MRK.2.1	过了些日子，耶稣又进了
MRK.2.2	许多人就聚集，甚至连门前都没有空处了。于是耶稣就向他们讲道。 
MRK.2.3	这时候，一些人带了一个瘫痪的人来到耶稣那里，是被四个人抬来的； 
MRK.2.4	但由于人多，无法抬到耶稣面前
MRK.2.5	耶稣看见他们的信心，就对瘫痪的人说：
MRK.2.6	可是，有一些经文士坐在那里，心里想： 
MRK.2.7	“这个人怎么这样说话呢？他说亵渎的话！除了神一位之外，谁能赦免罪呢？”
MRK.2.8	耶稣灵里立刻知道他们心里这样想，就对他们说：
MRK.2.10	耶稣就对瘫痪的人说： 
MRK.2.12	那个人就立刻起来，拿起垫子在大家面前出去了。结果大家都惊讶，就荣耀神，说：“我们从来没有见过这样的事。”
MRK.2.13	后来，耶稣又出去，到了
MRK.2.14	耶稣往前走，看见
MRK.2.15	耶稣在
MRK.2.16	有些
MRK.2.17	耶稣听见了，就对他们说：
MRK.2.19	耶稣对他们说：
MRK.2.23	有一次在安息日，耶稣从麦田经过，他的门徒们开始边走边摘麦穗。 
MRK.2.24	有些
MRK.2.25	耶稣对他们说：
MRK.2.27	接着，耶稣对他们说：
MRK.3.1	耶稣又进了会堂。那里有个人，他的一只手枯萎了。 
MRK.3.2	有些人就密切注意耶稣会不会在安息日使那个人痊愈，这是为要控告耶稣。 
MRK.3.3	耶稣对那手枯萎的人说：
MRK.3.4	耶稣问他们：
MRK.3.5	耶稣愤怒地环视他们，又为他们心里刚硬而忧伤，就对那个人说：
MRK.3.6	那些
MRK.3.7	耶稣与他的门徒们退到湖
MRK.3.8	、
MRK.3.9	由于人多，耶稣就吩咐他的门徒为他预备一条小船，免得众人拥挤他。 
MRK.3.10	因为他使许多人痊愈，所以有病痛的人都向他挤过来，想要摸到他。 
MRK.3.11	污灵每当见到耶稣，就俯伏在他面前，喊叫说：“你是神的儿子！” 
MRK.3.12	可是，耶稣严厉地斥责它们不要把他传扬出去。
MRK.3.13	耶稣上了山，召来那些他想要的人，他们就来到他那里。 
MRK.3.14	于是，耶稣委任了十二个人，称他们为使徒
MRK.3.15	又使他们有权柄
MRK.3.16	这样，他委任了十二使徒
MRK.3.17	——耶稣给他们起名叫“
MRK.3.17	这意思是“雷霆之子”；
MRK.3.18	又有
MRK.3.18	激进派
MRK.3.19	还有那出卖耶稣的
MRK.3.20	耶稣进了房子，人群又聚集而来，以致他和门徒们连饭
MRK.3.21	耶稣的亲属听说了，就来制止他，因为有人
MRK.3.22	从
MRK.3.23	耶稣把他们召来，用比喻对他们说：
MRK.3.30	这话是因为他们说：“他有污灵附身。”
MRK.3.31	后来，耶稣的母亲和弟弟们来了，站在外面，派人去叫耶稣。 
MRK.3.32	有一群人正围着耶稣坐着，他们对他说：“看，你母亲和弟弟妹妹们
MRK.3.33	耶稣回答他们，说：
MRK.3.34	他环视坐在他周围的人，说：
MRK.4.1	又一次，耶稣开始在湖
MRK.4.2	耶稣用比喻教导他们很多事，在教导时对他们说： 
MRK.4.9	耶稣说：
MRK.4.10	耶稣独自一人的时候，跟随他的人与十二使徒
MRK.4.11	耶稣对他们说：
MRK.4.13	耶稣对他们说：
MRK.4.21	耶稣又对他们说：
MRK.4.24	耶稣又说：
MRK.4.26	耶稣又说：
MRK.4.30	耶稣又说：
MRK.4.33	耶稣照着他们所能听的，用许多这样的比喻，向他们讲道。 
MRK.4.34	他向众人讲话，没有不用比喻的。可是，他却单独给自己的门徒们解释一切。
MRK.4.35	那天晚上，耶稣对门徒们说：
MRK.4.36	门徒离开众人，耶稣仍然在船上，他们就把他一同带去；也有别的船
MRK.4.37	这时候，起了大风暴，以致波浪打进船里，船几乎灌满了水。 
MRK.4.38	耶稣却在船尾靠着枕头睡着了。门徒们叫醒他，说：“老师！我们没命了，你不管吗？”
MRK.4.39	耶稣就起来，斥责了风，对浪
MRK.4.40	耶稣对门徒们说：
MRK.4.41	门徒们就大为惊恐，彼此说：“这个人究竟是谁？连风和浪也听从他！”
MRK.5.1	他们来到湖
MRK.5.2	耶稣刚下船，就有一个被污灵附身的人，从墓地迎着他来。 
MRK.5.3	这个人住在墓地里，没有人能捆住他，就是用铁链也不行。 
