MAT.1.1	Ba ledre gɨ ro bulúndu bulúndu Kɨ́résịto
MRK.1.32	Nda go kɨ́ tagá
MRK.1.33	Zɨ́ ꞌyị ga bɨ ꞌbɨ gara née yóko royé tụ́ꞌdụ́ tara mbotụ ꞌdị́cị́ bɨ Yésụ nɨ sɨmɨ a ní, 
MRK.1.34	zɨ́a ꞌdíꞌbióyó ṛị́kị́ ndíyá eyé e gɨ royé mbá. Yée ga bɨ kɨ́ dokéké e sɨmɨyé ní, zɨ́a lágaóyó yée gɨ sɨmɨyé mbá, zɨ́a ụ́cụómo dokéké ga gére née ndanɨ́ ódro wá, gɨ zɨ́a owonɨ́ Yésụ bú.
MRK.1.35	Zɨ́ Yésụ áfáne akpa ngúcuné kɨ́ sị́ ndóndó sɨmɨ bɨ bi nɨ aka mbumbumbu ní, ndéréne gɨ cigí ꞌbe re gbála íni ini zɨ́ Lomo. 
MRK.1.36	Zɨ́ Simúna e kɨ́ lafúne e ndéréye gámásóꞌdo wo. 
MRK.1.37	Sɨmɨ bɨ nderé ndikinɨ́ wo ní, zɨ́ye úku ledre zɨ́a kɨ́dí, “Tụ́ꞌdụ́ ꞌyị e nɨyí ndị́sị gámásóꞌdo yị́ị.”
MRK.1.38	Zɨ́a úku ledre zɨ́ye kɨ́dí, “Nderézé aka sɨmɨ ngíti géyị owụ́ gara ga bɨ kpị́ ní, máíli kpá úku bɨlámá ledre ꞌbɨ Lomo zɨ́ ꞌyị ga bɨ íri ní. Gɨ zɨ́a, née moko bɨ máógụ gɨ roa ní.” 
MRK.1.39	Zɨ́ye gámáye sɨmɨ tụ́ꞌdụ́ ngíti géyị owụ́ gara ga bɨ sɨmɨ Galiláya ore ní, kɨ́ úku ledre ꞌbɨ Lomo sɨmɨ ꞌDị́cị́ Kótrụro e, kpá kɨ́ lágaóyó dokéké e gɨ sɨmɨ ꞌyị e ꞌdáꞌba.
MRK.1.40	Zɨ́ ngíti ꞌyị kɨ́ bɨsinyí umbunonó roné ógụné ṇgúṇgú roné zɨ́ Yésụ, kɨ́dí, “Áko, togụ́ utúasá go kacɨ́ komoyị́, ídí yómo máa.”
MRK.1.41	Zɨ́ lerị́ méngị Yésụ, zɨ́a óto sị́lị́ne ro oꞌdo née, zɨ́a úku ledre kɨ́dí, “Máíli go kenée, royị́ eme mu.” 
MRK.1.42	Geré, zɨ́ bɨsinyí umbunonó née ụ́kụ́ne gɨ roa, zɨ́ roa ndáꞌbaógụné bɨlámáne.
MRK.1.43	Zɨ́ Yésụ kásalúgu wo kɨ́ lórụ oꞌbụóꞌbụ kɨ́dí, 
MRK.1.44	“Ndá úku ꞌdódo ledre née zɨ́ ꞌyị e wá. Ídí ndéré zɨ́ ꞌyị ꞌdáná éyị́, zɨ́yị óṇgoónzó bangá íꞌbí mbófo éyị́ kɨ́e zɨ́ Lomo káa zɨ́ bɨ Mụ́sa eké ní, nɨyí geré ówo a kɨ́dí umbunonó
MRK.1.45	Oꞌdo née tonó nda yị́ ené geré úku ledre née zɨ́ ꞌyị e. Gɨ zɨ́ kéyị née, Yésụ utúasá lolụ ndéré sɨmɨ ngíti géyị gara e wá. Ndịsịnɨ́ nda kóo lá do bi bɨ ngárá ꞌyị e ndanɨ́ doa tụ́ꞌdụ́ wá ní. Abú kenée ndotó, tụ́ꞌdụ́ ꞌyị e nɨyí kpá fú ndị́sị ógụ zɨ́a kacɨ́ gara e mɨngúngúcua.
MRK.2.1	Gɨ do kacɨ́ owụ́ sị́lị́ ca, zɨ́ Yésụ ndáꞌbalúgu roné sɨmɨ gara bɨ Kapáranawúma, zɨ́ ꞌyị e úwú ledrea kɨ́dí ndaꞌbaogụ go ꞌbe. 
MRK.2.2	Zɨ́ tụ́ꞌdụ́ ꞌyị e ógụyé, ꞌdúcu ꞌdị́cị́ bɨ nɨ sɨmɨ a ní ndá, kémbị́ bifúó ndaá lolụ wá. Zɨ́a ndị́sịné ꞌdódo ledre ꞌbɨ Lomo zɨ́ye. 
MRK.2.3	Zɨ́ ngíti géyị yaꞌdá e eso (4) ị́mbị́ógụ ngíti mɨgịgị́ṛị́ kɨ́ gbagbara zɨ́a. 
MRK.2.4	Gɨ zɨ́a bɨ bi ndéréógụyé zɨ́ Yésụ íri ndaá gɨ zɨ́ ꞌyị wá ní, zɨ́ye ékị́ye íciphụ́trụ do ꞌdị́cị́ fúó, zɨ́ye ị́mbị́ésị oꞌdo née zɨ́ Yésụ ꞌdị́cị́ íri, kɨ́ káꞌdá nyé kɨ́ gbagbara née. 
MRK.2.5	Sɨmɨ bɨ Yésụ lurú kɨ́dí yaꞌdá ga gére née ṇguṇgunɨ́ ledre ené go ní, zɨ́a úku ledre zɨ́ mɨgịgị́ṛị́ née kɨ́dí, “Owụ́ ꞌbɨ amáa, máótoómo lúyú ledre eyị́ go.”
MRK.2.6	Ngíti géyị ꞌyị ꞌdódo lorụ e nɨyí kóo mɨndị́sịyé kenée ndị́sị sómụ́ ledre kɨ́dí, 
MRK.2.7	“Oꞌdo née uku née kenée ledre ꞌdi? Uku sinyi ledre go. Lomo nɨ dụụ́ ne ꞌyị ótoómo lúyú ledre ꞌbɨ ꞌyị e.”
MRK.2.8	Geré zɨ́ Yésụ ówo sómụ́ ledre eyé, zɨ́a úku ledre zɨ́ye kɨ́dí, “Ndị́sịsé sómụ́ ledre kenée gɨ zɨ́ ꞌdi? 
MRK.2.9	Ledre be ꞌdi nɨ ꞌdiya zɨ́ma gáa úku a zɨ́ oꞌdo née, ‘Máótoómo lúyú ledre eyị́ go, togụ́ ị́nyịógụ mu, ꞌdíꞌbi sáka eyị́ zɨ́yị ndáꞌbayị́ ꞌbe’? 
MRK.2.10	Máíli ídísé ówo a kɨ́dí, máa Owụ́ ꞌbɨ ꞌYịmaꞌdí, mááyí kɨ́ rokoꞌbụ gɨ ro ótoómo lúyú ledre ꞌbɨ ꞌyịmaꞌdí e kɨ́e do sogo káṇgá ba.” Zɨ́a óyó komoné úku ledre zɨ́ mɨgịgị́ṛị́ née kɨ́dí, 
MRK.2.11	“Ị́nyịógụ mu, ꞌdíꞌbi sáka eyị́ mu zɨ́yị ndáꞌbayị́ ꞌbe.”
MRK.2.12	Zɨ́ oꞌdo née ị́nyịógụné tɨ́ do komoyé née, ꞌdíꞌbi sáka ené, yóó do ndáꞌbané ꞌbe. Zɨ́ tara ꞌyị ga bɨ kóo ore ní ị́drị́ye mbá mɨị́drị́, zɨ́ye ndị́sịyé úku ledre kɨ́dí, “Mbófo éyị́ zɨ́ Lomo. Tɨ́ bɨ ndịsịzé ona ní, lurúzé aka ledre káa zɨ́ wo ba kú wá.”
MRK.2.13	Zɨ́ Yésụ kpá ndáꞌba ándá roné do gbúṛóngó mɨkavu Galiláya, zɨ́ tụ́ꞌdụ́ ꞌyị e ógụyé zɨ́a, zɨ́a ndị́sịné ꞌdódo ledre zɨ́ye. 
MRK.2.14	Zɨ́a ndéréókpóne gɨ ore, zɨ́a lúrúndíki ꞌyị ꞌdóꞌdụ́ ụsórụ
MRK.2.15	Kɨ́ tagá a née zɨ́ Lévị yéme éyị́ mɨánu zɨ́ Yésụ kɨ́ ꞌyị lódụ́ kacɨ́ne e. Zɨ́ tụ́ꞌdụ́ ngíti géyị ꞌyị ꞌdóꞌdụ́ ụsórụ kpá ógụyé íri kɨ́ ngíti géyị ꞌyị lúyú ledre e gɨ zɨ́a nɨyí nda kóo go mbá ꞌyị lódụ́ kacɨ́ Yésụ. 
MRK.2.16	Sɨmɨ bɨ ꞌyị ꞌdódo lorụ e ga bɨ Farụsáyo e
MRK.2.17	Sɨmɨ bɨ Yésụ uwú ledre née kenée ní, zɨ́a úku ledre zɨ́ye kɨ́dí, “ꞌYị ga bɨ ndanɨ́ ꞌyị ndíyá e wá ní, nderénɨ́ eyé lengbe zɨ́ dokotóro e wá, dụụ́ ꞌyị ndíyá e. Máógụ amá gɨ ro bɨlámá ꞌyị e wá, yị́ ené gɨ ro ꞌyị lúyú ledre e.”
MRK.2.18	ꞌYị ga bɨ ndịsịnɨ́ lódụ́ kacɨ́ Yiwáni ní, kɨ́ Farụsáyo e ndịsịnɨ́ lengbe órụ́ éyị́. Zɨ́ ngíti géyị ꞌyị e ndúꞌyú Yésụ kɨ́dí, “Mongụ́ ꞌyị, ꞌyị lódụ́ kacɨ́ Yiwáni e kɨ́ Farụsáyo e nɨyí go órụ́ éyị́, sara ꞌyị eyị́ e orụ́nɨ́ ꞌbɨ eyé éyị́ wá gɨ zɨ́ ꞌdi?”
MRK.2.19	Zɨ́ Yésụ úkulúgu ledre zɨ́ye kɨ́dí, “ꞌYị ga bɨ ogụnɨ́ ꞌdị́yịóto mɨkánda kára ní, nɨyí ndị́sị ꞌbú lárá a káa be ꞌdi bɨ mɨkánda adrúgu nɨ kɨ́ye ore ní? Utúasánɨ́ ndị́sị ꞌbú wá. 
MRK.2.20	Sịndị́ kadra nɨ ógụ, do ꞌdíꞌbióyó mɨkánda adrúgu née gɨ zɨ́ye, née go sịndị́ kadra bɨ zɨ́ye órụ́ éyị́ ní.
MRK.2.21	“Utúasá zɨ́ ꞌyị ị́cị́ꞌdụ́tụ uṇgú bɨ ro kuṛú bongó ní, kɨ́ tara mɨkánda bongó wá. Mɨkánda bongó née, nɨ lálalófo kuṛú a née fúó, zɨ́ uṇgú née nda áyané rómo wo bɨ ꞌdáꞌdá ní. 
MRK.2.22	Utúasá kpá do lótó mɨkánda leꞌyị́ kóṛó sɨmɨ kuṛú ndoko wá, gɨ zɨ́a mɨkánda leꞌyị́ née nɨ ụ́ꞌbụ kɨ́ cóngó roné, zɨ́a lóko kuṛú ndoko née gburá, zɨ́ leꞌyị́ kɨ́ ndoko née sị́nyị́ye gbrengárá. Bɨlámá a, idínɨ́ lótó mɨkánda leꞌyị́ sɨmɨ mɨkánda ndoko ené kpị́.”
MRK.2.23	Kadra kị́éꞌdo sɨmɨ ngíti Sị́lị́ ꞌbɨ ꞌDówụ́ro, zɨ́ Yésụ ị́nyịyé kɨ́ ꞌyị lódụ́ kacɨ́ne e ndéréye kpụrụ́ gɨ sɨmɨ ngíti yáká kére, zɨ́ ꞌyị lódụ́ kacɨ́ga ga gére née tónóye lófo ngorụ kére, kɨ́ ánu a. 
MRK.2.24	Zɨ́ Farụsáyo e úku ledre zɨ́a kɨ́dí, “Mongụ́ ꞌyị, éyị́ bɨ ꞌyị eyị́ e ndịsịnɨ́ méngị moko sɨmɨ Sị́lị́ ꞌbɨ ꞌDówụ́ro bɨ ngárá ndaá sị́lị́ ꞌbɨ moko wá ní gɨ zɨ́a ní ꞌdi?”
MRK.2.25	Zɨ́ Yésụ úkulúgu ledre zɨ́ye kɨ́dí, “Ólosé esé ledre bɨ kóo Dawídi mengị sɨmɨ sịndị́ kadra bɨ kóo ꞌbú mengị yée kɨ́ ꞌyị ené mɨméngị ní wá? 
MRK.2.26	Kóo sɨmɨ sịndị́ ꞌbɨ Abiyatára mongụ́ ꞌyị ꞌdáná éyị́
MRK.2.27	Zɨ́ Yésụ úku ledre zɨ́ye kɨ́dí, “Sị́lị́ ꞌbɨ ꞌDówụ́ro nɨ gɨ ro ꞌyịmaꞌdí e, ndaá ꞌbɨ ené ꞌyịmaꞌdí e gɨ ro Sị́lị́ ꞌbɨ ꞌDówụ́ro wá. 
MRK.2.28	Owụ́ ꞌbɨ ꞌYịmaꞌdí, nɨ Ngére do Sị́lị́ ꞌbɨ ꞌDówụ́ro.”
MRK.3.1	Sɨmɨ ngíti Sị́lị́ ꞌbɨ ꞌDówụ́ro, zɨ́ Yésụ ólụ́ne sɨmɨ ꞌDị́cị́ Kótrụro, ngíti oꞌdo nɨ kóo ore, kɨ́ umbusị́lị́ne. 
MRK.3.2	Zɨ́ ngíti géyị Farụsáyo e ndị́sịyé lúrú bi togụ́ Yésụ yéme sị́lị́ oꞌdo née go sɨmɨ Sị́lị́ ꞌbɨ ꞌDówụ́ro yá, zɨ́ye íꞌbí ngbángá a zɨ́ mɨngburoko ꞌyị e. 
MRK.3.3	Zɨ́ Yésụ úku ledre zɨ́ oꞌdo née kɨ́dí, “Ị́nyịógụ mu tóro ꞌdága do komo ꞌyị ga ba.”
MRK.3.4	Zɨ́ Yésụ ndúꞌyú Farụsáyo ga gére ní, “Ledre be ꞌdi nɨ mɨútúásá do méngị a sɨmɨ Sị́lị́ ꞌbɨ ꞌDówụ́ro. Méngị bɨlámá ledre káa zɨ́ sáká ꞌyị? Togụ́ méngị bɨsinyí ledre káa zɨ́ úfu ꞌyị?” Ukulugunɨ́ ledre mbá wá.
MRK.3.5	Zɨ́a lúrú yée, zɨ́ bi sínyíne roa, zɨ́a ídíne kpá kɨ́ mongụ́ sómụ́ ledre, gɨ zɨ́a bɨ doyé orụ mɨórụ ní. Zɨ́a úku ledre zɨ́ oꞌdo née kɨ́dí, “ꞌDózo sị́lị́yị née mu mbị́.” Zɨ́a ꞌdózo a, zɨ́ sị́lị́a ndáꞌbaógụné bɨlámáne. 
MRK.3.6	Zɨ́ Farụsáyo ga gére née ị́nyịyé, ndéréye kótrụ royé kɨ́ mɨngburoko ꞌyị ga bɨ ꞌbɨ Eróde e ní yéme mɨsómụ́ ledre gɨ ro úfu Yésụ.
MRK.3.7	Zɨ́ Yésụ ị́nyịyé kɨ́ ꞌyị lódụ́ kacɨ́ne e ndéréye do gbúṛóngó mɨkavu Galiláya. Zɨ́ tụ́ꞌdụ́ ꞌyị e gɨ sɨmɨ káṇgá bɨ Galiláya ní lódụ́ wo íri. 
MRK.3.8	Sɨmɨ bɨ ꞌyị e uwúnɨ́ ledre ga bɨ ndịsị méngị yée ní, zɨ́ ngíti géyị ị́nyịyé gɨ sɨmɨ Yerụsaléma kɨ́ káṇgá ga bɨ Yụdáya kɨ́ Ịdụmáya, nda kɨ́ ngíti géyị ị́rịgbére ga bɨ sága Yeredéne kɨ́ gara bɨ Táyire, kɨ́ Sidóna ní ógụyé zɨ́a. 
MRK.3.9	Gɨ zɨ́a bɨ, ꞌyị máa ga gére née ofụnɨ́ nda go ní, zɨ́a úku ledre zɨ́ ꞌyị lódụ́ kacɨ́ne e yémeómo ngíti owụ́ kuṛúngba nzíyiné zɨ́ne ndị́sịné sɨmɨ a gɨ zɨ́ bi kɨ́ ídíne royé ndá ke. 
MRK.3.10	Zɨ́a sị́kpị tụ́ꞌdụ́ ꞌyị e gɨ do ndíyá eyé e. Zɨ́ ngíti géyị ꞌyị ndíyá e ndị́sị kɨ́ ị́trị́ royé gɨ ro ógụyé gbóo ro Yésụ, gɨ ro óto sị́lị́ye roa. 
MRK.3.11	Sɨmɨ bɨ bɨcayi lomo e lurúndikinɨ́ wo ní, zɨ́ye ndị́sị útúye bi kóꞌdụ́ Yésụ gbúrógbóye ꞌdága kɨ́dí, “Áyí Owụ́ ꞌbɨ Lomo.” 
MRK.3.12	Zɨ́ Yésụ lórụ yée kɨ́dí, ndanɨ́ úku ꞌdódo ledrené zɨ́ ꞌyị e wá.
MRK.3.13	Zɨ́ Yésụ ékị́ne do landa, zɨ́a ndólo ꞌyị ga bɨ ili yée ní, 
MRK.3.14	zɨ́a géléógụ yaꞌdá e sokó doa gbre (12), káa do ꞌyịmɨkása ené e
MRK.3.15	kpá gɨ ro zɨ́ye ídíye kɨ́ rokoꞌbụ do dokéké e gɨ ro ndị́sị lágaóyó yée kɨ́e. 
MRK.3.16	Ba ịrị ꞌyị ga bɨ gelé yée sokó doa gbre ní. Simúna, wo bɨ Yésụ íꞌbí ngíti ịrị zɨ́a, “Pétero” ní, 
MRK.3.17	nda Yakóbo e kɨ́ lúnduné Yiwáni, owụ́ ꞌbɨ Zebedị́ya e. Née yée ga bɨ kóo Yésụ ịfị́ ịrịyé kɨ́dí, “Owụ́ Rará e” ní, 
MRK.3.18	Nda Andiríya, Phị́lịpo, Batilimáyo, Matáyo, Tóma, Yakóbo wotị́ Alafáyo, Tadéyo, Simúna Zíloto
MRK.3.19	nda kɨ́ Yụ́da Keriyóta, bɨ íꞌbí ngbángá Yésụ ní.
MRK.3.20	Zɨ́ Yésụ ndáꞌbayé ꞌbe, zɨ́ tụ́ꞌdụ́ ꞌyị e kpá yóko royé, bi ánu éyị́ ndaá lolụ zɨ́a kɨ́ ꞌyị lódụ́ kacɨ́ne e wá. 
MRK.3.21	Sɨmɨ bɨ ꞌyị ené e uwúnɨ́ ledre a ní, zɨ́ye ị́nyịyé ndéréye gɨ ro ꞌdíꞌbilúgu wo, gɨ zɨ́a, ukunɨ́ go ya, “Sɨmɨ doa sinyí go mɨsínyí.”
MRK.3.22	Ngíti géyị ꞌyị ꞌdódo lorụ ga bɨ ogụnɨ́ gɨ sɨmɨ Yerụsaléma ní, ukunɨ́ ꞌbɨ eyé kɨ́dí, “Yésụ nɨ kɨ́ Belezabụ́bụ sɨmɨné. Iꞌbí cóngó ro zɨ́a ne, zɨ́a ndị́sịné lágaóyó dokéké e kɨ́e.”
MRK.3.23	Zɨ́ Yésụ ndólo yée, úku ledre zɨ́ye sɨmɨ muruwayi kɨ́dí, “Satána nɨ kpá ndị́sị lágaóyó Satána ꞌdáꞌba? 
MRK.3.24	Togụ́ ꞌyị ꞌbɨ ngére ndịsịnɨ́ méngị okó dengbị́ye yá, káṇgá ꞌbɨ ngére née toroyeme roné wá. 
MRK.3.25	Kpá kenée togụ́ sụmụ e ifinɨ́ royé, ndị́sị méngị okó akpa dengbị́ye yá, ꞌbe ꞌbɨ eyé née toroyeme roné wá. 
MRK.3.26	Togụ́ Satána ndịsị nda go méngị okó akpa kɨ́ ꞌyị ené e ní, nɨyí nda ndị́sị méngị moko ené káa be ꞌdi? Rokoꞌbụ a nɨ ụ́kụ́. 
MRK.3.27	ꞌYị utúasá ólụ́ ꞌdị́cị́ ꞌbɨ mongụ́ ngére, ngáka éyị́ ené e wá, ꞌbúó togụ́ odóụtụ ngére née kí, nɨ nda fú ngáka éyị́ ené e gɨ ꞌdị́cị́ ndéré kɨ́e.
MRK.3.28	“Máúku zɨ́se maꞌdíi, Lomo nɨ ótoómo mɨlúyú ledre ꞌbɨ ꞌyị e, kɨ́ ledre ga bɨ ndịsịnɨ́ úku sínyi yée ní mbá. 
MRK.3.29	Togụ́ ꞌyị uku sinyi ledre gɨ do bɨ ꞌDówụ́ Lomo yá, Lomo otoomo ledre zɨ́a kú wá, gɨ zɨ́a mengị née go bɨsinyí ledre bɨ ngárá utúasá ụ́kụ́ kú wá ní.” 
MRK.3.30	Yésụ uku ledre née kenée, gɨ zɨ́a bɨ ꞌyị ꞌdódo lorụ ga gére née ukunɨ́ ledre kɨ́dí, “Nɨ kɨ́ bɨcayi lomo sɨmɨné ní.”
MRK.3.31	Zɨ́ mbágá Yésụ kɨ́ lúnduga ndéréógụyé do bi bɨ nɨ doa ní, zɨ́ye tóroyé cịkị sága, kákasa ꞌdị́cị́ íri ndóloógụ wo zɨ́ye. 
MRK.3.32	Zɨ́ tụ́ꞌdụ́ ꞌyị ga bɨ gbaá cigí Yésụ ní úku ledre zɨ́a kɨ́dí, “Mongụ́ ꞌyị, mbágáyị kɨ́ lúnduyị́ e nɨyí ndólo yị́ị sága ꞌdáa.”
MRK.3.33	Zɨ́ Yésụ ndúꞌyú yée kɨ́dí, “Mbágáma e kɨ́ lúndumá e ꞌbe náambi e?”
MRK.3.34	Zɨ́a lúrú ꞌyị ga bɨ nɨyí mɨndị́sịyé cigíne gbaá ba, zɨ́a úku ledre kɨ́dí, “Ga bɨ nɨyí ndị́sị ba, mbágáma e kɨ́ lúndumá e. 
MRK.3.35	ꞌYị ga bɨ ndịsịnɨ́ méngị ledre ga bɨ Lomo ili yée ní, nɨyí ye lúndumá e lémịmá e kɨ́ mbágáma e.”
MRK.4.1	Sɨmɨ ngíti sịndị́ kadra zɨ́ Yésụ kpá ndéréne ndị́sị ꞌdódo ledre zɨ́ ꞌyị e do gbúṛóngó mɨkavu Galiláya. Zɨ́ tụ́ꞌdụ́ ꞌyị e yóko royé cigí a gbaá. Zɨ́a ékị́ ndị́sịné sɨmɨ kuṛúngba ndị́sị ꞌdódokása ledre zɨ́ye.
MRK.4.2	ꞌDódo tụ́ꞌdụ́ ledre e zɨ́ye sɨmɨ muruwayi kɨ́dí, 
MRK.4.3	“Úwúsé aka ledre ba, ngíti oꞌdo nderé kóo óyụ kúfú ené. 
MRK.4.4	Sɨmɨ bɨ ndịsị óyụ kúfú ní, zɨ́ ngíti géyị útúye do mɨsiꞌdi, zɨ́ solụ́ e ógụyé lágá yée. 
MRK.4.5	Ngíti géyị utúnɨ́ ꞌbɨ eyé do gbụ́gbụ́rụ́ kɨ́ꞌdí bɨ káṇgá ndaá ꞌbeꞌbeꞌde ore wá ní. Zɨ́ye ụ́tụyé ꞌdiya gɨ zɨ́a cíyíye olụ́ ené sɨmɨ káṇgá mbị́ wá. 
MRK.4.6	Sɨmɨ bɨ bɨrará kadra suwu kɨ́ngaya ní, zɨ́ye áꞌdáye gɨ zɨ́a cíyíye ndaá sɨmɨ káṇgá mbị́ wá, zɨ́ye gágáye rúfú. 
MRK.4.7	Ngíti géyị kúfú utú ꞌbɨ ené do bɨ kɨ́ kị́nị e doné ní. Sɨmɨ bɨ ụtụ ní, ngboró yeme roné wá gɨ zɨ́a kị́nị olụ́ịndị́ yị́ ené nda ꞌdụ́tụ bi ngbóró gɨ zɨ́a mbá. 
MRK.4.8	Ngíti a utú ꞌbɨ ené sɨmɨ ngomụ káṇgá, zɨ́a ánáne bɨlámáne kɨ́ngaya. Gɨ sɨmɨ ngíti bi mị́ngị́ yáká owo kongụ kị́éꞌdo doa sokó, gɨ sɨmɨ ngíti a ꞌbɨ ené kongụ ota. Zɨ́a ówo gɨ sɨmɨ ngíti a kongụ ịnyị.”
MRK.4.9	Zɨ́ Yésụ úku ledre kɨ́dí, “ꞌYị bɨ mbílía uwú ledre bú ní, idí úwú ledre née.”
MRK.4.10	Sɨmɨ bɨ Yésụ nɨ nda go ngúcuné ní, zɨ́ ꞌyịmɨkása ené e kɨ́ ngíti géyị ꞌyị lódụ́ kacɨ́ga ndúꞌyú wo kɨ́dí, “Mongụ́ ꞌyị, ledre ꞌbɨé gɨ sɨmɨ muruwayi gána ní káa be ꞌdi?”
MRK.4.11	Zɨ́a úku ledre zɨ́ye kɨ́dí, “Mááyí ba go ꞌdódo a zɨ́se. Togụ́ zɨ́ ngíti géyị ꞌyị e yá, mááyí ꞌdódo a zɨ́ye sɨmɨ muruwayi, 
MRK.4.12	gɨ ro
MRK.4.12	“ ‘nɨyí lúrú éyị́ ga bɨ mándị́sị méngị yée ní, utúasá esé ówoyéme a wá,
MRK.4.12	zɨ́ye ndị́sịyé úwú ledre ga bɨ mááyí ndị́sị úku yée ní utúasá ené ólụ́ sɨmɨ dosé wá
MRK.4.12	Idí oyóloꞌbónɨ́ mɨsómụ́ ledre eyé ba bo, káa bɨ Lomo otoomo mɨlúyú ledre eyé go.’
MRK.4.13	Zɨ́a kpá úku ledre zɨ́ye kɨ́dí, “Ówosé esé ini ledre gɨ sɨmɨ muruwayi née fú lá wá? Ásé nda ówoyéme ngíti géyị muruwayi ga bɨ mááyí úku yée ní káa be ꞌdi? 
MRK.4.14	Kúrú Lomo nɨ káa zɨ́ kúfú bɨ ndịsịnɨ́ óyụ a yáká ní. 
MRK.4.15	Ngíti géyị ꞌyị e nɨyí ꞌbɨ eyé káa zɨ́ kúfú bɨ utú do mɨsiꞌdi ní. Nɨyí úwú kúrú Lomo ꞌdiya, luꞌbú kpá wá, geré zɨ́ Satána ógụné ꞌdíꞌbióyó a gɨ sɨmɨyé. 
MRK.4.16	Ngíti géyị ꞌyị e nɨyí ꞌbɨ eyé káa zɨ́ landa ní. Nɨyí úwú kúrú Lomo zɨ́ye ídíye ꞌdiya kɨ́ rokinyi. 
MRK.4.17	Nda gɨ zɨ́a bɨ cíyí ledre maꞌdáa ndaá sɨmɨyé wá ní, geré zɨ́ye ótoómo a gɨ zɨ́ ꞌdoꞌdó bɨ ndiki yée go ní. 
MRK.4.18	Ngíti géyị nɨyí ꞌbɨ eyé káa zɨ́ kúfú bɨ utú dongará kị́nị ní, 
MRK.4.19	nda gɨ zɨ́ sómụ́ ledre éyị́ ga bɨ ꞌbɨ sága, zɨ́ye ndị́sịyé óto ꞌbúye kɨ́ngaya ní, zɨ́ ꞌbú ledre ꞌbɨ Lomo nda ụ́kụ́ne gɨ doyé, utúasánɨ́ eyé lolụ áná bɨlámá mɨánáye wá. 
MRK.4.20	Ngíti géyị ꞌyị e nɨyí ꞌbɨ eyé káa zɨ́ ngomụ káṇgá ní. Sɨmɨ bɨ úwú kúrú Lomo ní, zɨ́ye ṇgúṇgu a, zɨ́ sómụ́ ledre eyé óyólóꞌbó roné bɨlámáne, zɨ́ye ꞌdíꞌbi a, zɨ́ye ndị́sịyé méngị ledre ga bɨ Lomo ili ní, zɨ́ mɨméngị ledre eyé ídíne bɨlámáne káa zɨ́ kúfú bɨ anáogụ kongụ kị́éꞌdo doa sokó (30), kongụ ota (60) nda kɨ́ yée ga bɨ anáogụnɨ́ kongụ ịnyị (100) ní.”
MRK.4.21	Zɨ́ Yésụ kpá úku ngíti ledre zɨ́ye kɨ́dí, “ꞌYị ụndụoto phoꞌdụ bú ꞌdị́cị́ kacɨ́ne, zɨ́a lóꞌbụꞌdụ́tụ a sị́ pheṛé, togụ́ sị́ ṛangba? Nɨ óto phoꞌdụ née do nyárá bi. 
MRK.4.22	Gɨ ro zɨ́ éyị́ ga bɨ sɨmɨ mɨtụlụrụ ní, ídíye mbá do nyárá bi. Gba ledre ga bɨ nɨyí mɨótoécịyé ní do ówo yée mbá. 
MRK.4.23	ꞌYị bɨ mbílía úwú ledre bú ní, idí úwú ledre née.”
MRK.4.24	Zɨ́a kpá úku ledre kɨ́dí, “Ídísé óto ledre ga bɨ úwúsé yée née sɨmɨ dosé. Mɨsiꞌdi bɨ ndị́sịsé méngị ꞌyị e kɨ́e ní, nɨ ídí kpá ne mɨsiꞌdi bɨ do méngịsé e kɨ́e nda za kɨ́ngaya ní. 
MRK.4.25	ꞌYị bɨ nɨ kɨ́ éyị́ e zɨ́ne ní, nɨyí íꞌbí yata a zɨ́a nda za kɨ́ngaya. ꞌYị máa wo bɨ ngárá éyị́ eyenɨ́ zɨ́a wá ní, abú wo bɨ zɨ́a cúkuꞌdée née nɨyí ꞌdíꞌbióyó a gɨ zɨ́a kpụ́rụ́ ꞌdáꞌba.”
MRK.4.26	Zɨ́ Yésụ úku ngíti muruwayi kɨ́dí, “Ledre gɨ ro ꞌbe ꞌbɨ Lomo káa zɨ́ ꞌyị bɨ oyụ kúfú yáká ní. 
MRK.4.27	Kɨ́ kadra kɨ́ ndụlụ mbá togụ́ nɨ ꞌdúꞌdu togụ́ nɨ mbú dilá yá, kúfú ga bɨ oyụ yée ní nɨyí ụ́tụ zɨ́ye ngbóróye abú owo wá. 
MRK.4.28	Káṇgá ndịsị íꞌbí éyị́ mɨánu zɨ́ye lá dụụ́ ne, zɨ́ye ngbóróye kɨ́e, aka kókó sịndị́ye, nda gɨrí zɨ́ye ngbóróye, zɨ́ye gbóṛụ́ye, nda geré go mɨánáye. 
MRK.4.29	Nda sɨmɨ bɨ kére nɨ go nzíyiné gɨ ro óṇgó a ní, zɨ́a nda tónóne óṇgo a.”
MRK.4.30	Zɨ́ Yésụ kpá úku ngíti muruwayi zɨ́ye kɨ́dí, “Mááyí ótoásá ledre gɨ ro ꞌbe ꞌbɨ Lomo ꞌdáa ní kɨ́ ꞌdi? Muruwayi bɨ nɨ útúásá kɨ́e ní wo be ꞌdi? 
MRK.4.31	Nɨ káa zɨ́ kúfú musɨtáda ní. Gɨ zɨ́a nɨ kúfú bɨ nɨ nzéré kɨ́ngaya ní. 
