MAT.1.1	LIOAR Sheeloghe Yeesey Creest, Mac Ghavid, Mac Abraham.
MAT.12.19	Cha jean e streeu, ny cheaney chamoo chlinnys annane erbee e choraa ayns ny straadjyn.
MAT.12.20	Cuirtlagh vroojit cha jean e y vrishey, as lieen vees jaagh jeh, cha jean e y vooghey, derrey ver e magh briwnys lesh barriaght.
MAT.12.21	As ayns yn ennym echey, nee ny Ashoonyn quaagh treshteil.
MAT.12.22	¶ Eishtagh hoie ad kiongoyrt rish dooinney va drogh spyrryd ayn, as ve doall as balloo: as lhaanee e e, ayns wheesh as dy ren eshyn va doall as balloo chammah loart as fakin.
MAT.12.23	As ghow ooilley’n pobble yyndyss, as doort ad, Nagh nee shoh mac Ghavid?
MAT.12.24	Agh tra cheayl ny Phariseyn jeh, doort ad, Cha vel e shoh tilgey magh drogh spyrrydyn, agh liorish Beelzebub, prince ny drogh spyrrydyn.
MAT.12.25	As va fys ec Yeesey er ny smooinaghtyn oc, as doort e roo, Ta dy chooilley reeriaght ta girree magh ny oi hene er ny choyrt mou; as cha vod ard‐valley ny thie erbee ta girree magh ny oi hene, shassoo.
MAT.12.26	As my ta’n Jouyl tilgey magh Jouyl, te girree magh ny oi hene, kys eisht oddys y reeriaght echey shassoo.
MAT.12.27	As my ta mish liorish Beelzebub tilgey magh drogh spyrrydyn, quoi liorish ta nyn gloan hene dyn dilgey ad magh? adsyn er‐y‐fa shen vees ny briwnyn eu.
MAT.12.28	Agh my ta mish geyrt magh drogh spyrrydyn liorish spyrryd Yee, eisht ta reeriaght Yee erjeet hiu.
MAT.12.29	Er nonney kys oddys peccagh goll stiagh ayns thie dooinney lajer, as e chooid y ghoal liorish roosteraght, mannagh gainle e hoshiaght yn dooinney lajer? as eisht nee e e hie y roostey.
MAT.12.30	Eshyn nagh vel liam, te m’oi; as eshyn nagh vel chymsaghey marym, te skeylley.
MAT.12.31	¶ Shen‐y‐fa ta mee gra riu, Bee dy chooilley pheccah as raa mollaghtagh er ny leih da deney; agh goan mollaghtagh noi’n spyrryd noo cha bee er nyn leih da deney.
MAT.12.32	As quoi‐erbee loarys fockle noi yn mac dooinney, bee eh er ny leih da: agh quoi erbee loarys noi yn spyrryd noo, cha bee eh er ny leih da, edyr ayns y teihl shoh, ny ayns y teihl ta ry heet.
MAT.12.33	Edyr jean‐jee yn billey mie, as e vess mie; er nonney jean‐jee yn billey olk, as e vess olk: son liorish e vess, ta enney er ny choyrt er y villey.
MAT.12.34	O heeloghe dy ard‐nieughyn, kys oddys shiuish, ta olk, reddyn mie y loart? son magh veih stoyr y chree, ta’n beeal loart.
MAT.12.35	Ta dooinney mie ass stoyr mie yn chree echey, cur magh reddyn mie; as drogh ghooinney ass y drogh stoyr cur magh drogh reddyn.
MAT.12.36	Agh ta mee gra riu, dy chooilley ockle niau‐chooie nee deney y loart, dy der ad coontey er y hon, ec laa ny briwnys.
MAT.12.37	Son liorish dty ghoan vees oo er dy heyrey, as liorish dty ghoan vees oo er dy gheyrey.
MAT.12.38	¶ Eisht dreggyr shartance jeh ny scruderyn as jeh ny Phariseyn, gra, Vainshter, baillin courey y akin woid.
MAT.12.39	Agh dreggyr eshyn, as doort e roo, she sheeloghe olk as mardyragh ta shirrey cowrey, as cha bee cowrey erbee er ny chur daue, agh cowrey yn phadeyr Jonas.
MAT.12.40	Son ’naght myr va Jonas tree laa as tree niyghyn ayns bolg y whale: myr shen bee mac y dooinney tree laa as tree niyghyn ayns cree’n tallooin.
MAT.12.41	Nee deney Nineveh girree seose ayns briwnys, as y cheeloghe shoh y gheyrey, er‐yn oyr, dy ghow ad arrys ec preacheil Jonas, as cur‐my-ner, ta fer smoo ny Jonas ayns shoh.
MAT.12.42	Nee ben‐rein y jass girree seose ayns briwnys noi yn cheeloghe shoh, as ad y gheyrey: son haink ish veih ny ardjyn sodjey er y talloo, dy eashtagh rish creenaght Solomon, as cur‐my‐ner ta fer smoo ny Solomon ayns shoh.
MAT.12.43	Tra ta’n spyrryd niau‐ghlen er gholl ass dooinney, te shooyl trooid ynnydyn chyrmey, shirrey fea, as cha vel e dy gheddyn eh.
MAT.12.44	Eishtagh te gra, Chyndaa‐ym gys my hie, ass haink mee, as tra te cheet, te dy gheddyn eh follym, sceabit as soit magh dy stoamey.
MAT.12.45	Eisht te goll, as cur lesh marish shiaght spyrrydyn elley ta ny smessey ny e hene, as ta’d goll stiagh as vaghey ayns shen: as ta’n jerrey ny smessey da’n dooinney shen ny’n toshiaght, As shoh myr nee eh taghert da’n drogh heeloghe shoh.
MAT.12.46	¶ Choud as ve foast loart rish y pobble, cur‐my‐ner va e voir as e vraaraghyn nyn shassoo mooie, shirrey loart rish.
MAT.12.47	Eishtagh doort fer rish, Cur‐my‐ner ta dty voir as dty vraaraghyn nyn shassoo mooie, as ta’d booiaght loart rhyt.
MAT.12.48	Agh dreggyr eshyn yn fer dinsh shoh da, gra, Quoi my voir? as quoi my vraaraghyn?
MAT.12.49	As heeyn e magh e laue, hucsyn va sheer geyrt er, as doort e, Cur‐my‐ner my voir as my vraaraghyn.
MAT.12.50	Son quoi‐erbee nee aigney my ayr t’ayns niau, e shen my vraar as my huyr as my voir.
MAT.13.1	YN laa keddyn hie Yeesey magh ass y thie, as hoie e sheese rish oirr ny marrey.
MAT.13.2	As va earrooyn moarrey dy leih er nyn jaglym cooidjagh huggey myr shen dy jagh e seose ayns long, as hoie e, as va ooilley’n pobble nyn shassoo er y traie.
MAT.13.3	As loar e ymmodee dy reddyn roo ayns coraaghyn dorraghey, gra, Cur‐my‐ner hie corryder magh dy chuirr.
MAT.13.4	As myr ve cuirr, huit part jeh’n rass rish oirr y raad as haink ny eeanlee as die ad seose eh.
MAT.13.5	Huit part ayns ynnydyn claghagh, raad nagh row cooid‐woar dy ooir echey, as chelleeragh daase eh, er‐y‐fa nagh row divnit tallooin echey.
MAT.13.6	As ghow niart ny greiney yn soo ass, as er-yn‐oyr nagh row eh er ghoal fraue, hie eh naardey.
MAT.13.7	As huit part mastey drinyn; as daase ny drinyn seose as hoght ad eh.
MAT.13.8	Agh huit cooid elley jeh ayns talloo mie, as dymmyrk eh mess, part keead filley, part three feed filley, as part jeih fillaghyn as feed.
MAT.13.9	Eshyn ta cleashyn echey dy chlashtyn, lig e clashtyn.
MAT.13.10	As haink y vooinjer va sheer geyrt er, as doort ad rish, Cren fa t’ow loart roo ayns coraaghyn dorraghey?
MAT.13.11	Dreggyr eshyn as doort e roo, Er‐yn‐oyr dy vel eh er ny choyrt dwish folliaghtyn reeriaght niau y hoiggal, agh dauesyn cha vel eh er ny choyrt.
MAT.13.12	Son quoi‐erbee ta echey, dashyn vees er ny choyrt as bee towse smoo echey: agh quoi‐erbee nagh vel echey, veihsyn vees, shen ny ta echey, er ny ghoal er sooyl.
MAT.13.13	Shen‐y‐fa ta mee loart roo ayns coraaghyn dorraghey; er‐yn‐oyr fakin, nagh vel ad fakin, as clashtyn nagh vel ad clashtyn, cha‐moo ta’d toiggal.
MAT.13.14	As ayndoosyn ta cooilleenit phaderys Esaias, ta gra, Liorish clashtyn nee shiu clashtyn, as cha jean shiu toiggal, as fakin, nee shiu fakin, as cha gronnee shiu.
MAT.13.15	Son ta cree yn pobble shoh er naase roauyr, as ta ny cleashyn oc moall dy chlashtyn, as ny sooyllyn oc, ta’d er neigh, er aggle dy vaikagh ad lesh nyn sooyllyn, as dy glinnagh ad lesh nyn gleashyn, as dy doiggagh ad lesh nyn gree, as dy beagh ad er nyn jyndaa, as dy jinnin ad y leihys.
MAT.13.16	Agh bannit ta ny sooyllyn eavish, son ta’d fakin, as ny cleashyn eu, son tad clashtyn.
MAT.13.17	Son dy firrinagh ta mee gra riu, dy vel ymmodee phaderyn as deney cairagh er ve aignagh dy akin, ny reddyn ta shiuish dy akin, as cha vel ad er nyn vakin ad; as dy chlashtyn ny reddyn ta shiu dy chlashtyn, as cha vel ad er chlashtyn ad.
MAT.13.18	¶ Clasht‐jee er‐y‐fa shen coraa‐dorraghey’n corryder.
MAT.13.19	Fer erbee dy vel clashtyn goo yn ree‐riaght, as nagh vel dy hoiggal eh, ta’n drogh er cheet as tayrtyn lesh shen ny va cuirt ayns e chree shoh e ghow yn rass rish oirr y raad.
MAT.13.20	Agh eshyn ghow yn rass ayns ynnydyn claghagh, yn fer ta clashtyn yn goo, as ayns y tullogh lesh boggey dy ghoall eh:
MAT.13.21	Foast cha vel fraue echey ayn hene, agh te cummal rish son tammylt: agh tra ta seaghyn ny tranlaase cheet er, er coontey’n ghoo, chelleeragh ta chredjue falail.
MAT.13.22	Eshyn myr geddyn ghow yn rass mastey ny drinyn, yn fer ta clashtyn y goo: as ta kiarrail y teihll shoh as moalteraght berchys plooghey’n goo, as te cheet dy ve niau‐vessoil.
MAT.13.23	Agh eshyn ghow yn rass ayns talloo mie, yn fer ta clashtyn y goo as dy hoiggal eh, as te tilgey mess as gymmyrkey, part keead filley, part tree feed, as part jeih fillaghyn as feed.
MAT.13.24	¶ Coraa‐dorraghey elley loar e roo, gra, Ta reeriaght niau er ny holaghey gys dooinney, chuirr rass mie ayns e vagher:
MAT.13.25	Agh choud as va sleih nyn gadley, haink e noid, as chuirr e coggyl mastey’n churnaght, as jimmee e roish.
MAT.13.26	Agh tra va’n chass er naase, as er gholl my yeish, eisht haink y coggil rish myrgeddyn.
MAT.13.27	Er shen haink fir vooinjery yn Farthie, as doort ad rish, Vainshter, nagh chuirr uss rass mie ayns dty vagher? cre woish eisht ta’n coggyl ta’yn?
MAT.13.28	Doort eshyn roo, Noid te’r nianoo shoh. Doort ny fir‐vooinjery rish, nailt eisht shin dy gholl as dy heigh ass eh?
MAT.13.29	Agh doort eshyn, Ny jean‐jee, er aggle ayns teigh yn coggyl, dy dayrn shiu yn churnaght ass ny frauyn marish.
MAT.13.30	Lig‐jee daue ny neesht gaase cooidjagh derrey’n fouyr: as ayns earish yn ouyr jir‐ryms rish ny beaynnee‐yn, chymsee‐jee cooidjagh hoshiaght yn coggyl ayns bunneenyn ry hoi y lostey; agh chaglee‐jee yn churnaght stiagh ayns my hoalt.
MAT.13.31	¶ Coraa dorraghey elley loar e roo, gra, Ta reeriaght niau goll rish greine dy rass mustard, ren ddooinney y ghoal as y chuirr ayns e vagher.
MAT.13.32	As ga dy nee eh sloo jeh dy chooilley rass: foast tra te er naase, eh smoo ta mastey lossyreeyn, as te cheet dy ve ny villey; myr shen dy vel eeanlee’n aer cheet, as goall fastee ayns ny banglanyn echey.
MAT.13.33	¶ Coraa‐dorraghey elley loar e roo, Ta reeriaght niau goll rish soorit ren ben y ghoal as y ollaghey ayns three towsyn dy veinn, derrey ve ooilley soor.
MAT.13.34	Ooilley ny reddyn shoh loar Yeesey rish y pobble ayns coraaghyn dorraghey, as fegooish coraa dorraghey, cha loar e roo:
MAT.13.35	Dy voddagh shen ve cooilleenit va loarit liorish y phadeyr, gra, Foslym my veeal 
MAT.13.36	Eishtagh hug Yeesey yn cheshaght ersooyl, as hie e stiagh ayns y thie; as haink huggey adsyn va sheer marish, gra, Soilshee dooin coraa‐dorraghey coggyl yn vagher.
MAT.13.37	Dreggyr eshyn as doort e roo, Eshyn chuir yn rass mie, yn mac dooinney:
MAT.13.38	Yn magher y seihl: yn rass mie cloan y reeriaght: agh yn coggyl cloan y drogh er:
MAT.13.39	Yn noid chuir ad yn Jouyl: yn fouyr jerreyn teihl: as ny beayneeyn ny ainlyn.
MAT.13.40	Myr er‐y‐fa shen ta’n coggyl er ny hagglym as er ny lostey ayns yn aile; myr shen vees eh ec jerrey’n teihl.
MAT.13.41	Ver yn mac dooinney magh e ainlyn, as teignee ad ass y reeriaght dy chooilley nee ta tayrn sleih gys peccah as adsyn ta cur rish yn olk;
MAT.13.42	As tilgee ad ad ayns coyrrey ailagh: ayns shen vees keaney as snaggeraght feeacklyn.
MAT.13.43	Eishtagh nee yn chloan chairagh soilshain magh myr y ghrian ayns reeriaght nyn Ayrey. Eshyn ta cleashtyn echey dy chlashtyn, lig e clashtyn.
MAT.13.44	¶ Reeshtagh ta reeriaght niau goll rish berchys va follit ayns magher: yn verchys keddyn tra ta dooinney dy gheddyn magh, te dy choodaghey eh, as ayns boggey jeh, te goll as creck oilley ny t’echey as kionnaghey’n magher shen.
MAT.13.45	Reeshtagh ta reeriaght niau goll rish merchand va shirrey pearlyn mie:
MAT.13.46	As tra ve er gheddyn yn phearl dy phrice woar, hie e as chreck e ooilley ny v’echey, as chionnee e eh.
MAT.13.47	¶ Reeshtagh ta reeriaght niau goll rish lieen, va tilgit magh’sy cheayn, as ghow jeh dy chooilley horch 
MAT.13.48	As tra ve laane, hayrn ad eh gys talloo, as hoie ad sheese, as haue ad yn eeast mie ayns siyn, agh chaeu ad yn drogh eeast ersooyl.
MAT.13.49	Myr shen vees eh, ec jerrey’n teihl: hig ny ainlyn magh, as scarree ad y vee chrauee veih mastey’n chloan chairagh;
MAT.13.50	As tilgee ad ad ayns coirrey dy aile: ayns shen vees keaney as snaggeraght feeacklyn.
MAT.13.51	Doort Yeesey roo, Vel shiu er hoiggal ooilley ny reddyn shoh? Doort adsyn rish, Ta shin, Hiarn.
MAT.13.52	Eishtagh doort e roo, shen‐y‐fa ta dy chooilley scrudere ta ynsit gys reeriaght niau, goll rish dooinney ta ny ar‐thie, ta cur magh ass y stoyr echey reddyn noa as shen.
MAT.13.53	¶ As haink eh gy kione, tra va Yeesey erreish ny coraaghyn dorraghey shoh y loart, dy jimmee e veih shen.
MAT.13.54	As tra ve er jeet gys e heer hene, dynsee e ad ayns ny kialteenyn oc, ayns wheesh as dy row ad atchimagh, as dy doort ad, Cre woish ta creenaght as mirillyn y dooinney shoh?
MAT.13.55	Nagh nee shoh mac y seyr? Nagh vel e voir en myssit moirrey, as e vraaraghyn Jamys as Joses, as Simon, as Judas?
MAT.13.56	As nagh vel ny shairaghyn echey ooilley marin, cre woish eisht ta ooilley ny reddyn theg y dooinney shoh.
MAT.13.57	As var ad jymmoosagh rish. Agh doort Yeesey roo, Cha vel phadeyr fegooish ooashley, cheu mooie jeh ayns e heer hene as ayns e hie hene.
MAT.13.58	As cha nimmey miril dobbree e ayns shen, kyndagh rish y veechredjue oc.
MAT.14.1	EC y tra shen, cheayl Herod yn Tetrarch jeh Goo Yeesey,
MAT.14.2	As doort e rish e harvaantyn, Shoh Ean‐bashtey, te er nirree veih ny merriu, as er‐yn oyr shen ta mirillyn er nyn obbraghey liorish.
MAT.14.3	¶ Son va Herod er ghoal Ean, as er chiangley, as er hilgey e ayns pryssoon, kyndagh rish Herodias, ben e vraar Philip.
MAT.14.4	Son va Ean er ghra rish, Cha vel eh lowit dhyt, ee y ve ayd 
MAT.14.5	As tra ballish ve’r choyrt e gy baase ve ayns aggle roish y pobble, er‐y‐fa dy row ad dy ghoal e son phadeyr.
MAT.14.6	Agh er y laa v’er ny realley corrym rish, y laa ruggyr Herod, ghonse inneen Herodias ayns yn eanish oc as ghow Herod laane boggey jee.
MAT.14.7	As yioal e lesh loo, dy jinnagh e jee red erbee dy shirragh ee.
MAT.14.8	As doort ish, myr va e moir er chur roie, Cur dou ayns shoh kione Ean bashtey er claare.
MAT.14.9	As huit y Ree ayns trimshey: ny yei er coontey yn loo, as y vooinjer v’ec gien marish, hug e sarey, eh dy ve er ny choyrt jee.
MAT.14.10	As hug e fys, yn kione dy v’er ny ghoal jeh Ean ayns y phryssoon.
MAT.14.11	As va’n kione er ny choyrt er claare as livreit dys y ven aeg, as hug ish lieie eh gys e moir.
MAT.14.12	As haink y vooinjer va sheer geyrt er, as hrog ad y corp, as doanluc ad eh, as hie ad as dinsh ad da Yeesey.
MAT.14.13	¶ Tra cheayl Yeesey jeh, jimmee e veih shen ayns long gys ynnyd‐faasagh er lieh, as tra cheayl y pobble jeh, deiyr ad er rish nyn gosh ass ny ard vail‐jyn.
MAT.14.14	As hie Yeesey magh, as honnick e chaglym moar dy leih, as ve er ny veyghey lesh chymmey orroo, as lanee e adsyn va ching.
MAT.14.15	As tra va’n fastyr ayn, haink huggey adsyn va sheer geyrt er, gra, She boal faasagh shoh, as ta’n tra nish er gholl shiaghey; lig y raad da’n cheshaght, dy vod ad goll rowe gys ny bailjyn beggey, as beaghey y chionnaghey daue hene.
MAT.14.16	Agh doort Yeesey roo, Cha lias daue goll rowe, cur‐jee shiuish bee daue.
MAT.14.17	As doort ad rish, Cha vel ain ayns shoh, agh queig bwilleenyn as daa eeast.
MAT.14.18	Doort eshyn, Cur‐jee lieu ad ayns shoh hyms.
MAT.14.19	As hug e sarey d’an pobble dy hoie sheese er y faiyr, as ghow e ny queg bwilleenyn as y daa eeast, as yeagh e seose gys niau, as vannee e, as vrish e as hug e ny bwilleenyn dauesyn va sheer marish, as hug adsyn ad d’an pobble.
MAT.14.20	As ren ad ooilley gee, as va’d er nyn nianoo magh: as hrog ad jeh’n fooillagh daag ad, laane daa vasket jeig.
MAT.14.21	As var adsyn v’er nee queg thousane dooinney, cheu‐mooie jeh mraane as cloan.
MAT.14.22	¶ As cheelleeragh hug Yeesey er y vooinjer va sheer geyrt er, luingys y ghoal, as ad dy gholl roish gys y cheu elley, choud as ve cur y pobble ersooyl.
MAT.14.23	As tra ve er chur yn pobble ersooyl, hie hene er lieh seose er slieau, dy ghoal padjer: as tra va’n fastyr er‐jeet, ve ayns shen ny lomarcan.
MAT.14.24	Agh va’n long nish ayns main ny marrey eiyrit noon as noal lesh ny tonnyn: son va’n gheay nyn oi oc.
MAT.14.25	As ayns y chiarroo ghoostey jeh’n ny, haink Yeesey huc, shooyl er y cheayn.
MAT.14.26	As tra honnick, adsyn va sheer marish, e shooyl er y cheayn, va’d seaghynit, gra, She scaan tayn as vad ayns aggle, as deie ad.
MAT.14.27	Agh chelleeragh loar Yeesey roo, gra, Beejee dy yien mie, she mish t’ayn, ny gow‐jee aggle.
MAT.14.28	As dreggyr Peddyr e, gra, Hiarn, My she oo ta’yn, oardee doos cheet hood er yn ushtey.
MAT.14.29	As doort e, Tar. As tra va Peddyr er jeet neose ass y long, hooyl e er yn ushtey, dy heet gys Yeesey.
MAT.14.30	Agh tra dennee e dy row yn gheay lajer, ghow e aggle, as myr ve er‐gerrey dy ve baight, dyllee e, gra, Hiarn, saave mee.
MAT.14.31	As ayns y tullogh heeyn Yeesey magh e laue, as haar e e, as doort e rish, O ghooinney faase chredjuagh, cren fa vow ayns imnea?
MAT.14.32	As tra va’d er gholl seose ayns y long, ghow yn gheay fea.
MAT.14.33	Eishtagh haink adsyn v’ayns y long, as hug ad ooashley da, gra, Ayns firrinys she mac Yee oo.
MAT.14.34	As tra va’d er gholl harrish, haink ad gys cheer Gennesaret.
MAT.14.35	As tra hoig yn vooinjer va vaghey ayns shen, quoi ve, hug ad fys magh gys ooilley’n cheer my‐geart, as hug ad lieu huggey ooilley adsyn va doghanit.
MAT.14.36	As ghuee ad er, ad ny lomarcan dy vennalt rish oirr e gharmad: as chooilleen as venn rish, vad er nyn leiyhys.
MAT.15.1	EIshtagh haink gys Yeesey, scruderyn as Phariseyn, veih Jerusalem, gra,
MAT.15.2	Cre’n fa tar adsyn ta sheer geyrt orts brishey oardaghyn y chanstyr? Son cha vel ad niee nyn lauyn, tra ta’d gee arran.
MAT.15.3	Agh dreggyr eshyn, as doort e roo, Cre’n oyr ta shiuish brishey sarey Yee liorish ny oardaghyn eu?
MAT.15.4	Son hug Jee sarrey, gra, Cur arrym da dt’ayr as da dty voir: as eshyn ta gueeaghyn da ayr as moir, lig e ve kerrit lesh baase.
MAT.15.5	Agh ta shiuish gra, Quoi erbee jir rish ayr ny moir, Cre‐erbee ta mish dy hebbal da Jee, bee vondeish ayds liorish,
MAT.15.6	As nagh lias da cooney choyrt da e ayr ny e voir, Ta shiu myr shoh janoo sarey Yee gyn vree, liorish ny oardaghyn eu.
MAT.15.7	Chrauee‐foalsey, smie ren Esaias faishnagh jiu, gra,
MAT.15.8	Ta’n pobble shoh tayrn ergerrey dou lesh nyn meeal, as cur ooashley dou lesh nyn meyllyn: agh ta’n cree oc foddey voym.
MAT.15.9	Agh ayns fardail ta’d cur ooashley dou, gynsaghey son y goo ayms oardaghyn deney.
MAT.15.10	¶ As deie e er y pobble, as doort e roo, Easht‐jee as toig‐jee.
MAT.15.11	Cha nee shen ta goll stiagh ayns y veeal, ta janoo dooinney niaughlen; agh ny ta cheet magh ass y veeal, shen ta janoo dooinney niaughlen.
MAT.15.12	Eishtagh haink huggey yn vooinjer va sheer marish, as doort ad rish, Nagh vel fys ayd dy row ny Phariseyn jymmoosagh, tra cheayl ad y raa shoh?
MAT.15.13	Agh dreggyr eshyn, as doort e, Bee dy chooilley villey, nagh vel my ayr flaunyssagh er ny hoiaghey, er ny ghoal ass ny frauyn.
MAT.15.14	Lig‐jee daue: she leedeilee doal ta kione y vooinjer ghoal ad. As my ta’n doal shooyl kione y doal, tuittee ad ny neesht ayns y jeeg.
MAT.15.15	Eishtagh dreggyr Peddyr, as doort e rish, Soilshee dooinyn yn coraa‐dorraghey shoh.
MAT.15.16	Doort Yeesey rish, Vel shiuish neesht foast fegooish tushtey?
MAT.15.17	Nagh vel shiu foast toiggal, cre‐erbee ta goit stiagh ayns y veeal, dy vel eh goll sheese ayns y volg, as goll magh trooid y chorp.
MAT.15.18	Agh ta ny reddyn ta cheet magh ass y veeal, cheet veih’n chree, as ta’d shen janoo dooinney niau‐ghlen.
MAT.15.19	Son magh veih’n chree ta cheet drogh smooinaghtyn, dunverys, brishey‐poosey, maarderys, maarlys, fenish foalsey, goan mollaghtagh.
MAT.15.20	Ad shoh ny reddyn ta sollaghey dooinney; agh dy ee lesh lauyn nagh vel neeit, cha vel shen janoo dooinney niau‐ghlen.
MAT.15.21	¶ Eishtagh hie Yeesey veih shen, as jimmee e gys ardjyn Tyre as Sidon.
MAT.15.22	As cur‐my‐ner va ben va ny Canaanite haink magh ass ny ardjyn shen, gemagh as gra, Jean myghin orrym, O Hiarn, vac Ghavid; smoar ta m’inneen er ny torchaghey lesh drogh spyrryd.
MAT.15.23	Agh cha dug e fockle dy ansoor jee. As haink y vooinjer va sheer geyrt er, as ghuee ad er, gra, Lig y raad jee, son tiee gemagh nyn nei ain.
MAT.15.24	Agh dreggyr eshyn, as doort e, Cha vel mish er my choyrt, agh gys kirree cailjey thie Israel.
MAT.15.25	Eishtagh haink ee as hug ee ooashley da, gra, Hiarn cooin liam.
MAT.15.26	Agh dreggyr e, as doort e, Cha vel eh cooie arran y chloan y ghoal, as y hilgey gys moddee.
MAT.15.27	Spheer shen, doort ish, Hiarn: foast ta ny moddee gee jeh’n brooilliagh, ta tuittym jeh board nyn mainshter.
MAT.15.28	Er shen dansoor Yeesey as doort e ree, O ven, moar ta dty chredjue: yn aghin tow dy yearree dy row ayd. As va’n inneen eck er ny leihys veih’n oor keddyn.
MAT.15.29	As jimmee Yeesey veih shen, as haink e ergerrey da faarkey Galilee, as hie e seose er slieau as hoie e ayns shen.
MAT.15.30	As haink earrooyn moarey dy leih huggey, as nyn mast oc va croobee, doal, balloo, baccee, as ymmodee elley, as hug ad ad nyn lhie ac cassyn Yeesey, as ren e ad y leihys:
MAT.15.31	Ayns wheesh as dy ghow ooilley’n pobble yyndyss, tra honnick ad ny balloo loart, ny baccee slaane; ny crobee shooyl, as ny doal fakin, as hug ad gloyr da Jee Israel:
MAT.15.32	¶ Eishtagh deie Yeesey er y vooinjer hene va kinjagh marish, as doort e, Ta chymmey aym er y pobble, er‐yn‐oyr dy vel ad er ny ve marym nish tree laa, as cha vel veg y vee oc, as cha derrym ad er‐sooyl nyn drostey, er aggle dy der ad naardey er y raad.
MAT.15.33	Doort adsyn va sheer geyrt er, rish, Cre woish oddys mad wheesh dy arran y gheddyn ayns yn aasagh, as nee leid y chaglym moar shoh dy leih y yanoo magh?
MAT.15.34	Doort Yeesey roo, Cre‐woad bwilleen t’en? Doort adsyn, shiaght as beggan dy eeastyn beggey.
MAT.15.35	As doardee e da’n pobble soie sheese er y talloo.
MAT.15.36	As ghow e ny shiaght bwilleenyn as ny eeastyn, as hug e booise, as vrish e, as hug e ad dauesyn va sheer geyrt er, as hug adsyn ad da’n pobble.
MAT.15.37	As ren ad ooilley gee, as va’d er nyn nianoo magh, as hrog ad jeh’n fooilliagh va ermayrn laane shiaght baskettyn.
MAT.15.38	As var adsyn ren gee kaar thousane dooinney, cheu‐mooie jeh mrane as cloan.
MAT.15.39	As hug e ersooyl yn pobble as ghow e luingys, as haink e gys ardjyn Magdala.
MAT.16.1	AS haink ny Phariseyn as ny Saduceyn, dy violaghey e, as hir ad er, e dy yeaghyn cowrey ennagh daue veih niau.
MAT.16.2	Dreggyr eshyn as doort e roo, Tra ta’n fastyr ayn, ta shiuish gra, Bee emshir aalin ayn: son dy vel jirgid ’sy’n aer.
MAT.16.3	As ayns y voghrey, Bee emshir vroghe ayn jiu; son ta’n aer jiarg as bodjallagh. Chrauee‐foalsey ta toiggal eu, kys dy chur tastey da neeal yn aer; as nagh vod shiu tastey choyrt da couraghyn ny earishyn?
MAT.16.4	She sheeloghe dy grogh yanoo as dy vrishey poosey ta shirrey cowrey, as cha bee cowrey er ny chur daue, agh cowrey’n phadeyr Jonas. As daag e ad, as jimmee e roish.
MAT.16.5	As tra var adsyn va kinjagh geyrt er, erjeet, gys y cheu elley, va’d er yarood arran y chur lieu.
MAT.16.6	¶ Eishtagh doort Yeesey roo, Cur‐jee twoai as gow‐jee tastey jeh soorit ny Phariseyn as ny Sadduceyn.
MAT.16.7	As loar ad eddyr ad hene, gra, Ta shoh er-yn‐oyr nagh dug shin lien arran.
MAT.16.8	Tre hoig Yeesey shoh, doort e roo, Gheney faase‐chredjuagh, cre’n fa ta shiu imneagh ayndiu hene er‐yn‐oyr nagh dug shiu lieu arran?
MAT.16.9	Nagh vel shiu foast toiggal, as nagh vel cooinaghtyn eu, er ny queg bwilleenyn 
MAT.16.10	Ny er ny shiaght bwilleenyn 
MAT.16.11	Kys te, nagh vel shiu goall eu hene, nagh nee my‐chione arran loar mee riu, agh shin dy chur twoai jeh soorit ny Phariseyn as ny Sadduceyn.
MAT.16.12	Eishtagh hoig ad, nagh doardee e daue ad dy chur twoai jeh soorit yn arran, agh jeh ny va ny Phariseyn as ny Sadduceyn dy ynsaghey.
MAT.16.13	¶ Tra va Yeesey er‐jeet gys ardjyn Cesarea Philippi, deney e jeusyn va sheer geyrt er gra, Cre ta deney dy ghra my my‐chiones mac y dooinney, quoi mee?
MAT.16.14	Doort adsyn, Ta part gra, dy nee Ean‐bashtey oo, as part Elias, as ta feallagh elley gra dy nee Jeremias oo, ny annane jeh ny phaderyn.
MAT.16.15	Doort eshyn roo, Agh quoi ta shiuish dy ghra mee?
MAT.16.16	Dreggyr Simon Peddyr as doort e, Oo yn Creest, mac y Jee bio.
MAT.16.17	D’ansoor Yeesey as doort e rish, Bannit t’ow uss Simon Bar‐jona: son cha nee feil as fuill t’er hoilshaghey shoh dhyts, agh my ayr, ta ayns niau.
MAT.16.18	As ta mee myrgeddyn gra rhyt, Dy nee uss Peddyr, as dy nee er y chreg shoh hroggyms m’agglish; as cha vow giattyn nivrin yn varriaght urree.
MAT.16.19	As verryms dhyts ogheryn reeriaght niau, as cre‐erbee chianglyss oo er y talloo, bee eh kainlt ayns niau; as cre‐erbee eyslyss oo er y talloo, bee eh feyslit ayns niau.
MAT.16.20	Eishtagh hug e currym dauesyn va kinjagh geyrt er, gyn ad dyinsh da dooinney erbee, dy nee eshyn va Yeesey yn Creest.
