MAT.1.1	Quemënga imnamna Jesucristbe bëts taitanga: Jesucristna Rey David y Abrahámbents̈ana ents̈á inamna.
1CO.4.5	Chíyeca, ts̈ëngaftanga ndoñe quecmátamna jinÿana y jayanana ínÿenga ndoñe ts̈abá tmonjama ca, chë nÿa chama tempo cabá ndóshjanguëntscuana, Bëngbe Utabná chama chaojésabo ora. Cha chaojésabo ora, puerte ts̈abá echanjínÿanÿiye chë iytëmencá yomna soyëngama, mo ibetiñe cuaftsemncá, y botamana echanjínÿanÿiye, mo binÿniñcá, ndayá jamama nÿe chëngbe ainanoca ents̈anga tmojajuabocá. Y chora Bëngbe Bëtsá cada ents̈abiama echanjayana ts̈abe soyënga, nts̈amo tbojtsomerecencá.
1CO.4.6	Jesucrístbeyeca ats̈be cats̈átanga, chë soyëngama ts̈abá jábuayenamna, ats̈e sënjama nts̈amo Apolos y ats̈e tifjatrabájama botamana chas̈minÿama, y chca sënjama ts̈ëngaftangbe ts̈abiama, nts̈amo bëndata tifjaments̈ana chas̈muatsjínÿama jtsiyenana nÿe nts̈amo Bëngbe Bëtsabe uabemana palabrënguiñe iuayancá, y ndocná ts̈ëngaftanguents̈á canÿe ents̈abiama chaotsenábotamnaye, y ínÿabiama ndoñe ts̈abá chauátoyebuambnama. 
1CO.4.7	Er, ¿nda chë ínÿengbiama más uámanënga ts̈ëngaftanga cmojtsabiamná? ¿Y ndayá s̈mobomna, Bëngbe Bëtsá ndoñe tcmonjats̈atá soye? Y ts̈ëngaftanga chca chas̈motsebomnama cha tojanmëse, ¿ndáyeca s̈mojtsenabotamná mo Bëngbe Bëtsabe ts̈etana soyënga ndoñe tontsemncá, y nÿe cach ts̈ëngaftangbeyeca s̈mojonÿencá?
1CO.4.8	Ts̈ëngaftanga s̈mojtsejuabná ya lempe nts̈amo cmëjabotcá Bëngbe Bëtsábiocana s̈mojtsebomna ca, y lempe nts̈amo jtsebos̈ama s̈mojtsobencánaca ca. Mo reyënga cuaftsemnëngcá cmojtsabiona, bë́ngbents̈ana tondaye ntsëjabotcá. Malaye ts̈ëngaftanga mo reyëngcá s̈mojtsemna, Crístoftaca cánÿiñe jtsemándayëse; chca, bë́ngnaca ts̈ëngaftangaftaca jtsemnama, cánÿiñe jtsemándayëse. 
1CO.4.9	Ats̈e s̈ontsinÿana, bënga chë Cristbe ichmónënga Bëngbe Bëtsá s̈ojábiama mo chë nÿetscangbiama más nduamanëngcá, mo chë jóbanama yojtsamna ents̈angcá. Nÿetscanga chë Bëngbe Bëtsá tojábiamënga bë́ngbioye jtsë́nÿayana mo ndoñe cachca ents̈anga fstsemncá; angelënga y ents̈ángnaca cachcá bë́ngaftaca montsama. 
1CO.4.10	Bënga, Cristbiama oservena causa, quem luarents̈a ents̈angbiama fsëntsinÿna mo corente juabna ndbomnëngcá; chë cuenta, ts̈ëngaftanga s̈mojtsejuabná Cristbe soyëngama corente osertánënga s̈momna ca. Bënga fsëndmëna chë ents̈angbe bominÿiñe ndocna obenana ndbomnënga; y ts̈ëngaftangna s̈mojtsejuabná puerte obenana bomnënga s̈momna ca. Ts̈ëngaftangbioye ínÿenga puerte uámanënga y bëtsë́tsanga jtsabiamnayana, pero chënga bë́ngbioye jtsë́buayënjana. 
1CO.4.11	Y më́ntscoñama, bënga s̈ontsabuashebebiana saná, ndayá jofs̈iyama y ents̈ayá. Ents̈anga bë́ngbioye bacá jtsaborlánana, y tondaye yebna queftsátsbomna. 
1CO.4.12	Y bënga puerte jabuache fsëndëtrabája cach bëngbe cucuats̈ë́ngaca. Ents̈anga s̈ojóyanguango ora, Bëngbe Bëtsá fchandbétseimpadana cha chaoma chënga ts̈abe bendicionënga chamotsebomnama. Bënga chamosufrima ínÿenga tmojtsama ora, bënga chë soye fchandbétsoboyaye. 
1CO.4.13	Inÿenga bëngbiama bacá tmojtsoyebuambná ora, jtsababuánÿeshanëse fsënduamana jtëjuana. Quem luarents̈a ents̈angbe bominÿiñe bënga jtsemnana chë puerte nduámanënga, mo chë quem luarents̈a basurëshëngcá, chë quem luarents̈a ents̈anga tondayama ndoservénënga, mo chë quem luarents̈a tsengacá; y chca endmëna më́ntscoñama.
1CO.4.14	Quem soyënga ndoñe quecbatëbuabiamná ts̈ëngaftanga chas̈motsëuatjama, sinó ndayá jábuayenama mo cach ats̈be basengbioycá, ats̈be bonshánënga. 
1CO.4.15	Er masque ts̈ëngaftanga mallajta abuátambayënga chas̈motsóbomñe, jacúntama ntjobenaycá, Cristbiama chacmotsabuátambama, ndoñe banga ques̈mátabamna ts̈ëngaftangbiama mo taitangcá, Cristo Jesúsbeñe jtsos̈buáchiyama tcmojanë́jabuachama. Nÿe ats̈e sëndmëna mo taitacá ts̈ëngaftangbiama, mo os̈buachiyëngcá, er ats̈e natsana tcbonjanabuayená chë ts̈abe noticiënga Jesucristbiama, y ts̈ëngaftanga chiñe s̈montsanos̈buaché. 
1CO.4.16	Chíyecna, cbontsaimpadana nts̈amo ats̈e tijamcá chas̈motsamama.
1CO.4.17	Chama Timoteo ts̈ëngaftangbioye sëntsichamná, ats̈be bonshaná, canÿe aíñe ts̈abe palabra bomná; Bëngbe Utabnábeñe tojanos̈buachéyeca, ats̈e Cristbiama sënjanbuayiyná ora, mo ats̈be uaquiñacánaca cha endmëna, nts̈amo chabe os̈buáchiyana yomnama. Cha echanjama ts̈ëngaftanga chas̈muatenójuaboma nts̈amo ats̈e ts̈ëngaftangbeñe tsjoyenama, Crístbeñe os̈buachiyacá, ndayama ats̈e nÿets tempo os̈buáchiyënga sëndbetsabuatambaycá nÿets luare os̈buáchiyënga enefjuanenache. 
1CO.4.18	Ts̈ëngaftanguents̈e báseftanga ya s̈mojatsjuabná puerte uámanënga s̈mojtsemna ca, er s̈mojtsejuabná ats̈e stsauatja ts̈ëngaftangbioye jama jánÿama ca. 
1CO.4.19	Pero Bëngbe Bëtsá chas̈ojalesenciase, sëntsobátmana betsco ts̈ëngaftangbioye jama jánÿama. As chjinÿe ntsache obenana imobomna chë Bëngbe Bëtsabe ents̈angcá jtsiyenama ts̈a uámanënga imomna ca juabnayënga, y ndoñe nÿe nts̈amo jayanama imobencá. 
1CO.4.20	Er Bëngbe Bëtsá canÿe os̈buachiyabe ainaniñe tojtsemánda ora, chca jtsinÿnana ndoñe nÿe nts̈amo tojtsichámuama, ndayá Bëngbe Bëtsabe obenana chábeñe tojtsemnama. 
1CO.4.21	¿Ts̈ëngaftanga ndayá más s̈mattsebos̈e: ats̈e chayá ts̈ëngaftangbioye jaucácanama, o chayá ts̈ëngaftangbioye jánÿama puerte bonshanánaca y ntsets̈atjaycá ts̈ëngaftanga jauyanama?
1CO.5.1	Ndegombre nÿets luariñe entsótats̈ëmbo ts̈ëngaftanguents̈e yojtsemna canÿa, shembásaftaca bacna soye amá, y nts̈amo cha yojtsamcá puerte bacna soye yojtsemna; ni chë Bëngbe Bëtsábioye nduabuátmënga chca ntsamana: canÿe ents̈á cachabe mamamnáftaca bacna soye yojtsama. 
1CO.5.2	Y ts̈ëngaftanga cabá s̈mojatsjuabná corente ts̈ábenga s̈momna ca, masque chca ts̈ëngaftangbeñe yojtsopasánëse. Ts̈ëngaftanga cmontsamna puerte ngménaca jtsemnana, ts̈a uabouana soye cha yojtsama causa. Canÿe ents̈á chca tojamáftacna, ts̈ëngaftanga cmontsamna jamana cha ndoñe más ts̈ëngaftangaftaca chaondenútanama mo os̈buachiyacá. 
1CO.5.3	Y ats̈na, masque ts̈ëngaftangaftaca choca ndoñe quetsátsmëna, ats̈be juabna choca ts̈ëngaftangaftaca entsemna; y chca ats̈be espíritoca së́ntsemnayeca, Bëngbe Utabná s̈ojëftsanats̈etá mándoca, sënjajuabó y së́ntsetats̈ëmbo nts̈amo ts̈ëngaftanga cmojtsamnama, chë ents̈á chca tojamáftaca. 
1CO.5.4	Ts̈ëngaftanga chas̈mojénefjna ora, chents̈e ats̈be espíritoca ts̈ëngaftangaftaca ats̈e chántsemna, y ats̈be espíritu chents̈e echántsemna Bëngbe Utabná Jesusbe obenánaca. 
1CO.5.5	Y chora ts̈ëngaftanga cmontsamna jamándana chë ents̈á ya ndoñe más ts̈ëngaftangaftaca mo os̈buachiyacá chaondenútanama, mo Satanasbe cucuats̈iñe cha cuafjaboshjoncá, chca, chë quem ents̈á nÿe cachá ts̈abá jtsomñama juabnënga chaotsopochocama, y chca, Bëngbe Utabná cachiñe chaojésabo ora, chabe espíritu atsbocaná chaotsemnama.
1CO.5.6	Ts̈ëngaftanga s̈mojtsejuabná puerte ts̈ábenga y uámanënga s̈momna ca, pero s̈mojtseleséncia canÿa ts̈ëngaftanguents̈e chca chaotsamama. Chca ndoñe ts̈abá quenátsmëna. Ts̈ëngaftanga ya s̈mondë́tats̈ëmbo, nts̈amo chë nÿe bats̈á levadura endbama, nÿets arninÿá chauábochema; cachcá, ts̈ëngaftanguents̈e canÿa ts̈a bacna soye chca tojama ora, nÿetscangbiama ndoñe ts̈abe soyënga jóbocnana. 
1CO.5.7	Chíyeca, ts̈ëngaftanga cmontsamna, chca uabouana bacna soye tojamá jtabocnana, cha ya ndoñe más ts̈ëngaftangaftaca mo os̈buachiyacá chaondenútanama; y chora ts̈ëngaftanga s̈mochántsemna mo tsëm arninÿacá, ndocna levadúraca, chë bacna juabnë́ngaca ya ndëmandánënga s̈mojtsémnayeca. Ndegombre ts̈ëngaftanga chca s̈mondmëna, er Bëngbe Bëtsá tojama ts̈ëngaftanga tsëm vida chas̈motsebomnama. Bashco fiesta ora, oveshá tmojanóba, Israeloca ents̈anga perdonánënga chamotsemnama. Cachcá Cristo, mo chë oveshacá, tojanóbana bacna soyënguents̈ana bënga játsebacama. 
1CO.5.8	Nts̈amo chë judiënga chë fiesta ora mondbamcá, nÿets levadura ojamnana cachcá jonÿayana, cachcá, bënga s̈ontsamna jtsajbanana oyenana bacna soyënga ínÿengbiama jamama jtsebos̈ëse, y ndaye bacna soye jtsamëse, nts̈amo tempo imojanamcá. Nts̈amo chë judiënga chë fiestiñe nÿe levadúraca ndëpormana tandës̈e mondbetsesaycá, cachcá, bënga s̈ontsamna jtsiyenana nÿetsca soyënga ainaniñe ndocna bacna juábnaca jtsamëse, y ndegombre yomncá jtsóyebuambnayëse y jtsamëse.
1CO.5.9	Chë inÿe ats̈be tsbuanáchañe tcbonjáuyana, chë boyabása o shembásaftaca bacna soye amë́ngaftaca tondayama chas̈mondëtsencuénta ca. 
1CO.5.10	Y chca ndoñe quetstétsebos̈e jáuyanana nÿa tondayama chas̈mondëtsoyebuambná nÿetsca chë quem luarents̈ënga boyabása o shembásaftaca bacna soye amë́ngaftaca, chë nÿe cachëngbiama bëtscá soyënga jtsebomnama ts̈a bos̈ë́ngaftaca y atbëbanë́ngaftaca, y chë cachëngbe pormana soyënga diosënga yomnama jtsejuabnayëse adorayë́ngaftaca ca; er nÿa chca jamamna, ts̈ëngaftanga cmattsamna quem luarents̈ana jë́ftsebocanana. 
1CO.5.11	Nts̈amo chora sënjanayancá endmëna ndayá tondayama ntsencuéntayana, chë Crístbeñe os̈buachiyá yomna ca tojayanáftaca, y boyabása o shembásaftaca bacna soye tojtsama, o nda nÿe cachabiama bëtscá soyënga jtsebomnama ts̈a tojtsebos̈e, o chë cachabe pormana soyënga diosënga yomnama jtsejuabnayëse tojtsadorana, o yapa tojtsayatsená, o yapa tojtsetmó, o tojtsatbëbana. Chca ents̈ángaftacna, ni mo s̈muatjótbema chë́ngaftaca cánÿiñe jasama. 
1CO.5.12+1CO.5.13	Ats̈e ndoñe ques̈nátsmëna jayanana chë ndos̈buáchiyënga, chë bë́ngaftaca ndoñe mondbénutananga, aíñe o ndoñe ts̈abá tmonjamama. Bëngbe Bëtsá echántsemna nda chëngbiama yochjayana nts̈amo tmojamcá ts̈abá o ndoñe ts̈abá bétsemnama, ts̈ëngaftanga ndoñe. Ndegombre nÿe chë os̈buáchiyënga ts̈ëngaftangaftaca imnénutanangbiama cmontsamna chca jayanana. Chcasna, s̈mochjama nts̈amo Bëngbe Bëtsabe uabemana palabrënguiñe endayancá: “Ts̈ëngaftanga cmontsamna, chca bacna soye amá ts̈ëngaftangbents̈ana jtabocnana ca.”
1CO.6.1	Canÿe ts̈ëngaftanguents̈a os̈buachiyá inÿe os̈buachiyabiama canÿe demanda tojtsebomna ora, ¿cha nanjá chë ndos̈buáchiyënga mandadë́ngbioye chë soye chamojandmanama? ¿Ndáyeca chca nanjama, y ndoñe chë Bëngbe Bëtsabe ents̈ángbioye nanjá chabe demanda chamouenama? 
1CO.6.2	Ts̈ëngaftanga ndegombre s̈mondë́tats̈ëmbo, Bëngbe Bëtsabe ents̈anga mochjayanama quem luarents̈a ents̈angbiama ts̈abá o ndoñe ts̈abá tmonjamama. Y chënga quem luarents̈a ents̈angbiama chca jayanama tmojtsobenëse, ¿ndoñe montsobena más base soyëngama chca jayanama? 
1CO.6.3	Ts̈ëngaftanga ndegombre s̈mondë́tats̈ëmbo chë angelëngbiámnaca ts̈abá o ndoñe ts̈abá tmonjamama bënga mochjayanama. Chcasna, bënga más jtsobenana chë quem luarents̈e jëftsiyenama soyëngama chca játayanana. 
1CO.6.4	Y chcase, ts̈ëngaftangbeñe chca demandënga chë quem luarents̈e jëftsiyenama soyëngama tojtsemna ora, ¿ndáyeca s̈matjátëbuayana chë os̈buáchiyëngbiama tondaye tmontsámana ents̈anga, chë soyënga chamojandmanama? 
1CO.6.5	Chca sënjayana ts̈ëngaftanga chas̈motsëuatjama: ¿O ts̈ëngaftanguents̈e ni mo canÿa yondmëna corente osertaná, os̈buachiyë́ngbeñe demandënga chaojandmanama? 
1CO.6.6	Pero ndoñe chca: os̈buachiyë́ngbeñe demandënga tojtsemna ora, mandadë́ngbioye jana chë soyënga chamojandmanama. Y chca jamana ndos̈buáchiyënga mandadë́ngaftaca.
1CO.6.7	Y ts̈ëngaftangbeñe nÿe demandënga jájandmanama tojtsemna ora, ts̈ëngaftangbiama ya canÿe puerte bacna soye jtsemnana. ¿Ndáyeca ndoñe s̈mattsóboyaye ínÿenga bacá cmojtsaborlana ora? ¿Ndáyeca ndoñe cachcá s̈matjonÿaye ínÿenga cmojtsabiatbëbana ora? 
1CO.6.8	Pero cach ts̈ëngaftangaftacna inÿets̈á copasana, ínÿengbioye bacá jtsaborlánana y jtsabiatbëbanana, y ts̈ëngaftangcá Crístbeñe os̈buachiyë́ngbioynaca.
1CO.6.9	¿Ts̈ëngaftanga ndoñe s̈mondë́tats̈ëmbo, chë bacna soye amënga Bëngbe Bëtsabe amë́ndayoye ndoñe mochanjámashënguama? Ndoñe matenoíngñana. Ni chë boyabása o shembásaftaca bacna soye amënga, ni chë cachëngbe pormana soyënga diosënga yomna ca jtsejuabnayëse adórayënga, ni cachëngbe boyá o shema ínÿaftaca íngñayënga, ni chë boyabásenga mo shembasengcá jtsinÿnama bos̈ënga, ni chë boyabásenga inÿe boyabásengaftaca bacna soye amënga, 
1CO.6.10	ni chë atbëbanënga, ni chë nÿe cachëngbiama bëtscá soyënga jtsebomnama ts̈a bos̈ënga, ni chë ts̈a tmoyënga, ni chë uayátsenayënga, ni chë ínÿengbiama bacna soye jtsamëse imnétsatbëbanënga, chënga nÿetscanga ndoñe quemochatobenaye Bëngbe Bëtsabe amë́ndayoye jamashjnama. 
1CO.6.11	Y tempo báseftanga ts̈ëngaftanguents̈ënga chca s̈mojamna, pero Bëngbe Bëtsá ts̈ëngaftangbe bacna soyëngama tcmojaperdoná, y chca entsemna mo bebénënga cuaftsemncá; cha tojama ts̈ëngaftanga chabe ents̈anga chas̈motsemnama, nÿe cha chas̈motseservénama, y tojama ts̈ëngaftanga mo ts̈abengcá chabe bominÿiñe chas̈motsemnama. Lempe chca Bëngbe Bëtsá, tojama ndayá Bëngbe Utabná Jesucristo tojanmama y ndayá Bëngbe Bëtsabe Espíritu tojamama.
1CO.6.12	Mondbétsichamo: “Ats̈biama entselesenciana ndayánaca jamama, ndayama Bëngbe Bëtsá ndocá tonjayana ca.” Pero básefta soyënga jtsamana ndoñe ats̈be ts̈abiama ntsemnana. “Ats̈biama entselesenciana ndayánaca jamama ca”, pero ndoñe quichatsleséncia ndaye sóyecnaca nÿets tempo mandaná jatsmënana. 
1CO.6.13	Mënts̈ánaca mondbétsichamo: “Saná uafsbiama y uafsbiá saná chaóyëngacñama ca.” Pero Bëngbe Bëtsá canÿe te echanjama chë uta soye chaotsopochocama. Bëngbe Bëtsá ents̈abiama cuerpo ndoñe tonjanma, boyabása o shembásaftaca bacna soye cha chaotsamama, sinó chë cuérpoca Bëngbe Utabná bënga chamoservema, y Bëngbe Utabná bëngbiama ts̈abe bendicionënga chaotsamama. 
1CO.6.14	Y Bëngbe Bëtsá, nda tojama Bëngbe Utabná cháuatayenama, bëngbiámnaca chabe obenánaca echanjama chámuatayenama.
1CO.6.15	¿Ts̈ëngaftanga ndoñe s̈mondë́tats̈ëmbo, Crístoftaca cánÿiñe mo canÿacá s̈momnama yomna mo ts̈ëngaftangbe cuerpo chabe cuerpents̈a soye cuaftsemncá? Ts̈ëngaftangbe cuerpo Crístbioye jasérviama endmë́nayeca, ts̈ëngaftangbe cuerpo jtsemnana mo Cristbe cuerpents̈a soycá. ¿Nts̈amo ats̈e chjátobena ats̈be cuérpoca, chë ndayá yomna mo Cristbe cuerpents̈a soycá, canÿe bacna vida bomna shembásaftaca bacna soye jamana, y chca ats̈be cuerpo jabemana mo chë shembásabe cuerpents̈a soye cuaftsemncá? ¡Ndoñe, ndegombre ndoñe! 
1CO.6.16	¿O ts̈ëngaftanga ndoñe s̈mondë́tats̈ëmbo, canÿe ents̈á canÿe bacna vida bomna shembásaftaca tbojéninÿena ora, chë útata jóbemana mo canÿacá? Er Bëngbe Bëtsabe uabemana palabrënguiñe boyabása y shembása tbojéninÿenama mënts̈á endayana: “Chë útata mo canÿacá bochántsema ca.” 
1CO.6.17	Pero canÿe ents̈á Bëngbe Utabnáftaca cánÿiñe mo canÿacá tojtsemna ora, jtsemnana mo chë útata cach canÿe espíritu tbojtsebomncá.
1CO.6.18	Nÿa ndocna te canÿe boyabása o shembásaftaca bacna soyënga s̈mattsama. Nderado ndaye inÿe bacna sóynaca nda tojama ora, sempre jamana ndayánaca chabe cuerpents̈ana shjoye; pero boyabása o shembásaftaca bacna soye jamamna, lempe jamana nÿe cachabe cuérpoca, y chë causa, chca jamëse, cachabe cuerpama más bacna soyënga jtsamana. 
1CO.6.19	¿Ts̈ëngaftanga ndoñe s̈mondë́tats̈ëmbo ts̈ëngaftangbe cuerpo yomna mo canÿe yebncá Uámana Espíritbiama, cha ts̈ëngaftangbe ainaniñe chaotsiyenama Bëngbe Bëtsá tojánmayeca? Ndegombre ts̈ëngaftangbe cuerpo ndoñe ts̈ëngaftangbe soye quenátsmëna, sinó Bëngbe Bëtsabe soye. 
1CO.6.20	Chca endmëna, er Cristo bënga játsebacama tojanóbana ora, yojamna mo cha bëtscá cuafjopagacá ts̈ëngaftanga Bëngbe Bëtsábenga chas̈motsemnama. Chíyeca, chë ts̈ëngaftangbe cuerpë́ngaca chas̈mojtsama soyë́ngaca s̈mochtsinÿanÿnaye Bëngbe Bëtsá puerte uamaná y bëtsá bétsemnama.
1CO.7.1	Mora chanjóyebuambaye ndayá ts̈ëngaftanga áts̈bioye s̈mojuábobemama. Ndegombre, canÿe boyabásabiama más ts̈abá endmëna ndoñe chaondobouamá. 
1CO.7.2	Pero choca banga boyabása o shembásaftaca bacna soye amënga imojtsemna causa, ts̈abá entsemna cada boyabása chabe shema chabotsóbomñe, y cada shembása chabe boyá. 
1CO.7.3	Boyábioye bontsemna jamana chabe shembiama lempe nts̈amo jamama ibomncá, boyá bétsemnama; y chabe shémnaca cachcá chabe boyabiama chaoma. 
1CO.7.4	Chë shembe cuerpo ndoñe nÿe cha cánÿabiama ntsemnana, sinó chabe boyabiámnaca. Cachcá, chë boyabe cuerpo ndoñe nÿe cha cánÿabiama ntsemnana, sinó chabe shembiámnaca. 
1CO.7.5	Ni boyá, ni shema ndoñe chabondëtsejuabná jtsenbiáts̈buana. Aíñe chca copodena, pero nÿe chë útata chca básefta tescama tbojenóyeunase, Bëngbe Bëtsáftaca jencuéntama jtsents̈énama. Pero chents̈ana chë útata entsamna cachiñe cánÿiñe jtëtsmënana, chca, Satanás ndoñe chaondobená jamama bacna soye chaócochënguama, cachënga jenomándama ndoñe tmontsobena causa.
1CO.7.6	Ats̈e chca së́ntsichamo, ts̈ëngaftanga jábuayenama, ndayá jamama s̈mojtselesenciana, y chca ndoñe chas̈mondë́tsamama jamë́ndama. 
1CO.7.7	Y ats̈be bariëna, ats̈be juabna entsemna malaye nÿetscanga chë soyënguiñe mo ats̈cá s̈mattsemna. Pero Bëngbe Bëtsá cada ona obenana tbojats̈etá ts̈abe soyënga jamama, Crístbeñe os̈buáchiyënga jujabuáchama, ínÿenga canÿe soyama, ínÿengna inÿe soyama.
1CO.7.8	Chë cabá ndbouamnënga y viudanga sëntsëtsëtsná, chëngbiama ts̈abá yojtsemna ntjobouamaycá joquédana, ats̈cá. 
1CO.7.9	Pero chca jtsemnama cachënga jenomándama ndoñe tmontsobenëse, chënga entsamna jtsóbouamayana, er más ts̈abá endmëna jtsóbouamayana, y ndoñe nÿe boyabásabiama o shembásabiama ts̈a nÿets tempo jésejuabnayana.
1CO.7.10	Pero chë bouamnënga sëntsamë́nda shema chabe boyábioye ndoñe cachcá chabondetsonÿá. Chca ndoñe nÿe ats̈e quetsatamë́nda, ndayá cach Bëngbe Utabná. 
1CO.7.11	Pero, shema cachcá chabe boyábioye tbojesonÿase, cha bontsemna ntjobouamaycá jtsomñana o chabe boyáftaca cachiñe jtenútanana. Y cachcá, chë boyá ndoñe quebnátsmëna chabe shema cachcá jesonÿayana.
1CO.7.12	Chë ínÿenga chjáuyana, ats̈be juabncá y ndoñe Bëngbe Utabnabe soycá, nderado canÿe os̈buachiyá tbojtsebomna canÿe shema Crístbeñe ndos̈buachiyá, pero chë shema tojtsebos̈e cháftaca joquédana jtsiyenama, cha chë shémbioye ndoñe cachcá chabondetsonÿá. 
1CO.7.13	Nderado canÿe os̈buachiyá tbojtsebomna canÿe boyá Crístbeñe ndos̈buachiyá, pero chë boyá tojtsebos̈e cháftaca joquédana jtsiyenama, chë shema ndoñe chaondëtsejuabná cha cachcá jesonÿayana. 
1CO.7.14	Er Bëngbe Bëtsá tojama, canÿe shembása os̈buachiyá chabe ents̈á chaotsemnama, nÿe chábioye chabotseservénama, y chca, chánaca jtsejuabnayana chë shembásabe boyá Crístbeñe ndos̈buáchiyabiama mo chabiama oservena ents̈acá, cha chë́ngbeñe mo canÿe pamillëcá jatrabájama tojtsebos̈e ora; y cachcá, chë boyá os̈buachiyábeyeca Bëngbe Bëtsá jtsejuabnayana chabe shema Crístbeñe ndos̈buáchiyabiama mo chabiama oservena ents̈acá, cha chë́ngbeñe mo canÿe pamillëcá jatrabájama tojtsebos̈e ora. Er chca ndoñe tontsemnëse, chë básenga muántsemna ndos̈buachiyatbe básenga, Bëngbe Bëtsáftaca tondaye ndbomnënga. Ndoñe chca yondmë́nayeca, canÿa o nÿets uta bëtsë́tsatbe os̈buáchiyama, Bëngbe Bëtsá jtsejuabnayana chë básengbiama mo chabe ents̈angcá. 
1CO.7.15	Pero chë boyá o shema Crístbeñe ndos̈buachiyá cachcá jtsenónÿayama ts̈a tojtsebos̈ëse, chca chaboma. Chora, chë os̈buachiyá ndoñe ntsotocánana chë ínÿaftaca cachiñe jtëtenútanama, er Bëngbe Bëtsá tcmojáchembo natjë́mbana chas̈motsiyenama. 
1CO.7.16	Chca s̈mochjama, er aca shema ¿nts̈amo cattsetáts̈ëmbo, tacuatjobenaye acbe boyá jayë́njanana Crístbeñe chaotsos̈buáchema, y chca, atsbocaná chaotsemnama? o aca boyá ¿nts̈amo cattsetáts̈ëmbo, tacuatjobenaye acbe shema jayë́njanana Crístbeñe chaotsos̈buáchema, y chca, atsbocaná chaotsemnama?
1CO.7.17	Masque nts̈ámnaca, cada ona chaotsiyena jtsamëse nts̈amo chë Bëngbe Utabná tbojats̈etá obenana yomncá, cada ona ndayá jamama Bëngbe Bëtsá tbojachembcá. Chca ats̈e nÿets luare os̈buáchiyënga enefjuanenache sëndbétsamëndaye. 
1CO.7.18	Nderado Bëngbe Bëtsá cánÿabioye tbojachembo, y cha ínÿengbeyeca chë más delicadents̈e base bobachtema tëts̈ená tojtsemna, nts̈amo chë judiënga monduamancá, cha ndoñe chaondëtsenobiamná mo ndoñe judío cuafjatsmëncá; y nderado Bëngbe Bëtsá cánÿabioye tbojachembo, y cha ndoñe chca tëts̈ená tontsemnëse, cha ndoñe chaondëtsejuabná tëts̈ená jatsmënana, nts̈amo chë judiënga monduamancá. 
1CO.7.19	Er ndayá iuámana, ndoñe quenátsmëna chca tëts̈ená jtsemnana o ndoñe, ndayá nts̈amo Bëngbe Bëtsá yomandacá jtsamana. 
1CO.7.20	Cada ona bontsemna jtsiyeñana, nts̈amo yojoyencá, chabe ents̈á chaotsemnama Bëngbe Bëtsá tbojanchembo ora. 
1CO.7.21	Bëngbe Bëtsá tcmojanchembo ora, nÿets tempo ínÿabiama oservená cojamnëse, chama ndoñe cattsenócochinÿena. Pero nderado tojtsemna nts̈ámose jashjáchama ndoñe más chca ntsemnama, cach acbiama jatrabájama, as chca cochjama. 
1CO.7.22	Er chë nÿe ínÿabiama nÿets tempo oservená yojamná, Bëngbe Bëtsá chabe ents̈á chaotsemnama tbojanchembo ora, cha mora os̈buachiyacá, jtsemnana canÿa ya ndoñe más bacna soyënga jamama juabnë́ngaca mandaná, sinó Bëngbe Utabnabiama oservená. Cachcá, chë nÿe cachabiama trabajayá yojamná, Bëngbe Bëtsá tbojanchembo ora, mora cha nÿets tempo Cristbe oservená jtsemnana. 
1CO.7.23	Cristo bëngbiama tojanóbana ora, yojamna mo cha bëtscá cuafjopagacá, bënga Bëngbe Bëtsabe ents̈anga chamotsemnama. Ndoñe s̈matjaleséncia nÿe ents̈angbe juabnë́ngaca nÿets tempo mandánënga chas̈motsemnama, y Bëngbe Bëtsabiama chacmotsebnë́tjomba. 
1CO.7.24	Chcasna, Jesucrístbeyeca ats̈be cats̈átanga, cada ona bontsemna Bëngbe Bëtsáftaca jtsiyeñana, nts̈amo yojoyencá Bëngbe Bëtsá tbojanchembo ora.
1CO.7.25	Y chë ndë́bouamna shembásengbiama, chënga aíñe o ndoñe yontsamna jobouamayamna, ats̈e chama ndoñe Bëngbe Utabnabe canÿe mando quetsátsbomna, pero chanjayana nts̈amo ats̈e tsjuabnacá. Bëngbe Bëtsá ats̈be ts̈abiama tojanjuabóyeca, ents̈anga montsobena jtsejuabnayana aíñe ts̈abe palabra bomná chiñe ats̈e tsmënama. 
1CO.7.26	Ats̈e s̈ontsinÿana, ents̈á ibojtsemna jtsomñana nÿe nts̈amo mora yotsomñcá, er bënga mora montsiyena puerte padecena soyënguiñe. 
1CO.7.27	Shema tcobomnëse, ndoñe cachcá catjëftsonÿaye; y ndoñe tcondbomnësna, ndoñe catjátsënguaye. 
1CO.7.28	Tcojobouamase, bacna soye ndoñe quecátama; y nderado canÿe tobias̈e tojobouamase, cach bacna soye ndoñe quenátama. Pero chë tmojtsobouamangna padecena soyënguiñe mochanjoyena quem luarents̈e chamojë́ftsemnëntscuana, y ats̈e së́ntsebos̈e chënga jujabuáchama chca jatiyenama ndoñe chaondë́tsamnama.
