GEN.1.1	Co'na' ñaqai chita'gue ỹo'uet ná'ogue ñi qota'olec, ca 'au ỹo'uet na piguim chaqai na 'laua. 
2CO.3.4	Qam ỹaatqajam shinqac dajo, ma' da qarpi'ỹaxac quiñi qota'a ỹaatqajam chicqochigui so Cristo. 
2CO.3.5	Mesqai chaqai chicqochiguilo qomi' ca qarquesaxanaxa quiyim 'ue ca so'ueetaq, ta'ta'a quiyim ná'ogue ná'maq so'ueetqatac chicqo'ot ñi qota'a. 
2CO.3.6	Ma' ñi'maxare ñí'maq chicqo'ot quiyim qomi' seshitaq sovirqau'a quiyim so'ueenataxanaq queda dalaxaic 'maqataxac. Da'maxare sqai 'nejem ca qoyiuelec chi naneretañi, ma' da'maxare chaqaida dá'maq dalaxaic chaalataxac chicqo'ot so Espíritu Santo. Na naqataxaquipi qoỹeretañi ỹo'uet ca lelauaxa ca qom, qam so Espíritu Santo ỹo'uet da nca'laxa.
2CO.3.7	Na naqataxaquipi chicqo'ot so Moisés, na'maxare qoỹeretalec so qa', ca' ỹaatqajam 'xoico' na'le na lauaq. Ca so Israel llaalqaipi se ishit ra'iichigui na lashic so Moisés, ma' 'ue na lauaq na lashic, qam so lauaq nqo'neeta'ta', vire'ta na' 'om. Qam co'na' novi' so naqataxaquipi ishit quiyim ralauataxan, ca' qaica 'nejem da lauaq, 
2CO.3.8	¡huose'queto' quiyim sqai paguec queto' ca lauaq dá'maq na'qaatec noviraxatalo qomi' so Espíritu Santo! 
2CO.3.9	Ca ná'maq naqataxaquipi ma' ishit ỹa'ue ca qanouaxanaxaset, ca 'xoico' na'le ca lauaq, ca ¡huose'queto' sqai paguec ca lauaq da la'qaatec ñi qota'a ma' mashic ỹa'xatema qomi' quiyim mashic qaica ca qarasauaxaset! 
2CO.3.10	Ma' so naqataxaquipi ỹaatqajam 'uo' na'le so lauaq, qam totqai 'nejem nagui quiyim qanaloqojñiguit dajo, ma' dajo paguec da lauaq. 
2CO.3.11	Ca no'm 'xoic lauaq só'maq sqaỹaloq imeho, ca' paguec cá'maq lauaq dá'maq sqaica ca lqodoc.
2CO.3.12	Ma' mashic 'ue da qanaquitaxac, ca' vichiguiño' ỹaatqajam se qaro'chaañi quedá'maq sa'xatqatac. 
2CO.3.13	Sqai shinqatari' so Moisés quiyim ỹahote'e so lapooque' na lashic, qaiyi so Israel llaalqaipi se iuañigui ma' nqo'neeta'ta' quiyim 'om ná'maq lauaq só'maq sqaỹaloq 'om. 
2CO.3.14	Qam saua'maxare se ỹa'deene' ca leloxoỹaxac na'le. Chaqai nagui qaiyiita quena' qaretaqalec so 'auaxaic 'maqataxac, ca' chaqaiso só'maq napoxonaxat só'maq quepaqataxan, ca' se ishit ỹa'yiinchigui ca leloxoỹaxac. Ma' so napoxonaxat saqa' qanaqat, ma' quiyim qanaqat, qam chicqochigui so Cristo quiyim nac so'maxare. 
2CO.3.15	Vire'ta nagui quena' qaretaqalgoto naua lerqa so Moisés, ñaqa 'ue so napoxonaxat, ca' se qaỹa'yiinchigui ca leloxoỹaxac. 
2CO.3.16	Qam ca qom no'm ỹaxanñi dajo, ca' quegue so qara'gaxala', ca' qanaqat so napoxonaxat. 
2CO.3.17	Ma' so qara'gaxala' chaqaiso só'maq Espíritu Santo, ca cá'maq hueeta'ñi so ne'Espíritu so qara'gaxala', ca' ỹaatqajam qaica canchaqaica, ỹaatqajam huaquichiguiñi. 
2CO.3.18	Vichiguiño' qomá'ogue mashic tot qaica ca lapooque' na qarashic, ca shinqatari' aca na'ỹoxolate quiyim re'qoota na lauaq so qara'gaxala', ca' ñoquiicqatauec quiyim shinqatam so Cristo, ma' noquiiquetauec dá'maq lauaq so'maxare coqomi'. Qam dajo ỹo'uet só'maq qara'gaxala', ma' Espíritu Santo.
2CO.4.1	Vichiguiño' se ỹauanapega quiyim qareualtegueñi, ma' ñi qota'a quedá'maq chi lqouagaxa, ca ỹaanema qomi' dajo no'ueenataxanaxac. 
2CO.4.2	Ná'maq qaỹo'uet, qam qoỹoxotetañi, ca' se seconaxaguit, chaqai ná'maq ỹo'uet ca nayiloxo. Se sayinaxanqatac, chaqai se saỹoxosoxonqasapeguec naua la'qaatqa ñi qota'a. Ta'ta'a quiyim qaidaata dá'maq lliqueta dá'maq sa'xatqatac, ca' canchaqaica quená'ogue na qomyipi qara'deenta, ca' dajo ỹa'ajantac ñi qota'a. 
2CO.4.3	Qam no'm se re'oq nqohin dá'maq sa'xatqatac na'qaatec chicqaugui da nca'laxa, dajo 'neeta, qam taỹalec ná'maq qomyipi tai'a quiyim palac nqohin. 
2CO.4.4	Ma' so na'ỹaapec se neuanñi nqai'en da la'deenataxanaxac, ca' sqai huelec, qaiyi se iuana da lauaq dá'maq ỹaatqajam no'uen na'qaatec re'oq nqai'en da lauaq so Cristo, ma' chaqaiso só'maq lqui'i nca'leetauec ñi qota'a. 
2CO.4.5	Ca' quena' sa'xatqatac dajo na'qaatec, se ña'xatqateguelta' qomi'. Ta'ta'a quiyim sa'xatqatac so Jesucristo quiyim chaqaiso só'maq qara'gaxala'. Qam coqomi', ca shinqac qomi' relaataxahi, quedá'maq le'xorenataxanaxa so Jesús. 
2CO.4.6	Ma' ñi qota'a ñí'maq nela' aso lcoỹeraxanaxaqui quiyim naviguec na'le queso napalaxa, chaqaiñi ñí'maq naviguec nqai'en aso lcoỹeraxanaxaqui cañi qare'taxanata, qaiyi seuanaxa da lauaq ñi qota'a quena' naviguec quena lashic so Jesucristo.
2CO.4.7	Qam dá'maq paguec lesega'a hueetagui na qaroshicmaxa, ná'maq 'ec aca chaqai 'ueena 'laua, qaiyi re'oq dá'maq chalego lecaic nquesaxanaxa chicqo'ot ñi qota'a, mesqai chaqai chicqauguilo qomi'. 
2CO.4.8	Ca 'eno'm 'xoic hueete'ogalo ná'maq sqalanqatac, se ỹauana quiyim se qaỹa'ue ca la'maqa'. Chaqai 'eno'm 'ue na qarachitachic, qam qaiyiita se neme da qanaquitaxac. 
2CO.4.9	Ca 'eno'm chaqai qaỹocanta'pe qomi', qam se qaỹalate' qomi'. Chaqai 'eno'm qanenaqaiñi qomi', qam se qareleu. 
2CO.4.10	Canchaqa saxague, qam se'xatqatac quena qaroshicmaxa da lelauaxa so Jesús, qaiyi re'oq qai'neeta coqomi' da nachaalataxac so'maxare. 
2CO.4.11	Ma' qomi' quiyim ñaq qarca'leetauec, qam naua'que naua na'xata' qariỹaategueñi da lichic quiyim 'ue ca qaralauat sauaxat so Jesús, qaiyi re'oq qai'neeta da nachaalataxac so Jesús quena qaroshicmaxa, ma' na'maxare 'ue ca lqodoc. 
2CO.4.12	Ca, ma' da nelauaxa ỹo'ueetetac dá'maq chi lo'ueenataxanaxac coqomi', qam da nca'laxa ỹo'ueetetac da chi lo'ueenataxanaxac caqamiri.
2CO.4.13	Naua naneresañi na'qaatqa 'nerac: “Seuelec, ca vichiguiño' setaqa.” Ca qomi', ma' chaqaida dá'maq 'neeta da qarpi'ỹaxac, seuaqlec qomi', ca' vichiguiño' sa'xataq. 
2CO.4.14	Ma' qomi' sa'deenaq ñi qota'a ñí'maq liỹa nca'laxatec na'le so qara'gaxala' Jesús queso lelauaxa, qai'neeta nca'laxaterec qomi' ma'le, 'nejem dá'maq 'ne'tegue na'le so Jesús. Ca' qariỹareta'pe qamiri ma' qarauega'a yí'maq neeta'ñi' ñi'maxare. 
2CO.4.15	Dá'ogue dajo mashic re'oq, ma' qaỹahotaque ca re'maxahi, qaiyi ma' 'xoic ca icoñiguit ca lqouagaxa ñi qota'a, ca qai'neeta 'xoic ca ỹaanshiguim ca na'aachic ma'le, ma' dajo taỹaugui quiyim qaimaqachin ñi qota'a.
2CO.4.16	Vichiguiño' se ỹauanapega quiyim qareualtegueñi. Ma' 'eno'm na qaroshicmaxa noquiiqueta'ta' da lquesaxanaxa, qam na qara'al noquiiquetashiguim naua'que naua na'xata'. 
2CO.4.17	Ma' dá'maq qare'xoric queda qanachaalataxac cocho'qui' chaqai sqaỹaloq ime'uegue. Ca' chaqaida dá'maq chicqochigui quiyim noviraqtoxoua' da lauaq sqaica ca lqodoc chaqai ỹapacauec, sqai 'nejem na qane'guenaxaquipi. 
2CO.4.18	Ma' qomi' se ya'ỹoxogui ná'maq re'qoochigui; ta'ta'a ná'maq se re'xogui. Ma' ná'maq re'qoochigui, chita'gue, ca' imeho; qam ná'maq se re'xogui, ca' qaica ca lqodoc.
2CO.5.1	Ma' qomi' sa'deenaq quiyim ma' imeho na qaroshicmaxa ma' 'nejem ca 'imec quiyim sqaỹaloq 'guiñi, qam ñi qota'a shi'gue ỹa'maxatetañi ca qara'a' sqaica lqodoc quena piguim, qam mese lo'ueenatec ca chaqai qom. 
2CO.5.2	Qam llic quiyim ñaq qarqauaxantegueri' najo qaroshicmaxa, se ỹa'maxagui na qouel, sahoqotaque quiyim qolaqpegue' yi qara'a' queda piguim, 
2CO.5.3	ca ỹapolgoto qomi' 'nejem ca nooỹac quena' qoỹanñi, qaiyi sqai senqatauec. 
2CO.5.4	Nagui ma' ñaqai senqataugui najo qouo' ma' chaqaina na qaroshicmaxa, ca' se ỹa'maxagui na qouel chaqai 'ue da qarachitachic. Qam se sahoqotaque quiyim qanaqat ná'maq ñaaue qaroshicmaxa. Dá'maq sahoqotaque 'neetasa': quiyim sanaxañi cá'maq dalaxaic qaroshicmaxa, qaiyi palac ná'maq qaroshicmaxa ma' ishit ileu, ca' ñigui cá'maq dalaxaic chaalataxac. 
2CO.5.5	Qam chaqaiñi ñí'maq qota'a ñí'maq ỹa'maxatesañi qomi' queda qanadalqataxac. Ca' ỹaanema qomi' so Espíritu Santo, ca' chaqaiso só'maq i'taxajñi cá'maq seconaxaguit ma'le.
2CO.5.6	Vichiguiño' se neme da qarpe'e, ma' sa'deenqata quiyim ñaq sqauaqategueri' quena qaroshicmaxa, ca spa'aaqatauec queca qara'a', ca' se qouora so qara'gaxala'. 
2CO.5.7	Ca qolqatalec da qarpi'ỹaxac, mesqai cá'maq re'qoochigui. 
2CO.5.8	Ca' ỹaatqajam 'ue da qanaquitaxac. Ca' sahoqotaque quiyim yi le'en quiyim sqauaqategueri' quena qaroshicmaxa, qaiyi qolaqpegue' so qara'gaxala', ca' qouora. 
2CO.5.9	Vichiguiño' 'ue da qareuogoxo, qaiyi nqo'talo qomi' so qara'gaxala', quiyim ma' tot qaicaua qomi', loqo'm ñaq sqauaqategueri'. 
2CO.5.10	Ma' qomá'ogue ñachaataxau'a ma'le cá'maq hua'ñi so Cristo quiyim imit na nasauaxaseteripi, ca' quiñi 'óna icoñiguit ca laseue' ca lo'ueenatec na' ñaq ỹouootegueri', 'maxaraic, loqo'm se ỹa'maxañi.
2CO.5.11	Vichiguiño' ma' sa'deenqata da leloxoỹaxac da nqolonaxa queso qara'gaxala', ca' 'ue da qareuogoxo quiyim qoyiuelec da na'qaatec quena qomyipi. Qam ñi qota'a shi'gue ỹa'den da shinqatari', chaqai 'ue da ñaquitaxac quiyim qamiri qai'neeta 'yiiñita da'maxare. 
2CO.5.12	Se sahoqotaque quiyim liỹa 'maxaraic ca sa'xatqatac, qam chi ña'xatqateguelta'. Ta'ta'a quiyim sahoqotaque nquipichiỹa'pegue' quiyim huaguii'chiguita qomi', qaiyi shichii quiyim 'ue ca 'xachii ma'le quená'maq chi nemaqajanteguelec da chi leloxoỹaxac ca re'qoochigui qom, qam mesqaida dá'maq hueetagui añi le'taxanata ca'maxare. 
2CO.5.13	Qam no'm 'ec qomi' hualoxona', ca chaqaida, qam quiñí'maq qota'a; chaqai no'm 'ec ñouoocqachiguiñi, ca chaqaida, qam caqamiri. 
2CO.5.14	Da le'xorenataxanaxa so Cristo ỹaatqajam qarela', ma' ỹaatqajam sa'deenqata quiyim 'oonoqui' so ileualec ná'ogue na qomyipi, vichiguiño' ná'ogue na'maxare 'ec ileu. 
2CO.5.15	So Cristo só'maq ileualec ná'ogue na qomyipi, qaiyi ná'maq nca'leetauec totqa taỹapegueu'a dá'maq chi nachaalataxac, ta'ta'a so'maxare, ma' ileualec chaqai liỹa nca'leuec nqohin. 
2CO.5.16	Vichiguiño' qomi' tot qaica quet cá'maq sa'deenqapega quecá'maq 'neetari' ca qom quena 'laua; ma' quesom sa'deenqatapega quen dá'maq 'neetari' so Cristo na' ñaq ỹouoxontac na 'laua, qam nagui tot qara'deenataxanaxac dajo queso'maxare. 
2CO.5.17	Ca' vichiguiño' cá'maq na'deetau'a so Cristo, ca' dalaxaic da no'ueenataxac; ime' cauá'maq ñaua'pe no'ueenataxaco, ca dalaxaic dá'ogue dá'maq nachaalataxac.
2CO.5.18	Ca' dá'ogue dajo chi ỹo'uet ñi qota'a ñí'maq chicqochigui nqai'en so Cristo quiyim seuacqa'chiguit ñi'maxare, chaqai ỹa'ue da laqataxac coqomi' quiyim ná'ogue na qomyipi huaqui'chiguit nqaishinaq ñi'maxare. 
2CO.5.19	Dá'maq qara'qaatec 'neetasa': quiyim so Cristo liỹaatac ñi qota'a na' ỹahotaque qareuaqui'chiguit ñi'maxare quená'ogue na qomyipi, qam ñi'maxare se ra'iitapigui na lasauaxaset na qomyipi. Ca' ỹamaxalgoto qomi' quiyim sichoxotqachigui da leloxoỹaxac dajo na'qaatec quiyim qareuaqui'chiguit ñi qota'a. 
2CO.5.20	Vichiguiño' qomi' sachigoxotqo'tot da qara'qaataxanaxac so Cristo, ca 'ec 'nejem quiyim ñi qota'a chicqochiguilo nqai'ne' qomi' quiyim ne'xoresentouguilo qamiri. Ca qomi' ñi'xoresenqa'toto qamiri chicqochigui nqaishinaq so Cristo: quiyim daañiỹaque quiyim huaqui'chiguita qamiri ñi qota'a. 
2CO.5.21	So Cristo ỹaatqajam qaica ca lasauaxaset. Qam ñi qota'a 'ec nqai'en ca sauaqhuaic sauaxate' qomi', qaiyi ma' qomi' ña'daqatau'a so Cristo, ca sovirqau'a dá'maq no'uen chaalataxac dá'maq ỹahotaque quiyim shinqatari' quet ñi qota'a.
2CO.6.1	Ca ma' qomi' lotaua' ñi qota'a queda lo'ueenataxanaxac, ca ñi'xoresenqa'toto qamiri sqa taiguit quiyim se nquipichiỹa'pegue' da lqouagaxa ñi qota'a dá'maq mashic ỹachaxanema qamiri. 
2CO.6.2	Ma' ñi'maxare quenaua la'qaatqa naneresañi 'naac:
2CO.6.2	So na'xa'a viichigui da ỹoqouagaxa, ña'xaỹaxane'ta qami';
2CO.6.2	chaqai so na'xa'a hueetougui da nca'laxa, ca sotauan qami'.
2CO.6.2	Ca' nagui viichigui dá'maq dajo lqouagaxa ñi qota'a, chaqai chaqaina najo na'xa'a hueetougui da nca'laxa.
2CO.6.3	Ca qaica quet cá'maq sahoqotaque quiyim 'ue quet ca 'ue ca ỹa'paxat, qaiyi qaica cá'maq se no'uen qaỹa'xat queda qaro'ueenataxanaxac. 
2CO.6.4	Ta'ta'a quiyim sahoqotaque quená'ogue ná'maq so'ueetaq re'oq nqai'ne' qomi' quiyim qomi' lelaatqa ñi qota'a, queda qareualaxavic quena' ña'ñaxatqata'piguit da qare'xoric, chaqai qarouenaxanaxa, chaqai na qananaqataxaquipi. 
2CO.6.5	Ma' mashic qaỹouaxanta'pe qomi', chaqai qaicoñite' qomi', chaqai qaỹoqocata'pe qomi', chaqai paguec da qaro'ueenataxanaxac, 'ue quen se selaqsoq, chaqai qarqopat. 
2CO.6.6	Chaqai re'oq qai'neeta nqaishinaq quiyim qomi' lelaatqa ñi qota'a quedá'maq 'maxaraic qano'ueenataxac, quiyí'maq qara'deenaxanaxa quedá'maq lliqueta, queda qareualaxavic, chaqai da qarqouagaxa, quedá'maq quiyim hueetauguilo qomi' so Espíritu Santo, chaqai dá'maq ỹaatqajam nachinchiguiñi qare'xorenataxanaxa, 
2CO.6.7	chaqai dá'maq qara'qaataxanaxac quedá'maq ỹaatqajam lliqueta na'qaatec, chaqai quedá'maq lquesaxanaxa ñi qota'a coqomi'. Chaqai so'goxonaxalo naua lo'goxonqate' dá'maq no'uen chaalataxac, quiyim squepaqataxanaxalo, loqo'm quiyim so'goxonaxalo. 
2CO.6.8	'Ue quen yi na'xa'a qaimaqachinta'pe qomi', chaqai 'ue quen yi na'xa'a se qaichira'pe qomi', chaqai 'ue quen yi na'xa'a 'maxaraic da qana'qaataxac, chaqai 'ue quen yi na'xa'a se no'uen da qohinac coqomi'. 'Ue quen 'ec qomi' 'maatqaqa nqohine', chaqai 'ue quen quiyim 'ec lliqueta nqohin dá'maq sa'xatqatac. 
2CO.6.9	'Ue quen 'ec sqai huanapogoxoua', chaqai 'ue quen 'ec ỹaatqajam qomi' neuanatqa. 'Ue quen seuqataugui da lichic quiyim 'ue ca qaralauat, qam ñaqai qomi' qarca'leetauec. 'Ue quen quiyim qaỹouaxanta'pe qomi', qam saqa' qaỹalauate' qomi'. 
2CO.6.10	'Eno'm sachicoqota, qam ñaqai qara'maqachiguiñi. 'Eno'm se'xorqata, qam 'xoic na 'ue nqaiyi nqaishinaq. 'Eno'm qaica ca yi coqomi', qam qaica cá'maq souenqataque quená'ogue.
2CO.6.11	Qamiri ỹaqaỹarolqa ñiỹa'ñi na Corinto, quena' 'ue sa'xataq caqamiri ỹaatqajam qaica ca soxotqategueñi, ma' sa'xatqata ná'ogue ná'maq hueetagui añi qare'taxanata. 
2CO.6.12	Caqamiri ỹaatqajam qaica ca soxotqategueñi qomi', qam qamiri nauá'maq 'ue na 'xochitegueñi coqomi'. 
2CO.6.13	Ca ñi'xoresentouguilo qamiri, shintari' ca neta'a quiyim ne'xoresentougui ca llaalqaipi, quiyim 'ñii'tegue dá'maq shintari' quiyim qaica ca huaagui nqai'ñii añi re'taxanatahi, 'nejem aỹim caqamiri.
2CO.6.14	'Neeto' rotauahi ca qom saqa' icoñiguit da na'qaatec. Ma' quiyi, ca' se natenta' qamiri. Ma' ¿negue' quet cá'maq 'neeta cá'maq 'maxaraic chaalataxac quiyim huaqata'guit ca se no'uen, chaqai ca 'ue ca lauaq huaqata'guit ca napalaxa? 
2CO.6.15	Chaqai ¿negue' cá'maq 'neeta quet quiyim neuojne'ejta' quet so Cristo queso na'ỹaapec? chaqai ¿negue' quet cá'maq 'neeta quiyim huaque'ejta' quet cá'maq saqa' icoñiguita yaua na'qaatqa quecá'maq mashic icoñiguita yaua na'qaatqa? 
2CO.6.16	¿Peeta'a ỹa'maqachiguiñi quiyim qoỹanaugui ca nashiilec nqolac ca 'imec qouagaxainaxaqui quiñi qota'a? 'E', ma' qomi' lauooto' ñi qota'a ñí'maq nca'leetauec. Ma' ñí'maq qota'a 'naac:
2CO.6.16	Sentaugui chaqai salequetaugui na'maxare;
2CO.6.16	ca' chaqaỹim ná'maq ỹim qota'olec quena'maxare,
2CO.6.16	chaqai na'maxare, ca ỹalamqateripi.
2CO.6.17	Ca vichiguiño' qai'neeta 'naac ñi qara'gaxala':
2CO.6.17	Oquii'e, noỹoochiuec quena'maxare;
2CO.6.17	sqai coñigui ná'maq napio'xot da chaalataxac.
2CO.6.17	Ca ma'le, ca' ỹim secoñiguita qamiri,
2CO.6.18	qaiyi ỹaatqajam ỹim qataa'i.
2CO.6.18	Chaqai qamiri, ca' qamiri ỹaalqaipi chaqai ỹaallipi,
2CO.6.18	'naac ñí'maq qara'gaxala' ñí'maq sqaica ca lqalanec.
2CO.7.1	Ca vichiguiño' qamiri ñauochaxaua' ỹaqaỹa', 'enaua nauá'maq qaỹachaxanta'pe coqomi'. Vichiguiño' se squeuocqau'a ná'ogue ná'maq ishit napio'xote' qomi' quena qaroshicmaxa, chaqai quena qara'al. Qaro'cha'a ñi qota'a, chaqai somatqo'ot da qanachaalataxac ñi'maxare.
2CO.7.2	Ca ¡ñaqai 'viichii ca qaredaaqa' cañi re'taxanatahi! Ma' sqaica quet cá'maq sque'maqachitaq chaqai quiyim 'ue ca ña'axataq, chaqai sqaica ca sayinqatac. 
2CO.7.3	Qam sqai shinac dajo, ca' sahotaque ca rasauaxashichii. Ma' shi'gue shinac caqamiri quiyim silliitaguilo qamiri añi i'taxanata, qamiá'ogue ica'laxaua' chaqai qamiri ilauaxaua'. 
2CO.7.4	Ỹaatqajam 'xoic da ñaquitaxac chaqai da ñitoonaxac caqamiri. Quená'ogue ná'maq qare'xorico, qam ỹaatqajam 'ue da qana'ñaaqataxac chaqai 'xoic da qanetoonaxac.
2CO.7.5	Shi'gue na' ñovitaxa na Macedonia ỹaatqajam qaica ca qanco'matqa'. Ta'ta'a quiyim 'ue da qananaqataxac quenaua'que nauá'maq sovirqa'guelo chaqai da qanoqogaxanataxac, ca vire'ta mashic ileuetapigui na qouel. 
2CO.7.6	Qam ñi qota'a ma' ishit ỹa'ñaxat cá'maq qaica ca la'ñaxac, ca' qara'ñaxat, chicqochigui nqai'en da loviraxac so Tito. 
2CO.7.7	Chaqai mesqaidaata da loviraxac so'maxare, ma' so'maxare ỹaatqajam 'ue da na'ñaaqataxac chicqauguilo qamiri. Ca so'maxare ra'qaataxantapegalo qomi' quiyim 'ue da rishoxohi quiyim liỹa huañiỹalo qomi', chaqai ỹa'xatetac da rachicoxohi quedá'maq 'ñiita caỹim. Ca' quedajo, ca' nqo'neuec da ñitoonaxac.
2CO.7.8	Acá'maq ilaata selatalo qamiri, 'eno'm ỹa'ue ca rachicoxohi, se yitogot nagui. Ma' mashic 'ue ca ñitogotaxa na' sa'den quiyim aca ilaata ỹo'uet ca rachicoxohi, qam sqaỹaloq ime'uegue. 
2CO.7.9	Qam nagui 'ue da ñitoonaxac, qam mesqai quecá'maq rachicoxohi. Ta'ta'a quiyim só'maq rachicoxohi ỹo'uet ca netogotaxahi. Ma' qamiri na'ñaxachiiguit da rachicoxohi, ca' chaqaida dá'maq ỹa'maxarenta ñi qota'a. Ca' quedajo, ca 'eco' qaicanqaida caqamiri. 
2CO.7.10	Ma' cá'maq nachicoxo quiyim qana'ñaxachiguit quiyim nqo'ta ñi qota'a, ca chicqaugui ca togotaxa, ca' re'oq nqai'en ca nca'laxa. Ca' sqai qanetogoteta'pegue. Qam da nachicoxo hueetalec na 'laua, ca chicqaugui da nelauaxa. 
2CO.7.11	Ca' qamiri 'ue da rachicoxohi, qam ỹa'maxarenta ñi qota'a. Qam ¡ñaqa 'ajñii nagui dá'maq chicqaugui! Ỹo'uet quiyim qamiri sqa saguiriñitac dajo, chaqai choxochita dá'maq 'neeto' na'le dajo, ma' ỹo'uet da ronogoxonaxaguii, chaqai 'ue da rqolonaxahi. Qam na' ime, ca' 'ue da rishoxohi quiyim liỹa huañiua', chaqai nipiichii quiyim 'viichii ca nouaxanaxaset cá'maq ỹo'uet cá'maq se no'uen. Ca' quedajo re'xoi' nqai'ne' qamiri quiyim sqaica ca rasauaxashichii. 
2CO.7.12	Ma' na' seretegueñi aso ilaata, mesqai hueetapigui iuel cá'maq qom ỹo'ueetetac ca se no'uen, loqo'm quecá'maq 'ue ca qohine'tegue. Ta'ta'a quiyim qamiri retañii quiyim ỹaatqajam 'ue da reuogoxohi coqomi', qam dajo ỹa'deenta ñi qota'a. 
2CO.7.13	Ca vichiguiño' lo'yichigui na qouel.
2CO.7.13	Qam quedajo lo'daxa qouel seconaxaguit, ca' 'ue da qanetoonaxac nqo'neuec na' seuanaxa so Tito ỹaatqajam netoontac. Ma' qamiá'ogue tauañitac, qaiyi qaica ca huapigui lauel. 
2CO.7.14	Ma' ỹim mesqai se ya'maxañi na' shinac queso Tito quiyim ñitoonta'peguelo qamiri. Ma' dá'ogue dá'maq shinqac na'le caqamiri ỹaatqajam lliqueta, chaqai qai'neeta lliqueta dá'maq shinqapega na'le so Tito quiyim ñitoonqata'guelo qamiri. 
2CO.7.15	Ca so'maxare paguec da lqo'iichi caqamiri quena' ỹo'lliinchi'chi qamiri, ma' 'viichiỹo' na'le cá'maq ỹahotaque, chaqai co'na' ỹovitalo qamiri, ca' quelolliỹa, ne'xorishiñita chaqai niñiiquishiñita. 
2CO.7.16	Ca' ỹaatqajam 'ue da ñitoonaxac, ma' ỹaatqajam naloochiguiñi da ñaquitaxac caqamiri.
2CO.8.1	Ca' nagui qamiri qarqaỹa', sahoqotaque sa'xataq da lqouagaxa ñi qota'a re'oq quená'maq icoñiguit da na'qaatec na'ñi na 'laua Macedonia. 
2CO.8.2	Ca ỹaatqajam 'ue da lqalaic, ma' 'xoic da ne'guenaxac, qam qaiyiita ỹa'maqatajlec. Ca 'eno'm 'xoratem', qam ỹaatqajam rachitaxanataxan, 'nejem ca nesallaxanqaipi. 
2CO.8.3	Ca ỹim sa'xat ma' ỹaatqajam seuanchigui yi'maxare, quiyim ỹahotaque rotaanaxan quená'ogue ná'maq nalootau'a, chaqai vire'ta quiyim ỹapacauec nqai'en ana lachitaxanataxanqate. 
2CO.8.4	Chaqai ỹaatqajam ipaca'alo qomi' quiyim seconaxaguit aca lotaanaxanqate quiyim qaỹotauan ca qarqaỹaripi. 
2CO.8.5	Ma' yi'maxare ỹo'uet dá'maq sqai huapigui qouel, ma' yi'maxare 'au nañaanot so qara'gaxala', ime, ca' qomi'. Ca' dajo ỹaatqajam chicqo'tot ñi qota'a. 
2CO.8.6	Ca' vichiguiño' qarepaca'a so Tito quiyim queetalec aná'maq lapoontac caqamiri, caná'maq notaanaxanqate shi'gue lapoontac so'maxare. 
2CO.8.7	Ma' qamiri qaica nqalañigui quená'ogue: queda rpi'ỹaxaguii, queda ra'maxahi quiyim paxaguinataxañii, chaqai 'ue da ra'deenaxanaxahi, chaqai da na'ñaaqataxaguii, queda re'xorenataxanaxahi coqomi'. Ca' vichiguiño' paguiỹauec quet queda 'ñiitari' queda re'naxanaxariguii.
2CO.8.8	Shinac dajo, qam se ilaataxanaxac. Ta'ta'a quiyim sahotaque 'yiiñii ca na'ñaaqataxac cá'maq riỹahi, qaiyi re'oq dá'maq re'xorenataxanaxahi ỹaatqajam 'chichiguiñi. 
2CO.8.9	Ma' shi'gue 'yiiñii da lqouagaxa so qara'gaxala' Jesucristo. Ma' so'maxare ỹaatqajam nesallaxanec, qam ne'xoresentam, ma' paguec da le'xorenataxanaxa caqamiri, qaiyi qamiri nesallaxanqa, chicqochigui dá'maq le'xoric so'maxare.
2CO.8.10	Saanec dajo ỹa'deenataxanaxac, qaiyi qaicanqaida caqamiri. Quiyim quedá'maq 'ñiitari' queso 'auaxaic ñaaxa, mesqaidaata quiyim 'viichii dajo, qam qai'neeta 'ue da reuogoxohi. 
2CO.8.11	Ca' nagui, ca' quiitalec da'maxare, chi ỹovireta'a quiyim machii. Ỹaatqajam se naqaguiñi nqai'ñii dá'maq 'ñiitari', quiyim 'ỹaañitac acá'maq ralohitau'a. 
2CO.8.12	Ma' ca qom no'm lliqueta da lamiaqnaxac, ca' ñi qota'a nqo'ta aca lame, qam acá'maq nalootau'a. Ma' ñi'maxare se roỹaxantaque acá'maq se qanalou'a.
2CO.8.13	Qam mesqaida quiyim viriỹau'a quet ca rouenaxanaxahi quiyim tauañitac ca riỹahi. 
2CO.8.14	Ca' dajo 'neeta quiyim na qomyipi dá'ogue da 'neetari' qaican ỹapaguec. Ca' nagui qamiri 'viichii cá'maq ỹouentaque na'maxare. Ca' ma'le sqoue quiyim ỹo'uet cá'maq viñitaque, qaiyi qamiá'ogue ralohi'ijta', qaica ca ỹapacauec. 
2CO.8.15	Ma' chaqaida dá'maq 'neete' yaua naneresañi la'qaatqa ñi qota'a: “Quecá'maq 'xoic ca lapoonecsec, qam sqaica ca naauec; chaqai quecá'maq cocho'qui' ca lapoonecsec, qaica ca ỹouentaque.”
2CO.8.16	Qam ña'aachic quiñi qota'a, ma' ñi'maxare viichigui nqai'en añi le'taxanata so Tito quiyim dá'ogue dá'maq shinta quiyim sotauane' qamiri. 
