GEN.1.1	起初，上帝創造天地。 
JOB.34.9	總是無益。』
JOB.34.10	「所以，你們明理的人要聽我，
JOB.34.10	上帝斷不致行惡，
JOB.34.10	全能者斷不致不義。
JOB.34.11	他必按人所做的報應人，
JOB.34.11	使各人照所行的得報。
JOB.34.12	確實地，上帝必不作惡，
JOB.34.12	全能者必不偏離公平。
JOB.34.13	誰派他治理大地？
JOB.34.13	誰安定全世界呢？
JOB.34.14	他若專心為己，
JOB.34.14	將靈和氣收歸自己，
JOB.34.15	凡血肉之軀必一同死亡；
JOB.34.15	世人必歸於塵土。
JOB.34.16	「你若明理，當聽這話，
JOB.34.16	側耳聽我言語的聲音。
JOB.34.17	難道恨惡公平的可以掌權嗎？
JOB.34.17	那有公義、有大能的，你豈可定他有罪呢？
JOB.34.18	你會對君王說：『你是卑鄙的』；
JOB.34.18	對貴族說：『你們是邪惡的』嗎？
JOB.34.19	他待王子不徇情面，
JOB.34.19	也不看重富足的過於貧寒的，
JOB.34.19	因為他們都是他手所造的。
JOB.34.20	一瞬間他們就死亡。
JOB.34.20	百姓在半夜中被震動而去世；
JOB.34.20	有權力的被奪去，非藉人手。
JOB.34.21	「上帝的眼目觀看人的道路，
JOB.34.21	察看他每一腳步。
JOB.34.22	沒有黑暗，沒有死蔭，
JOB.34.22	能給作惡者在那裏藏身。
JOB.34.23	上帝不必再三傳人
JOB.34.23	到他面前受審判。
JOB.34.24	他毋須調查就粉碎有大能的人，
JOB.34.24	指定別人代替他們。
JOB.34.25	所以他知道他們的行為，
JOB.34.25	使他們在夜間傾倒壓碎。
JOB.34.26	他在眾目睽睽下擊打他們，
JOB.34.26	如同擊打惡人。
JOB.34.27	因為他們轉離不跟從他，
JOB.34.27	不留心他一切的道，
JOB.34.28	甚至使貧寒人的哀聲達到他那裏；
JOB.34.28	他也聽了困苦人的哀聲。
JOB.34.29	他安靜，誰能定罪呢？
JOB.34.29	他轉臉，誰能見他呢？
JOB.34.29	無論一國或一人都是如此。
JOB.34.30	不虔敬的人不得作王，
JOB.34.30	免得百姓陷入圈套。
JOB.34.31	「有誰對上帝說：
JOB.34.31	『我受了責罰，必不再犯罪；
JOB.34.32	我所看不明的，求你指教我；
JOB.34.32	我若行了不義，必不再行』？
JOB.34.33	他因你拒絕不接受，
JOB.34.33	就隨你的心願施行報應嗎？
JOB.34.33	選擇的是你，不是我。
JOB.34.33	你所知道的，只管說吧！
JOB.34.34	明理的人必對我說，
JOB.34.34	聽我的智慧人也說：
JOB.34.35	『
JOB.34.35	他的言語毫無智慧。』
JOB.34.36	願
JOB.34.36	因他回答像惡人一樣。
JOB.34.37	他在罪上又加悖逆；
JOB.34.37	在我們中間引起疑惑 
JOB.34.37	用許多言語輕慢上帝。」
JOB.35.2	「你以為這話有理，
JOB.35.2	說：『我在上帝面前是公義的。』
JOB.35.3	你說：『這對你有甚麼益處？
JOB.35.3	我不犯罪有甚麼好處呢？』
JOB.35.4	至於我，我要用言語回答你
JOB.35.4	和跟你一起的朋友。
JOB.35.5	你要向天觀看，
JOB.35.5	瞻望那高於你的穹蒼。
JOB.35.6	你若犯罪，能使上帝受何害呢？
JOB.35.6	你的過犯加增，能使上帝受何損呢？
JOB.35.7	你若是公義，能加增他甚麼呢？
JOB.35.7	他從你手裏還接受甚麼呢？
JOB.35.8	你的罪惡只影響像你這類的人；
JOB.35.8	你的公義也只影響世人。
JOB.35.9	「人因多受欺壓就哀求，
JOB.35.9	因強權者的膀臂而求救。
JOB.35.10	但無人說：『造我的上帝在哪裏？
JOB.35.10	他使人夜間歌唱，
JOB.35.11	教導我們多過地上的走獸，
JOB.35.11	使我們比空中的飛鳥更聰明。』
JOB.35.12	因為惡人驕傲，
JOB.35.12	他們在那裏呼求，他卻不回答。
JOB.35.13	虛妄的呼求，上帝必不垂聽；
JOB.35.13	全能者必不留意。
JOB.35.14	何況你說，你不得見他。
JOB.35.14	案件就在他面前，你等候他吧。
JOB.35.15	但如今因他未曾發怒降罰，
JOB.35.15	也一點都不理會狂傲，
JOB.35.16	所以
JOB.35.16	多多發表無知識的言語。」
JOB.36.2	「你再給我片時，我就指示你，
JOB.36.2	因我還有話要為上帝說。
JOB.36.3	我要把我的知識從遠處引來，
JOB.36.3	我要將公義歸給造我的主。
JOB.36.4	我的言語絕不虛假，
JOB.36.4	有全備知識的與你同在。
JOB.36.5	「看哪，上帝有大能，並不藐視人；
JOB.36.5	他的心智能力廣大。
JOB.36.6	他不讓惡人活著，
JOB.36.6	卻為困苦人伸冤。
JOB.36.7	他的眼目不遠離義人，
JOB.36.7	卻使他們和君王同坐寶座，
JOB.36.7	永遠被高舉 
JOB.36.8	他們若被鎖鏈捆住，
JOB.36.8	被苦難的繩索纏住，
JOB.36.9	他就向他們指示他們的作為和過犯，
JOB.36.9	以及他們的狂妄自大。
JOB.36.10	他也開通他們的耳朵來領受教導，
JOB.36.10	吩咐他們回轉離開罪孽。
JOB.36.11	他們若聽從事奉他，
JOB.36.11	就必度日亨通，
JOB.36.11	歷年享福。
JOB.36.12	他們若不聽從，就要被刀殺滅，
JOB.36.12	無知無識而死。
JOB.36.13	「那心中不敬虔的人積蓄怒氣；
JOB.36.13	上帝捆綁他們，他們竟不求救。
JOB.36.14	他們必在青年時死亡，
JOB.36.14	與神廟娼妓一樣喪命。
JOB.36.15	上帝藉著困苦救拔困苦人，
JOB.36.15	藉所受的欺壓開通他們的耳朵。
JOB.36.16	上帝也必引你脫離患難，
JOB.36.16	進入寬闊不狹窄之地；
JOB.36.16	擺在你席上的必滿有肥甘。
JOB.36.17	「但你充滿著惡人的辯辭，
JOB.36.17	辯辭和審判抓住你。
JOB.36.18	不可讓憤怒觸動你，使你破口謾罵
JOB.36.18	也不可因贖價大而偏行。
JOB.36.19	你的呼求
JOB.36.19	果真有用，使你不遭患難嗎？
JOB.36.20	不要切慕黑夜，
JOB.36.20	就是眾民在本處被除滅的時候。
JOB.36.21	你要謹慎，不可偏向罪孽，
JOB.36.21	因你選擇罪孽過於苦難。
JOB.36.22	看哪，上帝因他的能力而崇高；
JOB.36.22	有誰像他那樣作教師呢？
JOB.36.23	誰派定他的道路呢？
JOB.36.23	誰能說：『你行了不義』？
JOB.36.24	「你要記得頌讚他的作為，
JOB.36.24	就是人所歌頌的。
JOB.36.25	他的作為，萬人都看見；
JOB.36.25	世人也從遠處觀看。
JOB.36.26	看哪，上帝崇高，我們不能知道；
JOB.36.26	他的年數，不能測度。
JOB.36.27	因他吸取水點，
JOB.36.27	水點就從雲霧中變成雨；
JOB.36.28	雲彩將雨落下，
JOB.36.28	沛然降於世人。
JOB.36.29	又有誰能明白密雲如何鋪張，
JOB.36.29	和上帝行宮的雷聲呢？
JOB.36.30	看哪，他的亮光普照自己的四圍；
JOB.36.30	他覆蓋海的深處。
JOB.36.31	因他用這些審判
JOB.36.31	又賜豐富的糧食。
JOB.36.32	他以閃電遮手掌，
JOB.36.32	命令它擊中靶子。
JOB.36.33	所發的雷聲將他顯明，
JOB.36.33	牲畜也指明要起暴風
JOB.37.1	「因此我心戰兢，
JOB.37.1	從原處移動。
JOB.37.2	聽啊，聽他轟轟的聲音，
JOB.37.2	是上帝口中所發的響聲。
JOB.37.3	他發響聲震遍天下，
JOB.37.3	他的閃電直到地極。
JOB.37.4	隨後，人聽見他的聲音，
JOB.37.4	是那轟轟的聲音；
JOB.37.4	他發出威嚴的雷聲，
JOB.37.4	而不加以遏止。
JOB.37.5	上帝發出奇妙的雷聲；
JOB.37.5	他行大事，我們不能測透。
JOB.37.6	他對雪說：『要降在地上』；
JOB.37.6	對大雨和暴雨也是這樣說。
JOB.37.7	他封住各人的手，
JOB.37.7	叫所造的萬人都知道他的作為。
JOB.37.8	野獸進入穴中，
JOB.37.8	臥在自己洞內。
JOB.37.9	暴風來自內宮，
JOB.37.9	寒冷出於狂風。
JOB.37.10	上帝噓氣成冰，
JOB.37.10	凝結寬闊之水，
JOB.37.11	使密雲盛滿水氣，
JOB.37.11	烏雲散佈閃電。
JOB.37.12	雲藉著他的指引遊行旋轉，
JOB.37.12	在世界的地面上行他一切所吩咐的，
JOB.37.13	或為責罰，或為他的地，
JOB.37.13	或為慈愛，都是他所行的。
JOB.37.14	「
JOB.37.14	要站立，思想上帝奇妙的作為。
JOB.37.15	你知道上帝如何安排這些，
JOB.37.15	如何使雲中的閃電照耀嗎？
JOB.37.16	你知道雲彩如何浮於空中，
JOB.37.16	知識全備者奇妙的作為嗎？
JOB.37.17	你知道南風使地寂靜，
JOB.37.17	你的衣服就變為熱嗎？
JOB.37.18	你豈能與上帝同鋪穹蒼，
JOB.37.18	堅固如同鑄成的鏡子嗎？
JOB.37.19	我們因在黑暗中，不會陳說，
JOB.37.19	請你指教我們該對他說甚麼。
JOB.37.20	有人告訴他我要說話嗎？
JOB.37.20	豈有人說他願被吞滅嗎？
JOB.37.21	「現在，人不得見穹蒼的亮光；
JOB.37.21	風一吹過，天色晴朗。
JOB.37.22	金色的光輝來自北方，
JOB.37.22	在上帝那裏有可畏的威嚴。
JOB.37.23	全能者，我們不能測度；
JOB.37.23	他大有能力，又有公平，
JOB.37.23	滿有公義，必不苦待人。
JOB.37.24	所以，世人敬畏他；
JOB.37.24	凡自以為
JOB.38.1	那時，耶和華從旋風中回答
JOB.38.2	「誰用無知的言語使我的旨意暗昧不明？
JOB.38.3	你要如勇士束腰；
JOB.38.3	我問你，你可以讓我知道。
JOB.38.4	「我立大地根基的時候，你在哪裏？
JOB.38.4	你若明白事理，只管說吧！
JOB.38.5	你知道是誰定地的尺度，
JOB.38.5	是誰把準繩拉在其上嗎？
JOB.38.6	地的根基安置在何處？
JOB.38.6	地的角石是誰安放的？
JOB.38.7	那時，晨星一同歌唱；
JOB.38.7	上帝的眾使者也都歡呼。
JOB.38.8	「當海水衝出，如出母胎，
JOB.38.8	誰用門將它關閉呢？
JOB.38.9	是我用雲彩當海的衣服，
JOB.38.9	用幽暗當包裹它的布，
JOB.38.10	為它定界限，
JOB.38.10	又安門和閂，
JOB.38.11	說：『你只可到這裏，不可越過；
JOB.38.11	你狂傲的浪要到此止住。』
JOB.38.12	「你有生以來，曾命定晨光，
JOB.38.12	曾使黎明知道自己的地位，
JOB.38.13	抓住地的四極，
JOB.38.13	把惡人從其中驅逐出來嗎？
JOB.38.14	地改變如泥上蓋印，
JOB.38.14	萬物出現如衣服一樣。
JOB.38.15	亮光不照惡人，
JOB.38.15	高舉的膀臂也必折斷。
JOB.38.16	「你曾進到海之源，
JOB.38.16	或在深淵的隱密處行走嗎？
JOB.38.17	死亡的門曾向你顯露嗎？
JOB.38.17	死蔭的門你曾見過嗎？
JOB.38.18	地的廣大，你能測透嗎？
JOB.38.18	你若全知道，只管說吧！
JOB.38.19	「往光明居所的路在哪裏？
JOB.38.19	黑暗的地方在何處？
JOB.38.20	你能將它帶到其領域，
JOB.38.20	能辨明其居所之路嗎？
JOB.38.21	你知道的，因為那時你已出生，
JOB.38.21	你活的日子數目也多。
JOB.38.22	「你曾進入雪之庫，
JOB.38.22	或見過雹的倉嗎？
JOB.38.23	雪雹是我為災難的時候，
JOB.38.23	為打仗和戰爭的日子所預備。
JOB.38.24	光亮從何路分開？
JOB.38.24	東風從何路分散遍地？
JOB.38.25	「誰為大雨分道，
JOB.38.25	誰為雷電開路，
JOB.38.26	使雨降在無人之地，
JOB.38.26	在無人居住的曠野，
JOB.38.27	使荒廢淒涼之地得以豐足，
JOB.38.27	青草得以生長？
JOB.38.28	「雨有父親嗎？
JOB.38.28	露珠是誰生的呢？
JOB.38.29	冰出於誰的胎？
JOB.38.29	天上的霜是誰生的呢？
JOB.38.30	諸水堅硬如石頭，
JOB.38.30	深淵之面凝結成冰。
JOB.38.31	「你能為昴星繫結嗎？
JOB.38.31	你能為參星解帶嗎？
JOB.38.32	你能按時領出星宿嗎？
JOB.38.32	能引導北斗與其眾星嗎？
JOB.38.33	你知道天的定律嗎？
JOB.38.33	你能使地歸其權下嗎？
JOB.38.34	「你能向密雲揚起聲來，
JOB.38.34	使傾盆的雨遮蓋你嗎？
JOB.38.35	你能發出閃電，使它們
JOB.38.35	並對你說：『我們在這裏』嗎？
JOB.38.36	誰將智慧放在朱鷺
JOB.38.36	誰將聰明賜給雄雞
JOB.38.37	誰能用智慧數算雲彩？
JOB.38.37	誰能傾倒天上的瓶呢？
JOB.38.38	那時，塵土聚集成團，
JOB.38.38	土塊緊緊結連。
JOB.38.39	「你能為母獅抓取獵物，
JOB.38.39	使少壯的獅子飽足嗎？
JOB.38.40	那時，牠們在洞中蹲伏，
JOB.38.40	在隱密處埋伏。
JOB.38.41	誰能為烏鴉預備食物呢？
JOB.38.41	那時，烏鴉之雛哀求上帝，
JOB.38.41	因無食物飛來飛去。」
JOB.39.1	「你知道巖石間的野山羊幾時生產嗎？
JOB.39.1	你能觀察母鹿下小鹿嗎？
JOB.39.2	你能數算牠們懷胎的月數嗎？
JOB.39.2	你知道牠們幾時生產嗎？
JOB.39.3	牠們屈身，生下幼兒，
JOB.39.3	就解除了陣痛。
JOB.39.4	其子漸漸肥壯，在荒野長大；
JOB.39.4	牠們出去，不再歸回。
JOB.39.5	「誰放野驢自由？
JOB.39.5	誰解開快驢的繩索？
JOB.39.6	我使曠野作牠的住處，
JOB.39.6	使鹽地當牠的居所。
JOB.39.7	牠嘲笑城內的喧嚷，
JOB.39.7	不聽趕牲口的喝聲。
JOB.39.8	諸山是牠漫遊的草場，
JOB.39.8	牠尋找各樣青綠之物。
JOB.39.9	「野牛豈肯服事你？
JOB.39.9	豈肯在你的槽旁過夜？
JOB.39.10	你豈能用套繩將野牛繫於犁溝？
JOB.39.10	牠豈肯隨你耙鬆山谷之地？
JOB.39.11	你豈可因牠力大就倚靠牠？
JOB.39.11	豈可把你的工交給牠做呢？
JOB.39.12	你豈能靠牠把你的穀物運回，
JOB.39.12	又收聚在你的禾場上嗎？
JOB.39.13	「鴕鳥的翅膀歡然拍動，
JOB.39.13	但豈是鸛的翎毛和羽毛嗎
JOB.39.14	因牠把蛋留在地上，
JOB.39.14	使蛋在塵土中得溫暖，
JOB.39.15	卻忘記腳會把蛋踹碎，
JOB.39.15	野獸會踐踏它。
JOB.39.16	牠粗暴待雛，似乎不是自己生的；
JOB.39.16	雖徒然勞苦
JOB.39.17	因為上帝使牠忘記智慧，
JOB.39.17	也未將悟性分給牠。
JOB.39.18	牠幾時挺身展開翅膀，
JOB.39.18	就嘲笑馬和騎馬的人。
JOB.39.19	「馬的力量是你所賜的嗎？
JOB.39.19	牠頸項上的鬃是你披上的嗎？
JOB.39.20	是你叫牠跳躍像蝗蟲嗎？
JOB.39.20	牠噴氣之威嚴使人驚惶。
JOB.39.21	牠用蹄在谷中挖地
JOB.39.21	牠出去迎擊仇敵
JOB.39.22	牠嘲笑懼怕，並不驚惶，
JOB.39.22	也不因刀劍退卻。
JOB.39.23	箭袋在牠身上錚錚有聲，
JOB.39.23	槍和短槍閃閃發亮。
JOB.39.24	牠震顫激動，將地吞下 
JOB.39.24	一聽角聲就站不住。
JOB.39.25	每逢角聲一響，牠說：『啊哈！』
JOB.39.25	牠從遠處聞到戰爭的氣息，
JOB.39.25	聽見軍官如雷的吼聲和吶喊。
JOB.39.26	「鷹展開翅膀向南飛翔，
JOB.39.26	豈是藉著你的智慧嗎？
JOB.39.27	大鷹上騰在高處搭窩，
JOB.39.27	豈是聽你的指示嗎？
JOB.39.28	牠住在山巖，
JOB.39.28	以山峰和堅固之所為家，
JOB.39.29	從那裏窺察食物，
JOB.39.29	眼睛自遠方瞭望。
JOB.39.30	牠的雛吸血；
JOB.39.30	被殺的人在哪裏，牠也在哪裏。」
JOB.40.1	耶和華繼續對
JOB.40.2	「強辯的豈可與全能者爭論？
JOB.40.2	與上帝辯駁的可以回答吧！」
JOB.40.3	於是，
JOB.40.4	「看哪，我是卑賤的！我用甚麼回答你呢？
JOB.40.4	我只好用手摀住我的口。
JOB.40.5	我說了一次，就不回答；
JOB.40.5	說了兩次，不再說了。」
JOB.40.6	於是，耶和華從旋風中回答
JOB.40.7	「你要如勇士束腰；
JOB.40.7	我問你，你可以讓我知道。
JOB.40.8	你豈可廢棄我的判斷？
JOB.40.8	豈可定我有罪，好顯自己為義嗎？
JOB.40.9	你有上帝那樣的膀臂嗎？
JOB.40.9	你能像他那樣發雷聲嗎？
JOB.40.10	「你要以榮耀莊嚴為妝飾，
JOB.40.10	以尊榮威嚴為衣服。
JOB.40.11	你要發出你滿溢的怒氣，
JOB.40.11	見一切驕傲的人，使他降卑；
JOB.40.12	你見一切驕傲的人，將他制伏，
JOB.40.12	把惡人踐踏在原來地方。
JOB.40.13	你將他們一同埋藏在塵土中，
JOB.40.13	把他們的臉遮蔽在隱密處
JOB.40.14	這樣，我也向你承認，
JOB.40.14	你的右手能救你自己。
JOB.40.15	「看哪，我造河馬，
JOB.40.15	也造了你；
JOB.40.15	牠吃草像牛一樣。
JOB.40.16	看哪，牠的力氣在腰間，
JOB.40.16	能力在肚腹的肌肉上。
JOB.40.17	牠挺直
JOB.40.17	牠大腿的筋緊密結合。
JOB.40.18	牠的骨頭好像銅管；
JOB.40.18	牠的肢體彷彿鐵棍。
JOB.40.19	「牠在上帝所造之物中為首，
JOB.40.19	只有創造牠的能攜刀臨近牠。
JOB.40.20	諸山為牠產出食物，
JOB.40.20	百獸也在那裏遊玩。
JOB.40.21	牠伏在蓮葉之下，
JOB.40.21	在蘆葦和沼澤的隱密處。
JOB.40.22	蓮葉的陰影遮蔽牠，
JOB.40.22	溪旁的柳樹環繞牠。
JOB.40.23	看哪，河水氾濫，牠不慌張；
JOB.40.23	連
JOB.40.24	誰能在牠眼前捉拿牠呢？
JOB.40.24	誰能以圈套穿牠鼻子呢？」
JOB.41.1	「你能用魚鉤釣上
JOB.41.1	能用繩子壓下牠的舌頭嗎？
JOB.41.2	你能用繩索穿牠的鼻子嗎？
JOB.41.2	能用鉤子穿牠的腮骨嗎？
JOB.41.3	牠豈向你連連懇求，
JOB.41.3	向你說溫柔的話嗎？
JOB.41.4	牠豈肯與你立約，
JOB.41.4	讓你拿牠永遠作奴僕嗎？
JOB.41.5	你豈可拿牠當雀鳥玩耍？
JOB.41.5	豈可將牠繫來給你幼女？
JOB.41.6	合夥的魚販豈可拿牠當貨物？
JOB.41.6	他們豈可把牠分給商人呢？
JOB.41.7	你能用倒鉤扎滿牠的皮，
JOB.41.7	能用魚叉叉滿牠的頭嗎？
JOB.41.8	把你的手掌按在牠身上吧！
JOB.41.8	想一想與牠搏鬥，你就不再這樣做了！
JOB.41.9	看哪，對牠有指望是徒然的；
JOB.41.9	一見牠，豈不也喪膽嗎？
JOB.41.10	沒有那麼兇猛的人敢惹牠。
JOB.41.10	這樣，誰能在我面前站立得住呢？
JOB.41.11	誰能與我對質，使我償還呢？
JOB.41.11	天下萬物都是我的。
JOB.41.12	「我不能緘默不提
JOB.41.12	牠的肢體和力量，以及健美的骨骼。
JOB.41.13	誰能剝牠的外皮？
JOB.41.13	誰能進牠的鎧甲之間
JOB.41.14	誰能開牠的腮頰？
JOB.41.14	牠牙齒的四圍是可畏的。
JOB.41.15	牠的背上有一排排的鱗甲
JOB.41.15	緊緊閉合，封得嚴密。
JOB.41.16	這鱗甲一一相連，
JOB.41.16	氣不得透入其間，
JOB.41.17	互相連接，
JOB.41.17	膠結一起，不能分開。
JOB.41.18	牠打噴嚏就發出光來，
JOB.41.18	牠的眼睛好像晨曦
JOB.41.19	從牠口中發出燒著的火把，
JOB.41.19	有火星飛迸出來；
JOB.41.20	從牠鼻孔冒出煙來，
JOB.41.20	如燒開的鍋在沸騰
JOB.41.21	牠的氣點著煤炭，
JOB.41.21	有火焰從牠口中發出。
JOB.41.22	牠頸項中存著勁力，
JOB.41.22	恐懼在牠面前蹦跳。
JOB.41.23	牠的肉塊緊緊結連，
JOB.41.23	緊貼其身，不能搖動。
JOB.41.24	牠的心結實如石頭，
JOB.41.24	如下面的磨石那樣結實。
JOB.41.25	牠一起來，神明都恐懼，
JOB.41.25	因崩潰而驚慌失措。
JOB.41.26	人用刀劍扎牠，是無用的，
JOB.41.26	槍、標槍、尖槍也一樣。
JOB.41.27	牠以鐵為乾草，
JOB.41.27	以銅為爛木。
JOB.41.28	箭不能使牠逃走，
JOB.41.28	牠看彈石如碎秸。
JOB.41.29	牠當棍棒作碎秸，
JOB.41.29	牠嘲笑短槍的颼颼聲。
JOB.41.30	牠肚腹下面是尖瓦片；
JOB.41.30	牠如釘耙刮過淤泥。
JOB.41.31	牠使深淵滾沸如鍋，
JOB.41.31	使海洋如鍋中膏油。
JOB.41.32	牠使走過以後的路發光，
JOB.41.32	令人覺得深淵如同白髮。
JOB.41.33	塵世上沒有像牠那樣的受造物，
JOB.41.33	一無所懼。
JOB.41.34	凡高大的，牠盯著看；
JOB.41.34	牠在一切狂傲的野獸中作王。」
JOB.42.2	「我知道，你萬事都能做；
JOB.42.2	你的計劃不能攔阻。
JOB.42.3	誰無知使你的旨意隱藏呢？
JOB.42.3	因此我說的，我不明白；
JOB.42.3	這些事太奇妙，是我不知道的。
JOB.42.4	求你聽我，我要說話；
JOB.42.4	我問你，求你讓我知道。
JOB.42.5	我從前風聞有你，
JOB.42.5	現在親眼看見你。
JOB.42.6	因此我撤回
JOB.42.6	在塵土和爐灰中懊悔。」
JOB.42.7	耶和華對
JOB.42.8	現在你們要為自己取七頭公牛，七隻公羊，到我的僕人
JOB.42.9	於是
JOB.42.11	的兄弟、姊妹，和以前所認識的人都來到他那裏，在他家裏跟他一同吃飯。他們因耶和華所降於他的一切災禍，都為他悲傷，安慰他。每人送他一塊可錫塔
JOB.42.12	這樣，耶和華後來賜福給
JOB.42.13	他也有七個兒子，三個女兒。 
JOB.42.14	他給長女起名叫
JOB.42.15	在全地的婦女中找不著像
JOB.42.16	此後，
JOB.42.17	這樣，
PSA.1.1+PSA.1.2	不從惡人的計謀，
PSA.1.1+PSA.1.2	不站罪人的道路，
PSA.1.1+PSA.1.2	不坐傲慢人的座位，
PSA.1.1+PSA.1.2	惟喜愛耶和華的律法，
PSA.1.1+PSA.1.2	晝夜思想
PSA.1.1+PSA.1.2	這人便為有福！
PSA.1.3	他要像一棵樹栽在溪水旁，
PSA.1.3	按時候結果子，
PSA.1.3	葉子也不枯乾。
PSA.1.3	凡他所做的盡都順利。
PSA.1.4	惡人並不是這樣，
PSA.1.4	卻像糠秕被風吹散。
PSA.1.5	因此，當審判的時候惡人必站立不住，
PSA.1.5	罪人在義人的會眾中也是如此。
PSA.1.6	因為耶和華知道義人的道路，
PSA.1.6	惡人的道路卻必滅亡。
PSA.2.1	列國為甚麼爭鬧？
PSA.2.1	萬民為甚麼圖謀虛妄？
PSA.2.2	世上的君王都站穩，
PSA.2.2	臣宰一同算計，
PSA.2.2	要對抗耶和華，
PSA.2.2	對抗他的受膏者：
PSA.2.3	「我們要掙脫他們的捆綁，
PSA.2.3	脫去他們的繩索。」
PSA.2.4	那坐在天上的必譏笑，
PSA.2.4	主必嗤笑他們。
PSA.2.5	那時，他要在怒中責備他們，
PSA.2.5	在烈怒中驚嚇他們：
PSA.2.6	「我已經在
PSA.2.6	膏立了我的君王。」
PSA.2.7	我要傳耶和華的聖旨，
PSA.2.7	他對我說：「你是我的兒子，
PSA.2.7	我今日生了你。
PSA.2.8	你求我，我就將列國賜你為基業，
PSA.2.8	將地極賜你為田產。
PSA.2.9	你必用鐵杖打破他們，
PSA.2.9	把他們如同陶匠的瓦器摔碎。」
PSA.2.10	現在，君王啊，應當謹慎！
PSA.2.10	世上的審判官哪，要聽勸戒！
PSA.2.11	當存敬畏的心事奉耶和華，
PSA.2.11	又當戰兢而快樂。
PSA.2.12	當親吻兒子，免得他發怒，
PSA.2.12	你們就在半途中滅亡，
PSA.2.12	因為他的怒氣快要發作。
PSA.2.12	凡投靠他的，都是有福的。
PSA.3.1	耶和華啊，我的敵人何其增多！
PSA.3.1	許多人起來攻擊我。
PSA.3.2	許多人議論我：
PSA.3.2	「他得不到上帝的幫助。」（細拉）
PSA.3.3	但你－耶和華是我四圍的盾牌，
PSA.3.3	是我的榮耀，又是令我抬起頭來的。
PSA.3.4	我用我的聲音求告耶和華，
PSA.3.4	他就從他的聖山上應允我。（細拉）
PSA.3.5	我躺下，我睡覺，我醒來，
PSA.3.5	耶和華都保佑我。
PSA.3.6	雖有成萬的百姓周圍攻擊我，
PSA.3.6	我也不懼怕。
PSA.3.7	耶和華啊，求你興起！
PSA.3.7	我的上帝啊，求你救我！
PSA.3.7	因為你打斷我所有仇敵的腮骨，
PSA.3.7	敲碎了惡人的牙齒。
PSA.3.8	救恩屬於耶和華；
PSA.3.8	願你賜福給你的百姓。（細拉）
PSA.4.1	顯我為義的上帝啊，
PSA.4.1	我呼求的時候，求你應允我！
PSA.4.1	我在困境中，你曾使我寬暢；
PSA.4.1	求你憐憫我，聽我的禱告！
PSA.4.2	你們這些人哪，你們把我的尊榮變為羞辱，要到幾時呢？
PSA.4.2	你們喜愛虛妄，尋找虛假，要到幾時呢？
PSA.4.3	你們要知道，耶和華已將虔誠人分別出來歸他自己；
PSA.4.3	我求告耶和華，他必垂聽。
PSA.4.4	應當畏懼，不可犯罪；
PSA.4.4	在床上的時候，要心裏思想，並要安靜。（細拉）
PSA.4.5	當獻上公義的祭，
PSA.4.5	又當倚靠耶和華。
PSA.4.6	有許多人說：「誰能指示我們甚麼好處？
PSA.4.6	耶和華啊，求你用你臉上的光照耀我們。」
PSA.4.7	你使我心裏喜樂，
PSA.4.7	勝過那豐收五穀新酒的人。
PSA.4.8	我必平安地躺下睡覺，
PSA.4.8	因為獨有你－耶和華使我安然居住。
PSA.5.1	耶和華啊，求你側耳聽我的言語，
PSA.5.1	顧念我的心思！
PSA.5.2	我的王，我的上帝啊，求你留心聽我呼求的聲音！
PSA.5.2	因為我向你祈禱。
PSA.5.3	耶和華啊，早晨你必聽我的聲音；
PSA.5.3	早晨我要向你陳明我的心思，並要警醒。
PSA.5.4	因為你不是喜愛邪惡的上帝，
PSA.5.4	惡人不能與你同住。
PSA.5.5	狂傲的人不能站在你眼前；
PSA.5.5	凡作惡的，都是你所恨惡的。
PSA.5.6	說謊言的，你必滅絕；
PSA.5.6	好流人血、玩弄詭詐的，都為耶和華所憎惡。
PSA.5.7	至於我，我必憑你豐盛的慈愛進入你的居所，
PSA.5.7	我要存敬畏你的心向你的聖殿下拜。
PSA.5.8	耶和華啊，求你因我仇敵的緣故，憑你的公義引領我，
PSA.5.8	使你的道路在我面前正直。
PSA.5.9	因為他們口中沒有誠實，
PSA.5.9	心裏充滿邪惡，
PSA.5.9	他們的喉嚨是敞開的墳墓；
PSA.5.9	他們用舌頭諂媚人。
PSA.5.10	上帝啊，求你定他們的罪！
PSA.5.10	願他們因自己的計謀跌倒；
PSA.5.10	求你因他們過犯眾多趕逐他們，
PSA.5.10	因為他們背叛了你。
PSA.5.11	凡投靠你的，願他們喜樂，時常歡呼，
PSA.5.11	因為你庇護他們；
PSA.5.11	又願那愛你名的人都靠你歡欣。
PSA.5.12	耶和華啊，因為你必賜福給義人，
PSA.5.12	你必用恩惠如同盾牌四面護衛他。
PSA.6.1	耶和華啊，求你不要在怒中責備我，
PSA.6.1	不要在烈怒中懲罰我！
PSA.6.2	耶和華啊，求你憐憫我，因為我軟弱。
PSA.6.2	耶和華啊，求你醫治我，因為我的骨頭戰抖。
PSA.6.3	我的心也大大驚惶。
PSA.6.3	耶和華啊，你要等到幾時呢？
PSA.6.4	耶和華啊，求你轉回搭救我，
PSA.6.4	因你的慈愛拯救我。
PSA.6.5	因為死了的人不會記念你，
PSA.6.5	在陰間有誰稱謝你？
PSA.6.6	我因呻吟而困乏；
PSA.6.6	我每夜流淚，使床鋪漂起，
