MAT.1.1	Uvva ukua aglaŋich sivulliaŋiñ Jesus Christ-ŋum, kiŋuviaŋupluni David-miñ Abraham-miñḷu.
ROM.9.27	Aglaan iñugiakitchuat anniqsukkaugisiñiqsut. 
ROM.9.28	Atanġuruam qilamik anasriñŋuqsaġisigai iñui nunam.” 
ROM.9.29	Tuvraqługu Isaiah-m nipliutaa,
ROM.9.29	“Atanġum Saŋŋipayaaqaqtuam iñugiakitchuat sivulliavut iñuupkanġitpagich
ROM.9.29	iluqapta piyaqqukkaunayaqtugut Sodom-tun suli Gomorrah-tun.” 
ROM.9.30	Qanuġmi nipliġisiñiqpisa? Itniinniqsuq, Jew-ŋunġitchuat nalaunŋasriñiuranġiññitchuat Agaayyutmi, nalaunŋasripkaġniqsut ukpiqsrił̣hiñaqamiŋ. 
ROM.9.31	Israel-aaġmiut maliġutlugich maliġutaksraq Moses-ŋum aglakkaŋa nalaunŋasriñiaġniqsuq Agaayyutmi taavrumuuna, aglaan nalaunŋasriñġiññiqsuq. 
ROM.9.32	Suvaatatai? Tunŋanġitḷutiŋ Agaayyutmun ukpiqsrił̣iġmiktigun, aglaan nalaunŋasriñiaġniqsut tamatkunuuna savaaġikkaġmiktigun. Ukpiqsriñġitñamiŋ atriginiġaich iñuich putukkitqataqtuat putukkisautmun. 
ROM.9.33	Agaayyutim Uqałha aglaksimałhatun,
ROM.9.33	“Iḷigisigiga Zion-mun iyaġak iñuich putukkisautiksraŋat.
ROM.9.33	Taamna iyaġak paallaktitchiñiaqtuq.
ROM.9.33	Kiña taimña tunŋaruaq Christ-mun, iyaġaktun ittuamun,
ROM.9.33	qapiqpaŋayumiñaitchuq.” 
ROM.10.1	Aniqatiumaaŋ, uummatimniñ kipiġniuġutigigiga iluqatiŋ Jew-ŋuruat anniqsuquplugich. Taamna iŋiqsruutigigiga Agaayyutmun. 
ROM.10.2	Nipliutigigaluaġitka piḷiqillapiaqhutiŋ maliġuałhat Jew-ŋuruat Agaayyutmik, aglaan iḷisimanġitchaat nalaullugu tumiksraq. 
ROM.10.3	Iḷisimanġitḷutiŋ Agaayyutmun iñuich nalaunŋasripchaġuutilaaŋatnik ukpiqsrił̣iġmiktigun, iŋmiknik nalaunŋasriñiallaŋniqsut pisułiġmiktigun, iliŋisa qaitchisunġitḷutiŋ iŋmiknik Agaayyutmun. [Taatnaqhutiŋ nalaunŋasritḷaiññiqsut.] 
ROM.10.4	Christ kinilirvigigaa maliġutaksram, aasriiñ kiñapayaaq ukpiqsriruaq nalaunŋasripkakkauyumuuq Agaayyutmi.
ROM.10.5	Kisupayaaq nalaunŋasripkaġukkumi Agaayyutmi tupiksrił̣iġmigun Agaayyutim maliġutaksraŋanik, itqaġiliuŋ Moses-ŋum aglaaŋa, “Iñuk tupiksriruaq maliġutaksrapayaam tillisaiñik iñuugisiruq taapkunuuna.” 
ROM.10.6	Aglaan uqałhum nipliutiginiġaa nalaunŋasripkakkaułiq ukpiqsrił̣ikun itnaiḷipḷugu. “Isrumaniaqnak, Kiña mayuġisiva qiḷaŋmun (ami atqautityaġlugu Christ)? 
ROM.10.7	Suli nipliġñiaqnak, Kiña atqaġisiva samuŋa natqitchuamun aŋmaġnimun (ami mayuutityaġlugu Christ tuquŋaruaniñ)? 
ROM.10.8	Itnauvva nipliqsimaruq, Agaayyutim uqałhan qalligaatin, ittut qaniqni suli uummatipni.” Taamnatarra iḷisauttun quliaqtuaġikkaqput. 
ROM.10.9	Ilvich qannapkun nalupqinaiġḷugu uqaġupku, “Jesus atanġuruq,” suli ukpiġigupku uummatipni Agaayyutmun aŋitqiksiłha Jesus tuqułhaniñ, ilvich annakkisirutin. 
ROM.10.10	Ukpiqsrigupta uummatiptikniñ nalaunŋasripchaqtugut Agaayyutmi. Taatnaqhuta uqaqałłaptigun Jesus-mik ukpiġiplugu anniqsukkaurugut. 
ROM.10.11	Agaayyutim uqałha itnaġniqsuq, “Kiñapayaaq ukpiqsriḷuni tunŋaruaq ilaanun qapiqpaŋayumiñaitchuq.” 
ROM.10.12	Agaayyutim Uqałhan taputigaa “Kiñapayaaq,” takku atlakaaġiiñġiññiqsuk Jew-ŋuruaġlu Jew-ŋunġitchuaġlu. Taamna ataniq ataniġigaat iluqatiŋ aasriiñ qaitchipḷuni iñugiaktuanik ikayuutinik iluqaitñun tunŋaruanun iŋmiñun. 
ROM.10.13	Agaayyutim uqałha itnaqhuni, “Atanġum anniqsuġisigaa kiñapayaaq tuqłuqtuaq anniqsuqupluni.”
ROM.10.14	Qanuġutiŋ tuqłuġaġisivat ilaanun ukpiġinġisaġmiknun? Suli qanuġutiŋ ukpiqsrigisivat ilaanik tusraamaisaġmiknik? Suli qanuq tusraagisivat quliaqtuaqtaitchumiŋ. 
ROM.10.15	Qanuġutiŋ quliaqtuaġisivat tuyuġinġitpatiŋ? Aglausimaruq itna, “Qanutun quvianaqtigiva quliaqtuaqtit aggiutripmata tusraayugaallautamik.” 
ROM.10.16	Aglaan iluqaġmiŋ akuqtunġitchaat tusraayugaallautaq. Isaiah nipliqsimaniqsuq, “Ataniiq, kisut ukpiqsrivat uqauttutigikkaptiknik?” 
ROM.10.17	Taatnamik iñuich ukpiqsriḷiqsut tusraa'amitruŋ tusraayugaallautaq. Suli iñuich tusraagaat kia quliaqtuaġipmagu uqałiq Christ-kun. 
ROM.10.18	Aglaan apiqsruqtuŋa, tusraanġiññiqpat tusraayugaallautamik? Iḷumun iliŋisa tusraagaat. Agaayyutim uqałha itniittuq,
ROM.10.18	“Uqałiq siaminniqsuq iluqaanun nunamun.
ROM.10.18	Iñuich quliaqtuaġaqtut nanipayaaq.” 
ROM.10.19	Apiqsrulgitchuŋa, Israel-aaġmiut kaŋiqsiñġiññiqpat? Ii, kaŋiqsirut. Sivulliupluni Moses uqaqtuq Agaayyun uqaġnipḷugu itna,
ROM.10.19	“Uvaŋa iñuksraqtaaġinġisapkun siqñaliqsitkisigipsi.
ROM.10.19	Uvaŋa kaŋiqsimaitchuatigun uumitchaktitkisigipsi.” 
ROM.10.20	Tugliḷiqł̣ugu, Agaayyun nipliġñiqsuq Isaiah-kun taluqsrautaiqsitlugu,
ROM.10.20	“Paqitkaatŋa tamatkua apiqsruqtanġitchuat ikayuqulutiŋ.
ROM.10.20	Sagviqsuŋa tamatkunuŋa pakaaqanġitchuanun uvamnik.” 
ROM.10.21	Aglaan Agaayyutim Israel-aaġmiut uqautiginiġai Isaiah-kun itnaqhuni,
ROM.10.21	“Uvlupayaaqman pił̣hiñaaŋuruŋa akuqtuġuqługich tamatkua iñuich
ROM.10.21	tupiktaitḷutiŋ paaqsaaŋaruat uvamnik.” 
ROM.11.1	Apiqsrulgitchuŋa. Agaayyutim ayaŋniqpagitmi iñugikkani? Qaŋaa! Uvaŋa Israel-aaġmiuŋuruŋa. Uvaŋa kiñuviaġigaaŋa Abraham-ŋum, iḷagigaatŋa sivulliaqaqtuat Benjamin-mik. 
ROM.11.2	Agaayyutim ayaksimaitchai Israel-aaġmiut piksraqtaaġikkani iŋiḷġaan. Iḷisimagiksi uqałha Agaayyutim Elijah-kun, qanuq ilaan iŋiqsrułha Agaayyutmun akitñaqługich iñugikkaŋi Israel. Elijah nipliqsuq, 
ROM.11.3	“Iliŋisa tuqulġataġaich sivuniksriqiritin, suli siqumitlugich tuniḷḷaġviich. Uvaŋa kisima sivuniksriqiriniñ kisiŋŋuqtuŋa. Pakmaasriiñ tuqunniagaqsipmigaatŋa.” 
ROM.11.4	Aglaan qanuq kiuniqpauŋ Elijah? Agaayyutim nipliutiniġaa, “Kisiŋŋunġitchutin. Piqaqtuŋa 7,000 iñuŋnik Israel-mi putqatanġitchuanik atriŋanun Baal-ŋum.”
ROM.11.5	Pakma taatniitmiuq. Iñugiakkitchuanik Israel-aaġmiuqaqmiuq Agaayyutim piksraqtaaŋiñik iłuaqqutrił̣iġmigun. 
ROM.11.6	Tarraami, anniqsukkaupmata Agaayyutim iłuaqqutaagun anniqsukkaunġitchut savaaqałiġmiktigun. Anniqsukkaułhiñauniqpata savaaġmiktigun tarra anniqsuġiaq Agaayyutim iłuaqqutaagun iḷumun suunġiññayaqtuq. 
ROM.11.7	Taamna taatna atuummiñiqsuq, Israel-aaġmiut piññaktaaġinġiññiġaat pakaaġikkaqtiŋ. Aglaan Agaayyutim piksraqtaaġikkaŋiñ piññaktaaġiniġaat [ilaan nalaunŋasripchaqamigich iŋmiñi]. Atlataasrii siqquqsipkaġniġaich uummatitiŋ suli naalaġniñġiqhutiŋ Agaayyutmik. 
ROM.11.8	Aglausimaruq Agaayyutim uqałhani itna,
ROM.11.8	“Agaayyutim isrumalguiḷiqsinniġai aasrii kaŋiqsitḷaiqhutiŋ.
ROM.11.8	Taatnaqhutiŋ qiñitlaiġñiqsut irimiktigun
ROM.11.8	suli tusraatlaiqhutiŋ siutmiktigun.
ROM.11.8	Taamna atuummiñiqsuq uvluvaŋnunaglaan.” 
ROM.11.9	David-tuuq nipliġñiqsuq,
ROM.11.9	“Niġiqpałiġmikni napitaulutiŋ naniqtillich.
ROM.11.9	Paasraaqtillutiŋ anasriñŋuqsakkaulich.
ROM.11.10	Irigikkaŋich taaqsiḷutiŋ qiñitlaiġḷich.
ROM.11.10	Tunugikkaŋich piḷguiḷiġlich sakuułiġmikniñ.” 
ROM.11.11	Apiqsrulgitchuŋa, Jew-ŋuruat ayakmatruŋ Christ, Agaayyutim taavrumuuna piyaqquqtinniqpagich? Qaŋaa! Aglaan navguił̣hata tikiutipkaġniġaa anniqsuġiaq Jew-ŋunġitchuanun. Taamna atuummiñiqsuq Jew-ŋuruat siqñaliquplugich. 
ROM.11.12	Tarra Jew-ŋuruat navguił̣hata tikiutipkaġniġaa ikayuusriaksraq nunam iñuiñun suli Jew-ŋuruat ayaił̣hata Christ-mik tikiutiplugu anniqsuġiaq Jew-ŋunġitchuanun. Maatnatarra qanutun nakuutluktigigisiva ikayuusriaksraq taimanigun iluqaisa Jew-ŋuruat taputraukpata iliŋitñi Agaayyutim piksraqtaaġikkaŋiñi.
ROM.11.13	Pakma uqaqtuŋa ilipsitñun Jew-ŋunġitchuanun. Uqqiraqtigigaaŋa Jesus-ŋum Jew-ŋunġitchuanun, aasrii savautriłłamni savaktuŋa pisuqtilaaqłuŋa. 
ROM.11.14	Niġiugaqaqtuŋa iñugikkatka siqñaliquplugich. Taavrumuunaasriiñ ikayuġayaqpalukkitka anniqsułiksraŋatnun. 
ROM.11.15	Jew-ŋuruat tunutmatruŋ Agaayyun, ilaa iḷauraaniktuq atlanik iñuŋnik. Aasriiñ sua itkisiva taimanigu Agaayyutim akuqtuqpagich Jew-ŋuruat? Taapkua iñugiliutitqikkisigai Agaayyutim, iñuktitun aŋitqikkauruatitun tuquŋaruaniñ. 
ROM.11.16	Sivulliq qaqqiaksraq qaisauniqpan Agaayyutmun, tarra iluqani qaqqiaq ipqikkauruq. Suli kaŋigikkaŋi napaaqtum ipqitpata, taatnatuntuuq akiġuġikkaŋi napaaqtum ipqitmiut. 
ROM.11.17	Iḷaŋich akiqqut napaaqtuġiksuamiñ piiyakkaurut aasrii akiġua atlakkam napaaqtum iḷipḷugu sivulliġmun napaaqtumun. Ilipsi Jew-ŋunġitchuani atlakkaqtatun akiqqutun ittusri. Pakmaasriiñ sayaqaaqsirusri iñuupmipḷusri sivulliġmiñ napaaqtumiñ atriqaqtuamiñ taapkunanitun Jew-ŋuruatitun. 
ROM.11.18	Taatnaqhusri uqaviksuksraunġitchusri tamatkunuuna akiqqutigun piiyaqtautigun. Uqaviutiksraitchusri. Suvaata? Ilipsi iñuupkanġitchiksi kaŋia napaaqtum, aglaan kaŋian uumapkaġaasri. 
ROM.11.19	Niplił̣hiñaunisuknaqtusri, “Akiqqut piiyakkaurut iḷaliutitlasripḷuta napaaqtuanun.” 
ROM.11.20	Taamna iḷumutuuruq. Aglaan akiqqut piiyakkaurut Jew-ŋuruat ukpiqsriñġił̣hatigun. Taatnaqhusri iḷaliutirusri napaaqtumi takku ukpiqsripḷusri. Tarra kamasraaqasri aglaan taluqsrisitchi. 
ROM.11.21	Agaayyutim napaaqtum akiqqui itinġiññiqpagich nagguviatni, ilaan kipiviaqmigaasri Jew-ŋunġitchuasrii. 
ROM.11.22	Taatnaqhusri iḷitchuġigiksi Agaayyutim iłuaqqutrił̣halu taluqnałhalu. Agaayyutim anasriñŋuqsaġaġigai tamatkua maliġutchiñġitchuat iŋmiñik. Aglaan iłuaqqutigaasri iñuuniaqtuiñaqapsi iłuaqqutaagun. Taatnanġisuaġupsi kipikkaugisipmiusri napaaqtumiñ. 
ROM.11.23	Jew-ŋuruat ukpiqsritqiaqsikpata Agaayyutmik akuqtutqikkisigai. Agaayyutim pitḷallapiaqhuni iḷił̣hiñaugai kiñumun inaatnun. 
ROM.11.24	Ilipsi Jew-ŋunġitchuani atriqaqtusri akiqqumik kipikkauruamik atlakkamiñ napaaqtumiñ iḷaliutiplusriasrii napaaqtullautamun, uvva taamna akiġuunġitchaluaqtuaq napaaqtullautami. Jew-ŋuruat atriqaqtut akiqqumik nausuuruamik napaaqtullautami, aasriiñ Agaayyutim nalupqinaiġḷugu iḷitqikkisigai napaaqtuŋatnun.
ROM.11.25	Aniqatiumaaŋ, kaŋiqsitqugipsi uumiŋa nalunaqhuni iḷumutuuruamik, kamasraaqunġitḷusri isrumatuniḷusri. Iḷumutuuruaq una: iḷałhiñaŋich Israel-aaġmiut tikkaŋasrigaluaqtut. Aglaan taamna simmiġñiaqtuq iluqatiŋ piksraqtaaŋuruat Jew-ŋunġitchuat utlautikpata Agaayyutmun. 
ROM.11.26	Taimanigun iluqatiŋ Israel-aaġmiut anniqsuġisirut. Aglausimaruq Agaayyutim uqałhani,
ROM.11.26	“Anniqsuqti aggiġisiruq Zion-miñ.
ROM.11.26	Piiġisigaa iluqaan agaayyutaił̣iq kiñuviaŋiñiñ Jacob-ŋum.
ROM.11.27	Tarra piiġupkich killuqsautiŋich
ROM.11.27	taŋiġñiaġiga sivunniuġutiga taipkunuŋa iñuŋnun.” 
ROM.11.28	Jew-ŋuruat ayaŋniġaat akuqtunġitḷugu tusraayugaallautaq. Taatnaqhutiŋ akitñaqtuliġñiġaat Agaayyun piqutigiplusri. Aglaan Jew-ŋuruat Agaayyutim iñugigai piksraqtaaġiplugich. Piqpagigai piqutigiplugu akiqsruutni sivulliaŋitñun [Abraham-munlu, Isaac-munlu, suli Jacob-mun]. 
ROM.11.29	Agaayyutim isrummitqitḷaitchuq iñuktigun tuqłukkaġmigun suli aatchuutigun qaisaġmigun iliŋitñun. 
ROM.11.30	Iḷaatniimma ilipsi Jew-ŋunġitchuani ayakkaqsi tupigisrunġitḷugu Agaayyun, aglaan pakma akuqtuirusri iḷunŋuksrił̣iġmik taapkua iñuich tupiksriñġił̣hatigun. 
ROM.11.31	Taatnatuntuuq pakma Jew-ŋuruat tupiksriñġitchut Agaayyutmik. Atripḷugu Agaayyutim nagliksrił̣ha ilipsitñik, iliŋitñik nagligigisipmigai. 
ROM.11.32	Takku Agaayyutim iḷisimagai iluqaisa iñuich tupiksrisunġisilaaŋatlu pitchiġiił̣hatlu. Piqutigiplugich ilaan qiñiqtitchukkaa iḷunŋuksrił̣ł̣i iluqaitñun.
ROM.11.33	Ii, Agaayyutim umialgutai uuktuġnaġumiñaitchut.
ROM.11.33	Puqiutaalu kaŋiqsimałhalu isruitchuq.
ROM.11.33	Kia-unniiñ iñuum kaŋiqsipchaġumiñaitchai Agaayyutim sivunniutai.
ROM.11.33	Unniiñ kaŋiqsiyumiñaitchaa tumaa.
ROM.11.34	“Kia iḷisimavauŋ isrummataa Atanġum?
ROM.11.34	Kia qaitchił̣hiñauvauŋ alġaqsruutmik?” 
ROM.11.35	“Kia-unniiñ qaitchimaitchaa Agaayyun qanutchimik utiqtitaksraŋanik Agaayyutmun.” 
ROM.11.36	Ii, Agaayyutim iñiqtaġigaa suapayaaq.
ROM.11.36	Suli suapayaaq ittuiñaġaqtuq, ilaagun suli ilaanun.
ROM.11.36	Kamanaun illi Agaayyutmun qaŋavak taimuŋa. Taatnatuq.
ROM.12.1	Taatnaqhusri, aniqatiumaaŋ, Agaayyutim qiñiqtinŋanikmatigut iḷunŋuksrił̣iġmiñik iŋiqsruaġipsi timigikkasri iñuuruaŋulugich tuniḷḷautigitquplugich ilaanun, ipqiḷḷuni suli quyaqnaġuni ilaani. Taamnatarra savautrił̣iksraqsi ittuq Agaayyutikuaġiakun. 
ROM.12.2	Atriŋusruŋaqasri iñuiñun marruma nunam, aglaan simmiqsillusri nutaqtillusri isrummatigikkasri. Taatnaġupsi kaŋiqsitḷasriñiaġiksi Agaayyutim pisułha ilipsigun. Suli iḷisimatlasriñiaġiksi nakuuruaq, quyaqnaqtuaq Agaayyutmi suli nalaunŋaruaq.
ROM.12.3	Agaayyutim iłuaqqutaagun nipliutiksraqaqtuŋa kisupayaamun akunnapsitñi. Isrumaniaqnak nakuuvagiḷḷutin ilipni. Qiñiqtuksraurutin ilipnun qanuq itilaapiaqnik. Isrummatigiuŋ qanutun ukpiqsrił̣iqaqtilaan aatchuusriaġikkan Agaayyutmiñ. 
ROM.12.4	Atausriukattaaqhuta timiqaqtugut aasriiñ taamna timi iñugiaktuamik sulliñiqaqhuni. Tamatkua timim sulliñġi atlakaaġiisigun atuġaqtut. 
ROM.12.5	Taatnatuntuuq uvagut iñugiaktugut. Aglaan Christ-mi uvagut iluqata atausriġuqhuta timaurugut, aasriiñ sulliñiġuqhuta timimi. 
ROM.12.6	Iluqata atlakaaġiiñik aatchuusriaqaqtugut. Agaayyutim uvaptiknun qaitchai iłuaqqutrił̣iġmigun. Kiña aatchuusriaqaġumi sivuniksriqiłiġmik, atuġliuŋ taamna ukpiqsrił̣iġmigun pigikkaġmigun. 
ROM.12.7	Kiña aatchuusriaqaġumi savautrił̣iġmik, savagli. Kiña aatchuusriaqaġniġumi iḷisautrił̣iġmik, tarra iḷisautriḷi. 
ROM.12.8	Kiña aatchuusriaqaġniġumi pitchuksaaġiłiġmik, pitchuksaaġili. Kiña aatchuusriaqaġniġumi aatchuił̣iġmik atlanun, aatchuġli naliiḷaaġlugu. Kiña aatchuusriaqaġniġumi sivulliuqtiksrauluni, sakuugli sivulliuqtaułiġmiñi. Kiña aatchuusriaqaġniġumi nagliksrił̣iġmik, taavruma atuġliuŋ quviatchauġiguni.
ROM.12.9	Piqpaksrił̣iqsi iḷumutuuruksrauruq. Uumigisiuŋ tamanna pigiitchuaq, piqpagiluguasriiñ nakuuruaq. 
ROM.12.10	Piqpakkutilusri avatmun aniqatigiisun, kamanatluktillugich aniqatigikkatin ilipsitñiñ. 
ROM.12.11	Iqiasrusruŋaqasri aglaan sakuukkitchi, suli piḷiqillapiaġusri irrutchipsigun savautilugu Atanġuruaq. 
ROM.12.12	Quviasrugusri takku piqaqtusri niġiukkamik. Anuqsrulusri iłuiḷḷiułiq tikitpan. Agaayulusri ataramik. 
ROM.12.13	Ikayuġlugich Agaayyutim iñui inuqsraqtuat. Tukkiqsuġlugich iglaat kiñunnapsitñi.
ROM.12.14	Apiqsruqsiuŋ Agaayyun nagligitqulugich tamatkua nagliksaaqtitchiruat ilipsitñik, iŋiqsruutilugich aasriiñ apiqsruutisruŋaqnagich Agaayyutmun anasriñŋuqsaqulugich. 
ROM.12.15	Quviasruqatigilugich tamatkua quviasruktuat. Alianniuqatigilugich tamatkua alianniuqtuat. 
ROM.12.16	Iñuuniaqatigiiyusriḷusri. Kamanaġnaisruŋaqasri ilipsitñik, aasrii iḷauraaġilugich tamatkua suunġiññasrugiruat. Iḷisimatluŋniasruŋaqasri supayauranik. 
ROM.12.17	Kia iñuum pimaqłukpasri akisaġniasruŋaqasri killukun. Iñuuniaġitchi iñuŋni iłuaġnaqtuakun. 
ROM.12.18	Piyumiñaġniqtutilaapsitñi iñuuniaġitchi qiñuirrutillugich kisupayaat. 
ROM.12.19	Iḷauramaaŋ, akisaqtuġniasruŋaqasri atlanik nalaunġitpasri, aglaan Agaayyutim akisaġligich. Aglausimaruq, “Uvaŋa akisaġisiruŋa. Uvaŋauruŋa anasriñŋuqsairaġaqtuaq [nalaunŋaitchuktuanik], nipliqsuq Ataniq.” 
ROM.12.20	Aglaan, Agaayyutim uqałha itnatun,
ROM.12.20	“Pimaqłuktigikkan niġisukpan niġipchaġlugu,
ROM.12.20	imiġukpan imiqtillugu.
ROM.12.20	Taatnaġuvich kanŋutchakniaġiñ katitchipmatun ikualaruanik aumanik taavruma niaquanun.” 
ROM.12.21	Ki, pigiitchuamun akiiḷipkaqtaqnak, aglaan akiiḷiuŋ pigiitchuaq nakuuruakun.
ROM.13.1	Iluqasri tupigiraksraġigisi kavamam aŋalatai. Kiñaunniiñ aŋalatchitḷaitchuq Agaayyutim qaitchiñġisuaqmani saŋŋimik aŋalatchił̣iksraŋanun, suli kiñaunniiñ aŋalatchitḷaitchuq marrumani nunami saŋŋiqanġisuaġuni Agaayyutmiñ. 
ROM.13.2	Taamna pisigiplugu kia iñuum akiḷḷiḷiuqniktuam kavamamik akiḷḷiḷiqsimagaa Agaayyutim inillakkaŋa. Taatnaqami tikiutriraqtuq anasriñŋuqsautmik iŋmiñun. 
ROM.13.3	Tamatkua iñuuruat nalaunŋaruakun sivuuġayumiñaitchut sivulliuqtinik, aglaan kisimiŋ tamatkua iñuumaqłuktuat. Sivuuġagisrunġitchupku aŋalatchisiqaqtuaq savaaġiuŋ nalaunŋaruaq aasriiḷi aŋalatim quyagiyumagaatin. 
ROM.13.4	Taamna Agaayyutim savaktigigaa ikayuquplutin. Aglaan atuġuvich nalaunŋaitchuamik iqsiviksran tarra. Aŋalati saŋŋiqaqtuq anasriñŋuqsaitḷasripḷugu. Taamna Agaayyutim savaktigigaa anasriñŋuqsaitḷasripḷugu pisigiplugu Agaayyun tamatkuniŋa atuqtuanik nalaunŋaitchuamik. 
ROM.13.5	Taatnaġusri tupigiraksraġigisri kavamat pisigiplugik taapkuak: anasriñŋuqsakkauyumiñaitchumuusri, suli iḷisimalusri qauġrimmaaġiutillautapsitñi tupiksriruni nalaunŋatilaaŋanik. 
ROM.13.6	Tarra akiḷiiruksraupiaqmiusri tax-sinik, takku tax-siliqirit savaktigigai Agaayyutim savaaġipmatruŋ savaaqtiŋ. 
ROM.13.7	Akiḷiisitchi iluqaitñun aŋalatirrutiqaqtuanun niġġiuqsruutipayaapnik, akiḷiġḷugich iluqaisa tax-sinik akiḷiġñaqtuat, taluġilugich taluġiraksrauruat suli kamagilugich kamagiraksrauruat.
ROM.13.8	Akiqsruumisruŋaqnagich iñuich qanutchiñik. Aglaan ataramik piqpagiraksraġigitin atlat. Iñuk piqpaksriruaq atlamik tupiksriñiqsuq iluqaanik maliġutaksramik. 
ROM.13.9	Maliġutaksrami aglausimaruq, “Killuqsaġumiñaitchutin sayuŋałikun. Iñuaġumiñaitchutin kisumik. Tiglikkumiñaitchutin. Kaviuqtuksraunġitchutin iñuuniaqatvich suuraiñiñ.” Iluqatiŋ taapkua tillisaurut suli iluqatiŋ atlatlu katisrimarut atautchisun uumani: “Piqpagiyumagiñ iñuuniaqatin iliptun iḷiḷugu.” 
ROM.13.10	Piqpaktam atniatlaitchaa iñuuniaqan. Taatnamik piqpaksrił̣iq atriqaqtuq tupiksripmatun iluqaanik maliġutaksramik.
ROM.13.11	Taatnatun iñuuruksraurusri nalaunŋaruakun makunani uvluni. Atakkii annautrauliġviksraqput, Christ-mun qiḷaŋmuutikpatigut, qallitḷuktuq pakma ukpiqsriqqaałłaptikniñ. Taamna ittuq itiġviksrakun iñiqtuatun siñigniġmiñ. 
ROM.13.12	Unnuaq nuŋuyasriruq. Uvluq tikiyasriruq. Taatnamik nutqautiraksraġigikput killiqiłiqput pigikkaŋa taaqtuam suli tigulugich satkui qaumam savaaqatlasriḷuta nakuuruamik. 
ROM.13.13	Ki, iñuuniaqta nalaullugu atriḷugich iñuich pigikkaŋi uvlum. Uvagut piruksraunġitchugut naġġunaqtuakun niġił̣ikun suli taaŋŋałikun. Ittuksraunġitchuq sayuŋałiq suvałułiġlu, naaga aŋuyałiq siqñatuałiġlu. 
ROM.13.14	Aglaan iñuk atipmatun satqagutmik taatnatuntuuq satqagutiqaġitchi atanġuruamik Jesus Christ-mik, aŋalatisruŋaqasri kaviuġutaiñun kaŋiġruapsi.
ROM.14.1	Akuqtuġumagiksi sayaiḷḷuqtuaq ukpiqsrił̣iġmigun uqavaaqatigisruŋaqnagu ukpiġikkaŋanik. 
ROM.14.2	Iḷaŋich iñuich ukpiqsrirut niġił̣hiñaunipḷutiŋ qanusripayaamik niqimik. Aglaan atlat iñuich ukpiqsrił̣hat sayaitmata iliŋich ukpiqsrirut niġił̣hiñaunipḷutiŋ nauriałhiñanik. 
ROM.14.3	Taamna niġił̣hiñauniruaq qanusripayaamik niqimik isrumaruksraunġitchuq nakuutluŋniḷuni nauriaqtuqtuamiñ. Taamnali nauriaqtuqtuaq taatna isrumaruksraunġitmiuq niqituqtuaq nalaunġiññiḷugu, takku Agaayyutim akuqtuġniġaa. 
ROM.14.4	Atanniġñiaqtaksraġinġitchiñ atlam savaktaa. Qaukłian sivunniġisigaa nalautmagaan naagaqaa nalaunġitmagaan. Ilaa nalaunŋaruamik savaaqatlagisiruq takku Agaayyutim nalaunŋaruamik savaaqatlapkaġisigaa.
ROM.14.5	Iñuk isrumaruq atausriq uvluq nakuutluŋnipḷugu atlaniñ uvlumiñ. Atlamli isrummatigigai uvlupayaat atiplugich. Iñullaak isrummatmiktigun nalupqisrunġiġḷik nalaunŋaruamik savaaqaqtilaaġmiknik. 
ROM.14.6	Iñuk isrumaruaq atausriq uvluq pitḷuktuaŋuplugu atlaniñ uvluniñ kamakkutigigaa pisigiplugu Agaayyun. Taatnatuntuuq niġiruam qanusripayaamik niqinik kamagigaa Agaayyun, takku qaitchipḷuni quyyatmik Agaayyutmun, aasriipsuuq niġiruam naurianik kisiitñik kamagipmigaa Agaayyun quyyavigiplugu. 
ROM.14.7	Nalliqputunniiñ iñuutlaitchuq iŋmiñun unniiñ tuqqutlaitchuq iŋmiñun. 
ROM.14.8	Uvagut iñuuŋŋapta iñuurugut quyalisukługu Ataniq, suli tuqugupta tuquniaqmiugut Atanikun. Iñuu'apta suli tuqu'apta pigigaatigut Atanġum. 
ROM.14.9	Taatnaqhuni Christ tuquruq aasrii aŋipkakkaupluni tuqułiġmiñ. Iñuutqiksuq ataniġitqupluni iluqaitñun tuquruanun iñuuruanunlu. 
ROM.14.10	Suvaatami atanniqsuiñiaġaqpich aniqatipnik nakuutluŋnipḷutin ilaaniñ? Uvagut qichaqsaġumarugut sivuġaani Agaayyutim, aasrii ilaan atanniġuta iluqata. 
ROM.14.11	Aglausimaruq Agaayyutim uqałhani,
ROM.14.11	“Nalupqinaisilaaŋatun iñuutilaaġma, nipliqsuq Ataniq,
ROM.14.11	kiñapayaat putkisirut sivuqqamnun,
ROM.14.11	aasriiñ iñupayaat kamagisigaatŋa.” 
ROM.14.12	Atausriukattaaġuta kiggutiksraqaqtuksraugisigikput Agaayyun [savaaġikkaptigun].
ROM.14.13	Taatnamik nutqautiraksraġigikput atanniqsuutiłiqput avatmun. Aglaan isrummatigiraksraġigikput putukkirviuruksraunġił̣iqput suli aniqatiptiknik killuqsaqtitchiraġinġił̣iksraqputlu. 
ROM.14.14	Itluŋa atannamni Jesus-mi iḷisimagiga niqipayaam nakuułha. Aglaan iñuum nalaunŋaigigumiuŋ taamna tarra ilaani nalaunŋaitchuq. 
