MAT.1.1	Yiesu 
JHN.19.34	Ŋɑɑn k sejenm yenɔ jii kpɑnn k ŋmuu Yiesu lokl ni. L tɑɑkpɑɑk ni k sɔn nɑn nyun ji nyi.
JHN.19.35	Wun nbɑ diɑn lin nbɑ nɑ tie 
JHN.19.36	Lin nbɑ nɑ kul din tien ɑ lin nbɑ diɑn Yennu lolkpel kɑdɑɑɔk ni n gbie ɑ: «B kɑn yiel u kpɑbɑ nɑn yenn kuɑ wɑɑ.» 
JHN.19.37	K l biɑ diɑn Yennu lolkpel kɑdɑɑɔk ni ɑ: «Niib tɑn sii goli bɑɑ ŋmuu wun nbɑ kpɑnn nɑ.»
JHN.19.38	L puolpo e k Suosiɑf, wun nbɑ tie Aliimɑɑte nilɔ nɑ, sɑɑn Piilɑɑt buol ni, k sɑɑ miɑl’ɔ Yiesu gbɑnɑnt. Suosiɑf din tie Yiesu puolpoweituɑ e, ŋɑɑn u din wɑɑ’u wuol ni e, k mɑɑn u din tiin Suifnbɑ yudɑnm e jɑŋmɑɑni. K Piilɑɑt cɑb’ɔ, k u sɑɑn k sɑɑ kpɑɑt Yiesu k jii’u. 
JHN.19.39	K Niikodenm mun bɑɑl, wun nbɑ din ponŋ mi k bɑɑl Yiesu penŋ nyiɑɔk nɑ, k diɑ tulɑɑli k l tie nɑn cilu piintɑ nɑ. (B din jii bonsiɑl nbɑ k b yi’l miil nɑn bonsiɑl nbɑ k b yi’l ɑlos k ŋmɑt k tien tulɑɑli mɑnŋ.) 
JHN.19.40	Ŋɑnn e, k b jii Yiesu k pɔbn’ɔ cincenŋɑnɑ ni nɑn tulɑɑli nɑ, nɑn Suifnbɑ kupiinu kɑɑl nbɑ tie biɑnŋ nbɑ nɑ. 
JHN.19.41	Bɑɑ din kpɑɑ Yiesu siɑn nbɑ nɑ, kpɑɑb din be lenŋ, k kɑpɑɑɔnŋ ponŋ be lenŋ, k b dɑɑ din k pii suɑ kɑɑɔk mɑnŋ ni. 
JHN.19.42	Suifnbɑ Fuondɑɑl nbɑ pel nɑ, k kɑɑɔk nɑ biɑ k fɔk nɑ, k b bil Yiesu lenŋ.
JHN.20.1	K 
JHN.20.2	k u ciɑl sɑɑn Siimɔn Piɑl nɑn Yiesu 
JHN.20.3	Ŋɑnn e k Piɑl nɑn Yiesu puolpoweitɔluɑ nɑ nyii k ciɑl sɑɑn kɑɑɔk mɑnŋ buol ni, 
JHN.20.4	k b bɑnle tiin k sɑɑ ŋɑɑn Yiesu puolpoweitɔluɑ nɑ ciɑl pɑɑk Piɑl, k sɑɑ dɔnŋ bɑɑl kɑɑɔk mɑnŋ buol sinsinn, 
JHN.20.5	ŋɑɑn k k kuɑ. U din tibn e k lɑ kɑtinŋ. 
JHN.20.6	K Siimɔn Piɑl tɑn yuɑnt k bɑɑl k kuɑ, k lɑ k kɑtinŋ nɑ duɑ lenŋ, 
JHN.20.7	k biɑ lɑ cincenbik nbɑ k b dɑɑn fin Yiesu yul nɑ, k ŋɑnn fin l biɑnŋ k duɑ l kuukuɑ. 
JHN.20.8	Ŋɑnn e k Yiesu puolpoweitɔluɑ nbɑ din dɔnŋ k bɑɑl nɑ, mun kuɑ k ji lɑ k biɑ tien puo nɑ mɑɑn mɑnŋ yɑdɑ. 
JHN.20.9	(Ŋɑɑn b dɑɑ din k gbɑt lin nbɑ diɑn Yennu lolkpel kɑdɑɑɔk ni nɑ pɑɑk, ɑ l tie k Yiesu n fiil kuun ni.) 
JHN.20.10	K Yiesu puolpoweitieb bɑnle mɑnŋ ŋmɑt k kun.
JHN.20.11	Ŋɑɑn Mɑɑli din biɑl e sie kɑɑɔk mɑnŋ nɑn-yel po k mɔ, k tɑn tibn k got kɑɑɔk nɑ ni, 
JHN.20.12	k lɑ 
JHN.20.13	K b boi’ɔ ɑ: «Puo nɑ, bee k ɑ mɔ?» K u jiin ɑ: «B piit n Yonmdɑɑnɔ e, k n k mi bɑɑ bil’ɔ siɑn.» 
JHN.20.14	Wɑɑ yet nnɑ, ŋɑɑn ŋmɑnt lɑ k Yiesu sie, ŋɑɑn k u k mi ɑ Yiesu e nɑ. 
JHN.20.15	K Yiesu boi’ɔ: «Puo nɑ, bee k ɑ mɔ? A goli luon ŋmee?» Mɑɑli ŋɑnin din mi ɑ u tie gungounŋ nɑ tuontunnɔ e, k u yet’ɔ ɑ: «Cɑnbɑɑ, l i tie k fin i e i jii’u, fɑn yet’n fɑɑ bil’ɔ siɑn, k n sɑɑn k sɑɑ jii’u.» 
JHN.20.16	K Yiesu yet’ɔ ɑ: «Mɑɑli.» K u ŋmɑnt k tokn’ɔ, k jiin’ɔ Suifnbɑ mɑɑn ni ɑ: «Lɑɑbuuni.» (L pɑɑk tie ɑ: «Wɑntuɑ.») 
JHN.20.17	K Yiesu yet’ɔ: «Ji dɑɑ diɑ’n, k mɑɑn n dɑɑ k duo n Bɑɑ buol ni. Ŋɑɑn i sɑɑ n nɑɑ wɑɑs penŋ, k sɑɑ yet’b ɑ, n sɑɑ do wun nbɑ tie n Bɑɑ nɑn i Bɑɑ nɑ penŋ ɑ, wun nbɑ tie n Yennu nɑn i Yennu nɑ.» 
JHN.20.18	K Mɑgdɑɑlɑ puo Mɑɑli, ŋmɑt Yiesu puolpoweitieb penŋ k sɑɑ yet’b ɑ: «N lɑ Yonmdɑɑnɔ nɑ wɑɑ,» ŋɑɑn yet’b wɑɑ yet’ɔ lin nbɑ nɑ.
JHN.20.19	Lɑsl dɑɑl mɑnŋ dɑɑjuouk o, k Yiesu puolpoweitieb nɑ tɑn lɑkn lieb k be dieok ni, ŋɑɑn kpɑl gɑnn, k mɑɑn b tiin Suifnbɑ yudɑnm jɑŋmɑɑni e, k tɑn suɑ k Yiesu sie b sinsuuk ni, k fuont’b ɑ: «Mɑnu i be i pɑɑk.» 
JHN.20.20	Wɑɑ yet nnɑ puolpo e, k u wɑnn’b u niipɑnt ni fɔnɑ nɑn u lokl ni fɔnn nɑ. U puolpoweitieb nbɑ lɑ Yonmdɑɑnɔ mɑnŋ, k b ji mɔk pɑlpienn bonciɑnn. 
JHN.20.21	K Yiesu biɑ ŋɑnm fuont’b ɑ: «Mɑnu i be i pɑɑk. N Bɑɑ nbɑ tun’n biɑnŋ nbɑ nɑ, n mun yɑɑ n tun’i l biɑnŋ e.» 
JHN.20.22	L puolpo e k u pebl wɑn b pɑɑk k yet’b ɑ: «Gɑɑt Foŋɑnm mɑn. 
JHN.20.23	L i tie k i nyik cɑb suɑ biit, u set lɑ nyikcɑbu biit mɑnŋ pɑɑk ɑ, ŋɑɑn l i tie k i k nyik cɑb suɑ biit, u k lɑ nyikcɑbu.»
JHN.20.24	Tɔn, k u puolpoweitɔyenɔ Tuomɑ, wun nbɑ k b din yi’u Jɑɑk nɑ, ŋuɑ din kɑɑ yuo nbɑ k Yiesu bɑɑl b ni nɑ. 
JHN.20.25	Ŋɑnn e, k u puolpoweitelieb nɑ yet’ɔ ɑ: «T lɑ Yonmdɑɑnɔ.» K Tuomɑ yet’b ɑ: «Min ŋɑnin, l i kii tie k n tɑn lɑ’u nɑn u niipɑnt ni fɔnɑ nɑ, k jii n niibil k tun siɑn nbɑ k b kpɑɑ kpɑi nɑ, k biɑ jii n nuu k tun u lokl nɑ ni i kɑɑ, n kɑn tien yɑdɑ.»
JHN.20.26	L dɑɑ ŋɑnniin puolpo e k Yiesu puolpoweitieb nɑ biɑ tɑn lɑkn lieb k be dieok ni, k Tuomɑ ji be b ni. B lek kpɑl gɑnn, ŋɑɑn k Yiesu tɑn bɑɑl sie b sinsuuk ni, k fuont’b ɑ: «Mɑnu i be i pɑɑk,» 
JHN.20.27	ŋɑɑn yet Tuomɑ ɑ: «Jiin ɑ niibil k tun n niipɑnt ni, ŋɑɑn biɑ tɑnt ɑ nuu k tun n lokl ni, k ji dɑɑ bils, ŋɑɑn tien’n yɑdɑ.» 
JHN.20.28	K Tuomɑ yet’ɔ ɑ: «Fin e tie n Yonmdɑɑnɔ k biɑ tie n Yennu.» 
JHN.20.29	K Yiesu boi’ɔ ɑ: «Fɑɑ ji lɑ’n nɑ pɑɑk e k ɑ tien’n yɑdɑ ɑɑ? Bin nbɑ k lɑɑt’n ŋɑɑn tien’n yɑdɑ nɑ, pɑlpienn tie b yɑl e.»
JHN.20.30	K Yiesu din tun bɑktnɔunŋ tuonjɑɑnɑ bonciɑnn k pukn u puolpoweitieb penŋ, ŋɑɑn ŋɑnn k diɑn kɑdɑɑɔk nɑ ni. 
JHN.20.31	Ŋɑɑn bɑktnɔunŋ tuonjɑɑnɑ nbɑ diɑn k be nnɑ nɑ, b diɑn ɑ yin tien yɑdɑ nɑn Yiesu e tie 
JHN.21.1	L puolpo e k Yiesu ŋɑnm dɔkt k wɑnn u mɔnŋ k tul u 
JHN.21.2	Siimɔn Piɑl nɑn Tuomɑ (wun nbɑ k b din yi’u Jɑɑk nɑ) nɑn Nɑɑtɑɑniɑl (ŋuɑ e din nyii Kɑɑnɑ nbɑ be Gɑɑliile tinŋ ni nɑ), nɑn Sebede wɑɑs, nɑn Yiesu puolpoweitelieb bɑnle din lɑkn be lenŋ. 
JHN.21.3	K Siimɔn Piɑl tɑn yet u lieb ɑ: «N sɑɑ sik k suol jɑni wɑɑ.»
JHN.21.3	K b yet’ɔ: «T sɑɑ ciɑn’ɑ.» K b sɑɑn kuɑ bulgbetl ni, ŋɑɑn l nyiɑɔk mɑnŋ b din k fit suol siɑl. 
JHN.21.4	L din tɑn yent sɑn-nyɑpob ni e k Yiesu sie nyunkpinŋ, ŋɑɑn k u puolpoweitieb k mi ɑ ŋuɑ e. 
JHN.21.5	K u yiin’m boi’b ɑ: «Ŋɑɑjɑb, i suol siɑl ii?»
JHN.21.5	K b jiin ɑ: «Aɑi.»
JHN.21.6	K u yet’b: «Lun i jɑnlɑɑɔnŋ i niidiitu po, k i sɑɑ suol jɑni.» K b lu b jɑnlɑɑɔnŋ nɑ, k ji gbɑl donnu, k mɑɑn jɑni nbɑ k b suol nɑ kpiɑtu din pɑɑk ɑ.
JHN.21.7	Ŋɑnn e k Yiesu puolpoweituɑ nbɑ k u mɑntk luon’ɔ nɑ yet Piɑl ɑ: «Yonmdɑɑnɔ e.» Siimɔn Piɑl nbɑ gbɑt ɑ u tie Yonmdɑɑnɔ e nɑ, k u liɑ u liɑtfuouk nbɑ k u ponŋ liɑt bil nɑ, ŋɑɑn yukl sik nyun ni. 
JHN.21.8	Lenŋ din k fɔk nɑn nyunkpinŋ nɑ, k l fɔknt din tie nɑn miɑtɑ kobk nɑ, k Yiesu puolpoweitelieb ji kɑn bulgbetl nɑ k l dɑɑl jɑnlɑɑɔnŋ nɑ, k l gbie nɑn jɑni, k bɑɑl nyunkpinŋ nɑ.
JHN.21.9	Bɑɑ nyii bulgbetl nɑ ni yuo nbɑ k b lɑ sɑnkuɑnɑ muu, k jɑnŋ nɑn pɑɑnu pɑɑ l pɑɑk k biet. 
JHN.21.10	K Yiesu yet’b ɑ: «Jiin jɑni nbɑ k i suol nɑ siɑl, k bɑɑl nɑn’n nnɑ.» 
JHN.21.11	K Siimɔn Piɑl kuɑ bulgbetl nɑ ni, k dɑt jɑnlɑɑɔnŋ nɑ k duo nɑn’n kunkonn, k l gbie nɑn jɑngbenŋɑ, k b kɑn, k l tie jɑni kobk nɑn piinŋmu nɑn ŋɑntɑ. L din yɑb bonciɑnn, ŋɑɑn jɑnlɑɑɔnŋ nɑ lek k pɑt.
JHN.21.12	Ŋɑnn e k Yiesu yet’b ɑ: «Sɑɑ nɑ mɑn k tɑn ŋmɑn.» Ŋɑɑn nɑn b yenɔ kuɑ wɑɑ lek k mɔk pɑl nɑn wun boi’ɔ ɑ u tie ŋmee, k mɑɑn b mi nɑn u tie Yonmdɑɑnɔ e. 
JHN.21.13	K Yiesu jii pɑɑnu nɑ k tul’b, k biɑ jii jɑnŋ nɑ k tul’b.
JHN.21.14	Lin nbɑ nɑ e din tie tɑɑl muntɑ ni k Yiesu jii u mɔnŋ k wɑnn u puolpoweitieb, Yennu nbɑ din fiin’ɔ kuun ni nɑ puolpo.
JHN.21.15	Bɑɑ din dii jiet mɑnŋ puolpo e, k Yiesu boi Siimɔn Piɑl ɑ: «Siimɔn, fin nbɑ tie Sɑn bik, ɑ luon’n k gɑl bin nbɑ nɑ wɑɑ ɑɑ?»
JHN.21.15	K u jiin ɑ: «Nnn, Yonmdɑɑnɔ, ɑ mi nɑn n luon’ɑ.»
JHN.21.15	K u yet’ɔ ɑ: «Ii goli n pebis.» 
JHN.21.16	K tɑɑl munle ni k Yiesu boi Siimɔn Piɑl ɑ: «Siimɔn, fin nbɑ tie Sɑn bik, ɑ luon’n ii?»
JHN.21.16	K u jiin ɑ: «Nnn, Yonmdɑɑnɔ, ɑ mi nɑn n luon’ɑ.»
JHN.21.16	K u yet’ɔ ɑ: «Ii kpɑɑl n pei.» 
JHN.21.17	K tɑɑl muntɑ ni biɑk k Yiesu boi’ɔ ɑ: «Siimɔn, fin nbɑ tie Sɑn bik, ɑ luon’n ii?»
JHN.21.17	K Piɑl pɑl ni ji biil, k mɑɑn Yiesu nbɑ boi’ɔ tɑɑl muntɑ ni ɑ: «A luon’n ii?» nɑ. K u yet’ɔ ɑ: «N Yonmdɑɑnɔ, ɑ mi bonsiɑl kul. A mi nɑn n luon’ɑ.»
JHN.21.17	K Yiesu yet’ɔ: «Ii goli n pei. 
JHN.21.18	Bɑlmɔni e k n yien’ɑ nɑ, fɑɑ din dɑɑ tie nɑɑsimɔ nɑ, ɑ din tuu liɑ ɑ tiɑt ɑ tiɑɔnŋ o, k sɑɑ siɑn nbɑ po k ɑ luon, ŋɑɑn ɑ i tɑnŋ i kpet yuo nbɑ, ɑ sɑɑ tɑnt ɑ nii, k suɑ sɑɑ lɑnn’ɑ tiɑt, k jii’ɑ k ɑ sɑɑn siɑn nbɑ po k ɑ k luon.» 
JHN.21.19	Yiesu nbɑ yet lin nbɑ mɑnŋ, l din wɑnt biɑnŋ nbɑ k Piɑl tɑn sɑɑ kpo k te k Yennu sɑnn n lɑ dontl. L puolpo k Yiesu yet’ɔ ɑ: «Ii wɑɑ’n.»
JHN.21.20	K Piɑl tɑn jiɑnt k lɑ Yiesu puolpoweitɔluɑ nbɑ k u mɑntk luon’ɔ nɑ, k u wɑɑ. (Ŋuɑ e tie wun nbɑ din kɑl k kpiɑ Yiesu yuo nbɑ k b din lɑkn di jiet nɑ, k u din dɔnn k nɑkn’ɔ k boi’ɔ ɑ: «Ŋmee yɑɑ wun tɑn kuɑt’ɑ mɑnŋ nɑ?») 
JHN.21.21	Piɑl nbɑ lɑ’u yuo nbɑ nɑ, k u boi Yiesu ɑ: «N Yonmdɑɑnɔ, ŋɑɑn k juɑ nɑ ŋɑnin i? Bee tɑn sɑɑ bɑɑl’ɔ?» 
JHN.21.22	K Yiesu jiin yet’ɔ ɑ: «Mi i luon k wuu be nɑn mɑɑ tɑn sɑɑ jen, l k lɑ’ɑ ni. Fin, ii wɑɑ’n.»
JHN.21.23	L pɑɑk e tien k Yiesu puolpoweitieb din yien ɑ Yiesu puolpoweituɑ mɑnŋ kɑn kpo. Ŋɑɑn Yiesu ŋɑnin din k pɑk yɑɑ ɑ u kɑn kpo kɑɑ. U din yet ɑ: «Mi i luon wuu be nɑn mɑɑ tɑn sɑɑ jen, l k lɑ’ɑ ni.»
JHN.21.24	Tɔn, Yiesu puolpoweituɑ mɑnŋ e tie wun nbɑ tie 
JHN.21.25	Bonɑ bonciɑnn din be k Yiesu din tun k pukn. B i bo i diɑn lin nbɑ kul k u din tun mɑnŋ, n dukn nɑn kɑdɑɑt nbɑ k b bo sɑɑ diɑn nɑ bo kɑn lɑ yiɑl tingbounŋ nɑ ni kii be.
ACT.1.1	Cɑnbɑɑ Teofiil:
ACT.1.1	N sinsinn diɑni nɑ ni, n din diɑn lin nbɑ kul k Yiesu din piin k tuun nɑn lin nbɑ k u din wɑnt niib nɑ, u tuonn pinpiin-yuo nɑ ni, 
ACT.1.2	mɔkmɔk nɑn Yennu nbɑ din tɑn donn’ɔ 
ACT.1.3	U kuun puolpo e k u din jii dɑɑ piinnɑ k wɑnt’b nɑn u set be, bɑnnu nbɑ k bilsuk kɑɑ nɑn u set jen u mɑnfuol ni wɑɑ, k b din tuu tun lɑɑt’ɔ, k u piɑk nɑn’m k jikt sɑɑ Yennu nɑɑn po.
ACT.1.4	Yosɑu yɑɑnn k u din tɑn lɑkn be nɑn’m k di jiet, k din tɑn tul’b mɔb ɑ: «I dɑɑ nyi Selusɑɑlenm, ŋɑɑn kii be kii guu piini nbɑ k n Bɑɑ senn mɔsonn ɑ u sɑɑ tul’i nɑ, mɑɑ din ponŋ yet’i lin nbɑ po nɑ. 
ACT.1.5	Sɑn din wuul niib nɑn nyun e, ŋɑɑn dɑɑ ŋɑnlele nɑ ni Yennu sɑɑ wuul’i Foŋɑnm ni.»
ACT.1.6	Tuomiinbɑ nbɑ din lɑkn nɑn Yiesu yuo nbɑ, k b din tɑn boi’ɔ ɑ: «Yonmdɑɑnɔ, yuo nbɑ nɑ e k ɑ yɑɑ ɑ fɑt tinm Islɑɑeltieb yent k jiin’t ɑmi nlee?» 
ACT.1.7	K Yiesu yet’b ɑ: «L k lɑ’i nɑn k i bɑnn jinjɑnŋyuo nbɑ k n Bɑɑ senn yɑɑ lin tɑn tien. Ŋuɑ e mɔk u mɔnŋ yiikuo k senn l yuo. 
ACT.1.8	Ŋɑɑn yuo nbɑ k Foŋɑnm sɑɑ sik i pɑɑk, i sɑɑ lɑ yiikuo, k tɑn sii tie n siɑlɑɑdɑnm Selusɑɑlenm, nɑn Suude tinŋ kul ni, nɑn 
ACT.1.9	Wɑɑ pɑk mɑɑn mɑnŋ k gbenn yuo nbɑ, k b lɑ k u do sɑnpɑɑpo, k b goli’ɔ, k sɑnpɑgbɑnn sɑɑ dɔkn u pɑɑk k u bot, k b ji k lɑ’u. 
ACT.1.10	Bɑɑ lek biɑ sie k kpɑɑ b ninbinɑ k goli sɑnpɑɑpo nɑ, l tɑɑkpɑɑk ni k suɑ jɑb bɑnle sie k liɑ tɑpieni, 
ACT.1.11	k boi’b ɑ: «Yinm Gɑɑliile tieb, bee k i sie nnɑ k goli sɑnpɑɑpo nnɑ? Yiesu nɑ nbɑ nyii i buol ni k duo Yendɔunŋ ni biɑnŋ nbɑ nɑ, u biɑ tɑn sɑɑ nyi Yendɔunŋ mɑnŋ ni k jen sik nɑn yɑɑ goli’ɔ k u do sɑnpɑɑpo biɑnŋ nbɑ nɑ e.»
ACT.1.12	L yuo nɑ k Yiesu tuomiinbɑ nɑ nyii 
ACT.1.13	Bɑɑ bɑɑl Selusɑɑlenm yuo nbɑ k b sɑɑn kuɑ ŋɑɑk nbɑ k b tuu be nɑ ni k duo dituɑtuk pɑɑk. Bin nbɑ din kuɑ mɑnŋ din tie Piɑl nɑn Sɑn nɑn Sɑɑk nɑn Andle nɑn Fiiliip nɑn Tuomɑ nɑn Bɑɑltelemi nɑn Mɑɑtieo nɑn Sɑɑk wun nbɑ din tie Alfe bijɑ, nɑn Siimɔn wun nbɑ yɑɑ ninbinn din mɔn nɑn k Suifnbɑ n yent b mɔnŋ nɑ, nɑn Suud wun nbɑ tie suɑ nnɑ k b yi’u Sɑɑk nɑ bijɑ, 
ACT.1.14	k b kul ɑ tuu tun lɑknt nɑn b lieb k din pukn puosiɑb nɑn Yiesu nɑɑ, Mɑɑli, nɑn Yiesu ninjɑnm, k b mei Yennu nɑn dudukyent kuukuɑ k k nɑk.
ACT.1.15	Ŋɑnn e k dɑsiɑl nnɑ, k bin nbɑ din tien Yiesu yɑdɑ nɑ nɑn kobk nɑn piinle nɑ tɑɑn tikl kɑl, k Piɑl tɑn fiil k set k yet ɑ: 
ACT.1.16	«N nɑɑ wɑɑs, lin nbɑ k Foŋɑnm din te k Dɑɑfiid din sint yet k jikt sɑɑ Suudɑ nbɑ dɑɑn wɑnn niib k b suol Yiesu nɑ po, k l diɑn Yennu lolkpel kɑdɑɑɔk ni nɑ, l kpɑɑ tɑlɑs e k lin tɑn tun nnɑ k gbie. 
ACT.1.17	Suudɑ din tie t ni yenɔ k biɑ tuun tuonn nbɑ k t tuun.»
ACT.1.18	(Suudɑ nbɑ din kɔi Yiesu k gɑɑl likli nbɑ nɑ e, k u jii k dɑɑ kpɑɑb, l kpɑɑb ni e k u din jɔnn u mɔnŋ k bɑɑ k put puol, k u nuɑt kul nyii. 
ACT.1.19	K Selusɑɑlenmtieb kul gbɑt nnɑ mɑnŋ, k pul kpɑɑb mɑnŋ sɑnn b mɔnŋ mɑɑn ni ɑ Akeldɑmɑ, k l pɑɑk tie «Sɔn Kpɑɑb.»)
ACT.1.20	«Tɔn, l diɑn 
ACT.1.20	‹Ŋɑɑnt k u ŋɑɑk n set lɑngbounŋ k suɑ dɑɑ kuɑ lenŋ.›
ACT.1.20	K l biɑ diɑn ɑ:
ACT.1.20	‹L ŋɑn k suɑ n gɑɑl u tuonn yiɑl nɑ.›
ACT.1.21+ACT.1.22	«L pɑɑk ɑmi l tie k tin gɑnn niyenɔ e k pukn’ɔ t po, ɑ wuu mun i tie Yiesu kuun fiilu siɑlɑɑdɑɑnɔ, k l ŋɑn k wuu tie tinm nbɑ din tuu tun lin nɑn Yonmdɑɑnɔ Yiesu yuo nbɑ k Sɑn din wul’ɔ Yennu nyunwulu mɔkmɔk k tɑn bɑɑl yuo nbɑ k Yiesu nyii t buol ni k duo Yendɔunŋ ni nɑ ni yenɔ.»
ACT.1.23	Ŋɑnn e k b gɑnn jɑb bɑnle k b tie Suosiɑf wun nbɑ k b din yi’u Bɑɑlsɑɑbɑɑs nɑ (b biɑ din yi ŋuɑ e Sustus nɑ), nɑn Mɑɑtiɑs, 
ACT.1.24	ŋɑɑn ji miɑl Yennu ɑ: «Yonmdɑɑnɔ, fin nbɑ mi suɑ kul pɑl ni, wɑnt’t jɑb bɑnle nɑ ni, wun nbɑ k ɑ gɑnn, 
ACT.1.25	k wun tien 
ACT.1.26	L puolpo k b tɔ tiɑtiɑ, ɑ bin gɑnn b bɑnle mɑnŋ ni yenɔ, k Mɑɑtiɑs dii, k b jii’u k pukn’ɔ tuomiinbɑ piik nɑn yenɔ kuɑ nɑ ni.
ACT.2.1	Tɔn, jɑɑnm nbɑ k b yi’l 
ACT.2.2	L tɑɑkpɑɑk ni k fuut nyii sɑnpɑɑpo k fu nɑɑn nɑn wonpɑɑluk o dɑ nɑ, k bɑɑl sik k gbie ŋɑɑk nbɑ k b kɑl nɑ ni. 
ACT.2.3	K b lɑ k siɑl nɑɑn nɑn mupieunŋ nɑ, k yɑt k tuɑ tuɑ suɑ kul pɑɑk 
ACT.2.4	k Foŋɑnm gbie k yent suɑ kul ni, k b piin piɑk mɑbuolu buolu nbɑ k Foŋɑnm yɑɑ bii piɑk nɑ.
ACT.2.5	K 
ACT.2.6	Bɑɑ gbɑt fuut mɑnŋ yuo nbɑ, k nibul tikl lenŋ, k l tien’m yɑɑl-lituk, k mɑɑn Yiesuweilɑ mɑnŋ piɑk bɑlgɑni suɑ kul mɑɑn ni k u gbiɑ. 
ACT.2.7	K l tien’m bɑktnɔunŋ nɑn yɑɑl-lituk, k b boi b lieb ɑ: «Niib nɑ kul nbɑ piɑk nɑ k tie Gɑɑliile tieb kɑɑ ɑɑ? 
ACT.2.8	K l tien nlee k t kul ɑ tɑn jiɑ gbiɑ k b piɑk t mɔnŋ mɔnŋ mɑɑn nnɑ? 
ACT.2.9	T siɑb nyii Pɑlt nɑn Medi nɑn Elɑnm nɑn Mesopotɑɑmi nɑn Suude nɑn Kɑɑpɑɑdos nɑn Pɔn nɑn Asii, 
ACT.2.10	nɑn Fliiji nɑn Pɑnfiili nɑn Ejipt, nɑn Liibi yɑkɑ po siɑn nbɑ kpiɑ nɑn Siilenn, duo nbɑ kpiɑ nɑn Liibi nɑ, k t ni yenm mun biɑ nyii Luonm, 
ACT.2.11	k t siɑb tie Suifnbɑ, k lieb mun tie buolgɑnu nbɑ din lebt b jɑɑnti k wɑɑ Suifnbɑ Yennu, k t yenm mun biɑ nyii Klet nɑn Alɑɑbi, ŋɑɑn k t kul ɑ lek gbiɑ k b piɑk t mɔnŋ mɔnŋ mɑɑn ni, k piɑk dont Yennu sɑnn nɑn u bɑktnɔunŋ tuonjɑɑnɑ nbɑ k u tun.» 
ACT.2.12	K l bɑkt ŋɑɑn yɑɑl lit’b k ŋmɑt b yɑn k b boi b lieb ɑ: «Lin nbɑ nɑ pɑɑk tie bee?» 
ACT.2.13	Ŋɑɑn k siɑb mun biɑ lɑɑ k sɑlkt Yiesuweilɑ mɑnŋ ɑ: «B nyuu dɑɑn e k yib.»
ACT.2.14	Ŋɑnn e k Piɑl nɑn u tuomiinbɑ lieb piik nɑn yenɔ kuɑ nɑ fiil k set nibul nɑ tuɑnn po, k Piɑl pɑk sɑnpɑɑpo wɑɑ ɑ:
ACT.2.14	«Yinm Suifnbɑ, nɑn yinm nbɑ kul be Selusɑɑlenm nɑ, gbiintl mɑn fɑnu mɑɑ yɑɑ n pɑk’i lin nbɑ nɑ, k gbɑt l pɑɑk. 
ACT.2.15	Yɑɑ duki nɑn jɑb nɑ yib e nɑ, ŋɑɑn b k yib kɑɑ, k mɑɑn l dɑɑ tie sɑn-nyɑyendɑnn e. 
ACT.2.16	Lin nbɑ tien nɑ tie lin nbɑ k 
ACT.2.17	‹Yennu yet ɑ: 
ACT.2.17	n tɑn sɑɑ tun nnɑ e:
ACT.2.17	n tɑn sii siknt n Siek suɑ kul pɑɑk
ACT.2.17	k i bonjɑbis nɑn i sɑpɑɑnbis tɑn sii sɔknt n mɑɑn
ACT.2.17	k i nɑɑsinm mun tɑn sii lɑɑt yelntu,
ACT.2.17	k i jɑkpelɑ tɑn sii dɑmi dɑmiit.
ACT.2.18	K l yuo mɑnŋ n tɑn sii siknt n Siek mɑnŋ
ACT.2.18	n tuontunnɑ nbɑ tie jɑb nɑn bin nbɑ tie puob pɑɑk
ACT.2.18	k b mun biɑ tɑn sii sɔknt n mɑɑn.
ACT.2.19	N tɑn sii tuun bɑktnɔunŋ tuonjɑɑnɑ sɑnpɑɑpo,
ACT.2.19	nɑn bɑktnɔunŋ nyinɑ tingbounŋ nɑ ni,
ACT.2.19	k sɔn nɑn muu nɑn munyuuk tɑn sii be,
ACT.2.20	k yennu tɑn sɑɑ kpint k bɔnn,
ACT.2.20	k ŋmɑɑlk mun tɑn sɑɑ kpint
ACT.2.20	k mɔnn nɑn sɔn nɑ,
ACT.2.20	k l puolpo n dɑɑl sɑɑ bɑɑl
ACT.2.20	k l sii tie dɑjɑɑnn e,
ACT.2.21	k suɑ kul nbɑ tɑn boi min Yonmdɑɑnɔ po, n sɑɑ fiel’ɔ wɑɑ.› »
ACT.2.22	Ŋɑnn e k Piɑl biɑ ŋɑnm yet ɑ: «Yinm Islɑɑeltieb, gbiintl mɑn lin nbɑ k n yɑɑ n yet’i k jikt sɑɑ Yiesu nbɑ tie Nɑɑsɑɑlet nilɔ nɑ po. I mɔnŋ mɔnŋ mi nɑn Yennu te k u tuun bɑktnɔunŋ tuonjɑɑnɑ nɑn nyinɑ i ni, k l set wɑnt nɑn mɔni nɑn Yennu e tun’ɔ. 
ACT.2.23	Yennu mi lin nbɑ yɑɑ lin tɑn tien, k l pɑɑk k u dɔnŋ lol lol k kubn’ɔ i nuu ni, k i te k biitdɑnm kpɑɑ tɑbn’ɔ dɑpunpunn pɑɑk k kpii’u, k l wɑnt nɑn yinm e set kpii’u.
ACT.2.24	«Wɑɑ dɑɑn kpo k dɑɑ be kuun nii ni nɑ, k Yennu fɑt’ɔ k fiin’ɔ kuun ni, k mɑɑn kuun k fit diɑ’u. 
