MAT.1.1	Ginn kaw lə Jeju Kirisitɨ kɨ ngonnkaw *Dabidɨ, kɨ ngonnkaw *Abiraham ə to kin: 
ACT.13.35	«In tadɔ kin ə, el’n me makitu’tɨ lo madɨ’tɨ ɓay ene: “A inyə njekulə lə’i kɨ ar njay kadɨ ndum ɓe ninn’tɨ el
ACT.13.36	Nan Dabidɨ, lokɨ ra kulə dɔkagilo’tɨ lə’ne kigo kɔjitara’tɨ lə Luwə ningə, oy adɨ duwi’ə gədɨ kaw’a’gɨ’tɨ, ningə ndum me ɓe ninn’tɨ. 
ACT.13.37	Nan in kɨ Luwə ad’a ində taa lo koy’tɨ ndum me ɓe ninn’tɨ el.
ACT.13.38	«Kadɨ gəri majɨ ngannkon’m’gɨ, tokɨ in kɨ takul’ə ə isɨ iləi’se mbər kɨ ɔjidɔ k’inyə go majel kɔ, kɨ təl de kɨ dana takum Luwə’tɨ kɨ asi kadɨ ingəi me ndukun’tɨ lə Mojɨ el. 
ACT.13.39	In kɨ takul’ə tɔ ə, re de kɨ un me’ne ningə, Luwə təl’ə de kɨ dana takum’ne’tɨ. 
ACT.13.40	Tadɔ in kin ə, kadɨ oyi go rɔ’se majɨ nan to ta kɨ de’gɨ kɨ njekeltakita Luwə’tɨ eli kin ta’a tɔl dɔ’se’tɨ:
ACT.13.41	De’gɨ kɨ njekeltakita Luwə’tɨ eli eyina:
ACT.13.41	“In nje kɔjɨ rɔ’se,
ACT.13.41	Kadɨ oyi go rɔ’se majɨ,
ACT.13.41	A oyi nya kɨ a ətɨ’se ɓol bitɨ kadɨ a gotoi kɔ.
ACT.13.41	Tadɔ dɔkagilo’tɨ lə’se, m’a m’ra nya madɨ.
ACT.13.41	Nya kɨ re de ɔr’se poy’o ka, a uni me’se dɔ’tɨ el
ACT.13.42	Lokɨ Pol in kɨ Barnabasɨ isɨ tei taga ningə, dəji’de kadɨ ndɔ kɔrkon kɨ gogɨ ə kadɨ təli rei ndoi’de ta kin ɓay. 
ACT.13.43	Lokɨ bulə Njekawnan’gɨ sananyinan ningə, Juwipɨ’gɨ kɨ de’gɨ kɨ təli Juwipɨ’gɨ kɨ nje ɓol Luwə, dani Pol kɨ Barnabasɨ, a wali nan ta se’de. Ningə Pol kɨ Barnabasɨ uləi dingəm me’de’tɨ kadɨ uwəi rɔ’de ba me memajɨ’tɨ lə Luwə kin.
ACT.13.44	Ndɔ kɔrkon’tɨ kɨ gogɨ ningə, bulə de’gɨ ngayn kɨ me ɓebo’tɨ kawinan kɨ nan’tɨ kadɨ n’oyi dɔ ta lə Burəɓe. 
ACT.13.45	Lokɨ Juwipɨ’gɨ oyi bulə de’gɨ ningə, ni ra’de adɨ taji Pol, ə eli ta’gɨ kɨ majel ndɔri ta li’ə. 
ACT.13.46	Pol kɨ Barnabasɨ eli’de kɨ me kɨ tinyi katɨ eyina: «In ingɨ ə kadɨ j’ilə’se mbər ta lə Luwə kin kete, nan tokɨ mbəti ə oyi tokɨ ingɨ asi ta kajɨ kɨ bitɨ kɨ non’tɨ el, j’a jɨ təl jɨ yətɨ rɔ’je kɨ rɔ ginn de’gɨ’tɨ kɨ in Juwipɨ’gɨ el’tɨ. 
ACT.13.47	Tadɔ Burəɓe lə’je un ndu’ne adɨ’je ene:
ACT.13.47	“M’indəi kadɨ in kunjɨ tadɔ ginn de’gɨ kɨ dɔnangɨ’tɨ,
ACT.13.47	Kɨ kadɨ aw kɨ ta kajɨ bitɨ kɨ dɔboy dɔnangɨ’tɨ
ACT.13.48	Lokɨ ginn de’gɨ kɨ in Juwipɨ’gɨ el oyi dɔ ta kin ningə, rai rɔnel ngayn dɔ’tɨ, adɨ uləi tɔjɨ dɔ ta’tɨ lə Burəɓe, adɨ de’gɨ pətɨ kɨ Luwə mbətɨ’de tadɔ kajɨ kɨ bitɨ kɨ non’tɨ, uni me’de. 
ACT.13.49	Ta lə Burəɓe sanan kɨ dɔnangɨ kɨ Antiyosɨ’tɨ kɨ ta’a ba. 
ACT.13.50	Nan Juwipɨ’gɨ suləi dene’gɨ kɨ in dene’gɨ kɨ njetɔɓar kɨ me ɓe’tɨ, kɨ nje kɔsikurə Luwə, kɨ de’gɨ kɨ boi kɨ me ɓe’tɨ adɨ indəi kum Pol kɨ Barnabasɨ ndoo, ningə tuwəi’de me ɓe’tɨ lə’de kɔ. 
ACT.13.51	Pol kɨ Barnabasɨ indəi bu kɨ nja’de’tɨ kɨ dɔ ɓe’tɨ lə’de ningə, ɔti ai me ɓe’tɨ kɨ Ikoniyom
ACT.13.52	Kɨ rɔ njendo’gɨ’tɨ lə Jeju ə, rɔ’de nəl’de ngayn, taa Ndil Luwə kaa rosɨ me’de tɔ.
ACT.14.1	Lokɨ Pol kɨ Barnabasɨ awi Ikoniyom’tɨ, awi me kəykawnan’tɨ lə Juwipɨ’gɨ kɨ Ikoniyom’tɨ tɔ. Awi eli de’gɨ ta lə Luwə kɨ ra adɨ de’gɨ ngayn kɨ in Juwipɨ’gɨ kɨ nje kɨ in Girekɨ’gɨ uni me’de adi Luwə. 
ACT.14.2	Nan Juwipɨ’gɨ madɨ kɨ nje me ngan, indəi taa kɨ majel me de’gɨ’tɨ kɨ in Juwipɨ’gɨ el, suləi’de dɔ ngannkon’gɨ’tɨ. 
ACT.14.3	Be kaa, Pol kɨ Barnabasɨ sii Ikoniyom’tɨ ndɔ banyi banyi. Eli ta lə Luwə kɨ me kɨ tinyi katɨ, indəi tɔgɨ’de dɔ Burəɓe’tɨ kɨ mannajɨ dɔ memajɨ’tɨ li’ə kɨ isɨ iləi mbər’ə, adi’de tɔgɨ adɨ rai nyakɔjɨ’gɨ kɨ nya’gɨ kɨ ətɨ ɓol. 
ACT.14.4	Lo kin’tɨ, de’gɨ kɨ me ɓebo’tɨ gangi nan lo joo, nje kɨ madɨ’gɨ in go Juwipɨ’gɨ’tɨ, nje kɨ nungɨ in go njekawkulə’gɨ’tɨ tɔ. 
ACT.14.5	Nje kɨ in Juwipɨ’gɨ el, kɨ nje kɨ in Juwipɨ’gɨ kɨ kibo’gɨ lə’de indəi dɔ rɔ’de dana kadɨ n’adi kon Pol in kɨ Barnabasɨ, kadɨ n’tiləi’de kɨ mbal n’tɔli’de. 
ACT.14.6	Nan Pol kɨ Barnabasɨ oyi ta kin, adɨ anyinan awi iyəi rɔ’de ɓebo’gɨ’tɨ kɨ Likawoni, kɨ Lisitir, kɨ Dərbɨ, kɨ ngann lo’gɨ kɨ gidɨ’tɨ. 
ACT.14.7	Lo’gɨ’tɨ kin kaa, iləi mbər Poyta kɨ majɨ səm’tɨ tɔ.
ACT.14.8	Me ɓe’tɨ kɨ Lisitir, dingəm kare kɨ nja’a oy ta ginn’ə’tɨ isɨ non. Nja’a oy lo koj’o’tɨ nu, adɨ njiyə nja kare el. 
ACT.14.9	Ə ndɔ kare, ur mbi’ne isɨ oo’n ta kɨ Pol ra el. Ningə, Pol uwə kum’ne kɨ dɔ’a’tɨ oo’ə’n ba, ningə oo kadɨ aw kɨ kunme kɨ kadɨ ingə’n kajɨ. 
ACT.14.10	Lo kin’tɨ, Pol el’ə ta kɨ tɔgɨ’ne ene: «In, ra taa dɔ nja’i’tɨ!» Ningə Dingəm uwə nangɨ ra ta, ra njiyə.
ACT.14.11	Lo kɨ bulə de’gɨ oyi nya kɨ Pol ra kin ningə, uni ndu’de kɨ taa, elita kɨ ta Likawoni eyina: «Oyi, luwə’gɨ təli rɔ’de de’gɨ’tɨ, rei uri nanga dann’je’tɨ.» 
ACT.14.12	Be ə, ɓari Barnabasɨ «Jəsɨ», ə ɓari Pol «Ermesɨ» tɔ, tadɔ Pol ə in njekelta. 
ACT.14.13	Njekujənyamosɨ kadikare lə Jəsɨ, kɨ isɨ ta lo’tɨ taga gidɨ ɓebo’tɨ, re kɨ baw mangɨ’gɨ kɨ dɔi nya’gɨ kɨ ndolo rɔ’de’tɨ. Re se’de, ningə, ndu’de in nan’tɨ kɨ bulə de’gɨ, kadɨ n’iləi mosɨ n’adi Pol kɨ Barnabasɨ. 
ACT.14.14	Nan lokɨ, njekawkulə’gɨ, Pol in kɨ Barnabasɨ oyi poyta kin, gangi ku rɔ’de’tɨ, ə anyinan kɨ rɔ bulə de’gɨ’tɨ, uni ndu’de kɨ taa, eli’de eyina: 
ACT.14.15	«Madɨ’je’gɨ, ra bann ə ra rai nya be wa? J’in kaa j’in de’gɨ to ingɨ be tɔ, ningə, re j’ilə’se mbər Poyta kɨ majɨ ningə, in kadɨ inyəi kagɨ yo’gɨ kɨ nda’de goto kɨ isɨ rai’de, ə kadɨ təli rɔ’se go Luwə’tɨ kɨ nje kisɨ kumngayira, Luwə kɨ njera dɔran kɨ dɔnangɨ kɨ nya’gɨ pətɨ kɨ me’tɨ
ACT.14.16	Dɔkagilo’gɨ’tɨ kɨ dər kete, Luwə inyə de’gɨ pətɨ adɨ uni row kɨ me’de ndigɨ. 
ACT.14.17	Be kin kaa inyə ta tɔjɨ memajɨ lə’ne el: Ulə kɨ mann ndi dɔran’tɨ adɨ’se ge, adɨ’se dɔkagilo kɨ majɨ adɨ ingəi kandɨ nya ge, adɨ’se nyakusɔ kɨ to mbar ge, adɨ rɔnel rosɨ me’se ge.» 
ACT.14.18	Ta’gɨ kɨ eli kin kaa, ngan se’de ngayn kadɨ ɔgi bulə de’gɨ kilə mosɨ nanga kadɨ’de.
ACT.14.19	Lo kin’tɨ, Juwipɨ’gɨ kɨ in Antiyosɨ kɨ Pisidi’tɨ, kɨ Ikoniyom, rei, suləi bulə de’gɨ kakin, ɓuki’de go’de’tɨ, adɨ tiləi Pol kɨ mbal kadɨ n’tɔli’ə, ə ndɔri’ə, awi si’ə, iləi’ə gidɨ ɓe’tɨ, oyi eyina oy. 
ACT.14.20	Nan lokɨ njendo’gɨ kawinan kɨ dɔ’a’tɨ, ində taa, təl aw me ɓebo’tɨ gogɨ. Ningə lo ti go’tɨ, in kɨ Barnabasɨ awi kɨ Dərbɨ’tɨ.
ACT.14.21	Lokɨ Pol kɨ Barnabasɨ iləi mbər Poyta kɨ majɨ Dərbɨ’tɨ, de’gɨ ngayn təli njendo’gɨ lə Kirisitɨ. Ningə ingɨ, təli uni dɔ nja’de, tei Lisitir kɨ Ikoniyom, kɨ Antiyosɨ kɨ Pisidi’tɨ. 
ACT.14.22	Uləi dingəm me njendo’gɨ’tɨ, adi’de ta kɔjɨ kadɨ uwəi tɔgɨ’de ba me kunme’tɨ lə’de. Ningə, rai dɔ’tɨ non eli’de eyina: «In kɨ kon kɨ ngayn ə j’a j’oo’n Konɓe lə Luwə.» 
ACT.14.23	Pol kɨ Barnabasɨ indəi ngatɔgɨ’gɨ dɔ Njekawnan’gɨ’tɨ pətɨ kɨ tei dann’de’tɨ. Ɔgi rɔ’de nyakusɔ, elita kɨ Luwə, ə go’tɨ, inyəi’de ji Burəɓe’tɨ kɨ uni me’de adi’ə. 
ACT.14.24	In non, indəi me ɓe kɨ Pisidi gangi, awi tei Pampili’tɨ
ACT.14.25	Iləi mbər poyta lə Luwə me ɓe’tɨ kɨ Perjɨ, ə awi tei ta ba’tɨ kɨ Atali. 
ACT.14.26	Lo kin’tɨ non, uni tokibo kaw Antiyosɨ’tɨ. Antiyosɨ kɨ in ɓe kɨ ndɔkɨ njekɔrnon Njekawnan’gɨ kɨ me’tɨ, inyəi’de ji Luwə’tɨ. Inyəi’de ji Luwə’tɨ kadɨ memajɨ li’ə in dɔ’de’tɨ tadɔ kulə kɨ in lo ra’a’tɨ kin. 
ACT.14.27	Lokɨ tei Antiyosɨ’tɨ, kawi Njekawnan’gɨ, eli’de nya’gɨ pətɨ kɨ Luwə un’de ra’n. Ɔji’de te kɨ Luwə te tarow kunme adɨ de’gɨ kɨ in Juwipɨ’gɨ el. 
ACT.14.28	Sii kɨ njendo’gɨ dɔkagilo ngayn Antiyosɨ’tɨ.
ACT.15.1	De’gɨ kɨ nan’gɨ in Jude’tɨ rei Antiyosɨ’tɨ ndoi ngannkon’je’gɨ nya eyina: «Kin ə re adɨ ujəi mɔtɨ kɨ kigo ndu’tɨ lə Mojɨ el ə, a ingəi kajɨ el
ACT.15.2	Nyando kin re kɨ ta kasɨ nan el, kɨ gakɨ nan kibo ngayn mbunə njendo’ə’tɨ kɨ Pol kɨ Barnabasɨ. Lo kin’tɨ non be, uni ta’de kadɨ Pol kɨ Barnabasɨ, nan’tɨ kɨ ngannkon’gɨ madɨ, awi Jerujalem’tɨ ingəi njekawkulə’gɨ kɨ ngatɔgɨ’gɨ lə Njekawnan’gɨ tadɔ ta kin. 
ACT.15.3	Njekawnan’gɨ kɨ Antiyosɨ adi’de nya kɨ kadɨ ra se’de dɔ row’tɨ. Uni row, tei Penesi’tɨ in kɨ Samari, eli de’gɨ kigo’ə go’ə, gorow kɨ de’gɨ kɨ in Juwipɨ’gɨ el təli uni me’de adi Kirisitɨ. Ta kin adɨ rɔnel ngannkon’gɨ pətɨ. 
ACT.15.4	Lokɨ rei tei Jerujalem’tɨ, Njekawnan’gɨ kɨ njekawkulə’gɨ, kɨ ngatɔgɨ’gɨ lə Njekawnan’gɨ uwəi’de kɨ rɔ’de’tɨ. Pol kɨ Barnabasɨ eli poy nya kɨ Luwə ra se’de adi’de oyi. 
ACT.15.5	Nan de’gɨ kɨ nan’gɨ, kɨ uni me’de dann Parisɨ’gɨ’tɨ uni ta eli eyina: «Majɨ kadɨ de’gɨ kɨ in Juwipɨ’gɨ el, adi’de ujəi mɔtɨ’de ə ngəmi go ndukun’gɨ lə Mojɨ ɓay tɔ taa.» 
ACT.15.6	Lo kin’tɨ, njekawkulə’gɨ kɨ ngatɔgɨ’gɨ lə Njekawnan’gɨ kawinan kadɨ indəi manjɨ ta kin. 
ACT.15.7	Lokɨ manjinan ta adɨ ndan’de ngal, ə Piyər osɨ nangɨ ində taa el’de ene: «Ngannkon’m’gɨ, tokɨ in gəri, in mayinu ə Luwə mbətɨ’m dann’se’tɨ kadɨ m’ilə mbər Poyta’tɨ kɨ majɨ rɔ de’gɨ’tɨ kɨ in Juwipɨ’gɨ el, kadɨ oyi ə uni me’de. 
ACT.15.8	Luwə kɨ gər me de’gɨ, mannajɨ lə’de majɨ kɨ gorow Ndil Luwə kɨ adɨ’de tokɨ adɨ’n’je be tɔ
ACT.15.9	Ingɨ ə j’in tɔ, Luwə ɔr kum’de dana el, tadɔ in kɨ takul kunme lə de ə Luwə adɨ ngarme de ari’n njay. 
ACT.15.10	Ningə kɨ ngɔsine kin, tadɔ ri ə isɨ sangi ta Luwə kɨ jugɨ kɨ iləi mindɨ njekunme’gɨ’tɨ wa? Nya kɨ j’inɓe eke baw’je’gɨ ka j’awi kɨ tɔgɨ kadɨ j’oti el. 
ACT.15.11	Nya kɨ j’uni me’je dɔ’tɨ ə to kin: In kɨ takul memajɨ lə Burəɓe Jeju ə nyɨ j’ingəi kajɨ, j’in kɨ j’in Juwipɨ’gɨ, kah’a’tɨ lə’de in Juwipɨ’gɨ el kakin tɔ.»
ACT.15.12	Ningə, de’gɨ pətɨ uti ta’de, uri mbi’de kadɨ oyi dɔ ta lə Barnabasɨ ingɨ kɨ Pol kɨ ra eli’de ɔjidɔ poy nyakɔjɨ’gɨ kɨ nya’gɨ kɨ ətɨ ɓol’gɨ kɨ Luwə ra’de kɨ takul Pol ingɨ kɨ Barnabasɨ dann de’gɨ’tɨ kɨ in Juwipɨ’gɨ el. 
ACT.15.13	Lokɨ iləi ta nanga ningə, Jakɨ un ta el ene: «Ngannkon’m’gɨ, uri mbi’se oyi ta lə’m ngɔsine
ACT.15.14	Simon ində taa el’je ne, adɨ j’oyi row kɨ lo tumginn’ə’tɨ inɓe nu, Luwə ində’n kum’ne go’tɨ majɨ, kadɨ ɔr de’gɨ kɨ nan’gɨ dann de’gɨ’tɨ kɨ in Juwipɨ’gɨ el, ində’de dangɨ to de’gɨ lə’ne. 
ACT.15.15	Ta’gɨ lə de’gɨ kɨ njekeltakita Luwə’tɨ osɨ go nan’tɨ lo kareba kɨ ta kin. Tadɔ ndangi me makitu’tɨ lə Luwə eyina:
ACT.15.16	“Go nya’gɨ’tɨ kin, m’a m’re kadɨ m’ra kəy lə Dabidɨ kɨ budɨ kin rangɨ.
ACT.15.16	M’a m’ra in kɨ sigɨ gogɨ, m’a m’ra tor’o’tɨ gogɨ tɔ,
ACT.15.16	M’a m’ində taa gogɨ.
ACT.15.17	Tadɔ kadɨ ndəgɨ de’gɨ sangi Burəɓe,
ACT.15.17	Adɨ in ginn de’gɨ pətɨ kɨ uni tɔ’m dɔ’de’tɨ.
ACT.15.17	Burəɓe elta kin be.
ACT.15.18	Burəɓe kɨ nje te kɨ ginn nya kɨ ində dɔ’a nan’tɨ mayinu adɨ de’gɨ gəri
ACT.15.19	«In tadɔ kin ə, m’in m’oo majɨ ngayn kadɨ j’iləi kagɨ non de’gɨ’tɨ kɨ in Juwipɨ’gɨ el el, kɨ uni me’de adi Luwə. 
ACT.15.20	Adɨ jɨ ndangi makitu par j’adi’de kadɨ njenyi kɨ rɔ’de lo kusɔ da kɨ de ilə kadikare’tɨ adɨ yo’gɨ el, kadɨ sangi nan lo kaya’tɨ el, kadɨ sɔi da kɨ de mbir m’ində el, kadɨ sɔi mosɨ da el tɔ
ACT.15.21	Nga ningə, ulə ngirə mayinu bitɨ ɓone, de’gɨ kɨ njendo madɨ’de’gɨ ndukun lə Mojɨ in me ɓebo’gɨ’tɨ kare kare, num ndɔ kare kare kɨ in ndɔ kɔrkon lə Juwipɨ’gɨ, de’gɨ a tudəi ndukun kin me kəykawnan’gɨ’tɨ lə Juwipɨ’gɨ tɔ.»
ACT.15.22	Be ə, ngatɔgɨ’gɨ lə Njekawnan’gɨ, kɨ njekawkulə’gɨ kɨ Njekawnan’gɨ, ndigɨ kadɨ n’mbəti de’gɨ kɨ nan’gɨ dann’de’tɨ kadɨ ɔri tor’de dani Pol ingɨ kɨ Barnabasɨ awi se’de Antiyosɨ’tɨ. Mbətɨ Judasɨ kɨ ɓari’ə nan Barsabasɨ in kɨ Silasɨ. In joo pətɨ, ngannkon’de’gɨ tai me’de majɨ. 
ACT.15.23	Ta kɨ ndangi Makitu’tɨ adi’de ə to kin:
ACT.15.23	«J’in njekawkulə’gɨ kɨ ngatɔgɨ’gɨ lə Njekawnan’gɨ, jɨ ndangɨ makitu kin j’adɨ’se in ngannkon’je’gɨ kɨ sii ɓebo Antiyosɨ’tɨ kɨ dɔnangɨ’gɨ kɨ Siri’tɨ kɨ Silisi kɨ in ginn kojɨ lə Juwipɨ’gɨ el, jɨ ra’se lapiya. 
ACT.15.24	J’oo poy de’gɨ madɨ in dann’je’tɨ ne awi rɔ’se’tɨ tuji me’se, təli sese gogɨ kɨ ta’gɨ lə’de, ningə in ingɨ ə j’ulə’de el. 
ACT.15.25	Be ə, j’oyi majɨ kadɨ j’ində ta’gɨ nan’tɨ kareba jɨ mbətɨ de’gɨ j’ulə’de kɨ rɔ’se’tɨ, nan’tɨ kɨ Barnabasɨ kɨ Pol kɨ in njendigɨ’gɨ lə’je. 
ACT.15.26	In kɨ iləi rɔ’de kɔ tadɔ tɔ Burəɓe lə’je Jeju Kirisitɨ. 
ACT.15.27	In kin ə, j’ulə’n Judasɨ kɨ Silasɨ. De’gɨ kɨ joo kin a eli’se nya’gɨ kin kɨ ta’de. 
ACT.15.28	Tadɔ in Ndil Luwə num, j’inɓe num, j’uni ndu’je kadɨ de ində nya kɨ rangɨ gidɨ nya’tɨ kɨ in nya kɨ nda’a to’tɨ kin, dɔ’se’tɨ kɨ tɔgɨ el nga. 
ACT.15.29	Ningə nya kɨ kadɨ rai ə to kin: kadɨ sɔi da kɨ de ilə kadikare’tɨ adɨ yo’gɨ el, sɔi mosɨ da el, sɔi da kɨ de mbir m’ində el, sangi nan lo kaya’tɨ el. Pətɨ toi be ningə, a rai nya kɨ majɨ. Tai lapiya lə’je j’in ngannkon’se’gɨ.»
ACT.15.30	Inyəi nje kɨ mbəti’de adi awi Antiyosɨ’tɨ. Lokɨ awi tei Antiyosɨ’tɨ, kawi njekunme’gɨ kɨ nan’tɨ, ə uləi makitu kakin ji’de’tɨ. 
ACT.15.31	Lokɨ tudəi makitu kakin ningə, rɔ’de nəl’de ngayn tadɔ ingəi ta’gɨ kɨ adi’de tɔgɨ me’tɨ. 
ACT.15.32	Tokɨ Judasɨ kɨ Silasɨ inɓe’gɨ in njekeltakita Luwə’tɨ, uni dɔkagilo ngayn uləi dingəm me ngannkon’gɨ’tɨ, mbisəi nja’de me kunme’tɨ. 
ACT.15.33	Sii se’de dɔkagilo nden ə, ngannkon’gɨ uwəi ji’de, indəi’de ta row’tɨ kadɨ awi kɨ lapiya, təli kɨ rɔ njekulə’de’gɨ’tɨ gogɨ. 
ACT.15.34	[Nan Silasɨ oo majɨ ngayn kadɨ n’isɨ Antiyosɨ’tɨ].
ACT.15.35	Pol kɨ Barnabasɨ sii Antiyosɨ’tɨ, nan’tɨ kɨ ndəgɨ de’gɨ kɨ rangɨ, ndoi de’gɨ, iləi’de mbər Poyta kɨ majɨ lə Burəɓe.
ACT.15.36	Nden go’tɨ, Pol el Barnabasɨ ene: «Adɨ jɨ təli j’uni dɔ nja’je me ɓebo’gɨ’tɨ pətɨ kɨ j’elita lə Burəɓe səm’tɨ kin, ə jɨ gon ngannkon’je’gɨ j’oo ke təli toi bann wa?» 
ACT.15.37	Lo kin’tɨ, Barnabasɨ ndigɨ kadɨ Jan Markɨ aw se’de. 
ACT.15.38	Nan Pol oo kadɨ in low’ə’tɨ el kadɨ Jan Markɨ kɨ ndɔkɨ inyə’de Pampili’tɨ, um aw se’de lo kaw kulə’tɨ el kin, kadɨ aw se’de ɓone ɓay
ACT.15.39	Mindɨ kasinan el kɨ bo ngayn to dann’de’tɨ adɨ inyəi nan non be. Barnabasɨ un Jan Markɨ, ə uni tokibo aw kɨ Sipir’tɨ. 
ACT.15.40	Nga Pol ə un Silasɨ ə awi. Ngannkon’je’gɨ inyəi’de ji Burəɓe’tɨ. 
ACT.15.41	Pol njiyəi dɔnangɨ Siri’tɨ kɨ dɔnangɨ Silisi’tɨ uləi dingəm me Njekawnan’gɨ’tɨ kɨ lo lo.
ACT.16.1	Pol re te Dərbɨ’tɨ, go’tɨ aw Lisitir’tɨ. Lo kin’tɨ ə, ingə njendo kare kɨ tɔ’a nan Timote. Kon’a in njekunme kɨ in Juwipɨ, ə baw’a in Girekɨ tɔ
ACT.16.2	Ngannkon’je’gɨ kɨ Lisitir kɨ Ikoniyom elita li’ə majɨ ngayn. 
ACT.16.3	Adɨ Pol ndigɨ kuwə ji’ne’tɨ kaw si’ə. Be ə, aw si’ə ujə mɔt’ɔ, tadɔ Juwipɨ’gɨ kɨ rai ɓe lo’gɨ’tɨ kin, gəri’ə ɓətɨ kadɨ baw’a in Girekɨ. 
ACT.16.4	Ɓebo’gɨ pətɨ kɨ tei’tɨ, ɔji ngannkon’de’gɨ ndukun’gɨ kɨ njekawkulə’gɨ kɨ ngatɔgɨ’gɨ lə Njekawnan’gɨ kɨ Jerujalem’tɨ uni. Ningə eli’de kadɨ rai go ndu’gɨ’tɨ kakin. 
ACT.16.5	Njekawnan’gɨ ingəi tɔgɨ me kunme’tɨ lə’de, ningə kɔr’de in dɔ mad’a’tɨ kɨ ndɔ’gɨ ndɔ’gɨ.
ACT.16.6	Ndil Luwə ɔgɨ’de kiləmbər Poyta kɨ majɨ ngann ɓe’gɨ’tɨ kɨ Aji. Adɨ ɔti non, indəi dɔnangɨ Piriji kɨ dɔnangɨ Galasi dəri. 
ACT.16.7	Lokɨ rei tei ndəkba kɨ Misi, sangi row kadɨ n’awi Bitini’tɨ, nan Ndil Jeju ɔgɨ’de row. 
ACT.16.8	Be ə, indəi dɔnangɨ kɨ Misi gangi, awi tei ta ba’tɨ kɨ Tirowasɨ. 
ACT.16.9	Low’ə’tɨ kin ə, kondɔ ə, Pol oo de kare kɨ Maseduwann’tɨ me ndil’tɨ re ra dɔ’a’tɨ. De kakin el Pol ene: «Nja’i ba, re Maseduwann’tɨ ra se’je.» 
ACT.16.10	Go nya k’oo me ndil’tɨ lə Pol, tanan’tɨ non, jɨ sangɨ row kadɨ j’aw Maseduwann’tɨ, tadɔ jɨ gər majɨ tokɨ Luwə inɓe ə ɓar’je kadɨ j’aw j’iləmbər Poyta kɨ majɨ səm’tɨ. 
ACT.16.11	J’al to Tirowasɨ’tɨ non, ə j’ɔsɨ jɨ te dɔ dor Samotirasɨ’tɨ. Lo ti go’tɨ ningə, jɨ te Neyapolisɨ’tɨ. 
ACT.16.12	J’in low’ə’tɨ non, j’aw Pilipɨ’tɨ, kɨ in ɓebo kɨ dɔkete kɨ dɔnangɨ’tɨ kɨ Maseduwann, kɨ in ginn konɓe’tɨ kɨ Rɔm. J’isɨ non, jɨ ra ndɔ’gɨ asɨ tatɨ. 
ACT.16.13	Ningə ndɔ kɔrkon’tɨ lə Juwipɨ’gɨ, jɨ te gidɨ ɓebo’tɨ taga, kadɨ j’aw kadɨ mbo’tɨ. J’aw’tɨ tadɔ jɨ mərta kadɨ j’a j’ingə lo kelta kɨ Luwə səm’tɨ. Lokɨ j’aw ningə, j’isɨ nanga rɔ dene’gɨ’tɨ kɨ kawinan low’ə’tɨ, j’el’de ta. 
ACT.16.14	Dann dene’gɨ’tɨ kakin, in kɨ kare isɨ non, tɔ’a nan Lidi. In dene kɨ ɓebo’tɨ kɨ Tiyatir. In nje law ta ku kɨ kər njir njir. Ningə in de kɨ nje ɓol Luwə tɔ. Sɨ oo ta, ə Burəɓe te ngarme’ə, adɨ ində mbi’ne majɨ go ta’gɨ’tɨ kɨ Pol isɨ el. 
ACT.16.15	Nga a adɨ ra’a batəm nan’tɨ kɨ nje kɨ me kəy’tɨ li’ə. Ningə ɓar’je kadɨ j’aw ɓe lə’ne ene: «Kin ə re oyi m’in kadɨ m’in njekunme kadɨ Burəɓe ə, rei sii ɓe lə’m.» Ra dɔ ta’tɨ kin ngan, kadɨ jɨ ndigɨ go’ne’tɨ.
ACT.16.16	Ndɔ kare jɨ isɨ j’aw kɨ lo kelta’tɨ kɨ Luwə ə, dene kɨ nje ra kuləɓər me kəy’tɨ kare re ingə’je. Dene kin aw kɨ ndil ndonte, adɨ lokɨ ində gara ə, ingə’n nya ngayn adɨ ɓe’ne’gɨ. 
ACT.16.17	Un go’je kɨ Pol ə, elta kɨ ndu’ne kɨ boi ene: «De’gɨ kɨ rai kam in njekuləɓər’gɨ lə Luwə kɨ nje kisɨ dɔ nya’gɨ’tɨ pətɨ. Rei ra iləi’se mbər row kajɨ.» 
ACT.16.18	Dene ra nya kin be ndɔ’ne banyi banyi go’je’tɨ. Be ə, ta tɔlta’a’tɨ, wongɨ ra Pol dɔ’a’tɨ, adɨ təl ta’ne el ndil kɨ isɨ me dene’tɨ kakin ene: «Me tɔ Jeju Kirisitɨ’tɨ, m’un ndu’m kadɨ te kɔ me’ə’tɨ.» Ningə tanan’tɨ non, ndil te kɔ me dene’tɨ.
ACT.16.19	Lokɨ ɓe’ə’gɨ oyi kadɨ nyakingə nya lə’de kɨ indəi me’de dɔ’tɨ, ka ginn’ə gangɨ ə, uwəi Pol kɨ Silasɨ awi se’de tambalo’tɨ, non nje konɓe’gɨ’tɨ. 
ACT.16.20	Awi se’de non njegangɨ ta’gɨ’tɨ eli’de eyina: «De’gɨ kɨ oyi’de kam in Juwipɨ’gɨ, ə rei kɨ ndu kɨ majel me ɓebo’tɨ lə’je. 
ACT.16.21	Rei kɨ nya jibəlɓe’gɨ kɨ j’in de’gɨ kɨ Rɔm’tɨ, sɔw dɔ’je el, kadɨ to jɨ taa, jɨ ra’n kulə.» 
