MAT.1.1	Akko kitawu
MRK.14.40	Nanjaro walladanniya, caye gai kǝnǝm cadi nayeyeno, simnja nga kurwowujǝna nangaro. Awo tiro wulduwuyema nojanni. 
MRK.14.41	Yakkuyero walladanniya, tayiro: «Kuamison kǝnǝmbo bowadando tussuwi wa? Cerǝna! Sadǝ cǝdǝna, Tada Kambedǝa mukko biwumasoyero sǝrǝccaana. 
MRK.14.42	Cinowo, leniyo! Akkonju kam wua sǝrǝnsiyimadǝ del karǝnjǝna!» yeno.
MRK.14.43	Sadǝman Isa mana cǝdi ngai duwon, Yahusa mewun yindindǝye falnja kadio. Jama kada ye na wurawa ɍimannaye-a malǝmba Attauraye-a amwurawa jamaye-ayen kashagar so, ka so mukkonna ti-a rokko kadira. 
MRK.14.44	Caman ti sǝrǝttuwumanjudǝ tayiro bǝlaanan isanojiye: «Kam tiro lewa darajaye yiddǝkkidǝ, tima! Tia taiwo, fǝrǝstiwaworo yadowo!» cǝnna. 
MRK.14.45	Daji Yahusa kadinniyama, na Isayero ise: «Sayinna!» cǝne tiro lewa darajaye kiddo. 
MRK.14.46	Daji Isaa mukkon dap keda. 
MRK.14.47	Am nanjun dajanadǝye falnja kashagar ficce wolodi ɍiman kurayea bakce sǝmonju tǝn kamgeno. 
MRK.14.48	Isaye tayiro: «A! Nayi kashagar so, ka so mukkonna wua gǝndema gai taro wa isuwidǝ? 
MRK.14.49	Yim nguson nandon Fado Alayen dǝgaiye jamaa alammǝkki duwon, wua sǝdawwi. Amma awo kitawulan ruwuwadadǝ wakkajo!» yeno. 
MRK.14.50	Daji fuwurawanju samma tia koljane keyaso.
MRK.14.51	Jairo laa mayafi gǝnia, awima tiyinjun bawo Isaa jǝgana mbeji. Amdǝ tia kedanniya, 
MRK.14.52	mayafidǝa koljiye de sul kiyaso.
MRK.14.53	Daji Isaa ngojane na ɍiman kurayero kesado. Nadǝn wurawa ɍimannaye-a amwurawa jamaye-a malǝmba Attauraye-a samma ye capkadara. 
MRK.14.54	Biturus ye katte kaskadaaro har balballa fado ɍiman kurayedǝro tia jǝgane kǝrgaanniya, kannu gǝttoro dawu gureduwu Fado Alayen napkeno.
MRK.14.55	Wurawa ɍimannaye-a majiliswu samma-a sheda Isaa roro njejoro mayera yaye, cawandǝnni. 
MRK.14.56	Am kada kǝlanjun sheda bowuye cadǝna, amma cinja tilojǝnni. 
MRK.14.57	Daji am laa cijane sheda bowuye cade: 
MRK.14.58	«Tiye: “Wudǝ Fado Alaye mukko kamben tǝdandǝna adǝa wurnǝkke curo kawu yakkuyen mukko kamben gǝni gade tandǝkki,” ngai cǝne fangeiye,» yera. 
MRK.14.59	Amma kǝla adǝyeman cinja tilojǝnni.
MRK.14.60	Daji ɍiman kuradǝ cije dawunjan daje Isaro: «Jaawunǝm bawo wa? Awi gǝle am ani kǝlanǝmnin shedajaidǝ?» cǝne tia kiworo. 
MRK.14.61	Amma Isa cinju kaje jaawu cinni. Koro ɍiman kuradǝ walde tiro: «Nima wa Almasiwu Tada Ti Bargaayedǝ wo?» cǝne tia kiworo. 
MRK.14.62	Isaye: «Wuma! Koro Tada Kambedǝ mukko kǝmboram Mai Kǝnduwomayen napkada ye, curo fofou sameyen kǝnde cǝdi ye ruwi,»
MRK.14.63	Daji ɍiman kuradǝ kalwunju karje:
MRK.14.64	Alaa gaskadunjudǝa fanuwwa. Awi gǝle tǝmanuw?» cǝne tayia kiworǝnniya, tayi samma tiro shara kamjagane ronju tuluwoma jusso yera. 
MRK.14.65	Daji laanja tiro lallaɍi tǝwatǝwajagane simnju jakcane tia babaktu badiyera. Tiro: «Nawinawi de!» cani. Adǝgaima gureduwudǝ ye tia cadane maɍin babakkera.
MRK.14.66	Biturus balballa fadoyedǝn cidiyan duwon, kir ɍiman kuraye laa nadǝro kadio. 
MRK.14.67	Biturus kannu jǝgǝtti kirunniya, tia ngǝlaro ninije: «Ni ye Isa kam Najaratte-a rokko kǝrgaw!» yeno. 
MRK.14.68	Amma Biturus angǝrje: «Awo wullǝmidǝmaa nokkǝni, asukkǝni!» yeno. Daji cinna ngaworambo culuwe gudowom kokkore kekko. 
MRK.14.69	Kirdǝ walde tia cure am nadǝn dasaanadǝro: «Kam adǝ ye falnja!» yeno. 
MRK.14.70	Koro Biturus walde angǝryeno. Gana sam kidǝnniya, am nadǝn dasaanadǝye Biturusso: «Fagatto ni ye kamnja fal, ni kam lardu Galileye nangaro!» yera. 
MRK.14.71	Amma Biturus kǝlanju baskuje kansi juwe: «Kam kǝlanjun mananuwi adǝa nokkǝni!» yeno. 
MRK.14.72	Sadǝman gudowom yindiyero kokkore kekko. Daji Biturus awo Isa tiro wuljǝgǝnadǝa takkeno. Isaye: «Kawu gudowom yindiro kokkore cakkidǝro, wua yakkuro angǝrsǝmi,» cǝnna. Takkenniya, tai daje so ngoyeno.
MRK.15.1	Dunia wayenniyama, wurawa ɍimannaye-a amwurawa jamaye-a malǝmba Attauraye-a majiliswu samma-a ci tiloaro sawari kedo. Daji Isaa cekkere caade mukko Gomna Bilatussero kesakko. 
MRK.15.2	Bilatusse Isaro: «Nima wa Mai Yaudiyayedǝ wo?» cǝne tia kiworo. Isaye: «Nima wullǝm, wuma!» yeno. 
MRK.15.3	Wurawa ɍimannayedǝ awo kadan Isaa burwuyera. 
MRK.15.4	Daji Bilatus walde tiro: «Kalakkǝmbawo wa? Awo kadan burwunjanadǝa fanǝmmi wa?» cǝne tia kiworo. 
MRK.15.5	Amma Isa kua yaye tiro kalakcǝgǝnni, har Bilatus ajapkeno.
MRK.15.6	Caman kǝrwu nguson sala adǝlan gomnadǝ kosoma fal jama caworǝnadǝa tayiro salamjiyi. 
MRK.15.7	Sa adǝn kam laa amanju-a tuɍu cade kam ceyese kosolan rojana mbeji, cunju Barabbas. 
MRK.15.8	Daji jama na gomnayedǝro isane awo caman tayiro caddidǝa njǝddoro tia koro badiyera. 
MRK.15.9	Bilatusse tayiro: «Mai Yaudiyayedǝa wa nayiro salamnjagakkiya, rawuw?» cǝne tayia kiworo. 
MRK.15.10	Awoa nandǝɍinja nangaro wurawa ɍimannayedǝ Isaa mukkonjuro sǝrǝtkeyeraro nojǝna. 
MRK.15.11	Amma wurawa ɍimannayedǝ jamadǝa casakke cuju Isayero Barabbassa tayiro salamjuwo yera. 
MRK.15.12	Bilatusse walde tayiro: «Awi gǝle kam tia Mai Yaudiyayelan bowonuwwadǝro yiddǝkki?» cǝne tayia kiworo. 
MRK.15.13	Kowo sapcane: «Kǝskaro tia jagǝne no!» yera. 
MRK.15.14	Bilatusse: «Awiro? Ayau awiye cǝdo?» yenniya, caye baworo kowo sapcane: «Kǝskaro tia jagǝne no!» yera. 
MRK.15.15	Daji Bilatus awo ronjaye cǝdiya cǝraana nangaro, tayiro Barabbassa salamgeyeno. Amma cakke Isaa kirwolan jajaryeranniya, tia kǝskaro jajaaro mukkonjaro kekko.
MRK.15.16	Daji sojiyadǝ Isaa curo balballa gomnariyero caade kǝwunja sojiyaye sammaa bowojane capkera. 
MRK.15.17	Kalwu kime
MRK.15.18	Daji tiro: «Ala ngǝwuro, Mai Yaudiyaye!» wulduwu badiyera. 
MRK.15.19	Kalan kǝlanju babakcane lallaɍi tiro tǝwajagane fuwunjun tungurumjane tiro daraja kedo. 
MRK.15.20	Tiro rudu gǝnajagane kerǝnniya, kalwu kimedǝa ɍinjane kajǝmunju cayedǝa lujagane tia kǝskaro jaduwuro kesado.
MRK.15.21	Kam laa bǝla Kuraneye mbeji, cunju Siman, tidǝ Aleksanda-a Rufus-aye bawanja. Karaan cijǝna kodu cǝdi duwon, sojiyadǝ dunodunon tia casakke kǝska Isayedǝa ngoje leyera. 
MRK.15.22	Isaa na tiro Golgota canidǝro kesado, Golgotaye maananjudǝ Na Buwo Kǝlaye. 
MRK.15.23	Isaro diben curonjun awo laa mir cani
MRK.15.24	Daji tia kǝskaro jajagane kajǝmunju ngojane wundunja yaye nuwanju cuwandoro walawala cade kattenjan dagaryera. 
MRK.15.25	Sa Isaa jajaanadǝ, sa lǝgar suwaye. 
MRK.15.26	Allo ayaunju kǝlan ruwuwadadǝ: MAI YAUDIYAYE. 
MRK.15.27	Gǝndewu yindi yea ti-a rokko jayeyera, faldǝ kǝmboramnjulan, faldǝ ye wailanjulan. 
MRK.15.28	[Adǝgaima awo kitawulan ruwuwadadǝ wakkayeno. Tiye: «Amso tia biwumaro ngoyera,»
MRK.15.29	Am kamjana kojaisodǝ tiro rudu gǝnajagane kǝlanja kalakalakcane tiro: «Ap! Ni Fado Alayea wurnǝme curo kawu yakkuyen tandǝmidǝ, 
MRK.15.30	nda kǝskadǝn jǝmme kǝlanǝm moye!» cani. 
MRK.15.31	Wurawa ɍimannaye ye malǝmba Attauraye-a rokko adǝgai tiro rudu gǝnajagane amanjaro: «Am gadea cǝkkaana, amma rakce kǝlanju cǝmoyiwawo! 
MRK.15.32	Almasiwu Mai Israyilawuyedǝ kǝskadǝn kǝrma jǝpco, ruiyo tia kasaddiyo!» cani. Gǝndewu yindi ti-a rokko jajaanadǝ ye Isaa rarayera.
MRK.15.33	Kausu kǝla dawu duwon, dunia nga tǝmje cǝlǝmbo walje, har sa yakku kajiriyero kiado. 
MRK.15.34	Sa yakku kajiriyedǝ Isa kowo dunoaro sapce: «Eloi, Eloi, lama sabaktani?» yeno, maananjudǝ «Alani, Alani, awiro wua kolsem?» 
MRK.15.35	Am nadǝn dajanadǝ adǝa fangeranniya, laanjaye: «Fanowo, Nawi Iliyaa bowoji!» yera. 
MRK.15.36	Daji falnja cǝgase leje soso ngoje diben comcombo lǝpciye cuttuluwe karo lassiye Isaro sayeyeno. Tiye: «Nda kollowo, Nawi Iliya ise tia kǝskadǝn cǝsayia, ruiyo!» yeno. 
MRK.15.37	Daji Isa kowo dunoaro sapce ro kirǝmbo.
MRK.15.38	Sa adǝn juwa curo Fado Alayen dǝganadǝ
MRK.15.39	Kajalla sojiyaye fuwu Isayen daadadǝ jiɍi Isa bawojǝnadǝa kirunniya, tiye: «Jiremaro kam adǝ Tada Alayedǝma!» yeno.
MRK.15.40	Kamuwa laa ye kuruwunin awo ania lawarjai mbeji. Curonjan Meram Magdala-a Meram Yakuba Gana-a Josi-aye yanja-a Salomi-a. 
MRK.15.41	Sa Isa cidi Galileyedǝn tia jaane banajagai. Koro kamuwa gade kada Isaa jaane Jerujalembo isana ye nadǝn mbeji.
MRK.15.42	Yim adǝ yim dabbarduye.
MRK.15.43	Isuwu kam Arimatiyaye, ti curo majiliswudǝyen jauro kam kura ye, nodo bargaa Alayedǝye kǝndenju gureji ye, na Gomna Bilatussero ridu bawoaro leje kamin Isayedǝa tiro cadoro kiworo. 
MRK.15.44	Bilatus Isa nagatto bawojǝnadǝa ajapce kajalla sojiyayedǝa bowoje Isa tussǝna wa bawojǝnadǝro kiworo. 
MRK.15.45	Kajalladǝyen Isa bawojǝnaro asuyenniya, kaminnjudǝa Isuwuro kaino. 
MRK.15.46	Daji Isuwu leje lowowon batta linne ciwe kamindǝa kǝskadǝlan cǝsaye battadǝn kǝkǝrje kauri curo kauyen lajana laaro cakke sǝnaje ci kauridǝyero kau kura tǝmbalyeyeno. 
MRK.15.47	Meram Magdala-a Meram Josiye yanju-a ye lawarjane na Isaa sǝnajanadǝa kero.
MRK.16.1	Yim tustuye koyenniya, Meram Magdala-a Meram ya Yakubaye-a Salomi-a lejane kawudi kamin Isayedǝro fidaaro kesiwo. 
MRK.16.2	Mawuye yim burwoyea
MRK.16.3	Kattenjan: «Wundu gǝle ci kauridǝyen kau kuradǝa andiro tǝmbalji?» cani. 
MRK.16.4	Amma kǝla sapkeranniya, akko kau mafǝndidǝ tǝmballada kero. 
MRK.16.5	Kauridǝro kasargaanniya, jairo laa kalwu bulla kǝmboramnin napkada kero. Tia kerunniya, karwunja tai daje kamgadano. 
MRK.16.6	Jairodǝye tayiro: «Bare karwundo kamdǝnni! Isa kam Najaratte ti kam kǝskaro jajaanadǝa manuwi. Ti na adǝn bawo, cijǝna! Akko na tia sǝnajanadǝa ruiwo! 
MRK.16.7	Amma lenowo fuwurawanju-a Biturus-aro: “Ti nayia burwonjane cidi Galileyero leji. Nayiro wulnjaanadǝ gai, nadǝn tia ruwi,” wulgǝnowo,» yeno. 
MRK.16.8	Daji karwunja kamdǝna kar kar lolojaiaro kauridǝn caluwe cagase leyera. Jauro rijana nangaro, wundumaro awima wuljaganni.
MRK.16.9	[Mawuye yim burwoyea suwa lǝp karmolan ciyenniya, Isa burwon Meram Magdala kamu tilan sedan tulur dujǝnadǝro fǝleyaada. 
MRK.16.10	Meram ye leje am calan Isa-a rokko dasaanadǝ karwukuttaro cesiridǝa najiye tayiro wulyeyeno. 
MRK.16.11	Amma Isa roaro waljǝna ye, Meram tia curuna yero fangeranniya, njasarairo wayera.
MRK.16.12	Ngawo adǝyen jiɍi gaden Isa amnja yindi karaaro ledu cadidǝro fǝleyaada. 
MRK.16.13	Tayi yindidǝ ye waldane amnja gapcanadǝro wulyeyera, amma tayi yea njasarairo wayera.
MRK.16.14	Koro fuwurawanju mewun tilondǝ masǝna cadi duwon, Isa tayi yero fǝlediye kǝla njasarainambunja-a kǝlakibbunja-ayelan tayiro kikkado, dalilnjudǝ am ngawo cijǝnayen tia carunadǝa njasarairo wayera. 
MRK.16.15	Daji Isaye tayiro: «Dunia ngaro lenowo, kawuɍi kǝji Alayedǝa adamgǝna sammaro wulgǝnowo! 
MRK.16.16	Kam kasacce tiro kasala caddǝnamadǝ njǝkkawo cuwandi, amma kam kasatturo wajǝnamadǝ wowom Alaye tia cǝdai. 
MRK.16.17	Am kasaccanamadǝ akko alama rakcane cadidǝ: Cunilan sedanna dujai, tǝlamba gade bǝɍin manajai, 
MRK.16.18	kadi mukkon ngojai. Sum casaia, tayia lorujiwawo. Mukkonja am dondiro gǝnajagaiya, nanlewa cawandi,» yeno.
MRK.16.19	Kǝma Isa mana adǝa tayiro cǝddǝnaye ngawon, tia samero casade kǝmboram Alayen napkeno. 
MRK.16.20	Tayi ye lejane ndara yayero kawuɍi kǝji Alayedǝa wuljagai adǝgai duwon, Kǝmadǝ tayia banajiye alama kadan manadǝa jirero tabbacciyi kǝrga.]
LUK.1.1	Tiyofalas, Ala ngǝwuro! Amnde ngǝwu gǝrgam kǝla lamarra dawunden wakkajana aniyen ruwuduro ngǝssana, 
LUK.1.2	jiɍi am duwon tǝn badiduramnin awo ania simnjan caruna-a mana Alaye sattuwumasoro waljana-adǝ andiro isanosaanadǝ gai. 
LUK.1.3	Barganǝmmin, tǝn badiduramnjan awo ani sammaa gakke hangallayen kokorǝkke fakkǝna nangaro, wu ye tayia sawinǝkke niro kitawulan ruwunjǝgǝkki yekko. 
LUK.1.4	Ngainin awowa niro njakkarana sammaa tabbatto nonǝmi.
LUK.1.5	Jaman Mai Hirudus lardu Yahudiyaye cunodidǝn, ɍiman laa mbeji kǝwu ɍimanna Abiyayen kǝrga, cunju Jakariya. Kamunju ye kaduwu Nawi Harunaye, cunju Alisabatu. 
LUK.1.6	Tayi yindiso na Alayen jirewu, wada Kǝmandeye sammaa taldu baworo jaana. 
LUK.1.7	Tada cawandǝnni, Alisabatu rakce cambiwawo nangaro, koro tayi yindi kawu ngǝwu jawuna.
LUK.1.8	Kǝwu Abiyaye sanja dirije kidǝnniya, Jakariya ye kidanju nanɍimanne fuwu Alayen badiyeno. 
LUK.1.9	Kǝla ada ɍimannadǝyen kamnja fal Fado Alaye na darajaaro ngawo kaaji cakkoro walawala cade Jakariyaa kǝreyera. 
LUK.1.10	Sa kaaji njakkoyen jama samma balballadǝn captana moduwa cadi duwon, 
LUK.1.11	malaiya Kǝmandeye laa kǝmboram kaaji njakkoramben daada tiro fǝleyaada. 
LUK.1.12	Jakariya tia kirunniya, hangalnju jade karwunju pǝt kamgada. 
LUK.1.13	Amma malaiyadǝye tiro: «Jakariya, bare rinǝmmi, Ala moduwanǝm cǝmowona. Kamunǝm Alisabatu niro tada kongwa njǝkkambi, tiro cu Yahaya yakke. 
LUK.1.14	Tiramnin jauro karwunǝm kǝjiji, koro tambonjudǝye am kada ye kǝji fanjai. 
LUK.1.15	Ti na Kǝmandeyen kam darajaaro walji. Bare diben bi mbal fimaa canni,
LUK.1.16	Kaduwu Israyilaye kadaa jawal Ala Kǝmanjayero kalakciyi. 
LUK.1.17	Tidǝ ro-a kǝnduwo-a Nawi Iliyayelan Kǝmadǝa burwoje ise bawaso-a tadawanjaso-a soloji, am ansiya Alaye ye hangal jirewuyero kalakciyi. Adǝgaima Kǝmadǝro jamaa dabbarjiyi,» yeno. 
LUK.1.18	Amma Jakariyaye malaiyadǝro: «Awiawin mana adǝa jirero nokki? Akko wu kiarinǝkkǝna, kamuni ye kǝmurjojǝnadǝ,» yeno. 
LUK.1.19	Daji malaiyadǝye tiro: «Wuma Jibǝrilla fuwu Alayen dadumadǝ wo. Tima wua nanǝmbo lawar kǝji adǝa njukkudǝkkoro sunodo. 
LUK.1.20	Amma manani yasarammidǝ, har awo ani wakkajaidǝro, mǝdǝk nammǝme mana dimbaworo wallǝmi. Awo wulnjǝgǝkkǝna adǝ sanju cǝdiya, tabbatto wakkaji.» 
LUK.1.21	Jama Jakariyaa gurejai ngai duwon, na darajaadǝn jauro tussǝnadǝa ajapkera. 
LUK.1.22	Kiluwunniya, mana tayiro njǝddo tiro tiyero. Jamadǝ awo ajabba laa na darajaalan tiro fǝledǝgǝnaro asuyera. Muwamuwan gǝnia, tayiro rakce manajiyiwawo, mǝdǝk napkeno. 
LUK.1.23	Kida nanɍimanne sanju kerǝnniya, fadoro wallada.
LUK.1.24	Ngawo kawu aniyen kamunju Alisabatu curo ngoyeno. Kǝndawu uwuro kuwulero kǝlanju cakke karwunjun: 
LUK.1.25	«Akko ser Kǝmande sǝddǝna. Kawu anin kanjimaɍinju wuro fǝlesiye dawu amben nanguni cuttuluwuna,» yeno.
LUK.1.26	Alisabatu curo ngojǝnaye kǝndawu arakkua Ala malaiya Jibǝrillaa bǝla Najarat cani cidi Galileyedǝro cunode 
LUK.1.27	na fero kǝlayakku laa tǝmajinju
LUK.1.28	Malaiyadǝ na Merambero ise tiro: «Wuse, ni Kǝmande jauro barga dǝmnjǝgǝnamadǝ! Kǝmadǝ ni-a rokko,» yeno. 
LUK.1.29	Merambe hangalnju kǝla lewa adǝyen jauro cije awi maananjuro kǝlanju cuwori duwon, 
LUK.1.30	malaiyadǝye tiro: «Meram, bare rinǝmmi, Ala niro barga dǝmnjǝgǝna. 
LUK.1.31	Akko curo ngonǝme tada kongwa yambǝmi, tiro cu Isa yakke. 
LUK.1.32	Ti kam darajaaro walje tia Tada Mai Samemayelan bowojai. Ala Kǝmande tiro kǝrmai kaarinju Mai Daudayedǝa ci. 
LUK.1.33	Adǝgaima jama Yakubayea
LUK.1.34	Daji Merambe malaiyadǝro: «Awiawin attǝ yoji, wu ngaltema kwa nokkǝnidǝ?» cǝne tia kiworo. 
LUK.1.35	Malaiyadǝye tiro: «Ruhu Alaye kǝlanǝmbo jǝpciye kǝnduwo Mai Samemaye nia fofou gairo jannji. Adǝ nangaro tada tayir nilan tambidǝa *Tada Alayelan bowojai. 
LUK.1.36	Akko kǝraminǝm Alisabatu ye nankǝmurjonjun curo ngojǝna. Kamu rakce cambiwawo canidǝ, kǝrma curonju kǝndawu arakkuyea. 
LUK.1.37	None, awima Alaro tiyeri bawo!» 
LUK.1.38	Merambe: «Wu kanji Kǝmandeye. Kǝla mananǝmben wakkajo!» yeno. Daji malaiyadǝ tia kolje sapkadan.
LUK.1.38	______________________________________________________________________
LUK.1.38	______________________________________________________________________
LUK.1.39	Yim anin Meram cije duwaduwan bǝla cidi Yahudaye curo kauwa kura kurayen dǝgana laaro leje 
LUK.1.40	fado Jakariyayero ngaye Alisabaturo salamgeyeno. 
LUK.1.41	Alisabatu salamnjudǝa fangenniya, tada curonjuyedǝ moji kido. Ruhu Alaye Alisabaturo jǝpciye 
LUK.1.42	kowo dunoaro sapce: «Curo kamuwayen nima bargaa wo, tada curonǝmbedǝ ye bargaa! 
LUK.1.43	Koro awiro gǝle Kǝmande wuro ser sǝdde, har ya Kǝmaniye naniro isidǝ? 
LUK.1.44	Akko salammǝmdǝa fangekkǝniyama, tada curoniyedǝ karwukǝjiro moji kido. 
LUK.1.45	Awo Kǝmande niro wulnjǝgǝnadǝ wakkajiro mǝrsanǝmmadǝ, barganǝm!» yeno.
LUK.1.46	Daji Merambe:
LUK.1.46	«Karwuni Kǝmandea jajakci,
LUK.1.47	roni Ala Njǝkkayimanilan kǝji fanji.
LUK.1.48	Wu kanjinjudǝa curo nantalaaniyen
LUK.1.48	Na adǝn fuwun am jaman sammaye wua bargaalan bowosai,
LUK.1.49	Mai Kǝnduwoma ser kura wuro sǝddǝna nangaro.
LUK.1.49	Cunju darajaa.
LUK.1.50	«Jaman kureyen tai jaman ngusoro
LUK.1.50	kanjimaɍinju am tia rijanaro fǝlejiyi.
LUK.1.51	Kǝmande mukkonjun kǝrmai fǝleje,
LUK.1.51	am karwunjan rokuraa tarjǝna.
LUK.1.52	Maiyaso kǝrmailan cǝsaye sǝlje,
LUK.1.52	talaawaso yea darajaaro cǝdǝna.
LUK.1.53	Am kǝnanjaasoa awo ngǝlan ambaje,
LUK.1.53	gaɍiwuwaso yea mukko dea dujǝna.
LUK.1.54	Kǝmande kanjimaɍinju fǝledu koljǝnni,
LUK.1.54	kanjinju Israyilaa banajǝgǝna,
LUK.1.55	amwurawande Nawi Ibrahim-a kaduwunju
LUK.1.55	har abada-aro wuljǝgǝnadǝ gai.»
LUK.1.56	Meram fado Alisabatuyen kǝndawu yakku gairo napkenniya, fannjuro wallada.
LUK.1.57	Alisabatu sanju njamboye kidǝnniya, tada kongwa kembo. 
LUK.1.58	Am fannjuye-a kǝmaskiyanju-a ser kura Kǝmande tiro cǝddǝnadǝa fangeranniya, karwukǝjinja tiro fǝleyeyera. 
LUK.1.59	Kawu wuskua jama kajanjuro kadiranniya, tiro cu bawanju Jakariyaye njakko mayera, 
LUK.1.60	amma yanjuye: «A’a, tia Yahayalan bowojai,» yeno. 
LUK.1.61	Tayiye tiro: «Wunduma curo kǝramiyanǝmben cu adǝa bawo!» yera. 
LUK.1.62	Daji muwamuwan bawanjuro cu fi tadadǝro cakkiya cǝraworo keworo. 
LUK.1.63	Jakariya allo cuwore tilan “Cunju Yahaya” ruwuyenniya, tayi samma ajapkera. 
LUK.1.64	Sadǝman Jakariya ci ye cuwande, tǝlamnju ye wuide, Alaa cungoriaro mana badiyeno. 
LUK.1.65	Daji kǝmaskiyanja samma riyera, koro lawar adǝ cidinja Yahudiyaye kauwa kura kuraa sammaro tatargaada. 
LUK.1.66	Jama adǝa fanjana samma karwunjan rojana, amanjaro: «Tadaana adǝ, awiro gǝle walji?» cani. Fagatto mukko Kǝmandeyedǝ
LUK.1.67	Daji Ruhu Alaye Jakariyaro jǝpciye nawinawi cǝde:
LUK.1.68	«Ala Kǝma Israyilawuyedǝa yungoriyo!
LUK.1.68	Nguwu jamanjuyero ngaye tayia merujǝna,
LUK.1.69	andiro curo kaduwu kanjinju Mai Daudayen Njǝkkayima kǝnduwoa galasaana.
LUK.1.70	Kǝmande kuren ci nawiyanju kǝrejǝnayen wuljǝnadǝ gai,
LUK.1.71	mukko kǝladowande-a waduwunde samma-ayen samoye
LUK.1.72	amannju bargaa koljǝnnilan amwurawandero kanjimaɍinju fǝlejiyi.
LUK.1.73	Akko kansi duwon bawande Nawi Ibrahimbo jǝbbunadǝ:
LUK.1.74	Mukko kǝladowandeyen andia samoyiya, andi ye ridu bawoaro rangiye tia gaiye
LUK.1.75	fuwunjun nanmumin-a jire-alan kawunde samman tiro ambǝtkǝiye.
LUK.1.76	«Ni ye tadanidǝ, nia nawi Mai Samemayen bowonjai.
LUK.1.76	Kǝmadǝn fuwunno lenǝme tiro jawal dabbargǝmi,
LUK.1.77	jamanjuro biwunja gawurduyen njǝkkawodǝa isanogǝmi.
LUK.1.78	Ala Kǝmande kanjimaɍima ye, serma ye nangaro,
LUK.1.78	cakke Nur Kudoma nandero samelan ise
LUK.1.79	am duwu-a kaudi karmoye-alan dasaanadǝa wassi,
LUK.1.79	koro andiro jawal nanlewayedǝa fǝlesagai.»
LUK.1.80	Adǝgaima tadadǝ wuraji ye, Ruhu Alayen dunoaji ye, har yim jama Israyilayero fǝledǝgǝnaro karaan kǝrga.
LUK.2.1	Jaman adǝn Kaisar
LUK.2.2	Sa kom burwoye adǝa cadidǝn, Kǝriniyus tima gomna cidi Siriyaye wo. 
LUK.2.3	Daji am samma bǝlanja bǝlanjaro tayia komjaro leyera. 
LUK.2.4	Ngaima duwon Isuwu ye, ti kaduwu Mai Daudaye nangaro, bǝla Najarat cidi Galileyelan cije bǝla Mai Daudaye Baitalami cani cidi Yahudiyayedǝro leji cǝne 
LUK.2.5	tǝmajinju Meram curoadǝa ngoje tayia komjaro kallo leyera. 
LUK.2.6	Tayi Baitalamilan duwon, Merambe sanju njamboye kidǝnniya, 
LUK.2.7	tada kongwa karuro kembo. Kusottoramnin
LUK.2.8	Cidi adǝn sǝniya laa karaan dasaana lǝmannanja bune gurejai duwon, 
LUK.2.9	malaiya Kǝmandeye laa tayiro fǝlediye daraja Kǝmandeye nur gai tayia wasse dirije kǝlyenniya, tai dajane riyera. 
LUK.2.10	Amma malaiyadǝye tayiro: «Bare rinuwwi, akko kawuɍi kǝji nayiro wulnjagakki, kawuɍi duwon jama sammaye karwu kǝjijiyidǝ. 
LUK.2.11	Ku bǝla Mai Daudayen Njǝkkayimando tambǝna. Tima Almasiwu Kǝmadǝ wo! 
LUK.2.12	Akko awo nayiro naptu alamaye cǝdidǝ: Timal jenen kǝleyada curo kalwo kǝmboram lǝmannayen bowada nagǝwi,» yeno. 
LUK.2.13	Sadǝman malaiyadǝro malaiyawa kǝriwuwu Kǝmandeye kǝldagane Alaa congorǝne: 
LUK.2.14	«Samelan Alaro daraja tio, dunia yen am ngurnojǝnaro nanlewa jǝpcuwo!» yera.
LUK.2.15	Malaiyawadǝ tayia koljane samero walladaranniya, sǝniyadǝye kattenjan: «Ciniyo Baitalamiro leniyo, awo wakkaje Kǝmande andiro isanosaana adǝa ruiyo!» yera. 
LUK.2.16	Daji duwaduwan lejane Meram-a Isuwu-a timal curo kalwo kǝmboram lǝmannayen bowadadǝ-aa nayeyera. 
LUK.2.17	Tia kerunniya, tayi ye awo malaiyadǝ kǝla tadadǝyen tayiro wuljǝgǝnadǝa isanoyera. 
LUK.2.18	Am lawar sǝniyadǝ tayiro wuljaanadǝa fanjanadǝ nga ajapkera. 
LUK.2.19	Meram ye awo ani sammaa karwunjun rojǝna tayia takci kǝrga. 
LUK.2.20	Daji awo malaiyadǝ tayiro wuljǝgǝna sammaa kalkallo fanjana ye caruna ye nangaro, sǝniyadǝ Alaa congorǝne tiro daraja cadiaro karaanjaro walladara.
LUK.2.21	Kawu mawua yim tadadǝa kajaduye kidǝnniya, tiro cu Isa kesakko, cu duwon malaiyadǝ kawu yanju curo ngojiro wuljǝnadǝ.
LUK.2.22	Kǝla Attaura Nawi Musayen sanja tayirro walduye
LUK.2.23	Attauralan ruwuwadadǝ gai: «Tada kongwa karu tambǝna nguson Kǝmandeyero waljo!»
LUK.2.24	Koro sadaa yea kǝla awo Attauralan wuldǝnadǝyen kedo: «Bullam yindi bi tattawar sanana yindi.»
LUK.2.25	Sa adǝn Jerujalemlan kam laa mbeji, cunju Simiyon. Tidǝ jirema ye, adinma ye, sa simalo jama Israyilaye cinduyedǝa gureji, koro Ruhu Alaye tilan kǝrga. 
LUK.2.26	Caman Ruhu Alayedǝ tiro Almasiwu Kǝmandeyedǝa curunni duwon nuiwawo wuljǝgǝna. 
