MAT.1.1	Atea, David, Abraham pãrami ca niiricʉ, Jesucristo ñicʉ̃ jʉ̃mʉa niiquĩricarãre owa tuurique nii:
JHN.10.6	Ate cʉ̃jare ĩi cõoña wedewi Jesús. Cʉ̃ja pea, to biro cʉ̃ ca ĩirije ca ĩirʉgarijere tʉo majiticãwa.
JHN.10.7	To biri o biro cʉ̃jare ĩi nemowi ñucã Jesús:
JHN.10.7	—Díámacʉ̃ mʉjare yʉ ĩi: Yʉ yʉ nii ovejas cʉ̃ja ca jãa waari jopere biro ca niigʉ. 
JHN.10.8	Niipetirã yʉ jʉguero ca dooricarã, jee dutiri maja, jĩari maja, niiupa. To biri yʉ yaarã, ecaricarã ovejas're biro ca niirã pea, cʉ̃ja ca ĩirijere tʉo nʉnʉjeetiupa. 
JHN.10.9	Yʉ yʉ nii jope. Yʉ, jopere biro ca niigʉre díámacʉ̃ ca tʉo nʉnʉjeegʉa, yʉ jʉori ametʉarucumi. Jĩcʉ̃ oveja, jãa waa, ñucã macã pee witi waa, añuro taa bʉa baa, cʉ̃ ca biirore biro biirucumi. 
JHN.10.10	Jee dutiri majʉa, jee duti, jĩa, tii yaio bate, tiigʉ doogʉ wado doomi. Yʉ pea catirique pee cʉ̃ja cʉojato, pairopʉra catirique peere cʉ̃ja cʉo ametʉenecãjato ĩigʉ yʉ doowʉ.
JHN.10.11	”Yʉ yʉ nii, ecaricarã ovejas're añuro ca ĩa nʉnʉjeegʉ. Cʉ̃ ovejare añuro ca ĩa nʉnʉjeegʉa, cʉ̃jare ametʉenerʉgʉ bii yai boja majimi. 
JHN.10.12	Wapa taarique wadore boo tʉgoeñari ca padegʉ pea, yai cʉ̃ ca dooro ĩa, ovejare toora cʉ̃jare cũu, duti weocoami, ovejas're ca ĩa nʉnʉjeegʉ méé nii, ovejas cʉ̃ yaarã méé nii, cʉ̃ja ca biiro macã. To biro cʉ̃jare cʉ̃ ca bii weoro, yai pea cʉ̃jare ñee, cʉ̃jare tii ãcũ batecã cojomi. 
JHN.10.13	Cʉ̃a, ovejas're ĩa nʉnʉjeerʉgʉ méé, wapa taarique wadore boogʉ ca padegʉ niiri, to biro cʉ̃jare bii weocãmi. 
JHN.10.14+JHN.10.15	”Yʉ yʉ nii, ecaricarã ovejas're añuro ca ĩa nʉnʉjeegʉ; yʉ Pacʉ yʉre ĩa maji, yʉ pee cãa yʉ Pacʉre ĩa maji, yʉ ca biirore birora, yʉa yʉ yaarã ecaricarã ovejas're ĩa maji, ñucã cʉ̃ja pee cãa yʉre ĩa maji, biima. To biri yʉa yʉ yaarã ovejas're biro ca niirãre cʉ̃jare ametʉenegʉ, cʉ̃jare yʉ bii yai boja maji. 
JHN.10.16	Ati janiro macãrã ca niitirã cãare aperã ovejas yʉ cʉo. Cʉ̃ja cãare yʉ jee cojorucu. Cʉ̃ja pea yʉre tʉo nʉnʉjee, jĩcã puna macãrãra nii ea, jĩcʉ̃ra cʉ̃jare ca ĩa cotegʉ cʉo, biirucuma.
JHN.10.17	”Yʉ majuropeera bojoca cʉ̃ja ca ñañarije wapa bii yai bojari, ñucã ca cati tuapʉ yʉ ca niiro macã, yʉ Pacʉ yʉre mai jañumi. 
JHN.10.18	Jĩcʉ̃ ʉno peera yʉre jĩa cõa majitimi. Yʉ majuro yʉ ca booro mena bojoca cʉ̃ja ca ñañarije wapare yʉ bii yai boja maji. To biri yʉ majuropeera bii yai boja, ñucã yʉ majuropeera cati tua, yʉ biicã maji. Ate nii, yʉ Pacʉ yʉre cʉ̃ ca tii doti cojorique —cʉ̃jare ĩi wedewi Jesús.
JHN.10.19	To biro Jesús cʉ̃ ca ĩirijere tʉori, judíos pea, no ca boorora ameri ĩi maa wijiacoawa ñucã. 
JHN.10.20	To biro biima ĩirã, cʉ̃ja mena macãrã paʉ o biro ĩiwa:
JHN.10.20	—¿Ñee tiirã, wãtĩ jãa ecocãri ca ĩi mecʉ̃gʉre cʉ̃re mʉja tʉo nʉnʉjeeti? —ĩiwa. 
JHN.10.21	Aperã pea to biro cʉ̃ja ca ĩicãro o biro ĩiwa:
JHN.10.21	—Ca wãtĩ jãa ecoricʉa jĩcʉ̃ ʉno peera, o biirije ĩiticumi. Mʉjara, ¿wãtĩra, ca ĩatirãre cʉ̃ja ca ĩaro cʉ̃ tii majicãgajati? —ameri ĩiwa.
JHN.10.22	Jerusalén macã peera Ʉmʉreco Pacʉ yaa wiire queno yapanorã cʉ̃ja ca boje rʉmʉ tii peo jʉorica rʉmʉ ʉno ca earo, tii wiire cʉ̃ja ca boje rʉmʉ
JHN.10.23	Jesús pea Ʉmʉreco Pacʉ yaa wiipʉre, Pórtico de Salomón
JHN.10.24	Tii tabepʉ cʉ̃ ca waa yujuro, judíos ʉparã pea cʉ̃re waa amojode nʉcãri, o biro cʉ̃re ĩi jãiñawa:
JHN.10.24	—¿No cõro yoaro, “Cʉ̃ niicumi,” ĩi majiri méé jãa ca bii niiro mʉ tiigʉti? Ʉmʉreco Pacʉ cʉ̃ ca tiicojo cojoricʉ Mesías'ra mʉ ca niijata, jĩcãtora “Cʉ̃ra yʉ nii,” jãare ĩicãña —cʉ̃re ĩiwa.
JHN.10.25	To biro cʉ̃re cʉ̃ja ca ĩiro, Jesús pea o biro cʉ̃jare ĩiwi:
JHN.10.25	—Mee, mʉjare yʉ wede yerijãajãwʉ. Mʉja pee díámacʉ̃ mʉja tʉoti. Yʉ Pacʉ cʉ̃ ca dotiro ména yʉ ca tii niirijera, Mesías yʉ ca niirijere ĩa majiricarora bii ĩñocã doca. 
JHN.10.26	Mʉja pea díámacʉ̃ mʉja tʉoti, yʉ yaarã ovejas mena macãrã méé niiri. 
JHN.10.27	Yʉ yaarã ecaricarã ovejas're biro ca niirã pea, yʉ wederiquere tʉo majima. Yʉ pee cãa, cʉ̃jare yʉ maji. Cʉ̃ja pea añuro yʉre tʉo nʉnʉjeema. 
JHN.10.28	To biri yʉa, to birora caticõa niiriquere cʉ̃jare yʉ tiicojo, jĩcãti ʉno peera bii yaicoa, jĩcʉ̃ ʉno peera cʉ̃jare yʉre ẽma, tiitirucumi. 
JHN.10.29	Yʉ Pacʉ, cʉ̃jare yʉre ca tiicojoricʉa, niipetirã ametʉenero do biro ca tiiya manigʉ niimi. To biri yʉ Pacʉ cʉ̃ ca ĩa nʉnʉjeerãpʉra, jĩcʉ̃ ʉno peera cʉ̃re ẽma majiticãmi. 
JHN.10.30	Yʉ, yʉ Pacʉ, jĩcʉ̃ra niirã jãa bii —cʉ̃jare ĩiwi.
JHN.10.31	To biro cʉ̃ ca ĩirora ñucã, judíos ʉparã pea cʉ̃re deerʉgarã ʉ̃tã jeewa ñucã. 
JHN.10.32	To biro cʉ̃ja ca tiiro, Jesús pea o biro cʉ̃jare ĩiwi:
JHN.10.32	—Yʉ Pacʉ yee ca doorijere, mʉja ca ĩaro paʉ añurije mʉjare yʉ tii ĩñorucujãwʉ. ¿Di wãme jʉori pee ʉ̃tã mena yʉre mʉja deerãti? —cʉ̃jare ĩiwi.
JHN.10.33	To biro cʉ̃jare cʉ̃ ca ĩiro, judíos ʉparã pea o biro cʉ̃re ĩi yʉʉwa:
JHN.10.33	—Añurije mʉ ca tii niirije jʉori méé ʉ̃tã mena mʉre jãa deerucu. Ʉmʉreco Pacʉre ñañari wãme mʉ ca ĩi tutirije jʉori pee mʉre jãa deerucu. Mʉa, bojocʉ nii pacagʉ, mʉ majuropeera “Ʉmʉreco Pacʉ yʉ nii,” mʉ ĩicã —cʉ̃re ĩiwa Jesús're.
JHN.10.34	To biro cʉ̃ja ca ĩiro, Jesús pea o biro ĩiwi ñucã:
JHN.10.34	—Mʉjare ca dotirijepʉre o biro ĩi owarique nii: “ ‘Mʉja, jʉ̃guẽa
JHN.10.35	Ʉmʉreco Pacʉ wederiquepʉ ca ĩirijepʉra, “To biro ĩicãro ĩi,” mani ĩi majiti. Ʉmʉreco Pacʉa, cʉ̃ yee quetire cʉ̃ ca wedericarãre, “Jʉ̃guẽa mʉja nii,” cʉ̃jare ĩiupi. 
JHN.10.36	Ʉmʉreco Pacʉra yʉre beje amiri, ati yepapʉre cʉ̃ ca tiicojo cojoricʉrena, “Ʉmʉreco Pacʉ Macʉ̃ yʉ nii” yʉ ca ĩirijerena, ¿ñee tiirã Ʉmʉreco Pacʉre ñañarije mʉ ĩi tuti, yʉre mʉja ĩicãti? 
JHN.10.37	Yʉ Pacʉ cʉ̃ ca tiirijere yʉ ca tiitijata, díámacʉ̃ yʉre tʉoticãña. 
JHN.10.38	Yʉ Pacʉ cʉ̃ ca tiirijere yʉ ca tiijata, díámacʉ̃ yʉre tʉoti pacarã, yʉ ca tii niirije peere “Díámacʉ̃ra nii,” ĩi ĩa nʉcʉ̃ bʉoya petopʉra, mee jĩcãtora “Yʉ Pacʉ yʉpʉre nii, yʉ pee cãa yʉ Pacʉpʉre nii,” yʉ ca biirijere mʉja ca maji peoticãpere biro ĩirã —cʉ̃jare ĩiwi Jesús.
JHN.10.39	To biro Jesús cʉ̃jare cʉ̃ ca ĩi wedero, judíos ʉparã pea Jesús're cʉ̃re ñeerʉgamiwa ñucã. Jesús pea cʉ̃jare duticoawi. 
JHN.10.40	Jesús pea ñucã, dia Jordán ape nʉña muipũ cʉ̃ ca mʉa doori nʉña peere, jʉgueropʉ, Juan bojocare cʉ̃ ca uwo coe niirica tabepʉ waa, too jãare jʉo tua nʉcãwi. 
JHN.10.41	Toopʉ paʉ bojoca cʉ̃re ĩarã eari, o biro ĩiwa:
JHN.10.41	—Díámacʉ̃ra Juan, jĩcã wãme ʉno peera ca ĩa ñaaña manirije tii bau nii ĩñoti pacagʉ, niipetirije ani cʉ̃ ca biipe maquẽre cʉ̃ ca ĩijata, díámacʉ̃ra ĩijapi —ĩiwa. 
JHN.10.42	To biri tii tabepʉre paʉ Jesús're tʉo nʉnʉjeewa.
JHN.11.1	Niiupi jĩcʉ̃, diarique wai Lázaro ca wãme cʉtigʉ, María cõ yee wedego Marta jãari yaa macã Betania macʉ̃. 
JHN.11.2	Atio María, Lázaro yee wedego pea ména jʉguero peere, Jesús're ca jʉti añurije mena cʉ̃ dʉporire pio peori, cõ poa ñapõ menara ca ñia boporicora niiwo. 
JHN.11.3	To biri cʉ̃ yaarã romiri pea, Jesús're o biro ĩi cojoupa:
JHN.11.3	—Wiogʉ, mʉ mena macʉ̃, mʉ ca maigʉ, bʉaro diami —ĩiupa.
JHN.11.4	Jesús pea to biro cʉ̃ja ca ĩirijere tʉori, o biro ĩiwi:
JHN.11.4	—Ate cʉ̃ ca diarique cʉti niirijea, to birora cʉ̃ ca bii yaicã yerijãa waape méé niirucu. Ʉmʉreco Pacʉ cʉ̃ ca tutua majuropeerijere, ñucã yʉ Ʉmʉreco Pacʉ Macʉ̃ yʉ ca tutua majuropeerijere, yʉ ca ĩñope niiro biirucu —ĩiwi. 
JHN.11.5	Jesús pea María, Marta, Lázarore bʉaro cʉ̃jare mai pacagʉ, 
JHN.11.6	“Lázaro bʉaro diajãwi,” cʉ̃ja ca ĩirijere tʉo pacagʉ, toora pʉa rʉmʉ jãare jʉo nii nemocãwi ména. 
JHN.11.7	Jiro jañuro o biro jãare ĩiwi Jesús:
JHN.11.7	—Jamʉ. Judea yepapʉ mani waaco ñucã —ĩiwi.
JHN.11.8	To biro cʉ̃ ca ĩiro, jãa, cʉ̃ buerã pea o biro cʉ̃re jãa ĩiwʉ:
JHN.11.8	—Buegʉ, tii rʉmʉ jañuriacãra tii yepa macãrã judíos, ʉ̃tã mena mʉre dee jĩa cõarʉgawa doca. To biro cʉ̃ja ca tiirʉgaricʉ nii pacagʉ, ¿toopʉre mʉ waarʉgati ñucã? —cʉ̃re jãa ĩiwʉ.
JHN.11.9	To biro jãa ca ĩiro, Jesús pea:
JHN.11.9	—Tʉgoeñarique paiticãña. ¿Jĩcã rʉmʉ doce horas to cʉotiti? Ʉmʉrecora jĩcʉ̃ ʉno peera pʉa taatima, ati yepare ca boerijere ĩari ca waarã niiri. 
JHN.11.10	Ñami ca waagʉ doca pʉa taacoami, ca boetiro macã —jãare ĩiwi. 
JHN.11.11	O biro ĩi nemowi ñucã:
JHN.11.11	—Mani mena macʉ̃ Lázaro cãnicoajapi. Cʉ̃ ca cãnicoamijata cãare, cʉ̃re yʉ wãcõgʉ waarucu —ĩiwi.
JHN.11.12	To biro cʉ̃ ca ĩiro, jãa cʉ̃ buerã pea o biro cʉ̃re jãa ĩiwʉ:
JHN.11.12	—Wiogʉ, cʉ̃ ca cãnijata, cʉ̃ ca catipe biicu —cʉ̃re jãa ĩiwʉ. 
JHN.11.13	Jesús pea, Lázaro cʉ̃ ca bii yaicoariquere ĩigʉ ĩimiupi. Jãa, cʉ̃ buerã pea, “Ca catirã mani ca cãnirucurore biro cãnigʉ biicumi,” jãa ĩi tʉgoeñacãwʉ.
JHN.11.14	To biri Jesús pea, jãa ca tʉo majitiro macã o biro jãare ĩi wede majiowi:
JHN.11.14	—Lázaro bii yaicoajapi. 
JHN.11.15	To biri yʉ pea cʉ̃ pʉtopʉre yʉ ca niitirique ca niiro macã, bʉaro yʉ ʉjea nii. To biro peera añu biiropʉa, mʉjare yʉ ca tii ĩñorijepʉre ĩari díámacʉ̃ mʉja ca tʉo nʉnʉjeepere biro ĩiro. Jamʉ, cʉ̃re mani ĩaco —ĩiwi.
JHN.11.16	To biro jãare cʉ̃ ca ĩiro, Tomás, apeyera ca Sʉ̃rʉaricʉ cʉ̃ja ca ĩigʉ pea, o biro jãare ĩiwi:
JHN.11.16	—Jamʉ, mani cãa cʉ̃ mena jĩcãri bii yairʉgarã —ĩiwi.
JHN.11.17	Jesús pea, Lázarore cʉ̃ja ca yaa cõaricaro jiro bapari rʉmʉ ca nii waaropʉ jãare jʉo eacãwi. 
JHN.11.18	Betania macã pea, Jerusalén pʉtoacãra itia kilómetros waaricarora niiwʉ. 
JHN.11.19	Paʉ judíos, Marta, María jãarire ĩarã waaupa, cʉ̃ja yee wedegʉ Lázaro cʉ̃ ca bii yairo cʉ̃ja ca tʉgoeñarique pairijere cʉ̃ja ca tʉgoeña bayiro tiirã waarã. 
JHN.11.20	Marta pea, “Mee, Jesús doomi,” cʉ̃ja ca ĩiro tʉori, cʉ̃re bocago dooupo. María pea wiipʉra tuacãupo. 
JHN.11.21	To biri toopʉ jãare bocari, Marta pea o biro ĩiwo Jesús're:
JHN.11.21	—Wiogʉ, anora mʉ ca niijata, yʉ yee wedegʉ bii yaitibojacupi. 
JHN.11.22	Biigopʉa yʉ maji. Mecʉ̃pʉ cãare cʉ̃ mʉ ca jãirije niipetirijere, mʉre tiicojocãrucumi Ʉmʉreco Pacʉ —ĩiwo.
JHN.11.23	To biro cõ ca ĩiro, Jesús pea o biro cõre ĩiwi:
JHN.11.23	—Mʉ yee wedegʉ cati tuacoarucumi —cõre ĩiwi.
JHN.11.24	To biro cʉ̃ ca ĩiro, o biro cʉ̃re ĩiwo Marta pea:
JHN.11.24	—Mee yʉ maji. Ca bii yairicarã cʉ̃ja ca cati tuari rʉmʉ, ca tʉjari rʉmʉ ca niiropʉ cati tuarucumi —cʉ̃re ĩiwo.
JHN.11.25	To biro cõ ca ĩiro, Jesús pea o biro cõre ĩiwi:
JHN.11.25	—Yʉ yʉ nii, cati tuarique, to birora caticõa niirique, ca niigʉ. Yʉre ca tʉo nʉnʉjeegʉa, ca bii yaicoaricʉ nii pacagʉ, caticãrucumi. 
JHN.11.26	Ca cati niirã, yʉre ca tʉo nʉnʉjeerã cõrora, jĩcãti ʉno peera bii yaicoa, biitirucuma. ¿Atere díámacʉ̃ mʉ tʉoti? —cõre ĩiwi Jesús. 
JHN.11.27	To biro cʉ̃ ca ĩiro, cõ pea o biro cʉ̃re ĩi yʉʉwo:
JHN.11.27	—Ʉ̃gjá Wiogʉ, yʉa díámacʉ̃ra, “Cristo, Ʉmʉreco Pacʉ Macʉ̃ ati yepapʉre ca dooricʉ niimi,” mʉre yʉ ĩi nʉcʉ̃ bʉo —ĩiwo Marta.
JHN.11.28	Marta pea, to biro cʉ̃re ĩi yapano, wiipʉ tua waa, cõ yee wedego Maríare jʉo cojori, yaioroacã o biro cõre ĩiupo:
JHN.11.28	—María, manire Ca Buegʉ ea yerijãami. Mʉre jʉomi —ĩiupo. 
JHN.11.29	To biro cõ ca ĩiro tʉogo, María pea jĩcãtora wãmʉ nʉcã, Jesús're cʉ̃re ĩago doocã dooupo.
JHN.11.30	Ména Jesús pea tii macãpʉre piya waatigʉra, tii macã tʉjaropʉra, Marta cʉ̃re cõ ca bocarica tabepʉra niicãwi. 
JHN.11.31	Judíos, cõ yee wedegʉ cʉ̃ ca bii yairo cõ ca tʉgoeñarique pairijere cõ tʉgueña bayijato ĩirã cõ yaa wiipʉ Maríare ca bapa cʉti niiricarã pea, yoari méé wãmʉ nʉcã cõ ca witi waaro ĩari, “Cõ yee wedegʉ niiquĩricʉ maja ope pʉtopʉ otigo waago biicumo” ĩi tʉgoeñari, cõre nʉnʉcã dooupa. 
JHN.11.32	María pea, Jesús pʉto eago, Jesús ñicãri pʉtoacã cõ ãjʉro jupeari mena ea nuu eari, o biro cʉ̃re ĩiwo:
JHN.11.32	—Wiogʉ, anora mʉ ca niijata, yʉ yee wedegʉ bii yaitibojacupi —cʉ̃re ĩiwo.
JHN.11.33	Jesús pea yua, María, to biri judíos cõ mena ca dooricarã cʉ̃ja ca otiro ĩari, cʉ̃ yeripʉ bʉaropʉra tʉgoeñarique pai, biima ĩigʉ 
JHN.11.34	o biro cʉ̃jare ĩi jãiñawi:
JHN.11.34	—¿Noopʉ cʉ̃re mʉja yaajãri? —cʉ̃jare ĩiwi.
JHN.11.34	Cʉ̃ja pea o biro ĩiwa:
JHN.11.34	—Wiogʉ, doori ĩagʉ dooya —cʉ̃re ĩiwa.
JHN.11.35	Jesús pea otiwi. 
JHN.11.36	To biro cʉ̃ ca biro ĩarã, judíos pea o biro ameri ĩiwa:
JHN.11.36	—¡Ĩañaaqué, no cõro bʉaro peti cʉ̃re cʉ̃ maicãmijapari! —ĩiwa.
JHN.11.37	To biro cʉ̃ja ca ĩiro, jĩcãrã cʉ̃ja mena macãrã pea o biro ĩiwa:
JHN.11.37	—Ani, ca ĩatigʉre cʉ̃ ca ĩaro ca tiiricʉa, ¿jĩcã wãme ʉnora cʉ̃ tiitibojapari, Lázaro cʉ̃ bii yaiticãjato ĩigʉ? —ĩiwa.
JHN.11.38	Jesús pea ñucã cʉ̃ yeripʉ bʉaro tʉgoeñarique paigʉra, cʉ̃ niiquĩricʉ maja ope pʉto pee waawi. Tii ope pea ʉ̃tã ope niiwʉ. Ñucã tii ope jope pee cãa ʉ̃tãga mena biaricaro niiwʉ. 
JHN.11.39	Tii jope pʉto eagʉra, o biro ĩiwi Jesús:
JHN.11.39	—Ʉ̃tãgare ami wooya —ĩiwi.
JHN.11.39	To biro cʉ̃ ca ĩiro, ca bii yairicʉ yee wedego Marta pea, o biro ĩiwo Jesús're:
JHN.11.39	—Wiogʉ, docuoro ʉ̃nicumi, mee bapari rʉmʉ peti ametʉa cʉ̃ ca bii yaijãro jiro —cʉ̃re ĩiwo.
JHN.11.40	To biro cõ ca ĩiro Jesús pea o biro cõre ĩi yʉʉwi:
JHN.11.40	—Mee, “Díámacʉ̃ yʉre mʉ ca tʉo nʉnʉjeejata, Ʉmʉreco Pacʉ cʉ̃ ca doti tutua majuropeerijere mʉ ĩarucu,” ¿mʉre yʉ ĩitijãri? —cõre ĩiwi. 
JHN.11.41	Maja ope tiaricaga ʉ̃tãgare cʉ̃ja ca ami wooro ĩa, Jesús pea ʉmʉreco pee ĩa mʉene cojori, o biro ĩiwi:
JHN.11.41	—Cáacʉ, yʉ ca jãirijere mʉ ca tʉoro macã, “Añu majuropeecã,” mʉre yʉ ĩi. 
JHN.11.42	To cãnacã tiira yʉre mʉ ca tʉorucurijere yʉ maji biigʉpʉa. Atera, anija bojoca ano ca niirãre añurije boojãma ĩigʉ to biro mʉre yʉ ĩi, mʉ, mʉ ca tiicojo cojoricʉ yʉ ca niirijere: “Díámacʉ̃ra Ʉmʉreco Pacʉ cʉ̃ ca tiicojoricʉ niimi,” cʉ̃ja ca ĩi ĩa majipere biro ĩigʉ —ĩiwi Jesús. 
JHN.11.43	To biro ĩi yapanogʉra, bʉaro acaro buirique mena o biro ĩiwi:
JHN.11.43	—¡Lázaro, ano pee witi dooya! —ĩiwi. 
JHN.11.44	To biro cʉ̃ ca ĩirora, ca bii yaicoamiricʉ pea, cʉ̃ amori, cʉ̃ dʉporire juti quejeri mena dʉdʉaricʉ, ñucã cʉ̃ dʉpʉga peera lienzo quejero mena dʉdʉaricʉ, witicã doowi. To biro cʉ̃ ca biiro, Jesús pea o biro cʉ̃jare ĩiwi:
JHN.11.44	—Teere cʉ̃re popioya. Cʉ̃ waajato —ĩiwi.
JHN.11.45	To biro cʉ̃ ca tiirijere ĩarã, paʉ judíos Maríare ca bapa cʉtirã waaricarã, Jesús're tʉo nʉnʉjeewa. 
JHN.11.46	To biri, jĩcãrã cʉ̃ja mena macãrã pea fariseos pʉtopʉ waari, niipetirije Jesús cʉ̃ ca tiiriquere cʉ̃jare wedeupa. 
JHN.11.47	To biro cʉ̃ja ca ĩirijere tʉori, fariseos, paia ʉparã pea, tii macãre ca jʉo nii majuropeerãre neori,
JHN.11.47	—¿Do biro cʉ̃re mani tiirãti? Cʉ̃a, paʉ wãmeri peti ca ĩa ñaaña manirije tii bau niicãgʉ tiimi. 
JHN.11.48	To birora cʉ̃re mani ca ĩacãjata, niipetirã cʉ̃re tʉo nʉnʉjeerucuma. To biro cʉ̃ja ca biijata, Roma macãrã ʉparã doori, mani Ʉmʉreco Pacʉ wiire, ñucã mani yaa yepa menapʉrena díámacʉ̃ra tii yaiocãrucuma —ĩiupa.
JHN.11.49	To biro cʉ̃ja ca ĩiro, jĩcʉ̃ cʉ̃ja mena macʉ̃ Caifás ca wãme cʉtigʉ, tii cʉ̃mare paia wiogʉ ca niigʉ pea, o biro cʉ̃jare ĩiupi:
JHN.11.49	—Mʉja, mʉja majiti majuropeecã. 
JHN.11.50	“Bojoca niipetirãre jĩcʉ̃ra cʉ̃ ca bii yai bojaro añu, jĩcã yepa macãrã niipetirãpʉra ñañaro mani ca tii yaio ecotipere biro ĩirã,” mʉja ĩi tʉgoeña majiti majuropeecã tee cãare —ĩiupi.
JHN.11.51	Caifás pea, atera cʉ̃ majurope cʉ̃ ca tʉgoeñarije mena méé to biro ĩiupi. Tii cʉ̃mare paia wiogʉ ca niigʉ niiri, Ʉmʉreco Pacʉ, “To biro ĩiña,” cʉ̃re cʉ̃ ca ĩi cõa jãaro macã, judíos're ametʉenerʉgʉ Jesús cʉ̃ ca bii yai bojapere ĩigʉ to biro ĩiupi. 
JHN.11.52	Ñucã judíos wadore ametʉenetigʉra, niipetirã Ʉmʉreco Pacʉ puna, ape yeparipʉ ca nii bate cojorãre jĩcã punaarã cʉ̃ja ca nii earo cʉ̃ ca tiipere wede jʉguegʉ ĩiupi Caifás.
JHN.11.53	To biro cʉ̃ja ca ĩirica rʉmʉra, “Jesús're mani jĩacãjaco,” ĩi yerijãaupa judíos ʉparã. 
JHN.11.54	To biri Jesús pea judíos watoare bau niiro waa yujutigʉra, Judea yepare ca niiricʉ, jĩcã tabe ca yucʉ maniri yepa pʉtoacã pee, Efraín ca wãme cʉtiri macãpʉ jãare jʉo waacoawi. Toopʉra jãare jʉo niicãwi yua.
JHN.11.55	Peeto dʉjawʉ yua, judíos yaa boje rʉmʉ Pascua ca earo. To biri tii boje rʉmʉ ca eaparo jʉguerore, paʉ bojoca, macãri macãrã cõrora Jerusalén macãpʉ maa waawa, Ʉmʉreco Pacʉre añuro cʉ̃ja ca tii nʉcʉ̃ bʉo majipere biro ĩirã, Pascua boje rʉmʉ jʉguero cʉ̃ja ñicʉ̃ jʉ̃mʉa cʉ̃ja ca tii jʉo dooricarore biro tiirã, ñañarije cʉ̃ja ca tiiriquere coe jʉguerã waarã. 
JHN.11.56	To biro biirã, Jesús're ama yujurã, Ʉmʉreco Pacʉ yaa wiipʉ niirã cʉ̃ja majurope o biro ameri ĩi jãiña niiupa:
JHN.11.56	—¿Do biro mʉja ĩi tʉgoeñati mʉja? ¿Boje rʉmʉre cʉ̃ doogajati? ¿Cʉ̃ dootigajatiqué? —ĩiupa.
JHN.11.57	Mee fariseos, to biri paia ʉparã pea:
JHN.11.57	—Jĩcʉ̃ ʉno Jesús're cʉ̃ ca ĩajata, jĩcãto “Too niijãwi,” cʉ̃ ĩi wedejato, cʉ̃re mani ca ñeepere biro ĩirã —ĩi wede majio yerijãaupa.
JHN.12.1	Pascua boje rʉmʉ ca eaparo jʉguero, seis niiri rʉmʉri ca dʉjaro, ca bii yairicʉpʉre cʉ̃ ca catioricʉ Lázaro cʉ̃ ca niiri macã Betaniapʉ jãare jʉo waawi Jesús. 
JHN.12.2	Toopʉ, Jesús're tii nʉcʉ̃ bʉorã, baarique jãare jʉo baawa. Marta niiwo baarique ca batogo. Jesús mena ca baa duwirã watoare ca baa duwigʉ, Lázaro niiwi. 
JHN.12.3	Too jãa ca baa duwirucuro, María pea, ca jʉti añurije, nardogʉ maquẽ ca dia peti ca niirije ca wapa pacarijere, pʉa waaga
JHN.12.4	To biro Jesús're cõ ca tiirijere ĩagʉ, Judas Iscariote, jãa mena macʉ̃, Jesús're ca wedejãa buiyee cõapʉ pea, o biro ĩiwi:
JHN.12.5	—¿Ñee tiigo ate ca jʉti añurijere jĩcã cʉ̃ma pade wapa taaricaro cõro mʉ noni wapa jeetijãri, ca boo pacarãre tii nemorʉgo? —ĩiwi. 
JHN.12.6	Judas pea ca boo pacarãrare tii nemorʉgʉ méé to biro ĩiwi. Ca jee duti paigʉ niiri ĩiwi atera. Cʉ̃ pea, wapa tiirica tiiri ca jãñari poare ca ĩa nʉnʉjeegʉ niiri, tii poare jãa ca jãarucurijere jee duticãrucuupi.
JHN.12.7	To biro cʉ̃ ca ĩiro, Jesús pea o biro cʉ̃re ĩiwi:
JHN.12.7	—To birora cõre ĩacãña. Yʉre cʉ̃ja ca yaari rʉmʉ maquẽpʉre tii yuego tiimo. 
JHN.12.8	Ca boo pacarã to birora mʉja mena niicõa niirucuma.
JHN.12.9	Betaniapʉ Jesús cʉ̃ ca niirijere majiri, paʉ judíos, Jesús wadore ĩarʉgarã méé, Lázaro ca bii yaicoaricʉpʉrena Jesús cʉ̃ ca catioricʉ cãare ĩarʉgarã dooupa. 
JHN.12.10	To biri paia ʉparã pea, Lázaro cãare jĩarʉgarã 
JHN.12.11	ameri wede peni yerijãaupa, cʉ̃ jʉorira paʉ judíos cʉ̃jare camotatiri, Jesús peere cʉ̃ja ca tʉo nʉnʉjeero macã.
JHN.12.12	Ape rʉmʉ peere, paʉ bojoca Jerusalén'pʉ Pascua boje rʉmʉ ca waaricarã, Jesús tii macãpʉre cʉ̃ ca eapere majiupa. 
JHN.12.13	To biri ĩiquĩ queeri paa jude jeeri, cʉ̃re bocarã doorã o biro ĩi acaro bui nʉnʉa doowa:
JHN.12.13	—¡Añu majuropeecã, jãare ametʉeneña Wiogʉ David pãrami! ¡Añuro ca biigʉ niimi Ʉmʉreco Pacʉ wãme mena ca doogʉ! ¡Añuro ca biigʉ niimi Israel Wiogʉ! —ĩi ʉjea nii bocawa Jesús're.
JHN.12.14	Jesús pea, jĩcʉ̃ burro bʉari, cʉ̃re mʉa peawi, Ʉmʉreco Pacʉ wederiquepʉ o biro ca ĩirore birora:
JHN.12.15	“Uwiticãña Sión
