MAT.1.1	Yisa Masiya
JHN.19.27	le ki bei ubɔɔnɔɔrin ke, “A na sɔ.” Iyaayoo le ubɔɔnɔɔr nmɔn nan taa Meri ki kun u niin.
JHN.19.28	Ni bɔɔn bu, Yisa kaah nan nan biɛ ke niwann biɛn diɛ, ki li gbeen naah sɔb man Uwonbɔr a gbɔŋin nin, le u len ke, “Nnyunyum le jɔɔm.” 
JHN.19.29	Lidamunmɔŋil nan si kiyiigin niin, le bi ta itakpiinduuŋ a faar ki lon niin, le ki ta sagin kudaag ki yuur ki paab ki ta tan ŋa Yisa a mɔnn. 
JHN.19.30	Yisa kaah nan gaa nyun nin, le ki bei ke, “Ni diɛu.” Le ki tibin u yul tum le ki kpo.
JHN.19.31	Ni nan ye sili a ŋa daal le, kutaag kan nan yin wonn paan nin nan ye likpakɔɔl gannkaal le. Juu yaab kaah kaa nan ban tigbanann nin li be lidapunpunl bu-n, le bi nan bei Palati ke un che bin genn bi taai wee ki lagir bi jiin nin. 
JHN.19.32	Mambu le bitɔtogibin nan jon ki tan gen uja uba wan wee bi nan chinn kpa u lidapunpunl bu nin Yisa-n a taai le ki ji gen wan gurin a taai. 
JHN.19.33	Amaa baah nan nan foon Yisa ban ki miin u pii kpe-n baa ji nan gen u taai yi. 
JHN.19.34	Le bitɔtogibin a ni uba ta likpanl ki ŋu Yisa a logil, libol nmɔn le ncham nin nnyum nyann. 
JHN.19.35	Uja wan nan kan man nmɔn nan jin siɛra le, u siɛra nmɔn nan ye ibamɔn le. U nyi ke u pag ibamɔn le, u jin siɛra ke ni mu n ŋa yada le. 
JHN.19.36	Ni niɛ nan ŋa ke nin gbeen naah sɔb man Uwonbɔr a gbɔŋin ke: “U kpabil liba kaa yin gen ni,” 
JHN.19.37	ke Uwonbɔr a gbɔŋin ni ba yaan kaah len ke, “Bi li lig wan wee bi nan ŋuu-n.”
JHN.19.38	Ni bɔɔn bu, le Josef wan nan nyan Arimatiya n baan Palati Yisa a gbanann bu, Josef nan ye Yisa a bɔɔnɔɔru le, u nan woog le waah nan san Juu yaabin bu. Le Palati sei u nsan le u tan nyan Yisa a gbanann ki ta jon. 
JHN.19.39	Nikodimosi le nan chiɛn u, uja wan pii nan jon Yisa ban kunyiɛgin. Nikodimosi nan ta kisiig a nyinyinn nin nnyɔgkusim nle ki ŋmarin tab, mi kpikpiɛl nan foo botu munla. 
JHN.19.40	Le bininfob bilee nmɔn nan ta tiwann nunumir nmɔn ki nug Yisa a gbanann ki ta ti pɔbin litanl penlin. Bi nan ŋa Juu yaab a kaalin baah ŋaan man ki pii bi kumin le. 
JHN.19.41	Nan yaan wee bi nan kpa Yisa-n nan ye bukpaab le, bukpaab nmɔn yaan kukaapɔŋ kan wee baa la nyi pii uninfo nan be niin. 
JHN.19.42	Nan bu-n baah nan be ŋaan sili nin wonn likpakɔɔlin wee libol mu kaa ji nan fɔgin bu le bi nan pii Yisa nin yaan.
JHN.20.1	Nyantoom a chinchinn a daal a jakpanyiɛn, wee ni la nan bɔɔn nin, le Meri wan nyan Magidalin nan jon kukaagin yaan ki tan foo ki miin litangbagil lan nan loo kukaagin a mɔbin choo loora. 
JHN.20.2	Le u nan guun dan Simɔnn Piita nin ubɔɔnɔɔr wan wee Yisa nan jiɛ-n ban, ki bei bi ke, “Bi nyan Uyudaan kukaagin a poolin na, taa nyi baah ta u ŋa nan yaan ni!”
JHN.20.3	Ni ma bu le Piita nin ubɔɔnɔɔr umiɛnin
JHN.20.4	Bi bilee nmɔn biɛn nan gu le, amaa ubɔɔnɔɔr umiɛnin nan guun ki jon jiɛn Piita le ki nan chinn foo kukaagin yaan. 
JHN.20.5	Le ki bɔɔn ki lig poolin ki kan litanl penlin kaah dɔ niin amaa le kaa kɔɔ poolin ni. 
JHN.20.6	Le Simɔnn Piita, wan nan paa u bɔɔn nin, foon ki nan jon kɔɔ kukaagin a poolin. U nan kan litanl penlin kaah dɔ man na, 
JHN.20.7	ki kpiɛ nkum a kinkenl lan nan lol Yisa a yulin. Likinkenl nmɔn nan kpab li tɔɔl le, ki dɔ li binba ki jiɛn litanl penlin. 
JHN.20.8	Ni joorim ubɔɔnɔɔr umiɛnin, wan nan chinn foo kukaagin yaan nin, mu kɔɔ poolin. Le ki kan ki ŋa yada. 
JHN.20.9	(Baa le la nan biɛ naah sɔb Uwonbɔr a gbɔŋin ke Yisa ye Un fii nkumin le nni.) 
JHN.20.10	Le bibɔɔnɔɔbin nan jir kun bi niin yin.
JHN.20.11	Amaa Meri nan si kukaagin a paab le ki mɔr. Waah nan si ki mɔrin, le ki nan bɔɔn ki lig kukaagin a poolin, 
JHN.20.12	le ki kan malakam bilee kaah yee tiwann penn, ki ka nan yaan wee Yisa a gbanann nan dɔ-n, le uba ka u yul paam, le uba mu ka u taai paam.
JHN.20.13	Le malakam nmɔn baan u ke, “Upii ba ŋa wee a mɔraa?”
JHN.20.13	Le u ke, “Bi yuur n yudaau a gbanann le, maa nyi baah ta u ŋa nan yaan ni.”
JHN.20.14	Nin yaan nmɔn, le u gbiɛ lig ki kan Yisa kaah si niin, amaa waa nan biɛ ke Yisa le yen ni.
JHN.20.15	Le Yisa baan u ke, “Upii ba ŋa wee a mɔraa? Ŋma wee a ban naa?”
JHN.20.15	Meri wan nyan Magidalin ma nan tiɛr ke ukpaadaan ni le yen, le ki ke, “Uninkpel, ni ye a ta u tan ŋa nan yaan ke, a wɔɔnim ŋaah ta U ŋa nan yaan nmɔn ni, wee n jo ki tan yuur u.”
JHN.20.16	Le Yisa yin u ke, “Meri.”
JHN.20.16	Le Meri gbiɛ lig U paam ki kuun nkukɔpɔɔn Juu yaab a leen yin Aramayig ke, “Rabboni” (ni taai le ye wan wɔɔnn).
JHN.20.17	Le Yisa bei u ke, “Laa bibim ki ŋmag mi, nan bu-n maa la jir Baa-n ban ni. Amaa li chaa n nabumin ban ki tan bei bi ke, ‘N chaa jir N Baa nin ni Baa, N Wonbɔru nin ni Wonbɔru win ban le.’ ”
JHN.20.18	Le Meri wan nyan Magidalin nan ta tibɔr nmɔn ki jon bibɔɔnɔɔbin ban ki tan bei bi ke, “N kan Uyudaan na!” Le ki bei bi waah bi ke un bei bi man nin.
JHN.20.19	Nnyantoon a chinchinn a weem a daal a jɔɔg, le bi bɔɔnɔɔbin nan lagin be kudiig kiba a poolin, bi nan kpal inaangan le baah nan san Juu yaab bijawaamin bu, le Yisa dan ki nan sir bi sisiigin ki ke, “Nposɔɔn li be nin ni!” 
JHN.20.20	Waah nan len man nmɔn a bɔɔn, le u nan ta U nɔɔi nin U logi ki wɔɔn bi. Ni nan mɔŋ bibɔɔnɔɔbin le takpem baah nan kan Uyudaan nin.
JHN.20.21	Le Yisa ji nan bei bi ke, “Nposɔɔn li be nin ni! N Baa kaah nan tum man nin, man le n mu tun ni.” 
JHN.20.22	Le ki nan foor ki jaa bi bu ki ke, “Ni gaam Kasi a Naaŋ. 
JHN.20.23	Ni ye ni jiɛn ban biɛn a bir ki per bi ke, bi kan jiɛn pera; ni ye naa jiɛn per bi ke, baa kan jiɛn peri.”
JHN.20.24	Tomasi (wan wee bi yi u ke kijaaŋin), ki ye bibɔɔnɔɔbin a ni u baa-n kaa nan be bi ban Yisa kaah nan dan nin ni. 
JHN.20.25	Le bibɔɔnɔɔb bimiɛn nin nan bei u ke, “Ti kan Uyudaan na!”
JHN.20.25	Amaa le u nan bei bi ke, “See ke n kan ikpaagin a bon U nɔɔi ni wee ki ta n nɔɔbil ki bɔ nan yaan wee ikpaagin nan kpaa-n, ki ta n nɔɔ ki bɔ U logi yin, naa ye man ke maa yin ŋa yada.”
JHN.20.26	Iween ilile a bɔɔn U bɔɔnɔɔb ji nan be iniin le, le Tomasi nan be bi ban. Hali inaangan nan kpal le, amaa le Yisa kɔɔn ki nan sir bi sisiigin ki bei bi ke, “Nposɔɔn li be nin ni!” 
JHN.20.27	Le ki bei Tomasi ke, “Ta a nɔɔbil ki nan bɔ doou; lig n nɔɔi. Tann a nɔɔ ki bɔ n logi a boi nan yaan na ki jiɛn nbiɛnim wee ki ŋa yada.” 
JHN.20.28	Le Tomasi bei u ke, “N yudaau nin n Wonbɔru!”
JHN.20.29	Le Yisa bei u ke, “Nan bu-n ŋaah kamin bu, le a ŋa yada; tikaar be ban kaa kan wee ki sin ŋa yada-n bu.”
JHN.20.30	Yisa nan tun ligaril a siɛra ibam takpem u bɔɔnɔɔb a numin, le naa sɔb dɔ kugbɔŋ nan a poolin ni. 
JHN.20.31	Amaa nsɔbim nan ye ni ŋa mi yada le ke Yisa le ye Masiya, Uwonbɔr a Bija, le ni ŋa u yada ke ni li kan limiɛfol u yinlin.
JHN.21.1	Ni bɔɔn bu, Yisa ji nan degir u bɔɔnɔɔb bu Tiberiya a mɔgilin. Naah nan tun man sɔ: 
JHN.21.2	Simɔnn Piita, nin Tomasi (wan wee bi yi u ke kijaaŋin), nin Nataniɛl (wan nyann Kena kan be Galilii a tiŋin nin), nin Zebedi a naachimin, ki kpiɛ Yisa a bɔɔnɔɔb bilee bi biɛn nan lagin be le. 
JHN.21.3	Le Simɔnn Piita bei bi ke, “N chaa jan chool le.”
JHN.21.3	Le bi jiin bei u ke, “Ti li nɔɔŋ jo.” Le bi nyan ki kɔɔ kubulunkpoŋin, amaa kunyiɛmuŋ nmɔn biɛn baa nan choo niba.
JHN.21.4	Le njakpanyiɛn, le Yisa sir nnyum a gbaam, amaa bibɔɔnɔɔbin kaa nan biɛ ke Yisa le yen ni.
JHN.21.5	Le u baan bi ke, “N jɔtiib, naa jɔɔ ijan naa?”
JHN.21.5	Le bi jiin u ke, “Aai.”
JHN.21.6	Le u bei bi ke, “Ni ta ni janlaaŋin ki jaa kubulunkpoŋin a jiim paama, wee ki choo ijan. “Baah ta bi janlaaŋin ki jaa nnyumin nin le kaa ji li fir daar ki kɔɔn kubulunkpoŋin yaan ni, nan bu-n bi nan choo ijan le takpem.
JHN.21.7	Le ubɔɔnɔɔr wan wee Yisa jiɛ-n bei Piita ke, “Uyudaan le yen!” Piita kaah gbir ke “Uyudaan le yen” nin, le u yuur u kinkenl gab (u pii nan gabir li le bil) le ki yug lu nnyumin. 
JHN.21.8	Le bibɔɔnɔɔb bi miɛnin ta kubulunkpoŋ ki ŋɔɔr u taai, ki dar kujanlaaŋin ke ki gbee nin ijan, nan bu-n bi bol kaa nan fɔg nin likpengonli, ni nan ye itaadann kobig paam le. 
JHN.21.9	Baah nan don likpengonlin, le bi kan iŋmisakɔɔn a ŋmiim le ijan pul niin, nin boroboro.
JHN.21.10	Le Yisa bei bi ke, “Ni li jɔɔn ijan yan wee ni choo-n iba ni.”
JHN.21.11	Le Simɔnn Piita don kubulunkpoŋin a poolin ki dar kujanlaaŋin donn likpengonl. Ki nan gbee nin ijan gbingbem le, i biɛn nan lagin ye ijan kobig nin piŋmu nin itaa le, amaa hali nin yaah le nan yab man nmɔn biɛn na kujanlaaŋin kaa nan chiɛ. 
JHN.21.12	Le Yisa bei bi ke, “Ni dan nan chann ni mɔb.” U bɔɔnɔɔb nmɔn a ni uba kaa nan baan u ke, “A ye ŋmiɛ?” Bi nan nyi waah ye Uyudaan. 
JHN.21.13	Le Yisa dan, ki nan yuur boroboro ki ta sei bi, ki ji yuur ijan nin mu ki sei bi.
JHN.21.14	Ni niɛ nan le nan kpiɛ nfimitaa le Yisa degir u baa u bɔɔnɔɔb ban, waah nan fii nkumin a bɔɔn.
JHN.21.15	Baah nan jin diɛ-n, le Yisa baan Simɔnn Piita ke, “Simɔnn Jɔnn a bija, a jiɛm ibamɔn ki jon bi niɛ waa?”
JHN.21.15	Le u jiin ki bei u ke, “Nn n Yudaau, a nyi ke n jiɛŋ.”
JHN.21.15	Le Yisa ke, “Li jinn n peebum nan na.”
JHN.21.16	Le Yisa ji len ke, “Simɔnn Jɔnn a bija, a jiɛm ibamɔn naa?”
JHN.21.16	Le u jiin ke, “Nn, n Yudaau, a nyi ke n jiɛŋ.”
JHN.21.16	Le Yisa len ke, “Li guu n peei nan na.”
JHN.21.17	Nan nan kpiɛ nfimitaa-n le u bei u ke, “Simɔnn Jɔnn a bija, a jiɛm maa?”
JHN.21.17	Piita a sufu nan bii le nan bu-n Yisa kaah nan baan u ki tan kpaa nfimitaa ke, “A jiɛ maa?” Le u ke, “Uyudaan, a nyi niwann biɛn; a nyi ke n jiɛŋ.”
JHN.21.17	Le Yisa ke, “Li jinn n peei nan na. 
JHN.21.18	N beiŋ ibamɔn le, ŋaah nan pɔɔn nin, a ti yee a wan yɔɔr a tɔɔl le ki jo ŋaah ban nan paam; amaa ni ye a por ke a yin tann a nɔɔi le, le uba n ta a wann yɔɔr ki yeeŋ ki taaŋ jo ŋaah kaa ban a jo nan paam.” 
JHN.21.19	Yisa nan len man ki wɔɔn nkum man a bol wee Piita yin kpo wee ki ta kupag sei Uwonbɔr nle. Le ki bei u ke, “Li nɔɔm ni!”
JHN.21.20	Le Piita gbiɛ lig ki miin ubɔɔnɔɔr wan wee Yisa jiɛ-n nɔɔ bi le. (U ma nan ye baah nan ka ji kujɔɔg a jiir wee wan nan ka den Yisa ki nan baan u ke, “Uyudaan ŋma yin nya a bɔɔn naa nin?”) 
JHN.21.21	Piita kaah kan win, le u baan u ke, “Uyudaan, ke u ma?”
JHN.21.22	Le Yisa jiin u ke, “Ni ye n ban u li be nin u miɛfol ki nan kpaa n-yonn man wee n li jirin ke, ni ye ba ki sei ŋaa? Ni kpaa le nin a nɔɔm.” 
JHN.21.23	Ni niɛ nan bu, le tibɔr nan mɔɔn u bɔɔnɔɔbin a sisiigin ke ubɔɔnɔɔr uniɛ ma kaa yin kpo. Amaa Yisa kaa ke waa yin kpo; u len le ke, “Ni ye n ban u li be nin u miɛfol ki nan kpaa lidaal lan wee n na li jirin ke, ni ye ba ki sei ŋaa?”
JHN.21.24	Ubɔɔnɔɔr nmɔn le jin tiwann nan a siɛra le ki sɔb ni bil. Ti nyi ke u siɛra nmɔn ye ibamɔn le.
JHN.21.25	Daandaan nan, Yisa ji nan tun tiwann takpem tibama, ni ye ni biɛn bi sɔb dɔ ke, n tiɛr ke hali dulinya munl nan kaa bi li kan npaan man wee bi li ta tigbann tan wee bin sɔb nan ŋa.
ACT.1.1	N ninkpelu Teofilusi, n gbɔŋkpog n-yaan, n nan sɔb nan biɛn wee Yisa nan piin ki tun, nin waah nan wɔɔn man, 
ACT.1.2	ki nan kpaa lidaal lan wee bi nan nan ta u don paabin, Kasi a Naaŋin kaah nan che u wɔɔn u tooi yan wee u gann nin, le Uwonbɔr nin nan ta u don paab. 
ACT.1.3	U fala a jim a bɔɔn, le u ta u baa ki wɔɔn bi ki jin siɛra takpem ke u fo. U nan degir bi bu ki be nin bi iweehn pina ki wɔɔn bi Uwonbɔr a naamin a bɔr.
ACT.1.4	Kulaguŋ kuba ni, le u nan lagin ki ka ji nin bi, le ki nan sei bi limɔsiinl nan: “Ni laa nya Jerusalami, amaa ni li guu ipiin yan wee n baa nan siin limɔsiinl lan wee ni gbir n pag li bɔrin. 
ACT.1.5	Nan bu-n Jɔnn fun ni nnyum le, amaa naa li yuuri ni li gbee nin Kasi a Naaŋ.”
ACT.1.6	Yisa nin u tooi kaah nan lagin tab n-yonn man nin, le bi baan u ke, “Uyudaan daandaan nan le a yin jiin Iziral yaab a naamin ki sei baa?”.
ACT.1.7	Le u bei bi ke, “Naa ye ni li nyi n-yonn man bee idaa yan wee n Baa siin ke nin tun man u tɔɔl a ninkper a pɔɔmin ni. 
ACT.1.8	Amaa ni li kan npɔɔn n-yonn man wee Kasi a Naaŋin li jiirin ni bu-n, le ni na li ji n siɛra Jerusalam nin Judiya a timin biɛn nin Samariya nin dulinya nan a logi nan biɛn.”
ACT.1.9	Waah pag man ki diɛ a bɔɔn, le Uwonbɔr ta u don paab bi numbimin, le kitilangbɔŋ degin u bu le baa ji ga wi. 
ACT.1.10	Amaa le bi paar si ki ta bi num kpaa ki lig papaab kitilangbɔŋin waah chaa do man, libol nmɔn ki miin bijab bilee yee tiwanpenn, ki nan sir bi ban. 
ACT.1.11	Ki baan bi ke, “Nim Galilii yaab, ba ŋa wee ni si ki lig papaab man naa? Yisa wan nyan ni ban ki don paabin, u le ji na yin jirin man le ke naah le kan u wee u don paab man nin.”
ACT.1.12	Iyaayoo nmɔn le Yisa a tooi yin nan nyan ligungonl lan wee bi yi ke Olif a Siigi a Jɔɔlin a paab ki chaa jir Jerusalam. Nin yaan nin Jerusalam kaa nan foo maal kiba. 
ACT.1.13	Baah foo Jerusalam n-yonn man nin, le bi jon tan kɔɔ iniin yan yaan wee bi ti be-n, i nan ye tidititɔɔr le. Ban nan be nin yaan le ye Piita, Jɔnn, Jemisi nin Anduru; Filib nin Tomasi, Batolomiu nin Matiu; Jemisi wan nan ye Alifiu a bija-n, nin Simɔnn wan wee bi nan yi u ke zealo
ACT.1.14	Bi biɛn nan ti lagin tab le nin bipiib biba nin Yisa a na Meri, nin Yisa a watiib, ki miɛ Uwonbɔr nin potiɛl liba kaa peri.
ACT.1.15	Iyaayoo nmɔn le Piita nan fii sir biwonjiɛm ban nan lagin a sisiigin, (bi na li foo bininfob kobig nin pilee paam) 
ACT.1.16	ki len ke, “N nabum, Uwonbɔr a leen yan wee Kasi a Naaŋ nan che Defid pag Judasi a bɔr n-yonn man nan jon nni, ye nin gbeen le. U ma nan liin nsan ki tan wɔɔn le bi choo Yisa. 
ACT.1.17	U nan ye ti kpiɛg uba le, ki kpiɛ ti bu itoon nan yaan.”
ACT.1.18	(Judasi a toonbir a ligi yan wee u kan nin, le u ta ki daa bukpaab; nin yaan nmɔn le u ji nan lu le u yul chaan tum, le u pool pɔɔ le u niɛr biɛn nyan. 
ACT.1.19	Jerusalam yaab biɛn nan gbir tibɔr nmɔn na, le ki yin bukpaab nmɔn bi leen yin ke, Akelidama, ni taai le ye, Ncham a Kpaab.)
ACT.1.20	Ke Piita kaah nan len man ni, “Ke ni sɔb Ilan a gbɔŋin ke,
ACT.1.20	‘Che u niin n sir kulangboŋ;
ACT.1.20	wee uninfo laa kɔɔ niin ni.’
ACT.1.20	Amaa
ACT.1.20	‘Ni ŋan nin uba nsir u toon tun bol.’
ACT.1.21	Mambu ni kpaa le nin ti gann uja uba wan be ni ti iyoo yan biɛn wee Uyudaan Yisa nan jɔɔ ti choon nin, 
ACT.1.22	naah nan nyan Jɔnn Wan nan Fu Bininfob Uwonbɔr a Nyunfulin ki tan kpaa iyoo yan wee Uwonbɔr nan nan ta Yisa ki don papaab ki sin jiɛn ti-n. U daan le ye wan nan jin Yisa a kum a fiim a siɛra ki kpiɛ ti bu.”
ACT.1.23	Le bi nyan bijab bilee: Josef wan wee bi nan yi u ke Basabasi, (bi ji yi u ma le Jasitusi) nin Matiyasi. 
ACT.1.24	Le ki miɛ Uwonbɔr ke, “Uyudaan, fin le nyi uninfo biɛn a sufu ni. Wɔɔn ti bininfob bilee nan a sisiigin wan wee a gann, 
ACT.1.25	wee un ŋa a toom ki gaa a toon yan wee Judasi ta jiɛn ki sin jon tan be nan yaan kpaan nin win.” 
ACT.1.26	Le bi tɔn inaa, le Matiyasi jin, le bi ta u ki kpiɛ itoon piig nin uba-n bu.
ACT.2.1	Kuchiig kan wee bi yi ki ke Pentikosi a daal kaah nan nan foo-n, bi nan lagin be bogiliba le. 
ACT.2.2	Libol nmɔn le kufuug nyan paab, ki fu ke ntafapɔɔrim le daarin. Ki jiirin nan gbeen kudiig kan wee bi ka-n. 
ACT.2.3	Le bi kan ni ba le ni nann nŋmipeen a dann ki yar tɔɔ tɔɔ bininfob biɛn bu. 
ACT.2.4	Le bi biɛn nan gbee nin Kasi a Naaŋ ki piin ki pag ileen pɔɔn kinaaŋin a pɔɔmin.
ACT.2.5	Juu yaab ban nan san Uwonbɔr nan be Jerusalam iyaayoo nmɔn, bi nan nyann dulinya nan a timin biɛn le. 
ACT.2.6	Baah nan gbir kufuug n-yonn man ni, le kuninfogbaluŋ lagin niin, le ni ŋa bi nmɔn, nan bu-n bi uba ba nan gbir biwonjiɛmin kaah pag u bol a leen le. 
ACT.2.7	Le ni ŋa bi ligaril, le bi baan tab ke: “Bininfob ban pag nan biɛn kaa ye Galilii yaab lee? 
ACT.2.8	Ke ni ŋa nii wee ti biɛn ji gbir bi pag ti boli a leen yaa? 
ACT.2.9	Ti ni biba nyan Patiya, nin Medisi nin Elam; nin Mesopotamiya, nin Judiya, nin Kapadosiya, nin Pontusi nin Asiya, 
ACT.2.10	Ferijiya nin Pamfiliya, Ijibir nin Libiya a yagil lan mal Sarene a tiŋin; le tim bibam mu nyan Rom, 
ACT.2.11	(le ti ni bibam ye Juu yaab, le bi ba mu ji ye ibol iba yaab ban nan labir ki jiɛn Juu yaab a Wonbɔru win) le biba mu ji nyan Kereti nin Arabiya, le ti biɛn gbir baah pag ti boli a leen yin, ki donn Uwonbɔr a yinl nin lijinjeel a toon yan wee U tun nin!” 
ACT.2.12	Le ni ŋa bi ligaril nin lipotiɛl, le bi nin baan tab ke, “Ni niɛ nan a taai ye baa?” 
ACT.2.13	Le biba mu laa bi, ki ke, “Bi nyun ndaam le ki gbee.”
ACT.2.14	Le Piita nin u tab piig nin uba-n fii ki sir kuninfogbaluŋin a nintogil, le u pag nniɛn pɔɔn ke: “N nabum Juu yaab, nin nim ban biɛn be Jerusalam nan, ni che n pag tibɔr nan wɔɔn ni; ni pel nbamɔma wee ki gbir maah yin pag man nmɔn. 
ACT.2.15	Bijab nan kaa ye bidanyugbeeb ke naah tiɛr man nni. Ni la ye njakpanyiɛn a kur tiwiɛ le!
ACT.2.16	Aai, ulinlenn Jowel pii nan pag ni nan buu:
ACT.2.17	‘Uwonbɔr nan len ke, dulinya nan a joorimin,
ACT.2.17	n na li kpaar n naaŋin ki jaa bininfob biɛn bu.
ACT.2.17	Le ni bijam nin ni bisiɛm na li pag ilinlen leen,
ACT.2.17	le ni naachipɔm na li kan zii,
ACT.2.17	le ni janinkpeeb mu na li dɔgin tidindɔgin.
ACT.2.18	Iyaayoo nmɔn hali ban ye n toontum, bijab nin bipiib biɛn,
ACT.2.18	n na li kpaar n naaŋin ki jaa bi bu
ACT.2.18	le bin pag ilinlen leen.
ACT.2.19	N na li tun lijinjeel a toon paab,
ACT.2.19	nin ligaril a siɛra dulinya nan yaan.
ACT.2.19	Ncham nin nŋmi nin kukpunyibɔŋ.
ACT.2.20	Nween na li kpenn ki bɔŋ,
ACT.2.20	le uŋmal mu li kpenn ki mann ke nchamin,
ACT.2.20	ni na yin ŋa man le, wee Uyudaan a pag takpeŋin daalin ni foon
ACT.2.21	u li kan nŋmarim.’
ACT.2.22	Le Piita ji mann len ke, “Iziral yaab, ni gbirim nan wee n yin pag bei ni ki jiin Yisa wan ye Nazarif a ninfou npaam, ni tɔɔl nyi ke Uwonbɔr le nan che u tun ligaril nin lijinjeel a toon nin siɛra ni sisiigin. 
ACT.2.23	Uwonbɔr li nan ta uja nan ŋa ni nɔɔn, ki pii nan bon ki nyi nan na yin ŋa; le ni che tibirdam kpa u lidapunpunl bu le u kpo.
ACT.2.24	Amaa, le Uwonbɔr fiin u nkumin ki nyan u nkum a nan wii ni, nan bu-n nkum kaa jɔɔ npɔɔn man li fir ŋmag wi.
ACT.2.25	Defid nan pag Yisa a bɔr ke,
ACT.2.25	‘N kan Uyudaan kaah be nim iyoo biɛn.
ACT.2.25	Nan bu-n U be n nɔɔjiim paam,
ACT.2.25	Le maa ji yin be limugilin ni.
ACT.2.26	Mambu ni mɔm n sufu ni, le n pag npopeen a bɔr;
ACT.2.26	n gbanann li be nin tama,
ACT.2.27	nan bu-n ŋaa yin che n paar kukaagin ni,
ACT.2.27	kaa ji yin che a kasi daau a gbanann n buri.
ACT.2.28	A wɔɔm limiɛfol a nsan ma;
ACT.2.28	Ki che ni mɔm ŋaah be n ban ni bu.’
ACT.2.29	Le Piita ji mann len ke, “N na a buwaab n li fir pag nin tidindann ke ti yaaja ubɔr Defid kpo le bi pii u, ke u kaag la be nin dinan. 
ACT.2.30	Amaa waah nan ye ulinlenn nin u nyi Uwonbɔr kaah siin limɔsiinl ki sei u, ke u na li che u yaabil uba nji nnaam ki kal ubɔr gbann ni bu. 
ACT.2.31	Defid kaah pii nan kan nan yin tun nin bu, le u nan pag Masiya a kum a fiim bu, ki ke Masiya nmɔn kaa na yin paar kitakpiin tiŋi, le u gbanann mu kaa na yin buri.”
ACT.2.32	“Yisa nmɔn le Uwonbɔr nan fiin u nkumin, le ti biɛn mu le ye u kum a fiim a siɛradam. 
ACT.2.33	Le Uwonbɔr ji ta u kaan U nɔɔjiim paam. Waah kal n-yonn man nin, le u gaa Kasi a Naaŋ kan wee Uwonbɔr nan siin limɔsiinl ke U na li sei win, Kasi a Naaŋ nmɔn le u ta sei ti, le ti gbir ki kan. 
ACT.2.34	Defid ma kaa nan don paabi, amaa le ki ke,
ACT.2.34	‘Uyudaan Uwonbɔr nan bei n Yudaau ke,
ACT.2.34	kalim n nɔɔjiim paam,
ACT.2.36	“Mambu ni che Iziral yaab biɛn n biɛ ni niɛ: Yisa wan wee ni nan kpa u lidapunpunl bu-n, U ma le Uwonbɔr ŋa u Uyudaan nin Masiya.”
ACT.2.37	Bininfobin kaah nan gbir man ni, le bi sufu nan bii takpem, le bi baan Piita nin u tooi tabin ke, “Ti na a buwaab ti yin ŋa nii?”
ACT.2.38	Le Piita bei bi ke, “Ni jiɛn ni toonbir a tuma, wee ti fu ni biɛn nan Uwonbɔr a nyunful, Yisa Masiya a yinl bu, wee Uwonbɔr njiɛn ni bir ki per ni, ki sei ni ipiin yan ye Kasi a Naaŋin. 
ACT.2.39	Nan bu-n U siin limɔsiinlin sei nim nin ni buwaab, nin ban a tim fɔg, nin ban wee ti Yudaau Uwonbɔr na li yin nin.”
ACT.2.40	Le Piita sei bi ikpaan takpem, le ki ji balin bi ke, “Ni fee niba gaba wee ki nyan dulinya nan a ŋmaruŋ nan yaan na.” 
ACT.2.41	Ban nan chee u bɔr nmɔn ni le bi nan fun bi Uwonbɔr a nyunful. Ban nan kpiɛ bi bu lidaal nmɔn nan foo bininfob turita paama.
ACT.2.42	Le bi nan ta bi saŋi ki tinn itoon nmɔn a wɔɔm ki jɔɔ nɔɔ nin tab, ki lagin ji tijiir, ki lagin tab ki miɛ Uwonbɔr. 
ACT.2.43	Le bijawaam nan choo bi biɛn, nan bu-n itoon nin nan tun lijinjeel a toon le nin ligaril a siɛra. 
ACT.2.44	Le biwonjiɛm nmɔn biɛn nan jɔɔ nɔɔ nin tab le ki jɔɔ bi wan yɔɔr ki por tenn tab. 
ACT.2.45	Ki kɔɔr baah jɔɔ nan biɛn ki por ni ligi sei tab, uninfo biɛn nin waah ye un gaa man, wee nin kpaan u. 
ACT.2.46	Lidaal biɛn bi lagin iwonjiɛn niin a loob le ki jiɛn Uwonbɔr, ki lagin tab bi niin ki ji tijiir, ki jɔɔ nmɔn nin ibamɔn nin tab, 
ACT.2.47	ki pag ki don Uwonbɔr a yinl, le uninfo biɛn a sufu sɔɔn bi bu. Le idaa biɛn ke Uyudaan che bininfob mann ga nŋmarim kpiɛg bi bu.
ACT.3.1	Weemba a ween tikur titaa a yoo le Piita nin Jɔnn nan chaa iwonjiɛn niin liwonmiɛl a yoo. 
ACT.3.2	Le bi nan kan baah tu uja wan pii nan wɔb u maalim nin ki tan bil iwonjiɛn niin a timansanmɔnn man wee bi yi ntimansanmɔnn ŋan nin. Bi nan tug u tan bilig man le iweehn biɛn, ke u li miɛ ilig ban chaan iwonjiɛn niin a loobin ban. 
ACT.3.3	N-yonn man wee u nan kan Piita nin Jɔnn wee bi yin kɔɔn, le u miɛ bi ilig. 
ACT.3.4	Le Piita nin Jɔnn lig u chimm, le Piita nan bei u ke “Lig ta!” 
