MAT.1.1	Kyeka mankombo ma ɓankɔkɔ ɓa Yesu-Klisto: Yesu ali nkɔkɔ wa Davidi, na nkɔkɔ wa Abalayama.
ACT.7.52	Moimosi nza ooto wanyɔkɔlɔ ɓaango ɓa ɓɛ̀ɛ? Ɓaɓoma na ɓaimolaka phanza iya sa Moto owa ɓosembo, nde yo ooungye ɓɛ̀ɛ na ooɓomi ɓɛ́ɛ uŋwaŋwa eye. 
ACT.7.53	Ɓɛ̀ɛ wazwaka moɓeko ŋwaeyimolaka ɓaanzelu, emba toika mokyelela!»
ACT.7.54	Maphɔɔ mɛ maɓaphɛkyɛ kabu emba ɓamba butwa izaa mino na yɔɔ phɔ ya Etiɛni. 
ACT.7.55	Kasi yo, atondaka na Ɓolɔɓɔ, kakyekye nde ikolo. Amba wɛnɛ nkyɛmɔ ya Ŋwaphongo na Yesu atɛmi o ɓoloo pha Ŋwaphongo. 
ACT.7.56	Yokye: «Kyeka, nawɛnɛ ikolo siingo na Ŋwana wa moto atɛmi o ɓoloo pha Ŋwaphongo.» 
ACT.7.57	Ɓamba ya lika nyangye na ɓokusi, ɓaundi matoo. Ɓoɓɛlɛ, ɓɛ́ɛ ɓasɔ, ɓamba ya mivaka mi yo, 
ACT.7.58	ɓaesi ya kyɛ nɛ i mbale ya mokyisi, ɓabuto imumaa maɓanga oɓokye awe. Manzoka ɓaikaka bitobu ba ɓɛ́ɛ oka ma munzenga mɔnɔmɔ nkombo yɛ Saolo. 
ACT.7.59	Nzuka waaɓa ɓɛ́ɛ ɓamuma maɓanga phɔ ya imoɓoma, Etiɛni amba ya ɓɔndɛlɛ ɓoɓo: «Nkolo Yesu, yamba molimo ŋwa nga!» 
ACT.7.60	Ɓoɓɛlɛ, amba ya kusama na maɓɔngɔ, amba lika ŋwangye na ɓokusi yokye: «Nkolo, sakyeka isumu sa ɓɛ́ɛ sisi.» Emba na maloɓa mamana, nɔnɔ waasɛngɔ yo.
ACT.8.1	Saolo aɓaka mi ɓaanolaka oɓokye ɓaɓome Etiɛni.
ACT.8.1	O mokɔlo mɛ, minyɔkɔ mikusi miayelelaka ɓato ɓa ingomba sa Yelusalɛmɛ. Manya ɓatoma, ɓato ɓasɔ ɓanyangwaka o nkyisi ya Yuda na Samaliya. 
ACT.8.2	Ɓato ɓa mandondo malaa ɓamba kunda Etiɛni, ɓamba na mokyelela eyakolo ngɔndɛ. 
ACT.8.3	Kasi phɔ ya Saolo, iyo anyangolaka ingomba, anyɔlɔkɔ o mangambi ikyɛ miakya ɓaɓasi na ɓampele, kaɓavakye o bɔlɔkɔ. 
ACT.8.4	Ɓato ɓasɔ ɓanyangwaka, ɓakyɛkyɛ miimola Simo Elaa o bilele bisɔ.
ACT.8.5	Yango mɛna Filipe, owakyɛkyɛ o mokyisi munɛnɛ ŋwa Samaliya, abuto iimola simo ya Klisto omɔ. 
ACT.8.6	Ɓato ɓasɔ na munɔkɔ mɔnɔmɔ ɓamiambyaka o maphɔɔ ma Filipi, phɔ ɓaokaka sango ya bilekyesako ɓaɓaka yo kakyele emba ɓabiwɛnɛkyɛ. 
ACT.8.7	Phɔ malɔɓɔ maɓe maikye maɓaka matɔkɔlɔ onte ya ɓato ɓanyɔlɛlɛkyɛ mango, malikye nyangye na ɓokusi, emba bituku biikye na ɓato ɓa bilɛmɛ ɓabikaka. 
ACT.8.8	Nkyisa nzikye yaɓaka o mokyisi mɛ.
ACT.8.9	Nzuka moto mɔnɔmɔ aɓaka omɔ phanza na nkombo ya Simo owabaka kakyele manganga, aɓaka kakaŋwaisa ɓato ɓa Samaliya. Amikpaka moto mɔnɔmɔ oolekyi na ná ngambo, 
ACT.8.10	emba ɓato ɓasɔ ɓamiambyaka mi yo, eɓe ngyɛɛngyɛ nɔnɔ o ɓaphomba. Ɓaɓaka ɓawɔ ɓɛkye: «Moto oyo, ali Mwiya ŋwa Ŋwaphongo, moɓangye ɓɛ́ɛ “Mwiya ŋwa sikyisa.”» 
ACT.8.11	Ɓo ɓamiambyaka mi yo ɓaɓona, eli phɔ wakɔkɔkɔ elinga ɓowaɓaka mbalo yɛ kyiɓakamwisa. 
ACT.8.12	Kasi waanolela ɓɛ́ɛ Filipe owaɓaka kaɓaimole Simo Elaa ya Ɓokonzi pha Ŋwaphongo na nkombo ya Yesu Klisto, ɓazwaka ɓatisimo na ɓaɓasi na ɓampele. 
ACT.8.13	Simo yo mampenza abutwaka nɛ moanosi, amba ya zwa ɓatisimo, ɓoɓɛlɛ abutwaka na Filipe nde elele yɔnɔyɔ. Simo akamwaka na boikye oikyeka mayaa maanɛnɛ na bilekyesako biaɓaka bikyelame.
ACT.8.14	Waaoka ɓatoma ɓaaɓaka o Yelusalɛmɛ oɓokye ɓato ɓa Samaliya ɓaanosi maphɔɔ ma Ŋwaphongo, ɓamba ya toma Petelo na Yoane omɔ. 
ACT.8.15	Waakoma ɓɛ́ɛ omɔ, Petelo na Yoane ɓamba ɓɔndɛlɛ phɔ ya ɓato ɓa Samaliya oɓokye ɓazwe Ɓolɔɓɔ Ɓosantu. 
ACT.8.16	Phɔ Ɓolɔɓɔ Ɓosantu tephataaka utela nɔnɔ mɔnɔmɔ na ɓɛ, ɓataaka zwa naino nde ɓatisimo na nkombo ya Nkolo Yesu. 
ACT.8.17	Ɓoɓɛlɛ, Petelo na Yoane ɓamba ya butwa iɓatandela maɓɔkɔ, emba ɓato ɓa Samaliya ɓazwaka Ɓolɔɓɔ Ɓosantu.
ACT.8.18	Kasi Simo, waawɛnɛ yo oɓokye ɓatoma ɓaambya Ɓolɔɓɔ Ɓosantu nde na itanda maɓɔkɔ, amba ya wɔ yokye kaɓaphɛ ɓaphalanga. 
ACT.8.19	Amba wɔ na ɓɛ́ɛ yokye: «Onzakyisa na nga mwiya mamuna, phɔ ya oɓokye ɓato ɓaamotandela nga maɓɔkɔ ɓazwe Ɓolɔɓɔ Ɓosantu.» 
ACT.8.20	Kasi Petelo amba ya mobuyisa yokye: «Owee wɛ na ɓaphalanga ɓa wɛ, phɔ koumunya oɓokye okokyi iomba na ɓaphalanga, ikaɓo siambya Ŋwaphongo pha! 
ACT.8.21	Otoozwe nɔnɔ ekpele, eɓe iyalo naa ilaka mi lowɔ lolekane wawa, phɔ ndondo ya wɛ teli elaa o ɓoo pha Ŋwaphongo. 
ACT.8.22	Ɓongola motema ŋwa wɛ olɛ maumunya ma wɛ maaɓe, oɓɔndɛlɛ Nkolo, naa akokyi ielimbisa na mango. 
ACT.8.23	Phɔ nawɛnɛ oɓokye oli na zuwa, oombi na ɓa moombo ŋwa masumu.» 
ACT.8.24	Emba Simo amba buya yokye: «Ɓɔndɛlɛ Nkolo phɔ ya nga ɓɛ̀ɛ mampenza, phɔ ya oɓokye iiwɔɔ ɓɛ̀ɛ yango sanzelela.»
ACT.8.25	Ɓoɓɛlɛ, waaunva Petelo na Yoane iimola na iwɔ maphɔɔ ma Nkolo, ɓamba ya butwa o Yelusalɛmɛ. Ɓaimolaka Simo Elaa o nkyisi nzikye yaa Samaliya.
ACT.8.26	Mwanze wa Nkolo amba ya wɔ na Filipe yokye: «Tɛmɛ, okyɛndɛ o mbale eya ngyɛlɛ o nzela ekyeute o Yelusalɛmɛ kyekyɛndɛ o Gaza. Nzela mɛ ealangaa.» 
ACT.8.27	Emba sakɔkɔ, Filipe amba yakyɛ omɔ. Nzuka moto mɔnɔmɔ wa Etiopi owamanya ɓɛ́ɛ ɓompele, mokonzi munɛnɛ na mokambi wa ezwele esɔ ya Kandase, mokonzi owa ŋwaŋwasi wa Etiopi, akyɛkyɛ o Yelusalɛmɛ phɔ ya isambela. 
ACT.8.28	Ayakaka ya butwa oka yɛ, azasi o ikalo sɛ, katangye buku pha moimosi Isaya. 
ACT.8.29	Ɓolɔɓɔ amba wɔ na Filipe yokye: «Susinya okyɛ ɓenga ikalo saasina.»
ACT.8.30	Filipe amba ya kyilingana omɔ, aesi ya oka moto owamanya ɓɛ́ɛ ɓompele mɔna katangye buku pha moimosi Isaya, amba wɔ nɛ yokye: «Koeɓe ntina ya maphɔɔ matangye wɛ maamana?» 
ACT.8.31	Amba mobuyisa yokye: «Namba eba ndengye'ye, ɓo siɓe na moteye?» Emba amba ɓanga Filipe oɓokye abaa, azale phɛnɛphɛ nɛ. 
ACT.8.32	Kyeka maphɔɔ ma buku maɓaka yo katangye:
ACT.8.32	Ndokolo mpate ekyekyɛ na ɓɛ́ɛ phɔ ya ikyɛ etena nkyingo,
ACT.8.32	ndokolo ŋwana wa mpate akangyi munɔkɔ o ɓoo pha okoekate nkungyɛ,
ACT.8.32	nde ɓomɔ taingole munɔkɔ.
ACT.8.33	Na imiuya sɛ, teɓaikaka motenela phakolo ɓolombe.
ACT.8.33	Owamoimola mankɔkɔ mɛ nza?
ACT.8.33	Phɔ ɓamanye ɓomɔɔ pha o mokyisi.
ACT.8.34	Moto owamanyaka ɓɛ́ɛ ɓompele, amba wɔ na Filipe yokye: «Naeɓɔndi, onzimole, moimosi kawɔ ɓaɓona phɔ ya nza? Phɔ yɛ mampenza ndee phɔ ya mto mosuu?» 
ACT.8.35	Ɓoɓɛlɛ, Filipe amba ya ingola munɔkɔ, utama na yaakoma ɓɛ, amba moimola Simo Elaa ya Yesu. 
ACT.8.36	Waaɓa ɓɛ́ɛ ɓakyɛ. Ɓamba kyɛ koma o elele yɔnɔyɔ ya maa, emba moto owamanya ɓɛ́ɛ ɓompele yokye: «Kyeka maa, kyekatele iye oɓokye nazwe ɓatisimo?» [
ACT.8.37	Filipe amba ya wɔ nɛ yo kye: «Bo koanole na ndondo ya wɛ esɔ, okokyi iɓatisama.» Amba ya buya yo kye: «Naanole oɓokye Yesu Klisto ali Ŋwana wa Ŋwaphongo.»] 
ACT.8.38	Amba ya wɔ nɛ oɓokye atɛya ikalo sɛ, Filipe na moto owa manya ɓɛ́ɛ ɓompele ɓaamba ya uta o maa, emba Filipe amba ya moɓatisa. 
ACT.8.39	Waaɓwa ɓɛ́ɛ o maa, Ɓolɔɓɔ pha Nkolo phaamba ya manya Filipe, emba moto owa manya ɓɛ́ɛ ɓompele takulaka mowɛnɛ, kasi amba kyɛ nde nzela yɛ na nkyisa. 
ACT.8.40	Kasi phɔ ya Filipe, amba kyɛ wɛnɛnɛ o Azɔtɛ, aimolaka Simo Elaa o nkyisi isɔ yaalekanaka yo nɔnɔ wakoma yo o Sezare.
ACT.9.1	Saolo aɓaka na maumunya nde ma ikanela na iɓoma ɓaekosi ɓa Nkolo, amba kyɛndɛ 
ACT.9.2	tuna nganga o munɛnɛ nkanda phɔ ya mangambi ma makyita ma Damaseke. Ɓo akyɛ zwa omɔ ɓato ɓaaɓengye nzela mɛ, eɓe ɓaɓasi eɓe ɓampele aɓakangye maphanga, aye na ɓɛ́ɛ o Yelusalɛmɛ.
ACT.9.3	Waaɓa yo kakyɛ nzela yɛ, wakoma yo phɛnɛphɛ na Damaseke, mbala yɔnɔyɔ, mwenya mouti o ikolo, moesi ya mozinga na sina ilola. 
ACT.9.4	Aesi ya kaa o se, amba ya oka ŋwɛsi mɔnɔmɔ mowɔ nɛ oɓokye: «Saolo, Saolo, phɔ ya'ye konyɔkɔlɔ?» 
ACT.9.5	Amba ya tuna yokye: «Iwɛ nza, Nkolo? Nali Yesu, eli nga okonyɔkɔlɔ wɛ. 
ACT.9.6	Kasi tɛmɛ, nyɔlɔ o mokyisi muunɛnɛ, emba ɓamoewɔlɛ losengyesi wɛ ikyela.»
ACT.9.7	Ɓɛbi nɛ ɓa imbanga, ɓatɛmɛkyɛ, sawɔ na ɓɔɔɓɔ: Ɓaokaka ŋwɛsi, kasi teɓaiaka wɛnɛ moto. 
ACT.9.8	Saolo amba ya tɛmɛ, kasi na ɓo waɓa yo na miyo makyekye, takulaka wɛnɛ na ekpele, ɓɛbi nɛ ɓamba mophlila mi eɓɔkɔ phɔ ya imonyɔsa o Damaseke. 
ACT.9.9	Akyɛkyela omɔ nkɔlɔ iyaato sawɛnɛ, saza na ekpele na sanywa.
ACT.9.10	Moekosi mɔnɔmɔ na nkombo ya Ananiya aɓaka o Damaseke. Nkolo amba moɓanga o ndɔtɔ yokye: «Ananiya!» Ananiya amba mobuyisa yokye: «Nga oyo, Nkolo!» 
ACT.9.11	Nkolo amba kula wɔ yokye: «Wamokyɛndɛ o ngɔ ekyeɓangye ɓɛ́ɛ ngɔ eya Tɛmɛ yɔɔ, otune o ingambi sa Yuda, moto okoɓangye ɓɛ́ɛ Saolo wa Talase, ali o mɔ kaɓɔndɛlɛ. 
ACT.9.12	Auti iwɛnɛ moto mɔnɔmɔ na kombo ya Ananiya anyɔsi, amotandesi maɓokɔ phɔ ya oɓokye abutwe ikula wɛnɛ.» 
ACT.9.13	Ananiya amba buya yokye: «Nkolo, naokye ɓato ɓaikye ɓawɔ phɔ ya moto mɔna na phɔ ya ɓoɓe ɓolukye yo ikyela ɓaanosi o Yelusalɛmɛ. 
ACT.9.14	Emba wawa ali na ɓokonzi ɓosɔ ɓoomophɛ ɓanganga ɓanɛnɛ phɔ ya ikanga maphanga ɓato ɓasɔ ɓatangye nkombo ya wɛ.» 
ACT.9.15	Kasi Nkolo amba wɔ nɛ yokye: «Kyɛndɛ, phɔ moto mɛ ali ekyelele ya etoma eɔsi nga phɔ ya iteya na nkombo ya nga o nkyisi ya ɓato ɓate ɓaeɓe Ŋwaphongo, oka ɓakonzi na ɓato ɓa Isalayɛlɛ. 
ACT.9.16	Phɔ naamoteya nga mampenza ɓolɔsi ɓosɔ phaamooka yo phɔ ya nkombo ya nga.»
ACT.9.17	Ɓoɓɛlɛ, Ananiya amba ya kyɛndɛ, aesi yakyɛ nyɔlɔ o ingambi mɛ, amotandesi maɓɔkɔ yokye: «Saolo, nwɛbi na nga, eli Nkolo ookontome — Yesu mɛ owaetɔkɔlɛlɛkyɛ o nzela eya ɓaka wɛ koye — phɔ ya oɓokye okule butwa iwɛnɛ na oɓokye otonde na Ɓolɔɓɔ Ɓosantu.» 
ACT.9.18	Mina wamɔ, bikɔɔ ndokolo bikyɛtɛ bimotɔkɔsi o miyo. Boɓɛlɛ, abuto iwɛnɛ nɔnɔ waazwa yo ɓatisimo. 
ACT.9.19	Ɓoɓɛlɛ waza yo, amba kula ya zwa ɓokusi.
ACT.9.19	Amba ya kyela ɓanaa nkɔlɔ na ɓaekosi ɓaɓaka o Damaseke. 
ACT.9.20	Sa kɔkɔ, abuto ikyɛmimola o mangambi ma makyita oɓokye Yesu ali Ŋwana wa Ŋwaphongo. 
ACT.9.21	Ɓato ɓasɔ ɓaaɓaka ɓamookye ɓakamwaka, ɓɛkye: «Eye teli yo owaɓaka kanyɔkɔlɔ ɓato ɓaɓaka ɓatangye nkombo ya Yesu o Yelusalɛmɛ? Emba tayakaka wawa na nkoo phɔ ya iya ɓaakya maphanga phɔ akyɛ na ɓɛ́ɛ oka ɓanganga ɓanɛnɛ?» 
ACT.9.22	Kasi Saolo anolaka na ɓokusi nkɔlɔ isɔ oɓokye Yesu ali nde owaakolo Masiya. Na waɓa yo kateya ɓaɓona, Ɓayuda ɓaɓaka o Damaseke teɓakulaka zwaka na lowɔ la imobuyisa.
ACT.9.23	Sima ya nkɔlɔ, Ɓayuda ɓamba ya okana oɓokye ɓamoɓome. 
ACT.9.24	Saolo amba ya eɓa ŋwango ŋwa ɓɛ. Na moo na mokɔlɔ, ɓaɓaka ɓakyɛngyɛlɛ biɓonga ɓa mokyisi ŋwa ɓɛ́ɛ phɔ ya imoɓoma. 
ACT.9.25	Kasi mokɔlɔ mɔnɔmɔ, ɓaekosi ɓɛ́ɛ ɓamba moloya, ɓamokyesi mieluɓa, ɓamba mouya o mbale eyɔkɔ ya ekuka eya zinga mokyisi. 
ACT.9.26	Waakoma yo o Yelusalɛmɛ, Saolo alukaka oɓokye aangane na ɓaekosi ɓaayɔkɔ, kasi ɓasɔ ɓaɓaka na ɓɔɔɓɔ nɛ, teɓaikaka anola oɓokye abutoo moekosi wa Yesu phɛlɛ. 
ACT.9.27	Emba Ɓarnabas amba mokpa, amba ya munyɔsa oka ɓatoma, amba na ɓaimola ndengye eya wɛnɛkyɛ yo Nkolo owa mowɔlɛkyɛ o nzela, na ndengye eyateyaka yo Simo Elaa na nkombo ya Yesu o Damaseke. 
ACT.9.28	Tata wamɔ, Saolo abutwaka na ɓatoma elele yɔnɔyɔ o Yelusalɛmɛ, kaimole Simo Elaa na nkombo ya Nkolo na ianola sisɔ. 
ACT.9.29	Aɓa kawɔnɔ na Ɓayada ɓaamunɔkɔ ŋwa ɓaela, kaikye miko na ɓɛ. Kasi ɓɛ́ɛ ɓalukaka nde imoɓoma. 
ACT.9.30	Waloooka ɓɛbi, ɓamba kyɛndɛ nɛ o Sezare. Emba omɔ, ɓamba molekyinya o Tarse.
ACT.9.31	Emba ingomba saaɓaka o mokyisi ŋwa Yuda munsɔ, ŋwa Galileya na ŋwa Samaliya ɓaɓaka ɓose. Bamilenzaka, ɓatambulaka na ɓoilakye Nkolo, na nzela ya Ɓolɔɓɔ Ɓosantu, ɓabutwaka ɓaikye.
ACT.9.32	Petelo aɓaka kakyɛmikyɛ mi ina nkyisi ɓoɓɛlɛ ɓoɓɛlɛ. Mokɔlɔ mɔnɔmɔ amba ya kyɛndɛ oka ɓaanosi ɓaɓaka o mokyisi na nkombo ya Lidɛ. 
ACT.9.33	Amba ya kyɛ zwa omɔ moto mɔnɔmɔ na nkombo ya Ene, alangyi mi ntangye mbula ŋwambi, phɔ aɓaka etuku. 
ACT.9.34	Petelo amba ya wo nɛ yokye: «Ene, Yesu Klisto aebikye. Langwa, oɓɔngya ntangye ya wɛ, wɛ mampenza!» Sa kɔkɔ, aesi ya langwa. 
ACT.9.35	Waamowɛnɛ ɓato, ɓato ɓasɔ ɓa Lidɛ na ɓa mambale ma Salona ɓaanolaka Nkolo.
ACT.9.36	Ŋwaŋwasi mɔnɔmɔ aɓaka o Yafo, aɓaka moekosi. Nkombo yɛ yaɓaka Tabita, na munɔkɔ ŋwa ɓaela «Doloka», kyelimbole oɓokye Munkyete. Aɓaka na bitoma bilaa biikye na mosungyi wa ɓato ɓaakaya. 
ACT.9.37	Nzuka mi nkɔlɔ mɛ, aesi ya zwa ɓolɔsi, aesi ya waa. Wa unva ɓɛ́ɛ imokunyola, ɓaesi yakyɛ molangya o etee ya ingambi eya ikolo. 
ACT.9.38	Oli Lidɛ phɛnɛphɛ na Yafo, ɓaekosi ɓaokaka oɓokye Petelo aɓaka omɔ. Emba ɓamba motomela ɓato ɓaɓale phɔ ya ikyɛ moɓanga oɓokye: «Yaloɓengye mizele.» 
ACT.9.39	Petelo amba yakyɛ na ɓɛ́ɛ mizele. Waakoma yo, ɓaesi ya mobaya o etee ya ingambi eya ikolo, emba mazengye masɔ maɓaka matɛmi o ɓoo phɛ malele, mamoteya nkoto na bitobu baɓaka Doloka kakyele wataaka ɓaa yo na ɓɛ. 
ACT.9.40	Petelo amba ya tɔkɔlɔ ɓato ɓasɔ, amba ya kusama na maɓɔngɔ, amba ɓɔndɛlɛ. Ɓoɓɛlɛ amba ya miekola bili ndemba, amba wɔ yokye: «Tabita, langwa!» Amba ya ziɓola miyo, wa wɛnɛ yo Petelo, amba ya mielola, amba ya zala. 
ACT.9.41	Petelo amba ya mophɛ eɓɔkɔ, amotɛyɛ, amba kula ya ɓanga ɓaanosi na mazengye, aesi ya ɓateya yo mumɔɔ. 
ACT.9.42	Mokyisi ŋwa Yafo moɓimba ŋwa okaka lowɔ mɛ, emba ɓato ɓaikye ɓamba anola Nkolo. 
ACT.9.43	Petelo amba kɔkɔ na ŋwana ɓoikye o Yafo, oka moto mɔnɔmɔ na nkombo ya Simo owa ɓaka mokyesi ŋwa etoma na mangoɓo ma manyama.
ACT.10.1	O mokyisi ŋwa Sezare, moto mɔnɔmɔ aɓaka omɔ nkombo yɛ Kɔlɔnɛlɛ, aɓaka mokonzi ŋwa batayɔ ya ɓatuluku ɓa Loma, ekyeɓangye ɓɛ: «Batayɔ ya Itali». 
ACT.10.2	Moto mɛ aɓaka moto molaa. Yo na iɓota sɛ sisɔ ɓaɓaka ɓakumole Ŋwaphongo. Aɓaka kalɔɓɔ sunga Ɓayuda ɓaakaya, na iɓɔndɛlɛ Ŋwaphongo ntango isɔ. 
ACT.10.3	Mokɔlɔ mɔnɔmɔ, imbɛlɛ sa nkɔkɔlɔ, aesi ya wɛnɛ, nde ya nzanga, o ndɔtɔ, mwanze mɔnɔmɔ wa Ŋwaphongo kanyɔlɔ oka yɛ kamoɓangye yokye: «Kɔlɔnɛlɛ!» 
ACT.10.4	Kɔlɔnɛlɛ aesi ya molembetela, na ɓɔɔɓɔ, aesi yaanola yokye: «Nkolo, lowɔ iye? Ŋwaphongo asepesi na maɓɔndɛsi ma wɛ na ɓolaa ɓookyele wɛ oka ɓaɓola, emba taambi ebunga. 
ACT.10.5	Emba uŋwaŋwa eye, toma ɓato o Yafo phɔ ɓaye na moto mɔnɔmɔ na nkombo Simo, owa kula ɓɛ́ɛ phɛ nkombo ya Petelo. 
ACT.10.6	Ali mobutu wa Simo mosuu, okokyele etoma ya mangoɓo ma manyama, okozale o ingambi sili o mokukulu ŋwa ebale eenɛnɛ.»
ACT.10.7	Waalɛmɔ anzelu owautaka imowɔlɛ, Kɔlɔnɛlɛ amba ya ɓanga ɓato ɓaɓale ɓa ingambi sɛ na tuluku mɔnɔmɔ okoɓɔndɛlɛ na okokumole Ŋwaphongo, uta kalakala o se ya miɓeko mɛ. 
ACT.10.8	Amba ya ɓaimola isɔ ya moimolaka ɓɛ, amba ya ɓatoma o Yafo.
ACT.10.9	Ɓo yana, mɛna ɓato mɛ ɓatakaɓa o nzela, ɓaesi ya koma phɛnɛphɛ na mokyisi, Petelo aesi ya baa o motɔndɔ ŋwa ingambi ŋwaalangyema phɔ ya iɓɔndɛlɛ. Yaɓaka phɛnɛphɛ na bunya i moto. 
ACT.10.10	Kasi aesi ya oka nzala, emba alukaka iza. Waɓa ɓɛ́ɛ ɓamolambele ya izaa. Aesi ya lɔtɔ ndɔtɔ. 
ACT.10.11	Awɛni ikolo siziɓo, ekɔ yɔnɔyɔ ndokolo imputa sinɛnɛ, ɓasiphisi o matuu masɔ mane, siute o se. 
ACT.10.12	Emba onte ya sango, yaɓaka manyama masɔ ma makolo mane na malande na ibu, na manyɔsi ndengye na ndengye. 
ACT.10.13	Ŋwɛsi mɔnɔmɔ moesi ya mowɔlɛ oɓokye: «Tɛmɛ, Petelo! Ɓoma ozee.» 
ACT.10.14	Petelo amba ya buya yokye: «Phe, Nkolo! Phɔ o ɓomɔɔ pha nga, naino size ntoma ya ekyila na ya sɔkɔtɔ.» 
ACT.10.15	Amba kula oka ŋwɛsi mɔnɔmɔ mowɔ nɛ, phɔ ya mbala eya iɓale oɓokye: «Ekpele ebuye Ŋwaphongo elaa, iwɛ tokokyi iwɔ oɓokye eli sɔkɔtɔ!» 
ACT.10.16	Lowɔ mɛ lakyelama mbala iyato, emba ekɔ mɛ nɔnɔ waabutwa yango o ikolo.
ACT.10.17	Petelo ameka imilimbolela yo mampenza ntina ya ndɔtɔ euti yo ilɔtɔ, sakoka, nde imbɛlɛ mɛ, ɓatima ɓa Kɔlɔnɛlɛ ɓaɓaka ɓakyɛmituna mboka esɔ wali ingambi sa Simo, ɓaesi ya koma o munɔkɔ ŋwa lopango. 
ACT.10.18	Ɓamba butwa ɓaɓangye na ɓambe na tuna ɓɛkye: «Simo Petelo kazale wawa?» 
ACT.10.19	Petelo aɓaka kataumunya nde ndɔtɔ yɛ, kasi Ɓolɔɓɔ amba wɔ nɛ yokye: «Kyeka, ɓato ɓaɓale ɓaelukye. 
ACT.10.20	Uta uwaŋwa eye, kyɛndɛ na ɓɛ́ɛ molɔngɔ, samakamaka, phɔ eli nga moto oɓatomi.» 
ACT.10.21	Ɓoɓɛlɛ, Petelo amba ya uta ikyɛɓenga ɓato mɛ. Amba ya wɔ na ɓɛ́ɛ yokye: «Nga oyo. Eli nga moto okolukye ɓɛ̀ɛ. Oesi ya nkyeka phɔ ya'ye?» 
ACT.10.22	Ɓamba mobuyisa ɓɛkye: «Eli mokonzi ŋwa ɓatuluku, Kɔlɔnɛlɛ, moto mɔnɔmɔ wa ɓosembo, okoile Ŋwaphongo, oli na ná moɓesi molaa onte ya Ɓayuda ɓasɔ. Mwanze wa Ŋwaphongo amowɛninya oɓokye asengyesi ikyela oɓokye okyɛndɛ o ingambi sɛ phɔ aokye maphɔɔ ma wɛ.» 
ACT.10.23	Petelo amba ya ɓanyɔsa, amba ya ɓayamba.
ACT.10.23	Ɓo yana, amba ya kyɛ na ɓɛ́ɛ molɔngɔ na ɓɛbi ɓaayɔkɔ ɓa Yafo. 
ACT.10.24	Bunya pha sima, amba ya koma o Sezare. Kɔlɔnɛlɛ, o mbale yɛ, waɓa yo kaɓaziya, aɓangaka ɓanaa nyango, na ɓɛbi nɛ ɓalɔɓɔ zingana na nɛ. 
ACT.10.25	Imbɛlɛ saa koma Petelo, Kɔlɔnɛlɛ amba kyɛ vana nɛ, emba amba mivaka o makolo mɛ phɔ ya imokumbela. 
ACT.10.26	Petelo amba ya wɔ nɛ yokye: «Iŋwa, phɔ na nga nali nde moto ɓoli wɛ». Ɓoɓɛlɛ amba ya mophila phɔ ya imunola.
ACT.10.27	Emba, bibi kawɔnɔ nɛ, amba nyɔlɔ. Wakyɛ wɛnɛ yo moluku ŋwa ɓato, 
ACT.10.28	amba ya wɔ yokye: «Ɓo koeɓe ɓɛ̀ɛ, eli ekyila phɔ ya Moyuda angana elele yɔnɔyɔ naa ikumana na mobutu. Kasi oka nga, Ŋwaphongo kaute insɔsɔlisa oɓokye tewasengyesi iwɔ oɓɔkye moto oyɔkɔ ali na sɔkɔtɔ naa tali wa iɓa nɛ elele yonɔyɔ. 
ACT.10.29	Yango mɛna naesi saika ziko wambangyi wɛ. Kasi uŋwaŋwa eye, nazingyi iyeɓa ntina embangyi na wɛ.» 
ACT.10.30	Kɔlɔnɛlɛ amba ya buya yokye: «Lɔlɔ wakokyi nkɔlɔ iyato, o ngonga eya iyato eya nkɔkɔlɔ, naɓaka naɓɔndɛlɛ o ingambi sa nga. Mbala yɔnɔyɔ, moto mɔnɔmɔ alati bitobu bilaa aesi ya tɛmɛ o ɓoo pha nga 
ACT.10.31	kawɔ na nga yokye: “Kɔlɔnɛlɛ, iɓɔndɛsi sa wɛ ɓasianosi, na ɓolaa ɓokyele wɛ ɓato, Ŋwaphongo kaɓoumunya. 
ACT.10.32	Emba toma moto mɔnɔmɔ o Yafo phɔ ya ikyɛ ɓanga Simo, owaphɛ ɓɛ́ɛ nkombo ya Petelo, aye wawa. Ali mobutu o ingambi sa Simo okokyele etoma ya mangoɓo ma manyama, ingambi sɛ sili o mokukulu ŋwa ebale eenɛnɛ.” 
ACT.10.33	Nde o sina imbɛlɛ, naesi ya toma ɓakyɛ eluka. Emba oɓee na ɓanga na lozingo phɔ ya iyaloɓenga. Uŋwaŋwa eye, kyeka ɓanga ɓasɔ o ɓoo pha wɛ phɔ ya iyoka isɔ ietomi na Nkolo iya loimola.»
ACT.10.34	Ɓoɓɛlɛ, Petelo amba ya ingola munɔkɔ yokye: «Nde phɛlɛ, nawɛni oɓokye Ŋwaphongo tali mbale nde na moto monɔmɔ. 
ACT.10.35	Emba na o maɓota masɔ, moto munsɔ okomwile na okokyele ɓosembo, Ŋwaphongo kamoanole. 
ACT.10.36	Simo yɛ, aetomela ɓato ɓa Isalayɛlɛ: Simo Elaa na ɓose, na nzela ya Yesu Klisto, iyo oli Nkolo ya ɓato ɓasɔ. 
ACT.10.37	Ɓɛ̀ɛ koloeɓe. Lowɔ laokana o Yuda mobimba, lauta o Galileya, sima ya batisimo eyateyaka Yoane. 
