MAT.1.1	LLyver 
ACT.19.37	Can ys dug
ACT.19.38	Erwydd paam a
ACT.19.39	Eithyr a
ACT.19.40	Can ys in peryclir rac ein 
ACT.19.41	Ac wedy iddo ymadrod velly, y 
ACT.20.1	AC wedy darvot yspeidiaw or derfysc, y galwodd Paul y discipulon ataw, ac y 
ACT.20.2	Ac wedy iddaw vynet, trwy y parthae hyny, a’ ei h’annoc drwy lawer o ymadrodd, yd aeth ef 
ACT.20.3	Ac yn ol trigio 
ACT.20.4	A’ chyd‐ymddaith ac ef ir Asia a wnaeth Sopater 
ACT.20.5	Yr ei hynn aeth
ACT.20.6	Ac ni
ACT.20.7	A’r dyð cyntaf or 
ACT.20.8	Ac ydd oedd 
ACT.20.9	Ac eisteddawdd mewn ffenestr 
ACT.20.10	Ac Paul a ddescennawdd, ac a orweddawdd arnaw, ac ei coflleidiawdd, gan ddywedyt, Na chyffroet arnoch: can ys y mae ei 
ACT.20.11	Velly yn ol escen
ACT.20.12	Ac wy a dducesont y bachcen yn vyw, ac wy ddiddanwyt yn 
ACT.20.13	Yno yr aetham ymaith ir llong, ac ir hwyliesam 
ACT.20.14	Ac wedy y ddyvot ef atom y y Assos, 
ACT.20.15	Ac mordwyaw a wnaetham o 
ACT.20.16	Can ys 
ACT.20.17	Erwydd pa ble it, o Miletum yd anvonodd ef y Ephesus, ac y galwoð 
ACT.20.18	Yr ei pan ddaethant ataw, ef a ddyvot wrthwynt, Chwi
ACT.20.19	yn goasonaethy yr Arglwydd gyd ac oll gestyngeiddrwydd‐meddwl, a’ llawer daigr, a’ 
ACT.20.20	ac val na ’ommeddeis ddim ar oedd 
ACT.20.21	gan testiaw 
ACT.20.22	Ac yn awr wele, 
ACT.20.23	Anid bot yr Yspryt glan yn testiaw ym‐pop dinas, gan ddywedyt, bot rhwymae a’ blinderoedd yn vy aros. 
ACT.20.24	Eithyr nad wy vi yn gwneythy dim devnydd, ac nid oes genyf vri ar 
ACT.20.25	Ac yr awrhon wele, mi ’wnn pan yw o hynn allan na bydd y chwi 
ACT.20.26	Erwydd paam eich galwaf yn testolaeth y dydd heddyw, vy‐bot i yn ’lan y wrth waet 
ACT.20.27	Can na childynnais i ddim, rac dangos ychwy oll gyccor Dew. 
ACT.20.28	Edrychwch gan hyny arnoch eeich hunain, ac ar yr oll ddevait, ar yr ei y gwnaeth yr Yspryt glan chwi yn 
ACT.20.29	Can ys mi a wn hyn, yn ol vy mynediat, y daw bleiddiae trymion, yn eich plith, eb eiriach y 
ACT.20.30	Eb law hynny, o hanoch eich hunain y cyvyd gwyr a adroddant bethae trawsion, y dynny discipulon ar ei hol. 
ACT.20.31	Am hyny gwiliwch a’ meddyliwch, pan yw tros yspait tair blynedd na pheidiais i a rhybyddio pop vn, ðydd a’ nos a da
ACT.20.32	Ac yr awrhon vroder, eich gorchymynaf i Ddeo, ac i air y rat ef, yr hwn ys yð abyl y adeiliat angwanec, a’rhoi y chwy 
ACT.20.33	Ariant 
ACT.20.34	Ac chwy
ACT.20.35	Yr oll bethae a ddangoseis y‐chwy, p’odd gan weithiaw velly, y dylech gynnal y gweiniaid, a’ choffa geiriae yr Arglwydd Iesu, can yddaw 
ACT.20.36	Ac wedy yddo ddywedyt hyn, y 
ACT.20.37	Yno yr wylesont wy oll yn ddirvawr, ac y rhuthresont yn‐mwngl Paul, aei gyssany, 
ACT.20.38	gan ymovidio yn bennaf o bleit y gairiae a ddywedesei ef, Na chaffent 
ACT.21.1	A’ Gwedy, daroedd y ni ddiangori, ac ymady ac wynt, ni a 
ACT.21.2	A’ gwedy i ni gahel llong y elei trosodd i Phoinice, ni aetham iddi, ac a hwyliesam ymaith,
ACT.21.3	A’ gwedy ymðangos o 
ACT.21.4	A’ gwedy i ni gaffael discipulon, 
ACT.21.5	Ac yn ol 
ACT.21.6	Ac wedy daroedd y ni 
ACT.21.7	Ac yn ol i ni gorphen hwyliaw o ywrih Tyrus, y 
ACT.21.8	A’ 
ACT.21.9	Ac iddaw ydd oedd pedeir merchet o 
ACT.21.10	Ac mal ydd oeðem yn aros yno lawer o ddyðiae yd aeth 
ACT.21.11	A gwedy iddo‐ddyvot 
ACT.21.12	A’ gwedy clywed o hanam hynn yma, 
ACT.21.13	Yno ydd atebawdd Paul ac y dyvot: Pa wylo a wnewch gā 
ACT.21.14	A’ phryt na ellit 
ACT.21.15	Ac yn ol y dyddiae hynn y cymersam ein 
ACT.21.16	Ac e ddaeth gyd a ni rei or discipulon o Caisareia, ac a dduc
ACT.21.17	A’ gwedy ein dyvot i Gaersalem, in 
ACT.21.18	A’r 
ACT.21.19	A’ gwedy iddo ei 
ACT.21.20	Velly pan glywsant hyny, y rhoddesont ’ogoniant ir Arglwydd, ac y dywetsont wrthaw: 
ACT.21.21	Ac wy a glywsant am danat, dy vot yn dyscu yr oll Iuddaeon, ys ydd ym plith y Cenetloedd, y ymwrthðot a’ Moysen, ac yn dywedyt, na ddlent anwaedy ar ei plant, na byw yn ol y devodae.
ACT.21.22	Pa beth gā hyny ’syð yw 
ACT.21.23	Can hyny gwna hyn yma a ðywedwn wrthyt, Mae genym pedwar‐gwyr a wnaethant 
ACT.21.24	Cymer 
ACT.21.25	Can ys 
ACT.21.26	Yno Paul a gymerawdd y gwyr, a’ thranoeth yr ymlanhaodd e y gyd ac wynt, ac ydd aeth y mewn ir Templ, gan 
ACT.21.27	A’ gwedy gorphen hayach
ACT.21.28	Can lefain, 
ACT.21.29	Can ys gwelesent or blaen yn y dinas gyd ef 
ACT.21.30	Yno y cyffrowyt yr oll ddinas, ac y rreddodd y popul yn‐cyt: ac a 
ACT.21.31	Ac val ydd oeddent yn 
ACT.21.32	Ac yn y van ef gymerawdd vilwyr a’ Chanwriait, ac a redawdd y waeret 
ACT.21.33	Yna y daeth y pen‐Captaen yn nes ac y daliodd ef, ac a ’orchymynawdd ei rwymo a dwy catwyn, ac a holodd pwy 
ACT.21.34	A’r ei a lefynt vn peth, ereill beth arall, 
ACT.21.35	A’ gwedy y ddyvot ef ir 
ACT.21.36	Can ys y dorf popul oeð yn 
ACT.21.37	A’ phan 
ACT.21.38	Any
ACT.21.39	Yna y dyvot Paul, Yn ddiau, gwr wy vi o Iuddew, 
ACT.21.40	Ac wedy daroedd iddaw ganiady, y safawdd Paul ar y 
ACT.22.1	HA wyr vroder, a’thadae, gwrandewch vy‐
ACT.22.2	A’ phan glywsant mae yn y tavot Hebreo ydd oedd ef yn llavaru wrthynt, mwy o ’ostec a roddesont, ac ef ddyvot,)
ACT.22.3	Gwr yn ddiau yw vi, o Iddew, a’r anet yn‐Tarsus yn Cilicia, anid 
ACT.22.4	A’ 
ACT.22.5	Megis ac y mae yr Archoffeiriat yn test ymy, a’r oll Henadurieth: y gan y’r ei hefyd y
ACT.22.6	¶ Ac e 
ACT.22.7	Y n y 
ACT.22.8	Yno ydd atebais i
ACT.22.9	Ac wyntwy a’r oeddynt gyd a mi, a welsant yn wir y goleuni ac a ofnysont: eithyr ny chlywsant lef
ACT.22.10	Yno y dywedais i, Pa 
ACT.22.11	A’ phryt na vedrwn‐welet gan ’ogoniant y golauni hwnw, im 
ACT.22.12	Ac vn Ananias gwr dwywol, 
ACT.22.13	a ddaeth ataf, ac a safodd, ac a ddyvot wrthyf, 
ACT.22.14	Ac ef a ddyvot, Dew ein tadae a racordeniodd yty, gael gwybot y veddwl ef, a’ gwelet y Cyfiawn hwnw, a’ chlywet y lleferydd ei enae. 
ACT.22.15	Can ys byddy test iddaw wrth pop dyn, 
ACT.22.16	Ac am hyny paam y trigy? Cyvot, a’ baddier di, a’ golch ymaith dy bechotae, gan ’alw ar Enw yr Arglwydd.
ACT.22.17	Ac e 
ACT.22.18	a’ y welet ef yn dywedyt wrthyf, 
ACT.22.19	Yno y dyweis 
ACT.22.20	A’ phan 
ACT.22.21	Yno y dyvot ef wrthyf, Does ymaith: can ys 
ACT.22.22	Ac 
ACT.22.23	A’ malydd oeddynt yn 
ACT.22.24	y gorchymynawdd y pen‐Captaen vynet ac ef ir castell, ac archodd ei 
ACT.22.25	Ac wrth y rwymo ef a chareiae, y dyvot Paul wrth y Canwriat, oedd yn sefyll 
ACT.22.26	A’ phan glybu y Cannwriat, ef aeth, ac a vanagawð wrth y pen‐Captaen, gan ðywedyt, 
ACT.22.27	Yno yd aeth y pen‐Captaen, ac a dyvot wrthaw, Dyweit ymy, Ai Ruueinwr 
ACT.22.28	A’r pen‐captaen a attebawdd, A 
ACT.22.29	Ac yno eb ’ohir ydd ymadaosont ac ef, yr ei oedd ar vedr ei holi 
ACT.22.30	A’ thranoeth, erwydd y vot ef yn ewyllysio gwybot diogelrwydd, am pa am y cyhuddit ef gan yr Iuddaeon, ef ei gellyngawdd yn rhydd o rhwymae, ac a ’orchymynawdd bot ir Archoffeiriait a’r oll 
ACT.23.1	PAul yntae a edrychawdd yn ddyfri ar y Cyccor, ac a ddyvot, 
ACT.23.2	Yna yr Archoffeirat Ananias, a ’orchymynawdd yr ei oedd yn sefyll yn ei emyl, 
ACT.23.3	Yno y dyvot Paul wrthaw, Eath dery Dew 
ACT.23.4	A’r ei oedd yn sefyll gerllaw, a ddywedynt 
ACT.23.5	Ac Paul a ddyvot, Ny wybuum i, vroder, 
ACT.23.6	Eithyr pan ddeallawdd Paul vot y naill parth 
ACT.23.7	A’ gwedy yddo ddywedyt hynn 
ACT.23.8	Can ys y Tsadduceit a ddywedant, nad oes 
ACT.23.9	Yno y bu 
ACT.23.10	A’ phan g
ACT.23.11	Ar nos
ACT.23.12	A’ gwedy y 
ACT.23.13	Ac ydd oedd mwy no dauugain‐
ACT.23.14	Ac wyntwy a ddaethant ac yr Archoffeiriat ar Henafiait, ac a ddywed
ACT.23.15	Yr owrhon gan hyny, arwyddocewch 
ACT.23.16	Eithyr pan glybu 
ACT.23.17	Ac Paul a alwodd vn o’r Cannwriait attaw, ac a ddyvot, Dwc y 
ACT.23.18	Ac ef ei cymerth, ac ei duc at y pen‐Captaen, ac a ddyvot, Paul y carcharawr am galwodd attaw, ac a ddysyfawdd arnaf ddwyn y gwr‐ieuanc hwn atat, can vot gantaw 
ACT.23.19	Yno y pen‐Captaen ei cymerth 
ACT.23.20	Ac 
ACT.23.21	Eithyr 
ACT.23.22	Yno y pen‐Captaen a ollyngawdd ymaith y gwr‐ieuanc, ac a ’orchymynawdd yddaw na venagei y neb, ddangos o 
ACT.23.23	Ac ef a alwodd attaw ðau 
ACT.23.24	a pharatoant 
ACT.23.25	Ac ef a escrivenawdd lythyr ar y ffurf hon. 
ACT.23.26	Claudius Lysias 
ACT.23.27	Wrth ddal
ACT.23.28	A’ phan oeddwn yn ewyllysiaw gwybot yr achos, y cuhaddesent ef, y dugais ef at y Cyccor hwy. 
ACT.23.29	Yno y deellais mae ei guhuddaw a wnaethit am 
ACT.23.30	A’ gwedy dangos y mi, mal yr oedd yr Iuddaeon yn 
ACT.23.31	Yno yr milwyr me
ACT.23.32	A’r 
ACT.23.33	A’ phan ddaethant i Caisareia, y rroddesont 
ACT.23.34	Velly wedy daroedd ir President ei ddarllen, a’ gofyn o ba 
ACT.23.35	mi ath wrandawaf, eb yr 
ACT.24.1	AC yn ol pemp die
ACT.24.2	A’ gwedy ei ’alw 
ACT.24.3	 yð ym 
ACT.24.4	Eithr rac bot ymy dy ðal
ACT.24.5	Can ys cawsam y gwr hwnn yn 
ACT.24.6	ac a 
ACT.24.7	Eithyr y pen‐Captaen Lysias 
ACT.24.8	gan orchymyn y
ACT.24.9	A’r Iuddaeon 
ACT.24.10	Yno Paul, gwedy amneidio o’r President arnaw y amadrawddd a atebawdd, Y mae yn 
ACT.24.11	can ys gelly wybot, nad oes anid dauddec die
ACT.24.12	Ac ny im cawsant i yn y Templ yn 
ACT.24.13	Ac ny allant 
ACT.24.14	Eithr cyffessy yty 
ACT.24.15	a’ gobeith ’sy genyf ar Ddew, am yr vn cyfodiadi
ACT.24.16	Ac yn hyn ydd wy vi 
ACT.24.17	Ac 
ACT.24.18	 yn 
ACT.24.19	Yr ei a 
ACT.24.20	Ai 
ACT.24.21	dieithr am y 
ACT.24.22	Pan glybu Felix y pethae hynn, yr oedawdd 
ACT.24.23	Yno ydd archawdd i Gannwriat gadw Paul, a gadael iddaw gahel 
ACT.24.24	Yn ol 
ACT.24.25	Ac mal ydd oedd ef yn 
ACT.24.26	Ac ydd oedd 
ACT.24.27	A’ gwedy cerddet dwy 
ACT.25.1	GAn hyny gwedy dyvot Festus ir 
ACT.25.2	Yno 
ACT.25.3	a’ chan erchy 
ACT.25.4	Eithyr Festus a atebodd, 
ACT.25.5	Can hyny (eb yr ef) dauet yr ei o hanoch chwi ’sy 
ACT.25.6	Pryt na thrigesei ef yn y plith wy 
ACT.25.7	Ac wedy ei ddyvot, yr Iuddaeon y ddaethent o Gaerusalem, a safasont o ei amgylch, ac a ddodesont lawer o achwyniō trymion yn erbyn Paul, yr ei ny ellynt ei provi, 
ACT.25.8	can yddaw 
ACT.25.9	Er hyny Festus yn ewyllysiaw cahel 
ACT.25.10	Ac Paul a ddyvot, Ydd wyf yn sefyll 
ACT.25.11	Can ys, a’
ACT.25.12	Yno Festus wedy daroedd iddaw ymddiddam a’r Cygcor, a atebawð, 
ACT.25.13	Ac yn ol swrn o ddyddiae, y Brenhin Agrippa a’ Bernice ydd aethant y wared y Caisareia y 
ACT.25.14	A’ gwedy yddwynt aros yno lawer o ddyddiae, Festus a venagawdd ir Brenhin 
ACT.25.15	Am yr hwn pan ddaethym i Caerusalem, ydd oedd yr Archoffeiriait a’ Henafiait yr Iuddeon yn 
ACT.25.16	I ba ’r ei ydd atebeis, nad yw 
ACT.25.17	Wrth hyny gwedy ei dyvot wy yma, 
ACT.25.18	Yn erbyn ba vn pan safawdd y cuhyddwyr i vyny, ny 
ACT.25.19	amyn bot ganthwynt ryw 
ACT.25.20	A’ mi
ACT.25.21	Eithyr can ðarvot iddaw apello y ny gedwit ef i 
ACT.25.22	Yno Agrippa a ddyvot wrth Festus, A’ mi
ACT.25.23	A’ thranoeth wedy dyvot Agrippa a’ Bernice a 
ACT.25.24	Ac y 
ACT.25.25	Er hyny ni vedreis i gael arnaw wneythy dim teilwng o angae: anid can ddarvot iddaw appelo at Augustus 
ACT.25.26	Am pa vn nid oes genyf ddim talgrwn yw escriveny at 
ACT.25.27	Can ys anrysymol y tybiaf 
ACT.26.1	YNo y dyvot Agrippa wrth Paul, e genietir yty 
ACT.26.2	 dedwydd y tybiaf 
ACT.26.3	yn bēddivaddae, can dy vot ti yn gwybot o ywrth yr oll ddevodae, a’ chwestionae ’r ysydd ym‐plith yr Iuddaeon: erwydd paam, yr atolygaf yty, vy‐gwrandaw yn ddioddefgar. 
ACT.26.4	Ac am vy‐buchedd om mabolaeth, a’ pha ryw wedd 
ACT.26.5	yr ei am adwaenēt 
ACT.26.6	Ac yr awrhon ydd wy yn sefyll ac im cyhuddir am obaith yr adewit a wnaed y gan Ddew i ein tadae. 
ACT.26.7	At 
ACT.26.8	Paam y tybir yn 
ACT.26.9	Mi
ACT.26.10	Yr hynn beth a wnaethym i yn‐Caerusalem: can ys llawer o’r Sainct a ’orchaeais yn‐carchar
ACT.26.11	A’ 
ACT.26.12	 yn hynn, pan aethym i Ddamasco ac awturtawt, a’ 
ACT.26.13	ar hanner dydd, a’ Vrenhin, 
ACT.26.14	A’ gwedy daroedd y ni oll 
ACT.26.15	A’ mi
ACT.26.16	Eithyr cyvod 
ACT.26.17	gan dy waredy y wrth y 
ACT.26.18	er 
ACT.26.19	Am hyny, Vrenhin Agrippa, nid anvfyddheis i ir weledigaeth nefawl, 
ACT.26.20	ani
ACT.26.21	Am yr achos hynn 
ACT.26.22	Er hyny mi gefeis borth y gan Ddew, ac wyf yn 
ACT.26.23	bot i Christ ddyoddef ac yðaw 
ACT.26.24	Ac mal ydd oedd ef yn atep hynn drostaw ehun, y dyvot Festus a llef vchel, Paul, ydd wyt 
ACT.26.25	Ac 
ACT.26.26	Can ys 
ACT.26.27	 Vrenhin Agrippa, 
ACT.26.28	Yno y ’saganei Agrippa wrth Paul, Yðwyt 
ACT.26.29	Ac Paul a ddyvot, 
ACT.26.30	Ac wedy yddaw ddywedyt hyn, y cyvododd y Brenhin 
ACT.26.31	Ac wedy yddwynt vyned o’r ailltu, wynt a gympwyllesont yn ei plith ehunein, gan ddywedyt, Nid yw’r 
ACT.26.32	Yno y dyvot Agrippa wrth Festus, Ef ’ellit gellwng y 
ACT.27.1	GWedy daroedd 
ACT.27.2	A’ dringo a wnaethom i long o Adramyttium ar vedr hwyliaw ar dueðae yr Asia, ac a dynasō ymaith, ac Aristarchus or Macedonia o 
ACT.27.3	A’r dydd 
ACT.27.4	Ac o 
ACT.27.5	A’ gwedy 
ACT.27.6	ac yno cahel or Cannwriat long o Alexandria, yn hwyliaw ir Ital, ac a’n 
ACT.27.7	A’ gwedy y ni hwyliaw yn 
ACT.27.8	ac o vreidd yr hwyliesam hebddei, ac a ddaetham i ryw le elwit y Porthlaðoeð prydferth, ac yn gyfagos iddaw ydd oedd dinas Lasaia. 
ACT.27.9	Velly wedy cerddet llawer o amser, ac yn awr bot moriaw yn 
ACT.27.10	gan ddywedyt wrthynt, 
ACT.27.11	Er hyny y gyd mwy y credei y Cannwriat ir llywydraethwr a’r llong-lywydd na’ ar pethae y ddywed
ACT.27.12	A’ phryt nad oedd y porthladd yn aðas y ’ayafy 
ACT.27.13	A’ pan 
ACT.27.14	Eithyr cyn pen ne‐mawr 
ACT.27.15	A’ phan attelit y llong, ac na allai 
ACT.27.16	A’ gwedi yni redec goris ynys vach a elwit Clauda, braidd y gallesam gahel ir bad, 
ACT.27.17	yr hwn a 
ACT.27.18	A’r 
ACT.27.19	a’r trydydd dydd y bwriesam an dwylaw ein hunain daclae y llong allan 
ACT.27.20	Ac pryd na welit na’r haul na’r ser dros 
ACT.27.21	Eithyr yn ol hir 
ACT.27.22	Ac yr awrhon ydd eiriolaf arnoch vod yn dda ei cyssir: can na chollir vn 
ACT.27.23	Can ys safawdd 
ACT.27.24	gan ddywedyt, Nac ofna Paul: can ys dir yw dy 
ACT.27.25	O bleit paam, 
ACT.27.26	Eithyr dir yw ein 
ACT.27.27	A’ gwedy dyvot y petwaredd nos ar ddec, mal ydd oeddem yn 
ACT.27.28	ac a 
ACT.27.29	Ac wy yn ofny rac syrthio mewn ryw leoedd 
ACT.27.30	Ac mal ydd oedd y llongwyr yn ceisiaw ffo 
ACT.27.31	y ’syganei Paul wrth y Cannwriat a’r milwyr. A’ ddieithyr ir ei hyn aros yn y llong. ny ellw‐chwi vot yn 
ACT.27.32	Yno y torawdd y 
ACT.27.33	A’ gwedy dechrae y bot hi yn ddydd, yr eiriolawdd Paul ar bawp gymeryt bwyt, gan ddywedyt, Llyma ’r pedwerydd dydd ar ddec ydd arosoch, ac y parhaesoch 
ACT.27.34	Am hyny yð eiriolaf arnoch gymeryt bwyt: can ys lly’ma eich 
ACT.27.35	A’ gwedy iddaw ddywedyt hynn, y cymerawdd vara, ac y diolchawdd i Ddew, yn‐
ACT.27.36	Yno y 
ACT.27.37	Ac ydd oedd o hanam 
ACT.27.38	A’ gwedy daroedd yddynt vwyta 
ACT.27.39	Ac pan ytoedd hi ddydd, nid adnabuont wy yr 
ACT.27.40	Ac wedy yddwynt dderchafy yr ancorae, y maddeuesont 
ACT.27.41	A’ gwedy dygwydo o hawynt mewn lle dauvor‐
ACT.27.42	Yno cycor y milwyr oedd lladd y carcharorion, rac bot ir vn 
ACT.27.43	Eithyr y Cannwriat yn ewyllysio cadw Paul, ei goharddawdd ywrth y cygcor 
ACT.27.44	ac bot ir lleill, ’rei ar 
ACT.28.1	AC wedy yddwynt ddianc yn‐iach, yno y gwybuant mae 
ACT.28.2	A’r 
ACT.28.3	A’ gwedy casclu o Paul talm o vriwyð, a’ ei dody ar y tan, e ddaeth 
ACT.28.4	A’ phan welawdd y Barbarieit y 
ACT.28.5	Ac ef e a yscytwodd y bwystvil y wrtho ir tan ac ny bu arno ddim eniwed. 
ACT.28.6	Eithyr wynt
ACT.28.7	Yn y 
ACT.28.8	At e 
ACT.28.9	A’ gwedy gwneythyd hynn, yr‐eill hefyt or ynys, ar oedd hein
ACT.28.10	yr ei an 
ACT.28.11	Ac ar ben y trimis ir aetham 
ACT.28.12	Ac wedy ein 
ACT.28.13	Ac o
ACT.28.14	lle causam vroder, ac in deisyfwyt i drigo gyd ac wynt saith die
ACT.28.15	Ac o 
ACT.28.16	Ac vel’y wedy ein dyvot i Ruuein, y rhoðes y Cāwriat y carcharoriou at y Captaen‐goruchaf: eithyr Paul y adwyt y drigo 
ACT.28.17	Ac ar ben y tridie, y galwoð Paul 
ACT.28.18	y r ei wedy darvot yð wynt vy holi, a vynesent vy‐gellwng ymaith, can nad oedd ðim achos angae ynof. 
ACT.28.19	Eithyr can vot yr Iuðaeon yn gwrthðywedyt, im cympellwyt i appelo 
ACT.28.20	Ac or achos hyn y galweis am danoch, y 
ACT.28.21	Ac wy
ACT.28.22	Eithyr 
ACT.28.23	A’ gwedy gosot die
ACT.28.24	A’r ei a gydsynient a’r y pethae, ry ðywed
ACT.28.25	A’ phryt nad oedden yn cydcordio yn ei plith ei hunain, ymadael a wnaethant, gwedy dywedyt o Paul vn gair, 
ACT.28.26	gan ddywedyt, Cerdd
ACT.28.27	Can ys calon y popul hynn a vrassawyt, ac aei clustiae 
ACT.28.28	Gwybodedic gan hyny vo ychwy, mae yr 
ACT.28.29	A’ phan ddyvot ef y pethae hyn, ydd aeth yr Iuddaeon ymaith, gan vot ymresymy mawr ganthwynt yn ei plith ehunain. 
ACT.28.30	Ac Paul a drigawdd ddwy vlynedd yn ei duy ardrethol, ac a 
ACT.28.31	gan pregethy teyrnas D
ROM.1.1	PAUL gwas
ROM.1.2	(yr hō a racaðawoð ef drwy ei Brophwyti yn yr scrythurae glan) 
ROM.1.3	am ei Vap Iesu Christ ein Arglwydd 
ROM.1.4	ac a ðeclarwyt yn 
ROM.1.5	trwy ’r hwn y
ROM.1.6	ymysc yr ei n ydd yw chwi hefyt yn ’alwedigion Iesu Christ: 
ROM.1.7	At
ROM.1.8	Ac yn gyntaf y diolchaf i’m Duw trwy Iesu Crist trosoch 
ROM.1.9	Can ys bot Duw yn test ymy (yr hwn wyf yn ei wasanaethu yn vy yspryt yn Euangel y Vap ef) vy‐bot yn 
ROM.1.10	yn ’oystadawl yn vy‐gweddiau, yn 
ROM.1.11	Can ys bot yn hir
ROM.1.12	’sef yw hyny, er cael cyd 
ROM.1.13	Can hyny vroder, 
ROM.1.14	Dyledwr wyf ac ir Groecieit, ac ir Barbarieit, 
ROM.1.15	Wrth hyny, yd y mae yno vi, parot wyf i 
ROM.1.16	Can nad cywiliðus‐genyf Euāgel Christ: o bleit gallu Duw yw hi er 
ROM.1.17	Can ys 
ROM.1.18	Can ys digo
ROM.1.19	can ys cymeint ac aller ei 
ROM.1.20	O bleit y anweledig
ROM.1.21	O bleit ac yn hwy yn adnabot Duw, ny
ROM.1.22	Pan dybient y bot yhunain yn ddoethion, 
ROM.1.23	Can ys wy a 
ROM.1.24	Erwydd paam y rhoes Duw hwy i vyny
ROM.1.25	 yr ei a droent wirionedd Duw yn gelwydd, ac a 
ROM.1.26	O bleit hyn y rhoddes Duw hwy i vyny
ROM.1.27	Ac yn gyffelyp hefyt y 
ROM.1.28	Can ys megis na bu wiw ganthwynt 
ROM.1.29	ac 
ROM.1.30	yn athrodwyr, yn ddigasoc ganthyn Dduw, yn 
ROM.1.31	yn 
ROM.1.32	Yr ei, er eu bot yn adnabot 
ROM.2.1	CAn hyny diescus
ROM.2.2	Eithyr gwyddom vot barn Duw 
ROM.2.3	Ac a dyby 
ROM.2.4	Neu a dremygy 
ROM.2.5	Eithyr 
ROM.2.6	yr hwn a rydd i bawp 
ROM.2.7	, ir ei gan barhau yn gwneuthur daioni, a geisiant ’ogoniat, ac anrydedd, ac 
ROM.2.8	eithyr ir ei 
ROM.2.9	Trwbl ac ing 
ROM.2.10	Eithyr i bop vn a wna dda
ROM.2.11	Can nad oes 
ROM.2.12	Obleit pa sawl bynac a bechasant 
ROM.2.13	Can ys nyd gwrandawyr y Ddeddyf ynt 
ROM.2.14	Obleit pan 
ROM.2.15	 yr ei a ddangosant 
ROM.2.16	yn y dydd pan varno Duw ddirgeloedd dynion trwy Iesu Christ, erwydd yr Euangel veu
ROM.2.17	Wely, Iuddew ith elwir di, a’ gorph
ROM.2.18	ac yn gwybot y wyllys 
ROM.2.19	ac wyt yn coylio dy vot yn 
ROM.2.20	yn ddysciawdr ir ei an
ROM.2.21	 gan hyny rhwn a 
ROM.2.22	 yr hwn a ddywedy, Na 
ROM.2.23	 rhwn a 
ROM.2.24	Can ys Enw Duw a 
ROM.2.25	Can ys enwaediat yn wir a wna lles, a’s cedwy y Ddeðyf: eithyr a’s torwr y Ddeðyf vyðy, ef aeth dy enwaediat yn 
ROM.2.26	Can hyny a’s y dienwaediat a gaidw 
ROM.2.27	Ac any byð ir dienwaediat yr vn ’sy wrth 
ROM.2.28	Can nad yw ef yn Iuddew, yr hwn ’sy 
ROM.2.29	eithr efe ysy Iuddew yr hwn ’sy vn o
ROM.3.1	PA 
ROM.3.2	Llawer ym pop ryw vodd: can yn bennaf, am ’orchymyn yddwynt wy 
ROM.3.3	O bleit beth, er na
ROM.3.4	Na 
ROM.3.5	Velly a’s 
ROM.3.6	Ymbell yw: nei ynte pa wedd y barn Duw y byt? 
ROM.3.7	O bleit a’s gwirionedd Duw vu chelaethach trwy vy‐celwydd i y
ROM.3.8	Ac (megis in 
ROM.3.9	Beth am hyny? 
ROM.3.10	megis y mae yn scrivenedic, Nyd oes nep cyfiawn, nac 
ROM.3.11	Nyd oes nep a ddyall: nyd oes nep a ymgais 
ROM.3.12	 aethont oll 
ROM.3.13	Bedd agoret 
ROM.3.14	Yr ei ’sy a’ ei geneu yn llawn rheg
ROM.3.15	 buan 
ROM.3.16	Artaith ac aflwyð
ROM.3.17	A’ ffordd tangneddyf ny’s adnabuont. 
ROM.3.18	Nyd oes ofn Duw ger bron ei llygeit. 
ROM.3.19	A’ gwyddom 
ROM.3.20	Am hyny 
ROM.3.21	Ac yr owon yr eglurwyt cyfiawnder Duw eb y Ddeðyf, y gan destiolaeth y Ddeðyf a’r Prophwyti, 
ROM.3.22	, cyfiawnder Duw trwy ffydd Iesu Christ, i bawb, ac ar bawp a credant. Can nad oes ’ohan
ROM.3.23	can ys pechoð pawp, ac ynt yn 
ROM.3.24	ac wy a gyfiawnir yn 
ROM.3.25	yr hwn a ’osodes Duw yn 
ROM.3.26	y ddangos y pryd hyn y gyfiawnder ef, mal y byddei ef 
ROM.3.27	P’le gan hyny 
ROM.3.28	Ydd ym 
ROM.3.29	, ai Duw ’r Iuddeon yw ef yn unic, ac ny
ROM.3.30	Can ys vn Duw 
ROM.3.31	 velly yn gwneuthur y ddeðyf yn ddirym trwy ’r ffydd? Ymbell oedd: ’sef y
ROM.4.1	PA beth gan hyny a ddywedwn, ga
ROM.4.2	Can ys a’s Abraham a gyfiawnwyt 
ROM.4.3	Can ys pa 
ROM.4.4	Ac ir neb a weithia, ny chyfryfir y cyfloc 
ROM.4.5	Eithyr ir neb ny weithia, any
ROM.4.6	Megis ac y datcan Dauid 
ROM.4.7	, 
ROM.4.8	 dedwydd y gwr, ny 
ROM.4.9	 dedwyddid hyn aryr enwaediat 
ROM.4.9	Yr Epistol ar ddydd Enwaediat Christ.
ROM.4.9	Can ys‐dywedwn, 
ROM.4.10	Pa vodd y cyfrifwyt 
ROM.4.11	Yno y cymerth 
ROM.4.12	ac yn dat yr enwaediat, ny
ROM.4.13	Can ys yr addewit ar iddo vot yn etifedd ir byt, ny 
