MAT.1.1	Raa inɗe maamiraaɓe Yeesu *Almasiifu, ɓii *Ibraahim ɓii *Dawda :
ROM.9.26	Ɗoon to ɗum vi'eynoo ɓe : naa on yimɓe am,
ROM.9.26	ɗoon ɗum noddirta ɓe : ɓiɓɓe Allah mo yonki. »
ROM.9.27	Annabi Ecaaya boo volvii e semmbee dow Isiraa'iila'en o vi'i : « Koo to ɓiɓɓe Isiraa'iila ɗuuɗrii ba njaareendi regorde maayo, e noon fuu nder maɓɓe seɗɗa tan kisata, 
ROM.9.28	gam Allah no tabbitiney voliinde muuɗum dow duuniyaaru, o hebbiney nde ko yaawi. »
ROM.9.29	Kadimaa Ecaaya vi'ii ilaa :
ROM.9.29	« Kul Allah jawmu baawɗe fuu hornanaayno en iriiri,
ROM.9.29	daa en laatakeno kama si'ire Sodoma, daa en nanndiino e si'ire Gomora. »
ROM.9.30	Too, noye mbi'eten ? En mbaawi vi'igo *yimɓe ɓe laataaki Yahuudu'en keɓii aadilaaku ngu ɓe ngillaaki, waato aadilaaku keɓeteengu gada e goonɗingo *Almasiifu. 
ROM.9.31	Ammaa Isiraa'iila'en yillotooɓe laataago aadali'en gada e tokkugo *Tawreeta, ɓe keɓaay ɗum. 
ROM.9.32	Gam ɗume ? Gam ɓe ngilloraaki laataago aadali'en gada e goonɗinki, ammaa ɓe ngillorake ɗum gada e waɗgo kuuɗe booɗɗe. Ɓe pergake « haayre fergoore », 
ROM.9.33	kama no *Deftere vi'i :
ROM.9.33	« Rah, mi resii haayre
ROM.9.33	haayre do''oore yimɓe.
ROM.9.33	Ammaa goonɗinɗo nde fuu semtintaake. »
ROM.10.1	Banndiraaɓe, ko ngiɗmi nder ɓernde am, e ko torotoomi Allah woni Isiraa'iila'en kisnee. 
ROM.10.2	Mi caayduujo maɓɓe eɓe ngoodi ti'inaare ɗowtanaago Allah korey naa seɗɗa, ammaa ti'inaare maɓɓe daraaki dow anndal goongawal. 
ROM.10.3	Ɓe pahamaay no Allah laatinirta yimɓe aadali'en, ɓe mbaɗanii ko'e maɓɓe laawol heɓgo aadilaaku. Noon ɓe calorii laawol ngol Allah laatinirta yimɓe aadali'en. 
ROM.10.4	*Almasiifu woni timmoode baawɗe *Tawreeta, gam faa goonɗinɗo mo fuu laatoo aadaliijo. 
ROM.10.5	Raa ko *Muusa vinndi dow aadilaaku iɓngu gada e tokkugo Tawreeta : « Koo moye tokki ko Tawreeta vi'i, no heɓey yonki gada e tokkugo ka. » 
ROM.10.6	Ammaa raa ko *Deftere Seniinde vi'i dow aadilaaku keɓreteengu e goonɗingo Almasiifu, nde vi'i : « Ta'a vi' nder ɓernde maaɗa : Moye ƴeeŋata toon dow ? (waato gam jippinoygo Almasiifu nder duuniyaaru), »
ROM.10.7	koo kay : « Moye nattata ngaska lugguka, (waato gam ummitinoygo Almasiifu nder maayɓe). » 
ROM.10.8	Ammaa Deftere vi'i : « Voliinde Allah e ha'ade maaɗa, ende ɗoon nder honnduko maaɗa e ɓernde maaɗa. »
ROM.10.9	Gam to a vi'ii e honnduko maaɗa : Yeesu no Jawmiraawo, to a goonɗinii e ɓernde maaɗa Allah ummitinii mo nder maayde, a hisey. 
ROM.10.10	Gam e ɓernde neɗɗo goonɗinirta, Allah laatina mo aadaliijo, e honnduko boo neɗɗo saaydinirta, Allah hisna mo. 
ROM.10.11	Kama ko Deftere vi'i : « Goonɗinɗo mo fuu semtintaake. »
ROM.10.12	Jo'oni peerootiral walaa hakkunde Yahuudu'en e *ɓe laataaki Yahuudu'en. Ɓe fuu Jawmiraawo go'oto ɓe ngoodi. Emo saahanoo noddooɓe mo fuu. 
ROM.10.13	Gam Deftere vi'i : « Nodduɗo innde Jawmiraawo fuu no hisey. »
ROM.10.14	Ammaa noye yimɓe noddirta mo, to ɓe ngoonɗinaay mo ? Noye ɓe ngoonɗinirta mo, to ɓe meeɗaay nango habaru ma'ako ? Noye ɓe nanrata habaru ma'ako, to goɗɗo wa'ajinaay ɓe ? 
ROM.10.15	Ee noye yimɓe nga'ajinirta, to ɓe lilaaka ? Kama ko vinndaa nder Deftere : « Ɗume vooɗri ba jottaaki waddooɓe *Habaru Belɗum. »
ROM.10.16	Ammaa wanaa yimɓe fuu njaɓi Habaru Belɗum, noon no annabi Ecaaya vi'i : « Jawmiraawo, moye goonɗini bolle amin ? »
ROM.10.17	To noon, goonɗinki e iva e nango wa'aji, wa'aji boo e iva e voliinde Almasiifu.
ROM.10.18	Ammaa emi ƴama, koo ɗum goonga Yahuudu'en nanaay habaru ɗuum naa ? Goonga, ɓe nanii ɗum, gam Deftere vi'i :
ROM.10.18	« Wa'aji maɓɓe yahii koo toye nder duuniyaaru,
ROM.10.18	bolle maɓɓe njottake faa keerol duuniyaaru. »
ROM.10.19	Kadimaa mi ƴamey, yimɓe Isiraa'iila pahamaay naa ? Ila aran Muusa yeccake ko Allah vi'i yimɓe Isiraa'iila :
ROM.10.19	« Mi waɗey mbaɗon nalwiiru yimɓe ɓe ndesɗon naa no goɗɗum.
ROM.10.19	Mi waɗey yimɓe ɓe anndaa koo ɗume monnina on. »
ROM.10.20	Annabi Ecaaya boo hulaay vi'igo ko Allah vi'i :
ROM.10.20	«Yimɓe ɓe ngillaaki yam mooɓii yam,
ROM.10.20	mi vannganii yimɓe ɓe ƴamanaay yam.»
ROM.10.21	Ammaa dow e Isiraa'iila, Allah vi'i : « Dum emi veeɗi juuɗe am gam mi jaɓɓoo yimɓe am ɓe ngalaa ɗowtaare, ɓe ko'e jo'orɗe. »
ROM.11.1	Emi ƴama, Allah hibinii yimɓe muuɗum naa ? A'aa, o hibinaay ɓe. Wanaa miin e hoore am mi *Isiraa'iilankeejo, taan *Ibraahim mo lenyol Bennyamin ? 
ROM.11.2	Allah hibinaay yimɓe muuɗum ɓe o suɓani hoore ma'ako ila fuɗɗoode duuniyaaru. Kiimtee ko *Deftere vi'i dow Iliya, nde o wullii Isiraa'iila'en to Allah. 
ROM.11.3	O vi'i : « Jawmiraawo, ɓe mbarii annabo'en maaɗa, ɓe pusii cakkirle maaɗa. Miin tan hori, ammaa eɓe ndaara wargo yam. »
ROM.11.4	Noye Allah toontorii mo ? Allah vi'ii : « E horanii yam worɓe dubuuje njoveeɗiɗo (6 000) ɓe meeɗaay sujjidango gumki bi'eteeki Ba'al. »
ROM.11.5	Noon boo ɗum va'i nder ndu'u jaamaniiru, e horii yimɓe seɗɗa ɓe Allah suɓri enɗam muuɗum. 
ROM.11.6	To enɗam ma'ako o suɓri ɓe, ndeen en anndi o suɓraay ɓe kuuɗe maɓɓe. Gam kul emo suɓra yimɓe kuuɗe mu''en, ndeen enɗam ma'ako laatataako enɗam kadi.
ROM.11.7	To noon, ɗume laatii ? Isiraa'iila'en keɓaay ko ngilloto. Sey ɓe Allah suɓi nder maɓɓe tan keɓi ɗum, ammaa horiiɓe, ko'e mu''en njo'orinaama. 
ROM.11.8	Noon no *Deftere vi'i :
ROM.11.8	« Allah warii ɓerɗe maɓɓe.
ROM.11.8	O vumnii gite maɓɓe, o fahaɗinii noppi maɓɓe.
ROM.11.8	Noon ɗum laatii faa hannde. »
ROM.11.9	Dawda boo vi'i :
ROM.11.9	« Woor nyaamduuji maɓɓe laatanoo ɓe teppinirgol e fergere,
ROM.11.9	ɗum laatanoo ɓe do''ere, e riiba kuuɗe maɓɓe kalluɗe.
ROM.11.10	Gite maɓɓe mbuma ɓe keppa yi'igo,
ROM.11.10	torraa naawka laatanoo ɓe donngal faa abadaa. »
ROM.11.11	To noon mi ƴamey, do''ere nde Yahuudu'en ndo''ii ɓe ummitataako naa ? Naa noon sam ! Ammaa do''ere maɓɓe waɗi *yimɓe ɓe laataaki Yahuudu'en keɓi kisndam, gam faa nalwiiru Yahuudu'en umminee. 
ROM.11.12	To boofi ɗi Yahuudu'en mbaɗi mbarkiɗinii yimɓe duuniyaaru, do''ere maɓɓe boo barkiɗinii yimɓe ɓe laataaki Yahuudu'en, ndeen to Yahuudu'en ɓeen fuu tuubi, ay ndeen barkaa kaan no ɓurey noon to woɗɗi.
ROM.11.13	Jo'oni emi volida e mooɗon, onon *yimɓe ɓe laataaki Yahuudu'en. Nde laatii mi lilaaɗo to mooɗon, mi mantorto kuugal am, 
ROM.11.14	gam mi ummina nalwiiru banndiraaɓe am Yahuudu'en, faa mi hisna woɓɓe maɓɓe to ɗum heɓoto. 
ROM.11.15	To kibineeki maɓɓe waddii ciryootiral Allah e duuniyaaru, ndeen noye ɗum laatotoo to o jaɓtake ɓe ? Ɗum laatoto kama maayɗo fintii.
ROM.11.16	To rottaande arande sakkaama Allah, ndeen dottaale koriiɗe fuu laatake cenaaɗe. To ɗum hokkii Allah ɗaɗi lekki, ndeen licce ma'aki maa ɗe ma'ako. 
ROM.11.17	Yahuudu'en e nanndi e *jaytunhi aawaaki, ki Allah saltii goɗɗe licce muuɗum, o jaaɓni goɗɗe licce ɗe jaytunhi ladde dow ma'aki, gam ɗe keɓa barkaa ma'aki. Onon yimɓe ɓe laataaki Yahuudu'en, onon ngoni licce ɗeen ɗe jaytunhi ladde. 
ROM.11.18	Gam ma'ajum to' on manto, mbi'on on ɓurii ɗen toon licce caltaaɗe. To maa on mantake, to' on njeggit naa onon njogii ɗaɗi, ammaa ɗaɗi ɗiin njogii on.
ROM.11.19	Ɗum baɗoojum mbi'on : « Licce ɗeen caltaama gam ɗum jaaɓna min ɗoon to ɗe ngonno. » 
ROM.11.20	Ɗum goonga, ɓe caltaama e lekki kiin gam ɓe ngoonɗinaay, ammaa aan a jaaɓnaama e ma'aki gam a goonɗinii. Gam ma'ajum ta'a mawnin hoore maaɗa, ammaa hul Allah. 
ROM.11.21	Gam to Allah accitanaay Yahuudu'en laatiiɓe licce dime, aan a tammii o accitante naa ? 
ROM.11.22	Nder ma'ajum, en ngi'ii enɗam Allah e kittal ma'ako. O kittuɗo to ɓeen saliiɓe tokkugo mo, ammaa o enɗuɗo to maaɗa, aan goonɗinɗo mo, to a ti'inake goonɗingo kanko enɗoowo. To naa noon, aan boo a saltete e lekki kiin. 
ROM.11.23	Yahuudu'en boo, to njoofii ciya goonɗinki mu''en, Allah no jaaɓnitoto ɓe e lekki kiin, gam emo woodi baawɗe jaaɓnitaago ɓe. 
ROM.11.24	To aan mo asuli jaytunhi ladde, a jaaɓnaama e jaytunhi ki a hawtaa asuli, to noon, naa ɗum caɗɗum e Allah, o ɓesda jaaɓnitaago licce caltanooɗe e jaytunhi dimi laatiiki asuli ma'aki.
ROM.11.25	Banndiraaɓe, emi yiɗi anndingo on ɗu'um sirri, gam to' on ndes ko'e mooɗon on annduɓe koo ɗume. Sirri ɗuum woni : ɗuuɗɓe nder *Isiraa'iila'en no laatoto yo'ora ɓerɗe'en, faa nde ɗuuɗal hisneteeɓe nder *yimɓe ɓe laataaki Yahuudu'en heevii. 
ROM.11.26	Noon Isiraa'iila'en fuu kisnirtee. Kama ko vinndaa nder *Deftere :
ROM.11.26	« Kisnoowo no ivey *Siyoona,
ROM.11.26	o ittey ciya kulol Allah fuu nder ɓerɗe lenyol *Yaakuubu.
ROM.11.27	Kanjum woni *alkawal am e maɓɓe
ROM.11.27	wakkaci nde nja'afotoomi hakkeeji maɓɓe. »
ROM.11.28	Calaaki ki Yahuudu'en calii *Habaru Belɗum laatinii ɓe wanywanyɓe Allah, ammaa ɗum laatanake on barkaa. E noon fuu ɓe suɓaaɓe Allah, faa jo'oni emo yiɗi ɓe sabu maamiraaɓe maɓɓe. 
ROM.11.29	Ɗum noon, gam Allah joobataako mo o barkiɗini, o hibintaa boo mo o suɓi. 
ROM.11.30	Ndeenno, onon yimɓe ɓe laataaki Yahuudu'en, on calake ɗowtanaago Allah, ammaa jo'oni o nanii jurumɗum mooɗon, sabu Yahuudu'en calake ɗowtanaago mo. 
ROM.11.31	Kama noon kamɓe maa jo'oni ɓe calake ɗowtanaago Allah, gam kamɓe maa o holla ɓe yurmeende, noon no o holliri on. 
ROM.11.32	Allah laatinii yimɓe fuu omndaaɓe, sabu ciya ɗowtaare maɓɓe, gam o yurminana koo moye.
ROM.11.33	Goonga, yiɗde Allah e ɗuuɗi ! Fahamu ma'ako e anndal ma'ako e luggi. Walaa baawɗo anndugo anniyaaji ma'ako. Ko o waɗata ɓurii semmbee fahamu neɗɗo.
ROM.11.34	Gam *Deftere vi'i :
ROM.11.34	« Moye anndi nyumo Jawmiraawo ?
ROM.11.34	Moye meeɗi hokkugo mo caawara ?
ROM.11.35	Moye meeɗi hokkugo mo,
ROM.11.35	hakko o hokkita ɗum ? »
ROM.11.36	Gam koo ɗume fuu ivii to ma'ako, e ɗum woni gam ma'ako, to ma'ako boo ɗum vittata. Teddungal tabbitana mo faa abadaa ! Aamiin.
ROM.12.1	Banndiraaɓe, emi toroo on gam yurmeende nde Allah holli en, cakkee ko'e mooɗon, laatooɗon cakkiri ndi yonki, ceniindi, mbeleyndi Allah. Noon kaanɗon sujjidirango Allah. 
ROM.12.2	To' on ngoor yimɓe duuniyaaru cappina on laawol ngol tokkoton, ammaa ngooree Allah waylita ɓerɗe mooɗon, faa heɓa hakkiilooji mooɗon kesɗitaa. Ndeen on anndey ko Allah yiɗi, waato ko vooɗi e ko velata mo e ko laatii keeɓɗum.
ROM.12.3	Emi vi'a koo moye mooɗon sabu caahu ngu Allah hokki yam : to' res hoore muuɗum to yottaaki. Ammaa o raara hoore ma'ako e hakkiilo, deydey e goonɗinki ki Allah etani mo. 
ROM.12.4	Koo moye meeɗen e woodi jokkule ɗuuɗɗe nder ɓanndu muuɗum, ammaa koo ngoye jokko e kuugal muuɗum. 
ROM.12.5	Noon enen boo, no ɗuuɗruɗen fuu, en laatii ɓanndu wo'oru nder kawtal meeɗen e Almasiifu. En fuu en njokkindiri, noon no jokkule ɓanndu njokkootiri. 
ROM.12.6	Koo moye meeɗen saahanaama kokkal feere. Keɓɗo kokkal yeccaago haala Allah, sey o yeccoroo ka deydey e goonɗinki. 
ROM.12.7	Keɓɗo kokkal vallugo, sey o valla. Keɓɗo kokkal ekkitingo, sey o ekkitina. 
ROM.12.8	Keɓɗo kokkal semmbiɗingo tampuɓe, sey o semmbiɗina ɓe. Keɓɗo kokkal saahanaago banndum, sey o saahanoo mo e ɓernde wo'ore. Keɓɗo kokkal aardaago, sey aardoroo e ti'inaare. Keɓɗo kokkal yurminango torreteeɓe, sey o yurminana ɓe e velvelo.
ROM.12.9	Kollee yimɓe yiɗde nde walaa munaafukaare. Nganyee halleende, njogee ko vooɗi e semmbee. 
ROM.12.10	Njogootiree, ngiɗngiɗtiree yiɗde mbanndiraagu. Sey koo moye ti'inoo teddingo banndum faa ɓurna mo hoore muuɗum. 
ROM.12.11	To' on ngoor ti'inaare mooɗon feewa, kuwanee Jawmiraawo e ɓernde wo'ore. 
ROM.12.12	Nanee belɗum sabu tammunde nde ngoonɗon, munyee nder torraaji ɗi njaroton, mbaɗetee do'aare dum. 
ROM.12.13	Cenndee ko ngoonɗon e yimɓe Allah woonɓe bukaata valleego, njaɓɓee hoɗɓe.
ROM.12.14	Mbarkiɗinee torreyɓe on, mbarkiɗinee ɓe, to' on la'anu ɓe. 
ROM.12.15	Nandee belɗum e nanooɓe belɗum, mboydee e voyooɓe. 
ROM.12.16	Njooɗee jam hakkunde mooɗon. To' on mawnin ko'e mooɗon, ammaa kawtee ko'e mooɗon e yimɓe ɓe ɗum resi naa no goɗɗum. To' on ndes ko'e mooɗon on ɓurii yimɓe horiiɓe anndal.
ROM.12.17	To' on mba'atoro halleende e halleende, ammaa ti'inee mbaɗon ko vooɗi yeeso yimɓe fuu. 
ROM.12.18	To ɗum heɓoto, mbaɗee no mbaawɗon fuu njooɗodooɗon jam e koo moye. 
ROM.12.19	Yiɗaaɓe am, to' on mba'atano ko'e mooɗon, ammaa ngooree Allah wa'atoranoo on huunƴere muuɗum. Gam ɗum vinndaama : « Jawmiraawo vi'i : Miin woni ba'atotooɗo, miin wa'atotoo ɓe. »
ROM.12.20	Woɗnde aayaare boo vi'i : « To ganyo maaɗa veelaama, hokku mo nyaamdu, to o ɗomɗii, hokku mo ndiyam. Gam to a waɗii noon, ɗum laatoto kama a joovanii mo docce yiite dow hoore. »
ROM.12.21	Ta'a woor halleende jaalo maa, ammaa jaalora halleende gada e waɗgo ko vooɗi.
ROM.13.1	Sey koo moye ɗowtanoo laamiiɓe, gam laamu walaa ngu ivaay to Allah. Laamiiɓe ɓe ngoonɗen fuu, Allah resi ɓe dow laamu nguun. 
ROM.13.2	Gam ma'ajum, caliiɗo ɗowtanaago laamiiɗo fuu, salake ko Allah waɗi. Baɗɗo noon fuu, fooɗanii hoore muuɗum ceri'a Allah. 
ROM.13.3	Waɗooɓe ko vooɗi kulataa laamu, sey waɗooɓe ko halli. A yiɗaa hulgo laamu naa ? Too, waɗ ko haani, ndeen laamu no manete, 
ROM.13.4	sabu laamiiɗo oon no kuwanoowo Allah gam nafuuda maaɗa. Ammaa to a waɗii ko vooɗaa hul, gam naa e mehere o vakkii kaafahi ma'ako. O kuwanoowo Allah gam o tabbitina huunƴere muuɗum dow waɗooɓe ko halli. 
ROM.13.5	Gam ma'ajum, doole ɗowtanoɗaa laamu, wanaa gam kisaa huunƴere Allah tan, ammaa ɗum gam ko nyumo maaɗa vi'i maa mbaɗaa.
ROM.13.6	Kanjum waɗi eɗon mbiyoo ceede *janngal, gam laamiiɓe ɓeen no huwanooɓe Allah, hokkuɓe wakkaci mu''en fuu gam waɗgo kuugal ngaal. 
ROM.13.7	Mbiyee koo moye ko haanani ɗum : kaanɗo biyeego janngal, mbiyee ɗum, kaanɗo biyeego acanngam, mbiyee ɗum, kaanɗo huleego, kulee ɗum, kaanɗo teddineego, teddinee ɗum.
ROM.13.8	To' goɗɗo hokkii on nyamaande, mbiyee mo. Yiɗde tan haani laatanoo on nyamaande nde on mbaawataa biyaago. Gam giɗɗo gondiɗɗaawo muuɗum fuu hebbinii ko *Tawreeta vi'i. 
ROM.13.9	Gam Tawreeta vi'ii : « Ta'a waɗ njeenu, ta'a waɗ war-hoore, ta'a wujju, ta'a waɗ koɗey. »
ROM.13.10	Giɗɗo ko'odiɗɗaawo muuɗum waɗantaa mo ko halli. To noon, yiɗde kam hebbinta Tawreeta.
ROM.13.11	E haani mbaɗon ɗum, gam on anndi iri jaamaniiru ndu ngonɗen nder muuɗum. Wakkaci waɗii nde haani pinon, gam kisndam meeɗen ɓurii ɓadaago jo'oni dow e nde ngoonɗinnooɗen. 
ROM.13.12	Jemma eesi, bimbi ɓadake veetgo. Gam ma'ajum, kibinemma kuuɗe niɓre, ɓornooɗen kaɓruɗum jayngol gam njaalooɗen niɓre. 
ROM.13.13	Poofremma no haani kama wonɓe nder jayngol nyalawma. To' en laato nyaamtarɓe e yarooɓe yare-yareeji, to' en laato waɗooɓe njeenu e waɗooɓe ko semtini, to' en njokkir e woɓɓe, to' en mbaɗ nalwiiru maɓɓe. 
ROM.13.14	Ammaa ɓornee gikku Jawmiraawo meeɗen Yeesu *Almasiifu noon no ɗum ɓornortoo kolte. Kadimaa to' on ngoor giɗaaɗi ɓalli mooɗon ɗowa on gam waɗgo ko ɗi ngiɗi.
ROM.14.1	Njaɓee goonɗinɗo mo goonɗinki muuɗum semmbiɗaa, to' on pel mo dow ko o nyumata. 
ROM.14.2	Kiila, goɗɗo goonɗinki muuɗum hokkii ɗum nyaamgo koo ɗume, ammaa mo goonɗinki ki semmbiɗaa, naa koo nduye nyaamdu nyaamataa. 
ROM.14.3	Nyaamoowo koo nduye nyaamdu, to' yavo mo nyaamataa koo nduye nyaamdu. Kadimaa mo nyaamataa koo nduye nyaamdu, to' sernan nyaamoowo koo nduye nyaamdu, gam kanko maa Allah jaɓii mo. 
ROM.14.4	Aan a moye faa cernanaa kuwanoowo goɗɗo ? Ay jawmiiko tan waawi vi'igo kuugal ma'ako vooɗii koo vooɗaay. O do''ataako, gam Jawmiraawo e woodi baawɗe jogaago mo o daroo.
ROM.14.5	Goɗɗo hooƴii woɗnde nyalnde e ɓuri woɗnde darajja, goɗɗo boo hooƴii nyalɗe fuu e poti. Sey koo moye fuu daroo dow anndal muuɗum. 
ROM.14.6	Kooyɗo woɗnde nyalnde e ɓuri woɗnde, o waɗii ɗum gam teddingo Jawmiraawo. Nyaameyɗo koo nduye nyaamdu, waɗii ɗum gam teddingo Jawmiraawo, emo yetta Allah. Mo nyaamataa koo nduye nyaamdu boo waɗii ɗum gam teddingo Jawmiraawo emo yetta Allah, kanko maa. 
ROM.14.7	Sabu nder meeɗen walaa poofeyɗo gam hoore muuɗum tan, noon boo walaa maayeyɗo gam hoore muuɗum. 
ROM.14.8	To faa nii en poofa, eɗen poofa gam Jawmiraawo. To en maayii boo, gam Jawmiraawo maayɗen. Gam ma'ajum, koo poofɗen, koo maayɗen, Jawmiraawo jeyi en. 
ROM.14.9	Kanjum waɗi Yeesu maayi ummitii, gam faa o laatoo Jawmiraawo maayɓe e foofeyɓe. 
ROM.14.10	To noon, ko jeyi aan pelantaa bannda goonɗinɗo ? Koo kay, ko jeyi njavortoɗaa mo ? Wanaa en fuu en ndaroto yeeso Allah, o sernana en naa ? 
ROM.14.11	Gam ɗum vinndaama :
ROM.14.11	« Jawmiraawo vi'i :
ROM.14.11	Mi hunorake hoore am,
ROM.14.11	koo moye no diccoto yeeso am,
ROM.14.11	koo moye no saaydiney miin woni Allah. »
ROM.14.12	Noon koo moye meeɗen toontorantoo hoore muuɗum yeeso Allah. 
ROM.14.13	Gam ma'ajum, en ngoor felfeltirgo hakkunde meeɗen.
ROM.14.13	Ko ɓuri fuu, en kooy anniya nder ɓerɗe meeɗen en kuwataa ko fergata banndiraaɓe meeɗen, ɓe ndo''o. 
ROM.14.14	Nder kawtal am e Yeesu Jawmiraawo, mi tabbitinii walaa nyaamdu harmundu yeeso Allah. Ammaa to goɗɗo nyumii woɗndu nyaamdu no harmundu, kanko ndu harmani. 
ROM.14.15	To ko nyaamataa mettinii ɓernde bannda goonɗinɗo, ndeen a tokkaay laawol yiɗde. Ta'a woor ko nyaamataa laatoo daliila halkere bannda mo *Almasiifu maayi gam muuɗum. 
ROM.14.16	Ta'a woor goɗɗo hallina ko laatii booɗɗum e maaɗa. 
ROM.14.17	Gam *laamu Allah naa ɗum haala nyaam e yar, ammaa ɗum haala aadilaaku e jam e velvelo ko *Ruhu Ceniiɗo hokkata. 
ROM.14.18	Kuuranoowo Almasiifu e iri ngu'u gikku no veley Allah, yimɓe boo no teddiney mo.
ROM.14.19	Gam ma'ajum, en ti'ino yillaaago ko waddata jam hakkunde meeɗen, e ko semmbiɗinta goonɗinki koo moye meeɗen. 
ROM.14.20	Ta'a bonnu kuugal Allah gam nyaamdu. E goonga, koo nduye nyaamdu e halalti, ammaa ɗum vooɗaa nyaamaa nyaamdu waɗeyndu bannda goonɗinɗo yana nder hakke. 
ROM.14.21	Ɗum ɓurii vooɗgo ta'a nyaam kusel, ta'a yar *innaboojam, e koo ɗume ko do''ata bannda nder hakke. 
ROM.14.22	Woor ko nyumataa dow fii ɗuum fuu laatoo hakkunde maaɗa e Allah. Barkaa laatanoo mo nyumo muuɗum felaay ɗum dow ko resi no booɗɗum. 
ROM.14.23	Ammaa baɗɗo cekkaa dow ko nyaamata, to o nyaamii ɗum, Allah no sernaney mo, gam o nyaamraay ɗum e goonɗinki. Koo ɗume ko waɗaaka e goonɗinki no hakke.
ROM.15.1	Enen ɓe goonɗinki mu''en semmbiɗi, e haani mballen ɓe goonɗinki mu''en semmbiɗaa. To' en laato ɓe yiɗde hoore. 
ROM.15.2	Sey koo moye meeɗen yilloo waɗgo ko velata ɓernde banndum, faa nafa mo, semmbiɗina goonɗinki ma'ako. 
ROM.15.3	Gam koo *Almasiifu yillaaki ko velata ɗum, ammaa kama no ɗum vinndiraa : « Kuɗdi huɗɓe ma, yanii dow am. »
ROM.15.4	Koo ɗume ko vinndanoo nder *Deftere Seniinde ndeenno, ɗum vinndaama gam ekkitingo en. Kanjum hokkata en munyal e ɓerɗe de'uɗe faa keɓen tammunde. 
ROM.15.5	Allah jawmu munyal e de'ere ɓerɗe hokka on laataago ɓe nyumo wo'oto hakkunde mooɗon nder tokkugo misaalu Yeesu Almasiifu. 
ROM.15.6	Noon teddinirton Allah Baaba Jawmiraawo meeɗen Yeesu Almasiifu e honnduko wo'oto e nyumo wo'oto.
ROM.15.7	Gam ma'ajum, njaɓnjaɓtiree hakkunde mooɗon, noon no Almasiifu jaɓri on, gam faa Allah mawninee. 
ROM.15.8	Emi vi'a on : Almasiifu laatake maccuɗo *Yahuudu'en gam o holla ɓe Allah no koolniiɗo, nder hebbingo alkawalji ɗi o waɗannoo maamiraaɓe maɓɓe aramɓe. 
ROM.15.9	O warii boo gam *yimɓe ɓe laataaki Yahuudu'en teddina Allah, sabu enɗam muuɗum. Kama ko *Deftere vi'i :
ROM.15.9	« Gam ma'ajum, mi yettete nder yimɓe ɓe laataaki Yahuudu'en,
ROM.15.9	mi yimey gimi maaltugo innde maaɗa. »
ROM.15.10	Kadimaa woɗnde aayaare vi'i :
ROM.15.10	« Onon leƴƴi, nandee belɗum e yimɓe Allah. »
ROM.15.11	Nde ɓesdii boo vi'igo :
ROM.15.11	« Ngettee Jawmiraawo, onon leƴƴi fuu,
ROM.15.11	maaltee mo, onon yimɓe duuniyaaru. »
ROM.15.12	*Annabi Ecaaya boo vi'i :
ROM.15.12	« Goɗɗo iɓɗo e lenyol Jesse no warey,
ROM.15.12	o warey gam o laamanoo leƴƴi duuniyaaru,
ROM.15.12	dow ma'ako ɓe ndesata tammunde maɓɓe. »
ROM.15.13	Emi toroo Allah kokkoowo tammunde hebbina on velvelo, o hokka on jam barkaa goonɗinki ki ngoonɗinɗon mo, faa tammunde mooɗon yaha yeeso e ɓesdaago gada e baawɗe *Ruhu Ceniiɗo.
ROM.15.14	Banndiraaɓe am, mi tabbitinii on ngoodi gikku mbooɗngu, on heeɓɓe anndal, koo moye mooɗon e waawi ekkitingo banndum. 
ROM.15.15	Ammaa bannye nder ngo'ol ɗereewol mi hulaay vinndango on goɗɗi haalaaji caɗɗi, sabu caahu ngu Allah hokki yam, gam faa mi hiimtina on ko annduɗon. 
ROM.15.16	Caahu nguun laatini yam kuwanoowo Yeesu Almasiifu nder *yimɓe ɓe laataaki Yahuudu'en. Noon kuureymi kuugal *aardiiɗo diina gada e wa'ajingo Habaru Allah Belɗum, gam faa yimɓe ɓe laataaki Yahuudu'en laatoo cakkiri mbelndi Allah, ndi Ruhu ma'ako seni. 
ROM.15.17	Gam daliila kawtal am e Yeesu Almasiifu, emi waawi mantoraago kuugal ngal kuwaneymi Allah. 
ROM.15.18	Mi walaa semmbee volvugo ngoɗka feere, sey dow kuugal ngal Almasiifu huwi gada e am, gam waddugo yimɓe ɓe laataaki Yahuudu'en e ɗowtanaago Allah. O huwii ɗum gada e bolle am e kuuɗe am 
ROM.15.19	e alaamaaji e kuuɗe kaayniiɗe ɗe kuurumi baawɗe *Ruhu Allah. Noon nga'ajinirmi Habaru Almasiifu Belɗum nder jaaje ɗeen fuu, gada *Urusaliima faa yahago Ilirikum. 
ROM.15.20	Ko ngiɗmi nder ɓernde am woni mi wa'ajina *Habaru Belɗum to yimɓe ɓe meeɗaay nango habaru Almasiifu, gam to' mi mah dow to goɗɗo fuɗɗi mahago. 
ROM.15.21	Kama no *Deftere vi'ii :
ROM.15.21	« Yimɓe ɓe meeɗaay yecceego habaru ma'ako no anndey mo,
ROM.15.21	ɓe meeɗaay nango habaru ma'ako no pahamey. »
ROM.15.22	Kuugal ngaal waɗi nde ɗuuɗɗum mi heɓaay laawol wargo to mooɗon, 
