MAT.1.1	Hiyana nan lestaan nan kaap-uwan Jesu Cristo ay kianak David, ya hi David at kianak Abraham. 
ACT.23.19	Penachang nan komander nan fiarfiaru, ya entaakna as akét as nan ib-ana. Senarudsudna, “Ngachana nan ifiakiam kan ha-un?”
ACT.23.20	Angkiay kenalen nan fiarfiaru, “Nan anap-apon chi Judio at waschi un inyafudna ay chawatuncha kan he-a ay iyalem hi Pablo as nan sangwanan nan chiyuycha membron nan Sanhedrin as wiet ay kamancha fistikiarun pay kanu ay ustu hiya. 
ACT.23.21	Ngem achika maawis kan chicha, tay sorok as opat puru ay lanaraki nan uy muntafun ay mangesanub kan hiya. Ensapatacha ay achicha mangmangan winnu umig-ikop inkiana patayuncha hiya. Nakasakianacha ad wani, ya kuncha yangkiay sasad-un nan kanam.”
ACT.23.22	Isunga tinukun nan komander nan fiarfiaru, “Maid poros mangifiagfiag-am ay enpakaammom na kan ha-un.” Angkiay enpakatam nan ap-apu nan fiarfiaru.
ACT.23.23	Angkiay ya enayakian nan komander nan chuwa as nan uyna kakapetan, ya kanana, “Esakianayu nan chuwan kiasot ay sosorchachu, nan piton puru ay nakakafiayu ya nan chuwan kiasot ay kafiangfiangkawan, ya iyuyyuntu hi Pablo ad Cesarea as nan alas nuebe as maschum. 
ACT.23.24	Omesakiana kayu us as tapen nan kafiayu ay munlukianan Pablo, ya id-anyu hiya kan Gobernador Felix ay maid mangisiw as om-ommat.” 
ACT.23.25	Nunsurat pay nan komander ay assena nan kenalina: 
ACT.23.26	“Machayaw ay Gobernador Felix. Ha-un hi Claudio Lisias ay mangepakomosta kan he-a. 
ACT.23.27	Nan nauy taku ay enpaiyalek hesa kan he-a at tiniliw nan chiyuycha Judio ya kiayudcha patayun hiya. Kunku pay naammuwan ay Romano hiya, nakiuyak as nan sosorchachok ya uyku esarakan hiya. 
ACT.23.28	Kiapú ta lenayadku ay maammuwan mu ngachana nan chacha epabpafiasor kan hiya, inyuyku hiya as nan kawad-an nan ap-apucha ay nan Sanhedrin. 
ACT.23.29	Naammuwak ay nan chacha mangicharuman kan hiya at maepangkep as nan lintigcha, ngem maid payat fiasorna as uycha mangpatuyan winnu mangifiaruchan kan hiya. 
ACT.23.30	Kun pay naepachamag kan ha-un ay nuntuturag nan chiyuycha Judio ay mangpatuy kan hiya, kenamok ay nangepaiyali kan hiya kan he-a. Infilinku us as nan chiyuycha cha mangicharum kan hiya ay uycha muncharum kan he-a. Hiyana yangkiay nan kanak.”
ACT.23.31	Isunga nan sosorchachu at enatcha nan naifilin kan chicha, ya inyuycha hi Pablo as nan hiyachi challu ay lafi inkiana henan siyudad ay Antipatrisa. 
ACT.23.32	As nan kafikiatana at kun yangkiay nan kakabkafiayuwan nan nangituruy ay nangitun-ud kan Pablo, ya nunfiangad nan chiyuycha nanarcharan ay sosorchachu as kampucha ad Jerusalem. 
ACT.23.33	Kuncha pay inumchan ad Cesarea, inchatcha nan surat as nan gobernador, ya inpurangcha us hi Pablo kan hiya. 
ACT.23.34	Kun pay finasan nan gobernador nan surat, senarudsudna kan Pablo mu ngachana ay probinsiya nan naiyankana. Kuna pay naammuwan ay i-Silicia hiya, 
ACT.23.35	kenalina, “Chungroktu nan kanam as nan omaliyantu nan chiyuycha mangicharum kan he-a.” Angkiay infilina ay kuwarchaancha hi Pablo as nan palasyu ay enpaamman Ari Herodes.
ACT.24.1	Kun pay inmuy chi lema ay urkiw, nan kangatuwan ay pachi ay hi Ananias at kinmuwab ad Cesarea patí nan tapen nan anam-amá ya nan abogadocha ay hi Tertulo. Inmuycha as nan gobernador ta icharumcha hi Pablo. 
ACT.24.2	Kun pay enpaayag nan gobernador hi Pablo, enlapon Tertulo ay nangicharum kan hiya. Kenalina, “Machayaw ay Gobernador Felix, kiapú as nan laingmu ay mangetortoray kan chakami, nafiayag ay natalna nan fiyagmi hena, ya ongor us nan enpaiyam-ammam henan nauy ay nasyon. 
ACT.24.3	Isunga as nan am-in ay ay-ayanmi, figfikunmi nan am-in ay en-enatmu, ya munyaman kami as solet kan he-a. 
ACT.24.4	Achek laychun ay taktakun he-a, ngem mu mafialin, anosam man paat ay manngor as nan akét ay ifiakiami.
ACT.24.5	“Naammuwanmi ay kun payat omaabkor na ay taku ya lumulumu as kuru as nan chiyuycha Judio as nan uray ngachana ay lukiar asna's luta. Hiya nan mangepangpanguru as nan bunggoy nan usa ay i-Nazaret. 
ACT.24.6	Penachasna us ay luketan nan Templo, ngem tiniliwmi hiya. [Chami numnumun ay mangokóm kan hiya ay maiyunud as nan mismu ay lintig takú. 
ACT.24.7	Ngem nan komander ay Lisias at enmali ya enpalabkisna hiya ay nangek-ak kan chakami. 
ACT.24.8	Infilina as nan chiyuycha muncharum kan hiya ay omalicha as nan sangwanam.] Mu fistikiarum hiya, mafialinmu ay maammuwan ay tit-iwa am-in nan charummi kan hiya.” 
ACT.24.9	Nan iib-ana ay Judio at naetapicha as nan chiyuy ay charum, ya infiakiacha ay tit-iwa chaná am-in.
ACT.24.10	Kun pay sininyasan nan gobernador hi Pablo ay munkali, tinumfor hiya, “Machayaw ay Gobernador, ammok ay ongor ay tawwun nan nun-ok-okomám henan nasyon ay anna. Isunga naragsakak ay manfor as nan enpafiasorcha kan ha-un. 
ACT.24.11	Narakam ay mapaneknekan ay mismu ay achi nasorok as hinpuru ya chuwa ay urkiw nan inmuy nunlapu as nan enmabratak ad Jerusalem as nan uyku nunchayawan kan Apo Dios. 
ACT.24.12	As nan kawad-ak as Templo, maid as nan chiyuycha mangicharum kan ha-un nan nangila kan ha-un ay nakesongsongfiat as nan kumpurmi ay taku, winnu nangurkuru as tataku as nan chiyuycha senagoga, winnu as nan kumpurmi henan siyudad. 
ACT.24.13	Maid us maepailacha kan he-a as pammaneknek ay tit-iwa nan nauy charumcha ad wani kan ha-un. 
ACT.24.14	Ngem nauy nan ipudnok kan he-a: Chaychayawok hi Apo Dios ay Dios nan kaap-uwanmi babaen as nan mangun-unuchak as nan makali un Charan Apo Jesus ay kenalen nan iib-ak ay Judio un achi ustu. Ngem uray mu hiyasa, afurotok us am-in nan naisurat as nan Lintig Moises ya nan insurat nan chiyuycha pomapadtu ad pus-uy. 
ACT.24.15	Nan namnamaok ay pachong nan namnamaun chatona ay tataku at hi Apo Dios nan mangtaku as nan am-in ay nunkatuy manipud as nan utúy ay nalintig ya achi nalintig. 
ACT.24.16	Isunga kanayon ay epapatek ay mangekaman as ammay ta nacharos chi numnumku as nan mangiilan Apo Dios ya nan tataku.
ACT.24.17	“Kun pay inmuy chi kaat ay tawwun ay namamaichak ad Jerusalem, nunfiangachak hid-i ay mangiyuy as nan siping as nan chiyuycha kailiyak ay makasapor ya mangichat as nan chiyuycha chatonku kan Apo Dios as Templo. 
ACT.24.18	As nan chak mangekamanan as na, ininchananak as nan tapen nan Judio ay nurpu ad Asia. As nan hiyachi, karkarpasku ay nangekaman as nan iniili ay ukiali takú ay Judio maepangkep as panagcharos. Maid poros ongor ay tataku ay naetatapi kan ha-un ya maid us kuru.
ACT.24.19	Nan hanacha Judio ay nurpu ad Asia ay wacha as nan hiyachi at chicha koma nan omali hena ay mangicharum kan ha-un kan he-a mu wachay kumpurmi as epafiasorcha kan ha-un. 
ACT.24.20	Winnu kikiad man nan nauycha tataku hena nan mangifiakia mu ngachanay naanapancha as fiasorku as nan tenmakchukiak as nan sangwanan nan chiyuycha membron nan Sanhedrin ad Jerusalem. 
ACT.24.21	Maid met, omangkiay nan nauy usa ay nangifukiawak as nan sangwanancha un, ‘Nan namnamaok at matakuntu nan nunkatuy manipud as nan utúy.’ Hiyasa nan kiapúna ay chaak maokóm ad wani as nan sangwananyu.”
ACT.24.22	Hi Gobernador Felix ay ongor chi ammuna maepangkep as nan makali un Charan Apo Jesus at enpakinakna nan kason Pablo, ya kanana, “As nan omaliyan Lisias ay komander chi sosorchachu at enongnongkuntu nan kasom.” 
ACT.24.23	Angkiay ya infilina as nan kapetan ay makuwarchaan hi Pablo, ngem ettana hiya as akét ay wayawayana, ya parufusana nan kiakiayyumna ay mangiyuy as kasaporana.
ACT.24.24	Kun pay inmuy chi kaat ay urkiw, enmali cha Felix kan asawana ay Drusila ay usa ay Judio. Enpaayagna hi Pablo ya chinumngor as nan infiaagna maepangkep as nan pammati kan Cristo Jesus. 
ACT.24.25	Ngem as nan cha mangelawlawakian Pablo as nan maepangkep as nan kenalintig, nan panang-etpor as nan laylaychun nan achor ya nan umchanantu nan urkiw ay mangokomán Apo Dios as nan tataku, inmugyat at hi Felix, ya kanana, “Ustu sa! Uyka ud-ay. Epaayagkuntu kasin he-a mu wachay timpok.” 
ACT.24.26	Namnamauna us ay pasoksokan Pablo hiya. Isunga kanayona ay enpaayag hi Pablo ya tenagtakiatforna hiya.
ACT.24.27	Kun pay inmuy chi chuwa ay tawwun, naesokat hi Porcio Festo kan Felix ay mun-gobernador. Kiapú ta laychun Felix ay palaylaychun nan chiyuycha Judio, inukiayna hi Pablo as pagfiaruchan.
ACT.25.1	Kun pay inmuy chi turu ay urkiw nunlapu as nan inumchanan Festo ay mun-gobernador ad Cesarea, enmabrat hiya ad Jerusalem. 
ACT.25.2	Hid-i ay inmuy kan Festo nan anap-apon chi papachi ya nan anap-apon chi Judio ay uy mangicharum kan Pablo. 
ACT.25.3	Nunpakaasicha kan Festo ay ifiaorna hi Pablo ad Jerusalem ta hid-i nan mangokománcha as nan kasuna, tay nuntuturakiancha ay patayun hiya as nan charan. 
ACT.25.4	Ngem tinumfor hi Festo, “Hi Pablo at kukutug ay usa ay makukuwarchaan ad Cesarea, ya achi mafiayag at munfiangachaktu hid-i. 
ACT.25.5	Isunga parufusunyu nan tapen nan mafigfigfig kan chakayu ay makichayyu kan ha-un ad Cesarea, ya mu wachay enat tosa ay taku as achi ustu, hid-i nan mangicharumancha kan hiya.”
ACT.25.6	Kun pay nakepagyan hi Festo as achi umuy as waru winnu hinpuru ay urkiw ad Jerusalem, nunfiangad ad Cesarea. As nan kafikiatana, tenmokor hiya as nan mun-ok-okomána, ya enpaayagna hi Pablo. 
ACT.25.7	Kun pay inumchan hi Pablo, nan chiyuycha Judio ay enmali ay nurpu ad Jerusalem at tenmakchugcha ay nangarufong kan hiya. Ongor chi chagsun ay enpafiasorcha kan hiya ay achicha poros mapaneknekan ay tit-iwa.
ACT.25.8	Angkiay tinumfor hi Pablo ay nangekalintikian as achorna, “Maid poros en-enatku as achi ustu ay maekontra as nan lintig nan Judio winnu as nan Templo winnu as nan Emperador.”
ACT.25.9	Ngem kiapú ta lenayad Festo ay mangpalaylayad as nan chiyuycha Judio, senarudsudna kan Pablo, “Ay laychum ay umuy ad Jerusalem ya hid-i nan mangfistikiarak kan he-a maepangkep as nan kasom?”
ACT.25.10	Ngem kenalen Pablo kan hiya, “Nananauyak met as nan sangwanam ay pannakaachor Emperador, ya nauyak as nan mun-ok-okomán ay hena nan masapor maokomák. Ammom met ay ustu ay maid poros en-enatku as nan iib-ak ay Judio as achi ustu. 
ACT.25.11	Mu wachay enatku as libfengna as matuyak, achek elayawan sa ay chusa. Ngem mu maid kenatit-iwan nan enpabpafiasorcha kan ha-un, maid kalibfengan chi kumpurmi ay taku ay mangipurang kan ha-un kan chicha. Nan Emperador ad Roma nan chawatok ay mangokóm kan ha-un.”
ACT.25.12	Kun pay narpas ay naketakiatfor hi Festo as nan chiyuycha totoray ay kafiachangna, tinumfor kan Pablo, “Kiapú ta chinawatmu ay nan Emperador nan mangenongnong as nan kasom, kan Emperador pay ngarud nan ay-ayam.”
ACT.25.13	Kun pay inmuy chi kaat ay urkiw, cha Ari Agripa kan Bernice ay sunúdna at inumchancha ad Cesarea ta uycha pakomostaun hi Festo ay fiarú ay gobernador hid-i. 
ACT.25.14	Kun pay inmuy chi ongor ay urkiw ay nakepapagyanancha hid-i, enlawlawag Gobernador Festo kan Ari Agripa nan maepangkep as nan kason Pablo. Kenalina, “Wacha nan laraki ay fiarud hena ay tenaynan Felix. 
ACT.25.15	As nan enay-ayak ad Jerusalem, nan anap-apon chi papachi ya nan anam-amán chi Judio at incharumcha hiya, ya chinawatcha ay epapatuyku kanu hiya. 
ACT.25.16	Ngem kenalek kan chicha un fiakun ukialen chi Romano ay mangipurang as nan naicharum as nan tukún sakbay munsesennakiangcha as nan chiyuycha nangicharum kan hiya ya mawad-an hiya as chansana ay manongfiat as nan charumcha kan hiya. 
ACT.25.17	Isunga as nan nakealiyancha kan ha-un hena, chaanku tenaktak nan kasuna. As nan kafikiatana, tenmokorak as nan mun-ok-okomák, ya enpaayagku nan fiarud. 
ACT.25.18	Kuncha pay tenmakchug nan chiyuycha nuncharum ay munkali, ka-anak mu wacha paat chi mangotettet as enatna ay epafiasorcha kan hiya, ngem maid met. 
ACT.25.19	Kun at wachay tapen chi maekontra kan hiya ay maepangkep as nan mismu ay relihiyoncha ya maepangkep as nan nakin ngachan as Jesus ay natuy ay kenalen Pablo un nataku manipud as nan utúy. 
ACT.25.20	Kiapú ta achek maenongnong nan nauy ay kasu, senarudsudku kan Pablo mu laychuna ay umuy ad Jerusalem, ya hid-i nan mafistikiaran nan kasuna. 
ACT.25.21	Ngem kuna at chinawat ay makuwarchaan ya enongnong nan Emperador nan kasuna. Isunga enpakuwarchak hiya inkiana mafialin ay ifiaorku hiya as nan Emperador.”
ACT.25.22	Angkiay kenalen Ari Agripa kan Festo, “Uray ha-un at laychok mismu ay chungrun nan ifiakian tosa ay taku.”
ACT.25.22	“As wiet at chungrumtu nan ifiakiana,” kenalen Festo.
ACT.25.23	Isunga as nan kafikiatana, enmali cha Ari Agripa kan Bernice ay nunfiafiachu as anam-ammay, ya nunmarchacha patí nan chiyuycha komander chi sosorchachu ya nan anap-apo henan siyudad ay sungkop as nan mun-ok-okomán. As nan sinungkopancha am-in, infilin Festo ay epaskopcha hi Pablo. 
ACT.25.24	Kuncha pay enpaskop hi Pablo, kenalen Festo, “Machayaw ay Ari Agripa ya chakayu am-in ay wacha hena, mailayu na ay taku. Hi tona nan incharum am-in nan chiyuycha Judio kan ha-un ad Jerusalem ya uray hena. Infugfukiawcha un achi kis-an mataku pay hiya. 
ACT.25.25	Ngem maid met naanapak as enatna's fiasor as kiapón chi maepapatuyana, ya kiapú ta chinawatna ay nan Emperador nan mamistikiar as nan kasuna, enkeddengku ay maiyuy hiya hid-i. 
ACT.25.26	Ngem maid ammok as ustu ay isuratku kan Emperador as maepangkep kan hiya. Isunga enpaiyalek hiya hena as nan sangwananyu am-in, kaskasin kan he-a Ari Agripa ta mu marpas nan mamistikiaran takú kan hiya at wachay maisuratkuntu. 
ACT.25.27	Tay nan wacha as numnumku at maid kotkotokna mu ipurangku nan fiarud as nan Emperador mu maid ustu as maifisaran nan naepafiasor kan hiya.”
ACT.26.1	Angkiay ya kenalen Ari Agripa kan Pablo, “Mafialinmu ay ekalintikian nan mismu ay achormu.” Tenag-uy Pablo nan limana ay mangepakinak as nan tataku, ya senongfiatana nan enpafiasorcha kan hiya. Kenalina, 
ACT.26.2	“Machayaw ay Ari Agripa, mu maepangkep as nan am-in ay charum nan nauycha Judio kan ha-un, ifilangku ay nakiasatak ay manongfiat as nan sangwanam ad wani, 
ACT.26.3	kaskasin tay ammom as solet nan am-in ay iniili ay ukialen chi Judio ya nan masussusumaan takú. Isunga chawatok ay anosanak koma ay chungrun.
ACT.26.4	“Ammon am-in nan Judio nan panagfiyagku nunlapu as nan kaongak, tay nakiiiliyak kan chicha henan ilimi ya ad Jerusalem. 
ACT.26.5	O, am-ammuwak kan chicha as nafiayag. Mu laychuncha, mafialincha ay paneknekan ay nan panagfiyagku at maiyunud ay ustu as nan istriktu as solet ay relihiyon takú ay wacha as nan bunggoy nan Fariseo. 
ACT.26.6	Nauyak hena ad wani ay cha maicharum, tay wachay namnamak ay tongparun Apo Dios nan enkarina as nan kaap-uwan takú ay mataku nan nunkatuy manipud as nan utúy. 
ACT.26.7	Nan matongparan nan nauy kari nan namnamaun nan hinpuru ya chuwa ay tribu takú ay awatuncha as nan mangepapasnekancha ay munchaychayaw kan Apo Dios as inurkiw ya lenafi. Machayaw ay Ari, kiapú ta afurotok nan nauy ay namnama, hiyana nan kiapúna as nangicharuman nan chiyuycha Judio kan ha-un. 
ACT.26.8	Adchi paat t'uyyu likiatun ay mangafurot ay takuwun Apo Dios nan nunkatuy manipud as nan utúy?
ACT.26.9	“Uray ha-un ay mismu ad kasin at ka-anak un masapor atok nan am-in ay mangkontra as nan chiyuycha enmafurot kan Jesus ay i-Nazaret. 
ACT.26.10	Hiyasa challu nan en-enatku ad Jerusalem. Inchat pay nan anap-apon chi papachi kan ha-un nan pammarufus ay mangepafiarud as nan ongor ay omaafurot. Kuncha pay maekeddeng ay maepapatuy, usaak ay nangiyafud. 
ACT.26.11	Namen ongor ay chinusak chicha as nan am-in ay senagoga, ya penachasku ay namelet kan chicha ay mangesaot as nan pammaticha kan Apo Jesus. Kiapú ta ongor chi fungatku kan chicha, inmuyak pay henan chiyuycha achawwi ay siyudad chi Gentil ay mangpalikiat kan chicha.
ACT.26.12	“Isunga nunfiaatak ad Damasco ay wacha kan ha-un nan kalibfengan ya pammarufus ay nurpu as nan anap-apon chi papachi. 
ACT.26.13	Kun pay nunkiawa as nan kawad-ak as nan charan, machayaw ay Ari, kalina at ya inilak nan silaw ay nurpu ad chaya ay kaskasin sumili mu nan urkiw ay nangliwus kan ha-un ya nan kakadwak. 
ACT.26.14	Kun kami pay natu-ug am-in as nan luta, chinngorku nan kali ay cha mangali kan ha-un as nan kalen chi Hebreo, ‘
ACT.26.15	“Senarudsudku, ‘Anan ngachanmu, Apo?’
ACT.26.15	“Tinumfor nan Apo, ‘
ACT.26.18	’ Hiyana nan kenalen Jesus kan ha-un.
ACT.26.19	“Isunga machayaw ay Ari Agripa, chaanku senokel nan enpailan Apo Dios kan ha-un ay nurpu ad chaya. 
ACT.26.20	Nun-ekasabaak on-ona as nan tataku ad Damasco, angkiay ad Jerusalem, ya henan intiru ay probinsiya ay Judea ya uray as nan chiyuycha Gentil. O, enkaskasabak kan chicha ay masapor munfiafiawicha as nan fiasfiasorcha, munsakongcha kan Apo Dios, ya atuncha nan ammay ay mangepaila ay tit-iwa ay nunfiafiawicha. 
ACT.26.21	Hiyana nan kiapúna as naniliwanak as nan chiyuycha Judio as nan kawad-ak as nan Templo, ya nangpachasancha ay mangpatuy kan ha-un. 
ACT.26.22	Ngem finadfiadnganak kan Apo Dios uray inkiana ad wani ay urkiw. Isunga nauyak hena ay nangatakchug ay cha mangepaneknek as nan am-in ay tataku ay ap-apud winnu nangangatu. Nan chak ifiagfiakia at munpachong as nan kenarkalen nan chiyuycha pomapadtu ya nan kenalen Moises ay ommattu. 
ACT.26.23	Tay enpadtucha ay nan Cristo at masapor munlikiat ya matuy. Enpadtucha us ay hiyantu nan omon-ona ay mataku manipud as nan utúy ta silawana nan numnum nan chiyuycha Judio ya nan chiyuycha Gentil as nan maepangkep as nan mangesarakanan Apo Dios kan chicha.”
ACT.26.24	As nan cha mangekalintikian Pablo as achorna, finudtakan Gobernador Festo hiya. Kenalina, “Natongokka Pablo! Nan ongor ay sinurom nan cha manongok kan he-a!”
ACT.26.25	Ngem kenalen Pablo, “Chaanak natongok, machayaw ay Gobernador Festo! Nan chak met ifiagfiakia at tit-iwa, ya takuwak ay ustuy numnumna. 
ACT.26.26	He-a Ari Agripa at ammom met nan maepangkep as nan nauycha, ya mafialinku ay ifiakia kan he-a ay maid ugyatku. Siguraduwak ay mailam chaná am-in, tay chaan naetatafun nan enommatancha. 
ACT.26.27	Ari Agripa, ay afurotum nan insurat nan chiyuycha pomapadtu? Ammok ay afurotum.”
ACT.26.28	Nunkanan at Ari Agripa kan Pablo, “Nakkuran ka! Ay kunmu ka-anan un henkemad chi mangawisam kan ha-un ay munfialin as Kristiano?”
ACT.26.29	Angkiay tinumfor hi Pablo, “Henkemad man winnu mafiayag, ekararagku kan Apo Dios ay fiakun he-a yangkiay ngem uray us nan am-in ay cha munchungchungor kan ha-un ad wani ay urkiw at komaman kayu koma am-in kan ha-un ay omaafurot kan Cristo omangkiay nan achiyu makor-onganan.”
ACT.26.30	Angkiay ya tenmakchug nan ari, nan gobernador, hi Bernice ya am-in nan naketotokor kan chicha. 
ACT.26.31	As nan nak-akancha, natatakiatforcha, “Maid met payat enat tona ay taku as libfengna ay uy maepapatuyan winnu maifiaruchan.” 
ACT.26.32	Kenalen Agripa kan Festo, “Nailufus na koma ay taku mu kuna chaan chinawat ay nan Emperador nan mangenongnong as nan kasuna.”
ACT.27.1	Kun pay inumchan nan naekeddeng ay urkiw ay umuyanmi ad Italia, inpurangcha hi Pablo ya nan tapen nan fiarud kan Julio ay usa ay kapetan nan sosorchachu as nan makali un Bunggoy Emperador.
ACT.27.2	Angkiay uy kami nunlukian as nan papor ay nurpu ad Adrumeto ay kiayud munligwat ay umuy henan mangiyaw-awniyan chi papor henan probinsiya ay Asia. As nan nunligwatanmi, nan kadwami at hi Aristarco ay i-Tesalonica henan sakop nan Macedonia.
ACT.27.3	As nan kafikiatana, inumchan kami ad Sidon. Kiapú as sug-ang Kapetan Julio kan Pablo, penarufusana hiya ay uy nangila as nan kiakiayyumna hid-i ta maettan hiya as kasaporana. 
ACT.27.4	Kun kami pay kasin nunligwat ad Sidon, nar-os nan papor as apét senakiangan nan Chipre, tay kun chakami sisib-atun as angin. 
ACT.27.5	As nan kinumchanganmi henan fiayfiay ay naeesnop henan probinsiya ay Cilicia ya Pamfilia, inumchan kami ad Mira ay siyudad henan probinsiya ay Licia. 
ACT.27.6	Hid-i nan nanginchanan Kapetan Julio as nan papor ay nurpu ad Alejandria ay kiayud umuy ad Italia, at hiyachi nan nangilukianana kan chakami. 
ACT.27.7	As nan kaat ay urkiw, inyar-arunuy nan papor ay nunlurukiananmi, ya napalikiatan ay inumchan henan ili ay Cnido. Kiapú ta sisib-atunmi pay laing nan angin, chaanmi inturuy ay naesnop hid-i. Isunga kunmi at inuy as apét filáng, at nar-os kami ad Salmon henan luta ay Creta ay liniliwus nan fiayfiay. 
ACT.27.8	Nalikiatan kami ay nangoolet henan fiayfiay ad Creta inkiana inumchan kami henan lukiar ay makali un Ammay as Mangiyaw-awniyan chi papor ay asnop henan ili ay Lasea.
ACT.27.9	Nafiayag chi nataktakanmi hid-i, ya kenmauugyat at ay munpapor ay kumchang henan fiayfiay, tay kahipuwak ay hiyasa nan narpasan nan Urkiw ay Mun-ayunaran.
ACT.27.10	“Iib-a, mailak ay mu ituruy takú ay kumchang henan fiayfiay ad wani, ongor nan maiwagkia ay karkia takú, ya machachaeltu nan nauy papor, ya mafialin ay wachacha us chi matuy.” 
ACT.27.11	Ngem kaskasin chinumngor nan kapetan chi sosorchachu as nan kenalen nan nunkuwa ya as nan kenalen nan kapetan as nan papor mu as nan kenalen Pablo. 
ACT.27.12	Achi ammay nan mangiyaw-awniyan chi papor as nan kahipuwak. Isunga kaongoran kan chakami nan nangiyafud ay mangituruy ta mu mafialin at umchan kami koma ad Fenix. Tay ad Fenix nan kawad-an nan usa ay mangiyaw-awniyan chi papor ad Creta ay achi manasara as nan kurpuwan chi angin.
ACT.27.13	Kun pay enmali nan nakapuy ay angin ay nurpu as apét filáng, ka-anancha mu mafialincha ay tongparun nan planucha. Isunga inkuyudcha ay nangetag-uy as nan lanchok ay nangepapakinak as nan papor, at enooletmi ad Creta. 
ACT.27.14	Ngem kun pay chaan nafiayag, kalina at ya enmali nan puwak ay nurpu as nan ngaton nan Creta. 
ACT.27.15	Kun pay naiturchun nan papor, ya achina at sisib-atun nan chiyuy puwak, inyangkiayanmi, ya kun kami naituturchun. 
ACT.27.16	Kun kami pay nar-os henan luta ay Cauda ay liniliwus chi fiayfiay, enmolet kami as apét filáng. As nan hiyachi, uray nalikiatan kami as solet at naetag-uy ya naetakudmi nan fianfian-ug ay fiangka ay cha ikuykuyud nan papor. 
ACT.27.17	Kun pay narpas ay naetakud nan fiangka, penotepotancha ay ustu nan papor as anad-acha ay tali ta achi makiakkiak. Kiapú ta inyugyatcha nan maichusngoran nan papor as nan lenagkian henan olet nan Sirte, kensopcha nan afilug ay lopot ay hiyasa nan iturturchun nan angin, ya kun as mangiyuyan nan angin kan chakami. 
ACT.27.18	Kutug ay napigsa as solet nan puwak. Isunga as nan kafikiatana, inchus-orcha nan tapen nan karkia henan fiayfiay ta yumapyap-iw nan papor. 
ACT.27.19	As nan maekatlu ay urkiw, inwagkiacha nan tapen nan lamenta ay maosar as nan papor henan fiayfiay. 
ACT.27.20	Kunmi pay chaan inil-ila nan urkiw ya nan chiyuycha taraw as nan ongor ay urkiw, ya kutug us ay napigsa nan puwak, maid poros namnamami ay maesarakan.
ACT.27.21	Kiapú ta kaat ay urkiw ay chaancha nangnangan, tenmakchug hi Pablo as nan sangwanancha, ya kanana, “Iib-a, mu kun kayu chinumngor as nan kenalek ya chaan takú nunligwat ad Creta, maid koma nachachael ya naiwagkia. 
ACT.27.22	Ngem uray mu hiyasa, pangaasiyu ta papigsaunyu nan numnumyu, tay maid matuy kan chakayu omangkiay nan papor as machachael. 
ACT.27.23	Tay ad kia-u, nan usa ay anghel Apo Dios ay nakius-usaak ya chaychayawok at tenmakchug as nan kawad-ak. 
ACT.27.24	Kenalen nan anghel kan ha-un, ‘Achika umugyat, Pablo. Masapor tomakchugka as nan sangwanan nan Emperador. Kiapú ta hi Apo Dios at sinug-angan chaká, sug-angana us nan am-in ay kalukianam ya maid matuy kan chicha.’ 
ACT.27.25	Isunga papigsaunyu nan numnumyu ay iib-a, tay muntalekak kan Apo Dios ay maekamantu nan kaman as nan kenalina kan ha-un. 
ACT.27.26	Ngem kapeletan ay maesadsad nan papor henan usa ay luta ay liniliwus chi fiayfiay.”
ACT.27.27	As nan maekahinpuru ya opat ay lafi, kukutug kami ay cha iturturchun nan puwak henan fiayfiay ay makali un Adriatico. Kun pay kiayud tongan chi lafi, ninumnum nan chiyuycha munchunchunu as nan papor un kiayud kami maesnop henan luta. 
ACT.27.28	Isunga linkudcha nan kaposongna, ya naammuwancha ay umuy as turon puru ya unum ay metros. Kun kami pay naslig as akét, kasincha linkud, ya umuy as chuwan puru ya pitu ay metros. 
ACT.27.29	Kiapú ta inmugyatcha ay maichusngor nan papor as nan chiyuycha fiatu, inuy-uychay opat ay lanchok ay naetatakud as nan uchichen nan papor ta pakikinkuna. Angkiay ya enkararagcha ay henkemad koma nan mafigtana. 
ACT.27.30	Nan chiyuycha munchunchunu as nan papor at penachascha ay lomayaw. Isunga kensopcha nan fiangka as nan chanum ay kamancha cha kospun nan tapen nan lanchok as nan pangon nan papor. 
ACT.27.31	Kenalen Pablo as nan kapetan ya sosorchachu, “Mu mak-ak nan hanacha munchunchunu as nan papor, maidtu maesarakan kan chakayu.” 
ACT.27.32	Isunga finsat nan sosorchachu nan tali ay naisisilu as nan fiangka, ya inukiaycha ay maiyanud henan fiayfiay.
ACT.27.33	Kun pay cha mawaor, nunpakaasi hi Pablo kan chicha am-in ta mangancha. Kenalina, “Hinpuru ya opat ay urkiw chi nunsusuuchanyu as kuminkan chi puwak, ya inkiana ad wani at chaan kayu nangnangan. 
ACT.27.34	Pangaasiyu ta mangan kayu ta pumigsa kayu. Maidtu uray usa kan chakayu as matuy winnu masukiatan.” 
ACT.27.35	Kun pay narpas ay kenalen Pablo na, enmara as tenapay, ya nunyaman kan Apo Dios as nan sangwanancha am-in. Angkiay pinutput-ingna, ya enlapuna ay mangan. 
ACT.27.36	Kun pay inilan nan iib-ana, pinmigsa nan numnumcha. Angkiay nangancha us am-in. 
ACT.27.37	Chuwan kiasot ya piton puru ya unum kami am-in ay nunlurukian as nan papor. 
