GEN.1.1	I begynnelsen skapade Gud himmel och jord.
2CH.24.26	 De som sammangaddade sig mot honom var Sabad, son till ammonitiskan Simeat, och Josabad, son till moabitiskan Simrit. 
2CH.24.27	 Vad beträffar Joas söner och de många profetior som förkunnades mot honom och hur Guds hus åter upprättades, det är skrivet i "Utläggning av Kungaboken". Hans son Amasja blev kung efter honom. 
2CH.25.1	Amasja var tjugofem år när han blev kung, och han regerade tjugonio år i Jerusalem. Hans mor hette Joaddan och var från Jerusalem. 
2CH.25.2	 Han gjorde det som var rätt i 
2CH.25.3	 Så snart hans kungadöme hade blivit befäst lät han döda dem av sina tjänare som hade dräpt hans far, kung Joas. 
2CH.25.4	 Men deras barn dödade han inte, utan handlade enligt det som stod skrivet i Mose lagbok, där 
2CH.25.5	Amasja samlade Juda och lät dem ställa upp efter sina familjer, efter sina överbefäl och underbefäl, hela Juda och Benjamin. Därefter inmönstrade han dem som var tjugo år eller däröver och fann att de var 300 000 utvalda män, som kunde bruka spjut och sköld. 
2CH.25.6	 Dessutom lejde han för hundra talenter silver 100 000 tappra stridsmän ur Israel. 
2CH.25.7	 Men en gudsman kom till honom och sade: "O, konung, låt inte Israels här dra ut med dig, ty 
2CH.25.8	 Men gå du åstad! Grip dig an verket och gå frimodigt ut i striden. Gud skall annars låta dig falla för fienden, ty hos Gud finns kraft både att hjälpa och att stjälpa." 
2CH.25.9	Amasja sade till gudsmannen: "Men vad skall vi göra med de hundra talenterna som jag har gett åt skaran från Israel?" Gudsmannen svarade: " 
2CH.25.10	 Då avskilde Amasja den skara som hade kommit till honom från Efraim och lät dem gå hem igen. Men de blev mycket förbittrade på Juda och vände tillbaka hem i stor vrede. 
2CH.25.11	Men Amasja fattade mod och förde sitt folk ut till Saltdalen och slog där 10 000 av Seirs män. 
2CH.25.12	 Och Juda tog 10 000 till fånga levande. Dem förde de upp på toppen av en klippa och störtade ner dem från klippspetsen, så att de alla krossades. 
2CH.25.13	 Men den trupp som Amasja hade sänt tillbaka och som inte hade fått gå med honom ut i striden föll in i Juda städer, från Samaria ända till Bet-Horon. De slog 3 000 av invånarna och tog ett stort byte. 
2CH.25.14	När sedan Amasja kom tillbaka från sin seger över edomiterna, förde han med sig de gudar som folket i Seir tillbad och ställde upp dem till gudar åt sig, och han tillbad inför dem och tände offereld åt dem. 
2CH.25.15	 Då upptändes 
2CH.25.16	 När profeten talade så till honom, svarade han honom: "Har vi satt dig till kungens rådgivare? Sluta med det där! Varför vill du att vi skall slå ihjäl dig?" Profeten sade till sist: "Jag förstår nu att Gud har beslutat att förgöra dig, eftersom du gör på detta sätt och inte lyssnar på mitt råd." 
2CH.25.17	Sedan Amasja, Juda kung, hade hållit överläggningar, sände han bud till Joas, son till Joahas, son till Jehu, Israels kung, och lät säga: "Kom, låt oss drabba samman med varandra!" 
2CH.25.18	 Men Joas, Israels kung, sände då detta svar till Amasja, Juda kung: "Törnbusken på Libanon sände en gång bud till cedern på Libanon och lät säga: Ge din dotter till hustru åt min son. Men ett vilddjur på Libanon gick fram över törnbusken och trampade ner den. 
2CH.25.19	 Du säger till dig själv att du har slagit Edom, och ditt hjärta har blivit övermodigt och du vill vinna ära. Men stanna nu hemma. Varför utmanar du olyckan? Du kommer att falla och Juda med dig ." 
2CH.25.20	Men Amasja lyssnade inte till detta, ty det kom från Gud att de skulle ges i fiendehand, eftersom de hade rådfrågat Edoms gudar. 
2CH.25.21	 Och Joas, Israels kung, drog upp, och de drabbade samman med varandra, han och Amasja, Juda kung, vid det Bet-Semes som hör till Juda. 
2CH.25.22	 Juda besegrades av Israel, och de flydde, var och en till sitt. 
2CH.25.23	 Och Amasja, Juda kung, son till Joas, son till Joahas, blev tillfångatagen i Bet-Semes av Joas, Israels kung. När denne hade fört honom till Jerusalem, bröt han ner ett stycke av Jerusalems mur, från Efraimsporten till Poneporten, fyrahundra alnar. 
2CH.25.24	 Han tog allt guld och silver och alla kärl som fanns i Guds hus hos Obed-Edom, och skatterna i kungshuset. Han tog även gisslan och vände sedan tillbaka till Samaria. 
2CH.25.25	Men Amasja, Joas son, Juda kung, levde i femton år efter Joas, Joahas sons, Israels kungs, död. 
2CH.25.26	 Vad som mer finns att säga om Amasja, om hans första tid såväl som om hans sista, det är skrivet i boken om Juda och Israels kungar. 
2CH.25.27	 Från den tid då Amasja vek av från 
2CH.25.28	 Sedan förde man honom därifrån på hästar och begravde honom hos hans fäder i Juda stad. 
2CH.26.1	Allt folket i Juda tog Ussia, som då var sexton år, och gjorde honom till kung i hans fader Amasjas ställe. 
2CH.26.2	 Det var han som byggde upp Elot och han lade det åter under Juda, sedan kungen hade gått till vila hos sina fäder. 
2CH.26.3	Ussia var sexton år när han blev kung, och han regerade femtiotvå år i Jerusalem. Hans mor hette Jekolja och var från Jerusalem. 
2CH.26.4	 Han gjorde det som var rätt i 
2CH.26.5	 Han rådfrågade Gud så länge Sakarja levde, han som lärde honom förstå Guds syner.
2CH.26.6	 Han drog ut i strid mot filisteerna och bröt ner Gats, Jabnes och Asdods murar, och han byggde städer i Asdods område, i filisteernas land. 
2CH.26.7	 Och Gud hjälpte honom mot filisteerna och mot de araber som bodde i Gur-Baal och mot maoniterna. 
2CH.26.8	 Och ammoniterna betalade skatt till Ussia, och ryktet om honom sträckte sig ända till Egypten, ty han blev mycket mäktig. 
2CH.26.9	Ussia byggde torn i Jerusalem över Hörnporten, över Dalporten och över Vinkeln och befäste dem. 
2CH.26.10	 Han byggde också torn i öknen och högg ut många brunnar, eftersom han hade en mängd boskap både i låglandet och på slätten. I bergsbygden och på de bördiga fälten hade han jordbruksarbetare och vingårdsarbetare, ty han älskade åkerbruk. 
2CH.26.11	Ussia hade också en här som var stridsberedd och som drog ut i avdelningar som mönstrats och räknats av skrivaren Jeguel och tillsyningsmannen Maaseja under övervakning av Hananja, en av kungens befälhavare. 
2CH.26.12	 Hela antalet av de tappra stridsmän som var huvudmän för familjerna var 2 600. 
2CH.26.13	 Under deras befäl stod en krigshär av 307 500 man, som stred med kraft och mod och var på kungens sida mot fienden. 
2CH.26.14	 Ussia försåg hela denna här med sköldar och spjut, hjälmar och pansar, bågar och slungstenar. 
2CH.26.15	 I Jerusalem lät han tillverka krigsmaskiner, konstruerade av uppfinnare, att sättas upp på tornen och på murarnas hörn för att skjuta i väg pilar och slunga stora stenar. Ryktet om honom spreds vida omkring, ty han fick hjälp att stärka sin makt på ett underbart sätt. 
2CH.26.16	Men när Ussia hade stärkt sin makt blev hans hjärta högmodigt, till hans eget fördärv. Han handlade trolöst mot 
2CH.26.17	 Då gick prästen Asarja dit in efter honom med åttio av 
2CH.26.18	 Dessa trädde fram mot kung Ussia och sade till honom: "Det är inte din sak, Ussia, att tända rökelse åt 
2CH.26.19	Då blev Ussia ursinnig, där han stod med ett rökelsekar i handen för att tända rökelse. Men just som han rasade mot prästerna, slog spetälska ut på hans panna, inför prästerna, inne i 
2CH.26.20	 Översteprästen Asarja och alla prästerna vände sig till honom, och se, han var spetälsk i pannan! De drev genast ut honom därifrån, och själv skyndade han också ut, eftersom 
2CH.26.21	 Kung Ussia var sedan spetälsk ända till sin dödsdag och bodde i ett särskilt hus. Eftersom han var spetälsk var han utesluten från 
2CH.26.22	Vad som mer finns att säga om Ussia, om hans första tid såväl som hans sista, det har profeten Jesaja, Amos son, skrivit ner. 
2CH.26.23	 Ussia gick till vila hos sina fäder, och man begravde honom hos hans fäder på den gravmark som tillhörde kungarna, detta med tanke på att han hade varit spetälsk. Hans son Jotam blev kung efter honom. 
2CH.27.1	Jotam var tjugofem år när han blev kung, och han regerade sexton år i Jerusalem. Hans mor hette Jerusa och var dotter till Sadok. 
2CH.27.2	 Han gjorde det som var rätt i 
2CH.27.3	Jotam byggde Övre porten till 
2CH.27.4	 Dessutom byggde han städer i Juda bergsbygd, och i skogarna uppförde han borgar och torn. 
2CH.27.5	 Han förde krig mot ammoniternas kung och besegrade dem, så att Ammons barn det året måste ge honom 100 talenter silver, 10 000 korer vete och 10 000 korer korn. Lika mycket betalade Ammons barn åt honom också andra och tredje året. 
2CH.27.6	 Jotam blev mäktig, eftersom han vandrade med fasta steg inför 
2CH.27.7	Vad som mer finns att säga om Jotam, om alla hans krig och annat han företog sig, det är skrivet i boken om Israels och Juda kungar. 
2CH.27.8	 Han var tjugofem år när han blev kung, och han regerade sexton år i Jerusalem. 
2CH.27.9	 Jotam gick till vila hos sina fäder, och man begravde honom i Davids stad. Hans son Ahas blev kung efter honom. 
2CH.28.1	Ahas var tjugo år när han blev kung, och han regerade sexton år i Jerusalem. Han gjorde inte det som var rätt i 
2CH.28.2	 utan vandrade på samma väg som Israels kungar. Han gjorde också gjutna avgudabilder åt baalerna. 
2CH.28.3	 Själv tände han offereld i Hinnoms sons dal och brände upp sina barn i eld efter den avskyvärda seden hos de folk som 
2CH.28.4	 Och han bar fram offer och tände offereld på höjderna och kullarna och under alla gröna träd. 
2CH.28.5	Därför gav 
2CH.28.6	 Ty Peka, Remaljas son, dödade 120 000 man av Juda på en enda dag, alla stridsdugliga män. Detta skedde därför att de hade övergivit 
2CH.28.7	 Och Sikri, en tapper man från Efraim, dödade kungasonen Maaseja, slottsfursten Asrikam och Elkana, kungens närmaste man. 
2CH.28.8	 Och Israels barn tog bland sina bröder 200 000 fångar, nämligen deras hustrur, söner och döttrar. Dessutom tog de ett stort byte från dem, och bytet förde de till Samaria. 
2CH.28.9	Men där fanns en 
2CH.28.10	 Och nu tänker ni underkuva Juda och Jerusalems folk för att göra dem till slavar och slavinnor åt er. Har ni då inte hos er nog med skuld mot 
2CH.28.11	 Hör därför på mig: Sänd tillbaka fångarna som ni har tagit från era bröder, ty 
2CH.28.12	Några av huvudmännen bland Efraims barn, nämligen Asarja, Johanans son, Berekja, Mesillemots son, Hiskia, Sallums son, och Amasa, Hadlajs son, stod då upp och gick emot dem som kom från kriget 
2CH.28.13	 och sade till dem: "Ni skall inte föra dessa fångar hit in, ty ni drar skuld över oss inför 
2CH.28.14	 Då lämnade krigsfolket ifrån sig fångarna och bytet inför furstarna och hela församlingen. 
2CH.28.15	 Männen som nämnts vid namn stod upp och tog sig an fångarna. Alla som var utan kläder ibland dem klädde de upp med vad de hade tagit som byte. De gav dem kläder och skor, mat och dryck, och smorde dem med olja, och alla som inte orkade gå lät de sätta sig upp på åsnor och förde dem så till Jeriko, Palmstaden, till deras bröder där. Sedan vände de tillbaka till Samaria. 
2CH.28.16	Vid samma tid sände kung Ahas bud till kungarna i Assyrien med begäran om hjälp. 
2CH.28.17	 Ty förutom allt annat hade edomiterna återigen kommit och slagit Juda och tagit fångar. 
2CH.28.18	 Och filisteerna hade fallit in i städerna i Juda lågland och Negev och hade tagit Bet-Semes, Ajalon, Gederot, Soko med underlydande orter, Timna med underlydande orter och Gimso med underlydande orter och bosatt sig i dem. 
2CH.28.19	 Ty 
2CH.28.20	 Men Tiglat-Pileser, kungen i Assyrien drog emot honom och ansatte honom i stället för att ge honom stöd. 
2CH.28.21	 Ty trots att Ahas plundrade 
2CH.28.22	I sin nöd syndade denne kung Ahas ännu mer genom trolöshet mot 
2CH.28.23	 Han offrade nämligen åt gudarna i Damaskus, de som hade besegrat honom, ty han tänkte: "Eftersom de arameiska kungarnas gudar har hjälpt dem, vill jag offra åt dem, så att de hjälper mig." Men det var i stället dessa som kom honom och hela Israel på fall. 
2CH.28.24	 Och Ahas samlade ihop de kärl som fanns i Guds hus och bröt sönder kärlen i Guds hus, stängde igen dörrarna till 
2CH.28.25	 I var och en av Juda städer uppförde han offerhöjder för att tända offereld åt andra gudar. På detta sätt väckte han 
2CH.28.26	Vad som mer finns att säga om honom och om allt som han företog sig, om hans första tid såväl som om hans sista, det är skrivet i boken om Juda och Israels kungar. 
2CH.28.27	 Ahas gick till vila hos sina fäder, och man begravde honom i Jerusalem, inne i staden, ty de lade honom inte i Israels kungars gravar. Hans son Hiskia blev kung efter honom. 
2CH.29.1	Hiskia var tjugofem år när han blev kung, och han regerade tjugonio år i Jerusalem. Hans mor hette Abia och hon var dotter till Sakarja. 
2CH.29.2	 Han gjorde det som var rätt i 
2CH.29.3	I sitt första regeringsår, i första månaden, öppnade han dörrarna till 
2CH.29.4	 Han lät hämta prästerna och leviterna och samlade dem på den öppna platsen mot öster 
2CH.29.5	 och sade till dem: "Hör på mig, ni leviter: Helga nu er själva och helga 
2CH.29.6	 Ty våra fäder var trolösa och gjorde vad ont var i 
2CH.29.7	 De stängde också igen dörrarna till förhuset och släckte lamporna, och de tände ingen rökelse och offrade inga brännoffer i helgedomen åt Israels Gud. 
2CH.29.8	 Därför har 
2CH.29.9	 Ja, därför har också våra fäder fallit för svärd, och våra söner och döttrar och hustrur har kommit i fångenskap. 
2CH.29.10	 Men nu har jag i sinnet att sluta ett förbund med 
2CH.29.11	 Så var nu inte försumliga, mina barn, för 
2CH.29.12	Då stod leviterna upp: Mahat, Amasajs son, och Joel, Asarjas son, av kehatiternas släkt; av Meraris släkt Kish, Abdis son, och Asarja, Jehallelels son; av gersoniterna Joa, Simmas son, och Eden, Joas son; 
2CH.29.13	 av Elisafans släkt Simri och Jeguel; av Asafs släkt Sakarja och Mattanja; 
2CH.29.14	 av Hemans släkt Jehuel och Simei samt av Jedutuns släkt Semaja och Ussiel. 
2CH.29.15	 Dessa samlade sina bröder och helgade sig och gick sedan för att rena 
2CH.29.16	Men prästerna gick in i det inre av 
2CH.29.17	 De började att helga templet på första dagen i första månaden, och på åttonde dagen i månaden hade de hunnit till 
2CH.29.18	 Då gick de in till kung Hiskia och sade: "Vi har renat hela 
2CH.29.19	 Alla de kärl som kung Ahas under sin regering i trolöshet förkastade har vi återställt och helgat, och de står nu framför 
2CH.29.20	Tidigt på morgonen samlade kung Hiskia furstarna i staden och gick upp i 
2CH.29.21	 Man förde fram sju tjurar, sju baggar, sju lamm och sju bockar till syndoffer för landet och helgedomen och för Juda. Och kungen befallde Arons söner, prästerna, att offra detta på 
2CH.29.22	 De slaktade då nötboskapen, och prästerna tog blodet och stänkte det på altaret. Därefter slaktade de baggarna och stänkte blodet på altaret. Sedan slaktade de lammen och stänkte blodet på altaret. 
2CH.29.23	 Så förde de fram syndoffersbockarna inför kungen och församlingen, och de lade händerna på dem. 
2CH.29.24	 Och prästerna slaktade dem och lät deras blod som syndoffer komma på altaret till försoning för hela Israel. Kungen hade nämligen befallt att dessa brännoffer och syndoffer skulle offras för hela Israel. 
2CH.29.25	Han lät leviterna ställa upp sig till tjänstgöring i 
2CH.29.26	 Och leviterna ställde upp sig med Davids instrument och prästerna med trumpeterna. 
2CH.29.27	 Hiskia befallde att man skulle offra brännoffret på altaret. Samtidigt som offret bars fram började 
2CH.29.28	 Hela församlingen tillbad medan sången sjöngs och trumpeterna ljöd, och detta pågick till dess att brännoffret var fullbordat. 
2CH.29.29	 När de hade offrat brännoffret böjde kungen knä, och alla som var tillsammans med honom tillbad. 
2CH.29.30	 Och kung Hiskia och furstarna befallde leviterna att lova 
2CH.29.31	Hiskia tog då till orda och sade: "Ni har nu blivit vigda åt 
2CH.29.32	Antalet av de brännoffersdjur som församlingen förde fram var 70 tjurar, 100 baggar och 200 lamm - alla dessa var till brännoffer åt 
2CH.29.33	 Och gemenskapsoffren utgjordes av 600 tjurar och 3 000 djur av småboskapen. 
2CH.29.34	 Men prästerna var för få och kunde inte flå alla brännoffersdjuren. Därför hjälpte deras bröder leviterna dem, till dess att detta arbete var fullgjort och till dess att prästerna hade helgat sig. Leviterna var nämligen mer angelägna än prästerna att helga sig. 
2CH.29.35	 Antalet brännoffer var också stort, och därtill kom fettstyckena av gemenskapsoffren liksom de drickoffer som hörde till brännoffren. På detta sätt blev det ordnat med tjänstgöringen i 
2CH.29.36	 Och Hiskia och allt folket gladde sig över vad Gud hade berett åt folket, för plötsligt hade detta hänt. 
2CH.30.1	Hiskia sände ut bud till hela Israel och Juda och skrev också brev till Efraim och Manasse att de skulle komma till 
2CH.30.2	 Kungen och hans furstar och hela församlingen i Jerusalem enades om att hålla påskhögtiden i andra månaden. 
2CH.30.3	 De kunde nämligen inte fira den genast, eftersom prästerna ännu inte hade helgat sig i tillräckligt antal och folket inte var samlat i Jerusalem. 
2CH.30.4	 Därför tycktes det kungen och hela församlingen rätt att göra på detta sätt. 
2CH.30.5	 Och de beslöt att ropa ut i hela Israel, från Beer-Sheba ända till Dan, att man skulle komma och fira 
2CH.30.6	Ilbuden begav sig av med breven från kungen och hans furstar, och de drog genom hela Israel och Juda enligt kungens befallning. De sade: "Ni Israels barn, vänd om till 
2CH.30.7	 Och var inte som era fäder och bröder, som var trolösa mot 
2CH.30.8	 Var alltså nu inte hårdnackade som era fäder, utan räck 
2CH.30.9	 Ty om ni vänder om till 
2CH.30.10	Ilbuden for från stad till stad i Efraims och Manasses land och ända till Sebulon. Men man skrattade åt dem och hånade dem. 
2CH.30.11	 Dock fanns det några i Aser, Manasse och Sebulon som ödmjukade sig och kom till Jerusalem. 
2CH.30.12	 Också i Juda verkade Guds hand, så att han gav dem alla ett endräktigt hjärta till att göra vad kungen och furstarna hade befallt i kraft av 
2CH.30.13	Mycket folk, en stor församling, kom samman i Jerusalem för att fira det osyrade brödets högtid i andra månaden. 
2CH.30.14	 De stod upp och avlägsnade de altaren som fanns i Jerusalem. De tog också bort alla rökelsealtaren och kastade dem i Kidrons dal. 
2CH.30.15	 Och på fjortonde dagen i andra månaden slaktade de påskalammet. Prästerna och leviterna, som nu skämdes och därför hade helgat sig, förde vid högtiden fram brännoffer till 
2CH.30.16	 De inställde sig till tjänstgöring på sina platser, så som det var föreskrivet för dem i gudsmannen Moses lag. Prästerna stänkte med blodet, som de hade tagit emot av leviterna. 
2CH.30.17	 Det fanns nämligen många i församlingen som inte hade helgat sig. Därför måste leviterna slakta påskalammen för alla som inte var rena så att de kunde helga dem åt 
2CH.30.18	 Det var en stor del av folket, många från Efraim och Manasse, Isaskar och Sebulon, som inte hade renat sig utan åt påskalammet på annat sätt än som var föreskrivet. Men Hiskia hade bett för dem och sagt: " 
2CH.30.19	 som har vänt sitt hjärta till att söka Gud, 
2CH.30.20	 Och 
2CH.30.21	De av Israels barn som befann sig i Jerusalem firade så det osyrade brödets högtid med stor glädje i sju dagar. Varje dag prisade leviterna och prästerna 
2CH.30.22	 Hiskia talade vänligt till alla de leviter som hade god insikt i 
2CH.30.23	 Hela församlingen enades om att fira högtid i ytterligare sju dagar, och man firade högtid med glädje också under de sju dagarna. 
2CH.30.24	Hiskia, Juda kung, hade som offergåva givit församlingen 1 000 tjurar och 7 000 djur av småboskapen, och furstarna hade som offergåva givit 1 000 tjurar och 10 000 djur av småboskapen. Och ett stort antal präster helgade sig. 
2CH.30.25	 Hela Juda församling gladde sig med prästerna och leviterna, och det gjorde också hela den församling som hade kommit från Israel, liksom de främlingar som hade kommit från Israels land eller som bodde i Juda. 
2CH.30.26	 Glädjen var stor i Jerusalem, ty alltsedan Israels kung Salomos, Davids sons, tid hade inte något sådant som detta skett i Jerusalem. 
2CH.30.27	 Prästerna och leviterna stod upp och välsignade folket, och deras röst blev hörd, och deras bön kom till hans heliga boning, till himlen. 
2CH.31.1	När allt detta var över, drog alla israeliter som hade varit där ut till Juda städer och slog sönder stoderna, högg ner aserorna och bröt ner offerhöjderna och altarna i hela Juda, Benjamin, Efraim och Manasse, till dess att de hade gjort slut på dem. Sedan vände alla Israels barn tillbaka till sina städer, var och en till sin besittning. 
2CH.31.2	Hiskia gav befallning om prästernas och leviternas avdelningar, allteftersom de tillhörde den ena eller den andra avdelningen, så att både präster och leviter fick sina bestämda uppgifter, antingen det gällde att bära fram brännoffer eller gemenskapsoffer eller att förrätta gudstjänst och tacka och lovsjunga i portarna till 
2CH.31.3	 Kungen gav en del av det han ägde till brännoffren, nämligen till brännoffer morgon och kväll och till brännoffer på sabbaterna, vid nymånaderna och högtiderna, så som det var skrivet i 
2CH.31.4	 Och han befallde folket som bodde i Jerusalem att ge prästerna och leviterna deras del, för att de skulle kunna hålla fast vid 
2CH.31.5	När denna befallning blev känd, gav Israels barn en riklig förstlingsgåva av säd, vin, olja och honung och av all gröda på marken. De förde fram tionde av allt i riklig mängd. 
2CH.31.6	 Och de av Israel och Juda som bodde i Juda städer förde också fram tionde av nötboskap och småboskap, liksom tionde av de heliga gåvor som helgades åt 
2CH.31.7	 I tredje månaden började de att lägga upp högarna, och i sjunde månaden var de färdiga med det. 
2CH.31.8	 När Hiskia och hans furstar kom för att se högarna, välsignade de 
2CH.31.9	 Och Hiskia frågade prästerna och leviterna angående högarna. 
2CH.31.10	 Då svarade översteprästen Asarja, av Sadoks hus, och sade: "Sedan man började föra fram offergåvan till 
2CH.31.11	Hiskia befallde då att man skulle inreda förrådsrum i 
2CH.31.12	 I dem förde man noggrant in offergåvan och tiondet och de heliga gåvorna. Leviten Konanja hade huvudansvaret för arbetet, och hans närmaste man var hans bror Simei. 
2CH.31.13	 Jehiel, Asasja, Nahat, Asael, Jerimot, Josabad, Eliel, Jismakja, Mahat och Benaja var tillsyningsmän under Konanja och hans bror Simei enligt beslut av kung Hiskia och Asarja, fursten i Guds hus. 
2CH.31.14	 Leviten Kore, Jimnas son, som var dörrvaktare på östra sidan, hade uppsikten över de frivilliga gåvorna åt Gud och skulle fördela 
2CH.31.15	 Vid hans sida i präststäderna fanns Eden, Minjamin, Jesua, Semaja, Amarja och Sekanja, och de ombesörjde noggrant utdelningen till sina bröder efter deras avdelningar, lika för gammal som ung. 
2CH.31.16	Undantagna var alla av mankön som var tre år eller äldre, de som var upptecknade i sina släktregister och som skulle infinna sig i 
2CH.31.17	 Prästernas släktregister var uppgjort efter deras familjer. Av leviterna var de upptagna som var tjugo år eller äldre enligt deras särskilda åligganden och avdelningar. 
2CH.31.18	 I släktregistret skulle de vara upptecknade med alla sina små barn, hustrur, söner och döttrar, så många de var, ty de skulle noggrant förvalta det heliga som heligt. 
2CH.31.19	 För dem av Arons söner, prästerna, som bodde på utmarkerna till sina städer, fanns i var särskild stad namngivna män tillsatta som skulle dela ut till alla av mankön bland prästerna och till alla de leviter som var upptecknade i släktregistret vad de hade rätt till. 
2CH.31.20	Detta genomförde Hiskia i hela Juda, och han gjorde inför 
2CH.31.21	 Allt han företog sig när han sökte sin Gud, vare sig det gällde tjänstgöringen i Guds hus eller lagen och budorden, gjorde han av hela sitt hjärta, och han var framgångsrik. 
2CH.32.1	Sedan Hiskia i trohet hade utfört detta kom Sanherib, kungen i Assyrien, och drog in i Juda och belägrade de befästa städerna och tänkte erövra dem åt sig. 
2CH.32.2	 När Hiskia såg att Sanherib kom för att anfalla Jerusalem, 
2CH.32.3	 rådgjorde han med sina furstar och sina tappra män om att täppa till vattnet i de källor som låg utanför staden, och de hjälpte honom med detta. 
2CH.32.4	 Mycket folk samlades, och man täppte till alla källorna och dämde för bäcken som flöt genom trakten, ty de sade: "Varför skall de assyriska kungarna komma och finna mängder av vatten?" 
2CH.32.5	 Han tog också mod till sig och byggde upp muren överallt där den hade raserats, byggde tornen högre och uppförde en annan mur längre ut, befäste Millo i Davids stad och tillverkade skjutvapen och sköldar i stor mängd. 
2CH.32.6	 Och han tillsatte krigsbefäl över folket och kallade dem samman till sig på den öppna platsen vid stadsporten, uppmuntrade dem och sade: 
2CH.32.7	 "Var frimodiga och starka! Frukta inte och var inte förfärade för kungen i Assyrien och för hela den skara han har med sig, ty med oss är en som är större än den som är med honom. 
2CH.32.8	 Med honom är en arm av kött, men med oss är 
2CH.32.9	Den assyriske kungen Sanherib, som med hela sin krigshär låg framför Lakish, sände sina tjänare till Jerusalem, till Hiskia, Juda kung, och till alla dem av Juda som fanns i Jerusalem och lät säga: 
2CH.32.10	"Så säger Sanherib, kungen i Assyrien: Vad är det ni förtröstar på, eftersom ni stannar kvar i det belägrade Jerusalem? 
2CH.32.11	 Är det inte Hiskia som bedrar er, så att ni kommer att dö genom hunger och törst? Han säger ju: 
2CH.32.12	 Är det inte Hiskia som har avskaffat hans offerhöjder och altaren och sagt till Juda och Jerusalem: Inför ett enda altare skall ni tillbe, och på detta skall ni tända offereld? 
2CH.32.13	 Vet ni inte vad jag och mina fäder har gjort med folken i andra länder? Har väl de gudar som dyrkas av folken i dessa länder någonsin kunnat befria sina länder ur min hand? 
2CH.32.14	 Ja, vilket bland alla dessa folk, som mina fäder har gett till spillo, har haft någon gud som förmått rädda sitt folk ur min hand? Men ni menar att er Gud förmår rädda er ur min hand. 
2CH.32.15	 Nej, låt inte Hiskia lura och bedra er och tro inte på honom, för ingen gud hos något folk eller i något rike har förmått befria sitt folk ur min hand eller ur mina fäders hand. Hur mycket mindre skall då er Gud kunna befria er ur min hand!" 
2CH.32.16	Sanheribs tjänare talade ännu mer mot 
2CH.32.17	 Han skrev också ett brev för att håna 
2CH.32.18	 Och till Jerusalems folk, till dem som stod på muren, ropade de med hög röst på judiska för att skrämma dem och göra dem modlösa, så att de sedan skulle kunna inta staden. 
2CH.32.19	 Och de talade om Jerusalems Gud på samma sätt som om de främmande folkens gudar, som är verk av människohänder. 
2CH.32.20	Under tiden bad kung Hiskia och profeten Jesaja, Amos son, och ropade till himlen. 
2CH.32.21	 Då sände 
2CH.32.22	 Och 
2CH.32.23	 Många förde gåvor till 
2CH.32.24	Vid den tiden blev Hiskia dödssjuk. Han bad då till 
2CH.32.25	 Men Hiskia återgäldade inte det goda som han hade fått, utan hans hjärta blev högmodigt, och därför kom vrede över honom och över Juda och Jerusalem. 
2CH.32.26	 Men när Hiskia ödmjukade sig mitt i sitt hjärtas högmod och Jerusalems invånare med honom, drabbade 
2CH.32.27	Hiskias rikedom och härlighet var mycket stor. Han byggde sig skattkamrar för silver och guld och ädla stenar, för väldoftande kryddor och för sköldar och alla slags dyrbara gåvor. 
2CH.32.28	 Han uppförde också förrådshus för säd, vin och olja samt stall för allt slags boskap, och han skaffade hjordar för sina fållor. 
2CH.32.29	 Vidare byggde han städer och förvärvade en mängd får och nötboskap. Gud hade givit honom mycket stora rikedomar. 
2CH.32.30	 Det var också Hiskia som täppte till Gihonvattnets övre källa och ledde vattnet neråt, väster om Davids stad. Hiskia lyckades i allt han företog sig. 
2CH.32.31	 Och när sändebuden kom från Babels furstar, de som var utsända till honom för att höra sig för om det under som hade skett i landet, lämnade Gud honom för att pröva honom och få veta allt som var i hans hjärta. 
2CH.32.32	Vad som mer finns att säga om Hiskia och om hans gudfruktiga gärningar, det är skrivet i "Profeten Jesajas, Amos sons, syner", i boken om Judas och Israels kungar. 
2CH.32.33	 Hiskia gick till vila hos sina fäder, och man begravde honom på den plats där man går upp till Davids hus gravar. Hela Juda och Jerusalems invånare bevisade honom ära vid hans död. Hans son Manasse blev kung efter honom. 
2CH.33.1	Manasse var tolv år när han blev kung, och han regerade femtiofem år i Jerusalem. 
2CH.33.2	 Han gjorde det som var ont i 
2CH.33.3	 Han byggde på nytt upp de offerhöjder som hans fader Hiskia hade brutit ner. Och han reste altaren åt baalerna och gjorde aseror, och han tillbad och tjänade himlens hela härskara. 
2CH.33.4	 Han byggde altaren i 
2CH.33.5	 Han byggde altaren åt himlens hela härskara på de båda förgårdarna till 
2CH.33.6	 Han lät sina barn gå genom eld i Hinnoms sons dal och utövade teckentyderi, svartkonst och trolldom, skaffade sig andebesvärjare och spåmän och gjorde mycket som var ont i 
2CH.33.7	Avgudabilden som han gjort ställde han in i Guds hus om vilket Gud hade sagt till David och hans son Salomo: "I detta hus och i Jerusalem som jag har utvalt bland alla Israels stammar, vill jag fästa mitt namn för evig tid. 
2CH.33.8	 Jag skall inte mer låta Israel vandra bort från det land som jag har bestämt åt era fäder, om de endast håller fast vid och följer allt vad jag har befallt dem, efter den lag, de stadgar och föreskrifter som de har fått genom Mose." 
2CH.33.9	 Men Manasse förledde Juda och Jerusalems invånare, så att de gjorde mer ont än de folk som 
