GEN.1.1	I begynnelsen skapade Gud himmel och jord.
PRO.15.2	ur dårens mun strömmar enfald.
PRO.15.3	Herrens blick når överallt,
PRO.15.3	den följer onda och goda.
PRO.15.4	Läkande ord är ett livets träd
PRO.15.4	men svekfulla knäcker lusten att leva.
PRO.15.5	Dåren förkastar sin fars fostran,
PRO.15.5	klok den som låter sig tuktas.
PRO.15.6	I den rättfärdiges hus samlas rika skatter,
PRO.15.6	vad den onde tjänar förfars.
PRO.15.7	Den vises ord sprider kunskap,
PRO.15.7	dårens tankar går vilse.
PRO.15.8	Den ondes offer väcker Herrens avsky,
PRO.15.8	den rättrådiges bön behagar honom.
PRO.15.9	Herren avskyr syndigt leverne,
PRO.15.9	strävan efter rättfärdighet älskar han.
PRO.15.10	För den avfällige är fostran ett ont,
PRO.15.10	men den som skyr tuktan måste dö.
PRO.15.11	Dödsriket och avgrunden ligger öppna för Herren,
PRO.15.11	hur mycket mer då människors hjärtan!
PRO.15.12	Hädaren ogillar klander,
PRO.15.12	han söker sig ej till de visa.
PRO.15.13	Glatt hjärta ger ljus uppsyn,
PRO.15.13	sorg skapar modlöshet.
PRO.15.14	En klok man söker kunskap,
PRO.15.14	dåren ägnar sig åt dumt prat.
PRO.15.15	Den fattige har det alltid svårt,
PRO.15.15	men gott lynne ger ständig fest.
PRO.15.16	Bättre knapphet och gudsfruktan
PRO.15.16	än överflöd och oro.
PRO.15.17	Bättre en tallrik kål med kärlek
PRO.15.17	än en mör oxstek med hat.
PRO.15.18	En hetlevrad man vållar gräl,
PRO.15.18	den tålmodige stillar trätan.
PRO.15.19	Den lates väg är spärrad av törne,
PRO.15.19	den redbare färdas på banad väg.
PRO.15.20	En klok son är sin fars glädje,
PRO.15.20	men dåren föraktar sin mor.
PRO.15.21	Den vettlöse har sin glädje i dårskap,
PRO.15.21	den insiktsfulle håller rak kurs.
PRO.15.22	Utan överläggning går en plan om intet,
PRO.15.22	med många rådgivare lyckas den.
PRO.15.23	Glad blir den som kan ge svar —
PRO.15.23	vad är bättre än ett ord i rättan tid!
PRO.15.24	Den kloke vandrar uppåt på livets väg
PRO.15.24	för att undvika dödsrikets djup.
PRO.15.25	Den högmodiges hus river Herren ner,
PRO.15.25	men änkans gränssten låter han ingen rubba.
PRO.15.26	För Herren är de gudlösas planer vidriga,
PRO.15.26	men vänliga ord är rena.
PRO.15.27	Den som roffar åt sig drar olycka över sitt hus,
PRO.15.27	den som skyr mutor får långt liv.
PRO.15.28	Den rättfärdige tänker innan han svarar,
PRO.15.28	men ur syndarens mun strömmar ondska.
PRO.15.29	Herren är fjärran från de onda,
PRO.15.29	men han hör den rättfärdiges bön.
PRO.15.30	Vänliga blickar gör hjärtat glatt,
PRO.15.30	god nyhet ger kroppen styrka.
PRO.15.31	Den som tar emot hälsosam tuktan
PRO.15.31	får tillträde till de visas krets.
PRO.15.32	Den som försmår fostran förkastar sig själv,
PRO.15.32	att ta emot tuktan ger insikt.
PRO.15.33	Gudsfruktan fostrar till vishet,
PRO.15.33	ödmjukhet är vägen till ära.
PRO.16.1	Tankar tar form hos människan,
PRO.16.1	men Herren lägger ord på hennes tunga.
PRO.16.2	Människan tycker sig vara felfri,
PRO.16.2	men sinnelaget prövas av Herren.
PRO.16.3	Lägg allt du gör i Herrens hand,
PRO.16.3	så kommer dina planer att lyckas.
PRO.16.4	Allt som Herren skapat har ett syfte,
PRO.16.4	den onde är till för olyckans dag.
PRO.16.5	Herren avskyr alla högmodiga,
PRO.16.5	aldrig undgår de sitt straff.
PRO.16.6	Trofast kärlek sonar skuld,
PRO.16.6	genom gudsfruktan undviks det onda.
PRO.16.7	Den som lever till Herrens behag
PRO.16.7	får fred också med sin ovän.
PRO.16.8	Bättre äga litet med rättfärdighet
PRO.16.8	än tjäna mycket med orätt.
PRO.16.9	Människan tänker ut sin väg,
PRO.16.9	men stegen styrs av Herren.
PRO.16.10	Kungens ord är gudsord,
PRO.16.10	han felar inte då han dömer.
PRO.16.11	Riktig våg är Herrens sak,
PRO.16.11	alla vikter är hans verk.
PRO.16.12	Kungar avskyr onda gärningar,
PRO.16.12	ty rättfärdighet befäster tronen.
PRO.16.13	Rättfärdigt tal behagar kungen,
PRO.16.13	den sannfärdige älskar han.
PRO.16.14	Kungens vrede bådar död,
PRO.16.14	men en klok man kan stilla den.
PRO.16.15	Ljus uppsyn hos kungen betyder liv,
PRO.16.15	hans gunst är som ett vårregn.
PRO.16.16	Att vinna vishet är bättre än guld,
PRO.16.16	vinna insikt mer värt än silver.
PRO.16.17	De redligas väg leder bort från det onda,
PRO.16.17	den som ger akt på sina steg räddar livet.
PRO.16.18	Övermod följs av nederlag,
PRO.16.18	högmod går före fall.
PRO.16.19	Bättre vara ödmjuk bland de ringa
PRO.16.19	än dela byte med de högmodiga.
PRO.16.20	Den som villigt lär har framgång,
PRO.16.20	lycklig den som förtröstar på Herren.
PRO.16.21	En insiktsfull man kallas vis,
PRO.16.21	och vältalighet övertygar.
PRO.16.22	Den som äger insikt har en källa till liv,
PRO.16.22	men dårens straff är hans dårskap.
PRO.16.23	Den vises tankar gör hans tal klokt
PRO.16.23	och hans ord övertygande.
PRO.16.24	Vänliga ord är som honung —
PRO.16.24	smakar sött och gör kroppen frisk.
PRO.16.25	En väg som tycks vara den rätta
PRO.16.25	kan ändå föra till döden.
PRO.16.26	Arbetarens hunger får honom att arbeta,
PRO.16.26	magen låter honom aldrig vila.
PRO.16.27	En ondsint man ställer till skada,
PRO.16.27	hans ord är förtärande eld.
PRO.16.28	En falsk man vållar strid,
PRO.16.28	baktalaren skiljer vänner åt.
PRO.16.29	En ogärningsman lockar andra med sig
PRO.16.29	och leder dem på orätta vägar.
PRO.16.30	Kisande ögon vittnar om lömska planer,
PRO.16.30	hopknipna läppar om utfört dåd.
PRO.16.31	Vitt hår är en ärekrans,
PRO.16.31	man vinner den med rättfärdigt liv.
PRO.16.32	Bättre en tålmodig man än en hjälte,
PRO.16.32	bättre behärska sig själv än inta en stad.
PRO.16.33	Lotten kastas i knät,
PRO.16.33	men hur den faller bestämmer Herren.
PRO.17.1	Bättre en torr brödkant i lugn och ro
PRO.17.1	än huset fullt med kalasmat och bråk.
PRO.17.2	Duglig slav blir herre över oduglig son
PRO.17.2	och får dela arvet med hans bröder.
PRO.17.3	Silver prövas i degeln och guld i ugnen,
PRO.17.3	men hjärtat prövas av Herren.
PRO.17.4	Uslingen lyssnar på onda tungor,
PRO.17.4	lögnaren är idel öra för elakt prat.
PRO.17.5	Att håna en fattig är att smäda hans skapare,
PRO.17.5	den skadeglade undgår inte straff.
PRO.17.6	Barnbarn är de gamlas krona,
PRO.17.6	sönernas stolthet är deras fäder.
PRO.17.7	Stora ord anstår inte odågan,
PRO.17.7	än mindre lögner en ädel man.
PRO.17.8	Den som ger mutor tror sig ha ett trollspö,
PRO.17.8	vart han kommer har han framgång.
PRO.17.9	Den som söker vänskap överser med ett fel,
PRO.17.9	den som ältar det driver bort sin vän.
PRO.17.10	Klander biter bättre på den kloke
PRO.17.10	än hundra piskrapp på dåren.
PRO.17.11	Den gudlöse vill bara göra uppror,
PRO.17.11	men en grym budbärare sänds mot honom.
PRO.17.12	Hellre möta en björn som mist sina ungar
PRO.17.12	än en dåre i hans vanvett.
PRO.17.13	Den som lönar gott med ont
PRO.17.13	blir själv aldrig kvitt det onda.
PRO.17.14	Börja gräl är som att öppna dammluckor;
PRO.17.14	sluta innan striden bryter lös!
PRO.17.15	Att fria en skyldig, att fälla en oskyldig —
PRO.17.15	bådadera väcker Herrens avsky.
PRO.17.16	Vad gagnar pengar i dårens hand,
PRO.17.16	kan han köpa vishet, han som saknar vett?
PRO.17.17	En vän visar alltid kärlek,
PRO.17.17	en broder är till för att hjälpa i nöden.
PRO.17.18	Utan vett är den som ger sitt handslag
PRO.17.18	och går i borgen för sin nästa.
PRO.17.19	Den som älskar gräl älskar synd,
PRO.17.19	den som gör porten hög inbjuder olyckan.
PRO.17.20	Fördärvat sinne finner ingen lycka,
PRO.17.20	lögnaktig tunga bringar på fall.
PRO.17.21	Att ha en dåre till son är en sorg,
PRO.17.21	ingen glädje får odågans far.
PRO.17.22	Glatt hjärta ger god hälsa,
PRO.17.22	modlöshet suger märgen ur benen.
PRO.17.23	Den onde tar mutor ur mantelvecket
PRO.17.23	för att hindra rättvisans gång.
PRO.17.24	Den kloke har visheten för ögonen,
PRO.17.24	dåren spanar mot världens ände.
PRO.17.25	En dåraktig son får sin far att grämas
PRO.17.25	och bedrövar henne som fött honom.
PRO.17.26	Bötfälla en oskyldig är illa nog,
PRO.17.26	prygla den ädle strider mot all rätt.
PRO.17.27	Den förståndige spar sina ord,
PRO.17.27	den kloke håller huvudet kallt.
PRO.17.28	Även dåren anses vis om han tiger
PRO.17.28	och klok så länge han håller mun.
PRO.18.1	Särlingen söker sak
PRO.18.1	och går till storms mot allt vettigt.
PRO.18.2	Dåren bryr sig inte om insikt,
PRO.18.2	han vill bara lufta egna åsikter.
PRO.18.3	Ondska för med sig förakt,
PRO.18.3	med skändlighet följer smälek.
PRO.18.4	Människors ord är som djupt vatten
PRO.18.4	men vishetens källa en strömmande bäck.
PRO.18.5	Illa är att ta parti för en skyldig
PRO.18.5	och vägra en oskyldig hans rätt.
PRO.18.6	Dårens ord leder till strid,
PRO.18.6	hans mun tigger stryk.
PRO.18.7	Dårens mun blir hans fördärv,
PRO.18.7	hans ord en fälla för honom själv.
PRO.18.8	Baktalarens ord är som läckerheter,
PRO.18.8	de slinker ner i människans inre.
PRO.18.9	Den som försummar sitt arbete
PRO.18.9	är vandalens like.
PRO.18.10	Ett befäst torn är Herrens namn,
PRO.18.10	den rättfärdige flyr dit och får skydd.
PRO.18.11	Den rikes välstånd är hans fasta borg,
PRO.18.11	en hög mur till hans värn.
PRO.18.12	Hjärtats högmod går före fall,
PRO.18.12	ödmjukhet är vägen till ära.
PRO.18.13	Att svara innan man lyssnat
PRO.18.13	är en dårskap och en skam.
PRO.18.14	Med mod uthärdar man sjukdom,
PRO.18.14	men missmod, vem uthärdar det?
PRO.18.15	Den kloke samlar kunskap,
PRO.18.15	den vise lyssnar och lär.
PRO.18.16	Gåvor öppnar dörrar
PRO.18.16	och ger företräde hos höga herrar.
PRO.18.17	Den som först för sin talan har rätt —
PRO.18.17	tills han möter motpartens frågor.
PRO.18.18	Lotten bilägger tvister
PRO.18.18	och skiljer mellan mäktiga män.
PRO.18.19	En kränkt vän är som en befäst stad,
PRO.18.19	tvister är som bommen för en borg.
PRO.18.20	Vad munnen talar mättar magen,
PRO.18.20	det som går över läpparna ger mättnad.
PRO.18.21	Tungan har makt över liv och död,
PRO.18.21	de som kan tygla den får njuta dess frukt.
PRO.18.22	Den som finner en hustru finner lycka,
PRO.18.22	han har vunnit Herrens behag.
PRO.18.23	Den fattige ber bevekande,
PRO.18.23	den rike svarar bryskt.
PRO.18.24	Vissa vänner skadar varandra,
PRO.18.24	men en verklig vän är mer tillgiven än en bror.
PRO.19.1	Bättre fattig och oförvitlig
PRO.19.1	än rik med svekfullt tal.
PRO.19.2	Okunnig iver är ett ont,
PRO.19.2	den som rusar på trampar fel.
PRO.19.3	Människans dårskap förstör hennes liv,
PRO.19.3	men mot Herren vänds hennes vrede.
PRO.19.4	Välstånd ger allt fler vänner,
PRO.19.4	den fattige mister den vän han har.
PRO.19.5	Ett falskt vittne får sitt straff,
PRO.19.5	en menedare går inte fri.
PRO.19.6	Den mäktige smickras av många,
PRO.19.6	den frikostige har allas vänskap.
PRO.19.7	Den fattige undviks av sina vänner,
PRO.19.7	till och med hans bröder avskyr honom.
PRO.19.8	Den som vill sitt eget bästa ökar sitt vett,
PRO.19.8	att ta vara på insikt ger lycka.
PRO.19.9	Ett falskt vittne får sitt straff,
PRO.19.9	en menedare går under.
PRO.19.10	Överdåd anstår inte dåren,
PRO.19.10	än mindre skall slaven härska över stormän.
PRO.19.11	Förstånd gör en man fördragsam,
PRO.19.11	han sätter en ära i att förlåta.
PRO.19.12	Som lejonets rytande är kungens vrede,
PRO.19.12	hans gunst är som dagg över gräset.
PRO.19.13	En dåraktig son är sin fars olycka,
PRO.19.13	en hustrus gnat ett evigt takdropp.
PRO.19.14	Gods och guld ärvs från fäderna,
PRO.19.14	men en duglig hustru är en skänk från Herren.
PRO.19.15	Lättja försänker i dvala,
PRO.19.15	maklighet ger tom mage.
PRO.19.16	Den som håller buden behåller sitt liv,
PRO.19.16	den som inte ger akt på sin vandel skall dö.
PRO.19.17	Den som tar sig an de fattiga lånar åt Herren
PRO.19.17	och skall få sin lön av honom.
PRO.19.18	Fostra din son medan det finns hopp;
PRO.19.18	du vill ju inte att han skall dö.
PRO.19.19	Den som förgår sig skall ha sitt straff,
PRO.19.19	friar du honom gör du saken värre.
PRO.19.20	Lyssna på råd och ta emot fostran,
PRO.19.20	då blir du vis till sist.
PRO.19.21	Människan gör upp många planer,
PRO.19.21	men det är Herrens vilja som sker.
PRO.19.22	Girighet vanhedrar människan;
PRO.19.22	bättre fattig än falsk.
PRO.19.23	Gudsfruktan ger människan liv,
PRO.19.23	hon får vila mätt, skonad från olyckor.
PRO.19.24	Den late sticker handen i skålen
PRO.19.24	men ids inte föra den till munnen.
PRO.19.25	Slå hädaren och den oerfarne tar lärdom,
PRO.19.25	klandra den kloke och han vinner insikt.
PRO.19.26	En skamlös och vanartig son
PRO.19.26	krossar sin far och driver modern ur huset.
PRO.19.27	En son som slutar lyssna på förmaningar
PRO.19.27	irrar bort från den kunskap han fått.
PRO.19.28	Ett ondsint vittne smädar rättvisan,
PRO.19.28	ur syndarens mun strömmar ondska.
PRO.19.29	Straffet väntar hädaren
PRO.19.29	och prygel dårens rygg.
PRO.20.1	Vinet är en hädare, ölet en gaphals,
PRO.20.1	vettlös är den som raglar av rus.
PRO.20.2	Som lejonets rytande är kungens raseri,
PRO.20.2	den som väcker hans vrede förverkar sitt liv.
PRO.20.3	Heder åt den som undviker strid,
PRO.20.3	det är bara dårar som börjar gräl.
PRO.20.4	Den late plöjer inte om hösten
PRO.20.4	och finner ingenting i skördetiden.
PRO.20.5	Människors avsikter är som djupt vatten,
PRO.20.5	men en klok man öser upp dem.
PRO.20.6	Många ordar om sin trofasthet,
PRO.20.6	men var finns en man att lita på?
PRO.20.7	Den rättfärdige lever oförvitligt —
PRO.20.7	lyckliga hans efterkommande!
PRO.20.8	Kungen som sitter i domarsätet
PRO.20.8	sållar med blicken bort de gudlösa.
PRO.20.9	Vem kan säga: Mitt samvete är rent,
PRO.20.9	jag är fri från min synd.
PRO.20.10	Dubbla vikter, dubbla mått —
PRO.20.10	bådadera väcker Herrens avsky.
PRO.20.11	Redan den unge visar i handling
PRO.20.11	om hans liv är rent och ärligt.
PRO.20.12	Örat som hör, ögat som ser —
PRO.20.12	bådadera har Herren skapat.
PRO.20.13	Älskar du sömn blir du utblottad,
PRO.20.13	vakna upp, så får du äta dig mätt.
PRO.20.14	»Bara skräp«, säger köparen,
PRO.20.14	men går belåten därifrån.
PRO.20.15	Guld och pärlor finns i mängd,
PRO.20.15	men visa ord är en sällsynthet.
PRO.20.16	Ta manteln från den som borgat för en främling,
PRO.20.16	kräv pant då det gäller en okänd.
PRO.20.17	Lögnens bröd smakar gott,
PRO.20.17	men sedan blir munnen full av grus.
PRO.20.18	Planer lyckas om man rådslår,
PRO.20.18	för inte krig utan överläggning.
PRO.20.19	Den lösmynte röjer hemligheter,
PRO.20.19	undvik den som pratar för mycket.
PRO.20.20	Om någon förbannar sin far eller mor
PRO.20.20	skall hans lampa slockna då mörkret faller.
PRO.20.21	Plötsligt vunnen rikedom
PRO.20.21	ger i längden ingen lycka.
PRO.20.22	Säg inte: Jag skall hämnas oförrätten!
PRO.20.22	Lita på Herren, han skall hjälpa dig.
PRO.20.23	Herren avskyr dubbla vikter,
PRO.20.23	fusk med vågen är orätt.
PRO.20.24	Människans steg styrs av Herren,
PRO.20.24	vad vet hon själv om sin väg?
PRO.20.25	Farligt är att snabbt ge heliga löften
PRO.20.25	och först efteråt tänka sig för.
PRO.20.26	En vis kung sållar bort de onda,
PRO.20.26	han låter tröskhjulet gå över dem.
PRO.20.27	Herren vakar över människans livsande
PRO.20.27	och ser in i hennes innersta.
PRO.20.28	Godhet och trohet är kungens värn,
PRO.20.28	med rättfärdighet tryggar han tronen.
PRO.20.29	Styrkan är de ungas stolthet,
PRO.20.29	vitt hår de gamlas ära.
PRO.20.30	Svidande sår renar från ondska,
PRO.20.30	prygel gör rent på djupet.
PRO.21.1	Herren leder kungens tankar som vattenflöden,
PRO.21.1	han styr dem vart han vill.
PRO.21.2	Människan tycker sig handla rätt,
PRO.21.2	men hjärtat prövas av Herren.
PRO.21.3	Att handla rätt och rättfärdigt
PRO.21.3	är mer värt för Herren än offer.
PRO.21.4	Stolta ögon, högmodigt hjärta —
PRO.21.4	de ondas löftesoffer är synd.
PRO.21.5	Flit och förutseende ger vinst,
PRO.21.5	hastverk bara förlust.
PRO.21.6	Skatter som vunnits med lögn
PRO.21.6	är flyktig dunst och dödlig snara.
PRO.21.7	De onda snärjs av sina egna dåd
PRO.21.7	när de vägrar göra det rätta.
PRO.21.8	Slingrig är brottslingens bana,
PRO.21.8	den rene går ärligt till väga.
PRO.21.9	Bättre bo i en vrå på taket
PRO.21.9	än dela hus med en grälsjuk hustru.
PRO.21.10	Syndaren hungrar efter ont,
PRO.21.10	ingen misskund visar han sin broder.
PRO.21.11	Straffas hädaren blir den oerfarne klok,
PRO.21.11	undervisas den kloke tar han lärdom.
PRO.21.12	Den rättfärdige ger akt på den ondes hus,
PRO.21.12	han störtar de onda i fördärvet.
PRO.21.13	Den som gör sig döv för den fattiges rop
PRO.21.13	skall själv få ropa utan att bli hörd.
PRO.21.14	Gåva i lönndom stillar vrede,
PRO.21.14	en dusör i mantelvecket bittraste harm.
PRO.21.15	Att rätt skipas är den rättfärdiges glädje
PRO.21.15	men ogärningsmannens fasa.
PRO.21.16	Den som irrar bort från insiktens väg
PRO.21.16	hamnar i skuggornas skara.
PRO.21.17	Utblottad blir den som älskar fest,
PRO.21.17	den som älskar vin och oljor blir aldrig rik.
PRO.21.18	Den onde blir lösen för den rättfärdige,
PRO.21.18	den svekfulle träder i den ärliges ställe.
PRO.21.19	Bättre bo ute i öknen
PRO.21.19	än med en ilsken och grälsjuk hustru.
PRO.21.20	I den vises hus finns en åtråvärd skatt,
PRO.21.20	men dåren förslösar allt.
PRO.21.21	Den som strävar efter rättfärdighet och trohet
PRO.21.21	skall finna liv och ära.
PRO.21.22	En vis man kan storma en stad av hjältar
PRO.21.22	och bryta ner deras säkra fäste.
PRO.21.23	Den som håller tand för tunga
PRO.21.23	håller sig undan bekymmer.
PRO.21.24	Hädare kallas den övermodigt fräcke
PRO.21.24	som handlar i måttlöst övermod.
PRO.21.25	Den lates lust blir hans död,
PRO.21.25	ty hans händer vägrar att arbeta.
PRO.21.26	Dåren är ständigt full av lystnad,
PRO.21.26	den rättfärdige ger utan att snåla.
PRO.21.27	Den ondes offer väcker avsky,
PRO.21.27	särskilt när det frambärs med slug beräkning.
PRO.21.28	Den som vittnar falskt kommer till korta,
PRO.21.28	den vederhäftige vinner gehör.
PRO.21.29	Den onde sätter upp en fräck min,
PRO.21.29	den rättfärdige går sin väg rakt fram.
PRO.21.30	Vishet, insikt, kloka råd —
PRO.21.30	de är ingenting inför Herren.
PRO.21.31	Hästen sadlas för stridens dag,
PRO.21.31	men Herren är den som ger seger.
PRO.22.1	Gott rykte är mer värt än stor rikedom,
PRO.22.1	aktning bättre än silver och guld.
PRO.22.2	Fattig och rik lever sida vid sida,
PRO.22.2	Herren har skapat dem båda.
PRO.22.3	Den kloke ser faran och tar skydd,
PRO.22.3	den oerfarne trampar på och får sitt straff.
PRO.22.4	Lönen för ödmjukhet och gudsfruktan
PRO.22.4	är rikedom, ära och liv.
PRO.22.5	Törnen och fällor finns på den falskes väg,
PRO.22.5	den som är rädd om livet aktar sig för dem.
PRO.22.6	Led den unge in på den väg han bör gå,
PRO.22.6	så följer han den även som gammal.
PRO.22.7	Den rike är den fattiges herre,
PRO.22.7	den som lånar blir långivarens slav.
PRO.22.8	Den som sår orätt skördar ofärd,
PRO.22.8	och käppen gör slut på hans övermod.
PRO.22.9	Den godhjärtade blir välsignad,
PRO.22.9	ty han delar sitt bröd med den fattige.
PRO.22.10	Kör ut bråkmakaren, så tar grälet slut
PRO.22.10	och bråk och skällsord upphör.
PRO.22.11	Älskad blir den som har rena tankar,
PRO.22.11	den som talar väl får kungen till vän.
PRO.22.12	Herrens blick vakar över kunskapen,
PRO.22.12	bedragarens ord gör han om intet.
PRO.22.13	Den late säger: Det är ett lejon på gatan,
PRO.22.13	jag blir dödad om jag går ut.
PRO.22.14	Den främmande kvinnans mun är en djup grop,
PRO.22.14	den Herren vredgas på faller däri.
PRO.22.15	Dårskapen sitter djupt hos pojken,
PRO.22.15	men det fostrande riset driver ut den.
PRO.22.16	Att utsuga den fattige kan ge vinst,
PRO.22.16	att ge åt den rike vållar bara förlust.
PRO.22.17	De visas ord.
PRO.22.17	Lyssna noga och hör mina ord,
PRO.22.17	ta emot min kunskap.
PRO.22.18	Ljuvt är att bära dem inom sig
PRO.22.18	och ständigt ha dem alla på läpparna.
PRO.22.19	För att du skall förtrösta på Herren
PRO.22.19	undervisar jag dig om hans väg.
PRO.22.20	Jag har skrivit trettio regler,
PRO.22.20	insiktsfulla råd till dig,
PRO.22.21	för att lära dig sanningens ord,
PRO.22.21	så att du kan ge besked åt dem som sänt dig.
PRO.22.22	Plundra inte den fattige i hans fattigdom,
PRO.22.22	krossa inte den hjälplöse i domstolen,
PRO.22.23	ty Herren tar sig an hans sak
PRO.22.23	och berövar rövarna livet.
PRO.22.24	Ge dig inte i lag med en hetlevrad man,
PRO.22.24	med den argsinte skall du inte umgås,
PRO.22.25	ty du kan ta efter hans sätt
PRO.22.25	och gillra en fälla för dig själv.
PRO.22.26	Var inte en sådan som ger handslag
PRO.22.26	och går i borgen för lån;
PRO.22.27	om du inte har så att du kan betala
PRO.22.27	tar de ju sängen du ligger på.
PRO.22.28	Flytta inte en uråldrig gränssten
PRO.22.28	som dina förfäder rest.
PRO.22.29	Ser du en som är skicklig i sitt arbete —
PRO.22.29	kungar skall han tjäna,
PRO.22.29	inte vanligt folk.
PRO.23.1	Sitter du till bords med en härskare,
PRO.23.1	tänk på vem du har framför dig,
PRO.23.2	och sätt kniven mot din strupe
PRO.23.2	om du är alltför hungrig.
PRO.23.3	Var inte lysten på hans läckerheter,
PRO.23.3	den maten är förrädisk.
PRO.23.4	Ansträng dig inte för att bli rik,
PRO.23.4	var förståndig nog att avstå.
PRO.23.5	Knappt har du skymtat rikedomen
PRO.23.5	förrän den är försvunnen,
PRO.23.5	den har fått vingar
PRO.23.5	och flyger mot himlen som örnen.
PRO.23.6	Ät inte den ogines mat,
PRO.23.6	var inte lysten på hans läckerheter.
PRO.23.7	Det är som att få ett hårstrå i halsen:
PRO.23.7	»Ät och drick«, säger han till dig,
PRO.23.7	men han menar det inte.
PRO.23.8	Det lilla du ätit får du spy upp,
PRO.23.8	och dina vänliga ord är förspillda.
PRO.23.9	Tala inte till en dåre,
PRO.23.9	han föraktar dina kloka ord.
PRO.23.10	Flytta inte en uråldrig gränssten,
PRO.23.10	gör inte intrång på de faderlösas mark,
PRO.23.11	ty de har en mäktig försvarare,
PRO.23.11	han skall föra deras talan mot dig.
PRO.23.12	Öppna ditt hjärta för fostran
PRO.23.12	och dina öron för kunskapens ord.
PRO.23.13	Undanhåll inte pojken fostran,
PRO.23.13	agar du honom slipper han dö.
PRO.23.14	Det är du som skall ge honom aga
PRO.23.14	och rädda honom från dödsriket.
PRO.23.15	Min son, om ditt hjärta fylls av vishet
PRO.23.15	skall mitt hjärta fyllas av glädje.
PRO.23.16	Jag jublar i mitt innersta
PRO.23.16	när jag hör dig säga det rätta.
PRO.23.17	Låt inte syndare väcka din avund,
PRO.23.17	sträva alltid efter gudsfruktan.
PRO.23.18	Då finns en framtid för dig,
PRO.23.18	ditt hopp skall inte stäckas.
PRO.23.19	Lyssna, min son, och bli vis,
PRO.23.19	låt dina tankar gå rätta vägar.
PRO.23.20	Bli inte en sådan som dricker vin
PRO.23.20	och som frossar på kött,
PRO.23.21	ty drinkare och frossare blir utblottade,
PRO.23.21	dåsandet klär dem i trasor.
PRO.23.22	Lyssna till din far, som gett dig livet,
PRO.23.22	se inte ner på din gamla mor.
PRO.23.23	Förvärva sanning, sälj den inte,
PRO.23.23	förvärva vishet, fostran och insikt.
PRO.23.24	Högt jublar den rättfärdiges far,
PRO.23.24	att ha en vis son är en glädje.
PRO.23.25	Låt din far och mor få glädjas,
PRO.23.25	låt henne som fött dig få jubla.
PRO.23.26	Min son, ha tillit till mig,
PRO.23.26	se hur jag lever och följ mig.
PRO.23.27	En hora är en djup grop,
PRO.23.27	den främmande kvinnan en trång brunn.
PRO.23.28	Hon ligger på lur som efter rov,
PRO.23.28	lockar fler och fler till otrohet.
PRO.23.29	Vem jämrar och stönar?
PRO.23.29	Vem grälar och bråkar?
PRO.23.29	Vem skaffar sig onödiga sår
PRO.23.29	och får simmiga ögon?
PRO.23.30	Den som blir sittande vid glaset,
PRO.23.30	den som kommer för att smaka det kryddade vinet.
PRO.23.31	Se inte på vinet som skimrar rött,
PRO.23.31	som glittrar i bägaren
PRO.23.31	och rinner ner så lätt.
PRO.23.32	Till slut biter det som en orm,
PRO.23.32	hugger som en giftorm.
PRO.23.33	Då ser du underliga syner
PRO.23.33	och får befängda idéer:
PRO.23.34	än ligger du mitt ute i havet,
PRO.23.34	än högt uppe i mastkorgen.
PRO.23.35	»De slog mig men det gjorde inte ont,
PRO.23.35	jag fick stryk men märkte det inte.
PRO.23.35	När skall jag vakna?
PRO.23.35	Jag vill ha mer!«
PRO.24.1	Avundas inte gudlösa människor,
PRO.24.1	sök inte deras sällskap.
PRO.24.2	De tänker bara på våld,
PRO.24.2	allt de säger vållar olycka.
PRO.24.3	Med vishet byggs huset,
PRO.24.3	insikt ger det stadga,
PRO.24.4	genom kunskap fylls rummen
PRO.24.4	med vackra och dyrbara ting.
PRO.24.5	Den som är vis har styrka,
PRO.24.5	en man med kunskap är full av kraft.
PRO.24.6	Utan överläggning kan du inte föra krig,
PRO.24.6	med många rådgivare vinner du seger.
PRO.24.7	Visheten är för hög för dåren,
PRO.24.7	i rådslag kan han inte öppna munnen.
PRO.24.8	Den som gör upp onda planer
PRO.24.8	kallar man ränksmidare.
PRO.24.9	Dårens ränker är synd,
PRO.24.9	smädaren avskys av alla.
PRO.24.10	Förlorar du modet i nödens stund
PRO.24.10	har du också förlorat din kraft.
PRO.24.11	Rädda dem som släpas i väg för att dö,
PRO.24.11	undsätt dem som förs bort för att mördas.
PRO.24.12	»Vi visste ingenting«, säger du,
PRO.24.12	men han som prövar hjärtan ser,
PRO.24.12	han som vakar över ditt liv vet,
PRO.24.12	och han ger alla deras gärningars lön.
PRO.24.13	Ät honung, min son, det är gott,
PRO.24.13	jungfruhonung är söt för tungan.
PRO.24.14	Så är insikt och vishet för din själ,
PRO.24.14	finner du dem finns en framtid för dig
PRO.24.14	och ditt hopp skall inte stäckas.
PRO.24.15	Lura inte ondsint vid den rättfärdiges hem,
PRO.24.15	ödelägg inte hans boning.
PRO.24.16	Sju gånger kan den rättfärdige falla och resa sig igen,
PRO.24.16	men de onda stupar för olyckan.
PRO.24.17	Gläd dig inte åt din fiendes fall,
PRO.24.17	jubla inte när han störtar omkull.
PRO.24.18	Det kan väcka Herrens misshag
PRO.24.18	så att han vänder sin vrede från honom.
PRO.24.19	Förarga dig inte på uslingar,
PRO.24.19	avundas inte de onda.
PRO.24.20	För den gudlöse finns ingen framtid,
