GEN.1.1	Diyà te puunà midlimbag te Megbevayà is langit wey is kelibutan. 
1KI.22.29	Ne midsurung diyà te Ramot Gilead si Hadì Ahab he hadì te Israel wey si Hadì Jehoshafat he hadì te Juda. 
1KI.22.30	Migkaǥi si Ahab diyà te ki Jehoshafat te, “Emun timpu en te tebek kenà a ebpekilala he iyan a hadì, piru sikew mulà bivisti ka te visti te hadì!” Umbe mibpeuvag-uvag si Ahab, ne mibpekidtebek sikandan.
1KI.22.31	Dutun he timpu, mibmandù is hadì te Aram diyà te 32 he menge peremandar zin te ebpemen-untud te kerwahi te, “Kenè niw etekiya is minsan hentei, kekenà, iyan dà is hadì te Israel.” 
1KI.22.32	Hein naahà dutun te menge peremandar si Jehoshafat, ne kunaan dan ke iyan en sikan is hadì te Israel, umbe midtebek dan en sikandin. Piru hein nengulahì si Jehoshafat, 
1KI.22.33	netuenan duen te menge peremandar he kenè bes iyan sikan is hadì te Israel, umbe mid-engkezan dan te edal-as.
1KI.22.34	Piru hein edtulung en ebpemanà is sevaha he sundaru te Aramihanen dutun te menge sundaru te Israel, ne neserab mesuǥat si Hadì Ahab he hadì te Israel ziyà te midtemuwaayan te pengalang din diyà te kumeng. Migkeǥiyan ni Hadì Ahab haazà is ed-uwit te kerwahi zin te, “Ipekeziyù a kayi te tebek! Su nepelian a.” 
1KI.22.35	Utew en meinit is tebek dutun he andew, ne is hadì te Israel ne midsandig dà dutun te kerwahi zin he edsinaru ziyà te menge Aramihanen. Edtudà is lengesa zin dutun te saag te kerwahi. Ne kebmahapun dutun minatey en sikandin. 
1KI.22.36	Ne hein midsanlep en is andew, duen mibensag dutun te menge sundaru te Israel te, “Is kada sevaha med-ulì en diyà te kandin he ed-ulian!”
1KI.22.37	Nepatey is hadì te Israel ne mid-uwit is lawa zin diyà te Samaria, ne ziyà ileveng. 
1KI.22.38	Midlùluan dan sikan is kerwahi ziyà te pemeziǥuey ziyà te Samaria, he zutun ebpememeziǥù is menge vahi he ebelegyà te zengeg dan, ne midilaan te asu is lengesa zin. Daan he nekaǥi te 
1KI.22.39	Is duma pa he ǥuǥud mehitenged te kedhadì ni Ahab, wey is langun he mibeelan din, ragkes is kebpehitindeg din te mekempet he turuǥan, wey keberengberenga zin te menge inged, ne ingkesurat diyà te Libru he Midsuratan te menge Keguǥuza te menge Hadì te Israel. 
1KI.22.40	Ne hein minatey en si Ahab, is anak din he si Ahazia iyan nekeilis kandin te kedhadì.
1KI.22.41	Nehimu he hadì diyà te Juda si Jehoshafat he anak ni Asa hein ikeepat he tuig te kedhadì ni Ahab diyà te Israel. 
1KI.22.42	Ne 35 he tuig is keǥurang ni Jehoshafat hein nehimu sikandin he hadì. Diyà sikandin te Jerusalem med-ubpà, ne midhadì sikandin seled te 25 he tuig. Is iney zin iyan si Azuba he anak ni Shilhi. 
1KI.22.43	Midsunud din is ulaula te amey zin he si Asa. Metazeng diyà te etuvangan te 
1KI.22.44	Meupiya is kedepità ni Jehoshafat wey te hadì te Israel.
1KI.22.45	Is duma pa he ǥuǥud mehitenged te kedhadì ni Jehoshafat, wey is nevantug he menge vaal zin, wey is menge kebpekidtebek din, ne ingkesurat diyà te Libru he Midsuratan te menge Keguǥuza te menge Hadì te Juda. 
1KI.22.46	Midsegseg din is menge maama wey menge vahi he ebelegyà te zengeg dan diyà te menge lugar he ed-ezapan, he wazà mesegseg hein timpu te amey zin he si Asa. 
1KI.22.47	Dutun he timpu wazà hadì diyà te Edom; iyan dà edumala kayi is pengulu he mibpilì ni Jehoshafat.
1KI.22.48	Duen mibpeveelan ni Jehoshafat he menge varku he para te petiǥayun he ebiyahi ziyà te Ofir te kegkuwa te vulawan. Piru wazà heini mekeviyahi su nezeetan heini ziyà te Ezion Geber. 
1KI.22.49	Dutun he timpu, migkaǥi si Ahazia he anak ni Ahab diyà te ki Jehoshafat te, “Ipezuma nu is menge etew ku te menge etew nu te kebiyahi ziyà te zaǥat.” Piru wazà mebpemineg si Jehoshafat.
1KI.22.50	Hein minatey en si Jehoshafat, inleveng sikandin diyà te midlevengan te menge kepuun din diyà te Inged ni David. Ne iyan nekeilis kandin te kedhadì is anak din he si Jehoram.
1KI.22.51	Nehimu he hadì te Israel si Ahazia he anak ni Ahab hein ike-17 he tuig te kedhadì ni Jehoshafat diyà te Juda. Diyà med-ubpà te Samaria si Ahazia, ne midhadì sikandin seled te zezuwa he tuig. 
1KI.22.52	Mezaat is ulaula zin diyà te etuvangan te 
1KI.22.53	Mid-azap din wey midsilbiyan din si Baal, ne pinaaǥi kayi midhimu zin he mepauk is 
2KI.1.1	Hein minatey en si Ahab, is nasyun he Moab wazè en mebpezizalem te keǥehem te Israel.
2KI.1.2	Ne sevaha he andew, neulug si Hadì Ahazia ziyà te rihas-rihas puun diyà te zivavew he endana te turuǥan din diyà te Samaria, ne nepurung sikandin meruuǥi. Tenged dutun duen menge etew he midsuǥù din he ibpehendiyà te simbahan he zutun ed-ezapa si Baal Zebub, he ed-ezapen diyà te Ekron, su wey zan mekeinsa ke egkeulian ded be sikandin.
2KI.1.3	Piru migkeǥiyan te velinsuǥuen te 
2KI.1.4	Ne tenged keniyan heini zed is egkeǥiyen te 
2KI.1.5	Ne hein nelelaǥan en ni Elias sikan is menge menunudtulà, midlikù dan duen te hadì. Umbe mid-insaan sikandan dutun te hadì, “Maan is utew kew meǥaan he nekelikù?” 
2KI.1.6	Ne midtavak dan te, “Duen etew he midhinguma kenami he ke sikandin te, ‘Likù kew ziyà te hadì ne tudtula niw heini is lalag te 
2KI.1.7	Mid-insà haazà is hadì te, “Hentei heini etawa? Memenumenu sikandin?” 
2KI.1.8	Midtavak dan te, “Mibivisti sikandin te hinavel he vulvul te uyaǥen wey bevakes te lundis.” Ne migkaǥi haazà is hadì te, “Iyan sikandin si Elias he tig-Tishbe.” 
2KI.1.9	Ne midsuǥù is hadì te sevaha he upisyal duma te 50 he menge etew te kedakep ki Elias. Hein neturedu zuen te upisyal si Elias he ebpimpinuu ziyà te puntur te vuvungan, migkeǥiyan dutun te upisyal te, “Sikew is suluǥuen te Megbevayà, midsuǥù a te hadì he ibpehendiyè ka te kandin.” 
2KI.1.10	Ne midtavak ni Elias haazà is upisyal te, “Geina te suluǥuen a te Megbevayà ne meulug guntaan is hapuy he ebpuun te langit he edezaat kenikew wey te 50 he menge etew nu!” Ne neulug is hapuy he ebpuun te langit he nekepatey zuen te kepitan wey te 50 he menge etew zin.
2KI.1.11	Ne mid-uman medsuǥù is hadì te sevaha he pa upisyal duma te 50 he menge etew te kedakep ki Elias. Migkeǥiyan duen te upisyal si Elias te, “Sikew is suluǥuen te Megbevayà, migkaǥi is hadì te kinahanglan he pehendiyà guntaan te kandin!” 
2KI.1.12	Ne midtavak si Elias te, “Geina te suluǥuen a te Megbevayà ne meulug guntaan is hapuy he ebpuun te langit he edezaat kenikew wey te 50 he menge etew nu!” Ne neulug en maan is hapuy te Megbevayà he ebpuun te langit he nekepatey kandan.
2KI.1.13	Mid-uman en maan medsuǥù haazà is hadì te iketelu he upisyal duma te 50 he etew. Ne hein nekeuma haazà is upisyal ziyà te ki Elias midluhud sikandin diyà te ki Elias su edtahud, wey ebpehizuhizu, “Sikew is suluǥuen te Megbevayà, ikehizu a kenikew wey is menge etew ku. Kenè key kenikew himetayi is menge suluǥuen nu. 
2KI.1.14	Su emun kenà, ne egkeiring key zuen te zezuwa he grupu he nezeetan pinaaǥi te hapuy he ebpuun diyà te langit. Piru sikami mulà, ne ikehizu key!”
2KI.1.15	Ne zutun mid-umanan keǥiyi si Elias te velinsuǥuen te 
2KI.1.16	Ne migkeǥiyan ni Elias haazà is hadì te, “Iyan heini egkeǥiyen te 
2KI.1.17	Umbe, minatey si Ahazia sumalà is nekaǥi te 
2KI.1.18	Is duma pa he ǥuǥud mehitenged te kedhadì ni Ahazia, wey is menge mibeelan din, ne ingkesurat diyà te Libru he Midsuratan te menge Keguǥuza te menge Hadì te Israel.
2KI.2.1	Hein hapit en ebetuna te 
2KI.2.2	Ne migkeǥiyan ni Elias si Elisha te, “Kayi ke zà, su ibpehendiyà a te 
2KI.2.3	Ne zuen grupu te menge ebpeneuven he ebpuun diyà te Betel he midhendiyà te ki Elisha ne mid-insè dan te, “Netuenan nu ve he egkuwaan en te 
2KI.2.4	Migkaǥi en maan si Elias diyà te ki Elisha te, “Kayi ke zà, su ibpehendiyà a te 
2KI.2.5	Ne zuen grupu te menge ebpeneuven diyà te Jerico he midhendiyà te ki Elisha ne mid-insà sikandan te, “Netuenan nu ve he egkuwaan en te 
2KI.2.6	Ne migkaǥi si Elias diyà te ki Elisha te, “Kayi ke zà, su ibpehendiyà a te 
2KI.2.7	Ne zuen 50 he menge etew he sakup te grupu te menge ebpeneuven he midtelukun, ne midhitindeg sikandan diyà te egkehunaan he ziyà medsinaru te lugar he mibpunduwan ni Elias wey ni Elisha he veyvey te Wahig he Jordan. 
2KI.2.8	In-awà ni Elias is samput din ne midlumpì din, ne inlagkut din diyà te wahig. Ne neluwisan is nezalandalan he tanà ne zutun dan mebayà is edlayun. 
2KI.2.9	Ne hein nekelayun dan en, migkeǥiyan ni Elias si Elisha te, “Hengkey is egkesuatan nu he ebeelan ku kayi te timpu he wazè e pa iawà diyà te kenikew?” Midtavak si Elisha te, “Egkesuatan ku he metakep is gehem nu he egkesunud ku.” 
2KI.2.10	Migkaǥi si Elias te, “Mereǥen heeyan is ebuyuen nu. Piru egkezawat nu heeyan emun egkeventayan nu is kegkuwaa kedì, piru emun kenà, ne kenè nu heini egkezawat.”
2KI.2.11	Ne zutun te kedhipanew zan he ebpelelaǥà, neketik-ew mekeuma is kerwahi he hapuy he eguyuzen te menge kudà he hapuy. Mibayà heini ziyà te pid-elangan dan, ne imbpedsuwey zin sikandan, ne mid-uwit si Elias pehendiyà te langit pinaaǥi te eribpures. 
2KI.2.12	Ne naahà heini ni Elisha ne nekevensag sikandin te, “Amey ku! Amey ku! Is menge kerwahi wey is ebpen-untud te menge kerwahi te Israel!” Ne hein wazè din en maahà si Elias, midliwazè din bindasa is kumbalè din su ibpeehè din he neseeng sikandin.
2KI.2.13	Ne mid-amì din sikan is samput ni Elias he neulug, ne midlikù sikandin diyà te veyvey te Wahig he Jordan ne midhitindeg dutun. 
2KI.2.14	Ne inlagkut din diyà te wahig sikan is samput ni Elias ke sikandan te, “Hendei en is 
2KI.2.15	Ne hein naahà haazà te grupu te menge ebpeneuven he ebpuun diyà te Jerico is nehitavù, ke sikandan te, “Diyà en bes te kandin is gehem ni Elias!” Umbe midsinuǥung dan sikandin ne midluhud dan su ibpeehè dan is kedtahud dan kandin. 
2KI.2.16	Ke sikandan te, “Datù, sikami is menge suluǥuen nu, ne zuen dey 50 he melig-en he menge etew. Emun egkesuat ka, ne ibpepen-ehè tew kandan is egalen nu. Su kela ke mid-uwit dà sikandin te Mulin-ulin te 
2KI.2.17	Piru nekidteǥelà sikandan taman te egkeeled en si Elisha he ebarew. Umbe ke sikandin te, “Sigi, ipehipanew niw en nasì sikandan.” Umbe impeǥenat dan sikan is 50 he menge etew, ne seled te tetelu he andew is kebpen-ahaa zan ki Elias piru wazè dan maahà. 
2KI.2.18	Ne kedlikù dan diyà te ki Elisha he kemulu pa ziyà te Jerico, migkeǥiyan sikandan ni Elisha te, “Kenè be migkeǥiyan ku en sikiyu he kenè kew en genat?”
2KI.2.19	Is menge etew ziyà te inged he Jerico migkeǥiyan dan si Elisha te, “Datù, neehè nu man he meupiya is nesevukan te inged dey. Piru kenà meupiya is wahig, ne tenged kayi kenè en edtuvù is menge pinemula.” 
2KI.2.20	Migkaǥi si Elisha te, “Uwiti a keniyu te veǥu he yehung ne teǥui niw te timus.” Ne mid-uwit dan haazà diyà te kandin. 
2KI.2.21	Ne migenat sikandin pehendiyà te wahig ne insimburè din haazà is timus he ke sikandin te, “Iyan heini egkeǥiyen te 
2KI.2.22	Ne puun dutun, lumpiyu en haazà is wahig he sungkad te nekaǥi ni Elisha he egkeulaula.
2KI.2.23	Mid-awà si Elisha ziyà te Jerico ne midhendiyà te Betel. Ne zutun te kedhipanew zin diyà te zalan, duen menge vetan-en he menge maama he ebpuun diyà te sevaha he inged he ed-undaunda kandin. Ke sikandan te, “Awè ka kayi is bengulan! Awè ka kayi is bengulan!” 
2KI.2.24	Nekelilingey si Elisha is edtengteng dutun te menge vetan-en ne midrewakan din sikandan pinaaǥi te ngazan te 
2KI.2.25	Ne midhendiyà si Elisha te Buntud he Carmel, ne hein mid-awà sikandin dutun midhendiyà sikandin te Samaria.
2KI.3.1	Nehimu he hadì diyà te Israel si Joram he anak ni Ahab hein ike-18 he tuig te kedhadì ni Jehoshafat diyà te Juda. Diyà med-ubpà te Samaria si Joram, ne midhadì sikandin seled te 12 he tuig. 
2KI.3.2	Mezaat is ulaula zin diyà te etuvangan te 
2KI.3.3	Piru mid-iringan din is menge salà ni Jeroboam he anak ni Nebat, he nehimu he hinungdan te kebpekesalà te menge tig-Israel. Ne wazè din engkezi heini he menge salà.
2KI.3.4	Si Hadì Mesha he hadì te Moab, mid-uyag te menge kerehidu, ne geina te sakup te Israel is Moab, ebeǥey si Mesha ziyà te hadì te Israel te 100,000 he nati he menge kerehidu he meemahan, wey vulvul te 100,000 he meǥurang en he meemahan he menge kerehidu. 
2KI.3.5	Piru hein minatey en si Ahab, nekidsukulà sikandin te hadì te Israel. 
2KI.3.6	Umbe zutun he timpu, midtiǥum ni Joram is tivuuk he menge Israilihanen he sundaru ne migawas dan diyà te Samaria su edsurung dan diyà te Moab. 
2KI.3.7	Ne mibpeuwit si Joram te lalag diyà te ki Hadì Jehoshafat he hadì te Juda he edhenduen te: “Nekidsukulà kediey is hadì te Moab. Eduma ke ve kedì te kebpekidtebek kandan?” Midtavak si Jehoshafat te, “Uya, andam a he eduma kenikew, wey andam a he ebpeǥamit kenikew te menge sundaru ku wey menge kudè ku.” 
2KI.3.8	Ne mid-insà si Jehoshafat te, “Hendei kiw ebayà emun edsurung kiw?” Midtavak si Joram te, “Diyè kiw ebayà te sibsivayan diyà te Edom.”
2KI.3.9	Umbe, mibpezumahà haazà is hadì te Israel wey hadì te Juda, ne miduma zaan kandan is hadì te Edom. Ne hein pitu en he andew is kedhipanew zan, neeminan te wahig is menge sundaru wey is menge uyaǥen dan. 
2KI.3.10	Migkaǥi is hadì te Israel te, “Mekehizuhizu kiw is tetelu he hadì! Iyan dà in-uwita te 
2KI.3.11	Piru mid-insà si Jehoshafat te, “Wazè tew ve zuma he ebpeneuven te 
2KI.3.12	Migkaǥi si Jehoshafat te, “Uya, tutuu iyan he ebpekepekidlalag is 
2KI.3.13	Ne migkeǥiyan ni Elisha haazà is hadì te Israel te, “Hengkey is lavet ku kenikew? Diyè ka pevayà te menge ebpeneuven he midseriǥan te amey nu wey iney nu!” Migkaǥi haazà is hadì te Israel te, “Kenà, su iyan is 
2KI.3.14	Migkaǥi si Elisha te, “Egkaǥi a te tutuu ziyà te etuvangan te uuyag wey Mekeǥeǥehem he 
2KI.3.15	Sigi, dumaha kayi te kediey is etew he metau he edtukar te alpa.”
2KI.3.15	Ne zutun te kedtukar te alpa, midumala si Elisha te ǥehem te 
2KI.3.16	ne ke sikandin te, “Iyan heini migkaǥi te 
2KI.3.17	Minsan wazà uzan wey keramag, egkepurung egkewehiǥi heini is dal-ug. Ne ebpekeinum kew wey is menge uyaǥen niw. 
2KI.3.18	Melemu zà heini para te 
2KI.3.19	Edezeetan niw is meupiya he menge inged dan he miberengbeng. Ebpemilayen niw is meupiya he menge kayu zan, ebumbunan niw is menge teheb dan, wey edezeetan niw is selebpeten he menge vevesukè dan pinaaǥi te kedtembui niw zuen te menge vatu.’ ” 
2KI.3.20	Ne hein neume en is uras te kebpemuhat hein mid-ilis he andew, midtudà is wahig he ebpuun diyà te Edom, ne neeneb te wahig haazà he tanà.
2KI.3.21	Dutun he timpu, nekezineg te tudtul is langun he menge Moabitanhen he edsurungen sikandan te tetelu he hadì. Umbe midtiǥum dan is langun kandan he ebpekehimu he ebpekidtebek, batà etawa meǥurang, ne impepelastar sikandan diyà te zulunà te Moab. 
2KI.3.22	Ne hein mid-enew zan su meselem en, neehè dan is wahig he egkesilaan te andew he henduen be te lengesa. 
2KI.3.23	Ke sikandan te, “Lengesa heeyan! Siguradu he mibpetebekà is tetelu he hadì ne mibpehimhimetayà sikandan. Ne egkuwaan tew is menge azen dan!”
2KI.3.24	Piru hein nekeuma is menge Moabitanhen diyà te kampu te menge Israilihanen, nenggawas is menge Israilihanen ne mid-etaki zan is menge Moabitanhen taman te nekepelaǥuy is menge Moabitanhen. Ne midal-as sikandan te menge Israilihanen taman diyà te Moab ne mibpenhimetayan dan. 
2KI.3.25	Mibengkag dan is menge inged, ne midtembuan dan te menge vatu is selebpeten he menge pemuleey taman te nekezengkuur is menge vatu zutun. Mibumbunan dan is menge teheb wey mibpemiley zan is meupiya he menge kayu. Ne iyan dà nesamà is inged he Kir Hareset, piru midliǥuyan heini te menge sundaru zan he zuen dan menge limpawes ne midsurung dan heini.
2KI.3.26	Ne hein naahà duen te hadì te Moab he nezaag dan en te tebek, miduma zin is 700 he menge etew zin he zuen dan menge ispada su ebpelaǥuy zan he edreseng duen te menge sundaru te hadì te Edom, piru wazà sikandan mekepelaǥuy. 
2KI.3.27	Umbe, migkuwa zin is kinekekayan he anak din he iyan pezem ebpekeilis kandin te kedhadì, ne impemuhat din heini ziyà te verengbeng he pemuhat he edtutungen. Tenged kayi, is menge Israilihanen, utew zekelà is kegkepeuki kandan te menge Moabitanhen, umbe mibey-anan dan is hadì te Moab ne nemen-ulì dan diyà te nasyun dan.
2KI.4.1	Duen balu he vahi he is esawa zin he minatey sevaha he sakup te grupu te menge ebpeneuven. Ne sevaha he andew, mibuyù sikandin te tavang diyà te ki Elisha. Ke sikandin te, “Minatey en is esawa ku he suluǥuen nu ne netuenan nu he edtahud sikandin te 
2KI.4.2	Migkaǥi si Elisha ziyà te kandin te, “Hengkey is igketavang ku kenikew? Keǥiya nu kediey ke hengkey is diyà te valey nu?” Midtavak haazà is bahi te, “Wazà datù, gawas te zeisey he lana ziyà te tivud.” 
2KI.4.3	Migkaǥi si Elisha te, “Hendiyè ka te langun he zuma nu he menge meǥinged, ne penambey ka te mahabet he menge teleǥuey. 
2KI.4.4	Ne seled kew te menge anak nu ziyà te valey niw ne lekevi niw is gemawan. Ne itisi niw te lana is langun he menge teleǥuey. Ne kada egkepenù he teleǥuey ne itapid niw te edsavuk.”
2KI.4.5	Umbe, mibeelan dutun te vahi haazà is nekaǥi ni Elisha ziyà te kandin, ne midlelekeb sikandan te menge anak din diyà te valey zan. Ne mid-uwit te menge anak din diyà te kandin is menge teleǥuey, ne midteǥuan din haazà te lana. 
2KI.4.6	Ne hein nepenù en is langun he menge teleǥuey, migkeǥiyan din is anak din te, “Duwali e pa keniyu te teleǥuey.” Midtavak is anak din te, “Wazè en teleǥuey.” Ne zutun dutun mid-engked is kedtudà te lana.
2KI.4.7	Ne midhendiyà haazà is bahi te ki Elisha he suluǥuen te Megbevayà ne midtudtul zin is nehitavù. Ne migkeǥiyan sikandin ni Elisha te, “Hipanew ka ne ivelegyè nu is lana ne veyazi nu is utang nu. Ne zuen pa subra he selapì he egkesamà he ereg he igkeuyag nu wey te menge anak nu.”
2KI.4.8	Ne sevaha he andew, midhendiyà si Elisha te Shunem. Ne zuen dutun sepian he vahi he midhinggat kandin te kegkaan. Ne puun dutun emun edsaǥad si Elisha ziyà te Shunem, ne edtuluy sikandin diyà te valey zuen te vahi su egkaan.
2KI.4.9	Ne migkaǥi haazà is bahi ziyà te esawa zin te, “Netuenan ku he heini is etew he layun edtuluy kayi te kenita, ne suluǥuen te Megbevayà. 
2KI.4.10	Ebeelan ta sikandin te zeisey he ruǥu ziyà te atep, ne edsevukan ta te katri, lemisahan, bangkù, wey sulù, su para egkehimu he ed-ubpàubpà sikandin kayi emun edhengkayi.”
2KI.4.11	Ne sevaha he andew, midhendiyà si Elisha te Shunem, nemenahik sikandin duen te ruǥu ne midhimeley. 
2KI.4.12	Midsuǥù din is suluǥuen din he si Gehazi he umawa zin sikan is bahi. Umbe mid-umew ni Gehazi haazà is bahi, ne hein nekeume en sikandin, 
2KI.4.13	migkeǥiyan ni Elisha sikan is suluǥuen din te, “Insai nu ke hengkey is meupiya he igkevales ta kayi te ked-elimahi zin kenita. Kela ke zuen ibpahangyù din kenita ziyà te hadì etawa ziyà te peremandar te menge sundaru.” Midtavak haazà is bahi te, “Kenè en kinahanglan su meupiyè en is kebpekesavuk ku duma te menge zuma ku he meǥinged.” 
2KI.4.14	Mid-insà si Elisha ziyà te ki Gehazi te, “Hengkey is ereg he ebeelan ta ziyà te kandin?” Midtavak si Gehazi te, “Wazè din anak he maama ne meǥurang en is esawa zin.” 
2KI.4.15	Migkaǥi si Elisha te, “Umani nu umawa.” Umbe mid-umew sikandin ni Gehazi, ne midhitindeg sikandin diyà te ǥemawan. 
2KI.4.16	Migkeǥiyan ni Elisha te, “Te iring kayi he timpu zutun te sunud he tuig ne zuen nu en edsepipiyen he vatà he maama.” Midtavak haazà is bahi te, “Datù, kenà a kenikew terterui, su suluǥuen ka te Megbevayà.”
2KI.4.17	Piru mibmeǥingey iyan haazà is bahi, ne mid-anak sikandin te maama hein sunud he tuig, sumalà is nekaǥi ni Elisha.
2KI.4.18	Ne sevaha he andew, hein dekelè en haazà is batà, nenelukun sikandin te amey zin he edterebahu ziyà te vevesukà duma te menge ebpemenraǥun. 
2KI.4.19	Netekewtekew is amey zin te midhabet sikandin megkaǥi te, “Amà, mesakit is ulu ku! Mesakit is ulu ku!” Ne migkeǥiyan te amey zin is suluǥuen din te, “Uwita nu ziyà te iney zin.” 
2KI.4.20	Umbe, mid-uwit duen te suluǥuen haazà is batà diyà te iney zin, ne midsekepu zin haazà. Iyan, hein neudtu minatey en haazà is batà. 
2KI.4.21	Ne mid-uwit dutun te iney haazà is anak din he minatey ziyà te ruǥu ni Elisha ziyà te zivavew, ne insavuk din duen te katri. Ne migawas sikandin dutun te ruǥu ne midlekevan din is gemawan.
2KI.4.22	Ne mid-umew zutun te vahi is esawa zin ne migkeǥiyan din te, “Ipehengkayi nu is sevaha he suluǥuen he ibpetundan te sevaha he asnu su para mekaagpas a he edhendiyà te suluǥuen te Megbevayà, ne petuluy e zà ebpekelikù.” 
2KI.4.23	Mid-insà is esawa zin te, “Maan is edhendiyè ka ǥuntaan he andew te kenè man heini Pista te Kebpuun te Hayag etawa Andew te Kedhimeley?” Midtavak haazà is bahi te, “Maambe en.” 
2KI.4.24	Ne midsiyahan din sikan is asnu ne migkeǥiyan din is suluǥuen din te, “Gaanggaan ke en! Ne kenè nu ipenaneynaney heini is asnu emun kenè ku sikew egkeǥiyan.”
2KI.4.25	Umbe, migenat sikandan, ne nekeuma zan diyà te Buntud he Carmel, he zutun sikan is suluǥuen te Megbevayà. Ne hein naahà ni Elisha haazà is bahi ziyà te egkehunaan, migkeǥiyan din is suluǥuen he si Gehazi te, “Ahaa nu man, ebpekeuma sikan is bahi he tig-Shunem! 
2KI.4.26	Peleleǥuya nu sikandin te edsinuǥung ne insai nu ke egkemenumenu en sikandin, is esawa zin, wey is anak din.” Ne migkeǥiyan dutun te vahi si Gehazi te meupiya zed is langun.
2KI.4.27	Piru hein nekeume en sikandin diyà te ki Elisha zutun te vuvungan, midluhud sikandin is egawed diyà te paa ni Elisha. Mid-uvey si Gehazi su ebpekasen din haazà is bahi, piru migkaǥi si Elisha te, “Bey-ani nu en sikandin! Su nereǥenan sikandin, piru wazà keǥiya te 
2KI.4.28	Migkaǥi haazà is bahi te, “Datù, wazà a mebuyù diyà te kenikew te anak he maama, iyan ka mismu migkaǥi he ebpekaanak a, migkaǥi e pa ganì diyà te kenikew te kenà a kenikew terterui.”
2KI.4.29	Ne hein nesavut ni Elisha he zuen nehitavù duen te vatà, migkeǥiyan din si Gehazì, “Pengandam ka te kedhendiyà te valey zin. Uwita nu is tuked ku ne pelelaǥuy ke en. Emun duen nu egkesinugung, ne kenè nu en lelaǥi, ne emun duen ebpekidlalag kenikew, ne kenè nu en tevaka. Ne emun ebpekeuma kad ne segugunè nu isavuk diyà te vuked duen te vatà is tuked ku.” 
2KI.4.30	Piru migkaǥi is iney zuen te vatà te, “Ebpenangdù a ziyà te uuyag he 
2KI.4.31	Midhune en mulà si Gehazi ne insavuk din sikan is tuked diyà te vuked duen te vatà, piru wazè en mebulug med-eriǥues haazà is batà. Umbe midlikù si Gehazi te kedsinuǥung ki Elisha ne migkaǥi te, “Wazà meuyag sikan is batà.”
2KI.4.32	Ne hein nekeuma si Elisha ziyà te valey, neehè din sikan is batà he neketetayhad diyà te hizeǥaan din. 
2KI.4.33	Midseled sikandin ne midlelekeb, ne mid-ampù diyà te 
2KI.4.34	Ne midlengkevan din haazà is batà, ne indegkit din is bèbè din diyà te vèbà duen te vatà, is mata zin, indegkit din diyà te mata, is belad din indegkit din diyà te velad duen te vatà. Ne zutun te kedlengkevi zin duen te vatà, ne midnaneynaney mebmeinit is lawa zuen te vatà. 
2KI.4.35	Midhitindeg si Elisha is ebpekesuǥuksuǥuk duen te ruǥu. Ne mid-umanan din lengkevi haazà is batà. Ne nekeetisà haazà is batà te kepipitu, ne migimerat sikandin.
2KI.4.36	Ne mid-umew ni Elisha si Gehazi ne migkeǥiyan din te, “Umawa nu is iney zin.” Umbe mid-umew zin, ne kebpekeuma zuen te vahi, migkeǥiyan ni Elisha te, “Kuwaa nu en is anak nu.” 
2KI.4.37	Midseled haazà is bahi ne midluhud diyà te uvey te paa ni Elisha te kebpeselamat kandin. Ne migkuwa zin sikan is anak din ne impenaug din.
2KI.4.38	Hein midlikù si Elisha ziyà te Gilgal, ne vitil ziyà te Gilgal. Duen timpu he mibpekidlalag kandin is grupu te menge ebpeneuven, ne migkeǥiyan din is suluǥuen din te, “Iziken nu is dekelà he kuzen ne hilutù ka te supas para kayi te menge etew.” 
2KI.4.39	Duen sevaha he ebpeneuven he midhendiyà sikandin te vevesukà su ebpekilumbey. Ne nekaahà sikandin te edlangkat he zuen din menge veǥas ne nenguwa sikandin te veǥas dutun he ereg he egkepuyut te kumbalè din. Ne hein nekeulì en sikandin, mibpengarad din haazà ne insahug din duen te edhilutuen he supas, he wazè din ganì metueni ke hengkey haazà. 
2KI.4.40	Ne hein nelutù en haazà is supas impemeǥey en diyà te menge etew. Ne zutun te kegkaan dan, nekevensag sikandan te, “Suluǥuen te Megbevayà, kela ke ebpekehilu heini!” Ne kenè dan haazà egkehimu te egkaan. 
2KI.4.41	Migkaǥi si Elisha te, “Kuwai a te herina.” Imbusbus din haazà is harina zuen te kuzen ne ke sikandin diyà te suluǥuen te, “Ipemeǥey nu en diyà te kandan su wey zan mekekaan en.” Ne meupiyè en human is taam kayi.
2KI.4.42	Duen timpu, ne zuen sevaha he etew he ebpuun diyà te Baal Shalisha ne mid-uwit sikandin diyà te ki Elisha te 20 he supas he iyan mibeelan is nehuna he neraǥun he barli, wey beǥu he neraǥun he trigu. Migkaǥi si Elisha te, “Iveǥey nu heeyan diyà te grupu te menge ebpeneuven su wey zan mekaan.” 
2KI.4.43	Migkaǥi is suluǥuen din te, “Ebmenmenuwen ku para meketukid heini te 100 he menge etew?” Midtavak si Elisha te, “Iveǥey nu zà diyà te kandan su wey zan mekekaan. Su migkaǥi is 
2KI.4.44	Umbe, imbeǥey heini zuen te suluǥuen diyà te menge ebpeneuven ne nekekaan sikandan, ne zuen dan pa samà, sumalà is nekaǥi te 
2KI.5.1	Si Naaman he peremandar te menge sundaru ziyà te Aram, edtehuzen te hadì diyà te Aram, su pinaaǥi kandin mibpengelinteuwan te 
